Orthogroup	Brassica_oleracea	Cochlearia_excelsa
OG0015282	XP_013630905.1	g51424
OG0015283	XP_013636946.1	g51429
OG0015284	XP_013637498.1	g37973
OG0015285	XP_013627927.1	g37086
OG0015286	XP_013631003.1	g51448
OG0015287	XP_013636447.1	g51459
OG0015288	XP_013616223.1	g10395
OG0015289	XP_013631895.1	g51492
OG0015290	XP_013637090.1	g51494
OG0015291	XP_013637087.1	g51495
OG0015292	XP_013636313.1	g51499
OG0015293	XP_013630903.1	g37991
OG0015294	XP_013636269.1	g37992
OG0015295	XP_013637231.1	g51518
OG0015296	XP_013637292.1	g51521
OG0015297	XP_013636398.1	g51525
OG0015298	XP_013634751.1	g51530
OG0015299	XP_013626271.1	g18453
OG0015300	XP_013631231.1	g51544
OG0015301	XP_013630114.1	g38021
OG0015302	XP_013624367.1	g24127
OG0015303	XP_013637806.1	g47311, g17432
OG0015304	XP_013595075.1	g47305
OG0015305	XP_013598713.1	g47304
OG0015306	XP_013593289.1, XP_013605233.1	g24142
OG0015307	XP_013609035.1	g43474, g24150
OG0015308	XP_013628960.1	g47296
OG0015309	XP_013597274.1	g17453
OG0015310	XP_013601048.1	g47288
OG0015311	XP_013606391.1	g17459
OG0015312	XP_013624267.1	g24171
OG0015313	XP_013597013.1	g24175
OG0015314	XP_013596967.1	g17479
OG0015315	XP_013593878.1	g17475, g24192
OG0015316	XP_013593692.1	g47263
OG0015317	XP_013624160.1, XP_013593579.1	g47262
OG0015318	XP_013595067.1	g17490
OG0015320	XP_013596874.1	g24212
OG0015321	XP_013605070.1	g36878
OG0015322	XP_013594006.1	g47255
OG0015323	XP_013596221.1	g17526
OG0015324	XP_013598915.1	g24240
OG0015325	XP_013598916.1, XP_013636680.1	g24241
OG0015326	XP_013597718.1	g24247
OG0015327	XP_013605250.1	g24267
OG0015328	XP_013601739.1	g17555
OG0015329	XP_013605501.1	g24290
OG0015330	XP_013635463.1	g25132
OG0015331	XP_013611677.1	g41838
OG0015332	XP_013618782.1	g10374
OG0015333	XP_013604626.1	g2511
OG0015334	XP_013600197.1	g19344
OG0015335	XP_013595717.1	g2544
OG0015336	XP_013583771.1	g19352
OG0015337	XP_013590409.1	g19361
OG0015338	XP_013604545.1	g2581
OG0015339	XP_013620393.1	g11363, g2583
OG0015340	XP_013599488.1	g2588
OG0015341	XP_013618844.1	g2589
OG0015342	XP_013594105.1	g19366
OG0015343	XP_013616692.1	g28367
OG0015344	XP_013612792.1	g28363
OG0015345	XP_013613236.1	g870
OG0015346	XP_013629730.1	g866
OG0015347	XP_013625774.1	g865
OG0015348	XP_013622824.1	g1305
OG0015349	XP_013612062.1	g1306
OG0015350	XP_013612568.1	g28352
OG0015351	XP_013622941.1, XP_013606870.1	g28346
OG0015352	XP_013621567.1	g28348
OG0015353	XP_013631157.1	g44216
OG0015354	XP_013629992.1	g28344
OG0015355	XP_013630417.1	g1346
OG0015356	XP_013630640.1	g28309
OG0015357	XP_013613319.1	g28305
OG0015358	XP_013607300.1, XP_013628885.1	g6337
OG0015359	XP_013622945.1	g13671
OG0015360	XP_013615029.1	g14464
OG0015361	XP_013626666.1	g13674
OG0015362	XP_013608939.1	g13675
OG0015363	XP_013626832.1	g6218
OG0015364	XP_013594265.1	g13678
OG0015365	XP_013622125.1	g14425
OG0015366	XP_013623210.1	g13680
OG0015367	XP_013596168.1	g6197
OG0015368	XP_013599295.1	g13684
OG0015369	XP_013610132.1	g6192
OG0015370	XP_013593569.1	g6172
OG0015371	XP_013595792.1	g13688
OG0015372	XP_013605993.1	g6163
OG0015374	XP_013597898.1	g40604
OG0015375	XP_013622100.1	g6138
OG0015376	XP_013622147.1	g14197
OG0015377	XP_013606055.1	g14074
OG0015378	XP_013593413.1	g13714
OG0015380	XP_013597885.1	g23873
OG0015382	XP_013619773.1	g17273
OG0015383	XP_013624870.1, XP_013619441.1	g23927
OG0015384	XP_013598611.1	g47446
OG0015385	XP_013626824.1	g47437
OG0015389	XP_013597659.1	g24089
OG0015390	XP_013597751.1	g17387
OG0015391	XP_013598405.1	g47340
OG0015392	XP_013603370.1	g47345
OG0015393	XP_013614806.1	g47349
OG0015395	XP_013625603.1	g47354
OG0015396	XP_013597385.1, XP_013628406.1	g47356
OG0015397	XP_013598354.1	g47367
OG0015398	XP_013600717.1	g17364
OG0015399	XP_013588421.1	g24030
OG0015400	XP_013602070.1	g24022
OG0015401	XP_013595902.1	g24020
OG0015403	XP_013617834.1	g24016
OG0015404	XP_013601614.1	g17619
OG0015405	XP_013639178.1	g24006
OG0015406	XP_013637840.1	g47378
OG0015407	XP_013626604.1	g47386
OG0015408	XP_013597902.1	g23991
OG0015409	XP_013621399.1	g10805
OG0015410	XP_013590822.1	g17321
OG0015411	XP_013616786.1	g23984
OG0015413	XP_013607509.1	g23982
OG0015414	XP_013608303.1	g47318
OG0015415	XP_013597471.1	g24121
OG0015417	XP_013618280.1	g36980
OG0015418	XP_013616409.1	g18456
OG0015419	XP_013636701.1	g18454
OG0015420	XP_013611321.1	g36971
OG0015421	XP_013601498.1	g47156
OG0015422	XP_013601461.1	g47163
OG0015423	XP_013617647.1	g24333
OG0015424	XP_013604377.1	g17589
OG0015426	XP_013601369.1	g24322
OG0015427	XP_013610091.1	g47182
OG0015428	XP_013600330.1	g47184
OG0015429	XP_013619111.1	g24305
OG0015430	XP_013585063.1	g12723
OG0015431	XP_013629399.1	g7951
OG0015432	XP_013586441.1	g7950
OG0015433	XP_013628679.1	g7949
OG0015434	XP_013623708.1	g7943
OG0015435	XP_013622760.1	g12718
OG0015436	XP_013622536.1	g32638
OG0015438	XP_013598925.1	g30
OG0015439	XP_013598350.1	g19
OG0015440	XP_013607113.1	g9628
OG0015442	XP_013614076.1	g11518
OG0015443	XP_013618032.1	g15
OG0015444	XP_013593667.1	g9625
OG0015445	XP_013618027.1	g12
OG0015446	XP_013612862.1	g19623
OG0015447	XP_013599969.1, XP_013600568.1	g18711
OG0015448	XP_013630290.1	g18710
OG0015449	XP_013636073.1	g18709
OG0015450	XP_013636072.1	g18707
OG0015451	XP_013590690.1	g18705
OG0015452	XP_013600174.1	g18699
OG0015454	XP_013630901.1	g18783
OG0015455	XP_013630900.1	g18782
OG0015456	XP_013600593.1	g18764
OG0015457	XP_013600331.1	g11147
OG0015458	XP_013604620.1	g18749
OG0015459	XP_013634240.1	g18740
OG0015460	XP_013602385.1	g18731
OG0015461	XP_013632889.1	g1746
OG0015462	XP_013603192.1	g1747
OG0015463	XP_013602231.1	g18793
OG0015464	XP_013591413.1	g18685
OG0015465	XP_013604689.1	g18684
OG0015466	XP_013591934.1	g11151
OG0015467	XP_013604934.1	g1767
OG0015470	XP_013605869.1	g1808
OG0015472	XP_013606437.1	g28353
OG0015473	XP_013603568.1	g1833
OG0015474	XP_013602357.1	g11166
OG0015475	XP_013605528.1	g1857
OG0015476	XP_013605803.1	g1862
OG0015477	XP_013600175.1	g18687
OG0015478	XP_013592301.1	g1876
OG0015480	XP_013635617.1	g1885
OG0015481	XP_013605313.1	g1886
OG0015483	XP_013592672.1	g18817, g1907
OG0015484	XP_013589970.1, XP_013634438.1	g18822
OG0015485	XP_013591690.1	g18832
OG0015486	XP_013593829.1	g32201
OG0015487	XP_013633581.1	g1925
OG0015488	XP_013635850.1	g1929
OG0015489	XP_013591560.1	g18843
OG0015490	XP_013604200.1	g1947
OG0015491	XP_013604804.1	g18876
OG0015492	XP_013592311.1	g1963
OG0015493	XP_013615010.1	g18885
OG0015494	XP_013592739.1	g2020
OG0015495	XP_013616589.1	g2019
OG0015496	XP_013598770.1	g13579
OG0015497	XP_013633521.1	g18906
OG0015498	XP_013592603.1	g1999
OG0015500	XP_013634672.1, XP_013591647.1	g18943
OG0015501	XP_013587914.1	g18947
OG0015502	XP_013602087.1	g18948
OG0015503	XP_013591937.1	g18952
OG0015504	XP_013602227.1	g1979
OG0015505	XP_013600350.1	g11210
OG0015506	XP_013614175.1	g2049
OG0015508	XP_013600676.1	g18976
OG0015509	XP_013592448.1	g24775
OG0015510	XP_013605794.1	g2120
OG0015511	XP_013605624.1	g2117
OG0015512	XP_013600426.1	g2113
OG0015513	XP_013604868.1	g2099
OG0015514	XP_013594878.1	g17930, g42089, g50238, g42088
OG0015515	XP_013636156.1	g51074
OG0015516	XP_013600855.1	g2073
OG0015516	XP_013636216.1	g19001
OG0015517	XP_013599806.1	g19014
OG0015518	XP_013631427.1	g2135
OG0015519	XP_013635852.1	g2138
OG0015520	XP_013629951.1	g3015
OG0015521	XP_013601973.1	g11261
OG0015522	XP_013592126.1	g2146
OG0015523	XP_013600902.1	g2162
OG0015524	XP_013600079.1	g2165
OG0015525	XP_013605292.1	g2168
OG0015526	XP_013604690.1	g2172
OG0015527	XP_013602974.1	g19052
OG0015528	XP_013602277.1	g2181
OG0015529	XP_013605226.1	g19059
OG0015530	XP_013605227.1	g19060
OG0015531	XP_013605207.1	g19072
OG0015532	XP_013609537.1	g40840
OG0015533	XP_013605342.1	g2211
OG0015534	XP_013605629.1	g2215, g19099
OG0015535	XP_013632093.1	g2218
OG0015536	XP_013631182.1	g2222
OG0015537	XP_013635006.1	g11279
OG0015538	XP_013597894.1	g10396
OG0015539	XP_013630980.1	g2233
OG0015540	XP_013592790.1	g2237
OG0015541	XP_013602443.1	g2257
OG0015542	XP_013603306.1, XP_013591931.1	g2252
OG0015543	XP_013605518.1	g2245
OG0015544	XP_013605516.1	g2244
OG0015545	XP_013600148.1	g2264
OG0015546	XP_013589977.1	g44862
OG0015547	XP_013600110.1	g19147
OG0015548	XP_013591745.1	g2278
OG0015549	XP_013591947.1	g2285
OG0015550	XP_013636238.1	g2289
OG0015551	XP_013604657.1	g19154
OG0015552	XP_013600435.1	g11299
OG0015553	XP_013590253.1, XP_013588179.1	g19155
OG0015554	XP_013637655.1	g19160
OG0015555	XP_013605619.1	g53982
OG0015556	XP_013637383.1	g46790
OG0015557	XP_013589856.1	g19172
OG0015558	XP_013636975.1	g2323
OG0015559	XP_013600257.1	g11305
OG0015561	XP_013589312.1	g2342
OG0015562	XP_013598309.1	g5890
OG0015563	XP_013636552.1	g2384
OG0015565	XP_013634800.1	g2388
OG0015566	XP_013602797.1	g2406
OG0015567	XP_013600754.1	g19224
OG0015568	XP_013637439.1	g19227
OG0015569	XP_013599522.1	g19230
OG0015570	XP_013635038.1	g11328
OG0015571	XP_013614882.1	g935
OG0015572	XP_013607012.1	g39444
OG0015573	XP_013620900.1, XP_013620898.1	g28424
OG0015574	XP_013608643.1	g28423
OG0015575	XP_013627782.1	g41279
OG0015576	XP_013621024.1	g41278
OG0015577	XP_013593100.1	g17608, g24401
OG0015578	XP_013630688.1	g6453
OG0015579	XP_013621187.1	g6452
OG0015580	XP_013599306.1	g13511
OG0015581	XP_013594036.1	g11707
OG0015582	XP_013615069.1	g11706
OG0015583	XP_013630596.1	g11700
OG0015584	XP_013596486.1	g13517
OG0015585	XP_013595836.1	g6436
OG0015586	XP_013595311.1	g6422
OG0015587	XP_013597796.1	g6420
OG0015588	XP_013599216.1	g6410
OG0015589	XP_013625537.1	g6409
OG0015590	XP_013593662.1	g6396
OG0015591	XP_013594074.1	g6395
OG0015592	XP_013628789.1	g13534
OG0015593	XP_013595292.1	g13535
OG0015594	XP_013625147.1	g11655
OG0015595	XP_013598657.1	g13549
OG0015596	XP_013625146.1	g13550
OG0015597	XP_013629776.1	g13562
OG0015598	XP_013629381.1	g11648
OG0015599	XP_013628107.1	g6359
OG0015600	XP_013629077.1	g45136
OG0015601	XP_013630468.1	g13573
OG0015602	XP_013595848.1, XP_013622985.1	g11615
OG0015603	XP_013623257.1	g36968
OG0015604	XP_013593097.1	g13582
OG0015605	XP_013598784.1	g13494
OG0015606	XP_013590418.1	g41833
OG0015607	XP_013618077.1	g44931
OG0015608	XP_013618701.1	g44921
OG0015609	XP_013616441.1	g41782
OG0015610	XP_013587974.1	g44916
OG0015611	XP_013616671.1	g41724
OG0015612	XP_013592606.1	g44900
OG0015613	XP_013591840.1	g44899
OG0015614	XP_013591458.1	g41616
OG0015615	XP_013591896.1	g44875
OG0015616	XP_013592124.1	g13638
OG0015617	XP_013616249.1	g41577
OG0015618	XP_013592808.1	g41574
OG0015619	XP_013589972.1	g44852
OG0015620	XP_013606043.1	g45666
OG0015621	XP_013598834.1	g10285
OG0015622	XP_013597866.1	g18499
OG0015623	XP_013597868.1	g1636
OG0015624	XP_013598849.1	g10244
OG0015625	XP_013599277.1	g10246
OG0015626	XP_013611582.1	g13982
OG0015627	XP_013600944.1	g17895
OG0015628	XP_013599042.1	g6021
OG0015629	XP_013625877.1	g6017
OG0015630	XP_013610296.1	g6009
OG0015631	XP_013595392.1	g13958
OG0015632	XP_013609481.1	g13765
OG0015633	XP_013627111.1	g13952
OG0015634	XP_013608892.1	g5988
OG0015635	XP_013592974.1	g13936
OG0015636	XP_013609421.1	g5984
OG0015637	XP_013596567.1	g13915
OG0015638	XP_013595612.1	g5964
OG0015639	XP_013594012.1	g13803
OG0015640	XP_013626862.1	g51978
OG0015641	XP_013636119.1	g38153
OG0015642	XP_013632153.1	g51970
OG0015643	XP_013634583.1	g51966
OG0015644	XP_013636182.1	g51965
OG0015645	XP_013611085.1	g5023
OG0015646	XP_013636997.1	g37369
OG0015647	XP_013637212.1	g51946
OG0015648	XP_013631509.1	g51944
OG0015649	XP_013630995.1	g37357
OG0015650	XP_013592772.1	g16760
OG0015651	XP_013622305.1	g37348
OG0015653	XP_013634030.1	g38138
OG0015654	XP_013636554.1	g51837
OG0015655	XP_013631668.1	g51834
OG0015656	XP_013628734.1	g51833
OG0015657	XP_013633911.1	g51824
OG0015658	XP_013631422.1	g37326
OG0015659	XP_013622923.1	g51787
OG0015660	XP_013633567.1	g51780
OG0015661	XP_013622427.1	g51773
OG0015662	XP_013637199.1	g51752
OG0015663	XP_013632087.1	g37305
OG0015664	XP_013628199.1	g51742
OG0015665	XP_013622036.1	g1678
OG0015666	XP_013631328.1	g51740
OG0015668	XP_013637344.1	g51736
OG0015669	XP_013637033.1	g51732
OG0015670	XP_013625080.1	g37286
OG0015671	XP_013614256.1	g10773
OG0015672	XP_013631138.1	g37284
OG0015673	XP_013637184.1	g37273
OG0015674	XP_013634722.1	g37270
OG0015675	XP_013636471.1	g37257
OG0015676	XP_013633913.1	g51701
OG0015677	XP_013633877.1	g51700
OG0015678	XP_013606453.1	g40230
OG0015679	XP_013636388.1	g37241
OG0015680	XP_013632503.1	g37236
OG0015681	XP_013635928.1, XP_013635929.1	g37231
OG0015682	XP_013623573.1	g19612
OG0015683	XP_013636181.1	g38078
OG0015684	XP_013630878.1	g51660
OG0015686	XP_013631990.1	g38066
OG0015687	XP_013626562.1	g37202
OG0015688	XP_013626513.1	g37199
OG0015689	XP_013634870.1	g38056
OG0015690	XP_013633936.1	g37195
OG0015691	XP_013621911.1	g38054
OG0015692	XP_013634772.1	g51620
OG0015693	XP_013637614.1	g51618
OG0015694	XP_013633784.1	g51610
OG0015695	XP_013611841.1	g40412
OG0015696	XP_013623418.1	g25598
OG0015698	XP_013629421.1	g40434
OG0015699	XP_013606160.1	g45155
OG0015700	XP_013609248.1	g40443
OG0015701	XP_013632366.1	g11138
OG0015702	XP_013596277.1	g48901, g16981
OG0015703	XP_013620351.1	g45145
OG0015704	XP_013596235.1	g11129
OG0015705	XP_013609175.1	g40385
OG0015706	XP_013630007.1	g40407
OG0015707	XP_013637221.1	g38539
OG0015708	XP_013599841.1	g38533
OG0015710	XP_013604616.1	g38527
OG0015711	XP_013605209.1	g50877
OG0015713	XP_013633780.1	g38513
OG0015714	XP_013600134.1	g38512
OG0015716	XP_013604015.1	g50893
OG0015717	XP_013599527.1	g50897
OG0015718	XP_013603147.1	g38484
OG0015719	XP_013622252.1	g38458
OG0015720	XP_013600652.1	g38448
OG0015721	XP_013633620.1	g38438
OG0015722	XP_013605746.1	g38435
OG0015723	XP_013637234.1	g38434
OG0015724	XP_013636343.1	g38432
OG0015725	XP_013631685.1	g38410
OG0015726	XP_013602083.1	g38329
OG0015727	XP_013636266.1	g36850
OG0015728	XP_013633796.1	g38305
OG0015729	XP_013633696.1	g38301
OG0015730	XP_013634374.1	g51032
OG0015731	XP_013633989.1	g38292
OG0015732	XP_013599626.1	g38286
OG0015733	XP_013630978.1	g36818
OG0015734	XP_013599834.1	g51029
OG0015735	XP_013600106.1	g38290
OG0015736	XP_013604969.1	g36795
OG0015738	XP_013600039.1	g38325
OG0015739	XP_013613115.1	g32290
OG0015740	XP_013605805.1	g28218
OG0015741	XP_013592215.1	g28204
OG0015742	XP_013588423.1	g28173
OG0015743	XP_013587004.1	g28155
OG0015744	XP_013588539.1	g53844
OG0015745	XP_013638805.1	g27955
OG0015746	XP_013605618.1	g35929, g27923
OG0015747	XP_013599892.1	g27922
OG0015748	XP_013584064.1	g27913
OG0015749	XP_013600327.1	g27910
OG0015750	XP_013587882.1	g33023
OG0015751	XP_013603235.1	g33009
OG0015752	XP_013588627.1	g27884
OG0015753	XP_013639059.1	g27865
OG0015754	XP_013603122.1	g27864
OG0015755	XP_013589808.1	g27862
OG0015756	XP_013605895.1	g27861
OG0015757	XP_013589810.1	g27860
OG0015758	XP_013592407.1	g50751
OG0015759	XP_013590662.1	g27812
OG0015760	XP_013589899.1	g32747
OG0015761	XP_013584566.1	g32671
OG0015762	XP_013630343.1	g40229
OG0015763	XP_013606225.1	g40225
OG0015764	XP_013629466.1	g40231
OG0015765	XP_013625426.1	g40284
OG0015766	XP_013609116.1	g40290
OG0015767	XP_013620464.1	g40292
OG0015768	XP_013618217.1	g40294
OG0015769	XP_013623065.1	g40296
OG0015770	XP_013622011.1	g40297
OG0015771	XP_013610737.1	g40298
OG0015772	XP_013625323.1	g40301
OG0015773	XP_013621144.1	g40303
OG0015774	XP_013610725.1	g40313
OG0015775	XP_013626722.1	g40326
OG0015776	XP_013625440.1	g40338
OG0015777	XP_013629366.1	g40339
OG0015778	XP_013623613.1	g40340
OG0015780	XP_013608911.1	g40355
OG0015781	XP_013619990.1	g25729
OG0015782	XP_013613087.1	g40358
OG0015783	XP_013621554.1	g40372
OG0015784	XP_013621553.1	g40373
OG0015785	XP_013612764.1	g40376
OG0015787	XP_013611765.1	g40378
OG0015788	XP_013606413.1	g25689
OG0015789	XP_013607173.1	g29097
OG0015790	XP_013599187.1	g4865
OG0015791	XP_013615129.1	g38264
OG0015792	XP_013595430.1	g10266
OG0015793	XP_013599274.1	g4836, g10115
OG0015794	XP_013597129.1	g18524, g4825
OG0015795	XP_013612813.1	g4824
OG0015796	XP_013597259.1, XP_013610592.1	g10119
OG0015797	XP_013609016.1	g18517
OG0015798	XP_013592956.1	g4689
OG0015799	XP_013592955.1	g4688
OG0015800	XP_013606398.1, XP_013593644.1	g10161
OG0015801	XP_013610902.1	g1441, g13813, g13872
OG0015802	XP_013593195.1	g13871
OG0015803	XP_013598227.1	g5938
OG0015804	XP_013595507.1	g5933
OG0015805	XP_013595271.1	g13864
OG0015806	XP_013593007.1, XP_013584128.1	g5919
OG0015807	XP_013592932.1	g5876
OG0015808	XP_013595868.1	g13824
OG0015809	XP_013603964.1	g2582
OG0015811	XP_013628940.1	g2917
OG0015812	XP_013602855.1	g2914
OG0015813	XP_013628772.1	g19582
OG0015814	XP_013635940.1	g37775
OG0015815	XP_013622277.1	g51578
OG0015816	XP_013636128.1	g37768
OG0015817	XP_013629681.1	g37761
OG0015818	XP_013634043.1	g37756
OG0015819	XP_013615085.1	g37755
OG0015820	XP_013631947.1	g37754
OG0015821	XP_013636005.1	g50835
OG0015822	XP_013636106.1	g37742
OG0015823	XP_013635427.1	g50832
OG0015825	XP_013635977.1	g37711
OG0015826	XP_013631500.1	g37703
OG0015827	XP_013637624.1	g50805
OG0015828	XP_013631301.1	g50804
OG0015830	XP_013631120.1	g38252
OG0015831	XP_013633756.1	g37677
OG0015832	XP_013635645.1	g52300
OG0015833	XP_013635680.1	g37644
OG0015834	XP_013637608.1	g52286
OG0015835	XP_013637470.1	g52271
OG0015836	XP_013636800.1	g37617
OG0015837	XP_013631177.1	g52263
OG0015838	XP_013630994.1	g37616
OG0015839	XP_013631421.1	g52226
OG0015840	XP_013627648.1	g37593
OG0015841	XP_013629427.1	g52230
OG0015842	XP_013630646.1	g52231
OG0015843	XP_013593343.1	g13988
OG0015844	XP_013634456.1	g38240
OG0015845	XP_013636661.1	g37577
OG0015847	XP_013634098.1	g52203
OG0015848	XP_013636577.1	g52197
OG0015849	XP_013610994.1	g25520
OG0015850	XP_013631115.1	g52193
OG0015851	XP_013635464.1	g38237
OG0015852	XP_013637354.1	g38230
OG0015853	XP_013632265.1	g52147
OG0015854	XP_013634859.1, XP_013627318.1	g52134
OG0015855	XP_013635218.1	g38221
OG0015856	XP_013632134.1	g37508
OG0015857	XP_013633886.1	g52118
OG0015858	XP_013631700.1	g38211
OG0015859	XP_013631229.1	g37495
OG0015860	XP_013625976.1	g38207
OG0015861	XP_013630918.1	g37484
OG0015862	XP_013636615.1	g38199
OG0015863	XP_013637203.1	g37470
OG0015864	XP_013631134.1	g52087
OG0015865	XP_013631132.1	g37466
OG0015866	XP_013631218.1	g38195
OG0015868	XP_013627361.1	g38194
OG0015869	XP_013629152.1	g52071
OG0015870	XP_013637054.1	g52044
OG0015871	XP_013635824.1	g52021
OG0015872	XP_013629478.1, XP_013636658.1	g37403
OG0015874	XP_013636415.1	g52011
OG0015875	XP_013636461.1	g52016
OG0015876	XP_013633778.1	g38165
OG0015877	XP_013636555.1	g37393
OG0015878	XP_013631186.1	g51993
OG0015879	XP_013598741.1	g10870
OG0015880	XP_013598104.1	g10904
OG0015882	XP_013622991.1	g7921
OG0015883	XP_013586500.1	g12701
OG0015884	XP_013638836.1	g7919
OG0015886	XP_013594421.1	g12742
OG0015887	XP_013638260.1	g7904
OG0015888	XP_013584375.1	g12748
OG0015889	XP_013584755.1	g12690, g7903
OG0015890	XP_013622661.1	g7895
OG0015891	XP_013638656.1	g7881
OG0015892	XP_013584595.1	g7882
OG0015893	XP_013637784.1	g7874
OG0015894	XP_013630535.1	g12682
OG0015895	XP_013633100.1	g12757
OG0015896	XP_013633172.1	g7861
OG0015897	XP_013633049.1	g7860
OG0015898	XP_013637846.1	g12677
OG0015900	XP_013587447.1	g7855
OG0015901	XP_013584610.1	g7841
OG0015902	XP_013637540.1	g12665
OG0015904	XP_013585483.1	g12656
OG0015905	XP_013583656.1	g12651
OG0015906	XP_013638385.1	g7820
OG0015907	XP_013627010.1	g7816
OG0015908	XP_013586549.1	g7811
OG0015909	XP_013639805.1	g12791
OG0015910	XP_013584029.1	g12802
OG0015911	XP_013584345.1	g7803
OG0015912	XP_013585843.1	g7799
OG0015913	XP_013584450.1	g7796
OG0015914	XP_013584087.1	g12797
OG0015915	XP_013584229.1	g7784
OG0015916	XP_013628483.1	g7783
OG0015917	XP_013628383.1	g7768, g7777
OG0015918	XP_013583856.1	g12811
OG0015919	XP_013630113.1	g7741
OG0015920	XP_013626556.1	g12830, g12825
OG0015921	XP_013638262.1, XP_013584223.1	g7715
OG0015922	XP_013583737.1	g12564
OG0015923	XP_013586785.1	g12560
OG0015924	XP_013587744.1	g12862
OG0015925	XP_013628875.1	g46921
OG0015926	XP_013623471.1	g12551
OG0015927	XP_013625086.1	g7693
OG0015928	XP_013637756.1	g12534
OG0015929	XP_013584447.1	g12531
OG0015930	XP_013584206.1	g12528
OG0015931	XP_013587286.1	g12526
OG0015932	XP_013583945.1	g12525
OG0015933	XP_013634144.1	g46807
OG0015934	XP_013638314.1	g12922
OG0015936	XP_013638617.1	g12493
OG0015937	XP_013587086.1	g12488
OG0015938	XP_013622903.1	g7647
OG0015940	XP_013588660.1	g12470
OG0015941	XP_013616349.1	g12464
OG0015942	XP_013627009.1	g12946
OG0015943	XP_013638337.1	g12458
OG0015944	XP_013583630.1	g7590
OG0015945	XP_013586888.1	g12973
OG0015946	XP_013638264.1	g7581
OG0015947	XP_013592386.1	g7577
OG0015948	XP_013625333.1	g7575
OG0015949	XP_013627092.1	g12980
OG0015950	XP_013585316.1	g12434
OG0015951	XP_013619131.1	g7567
OG0015952	XP_013625938.1	g7563
OG0015953	XP_013622524.1	g12428
OG0015954	XP_013628390.1	g12994
OG0015955	XP_013629030.1	g7543
OG0015956	XP_013638086.1	g7523
OG0015957	XP_013584079.1	g7520
OG0015958	XP_013623657.1	g13017
OG0015959	XP_013623579.1	g7515
OG0015960	XP_013586721.1	g12410
OG0015961	XP_013611097.1	g7511
OG0015962	XP_013583973.1	g13023
OG0015963	XP_013616597.1	g7508
OG0015964	XP_013587630.1	g12403
OG0015965	XP_013637997.1	g7491
OG0015966	XP_013627074.1	g13051
OG0015967	XP_013585719.1	g7482
OG0015969	XP_013610403.1	g13059
OG0015970	XP_013635936.1	g7475
OG0015971	XP_013617794.1	g7474
OG0015972	XP_013585359.1	g7464
OG0015973	XP_013585360.1	g7463
OG0015974	XP_013586029.1	g7459
OG0015975	XP_013583556.1	g7447
OG0015976	XP_013583547.1	g7446
OG0015977	XP_013591058.1	g41531
OG0015978	XP_013586403.1	g7443
OG0015979	XP_013637796.1	g13082, g7438
OG0015980	XP_013628651.1	g7435
OG0015981	XP_013587248.1	g13086
OG0015982	XP_013628591.1	g13087
OG0015984	XP_013585446.1, XP_013627966.1	g7419
OG0015985	XP_013630314.1	g7417
OG0015986	XP_013585443.1	g7416
OG0015987	XP_013585723.1	g7408
OG0015988	XP_013583692.1	g13111
OG0015990	XP_013620657.1	g12334
OG0015991	XP_013585006.1	g12328
OG0015992	XP_013583814.1	g7386
OG0015993	XP_013583635.1	g7385
OG0015994	XP_013596415.1	g6405
OG0015995	XP_013585717.1	g7371
OG0015996	XP_013586529.1	g7338
OG0015997	XP_013584197.1	g7336
OG0015998	XP_013638869.1	g12295
OG0015999	XP_013587493.1, XP_013626142.1	g12287
OG0016000	XP_013583726.1	g7314
OG0016001	XP_013626043.1	g7305
OG0016002	XP_013611379.1	g12276
OG0016003	XP_013586854.1	g7286
OG0016004	XP_013585221.1	g7276
OG0016005	XP_013618527.1	g10778
OG0016006	XP_013586311.1	g13153
OG0016007	XP_013583875.1	g7231
OG0016008	XP_013599348.1	g7222
OG0016009	XP_013584221.1	g12216
OG0016011	XP_013584054.1	g12215
OG0016012	XP_013622337.1	g13202
OG0016013	XP_013610680.1	g13206
OG0016014	XP_013585114.1	g12198
OG0016015	XP_013584248.1	g7164
OG0016016	XP_013626252.1	g12177
OG0016017	XP_013583383.1	g13223
OG0016018	XP_013622138.1	g7139
OG0016019	XP_013584865.1	g7137
OG0016020	XP_013586291.1	g7136
OG0016021	XP_013583999.1	g12152
OG0016022	XP_013585260.1	g7106
OG0016023	XP_013638087.1	g7102
OG0016024	XP_013586463.1	g7082
OG0016025	XP_013584018.1	g13239
OG0016026	XP_013585897.1	g7062
OG0016027	XP_013609927.1	g7050
OG0016028	XP_013587633.1	g7049
OG0016029	XP_013586918.1	g7037
OG0016030	XP_013587152.1	g12093
OG0016031	XP_013586602.1	g12092
OG0016032	XP_013584412.1	g7024
OG0016033	XP_013638168.1	g7019
OG0016034	XP_013586357.1	g13263
OG0016035	XP_013583796.1	g12081
OG0016036	XP_013609607.1	g6998
OG0016037	XP_013586864.1	g13272, g6986
OG0016038	XP_013616086.1	g6982
OG0016039	XP_013639707.1	g12060
OG0016041	XP_013638837.1	g13280
OG0016042	XP_013613833.1	g13286
OG0016043	XP_013628752.1	g12044
OG0016044	XP_013637803.1	g12035
OG0016045	XP_013583810.1	g6917
OG0016047	XP_013586454.1	g12028
OG0016048	XP_013638626.1	g12023
OG0016049	XP_013587405.1	g12021
OG0016050	XP_013586840.1	g6907
OG0016051	XP_013613957.1	g6902
OG0016052	XP_013635579.1	g37051
