Orthogroup	Brassica_oleracea	Camelina_sativa
OG0018201	XP_013632333.1	XP_010450389.1, XP_010440738.1, XP_010435442.1
OG0018202	XP_013591904.1	XP_010435472.1, XP_010440774.1, XP_010450425.1
OG0018203	XP_013588463.1	XP_010450482.1, XP_010435556.1, XP_010440832.1
OG0018204	XP_013635378.1	XP_019089435.1, XP_019086551.1, XP_019088214.1
OG0018205	XP_013636757.1	XP_010436798.2, XP_010445651.1, XP_010451827.1
OG0018206	XP_013636758.1	XP_010441049.1, XP_010450820.1, XP_010435832.1
OG0018207	XP_013613541.1	XP_010450780.1, XP_010435859.1, XP_010445660.1
OG0018208	XP_013632227.1	XP_019087164.1, XP_010436052.1, XP_010450560.1
OG0018209	XP_013631558.1	XP_010447757.1, XP_010436114.1, XP_010441328.1
OG0018210	XP_013591204.1	XP_010441349.1, XP_010436126.1, XP_010447923.1
OG0018211	XP_013593588.1	XP_010443972.1, XP_010457418.1, XP_010483824.1
OG0018212	XP_013595773.1, XP_013615956.1	XP_010484730.1, XP_019087152.1, XP_010495819.2
OG0018213	XP_013596037.1	XP_010494359.1, XP_010481826.1, XP_010441987.1
OG0018214	XP_013607204.1	XP_010442059.1, XP_019097278.1, XP_010481896.1
OG0018215	XP_013595889.1	XP_010442212.1, XP_010482045.1, XP_010439146.1
OG0018216	XP_013619571.1	XP_010442226.1, XP_010439310.1
OG0018217	XP_013614714.1	XP_010482094.1, XP_019088610.1, XP_010493663.1
OG0018218	XP_013597221.1, XP_013619884.1	XP_010440794.1, XP_010482238.1
OG0018219	XP_013628350.1	XP_010441769.1, XP_010442505.1
OG0018220	XP_013628440.1	XP_010442033.1, XP_010442520.1, XP_010482349.1
OG0018221	XP_013625360.1, XP_013625365.1	XP_010482405.1, XP_010442567.1, XP_010442572.1
OG0018222	XP_013630418.1	XP_010482425.1, XP_019090920.1, XP_010442579.1
OG0018223	XP_013609310.1	XP_010443617.1, XP_010442677.1
OG0018224	XP_013614335.1	XP_010442682.1, XP_010482519.1, XP_010443694.1
OG0018225	XP_013609406.1	XP_010443981.1, XP_019087840.1, XP_010482528.1
OG0018226	XP_013615966.1	XP_010482662.1, XP_010474041.1, XP_010442831.1
OG0018227	XP_013594210.1	XP_010457260.1, XP_010483802.1, XP_010443956.1
OG0018228	XP_013609026.1	XP_010483880.1, XP_010457964.1, XP_010444026.1
OG0018229	XP_013601375.1, XP_013613613.1	XP_010444535.1, XP_010484374.1, XP_010463170.1
OG0018230	XP_013598967.1	XP_010465170.1, XP_010444766.1, XP_010484611.1
OG0018233	XP_013584367.1, XP_013601832.1	XP_019102406.1
OG0018234	XP_013633070.1, XP_013628063.1	XP_010431099.1, XP_010440492.1, XP_010435148.1, XP_010450060.1, XP_010435150.1
OG0018236	XP_013596690.1	XP_019084704.1, XP_019097649.1, XP_019090040.1
OG0018237	XP_013619984.1, XP_013623827.1	XP_010454299.1, XP_010493098.1, XP_010420836.1
OG0018240	XP_013594439.1	XP_010423839.1, XP_010467322.1
OG0018241	XP_013617692.1	XP_019090082.1
OG0018247	XP_013614957.1	XP_019100353.1
OG0018261	XP_013621285.1	XP_010417229.1, XP_010429452.1
OG0018262	XP_013626889.1	XP_010426139.1
OG0018263	XP_013637188.1	XP_010450657.1, XP_010441194.1, XP_010435976.1
OG0018265	XP_013610608.1	XP_010492706.1, XP_010420476.1
OG0018266	XP_013626014.1	XP_010429670.2, XP_010417441.1, XP_010472676.1
OG0018267	XP_013607326.1	XP_010495199.1, XP_010424104.2, XP_010453665.1
OG0018268	XP_013614396.1	XP_010453650.1, XP_010492347.1, XP_010420179.1
OG0018270	XP_013606174.1	XP_010492279.1, XP_010453593.1, XP_010420111.1
OG0018271	XP_013636743.1	XP_010450111.1, XP_010435195.1
OG0018272	XP_013610814.1, XP_013620014.1	XP_010495190.1, XP_010453554.1
OG0018273	XP_013629216.1	XP_010492212.1, XP_010420041.1
OG0018274	XP_013621433.1	XP_010420006.1, XP_010492177.1
OG0018275	XP_013611990.1	XP_010492073.1, XP_010453386.1, XP_010419898.1
OG0018276	XP_013609095.1	XP_010419867.1
OG0018277	XP_013611565.1	XP_010491995.1, XP_010453301.1, XP_010419824.1
OG0018279	XP_013616774.1	XP_010463068.1, XP_010463067.1, XP_010480827.1, XP_010478651.1
OG0018280	XP_013620359.1	XP_010422839.1, XP_010491718.1
OG0018281	XP_013607365.1	XP_010422868.1, XP_010491684.1
OG0018282	XP_013628585.1	XP_010452990.1, XP_010491631.1
OG0018283	XP_013614001.1	XP_010491629.1
OG0018284	XP_013629358.1	XP_010422961.1, XP_019097728.1, XP_010452960.1
OG0018285	XP_013610195.1	XP_019090370.1, XP_010495121.1
OG0018286	XP_013608494.1	XP_010452892.1
OG0018287	XP_013612383.1	XP_019084447.1, XP_010452857.1
OG0018288	XP_013612851.1	XP_010452808.1, XP_010423117.1, XP_010491453.1
OG0018289	XP_013611019.1	XP_010452718.1, XP_010423197.1, XP_010491369.2
OG0018290	XP_013606953.1	XP_010433702.1, XP_010438946.1, XP_010448494.1
OG0018292	XP_013634538.1	XP_010510795.1, XP_010417873.1, XP_010473114.1
OG0018293	XP_013635054.1	XP_010510791.1, XP_010417878.1, XP_010473117.1
OG0018294	XP_013633283.1	XP_010474535.1
OG0018295	XP_013632719.1	XP_010510703.1, XP_010470146.1, XP_010414594.1
OG0018296	XP_013636979.1	XP_010414447.1, XP_010470000.1, XP_010510542.1
OG0018297	XP_013635167.1	XP_019083077.1
OG0018298	XP_013634916.1	XP_010414391.1, XP_010510497.1, XP_010469960.1
OG0018299	XP_013637517.1	XP_010414334.1, XP_010510431.1
OG0018300	XP_013631731.1	XP_010469913.1
OG0018301	XP_013632072.1	XP_010469813.1, XP_010510302.1
OG0018302	XP_013632316.1, XP_013622864.1	XP_010469802.1
OG0018303	XP_013635828.1	XP_010469666.1
OG0018304	XP_013631429.1	XP_010469497.1, XP_010413894.1, XP_010509908.1
OG0018306	XP_013602189.1	XP_010448563.1
OG0018307	XP_013598205.1	XP_010436388.1, XP_010433666.1, XP_010448454.1
OG0018308	XP_013593226.1	XP_010448441.1, XP_010433647.1
OG0018309	XP_013585543.1	XP_010448382.1
OG0018310	XP_013592513.1	XP_010461569.1, XP_019095271.1
OG0018311	XP_013638427.1	XP_010479114.1, XP_010500236.1, XP_010461510.1
OG0018312	XP_013628072.1	XP_010478349.1, XP_010460753.1, XP_010499497.1
OG0018313	XP_013584844.1	XP_010478466.1, XP_010499587.1, XP_010460852.1
OG0018314	XP_013586163.1	XP_010460861.1, XP_019099291.1, XP_010478479.1
OG0018315	XP_013587240.1	XP_010460881.1, XP_010499620.1, XP_010478507.1
OG0018316	XP_013587367.1	XP_010478614.1, XP_010461019.1
OG0018317	XP_013584973.1	XP_010478649.1, XP_010461044.1, XP_010501735.1
OG0018318	XP_013586224.1	XP_010499791.1, XP_010463076.1
OG0018319	XP_013598383.1	XP_010425092.1, XP_010502318.1, XP_010514075.1
OG0018320	XP_013596074.1	XP_010514107.1, XP_010425126.1
OG0018322	XP_013623622.1	XP_010444484.1, XP_010484313.1
OG0018323	XP_013625545.1	XP_010461860.1, XP_010484232.1, XP_010444383.1
OG0018324	XP_013606051.1	XP_010484111.1
OG0018326	XP_013629844.1	XP_010444059.1, XP_010458417.1
OG0018327	XP_013630353.1	XP_010483944.1, XP_010458204.1
OG0018328	XP_013629537.1	XP_010444037.1, XP_010483892.1, XP_010477917.1
OG0018329	XP_013629635.1	XP_010457835.1, XP_010483869.1
OG0018330	XP_013606556.1	XP_010443961.1, XP_010457312.1
OG0018331	XP_013613337.1	XP_010443955.1, XP_019095859.1, XP_010457250.1
OG0018332	XP_013596679.1	XP_010457120.1, XP_010443945.1, XP_010483793.1
OG0018333	XP_013620455.1	XP_010421150.1, XP_010493466.1, XP_010454627.1
OG0018334	XP_013596180.1	XP_010421217.1, XP_010493539.1
OG0018335	XP_013609300.1	XP_010493578.1, XP_010421258.1
OG0018336	XP_013616241.1	XP_010421262.1, XP_010454740.1, XP_010493584.1
OG0018337	XP_013598472.1	XP_010493807.1
OG0018338	XP_013597990.1	XP_010493813.1, XP_019083948.1, XP_010454885.1
OG0018339	XP_013611517.1	XP_010421429.1
OG0018340	XP_013619290.1	XP_010454229.1, XP_010493021.1
OG0018341	XP_013611110.1	XP_010454251.1, XP_010493042.1
OG0018342	XP_013608565.1	XP_019084753.1
OG0018343	XP_013612482.1	XP_010455197.1, XP_019095501.1
OG0018344	XP_013608287.1	XP_010477301.1
OG0018345	XP_013612930.1	XP_010483530.1, XP_010454688.1, XP_010443660.1
OG0018346	XP_013609472.1	XP_010443638.1, XP_010483502.1, XP_010454388.1
OG0018347	XP_013612376.1	XP_010443605.1, XP_010483463.1, XP_010453982.1
OG0018348	XP_013620060.1	XP_010483350.1
OG0018349	XP_013623490.1	XP_010443474.1, XP_010483300.1
OG0018350	XP_013627292.1	XP_010443428.1, XP_010483255.1, XP_019092528.1
OG0018352	XP_013626166.1	XP_010483106.1, XP_010443282.1, XP_010450929.1
OG0018353	XP_013600130.1	XP_010515322.1, XP_010503625.1, XP_010426485.1
OG0018354	XP_013603246.1	XP_019102294.1, XP_010426448.1, XP_010503587.1
OG0018355	XP_013611164.1	XP_010422560.1
OG0018356	XP_013612970.1	XP_019084665.1, XP_010452679.1, XP_019097723.1
OG0018357	XP_013606633.1	XP_019097781.1, XP_010452669.2, XP_010423248.1
OG0018358	XP_013609296.1	XP_019097812.1, XP_010452432.1, XP_019084504.1
OG0018359	XP_013623750.1	XP_010456398.1, XP_010495072.1, XP_010424778.1
OG0018360	XP_013625978.1	XP_010424023.1, XP_010496821.1
OG0018361	XP_013619606.1	XP_010490698.1, XP_010452084.1, XP_010423863.1
OG0018362	XP_013609788.1	XP_010490623.1, XP_010452039.1, XP_010424819.2
OG0018363	XP_013609173.1	XP_010423917.1, XP_010452016.1, XP_010490600.1
OG0018365	XP_013606940.1	XP_010451979.1, XP_010423958.1, XP_010490557.1
OG0018366	XP_013630181.1	XP_010490546.1, XP_010423960.1
OG0018367	XP_013629029.1	XP_019090332.1, XP_019097285.1
OG0018368	XP_013628645.1	XP_010496812.1, XP_010424013.1, XP_010490493.1
OG0018369	XP_013638247.1	XP_010464464.1, XP_010486394.1, XP_010462459.1
OG0018370	XP_013632341.1	XP_010436078.1, XP_010447324.1
OG0018371	XP_013590666.1	XP_010441308.1, XP_010447542.1, XP_010436098.1
OG0018372	XP_013591429.1	XP_010430042.1, XP_019093399.1
OG0018373	XP_013589769.1	XP_010430046.1, XP_010417778.1, XP_010473015.1
OG0018374	XP_013591125.1	XP_010417642.1, XP_010429876.1
OG0018375	XP_013588488.1	XP_010429823.1
OG0018376	XP_013591160.1	XP_010417594.1, XP_010472785.1, XP_010429812.1
OG0018377	XP_013619020.1	XP_010417588.1, XP_010472778.1, XP_010429805.1
OG0018379	XP_013590338.1	XP_010428846.1, XP_010471960.1, XP_010416718.1
OG0018380	XP_013588685.1	XP_010428816.1, XP_010416679.1
OG0018381	XP_013605759.1	XP_010460083.1
OG0018382	XP_013589747.1	XP_019085906.1, XP_010471908.1, XP_010416650.1
OG0018383	XP_013592366.1	XP_019093781.1, XP_010416638.1, XP_010428780.1
OG0018384	XP_013592963.1	XP_010517324.1, XP_010488974.1, XP_010467310.1
OG0018385	XP_013592745.1	XP_010416554.1, XP_010471788.1, XP_010428695.1
OG0018386	XP_013592035.1	XP_010428686.1, XP_010471782.2, XP_010416546.1
OG0018387	XP_013591957.1	XP_010471620.1, XP_010416382.1, XP_010428523.1
OG0018388	XP_013587761.1	XP_010471615.1, XP_010428518.1, XP_010416376.1
OG0018389	XP_013598779.1	XP_010467527.1, XP_010489384.1
OG0018390	XP_013610729.1	XP_019086196.1, XP_010468703.1
OG0018391	XP_013625035.1	XP_010501263.1
OG0018392	XP_013614803.1	XP_010415102.1, XP_010496067.1
OG0018393	XP_013629580.1	XP_019099526.1, XP_010462309.1, XP_010479990.1
OG0018395	XP_013591363.1	XP_010501043.1, XP_010462288.1, XP_010479960.1
OG0018396	XP_013633396.1	XP_019101945.1
OG0018397	XP_013627910.1	XP_010412897.1, XP_010505168.1, XP_010509486.1
OG0018398	XP_013634335.1	XP_010516898.1, XP_010505220.1, XP_010509441.1
OG0018400	XP_013603667.1	XP_010450350.1, XP_010440695.1, XP_010435401.1
OG0018401	XP_013631496.1	XP_010435438.1, XP_010450379.1
OG0018402	XP_013634712.1	XP_010450328.1
OG0018403	XP_013586983.1	XP_019089611.1
OG0018404	XP_013602781.1	XP_010450260.1
OG0018405	XP_013634883.1	XP_010436634.1
OG0018406	XP_013589886.1	XP_010450128.1, XP_010435192.1
OG0018407	XP_013627685.1	XP_010450085.1, XP_010435174.1, XP_010440512.1
OG0018408	XP_013633490.1	XP_010440495.1, XP_010435153.1, XP_010450065.1
OG0018409	XP_013587430.1	XP_010450003.1, XP_010435077.1, XP_010440403.1
OG0018410	XP_013588342.1	XP_010440383.1, XP_010449980.1, XP_010435060.1
OG0018411	XP_013588266.1	XP_010416130.1, XP_010428252.1, XP_010471390.1
OG0018412	XP_013619789.1	XP_019092993.1, XP_010416168.1, XP_010428284.1
OG0018413	XP_013598054.1	XP_019091626.1, XP_010499188.1
OG0018415	XP_013590607.1	XP_010416312.1, XP_010471543.1, XP_019085005.1
OG0018416	XP_013621052.1	XP_010416325.1, XP_010428461.1, XP_010471561.1
OG0018417	XP_013592233.1	XP_010471563.1
OG0018418	XP_013635669.1	XP_010508438.1, XP_010517899.1, XP_010506208.1
OG0018419	XP_013620628.1	XP_010470852.1, XP_010511897.1
OG0018420	XP_013591062.1	XP_019083024.1, XP_010470884.1, XP_010511934.1
OG0018421	XP_013590404.1	XP_010511953.1, XP_010415563.1, XP_010470903.1
OG0018422	XP_013594288.1	XP_010433225.1, XP_010447985.1
OG0018423	XP_013603178.1, XP_013594621.1	XP_019088907.1, XP_019088549.1, XP_019086092.1
OG0018424	XP_013589707.1	XP_010447933.1, XP_010438403.1, XP_010433177.1
OG0018425	XP_013635606.1	XP_010436831.1, XP_010445668.1, XP_010451798.1
OG0018427	XP_013639422.1	XP_010514768.1
OG0018428	XP_013598446.1	XP_010502792.1, XP_010425567.1
OG0018429	XP_013625536.1	XP_019085705.1, XP_010503054.1, XP_010412490.1
OG0018430	XP_013593758.1	XP_010425589.1, XP_010502813.1
OG0018431	XP_013595938.1	XP_010481527.1, XP_010494732.1, XP_010441666.1
OG0018433	XP_013607801.1	XP_010481644.1, XP_010441780.1, XP_010494584.1
OG0018434	XP_013598349.1	XP_010481646.1, XP_010441783.1, XP_010494578.1
OG0018435	XP_013610609.1	XP_019100116.1
OG0018436	XP_013588261.1	XP_010461928.1, XP_010500654.1, XP_010479543.1
OG0018437	XP_013589862.1	XP_010479576.1, XP_010461949.1, XP_010500688.1
OG0018438	XP_013592041.1	XP_010462036.1, XP_010500791.1, XP_010479700.1
OG0018440	XP_013621960.1	XP_010479734.1, XP_010500823.1, XP_010462066.1
OG0018441	XP_013591543.1	XP_010500833.1, XP_010479742.1
OG0018442	XP_013591009.1	XP_010462133.1, XP_010479801.1
OG0018443	XP_013614691.1	XP_019088102.1, XP_010481917.1
OG0018444	XP_013627575.1	XP_010509800.1
OG0018445	XP_013631884.1	XP_010509674.1, XP_010504997.1
OG0018446	XP_013635636.1	XP_010516691.1, XP_010505020.1, XP_010509640.1
OG0018447	XP_013635509.1	XP_010505052.1, XP_010509614.1
OG0018448	XP_013631573.1	XP_010516732.1, XP_010509602.1
OG0018449	XP_013619537.1	XP_010439834.1
OG0018451	XP_013595295.1	XP_010449507.1, XP_010434582.1, XP_010439907.1
OG0018452	XP_013583271.1	XP_010449534.1, XP_010434596.1, XP_010439920.1
OG0018453	XP_013613529.1	XP_010435874.1, XP_010441075.1, XP_010450794.1
OG0018454	XP_013584517.1	XP_010434603.1, XP_010449540.1, XP_010439926.1
OG0018455	XP_013602957.1	XP_010434633.1, XP_010439968.1, XP_010449579.1
OG0018457	XP_013593526.1	XP_010441594.1, XP_019095556.1
OG0018458	XP_013603229.1	XP_010424897.1, XP_010515460.1, XP_010503757.1
OG0018459	XP_013594297.1	XP_010426594.2, XP_010507371.2
OG0018460	XP_013596561.1, XP_013619209.1	XP_010502173.1, XP_010513909.1, XP_010424953.1
OG0018461	XP_013602538.1	XP_010426565.1, XP_010515380.1, XP_010503691.1
OG0018462	XP_013627952.1	XP_010444657.1, XP_010442747.1, XP_010482577.1
OG0018463	XP_013611270.1	XP_010488838.1
OG0018464	XP_013596512.1	XP_010467136.1, XP_010488804.1
OG0018465	XP_013606428.1	XP_010424295.1
OG0018466	XP_013598644.1	XP_019097026.1, XP_010467427.1, XP_010515902.1
OG0018468	XP_013591567.1	XP_010448869.1, XP_010434017.1, XP_010439312.1
OG0018469	XP_013595749.1	XP_010502896.1, XP_010425687.1
OG0018470	XP_013597808.1	XP_010439648.1, XP_010434354.1, XP_010449283.1
OG0018471	XP_013622759.1	XP_019098193.1, XP_010485399.1, XP_010435636.1
OG0018472	XP_013618913.1	XP_010449218.1, XP_010434316.1, XP_010439612.1
OG0018473	XP_013599155.1	XP_010439587.1, XP_019089634.1
OG0018474	XP_013610978.1	XP_010421831.1, XP_010455322.1, XP_010435983.1
OG0018475	XP_013595497.1	XP_010449089.1, XP_010434196.1
OG0018476	XP_013597454.1	XP_010439671.1, XP_010434373.1, XP_010449315.1
OG0018477	XP_013602762.1	XP_010434758.1, XP_010449704.1
OG0018478	XP_013602387.1	XP_019089430.1
OG0018479	XP_013614036.1	XP_010496410.1
OG0018480	XP_013622248.1	XP_019086110.1, XP_010496419.1
OG0018481	XP_013583917.1	XP_010439878.1, XP_010482175.1, XP_010442347.1
OG0018483	XP_013629311.1	XP_010435665.1
OG0018484	XP_013629617.1	XP_010435663.1
OG0018485	XP_013623454.1	XP_010485401.1, XP_010435633.1, XP_010496297.1
OG0018486	XP_013583863.1	XP_010496299.1, XP_010435628.1
OG0018487	XP_013586418.1	XP_019098251.1, XP_010496308.1
OG0018488	XP_013599403.1	XP_010484657.1, XP_010465622.1
OG0018489	XP_013608669.1	XP_019094714.1, XP_010444819.1, XP_010484670.1
OG0018490	XP_013608969.1	XP_010484672.1, XP_010444822.1
OG0018491	XP_013611040.1	XP_010478748.1, XP_010444832.1
OG0018493	XP_013635874.1	XP_010413156.1, XP_019100993.1, XP_010468854.1
OG0018494	XP_013635875.1	XP_010468855.1, XP_010418550.1, XP_010512750.1, XP_019082817.1
OG0018495	XP_013605284.1	XP_010468944.1, XP_010413272.1, XP_010512645.1
OG0018496	XP_013605926.1	XP_010413314.1, XP_010468992.1, XP_010512588.1
OG0018497	XP_013626817.1	XP_010456329.1, XP_019088493.1
OG0018498	XP_013603603.1	XP_010469085.1, XP_010413389.1
OG0018499	XP_013604596.1	XP_010413399.1, XP_019101035.1, XP_019093556.1
OG0018500	XP_013605193.1	XP_010512201.1, XP_010413696.1
OG0018501	XP_013587857.1	XP_010512138.1, XP_010516577.1, XP_010504886.1
OG0018502	XP_013600746.1	XP_010504807.1
OG0018503	XP_013612934.1	XP_010504719.2
OG0018505	XP_013588189.1	XP_010427472.1, XP_010504552.1, XP_010516252.1
OG0018506	XP_013604006.1	XP_010427426.1, XP_010504502.1
OG0018507	XP_013605851.1	XP_010516043.1
OG0018508	XP_013633045.1	XP_010412759.1, XP_010507430.1, XP_010427036.1
OG0018509	XP_013636048.1	XP_010427028.1, XP_010412757.2, XP_010504140.1
OG0018510	XP_013636553.1	XP_010426939.1
OG0018511	XP_013603170.1	XP_010504023.1, XP_019085724.1
OG0018512	XP_013634378.1	XP_010504008.1, XP_010515731.1
OG0018513	XP_013598045.1	XP_010466985.1, XP_010422716.1
OG0018514	XP_013610164.1	XP_010518627.1, XP_010467030.1, XP_010488714.1
OG0018515	XP_013588650.1	XP_019098207.1
OG0018517	XP_013590853.1	XP_010415364.1, XP_010470703.1, XP_010511735.1
OG0018518	XP_013621000.1	XP_010415374.1, XP_010470713.1, XP_010511746.1
OG0018519	XP_013596369.1	XP_010467721.1, XP_010489601.1
OG0018520	XP_013595357.1	XP_010415246.1, XP_010467878.1
OG0018521	XP_013631056.1	XP_010517581.1, XP_010508777.1
OG0018522	XP_013600390.1	XP_019086877.1, XP_010440707.1, XP_010450367.1
OG0018523	XP_013635300.1	XP_010505630.1
OG0018524	XP_013632495.1	XP_019102514.1, XP_010509227.1, XP_010505421.1
OG0018525	XP_013635927.1	XP_010509274.1, XP_010505374.1
OG0018526	XP_013610366.1	XP_010455612.1
OG0018527	XP_013635517.1, XP_013601785.1	XP_010429051.1, XP_010472130.1, XP_010416889.1
OG0018528	XP_013634121.1	XP_010429156.1
OG0018530	XP_013590361.1	XP_010463201.2, XP_010480962.2
OG0018531	XP_013591450.1	XP_010511132.1, XP_010500078.1, XP_010461362.1
OG0018532	XP_013598360.1	XP_019099374.1
OG0018534	XP_013588684.1	XP_010499893.1, XP_010478766.1
OG0018535	XP_013626086.1	XP_010455425.1, XP_010421943.1
OG0018536	XP_013606842.1	XP_010435007.1, XP_010455541.1, XP_010422090.1
OG0018537	XP_013612168.1	XP_019097897.1, XP_010424366.1
OG0018539	XP_013594987.1	XP_010455100.1
OG0018540	XP_013597107.1	XP_010494009.1, XP_010455124.1, XP_010421610.1
OG0018541	XP_013615518.1	XP_010494090.1, XP_010421688.1, XP_010455172.1
OG0018542	XP_013599018.1	XP_010432846.1
OG0018543	XP_013602715.1	XP_010467786.1
OG0018544	XP_013585449.1	XP_010493645.1, XP_010482078.1
OG0018545	XP_013635853.1	XP_010507813.1
OG0018546	XP_013633789.1	XP_010518375.1, XP_010506705.1, XP_010507958.1
OG0018547	XP_013636431.1	XP_010518149.1, XP_010508181.1
OG0018548	XP_013619854.1	XP_010494204.1, XP_010481970.1, XP_010442140.1
OG0018549	XP_013620269.1	XP_010463977.2, XP_010485872.1
OG0018550	XP_013631316.1	XP_010435237.1
OG0018551	XP_013633678.1	XP_010508471.1, XP_010517863.1, XP_010506168.1
OG0018552	XP_013634794.1	XP_019100590.1, XP_010508488.1
OG0018553	XP_013636613.1	XP_010508502.1, XP_010506136.1, XP_010517841.1
OG0018554	XP_013634015.1	XP_010506119.1, XP_010517821.1, XP_010508527.1
OG0018555	XP_013636585.1	XP_010505969.1, XP_010497091.1, XP_010508672.1
OG0018556	XP_013636085.1	XP_010508590.2, XP_010517750.1, XP_010506051.1
OG0018558	XP_013585034.1	XP_010463598.2, XP_010485444.1, XP_010442178.1
OG0018559	XP_013635224.1	XP_010463634.1, XP_010485467.1
OG0018560	XP_013630334.1	XP_010463659.1, XP_010485558.1, XP_010485543.1, XP_010417294.1
OG0018562	XP_013587169.1	XP_010485607.1, XP_010501491.1, XP_010463704.1
OG0018563	XP_013584982.1	XP_010463714.1, XP_010485615.1, XP_010502138.1
OG0018564	XP_013583616.1	XP_010508629.1, XP_010485666.1
OG0018565	XP_013630072.1	XP_010511136.1, XP_010485688.1, XP_010463797.1
OG0018567	XP_013638321.1	XP_010467983.1, XP_010489658.1, XP_010417482.1
OG0018568	XP_013587723.1	XP_010485818.1, XP_010463920.1, XP_010467999.1, XP_010414952.1
OG0018569	XP_013587200.1	XP_010485831.1, XP_010463932.1
OG0018570	XP_013584889.1	XP_010463943.1, XP_010416702.1, XP_010485842.1
OG0018571	XP_013587383.1	XP_010463963.1, XP_010418757.1, XP_010485860.1
OG0018573	XP_013586639.1	XP_010464062.1, XP_010485977.1, XP_010426338.2
OG0018574	XP_013638866.1	XP_010486018.1, XP_010464091.1
OG0018575	XP_013637911.1	XP_010431614.1, XP_010486050.1, XP_010464123.1
OG0018576	XP_013630155.1	XP_010486224.1, XP_010464287.1, XP_010446318.1
OG0018577	XP_013616506.1	XP_010464347.1, XP_010450727.1
OG0018578	XP_013584358.1	XP_010453092.1, XP_010464375.1
OG0018579	XP_013587302.1	XP_010486426.1
OG0018580	XP_013634265.1	XP_010440661.1, XP_010450301.1, XP_010436648.1
OG0018581	XP_013585720.1	XP_010464605.1
OG0018582	XP_013583562.1	XP_019096625.1, XP_019092514.1, XP_019100974.1
OG0018583	XP_013626951.1	XP_010468114.2, XP_010489870.1, XP_010464792.1
OG0018584	XP_013613539.1	XP_010450798.2
OG0018585	XP_013615100.1	XP_010464892.1
OG0018586	XP_013639680.1	XP_010486994.1, XP_010465045.1, XP_010499364.1
OG0018587	XP_013587323.1	XP_010487003.1, XP_010499449.1, XP_019092892.1
OG0018588	XP_013611157.1	XP_010487027.1
OG0018589	XP_013618623.1	XP_010500113.1
OG0018590	XP_013637504.1	XP_010487074.1, XP_010500239.1, XP_010465148.1
OG0018591	XP_013624185.1	XP_010500251.1, XP_010487076.1, XP_010465151.1
OG0018592	XP_013628052.1	XP_010501428.2, XP_019096370.1
OG0018593	XP_013584774.1	XP_010465330.1, XP_010501875.1, XP_010487237.1
OG0018594	XP_013628427.1	XP_010465454.1
OG0018595	XP_013610165.1	XP_019092619.1, XP_019096219.1, XP_019101997.1
OG0018596	XP_013585875.1, XP_013629265.1	XP_010502938.2
OG0018597	XP_013586356.1	XP_010504344.1, XP_010465669.1
OG0018599	XP_013608648.1	XP_010465944.1, XP_010487770.1
OG0018600	XP_013618457.1	XP_010424882.1
OG0018601	XP_013585639.1	XP_019092829.1
OG0018602	XP_013587231.1	XP_010487850.1, XP_010466053.1
OG0018604	XP_013623296.1, XP_013594355.1	XP_010466114.1, XP_010487907.1, XP_010507845.1
OG0018605	XP_013637797.1	XP_010507856.1, XP_010466113.1
OG0018606	XP_013638500.1	XP_019096669.1, XP_019092418.1, XP_019096597.1
OG0018607	XP_013586858.1	XP_010487967.1, XP_010508397.1, XP_010466178.1
OG0018608	XP_013638725.1	XP_010509566.1, XP_010466316.1, XP_010488084.1
OG0018609	XP_013607056.1	XP_010445110.1, XP_010442802.1, XP_010482631.1
OG0018610	XP_013613547.1	XP_010435876.1, XP_010450795.1, XP_010441074.1
OG0018611	XP_013633196.1	XP_010441038.1, XP_010436794.1, XP_010451834.1
OG0018612	XP_013596312.1	XP_010442194.1, XP_010482027.1, XP_010438879.1
OG0018613	XP_013583827.1	XP_010488199.1, XP_010467862.1, XP_010467854.1, XP_010467858.1
OG0018615	XP_013619100.1	XP_010502191.1, XP_010513932.1
OG0018616	XP_013616629.1	XP_010415103.1, XP_010470440.1, XP_019101526.1
OG0018617	XP_013627894.1	XP_010470327.1, XP_010511139.1
OG0018618	XP_013625156.1	XP_010511158.1, XP_010470339.1, XP_010414881.1
OG0018619	XP_013623826.1, XP_013612706.1	XP_010420668.1, XP_010492934.1, XP_010454152.1
OG0018620	XP_013609691.1	XP_010492831.1, XP_010454057.1
OG0018621	XP_013596261.1	XP_019085702.1
OG0018622	XP_013596259.1	XP_010426822.1, XP_010503943.1, XP_010515667.1
OG0018623	XP_013601030.1	XP_010474830.1
OG0018624	XP_013601026.1	XP_010479586.1
OG0018625	XP_013601028.1	XP_010474826.1, XP_010479553.1
OG0018627	XP_013600513.1	XP_010482199.1, XP_010474980.1, XP_019091682.1
OG0018628	XP_013584048.1	XP_019098707.1
OG0018629	XP_013587180.1	XP_010483068.1, XP_010475050.1, XP_010457440.1
OG0018630	XP_013587179.1	XP_010457444.1, XP_010483084.1, XP_010475053.1
OG0018631	XP_013585851.1	XP_010475090.1
OG0018632	XP_013638490.1	XP_010475163.1, XP_019091893.1
OG0018633	XP_013586850.1	XP_010457570.1, XP_010475176.1
OG0018635	XP_013586238.1	XP_010484988.1
OG0018636	XP_013585186.1	XP_010475298.1, XP_010457679.1
OG0018637	XP_013583527.1	XP_010475432.2
OG0018638	XP_013603540.1	XP_010475450.1, XP_010457859.1, XP_010486968.1
OG0018639	XP_013584522.1	XP_010457883.1, XP_010487195.1, XP_010475469.1
