Orthogroup	Brassica_oleracea	Arabidopsis_arenosa
OG0016673	XP_013607770.1, XP_013608765.1	jg8928
OG0016674	XP_013608668.1	jg8934
OG0016675	XP_013604726.1	jg9160
OG0016676	XP_013595790.1	jg9151
OG0016677	XP_013628351.1	jg21686
OG0016678	XP_013628352.1	jg21687
OG0016679	XP_013590553.1	jg9127
OG0016680	XP_013622756.1	jg9110
OG0016681	XP_013639589.1	jg9098
OG0016682	XP_013611489.1	jg9097
OG0016683	XP_013597186.1	jg9055
OG0016684	XP_013599146.1	jg23709
OG0016685	XP_013605960.1	jg9035
OG0016686	XP_013605978.1	jg9033
OG0016687	XP_013604400.1	jg9032
OG0016688	XP_013604411.1	jg9031
OG0016689	XP_013620917.1	jg2488
OG0016690	XP_013606488.1	jg9029
OG0016691	XP_013616402.1	jg13557
OG0016692	XP_013617769.1	jg9021
OG0016693	XP_013626499.1, XP_013597216.1	jg9620
OG0016694	XP_013615921.1	jg8971
OG0016695	XP_013605920.1	jg9193
OG0016696	XP_013593297.1	jg29124
OG0016697	XP_013618431.1	jg9194
OG0016698	XP_013595943.1	jg9205
OG0016699	XP_013595624.1	jg9207
OG0016700	XP_013616048.1	jg9210
OG0016701	XP_013622946.1	jg9219
OG0016702	XP_013593196.1	jg9220
OG0016703	XP_013587652.1	jg9233
OG0016704	XP_013583279.1	jg9618
OG0016705	XP_013613363.1	jg9260
OG0016706	XP_013598615.1	jg9277
OG0016707	XP_013598988.1	jg9278
OG0016708	XP_013596895.1	jg9280
OG0016709	XP_013622386.1	jg9289
OG0016710	XP_013636451.1	jg9302
OG0016711	XP_013593731.1	jg9320
OG0016712	XP_013599396.1	jg9322
OG0016713	XP_013603378.1	jg9324
OG0016714	XP_013630173.1	jg14577, jg19883
OG0016715	XP_013630012.1	jg14574
OG0016716	XP_013593871.1	jg26664
OG0016717	XP_013597431.1	jg26675
OG0016718	XP_013609968.1	jg26710
OG0016719	XP_013595766.1	jg26713
OG0016720	XP_013588115.1	jg2902
OG0016721	XP_013592563.1	jg2882
OG0016722	XP_013587799.1	jg2881
OG0016723	XP_013619114.1	jg2838
OG0016724	XP_013605300.1	jg30880
OG0016725	XP_013638334.1	jg30920
OG0016727	XP_013587017.1	jg30969
OG0016728	XP_013585982.1	jg30979
OG0016729	XP_013595496.1	jg31061, jg31069
OG0016730	XP_013584449.1	jg31075
OG0016731	XP_013637863.1	jg31079
OG0016733	XP_013585707.1	jg31111
OG0016734	XP_013584136.1	jg31125
OG0016736	XP_013628895.1	jg8058
OG0016737	XP_013629346.1	jg8099
OG0016738	XP_013607240.1	jg8141
OG0016739	XP_013607342.1	jg8131
OG0016740	XP_013612114.1	jg8125
OG0016742	XP_013619860.1	jg8111
OG0016743	XP_013606893.1	jg8194
OG0016744	XP_013609325.1	jg8213
OG0016745	XP_013609786.1	jg8225
OG0016746	XP_013631199.1	jg1717
OG0016747	XP_013611478.1	jg8237
OG0016748	XP_013628609.1	jg8239
OG0016749	XP_013626757.1	jg19499
OG0016750	XP_013605664.1	jg20157
OG0016751	XP_013592568.1	jg30109
OG0016752	XP_013602624.1, XP_013630474.1	jg16502
OG0016753	XP_013630475.1	jg16504
OG0016754	XP_013596853.1	jg16507
OG0016755	XP_013586525.1	jg31220
OG0016756	XP_013621994.1	jg31151
OG0016757	XP_013593997.1	jg9830
OG0016758	XP_013600483.1	jg9788
OG0016760	XP_013598752.1	jg9715
OG0016761	XP_013600956.1	jg9673
OG0016762	XP_013601590.1	jg9665
OG0016763	XP_013601597.1	jg9664
OG0016764	XP_013593205.1	jg9662
OG0016765	XP_013626449.1, XP_013600627.1	jg9650
OG0016766	XP_013602500.1	jg9636
OG0016767	XP_013601124.1	jg9630
OG0016768	XP_013598042.1	jg9614
OG0016769	XP_013605769.1	jg9602
OG0016770	XP_013615981.1	jg13210
OG0016771	XP_013586032.1	jg28937
OG0016772	XP_013601864.1	jg29178
OG0016774	XP_013603952.1	jg30436
OG0016775	XP_013598417.1	jg30794
OG0016777	XP_013587681.1	jg30912
OG0016778	XP_013587379.1, XP_013596492.1	jg30944
OG0016779	XP_013604924.1	jg31017, jg31015
OG0016780	XP_013595860.1	jg31030
OG0016781	XP_013600750.1, XP_013597595.1	jg31073, jg31065
OG0016782	XP_013623243.1	jg31142
OG0016783	XP_013584285.1, XP_013596475.1	jg31182
OG0016784	XP_013587334.1	jg31279
OG0016785	XP_013629958.1	jg31280
OG0016786	XP_013637765.1	jg31281
OG0016787	XP_013619715.1, XP_013637582.1	jg31372
OG0016788	XP_013639503.1	jg31653
OG0016789	XP_013585996.1	jg31734
OG0016790	XP_013585234.1	jg31910
OG0016792	XP_013588994.1	jg33118, jg33117
OG0016793	XP_013616996.1	jg33161, jg8824
OG0016794	XP_013585111.1, XP_013590962.1	jg33262
OG0016795	XP_013587838.1	jg33770
OG0016796	XP_013610038.1	jg1162
OG0016797	XP_013591004.1	jg2047
OG0016798	XP_013591287.1	jg2049
OG0016800	XP_013592338.1	jg2697, jg2701
OG0016801	XP_013592394.1	jg3259
OG0016802	XP_013587858.1	jg3268
OG0016803	XP_013591432.1	jg3398
OG0016805	XP_013638651.1	jg25012
OG0016806	XP_013610993.1	jg25285
OG0016807	XP_013615436.1, XP_013596858.1	jg25745
OG0016808	XP_013587560.1	jg26169
OG0016809	XP_013594139.1	jg26590
OG0016810	XP_013596865.1	jg26672
OG0016811	XP_013625330.1	jg27090
OG0016812	XP_013630707.1	jg27195
OG0016814	XP_013626209.1	jg27420
OG0016815	XP_013593578.1	jg27546
OG0016816	XP_013597455.1, XP_013627505.1	jg27617
OG0016817	XP_013609007.1, XP_013593780.1	jg27915
OG0016818	XP_013593242.1	jg27934
OG0016819	XP_013593410.1, XP_013611114.1	jg28240
OG0016820	XP_013600926.1, XP_013632254.1	jg16512
OG0016821	XP_013600132.1	jg16610
OG0016822	XP_013635294.1, XP_013603658.1	jg16703
OG0016823	XP_013631539.1	jg16895
OG0016824	XP_013637474.1	jg16910
OG0016825	XP_013601749.1, XP_013633266.1	jg17137
OG0016826	XP_013605770.1	jg17139
OG0016827	XP_013634060.1	jg17294
OG0016828	XP_013636379.1	jg18044
OG0016829	XP_013635727.1	jg18158
OG0016830	XP_013629248.1	jg18255
OG0016831	XP_013630996.1, XP_013630893.1	jg18468
OG0016832	XP_013628076.1, XP_013636969.1	jg18718
OG0016833	XP_013634457.1, XP_013614626.1	jg18741
OG0016835	XP_013634173.1	jg19096
OG0016836	XP_013630933.1	jg19771
OG0016837	XP_013630119.1	jg14566, jg19896
OG0016838	XP_013635673.1	jg20003
OG0016839	XP_013636132.1, XP_013636729.1	jg20208
OG0016840	XP_013595312.1	jg12975
OG0016841	XP_013618573.1	jg13186
OG0016842	XP_013618570.1, XP_013594170.1	jg13223
OG0016843	XP_013596394.1, XP_013619835.1	jg13296
OG0016844	XP_013618115.1, XP_013618116.1, XP_013609681.1	jg13655
OG0016845	XP_013619948.1, XP_013610560.1, XP_013596850.1	jg13851
OG0016846	XP_013619949.1	jg13865
OG0016847	XP_013611156.1	jg14075, jg5989
OG0016849	XP_013626236.1	jg14150
OG0016850	XP_013626963.1	jg14157
OG0016851	XP_013617657.1, XP_013622796.1	jg14294
OG0016852	XP_013638549.1	jg14439
OG0016853	XP_013626718.1	jg14477
OG0016854	XP_013621893.1	jg14506
OG0016855	XP_013627033.1	jg14536
OG0016856	XP_013599096.1	jg14862
OG0016857	XP_013599512.1	jg14939
OG0016858	XP_013603941.1, XP_013597296.1	jg15154
OG0016859	XP_013613778.1, XP_013613776.1	jg15269
OG0016860	XP_013606295.1	jg3939
OG0016861	XP_013623783.1	jg5046
OG0016862	XP_013627163.1, XP_013608360.1	jg5891
OG0016863	XP_013596656.1	jg6348
OG0016864	XP_013625430.1	jg7253
OG0016865	XP_013616512.1	jg7330
OG0016866	XP_013613367.1	jg7425
OG0016867	XP_013609655.1	jg7496
OG0016868	XP_013609361.1	jg7600
OG0016869	XP_013626214.1	jg7864
OG0016870	XP_013614307.1	jg7937
OG0016871	XP_013638760.1, XP_013593975.1	jg8351
OG0016872	XP_013622412.1	jg8669
OG0016874	XP_013612254.1, XP_013585437.1	jg9638
OG0016875	XP_013639329.1	jg9704
OG0016876	XP_013597515.1	jg9756
OG0016877	XP_013597506.1, XP_013626078.1, XP_013600658.1	jg9772
OG0016878	XP_013593586.1	jg9814
OG0016879	XP_013607219.1	jg9839
OG0016880	XP_013607231.1	jg9841
OG0016881	XP_013628255.1, XP_013591064.1	jg9845
OG0016882	XP_013599459.1	jg9848
OG0016883	XP_013599863.1	jg9852
OG0016884	XP_013593682.1, XP_013621179.1	jg9860
OG0016885	XP_013608097.1	jg9865
OG0016886	XP_013609441.1	jg9888
OG0016887	XP_013593894.1, XP_013583411.1	jg10023
OG0016888	XP_013614187.1, XP_013609179.1	jg10148
OG0016889	XP_013592199.1, XP_013627432.1	jg10152
OG0016890	XP_013600726.1	jg10449
OG0016891	XP_013584602.1	jg10648
OG0016892	XP_013597264.1	jg10676
OG0016893	XP_013597071.1	jg10714
OG0016895	XP_013633099.1	jg12074, jg12077
OG0016896	XP_013637028.1	jg12095
OG0016897	XP_013592723.1	jg12342
OG0016898	XP_013590393.1	jg12402
OG0016899	XP_013590133.1, XP_013630932.1	jg12726
OG0016900	XP_013595703.1	jg20533, jg20534
OG0016901	XP_013598245.1	jg20750
OG0016902	XP_013593545.1	jg21364
OG0016903	XP_013598685.1	jg21445
OG0016904	XP_013610443.1	jg21688
OG0016905	XP_013616522.1	jg21725
OG0016906	XP_013610161.1	jg21741
OG0016907	XP_013619846.1, XP_013610817.1	jg21822
OG0016908	XP_013616368.1	jg21843
OG0016909	XP_013616648.1	jg21874
OG0016910	XP_013618823.1	jg21952
OG0016911	XP_013609878.1	jg21982
OG0016912	XP_013619569.1	jg22584
OG0016914	XP_013622202.1	jg23331
OG0016915	XP_013611704.1	jg23723
OG0016938	XP_013622035.1	jg14435
OG0016939	XP_013628192.1	jg14492
OG0016940	XP_013588891.1	jg14668
OG0016942	XP_013604541.1	jg14618
OG0016944	XP_013622551.1	jg14591
OG0016945	XP_013610073.1	jg12923
OG0016946	XP_013597750.1	jg12994
OG0016947	XP_013637405.1	jg12106
OG0016948	XP_013606433.1	jg5650
OG0016950	XP_013613162.1	jg5615
OG0016951	XP_013620286.1	jg5601
OG0016952	XP_013611616.1	jg5597
OG0016954	XP_013612332.1	jg5571
OG0016955	XP_013610770.1	jg5544
OG0016957	XP_013629347.1	jg5467
OG0016959	XP_013609442.1	jg5443
OG0016960	XP_013622975.1	jg5342
OG0016961	XP_013615526.1	jg5319
OG0016962	XP_013606139.1	jg27389
OG0016963	XP_013635211.1	jg12570
OG0016964	XP_013612463.1	jg5266
OG0016965	XP_013602877.1	jg32553
OG0016966	XP_013614478.1	jg5197
OG0016967	XP_013621985.1	jg5195
OG0016968	XP_013615467.1	jg5179
OG0016969	XP_013611574.1	jg5178
OG0016970	XP_013628118.1	jg5174
OG0016971	XP_013610282.1, XP_013619760.1	jg5171
OG0016972	XP_013589999.1	jg12028
OG0016974	XP_013607376.1	jg5079
OG0016975	XP_013611371.1	jg5055
OG0016976	XP_013630570.1	jg5041
OG0016977	XP_013623280.1	jg5024
OG0016978	XP_013621171.1	jg4990
OG0016979	XP_013616488.1, XP_013615743.1	jg4986
OG0016980	XP_013608786.1	jg4977
OG0016981	XP_013609146.1	jg4944
OG0016982	XP_013609958.1	jg4926
OG0016983	XP_013619529.1	jg4918
OG0016984	XP_013620150.1	jg4914
OG0016985	XP_013630799.1	jg4900
OG0016986	XP_013620785.1	jg4849
OG0016987	XP_013620784.1	jg4848
OG0016988	XP_013611190.1	jg4831
OG0016989	XP_013606707.1	jg4822
OG0016990	XP_013607291.1	jg4819
OG0016991	XP_013636017.1	jg4815
OG0016992	XP_013620268.1	jg4783
OG0016993	XP_013593855.1	jg25498
OG0016994	XP_013620772.1	jg4774
OG0016995	XP_013611504.1	jg4770
OG0016996	XP_013611843.1	jg4755
OG0016999	XP_013616345.1	jg4738
OG0017000	XP_013613032.1	jg4732
OG0017001	XP_013610753.1	jg4699
OG0017002	XP_013625832.1	jg4676
OG0017003	XP_013610954.1	jg4668
OG0017004	XP_013626503.1	jg4653
OG0017005	XP_013611322.1	jg4641
OG0017006	XP_013606999.1	jg4638
OG0017007	XP_013618671.1	jg4611
OG0017008	XP_013637639.1	jg9974
OG0017009	XP_013611009.1	jg17435
OG0017010	XP_013621781.1	jg17426
OG0017011	XP_013623716.1	jg17432
OG0017012	XP_013622998.1	jg17437
OG0017014	XP_013633575.1	jg17541
OG0017015	XP_013630454.1	jg17578
OG0017016	XP_013634040.1	jg17585
OG0017017	XP_013622448.1	jg17660
OG0017018	XP_013633601.1	jg17707
OG0017019	XP_013622672.1	jg17762
OG0017020	XP_013634829.1	jg17766
OG0017021	XP_013633794.1	jg17803
OG0017022	XP_013633138.1, XP_013633012.1	jg1524, jg31912
OG0017023	XP_013636568.1	jg17828
OG0017024	XP_013635216.1	jg17836
OG0017025	XP_013634683.1	jg17846
OG0017026	XP_013636496.1	jg17873
OG0017027	XP_013634268.1, XP_013636987.1	jg17997, jg17996
OG0017028	XP_013606884.1	jg363
OG0017029	XP_013633704.1	jg18096
OG0017030	XP_013622385.1	jg18137
OG0017033	XP_013631787.1	jg18226
OG0017034	XP_013631054.1	jg18238
OG0017035	XP_013634893.1	jg18275
OG0017036	XP_013635702.1	jg18350
OG0017037	XP_013593927.1, XP_013633035.1	jg20884
OG0017038	XP_013598510.1	jg20856
OG0017039	XP_013615615.1	jg20842
OG0017040	XP_013584920.1	jg28697
OG0017041	XP_013612387.1	jg20768
OG0017043	XP_013605257.1	jg9920
OG0017044	XP_013623871.1	jg22405
OG0017045	XP_013613466.1	jg21064
OG0017046	XP_013592427.1	jg32775
OG0017047	XP_013602505.1	jg32757
OG0017048	XP_013638004.1	jg31290
OG0017049	XP_013585616.1	jg31289
OG0017050	XP_013623171.1	jg31288
OG0017051	XP_013599720.1	jg32664
OG0017052	XP_013599693.1	jg32693
OG0017053	XP_013592171.1	jg32707
OG0017054	XP_013606960.1	jg12976
OG0017055	XP_013622247.1	jg31291
OG0017056	XP_013628607.1	jg31301
OG0017057	XP_013585732.1	jg31308
OG0017058	XP_013587249.1	jg31356
OG0017060	XP_013596965.1	jg31405
OG0017061	XP_013596769.1	jg31451
OG0017062	XP_013626477.1	jg31506
OG0017063	XP_013585809.1	jg31523
OG0017065	XP_013587602.1	jg31545
OG0017066	XP_013586013.1	jg31565
OG0017067	XP_013630461.1	jg31590
OG0017068	XP_013599984.1	jg11900
OG0017069	XP_013637839.1	jg31606
OG0017070	XP_013637908.1	jg31618
OG0017071	XP_013619893.1	jg31683
OG0017072	XP_013593336.1	jg31769
OG0017073	XP_013587410.1	jg31775
OG0017075	XP_013584468.1	jg31879
OG0017076	XP_013583925.1	jg31883
OG0017077	XP_013639430.1	jg31885
OG0017079	XP_013616577.1	jg13086
OG0017080	XP_013612031.1	jg13125
OG0017081	XP_013606035.1	jg13140
OG0017082	XP_013596081.1	jg13148
OG0017084	XP_013599123.1	jg23711
OG0017085	XP_013611663.1	jg23692
OG0017086	XP_013593208.1	jg23667
OG0017087	XP_013593568.1	jg23663
OG0017088	XP_013628055.1	jg23624
OG0017089	XP_013629144.1	jg23622
OG0017090	XP_013626681.1	jg23615
OG0017092	XP_013630131.1	jg23603
OG0017093	XP_013612312.1	jg23591
OG0017094	XP_013623178.1	jg23570
OG0017095	XP_013628400.1	jg23564
OG0017096	XP_013628401.1	jg23562
OG0017097	XP_013613623.1	jg23553
OG0017098	XP_013621941.1	jg23540
OG0017099	XP_013628738.1	jg23534
OG0017100	XP_013613887.1	jg23524
OG0017101	XP_013613629.1	jg23523
OG0017102	XP_013628780.1	jg23510
OG0017103	XP_013629471.1	jg23502
OG0017104	XP_013630828.1	jg23489
OG0017105	XP_013621803.1	jg23455
OG0017106	XP_013614267.1	jg23423
OG0017107	XP_013611315.1	jg23400
OG0017108	XP_013629769.1	jg23392
OG0017109	XP_013616695.1	jg23379
OG0017110	XP_013609759.1	jg23376
OG0017111	XP_013621739.1	jg23348
OG0017113	XP_013610652.1	jg23272
OG0017114	XP_013611846.1	jg23267
OG0017115	XP_013626297.1	jg23249
OG0017116	XP_013630686.1	jg23217
OG0017117	XP_013621779.1	jg23167
OG0017119	XP_013598812.1	jg23101
OG0017120	XP_013598003.1	jg23095
OG0017121	XP_013599226.1	jg6144
OG0017122	XP_013595206.1	jg6156
OG0017123	XP_013618050.1	jg6161
OG0017124	XP_013599134.1	jg6187
OG0017125	XP_013595358.1	jg6216
OG0017126	XP_013593491.1	jg6234
OG0017127	XP_013593449.1	jg6249
OG0017128	XP_013597809.1	jg6250
OG0017129	XP_013594027.1	jg6302
OG0017130	XP_013597105.1	jg6322
OG0017131	XP_013597490.1	jg6340
OG0017133	XP_013606687.1	jg20199
OG0017134	XP_013595389.1	jg6433
OG0017135	XP_013596748.1	jg6440
OG0017136	XP_013607517.1, XP_013617900.1	jg6502
OG0017137	XP_013594995.1, XP_013617901.1	jg6508
OG0017138	XP_013611250.1	jg5800
OG0017139	XP_013613041.1	jg5816
OG0017140	XP_013609985.1	jg5826
OG0017141	XP_013625635.1	jg5845
OG0017142	XP_013611339.1	jg5858
OG0017143	XP_013611818.1	jg5887
OG0017144	XP_013611799.1	jg5895
OG0017145	XP_013628837.1	jg5902
OG0017146	XP_013622805.1	jg5960
OG0017147	XP_013630269.1	jg5966
OG0017148	XP_013613883.1	jg5973
OG0017149	XP_013630302.1	jg6042
OG0017150	XP_013611737.1	jg6086
OG0017151	XP_013616485.1	jg6113
OG0017152	XP_013623140.1	jg6127
OG0017153	XP_013613286.1	jg22949
OG0017154	XP_013613150.1	jg22930
OG0017155	XP_013615761.1	jg22911
OG0017156	XP_013623681.1, XP_013606735.1	jg22807
OG0017157	XP_013625709.1	jg14152
OG0017158	XP_013625957.1	jg22770
OG0017159	XP_013630669.1	jg22764
OG0017160	XP_013611404.1	jg22761
OG0017161	XP_013611402.1	jg22760
OG0017162	XP_013626205.1	jg22727
OG0017163	XP_013620066.1	jg22699
OG0017164	XP_013622456.1	jg22687
OG0017166	XP_013625209.1	jg22649
OG0017169	XP_013622817.1	jg22604
OG0017170	XP_013639224.1	jg29961
OG0017171	XP_013606211.1	jg22575
OG0017172	XP_013622762.1	jg22570
OG0017173	XP_013607356.1	jg22543
OG0017174	XP_013618196.1	jg22514
OG0017175	XP_013611557.1	jg22357
OG0017176	XP_013612321.1	jg22347
OG0017177	XP_013612367.1	jg22321
OG0017178	XP_013618584.1	jg22315
OG0017179	XP_013620836.1	jg22314
OG0017180	XP_013621065.1	jg22308
OG0017181	XP_013603672.1	jg14740
OG0017184	XP_013599523.1	jg14717
OG0017185	XP_013612257.1	jg4579
OG0017186	XP_013606632.1	jg4542
OG0017187	XP_013610504.1	jg4540
OG0017188	XP_013630203.1	jg4538
OG0017189	XP_013618454.1	jg4537
OG0017190	XP_013612429.1	jg4533
OG0017191	XP_013610477.1	jg4531
OG0017192	XP_013606284.1	jg4505
OG0017193	XP_013608964.1	jg4499
OG0017194	XP_013611492.1	jg4425
OG0017195	XP_013592609.1	jg12038
OG0017196	XP_013613289.1	jg4393
OG0017197	XP_013613217.1	jg4341
OG0017198	XP_013621981.1	jg4332
OG0017199	XP_013606028.1	jg4286
OG0017200	XP_013608896.1	jg4283
OG0017201	XP_013609025.1	jg4280
OG0017202	XP_013627692.1	jg4270
OG0017203	XP_013613028.1	jg4266
OG0017205	XP_013606479.1	jg4154
OG0017206	XP_013628099.1, XP_013616741.1	jg4102
OG0017208	XP_013612956.1	jg4058
OG0017209	XP_013611293.1	jg4030
OG0017210	XP_013616502.1	jg4028
OG0017211	XP_013611601.1	jg4018
OG0017212	XP_013606108.1	jg20280
OG0017213	XP_013609094.1	jg4006
OG0017214	XP_013612459.1	jg3999
OG0017215	XP_013622388.1	jg3995
OG0017216	XP_013606359.1	jg3950
OG0017217	XP_013610285.1	jg3927
OG0017218	XP_013618429.1	jg3909
OG0017219	XP_013614155.1	jg3869
OG0017220	XP_013628348.1	jg3850
OG0017221	XP_013627265.1	jg3848
OG0017222	XP_013621808.1	jg3843
OG0017223	XP_013607298.1	jg3842
OG0017224	XP_013618209.1	jg3824
OG0017225	XP_013618597.1	jg3821
OG0017226	XP_013631564.1	jg12685
OG0017227	XP_013631600.1	jg12727
OG0017228	XP_013631703.1	jg12780
OG0017229	XP_013592015.1	jg12834
OG0017230	XP_013589768.1	jg3784
OG0017231	XP_013590784.1	jg3786
OG0017232	XP_013592057.1	jg3788
OG0017233	XP_013588257.1	jg3762
OG0017234	XP_013617392.1	jg3756
OG0017235	XP_013619987.1	jg3737
OG0017236	XP_013592159.1	jg3726
OG0017237	XP_013592625.1	jg3679
OG0017238	XP_013621321.1	jg3672
OG0017239	XP_013616045.1	jg3671
OG0017240	XP_013587864.1	jg3661
OG0017241	XP_013587775.1, XP_013591404.1	jg3645
OG0017242	XP_013621413.1	jg3642
OG0017243	XP_013592483.1	jg3637
OG0017244	XP_013590372.1	jg3619
OG0017245	XP_013589843.1	jg3560
OG0017246	XP_013592588.1	jg3534
OG0017247	XP_013620155.1	jg3487
OG0017248	XP_013590887.1	jg3471
OG0017249	XP_013587873.1	jg3465
OG0017250	XP_013590279.1	jg3456
OG0017251	XP_013618012.1	jg3432
OG0017252	XP_013591663.1	jg3417
OG0017253	XP_013591434.1	jg3414
OG0017254	XP_013617343.1	jg3411
OG0017255	XP_013618512.1	jg3404
OG0017256	XP_013588385.1	jg3368
OG0017257	XP_013614945.1	jg3354
OG0017258	XP_013588504.1	jg3336
OG0017259	XP_013590027.1	jg3322
OG0017260	XP_013609164.1	jg13458
OG0017261	XP_013618679.1	jg3250
OG0017262	XP_013592630.1	jg3244
OG0017263	XP_013591703.1	jg3239, jg14165
OG0017264	XP_013619109.1	jg3236
OG0017265	XP_013590833.1	jg3212
OG0017266	XP_013612837.1	jg1352
OG0017267	XP_013613020.1	jg27868
OG0017268	XP_013599008.1	jg27916
OG0017269	XP_013630641.1	jg14533
OG0017270	XP_013630713.1	jg14527
OG0017271	XP_013633823.1	jg33816
OG0017272	XP_013588024.1	jg33792, jg33795
OG0017273	XP_013590219.1	jg33784
OG0017274	XP_013591945.1	jg33767
OG0017275	XP_013612915.1	jg28294
OG0017276	XP_013622506.1	jg33747
OG0017277	XP_013590808.1	jg33720
OG0017278	XP_013588148.1	jg33700
OG0017279	XP_013591742.1	jg33705
OG0017281	XP_013628069.1	jg33679
OG0017282	XP_013591605.1	jg33675
OG0017283	XP_013626123.1	jg33671
OG0017284	XP_013589217.1	jg33658
OG0017285	XP_013588476.1	jg33640
OG0017286	XP_013626188.1	jg33621
OG0017287	XP_013613491.1	jg33595
OG0017288	XP_013588462.1	jg33575
OG0017289	XP_013610845.1	jg11927
OG0017290	XP_013632247.1	jg16922
OG0017291	XP_013588489.1	jg33514
OG0017292	XP_013631784.1	jg18746
OG0017293	XP_013635691.1	jg18798
OG0017294	XP_013636385.1	jg18820
OG0017296	XP_013630527.1	jg6969
OG0017297	XP_013620487.1	jg21629
OG0017298	XP_013611714.1	jg11909
OG0017299	XP_013605054.1	jg11912
OG0017300	XP_013605788.1	jg11914
OG0017301	XP_013592601.1	jg11915
OG0017302	XP_013637115.1	jg11944
OG0017303	XP_013637159.1	jg11943
OG0017304	XP_013603705.1	jg11942
OG0017305	XP_013637571.1	jg11661
OG0017306	XP_013637329.1	jg11590
OG0017308	XP_013636274.1	jg11482
OG0017309	XP_013601068.1	jg29748
OG0017310	XP_013604220.1	jg11437
OG0017311	XP_013625764.1	jg11369
OG0017312	XP_013622071.1	jg11368
OG0017313	XP_013602162.1	jg11316
OG0017314	XP_013592480.1	jg11256
OG0017315	XP_013601911.1	jg11253
OG0017316	XP_013601917.1	jg11251
OG0017317	XP_013585222.1	jg11245
OG0017318	XP_013585632.1	jg11148
OG0017319	XP_013618799.1	jg11128
OG0017320	XP_013600466.1	jg11117
OG0017321	XP_013626273.1	jg21663
OG0017323	XP_013619940.1	jg2940
OG0017324	XP_013621412.1	jg2944
OG0017325	XP_013592823.1	jg2946
OG0017326	XP_013591715.1	jg2951
OG0017327	XP_013628510.1	jg1551, jg16972
OG0017328	XP_013615920.1	jg2979
OG0017329	XP_013591954.1	jg2981
OG0017330	XP_013592655.1	jg2999
OG0017331	XP_013590093.1	jg3004
OG0017332	XP_013589748.1	jg3009
OG0017333	XP_013587815.1	jg3016
OG0017334	XP_013616462.1	jg3058
OG0017335	XP_013621053.1	jg3116
OG0017336	XP_013592218.1	jg2461
OG0017337	XP_013619115.1	jg2462
OG0017338	XP_013620724.1	jg2471
OG0017339	XP_013621546.1	jg2484
OG0017340	XP_013620865.1	jg2500
OG0017341	XP_013599022.1	jg9590
OG0017342	XP_013623975.1	jg9575
OG0017343	XP_013592013.1	jg12833
OG0017344	XP_013604440.1, XP_013601495.1	jg30151, jg30175, jg30152
OG0017345	XP_013633667.1	jg12568
OG0017346	XP_013635008.1	jg12605
OG0017347	XP_013630235.1	jg14008
OG0017348	XP_013629581.1	jg14009
OG0017349	XP_013595627.1	jg13616
OG0017350	XP_013620299.1, XP_013617823.1	jg13658
OG0017351	XP_013595739.1	jg13555
OG0017352	XP_013597960.1	jg13523
OG0017353	XP_013613432.1	jg13374
OG0017354	XP_013597640.1	jg13357
OG0017355	XP_013597744.1	jg13338
OG0017356	XP_013594009.1	jg13229
OG0017358	XP_013616554.1	jg2549
OG0017359	XP_013590777.1, XP_013590819.1	jg2543
OG0017361	XP_013590713.1	jg2534
OG0017362	XP_013590876.1	jg2511
OG0017363	XP_013608992.1	jg20516
OG0017364	XP_013610493.1	jg20521
OG0017365	XP_013593253.1	jg20531
OG0017367	XP_013590138.1	jg33195
OG0017368	XP_013589943.1	jg33199
OG0017369	XP_013625363.1	jg33281
OG0017370	XP_013590242.1, XP_013589027.1	jg33310
OG0017372	XP_013591882.1	jg33398
OG0017373	XP_013587988.1	jg33442
OG0017375	XP_013590766.1	jg33445
OG0017376	XP_013590999.1	jg33456
OG0017377	XP_013592087.1	jg33469
OG0017378	XP_013606655.1	jg21017
OG0017379	XP_013632085.1	jg21008
OG0017380	XP_013599614.1	jg12002
OG0017381	XP_013606325.1	jg20909
OG0017382	XP_013631752.1, XP_013629792.1	jg18459
OG0017383	XP_013629791.1	jg18460
OG0017384	XP_013634299.1	jg18461
OG0017385	XP_013635996.1	jg18477
OG0017386	XP_013631854.1	jg18493
OG0017387	XP_013633368.1	jg18546
OG0017388	XP_013635021.1	jg18604
OG0017389	XP_013632089.1	jg18613
OG0017390	XP_013636268.1	jg18631
OG0017391	XP_013631271.1	jg18659
OG0017392	XP_013637008.1	jg18672
OG0017393	XP_013625751.1	jg18713
OG0017394	XP_013603123.1	jg10645
OG0017395	XP_013607680.1	jg10658
OG0017396	XP_013597229.1	jg10685
OG0017397	XP_013598202.1	jg10675
OG0017399	XP_013591725.1	jg10726
OG0017400	XP_013594741.1	jg10763
OG0017401	XP_013603219.1	jg14466
OG0017402	XP_013603910.1	jg16735
OG0017403	XP_013638252.1	jg17378
OG0017404	XP_013600117.1	jg14964
OG0017405	XP_013595698.1	jg14950
OG0017406	XP_013603957.1	jg14933
OG0017407	XP_013627647.1, XP_013619635.1	jg21933
OG0017408	XP_013612056.1	jg21852
OG0017409	XP_013593111.1	jg27289
OG0017410	XP_013617451.1	jg27270
OG0017411	XP_013594468.1	jg27409
OG0017412	XP_013597349.1	jg27614
OG0017413	XP_013595536.1	jg27646
OG0017414	XP_013595543.1	jg27750
OG0017415	XP_013630763.1	jg27758
OG0017416	XP_013630364.1	jg27828
OG0017417	XP_013603900.1	jg10251
