Orthogroup	Brassica_oleracea	Capsella_rubella
OG0012152	XP_013610018.1, XP_013620356.1	XP_006287662.1
OG0012153	XP_013609563.1	XP_006288244.1
OG0012155	XP_013626834.1	XP_006287656.1
OG0012156	XP_013615820.1, XP_013616822.1, XP_013619447.1, XP_013610179.1	XP_006290080.1
OG0012158	XP_013625701.1, XP_013608382.1	XP_023636876.1
OG0012159	XP_013628561.1, XP_013620437.1	XP_006286886.1
OG0012160	XP_013630107.1, XP_013613480.1	XP_006287079.1
OG0012161	XP_013623406.1	XP_006289872.2
OG0012162	XP_013636464.1	XP_006285047.1
OG0012163	XP_013622958.1	XP_006286374.1
OG0012164	XP_013599020.1, XP_013599095.1	XP_006283671.1
OG0012166	XP_013603062.1, XP_013598324.1	XP_006282551.1
OG0012167	XP_013596334.1, XP_013590606.1	XP_006285008.1
OG0012168	XP_013597947.1	XP_023636917.1, XP_023633966.1
OG0012169	XP_013629870.1, XP_013629869.1	XP_006283857.1, XP_006302310.2
OG0012170	XP_013589644.1, XP_013624902.1, XP_013633429.1, XP_013624705.1, XP_013614950.1	XP_006284421.2
OG0012171	XP_013596725.1, XP_013636556.1	XP_006282929.2
OG0012172	XP_013637092.1, XP_013598368.1	XP_006282709.1
OG0012173	XP_013617546.1, XP_013599872.1	XP_006283820.1
OG0012175	XP_013618974.1, XP_013593916.1	XP_006280318.1
OG0012176	XP_013614813.1, XP_013598431.1	XP_006280988.1, XP_006291727.1
OG0012177	XP_013616550.1, XP_013614995.1	XP_006282305.1
OG0012178	XP_013609549.1, XP_013596099.1	XP_006280346.1
OG0012179	XP_013596004.1, XP_013619350.1	XP_006281948.1
OG0012180	XP_013593639.1, XP_013606584.1	XP_006280304.2
OG0012181	XP_013610509.1	XP_023642480.1
OG0012182	XP_013619752.1, XP_013609473.1	XP_006281020.1
OG0012183	XP_013611083.1, XP_013633259.1	XP_006281777.1
OG0012184	XP_013608170.1	XP_023633442.1, XP_023633441.1
OG0012185	XP_013611036.1	XP_006280716.1
OG0012187	XP_013624078.1, XP_013607916.1	XP_023636122.1
OG0012188	XP_013616751.1	XP_006295524.2
OG0012189	XP_013628005.1	XP_006289390.1, XP_006289275.1
OG0012208	XP_013596265.1	XP_006284022.1
OG0012209	XP_013597683.1	XP_006283977.1
OG0012210	XP_013593531.1	XP_006285794.1
OG0012211	XP_013629415.1, XP_013603034.1	XP_006290265.1
OG0012212	XP_013622994.1	XP_006307633.1, XP_023633637.1
OG0012213	XP_013603602.1	XP_006293107.1
OG0012214	XP_013606740.1	XP_006292410.1
OG0012215	XP_013625231.1	XP_006293335.2
OG0012216	XP_013622523.1	XP_006290749.1
OG0012217	XP_013604335.1	XP_006290533.1
OG0012218	XP_013639717.1	XP_006291571.1
OG0012219	XP_013620754.1	XP_006293165.1
OG0012220	XP_013598921.1	XP_006290885.1
OG0012221	XP_013599192.1	XP_023638731.1
OG0012222	XP_013597747.1	XP_006290762.1
OG0012224	XP_013634006.1	XP_023634130.1
OG0012225	XP_013634503.1	XP_006285179.1
OG0012226	XP_013637187.1	XP_023634128.1
OG0012227	XP_013631623.1	XP_006285841.1
OG0012228	XP_013615091.1	XP_006288137.1
OG0012229	XP_013615726.1	XP_006290015.1
OG0012230	XP_013628879.1	XP_006286973.1
OG0012231	XP_013618472.1	XP_006287600.1
OG0012232	XP_013613024.1	XP_006289856.1
OG0012233	XP_013616392.1, XP_013610471.1	XP_006289862.1
OG0012234	XP_013616071.1	XP_006288445.1
OG0012235	XP_013621669.1	XP_023637221.1
OG0012236	XP_013614393.1	XP_006289172.1
OG0012237	XP_013619599.1	XP_006289965.1
OG0012238	XP_013611975.1	XP_006287074.1
OG0012239	XP_013612629.1	XP_006287003.1
OG0012240	XP_013593843.1, XP_013583580.1	XP_006305411.1
OG0012241	XP_013618442.1, XP_013606064.1	XP_006288667.1
OG0012242	XP_013621211.1	XP_006286862.1
OG0012243	XP_013620341.1	XP_023637068.1
OG0012244	XP_013609247.1	XP_006290116.1, XP_006279217.2
OG0012245	XP_013621758.1, XP_013612872.1	XP_006287253.1
OG0012246	XP_013625158.1	XP_006289468.1
OG0012247	XP_013618600.1	XP_006288450.1
OG0012248	XP_013625166.1	XP_006288085.1
OG0012250	XP_013635890.1, XP_013624083.1	XP_006283373.1
OG0012251	XP_013606238.1	XP_006287776.1
OG0012252	XP_013630817.1	XP_023637104.1
OG0012253	XP_013613328.1, XP_013619284.1	XP_023636513.1
OG0012254	XP_013627466.1	XP_006289258.1
OG0012255	XP_013610990.1	XP_023636306.1
OG0012256	XP_013610696.1	XP_006289449.1
OG0012257	XP_013608717.1	XP_023637108.1
OG0012258	XP_013621084.1	XP_006286917.1
OG0012259	XP_013628552.1, XP_013610822.1	XP_006289587.1
OG0012260	XP_013628549.1, XP_013606625.1	XP_006288565.1
OG0012261	XP_013638768.1	XP_006298236.1
OG0012262	XP_013609735.1	XP_006287162.1
OG0012263	XP_013616285.1	XP_006287443.1
OG0012264	XP_013611509.1	XP_006290180.1
OG0012265	XP_013620501.1	XP_006288492.1
OG0012266	XP_013611700.1	XP_023635883.1
OG0012267	XP_013629782.1	XP_006287601.1
OG0012268	XP_013612462.1	XP_006289729.1
OG0012269	XP_013629322.1	XP_006287310.1
OG0012270	XP_013610412.1, XP_013619697.1	XP_006289426.2
OG0012271	XP_013612721.1, XP_013629851.1	XP_006287745.1
OG0012272	XP_013610894.1, XP_013620015.1	XP_006289147.1
OG0012273	XP_013606176.1	XP_006287880.1
OG0012274	XP_013608772.1	XP_006287892.1
OG0012275	XP_013607185.1, XP_013597136.1	XP_006287828.2
OG0012276	XP_013611991.1	XP_006286776.1
OG0012277	XP_013613281.1, XP_013619477.1	XP_006288566.1
OG0012278	XP_013585062.1	XP_006303857.1
OG0012279	XP_013613233.1, XP_013613348.1	XP_006287412.2
OG0012280	XP_013622905.1, XP_013611075.1	XP_006289947.1
OG0012281	XP_013606237.1	XP_006289756.1
OG0012282	XP_013611274.1	XP_006287403.1
OG0012283	XP_013627524.1	XP_006289610.2
OG0012284	XP_013611225.1	XP_006286708.2
OG0012285	XP_013619105.1	XP_006286652.1
OG0012286	XP_013629154.1	XP_006287306.1
OG0012287	XP_013613142.1, XP_013624892.1	XP_006286801.1
OG0012288	XP_013629177.1	XP_006288451.1
OG0012289	XP_013606611.1, XP_013616257.1	XP_006289394.1
OG0012290	XP_013599323.1	XP_006291059.1
OG0012291	XP_013625987.1	XP_006288881.1
OG0012292	XP_013628977.1	XP_006288663.1
OG0012293	XP_013606660.1	XP_006286515.1
OG0012294	XP_013618323.1, XP_013607286.1	XP_006288522.2
OG0012295	XP_013609672.1	XP_006288425.1
OG0012296	XP_013615941.1, XP_013609212.1	XP_006289586.1
OG0012297	XP_013629543.1, XP_013621277.1	XP_006289742.1
OG0012298	XP_013611896.1, XP_013628723.1	XP_006287067.1
OG0012299	XP_013611918.1	XP_006287047.1
OG0012300	XP_013613148.1	XP_006287169.1
OG0012301	XP_013611733.1	XP_023636391.1
OG0012302	XP_013606863.1	XP_006287865.1
OG0012303	XP_013609092.1	XP_006288660.1
OG0012304	XP_013610191.1	XP_006289513.1, XP_006289508.1
OG0012305	XP_013618996.1	XP_006289852.2
OG0012306	XP_013625324.1	XP_006288135.1
OG0012307	XP_013610105.1, XP_013620151.1	XP_006286628.1
OG0012308	XP_013620147.1	XP_006287405.1
OG0012309	XP_013636633.1	XP_006294163.1
OG0012310	XP_013621230.1	XP_023637301.1
OG0012311	XP_013611909.1, XP_013611908.1	XP_006289488.2
OG0012312	XP_013628865.1	XP_006286687.1
OG0012313	XP_013609934.1	XP_006286662.1
OG0012314	XP_013611189.1	XP_006289093.2
OG0012315	XP_013625775.1	XP_006288461.1
OG0012316	XP_013613068.1	XP_006287941.1
OG0012317	XP_013626522.1	XP_006288139.1
OG0012318	XP_013629374.1	XP_006287052.1
OG0012319	XP_013633761.1, XP_013608940.1	XP_023635836.1
OG0012320	XP_013621906.1	XP_023635900.1
OG0012321	XP_013613204.1	XP_023636319.1
OG0012322	XP_013606017.1	XP_006286366.1
OG0012323	XP_013616007.1	XP_006289809.1
OG0012324	XP_013621223.1	XP_006287204.1
OG0012325	XP_013612127.1	XP_006286449.1
OG0012326	XP_013608834.1	XP_006288180.1
OG0012327	XP_013612582.1	XP_023635925.1
OG0012328	XP_013629901.1	XP_006286920.2
OG0012329	XP_013629899.1	XP_006287268.1
OG0012330	XP_013623516.1	XP_006288535.1
OG0012331	XP_013612182.1	XP_023636922.1
OG0012332	XP_013612408.1	XP_006287677.1
OG0012333	XP_013613484.1	XP_006287476.1
OG0012334	XP_013611484.1	XP_006287777.1
OG0012335	XP_013616230.1	XP_006288741.1
OG0012336	XP_013608627.1	XP_006286789.1
OG0012337	XP_013610613.1	XP_006288308.1
OG0012338	XP_013617704.1, XP_013593509.1	XP_006283975.1
OG0012339	XP_013601814.1	XP_006282618.1
OG0012340	XP_013610385.1	XP_006284164.1
OG0012341	XP_013597182.1, XP_013599514.1	XP_006285203.1
OG0012342	XP_013621842.1	XP_006294379.1
OG0012343	XP_013631686.1	XP_006294000.1
OG0012344	XP_013636057.1, XP_013635848.1	XP_006294304.1
OG0012345	XP_013635912.1	XP_023641041.1
OG0012346	XP_013636040.1	XP_006293611.1
OG0012347	XP_013636041.1	XP_006293746.1
OG0012348	XP_013628971.1	XP_006299964.2
OG0012349	XP_013625942.1, XP_013636789.1	XP_023640708.1
OG0012350	XP_013625466.1	XP_006294904.2
OG0012351	XP_013635900.1	XP_006294094.1
OG0012352	XP_013636166.1	XP_006295521.1
OG0012353	XP_013633673.1	XP_006295262.1
OG0012354	XP_013637495.1, XP_013632136.1	XP_006293759.1
OG0012355	XP_013633874.1	XP_023640259.1
OG0012356	XP_013631510.1	XP_006293792.1
OG0012357	XP_013631680.1, XP_013631789.1	XP_006294984.1
OG0012358	XP_013607038.1	XP_006290343.2
OG0012359	XP_013634194.1, XP_013637151.1	XP_006295095.2
OG0012360	XP_013636795.1	XP_006295086.1
OG0012361	XP_013635864.1	XP_023640869.1
OG0012362	XP_013632070.1	XP_006294737.1
OG0012363	XP_013631232.1	XP_006296222.1
OG0012364	XP_013637553.1	XP_023640221.1
OG0012365	XP_013586267.1	XP_006307162.1
OG0012366	XP_013631052.1, XP_013632183.1	XP_006294112.1
OG0012367	XP_013634979.1	XP_006293729.1
OG0012368	XP_013637521.1	XP_006293749.1
OG0012369	XP_013604288.1	XP_006295273.1
OG0012370	XP_013622776.1, XP_013616088.1, XP_013632113.1	XP_006293562.1
OG0012371	XP_013626167.1	XP_006293392.2
OG0012372	XP_013592079.1	XP_006282620.1
OG0012373	XP_013622474.1	XP_006295184.1
OG0012374	XP_013631921.1	XP_023640920.1
OG0012375	XP_013636494.1	XP_006293695.1
OG0012376	XP_013636730.1	XP_006294180.1
OG0012377	XP_013636016.1	XP_023640919.1
OG0012378	XP_013637638.1	XP_006294059.1
OG0012379	XP_013635251.1	XP_006296433.2
OG0012380	XP_013634100.1	XP_006294949.1
OG0012381	XP_013637421.1	XP_006293485.1
OG0012382	XP_013631026.1	XP_006293925.1
OG0012383	XP_013633503.1, XP_013636347.1	XP_006294347.1
OG0012384	XP_013623910.1, XP_013614507.1	XP_006296490.1
OG0012385	XP_013623137.1	XP_006294510.1
OG0012386	XP_013628307.1	XP_006293800.1
OG0012387	XP_013635101.1	XP_006295508.1
OG0012388	XP_013629831.1	XP_006295998.1
OG0012389	XP_013621889.1	XP_006293663.1
OG0012390	XP_013637434.1	XP_006293923.1
OG0012391	XP_013633585.1	XP_006295927.1
OG0012392	XP_013629503.1	XP_023640485.1
OG0012393	XP_013626134.1	XP_023640043.1
OG0012394	XP_013631977.1	XP_006293904.1
OG0012395	XP_013633980.1	XP_006294535.1
OG0012396	XP_013636522.1	XP_006293587.1
OG0012397	XP_013635336.1	XP_023640084.1
OG0012398	XP_013631378.1	XP_023640680.1
OG0012399	XP_013634073.1	XP_006295609.1
OG0012400	XP_013609041.1	XP_006279681.1
OG0012401	XP_013594790.1	XP_023635740.1
OG0012402	XP_013599151.1	XP_006280033.1
OG0012403	XP_013593535.1	XP_006282303.1
OG0012404	XP_013614283.1	XP_006279800.1
OG0012405	XP_013596618.1	XP_006280526.1
OG0012406	XP_013621613.1	XP_006281615.1
OG0012407	XP_013597937.1	XP_006280535.2
OG0012408	XP_013609886.1	XP_023642371.1
OG0012409	XP_013620883.1, XP_013598015.1	XP_023640717.1
OG0012410	XP_013598016.1	XP_006279809.1
OG0012411	XP_013607091.1	XP_006282132.1
OG0012412	XP_013598131.1	XP_006281546.1
OG0012413	XP_013595277.1	XP_023636563.1
OG0012414	XP_013614309.1, XP_013606121.1	XP_006288260.1
OG0012415	XP_013612935.1	XP_006287679.1
OG0012416	XP_013590429.1	XP_006283114.1
OG0012417	XP_013637973.1	XP_006284135.1
OG0012418	XP_013599668.1	XP_006284353.1
OG0012419	XP_013595946.1, XP_013599538.1	XP_006283191.1
OG0012420	XP_013607665.1	XP_006285281.1
OG0012421	XP_013595124.1, XP_013584362.1	XP_006283896.1
OG0012423	XP_013599800.1	XP_006283737.1
OG0012424	XP_013607547.1	XP_023633861.1
OG0012425	XP_013604459.1	XP_023633638.1
OG0012426	XP_013602158.1	XP_023645560.1
OG0012427	XP_013600340.1, XP_013592621.1	XP_006307600.1
OG0012428	XP_013590549.1	XP_006303352.1
OG0012429	XP_013587769.1	XP_006307362.1
OG0012430	XP_013602285.1	XP_006305409.1
OG0012431	XP_013590196.1	XP_006305262.1
OG0012432	XP_013600525.1	XP_006304196.1
OG0012433	XP_013595994.1	XP_006292035.2
OG0012434	XP_013590700.1	XP_006304756.1
OG0012435	XP_013602644.1	XP_006305551.1
OG0012436	XP_013637902.1, XP_013626077.1	XP_023632995.1
OG0012437	XP_013586490.1	XP_006307494.1
OG0012438	XP_013593910.1	XP_006303902.1
OG0012439	XP_013613569.1	XP_006304566.1
OG0012440	XP_013597045.1, XP_013628251.1, XP_013613565.1	XP_006305956.2
OG0012441	XP_013583623.1	XP_006305494.1
OG0012442	XP_013622970.1	XP_006305491.2
OG0012443	XP_013596995.1	XP_006305220.1
OG0012444	XP_013634292.1	XP_006284604.1
OG0012445	XP_013614898.1, XP_013596829.1	XP_006303410.1
OG0012446	XP_013629687.1	XP_023644676.1
OG0012447	XP_013638333.1	XP_006307488.1
OG0012448	XP_013585205.1	XP_006306537.1
OG0012449	XP_013597199.1	XP_006303506.2
OG0012450	XP_013629763.1	XP_006306667.1
OG0012451	XP_013595584.1	XP_006284301.1
OG0012452	XP_013585808.1, XP_013630453.1	XP_006305095.1
OG0012453	XP_013628335.1	XP_006307207.1
OG0012454	XP_013622999.1, XP_013586014.1	XP_006303201.1
OG0012455	XP_013587409.1	XP_023644910.1
OG0012456	XP_013587428.1	XP_006306276.1
OG0012457	XP_013584335.1	XP_023632779.1
OG0012458	XP_013593718.1, XP_013584841.1	XP_006304361.1
OG0012459	XP_013604031.1	XP_006307312.2
OG0012460	XP_013602898.1	XP_006305680.1
OG0012461	XP_013638177.1	XP_006305506.1
OG0012462	XP_013586984.1, XP_013586629.1	XP_006303904.1
OG0012463	XP_013586669.1	XP_006305591.2
OG0012464	XP_013586787.1	XP_006304000.1
OG0012465	XP_013638965.1	XP_006304580.1
OG0012466	XP_013586300.1	XP_006306461.1
OG0012467	XP_013637727.1	XP_023633280.1
OG0012468	XP_013586228.1	XP_006303398.1
OG0012469	XP_013586726.1, XP_013605028.1	XP_006303928.1
OG0012470	XP_013620908.1	XP_006292733.1
OG0012471	XP_013593265.1	XP_023638733.1
OG0012472	XP_013598948.1	XP_006291819.1, XP_006290845.1
OG0012473	XP_013611999.1	XP_006292399.1
OG0012474	XP_013606036.1, XP_013614359.1	XP_006291904.2
OG0012475	XP_013607115.1	XP_006290771.1
OG0012476	XP_013598884.1	XP_006280550.1
OG0012477	XP_013599326.1	XP_006280502.1
OG0012478	XP_013611423.1	XP_006280643.1
OG0012479	XP_013610002.1, XP_013595618.1	XP_006280826.1
OG0012480	XP_013611967.1	XP_006280091.1
OG0012481	XP_013628784.1, XP_013607114.1	XP_006280894.1
OG0012482	XP_013628783.1	XP_006280214.1
OG0012483	XP_013630115.1	XP_006280393.1
OG0012484	XP_013612151.1	XP_006280440.1
OG0012485	XP_013622468.1	XP_006280375.2
OG0012486	XP_013628522.1	XP_006281511.1
OG0012487	XP_013628746.1	XP_006279899.1
OG0012488	XP_013628747.1	XP_006282127.2
OG0012489	XP_013607225.1	XP_006286791.1
OG0012490	XP_013628736.1	XP_006282369.1
OG0012491	XP_013613640.1	XP_006282141.1
OG0012492	XP_013625335.1, XP_013617981.1	XP_006282188.1
OG0012493	XP_013612019.1	XP_006280240.1
OG0012494	XP_013625992.1	XP_006281074.2
OG0012495	XP_013630200.1	XP_006281486.1
OG0012496	XP_013609364.1	XP_023643103.1
OG0012497	XP_013622882.1	XP_023638697.1
OG0012498	XP_013628511.1	XP_006280592.2
OG0012499	XP_013629301.1	XP_023637315.1
OG0012500	XP_013629205.1	XP_006279787.1
OG0012501	XP_013623010.1	XP_023635169.1
OG0012502	XP_013628331.1	XP_006281974.2
OG0012503	XP_013628328.1	XP_006280193.1
OG0012504	XP_013623533.1	XP_006280639.1
OG0012505	XP_013630649.1	XP_006281785.1
OG0012506	XP_013622535.1	XP_006280449.1
OG0012507	XP_013621826.1	XP_006281879.1
OG0012508	XP_013609255.1	XP_006279591.1
OG0012509	XP_013629752.1	XP_006296972.1
OG0012510	XP_013628431.1, XP_013611061.1	XP_006282318.1
OG0012511	XP_013606788.1	XP_006280392.1
OG0012512	XP_013618249.1, XP_013584765.1	XP_006282165.1
OG0012513	XP_013612548.1	XP_023639607.1
OG0012514	XP_013612825.1	XP_006280971.1
OG0012515	XP_013612824.1	XP_006280741.1
OG0012516	XP_013625647.1	XP_006279680.1
OG0012517	XP_013629434.1	XP_006281027.1
OG0012518	XP_013625382.1	XP_006280891.1
OG0012519	XP_013630022.1	XP_006280167.1
OG0012520	XP_013621955.1	XP_006280210.2
OG0012521	XP_013606858.1, XP_013622214.1	XP_006280205.1
OG0012522	XP_013621957.1	XP_006282111.1
OG0012523	XP_013623059.1	XP_006280453.2
OG0012524	XP_013638186.1	XP_006307461.2
OG0012525	XP_013627778.1	XP_006282015.1
OG0012526	XP_013616559.1	XP_006282365.1
OG0012527	XP_013621853.1	XP_006281443.1
OG0012528	XP_013626888.1, XP_013619319.1	XP_006279688.1
OG0012530	XP_013616588.1	XP_006281978.1
OG0012531	XP_013606212.1	XP_006282139.1
OG0012532	XP_013593125.1	XP_006281868.1
OG0012533	XP_013595266.1	XP_006280469.1
OG0012534	XP_013620440.1, XP_013594158.1	XP_006281493.1
OG0012535	XP_013595353.1	XP_023642225.1
OG0012536	XP_013595728.1	XP_023642473.1
OG0012537	XP_013598328.1	XP_023637327.1
OG0012538	XP_013598341.1	XP_006280169.1
OG0012539	XP_013593650.1	XP_006290938.1
OG0012540	XP_013618045.1, XP_013618055.1	XP_006289382.1
OG0012541	XP_013613816.1, XP_013598061.1	XP_023635729.1
OG0012542	XP_013598133.1	XP_006289847.1
OG0012543	XP_013595641.1	XP_006288105.1
OG0012544	XP_013618042.1	XP_023636567.1
OG0012545	XP_013596214.1	XP_006288800.1
OG0012546	XP_013599082.1	XP_023636299.1
OG0012547	XP_013609949.1, XP_013594055.1	XP_023636966.1
OG0012548	XP_013612742.1	XP_006288580.1
OG0012549	XP_013596374.1, XP_013609648.1	XP_006288262.2
OG0012550	XP_013598569.1, XP_013613005.1	XP_006289236.1
OG0012551	XP_013612130.1	XP_006287125.1
OG0012552	XP_013598756.1	XP_006287038.1
OG0012553	XP_013615402.1, XP_013596401.1	XP_006287482.1
OG0012554	XP_013635785.1	XP_023638466.1
OG0012555	XP_013615708.1	XP_006289138.2
OG0012556	XP_013611743.1	XP_006287196.1
OG0012557	XP_013597943.1	XP_006287385.1
OG0012558	XP_013594037.1	XP_006288736.1
OG0012559	XP_013610177.1, XP_013618753.1	XP_006286820.1
OG0012560	XP_013599124.1	XP_023636430.1
OG0012561	XP_013593505.1	XP_006287596.1
OG0012562	XP_013594200.1, XP_013609651.1	XP_006288730.1
OG0012563	XP_013596439.1	XP_006289519.2
OG0012564	XP_013620507.1	XP_023637675.1
OG0012565	XP_013621017.1, XP_013598552.1	XP_006288961.1
OG0012566	XP_013598374.1	XP_006287655.1
OG0012567	XP_013602497.1, XP_013639607.1	XP_006286279.1
OG0012568	XP_013618093.1	XP_023636571.1
OG0012569	XP_013607350.1	XP_023637456.1
OG0012570	XP_013613104.1	XP_006287138.1
OG0012571	XP_013618920.1, XP_013609193.1	XP_006288702.1
OG0012572	XP_013611342.1	XP_006286617.1
OG0012573	XP_013618239.1	XP_023636711.1
OG0012574	XP_013622739.1	XP_006289228.1
OG0012575	XP_013618356.1	XP_006288734.1
OG0012576	XP_013621317.1, XP_013611413.1	XP_023635913.1
OG0012577	XP_013619853.1	XP_006286710.1
OG0012578	XP_013619401.1	XP_023637007.1
OG0012579	XP_013611687.1	XP_006289389.1
OG0012580	XP_013609378.1, XP_013619618.1	XP_006287498.1
OG0012581	XP_013605991.1	XP_023637583.1
OG0012582	XP_013611003.1	XP_006287769.1
OG0012583	XP_013611153.1	XP_006287036.1
OG0012584	XP_013606316.1	XP_006287741.1
OG0012585	XP_013611265.1	XP_006287902.1
OG0012586	XP_013625596.1	XP_006288383.1
OG0012587	XP_013597594.1, XP_013626288.1	XP_023639872.1
OG0012589	XP_013609111.1	XP_006288990.1
OG0012590	XP_013615256.1, XP_013610019.1	XP_006289308.1
OG0012591	XP_013613467.1	XP_006287615.1
OG0012593	XP_013616483.1	XP_006287473.1
OG0012594	XP_013611643.1	XP_006286498.1
OG0012595	XP_013616002.1	XP_006280734.1
OG0012596	XP_013618773.1	XP_006280609.1
OG0012597	XP_013625721.1	XP_006280106.2
OG0012598	XP_013630124.1, XP_013610072.1	XP_006282019.1
OG0012599	XP_013630125.1	XP_006282297.2
OG0012600	XP_013609270.1	XP_006281699.1
OG0012601	XP_013625864.1, XP_013610039.1	XP_006281590.1
OG0012602	XP_013627308.1	XP_006282166.1
OG0012603	XP_013620593.1	XP_006281633.1
OG0012604	XP_013620591.1	XP_006279465.1
OG0012605	XP_013615353.1	XP_023638653.1
OG0012606	XP_013613252.1	XP_006280582.1
OG0012607	XP_013611828.1	XP_006280828.2
OG0012608	XP_013608279.1	XP_006281804.1
OG0012609	XP_013616255.1	XP_006281858.1
OG0012610	XP_013610558.1	XP_023645918.1
OG0012611	XP_013613311.1	XP_023633592.1
OG0012612	XP_013611529.1, XP_013626242.1	XP_006282283.2
OG0012613	XP_013611527.1	XP_006280420.1, XP_006307548.1
OG0012614	XP_013618135.1	XP_023638715.1
OG0012615	XP_013608709.1	XP_006281594.1
OG0012616	XP_013629233.1	XP_006281495.1
OG0012617	XP_013616416.1	XP_006302131.2
OG0012618	XP_013629235.1	XP_006282028.1
OG0012619	XP_013620275.1	XP_006280039.1
OG0012620	XP_013612498.1, XP_013620276.1	XP_023639711.1
OG0012621	XP_013626909.1, XP_013609267.1	XP_006281231.1
OG0012622	XP_013630759.1, XP_013613003.1	XP_006280009.1
OG0012623	XP_013619482.1	XP_006281314.1
OG0012624	XP_013591540.1	XP_023633622.1
OG0012625	XP_013618108.1	XP_006281157.1
OG0012626	XP_013616697.1	XP_023641609.1
OG0012627	XP_013611715.1	XP_006279953.1
OG0012628	XP_013604333.1	XP_006290498.1
OG0012629	XP_013607202.1, XP_013629141.1	XP_006280021.2
OG0012630	XP_013629142.1	XP_006281140.1
OG0012631	XP_013613814.1, XP_013612522.1	XP_006279932.1
OG0012632	XP_013613138.1	XP_006282102.2
OG0012633	XP_013593958.1	XP_006291179.1
OG0012634	XP_013606786.1	XP_006280789.1
OG0012635	XP_013628113.1	XP_006281813.1, XP_006281925.1
OG0012636	XP_013638463.1, XP_013639718.1	XP_006299356.1
OG0012637	XP_013618789.1, XP_013609998.1	XP_023639883.1
OG0012638	XP_013612612.1	XP_023642800.1
OG0012639	XP_013629476.1	XP_006297361.1
OG0012640	XP_013611732.1	XP_006282277.1
OG0012641	XP_013601831.1, XP_013626383.1	XP_006280605.1
OG0012642	XP_013606875.1	XP_006281484.1
OG0012643	XP_013625576.1	XP_023641545.1
OG0012644	XP_013613161.1	XP_006280472.2
OG0012645	XP_013608213.1, XP_013613199.1	XP_006281273.1
OG0012646	XP_013607418.1	XP_006280613.1
OG0012647	XP_013616286.1	XP_006280511.1
OG0012648	XP_013621683.1	XP_006280239.2
OG0012649	XP_013620788.1	XP_023638269.1
OG0012650	XP_013608809.1, XP_013628932.1	XP_023638337.1
OG0012651	XP_013608766.1	XP_006280355.1
OG0012652	XP_013605954.1	XP_006281274.1
OG0012653	XP_013605952.1	XP_006281189.1
OG0012654	XP_013629160.1, XP_013620736.1	XP_023635301.1
OG0012655	XP_013612345.1, XP_013621405.1	XP_006281668.1
OG0012656	XP_013593498.1	XP_006304643.1
OG0012657	XP_013608973.1	XP_006290585.1
OG0012658	XP_013606958.1	XP_006290862.1
OG0012659	XP_013615680.1, XP_013603411.1, XP_013603300.1	XP_006291902.1
OG0012660	XP_013603671.1	XP_006291178.1
OG0012661	XP_013603532.1	XP_006292567.1
OG0012662	XP_013622140.1	XP_006291042.1
OG0012663	XP_013620845.1	XP_006280403.1
OG0012664	XP_013620844.1	XP_006282129.1
OG0012665	XP_013626820.1	XP_006279653.1
OG0012666	XP_013612373.1	XP_023637847.1
OG0012667	XP_013612148.1	XP_006289167.1
OG0012668	XP_013625526.1	XP_023636267.1
OG0012670	XP_013610981.1	XP_006286683.1
OG0012671	XP_013611411.1	XP_006286564.1
OG0012672	XP_013611167.1	XP_006288418.1
OG0012673	XP_013611165.1	XP_006287579.1
OG0012674	XP_013611166.1	XP_006286506.1
OG0012675	XP_013619493.1	XP_006287797.2
OG0012676	XP_013609903.1	XP_006286828.1
OG0012677	XP_013612256.1	XP_023635931.1
OG0012678	XP_013612261.1	XP_006288384.1
OG0012679	XP_013611749.1	XP_006287024.1
OG0012680	XP_013610797.1	XP_023636947.1
OG0012681	XP_013607144.1	XP_006287728.1
OG0012682	XP_013611955.1	XP_006287021.2
OG0012683	XP_013611956.1	XP_006287137.2
OG0012684	XP_013619730.1	XP_006279172.2, XP_006289396.1
OG0012685	XP_013606550.1	XP_006288124.1
OG0012686	XP_013630426.1	XP_023642288.1
OG0012688	XP_013621387.1	XP_006289885.1
OG0012689	XP_013619406.1	XP_006290152.1
OG0012690	XP_013618556.1	XP_023637411.1
OG0012691	XP_013623355.1	XP_023637410.1
OG0012692	XP_013611651.1	XP_006288270.1
OG0012693	XP_013612623.1	XP_006289834.1
OG0012694	XP_013609327.1	XP_006288452.1
OG0012695	XP_013612662.1	XP_006288415.2
OG0012696	XP_013622195.1	XP_006288489.1
OG0012697	XP_013607327.1	XP_023634125.1
OG0012698	XP_013608787.1	XP_006289618.1
OG0012699	XP_013616681.1	XP_006288807.2
OG0012700	XP_013606582.1	XP_006286510.1
OG0012701	XP_013608713.1	XP_006289292.1
OG0012702	XP_013606634.1	XP_006287311.1
OG0012703	XP_013611869.1	XP_006286686.1
OG0012704	XP_013611095.1	XP_006289514.2
OG0012705	XP_013618149.1, XP_013623255.1	XP_006287961.1
OG0012706	XP_013625034.1	XP_023633679.1
OG0012707	XP_013628953.1	XP_006290079.1
OG0012708	XP_013609326.1	XP_006288659.1
OG0012709	XP_013626508.1, XP_013606368.1	XP_006290060.1
OG0012710	XP_013586067.1	XP_023639867.1
OG0012711	XP_013611016.1	XP_006288639.1
OG0012712	XP_013611151.1	XP_006287110.1
OG0012713	XP_013607157.1	XP_006288293.1
OG0012714	XP_013606163.1	XP_006287486.1
