Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_NCBI
OG0017960	XP_013592728.1	XP_002887568.1
OG0017961	XP_013595213.1	XP_020872201.1
OG0017962	XP_013586022.1	XP_020872529.1
OG0017963	XP_013629550.1	XP_020875711.1
OG0017964	XP_013598229.1	XP_020873871.1
OG0017965	XP_013597981.1	XP_002866805.1
OG0017966	XP_013622625.1	XP_002868855.1
OG0017967	XP_013593397.1	XP_002868856.1
OG0017968	XP_013625192.1	XP_020874401.1
OG0017969	XP_013599165.1	XP_020872800.1
OG0017971	XP_013629112.1	XP_002866832.1
OG0017972	XP_013602451.1	XP_020874126.1
OG0017973	XP_013627421.1	XP_002877397.2
OG0017974	XP_013616766.1	XP_020874439.1
OG0017975	XP_013590106.1	XP_002866879.1
OG0017976	XP_013614782.1	XP_020872881.1
OG0017977	XP_013636856.1	XP_002868939.1
OG0017978	XP_013633703.1	XP_002880781.1
OG0017979	XP_013589609.1	XP_020874588.1
OG0017980	XP_013617842.1, XP_013619791.1	XP_020874516.1
OG0017981	XP_013599235.1	XP_020874889.1
OG0017982	XP_013597916.1	XP_020874415.1
OG0017983	XP_013617779.1	XP_002869013.1
OG0017984	XP_013592490.1	XP_002866993.1
OG0017985	XP_013599276.1	XP_020875620.1
OG0017986	XP_013598726.1	XP_020872814.1
OG0017987	XP_013597197.1	XP_020875155.1
OG0017988	XP_013584505.1	XP_020874313.1
OG0017989	XP_013607740.1	XP_020874005.1
OG0017991	XP_013585641.1	XP_002867243.1
OG0017993	XP_013639740.1	XP_002869245.2
OG0017994	XP_013589167.1	XP_002867211.2
OG0017995	XP_013596155.1	XP_002867173.1
OG0017997	XP_013591762.1	XP_002869193.1
OG0017998	XP_013589535.1	XP_020872414.1
OG0017999	XP_013621376.1	XP_002867139.2
OG0018000	XP_013597880.1	XP_020872180.1
OG0018001	XP_013618273.1	XP_002869312.1
OG0018002	XP_013625578.1	XP_020875448.1
OG0018003	XP_013596775.1	XP_002867300.1
OG0018004	XP_013626510.1	XP_002869517.2
OG0018005	XP_013612069.1	XP_002869332.1
OG0018006	XP_013593225.1	XP_020874010.1
OG0018007	XP_013593139.1	XP_002869344.1
OG0018008	XP_013601101.1	XP_020873956.1
OG0018009	XP_013593924.1	XP_020885932.1
OG0018010	XP_013593812.1	XP_020885998.1
OG0018011	XP_013622095.1	XP_020888384.1
OG0018012	XP_013591927.1	XP_002888887.1
OG0018013	XP_013592098.1	XP_020890795.1
OG0018014	XP_013592127.1	XP_002888881.1
OG0018015	XP_013587015.1	XP_020868788.1
OG0018016	XP_013584097.1	XP_020868046.1
OG0018017	XP_013638640.1	XP_002890648.1
OG0018018	XP_013599081.1	XP_020867042.1
OG0018019	XP_013602184.1	XP_002869656.1
OG0018020	XP_013599739.1	XP_020884535.1
OG0018021	XP_013602379.1	XP_020883596.1
OG0018022	XP_013609351.1	XP_020879474.1
OG0018023	XP_013623094.1	XP_002875013.1
OG0018024	XP_013620866.1	XP_020879360.1
OG0018025	XP_013612644.1	XP_002872919.1
OG0018026	XP_013610123.1	XP_020878288.1
OG0018027	XP_013611831.1	XP_002875033.1
OG0018028	XP_013599714.1, XP_013621752.1	XP_020882775.1
OG0018029	XP_013631943.1	XP_002880360.1
OG0018030	XP_013622689.1	XP_002890687.1
OG0018031	XP_013604509.1	XP_020866940.1
OG0018032	XP_013617881.1	XP_020873588.1
OG0018033	XP_013608489.1	XP_020873487.1
OG0018034	XP_013586510.1	XP_002869566.1
OG0018035	XP_013610466.1	XP_002867510.1
OG0018036	XP_013639447.1	XP_020875635.1
OG0018037	XP_013619313.1	XP_020872611.1
OG0018038	XP_013619008.1	XP_002867491.1
OG0018039	XP_013619820.1	XP_002869537.1
OG0018040	XP_013595140.1	XP_020875015.1
OG0018043	XP_013639086.1	XP_002889454.1
OG0018044	XP_013587579.1	XP_020870329.1
OG0018045	XP_013585784.1	XP_002889775.1
OG0018046	XP_013602647.1	XP_020870798.1
OG0018047	XP_013603302.1	XP_002892696.1
OG0018048	XP_013628022.1	XP_002890012.1
OG0018049	XP_013623710.1	XP_020886479.1
OG0018050	XP_013603850.1, XP_013603474.1, XP_013638895.1	XP_002890296.1
OG0018051	XP_013596752.1	XP_020866282.1
OG0018052	XP_013585408.1	XP_020868235.1
OG0018053	XP_013638043.1	XP_020868965.1
OG0018054	XP_013585708.1	XP_002893401.1
OG0018055	XP_013619753.1, XP_013627420.1	XP_002893609.1
OG0018056	XP_013599764.1	XP_002890996.1
OG0018057	XP_013603125.1	XP_002891251.2
OG0018058	XP_013607361.1	XP_002893944.1
OG0018059	XP_013602919.1	XP_002893959.1
OG0018060	XP_013590595.1	XP_002891298.1
OG0018067	XP_013587964.1	XP_020890902.1
OG0018068	XP_013592440.1	XP_002888422.1
OG0018069	XP_013630027.1	XP_020891352.1
OG0018070	XP_013612911.1	XP_020891051.1
OG0018071	XP_013620127.1	XP_020865913.1
OG0018072	XP_013619094.1	XP_002887173.1
OG0018073	XP_013619896.1, XP_013591101.1	XP_002888680.2
OG0018074	XP_013591375.1	XP_002888716.1
OG0018075	XP_013616095.1	XP_002888819.1
OG0018076	XP_013591047.1	XP_020891259.1
OG0018077	XP_013591084.1	XP_020891476.1
OG0018078	XP_013590461.1, XP_013619075.1	XP_020890176.1
OG0018079	XP_013591552.1	XP_020890833.1
OG0018080	XP_013591986.1	XP_002888986.2
OG0018081	XP_013589691.1	XP_002889067.1
OG0018082	XP_013592640.1	XP_020890847.1
OG0018083	XP_013591007.1	XP_020890854.1
OG0018084	XP_013590496.1	XP_002889232.2
OG0018086	XP_013622610.1	XP_020888141.1
OG0018087	XP_013627723.1, XP_013585269.1	XP_002882527.1
OG0018088	XP_013587574.1, XP_013587573.1	XP_020887274.1
OG0018089	XP_013611215.1	XP_020885864.1
OG0018090	XP_013609051.1	XP_020886475.1
OG0018091	XP_013585288.1	XP_020889532.1
OG0018092	XP_013587236.1	XP_020886323.1
OG0018093	XP_013638790.1, XP_013601637.1	XP_020887457.1
OG0018094	XP_013596987.1	XP_002885562.1
OG0018095	XP_013596972.1, XP_013625608.1	XP_020887667.1
OG0018096	XP_013627448.1	XP_002883595.1
OG0018097	XP_013625152.1	XP_020888178.1
OG0018098	XP_013630041.1	XP_002883803.1
OG0018099	XP_013610777.1	XP_020888660.1
OG0018100	XP_013592853.1	XP_020889012.1
OG0018101	XP_013608568.1	XP_002885948.1
OG0018102	XP_013628973.1	XP_020886225.1
OG0018103	XP_013594254.1	XP_020887614.1
OG0018104	XP_013611337.1	XP_020886089.1
OG0018105	XP_013598314.1	XP_020887701.1
OG0018107	XP_013635819.1, XP_013604020.1	XP_020883258.1
OG0018108	XP_013614097.1	XP_002878628.1
OG0018109	XP_013631299.1	XP_020885165.1
OG0018110	XP_013633686.1	XP_020885765.1
OG0018111	XP_013635005.1	XP_020883069.1, XP_020882977.1
OG0018112	XP_013637366.1	XP_002878675.1
OG0018113	XP_013635813.1, XP_013604128.1	XP_020885104.1
OG0018114	XP_013632322.1	XP_020885820.1
OG0018115	XP_013603912.1	XP_002878692.1
OG0018117	XP_013637564.1	XP_002880534.1
OG0018118	XP_013603068.1	XP_020882945.1
OG0018119	XP_013635171.1	XP_002878744.2
OG0018120	XP_013631409.1	XP_020883032.1
OG0018121	XP_013602651.1	XP_020884513.1
OG0018122	XP_013602593.1	XP_002880653.1
OG0018123	XP_013621860.1	XP_002878887.1
OG0018124	XP_013634581.1, XP_013634266.1	XP_020885572.1
OG0018125	XP_013634714.1	XP_020882981.1
OG0018126	XP_013631476.1	XP_002881503.1
OG0018128	XP_013632146.1	XP_002881831.1
OG0018129	XP_013634940.1	XP_020885061.1
OG0018130	XP_013593675.1	XP_020880178.1
OG0018132	XP_013621172.1	XP_020881112.1
OG0018133	XP_013597504.1	XP_020882228.1
OG0018134	XP_013619844.1	XP_020880007.1
OG0018135	XP_013618651.1	XP_020879761.1
OG0018136	XP_013599282.1	XP_020881093.1
OG0018137	XP_013618126.1	XP_020881242.1
OG0018138	XP_013595939.1	XP_002875293.1
OG0018139	XP_013606396.1, XP_013607142.1	XP_002876981.1
OG0018140	XP_013615597.1	XP_020881453.1
OG0018141	XP_013593194.1	XP_020881133.1
OG0018142	XP_013596794.1, XP_013594678.1	XP_002875407.1
OG0018143	XP_013609301.1, XP_013596216.1	XP_020879753.1
OG0018144	XP_013619785.1, XP_013597171.1	XP_020882331.1
OG0018145	XP_013600133.1	XP_002877250.2
OG0018146	XP_013623202.1	XP_020882327.1
OG0018147	XP_013623549.1	XP_002875680.1
OG0018148	XP_013623236.1	XP_020881322.1
OG0018149	XP_013602680.1	XP_020881584.1
OG0018150	XP_013625567.1	XP_020882333.1
OG0018151	XP_013600804.1	XP_020880370.1
OG0018152	XP_013615998.1	XP_002877623.1
OG0018153	XP_013626853.1	XP_002877634.1
OG0018154	XP_013585428.1	XP_020879797.1
OG0018155	XP_013599730.1	XP_020880747.1
OG0018156	XP_013601626.1	XP_002877874.1
OG0018157	XP_013635420.1	XP_002876287.1
OG0018158	XP_013621107.1, XP_013627521.1	XP_002873116.2
OG0018159	XP_013609946.1	XP_020875847.1
OG0018160	XP_013611323.1	XP_002873336.1
OG0018161	XP_013606133.1	XP_020879118.1
OG0018162	XP_013601455.1	XP_002871429.1
OG0018163	XP_013606489.1	XP_002871469.1
OG0018164	XP_013623800.1	XP_020879514.1
OG0018165	XP_013621218.1	XP_002873675.2
OG0018166	XP_013608376.1	XP_020878389.1
OG0018167	XP_013619614.1	XP_020877292.1
OG0018168	XP_013619256.1	XP_020879565.1
OG0018169	XP_013612464.1	XP_020877521.1
OG0018170	XP_013610903.1, XP_013630636.1	XP_002874499.1
OG0018171	XP_013626152.1	XP_002874565.1
OG0018172	XP_013622344.1	XP_002872483.1
OG0018173	XP_013619772.1	XP_020879099.1
OG0018174	XP_013624098.1	XP_020879208.1
OG0018175	XP_013607047.1	XP_020879068.1
OG0018176	XP_013594891.1	XP_002868888.1
OG0018177	XP_013639464.1	XP_020872161.1
OG0018178	XP_013596143.1	XP_002869211.1
OG0018180	XP_013598107.1, XP_013598523.1	XP_020872848.1
OG0018181	XP_013596338.1	XP_020875655.1
OG0018182	XP_013616915.1	XP_020873896.1
OG0018183	XP_013600875.1	XP_002869498.1
OG0018184	XP_013602573.1	XP_020872562.1
OG0018185	XP_013596141.1	XP_002867463.2
OG0018186	XP_013595136.1, XP_013595137.1, XP_013626430.1	XP_020872479.1
OG0018187	XP_013589157.1	XP_002869556.2
OG0018188	XP_013637983.1	XP_002867537.1
OG0018189	XP_013619933.1	XP_002869597.1
OG0018190	XP_013600450.1	XP_002869608.1
OG0018191	XP_013598266.1	XP_020873859.1
OG0018192	XP_013596028.1, XP_013605327.1	XP_020873597.1
OG0018193	XP_013596760.1	XP_020873388.1
OG0018194	XP_013603666.1	XP_020873233.1
OG0018196	XP_013593719.1	XP_020873439.1
OG0018197	XP_013603351.1	XP_020873101.1
OG0018198	XP_013627054.1	XP_002870046.1
OG0018199	XP_013605754.1	XP_020875025.1
OG0018200	XP_013633071.1	XP_020875477.1
OG0018201	XP_013632333.1	XP_002868426.1
OG0018202	XP_013591904.1	XP_020873935.1
OG0018203	XP_013588463.1	XP_020875484.1
OG0018204	XP_013635378.1	XP_002870825.1
OG0018205	XP_013636757.1	XP_002870791.1
OG0018206	XP_013636758.1	XP_020872972.1
OG0018207	XP_013613541.1	XP_002870767.1
OG0018208	XP_013632227.1	XP_020873075.1
OG0018209	XP_013631558.1	XP_020875404.1
OG0018210	XP_013591204.1	XP_020874693.1
OG0018211	XP_013593588.1	XP_002866441.2
OG0018212	XP_013595773.1, XP_013615956.1	XP_002863342.1
OG0018213	XP_013596037.1	XP_020871033.1
OG0018214	XP_013607204.1	XP_020871681.1
OG0018215	XP_013595889.1	XP_002863846.1
OG0018216	XP_013619571.1	XP_002865604.1
OG0018217	XP_013614714.1	XP_002865637.2
OG0018218	XP_013597221.1, XP_013619884.1	XP_002864001.1
OG0018219	XP_013628350.1	XP_002864049.1
OG0018220	XP_013628440.1	XP_002865791.1
OG0018221	XP_013625360.1, XP_013625365.1	XP_020871997.1
OG0018222	XP_013630418.1	XP_002864089.1
OG0018223	XP_013609310.1	XP_002864123.1
OG0018224	XP_013614335.1	XP_020871155.1
OG0018225	XP_013609406.1	XP_002864137.1
OG0018226	XP_013615966.1	XP_020871947.1
OG0018227	XP_013594210.1	XP_020871239.1
OG0018228	XP_013609026.1	XP_020871022.1
OG0018229	XP_013601375.1, XP_013613613.1	XP_002864953.1
OG0018230	XP_013598967.1	XP_002866749.1
OG0018232	XP_013607433.1, XP_013620152.1	XP_002873889.2
OG0018233	XP_013584367.1	XP_020872283.1, XP_020876976.1, XP_020872171.1, XP_020866615.1, XP_020872029.1, XP_020870958.1
OG0018234	XP_013633070.1, XP_013628063.1	XP_020874515.1
OG0018236	XP_013596690.1	XP_020878750.1
OG0018237	XP_013619984.1, XP_013623827.1	XP_020879022.1
OG0018261	XP_013621285.1	XP_002869791.1
OG0018262	XP_013626889.1	XP_020879843.1
OG0018263	XP_013637188.1	XP_002870698.1
OG0018264	XP_013610275.1	XP_020877816.1
OG0018265	XP_013610608.1	XP_002871770.2
OG0018266	XP_013626014.1	XP_002878969.1
OG0018267	XP_013607326.1	XP_002873718.1
OG0018268	XP_013614396.1	XP_020876810.1
OG0018270	XP_013606174.1	XP_020879025.1
OG0018271	XP_013636743.1	XP_002868316.1
OG0018272	XP_013610814.1, XP_013620014.1	XP_020876228.1
OG0018273	XP_013629216.1	XP_020879235.1
OG0018274	XP_013621433.1	XP_020879502.1
OG0018275	XP_013611990.1	XP_002873605.1
OG0018276	XP_013609095.1	XP_020877360.1
OG0018277	XP_013611565.1	XP_020878388.1
OG0018280	XP_013620359.1	XP_002871422.1
OG0018281	XP_013607365.1	XP_020878311.1
OG0018282	XP_013628585.1	XP_020876648.1
OG0018283	XP_013614001.1	XP_002871388.1
OG0018284	XP_013629358.1	XP_002873412.1
OG0018285	XP_013610195.1	XP_020878495.1
OG0018286	XP_013608494.1	XP_002871359.1
OG0018287	XP_013612383.1	XP_002871343.1
OG0018288	XP_013612851.1	XP_002871314.1
OG0018289	XP_013611019.1	XP_002871275.1
OG0018290	XP_013606953.1	XP_020873718.1
OG0018292	XP_013634538.1	XP_002880897.1
OG0018293	XP_013635054.1	XP_002879077.1
OG0018294	XP_013633283.1	XP_020884678.1
OG0018295	XP_013632719.1	XP_002879120.2
OG0018296	XP_013636979.1	XP_020885296.1
OG0018297	XP_013635167.1	XP_002881031.1, XP_020874779.1
OG0018298	XP_013634916.1	XP_002879213.1
OG0018299	XP_013637517.1	XP_020885403.1
OG0018300	XP_013631731.1	XP_020885477.1
OG0018301	XP_013632072.1	XP_020885078.1
OG0018302	XP_013632316.1, XP_013622864.1	XP_020883428.1
OG0018303	XP_013635828.1	XP_020882665.1
OG0018304	XP_013631429.1	XP_002879445.1
OG0018306	XP_013602189.1	XP_020873504.1
OG0018307	XP_013598205.1	XP_020873358.1
OG0018308	XP_013593226.1	XP_002869674.1
OG0018309	XP_013585543.1	XP_002867592.1
OG0018310	XP_013592513.1	XP_002891380.2
OG0018311	XP_013638427.1	XP_002894031.1
OG0018312	XP_013628072.1	XP_002890830.1
OG0018313	XP_013584844.1	XP_020869351.1
OG0018314	XP_013586163.1	XP_020866069.1
OG0018315	XP_013587240.1	XP_002890893.1
OG0018316	XP_013587367.1	XP_020868048.1
OG0018317	XP_013584973.1	XP_002890977.1
OG0018318	XP_013586224.1	XP_020869844.1
OG0018319	XP_013598383.1	XP_002875187.1
OG0018320	XP_013596074.1	XP_020881399.1, XP_020881394.1
OG0018322	XP_013623622.1	XP_002866649.1
OG0018323	XP_013625545.1	XP_002864904.1
OG0018324	XP_013606051.1	XP_002866564.1
OG0018326	XP_013629844.1	XP_002866480.1
OG0018327	XP_013630353.1	XP_002864771.1
OG0018328	XP_013629537.1	XP_020871837.1
OG0018329	XP_013629635.1	XP_002864756.1
OG0018330	XP_013606556.1	XP_020887688.1
OG0018331	XP_013613337.1	XP_002864728.1
OG0018332	XP_013596679.1	XP_002866424.1
OG0018333	XP_013620455.1	XP_020878996.1
OG0018334	XP_013596180.1	XP_002874166.1
OG0018335	XP_013609300.1	XP_020879443.1
OG0018336	XP_013616241.1	XP_020877414.1
OG0018337	XP_013598472.1	XP_002872168.1
OG0018338	XP_013597990.1	XP_020876234.1
OG0018339	XP_013611517.1	XP_002872178.1
OG0018340	XP_013619290.1	XP_002873950.2
OG0018341	XP_013611110.1	XP_020877023.1
OG0018342	XP_013608565.1	XP_002871955.1
OG0018343	XP_013612482.1	XP_020886190.1
OG0018344	XP_013608287.1	XP_002866313.2
OG0018345	XP_013612930.1	XP_020868924.1
OG0018346	XP_013609472.1	XP_020881014.1
OG0018347	XP_013612376.1	XP_020887576.1
OG0018348	XP_013620060.1	XP_020881260.1
OG0018349	XP_013623490.1	XP_020881654.1
OG0018350	XP_013627292.1	XP_020883265.1
OG0018352	XP_013626166.1	XP_002864446.1
OG0018353	XP_013600130.1	XP_020881965.1
OG0018354	XP_013603246.1	XP_002877671.1
OG0018355	XP_013611164.1	XP_002874903.2
OG0018356	XP_013612970.1	XP_002871258.1
OG0018357	XP_013606633.1	XP_020876541.1
OG0018358	XP_013609296.1	XP_002873204.1
OG0018359	XP_013623750.1	XP_002871113.1
OG0018360	XP_013625978.1	XP_002872982.1
OG0018361	XP_013619606.1	XP_020878797.1
OG0018362	XP_013609788.1	XP_002873036.1
OG0018363	XP_013609173.1	XP_002870939.2
OG0018365	XP_013606940.1	XP_020877920.1
OG0018366	XP_013630181.1	XP_020877922.1
OG0018367	XP_013629029.1	XP_020876309.1
OG0018368	XP_013628645.1	XP_020875800.1
OG0018369	XP_013638247.1	XP_002884684.2
OG0018370	XP_013632341.1	XP_002870642.2
OG0018371	XP_013590666.1	XP_020874952.1
OG0018372	XP_013591429.1	XP_020865770.1
OG0018373	XP_013589769.1	XP_020891642.1
OG0018374	XP_013591125.1	XP_002887801.1
OG0018375	XP_013588488.1	XP_020865865.1
OG0018376	XP_013591160.1	XP_002887778.2
OG0018377	XP_013619020.1	XP_002887775.1
OG0018379	XP_013590338.1	XP_020891531.1
OG0018380	XP_013588685.1	XP_020890656.1
OG0018381	XP_013605759.1	XP_002893259.1
OG0018382	XP_013589747.1	XP_002889130.1
OG0018383	XP_013592366.1	XP_020891438.1
OG0018384	XP_013592963.1	XP_002883912.1
OG0018385	XP_013592745.1	XP_020890988.1
OG0018386	XP_013592035.1	XP_020890971.1
OG0018387	XP_013591957.1	XP_002887576.1
OG0018388	XP_013587761.1	XP_002889012.1
OG0018389	XP_013598779.1	XP_020887280.1
OG0018390	XP_013610729.1	XP_002884076.1
OG0018391	XP_013625035.1	XP_020870484.1
OG0018392	XP_013614803.1	XP_002888427.1
OG0018393	XP_013629580.1	XP_020868448.1
OG0018394	XP_013592673.1, XP_013591085.1	XP_020869874.1
OG0018395	XP_013591363.1	XP_002891772.1
OG0018396	XP_013633396.1	XP_020883184.1
OG0018397	XP_013627910.1	XP_002879603.1
OG0018398	XP_013634335.1	XP_002881465.1
OG0018400	XP_013603667.1	XP_002870419.1
OG0018401	XP_013631496.1	XP_002868421.1
OG0018402	XP_013634712.1	XP_002863232.1
OG0018403	XP_013586983.1	XP_002863230.2
OG0018404	XP_013602781.1	XP_002863200.1
OG0018405	XP_013634883.1	XP_020874767.1
OG0018406	XP_013589886.1	XP_002870337.2
OG0018407	XP_013627685.1	XP_002870328.1
OG0018408	XP_013633490.1	XP_002868294.1
OG0018409	XP_013587430.1	XP_020874621.1
OG0018410	XP_013588342.1	XP_020874242.1
OG0018411	XP_013588266.1	XP_002888923.1
OG0018412	XP_013619789.1	XP_002887489.2
OG0018413	XP_013598054.1	XP_020868731.1
OG0018415	XP_013590607.1	XP_020889776.1
OG0018416	XP_013621052.1	XP_002887553.1
OG0018417	XP_013592233.1	XP_020865798.1
OG0018418	XP_013635669.1	XP_002881900.1
OG0018419	XP_013620628.1	XP_020889994.1
OG0018420	XP_013591062.1	XP_020865906.1
OG0018421	XP_013590404.1	XP_020890228.1
OG0018422	XP_013594288.1	XP_002869506.1
OG0018423	XP_013603178.1, XP_013594621.1	XP_020874884.1
OG0018424	XP_013589707.1	XP_020874604.1
OG0018425	XP_013635606.1	XP_020872959.1
OG0018427	XP_013639422.1	XP_002877331.1
OG0018428	XP_013598446.1	XP_020880856.1
OG0018429	XP_013625536.1	XP_002875625.1
OG0018430	XP_013593758.1	XP_002875422.1
OG0018431	XP_013595938.1	XP_002865222.1
OG0018433	XP_013607801.1	XP_002865279.2
OG0018434	XP_013598349.1	XP_020885867.1
OG0018435	XP_013610609.1	XP_020881937.1
OG0018436	XP_013588261.1	XP_002891592.1
OG0018437	XP_013589862.1	XP_020870257.1
OG0018438	XP_013592041.1	XP_020870040.1
OG0018440	XP_013621960.1	XP_020868001.1
OG0018441	XP_013591543.1	XP_020870234.1
OG0018442	XP_013591009.1	XP_020868143.1
OG0018443	XP_013614691.1	XP_002863703.2
OG0018444	XP_013627575.1	XP_020885665.1
OG0018445	XP_013631884.1	XP_020883011.1
OG0018446	XP_013635636.1	XP_020883105.1
OG0018447	XP_013635509.1	XP_002879552.1
OG0018448	XP_013631573.1	XP_020884544.1
OG0018449	XP_013619537.1	XP_020873058.1
OG0018451	XP_013595295.1	XP_002868013.1
OG0018452	XP_013583271.1	XP_002870076.1
OG0018453	XP_013613529.1	XP_002868707.1
OG0018454	XP_013584517.1	XP_020872063.1
OG0018455	XP_013602957.1	XP_002870091.1
OG0018457	XP_013593526.1	XP_020885397.1
OG0018458	XP_013603229.1	XP_020880933.1
OG0018459	XP_013594297.1	XP_020882469.1
OG0018460	XP_013596561.1, XP_013619209.1	XP_020879739.1
OG0018461	XP_013602538.1	XP_002877736.1
OG0018462	XP_013627952.1	XP_020885944.1
OG0018463	XP_013611270.1	XP_020886347.1
OG0018464	XP_013596512.1	XP_020887914.1
OG0018465	XP_013606428.1	XP_002883808.1
OG0018466	XP_013598644.1	XP_020889376.1
OG0018468	XP_013591567.1	XP_020873491.1
OG0018469	XP_013595749.1	XP_002877145.1
OG0018470	XP_013597808.1	XP_020874050.1
OG0018471	XP_013622759.1	XP_020887461.1
OG0018472	XP_013618913.1	XP_002869946.1
OG0018473	XP_013599155.1	XP_002869936.1
OG0018474	XP_013610978.1	XP_002872426.1
OG0018475	XP_013595497.1	XP_020872908.1
OG0018476	XP_013597454.1	XP_020872409.1
OG0018477	XP_013602762.1	XP_020874276.1
OG0018478	XP_013602387.1	XP_020873934.1
OG0018479	XP_013614036.1	XP_020886382.1
OG0018480	XP_013622248.1	XP_020886562.1
OG0018481	XP_013583917.1	XP_002882154.1
OG0018483	XP_013629311.1	XP_020888081.1
OG0018484	XP_013629617.1	XP_020885945.1
OG0018485	XP_013623454.1	XP_002882174.1
OG0018486	XP_013583863.1	XP_020888713.1
OG0018487	XP_013586418.1	XP_002882179.1
OG0018488	XP_013599403.1	XP_002866759.1
OG0018489	XP_013608669.1	XP_020889484.1
OG0018490	XP_013608969.1	XP_020871938.1
OG0018491	XP_013611040.1	XP_020878111.1
OG0018493	XP_013635874.1	XP_020882098.1
OG0018494	XP_013635875.1	XP_020882100.1
OG0018495	XP_013605284.1	XP_002878465.2
OG0018497	XP_013626817.1	XP_020878530.1
OG0018498	XP_013603603.1	XP_002878386.1
OG0018499	XP_013604596.1	XP_020881458.1
OG0018500	XP_013605193.1	XP_020881016.1
OG0018501	XP_013587857.1	XP_020880504.1
OG0018502	XP_013600746.1	XP_020880555.1
OG0018503	XP_013612934.1	XP_020881345.1
OG0018504	XP_013603103.1	XP_020885791.1
OG0018505	XP_013588189.1	XP_020879938.1
OG0018506	XP_013604006.1	XP_020882624.1
OG0018507	XP_013605851.1	XP_020881450.1
OG0018508	XP_013633045.1	XP_002876224.1
OG0018509	XP_013636048.1	XP_002876221.1
OG0018510	XP_013636553.1	XP_002877901.1
OG0018511	XP_013603170.1	XP_002877885.2
OG0018512	XP_013634378.1	XP_002877875.1
OG0018513	XP_013598045.1	XP_020887164.1
OG0018514	XP_013610164.1	XP_020888453.1
OG0018515	XP_013588650.1	XP_020890807.1
OG0018517	XP_013590853.1	XP_002887144.1
OG0018518	XP_013621000.1	XP_002887147.1
OG0018519	XP_013596369.1	XP_002886262.1
OG0018520	XP_013595357.1	XP_002883997.1
OG0018521	XP_013631056.1	XP_002881755.1
OG0018523	XP_013635300.1	XP_002881659.1, XP_002879803.1
OG0018524	XP_013632495.1	XP_002881563.2
OG0018525	XP_013635927.1	XP_020882728.1, XP_020874142.1
OG0018526	XP_013610366.1	XP_002874735.2
OG0018527	XP_013635517.1, XP_013601785.1	XP_020885613.1
OG0018528	XP_013634121.1	XP_002880440.1
OG0018529	XP_013607174.1	XP_002875595.1
OG0018530	XP_013590361.1	XP_002893972.2
OG0018531	XP_013591450.1	XP_002893919.1
OG0018532	XP_013598360.1	XP_020868791.1
OG0018534	XP_013588684.1	XP_002893770.1
OG0018535	XP_013626086.1	XP_020878460.1
OG0018536	XP_013606842.1	XP_002872578.1
OG0018537	XP_013612168.1	XP_020878873.1
OG0018539	XP_013594987.1	XP_020876882.1
OG0018540	XP_013597107.1	XP_002872271.1
OG0018542	XP_013599018.1	XP_002886274.1
OG0018543	XP_013602715.1	XP_020888493.1
OG0018544	XP_013585449.1	XP_020871578.1
OG0018545	XP_013635853.1	XP_020883655.1
OG0018546	XP_013633789.1	XP_002882091.1
OG0018547	XP_013636431.1	XP_002882007.1
OG0018548	XP_013619854.1	XP_020871545.1
OG0018549	XP_013620269.1	XP_002884477.2
OG0018550	XP_013631316.1	XP_002868345.2
OG0018551	XP_013633678.1	XP_002880024.1
OG0018552	XP_013634794.1	XP_002881883.1
OG0018553	XP_013636613.1	XP_002880012.1
OG0018554	XP_013634015.1	XP_002881874.1
OG0018555	XP_013636585.1	XP_002881802.1
OG0018556	XP_013636085.1	XP_020883264.1
OG0018557	XP_013626626.1, XP_013631892.1	XP_020885670.1
OG0018558	XP_013585034.1	XP_002884302.1
OG0018559	XP_013635224.1	XP_002882222.1
OG0018560	XP_013630334.1	XP_020888539.1
OG0018562	XP_013587169.1	XP_020889333.1
OG0018563	XP_013584982.1	XP_020889335.1
OG0018564	XP_013583616.1	XP_020886480.1
OG0018565	XP_013630072.1	XP_002884382.1
OG0018566	XP_013585126.1	XP_002882296.2
OG0018567	XP_013638321.1	XP_020887851.1
OG0018568	XP_013587723.1	XP_002882350.1
OG0018569	XP_013587200.1	XP_020885937.1
OG0018570	XP_013584889.1	XP_020887957.1
OG0018571	XP_013587383.1	XP_002884468.1
OG0018572	XP_013615272.1, XP_013587303.1	XP_020888112.1
OG0018573	XP_013586639.1	XP_002884507.2
OG0018574	XP_013638866.1	XP_002884521.2
OG0018575	XP_013637911.1	XP_020886800.1
OG0018576	XP_013630155.1	XP_020888781.1
OG0018577	XP_013616506.1	XP_002884639.1
OG0018578	XP_013584358.1	XP_020887989.1
OG0018579	XP_013587302.1	XP_020887214.1
OG0018580	XP_013634265.1	XP_020876842.1
OG0018581	XP_013585720.1	XP_020887465.1
OG0018582	XP_013583562.1	XP_002884767.1
OG0018583	XP_013626951.1	XP_002884827.1
OG0018584	XP_013613539.1	XP_002870774.1
OG0018585	XP_013615100.1	XP_020888220.1
OG0018586	XP_013639680.1	XP_002884919.1
OG0018587	XP_013587323.1	XP_002884925.1
OG0018588	XP_013611157.1	XP_020886441.1
OG0018589	XP_013618623.1	XP_020888496.1
OG0018590	XP_013637504.1	XP_020888914.1
OG0018591	XP_013624185.1	XP_020886268.1
OG0018592	XP_013628052.1	XP_002882858.2
OG0018593	XP_013584774.1	XP_020889041.1
