Orthogroup	Brassica_oleracea	Conringia_planisiliqua
OG0016236	XP_013637953.1	CP1_g36561_DN3_SP0_c.t1
OG0016238	XP_013584164.1	CP1_g36826_DN3_SP2_c.t1
OG0016239	XP_013602054.1	CP1_g36828_DN3_SP7_c.t1
OG0016240	XP_013585857.1	CP1_g36830_DN3_SP0_c.t1
OG0016241	XP_013584508.1	CP1_g36835_DN3_SP0_c.t1
OG0016242	XP_013584861.1	CP1_g36853_DN3_SP3_c.t1
OG0016243	XP_013586745.1, XP_013615425.1	CP1_g36861_DN3_SP0_c.t1
OG0016244	XP_013603145.1	CP1_g36875_DN3_SP2_c.t1
OG0016245	XP_013604637.1	CP1_g36876_DN3_SP7_c.t1
OG0016246	XP_013604638.1	CP1_g36878_DN3_SP8_c.t1
OG0016247	XP_013603681.1	CP1_g36884_DN2_SP0_c.t1
OG0016248	XP_013624374.1	CP2_g50390_DN3_SP8_c.t1
OG0016249	XP_013600320.1	CP1_g36926_DN3_SP7_c.t1
OG0016250	XP_013603559.1	CP1_g36930_DN3_SP0_c.t1
OG0016251	XP_013585928.1	CP1_g36937_DN3_SP0_c.t1
OG0016252	XP_013638958.1	CP1_g36938_DN3_SP4_c.t1
OG0016253	XP_013600474.1	CP1_g36941_DN3_SP6_c.t1
OG0016254	XP_013604704.1	CP1_g36951_DN3_SP8_c.t1
OG0016255	XP_013583522.1	CP1_g36956_DN1_SP0_c.t1
OG0016256	XP_013583528.1	CP1_g36958_DN3_SP5_c.t1
OG0016257	XP_013599462.1	CP1_g36970_DN3_SP8_c.t1
OG0016258	XP_013583524.1	CP1_g36972_DN3_SP4_c.t1
OG0016259	XP_013603522.1	CP1_g36978_DN2_SP0_c.t1
OG0016260	XP_013604027.1, XP_013603415.1	CP1_g36982_DN3_SP2_c.t1
OG0016261	XP_013638478.1	CP1_g36985_DN3_SP1_c.t1
OG0016262	XP_013638360.1	CP1_g36989_DN3_SP6_c.t1
OG0016263	XP_013638274.1	CP1_g36991_DN3_SP0_c.t1
OG0016265	XP_013622877.1, XP_013597602.1	CP10_g44018_DN3_SP0_c.t1
OG0016266	XP_013599460.1	CP19_g18214_DN3_SP0_c.t1
OG0016267	XP_013604129.1	CP1_g37026_DN2_SP0_c.t1
OG0016268	XP_013614698.1	CP1_g37034_DN2_SP0_c.t1
OG0016269	XP_013584718.1	CP1_g37035_DN3_SP2_c.t1
OG0016270	XP_013586760.1	CP1_g37060_DN3_SP8_c.t1
OG0016271	XP_013587570.1	CP1_g37058_DN3_SP0_c.t1
OG0016272	XP_013585860.1	CP1_g37067_DN2_SP8_c.t1
OG0016273	XP_013600038.1	CP1_g36569_DN3_SP7_c.t1
OG0016274	XP_013614526.1	CP1_g37092_DN3_SP7_c.t1
OG0016275	XP_013584999.1	CP1_g37098_DN3_SP0_c.t1
OG0016276	XP_013586479.1	CP1_g37100_DN3_SP8_c.t1
OG0016277	XP_013587538.1	CP1_g37108_DN1_SP0_c.t1
OG0016278	XP_013586150.1	CP1_g37128_DN3_SP6_c.t1
OG0016279	XP_013585618.1	CP1_g37134_DN3_SP8_c.t1
OG0016280	XP_013605814.1	CP1_g37140_DN3_SP0_c.t1
OG0016281	XP_013604962.1	CP1_g37143_DN3_SP0_c.t1
OG0016282	XP_013585615.1	CP1_g37147_DN2_SP6_c.t1
OG0016283	XP_013603849.1	CP1_g37150_DN3_SP0_c.t1
OG0016284	XP_013604936.1	CP1_g37155_DN3_SP6_c.t1
OG0016285	XP_013585598.1	CP1_g37158_DN3_SP5_c.t1
OG0016286	XP_013585601.1	CP1_g37159_DN3_SP0_c.t1
OG0016287	XP_013585147.1	CP1_g37182_DN3_SP0_c.t1
OG0016288	XP_013601410.1	CP1_g37193_DN3_SP8_c.t1
OG0016289	XP_013600871.1	CP1_g37194_DN3_SP4_c.t1
OG0016290	XP_013585655.1	CP1_g37203_DN3_SP0_c.t1
OG0016291	XP_013603736.1	CP7_g44603_DN3_SP0_c.t1
OG0016292	XP_013586742.1	CP1_g37225_DN3_SP8_c.t1
OG0016293	XP_013602293.1	CP1_g37226_DN3_SP1_c.t1
OG0016294	XP_013600452.1, XP_013584648.1	CP1_g37242_DN2_SP0_c.t1
OG0016296	XP_013638518.1	CP1_g37264_DN3_SP0_c.t1
OG0016297	XP_013584651.1	CP1_g37265_DN3_SP6_c.t1
OG0016298	XP_013637699.1	CP1_g37266_DN3_SP1_c.t1
OG0016299	XP_013587201.1	CP1_g37270_DN3_SP8_c.t1
OG0016300	XP_013585779.1	CP1_g37276_DN3_SP8_c.t1
OG0016302	XP_013604855.1	CP1_g37321_DN3_SP0_c.t1
OG0016303	XP_013603694.1	CP1_g37344_DN3_SP2_c.t1
OG0016304	XP_013602447.1	CP1_g37346_DN3_SP6_c.t1
OG0016305	XP_013638906.1	CP1_g37379_DN2_SP0_c.t1
OG0016306	XP_013585884.1	CP1_g37386_DN3_SP8_c.t1
OG0016308	XP_013584158.1	CP14_g23526_DN3_SP4_c.t1
OG0016309	XP_013599920.1	CP1_g37416_DN3_SP3_c.t1
OG0016310	XP_013602108.1	CP6_g8516_DN3_SP1_c.t1
OG0016311	XP_013587316.1	CP1_g37451_DN3_SP8_c.t1
OG0016312	XP_013587185.1	CP1_g37463_DN3_SP8_c.t1
OG0016313	XP_013585223.1, XP_013601453.1	CP1_g37466_DN3_SP0_c.t1
OG0016314	XP_013605106.1	CP1_g37476_DN3_SP0_c.t1
OG0016315	XP_013585436.1	CP2_g49040_DN1_SP0_c.t1
OG0016316	XP_013638135.1	CP1_g37513_DN3_SP8_c.t1
OG0016317	XP_013605546.1	CP1_g37526_DN3_SP1_c.t1
OG0016318	XP_013605545.1	CP1_g37527_DN3_SP7_c.t1
OG0016319	XP_013613821.1	CP1_g37539_DN3_SP7_c.t1
OG0016320	XP_013587307.1	CP1_g37544_DN3_SP8_c.t1
OG0016321	XP_013586286.1	CP1_g37549_DN3_SP5_c.t1
OG0016322	XP_013603792.1, XP_013584847.1	CP1_g37553_DN3_SP0_c.t1
OG0016323	XP_013600920.1	CP1_g37559_DN3_SP8_c.t1
OG0016324	XP_013602345.1	CP1_g37566_DN3_SP1_c.t1
OG0016325	XP_013586925.1	CP1_g37581_DN3_SP5_c.t1
OG0016326	XP_013601057.1	CP1_g37598_DN3_SP0_c.t1
OG0016327	XP_013603441.1, XP_013584359.1	CP1_g37616_DN3_SP3_c.t1
OG0016328	XP_013587094.1	CP1_g37620_DN3_SP8_c.t1
OG0016329	XP_013586091.1	CP1_g37625_DN3_SP0_c.t1
OG0016331	XP_013638990.1	CP1_g37654_DN3_SP8_c.t1
OG0016332	XP_013584470.1	CP1_g37665_DN3_SP8_c.t1
OG0016333	XP_013584532.1	CP1_g37671_DN3_SP0_c.t1
OG0016334	XP_013600892.1	CP1_g37674_DN3_SP8_c.t1
OG0016335	XP_013638820.1	CP1_g37686_DN3_SP7_c.t1
OG0016336	XP_013603693.1	CP1_g37691_DN3_SP8_c.t1
OG0016337	XP_013583828.1	CP1_g37701_DN3_SP2_c.t1
OG0016338	XP_013585931.1	CP1_g37700_DN3_SP8_c.t1
OG0016339	XP_013600712.1	CP1_g37716_DN3_SP2_c.t1
OG0016340	XP_013600087.1	CP1_g37719_DN3_SP3_c.t1
OG0016341	XP_013605413.1	CP1_g37721_DN2_SP3_c.t1
OG0016342	XP_013587621.1	CP1_g37732_DN3_SP0_c.t1
OG0016343	XP_013583731.1	CP1_g37734_DN3_SP6_c.t1
OG0016344	XP_013584139.1	CP1_g37735_DN3_SP8_c.t1
OG0016345	XP_013587083.1	CP1_g37740_DN3_SP4_c.t1
OG0016346	XP_013584218.1	CP1_g37760_DN3_SP8_c.t1
OG0016347	XP_013602015.1	CP1_g37763_DN3_SP8_c.t1
OG0016348	XP_013586620.1	CP1_g37824_DN3_SP2_c.t1
OG0016349	XP_013583789.1	CP7_g46198_DN3_SP3_c.t1
OG0016350	XP_013585122.1, XP_013601488.1, XP_013603911.1	CP7_g46191_DN2_SP0_c.t1
OG0016351	XP_013587294.1	CP7_g46187_DN3_SP2_c.t1
OG0016352	XP_013602995.1	CP7_g46181_DN3_SP6_c.t1
OG0016353	XP_013602008.1	CP7_g46164_DN3_SP0_c.t1
OG0016354	XP_013585651.1	CP7_g46161_DN3_SP8_c.t1
OG0016355	XP_013637542.1	CP5_g2162_DN3_SP2_c.t1
OG0016357	XP_013638687.1	CP7_g46127_DN3_SP6_c.t1
OG0016358	XP_013587488.1	CP7_g46107_DN3_SP8_c.t1
OG0016359	XP_013602726.1	CP7_g46099_DN3_SP0_c.t1
OG0016360	XP_013600051.1	CP7_g46098_DN3_SP0_c.t1
OG0016361	XP_013604753.1	CP7_g46086_DN3_SP3_c.t1
OG0016362	XP_013638206.1	CP7_g46083_DN3_SP0_c.t1
OG0016363	XP_013583636.1	CP7_g46082_DN3_SP2_c.t1
OG0016364	XP_013587498.1	CP7_g46080_DN3_SP7_c.t1
OG0016365	XP_013602875.1	CP7_g46050_DN3_SP8_c.t1
OG0016366	XP_013602186.1	CP7_g46039_DN3_SP6_c.t1
OG0016367	XP_013600858.1	CP7_g46028_DN3_SP0_c.t1
OG0016369	XP_013585977.1	CP7_g46023_DN3_SP8_c.t1
OG0016371	XP_013603129.1	CP7_g46020_DN3_SP8_c.t1
OG0016372	XP_013583885.1	CP7_g46014_DN3_SP8_c.t1
OG0016373	XP_013621323.1	CP2_g48652_DN3_SP1_c.t1
OG0016374	XP_013586927.1	CP7_g46002_DN3_SP1_c.t1
OG0016375	XP_013638558.1	CP7_g46000_DN3_SP0_c.t1
OG0016376	XP_013587704.1	CP7_g45998_DN3_SP4_c.t1
OG0016377	XP_013638586.1	CP7_g45997_DN3_SP0_c.t1
OG0016379	XP_013604611.1	CP7_g45989_DN3_SP7_c.t1
OG0016380	XP_013604677.1	CP7_g45975_DN3_SP8_c.t1
OG0016382	XP_013599712.1	CP7_g45973_DN3_SP8_c.t1
OG0016383	XP_013623678.1	CP18_g11619_DN3_SP0_c.t1
OG0016384	XP_013583984.1	CP7_g45950_DN3_SP5_c.t1
OG0016385	XP_013600154.1	CP7_g45948_DN3_SP7_c.t1
OG0016386	XP_013600069.1	CP7_g45945_DN3_SP2_c.t1
OG0016387	XP_013600068.1	CP7_g45943_DN3_SP6_c.t1
OG0016388	XP_013585261.1	CP7_g45940_DN3_SP8_c.t1
OG0016389	XP_013615637.1, XP_013585263.1	CP7_g45938_DN2_SP7_c.t1
OG0016390	XP_013585939.1	CP7_g45932_DN2_SP0_c.t1
OG0016392	XP_013622166.1	CP8_g53167_DN3_SP0_c.t1
OG0016393	XP_013602840.1	CP7_g45886_DN3_SP6_c.t1
OG0016395	XP_013600336.1	CP7_g45874_DN3_SP0_c.t1
OG0016396	XP_013605421.1	CP7_g45859_DN3_SP1_c.t1
OG0016397	XP_013585341.1	CP7_g45848_DN3_SP0_c.t1
OG0016398	XP_013603087.1	CP7_g45844_DN3_SP7_c.t1
OG0016399	XP_013584405.1	CP7_g45837_DN2_SP0_c.t1
OG0016400	XP_013605792.1	CP7_g45827_DN3_SP0_c.t1
OG0016401	XP_013638271.1	CP7_g45825_DN3_SP0_c.t1
OG0016402	XP_013638889.1	CP7_g45821_DN3_SP2_c.t1
OG0016403	XP_013587673.1	CP7_g45818_DN3_SP0_c.t1
OG0016404	XP_013585943.1	CP7_g45808_DN3_SP1_c.t1
OG0016405	XP_013587645.1	CP7_g45793_DN3_SP3_c.t1
OG0016406	XP_013596269.1, XP_013584758.1	CP7_g45780_DN2_SP0_c.t1
OG0016407	XP_013593560.1	CP12_g30994_DN3_SP2_c.t1
OG0016408	XP_013598723.1	CP7_g45761_DN3_SP3_c.t1
OG0016409	XP_013593777.1	CP7_g45760_DN3_SP1_c.t1
OG0016410	XP_013596692.1	CP7_g45753_DN3_SP1_c.t1
OG0016411	XP_013639011.1	CP7_g45712_DN3_SP0_c.t1
OG0016412	XP_013586658.1	CP7_g45709_DN2_SP3_c.t1
OG0016413	XP_013596857.1	CP7_g45681_DN2_SP0_c.t1
OG0016414	XP_013587251.1	CP7_g45665_DN3_SP1_c.t1
OG0016415	XP_013594145.1, XP_013638853.1	CP7_g45647_DN3_SP0_c.t1
OG0016416	XP_013632084.1	CP16_g55018_DN3_SP0_c.t1
OG0016417	XP_013583892.1	CP7_g45624_DN2_SP0_c.t1
OG0016418	XP_013585494.1	CP7_g45623_DN3_SP0_c.t1
OG0016420	XP_013585496.1	CP7_g45617_DN3_SP8_c.t1
OG0016421	XP_013604223.1	CP7_g45616_DN3_SP7_c.t1
OG0016422	XP_013638624.1, XP_013585497.1	CP7_g45615_DN3_SP1_c.t1
OG0016423	XP_013637695.1	CP7_g45604_DN3_SP8_c.t1
OG0016424	XP_013587638.1	CP7_g45602_DN3_SP4_c.t1
OG0016425	XP_013586671.1	CP7_g45600_DN3_SP7_c.t1
OG0016426	XP_013586672.1	CP7_g45598_DN3_SP8_c.t1
OG0016427	XP_013596161.1, XP_013584672.1	CP7_g45570_DN3_SP0_c.t1
OG0016429	XP_013637722.1	CP7_g45567_DN3_SP0_c.t1
OG0016430	XP_013638967.1	CP7_g45541_DN3_SP5_c.t1
OG0016431	XP_013584934.1	CP7_g45539_DN2_SP1_c.t1
OG0016432	XP_013586968.1	CP7_g45531_DN3_SP2_c.t1
OG0016434	XP_013585567.1	CP7_g45524_DN2_SP0_c.t1
OG0016435	XP_013637716.1	CP7_g45516_DN3_SP0_c.t1
OG0016436	XP_013585923.1	CP7_g45506_DN3_SP8_c.t1
OG0016437	XP_013583689.1	CP7_g45505_DN1_SP5_c.t1
OG0016438	XP_013638547.1	CP7_g45504_DN3_SP8_c.t1
OG0016439	XP_013614911.1	CP7_g45483_DN3_SP0_c.t1
OG0016440	XP_013596901.1	CP7_g45478_DN3_SP0_c.t1
OG0016441	XP_013588740.1	CP9_g28805_DN3_SP0_c.t1
OG0016442	XP_013592358.1	CP9_g28796_DN3_SP8_c.t1
OG0016443	XP_013591768.1	CP9_g28789_DN3_SP0_c.t1
OG0016444	XP_013591769.1	CP9_g28786_DN3_SP0_c.t1
OG0016445	XP_013591788.1	CP9_g28778_DN3_SP0_c.t1
OG0016446	XP_013591783.1	CP9_g28774_DN3_SP8_c.t1
OG0016447	XP_013588623.1	CP9_g28773_DN2_SP0_c.t1
OG0016448	XP_013592443.1	CP9_g28771_DN3_SP0_c.t1
OG0016449	XP_013592647.1	CP9_g28769_DN3_SP2_c.t1
OG0016450	XP_013590037.1	CP9_g28755_DN3_SP0_c.t1
OG0016451	XP_013592550.1	CP9_g28753_DN3_SP3_c.t1
OG0016452	XP_013615124.1, XP_013592279.1	CP9_g28747_DN3_SP0_c.t1
OG0016453	XP_013588630.1	CP1_g38673_DN3_SP5_c.t1
OG0016454	XP_013617206.1	CP9_g28739_DN3_SP3_c.t1
OG0016455	XP_013615948.1	CP9_g28737_DN3_SP0_c.t1
OG0016456	XP_013592516.1	CP9_g28736_DN3_SP0_c.t1
OG0016457	XP_013619812.1	CP9_g27800_DN3_SP0_c.t1
OG0016458	XP_013588217.1	CP9_g28720_DN3_SP8_c.t1
OG0016459	XP_013590223.1	CP11_g32477_DN3_SP0_c.t1
OG0016460	XP_013592387.1	CP9_g28680_DN3_SP3_c.t1
OG0016461	XP_013619885.1	CP9_g28670_DN2_SP0_c.t1
OG0016462	XP_013620520.1	CP9_g28645_DN3_SP3_c.t1
OG0016463	XP_013592638.1	CP9_g28632_DN3_SP0_c.t1
OG0016464	XP_013589762.1	CP9_g28626_DN3_SP1_c.t1
OG0016465	XP_013589757.1	CP9_g28617_DN3_SP0_c.t1
OG0016466	XP_013591292.1	CP9_g28614_DN3_SP8_c.t1
OG0016467	XP_013637701.1	CP7_g44615_DN3_SP8_c.t1
OG0016468	XP_013604587.1	CP7_g44612_DN3_SP0_c.t1
OG0016469	XP_013638236.1	CP7_g44600_DN3_SP8_c.t1
OG0016470	XP_013605332.1	CP7_g44588_DN3_SP0_c.t1
OG0016472	XP_013592336.1	CP7_g44571_DN3_SP4_c.t1
OG0016473	XP_013592911.1	CP7_g44567_DN3_SP3_c.t1
OG0016474	XP_013588187.1	CP7_g44564_DN3_SP8_c.t1
OG0016476	XP_013611377.1	CP2_g48931_DN3_SP1_c.t1
OG0016477	XP_013612619.1	CP2_g48938_DN3_SP1_c.t1
OG0016478	XP_013610429.1	CP2_g48939_DN3_SP7_c.t1
OG0016479	XP_013628438.1	CP8_g52843_DN3_SP8_c.t1
OG0016480	XP_013610617.1	CP2_g48968_DN3_SP5_c.t1
OG0016481	XP_013612382.1	CP2_g48981_DN2_SP0_c.t1
OG0016482	XP_013611986.1	CP2_g48994_DN3_SP4_c.t1
OG0016483	XP_013629337.1	CP2_g48998_DN3_SP2_c.t1
OG0016484	XP_013608722.1	CP2_g49001_DN3_SP0_c.t1
OG0016485	XP_013607077.1	CP2_g49002_DN3_SP6_c.t1
OG0016486	XP_013609303.1	CP2_g49003_DN2_SP3_c.t1
OG0016487	XP_013632858.1, XP_013607206.1	CP2_g49004_DN3_SP0_c.t1
OG0016488	XP_013610952.1	CP2_g49005_DN3_SP8_c.t1
OG0016489	XP_013609892.1	CP2_g49027_DN2_SP0_c.t1
OG0016490	XP_013611136.1	CP2_g49033_DN3_SP0_c.t1
OG0016491	XP_013607329.1	CP14_g23492_DN3_SP3_c.t1
OG0016492	XP_013610266.1	CP2_g49083_DN3_SP0_c.t1
OG0016494	XP_013609317.1	CP2_g49096_DN3_SP8_c.t1
OG0016495	XP_013631071.1, XP_013632001.1	CP2_g49115_DN3_SP5_c.t1
OG0016496	XP_013612300.1	CP2_g49145_DN3_SP0_c.t1
OG0016497	XP_013614411.1	CP20_g4145_DN3_SP5_c.t1
OG0016498	XP_013606605.1	CP2_g49153_DN3_SP0_c.t1
OG0016499	XP_013632163.1, XP_013621063.1	CP2_g49158_DN3_SP0_c.t1
OG0016500	XP_013606198.1	CP2_g49159_DN3_SP1_c.t1
OG0016501	XP_013606019.1	CP2_g49179_DN3_SP0_c.t1
OG0016502	XP_013607057.1	CP2_g49220_DN3_SP8_c.t1
OG0016503	XP_013606181.1	CP2_g49232_DN3_SP0_c.t1
OG0016504	XP_013617366.1	CP2_g49245_DN3_SP4_c.t1
OG0016505	XP_013597112.1	CP2_g49249_DN3_SP8_c.t1
OG0016506	XP_013609628.1	CP2_g49267_DN3_SP7_c.t1
OG0016507	XP_013606117.1	CP2_g49277_DN3_SP8_c.t1
OG0016508	XP_013612592.1	CP2_g49294_DN3_SP8_c.t1
OG0016509	XP_013636242.1	CP28_g34076_DN3_SP1_c.t1
OG0016510	XP_013630576.1	CP2_g49301_DN3_SP8_c.t1
OG0016511	XP_013610502.1	CP2_g49303_DN3_SP4_c.t1
OG0016512	XP_013636121.1, XP_013605398.1	CP2_g49337_DN3_SP8_c.t1
OG0016513	XP_013594531.1	CP2_g49346_DN3_SP4_c.t1
OG0016514	XP_013611454.1	CP2_g49369_DN3_SP8_c.t1
OG0016515	XP_013616447.1	CP2_g49386_DN3_SP1_c.t1
OG0016516	XP_013615946.1	CP2_g49392_DN3_SP8_c.t1
OG0016517	XP_013585308.1	CP5_g1234_DN3_SP2_c.t1
OG0016519	XP_013613121.1	CP2_g49431_DN3_SP7_c.t1
OG0016520	XP_013607396.1	CP2_g49433_DN3_SP6_c.t1
OG0016521	XP_013635588.1, XP_013608179.1	CP2_g49491_DN3_SP6_c.t1
OG0016522	XP_013633721.1	CP2_g49511_DN3_SP0_c.t1
OG0016523	XP_013605983.1	CP2_g49517_DN3_SP0_c.t1
OG0016524	XP_013611971.1	CP2_g49674_DN3_SP8_c.t1
OG0016525	XP_013611970.1	CP2_g49666_DN3_SP8_c.t1
OG0016526	XP_013587764.1	CP14_g22993_DN3_SP1_c.t1
OG0016527	XP_013606927.1	CP2_g49744_DN3_SP6_c.t1
OG0016528	XP_013612204.1	CP2_g49773_DN3_SP1_c.t1
OG0016529	XP_013608716.1	CP2_g49846_DN3_SP8_c.t1
OG0016530	XP_013637865.1	CP2_g49915_DN3_SP4_c.t1
OG0016531	XP_013613577.1	CP2_g49949_DN3_SP4_c.t1
OG0016532	XP_013606285.1	CP2_g49948_DN3_SP2_c.t1
OG0016533	XP_013613584.1	CP2_g49977_DN3_SP1_c.t1
OG0016534	XP_013613591.1	CP2_g50032_DN3_SP2_c.t1
OG0016535	XP_013613573.1, XP_013607346.1	CP2_g50042_DN3_SP0_c.t1
OG0016536	XP_013606392.1	CP2_g50046_DN3_SP2_c.t1
OG0016537	XP_013606809.1	CP2_g48875_DN3_SP8_c.t1
OG0016538	XP_013610649.1	CP13_g19100_DN3_SP2_c.t1
OG0016539	XP_013613365.1	CP8_g52906_DN3_SP5_c.t1
OG0016540	XP_013614018.1	CP2_g48701_DN3_SP5_c.t1
OG0016541	XP_013610315.1	CP13_g19089_DN3_SP0_c.t1
OG0016542	XP_013606470.1	CP13_g19079_DN3_SP0_c.t1
OG0016543	XP_013612139.1	CP13_g19074_DN3_SP8_c.t1
OG0016544	XP_013607108.1	CP13_g19073_DN3_SP0_c.t1
OG0016545	XP_013612987.1	CP13_g19066_DN3_SP5_c.t1
OG0016547	XP_013608859.1	CP13_g19052_DN1_SP1_c.t1
OG0016548	XP_013612546.1	CP13_g19042_DN3_SP7_c.t1
OG0016549	XP_013613038.1	CP13_g19873_DN3_SP5_c.t1
OG0016550	XP_013597772.1	CP13_g19872_DN3_SP0_c.t1
OG0016551	XP_013594124.1	CP13_g19647_DN2_SP1_c.t1
OG0016552	XP_013614723.1	CP13_g19821_DN1_SP0_c.t1
OG0016553	XP_013597689.1	CP13_g19819_DN3_SP0_c.t1
OG0016554	XP_013593619.1, XP_013595484.1	CP13_g19751_DN3_SP8_c.t1
OG0016555	XP_013597794.1	CP13_g19715_DN3_SP2_c.t1
OG0016556	XP_013597793.1	CP13_g19713_DN3_SP3_c.t1
OG0016557	XP_013610945.1	CP4_g23993_DN3_SP2_c.t1
OG0016558	XP_013593368.1	CP13_g20106_DN3_SP2_c.t1
OG0016559	XP_013595475.1	CP13_g20107_DN3_SP4_c.t1
OG0016560	XP_013598718.1	CP19_g17983_DN3_SP5_c.t1
OG0016561	XP_013593086.1	CP13_g20125_DN3_SP3_c.t1
OG0016562	XP_013593689.1	CP13_g20165_DN2_SP0_c.t1
OG0016563	XP_013596231.1, XP_013593902.1	CP13_g19520_DN3_SP1_c.t1
OG0016564	XP_013606853.1	CP11_g31914_DN3_SP0_c.t1
OG0016565	XP_013609761.1	CP11_g31894_DN3_SP0_c.t1
OG0016566	XP_013611282.1	CP11_g31889_DN3_SP8_c.t1
OG0016567	XP_013597931.1	CP5_g1068_DN3_SP7_c.t1
OG0016568	XP_013623196.1	CP5_g1046_DN3_SP8_c.t1
OG0016569	XP_013598344.1	CP5_g1044_DN3_SP7_c.t1
OG0016570	XP_013594318.1	CP5_g1034_DN3_SP3_c.t1
OG0016571	XP_013598901.1	CP5_g1032_DN3_SP2_c.t1
OG0016572	XP_013625282.1	CP3_g14718_DN3_SP8_c.t1
OG0016573	XP_013594237.1	CP2_g48790_DN3_SP4_c.t1
OG0016574	XP_013589653.1	CP6_g7221_DN3_SP8_c.t1
OG0016575	XP_013585058.1	CP1_g38347_DN3_SP6_c.t1
OG0016576	XP_013588578.1	CP1_g38334_DN3_SP8_c.t1
OG0016577	XP_013592297.1	CP1_g38324_DN3_SP1_c.t1
OG0016578	XP_013591893.1	CP1_g38328_DN3_SP1_c.t1
OG0016579	XP_013638091.1	CP1_g38302_DN3_SP7_c.t1
OG0016580	XP_013600868.1	CP1_g38294_DN3_SP3_c.t1
OG0016581	XP_013604897.1	CP1_g38292_DN3_SP3_c.t1
OG0016583	XP_013591276.1	CP1_g38226_DN3_SP0_c.t1
OG0016584	XP_013613755.1	CP1_g38213_DN3_SP0_c.t1
OG0016585	XP_013638531.1	CP1_g38201_DN3_SP0_c.t1
OG0016586	XP_013612295.1	CP20_g4315_DN3_SP3_c.t1
OG0016587	XP_013587183.1	CP1_g38196_DN3_SP4_c.t1
OG0016588	XP_013590722.1	CP1_g38180_DN3_SP1_c.t1
OG0016589	XP_013588983.1	CP1_g38167_DN3_SP0_c.t1
OG0016590	XP_013605215.1	CP1_g38165_DN3_SP0_c.t1
OG0016591	XP_013602271.1	CP1_g38164_DN3_SP0_c.t1
OG0016592	XP_013602987.1	CP1_g38163_DN3_SP0_c.t1
OG0016593	XP_013603935.1	CP1_g38161_DN3_SP0_c.t1
OG0016594	XP_013603355.1, XP_013584701.1	CP1_g38160_DN3_SP0_c.t1
OG0016595	XP_013592727.1	CP9_g29137_DN3_SP7_c.t1
OG0016596	XP_013591137.1	CP9_g29135_DN1_SP0_c.t1
OG0016597	XP_013591657.1	CP9_g29129_DN3_SP8_c.t1
OG0016598	XP_013627680.1	CP2_g49142_DN3_SP7_c.t1, CP12_g29994_DN3_SP1_c.t1
OG0016602	XP_013595215.1	CP5_g15_DN3_SP8_c.t1
OG0016603	XP_013596373.1	CP5_g17_DN3_SP0_c.t1
OG0016604	XP_013625834.1	CP5_g20_DN3_SP2_c.t1
OG0016605	XP_013622867.1	CP5_g21_DN3_SP5_c.t1
OG0016606	XP_013593182.1	CP5_g22_DN3_SP4_c.t1
OG0016607	XP_013623466.1	CP5_g32_DN3_SP0_c.t1
OG0016608	XP_013626590.1	CP5_g33_DN3_SP2_c.t1
OG0016609	XP_013630291.1	CP5_g46_DN3_SP8_c.t1
OG0016610	XP_013629614.1	CP5_g47_DN3_SP0_c.t1
OG0016611	XP_013629616.1	CP5_g48_DN3_SP3_c.t1
OG0016612	XP_013617976.1	CP5_g49_DN3_SP7_c.t1
OG0016613	XP_013610783.1	CP5_g72_DN3_SP7_c.t1
OG0016614	XP_013620941.1	CP5_g82_DN3_SP8_c.t1
OG0016615	XP_013629017.1	CP5_g106_DN3_SP8_c.t1
OG0016616	XP_013598443.1	CP5_g111_DN3_SP0_c.t1
OG0016617	XP_013599162.1	CP5_g114_DN3_SP8_c.t1
OG0016618	XP_013626231.1	CP5_g120_DN3_SP0_c.t1
OG0016619	XP_013627328.1	CP5_g140_DN2_SP0_c.t1
OG0016620	XP_013630187.1	CP5_g149_DN3_SP0_c.t1
OG0016621	XP_013617129.1	CP5_g152_DN3_SP8_c.t1
OG0016622	XP_013622093.1	CP5_g162_DN3_SP5_c.t1
OG0016623	XP_013621897.1	CP5_g166_DN2_SP0_c.t1
OG0016624	XP_013628923.1	CP5_g169_DN3_SP8_c.t1
OG0016625	XP_013618293.1	CP5_g170_DN3_SP8_c.t1
OG0016626	XP_013595845.1	CP5_g174_DN3_SP8_c.t1
OG0016627	XP_013595948.1	CP5_g182_DN3_SP8_c.t1
OG0016628	XP_013608567.1	CP5_g195_DN3_SP4_c.t1
OG0016629	XP_013633812.1	CP6_g9288_DN3_SP2_c.t1
OG0016630	XP_013603889.1	CP5_g215_DN3_SP6_c.t1
OG0016631	XP_013595862.1	CP5_g219_DN3_SP5_c.t1
OG0016632	XP_013593472.1	CP5_g232_DN3_SP8_c.t1
OG0016633	XP_013597949.1	CP5_g248_DN3_SP3_c.t1
OG0016634	XP_013595833.1	CP5_g282_DN3_SP8_c.t1
OG0016635	XP_013620633.1	CP5_g285_DN2_SP0_c.t1
OG0016636	XP_013597920.1	CP5_g296_DN3_SP8_c.t1
OG0016638	XP_013625662.1	CP5_g323_DN3_SP3_c.t1
OG0016639	XP_013596924.1	CP5_g327_DN3_SP3_c.t1
OG0016640	XP_013586054.1	CP5_g329_DN3_SP8_c.t1
OG0016642	XP_013596318.1	CP5_g330_DN3_SP0_c.t1
OG0016643	XP_013596162.1	CP5_g337_DN3_SP6_c.t1
OG0016644	XP_013593570.1	CP5_g370_DN3_SP8_c.t1
