Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0014421	XP_013587956.1	XP_006412962.1
OG0014422	XP_013618364.1	XP_024012282.1
OG0014423	XP_013630512.1	XP_006400065.1
OG0014424	XP_013613097.1	XP_006400057.1
OG0014425	XP_013618062.1	XP_006400041.1
OG0014426	XP_013620399.1	XP_006400022.1
OG0014427	XP_013620398.1	XP_024012634.1
OG0014428	XP_013620400.1	XP_006400019.1
OG0014429	XP_013611507.1	XP_006399994.2
OG0014430	XP_013608763.1	XP_006399982.1
OG0014431	XP_013606175.1	XP_006399979.1
OG0014432	XP_013616035.1	XP_006399969.1
OG0014433	XP_013602302.1	XP_006414823.1
OG0014434	XP_013612196.1	XP_006399968.1
OG0014435	XP_013618294.1	XP_024011955.1
OG0014436	XP_013625921.1	XP_006399963.1
OG0014437	XP_013609725.1	XP_006399952.1
OG0014438	XP_013608450.1	XP_006399938.1
OG0014439	XP_013611514.1	XP_024012509.1
OG0014440	XP_013629217.1	XP_006399924.1
OG0014441	XP_013607031.1	XP_006399918.1
OG0014442	XP_013606358.1	XP_006399916.1
OG0014443	XP_013606867.1	XP_006399892.1
OG0014444	XP_013625551.1, XP_013609618.1	XP_006399891.1
OG0014445	XP_013610136.1	XP_006399884.1
OG0014446	XP_013620706.1	XP_006399876.1
OG0014447	XP_013620241.1	XP_006399832.2
OG0014448	XP_013620239.1	XP_006399831.1
OG0014449	XP_013628828.1	XP_006399800.1
OG0014450	XP_013626765.1	XP_024012211.1
OG0014451	XP_013619858.1	XP_006414153.1
OG0014452	XP_013611564.1	XP_006399750.1
OG0014453	XP_013611523.1	XP_006399744.1
OG0014454	XP_013606352.1	XP_024012328.1
OG0014455	XP_013621526.1	XP_006399733.1
OG0014456	XP_013609318.1	XP_006399691.1
OG0014457	XP_013628604.1	XP_006399685.1
OG0014458	XP_013598489.1	XP_006412936.1
OG0014459	XP_013609682.1	XP_006399668.1
OG0014460	XP_013595472.1	XP_024007657.1
OG0014461	XP_013611735.1	XP_024012353.1
OG0014462	XP_013608670.1	XP_006399629.1
OG0014463	XP_013620100.1	XP_024012074.1
OG0014464	XP_013611693.1	XP_006399603.1
OG0014465	XP_013608839.1	XP_024011419.1
OG0014466	XP_013606681.1	XP_006399600.2
OG0014467	XP_013610996.1	XP_006399589.1
OG0014468	XP_013610998.1	XP_006399586.1
OG0014470	XP_013630801.1	XP_006399566.1
OG0014471	XP_013620806.1	XP_006399563.2
OG0014472	XP_013611910.1	XP_024012372.1
OG0014473	XP_013612430.1	XP_006399554.1
OG0014474	XP_013628578.1	XP_024011632.1
OG0014475	XP_013610221.1	XP_006399548.1
OG0014476	XP_013609191.1	XP_006399533.1
OG0014477	XP_013612374.1	XP_006399513.1
OG0014478	XP_013616535.1	XP_024012603.1
OG0014479	XP_013628480.1	XP_006399501.1
OG0014480	XP_013606702.1	XP_006399486.1
OG0014481	XP_013633758.1	XP_006403091.1
OG0014482	XP_013611530.1	XP_006399441.1
OG0014483	XP_013611503.1	XP_006399424.1
OG0014484	XP_013613255.1	XP_006399423.1
OG0014485	XP_013606042.1	XP_006399387.1
OG0014486	XP_013611207.1	XP_024012633.1
OG0014487	XP_013611480.1	XP_006399356.1
OG0014488	XP_013612316.1	XP_024011635.1
OG0014489	XP_013627742.1	XP_006418674.1
OG0014490	XP_013625771.1	XP_006399325.1
OG0014491	XP_013618774.1	XP_006399322.1
OG0014493	XP_013621707.1	XP_006399292.1
OG0014494	XP_013616763.1	XP_024012102.1
OG0014495	XP_013606946.1	XP_006399242.1
OG0014496	XP_013627727.1	XP_024012618.1
OG0014497	XP_013625916.1	XP_006396516.2
OG0014498	XP_013598539.1	XP_024005128.1
OG0014499	XP_013599575.1	XP_006413349.1
OG0014500	XP_013595979.1, XP_013637481.1	XP_006413363.1
OG0014501	XP_013594407.1, XP_013597463.1	XP_006413365.1
OG0014502	XP_013599525.1	XP_006413383.1
OG0014503	XP_013601827.1	XP_006413388.1
OG0014504	XP_013585587.1	XP_006413395.2
OG0014505	XP_013636752.1	XP_006408729.1
OG0014506	XP_013628941.1	XP_024009647.1
OG0014507	XP_013597854.1	XP_024009778.1
OG0014508	XP_013632063.1	XP_006408728.1
OG0014509	XP_013634453.1	XP_006409720.1
OG0014510	XP_013632065.1	XP_006397283.1
OG0014511	XP_013630899.1	XP_006397374.1
OG0014512	XP_013628725.1	XP_024006382.1
OG0014513	XP_013631495.1	XP_006408611.1
OG0014514	XP_013635030.1	XP_006408610.1
OG0014515	XP_013636205.1	XP_024015827.1
OG0014516	XP_013631067.1	XP_006408622.1
OG0014517	XP_013626234.1	XP_024016078.1
OG0014518	XP_013632340.1	XP_006408712.1
OG0014519	XP_013632003.1	XP_006408713.1
OG0014520	XP_013637544.1	XP_006409754.1
OG0014521	XP_013634758.1	XP_006409796.1
OG0014522	XP_013636767.1	XP_006409810.1
OG0014523	XP_013637432.1	XP_006409826.1
OG0014524	XP_013636872.1	XP_024003636.1
OG0014525	XP_013637484.1	XP_006409836.1
OG0014526	XP_013631348.1	XP_024016854.1
OG0014527	XP_013637620.1	XP_024003820.1
OG0014528	XP_013637150.1	XP_006415101.2, XP_024016856.1
OG0014529	XP_013637173.1	XP_006409860.1
OG0014530	XP_013627195.1	XP_006409876.1
OG0014531	XP_013633949.1	XP_024016675.1
OG0014532	XP_013637307.1	XP_024003723.1
OG0014533	XP_013614572.1	XP_006409898.1
OG0014534	XP_013633992.1	XP_006409899.1
OG0014535	XP_013631774.1	XP_024004261.1
OG0014536	XP_013633714.1	XP_006409946.1
OG0014537	XP_013634137.1	XP_006409950.1
OG0014538	XP_013636134.1	XP_006410008.1
OG0014539	XP_013636351.1	XP_006410019.1
OG0014540	XP_013636876.1	XP_006410024.1
OG0014541	XP_013636893.1	XP_006410047.1
OG0014542	XP_013637361.1	XP_006410061.1
OG0014543	XP_013631911.1	XP_006410080.1
OG0014544	XP_013636423.1	XP_006410090.1
OG0014545	XP_013626079.1	XP_006410136.1
OG0014546	XP_013622038.1	XP_006410132.1
OG0014547	XP_013625914.1	XP_006410188.2
OG0014548	XP_013634062.1	XP_006410247.1
OG0014549	XP_013602694.1	XP_006402846.2
OG0014550	XP_013637274.1	XP_006410263.1
OG0014551	XP_013637272.1	XP_006410264.2
OG0014552	XP_013631734.1	XP_006410265.1
OG0014553	XP_013625133.1	XP_006410281.1
OG0014554	XP_013633499.1	XP_006410283.2
OG0014555	XP_013636114.1	XP_006413461.1
OG0014556	XP_013636043.1	XP_024003761.1
OG0014557	XP_013634941.1	XP_006410327.1
OG0014558	XP_013637139.1	XP_006410337.1
OG0014559	XP_013631125.1	XP_006410341.1
OG0014560	XP_013633924.1	XP_006410346.1
OG0014561	XP_013629502.1	XP_006410393.1
OG0014562	XP_013637119.1	XP_006410380.1
OG0014563	XP_013623020.1	XP_006410364.1
OG0014564	XP_013621581.1, XP_013637168.1	XP_024004256.1
OG0014565	XP_013626133.1	XP_006410407.1
OG0014566	XP_013627269.1	XP_006410409.1
OG0014567	XP_013631149.1	XP_006410429.1
OG0014568	XP_013631061.1	XP_006410430.2
OG0014569	XP_013631466.1, XP_013631761.1	XP_006410482.1
OG0014570	XP_013595522.1	XP_006403239.1
OG0014571	XP_013595637.1	XP_024013286.1, XP_006409823.2
OG0014572	XP_013593534.1	XP_006403192.1
OG0014573	XP_013614278.1	XP_024013249.1
OG0014574	XP_013614284.1	XP_006403176.1
OG0014575	XP_013606315.1	XP_006403175.1
OG0014576	XP_013608572.1	XP_006403164.1
OG0014577	XP_013594072.1	XP_006403155.1
OG0014578	XP_013612988.1	XP_006403135.1
OG0014579	XP_013594212.1	XP_024013273.1
OG0014580	XP_013597849.1	XP_006403132.2
OG0014581	XP_013598730.1	XP_006403125.1
OG0014582	XP_013599657.1	XP_006413323.1
OG0014583	XP_013596939.1	XP_006413317.1
OG0014584	XP_013593743.1	XP_006413313.1
OG0014585	XP_013592028.1	XP_006413305.1
OG0014586	XP_013621002.1	XP_024005592.1
OG0014587	XP_013594053.1	XP_006413297.1
OG0014588	XP_013597083.1, XP_013625714.1	XP_006413295.1
OG0014589	XP_013588074.1	XP_006393531.1
OG0014590	XP_013590541.1	XP_006393556.1
OG0014591	XP_013600817.1	XP_006393565.2
OG0014592	XP_013637972.1	XP_024006240.1
OG0014593	XP_013587948.1	XP_006393596.1
OG0014594	XP_013626446.1, XP_013639444.1	XP_006415746.1
OG0014595	XP_013590382.1	XP_006393684.1
OG0014596	XP_013592392.1	XP_006390169.1
OG0014597	XP_013592042.1	XP_006393673.1
OG0014598	XP_013604817.1	XP_006393667.1
OG0014599	XP_013592175.1	XP_024006262.1
OG0014600	XP_013600008.1	XP_006393637.1
OG0014601	XP_013586449.1	XP_006415732.1
OG0014602	XP_013629273.1	XP_006415731.1
OG0014603	XP_013622674.1	XP_006415720.1
OG0014604	XP_013629591.1	XP_006415713.2
OG0014605	XP_013625411.1	XP_006415693.1
OG0014606	XP_013623588.1	XP_006415684.1
OG0014607	XP_013637920.1	XP_006415670.1
OG0014608	XP_013587112.1	XP_006415667.1
OG0014609	XP_013585502.1	XP_006415656.1
OG0014610	XP_013596777.1	XP_024008925.1
OG0014611	XP_013623630.1	XP_006415596.1
OG0014612	XP_013586393.1	XP_006415577.1
OG0014613	XP_013597294.1	XP_006415564.1
OG0014614	XP_013585323.1	XP_006415555.1
OG0014615	XP_013585807.1	XP_006415544.1
OG0014616	XP_013585371.1	XP_006415538.1
OG0014617	XP_013587523.1	XP_006415525.1
OG0014618	XP_013638529.1	XP_006418917.2, XP_024008559.1
OG0014619	XP_013638208.1	XP_006415514.1
OG0014620	XP_013584490.1	XP_006415464.2
OG0014621	XP_013586249.1	XP_006415459.1
OG0014622	XP_013586251.1	XP_006415457.1
OG0014623	XP_013607759.1	XP_006413418.1
OG0014624	XP_013587029.1	XP_006415446.1
OG0014625	XP_013587640.1	XP_006415440.1
OG0014626	XP_013637692.1	XP_006415437.1
OG0014627	XP_013584141.1, XP_013595752.1	XP_006415408.1
OG0014628	XP_013584588.1	XP_006415402.1
OG0014629	XP_013638079.1	XP_006415395.1
OG0014630	XP_013584174.1	XP_024008837.1
OG0014631	XP_013595553.1	XP_006415364.1
OG0014632	XP_013618613.1	XP_024008385.1
OG0014633	XP_013595802.1	XP_006415344.1
OG0014634	XP_013604029.1	XP_006415334.1
OG0014635	XP_013584604.1, XP_013604030.1	XP_006415328.1
OG0014636	XP_013587412.1	XP_006415325.1
OG0014637	XP_013586718.1	XP_006415323.1
OG0014638	XP_013587089.1	XP_006415304.1
OG0014639	XP_013584106.1	XP_024008426.1
OG0014640	XP_013604776.1	XP_006415302.1
OG0014641	XP_013599782.1	XP_024008147.1
OG0014642	XP_013637770.1	XP_006415248.1
OG0014643	XP_013587569.1	XP_006415245.1
OG0014644	XP_013585476.1	XP_006415237.1
OG0014645	XP_013584254.1	XP_024008376.1
OG0014646	XP_013586097.1	XP_006415217.2
OG0014647	XP_013586302.1	XP_006415182.1
OG0014648	XP_013599033.1	XP_006395766.1
OG0014649	XP_013598174.1	XP_006395759.1
OG0014650	XP_013593571.1	XP_006395742.2
OG0014651	XP_013597729.1	XP_006395732.1
OG0014652	XP_013606037.1	XP_006395705.1
OG0014653	XP_013636951.1	XP_006413370.1
OG0014654	XP_013614485.1	XP_006395703.1
OG0014655	XP_013593604.1	XP_006395688.1
OG0014656	XP_013593842.1	XP_024007653.1
OG0014657	XP_013593073.1	XP_006393880.1
OG0014658	XP_013593934.1	XP_006393883.1
OG0014659	XP_013609918.1	XP_006393903.1
OG0014660	XP_013597940.1	XP_006393923.1
OG0014661	XP_013597939.1	XP_006393926.1
OG0014662	XP_013637938.1	XP_006393927.1
OG0014663	XP_013611969.1	XP_006393929.1
OG0014664	XP_013598745.1	XP_006393930.1
OG0014665	XP_013596682.1	XP_006393946.1
OG0014666	XP_013616609.1	XP_006393950.1
OG0014667	XP_013628303.1	XP_006393954.1
OG0014668	XP_013625376.1	XP_006393968.1
OG0014669	XP_013629196.1	XP_006393973.1
OG0014670	XP_013629195.1	XP_024006849.1, XP_024006924.1
OG0014671	XP_013622849.1	XP_006393979.1
OG0014672	XP_013622781.1	XP_006393992.1
OG0014674	XP_013606219.1	XP_006394020.2
OG0014675	XP_013613611.1	XP_024007437.1
OG0014676	XP_013613632.1	XP_006394071.1
OG0014677	XP_013625672.1	XP_006396513.1
OG0014678	XP_013622600.1	XP_024007326.1
OG0014679	XP_013630826.1	XP_006394105.1
OG0014680	XP_013625876.1	XP_006394119.1
OG0014681	XP_013622159.1	XP_006394128.1
OG0014682	XP_013612920.1	XP_024007652.1
OG0014683	XP_013628513.1	XP_006394152.1
OG0014684	XP_013628907.1	XP_006394155.1
OG0014685	XP_013620997.1	XP_006394156.1
OG0014686	XP_013629402.1	XP_006394160.1
OG0014687	XP_013616072.1	XP_006394171.1
OG0014688	XP_013611035.1	XP_006394184.1
OG0014689	XP_013628333.1	XP_006394192.1
OG0014690	XP_013625366.1	XP_006394217.1
OG0014691	XP_013630818.1	XP_006394224.1
OG0014692	XP_013630549.1	XP_024007619.1
OG0014693	XP_013622532.1	XP_024007054.1
OG0014694	XP_013625562.1	XP_006394278.1
OG0014695	XP_013629533.1	XP_006394279.1
OG0014696	XP_013612984.1	XP_006394281.1
OG0014697	XP_013621809.1	XP_006394283.1
OG0014698	XP_013612301.1	XP_024007548.1
OG0014699	XP_013629038.1	XP_006394306.1
OG0014700	XP_013628435.1	XP_006394295.1
OG0014701	XP_013606672.1	XP_006394312.1
OG0014702	XP_013612553.1	XP_006394314.1
OG0014703	XP_013608993.1	XP_006394317.1
OG0014704	XP_013626184.1	XP_006394328.1
OG0014705	XP_013611845.1	XP_006394329.2
OG0014706	XP_013627693.1	XP_024007613.1
OG0014707	XP_013629618.1	XP_006394377.1
OG0014708	XP_013627224.1	XP_006394409.1
OG0014709	XP_013623687.1	XP_006394410.2
OG0014710	XP_013616090.1	XP_006394429.1
OG0014711	XP_013621071.1	XP_006394436.1
OG0014712	XP_013630352.1	XP_006394438.1
OG0014713	XP_013630682.1	XP_006394442.1
OG0014714	XP_013630228.1	XP_006394450.1
OG0014715	XP_013620660.1, XP_013630232.1	XP_024007609.1
OG0014716	XP_013596626.1	XP_006394480.1
OG0014717	XP_013607043.1	XP_006394481.1
OG0014718	XP_013597616.1	XP_024006742.1
OG0014719	XP_013617951.1, XP_013595028.1	XP_006394501.2
OG0014720	XP_013606856.1	XP_006394513.1
OG0014721	XP_013594159.1	XP_006394522.1
OG0014722	XP_013620466.1	XP_006394537.1
OG0014723	XP_013597474.1	XP_006394549.1
OG0014724	XP_013597473.1	XP_006394550.1
OG0014725	XP_013597476.1	XP_006394551.1
OG0014726	XP_013593744.1	XP_006394558.1
OG0014727	XP_013595209.1	XP_006394580.1
OG0014728	XP_013620721.1	XP_024007448.1
OG0014729	XP_013598327.1	XP_006394615.2
OG0014730	XP_013597850.1	XP_024006746.1
OG0014731	XP_013609040.1	XP_006394637.1
OG0014732	XP_013599219.1	XP_006394646.1
OG0014733	XP_013588016.1	XP_006393687.1
OG0014734	XP_013609769.1	XP_006394667.1
OG0014735	XP_013628938.1	XP_006418988.1
OG0014736	XP_013598155.1	XP_006394682.1
OG0014737	XP_013593669.1	XP_006394683.1
OG0014738	XP_013599012.1	XP_006394684.1
OG0014739	XP_013598626.1	XP_006394687.1
OG0014740	XP_013598624.1	XP_006394689.1
OG0014741	XP_013597551.1	XP_006394693.1
OG0014742	XP_013606276.1	XP_006394705.2
OG0014743	XP_013618329.1	XP_024007117.1
OG0014744	XP_013627441.1	XP_006397277.1
OG0014745	XP_013599438.1	XP_006394707.1
OG0014746	XP_013612936.1	XP_006394715.1
OG0014747	XP_013618372.1	XP_006394728.1
OG0014748	XP_013596902.1	XP_006394733.1
OG0014749	XP_013597941.1	XP_024007523.1
OG0014750	XP_013593305.1	XP_006394739.1
OG0014751	XP_013596400.1	XP_006394744.1
OG0014752	XP_013593501.1	XP_024006958.1
OG0014753	XP_013614297.1	XP_006394840.1
OG0014754	XP_013596354.1	XP_006394849.1
OG0014755	XP_013598375.1	XP_006394851.1
OG0014756	XP_013597101.1	XP_006394853.1
OG0014757	XP_013593191.1	XP_006394860.2
OG0014758	XP_013616199.1	XP_006400494.1
OG0014759	XP_013611113.1, XP_013629424.1	XP_006400528.1
OG0014760	XP_013608745.1	XP_006400545.1
OG0014761	XP_013620665.1, XP_013630281.1	XP_006400568.1
OG0014762	XP_013626121.1	XP_006400576.1
OG0014763	XP_013607183.1	XP_006400590.1
OG0014764	XP_013613021.1	XP_006400606.1
OG0014765	XP_013618912.1	XP_006400608.1
OG0014766	XP_013609829.1	XP_006400609.1
OG0014767	XP_013625245.1	XP_006400620.1
OG0014768	XP_013611902.1	XP_006400622.1
OG0014769	XP_013616438.1	XP_024011762.1
OG0014770	XP_013625337.1	XP_006400656.1
OG0014771	XP_013611689.1	XP_006400675.1
OG0014772	XP_013608872.1	XP_006400693.1
OG0014773	XP_013629719.1	XP_024011959.1
OG0014774	XP_013625356.1	XP_006400717.2
OG0014775	XP_013616530.1	XP_006400720.1
OG0014776	XP_013586922.1	XP_006416137.1
OG0014777	XP_013621189.1	XP_006400735.1
OG0014778	XP_013621283.1	XP_006400744.1
OG0014779	XP_013619680.1	XP_006400745.1
OG0014780	XP_013610307.1	XP_024012706.1
OG0014781	XP_013630749.1	XP_006400778.1
OG0014782	XP_013611642.1, XP_013616296.1	XP_006400792.1
OG0014783	XP_013615070.1	XP_024009745.1
OG0014784	XP_013619098.1	XP_006400795.2
OG0014785	XP_013606603.1	XP_006400796.1
OG0014786	XP_013614896.1	XP_006401863.2
OG0014787	XP_013606651.1	XP_006401687.1
OG0014788	XP_013628869.1, XP_013629978.1	XP_006400817.1
OG0014790	XP_013611931.1	XP_006400831.1
OG0014791	XP_013606091.1	XP_006400836.2
OG0014792	XP_013606764.1	XP_024012456.1
OG0014793	XP_013606311.1	XP_024012698.1
OG0014795	XP_013621368.1	XP_006400911.2
OG0014796	XP_013618592.1	XP_006400919.1
OG0014797	XP_013611820.1	XP_006400957.1
OG0014798	XP_013614378.1	XP_024014717.1
OG0014799	XP_013609045.1	XP_024012426.1
OG0014800	XP_013609947.1	XP_006400970.1
OG0014801	XP_013615645.1	XP_006400982.1
OG0014802	XP_013616233.1	XP_006400985.2
OG0014803	XP_013610408.1	XP_006401005.2
OG0014804	XP_013613107.1	XP_006401006.1
OG0014805	XP_013609006.1	XP_006401053.1
OG0014806	XP_013606990.1	XP_006401062.1
OG0014807	XP_013611405.1	XP_006401070.1
OG0014808	XP_013611407.1	XP_024011719.1
OG0014809	XP_013612468.1	XP_006401082.1
OG0014810	XP_013620761.1	XP_006401106.1
OG0014811	XP_013612026.1	XP_024012085.1
OG0014812	XP_013616398.1	XP_006401116.1
OG0014813	XP_013628479.1	XP_006401125.1
OG0014814	XP_013608706.1	XP_006401127.1
OG0014815	XP_013629127.1	XP_006401189.1
OG0014816	XP_013608702.1	XP_006401128.1
OG0014817	XP_013619374.1	XP_006401132.2
OG0014818	XP_013611387.1	XP_006401147.2
OG0014819	XP_013621612.1	XP_006401151.1
OG0014820	XP_013607066.1, XP_013626910.1	XP_006401172.1
OG0014821	XP_013615208.1, XP_013608941.1	XP_006401175.1
OG0014822	XP_013623491.1	XP_024012301.1
OG0014823	XP_013609784.1	XP_006401181.2
OG0014824	XP_013611797.1	XP_006401183.1
OG0014825	XP_013625219.1	XP_006401207.2
OG0014826	XP_013616066.1	XP_006401210.1
OG0014827	XP_013616682.1	XP_006395858.1
OG0014828	XP_013599083.1	XP_006409179.1
OG0014829	XP_013596102.1	XP_006409571.1
OG0014830	XP_013606283.1	XP_006401249.1
OG0014831	XP_013609388.1	XP_006401248.1
OG0014832	XP_013612558.1	XP_006401236.1
OG0014833	XP_013612304.1	XP_024011860.1
OG0014834	XP_013612305.1	XP_006401293.1
OG0014835	XP_013612140.1	XP_006401304.1
OG0014836	XP_013609144.1	XP_024012112.1
OG0014837	XP_013621607.1	XP_006401378.1
OG0014838	XP_013609337.1, XP_013619108.1	XP_024012281.1
OG0014839	XP_013612604.1	XP_006401418.1
OG0014840	XP_013607181.1	XP_006401397.1
OG0014841	XP_013621082.1	XP_006401399.1
OG0014842	XP_013611778.1	XP_006401402.1
OG0014844	XP_013612948.1	XP_006401410.2
OG0014845	XP_013608207.1	XP_024012482.1
OG0014846	XP_013628603.1	XP_006401436.1
OG0014847	XP_013608201.1, XP_013614107.1	XP_024011991.1
OG0014848	XP_013609990.1	XP_006401454.1
OG0014849	XP_013609290.1	XP_006401524.1
OG0014850	XP_013630266.1	XP_006404127.1
OG0014851	XP_013617237.1	XP_024013639.1
OG0014852	XP_013625986.1	XP_024013846.1
OG0014853	XP_013613849.1	XP_006404170.1
OG0014854	XP_013605140.1	XP_006404192.1
OG0014855	XP_013602380.1	XP_024013408.1
OG0014856	XP_013608987.1	XP_006404215.1
OG0014857	XP_013606538.1	XP_006396449.1
OG0014858	XP_013607159.1	XP_006396464.1
OG0014859	XP_013629282.1	XP_006399230.1
OG0014860	XP_013612945.1	XP_024012573.1
OG0014861	XP_013628419.1	XP_006411144.1
OG0014863	XP_013610867.1	XP_006399182.1
OG0014864	XP_013619669.1	XP_006399165.1
OG0014865	XP_013630136.1	XP_006399161.1
OG0014866	XP_013609638.1	XP_006399155.1
OG0014867	XP_013616348.1, XP_013609712.1	XP_006399152.1
OG0014868	XP_013612622.1	XP_006399126.1
OG0014869	XP_013609015.1	XP_024011768.1
OG0014870	XP_013618363.1	XP_006404452.2
OG0014871	XP_013610058.1	XP_006399069.1
OG0014872	XP_013610034.1	XP_024012025.1
OG0014873	XP_013599395.1	XP_006413466.1
OG0014874	XP_013618928.1, XP_013609776.1	XP_006399058.1
OG0014875	XP_013609778.1	XP_006399057.2
OG0014876	XP_013609891.1	XP_006399056.1
OG0014877	XP_013608920.1	XP_006399054.2
OG0014878	XP_013606321.1	XP_024011862.1
OG0014879	XP_013611870.1	XP_006399040.1
OG0014880	XP_013608729.1	XP_006399038.1
OG0014881	XP_013625527.1	XP_006399034.1
OG0014882	XP_013606203.1	XP_006399028.2
OG0014883	XP_013611520.1	XP_006399025.1
OG0014884	XP_013605961.1	XP_006399000.1
OG0014885	XP_013613332.1	XP_006398985.1
OG0014886	XP_013610582.1	XP_006398984.1
OG0014887	XP_013612575.1	XP_006398978.1
OG0014888	XP_013623050.1	XP_006398970.1
OG0014889	XP_013611014.1	XP_006398948.1
OG0014890	XP_013611008.1	XP_006398944.1
OG0014894	XP_013629460.1	XP_006398911.1
OG0014895	XP_013628919.1	XP_006398900.1
OG0014896	XP_013612909.1	XP_006398895.1
OG0014897	XP_013611361.1	XP_024011978.1
OG0014898	XP_013629666.1	XP_006398884.2
OG0014899	XP_013613340.1	XP_006398878.1
OG0014900	XP_013611103.1	XP_006398870.1
OG0014901	XP_013612366.1	XP_006398866.1
OG0014902	XP_013615622.1, XP_013612273.1	XP_006398856.1
OG0014903	XP_013611680.1	XP_006398852.1
OG0014905	XP_013637510.1	XP_006395937.1
OG0014906	XP_013606879.1	XP_006398827.1
OG0014907	XP_013606460.1	XP_006398823.1
OG0014908	XP_013612143.1	XP_024011573.1
OG0014909	XP_013621422.1	XP_006398815.1
OG0014910	XP_013625915.1	XP_006398797.1
OG0014911	XP_013618381.1	XP_006398780.1
OG0014912	XP_013610373.1	XP_006398772.1
OG0014913	XP_013630195.1	XP_006398761.2
OG0014914	XP_013610512.1	XP_006398739.1
OG0014915	XP_013610516.1	XP_006398738.1
OG0014916	XP_013616031.1	XP_006392262.1
OG0014917	XP_013627584.1, XP_013609598.1	XP_006398721.1
OG0014918	XP_013625001.1, XP_013607303.1	XP_006398700.1
OG0014919	XP_013611617.1	XP_006398689.1
OG0014920	XP_013620131.1	XP_006398683.1
OG0014921	XP_013606708.1	XP_006398682.1
OG0014922	XP_013625561.1	XP_024011161.1
OG0014923	XP_013621998.1	XP_006398668.1
OG0014924	XP_013622010.1	XP_006398661.1
OG0014925	XP_013609555.1, XP_013619792.1	XP_006398655.1
OG0014926	XP_013630274.1	XP_006398652.1
OG0014927	XP_013606800.1	XP_006398648.1
OG0014928	XP_013619574.1	XP_024011866.1
OG0014929	XP_013625888.1	XP_006398624.1
OG0014930	XP_013616649.1	XP_006398621.1
OG0014931	XP_013620489.1	XP_024011513.1
OG0014932	XP_013614145.1	XP_006398616.1
OG0014933	XP_013621747.1	XP_024011704.1
OG0014934	XP_013625254.1	XP_006398610.1
OG0014935	XP_013630176.1	XP_006398608.1
OG0014936	XP_013627275.1	XP_006398604.1
OG0014937	XP_013628626.1	XP_006398602.1
OG0014938	XP_013606347.1	XP_006398595.1
OG0014939	XP_013621320.1	XP_006398567.1
OG0014940	XP_013626896.1	XP_006398564.2
OG0014941	XP_013628643.1	XP_006398563.1
OG0014942	XP_013629356.1	XP_024011824.1
OG0014943	XP_013638249.1	XP_006409560.1
OG0014944	XP_013621838.1	XP_006398553.2
OG0014945	XP_013633985.1	XP_006405424.1
OG0014946	XP_013590152.1	XP_006405386.1
OG0014947	XP_013636609.1	XP_024014637.1
OG0014948	XP_013631329.1	XP_006405324.1
OG0014949	XP_013589775.1	XP_006389739.1
OG0014950	XP_013591426.1	XP_006389706.1
OG0014951	XP_013592249.1	XP_006389712.2
OG0014952	XP_013592058.1	XP_006389724.1
OG0014953	XP_013590434.1	XP_006389727.2
OG0014954	XP_013590433.1	XP_006389729.1
OG0014955	XP_013592154.1	XP_006389737.1
OG0014956	XP_013591427.1	XP_006389744.1
OG0014957	XP_013591199.1	XP_006389752.1
OG0014958	XP_013590201.1	XP_006389764.1
OG0014959	XP_013614601.1	XP_006404811.2
OG0014960	XP_013619409.1	XP_006389782.2
OG0014961	XP_013620331.1	XP_006389789.1
OG0014962	XP_013621446.1	XP_006389819.1
OG0014963	XP_013621653.1	XP_006389840.1
OG0014964	XP_013592318.1	XP_006389846.1
OG0014965	XP_013607126.1	XP_006394956.1
OG0014966	XP_013591405.1	XP_006389876.2
OG0014967	XP_013587950.1	XP_024007278.1
OG0014968	XP_013588031.1	XP_006389889.1
OG0014969	XP_013583724.1	XP_006415803.1
OG0014970	XP_013592755.1	XP_006389918.1
OG0014971	XP_013591113.1	XP_006389919.1
OG0014972	XP_013591566.1	XP_006389923.1
OG0014973	XP_013600052.1	XP_006408849.2
OG0014974	XP_013587955.1	XP_006389935.1
OG0014975	XP_013590217.1	XP_006389939.2
OG0014976	XP_013588617.1	XP_006389941.2
OG0014977	XP_013588742.1	XP_006389943.1
OG0014978	XP_013621061.1	XP_024006464.1
OG0014979	XP_013625009.1, XP_013589840.1	XP_006389960.1
OG0014980	XP_013591596.1	XP_006389970.1
OG0014981	XP_013588029.1	XP_006390033.1
OG0014982	XP_013588003.1	XP_024011036.1
OG0014983	XP_013588632.1	XP_024007105.1
OG0014984	XP_013619514.1	XP_006390062.1
OG0014985	XP_013621044.1	XP_024012878.1
OG0014986	XP_013592343.1	XP_006390068.1
OG0014987	XP_013592658.1	XP_024009017.1
OG0014988	XP_013587812.1	XP_006390082.1
OG0014989	XP_013618408.1	XP_006390089.1
OG0014990	XP_013636486.1	XP_006395936.1
OG0014991	XP_013620817.1	XP_024014380.1
OG0014992	XP_013592820.1	XP_006390111.1
OG0014993	XP_013591578.1	XP_006390118.1
OG0014994	XP_013592234.1	XP_024012740.1
OG0014995	XP_013588313.1	XP_006390166.1
OG0014996	XP_013588657.1	XP_006390170.1
OG0014997	XP_013590123.1	XP_006390179.1
OG0014998	XP_013590044.1	XP_006390185.1
OG0014999	XP_013591075.1	XP_006390191.1, XP_006390190.1
OG0015000	XP_013592505.1	XP_006390194.1
OG0015001	XP_013591530.1	XP_006390202.1
