Orthogroup	Brassica_oleracea	Cardamine_hirsuta
OG0016423	XP_013637695.1	CARHR022110
OG0016424	XP_013587638.1	CARHR022130
OG0016425	XP_013586671.1	CARHR022150
OG0016426	XP_013586672.1	CARHR022160
OG0016427	XP_013596161.1, XP_013584672.1	CARHR022510
OG0016428	XP_013595619.1, XP_013584551.1	CARHR022530
OG0016429	XP_013637722.1	CARHR022540
OG0016430	XP_013638967.1	CARHR022800
OG0016431	XP_013584934.1	CARHR022820
OG0016432	XP_013586968.1	CARHR022890
OG0016433	XP_013586112.1	CARHR035320, CARHR022910
OG0016434	XP_013585567.1	CARHR022980
OG0016435	XP_013637716.1	CARHR023060
OG0016436	XP_013585923.1	CARHR023130
OG0016437	XP_013583689.1	CARHR023150
OG0016438	XP_013638547.1	CARHR023160
OG0016439	XP_013614911.1	CARHR023380
OG0016440	XP_013596901.1	CARHR023440
OG0016441	XP_013588740.1	CARHR290930
OG0016442	XP_013592358.1	CARHR290970
OG0016443	XP_013591768.1	CARHR291040
OG0016444	XP_013591769.1	CARHR291060
OG0016445	XP_013591788.1	CARHR291140
OG0016446	XP_013591783.1	CARHR291180
OG0016447	XP_013588623.1	CARHR291190
OG0016448	XP_013592443.1	CARHR291210
OG0016449	XP_013592647.1	CARHR291240
OG0016450	XP_013590037.1	CARHR064580
OG0016451	XP_013592550.1	CARHR064540
OG0016452	XP_013615124.1, XP_013592279.1	CARHR064510
OG0016453	XP_013588630.1	CARHR036160
OG0016454	XP_013617206.1	CARHR064410
OG0016455	XP_013615948.1	CARHR064390
OG0016456	XP_013592516.1	CARHR064380
OG0016457	XP_013619812.1	CARHR057220
OG0016458	XP_013588217.1	CARHR064180
OG0016459	XP_013590223.1	CARHR063900
OG0016460	XP_013592387.1	CARHR063810
OG0016461	XP_013619885.1	CARHR063750
OG0016462	XP_013620520.1	CARHR063510
OG0016463	XP_013592638.1	CARHR063320
OG0016465	XP_013589757.1	CARHR063190
OG0016466	XP_013591292.1	CARHR063170
OG0016467	XP_013637701.1	CARHR032170
OG0016468	XP_013604587.1	CARHR032180
OG0016469	XP_013638236.1	CARHR032260
OG0016470	XP_013605332.1	CARHR032380
OG0016471	XP_013592632.1, XP_013605775.1	CARHR032510
OG0016472	XP_013592336.1	CARHR032610
OG0016473	XP_013592911.1	CARHR032630
OG0016474	XP_013588187.1	CARHR032670
OG0016476	XP_013611377.1	CARHR047880
OG0016477	XP_013612619.1	CARHR047930
OG0016478	XP_013610429.1	CARHR047940
OG0016479	XP_013628438.1	CARHR273810
OG0016480	XP_013610617.1	CARHR048550
OG0016481	XP_013612382.1	CARHR048690
OG0016482	XP_013611986.1	CARHR048890
OG0016483	XP_013629337.1	CARHR049020
OG0016484	XP_013608722.1	CARHR049050
OG0016485	XP_013607077.1	CARHR049060
OG0016486	XP_013609303.1	CARHR049070
OG0016487	XP_013632858.1, XP_013607206.1	CARHR049080
OG0016488	XP_013610952.1	CARHR049090
OG0016489	XP_013609892.1	CARHR049400
OG0016491	XP_013607329.1	CARHR259370
OG0016492	XP_013610266.1	CARHR050400
OG0016493	XP_013637285.1, XP_013606477.1	CARHR050460
OG0016494	XP_013609317.1	CARHR050560
OG0016495	XP_013631071.1, XP_013632001.1	CARHR050780
OG0016496	XP_013612300.1	CARHR051290
OG0016497	XP_013614411.1	CARHR260960
OG0016498	XP_013606605.1	CARHR051350, CARHR051360
OG0016499	XP_013632163.1, XP_013621063.1	CARHR051450
OG0016500	XP_013606198.1	CARHR051460
OG0016501	XP_013606019.1	CARHR051670
OG0016502	XP_013607057.1	CARHR051910
OG0016503	XP_013606181.1	CARHR051730
OG0016504	XP_013617366.1	CARHR052370
OG0016505	XP_013597112.1	CARHR052430
OG0016506	XP_013609628.1	CARHR052560
OG0016507	XP_013606117.1	CARHR052620
OG0016508	XP_013612592.1	CARHR052730
OG0016509	XP_013636242.1	CARHR110960
OG0016510	XP_013630576.1	CARHR052880
OG0016511	XP_013610502.1	CARHR052900
OG0016512	XP_013636121.1, XP_013605398.1	CARHR053170
OG0016513	XP_013594531.1	CARHR053250
OG0016514	XP_013611454.1	CARHR053470
OG0016515	XP_013616447.1	CARHR283790
OG0016516	XP_013615946.1	CARHR283850
OG0016517	XP_013585308.1	CARHR235400
OG0016518	XP_013637230.1, XP_013607078.1	CARHR283940
OG0016519	XP_013613121.1	CARHR284170
OG0016520	XP_013607396.1	CARHR284180
OG0016521	XP_013635588.1, XP_013608179.1	CARHR053820, CARHR278220
OG0016522	XP_013633721.1	CARHR053910
OG0016523	XP_013605983.1	CARHR053950
OG0016524	XP_013611971.1	CARHR104770
OG0016525	XP_013611970.1	CARHR054430
OG0016527	XP_013606927.1	CARHR054720
OG0016528	XP_013612204.1	CARHR054800
OG0016529	XP_013608716.1	CARHR054920
OG0016530	XP_013637865.1	CARHR055230
OG0016531	XP_013613577.1	CARHR289860
OG0016532	XP_013606285.1	CARHR289850
OG0016533	XP_013613584.1	CARHR289820
OG0016534	XP_013613591.1	CARHR289770
OG0016535	XP_013613573.1, XP_013607346.1	CARHR289740
OG0016536	XP_013606392.1	CARHR289670
OG0016537	XP_013606809.1	CARHR046810
OG0016538	XP_013610649.1	CARHR046720
OG0016539	XP_013613365.1	CARHR257730, CARHR257740
OG0016540	XP_013596436.1, XP_013614018.1	CARHR182240
OG0016541	XP_013610315.1	CARHR046640
OG0016542	XP_013606470.1	CARHR046550
OG0016543	XP_013612139.1	CARHR046490
OG0016544	XP_013607108.1	CARHR046480
OG0016545	XP_013612987.1	CARHR046420
OG0016547	XP_013608859.1	CARHR046300
OG0016548	XP_013612546.1	CARHR046180
OG0016549	XP_013613038.1	CARHR175380
OG0016550	XP_013597772.1	CARHR175370
OG0016551	XP_013594124.1	CARHR144230
OG0016552	XP_013614723.1	CARHR174620
OG0016553	XP_013597689.1	CARHR174600
OG0016554	XP_013593619.1, XP_013595484.1	CARHR173940
OG0016555	XP_013597794.1	CARHR216590, CARHR173540
OG0016556	XP_013597793.1	CARHR066190
OG0016557	XP_013610945.1	CARHR178070
OG0016558	XP_013593368.1	CARHR178150
OG0016559	XP_013595475.1	CARHR178160
OG0016560	XP_013598718.1	CARHR234140
OG0016561	XP_013593086.1	CARHR178230
OG0016562	XP_013593689.1	CARHR178760
OG0016563	XP_013596231.1, XP_013593902.1	CARHR145590
OG0016564	XP_013606853.1	CARHR252340
OG0016566	XP_013611282.1	CARHR252570
OG0016567	XP_013597931.1	CARHR237120
OG0016568	XP_013623196.1	CARHR237370
OG0016569	XP_013598344.1	CARHR237420
OG0016570	XP_013594318.1	CARHR237620
OG0016571	XP_013598901.1	CARHR237630
OG0016572	XP_013625282.1	CARHR155520
OG0016573	XP_013594237.1	CARHR183800
OG0016574	XP_013589653.1	CARHR222660
OG0016575	XP_013585058.1	CARHR037620
OG0016576	XP_013588578.1	CARHR037740
OG0016577	XP_013592297.1	CARHR037750
OG0016578	XP_013591893.1	CARHR037760
OG0016579	XP_013638091.1	CARHR037930
OG0016580	XP_013600868.1	CARHR037970
OG0016581	XP_013604897.1	CARHR037990
OG0016582	XP_013588457.1	CARHR251090
OG0016583	XP_013591276.1	CARHR038860
OG0016584	XP_013613755.1	CARHR039030
OG0016585	XP_013638531.1	CARHR039110
OG0016586	XP_013612295.1	CARHR255450
OG0016587	XP_013587183.1	CARHR039170, CARHR057290
OG0016588	XP_013590722.1	CARHR039260
OG0016589	XP_013588983.1	CARHR039430
OG0016590	XP_013605215.1	CARHR039460
OG0016591	XP_013602271.1	CARHR039470
OG0016592	XP_013602987.1	CARHR039480
OG0016593	XP_013603935.1	CARHR039510
OG0016594	XP_013603355.1, XP_013584701.1	CARHR039520
OG0016595	XP_013592727.1	CARHR068320
OG0016596	XP_013591137.1	CARHR068300
OG0016597	XP_013591657.1	CARHR068240
OG0016598	XP_013627680.1	CARHR293890
OG0016599	XP_013603865.1, XP_013595040.1	CARHR293900
OG0016600	XP_013593525.1	CARHR293910
OG0016601	XP_013630078.1	CARHR293950
OG0016602	XP_013595215.1	CARHR294040
OG0016603	XP_013596373.1	CARHR294080
OG0016604	XP_013625834.1	CARHR294110
OG0016605	XP_013622867.1	CARHR294120
OG0016606	XP_013593182.1	CARHR294130
OG0016607	XP_013623466.1	CARHR294200
OG0016608	XP_013626590.1	CARHR294210
OG0016609	XP_013630291.1	CARHR294360
OG0016610	XP_013629614.1	CARHR294370
OG0016611	XP_013629616.1	CARHR294380
OG0016612	XP_013617976.1	CARHR294390
OG0016613	XP_013610783.1	CARHR247870
OG0016614	XP_013620941.1	CARHR247760
OG0016615	XP_013629017.1	CARHR247470
OG0016616	XP_013598443.1	CARHR247420
OG0016617	XP_013599162.1	CARHR247380
OG0016618	XP_013626231.1	CARHR247330
OG0016619	XP_013627328.1	CARHR247120
OG0016620	XP_013630187.1	CARHR247030
OG0016621	XP_013617129.1	CARHR247010
OG0016622	XP_013622093.1	CARHR246920
OG0016623	XP_013621897.1	CARHR246880
OG0016624	XP_013628923.1	CARHR246850
OG0016625	XP_013618293.1	CARHR246840
OG0016626	XP_013595845.1	CARHR246810
OG0016627	XP_013595948.1	CARHR246730
OG0016628	XP_013608567.1	CARHR246600
OG0016629	XP_013633812.1	CARHR246490
OG0016630	XP_013603889.1	CARHR246380
OG0016631	XP_013595862.1	CARHR246330
OG0016632	XP_013593472.1	CARHR246190
OG0016633	XP_013597949.1	CARHR246010
OG0016634	XP_013595833.1	CARHR245670
OG0016635	XP_013620633.1	CARHR245640
OG0016636	XP_013597920.1	CARHR245540
OG0016638	XP_013625662.1	CARHR245280
OG0016639	XP_013596924.1	CARHR244310
OG0016640	XP_013586054.1	CARHR245220
OG0016641	XP_013617488.1	CARHR245200
OG0016642	XP_013596318.1	CARHR245190
OG0016643	XP_013596162.1	CARHR245150
OG0016644	XP_013593570.1	CARHR244800
OG0016645	XP_013593707.1	CARHR244750
OG0016646	XP_013588202.1	CARHR244740
OG0016647	XP_013598024.1	CARHR244590
OG0016648	XP_013608054.1	CARHR244490
OG0016649	XP_013596882.1	CARHR244470
OG0016650	XP_013583365.1	CARHR244450
OG0016651	XP_013598420.1	CARHR244430
OG0016652	XP_013618352.1	CARHR244360
OG0016653	XP_013595572.1	CARHR244330
OG0016654	XP_013595974.1	CARHR244300
OG0016655	XP_013630342.1	CARHR244260
OG0016656	XP_013605944.1	CARHR240260
OG0016657	XP_013584146.1	CARHR244120
OG0016658	XP_013623125.1	CARHR243990
OG0016659	XP_013596142.1	CARHR243960
OG0016660	XP_013589101.1	CARHR243930
OG0016661	XP_013596547.1	CARHR243750
OG0016662	XP_013623217.1	CARHR243740
OG0016663	XP_013596507.1	CARHR243700
OG0016664	XP_013621791.1	CARHR243570
OG0016666	XP_013601175.1	CARHR243630
OG0016667	XP_013596514.1	CARHR243670
OG0016668	XP_013636067.1	CARHR243520
OG0016669	XP_013621225.1	CARHR242930
OG0016670	XP_013598996.1	CARHR242790
OG0016671	XP_013637112.1	CARHR242870
OG0016672	XP_013636537.1	CARHR242440
OG0016673	XP_013607770.1, XP_013608765.1	CARHR242490
OG0016674	XP_013608668.1	CARHR242550
OG0016675	XP_013604726.1	CARHR240240
OG0016676	XP_013595790.1	CARHR240340
OG0016677	XP_013628351.1	CARHR258300
OG0016678	XP_013628352.1	CARHR258290
OG0016679	XP_013590553.1	CARHR240600
OG0016680	XP_013622756.1	CARHR240780
OG0016681	XP_013639589.1	CARHR240900
OG0016682	XP_013611489.1	CARHR240910
OG0016683	XP_013597186.1	CARHR241360
OG0016684	XP_013599146.1	CARHR280890
OG0016685	XP_013605960.1	CARHR241550
OG0016686	XP_013605978.1	CARHR241560
OG0016687	XP_013604400.1	CARHR241570
OG0016688	XP_013604411.1	CARHR241580
OG0016689	XP_013620917.1	CARHR061950
OG0016690	XP_013606488.1	CARHR241610
OG0016691	XP_013616402.1	CARHR149610
OG0016692	XP_013617769.1	CARHR241640
OG0016693	XP_013626499.1, XP_013597216.1	CARHR235870
OG0016694	XP_013615921.1	CARHR242070
OG0016695	XP_013605920.1	CARHR239960
OG0016696	XP_013593297.1	CARHR007470
OG0016697	XP_013618431.1	CARHR239950
OG0016698	XP_013595943.1	CARHR239850
OG0016699	XP_013595624.1	CARHR239830
OG0016700	XP_013616048.1	CARHR239820
OG0016701	XP_013622946.1	CARHR239730
OG0016702	XP_013593196.1	CARHR239720
OG0016703	XP_013587652.1	CARHR239550
OG0016704	XP_013583279.1	CARHR235890
OG0016705	XP_013613363.1	CARHR239300
OG0016706	XP_013598615.1	CARHR239130
OG0016707	XP_013598988.1	CARHR239120
OG0016708	XP_013596895.1	CARHR239100
OG0016709	XP_013622386.1	CARHR238990
OG0016711	XP_013593731.1	CARHR238720
OG0016712	XP_013599396.1	CARHR238680
OG0016713	XP_013603378.1	CARHR238690
OG0016714	XP_013630173.1	CARHR156410
OG0016715	XP_013630012.1	CARHR156380
OG0016717	XP_013597431.1	CARHR100010
OG0016718	XP_013609968.1	CARHR100190
OG0016719	XP_013595766.1	CARHR100220
OG0016720	XP_013588115.1	CARHR065600
OG0016721	XP_013592563.1	CARHR065410
OG0016722	XP_013587799.1	CARHR065420
OG0016723	XP_013619114.1	CARHR064910
OG0016724	XP_013605300.1	CARHR023620
OG0016725	XP_013638334.1	CARHR023900
OG0016726	XP_013595969.1	CARHR024120
OG0016727	XP_013587017.1	CARHR024340
OG0016728	XP_013585982.1	CARHR024380
OG0016729	XP_013595496.1	CARHR025110
OG0016730	XP_013584449.1	CARHR025150
OG0016731	XP_013637863.1	CARHR025200
OG0016732	XP_013638452.1	CARHR025320
OG0016733	XP_013585707.1	CARHR025500
OG0016734	XP_013584136.1	CARHR025580
OG0016736	XP_013628895.1	CARHR249770
OG0016737	XP_013629346.1	CARHR250280
OG0016738	XP_013607240.1	CARHR249400
OG0016739	XP_013607342.1	CARHR249300
OG0016740	XP_013612114.1	CARHR249210
OG0016741	XP_013606775.1	CARHR249070
OG0016742	XP_013619860.1	CARHR249060
OG0016743	XP_013606893.1	CARHR248610
OG0016744	XP_013609325.1	CARHR248420
OG0016745	XP_013623983.1, XP_013609786.1	CARHR248260
OG0016746	XP_013631199.1	CARHR287400
OG0016747	XP_013611478.1	CARHR248130
OG0016748	XP_013628609.1	CARHR248110
OG0016749	XP_013626757.1	CARHR245000
OG0016750	XP_013605664.1	CARHR142840
OG0016751	XP_013592568.1	CARHR016680
OG0016752	XP_013602624.1, XP_013630474.1	CARHR111850
OG0016753	XP_013630475.1	CARHR111860
OG0016754	XP_013596853.1	CARHR111880
OG0016755	XP_013586525.1	CARHR026530
OG0016756	XP_013621994.1	CARHR025840
OG0016757	XP_013593997.1	CARHR233790
OG0016758	XP_013600483.1	CARHR234200
OG0016759	XP_013600536.1	CARHR234370
OG0016760	XP_013598752.1	CARHR235060
OG0016761	XP_013600956.1	CARHR235430
OG0016762	XP_013601590.1	CARHR235500
OG0016763	XP_013601597.1	CARHR235510
OG0016764	XP_013593205.1	CARHR235530
OG0016765	XP_013626449.1, XP_013600627.1	CARHR235600
OG0016766	XP_013602500.1	CARHR235700
OG0016767	XP_013601124.1	CARHR235770
OG0016768	XP_013598042.1	CARHR235930
OG0016769	XP_013605769.1	CARHR236060, CARHR236050
OG0016770	XP_013615981.1	CARHR146460
OG0016771	XP_013586032.1	CARHR005420
OG0016772	XP_013601864.1	CARHR007980
OG0016773	XP_013586180.1	CARHR015670
OG0016774	XP_013603952.1	CARHR019710
OG0016775	XP_013598417.1	CARHR022690
OG0016777	XP_013587681.1	CARHR023830
OG0016778	XP_013587379.1, XP_013596492.1	CARHR024170
OG0016780	XP_013595860.1	CARHR024860
OG0016781	XP_013600750.1, XP_013597595.1	CARHR025130
OG0016782	XP_013623243.1	CARHR025750
OG0016783	XP_013584285.1, XP_013596475.1	CARHR026150
OG0016784	XP_013587334.1	CARHR027090
OG0016785	XP_013629958.1	CARHR027110
OG0016786	XP_013637765.1	CARHR027120
OG0016789	XP_013585996.1	CARHR030710
OG0016790	XP_013585234.1	CARHR032030
OG0016792	XP_013588994.1	CARHR039960, CARHR039970
OG0016794	XP_013585111.1, XP_013590962.1	CARHR041230
OG0016795	XP_013587838.1	CARHR045600
OG0016796	XP_013610038.1	CARHR062720
OG0016797	XP_013591004.1	CARHR058090
OG0016798	XP_013591287.1	CARHR058100
OG0016801	XP_013592394.1	CARHR069580
OG0016802	XP_013587858.1	CARHR069670
OG0016803	XP_013591432.1	CARHR070780
OG0016805	XP_013638651.1	CARHR085300
OG0016806	XP_013610993.1	CARHR087740
OG0016808	XP_013587560.1	CARHR095760
OG0016809	XP_013594139.1	CARHR099340
OG0016810	XP_013596865.1	CARHR099930
OG0016811	XP_013625330.1	CARHR103340
OG0016812	XP_013630707.1	CARHR103890
OG0016814	XP_013626209.1	CARHR104660
OG0016815	XP_013593578.1	CARHR105550
OG0016816	XP_013597455.1, XP_013627505.1	CARHR106190
OG0016817	XP_013609007.1, XP_013593780.1	CARHR108180
OG0016818	XP_013593242.1	CARHR108450
OG0016819	XP_013593410.1, XP_013611114.1	CARHR110780
OG0016820	XP_013600926.1, XP_013632254.1	CARHR111930
OG0016821	XP_013600132.1	CARHR112940
OG0016822	XP_013635294.1, XP_013603658.1	CARHR114030
OG0016823	XP_013631539.1	CARHR117920
OG0016824	XP_013637474.1	CARHR117760
OG0016826	XP_013605770.1	CARHR115760
OG0016827	XP_013634060.1	CARHR114950
OG0016828	XP_013636379.1	CARHR123400
OG0016830	XP_013629248.1	CARHR125610
OG0016831	XP_013630996.1, XP_013630893.1	CARHR127700
OG0016832	XP_013628076.1, XP_013636969.1	CARHR130110
OG0016833	XP_013634457.1, XP_013614626.1	CARHR130340
OG0016835	XP_013634173.1	CARHR133900
OG0016836	XP_013630933.1	CARHR139360
OG0016837	XP_013630119.1	CARHR156300
OG0016838	XP_013635673.1	CARHR141320
OG0016839	XP_013636132.1, XP_013636729.1	CARHR143320
OG0016840	XP_013595312.1	CARHR144300
OG0016841	XP_013618573.1	CARHR146240
OG0016842	XP_013618570.1, XP_013594170.1	CARHR146610
OG0016843	XP_013596394.1, XP_013619835.1	CARHR147130
OG0016844	XP_013618115.1, XP_013618116.1, XP_013609681.1	CARHR151720
OG0016846	XP_013619949.1	CARHR153420
OG0016847	XP_013611156.1	CARHR191630
OG0016849	XP_013626236.1	CARHR104510
OG0016850	XP_013626963.1	CARHR104460
OG0016851	XP_013617657.1, XP_013622796.1	CARHR150650
OG0016852	XP_013638549.1	CARHR155230
OG0016853	XP_013626718.1	CARHR155500
OG0016854	XP_013621893.1	CARHR155680
OG0016855	XP_013627033.1	CARHR156120
OG0016856	XP_013599096.1	CARHR159060
OG0016857	XP_013599512.1	CARHR160240, CARHR160210
OG0016858	XP_013603941.1, XP_013597296.1	CARHR162210
OG0016859	XP_013613778.1, XP_013613776.1	CARHR163260
OG0016860	XP_013606295.1	CARHR211270
OG0016861	XP_013623783.1	CARHR259490, CARHR201070
OG0016862	XP_013627163.1, XP_013608360.1	CARHR192570
OG0016863	XP_013596656.1	CARHR188670
OG0016864	XP_013625430.1	CARHR260370
OG0016865	XP_013616512.1	CARHR260950
OG0016866	XP_013613367.1	CARHR255870
OG0016867	XP_013609655.1	CARHR255290
OG0016868	XP_013609361.1	CARHR254300
OG0016869	XP_013626214.1	CARHR251170
OG0016870	XP_013614307.1	CARHR251800
OG0016871	XP_013638760.1, XP_013593975.1	CARHR247900
OG0016872	XP_013622412.1	CARHR245040
OG0016874	XP_013585437.1	CARHR235710
OG0016875	XP_013639329.1	CARHR235140
OG0016876	XP_013597515.1	CARHR234550
OG0016877	XP_013597506.1, XP_013626078.1, XP_013600658.1	CARHR234400
OG0016878	XP_013593586.1	CARHR233970
OG0016879	XP_013607219.1	CARHR233710
OG0016880	XP_013607231.1	CARHR233680, CARHR256870, CARHR035500
OG0016881	XP_013628255.1, XP_013591064.1	CARHR233650
OG0016882	XP_013599459.1	CARHR233620
OG0016883	XP_013599863.1	CARHR233570
OG0016884	XP_013593682.1, XP_013621179.1	CARHR233500
OG0016885	XP_013608097.1	CARHR233450
OG0016886	XP_013609441.1	CARHR233220
OG0016887	XP_013593894.1, XP_013583411.1	CARHR231940
OG0016888	XP_013614187.1, XP_013609179.1	CARHR230870
OG0016889	XP_013592199.1, XP_013627432.1	CARHR230830
OG0016890	XP_013600726.1	CARHR227770
OG0016891	XP_013584602.1	CARHR226160
OG0016892	XP_013597264.1	CARHR225960
OG0016893	XP_013597071.1	CARHR225590
OG0016895	XP_013633099.1	CARHR216180
OG0016896	XP_013637028.1	CARHR216150
OG0016897	XP_013592723.1	CARHR214300
OG0016898	XP_013590393.1	CARHR214060
OG0016899	XP_013590133.1, XP_013630932.1	CARHR213310
OG0016900	XP_013595703.1	CARHR176500
OG0016901	XP_013598245.1	CARHR182770
OG0016902	XP_013593545.1	CARHR183980
OG0016903	XP_013598685.1	CARHR183120
OG0016904	XP_013610443.1	CARHR258250
OG0016905	XP_013616522.1	CARHR257720
OG0016906	XP_013610161.1	CARHR257430
OG0016907	XP_013619846.1, XP_013610817.1	CARHR264300
OG0016908	XP_013616368.1	CARHR264450
OG0016909	XP_013616648.1	CARHR264850
OG0016910	XP_013618823.1	CARHR265530
OG0016911	XP_013609878.1	CARHR265720
OG0016912	XP_013619569.1	CARHR270700
OG0016915	XP_013611704.1	CARHR281050
OG0016916	XP_013601528.1	CARHR254720, CARHR133680, CARHR108800, CARHR111720, CARHR128760, CARHR108810, CARHR287880
OG0016917	XP_013612953.1, XP_013594387.1	CARHR288710
OG0016919	XP_013637315.1, XP_013599940.1	CARHR234380
OG0016920	XP_013620051.1	CARHR197290
OG0016938	XP_013622035.1	CARHR155260
OG0016939	XP_013628192.1	CARHR155590
OG0016941	XP_013626774.1	CARHR157020
OG0016942	XP_013604541.1	CARHR156850
OG0016944	XP_013622551.1	CARHR156600
OG0016945	XP_013610073.1	CARHR143850
OG0016946	XP_013597750.1	CARHR144480
OG0016947	XP_013637405.1	CARHR216100
OG0016948	XP_013606433.1	CARHR194970
OG0016950	XP_013613162.1	CARHR195390
OG0016951	XP_013620286.1	CARHR195510
OG0016952	XP_013611616.1	CARHR195550
OG0016953	XP_013611179.1	CARHR248030
OG0016954	XP_013612332.1	CARHR195830
OG0016955	XP_013610770.1	CARHR196030
OG0016956	XP_013613043.1	CARHR196720
OG0016957	XP_013629347.1	CARHR196830
OG0016958	XP_013606680.1	CARHR197050
OG0016960	XP_013622975.1	CARHR198140
OG0016961	XP_013615526.1	CARHR198340
OG0016962	XP_013606139.1	CARHR105120
OG0016963	XP_013635211.1	CARHR262260
OG0016964	XP_013612463.1	CARHR198860
OG0016965	XP_013602877.1	CARHR035510, CARHR035490
OG0016966	XP_013614478.1	CARHR199570
OG0016967	XP_013621985.1	CARHR199590
OG0016968	XP_013615467.1	CARHR199750
OG0016969	XP_013611574.1	CARHR199760
OG0016970	XP_013628118.1	CARHR199810
OG0016971	XP_013610282.1, XP_013619760.1	CARHR199840
OG0016974	XP_013607376.1	CARHR200730
OG0016975	XP_013611371.1	CARHR200970
OG0016976	XP_013630570.1	CARHR201120
OG0016977	XP_013623280.1	CARHR201300
OG0016978	XP_013621171.1	CARHR201640
OG0016979	XP_013616488.1, XP_013615743.1	CARHR201680
OG0016980	XP_013608786.1	CARHR201780
OG0016981	XP_013609146.1	CARHR202150
OG0016982	XP_013609958.1	CARHR202320
OG0016983	XP_013619529.1	CARHR202400
OG0016984	XP_013620150.1	CARHR202450
OG0016985	XP_013630799.1	CARHR202610
OG0016986	XP_013620785.1	CARHR203100
OG0016987	XP_013620784.1	CARHR203110
OG0016988	XP_013611190.1	CARHR203220
OG0016989	XP_013606707.1	CARHR203330
OG0016990	XP_013607291.1	CARHR203360
OG0016991	XP_013636017.1	CARHR203380
OG0016992	XP_013620268.1	CARHR203720
OG0016993	XP_013593855.1	CARHR221260, CARHR089760
OG0016995	XP_013611504.1	CARHR203850
OG0016996	XP_013611843.1	CARHR203990
OG0016999	XP_013616345.1	CARHR204190
OG0017000	XP_013613032.1	CARHR204240
OG0017001	XP_013610753.1	CARHR204540
OG0017002	XP_013625832.1	CARHR204820
OG0017003	XP_013610954.1	CARHR204950
OG0017004	XP_013626503.1	CARHR205110
OG0017005	XP_013611322.1	CARHR205170
OG0017006	XP_013606999.1	CARHR205200
OG0017007	XP_013618671.1	CARHR205490
OG0017008	XP_013637639.1	CARHR232390
OG0017009	XP_013611009.1	CARHR118530
OG0017010	XP_013621781.1	CARHR118490
OG0017011	XP_013623716.1	CARHR118520
OG0017012	XP_013622998.1	CARHR118550
OG0017013	XP_013631690.1	CARHR118580
OG0017014	XP_013633575.1	CARHR119100
OG0017015	XP_013630454.1	CARHR119430
OG0017016	XP_013634040.1	CARHR119480
OG0017017	XP_013622448.1	CARHR120130
OG0017018	XP_013633601.1	CARHR120470
OG0017019	XP_013622672.1	CARHR120870
OG0017020	XP_013634829.1	CARHR120990
OG0017021	XP_013633794.1	CARHR121350
OG0017023	XP_013636568.1	CARHR121570
OG0017024	XP_013635216.1	CARHR121750
OG0017025	XP_013634683.1	CARHR121800
OG0017026	XP_013636496.1	CARHR122110
OG0017027	XP_013634268.1, XP_013636987.1	CARHR123100
OG0017028	XP_013606884.1	CARHR046230
OG0017029	XP_013633704.1	CARHR124020
OG0017030	XP_013622385.1	CARHR124350
OG0017031	XP_013634872.1	CARHR124680
OG0017033	XP_013631787.1	CARHR125270
OG0017034	XP_013631054.1	CARHR125430
OG0017035	XP_013634893.1	CARHR125820
OG0017036	XP_013635702.1	CARHR126630
OG0017037	XP_013593927.1, XP_013633035.1	CARHR180230
OG0017038	XP_013598510.1	CARHR180100
OG0017039	XP_013615615.1	CARHR179910
OG0017041	XP_013612387.1	CARHR178980
OG0017042	XP_013594428.1, XP_013599157.1	CARHR232630
OG0017043	XP_013605257.1	CARHR232880
OG0017044	XP_013623871.1	CARHR269010
OG0017045	XP_013613466.1	CARHR181800
OG0017046	XP_013592427.1	CARHR037020
OG0017047	XP_013602505.1	CARHR036860
OG0017048	XP_013638004.1	CARHR027170
OG0017049	XP_013585616.1	CARHR027160
OG0017050	XP_013623171.1	CARHR027150
OG0017051	XP_013599720.1	CARHR036190
OG0017052	XP_013599693.1	CARHR036240
OG0017053	XP_013592171.1	CARHR036370
OG0017054	XP_013606960.1	CARHR144310
OG0017055	XP_013622247.1	CARHR027180
OG0017056	XP_013628607.1	CARHR027290
OG0017057	XP_013585732.1	CARHR027350
OG0017058	XP_013587249.1	CARHR027810
OG0017059	XP_013622331.1	CARHR028170
OG0017060	XP_013596965.1	CARHR028180
OG0017061	XP_013596769.1	CARHR028590
OG0017062	XP_013626477.1	CARHR029040
OG0017063	XP_013585809.1	CARHR029620
OG0017064	XP_013584013.1	CARHR029420
OG0017065	XP_013587602.1	CARHR029380
OG0017066	XP_013586013.1	CARHR029230
OG0017067	XP_013630461.1	CARHR029850
OG0017068	XP_013599984.1	CARHR217170
OG0017069	XP_013637839.1	CARHR029920
OG0017070	XP_013637908.1	CARHR030040
OG0017071	XP_013619893.1	CARHR030490
OG0017072	XP_013593336.1	CARHR030900
OG0017073	XP_013587410.1	CARHR287050
OG0017074	XP_013587421.1	CARHR031170
OG0017075	XP_013584468.1	CARHR033090
OG0017076	XP_013583925.1	CARHR031720
OG0017077	XP_013639430.1	CARHR031740
OG0017078	XP_013585465.1	CARHR031950
OG0017079	XP_013616577.1	CARHR145320
OG0017080	XP_013612031.1	CARHR145610
OG0017081	XP_013606035.1	CARHR145750
OG0017082	XP_013596081.1	CARHR145820
OG0017083	XP_013609372.1	CARHR145870
OG0017084	XP_013599123.1	CARHR280910
OG0017085	XP_013611663.1	CARHR280720
OG0017086	XP_013593208.1	CARHR280500
OG0017087	XP_013593568.1	CARHR280450
