Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_Rawat
OG0011985	XP_013598292.1, XP_013629360.1	AL7G10990
OG0011986	XP_013629361.1, XP_013587967.1	AL7G11000
OG0011987	XP_013592835.1, XP_013598444.1	AL7G11300
OG0011988	XP_013625379.1	AL7G11390
OG0011989	XP_013635916.1, XP_013625431.1	AL7G11410
OG0011990	XP_013626631.1, XP_013629006.1	AL7G11880
OG0011991	XP_013638245.1	AL7G12620
OG0011992	XP_013623068.1	AL3G19570, AL7G12720
OG0011993	XP_013626320.1, XP_013583494.1	AL7G12910
OG0011994	XP_013630664.1, XP_013598505.1	AL7G13170
OG0011995	XP_013595574.1, XP_013636936.1, XP_013610244.1	AL7G13220
OG0011996	XP_013600592.1	AL7G13300
OG0011997	XP_013601929.1	AL7G13330
OG0011998	XP_013617200.1, XP_013593199.1	AL7G13680
OG0011999	XP_013628221.1	AL7G13800
OG0012000	XP_013616466.1, XP_013624804.1	AL7G13820
OG0012001	XP_013625972.1	AL7G13860
OG0012002	XP_013595182.1, XP_013626761.1	AL7G13870
OG0012003	XP_013604880.1	AL7G14000
OG0012004	XP_013593116.1, XP_013596182.1	AL7G14220
OG0012005	XP_013593036.1, XP_013601834.1	AL7G14300
OG0012006	XP_013597246.1	AL7G14310
OG0012007	XP_013629261.1	AL2G11330
OG0012008	XP_013599646.1, XP_013594008.1	AL7G14710
OG0012009	XP_013595944.1, XP_013621861.1	AL7G14880
OG0012010	XP_013599885.1	AL7G14920
OG0012011	XP_013607751.1	AL7G18040
OG0012012	XP_013634345.1	AL4G14090
OG0012013	XP_013593422.1, XP_013603744.1	AL7G15700
OG0012014	XP_013616961.1	AL7G16260
OG0012015	XP_013626110.1, XP_013616860.1	AL7G16320
OG0012016	XP_013627509.1, XP_013597181.1, XP_013590276.1	AL7G16410
OG0012017	XP_013600184.1, XP_013625057.1	AL7G16920
OG0012018	XP_013624320.1, XP_013591234.1	AL7G17000
OG0012019	XP_013601224.1	AL7G17030
OG0012020	XP_013619783.1	AL7G17040
OG0012021	XP_013619576.1	AL8G22500
OG0012022	XP_013598518.1	AL7G17230
OG0012024	XP_013617719.1, XP_013596392.1	AL7G19300
OG0012025	XP_013637672.1	AL7G19200
OG0012026	XP_013595936.1	AL7G19160
OG0012027	XP_013587232.1	AL7G19030
OG0012028	XP_013629450.1	AL7G19000
OG0012029	XP_013598157.1	AL7G18870
OG0012030	XP_013622315.1	AL7G18830
OG0012031	XP_013593363.1, XP_013619341.1	AL7G18430
OG0012032	XP_013595590.1	AL7G18320
OG0012033	XP_013638402.1, XP_013595356.1	AL7G18220
OG0012034	XP_013595168.1, XP_013589906.1	AL7G18180
OG0012035	XP_013621840.1, XP_013588898.1	AL7G17710
OG0012036	XP_013597395.1, XP_013590716.1	AL7G17660
OG0012037	XP_013625415.1	AL7G17520
OG0012038	XP_013595390.1	AL7G17310
OG0012039	XP_013592945.1, XP_013599014.1	AL7G19880
OG0012040	XP_013599414.1, XP_013621510.1	AL7G19970
OG0012041	XP_013607611.1	AL7G20160
OG0012042	XP_013595549.1	AL7G20240
OG0012043	XP_013610523.1	AL7G20310
OG0012044	XP_013598603.1	nbis-gene-1739
OG0012045	XP_013590416.1	AL3G51430
OG0012046	XP_013585531.1, XP_013628133.1	AL7G21010
OG0012047	XP_013585391.1	AL7G21030
OG0012048	XP_013595160.1, XP_013625885.1	AL7G21310
OG0012049	XP_013624511.1	AL5G26950
OG0012050	XP_013629135.1, XP_013631597.1	AL3G38930
OG0012051	XP_013595394.1	AL3G39620
OG0012052	XP_013591297.1, XP_013621556.1	AL2G32390
OG0012054	XP_013614665.1, XP_013588491.1	AL2G32020
OG0012055	XP_013586080.1, XP_013597952.1	AL1G37020
OG0012056	XP_013585148.1, XP_013585109.1, XP_013615556.1	AL1G37110
OG0012057	XP_013637733.1	AL1G37190
OG0012058	XP_013587378.1	AL1G37490
OG0012059	XP_013597871.1, XP_013586740.1	AL1G37650
OG0012060	XP_013595450.1	AL1G37780
OG0012061	XP_013585800.1	AL1G37990
OG0012062	XP_013599783.1, XP_013584204.1	AL1G38620
OG0012063	XP_013595529.1	AL1G39300
OG0012064	XP_013638647.1	AL1G39420
OG0012065	XP_013584868.1, XP_013631226.1	AL6G20310
OG0012066	XP_013612236.1	AL6G50910
OG0012067	XP_013612775.1	AL6G51230
OG0012068	XP_013623092.1	AL6G51370
OG0012069	XP_013625598.1	AL6G51380
OG0012070	XP_013625178.1	AL6G51420
OG0012071	XP_013630689.1	AL6G51430
OG0012072	XP_013606504.1	AL6G51470
OG0012073	XP_013628896.1	AL6G51510
OG0012074	XP_013605951.1	AL6G51690
OG0012075	XP_013611272.1	AL6G52660
OG0012076	XP_013609137.1	AL6G52440
OG0012077	XP_013630084.1	AL6G52680
OG0012078	XP_013619847.1	AL5G10900
OG0012079	XP_013624106.1, XP_013607442.1	AL6G52950
OG0012080	XP_013622658.1	AL6G52970
OG0012081	XP_013622398.1	AL6G53090
OG0012082	XP_013620693.1, XP_013609907.1	nbis-gene-1678
OG0012084	XP_013608803.1	AL6G53360
OG0012085	XP_013627244.1, XP_013610468.1	AL6G53440
OG0012086	XP_013601915.1, XP_013607436.1	AL6G53520
OG0012087	XP_013622229.1	AL4G10040
OG0012088	XP_013634344.1	AL4G10070
OG0012089	XP_013603357.1	AL4G10190
OG0012090	XP_013602036.1, XP_013633938.1, XP_013615382.1	AL4G10210
OG0012091	XP_013605430.1, XP_013598264.1	AL7G26500
OG0012092	XP_013599845.1, XP_013593157.1	AL7G26990
OG0012093	XP_013597517.1	AL7G25850
OG0012094	XP_013601376.1, XP_013608379.1	AL7G25690
OG0012095	XP_013598818.1, XP_013600842.1	AL7G25080
OG0012096	XP_013638488.1, XP_013596064.1	AL7G24410
OG0012097	XP_013586339.1, XP_013598043.1	AL7G24390
OG0012098	XP_013594776.1, XP_013606783.1	AL5G13570
OG0012099	XP_013596504.1, XP_013619495.1	AL5G14110
OG0012100	XP_013584083.1	AL1G28000
OG0012101	XP_013604867.1, XP_013637703.1	AL1G37550
OG0012102	XP_013585811.1	AL1G39150
OG0012103	XP_013625694.1, XP_013597672.1	AL1G39530
OG0012104	XP_013627405.1, XP_013626453.1	AL1G39550
OG0012105	XP_013628887.1, XP_013587442.1	AL1G40900
OG0012106	XP_013585202.1, XP_013638237.1	AL1G47210
OG0012109	XP_013628050.1	nbis-gene-246, AL3G36240
OG0012111	XP_013608498.1	AL6G18120, AL2G17590
OG0012113	XP_013589865.1, XP_013588501.1	AL2G26740
OG0012114	XP_013590792.1, XP_013619183.1	AL2G27750
OG0012115	XP_013584500.1	AL2G31130, AL3G36270
OG0012117	XP_013607584.1	AL3G36390
OG0012118	XP_013627860.1, XP_013610804.1	AL3G45120, AL3G45090
OG0012119	XP_013609161.1	AL3G49530
OG0012120	XP_013591077.1, XP_013591491.1	AL4G11130
OG0012121	XP_013603818.1	AL4G13160
OG0012122	XP_013636558.1, XP_013605344.1	AL4G13780
OG0012123	XP_013605460.1	AL138U10010, AL4G14000
OG0012124	XP_013605149.1	AL4G15090
OG0012125	XP_013636293.1, XP_013599821.1	AL4G15310
OG0012126	XP_013636634.1, XP_013599946.1	AL4G16200
OG0012127	XP_013629622.1	AL4G17390
OG0012129	XP_013635268.1, XP_013635541.1	AL4G30580, AL270U10010
OG0012130	XP_013623929.1	AL4G31660
OG0012131	XP_013632518.1	AL4G32930
OG0012132	XP_013629511.1	AL4G39920
OG0012133	XP_013627918.1, XP_013635320.1	AL4G42890
OG0012134	XP_013636619.1, XP_013636576.1	AL4G44010
OG0012136	XP_013606959.1, XP_013607772.1, XP_013627393.1, XP_013621327.1	AL5G13540
OG0012137	XP_013616685.1	AL5G14630
OG0012138	XP_013619821.1, XP_013594056.1	AL5G16420
OG0012139	XP_013612787.1, XP_013593893.1	AL5G17900
OG0012140	XP_013596251.1, XP_013607483.1	AL5G18480
OG0012141	XP_013596447.1, XP_013610291.1	AL5G18700
OG0012142	XP_013616397.1, XP_013593132.1	AL5G20170
OG0012143	YP_004927461.1	AL3G44370
OG0012144	XP_013622008.1	AL5G22750
OG0012145	XP_013636963.1	AL5G35040
OG0012146	XP_013600831.1, XP_013618856.1	AL5G27430
OG0012147	XP_013593223.1, XP_013600011.1	AL5G30180
OG0012148	XP_013599623.1, XP_013596792.1	AL5G32120
OG0012149	XP_013634974.1, XP_013604351.1	AL5G33820
OG0012150	XP_013592449.1	AL5G39400
OG0012152	XP_013610018.1, XP_013620356.1	AL6G21040
OG0012153	XP_013609563.1	AL6G21100
OG0012154	XP_013627079.1, XP_013619193.1	AL6G22780
OG0012155	XP_013626834.1	AL6G26350
OG0012156	XP_013615820.1, XP_013616822.1, XP_013619447.1, XP_013610179.1	AL6G28900
OG0012157	XP_013622012.1	AL6G28980
OG0012158	XP_013625701.1, XP_013608382.1	AL6G29990
OG0012159	XP_013628561.1, XP_013620437.1	AL6G32020
OG0012160	XP_013630107.1, XP_013613480.1	AL6G41830
OG0012161	XP_013623406.1	AL6G47100
OG0012162	XP_013636464.1	AL7G28750
OG0012163	XP_013622958.1	AL6G50730
OG0012164	XP_013599020.1, XP_013599095.1	AL7G18640
OG0012166	XP_013603062.1, XP_013598324.1	AL7G21800
OG0012167	XP_013596334.1, XP_013590606.1	AL7G26770
OG0012168	XP_013597947.1	AL7G26910
OG0012169	XP_013629870.1, XP_013629869.1	AL7G31220, AL649U10030, AL649U10010
OG0012170	XP_013589644.1, XP_013624902.1, XP_013633429.1, XP_013624705.1, XP_013614950.1	AL7G34580
OG0012171	XP_013596725.1, XP_013636556.1	AL7G36520
OG0012172	XP_013637092.1, XP_013598368.1	AL7G38940
OG0012173	XP_013617546.1, XP_013599872.1	AL7G40880
OG0012175	XP_013618974.1, XP_013593916.1	AL8G21540
OG0012176	XP_013614813.1, XP_013598431.1	AL8G21660
OG0012177	XP_013616550.1, XP_013614995.1	AL8G22610
OG0012178	XP_013609549.1, XP_013596099.1	AL8G22650
OG0012179	XP_013596004.1, XP_013619350.1	AL8G22700
OG0012180	XP_013593639.1, XP_013606584.1	AL8G22830
OG0012181	XP_013610509.1	AL8G24850
OG0012182	XP_013619752.1, XP_013609473.1	AL8G26360
OG0012183	XP_013611083.1, XP_013633259.1	AL8G29160
OG0012184	XP_013608170.1	nbis-gene-2199
OG0012185	XP_013611036.1	AL372U10020, AL8G41500
OG0012187	XP_013619997.1	nbis-gene-1039
OG0012188	XP_013616751.1	nbis-gene-978
OG0012188	XP_013616755.1	nbis-gene-864, nbis-gene-1472, nbis-gene-865
OG0012208	XP_013596265.1	AL7G25570
OG0012209	XP_013597683.1	AL7G21630
OG0012210	XP_013593531.1	AL7G21530
OG0012211	XP_013629415.1, XP_013603034.1	AL5G25380
OG0012212	XP_013622994.1	nbis-gene-1274
OG0012213	XP_013603602.1	AL5G28010
OG0012214	XP_013606740.1	AL5G27990
OG0012215	XP_013625231.1	AL5G27720
OG0012216	XP_013622523.1	AL5G27640
OG0012217	XP_013604335.1	AL5G27550
OG0012218	XP_013639717.1	AL5G27120
OG0012219	XP_013620754.1	AL5G10730
OG0012220	XP_013598921.1	AL5G10780
OG0012221	XP_013599192.1	AL5G10870
OG0012222	XP_013597747.1	AL5G11030
OG0012224	XP_013634006.1	AL7G49290
OG0012225	XP_013634503.1	AL7G49310
OG0012226	XP_013637187.1	AL7G49330, AL6G46980
OG0012227	XP_013631623.1	AL7G49410
OG0012228	XP_013615091.1	AL6G29340
OG0012229	XP_013615726.1	AL6G28700
OG0012230	XP_013628879.1	AL6G28490
OG0012231	XP_013618472.1	AL6G28440
OG0012232	XP_013613024.1	AL6G28300
OG0012233	XP_013616392.1, XP_013610471.1	AL6G28250
OG0012234	XP_013616071.1	AL6G28220
OG0012235	XP_013621669.1	AL6G28010
OG0012236	XP_013614393.1	AL6G27970
OG0012237	XP_013619599.1	AL6G27920
OG0012238	XP_013611975.1	AL6G27800
OG0012239	XP_013612629.1	AL6G27720
OG0012240	XP_013593843.1, XP_013583580.1	AL1G40470
OG0012241	XP_013618442.1, XP_013606064.1	AL6G27420
OG0012242	XP_013621211.1	AL6G27190
OG0012243	XP_013620341.1	AL6G27090
OG0012244	XP_013609247.1	AL6G26960
OG0012245	XP_013621758.1, XP_013612872.1	AL6G26870
OG0012246	XP_013625158.1	AL6G26800
OG0012247	XP_013618600.1	AL6G26790
OG0012248	XP_013625166.1	AL6G26770
OG0012250	XP_013635890.1, XP_013624083.1	AL7G26860
OG0012251	XP_013606238.1	AL6G26570
OG0012252	XP_013630817.1	AL6G26540
OG0012253	XP_013613328.1, XP_013619284.1	AL6G26530
OG0012254	XP_013627466.1	AL6G26330
OG0012255	XP_013610990.1	AL6G26270
OG0012256	XP_013610696.1	AL6G42650
OG0012257	XP_013608717.1	AL6G26250
OG0012258	XP_013621084.1	AL6G26150
OG0012259	XP_013628552.1, XP_013610822.1	AL6G26130
OG0012260	XP_013628549.1, XP_013606625.1	AL6G26120
OG0012261	XP_013638768.1	AL3G10790
OG0012262	XP_013609735.1	AL6G25640
OG0012263	XP_013616285.1	AL6G25620
OG0012264	XP_013611509.1	AL6G25560
OG0012265	XP_013620501.1	AL3G10670, AL6G25520
OG0012266	XP_013611700.1	AL6G25360
OG0012267	XP_013629782.1	AL6G25350
OG0012268	XP_013612462.1	AL6G25190
OG0012269	XP_013629322.1	AL6G25160
OG0012270	XP_013610412.1	AL6G25110
OG0012271	XP_013612721.1, XP_013629851.1	AL6G25010
OG0012272	XP_013610894.1, XP_013620015.1	AL6G24670
OG0012273	XP_013606176.1	AL6G24630
OG0012274	XP_013608772.1	AL6G24220
OG0012275	XP_013607185.1, XP_013597136.1	AL6G23930
OG0012276	XP_013611991.1	AL6G23880
OG0012277	XP_013613281.1, XP_013619477.1	AL6G23850
OG0012278	XP_013585062.1	AL1G40400
OG0012279	XP_013613233.1, XP_013613348.1	AL6G23760
OG0012280	XP_013622905.1, XP_013611075.1	AL6G23560
OG0012281	XP_013606237.1	AL6G23450
OG0012282	XP_013611274.1	AL6G23410
OG0012283	XP_013627524.1	AL6G53380
OG0012284	XP_013611225.1	AL6G23360
OG0012285	XP_013619105.1	AL6G23080
OG0012286	XP_013629154.1	AL6G23010
OG0012287	XP_013613142.1, XP_013624892.1	AL6G22630
OG0012288	XP_013629177.1	AL6G22590
OG0012289	XP_013606611.1, XP_013616257.1	AL6G22550
OG0012290	XP_013599323.1	AL5G10750
OG0012291	XP_013625987.1	AL6G22410
OG0012292	XP_013628977.1	AL6G22400
OG0012293	XP_013606660.1	AL6G22360
OG0012294	XP_013618323.1, XP_013607286.1	AL6G22350
OG0012295	XP_013609672.1	AL6G22330
OG0012296	XP_013615941.1, XP_013609212.1	AL6G22290
OG0012297	XP_013629543.1, XP_013621277.1	AL6G22190
OG0012298	XP_013611896.1, XP_013628723.1	AL6G22160
OG0012299	XP_013611918.1	AL6G22090
OG0012300	XP_013613148.1	AL6G22030
OG0012301	XP_013611733.1	AL6G22020
OG0012302	XP_013606863.1	AL6G21980
OG0012303	XP_013609092.1	AL6G21910
OG0012304	XP_013610191.1	AL6G21790
OG0012305	XP_013618996.1	AL6G21440
OG0012306	XP_013625324.1	AL6G21540
OG0012307	XP_013610105.1, XP_013620151.1	AL6G21390
OG0012308	XP_013620147.1	AL6G21370
OG0012309	XP_013636633.1	AL4G16220
OG0012310	XP_013621230.1	AL6G21170
OG0012311	XP_013611909.1, XP_013611908.1	AL6G21130
OG0012312	XP_013628865.1	AL6G20990
OG0012313	XP_013609934.1	AL6G20700
OG0012314	XP_013611189.1	AL6G20530
OG0012315	XP_013625775.1	AL6G20230
OG0012316	XP_013613068.1	AL6G20190
OG0012317	XP_013626522.1	AL6G19870
OG0012318	XP_013629374.1	AL6G19790
OG0012319	XP_013633761.1, XP_013608940.1	AL6G19780
OG0012320	XP_013621906.1	AL6G19690
OG0012321	XP_013613204.1	AL6G19490
OG0012322	XP_013606017.1	AL6G19470
OG0012323	XP_013616007.1	AL6G19440
OG0012324	XP_013621223.1	AL6G19380
OG0012326	XP_013608834.1	AL6G18490
OG0012327	XP_013612582.1	AL6G18480
OG0012328	XP_013629901.1	AL6G18150
OG0012329	XP_013629899.1	AL6G18130
OG0012330	XP_013623516.1	AL6G18100
OG0012331	XP_013612182.1	AL6G18090
OG0012332	XP_013612408.1	AL6G18080
OG0012333	XP_013613484.1	AL6G50110
OG0012334	XP_013611484.1	AL6G49900
OG0012335	XP_013616230.1	AL6G49760
OG0012336	XP_013608627.1	AL6G49740
OG0012337	XP_013610613.1	AL6G49590
OG0012338	XP_013617704.1, XP_013593509.1	AL7G28430
OG0012339	XP_013601814.1	AL7G28450
OG0012340	XP_013610385.1	AL7G28460
OG0012341	XP_013597182.1, XP_013599514.1	AL7G28500
OG0012342	XP_013621842.1	AL4G19590
OG0012343	XP_013631686.1	AL4G19740
OG0012344	XP_013636057.1, XP_013635848.1	AL4G20130
OG0012345	XP_013635912.1	AL4G20450
OG0012346	XP_013636040.1	AL4G20620
OG0012347	XP_013636041.1	AL4G20760
OG0012348	XP_013628971.1	AL3G52550
OG0012349	XP_013625942.1, XP_013636789.1	AL4G21460
OG0012350	XP_013625466.1	AL5G38340, AL4G22820
OG0012351	XP_013635900.1	AL345U10010, AL4G22660
OG0012352	XP_013636166.1	AL4G22330
OG0012353	XP_013633673.1	AL4G22120
OG0012354	XP_013637495.1, XP_013632136.1	AL4G22110
OG0012355	XP_013633874.1	AL4G22020
OG0012356	XP_013631510.1	AL4G21850
OG0012357	XP_013631680.1, XP_013631789.1	AL4G21800
OG0012358	XP_013607038.1	AL5G11410
OG0012359	XP_013634194.1, XP_013637151.1	AL4G21750
OG0012360	XP_013636795.1	AL4G21660
OG0012361	XP_013635864.1	AL4G21600
OG0012362	XP_013632070.1	AL4G22900, AL4G22920
OG0012363	XP_013631232.1	AL4G23050
OG0012364	XP_013637553.1	AL4G23370
OG0012365	XP_013586267.1	AL1G12800
OG0012366	XP_013631052.1, XP_013632183.1	AL4G23660
OG0012367	XP_013634979.1	AL4G24370
OG0012368	XP_013637521.1	AL4G24550
OG0012369	XP_013604288.1	AL4G18820
OG0012370	XP_013622776.1, XP_013616088.1, XP_013632113.1	AL4G24670
OG0012371	XP_013626167.1	AL4G24680
OG0012372	XP_013592079.1	AL7G47040
OG0012373	XP_013622474.1	AL4G25190
OG0012374	XP_013631921.1	AL4G25460
OG0012375	XP_013636494.1	AL4G25490
OG0012376	XP_013636730.1	AL4G25620
OG0012377	XP_013636016.1	AL4G25690, AL4G25710
OG0012378	XP_013637638.1	AL4G25830
OG0012379	XP_013635251.1	AL283U10020
OG0012380	XP_013634100.1	AL4G25880
OG0012381	XP_013637421.1	AL4G26200
OG0012382	XP_013631026.1	AL4G26370
OG0012383	XP_013633503.1, XP_013636347.1	AL4G26620
OG0012384	XP_013623910.1, XP_013614507.1	AL4G26940
OG0012385	XP_013623137.1	AL4G27100
OG0012386	XP_013628307.1	AL4G27180
OG0012387	XP_013635101.1	AL80U10010, AL4G27230
OG0012388	XP_013629831.1	AL4G27320
OG0012389	XP_013621889.1	AL4G27360
OG0012390	XP_013637434.1	AL4G27490, AL103U10020
OG0012391	XP_013633585.1	AL4G27500
OG0012392	XP_013629503.1	AL4G28040
OG0012393	XP_013626134.1	AL4G27880
OG0012394	XP_013631977.1	AL4G27680
OG0012395	XP_013633980.1	AL4G28340
OG0012396	XP_013636522.1	AL4G28730
OG0012397	XP_013635336.1	AL4G29530, AL4G28820
OG0012398	XP_013631378.1	AL4G28880
OG0012399	XP_013634073.1	AL4G28900
OG0012400	XP_013609041.1	AL8G16870
OG0012401	XP_013594790.1	AL8G16640
OG0012402	XP_013599151.1	AL8G16580
OG0012403	XP_013593535.1	AL8G16400
OG0012404	XP_013614283.1	AL8G16360
OG0012405	XP_013596618.1	AL8G16240
OG0012406	XP_013621613.1	AL8G16160
OG0012407	XP_013597937.1	AL2G21040, AL8G16090
OG0012408	XP_013609886.1	AL8G16070
OG0012409	XP_013620883.1, XP_013598015.1	AL8G16050
OG0012410	XP_013598016.1	AL8G16040
OG0012411	XP_013607091.1	AL8G16010
OG0012412	XP_013598131.1	AL8G15970
OG0012413	XP_013595277.1	AL8G15820
OG0012414	XP_013614309.1, XP_013606121.1	AL6G49450
OG0012415	XP_013612935.1	AL6G49480
OG0012416	XP_013590429.1	AL7G27990
OG0012417	XP_013637973.1	nbis-gene-1780
OG0012418	XP_013599668.1	AL7G27860
OG0012419	XP_013595946.1, XP_013599538.1	AL7G27780
OG0012420	XP_013607665.1	AL7G27770
OG0012421	XP_013595124.1, XP_013584362.1	AL7G27710
OG0012423	XP_013599800.1	AL7G27470
OG0012424	XP_013607547.1	AL7G27430
OG0012425	XP_013604459.1	AL7G38730
OG0012426	XP_013602158.1	AL1G54310
OG0012427	XP_013600340.1, XP_013592621.1	AL1G54300
OG0012428	XP_013590549.1	AL1G54050
OG0012429	XP_013587769.1	AL1G53760
OG0012430	XP_013602285.1	AL1G53720
OG0012431	XP_013590196.1	AL1G52680
OG0012432	XP_013600525.1	AL1G53030
OG0012433	XP_013595994.1	AL5G19030
OG0012434	XP_013590700.1	AL1G53050
OG0012435	XP_013602644.1	AL1G53240
OG0012436	XP_013637902.1, XP_013626077.1	AL1G41220
OG0012437	XP_013586490.1	AL1G41330
OG0012438	XP_013593910.1	AL1G41360
OG0012440	XP_013597045.1, XP_013628251.1, XP_013613565.1	nbis-gene-163
OG0012441	XP_013583623.1	AL1G41670, AL4G33820
OG0012442	XP_013622970.1	AL1G41740
OG0012443	XP_013596995.1	AL1G41770
OG0012444	XP_013634292.1	AL7G45430
OG0012445	XP_013614898.1, XP_013596829.1	AL1G42090
OG0012446	XP_013629687.1	AL1G42150
OG0012447	XP_013638333.1	AL1G42300
OG0012448	XP_013585205.1	AL1G42700
OG0012449	XP_013597199.1	AL1G42820
OG0012450	XP_013629763.1	AL1G42880
OG0012451	XP_013595584.1	AL7G24580
OG0012452	XP_013585808.1, XP_013630453.1	AL1G43630
OG0012453	XP_013628335.1	AL1G43660
OG0012454	XP_013622999.1, XP_013586014.1	AL1G44120
OG0012455	XP_013587409.1	AL1G44240
OG0012456	XP_013587428.1	AL1G44810
OG0012457	XP_013584335.1	AL1G45430
OG0012458	XP_013593718.1, XP_013584841.1	AL1G49700
OG0012459	XP_013604031.1	AL1G49610
OG0012460	XP_013602898.1	AL1G45790
OG0012461	XP_013638177.1	AL1G45960
OG0012462	XP_013586984.1, XP_013586629.1	AL1G46020
OG0012463	XP_013586669.1	AL1G46140
OG0012464	XP_013586787.1	AL1G46160
OG0012465	XP_013638965.1	AL1G46290
OG0012466	XP_013586300.1	AL1G46670
OG0012467	XP_013637727.1	AL1G46570
OG0012468	XP_013586228.1	AL1G46600
OG0012469	XP_013586726.1, XP_013605028.1	AL1G46900
OG0012470	XP_013620908.1	AL5G11770
OG0012471	XP_013593265.1	AL5G11840
OG0012472	XP_013598948.1	AL5G12590
OG0012473	XP_013611999.1	AL5G12650
OG0012474	XP_013606036.1, XP_013614359.1	AL5G13170
OG0012475	XP_013607115.1	AL5G13450
OG0012476	XP_013598884.1	AL8G44750
OG0012477	XP_013599326.1	AL8G44230
OG0012478	XP_013611423.1	AL8G44180
OG0012479	XP_013610002.1, XP_013595618.1	AL8G44130
OG0012480	XP_013611967.1	AL8G43990
OG0012481	XP_013628784.1, XP_013607114.1	AL8G43780
OG0012482	XP_013628783.1	AL8G43770
OG0012483	XP_013630115.1	AL8G43600
OG0012484	XP_013612151.1	AL8G43440
OG0012485	XP_013622468.1	AL8G43340
OG0012486	XP_013628522.1	AL112U10050, AL8G43220
OG0012487	XP_013628746.1	AL8G43040
OG0012488	XP_013628747.1	AL6G41110, AL3G13050, AL8G43030
OG0012489	XP_013607225.1	nbis-gene-1605
OG0012490	XP_013628736.1	AL8G42790
OG0012491	XP_013613640.1	AL8G42720
OG0012492	XP_013625335.1, XP_013617981.1	AL8G42470
OG0012493	XP_013612019.1	AL8G42350
OG0012494	XP_013625992.1	AL8G42240
OG0012495	XP_013630200.1	AL8G42000
OG0012496	XP_013609364.1	AL8G41910
OG0012497	XP_013622882.1	AL8G41870
OG0012498	XP_013628511.1	AL8G41840
OG0012499	XP_013629301.1	AL8G41720
OG0012500	XP_013629205.1	AL8G41700
OG0012501	XP_013623010.1	AL8G41600, AL8G41570
OG0012502	XP_013628331.1	AL8G41460
OG0012503	XP_013628328.1	AL8G41440
OG0012504	XP_013623533.1	AL8G41420
OG0012505	XP_013630649.1	AL8G41310
OG0012506	XP_013622535.1	AL8G40760
OG0012507	XP_013621826.1	AL8G40740
OG0012508	XP_013609255.1	AL8G40620
OG0012509	XP_013629752.1	AL3G45350
OG0012510	XP_013628431.1, XP_013611061.1	AL8G40400
OG0012511	XP_013606788.1	AL8G40370
OG0012512	XP_013618249.1, XP_013584765.1	AL8G40360
OG0012513	XP_013612548.1	AL8G40290
OG0012514	XP_013612825.1	AL8G40080
OG0012515	XP_013612824.1	AL8G40070
OG0012516	XP_013625647.1	AL8G39950
OG0012517	XP_013629434.1	AL8G39940
OG0012518	XP_013625382.1	AL8G39840
OG0012519	XP_013630022.1	AL8G39730
OG0012520	XP_013621955.1	AL8G39700
OG0012521	XP_013606858.1, XP_013622214.1	AL8G39680
OG0012522	XP_013621957.1	AL8G39630
OG0012523	XP_013623059.1	AL8G39440
OG0012524	XP_013638186.1	AL1G31390
OG0012525	XP_013627778.1	AL8G39380
OG0012526	XP_013616559.1	AL8G39200
OG0012527	XP_013621853.1	AL8G38810
OG0012528	XP_013626888.1, XP_013619319.1	AL8G38650
OG0012530	XP_013616588.1, XP_013593822.1	AL8G38330
OG0012531	XP_013606212.1	AL8G38200
OG0012532	XP_013593125.1	AL8G38180
OG0012533	XP_013595266.1	AL8G38140
OG0012534	XP_013620440.1, XP_013594158.1	AL8G37920
OG0012535	XP_013595353.1	AL8G37760
OG0012536	XP_013595728.1	AL299U10030, AL8G37730
OG0012537	XP_013598328.1	AL8G37700
OG0012538	XP_013598341.1	AL8G37670
OG0012539	XP_013593650.1	AL5G18270
OG0012540	XP_013618045.1, XP_013618055.1	AL6G34190
OG0012541	XP_013613816.1, XP_013598061.1	AL6G34220
OG0012542	XP_013598133.1	AL6G34260
OG0012543	XP_013595641.1	AL6G34360
OG0012544	XP_013618042.1	AL6G34410
OG0012545	XP_013596214.1	AL6G34660
OG0012546	XP_013599082.1	AL6G34720
OG0012547	XP_013609949.1, XP_013594055.1	AL6G35040
OG0012548	XP_013612742.1	AL6G35240
OG0012549	XP_013596374.1, XP_013609648.1	AL6G35440
OG0012550	XP_013598569.1, XP_013613005.1	AL6G35660
OG0012551	XP_013612130.1	AL6G35670
OG0012552	XP_013598756.1	AL6G35920
OG0012553	XP_013615402.1, XP_013596401.1	AL6G35970
OG0012554	XP_013635785.1	AL5G24450
OG0012555	XP_013615708.1	AL6G36340
OG0012556	XP_013611743.1	AL6G15980
OG0012557	XP_013597943.1	AL6G36510
OG0012558	XP_013594037.1	AL6G36860
OG0012559	XP_013610177.1, XP_013618753.1	AL6G36880
OG0012560	XP_013599124.1	AL6G36920
OG0012561	XP_013593505.1	AL6G37040
OG0012563	XP_013596439.1	AL6G37210
OG0012564	XP_013620507.1	AL6G37390
OG0012565	XP_013621017.1, XP_013598552.1	AL6G37400
OG0012566	XP_013598374.1	AL6G38010
OG0012567	XP_013602497.1, XP_013639607.1	AL7G28540
OG0012568	XP_013618093.1	AL6G30990
OG0012569	XP_013607350.1	AL6G30970
OG0012570	XP_013613104.1	AL6G31130
OG0012571	XP_013618920.1, XP_013609193.1	AL6G31440
OG0012572	XP_013611342.1	AL6G31460
OG0012573	XP_013618239.1	AL6G31500
OG0012574	XP_013622739.1	AL6G31630
