Orthogroup	Arabis_alpina	Odontarrhena_muralis
OG0017464	Aa_G421740.h1.t1	Om002G083750
OG0017465	Aa_G314470.h1.t1	Om002G084020
OG0017466	Aa_G329650.h1.t1	Om002G084360
OG0017467	Aa_G459720.h1.t1	Om002G084530
OG0017468	Aa_G325970.h1.t1	Om002G085730
OG0017469	Aa_G185860.h1.t1	Om002G086180
OG0017470	Aa_G143430.h1.t1	Om002G087000
OG0017471	Aa_G166640.h1.t1	Om002G087870
OG0017472	Aa_G639390.h1.t1	Om002G088080
OG0017473	Aa_G422290.h1.t1	Om002G088170
OG0017474	Aa_G44550.h1.t1	Om001G022570
OG0017475	Aa_G440800.h1.t1	Om002G088560
OG0017476	Aa_G440830.h1.t1	Om008G324690
OG0017477	Aa_G440880.h1.t1	Om002G088530
OG0017478	Aa_G505120.h1.t1	Om002G088640
OG0017479	Aa_G601340.h1.t1	Om002G088650
OG0017480	Aa_G205530.h1.t1	Om003G089440
OG0017481	Aa_G109050.h1.t1	Om003G089820
OG0017482	Aa_G420900.h1.t1	Om003G090040
OG0017483	Aa_G193190.h1.t1	Om003G090190
OG0017484	Aa_G231520.h1.t1	Om003G090690
OG0017485	Aa_G375430.h1.t1	Om003G090920
OG0017486	Aa_G375390.h1.t1	Om003G090950
OG0017487	Aa_G793800.h1.t1	Om003G090960
OG0017489	Aa_G127870.h1.t1	Om003G091870
OG0017490	Aa_G643180.h1.t1	Om003G092260
OG0017491	Aa_G230470.h1.t1	Om003G093510
OG0017492	Aa_G230490.h1.t1	Om003G093530
OG0017493	Aa_G465550.h1.t1	Om003G094280
OG0017494	Aa_G625050.h1.t1	Om003G094390
OG0017496	Aa_G36800.h1.t1	Om003G096860
OG0017497	Aa_G416520.h1.t1	Om003G097280
OG0017498	Aa_G656540.h1.t1	Om003G097640
OG0017499	Aa_G273820.h1.t1	Om003G098900
OG0017500	Aa_G273770.h1.t1	Om003G099000
OG0017501	Aa_G273750.h1.t1	Om003G099030
OG0017502	Aa_G255160.h1.t1	Om003G099250
OG0017503	Aa_G110600.h1.t1	Om003G099340
OG0017504	Aa_G110830.h1.t1	Om003G099650
OG0017505	Aa_G380710.h1.t1	Om003G100120
OG0017506	Aa_G380670.h1.t1	Om003G100180
OG0017507	Aa_G565090.h1.t1	Om003G100890
OG0017508	Aa_G428410.h1.t1	Om003G101130
OG0017509	Aa_G428460.h1.t1	Om003G101140, Om003G101200, Om003G101170
OG0017510	Aa_G138690.h1.t1	Om007G291010
OG0017511	Aa_G12190.h1.t1	Om008G340080
OG0017513	Aa_G339170.h1.t1	Om006G256360
OG0017514	Aa_G339190.h1.t1	Om006G256340
OG0017515	Aa_G555620.h1.t1	Om006G255650
OG0017518	Aa_G212790.h1.t1	Om006G255250
OG0017519	Aa_G394520.h1.t1	Om006G254340
OG0017520	Aa_G367690.h1.t1	Om006G254260
OG0017522	Aa_G393840.h1.t1	Om006G254180
OG0017523	Aa_G265940.h1.t1	Om006G253790
OG0017524	Aa_G416670.h1.t1	Om006G253280
OG0017525	Aa_G277050.h1.t1	Om006G253610
OG0017526	Aa_G277010.h1.t1	Om006G253550
OG0017527	Aa_G301490.h1.t1	Om006G252660
OG0017528	Aa_G501200.h1.t1	Om006G252470
OG0017529	Aa_G501160.h1.t1	Om006G252420
OG0017530	Aa_G718080.h1.t1	Om006G252030
OG0017531	Aa_G462080.h1.t1	Om006G251910
OG0017532	Aa_G462100.h1.t1	Om006G251890
OG0017533	Aa_G213660.h1.t1	Om006G251640
OG0017534	Aa_G302290.h1.t1	Om006G251170
OG0017536	Aa_G287220.h1.t1	Om006G250890
OG0017537	Aa_G378310.h1.t1	Om006G250490
OG0017539	Aa_G369780.h1.t1	Om003G120420
OG0017540	Aa_G114880.h1.t1	Om003G120690
OG0017541	Aa_G114120.h1.t1	Om003G122440
OG0017542	Aa_G114280.h1.t1	Om003G122640
OG0017543	Aa_G262300.h1.t1	Om003G123070
OG0017544	Aa_G132720.h1.t1	Om003G124170
OG0017545	Aa_G132670.h1.t1	Om003G124220
OG0017546	Aa_G77310.h1.t1	Om003G125080
OG0017547	Aa_G300230.h1.t1	Om006G256570
OG0017549	Aa_G48710.h1.t1	Om003G125880
OG0017550	Aa_G33580.h1.t1	Om003G127260
OG0017551	Aa_G2540.h1.t1	Om003G127790
OG0017552	Aa_G167880.h1.t1	Om003G128200
OG0017553	Aa_G236560.h1.t1	Om003G128360
OG0017554	Aa_G273040.h1.t1	Om003G129190
OG0017555	Aa_G273140.h1.t1	Om003G129270
OG0017556	Aa_G48800.h1.t1	Om003G125980
OG0017557	Aa_G108910.h1.t1	Om003G089690
OG0017558	Aa_G173480.h1.t1	Om003G093840
OG0017559	Aa_G465520.h1.t1	Om003G094250, Om003G094230
OG0017560	Aa_G370050.h1.t1	Om003G095900
OG0017562	Aa_G550990.h1.t1	Om003G100840
OG0017564	Aa_G377260.h1.t1	Om006G263850
OG0017565	Aa_G52850.h1.t1	Om006G259680
OG0017566	Aa_G114560.h1.t1	Om006G256130
OG0017567	Aa_G339180.h1.t1	Om006G256350
OG0017568	Aa_G122890.h1.t1	Om006G257150
OG0017569	Aa_G212760.h1.t1	Om006G255220
OG0017571	Aa_G184880.h1.t1, Aa_G99960.h1.t1	Om004G151000
OG0017572	Aa_G300550.h1.t1	Om006G253340
OG0017573	Aa_G416650.h1.t1	Om006G253300
OG0017574	Aa_G319010.h1.t1	Om006G253230
OG0017575	Aa_G601480.h1.t1	Om006G252200
OG0017576	Aa_G492390.h1.t1, Aa_G213670.h1.t1	Om006G251630
OG0017577	Aa_G287310.h1.t1	Om006G251020
OG0017578	Aa_G224840.h1.t1	Om006G250620
OG0017579	Aa_G433220.h1.t1	Om003G122300
OG0017581	Aa_G113800.h1.t1	Om006G229090
OG0017584	Aa_G63530.h1.t1	Om005G206450
OG0017585	Aa_G328270.h1.t1, Aa_G570250.h1.t1, Aa_G555480.h1.t1	Om006G263640, Om005G221710, Om005G221730, Om004G148010, Om006G264310
OG0017586	Aa_G93520.h1.t1	Om008G353330
OG0017587	Aa_G452360.h1.t1	Om008G351790
OG0017588	Aa_G15170.h1.t1	Om008G339500, Om008G339490
OG0017589	Aa_G24560.h1.t1	Om008G338080
OG0017590	Aa_G542810.h1.t1	Om008G333960
OG0017591	Aa_G269510.h1.t1	Om008G333030
OG0017592	Aa_G38250.h1.t1	Om008G331160
OG0017593	Aa_G88480.h1.t1	Om008G328600
OG0017595	Aa_G67160.h1.t1	Om008G327640
OG0017596	Aa_G67290.h1.t1	Om008G327160
OG0017597	Aa_G374680.h1.t1	Om008G326330
OG0017598	Aa_G453070.h1.t1	Om008G319910
OG0017599	Aa_G80380.h1.t1	Om004G132120
OG0017602	Aa_G476920.h1.t1	Om004G138770
OG0017604	Aa_G579210.h1.t1	Om004G142020
OG0017605	Aa_G231290.h1.t1	Om001G021970
OG0017607	Aa_G549930.h1.t1	Om001G025520
OG0017608	Aa_G129830.h1.t1	Om001G026650
OG0017609	Aa_G145100.h1.t1	Om001G028160
OG0017610	Aa_G376530.h1.t1	Om001G030730
OG0017611	Aa_G376660.h1.t1	Om001G030630
OG0017612	Aa_G503100.h1.t1	Om001G032970
OG0017616	Aa_G400280.h1.t1	Om005G181020
OG0017618	Aa_G22400.h1.t1	Om005G184300, Om003G100730
OG0017619	Aa_G22310.h1.t1	Om005G184390
OG0017620	Aa_G151870.h1.t1	Om005G186110
OG0017621	Aa_G151750.h1.t1	Om005G186220
OG0017623	Aa_G592530.h1.t1	Om005G194170
OG0017624	Aa_G117810.h1.t1	Om005G194470
OG0017625	Aa_G163850.h1.t1	Om005G196140
OG0017627	Aa_G615520.h1.t1	Om005G201830
OG0017628	Aa_G198680.h1.t1	Om005G204950
OG0017629	Aa_G367210.h1.t1	Om005G205680
OG0017630	Aa_G232160.h1.t1	Om005G206710
OG0017631	Aa_G17620.h1.t1	Om005G207540
OG0017632	Aa_G510890.h1.t1	Om005G208430
OG0017633	Aa_G335300.h1.t1	Om005G200190, Om005G209290
OG0017634	Aa_G283290.h1.t1	Om005G209810
OG0017635	Aa_G141420.h1.t1	Om005G211040
OG0017637	Aa_G253440.h1.t1	Om005G218070, Om011G365330
OG0017639	Aa_G488320.h1.t1	Om005G224820
OG0017642	Aa_G166600.h1.t1	Om002G087910
OG0017643	Aa_G110270.h1.t1	Om002G082450
OG0017644	Aa_G398700.h1.t1	Om001G007420
OG0017645	Aa_G538320.h1.t1	Om002G072130
OG0017647	Aa_G104640.h1.t1	Om002G065680
OG0017648	Aa_G507820.h1.t1	Om002G061200
OG0017650	Aa_G40090.h1.t1	Om002G056590
OG0017651	Aa_G195490.h1.t1	Om002G054580
OG0017652	Aa_G324460.h1.t1	Om002G052710
OG0017653	Aa_G24400.h1.t1	Om002G051080
OG0017654	Aa_G163070.h1.t1	Om002G048620
OG0017655	Aa_G679790.h1.t1	Om003G105800
OG0017656	Aa_G4240.h1.t1	Om002G046330
OG0017657	Aa_G14840.h1.t1	Om002G042880
OG0017658	Aa_G478940.h1.t1	Om004G174950
OG0017659	Aa_G195320.h1.t1	Om004G170730
OG0017660	Aa_G146840.h1.t1	Om001G018000
OG0017661	Aa_G494000.h1.t1	Om004G170080
OG0017662	Aa_G244400.h1.t1	Om004G169510, Om004G169530
OG0017663	Aa_G225490.h1.t1	Om004G169440, Om006G246710
OG0017665	Aa_G36380.h1.t1	Om004G156890
OG0017667	Aa_G310090.h1.t1	Om018G373900, Om004G153190
OG0017669	Aa_G371070.h1.t1	Om001G008660
OG0017670	Aa_G37620.h1.t1	Om001G006890
OG0017671	Aa_G59000.h1.t1	Om001G007070
OG0017672	Aa_G138750.h1.t1	Om007G291090
OG0017673	Aa_G472930.h1.t1	Om007G288820
OG0017674	Aa_G130800.h1.t1	Om007G288110
OG0017675	Aa_G171150.h1.t1	Om007G287810
OG0017676	Aa_G533060.h1.t1	Om007G287470
OG0017677	Aa_G514060.h1.t1	Om007G287290
OG0017678	Aa_G90840.h1.t1	Om007G286120
OG0017680	Aa_G317270.h1.t1, Aa_G317260.h1.t1	Om007G280660
OG0017683	Aa_G405390.h1.t1	Om007G283560
OG0017684	Aa_G456710.h1.t1	Om007G284760
OG0017685	Aa_G635930.h1.t1	Om004G167270
OG0017686	Aa_G195970.h1.t1	Om004G166110
OG0017687	Aa_G267560.h1.t1, Aa_G267540.h1.t1	Om004G163370
OG0017688	Aa_G382520.h1.t1	Om007G304220
OG0017689	Aa_G119950.h1.t1	Om007G316640
OG0017690	Aa_G247540.h1.t1	Om007G316810
OG0017691	Aa_G298250.h1.t1	Om007G318010
OG0017692	Aa_G227100.h1.t1	Om006G273120
OG0017693	Aa_G641240.h1.t1	Om003G118040
OG0017694	Aa_G345480.h1.t1	Om006G246760
OG0017695	Aa_G27960.h1.t1	Om006G246330
OG0017696	Aa_G552170.h1.t1	Om006G244350
OG0017700	Aa_G75340.h1.t1	Om006G234330
OG0017701	Aa_G37250.h1.t1	Om006G232020
OG0017703	Aa_G368340.h1.t1	Om005G186380
OG0017718	Aa_G297390.h1.t1	Om006G254220
OG0017719	Aa_G153470.h1.t1	Om006G255800, Om005G209030
OG0017721	Aa_G719350.h1.t1	Om006G239430
OG0017724	Aa_G241500.h1.t1	Om001G028050
OG0017731	Aa_G13760.h1.t1	Om006G235190, Om006G235180
OG0017754	Aa_G33060.h1.t1	Om001G027450
OG0017755	Aa_G45840.h1.t1	Om001G028500
OG0017756	Aa_G394990.h1.t1	Om006G261370, Om001G029030
OG0017758	Aa_G127550.h1.t1	Om001G011930
OG0017759	Aa_G385120.h1.t1	Om001G033370
OG0017760	Aa_G395570.h1.t1	Om001G033900
OG0017762	Aa_G109220.h1.t1	Om007G276990
OG0017763	Aa_G109340.h1.t1	Om007G276840
OG0017764	Aa_G16450.h1.t1	Om007G276770
OG0017765	Aa_G16630.h1.t1	Om007G276510
OG0017768	Aa_G841870.h1.t1	Om005G220160
OG0017769	Aa_G17430.h1.t1	Om005G220390
OG0017770	Aa_G330570.h1.t1	Om005G221170
OG0017771	Aa_G218140.h1.t1	Om005G223920
OG0017773	Aa_G251410.h1.t1	Om006G275430
OG0017778	Aa_G146420.h1.t1	Om006G274280
OG0017779	Aa_G171910.h1.t1	Om006G274190
OG0017780	Aa_G536720.h1.t1	Om006G274100
OG0017782	Aa_G25670.h1.t1	Om006G272250
OG0017784	Aa_G263320.h1.t1	Om006G271350
OG0017786	Aa_G34170.h1.t1	Om006G270900
OG0017787	Aa_G699130.h1.t1	Om006G270530
OG0017788	Aa_G247660.h1.t1	Om006G269390
OG0017790	Aa_G149730.h1.t1	Om005G213780
OG0017791	Aa_G368200.h1.t1	Om005G214430
OG0017792	Aa_G32370.h1.t1	Om005G214800
OG0017793	Aa_G32360.h1.t1	Om005G214810
OG0017796	Aa_G72510.h1.t1	Om005G226190, Om005G226160
OG0017799	Aa_G102890.h1.t1	Om002G055340
OG0017802	Aa_G577660.h1.t1	Om003G111930
OG0017803	Aa_G338420.h1.t1	Om003G112650
OG0017804	Aa_G116600.h1.t1	Om001G030180
OG0017806	Aa_G587510.h1.t1	Om001G002810
OG0017807	Aa_G578830.h1.t1	Om003G115840
OG0017808	Aa_G231630.h1.t1	Om003G115490
OG0017809	Aa_G69020.h1.t1	Om006G249650
OG0017810	Aa_G227710.h1.t1	Om006G248680
OG0017811	Aa_G19520.h1.t1	Om004G161580
OG0017812	Aa_G155230.h1.t1	Om004G161950
OG0017813	Aa_G711930.h1.t1	Om004G163500
OG0017814	Aa_G159040.h1.t1	Om004G165750
OG0017815	Aa_G195960.h1.t1	Om004G166150
OG0017816	Aa_G130540.h1.t1	Om004G166920
OG0017817	Aa_G210790.h1.t1	Om004G167370
OG0017819	Aa_G210730.h1.t1	Om004G167470
OG0017821	Aa_G495830.h1.t1	Om004G168730
OG0017822	Aa_G495810.h1.t1	Om004G168750
OG0017824	Aa_G152190.h1.t1	Om001G001050
OG0017825	Aa_G538330.h1.t1	Om002G072110
OG0017826	Aa_G533720.h1.t1	Om001G002960
OG0017827	Aa_G299710.h1.t1	Om001G004140
OG0017828	Aa_G59030.h1.t1	Om001G007050
OG0017832	Aa_G610240.h1.t1	Om001G012310
OG0017833	Aa_G507030.h1.t1	Om001G013600
OG0017834	Aa_G389440.h1.t1	Om001G013630
OG0017835	Aa_G10930.h1.t1	Om001G014690
OG0017836	Aa_G287780.h1.t1	Om001G014820
OG0017837	Aa_G27700.h1.t1	Om001G015370
OG0017838	Aa_G369280.h1.t1	Om001G015600
OG0017840	Aa_G205010.h1.t1	Om007G289110
OG0017841	Aa_G248870.h1.t1	Om007G290450
OG0017842	Aa_G248820.h1.t1	Om007G290500
OG0017844	Aa_G138820.h1.t1	Om007G291230
OG0017845	Aa_G426400.h1.t1	Om001G034780
OG0017847	Aa_G139450.h1.t1	Om001G037400
OG0017848	Aa_G540760.h1.t1	Om001G037710
OG0017849	Aa_G346630.h1.t1	Om001G038120
OG0017850	Aa_G153300.h1.t1	Om001G038240
OG0017851	Aa_G95160.h1.t1	Om001G038710
OG0017852	Aa_G294430.h1.t1	Om001G039120
OG0017853	Aa_G486290.h1.t1	Om002G044650
OG0017854	Aa_G374890.h1.t1	Om001G040220
OG0017857	Aa_G253960.h1.t1	Om007G314670
OG0017859	Aa_G264050.h1.t1	Om008G339370
OG0017863	Aa_G12050.h1.t1	Om008G340190
OG0017864	Aa_G113420.h1.t1	Om005G218900, Om005G228170
OG0017867	Aa_G39530.h1.t1	Om004G171360
OG0017868	Aa_G294860.h1.t1	Om008G346420
OG0017869	Aa_G154320.h1.t1	Om008G347120
OG0017870	Aa_G154310.h1.t1	Om008G347430
OG0017873	Aa_G36180.h1.t1	Om008G350570
OG0017875	Aa_G225590.h1.t1	Om008G352710
OG0017876	Aa_G300120.h1.t1	Om008G353470
OG0017878	Aa_G118060.h1.t1	Om008G358470
OG0017879	Aa_G650030.h1.t1	Om008G358850
OG0017880	Aa_G524880.h1.t1	Om008G359920
OG0017881	Aa_G160370.h1.t1	Om008G360960
OG0017883	Aa_G41170.h1.t1	Om008G361690
OG0017885	Aa_G63520.h1.t1	Om005G212750
OG0017887	Aa_G70930.h1.t1	Om003G106010
OG0017889	Aa_G255310.h1.t1	Om003G105240
OG0017890	Aa_G321580.h1.t1	Om003G104800
OG0017892	Aa_G356230.h1.t1	Om003G104590
OG0017893	Aa_G183940.h1.t1	Om003G104300
OG0017894	Aa_G198110.h1.t1	Om003G103890
OG0017896	Aa_G367840.h1.t1	Om003G103510
OG0017897	Aa_G115780.h1.t1	Om003G103500
OG0017899	Aa_G518260.h1.t1	Om003G103190
OG0017901	Aa_G580580.h1.t1	Om003G101360
OG0017903	Aa_G459580.h1.t1	Om007G317060
OG0017906	Aa_G177890.h1.t1	Om008G320230
OG0017907	Aa_G332580.h1.t1	Om008G320680
OG0017908	Aa_G16220.h1.t1	Om008G322150
OG0017909	Aa_G289620.h1.t1	Om008G322260
OG0017910	Aa_G252360.h1.t1	Om008G323030
OG0017911	Aa_G100620.h1.t1	Om008G323840
OG0017912	Aa_G401570.h1.t1	Om008G325660
OG0017913	Aa_G454730.h1.t1	Om008G325840
OG0017914	Aa_G450760.h1.t1	Om008G325990
OG0017915	Aa_G199940.h1.t1	Om008G326150
OG0017917	Aa_G230800.h1.t1	Om008G326920
OG0017918	Aa_G481290.h1.t1	Om004G177000
OG0017919	Aa_G481310.h1.t1	Om004G176980
OG0017920	Aa_G626100.h1.t1	Om004G176970
OG0017921	Aa_G53990.h1.t1	Om004G176830
OG0017922	Aa_G443010.h1.t1	Om004G176400
OG0017923	Aa_G77320.h1.t1	Om003G125070
OG0017925	Aa_G181170.h1.t1	Om006G241290
OG0017926	Aa_G15340.h1.t1	Om006G242470
OG0017927	Aa_G234650.h1.t1	Om006G245330
OG0017929	Aa_G246240.h1.t1	Om006G247120
OG0017930	Aa_G51390.h1.t1	Om006G232960
OG0017932	Aa_G43790.h1.t1	Om006G229600
OG0017933	Aa_G43950.h1.t1	Om006G229430
OG0017934	Aa_G44130.h1.t1	Om006G229250
OG0017937	Aa_G136110.h1.t1	Om004G157080
OG0017941	Aa_G53380.h1.t1	Om004G158220
OG0017942	Aa_G53160.h1.t1	Om004G158600
OG0017943	Aa_G99650.h1.t1	Om004G159830
OG0017944	Aa_G363520.h1.t1	Om007G278420
OG0017945	Aa_G154790.h1.t1	Om007G280050
OG0017946	Aa_G470520.h1.t1	Om007G282130
OG0017947	Aa_G391890.h1.t1	Om007G282260
OG0017948	Aa_G481450.h1.t1	Om005G185710
OG0017951	Aa_G371790.h1.t1	Om004G149300
OG0017953	Aa_G593140.h1.t1	Om002G042680
OG0017954	Aa_G553320.h1.t1	Om002G042590
OG0017955	Aa_G47760.h1.t1	Om002G048870
OG0017956	Aa_G52670.h1.t1	Om002G042420
OG0017957	Aa_G52420.h1.t1	Om002G042100
OG0017958	Aa_G52370.h1.t1	Om002G042050
OG0017959	Aa_G271670.h1.t1	Om004G175720
OG0017960	Aa_G271740.h1.t1	Om004G177410
OG0017961	Aa_G271770.h1.t1	Om004G177380
OG0017962	Aa_G264590.h1.t1	Om004G177260
OG0017966	Aa_G250290.h1.t1	Om002G044240
OG0017967	Aa_G267850.h1.t1	Om002G044790
OG0017968	Aa_G47590.h1.t1, Aa_G833050.h1.t1	Om002G045000
OG0017969	Aa_G47550.h1.t1, Aa_G416350.h1.t1	Om002G045040
OG0017970	Aa_G44890.h1.t1	Om002G045110
OG0017972	Aa_G4190.h1.t1	Om002G046270
OG0017973	Aa_G4260.h1.t1	Om002G046360
OG0017974	Aa_G4450.h1.t1	Om002G046570
OG0017975	Aa_G190640.h1.t1	Om002G053750
OG0017976	Aa_G75560.h1.t1	Om002G047450
OG0017977	Aa_G75550.h1.t1	Om002G047440
OG0017978	Aa_G51060.h1.t1	Om002G047810
OG0017979	Aa_G51220.h1.t1	Om002G048070
OG0017981	Aa_G174490.h1.t1	Om002G050260
OG0017982	Aa_G174330.h1.t1	Om002G050400
OG0017983	Aa_G258580.h1.t1	Om002G050700
OG0017984	Aa_G24290.h1.t1	Om002G051210
OG0017986	Aa_G632240.h1.t1	Om008G332090
OG0017989	Aa_G12270.h1.t1	Om008G337240
OG0017991	Aa_G378830.h1.t1	Om008G334390
OG0017993	Aa_G121290.h1.t1	Om005G196020
OG0017994	Aa_G112420.h1.t1	Om005G196240
OG0017996	Aa_G132010.h1.t1	Om005G197910
OG0017997	Aa_G278350.h1.t1	Om005G199000
OG0017998	Aa_G725990.h1.t1	Om005G199890
OG0017999	Aa_G271520.h1.t1	Om005G200280
OG0018000	Aa_G580230.h1.t1	Om005G200900
OG0018001	Aa_G266300.h1.t1	Om005G202310
OG0018002	Aa_G393480.h1.t1	Om005G202360
OG0018003	Aa_G393490.h1.t1	Om005G202370
OG0018004	Aa_G660990.h1.t1	Om005G202420
OG0018005	Aa_G453480.h1.t1	Om005G203830
OG0018009	Aa_G62620.h1.t1	Om004G143440
OG0018010	Aa_G349970.h1.t1	Om004G144370
OG0018011	Aa_G126680.h1.t1	Om004G145140
OG0018013	Aa_G636980.h1.t1	Om004G147370
OG0018014	Aa_G229250.h1.t1	Om004G148240
OG0018015	Aa_G353770.h1.t1	Om007G286050
OG0018016	Aa_G130030.h1.t1, Aa_G305160.h1.t1	Om007G285860
OG0018017	Aa_G90980.h1.t1	Om007G286330
OG0018019	Aa_G393080.h1.t1	Om004G151390
OG0018028	Aa_G407260.h1.t1	Om004G153750
OG0018030	Aa_G666150.h1.t1	Om005G192970
OG0018031	Aa_G89250.h1.t1	Om005G190150
OG0018032	Aa_G535920.h1.t1	Om005G189250
OG0018033	Aa_G516380.h1.t1	Om005G187880
OG0018034	Aa_G19340.h1.t1	Om005G186960
OG0018035	Aa_G558390.h1.t1, Aa_G90710.h1.t1	Om005G185580
OG0018036	Aa_G275780.h1.t1	Om005G185080
OG0018037	Aa_G517570.h1.t1	Om005G183580
OG0018038	Aa_G140110.h1.t1	Om005G183470
OG0018039	Aa_G79430.h1.t1	Om005G182960
OG0018040	Aa_G79320.h1.t1	Om005G182820
OG0018041	Aa_G286250.h1.t1	Om005G182100
OG0018042	Aa_G217760.h1.t1	Om005G181980
OG0018043	Aa_G400430.h1.t1	Om005G181170
OG0018044	Aa_G400410.h1.t1	Om005G181150
OG0018045	Aa_G134870.h1.t1	Om005G180470
OG0018046	Aa_G6680.h1.t1	Om005G179560
OG0018047	Aa_G290730.h1.t1	Om005G178700
OG0018049	Aa_G94580.h1.t1	Om005G177830
OG0018050	Aa_G94590.h1.t1	Om005G177820
OG0018051	Aa_G106090.h1.t1	Om005G177760
OG0018053	Aa_G72840.h1.t1	Om007G301680
OG0018055	Aa_G450440.h1.t1	Om007G300490
OG0018056	Aa_G321090.h1.t1	Om007G300040
OG0018058	Aa_G396230.h1.t1	Om007G296170
OG0018061	Aa_G122240.h1.t1	Om007G294230
OG0018062	Aa_G4690.h1.t1	Om002G046900
OG0018063	Aa_G224610.h1.t1	Om007G293190
OG0018066	Aa_G209440.h1.t1	Om004G161120
OG0018067	Aa_G108680.h1.t1	Om001G041460
OG0018068	Aa_G209840.h1.t1	Om004G170580
OG0018069	Aa_G546990.h1.t1	Om004G171100
OG0018070	Aa_G634210.h1.t1	Om004G172040
OG0018071	Aa_G331840.h1.t1	Om004G172510
OG0018072	Aa_G45520.h1.t1	Om006G238990
OG0018074	Aa_G448810.h1.t1	Om006G236760
OG0018075	Aa_G606830.h1.t1	Om006G236720
OG0018078	Aa_G807290.h1.t1	Om006G236230
OG0018079	Aa_G93960.h1.t1	Om006G247500
OG0018080	Aa_G462690.h1.t1	Om006G259950
OG0018082	Aa_G106830.h1.t1	Om006G261120
OG0018083	Aa_G826290.h1.t1	Om006G266650
OG0018084	Aa_G337630.h1.t1	Om005G192730
OG0018085	Aa_G337490.h1.t1	Om006G268390
OG0018086	Aa_G252650.h1.t1	Om004G134910
OG0018087	Aa_G314410.h1.t1	Om004G154410
OG0018089	Aa_G55940.h1.t1	Om005G211880
OG0018090	Aa_G395930.h1.t1	Om005G210350
OG0018091	Aa_G190310.h1.t1	Om005G210000
OG0018092	Aa_G283250.h1.t1	Om005G209800
OG0018093	Aa_G317490.h1.t1	Om005G209600
OG0018094	Aa_G170730.h1.t1	Om005G206580
OG0018095	Aa_G245890.h1.t1	Om005G206020
OG0018096	Aa_G104250.h1.t1	Om004G134920
OG0018097	Aa_G104370.h1.t1	Om004G135070
OG0018098	Aa_G215650.h1.t1	Om004G135150
OG0018099	Aa_G111210.h1.t1	Om004G136180
OG0018100	Aa_G702580.h1.t1	Om004G137320
OG0018102	Aa_G348910.h1.t1	Om004G137720
OG0018103	Aa_G259400.h1.t1	Om004G138450
OG0018104	Aa_G64560.h1.t1	Om004G139010
OG0018105	Aa_G64580.h1.t1	Om004G139070
OG0018107	Aa_G30620.h1.t1	Om004G140090
OG0018109	Aa_G13200.h1.t1	Om008G318640
OG0018110	Aa_G187200.h1.t1	Om004G142410
OG0018111	Aa_G80430.h1.t1	Om004G132050
OG0018112	Aa_G336960.h1.t1	Om004G131930
OG0018113	Aa_G145350.h1.t1	Om004G131760
OG0018114	Aa_G239110.h1.t1	Om004G129670
OG0018115	Aa_G40070.h1.t1	Om002G056610
OG0018117	Aa_G374010.h1.t1	Om002G057190
OG0018118	Aa_G373920.h1.t1	Om002G057340
OG0018121	Aa_G327490.h1.t1	Om002G058140
OG0018122	Aa_G1170.h1.t1	Om002G060300
OG0018123	Aa_G234930.h1.t1	Om002G060640
OG0018126	Aa_G698520.h1.t1	Om002G070420
OG0018128	Aa_G427510.h1.t1	Om002G071510
OG0018129	Aa_G658400.h1.t1	Om002G073020
OG0018131	Aa_G401740.h1.t1	Om008G329310
OG0018132	Aa_G70.h1.t1	Om002G075890
OG0018133	Aa_G211210.h1.t1	Om002G076820
OG0018134	Aa_G105380.h1.t1	Om002G079340
OG0018135	Aa_G105530.h1.t1	Om002G078860
OG0018136	Aa_G116300.h1.t1	Om002G077730
OG0018137	Aa_G116290.h1.t1	Om002G077720
OG0018138	Aa_G105470.h1.t1	Om001G006280
OG0018139	Aa_G105250.h1.t1	Om002G079550
OG0018141	Aa_G384630.h1.t1	Om002G081880
OG0018142	Aa_G81670.h1.t1	Om002G082100, Om003G111560, Om008G360710
OG0018144	Aa_G650550.h1.t1	Om002G084170
OG0018145	Aa_G688020.h1.t1	Om002G085870
OG0018146	Aa_G244900.h1.t1	Om002G086850
OG0018147	Aa_G194660.h1.t1	Om002G088460
OG0018149	Aa_G613360.h1.t1	Om003G092660
OG0018150	Aa_G173570.h1.t1	Om003G094010
OG0018152	Aa_G677570.h1.t1	Om003G095210
OG0018153	Aa_G273830.h1.t1	Om003G098890
OG0018154	Aa_G133510.h1.t1	Om003G098600
OG0018155	Aa_G110700.h1.t1	Om003G099510
OG0018157	Aa_G38970.h1.t1	Om005G181480
OG0018158	Aa_G100030.h1.t1	Om006G255560
OG0018159	Aa_G211580.h1.t1	Om006G255120
OG0018160	Aa_G14320.h1.t1	Om006G254940
OG0018161	Aa_G287670.h1.t1	Om006G252580
OG0018162	Aa_G654540.h1.t1	Om006G250470
OG0018164	Aa_G373060.h1.t1	Om003G119310
OG0018165	Aa_G660550.h1.t1	Om003G119460
OG0018166	Aa_G401940.h1.t1	Om003G120560
OG0018167	Aa_G317290.h1.t1	Om008G327710
OG0018168	Aa_G433200.h1.t1	Om003G122270
OG0018170	Aa_G77350.h1.t1	Om003G125000
OG0018171	Aa_G728940.h1.t1	Om003G126690
OG0018172	Aa_G167830.h1.t1	Om003G128140
OG0018173	Aa_G118340.h1.t1	Om003G091530
OG0018175	Aa_G70970.h1.t1	Om003G105880
OG0018176	Aa_G392670.h1.t1	Om006G258610
