Orthogroup	Arabis_alpina	Brassica_napus
OG0015190	Aa_G32610.h1.t1	XP_013647571.1, XP_048618488.1
OG0015191	Aa_G32650.h1.t1	XP_013644996.1, XP_048618487.1, XP_048615367.1
OG0015192	Aa_G32670.h1.t1	XP_013647566.1, XP_013653657.1
OG0015194	Aa_G492550.h1.t1	XP_013701290.2, XP_013744365.2
OG0015195	Aa_G581120.h1.t1	XP_013692849.2, XP_013644979.1
OG0015196	Aa_G150470.h1.t1	XP_013690429.2, XP_013644974.1
OG0015197	Aa_G150480.h1.t1	XP_013743547.2, XP_013726646.2
OG0015198	Aa_G39570.h1.t1	XP_048615243.1
OG0015199	Aa_G39490.h1.t1	XP_048623462.1, XP_022548321.2
OG0015200	Aa_G230420.h1.t1	XP_048599081.1, XP_013667341.2
OG0015201	Aa_G316840.h1.t1	XP_013703469.2, XP_013723707.1
OG0015202	Aa_G39420.h1.t1	XP_013740233.1, XP_013682034.2
OG0015203	Aa_G39400.h1.t1	XP_048610063.1, XP_013738550.2
OG0015204	Aa_G294810.h1.t1	XP_013732868.1, XP_013719681.1
OG0015205	Aa_G453790.h1.t1	XP_048604437.1, XP_022559505.2
OG0015206	Aa_G154350.h1.t1	XP_013719664.1, XP_013732869.2
OG0015207	Aa_G154340.h1.t1	XP_013719794.1, XP_013732870.2
OG0015208	Aa_G154330.h1.t1	XP_048596810.1, XP_022547442.1
OG0015209	Aa_G425080.h1.t1	XP_013719719.1, XP_013737571.1
OG0015211	Aa_G558800.h1.t1	XP_048631981.1, XP_013680934.2
OG0015212	Aa_G107490.h1.t1	XP_048604421.1, XP_048614417.1
OG0015213	Aa_G107430.h1.t1	XP_013718544.3
OG0015214	Aa_G36130.h1.t1	XP_013735542.1, XP_013684085.2
OG0015215	Aa_G36170.h1.t1	XP_013735543.1, XP_048606908.1
OG0015217	Aa_G686380.h1.t1	XP_013718642.2, XP_013736679.1
OG0015218	Aa_G289270.h1.t1	XP_013718644.1, XP_013736601.1
OG0015219	Aa_G477180.h1.t1	XP_048612845.1, XP_013691277.2
OG0015221	Aa_G352530.h1.t1	XP_048596787.1, XP_048624303.1
OG0015222	Aa_G352540.h1.t1	XP_048631153.1, XP_013693088.2, XP_013692895.1
OG0015224	Aa_G35240.h1.t1	XP_022557078.1, XP_013662159.2
OG0015225	Aa_G35100.h1.t1	XP_013690772.1, XP_013687033.2
OG0015226	Aa_G287040.h1.t1	XP_013725221.1, XP_013698396.2
OG0015228	Aa_G561130.h1.t1	XP_013732692.1, XP_013740827.2
OG0015229	Aa_G561110.h1.t1	XP_013661141.2, XP_048631626.1, XP_013662043.1
OG0015230	Aa_G320530.h1.t1	XP_048596744.1, XP_048624268.1, XP_013662053.2
OG0015231	Aa_G320550.h1.t1	XP_048632023.1, XP_048606962.1
OG0015232	Aa_G320610.h1.t1	XP_048624262.1, XP_048596743.1
OG0015233	Aa_G320690.h1.t1	XP_013714465.1, XP_013662027.2
OG0015234	Aa_G892700.h1.t1	XP_013662011.2, XP_013712472.1
OG0015237	Aa_G103090.h1.t1	XP_013712919.1, XP_022563282.2
OG0015238	Aa_G123810.h1.t1	XP_013686942.2, XP_013733193.2
OG0015239	Aa_G123800.h1.t1	XP_013733203.1, XP_048618278.1
OG0015240	Aa_G123700.h1.t1	XP_013681659.1, XP_013687142.1
OG0015241	Aa_G149540.h1.t1	XP_013721726.3, XP_022552438.2
OG0015242	Aa_G117990.h1.t1, Aa_G118000.h1.t1	XP_013681742.2, XP_013670716.1
OG0015243	Aa_G220200.h1.t1	XP_022566122.2, XP_013707796.3
OG0015244	Aa_G650020.h1.t1	XP_022563874.1, XP_022543748.2
OG0015245	Aa_G420000.h1.t1	XP_013674983.2, XP_013675018.1
OG0015246	Aa_G541250.h1.t1	XP_048615997.1, XP_048591757.1
OG0015247	Aa_G385530.h1.t1	XP_013677067.1, XP_048603840.1
OG0015249	Aa_G193310.h1.t1	XP_013702578.1, XP_048636886.1
OG0015251	Aa_G524900.h1.t1	XP_048623543.1, XP_013662892.2
OG0015252	Aa_G208110.h1.t1	XP_013707598.2, XP_022543737.2
OG0015253	Aa_G63540.h1.t1	XP_013706476.1, XP_013696890.1
OG0015254	Aa_G268650.h1.t1	XP_048610538.1, XP_013728591.1, XP_013663446.2
OG0015255	Aa_G41340.h1.t1	XP_048637343.1, XP_013706246.2
OG0015256	Aa_G70900.h1.t1	XP_048628130.1, XP_013680235.2, XP_013676595.1
OG0015257	Aa_G363030.h1.t1	XP_048610686.1, XP_013682688.1
OG0015258	Aa_G162900.h1.t1	XP_013714718.2, XP_013728350.2
OG0015259	Aa_G162920.h1.t1	XP_013693689.2, XP_048617814.1
OG0015260	Aa_G246620.h1.t1	XP_022545588.2, XP_013730991.1
OG0015261	Aa_G210.h1.t1	XP_022566836.1, XP_013657089.2
OG0015262	Aa_G44180.h1.t1	XP_013686790.2, XP_048633292.1
OG0015263	Aa_G211250.h1.t1	XP_013703112.1, XP_048593171.1
OG0015265	Aa_G391460.h1.t1	XP_013719617.1, XP_048633273.1, XP_013696817.1
OG0015266	Aa_G535140.h1.t1	XP_013701866.1, XP_013701863.2
OG0015267	Aa_G59820.h1.t1	XP_013739008.2, XP_013671516.2
OG0015268	Aa_G356210.h1.t1	XP_013719852.2, XP_048621667.1
OG0015269	Aa_G380090.h1.t1	XP_013731690.1, XP_013731134.1
OG0015270	Aa_G178810.h1.t1	XP_013655142.1, XP_022555390.1
OG0015271	Aa_G126900.h1.t1	XP_013719809.1, XP_013686770.2
OG0015272	Aa_G198100.h1.t1	XP_013729444.2, XP_048622167.1
OG0015273	Aa_G79850.h1.t1	XP_022571847.2, XP_013723182.2
OG0015274	Aa_G341610.h1.t1	XP_013742862.2, XP_013686304.2
OG0015275	Aa_G367890.h1.t1	XP_013712508.1, XP_013690438.1
OG0015276	Aa_G518250.h1.t1	XP_013656785.2, XP_013736674.1
OG0015277	Aa_G270810.h1.t1	XP_013690460.1, XP_013708534.1
OG0015278	Aa_G270790.h1.t1	XP_048610195.1, XP_048634001.1
OG0015279	Aa_G330870.h1.t1	XP_048592928.1, XP_013743395.2
OG0015281	Aa_G295140.h1.t1	XP_013655705.1, XP_013668166.2
OG0015282	Aa_G37900.h1.t1	XP_013647624.2, XP_013675885.2
OG0015283	Aa_G459980.h1.t1	XP_013719144.1, XP_013647759.1
OG0015284	Aa_G151470.h1.t1	XP_048610763.1, XP_048633408.1
OG0015285	Aa_G675950.h1.t1	XP_013743284.2, XP_013698624.1
OG0015286	Aa_G744220.h1.t1	XP_013700757.1, XP_013746799.2
OG0015287	Aa_G495310.h1.t1	XP_013647774.2, XP_013700665.2
OG0015288	Aa_G352950.h1.t1	XP_022571492.2, XP_013708583.2
OG0015289	Aa_G547880.h1.t1	XP_048633474.1, XP_013729214.2
OG0015290	Aa_G512940.h1.t1	XP_048633340.1, XP_022567261.2
OG0015291	Aa_G13130.h1.t1	XP_013731155.2, XP_022574695.2
OG0015292	Aa_G13060.h1.t1	XP_013722573.2, XP_013723898.2
OG0015293	Aa_G13030.h1.t1	XP_013690398.1, XP_013747502.2
OG0015294	Aa_G12990.h1.t1	XP_013747504.2, XP_013690402.1
OG0015295	Aa_G12860.h1.t1	XP_022544165.1, XP_013688586.1
OG0015296	Aa_G12840.h1.t1	XP_013732546.3, XP_013688587.1
OG0015297	Aa_G12830.h1.t1	XP_013686323.2, XP_013747514.2
OG0015298	Aa_G206070.h1.t1	XP_048610539.1, XP_013747551.2
OG0015299	Aa_G206060.h1.t1	XP_048610541.1, XP_013747552.2
OG0015300	Aa_G241260.h1.t1	XP_013751987.1, XP_013691538.2
OG0015301	Aa_G241240.h1.t1	XP_048635403.1
OG0015302	Aa_G241190.h1.t1	XP_013747539.2, XP_022571010.2
OG0015303	Aa_G507840.h1.t1	XP_013700681.1, XP_013693169.1
OG0015304	Aa_G593410.h1.t1	XP_013747561.2, XP_048635410.1
OG0015305	Aa_G177910.h1.t1	XP_013747582.2, XP_013711908.2
OG0015306	Aa_G177900.h1.t1	XP_048635418.1, XP_048610342.1
OG0015307	Aa_G469430.h1.t1	XP_013750958.1, XP_013688194.1
OG0015308	Aa_G332680.h1.t1	XP_013707994.1, XP_013747609.1
OG0015309	Aa_G332560.h1.t1	XP_013710486.2, XP_013747619.2
OG0015310	Aa_G196920.h1.t1	XP_013734846.2, XP_013734869.1
OG0015311	Aa_G536040.h1.t1	XP_013708860.2, XP_013752003.2
OG0015312	Aa_G16920.h1.t1	XP_013748090.1, XP_013748191.1
OG0015313	Aa_G17100.h1.t1	XP_013748222.2, XP_013748118.1
OG0015314	Aa_G16000.h1.t1	XP_022550668.2, XP_013749653.1
OG0015315	Aa_G16010.h1.t1	XP_048609356.1, XP_022575962.1
OG0015316	Aa_G16030.h1.t1	XP_022550670.1, XP_048634776.1
OG0015317	Aa_G289600.h1.t1	XP_013748148.1, XP_048609353.1
OG0015318	Aa_G705910.h1.t1	XP_048609349.1, XP_048636400.1
OG0015319	Aa_G443460.h1.t1	XP_013740647.1, XP_013725837.1
OG0015320	Aa_G443500.h1.t1	XP_013734798.2, XP_013683710.1
OG0015321	Aa_G443530.h1.t1	XP_048608654.1, XP_048631799.1
OG0015322	Aa_G175200.h1.t1	XP_022574782.1, XP_022556202.1
OG0015323	Aa_G175220.h1.t1	XP_022570165.1, XP_013692100.1
OG0015324	Aa_G175320.h1.t1	XP_013686169.1, XP_013747976.1
OG0015325	Aa_G467060.h1.t1	XP_048634760.1, XP_013666716.2
OG0015326	Aa_G252380.h1.t1	XP_013691628.2, XP_013747984.1
OG0015327	Aa_G479530.h1.t1	XP_022574270.1, XP_013725486.1
OG0015328	Aa_G100510.h1.t1	XP_022574627.1, XP_013725456.2
OG0015329	Aa_G360540.h1.t1	XP_013691902.1, XP_022557913.1
OG0015330	Aa_G284480.h1.t1	XP_048631774.1, XP_013683835.1
OG0015331	Aa_G581360.h1.t1	XP_013720284.2, XP_048611221.1
OG0015332	Aa_G125300.h1.t1	XP_013686755.1, XP_048636367.1
OG0015333	Aa_G125320.h1.t1	XP_013686840.2, XP_022574757.1
OG0015334	Aa_G125570.h1.t1	XP_022574057.2, XP_013683803.1
OG0015335	Aa_G280630.h1.t1	XP_013717488.1, XP_048609306.1
OG0015336	Aa_G454750.h1.t1	XP_013730821.2, XP_013673108.1
OG0015337	Aa_G488910.h1.t1	XP_013673101.1, XP_013730246.1
OG0015338	Aa_G200000.h1.t1	XP_013691313.2, XP_048609300.1
OG0015339	Aa_G374590.h1.t1	XP_048611195.1, XP_013747426.2
OG0015340	Aa_G374600.h1.t1	XP_013657032.1, XP_013747746.1
OG0015341	Aa_G374670.h1.t1	XP_013673096.1, XP_013657025.1
OG0015342	Aa_G415320.h1.t1	XP_013683770.1, XP_013724360.1
OG0015343	Aa_G599350.h1.t1	XP_013747767.2, XP_048609291.1
OG0015344	Aa_G67250.h1.t1	XP_013747798.2, XP_048635474.1
OG0015345	Aa_G230810.h1.t1	XP_022548903.2, XP_013687888.1
OG0015346	Aa_G188400.h1.t1	XP_013747826.2, XP_013692002.2
OG0015347	Aa_G54000.h1.t1	XP_013730119.1, XP_013723455.2
OG0015348	Aa_G54010.h1.t1	XP_013723473.1, XP_013730075.1
OG0015349	Aa_G612100.h1.t1	XP_013732260.2
OG0015350	Aa_G490120.h1.t1	XP_013720260.1
OG0015352	Aa_G18690.h1.t1	XP_013723623.2, XP_013746266.1
OG0015353	Aa_G18770.h1.t1	XP_013723649.2, XP_013746248.1
OG0015354	Aa_G274530.h1.t1	XP_048631065.1, XP_013668267.2
OG0015355	Aa_G274590.h1.t1	XP_048631063.1, XP_048624378.1
OG0015356	Aa_G260610.h1.t1	XP_013668295.2, XP_013685259.2
OG0015357	Aa_G260660.h1.t1	XP_013703699.2, XP_013668297.1
OG0015358	Aa_G456510.h1.t1	XP_048629266.1, XP_013720237.2
OG0015359	Aa_G469770.h1.t1	XP_013720205.2
OG0015360	Aa_G451880.h1.t1	XP_013725024.2, XP_022554153.2
OG0015361	Aa_G259850.h1.t1	XP_048624333.1, XP_048598630.1
OG0015362	Aa_G170220.h1.t1	XP_013720135.1
OG0015363	Aa_G170170.h1.t1	XP_013668344.2, XP_022568408.2
OG0015364	Aa_G170130.h1.t1	XP_013724913.1, XP_022554165.1
OG0015365	Aa_G519970.h1.t1	XP_013668359.1, XP_013726256.1
OG0015366	Aa_G152780.h1.t1	XP_013678566.2, XP_048603542.1
OG0015367	Aa_G556550.h1.t1	XP_013726235.2, XP_013668362.2
OG0015368	Aa_G226340.h1.t1	XP_013721496.1
OG0015369	Aa_G337180.h1.t1	XP_013720273.1
OG0015370	Aa_G337120.h1.t1	XP_048598611.1, XP_013730152.1
OG0015371	Aa_G140810.h1.t1	XP_013668202.1, XP_048598604.1
OG0015372	Aa_G181620.h1.t1	XP_022566166.1, XP_013724624.2
OG0015373	Aa_G181610.h1.t1	XP_048623061.1, XP_048598590.1
OG0015374	Aa_G181330.h1.t1	XP_013676048.2, XP_013721845.1
OG0015375	Aa_G68110.h1.t1	XP_013667325.2, XP_013736394.1
OG0015376	Aa_G68220.h1.t1	XP_013675990.1, XP_048605641.1
OG0015377	Aa_G501660.h1.t1	XP_013721966.2
OG0015378	Aa_G672090.h1.t1	XP_013682265.2, XP_013731306.1
OG0015379	Aa_G578680.h1.t1	XP_013671611.1, XP_013698943.2
OG0015380	Aa_G404780.h1.t1	XP_022554487.2, XP_022568062.2
OG0015381	Aa_G404740.h1.t1	XP_013667241.2, XP_013717653.1
OG0015382	Aa_G9080.h1.t1	XP_013667226.2, XP_013717598.1
OG0015383	Aa_G8840.h1.t1	XP_048627908.1, XP_013716035.1
OG0015384	Aa_G8760.h1.t1	XP_013682233.1, XP_022568624.2
OG0015385	Aa_G459200.h1.t1	XP_013723523.1, XP_013680091.2
OG0015387	Aa_G692850.h1.t1	XP_048623310.1, XP_013667188.2
OG0015388	Aa_G173800.h1.t1	XP_013682202.2, XP_013715777.2
OG0015389	Aa_G127260.h1.t1	XP_013740341.2, XP_013680761.1
OG0015390	Aa_G127120.h1.t1	XP_013667146.2, XP_013660691.1
OG0015391	Aa_G127090.h1.t1	XP_048598988.1, XP_013660679.1
OG0015392	Aa_G323930.h1.t1	XP_022558392.2
OG0015393	Aa_G260.h1.t1, Aa_G304750.h1.t1	XP_048616873.1, XP_013649215.2
OG0015394	Aa_G34000.h1.t1	XP_013681147.2, XP_013642461.1
OG0015395	Aa_G33780.h1.t1	XP_022551608.2, XP_013680863.2
OG0015396	Aa_G448460.h1.t1	XP_013738386.2, XP_013680923.2
OG0015397	Aa_G28020.h1.t1	XP_013716575.2, XP_013712856.2
OG0015398	Aa_G345490.h1.t1	XP_013729607.1, XP_013716812.2
OG0015399	Aa_G28080.h1.t1	XP_013714537.2, XP_013716785.2
OG0015400	Aa_G297080.h1.t1	XP_013682479.2, XP_013712689.2
OG0015401	Aa_G320910.h1.t1	XP_013661208.2, XP_013707097.1
OG0015402	Aa_G75400.h1.t1	XP_013711114.2, XP_013711113.1
OG0015403	Aa_G75360.h1.t1	XP_048628373.1, XP_022571273.2, XP_013722090.3
OG0015404	Aa_G75290.h1.t1	XP_048628364.1, XP_048629719.1
OG0015405	Aa_G75280.h1.t1	XP_022555515.1, XP_013647048.1
OG0015406	Aa_G75260.h1.t1	XP_013707051.1, XP_013661221.2
OG0015407	Aa_G75230.h1.t1	XP_013727519.1, XP_013642983.2
OG0015408	Aa_G75220.h1.t1	XP_022564025.1, XP_048637870.1
OG0015409	Aa_G75940.h1.t1	XP_013643004.2, XP_013643428.1
OG0015410	Aa_G76190.h1.t1	XP_013643175.1
OG0015411	Aa_G76230.h1.t1	XP_013643031.2, XP_048606656.1
OG0015413	Aa_G51700.h1.t1	XP_013652783.1, XP_013661269.2
OG0015414	Aa_G51580.h1.t1	XP_048616591.1, XP_013700970.1, XP_022574665.2
OG0015415	Aa_G51560.h1.t1	XP_013643162.2
OG0015416	Aa_G51530.h1.t1	XP_013722826.2
OG0015417	Aa_G51440.h1.t1	XP_048606642.1, XP_013643151.2
OG0015418	Aa_G51410.h1.t1	XP_048606633.1, XP_013643146.2
OG0015419	Aa_G306150.h1.t1	XP_013672897.1, XP_013643134.2
OG0015420	Aa_G21100.h1.t1	XP_013667289.2, XP_013702491.1
OG0015421	Aa_G21040.h1.t1	XP_013643126.2, XP_022543282.2
OG0015422	Aa_G20830.h1.t1	XP_013670994.1, XP_013670993.2
OG0015423	Aa_G20780.h1.t1	XP_013643113.2, XP_013729771.1
OG0015425	Aa_G37310.h1.t1	XP_013723103.3, XP_013643078.2, XP_048626563.1
OG0015426	Aa_G292860.h1.t1	XP_048631242.1, XP_048616840.1, XP_013701770.3
OG0015427	Aa_G81490.h1.t1	XP_013707842.1, XP_013738532.2
OG0015428	Aa_G81410.h1.t1	XP_048606580.1, XP_022543976.2
OG0015429	Aa_G81310.h1.t1	XP_013643215.1, XP_013643324.2
OG0015430	Aa_G23430.h1.t1	XP_013643306.1, XP_013641455.1
OG0015431	Aa_G23450.h1.t1	XP_013641460.1, XP_048590952.1
OG0015432	Aa_G23510.h1.t1	XP_013740989.1, XP_013643298.2
OG0015433	Aa_G23590.h1.t1	XP_013740809.2, XP_048590953.1
OG0015434	Aa_G23640.h1.t1	XP_013740879.1, XP_013740787.2
OG0015435	Aa_G23690.h1.t1	XP_013651682.2, XP_013691434.1
OG0015436	Aa_G383100.h1.t1	XP_013653504.2, XP_048592777.1
OG0015437	Aa_G383110.h1.t1	XP_013655830.1, XP_048595486.1
OG0015438	Aa_G165760.h1.t1	XP_013686226.1, XP_013661909.1
OG0015439	Aa_G649320.h1.t1	XP_022547410.1, XP_013661343.2
OG0015440	Aa_G87230.h1.t1	XP_013687160.2, XP_013690169.2
OG0015441	Aa_G180740.h1.t1	XP_013686287.1, XP_013653565.1
OG0015442	Aa_G180710.h1.t1	XP_013653559.1, XP_013686257.1
OG0015443	Aa_G146990.h1.t1	XP_013661326.1, XP_013652798.1
OG0015444	Aa_G43740.h1.t1	XP_013692510.1
OG0015445	Aa_G43770.h1.t1	XP_048592798.1, XP_013653754.2
OG0015446	Aa_G43880.h1.t1	XP_013653640.1, XP_013653743.1
OG0015447	Aa_G44050.h1.t1	XP_048592800.1, XP_013651709.1
OG0015448	Aa_G44110.h1.t1	XP_013702057.2, XP_048630033.1, XP_013712398.1
OG0015449	Aa_G113950.h1.t1	XP_048631506.1, XP_013702094.1, XP_013712011.1
OG0015450	Aa_G113900.h1.t1	XP_013653649.1, XP_013653732.1
OG0015451	Aa_G113780.h1.t1	XP_048623865.1, XP_048595529.1
OG0015452	Aa_G113670.h1.t1	XP_013649433.2
OG0015454	Aa_G78470.h1.t1	XP_013683697.1
OG0015455	Aa_G511720.h1.t1	XP_048595109.1, XP_013731270.2
OG0015456	Aa_G242190.h1.t1	XP_013731265.2, XP_013729986.2
OG0015458	Aa_G53290.h1.t1	XP_048625473.1, XP_013660557.1
OG0015459	Aa_G67930.h1.t1	NP_001303111.1, XP_048625483.1
OG0015461	Aa_G67800.h1.t1	XP_048625494.1, XP_048595139.1
OG0015462	Aa_G46780.h1.t1	XP_048595157.1, XP_013726360.2
OG0015463	Aa_G46630.h1.t1	XP_013726347.2, XP_013722824.1
OG0015464	Aa_G191450.h1.t1, Aa_G191460.h1.t1	XP_013684400.1, XP_013735354.2
OG0015465	Aa_G191350.h1.t1	XP_013722831.2, XP_013731951.2
OG0015466	Aa_G197370.h1.t1	XP_022547913.2
OG0015467	Aa_G180000.h1.t1	XP_013722934.1
OG0015468	Aa_G180020.h1.t1	XP_013722932.2
OG0015469	Aa_G180030.h1.t1	XP_013722933.2
OG0015470	Aa_G189000.h1.t1	XP_013693817.2, XP_048590854.1
OG0015471	Aa_G189020.h1.t1	XP_048607008.1, XP_013740801.2
OG0015472	Aa_G215360.h1.t1	XP_013706768.1, XP_013723732.1
OG0015473	Aa_G215300.h1.t1	XP_048637424.1, XP_013723721.1
OG0015474	Aa_G215280.h1.t1	XP_013736687.1, XP_013703417.1
OG0015475	Aa_G215270.h1.t1	XP_048595993.1, XP_013714667.1
OG0015476	Aa_G89560.h1.t1	XP_013707132.1, NP_001303046.1
OG0015477	Aa_G89680.h1.t1	XP_048603558.1, XP_013703502.2
OG0015478	Aa_G89710.h1.t1	XP_022565639.1, XP_022570943.2
OG0015479	Aa_G316830.h1.t1	XP_048595951.1, XP_013661745.1
OG0015480	Aa_G316860.h1.t1	XP_022561900.1, XP_013706689.2
OG0015481	Aa_G316880.h1.t1	XP_048617807.1, NP_001302758.1
OG0015482	Aa_G219590.h1.t1	XP_013653672.2, XP_048618495.1
OG0015483	Aa_G424800.h1.t1	XP_022556274.2, XP_048636724.1
OG0015484	Aa_G148680.h1.t1	XP_013692818.2, XP_013748640.2
OG0015485	Aa_G346450.h1.t1	XP_013734174.2, XP_048630853.1
OG0015486	Aa_G346360.h1.t1	XP_013686029.1, XP_013748703.2
OG0015487	Aa_G346330.h1.t1	XP_013692451.2, XP_013748706.1
OG0015489	Aa_G154680.h1.t1	XP_013728543.2, XP_048636747.1
OG0015490	Aa_G167440.h1.t1	XP_013742761.1, XP_013734155.1
OG0015491	Aa_G167530.h1.t1	XP_013682593.1, XP_048636776.1
OG0015492	Aa_G343060.h1.t1	XP_013748765.2, XP_013682589.1
OG0015494	Aa_G119360.h1.t1	XP_013733957.3, XP_048608365.1
OG0015495	Aa_G35490.h1.t1	XP_013748822.2, XP_013718427.1
OG0015496	Aa_G470540.h1.t1	XP_013672905.1, XP_013730394.2
OG0015497	Aa_G425730.h1.t1	XP_013744177.1, XP_013687487.1
OG0015498	Aa_G248290.h1.t1	XP_048610086.1, XP_013744186.2
OG0015499	Aa_G60270.h1.t1	XP_013747143.2, XP_013676438.1
OG0015500	Aa_G598720.h1.t1	XP_048633774.1, XP_013744198.2
OG0015501	Aa_G60010.h1.t1	XP_048610077.1, XP_048633773.1
OG0015502	Aa_G18060.h1.t1	XP_013692403.1, XP_013647673.2
OG0015503	Aa_G182050.h1.t1	XP_013743947.1, XP_022556992.2
OG0015504	Aa_G504030.h1.t1	XP_013647647.2, XP_048610487.1
OG0015505	Aa_G430670.h1.t1	XP_013686668.2, XP_022544622.2
OG0015506	Aa_G347850.h1.t1	XP_048633756.1, XP_022556991.2
OG0015507	Aa_G202220.h1.t1	XP_013720128.2, XP_013743952.2
OG0015510	Aa_G606190.h1.t1	XP_013692198.2
OG0015511	Aa_G685770.h1.t1	XP_013742462.1, XP_013744009.2
OG0015512	Aa_G257330.h1.t1	XP_013707626.1, XP_013744004.1
OG0015513	Aa_G155810.h1.t1	XP_048633746.1, XP_013720496.1
OG0015514	Aa_G63180.h1.t1	XP_013743993.2, XP_013720441.2
OG0015515	Aa_G59490.h1.t1	XP_048610502.1, XP_013653710.2
OG0015516	Aa_G59520.h1.t1	XP_013742452.2, XP_013744020.2
OG0015517	Aa_G463320.h1.t1	XP_013653718.1, XP_013660509.1
OG0015518	Aa_G362560.h1.t1	XP_048609866.1, XP_013651733.1
OG0015519	Aa_G202880.h1.t1	XP_013653719.1, XP_013660512.2
OG0015520	Aa_G536210.h1.t1	XP_013683895.2, XP_048631871.1
OG0015521	Aa_G320840.h1.t1	XP_013642943.2, XP_022553986.1
OG0015522	Aa_G112800.h1.t1	XP_013644222.2, XP_013737992.1
OG0015523	Aa_G136150.h1.t1	XP_048625843.1, XP_013696580.1
OG0015524	Aa_G363370.h1.t1, Aa_G363370.h2.t1	XP_013683885.2, XP_013683886.2
OG0015525	Aa_G363320.h1.t1	XP_048620921.1, XP_048597372.1
OG0015526	Aa_G506520.h1.t1	NP_001302559.1, XP_048620935.1
OG0015527	Aa_G506510.h1.t1	XP_013747089.1, XP_013695593.1
OG0015528	Aa_G506480.h1.t1	XP_013663989.2, XP_013710995.1
OG0015529	Aa_G290480.h1.t1	XP_022573922.2, XP_013698342.1
OG0015530	Aa_G290450.h1.t1	XP_013734973.2, XP_013697888.2
OG0015531	Aa_G495970.h1.t1	XP_013744040.2, XP_022556948.1
OG0015532	Aa_G480930.h1.t1	XP_013747095.1, XP_013695736.2
OG0015533	Aa_G35720.h1.t1	XP_048633711.1, XP_048612419.1
OG0015534	Aa_G77870.h1.t1	XP_013742945.1, XP_048600245.1
OG0015535	Aa_G593170.h1.t1	XP_013735639.2, XP_048605986.1
OG0015536	Aa_G451750.h1.t1	XP_013684251.1, XP_013735634.1
OG0015537	Aa_G52560.h1.t1	XP_013735605.2, XP_013735603.2
OG0015538	Aa_G52530.h1.t1	XP_048605983.1, XP_013735599.2
OG0015539	Aa_G48100.h1.t1	XP_013656959.1, XP_048607673.1
OG0015540	Aa_G52450.h1.t1	XP_048591373.1, XP_013729730.2
OG0015541	Aa_G52410.h1.t1	XP_013735601.2
OG0015542	Aa_G52360.h1.t1	XP_048629963.1, XP_013689862.2
OG0015543	Aa_G52350.h1.t1	XP_022575703.2
OG0015544	Aa_G52310.h1.t1	XP_022569413.2, XP_048629959.1
OG0015545	Aa_G271700.h1.t1	XP_013685944.2, XP_022545472.1
OG0015546	Aa_G271730.h1.t1	XP_013705875.1, XP_013662451.1
OG0015547	Aa_G271760.h1.t1	XP_048607683.1, XP_048623677.1
OG0015548	Aa_G271790.h1.t1	XP_013723261.1, XP_013648790.2
OG0015549	Aa_G271810.h1.t1	XP_013648804.2, XP_048623716.1
OG0015550	Aa_G271820.h1.t1	XP_022563133.1, XP_048629395.1
OG0015551	Aa_G271830.h1.t1	XP_048629393.1, XP_048602643.1
OG0015552	Aa_G264600.h1.t1	XP_013731789.1
OG0015553	Aa_G264620.h1.t1	NP_001302924.1
OG0015554	Aa_G264630.h1.t1	XP_048602291.1
OG0015555	Aa_G69740.h1.t1	XP_048619100.1, XP_013738110.3
OG0015556	Aa_G86630.h1.t1	XP_013741957.2, XP_013742421.1
OG0015557	Aa_G14730.h1.t1	XP_013735654.2, XP_013684231.1
OG0015558	Aa_G14680.h1.t1	XP_048636259.1, XP_013750980.2
OG0015559	Aa_G71710.h1.t1	XP_013750962.2, XP_048614295.1
OG0015560	Aa_G71700.h1.t1	XP_013647462.1, XP_013659425.1
OG0015561	Aa_G71690.h1.t1	XP_048628406.1, XP_048614208.1, XP_048602017.1
OG0015562	Aa_G71630.h1.t1	XP_013684205.2, XP_013740863.2
OG0015563	Aa_G934960.h1.t1	XP_048636245.1, XP_048614281.1
OG0015564	Aa_G743970.h1.t1	XP_013678385.2, XP_013678405.2
OG0015565	Aa_G42510.h1.t1	XP_048614269.1, XP_013678397.2
OG0015567	Aa_G42210.h1.t1	XP_013661918.2, XP_013682559.2
OG0015568	Aa_G42190.h1.t1	XP_013682557.2, XP_013661917.2
OG0015569	Aa_G250330.h1.t1	XP_013750925.2, XP_048614242.1
OG0015570	Aa_G111930.h1.t1	XP_013732174.1, XP_048601970.1
OG0015572	Aa_G111860.h1.t1	XP_048595771.1, XP_013732170.1
OG0015573	Aa_G267890.h1.t1	XP_022562270.2, XP_022562271.1
OG0015574	Aa_G47540.h1.t1	XP_048614651.1, XP_048636199.1
OG0015576	Aa_G45070.h1.t1	XP_022569967.2, XP_048615104.1
OG0015577	Aa_G185530.h1.t1	XP_013714795.2, XP_013731804.1
OG0015578	Aa_G217220.h1.t1	XP_048636136.1, XP_048614557.1
OG0015579	Aa_G526020.h1.t1	XP_048631978.1, XP_048601720.1
OG0015580	Aa_G304970.h1.t1	XP_013660579.2, XP_048601715.1
OG0015581	Aa_G4430.h1.t1	XP_013750773.2, XP_013723576.2
OG0015582	Aa_G4510.h1.t1	XP_048606052.1, XP_048632955.1
OG0015583	Aa_G4920.h1.t1	XP_048619497.1, XP_048626193.1, XP_013740204.2
OG0015584	Aa_G5090.h1.t1	XP_013750705.1, XP_048636111.1
