Orthogroup	Arabis_alpina	Alyssum_gmelinii
OG0012738	Aa_G187510.h1.t1, Aa_G435530.h1.t1, Aa_G167820.h1.t1	Ag001G097670
OG0012739	Aa_G364280.h1.t1	Ag001G098120
OG0012740	Aa_G336750.h1.t1	Ag001G098570
OG0012741	Aa_G272940.h1.t1	Ag001G098700
OG0012742	Aa_G36740.h1.t1	Ag001G014380
OG0012743	Aa_G480950.h1.t1	Ag006G525470, Ag001G016310, Ag006G541400
OG0012744	Aa_G599980.h1.t1	Ag001G018160
OG0012746	Aa_G277020.h1.t1	Ag001G074830
OG0012749	Aa_G317340.h1.t1	Ag001G085280
OG0012750	Aa_G77270.h1.t1	Ag001G092910
OG0012751	Aa_G6700.h1.t1	Ag004G299820, Ag004G299830, Ag001G097960, Ag003G223350
OG0012752	Aa_G220230.h1.t1	Ag002G105690
OG0012753	Aa_G173220.h1.t1	Ag002G131850
OG0012754	Aa_G579750.h1.t1, Aa_G579760.h1.t1	Ag006G573170, Ag002G166690
OG0012755	Aa_G124050.h1.t1	Ag002G190410
OG0012756	Aa_G457970.h1.t1	Ag003G212770
OG0012757	Aa_G129210.h1.t1	Ag003G218140
OG0012759	Aa_G689960.h1.t1	Ag003G254870
OG0012760	Aa_G209140.h1.t1	Ag003G255060
OG0012762	Aa_G420460.h1.t1	Ag003G268580
OG0012763	Aa_G131310.h1.t1	Ag003G277970
OG0012763	Aa_G131350.h1.t1	Ag004G371490
OG0012765	Aa_G341300.h1.t1, Aa_G341310.h1.t1, Aa_G341320.h1.t1	Ag004G302410
OG0012766	Aa_G22840.h1.t1	Ag004G305540
OG0012767	Aa_G151860.h1.t1	Ag004G308170
OG0012768	Aa_G272170.h1.t1	Ag004G338390
OG0012770	Aa_G553530.h1.t1, Aa_G266700.h1.t1	Ag004G356020
OG0012771	Aa_G53320.h1.t1	Ag006G516110, Ag004G368130
OG0012772	Aa_G361580.h1.t1	Ag004G390570, Ag004G390560
OG0012773	Aa_G366350.h1.t1	Ag004G397850
OG0012774	Aa_G426620.h1.t1	Ag005G410140
OG0012775	Aa_G221680.h1.t1	Ag005G443180, Ag005G444390
OG0012776	Aa_G371430.h1.t1	Ag005G450220
OG0012777	Aa_G235010.h1.t1	Ag005G463820
OG0012778	Aa_G40030.h1.t1	Ag005G470560
OG0012779	Aa_G136850.h1.t1	Ag005G474430
OG0012782	Aa_G546400.h1.t1	Ag006G521490
OG0012785	Aa_G332880.h1.t1	Ag007G585060
OG0012786	Aa_G502980.h1.t1	Ag007G595960
OG0012787	Aa_G434840.h1.t1	Ag007G596470
OG0012788	Aa_G76380.h1.t1	Ag007G600100
OG0012789	Aa_G209620.h1.t1	Ag007G612510
OG0012790	Aa_G290000.h1.t1	Ag007G612970
OG0012791	Aa_G321050.h1.t1	Ag007G617820
OG0012792	Aa_G96770.h1.t1	Ag007G621890
OG0012793	Aa_G309570.h1.t1	Ag007G624600
OG0012794	Aa_G207040.h1.t1	Ag008G664920
OG0012795	Aa_G355120.h1.t1	Ag008G700520
OG0012796	Aa_G31810.h1.t1	Ag008G704510
OG0012800	Aa_G68080.h1.t1	Ag008G718130
OG0012801	Aa_G448730.h1.t1	Ag008G725640
OG0012803	Aa_G492180.h1.t1	Ag008G728880, Ag008G728920, Ag008G728890
OG0012836	Aa_G393640.h1.t1	Ag003G253490
OG0012837	Aa_G512410.h1.t1	Ag003G253750
OG0012838	Aa_G44440.h1.t1	Ag003G253930
OG0012839	Aa_G339410.h1.t1	Ag007G607730
OG0012840	Aa_G182740.h1.t1	Ag003G255310
OG0012841	Aa_G2780.h1.t1	Ag003G256610
OG0012842	Aa_G507340.h1.t1	Ag003G258050
OG0012843	Aa_G195690.h1.t1	Ag003G258370
OG0012844	Aa_G684890.h1.t1	Ag002G188860
OG0012845	Aa_G301230.h1.t1	Ag003G259160
OG0012846	Aa_G325430.h1.t1	Ag003G261890
OG0012847	Aa_G489430.h1.t1	Ag003G266100, Ag003G265310
OG0012848	Aa_G262460.h1.t1	Ag003G264840, Ag003G262870, Ag003G264150
OG0012849	Aa_G190540.h1.t1	Ag003G266840
OG0012850	Aa_G190570.h1.t1	Ag003G266960
OG0012851	Aa_G163950.h1.t1, Aa_G163940.h1.t1	Ag003G267580
OG0012852	Aa_G520610.h1.t1	Ag003G267880
OG0012853	Aa_G32980.h1.t1	Ag003G268310
OG0012854	Aa_G59750.h1.t1	Ag003G269040
OG0012855	Aa_G325040.h1.t1	Ag003G271990
OG0012856	Aa_G324890.h1.t1	Ag005G477800, Ag003G272350
OG0012857	Aa_G395040.h1.t1	Ag003G279680
OG0012858	Aa_G395080.h1.t1	Ag003G279530
OG0012859	Aa_G9860.h1.t1	Ag003G279260
OG0012860	Aa_G9690.h1.t1	Ag003G279010
OG0012861	Aa_G596840.h1.t1	Ag003G278740
OG0012862	Aa_G153950.h1.t1	Ag003G278480
OG0012863	Aa_G66500.h2.t1, Aa_G66500.h1.t1, Aa_G58560.h1.t1	Ag003G277630
OG0012864	Aa_G468830.h1.t1	Ag006G513220, Ag003G277780
OG0012865	Aa_G708000.h1.t1	Ag003G278150
OG0012866	Aa_G425230.h1.t1	Ag003G278250
OG0012867	Aa_G432680.h1.t1	Ag003G277280
OG0012868	Aa_G328800.h1.t1	Ag003G275990
OG0012869	Aa_G328860.h1.t1	Ag003G276190, Ag003G276090, Ag003G276050
OG0012870	Aa_G609950.h1.t1	Ag003G276260, Ag003G276290
OG0012871	Aa_G328790.h1.t1	Ag003G287030, Ag003G275970
OG0012872	Aa_G592050.h1.t1, Aa_G397140.h1.t1	Ag003G275830
OG0012873	Aa_G258390.h1.t1, Aa_G258380.h1.t1	Ag003G275420
OG0012875	Aa_G288280.h1.t1	Ag003G273940
OG0012876	Aa_G258810.h1.t1	Ag003G281220
OG0012877	Aa_G274250.h1.t1	Ag003G273610
OG0012878	Aa_G258850.h1.t1	Ag003G281410
OG0012879	Aa_G385090.h1.t1	Ag003G282800, Ag003G283470, Ag003G283460
OG0012880	Aa_G385110.h1.t1	Ag003G282810
OG0012881	Aa_G180320.h1.t1	Ag003G283480
OG0012882	Aa_G285830.h1.t1	Ag003G287870
OG0012883	Aa_G395560.h1.t1	Ag003G284170
OG0012884	Aa_G59830.h1.t1	Ag003G292670
OG0012885	Aa_G355790.h1.t1	Ag007G579700
OG0012886	Aa_G468650.h1.t1	Ag007G579670
OG0012887	Aa_G414340.h1.t1	Ag007G579320
OG0012889	Aa_G386770.h1.t1, Aa_G109300.h1.t1	Ag007G578190
OG0012890	Aa_G109330.h1.t1	Ag007G578150
OG0012892	Aa_G296100.h1.t1	Ag001G101610
OG0012893	Aa_G49250.h1.t1	Ag001G101810
OG0012894	Aa_G49280.h1.t1	Ag001G101870
OG0012895	Aa_G49290.h1.t1	Ag001G101880
OG0012896	Aa_G49380.h1.t1	Ag001G101950
OG0012897	Aa_G49460.h1.t1	Ag001G074390
OG0012898	Aa_G49540.h1.t1	Ag001G101830
OG0012899	Aa_G62080.h1.t1	Ag004G364590
OG0012900	Aa_G510110.h1.t1	Ag004G364640
OG0012901	Aa_G256360.h1.t1	Ag004G365340, Ag004G364750
OG0012902	Aa_G316190.h1.t1	Ag004G365570, Ag004G365030
OG0012903	Aa_G316120.h1.t1	Ag004G365760, Ag004G365220
OG0012904	Aa_G252530.h1.t1	Ag004G365250, Ag004G365790, Ag001G090580
OG0012905	Aa_G261750.h1.t1	Ag004G365820
OG0012906	Aa_G123190.h1.t1	Ag004G366370
OG0012907	Aa_G123230.h1.t1	Ag004G366400
OG0012908	Aa_G280430.h1.t1	Ag004G366450
OG0012909	Aa_G361940.h1.t1	Ag004G367380
OG0012910	Aa_G57050.h1.t1	Ag004G367470
OG0012911	Aa_G11260.h1.t1	Ag004G368320
OG0012912	Aa_G46390.h1.t1	Ag004G368690
OG0012913	Aa_G450880.h1.t1	Ag004G369040
OG0012914	Aa_G282530.h1.t1	Ag004G369140
OG0012915	Aa_G18450.h1.t1	Ag004G369750
OG0012917	Aa_G669520.h1.t1	Ag004G370020
OG0012918	Aa_G5920.h1.t1	Ag004G370110
OG0012919	Aa_G193040.h1.t1	Ag004G371870
OG0012920	Aa_G330610.h1.t1	Ag004G372120
OG0012921	Aa_G330580.h1.t1, Aa_G530920.h1.t1	Ag004G372300
OG0012922	Aa_G392530.h1.t1	Ag004G373080
OG0012923	Aa_G222900.h1.t1	Ag004G372520
OG0012924	Aa_G549640.h1.t1	Ag004G373500
OG0012925	Aa_G8540.h1.t1	Ag004G374250, Ag005G420040
OG0012927	Aa_G825260.h1.t1, Aa_G220570.h1.t1	Ag004G374410
OG0012928	Aa_G572730.h1.t1	Ag004G313110
OG0012929	Aa_G340770.h1.t1	Ag004G374880
OG0012930	Aa_G177340.h1.t1	Ag004G375140
OG0012931	Aa_G218150.h1.t1	Ag004G377850
OG0012932	Aa_G639520.h1.t1	Ag008G658400, Ag003G280130
OG0012934	Aa_G251360.h1.t1	Ag004G382670
OG0012935	Aa_G251450.h1.t1	Ag001G067590
OG0012936	Aa_G640100.h1.t1	Ag005G469950
OG0012937	Aa_G692200.h1.t1	Ag008G657920, Ag008G659120
OG0012938	Aa_G692180.h1.t1	Ag007G608030
OG0012939	Aa_G244020.h1.t1	Ag008G658890, Ag008G659550
OG0012940	Aa_G280950.h1.t1	Ag008G660260
OG0012941	Aa_G448990.h1.t1	Ag001G032700
OG0012942	Aa_G435380.h1.t1	Ag004G385190
OG0012943	Aa_G344930.h1.t1	Ag008G660800
OG0012944	Aa_G146410.h1.t1	Ag008G661570
OG0012945	Aa_G279510.h1.t1	Ag008G661750
OG0012946	Aa_G599480.h1.t1	Ag004G319470
OG0012947	Aa_G480290.h1.t1	Ag004G333060
OG0012948	Aa_G281900.h1.t1	Ag008G662750, Ag005G471810
OG0012949	Aa_G408130.h1.t1	Ag008G663190
OG0012950	Aa_G329130.h1.t1	Ag008G663440
OG0012951	Aa_G257410.h1.t1	Ag008G665120
OG0012953	Aa_G83290.h1.t1	Ag008G665970
OG0012954	Aa_G83250.h1.t1	Ag008G666120
OG0012955	Aa_G276800.h1.t1	Ag008G666360
OG0012957	Aa_G25680.h1.t1	Ag008G666990
OG0012958	Aa_G25560.h1.t1	Ag008G667230
OG0012959	Aa_G25540.h1.t1	Ag008G667250
OG0012960	Aa_G247910.h1.t1	Ag008G667960
OG0012961	Aa_G120900.h1.t1	Ag008G668300
OG0012962	Aa_G508090.h1.t1	Ag008G668610
OG0012963	Aa_G508080.h1.t1	Ag008G668690
OG0012964	Aa_G508050.h1.t1	Ag008G668780
OG0012965	Aa_G263340.h1.t1	Ag008G669060
OG0012966	Aa_G307170.h1.t1	Ag007G654160
OG0012967	Aa_G27480.h1.t1	Ag008G669750
OG0012968	Aa_G264210.h1.t1	Ag008G670940
OG0012969	Aa_G570780.h1.t1	Ag008G671060
OG0012970	Aa_G34220.h1.t1	Ag008G671860
OG0012971	Aa_G303150.h1.t1	Ag005G435870, Ag005G415500
OG0012972	Aa_G699140.h1.t1	Ag008G725040
OG0012973	Aa_G142380.h1.t1	Ag008G672230
OG0012974	Aa_G142400.h1.t1	Ag004G342830
OG0012975	Aa_G507210.h1.t1	Ag001G077370
OG0012976	Aa_G247600.h1.t1	Ag007G584400
OG0012977	Aa_G247640.h1.t1	Ag008G699830
OG0012980	Aa_G110090.h1.t1	Ag007G647200
OG0012981	Aa_G108700.h1.t1, Aa_G108700.h2.t1	Ag004G356610
OG0012982	Aa_G108690.h2.t1, Aa_G108690.h1.t1	Ag004G356660
OG0012983	Aa_G21320.h1.t1	Ag004G357180
OG0012984	Aa_G510250.h1.t1	Ag004G357270
OG0012986	Aa_G454580.h1.t1	Ag004G358240
OG0012987	Aa_G149770.h1.t1	Ag004G359640
OG0012988	Aa_G30810.h1.t1	Ag004G359900, Ag002G193810
OG0012989	Aa_G30800.h1.t1	Ag004G359980
OG0012990	Aa_G562950.h1.t1	Ag004G362490
OG0012991	Aa_G664060.h1.t1	Ag004G363670
OG0012992	Aa_G474720.h1.t1	Ag004G364120
OG0012993	Aa_G474690.h1.t1	Ag004G364100
OG0012994	Aa_G714830.h1.t1	Ag004G363880
OG0012995	Aa_G212960.h1.t1, Aa_G213100.h1.t1	Ag007G645800
OG0012996	Aa_G204520.h1.t1	Ag004G364370
OG0012997	Aa_G87470.h1.t1	Ag006G539070, Ag006G536540
OG0012998	Aa_G615230.h1.t1	Ag004G401970
OG0012999	Aa_G683720.h1.t1	Ag004G401650
OG0013000	Aa_G186150.h1.t1	Ag004G400020
OG0013002	Aa_G135560.h1.t1	Ag004G397990, Ag004G397970
OG0013003	Aa_G135550.h1.t1	Ag004G397980, Ag004G397950
OG0013004	Aa_G324240.h1.t1	Ag004G397070
OG0013005	Aa_G324260.h1.t1	Ag004G396990
OG0013006	Aa_G324280.h1.t1	Ag004G396530, Ag004G392000
OG0013007	Aa_G324290.h1.t1	Ag004G396510, Ag004G391980
OG0013008	Aa_G701650.h1.t1	Ag004G396490, Ag004G391920
OG0013009	Aa_G361530.h1.t1	Ag004G395400, Ag004G390610
OG0013010	Aa_G65820.h1.t1	Ag004G394410, Ag004G389440
OG0013011	Aa_G234460.h1.t1	Ag004G388850, Ag004G393800
OG0013012	Aa_G462410.h1.t1	Ag004G386980
OG0013013	Aa_G316680.h1.t1	Ag004G386470
OG0013014	Aa_G167420.h1.t1, Aa_G72520.h1.t1	Ag004G386120
OG0013015	Aa_G292010.h1.t1	Ag004G316680
OG0013016	Aa_G579360.h1.t1	Ag004G382530
OG0013017	Aa_G274730.h1.t1	Ag004G381900
OG0013018	Aa_G357370.h1.t1	Ag004G380860
OG0013019	Aa_G262900.h1.t1	Ag004G380820
OG0013020	Aa_G211440.h1.t1	Ag004G379680
OG0013021	Aa_G739690.h1.t1	Ag004G315150
OG0013022	Aa_G408930.h1.t1	Ag004G379490
OG0013023	Aa_G408890.h1.t1	Ag004G379450
OG0013024	Aa_G740.h1.t1	Ag001G008460
OG0013028	Aa_G42960.h1.t1	Ag006G515580
OG0013029	Aa_G333580.h1.t1	Ag007G644890
OG0013030	Aa_G124010.h1.t1	Ag002G190230
OG0013031	Aa_G88470.h1.t1	Ag002G189600
OG0013032	Aa_G144300.h1.t1	Ag002G188780, Ag002G188770
OG0013033	Aa_G684880.h1.t1	Ag002G188820
OG0013034	Aa_G281390.h1.t1	Ag003G241020, Ag002G188420
OG0013035	Aa_G401720.h1.t1	Ag002G187860
OG0013036	Aa_G371030.h1.t1, Aa_G144120.h1.t1	Ag002G187450
OG0013037	Aa_G24070.h1.t1	Ag005G478190
OG0013038	Aa_G101340.h1.t1	Ag005G477890
OG0013039	Aa_G643950.h1.t1	Ag005G477790
OG0013040	Aa_G34740.h1.t1	Ag005G476760
OG0013041	Aa_G34730.h1.t1	Ag005G476750
OG0013042	Aa_G324480.h1.t1	Ag005G476260
OG0013043	Aa_G616430.h1.t1	Ag005G476050
OG0013044	Aa_G92230.h1.t1	Ag002G118900
OG0013045	Aa_G569390.h1.t1	Ag005G475980
OG0013046	Aa_G551280.h1.t1	Ag005G475920
OG0013047	Aa_G322260.h1.t1	Ag005G475900
OG0013048	Aa_G322250.h1.t1, Aa_G322180.h1.t1	Ag005G475890
OG0013049	Aa_G338750.h1.t1	Ag005G475660, Ag004G360630
OG0013050	Aa_G678920.h1.t1	Ag005G475640
OG0013051	Aa_G181280.h1.t1	Ag008G719430
OG0013052	Aa_G137110.h1.t1	Ag005G474820
OG0013053	Aa_G137090.h1.t1	Ag005G474780
OG0013054	Aa_G137050.h1.t1	Ag005G474730, Ag002G106720
OG0013055	Aa_G136910.h1.t1	Ag005G474470
OG0013056	Aa_G804110.h1.t1	Ag004G313370
OG0013057	Aa_G195540.h1.t1	Ag005G473680
OG0013058	Aa_G216030.h1.t1	Ag005G472720
OG0013059	Aa_G397630.h1.t1	Ag005G472660
OG0013060	Aa_G5420.h1.t1	Ag005G471840
OG0013061	Aa_G5380.h1.t1	Ag005G471830
OG0013062	Aa_G5320.h1.t1	Ag005G471740
OG0013063	Aa_G5280.h1.t1	Ag005G471700
OG0013064	Aa_G359480.h1.t1	Ag007G591500
OG0013065	Aa_G40550.h1.t1	Ag005G471400
OG0013066	Aa_G391290.h1.t1	Ag007G582350
OG0013068	Aa_G82830.h1.t1	Ag001G041320
OG0013069	Aa_G184800.h1.t1	Ag001G041340
OG0013070	Aa_G82850.h1.t1	Ag001G047110, Ag001G045680
OG0013071	Aa_G201660.h1.t1	Ag001G046870, Ag001G044570
OG0013072	Aa_G201710.h1.t1	Ag001G040640
OG0013073	Aa_G161730.h1.t1	Ag004G326830
OG0013074	Aa_G209960.h1.t1	Ag001G040980
OG0013075	Aa_G73920.h1.t1	Ag001G040390
OG0013076	Aa_G415910.h1.t1	Ag003G278550
OG0013077	Aa_G142850.h1.t1	Ag001G041080
OG0013078	Aa_G125950.h1.t1	Ag004G384740
OG0013080	Aa_G86390.h1.t1	Ag005G427210
OG0013081	Aa_G153080.h1.t1	Ag008G677130
OG0013082	Aa_G83890.h1.t1	Ag008G676600, Ag008G676590
OG0013083	Aa_G83960.h1.t1	Ag002G160170
OG0013084	Aa_G338430.h1.t1	Ag001G094810
OG0013085	Aa_G101880.h1.t1	Ag008G680270
OG0013088	Aa_G620250.h1.t1	Ag008G681220
OG0013089	Aa_G247210.h1.t1	Ag008G681610, Ag008G668450
OG0013090	Aa_G411490.h1.t1	Ag008G681750
OG0013092	Aa_G308730.h1.t1	Ag008G684640
OG0013093	Aa_G198290.h1.t1	Ag008G686480
OG0013094	Aa_G212570.h1.t1	Ag003G252640
OG0013095	Aa_G88150.h1.t1	Ag008G690150, Ag008G688280
OG0013096	Aa_G88160.h1.t1	Ag008G690160, Ag008G688270
OG0013098	Aa_G141240.h1.t1	Ag008G688210, Ag008G690240
OG0013099	Aa_G141190.h1.t1	Ag008G687980
OG0013100	Aa_G141180.h1.t1	Ag008G687970
OG0013101	Aa_G141150.h1.t1	Ag008G687850
OG0013103	Aa_G54510.h1.t1	Ag008G689590, Ag008G688910
OG0013104	Aa_G123530.h1.t1	Ag001G057760, Ag008G685470
OG0013105	Aa_G188670.h1.t1	Ag002G104720
OG0013107	Aa_G149110.h1.t1	Ag008G694020
OG0013108	Aa_G149100.h1.t1	Ag008G694030
OG0013109	Aa_G149090.h1.t1	Ag008G694040
OG0013111	Aa_G149060.h1.t1	Ag008G694110
OG0013113	Aa_G167200.h1.t1	Ag008G694950
OG0013114	Aa_G86640.h1.t1	Ag003G250690
OG0013115	Aa_G723910.h1.t1	Ag008G695180
OG0013116	Aa_G48390.h1.t1	Ag008G695640
OG0013117	Aa_G679180.h1.t1	Ag008G696200
OG0013118	Aa_G417970.h1.t1	Ag008G697180, Ag008G696360
OG0013119	Aa_G441230.h1.t1	Ag008G696830
OG0013121	Aa_G216690.h1.t1	Ag008G698270
OG0013122	Aa_G574520.h1.t1	Ag008G698440
OG0013123	Aa_G308050.h1.t1	Ag008G699280
OG0013124	Aa_G69000.h1.t1	Ag008G701230
OG0013125	Aa_G69100.h1.t1	Ag008G702020
OG0013126	Aa_G69120.h1.t1	Ag008G702140
OG0013127	Aa_G307380.h1.t1	Ag008G702390
OG0013128	Aa_G307390.h1.t1	Ag008G702400
OG0013130	Aa_G227630.h1.t1	Ag008G704350
OG0013131	Aa_G31750.h1.t1, Aa_G672120.h1.t1	Ag008G704560
OG0013132	Aa_G31570.h1.t1	Ag008G705210
OG0013133	Aa_G31540.h1.t1	Ag008G705250
OG0013134	Aa_G96350.h1.t1	Ag001G039890
OG0013135	Aa_G97880.h1.t1	Ag008G724340
OG0013136	Aa_G90160.h1.t1	Ag007G644300
OG0013137	Aa_G19560.h1.t1	Ag007G611490
OG0013138	Aa_G19510.h1.t1	Ag007G611380
OG0013139	Aa_G19490.h1.t1	Ag007G611310
OG0013141	Aa_G155040.h1.t1	Ag007G609680
OG0013142	Aa_G154990.h1.t1	Ag007G609610
OG0013143	Aa_G623430.h1.t1	Ag007G609390
OG0013144	Aa_G623410.h1.t1	Ag007G609370
OG0013145	Aa_G256610.h1.t1	Ag007G609220
OG0013146	Aa_G256590.h1.t1	Ag007G609190
OG0013147	Aa_G256510.h1.t1	Ag007G609120
OG0013148	Aa_G756420.h1.t1	Ag007G608210
OG0013149	Aa_G267660.h1.t1	Ag007G608070
OG0013150	Aa_G267530.h1.t1	Ag007G607870
OG0013151	Aa_G267490.h1.t1	Ag007G607840
OG0013152	Aa_G711960.h1.t1	Ag007G607710
OG0013153	Aa_G116860.h1.t1	Ag007G607510
OG0013154	Aa_G158440.h1.t1	Ag007G607320
OG0013155	Aa_G158450.h1.t1	Ag007G607260
OG0013156	Aa_G158530.h1.t1	Ag007G607090
OG0013157	Aa_G158540.h1.t1	Ag007G607080
OG0013158	Aa_G168780.h1.t1	Ag007G605880
OG0013159	Aa_G168730.h1.t1	Ag007G605850
OG0013160	Aa_G356440.h1.t1	Ag007G604360
OG0013161	Aa_G152870.h1.t1	Ag007G603350
OG0013162	Aa_G309210.h1.t1	Ag007G603270
OG0013163	Aa_G231000.h1.t1	Ag007G602460
OG0013164	Aa_G365580.h1.t1	Ag007G602240
OG0013165	Aa_G365550.h1.t1	Ag007G602220
OG0013166	Aa_G130490.h2.t1, Aa_G130490.h1.t1	Ag007G602120
OG0013167	Aa_G130340.h1.t1	Ag007G601930
OG0013168	Aa_G521510.h1.t1	Ag007G601890
OG0013169	Aa_G521500.h1.t1	Ag007G601830
OG0013170	Aa_G521450.h1.t1	Ag002G108140, Ag007G601760
OG0013171	Aa_G210720.h1.t1	Ag007G601400
OG0013172	Aa_G104760.h1.t1	Ag008G724010
OG0013173	Aa_G319160.h1.t1	Ag007G601100
OG0013174	Aa_G392880.h1.t1	Ag007G600750
OG0013175	Aa_G392870.h1.t1	Ag007G600740
OG0013176	Aa_G76450.h1.t1	Ag007G600280
OG0013177	Aa_G76390.h1.t1	Ag007G600110
OG0013179	Aa_G504160.h1.t1	Ag006G507390
OG0013180	Aa_G131140.h1.t1	Ag008G726940
OG0013181	Aa_G244270.h1.t1	Ag006G506710
OG0013182	Aa_G96170.h1.t1	Ag006G577700
OG0013183	Aa_G73700.h1.t1	Ag006G577460
OG0013184	Aa_G520150.h1.t1	Ag006G577260
OG0013185	Aa_G267160.h1.t1	Ag006G577140
OG0013186	Aa_G267150.h1.t1	Ag006G577130
OG0013187	Aa_G575620.h1.t1	Ag006G576430
OG0013188	Aa_G176430.h1.t1	Ag006G575440
OG0013189	Aa_G176490.h1.t1	Ag006G575330
OG0013190	Aa_G176500.h1.t1	Ag006G575320
OG0013191	Aa_G543750.h1.t1	Ag002G107610, Ag002G111220
OG0013192	Aa_G339920.h1.t1	Ag006G574390
OG0013193	Aa_G646880.h1.t1	Ag006G574200
OG0013194	Aa_G587500.h1.t1	Ag006G573950
OG0013195	Aa_G150190.h1.t1	Ag006G573900
OG0013196	Aa_G150230.h1.t1	Ag006G573800
OG0013197	Aa_G203410.h1.t1	Ag006G572690, Ag006G572660
OG0013198	Aa_G78000.h1.t1, Aa_G247000.h1.t1	Ag006G573370
OG0013199	Aa_G78050.h1.t1	Ag006G573500, Ag006G573490
OG0013201	Aa_G659670.h1.t1	Ag006G571290
OG0013202	Aa_G203940.h1.t1	Ag006G559700
OG0013203	Aa_G401950.h1.t1	Ag001G084790
OG0013204	Aa_G203930.h1.t1	Ag006G559710
OG0013205	Aa_G672600.h1.t1	Ag003G291150
OG0013206	Aa_G581660.h1.t1	Ag006G561510
OG0013207	Aa_G59050.h1.t1	Ag006G564460
OG0013208	Aa_G58930.h1.t1	Ag006G564880
OG0013209	Aa_G599220.h1.t1	Ag006G565950
OG0013210	Aa_G117500.h1.t1	Ag006G555450, Ag006G555510
OG0013211	Aa_G380870.h1.t1	Ag006G553800
OG0013212	Aa_G529230.h1.t1	Ag004G347680
OG0013214	Aa_G147720.h1.t1	Ag006G551790
OG0013216	Aa_G417320.h1.t1	Ag006G545160, Ag006G542460
OG0013217	Aa_G692590.h1.t1	Ag006G545010, Ag006G542610
OG0013219	Aa_G124410.h1.t1	Ag006G544480, Ag006G543110
OG0013220	Aa_G186970.h1.t1	Ag006G541680
OG0013221	Aa_G376030.h1.t1	Ag006G541090
OG0013222	Aa_G380520.h1.t1	Ag006G540740
OG0013224	Aa_G353110.h1.t1	Ag006G540140, Ag006G538130
OG0013225	Aa_G68260.h1.t1	Ag008G718490
OG0013226	Aa_G29650.h1.t1	Ag007G585520
OG0013227	Aa_G244370.h1.t1	Ag006G506240
OG0013228	Aa_G433770.h1.t1	Ag006G536930, Ag006G539450
OG0013229	Aa_G397310.h1.t1	Ag006G536510, Ag006G539060
OG0013230	Aa_G377070.h1.t1	Ag006G538990, Ag006G536470
OG0013231	Aa_G376990.h1.t1	Ag006G538770, Ag006G536270
OG0013232	Aa_G276620.h1.t1	Ag006G536030
OG0013233	Aa_G372590.h1.t1	Ag006G535780
OG0013236	Aa_G200340.h1.t1	Ag006G535070
OG0013237	Aa_G472460.h1.t1	Ag006G535010
OG0013238	Aa_G239590.h1.t1	Ag006G533910
OG0013239	Aa_G82590.h1.t1	Ag006G532550
OG0013240	Aa_G101460.h1.t1	Ag005G478110
OG0013241	Aa_G476240.h1.t1	Ag007G579830
OG0013242	Aa_G115070.h1.t1	Ag006G531030
OG0013243	Aa_G533090.h1.t1	Ag007G584590
OG0013245	Aa_G29380.h1.t1	Ag007G585220
OG0013246	Aa_G332870.h1.t1	Ag007G585090
OG0013247	Aa_G127520.h1.t1	Ag003G249790
OG0013248	Aa_G192680.h1.t1	Ag003G248090
OG0013249	Aa_G162390.h1.t1, Aa_G192690.h1.t1	Ag003G248080
OG0013250	Aa_G128500.h1.t1	Ag007G584540
OG0013251	Aa_G171170.h1.t1	Ag007G584320
OG0013252	Aa_G130770.h1.t1	Ag007G583980
OG0013253	Aa_G130790.h1.t1	Ag007G584000
OG0013254	Aa_G48120.h1.t1	Ag007G583650
OG0013255	Aa_G48170.h1.t1	Ag007G583560
OG0013256	Aa_G48190.h1.t1	Ag007G583540
OG0013257	Aa_G650830.h1.t1	Ag007G583020
OG0013258	Aa_G205000.h1.t1	Ag007G582790
OG0013259	Aa_G456650.h1.t1	Ag007G582590
OG0013260	Aa_G366270.h1.t1	Ag007G582460
OG0013261	Aa_G399980.h1.t1	Ag008G713710, Ag005G428910
OG0013262	Aa_G348080.h1.t1	Ag007G582320
OG0013263	Aa_G223770.h1.t1	Ag007G582120
OG0013264	Aa_G657760.h1.t1	Ag007G581530
OG0013265	Aa_G482970.h1.t1	Ag007G580800
OG0013266	Aa_G527810.h1.t1	Ag003G285440
OG0013267	Aa_G527850.h1.t1	Ag003G285480
OG0013268	Aa_G157090.h1.t1	Ag003G286030
OG0013269	Aa_G514730.h1.t1	Ag003G286890
OG0013270	Aa_G514700.h1.t1	Ag003G286940
OG0013271	Aa_G514650.h1.t1	Ag003G287020
OG0013272	Aa_G459740.h1.t1	Ag005G414680
OG0013274	Aa_G179480.h1.t1	Ag003G288600
OG0013275	Aa_G179490.h1.t1	Ag002G166170, Ag003G288610
OG0013276	Aa_G179530.h1.t1	Ag003G288640
OG0013277	Aa_G179560.h1.t1	Ag003G288740
OG0013278	Aa_G467510.h1.t1	Ag003G288880
OG0013279	Aa_G670480.h1.t1	Ag003G289080
OG0013280	Aa_G493160.h1.t1	Ag003G289180
OG0013281	Aa_G637750.h1.t1	Ag003G289680
OG0013282	Aa_G139500.h1.t1	Ag003G290290
OG0013283	Aa_G139490.h1.t1	Ag003G290300
OG0013284	Aa_G139410.h1.t1	Ag003G290410
OG0013285	Aa_G153340.h1.t1	Ag003G291230
OG0013286	Aa_G237350.h1.t1	Ag003G292340
OG0013287	Aa_G14030.h1.t1	Ag001G072530
