Orthogroup	Arabis_alpina	Noccaea_praecox
OG0013131	Aa_G31750.h1.t1, Aa_G672120.h1.t1	Np003G155200
OG0013132	Aa_G31570.h1.t1	Np003G154970
OG0013133	Aa_G31540.h1.t1	Np003G154930
OG0013134	Aa_G96350.h1.t1	Np005G296060
OG0013135	Aa_G97880.h1.t1	Np001G010240
OG0013136	Aa_G90160.h1.t1	Np001G018240
OG0013137	Aa_G19560.h1.t1	Np003G140040
OG0013138	Aa_G19510.h1.t1	Np003G139990
OG0013139	Aa_G19490.h1.t1	Np003G139970
OG0013140	Aa_G155170.h1.t1	Np003G139640
OG0013141	Aa_G155040.h1.t1	Np003G139530
OG0013142	Aa_G154990.h1.t1	Np003G139350
OG0013143	Aa_G623430.h1.t1	Np003G139160
OG0013144	Aa_G623410.h1.t1	Np003G139140
OG0013145	Aa_G256610.h1.t1	Np003G139060
OG0013146	Aa_G256590.h1.t1	Np003G139040
OG0013147	Aa_G256510.h1.t1	Np003G139000
OG0013148	Aa_G756420.h1.t1	Np003G138530
OG0013150	Aa_G267530.h1.t1	Np003G138370
OG0013151	Aa_G267490.h1.t1	Np003G138320
OG0013152	Aa_G711960.h1.t1	Np003G138290
OG0013153	Aa_G116860.h1.t1	Np003G138140
OG0013154	Aa_G158440.h1.t1	Np003G137960
OG0013155	Aa_G158450.h1.t1	Np003G137950, Np003G137970
OG0013156	Aa_G158530.h1.t1	Np003G137860
OG0013157	Aa_G158540.h1.t1	Np003G137850
OG0013158	Aa_G168780.h1.t1	Np003G137230
OG0013159	Aa_G168730.h1.t1	Np003G137210
OG0013160	Aa_G356440.h1.t1	Np003G136480
OG0013161	Aa_G152870.h1.t1	Np003G136040
OG0013162	Aa_G309210.h1.t1	Np003G136000
OG0013163	Aa_G231000.h1.t1	Np003G135700
OG0013164	Aa_G365580.h1.t1	Np003G135500
OG0013165	Aa_G365550.h1.t1	Np003G135480
OG0013166	Aa_G130490.h2.t1, Aa_G130490.h1.t1	Np003G135400
OG0013167	Aa_G130340.h1.t1	Np003G133960, Np003G135250
OG0013168	Aa_G521510.h1.t1	Np003G135230, Np003G134520
OG0013169	Aa_G521500.h1.t1	Np003G135210
OG0013170	Aa_G521450.h1.t1	Np003G135150
OG0013171	Aa_G210720.h1.t1	Np003G134810
OG0013172	Aa_G104760.h1.t1	Np001G010500
OG0013174	Aa_G392880.h1.t1	Np003G134290
OG0013175	Aa_G392870.h1.t1	Np003G134280
OG0013176	Aa_G76450.h1.t1	Np003G133820
OG0013177	Aa_G76390.h1.t1	Np003G133750
OG0013179	Aa_G504160.h1.t1	Np003G133210
OG0013180	Aa_G131140.h1.t1	Np001G007870
OG0013181	Aa_G244270.h1.t1	Np003G132930
OG0013182	Aa_G96170.h1.t1	Np005G295500
OG0013183	Aa_G73700.h1.t1	Np005G294540
OG0013184	Aa_G520150.h1.t1	Np005G293990
OG0013186	Aa_G267150.h1.t1	Np005G293630
OG0013188	Aa_G176430.h1.t1	Np005G292160
OG0013189	Aa_G176490.h1.t1	Np005G292110
OG0013190	Aa_G176500.h1.t1	Np005G292080
OG0013191	Aa_G543750.h1.t1	Np001G036380
OG0013192	Aa_G339920.h1.t1	Np005G291470
OG0013193	Aa_G646880.h1.t1	Np005G291210
OG0013194	Aa_G587500.h1.t1	Np005G291050
OG0013195	Aa_G150190.h1.t1	Np005G291010
OG0013196	Aa_G150230.h1.t1	Np005G290840
OG0013197	Aa_G203410.h1.t1	Np005G290630
OG0013198	Aa_G78000.h1.t1, Aa_G247000.h1.t1	Np005G290420
OG0013199	Aa_G78050.h1.t1	Np005G290390
OG0013200	Aa_G78060.h1.t1	Np005G290380
OG0013202	Aa_G203940.h1.t1	Np005G288650
OG0013203	Aa_G401950.h1.t1	Np001G062080, Np001G058290
OG0013205	Aa_G672600.h1.t1	Np005G269320
OG0013206	Aa_G581660.h1.t1	Np005G288130
OG0013207	Aa_G59050.h1.t1	Np005G287660
OG0013208	Aa_G58930.h1.t1	Np005G287990
OG0013209	Aa_G599220.h1.t1	Np005G286810
OG0013210	Aa_G117500.h1.t1	Np005G286160
OG0013211	Aa_G380870.h1.t1	Np005G285770
OG0013212	Aa_G529230.h1.t1	Np002G086300
OG0013213	Aa_G419750.h1.t1	Np005G285460
OG0013214	Aa_G147720.h1.t1	Np005G284950
OG0013216	Aa_G417320.h1.t1	Np005G283280
OG0013217	Aa_G692590.h1.t1	Np005G283210
OG0013218	Aa_G124420.h1.t1	Np005G283100
OG0013219	Aa_G124410.h1.t1	Np005G283080
OG0013220	Aa_G186970.h1.t1	Np005G282810
OG0013221	Aa_G376030.h1.t1	Np004G205770
OG0013224	Aa_G353110.h1.t1	Np004G206340
OG0013225	Aa_G68260.h1.t1	Np003G148310
OG0013226	Aa_G29650.h1.t1	Np005G280340
OG0013227	Aa_G244370.h1.t1	Np003G132830
OG0013228	Aa_G433770.h1.t1	Np004G206910
OG0013229	Aa_G397310.h1.t1	Np004G208470
OG0013230	Aa_G377070.h1.t1	Np004G208510
OG0013231	Aa_G376990.h1.t1	Np004G208650
OG0013232	Aa_G276620.h1.t1	Np004G208760
OG0013233	Aa_G372590.h1.t1	Np004G224340
OG0013236	Aa_G200340.h1.t1	Np004G204520
OG0013237	Aa_G472460.h1.t1	Np004G204570
OG0013238	Aa_G239590.h1.t1	Np004G204910
OG0013239	Aa_G753440.h1.t1, Aa_G82590.h1.t1	Np004G202490
OG0013240	Aa_G101460.h1.t1	Np007G412380, Np007G413810
OG0013241	Aa_G476240.h1.t1	Np004G214700
OG0013242	Aa_G115070.h1.t1	Np004G203290
OG0013243	Aa_G533090.h1.t1	Np004G201970
OG0013245	Aa_G29380.h1.t1	Np004G200470
OG0013246	Aa_G332870.h1.t1	Np004G200710
OG0013247	Aa_G127520.h1.t1	Np004G203740
OG0013249	Aa_G192690.h1.t1	Np004G203770
OG0013250	Aa_G128500.h1.t1	Np004G201920
OG0013251	Aa_G171170.h1.t1	Np004G201360
OG0013252	Aa_G130770.h1.t1	Np004G210640
OG0013253	Aa_G130790.h1.t1	Np004G210620
OG0013254	Aa_G48120.h1.t1	Np004G210960
OG0013255	Aa_G48170.h1.t1	Np004G211020
OG0013256	Aa_G48190.h1.t1	Np004G211040
OG0013257	Aa_G650830.h1.t1	Np004G211510
OG0013258	Aa_G205000.h1.t1	Np004G211640
OG0013259	Aa_G456650.h1.t1	Np004G211810
OG0013260	Aa_G366270.h1.t1	Np004G211910
OG0013261	Aa_G399980.h1.t1	Np007G387300
OG0013262	Aa_G348080.h1.t1	Np004G212110
OG0013263	Aa_G223770.h1.t1	Np004G212470
OG0013264	Aa_G657760.h1.t1	Np004G213060
OG0013265	Aa_G482970.h1.t1	Np004G213590
OG0013266	Aa_G527810.h1.t1	Np005G266390
OG0013267	Aa_G527850.h1.t1	Np005G266460
OG0013268	Aa_G157090.h1.t1	Np005G267060
OG0013269	Aa_G514730.h1.t1	Np005G267450
OG0013270	Aa_G514700.h1.t1	Np005G267480
OG0013271	Aa_G514650.h1.t1	Np005G267530
OG0013272	Aa_G459740.h1.t1	Np007G375340
OG0013274	Aa_G179480.h1.t1	Np005G268030
OG0013275	Aa_G179490.h1.t1	Np005G268040
OG0013276	Aa_G179530.h1.t1	Np005G268070
OG0013277	Aa_G179560.h1.t1	Np002G090740
OG0013278	Aa_G467510.h1.t1	Np005G268180
OG0013279	Aa_G670480.h1.t1	Np005G268290
OG0013280	Aa_G493160.h1.t1	Np005G268330
OG0013281	Aa_G637750.h1.t1	Np003G141320, Np007G390780
OG0013282	Aa_G139500.h1.t1	Np005G268790
OG0013283	Aa_G139490.h1.t1	Np005G268820
OG0013284	Aa_G139410.h1.t1	Np005G268910
OG0013285	Aa_G153340.h1.t1	Np005G269350
OG0013286	Aa_G237350.h1.t1	Np005G262740
OG0013287	Aa_G14030.h1.t1	Np001G056270
OG0013288	Aa_G503350.h1.t1	Np005G262360
OG0013289	Aa_G503360.h1.t1	Np005G262350
OG0013290	Aa_G503400.h1.t1	Np005G262310
OG0013291	Aa_G437420.h1.t1	Np005G262080
OG0013292	Aa_G437430.h1.t1	Np005G262070
OG0013293	Aa_G437440.h1.t1	Np005G262060
OG0013294	Aa_G130900.h1.t1	Np004G210510
OG0013295	Aa_G381670.h1.t1	Np005G262040
OG0013296	Aa_G205220.h1.t1	Np005G261630
OG0013297	Aa_G205230.h1.t1	Np005G261620
OG0013298	Aa_G205240.h1.t1, Aa_G658830.h1.t1	Np005G261600
OG0013299	Aa_G352060.h1.t1	Np005G261360
OG0013300	Aa_G352010.h1.t1	Np005G261290
OG0013301	Aa_G351900.h1.t1	Np005G261150
OG0013302	Aa_G137940.h1.t1	Np005G260640
OG0013303	Aa_G138000.h1.t1	Np005G260570
OG0013304	Aa_G138040.h1.t1	Np005G260520
OG0013305	Aa_G219240.h1.t1	Np005G260310
OG0013306	Aa_G541050.h1.t1	Np005G260080
OG0013307	Aa_G219360.h1.t1	Np005G260160
OG0013308	Aa_G219320.h1.t1	Np005G260210
OG0013309	Aa_G487100.h1.t1	Np005G260040
OG0013310	Aa_G279270.h1.t1	Np006G370140
OG0013311	Aa_G280760.h1.t1	Np005G310650
OG0013312	Aa_G65120.h1.t1	Np005G310880
OG0013313	Aa_G65170.h1.t1	Np005G310940
OG0013314	Aa_G503640.h1.t1	Np005G311110
OG0013315	Aa_G495190.h1.t1	Np005G311330
OG0013316	Aa_G575760.h1.t1	Np005G312040
OG0013318	Aa_G213110.h1.t1, Aa_G212950.h1.t1	Np005G312330
OG0013319	Aa_G481850.h1.t1	Np005G312410
OG0013320	Aa_G505940.h1.t1	Np005G312430
OG0013321	Aa_G336580.h1.t1	Np005G312600
OG0013322	Aa_G439620.h1.t1	Np005G313210
OG0013323	Aa_G417840.h1.t1	Np005G313430
OG0013324	Aa_G253930.h1.t1	Np005G313480
OG0013325	Aa_G110050.h1.t1	Np005G313750
OG0013326	Aa_G110030.h1.t1	Np005G313840
OG0013327	Aa_G110020.h1.t1, Aa_G575750.h1.t1	Np005G313850
OG0013328	Aa_G365260.h1.t1	Np005G314420
OG0013329	Aa_G245670.h2.t1, Aa_G245670.h1.t1	Np005G314890
OG0013330	Aa_G169280.h1.t1	Np005G315880
OG0013331	Aa_G582870.h1.t1	Np005G316000
OG0013332	Aa_G582880.h1.t1	Np005G316010
OG0013333	Aa_G126150.h1.t1	Np003G146670
OG0013334	Aa_G463010.h1.t1	Np004G216890
OG0013335	Aa_G424480.h1.t1	Np001G045600
OG0013336	Aa_G318200.h1.t1	Np003G180330
OG0013337	Aa_G139030.h1.t1	Np001G017150
OG0013338	Aa_G11110.h1.t1	Np006G340610
OG0013339	Aa_G52050.h1.t1	Np006G340660
OG0013340	Aa_G549310.h1.t1	Np006G340800
OG0013341	Aa_G71390.h1.t1	Np003G177380
OG0013342	Aa_G3440.h1.t1	Np003G177060
OG0013343	Aa_G61200.h1.t1	Np003G176390
OG0013344	Aa_G61190.h1.t1	Np003G176370
OG0013345	Aa_G61180.h1.t1	Np003G176360
OG0013346	Aa_G61150.h1.t1	Np003G176300
OG0013347	Aa_G61130.h1.t1	Np003G176270
OG0013348	Aa_G230450.h1.t1	Np003G147910
OG0013349	Aa_G243870.h1.t1	Np003G175830
OG0013350	Aa_G249530.h1.t1, Aa_G120130.h1.t1	Np007G375190
OG0013351	Aa_G287830.h1.t1	Np004G205000
OG0013352	Aa_G151110.h1.t1	Np003G175370
OG0013353	Aa_G151120.h1.t1	Np003G175380
OG0013354	Aa_G151160.h1.t1	Np003G175410
OG0013355	Aa_G339540.h1.t1	Np006G342700
OG0013356	Aa_G113380.h1.t1	Np006G343910
OG0013357	Aa_G113370.h1.t1	Np006G343980
OG0013358	Aa_G408580.h1.t1, Aa_G440110.h1.t1	Np006G344020
OG0013359	Aa_G11100.h1.t1	Np006G340590
OG0013360	Aa_G32560.h2.t1, Aa_G32560.h1.t1	Np001G041610
OG0013361	Aa_G32590.h1.t1	Np001G041680
OG0013362	Aa_G32630.h1.t1	Np001G041740
OG0013363	Aa_G32720.h1.t1	Np001G041820
OG0013364	Aa_G584480.h1.t1	Np001G041900
OG0013365	Aa_G595760.h1.t1	Np001G042050
OG0013366	Aa_G128410.h1.t1	Np004G201760
OG0013367	Aa_G150460.h1.t1	Np001G042300
OG0013368	Aa_G150610.h1.t1	Np001G042390
OG0013369	Aa_G110730.h1.t1	Np004G199440
OG0013370	Aa_G612990.h1.t1	Np001G042510
OG0013371	Aa_G39560.h1.t1	Np001G042610
OG0013372	Aa_G39510.h1.t1	Np006G334060
OG0013373	Aa_G39500.h1.t1	Np001G042750
OG0013374	Aa_G39460.h1.t1, Aa_G39470.h1.t1	Np001G042800
OG0013375	Aa_G316850.h1.t1	Np001G040780
OG0013376	Aa_G39430.h1.t1	Np001G042830
OG0013377	Aa_G150800.h1.t1	Np006G336150, Np002G109160
OG0013378	Aa_G39410.h1.t1	Np001G042840
OG0013379	Aa_G39390.h1.t1	Np001G042860
OG0013380	Aa_G671970.h1.t1	Np001G044450
OG0013381	Aa_G97970.h1.t1	Np001G010070
OG0013382	Aa_G24680.h1.t1	Np006G340070
OG0013383	Aa_G540030.h1.t1	Np003G177540
OG0013384	Aa_G177280.h1.t1	Np003G177790
OG0013385	Aa_G294850.h1.t1	Np003G177850
OG0013386	Aa_G660740.h1.t1	Np003G177940
OG0013387	Aa_G453800.h1.t1	Np003G178000
OG0013388	Aa_G610230.h1.t1	Np004G206370
OG0013389	Aa_G224020.h1.t1	Np003G178260
OG0013390	Aa_G275310.h1.t1	Np003G179740
OG0013391	Aa_G573290.h1.t1	Np003G179970
OG0013392	Aa_G318190.h1.t1	Np003G180340
OG0013393	Aa_G341460.h1.t1	Np003G180370
OG0013395	Aa_G39290.h1.t1	Np003G180560
OG0013397	Aa_G452390.h1.t1, Aa_G502180.h1.t1	Np003G181180
OG0013398	Aa_G409230.h1.t1	Np003G181280
OG0013399	Aa_G546070.h1.t1	Np003G181500
OG0013400	Aa_G35230.h1.t1	Np003G181670
OG0013401	Aa_G35040.h1.t1	Np003G182080
OG0013402	Aa_G320470.h1.t1	Np003G183120
OG0013403	Aa_G320520.h1.t1	Np003G183220
OG0013404	Aa_G257030.h1.t1	Np003G183920
OG0013405	Aa_G373300.h1.t1	Np003G183980
OG0013406	Aa_G137430.h1.t1	Np003G184640
OG0013407	Aa_G373290.h1.t1	Np003G184000
OG0013409	Aa_G103130.h1.t1	Np001G039880
OG0013410	Aa_G123770.h1.t1	Np001G039200
OG0013411	Aa_G123690.h1.t1	Np001G039080
OG0013412	Aa_G616010.h1.t1	Np001G038820
OG0013413	Aa_G149500.h1.t1	Np001G037470
OG0013413	Aa_G466370.h1.t1	Np007G376370
OG0013414	Aa_G149560.h1.t1	Np001G037700
OG0013415	Aa_G149550.h1.t1	Np001G037690
OG0013416	Aa_G149530.h1.t1, Aa_G149510.h1.t1	Np001G037510
OG0013417	Aa_G118080.h1.t1	Np001G037120
OG0013418	Aa_G118030.h1.t1	Np001G037050
OG0013419	Aa_G176660.h1.t1	Np001G036950
OG0013420	Aa_G176620.h1.t1	Np001G036910
OG0013421	Aa_G220220.h1.t1	Np001G036800
OG0013422	Aa_G677440.h1.t1	Np001G036750
OG0013424	Aa_G208120.h1.t1	Np001G035370
OG0013425	Aa_G68400.h1.t1	Np003G148160
OG0013428	Aa_G70990.h1.t1	Np005G309640
OG0013429	Aa_G211230.h1.t1	Np007G388950
OG0013430	Aa_G255320.h1.t1	Np005G307410
OG0013431	Aa_G255360.h1.t1	Np005G307440
OG0013432	Aa_G183470.h1.t1	Np007G388140
OG0013433	Aa_G391450.h1.t1	Np005G307550
OG0013434	Aa_G76990.h1.t1	Np007G387800
OG0013435	Aa_G183930.h1.t1	Np005G308460
OG0013436	Aa_G306440.h1.t1	Np007G387010
OG0013437	Aa_G79950.h1.t1	Np005G307180
OG0013438	Aa_G79750.h1.t1	Np005G307010
OG0013439	Aa_G203540.h1.t1	Np005G306410
OG0013440	Aa_G115740.h1.t1	Np005G306230
OG0013441	Aa_G250890.h1.t1	Np005G306030
OG0013442	Aa_G617990.h1.t1	Np003G179890
OG0013443	Aa_G54990.h1.t1	Np005G305390
OG0013445	Aa_G31140.h1.t1	Np005G304040
OG0013446	Aa_G594600.h1.t1	Np005G303820
OG0013447	Aa_G418490.h1.t1	Np005G303700
OG0013448	Aa_G346170.h1.t1	Np005G303580
OG0013449	Aa_G346190.h1.t1	Np005G303550
OG0013450	Aa_G37880.h1.t1	Np005G302790
OG0013451	Aa_G608530.h1.t1	Np005G302760
OG0013452	Aa_G151520.h1.t1	Np005G316440
OG0013453	Aa_G149780.h1.t1	Np005G316720
OG0013454	Aa_G545960.h1.t1	Np005G317330
OG0013455	Aa_G266770.h1.t1	Np005G318060
OG0013456	Aa_G298300.h1.t1	Np005G318940
OG0013457	Aa_G165280.h1.t1	Np005G319460
OG0013458	Aa_G184990.h1.t1	Np005G320140
OG0013459	Aa_G184920.h1.t1	Np005G320220
OG0013460	Aa_G184830.h1.t1	Np005G320290
OG0013461	Aa_G13080.h1.t1	Np006G320580
OG0013462	Aa_G12890.h1.t1	Np006G320800
OG0013463	Aa_G12850.h1.t1	Np006G320860
OG0013464	Aa_G206170.h1.t1	Np006G320960
OG0013465	Aa_G206150.h1.t1	Np006G321730, Np006G320980
OG0013466	Aa_G241290.h1.t1	Np006G321090
OG0013467	Aa_G241210.h1.t1	Np006G321190
OG0013468	Aa_G226090.h1.t1	Np006G321470
OG0013469	Aa_G593450.h1.t1	Np006G321950
OG0013470	Aa_G178010.h1.t1	Np006G322010
OG0013471	Aa_G494570.h1.t1, Aa_G177950.h1.t1	Np006G322100
OG0013472	Aa_G177930.h1.t1	Np006G322160, Np006G322130
OG0013473	Aa_G332610.h1.t1	Np006G322650
OG0013474	Aa_G196870.h1.t1	Np006G322900
OG0013475	Aa_G196820.h1.t1	Np006G322970
OG0013476	Aa_G536050.h1.t1	Np006G323010
OG0013477	Aa_G536070.h1.t1	Np006G323030
OG0013478	Aa_G381020.h1.t1	Np006G323060
OG0013479	Aa_G16870.h1.t1	Np006G323270
OG0013480	Aa_G16970.h1.t1	Np006G323390
OG0013481	Aa_G17000.h1.t1	Np006G323410
OG0013482	Aa_G17110.h1.t1	Np006G323570
OG0013483	Aa_G17130.h1.t1	Np006G323600
OG0013484	Aa_G16020.h1.t1	Np004G218750, Np006G324050
OG0013485	Aa_G289670.h1.t1	Np006G324500
OG0013486	Aa_G252370.h1.t1	Np006G325350
OG0013487	Aa_G103420.h1.t1	Np001G065720
OG0013488	Aa_G265060.h1.t1	Np006G325410, Np006G325400
OG0013489	Aa_G265110.h1.t1	Np006G325460
OG0013490	Aa_G484790.h1.t1	Np006G325610
OG0013491	Aa_G288470.h1.t1	Np006G325720
OG0013492	Aa_G288490.h1.t1	Np006G325740
OG0013493	Aa_G479510.h1.t1	Np006G329930, Np006G325790
OG0013494	Aa_G595210.h1.t1	Np006G326080
OG0013495	Aa_G552010.h1.t1	Np006G326360
OG0013496	Aa_G445360.h1.t1	Np006G326550
OG0013497	Aa_G581330.h1.t1	Np006G326800
OG0013498	Aa_G125350.h1.t1	Np006G327020
OG0013499	Aa_G125450.h1.t1	Np006G327140
OG0013500	Aa_G125530.h1.t1	Np006G327240
OG0013501	Aa_G280550.h1.t1	Np006G327590
OG0013502	Aa_G454740.h1.t1	Np006G327660
OG0013503	Aa_G450740.h1.t1	Np006G327740
OG0013504	Aa_G374620.h1.t1	Np006G328110
OG0013505	Aa_G433170.h1.t1	Np001G063380
OG0013506	Aa_G67370.h1.t1	Np006G328970
OG0013507	Aa_G230780.h1.t1	Np006G328850
OG0013508	Aa_G145840.h1.t1	Np006G329790
OG0013509	Aa_G145850.h1.t1	Np006G329800
OG0013511	Aa_G420150.h1.t1	Np003G125670
OG0013512	Aa_G443040.h1.t1	Np003G125820
OG0013513	Aa_G18640.h1.t1	Np003G126070
OG0013514	Aa_G18700.h1.t1	Np003G126110
OG0013516	Aa_G18910.h1.t1	Np003G126290, Np003G126270
OG0013517	Aa_G274570.h1.t1	Np003G126420
OG0013518	Aa_G85200.h1.t1	Np003G126470
OG0013519	Aa_G260580.h1.t1	Np003G126830
OG0013520	Aa_G260780.h1.t1	Np003G127030
OG0013521	Aa_G260770.h1.t1	Np003G127020
OG0013522	Aa_G170140.h1.t1	Np003G127670
OG0013523	Aa_G170120.h1.t1	Np003G127690, Np007G395640
OG0013524	Aa_G509400.h1.t1	Np003G127970
OG0013525	Aa_G520000.h1.t1	Np003G128070
OG0013526	Aa_G519990.h1.t1	Np003G128080
OG0013527	Aa_G226410.h1.t1	Np003G128160
OG0013529	Aa_G259030.h1.t1	Np003G128460
OG0013530	Aa_G259020.h1.t1	Np003G128480
OG0013531	Aa_G140770.h1.t1	Np003G128620
OG0013532	Aa_G140720.h1.t1	Np003G128680
OG0013533	Aa_G140670.h1.t1	Np003G128720
OG0013535	Aa_G181640.h1.t1	Np003G128770
OG0013536	Aa_G181630.h1.t1	Np003G128780
OG0013537	Aa_G68360.h1.t1	Np003G148200
OG0013539	Aa_G181240.h1.t1	Np003G147700
OG0013540	Aa_G15470.h1.t1	Np003G148840
OG0013541	Aa_G15460.h1.t1	Np003G148850
OG0013542	Aa_G404760.h1.t1	Np003G149420
OG0013543	Aa_G9010.h1.t1	Np003G149870
OG0013544	Aa_G8870.h1.t1, Aa_G79830.h1.t1	Np003G149960
OG0013545	Aa_G8850.h1.t1	Np003G149990
OG0013546	Aa_G8750.h1.t1	Np003G150150
OG0013547	Aa_G470840.h1.t1	Np003G150950
OG0013548	Aa_G470850.h1.t1	Np003G150960
OG0013549	Aa_G552160.h1.t1	Np003G151040
OG0013550	Aa_G127270.h1.t1	Np003G151420
OG0013551	Aa_G127250.h1.t1	Np003G151440
OG0013552	Aa_G127240.h1.t1	Np003G151450
OG0013553	Aa_G127140.h1.t1	Np003G151620
OG0013554	Aa_G478610.h1.t1	Np003G151730
OG0013555	Aa_G34020.h2.t1, Aa_G34020.h1.t1	Np003G152200
OG0013556	Aa_G28140.h1.t1	Np003G152940
OG0013557	Aa_G28070.h1.t1	Np003G153050
OG0013558	Aa_G28050.h1.t1	Np003G153070
OG0013559	Aa_G613730.h1.t1	Np004G210770
OG0013560	Aa_G88990.h1.t1	Np001G046880
OG0013561	Aa_G472760.h1.t1	Np001G006230
OG0013562	Aa_G75370.h1.t1	Np001G006120
OG0013563	Aa_G559300.h1.t1, Aa_G559300.h2.t1	Np001G005800
OG0013564	Aa_G75950.h1.t1	Np001G005630
OG0013565	Aa_G76040.h1.t1	Np001G005400
OG0013566	Aa_G268230.h1.t1	Np001G005140
OG0013567	Aa_G268290.h1.t1, Aa_G340790.h1.t1	Np001G005080
OG0013568	Aa_G268350.h1.t1	Np001G004930
OG0013569	Aa_G268430.h1.t1	Np001G004830
OG0013570	Aa_G51660.h1.t1	Np001G004750
OG0013571	Aa_G51630.h1.t1	Np001G004710
OG0013572	Aa_G51510.h1.t1	Np001G004550
OG0013573	Aa_G51460.h1.t1	Np001G004520
OG0013574	Aa_G51400.h1.t1	Np001G004420
OG0013575	Aa_G306140.h1.t1	Np001G004350
OG0013576	Aa_G21110.h1.t1	Np001G004280
OG0013577	Aa_G325960.h1.t1	Np007G374480
OG0013578	Aa_G20940.h1.t1	Np001G004090
OG0013579	Aa_G20890.h1.t1	Np001G004020
OG0013580	Aa_G704370.h1.t1, Aa_G720630.h1.t1	Np001G003660
OG0013581	Aa_G37180.h1.t1	Np001G003400
OG0013583	Aa_G500380.h1.t1	Np001G002700
OG0013584	Aa_G500370.h1.t1	Np001G002690
OG0013585	Aa_G500330.h1.t1	Np001G002630
OG0013586	Aa_G23390.h1.t1	Np001G002520
OG0013587	Aa_G23480.h1.t1	Np001G002440
OG0013588	Aa_G23600.h1.t1	Np001G002320
OG0013589	Aa_G23630.h1.t1	Np001G002290
OG0013590	Aa_G23660.h1.t1	Np001G002250
OG0013591	Aa_G383090.h1.t1	Np001G002040
OG0013592	Aa_G383190.h1.t1	Np001G001970
OG0013593	Aa_G165820.h1.t1	Np001G001890
OG0013594	Aa_G165880.h1.t1	Np001G001800
OG0013595	Aa_G165920.h1.t1	Np001G001770
OG0013596	Aa_G165950.h1.t1	Np001G001750
OG0013599	Aa_G147150.h1.t1	Np001G001290
OG0013600	Aa_G147040.h1.t1	Np001G001080
OG0013601	Aa_G43560.h1.t1, Aa_G43590.h1.t1	Np001G000910
OG0013602	Aa_G43970.h1.t1	Np001G000540
OG0013603	Aa_G44090.h1.t1	Np001G000430
OG0013604	Aa_G113940.h1.t1	Np001G000330
OG0013605	Aa_G113860.h1.t1	Np001G000270
OG0013606	Aa_G113820.h1.t1	Np001G000220
OG0013607	Aa_G113760.h1.t1	Np001G000140
OG0013608	Aa_G113740.h1.t1	Np001G000120, Np001G000110
OG0013609	Aa_G136190.h1.t1	Np003G189780
OG0013610	Aa_G136210.h1.t1	Np003G189750
OG0013611	Aa_G136230.h1.t1	Np003G189730
OG0013612	Aa_G78460.h1.t1	Np003G188950
OG0013613	Aa_G511690.h1.t1	Np003G189230
OG0013614	Aa_G242180.h1.t1	Np003G189500, Np006G348840
OG0013615	Aa_G242200.h1.t1	Np003G189520
OG0013616	Aa_G242210.h1.t1	Np003G189530
OG0013617	Aa_G53390.h1.t1	Np003G188570
OG0013618	Aa_G67890.h1.t1	Np003G188410
OG0013619	Aa_G67880.h1.t1	Np003G188400
OG0013620	Aa_G67810.h1.t1	Np003G188300, Np003G189040
OG0013621	Aa_G67770.h1.t1	Np003G188270
OG0013622	Aa_G53170.h1.t1	Np003G188080
OG0013623	Aa_G46800.h1.t1	Np003G187670
OG0013624	Aa_G46770.h1.t1	Np003G187600
OG0013625	Aa_G46730.h1.t1	Np003G187390
OG0013626	Aa_G46710.h1.t1	Np003G187410
OG0013627	Aa_G46580.h1.t1	Np003G187320
OG0013628	Aa_G191440.h1.t1	Np003G187220
OG0013629	Aa_G191420.h1.t1	Np003G187210
OG0013630	Aa_G191360.h1.t1	Np003G187140
OG0013631	Aa_G6600.h1.t1	Np004G257700
OG0013632	Aa_G99710.h1.t1	Np003G186770
OG0013633	Aa_G188710.h1.t1	Np003G186240
OG0013634	Aa_G188910.h1.t1	Np003G185990
OG0013635	Aa_G188900.h1.t1	Np003G186000
OG0013636	Aa_G188890.h1.t1	Np003G186010
OG0013637	Aa_G189030.h1.t1	Np003G185890
OG0013638	Aa_G189050.h1.t1	Np003G185840
OG0013639	Aa_G189130.h1.t1	Np003G185680
OG0013640	Aa_G187660.h1.t1	Np003G185540
OG0013641	Aa_G187680.h1.t1	Np003G185480
OG0013642	Aa_G187810.h1.t1	Np003G185350
OG0013643	Aa_G384400.h1.t1	Np003G185240
OG0013644	Aa_G384390.h1.t1	Np003G185230
OG0013645	Aa_G215320.h1.t1	Np001G040150
OG0013646	Aa_G89520.h1.t1	Np001G040360
OG0013647	Aa_G89540.h1.t1	Np001G040380
OG0013648	Aa_G89650.h1.t1	Np001G040510
OG0013649	Aa_G316890.h1.t1	Np001G040820
OG0013650	Aa_G359950.h1.t1	Np001G041060
OG0013651	Aa_G519810.h1.t1	Np001G041270
OG0013652	Aa_G219550.h1.t1	Np001G041350
OG0013653	Aa_G183630.h1.t1	Np006G357720
OG0013654	Aa_G363630.h1.t1	Np006G357830
OG0013655	Aa_G363560.h1.t1	Np006G357870
OG0013656	Aa_G363550.h1.t1	Np006G357890
OG0013657	Aa_G243710.h1.t1	Np006G356580
OG0013658	Aa_G148670.h1.t1	Np006G357520
OG0013659	Aa_G243560.h1.t1	Np006G356890
OG0013660	Aa_G243630.h1.t1	Np006G356720
OG0013661	Aa_G346420.h1.t1	Np006G356120
OG0013662	Aa_G346380.h1.t1	Np006G356100
