Orthogroup	Arabis_alpina	Cardamine_amara
OG0013135	Aa_G97880.h1.t1	evm.model.RL_4.1406
OG0013136	Aa_G90160.h1.t1	evm.model.RL_4.744
OG0013137	Aa_G19560.h1.t1	evm.model.RL_4.2294
OG0013138	Aa_G19510.h1.t1	evm.model.RL_4.2299
OG0013139	Aa_G19490.h1.t1	evm.model.RL_4.2301
OG0013141	Aa_G155040.h1.t1	evm.model.RL_4.2334
OG0013142	Aa_G154990.h1.t1	evm.model.RL_4.2339
OG0013143	Aa_G623430.h1.t1	evm.model.RL_4.2355
OG0013144	Aa_G623410.h1.t1	evm.model.RL_4.2356
OG0013145	Aa_G256610.h1.t1	evm.model.RL_4.2364
OG0013146	Aa_G256590.h1.t1	evm.model.RL_4.2366
OG0013147	Aa_G256510.h1.t1	evm.model.RL_4.2371
OG0013148	Aa_G756420.h1.t1	evm.model.RL_4.2403.1.687c86d9
OG0013149	Aa_G267660.h1.t1	evm.model.RL_4.2408
OG0013150	Aa_G267530.h1.t1	evm.model.RL_4.2420
OG0013151	Aa_G267490.h1.t1	evm.model.RL_4.2423
OG0013152	Aa_G711960.h1.t1	evm.model.RL_4.2428
OG0013153	Aa_G116860.h1.t1	evm.model.RL_4.2438
OG0013154	Aa_G158440.h1.t1	evm.model.RL_4.2451
OG0013155	Aa_G158450.h1.t1	evm.model.RL_4.2452
OG0013156	Aa_G158530.h1.t1	evm.model.RL_4.2460
OG0013157	Aa_G158540.h1.t1	evm.model.RL_4.2461
OG0013158	Aa_G168780.h1.t1	evm.model.RL_4.2500
OG0013159	Aa_G168730.h1.t1	evm.model.RL_4.2506, evm.model.RL_4.2502
OG0013160	Aa_G356440.h1.t1	evm.model.RL_4.2558
OG0013161	Aa_G152870.h1.t1	evm.model.RL_4.2602
OG0013162	Aa_G309210.h1.t1	evm.model.RL_4.2610
OG0013163	Aa_G231000.h1.t1	evm.model.RL_4.2638
OG0013164	Aa_G365580.h1.t1	evm.model.RL_4.2647
OG0013165	Aa_G365550.h1.t1	evm.model.RL_4.2649.3.687c86da
OG0013166	Aa_G130490.h2.t1, Aa_G130490.h1.t1	evm.model.RL_4.2657
OG0013167	Aa_G130340.h1.t1	evm.model.RL_4.2670
OG0013168	Aa_G521510.h1.t1	evm.model.RL_4.2672
OG0013169	Aa_G521500.h1.t1	evm.model.RL_4.2673
OG0013170	Aa_G521450.h1.t1	evm.model.RL_4.2675
OG0013171	Aa_G210720.h1.t1	evm.model.RL_4.2700
OG0013172	Aa_G104760.h1.t1	evm.model.RL_4.1387
OG0013173	Aa_G319160.h1.t1	evm.model.RL_4.2717
OG0013174	Aa_G392880.h1.t1	evm.model.RL_4.2738
OG0013175	Aa_G392870.h1.t1	evm.model.RL_4.2739
OG0013176	Aa_G76450.h1.t1	evm.model.RL_4.2770
OG0013177	Aa_G76390.h1.t1	evm.model.RL_4.2776
OG0013179	Aa_G504160.h1.t1	evm.model.RL_4.2820
OG0013180	Aa_G131140.h1.t1	evm.model.RL_8.2281
OG0013181	Aa_G244270.h1.t1	evm.model.RL_4.2832
OG0013182	Aa_G96170.h1.t1	evm.model.RL_2.1289
OG0013183	Aa_G73700.h1.t1	evm.model.RL_2.1305
OG0013184	Aa_G520150.h1.t1	evm.model.RL_2.1313
OG0013185	Aa_G267160.h1.t1	evm.model.RL_2.1325
OG0013186	Aa_G267150.h1.t1	evm.model.RL_2.1326
OG0013187	Aa_G575620.h1.t1	evm.model.RL_2.1354
OG0013188	Aa_G176430.h1.t1	evm.model.RL_2.1377
OG0013189	Aa_G176490.h1.t1	evm.model.RL_2.1383
OG0013190	Aa_G176500.h1.t1	evm.model.RL_2.1384
OG0013191	Aa_G543750.h1.t1	evm.model.RL_4.232
OG0013192	Aa_G339920.h1.t1	evm.model.RL_2.1412
OG0013193	Aa_G646880.h1.t1	evm.model.RL_2.1423
OG0013194	Aa_G587500.h1.t1	evm.model.RL_2.1433
OG0013195	Aa_G150190.h1.t1	evm.model.RL_2.1437
OG0013196	Aa_G150230.h1.t1	evm.model.RL_2.1441
OG0013197	Aa_G203410.h1.t1	evm.model.RL_2.1449
OG0013198	Aa_G78000.h1.t1, Aa_G247000.h1.t1	evm.model.RL_2.1462
OG0013199	Aa_G78050.h1.t1	evm.model.RL_2.1464
OG0013200	Aa_G78060.h1.t1	evm.model.RL_2.1466, evm.model.RL_2.1465.1.687c86e3
OG0013201	Aa_G659670.h1.t1	evm.model.RL_2.1490
OG0013202	Aa_G203940.h1.t1	evm.model.RL_2.1558
OG0013203	Aa_G401950.h1.t1	evm.model.RL_7.624
OG0013204	Aa_G203930.h1.t1	evm.model.RL_2.1561
OG0013205	Aa_G672600.h1.t1	evm.model.RL_2.3257.1.687c86e8
OG0013206	Aa_G581660.h1.t1	evm.model.RL_2.1589
OG0013207	Aa_G59050.h1.t1	evm.model.RL_2.1636
OG0013208	Aa_G58930.h1.t1	evm.model.RL_2.1644
OG0013209	Aa_G599220.h1.t1	evm.model.RL_2.1665
OG0013210	Aa_G117500.h1.t1	evm.model.RL_2.1707
OG0013211	Aa_G380870.h1.t1	evm.model.RL_2.1726
OG0013212	Aa_G529230.h1.t1	evm.model.RL_3.1375.5.687c84bc
OG0013213	Aa_G419750.h1.t1	evm.model.RL_2.1742
OG0013214	Aa_G147720.h1.t1	evm.model.RL_2.1767
OG0013216	Aa_G417320.h1.t1	evm.model.RL_2.1885
OG0013217	Aa_G692590.h1.t1	evm.model.RL_5.2402, evm.model.RL_2.1892
OG0013218	Aa_G124420.h1.t1	evm.model.RL_2.1903
OG0013219	Aa_G124410.h1.t1	evm.model.RL_2.1904
OG0013220	Aa_G186970.h1.t1	evm.model.RL_2.1925
OG0013221	Aa_G376030.h1.t1	evm.model.RL_5.2679
OG0013224	Aa_G353110.h1.t1	evm.model.RL_5.2625
OG0013225	Aa_G68260.h1.t1	evm.model.RL_4.1638.1.687c86d5
OG0013226	Aa_G29650.h1.t1	evm.model.RL_2.2081
OG0013227	Aa_G244370.h1.t1	evm.model.RL_4.2842
OG0013228	Aa_G433770.h1.t1	evm.model.RL_5.2598
OG0013229	Aa_G397310.h1.t1	evm.model.RL_5.2559
OG0013230	Aa_G377070.h1.t1	evm.model.RL_5.2555.1.687c88bc
OG0013231	Aa_G376990.h1.t1	evm.model.RL_5.2547
OG0013232	Aa_G276620.h1.t1	evm.model.RL_5.2537
OG0013233	Aa_G372590.h1.t1	evm.model.RL_5.2527, evm.model.RL_5.2529
OG0013236	Aa_G200340.h1.t1	evm.model.RL_5.2464
OG0013237	Aa_G472460.h1.t1	evm.model.RL_5.2460
OG0013238	Aa_G239590.h1.t1	evm.model.RL_5.2411
OG0013239	Aa_G753440.h1.t1	evm.model.RL_5.2324
OG0013240	Aa_G101460.h1.t1	evm.model.RL_1.813
OG0013241	Aa_G476240.h1.t1	evm.model.RL_5.2846
OG0013242	Aa_G115070.h1.t1	evm.model.RL_5.2362
OG0013243	Aa_G533090.h1.t1	evm.model.RL_5.2300
OG0013246	Aa_G332870.h1.t1	evm.model.RL_5.2254
OG0013247	Aa_G127520.h1.t1	evm.model.RL_5.2393
OG0013249	Aa_G162390.h1.t1, Aa_G192690.h1.t1	evm.model.RL_5.2401
OG0013250	Aa_G128500.h1.t1	evm.model.RL_5.2297
OG0013251	Aa_G171170.h1.t1	evm.model.RL_5.2281
OG0013252	Aa_G130770.h1.t1	evm.model.RL_5.3109
OG0013253	Aa_G130790.h1.t1	evm.model.RL_5.3111.8.687c88bf
OG0013254	Aa_G48120.h1.t1	evm.model.RL_5.3081
OG0013255	Aa_G48170.h1.t1	evm.model.RL_5.3076
OG0013256	Aa_G48190.h1.t1	evm.model.RL_5.3074
OG0013257	Aa_G650830.h1.t1	evm.model.RL_5.3046
OG0013258	Aa_G205000.h1.t1	evm.model.RL_5.3037
OG0013259	Aa_G456650.h1.t1	evm.model.RL_5.3025
OG0013260	Aa_G366270.h1.t1	evm.model.RL_5.3016
OG0013261	Aa_G399980.h1.t1	evm.model.RL_1.2362
OG0013262	Aa_G348080.h1.t1	evm.model.RL_5.3003
OG0013263	Aa_G223770.h1.t1	evm.model.RL_5.2987
OG0013264	Aa_G657760.h1.t1	evm.model.RL_5.2914
OG0013265	Aa_G482970.h1.t1	evm.model.RL_5.2904
OG0013266	Aa_G527810.h1.t1	evm.model.RL_2.3063
OG0013267	Aa_G527850.h1.t1	evm.model.RL_2.3066
OG0013268	Aa_G157090.h1.t1	evm.model.RL_2.3088
OG0013269	Aa_G514730.h1.t1	evm.model.RL_2.3113
OG0013270	Aa_G514700.h1.t1	evm.model.RL_2.3117.3.687c86e8
OG0013271	Aa_G514650.h1.t1	evm.model.RL_2.3123
OG0013272	Aa_G459740.h1.t1	evm.model.RL_1.2965
OG0013274	Aa_G179480.h1.t1	evm.model.RL_2.3161
OG0013275	Aa_G179490.h1.t1	evm.model.RL_2.3162
OG0013276	Aa_G179530.h1.t1	evm.model.RL_2.3165
OG0013278	Aa_G467510.h1.t1	evm.model.RL_2.3170.1.687c86e8.1.687c99ff
OG0013279	Aa_G670480.h1.t1	evm.model.RL_2.3178
OG0013280	Aa_G493160.h1.t1	evm.model.RL_2.3180
OG0013281	Aa_G637750.h1.t1	evm.model.RL_2.3212
OG0013282	Aa_G139500.h1.t1	evm.model.RL_2.3229
OG0013283	Aa_G139490.h1.t1	evm.model.RL_2.3280, evm.model.RL_7.1308
OG0013284	Aa_G139410.h1.t1	evm.model.RL_2.3235
OG0013285	Aa_G153340.h1.t1	evm.model.RL_2.3260
OG0013286	Aa_G237350.h1.t1	evm.model.RL_2.3301
OG0013287	Aa_G14030.h1.t1	evm.model.RL_7.1044
OG0013288	Aa_G503350.h1.t1	evm.model.RL_2.3328
OG0013289	Aa_G503360.h1.t1	evm.model.RL_2.3329
OG0013290	Aa_G503400.h1.t1	evm.model.RL_2.3333
OG0013291	Aa_G437420.h1.t1	evm.model.RL_2.3351
OG0013292	Aa_G437430.h1.t1	evm.model.RL_2.3352.1.687c86e9
OG0013293	Aa_G437440.h1.t1	evm.model.RL_2.3353
OG0013294	Aa_G130900.h1.t1	evm.model.RL_5.3123
OG0013295	Aa_G381670.h1.t1	evm.model.RL_2.3356
OG0013296	Aa_G205220.h1.t1	evm.model.RL_2.3389
OG0013297	Aa_G205230.h1.t1	evm.model.RL_2.3390
OG0013298	Aa_G205240.h1.t1, Aa_G658830.h1.t1	evm.model.RL_2.3391
OG0013299	Aa_G352060.h1.t1	evm.model.RL_2.3404
OG0013300	Aa_G352010.h1.t1	evm.model.RL_2.3409
OG0013301	Aa_G351900.h1.t1	evm.model.RL_2.3420
OG0013302	Aa_G137940.h1.t1	evm.model.RL_2.3448
OG0013303	Aa_G138000.h1.t1	evm.model.RL_2.3454
OG0013304	Aa_G138040.h1.t1	evm.model.RL_2.3459
OG0013305	Aa_G219240.h1.t1	evm.model.RL_2.3477
OG0013307	Aa_G219360.h1.t1	evm.model.RL_2.3487
OG0013308	Aa_G219320.h1.t1	evm.model.RL_2.3484
OG0013309	Aa_G487100.h1.t1	evm.model.RL_2.3499
OG0013310	Aa_G279270.h1.t1	evm.model.RL_6.79
OG0013311	Aa_G280760.h1.t1	evm.model.RL_2.583
OG0013312	Aa_G65120.h1.t1	evm.model.RL_2.566
OG0013313	Aa_G65170.h1.t1	evm.model.RL_2.558
OG0013314	Aa_G503640.h1.t1	evm.model.RL_2.543
OG0013315	Aa_G495190.h1.t1	evm.model.RL_2.515
OG0013316	Aa_G575760.h1.t1	evm.model.RL_2.479
OG0013317	Aa_G512950.h1.t1, Aa_G754570.h1.t1	evm.model.RL_2.468
OG0013318	Aa_G213110.h1.t1, Aa_G212950.h1.t1	evm.model.RL_2.458
OG0013319	Aa_G481850.h1.t1	evm.model.RL_2.450
OG0013320	Aa_G505940.h1.t1	evm.model.RL_2.443
OG0013321	Aa_G336580.h1.t1	evm.model.RL_2.431
OG0013322	Aa_G439620.h1.t1	evm.model.RL_2.400
OG0013323	Aa_G417840.h1.t1	evm.model.RL_2.380
OG0013324	Aa_G253930.h1.t1	evm.model.RL_2.375
OG0013325	Aa_G110050.h1.t1	evm.model.RL_2.367.1.687c86e0
OG0013326	Aa_G110030.h1.t1	evm.model.RL_2.365
OG0013327	Aa_G110020.h1.t1, Aa_G575750.h1.t1	evm.model.RL_2.364
OG0013328	Aa_G365260.h1.t1	evm.model.RL_2.328
OG0013329	Aa_G245670.h2.t1, Aa_G245670.h1.t1	evm.model.RL_2.301
OG0013331	Aa_G582870.h1.t1	evm.model.RL_2.247
OG0013332	Aa_G582880.h1.t1	evm.model.RL_2.246
OG0013333	Aa_G126150.h1.t1	evm.model.RL_4.1772
OG0013334	Aa_G463010.h1.t1	evm.model.RL_5.2782
OG0013335	Aa_G424480.h1.t1	evm.model.RL_7.1776
OG0013336	Aa_G318200.h1.t1	evm.model.RL_8.653
OG0013337	Aa_G139030.h1.t1	evm.model.RL_4.855
OG0013338	Aa_G11110.h1.t1	evm.model.RL_6.1627
OG0013339	Aa_G52050.h1.t1	evm.model.RL_6.1623
OG0013340	Aa_G549310.h1.t1	evm.model.RL_6.1606
OG0013341	Aa_G71390.h1.t1	evm.model.RL_8.813
OG0013342	Aa_G3440.h1.t1	evm.model.RL_8.828
OG0013343	Aa_G61200.h1.t1	evm.model.RL_8.846
OG0013344	Aa_G61190.h1.t1	evm.model.RL_8.847
OG0013345	Aa_G61180.h1.t1	evm.model.RL_8.849
OG0013346	Aa_G61150.h1.t1	evm.model.RL_8.854
OG0013347	Aa_G61130.h1.t1	evm.model.RL_8.856
OG0013348	Aa_G230450.h1.t1	evm.model.RL_4.1665
OG0013349	Aa_G243870.h1.t1	evm.model.RL_8.889
OG0013350	Aa_G249530.h1.t1	evm.model.RL_1.2973
OG0013351	Aa_G287830.h1.t1	evm.model.RL_5.2426.1.687c88bb
OG0013352	Aa_G151110.h1.t1	evm.model.RL_8.902
OG0013353	Aa_G151120.h1.t1	evm.model.RL_8.903
OG0013354	Aa_G151160.h1.t1	evm.model.RL_8.905
OG0013355	Aa_G339540.h1.t1	evm.model.RL_6.1508
OG0013357	Aa_G113370.h1.t1	evm.model.RL_6.1449
OG0013358	Aa_G408580.h1.t1, Aa_G440110.h1.t1	evm.model.RL_6.1446
OG0013359	Aa_G11100.h1.t1	evm.model.RL_6.1630
OG0013360	Aa_G32560.h2.t1, Aa_G32560.h1.t1	evm.model.RL_4.558
OG0013361	Aa_G32590.h1.t1	evm.model.RL_4.562
OG0013362	Aa_G32630.h1.t1	evm.model.RL_4.569
OG0013363	Aa_G32720.h1.t1	evm.model.RL_4.575
OG0013364	Aa_G584480.h1.t1	evm.model.RL_4.582
OG0013365	Aa_G595760.h1.t1	evm.model.RL_4.603
OG0013366	Aa_G128410.h1.t1	evm.model.RL_5.2286.1.687c9b56
OG0013367	Aa_G150460.h1.t1	evm.model.RL_4.638
OG0013368	Aa_G150610.h1.t1	evm.model.RL_4.651
OG0013369	Aa_G110730.h1.t1	evm.model.RL_5.2165
OG0013370	Aa_G612990.h1.t1	evm.model.RL_4.657
OG0013371	Aa_G39560.h1.t1	evm.model.RL_4.674
OG0013372	Aa_G39510.h1.t1	evm.model.RL_4.682
OG0013374	Aa_G39460.h1.t1, Aa_G39470.h1.t1	evm.model.RL_4.687
OG0013375	Aa_G316850.h1.t1	evm.model.RL_4.495
OG0013376	Aa_G39430.h1.t1	evm.model.RL_4.691
OG0013377	Aa_G150800.h1.t1	evm.model.RL_6.1906
OG0013378	Aa_G39410.h1.t1	evm.model.RL_4.694
OG0013379	Aa_G39390.h1.t1	evm.model.RL_3.137
OG0013380	Aa_G671970.h1.t1	evm.model.RL_4.702
OG0013381	Aa_G97970.h1.t1	evm.model.RL_4.1416
OG0013382	Aa_G24680.h1.t1	evm.model.RL_6.1663
OG0013383	Aa_G540030.h1.t1	evm.model.RL_8.798
OG0013384	Aa_G177280.h1.t1	evm.model.RL_8.787
OG0013385	Aa_G294850.h1.t1	evm.model.RL_8.786
OG0013386	Aa_G660740.h1.t1	evm.model.RL_8.772
OG0013387	Aa_G453800.h1.t1	evm.model.RL_8.767
OG0013388	Aa_G610230.h1.t1	evm.model.RL_5.2622
OG0013389	Aa_G224020.h1.t1	evm.model.RL_8.754
OG0013390	Aa_G275310.h1.t1	evm.model.RL_8.688, evm.model.RL_3.848
OG0013391	Aa_G573290.h1.t1	evm.model.RL_8.672
OG0013392	Aa_G318190.h1.t1	evm.model.RL_8.652
OG0013393	Aa_G341460.h1.t1	evm.model.RL_8.650
OG0013395	Aa_G39290.h1.t1	evm.model.RL_8.637
OG0013397	Aa_G452390.h1.t1, Aa_G502180.h1.t1	evm.model.RL_8.609
OG0013398	Aa_G409230.h1.t1	evm.model.RL_8.604
OG0013399	Aa_G546070.h1.t1	evm.model.RL_8.595
OG0013400	Aa_G35230.h1.t1	evm.model.RL_8.578
OG0013401	Aa_G35040.h1.t1	evm.model.RL_8.557
OG0013402	Aa_G320470.h1.t1	evm.model.RL_8.498
OG0013403	Aa_G320520.h1.t1	evm.model.RL_8.489, evm.model.RL_8.486
OG0013404	Aa_G257030.h1.t1	evm.model.RL_8.440
OG0013405	Aa_G373300.h1.t1	evm.model.RL_8.436
OG0013406	Aa_G137430.h1.t1	evm.model.RL_8.422
OG0013407	Aa_G373290.h1.t1	evm.model.RL_8.435
OG0013409	Aa_G103130.h1.t1	evm.model.RL_4.426
OG0013410	Aa_G123770.h1.t1	evm.model.RL_4.388
OG0013411	Aa_G123690.h1.t1	evm.model.RL_4.380.3.687c86ce
OG0013412	Aa_G616010.h1.t1	evm.model.RL_4.373
OG0013414	Aa_G149560.h1.t1	evm.model.RL_4.309
OG0013415	Aa_G149550.h1.t1	evm.model.RL_4.308
OG0013416	Aa_G149530.h1.t1, Aa_G149510.h1.t1	evm.model.RL_4.306
OG0013417	Aa_G118080.h1.t1	evm.model.RL_4.283
OG0013418	Aa_G118030.h1.t1	evm.model.RL_4.278
OG0013419	Aa_G176660.h1.t1	evm.model.RL_4.262
OG0013420	Aa_G176620.h1.t1	evm.model.RL_4.258
OG0013421	Aa_G220220.h1.t1	evm.model.RL_4.255
OG0013422	Aa_G677440.h1.t1	evm.model.RL_4.250
OG0013424	Aa_G208120.h1.t1	evm.model.RL_4.182
OG0013425	Aa_G68400.h1.t1	evm.model.RL_4.1654
OG0013426	Aa_G315540.h1.t1	evm.model.RL_5.2746.1.687c88bd, evm.model.RL_4.55
OG0013427	Aa_G315550.h1.t1	evm.model.RL_4.56
OG0013428	Aa_G70990.h1.t1	evm.model.RL_2.646.1.687c86e1
OG0013429	Aa_G211230.h1.t1	evm.model.RL_1.2494
OG0013430	Aa_G255320.h1.t1	evm.model.RL_2.756
OG0013431	Aa_G255360.h1.t1	evm.model.RL_2.764
OG0013432	Aa_G183470.h1.t1	evm.model.RL_1.2433
OG0013433	Aa_G391450.h1.t1	evm.model.RL_2.770
OG0013434	Aa_G76990.h1.t1	evm.model.RL_1.2401
OG0013435	Aa_G183930.h1.t1	evm.model.RL_2.824
OG0013436	Aa_G306440.h1.t1	evm.model.RL_1.2342
OG0013437	Aa_G79950.h1.t1	evm.model.RL_2.866
OG0013438	Aa_G79750.h1.t1	evm.model.RL_2.878
OG0013439	Aa_G203540.h1.t1	evm.model.RL_2.902
OG0013440	Aa_G115740.h1.t1	evm.model.RL_2.915
OG0013441	Aa_G250890.h1.t1	evm.model.RL_2.928
OG0013442	Aa_G617990.h1.t1	evm.model.RL_8.679
OG0013443	Aa_G54990.h1.t1	evm.model.RL_2.959
OG0013444	Aa_G362580.h1.t1	evm.model.RL_2.971
OG0013445	Aa_G31140.h1.t1	evm.model.RL_2.1016
OG0013446	Aa_G594600.h1.t1	evm.model.RL_2.1029
OG0013447	Aa_G418490.h1.t1	evm.model.RL_2.1035
OG0013448	Aa_G346170.h1.t1	evm.model.RL_2.1038
OG0013449	Aa_G346190.h1.t1	evm.model.RL_2.1040
OG0013450	Aa_G37880.h1.t1	evm.model.RL_2.1077
OG0013451	Aa_G608530.h1.t1	evm.model.RL_2.1080
OG0013452	Aa_G151520.h1.t1	evm.model.RL_2.227
OG0013453	Aa_G149780.h1.t1	evm.model.RL_2.205
OG0013454	Aa_G545960.h1.t1	evm.model.RL_2.17
OG0013455	Aa_G266770.h1.t1	evm.model.RL_2.54
OG0013456	Aa_G298300.h1.t1	evm.model.RL_2.109
OG0013457	Aa_G165280.h1.t1	evm.model.RL_2.145
OG0013458	Aa_G184990.h1.t1	evm.model.RL_2.184
OG0013459	Aa_G184920.h1.t1	evm.model.RL_2.192
OG0013460	Aa_G184830.h1.t1	evm.model.RL_2.203
OG0013461	Aa_G13080.h1.t1	evm.model.RL_6.2951, evm.model.RL_5.2966
OG0013462	Aa_G12890.h1.t1	evm.model.RL_6.2933
OG0013463	Aa_G12850.h1.t1	evm.model.RL_6.2928
OG0013464	Aa_G206170.h1.t1	evm.model.RL_6.2921
OG0013465	Aa_G206150.h1.t1	evm.model.RL_6.2919
OG0013466	Aa_G241290.h1.t1	evm.model.RL_6.2910
OG0013468	Aa_G226090.h1.t1	evm.model.RL_6.2885
OG0013469	Aa_G593450.h1.t1	evm.model.RL_6.2850
OG0013470	Aa_G178010.h1.t1	evm.model.RL_6.2849, evm.model.RL_5.3973
OG0013472	Aa_G177930.h1.t1	evm.model.RL_6.2836
OG0013473	Aa_G332610.h1.t1	evm.model.RL_6.2802
OG0013474	Aa_G196870.h1.t1	evm.model.RL_6.2787
OG0013475	Aa_G196820.h1.t1	evm.model.RL_6.2781
OG0013476	Aa_G536050.h1.t1	evm.model.RL_6.2777
OG0013477	Aa_G536070.h1.t1	evm.model.RL_6.2775
OG0013478	Aa_G381020.h1.t1	evm.model.RL_6.2771
OG0013479	Aa_G16870.h1.t1	evm.model.RL_6.2754
OG0013480	Aa_G16970.h1.t1	evm.model.RL_6.2744
OG0013481	Aa_G17000.h1.t1	evm.model.RL_6.2742
OG0013482	Aa_G17110.h1.t1	evm.model.RL_6.2733
OG0013483	Aa_G17130.h1.t1	evm.model.RL_6.2731
OG0013484	Aa_G16020.h1.t1	evm.model.RL_6.2696
OG0013485	Aa_G289670.h1.t1	evm.model.RL_6.2663
OG0013486	Aa_G252370.h1.t1	evm.model.RL_1.3231, evm.model.RL_6.2600
OG0013487	Aa_G103420.h1.t1	evm.model.RL_7.342
OG0013488	Aa_G265060.h1.t1	evm.model.RL_6.2595
OG0013489	Aa_G265110.h1.t1	evm.model.RL_6.2590
OG0013490	Aa_G484790.h1.t1	evm.model.RL_6.2578
OG0013491	Aa_G288470.h1.t1	evm.model.RL_6.2567
OG0013492	Aa_G288490.h1.t1	evm.model.RL_6.2565
OG0013493	Aa_G479510.h1.t1	evm.model.RL_6.2556
OG0013494	Aa_G595210.h1.t1	evm.model.RL_6.2527
OG0013495	Aa_G552010.h1.t1	evm.model.RL_6.2511
OG0013496	Aa_G445360.h1.t1	evm.model.RL_6.2497
OG0013497	Aa_G581330.h1.t1	evm.model.RL_6.2475
OG0013498	Aa_G125350.h1.t1	evm.model.RL_6.2464
OG0013499	Aa_G125450.h1.t1	evm.model.RL_5.3010, evm.model.RL_6.2455
OG0013500	Aa_G125530.h1.t1	evm.model.RL_6.2450
OG0013501	Aa_G280550.h1.t1	evm.model.RL_6.2428
OG0013502	Aa_G454740.h1.t1	evm.model.RL_6.2422
OG0013504	Aa_G374620.h1.t1	evm.model.RL_6.2397
OG0013505	Aa_G433170.h1.t1	evm.model.RL_7.512
OG0013506	Aa_G67370.h1.t1	evm.model.RL_6.2334
OG0013507	Aa_G230780.h1.t1	evm.model.RL_6.2343
OG0013508	Aa_G145840.h1.t1	evm.model.RL_6.2298
OG0013509	Aa_G145850.h1.t1	evm.model.RL_6.2297
OG0013511	Aa_G420150.h1.t1	evm.model.RL_4.3368
OG0013512	Aa_G443040.h1.t1	evm.model.RL_4.3348
OG0013513	Aa_G18640.h1.t1	evm.model.RL_4.3338
OG0013515	Aa_G18830.h1.t1	evm.model.RL_4.3326
OG0013516	Aa_G18910.h1.t1	evm.model.RL_4.3319
OG0013517	Aa_G274570.h1.t1	evm.model.RL_4.3313
OG0013518	Aa_G85200.h1.t1	evm.model.RL_4.3309
OG0013519	Aa_G260580.h1.t1	evm.model.RL_4.3279
OG0013520	Aa_G260780.h1.t1	evm.model.RL_4.3257
OG0013521	Aa_G260770.h1.t1	evm.model.RL_4.3258
OG0013522	Aa_G170140.h1.t1	evm.model.RL_4.3188
OG0013523	Aa_G170120.h1.t1	evm.model.RL_4.3186
OG0013524	Aa_G509400.h1.t1	evm.model.RL_4.3176
OG0013525	Aa_G520000.h1.t1	evm.model.RL_4.3167
OG0013526	Aa_G519990.h1.t1	evm.model.RL_4.3166
OG0013527	Aa_G226410.h1.t1	evm.model.RL_4.3159
OG0013529	Aa_G259030.h1.t1	evm.model.RL_4.3129
OG0013530	Aa_G259020.h1.t1	evm.model.RL_4.3128.1.687c86dd
OG0013531	Aa_G140770.h1.t1	evm.model.RL_4.3116
OG0013532	Aa_G140720.h1.t1	evm.model.RL_4.3111
OG0013533	Aa_G140670.h1.t1	evm.model.RL_4.3108
OG0013534	Aa_G665020.h1.t1	evm.model.RL_4.3107
OG0013535	Aa_G181640.h1.t1	evm.model.RL_4.3105
OG0013536	Aa_G181630.h1.t1	evm.model.RL_4.3104
OG0013539	Aa_G181240.h1.t1	evm.model.RL_4.1685
OG0013540	Aa_G15470.h1.t1	evm.model.RL_4.1595
OG0013541	Aa_G15460.h1.t1	evm.model.RL_4.1594
OG0013542	Aa_G404760.h1.t1	evm.model.RL_4.1554
OG0013543	Aa_G9010.h1.t1	evm.model.RL_4.1528
OG0013544	Aa_G8870.h1.t1, Aa_G79830.h1.t1	evm.model.RL_4.1521
OG0013545	Aa_G8850.h1.t1	evm.model.RL_4.1519
OG0013546	Aa_G8750.h1.t1	evm.model.RL_4.1510
OG0013547	Aa_G470840.h1.t1	evm.model.RL_4.1444
OG0013548	Aa_G470850.h1.t1	evm.model.RL_4.1443
OG0013549	Aa_G552160.h1.t1	evm.model.RL_4.1437
OG0013550	Aa_G127270.h1.t1	evm.model.RL_8.2143.1.687c855f
OG0013551	Aa_G127250.h1.t1	evm.model.RL_8.2141
OG0013552	Aa_G127240.h1.t1	evm.model.RL_8.2140
OG0013553	Aa_G127140.h1.t1	evm.model.RL_8.2130
OG0013554	Aa_G478610.h1.t1	evm.model.RL_8.2122
OG0013555	Aa_G34020.h2.t1, Aa_G34020.h1.t1	evm.model.RL_8.2081
OG0013556	Aa_G28140.h1.t1	evm.model.RL_8.2032
OG0013557	Aa_G28070.h1.t1	evm.model.RL_8.2026
OG0013558	Aa_G28050.h1.t1	evm.model.RL_8.2024
OG0013559	Aa_G613730.h1.t1	evm.model.RL_5.3099
OG0013561	Aa_G472760.h1.t1	evm.model.RL_8.2395
OG0013562	Aa_G75370.h1.t1	evm.model.RL_8.2401
OG0013563	Aa_G559300.h1.t1, Aa_G559300.h2.t1	evm.model.RL_8.2421
OG0013564	Aa_G75950.h1.t1	evm.model.RL_8.2432
OG0013565	Aa_G76040.h1.t1	evm.model.RL_8.2446
OG0013566	Aa_G268230.h1.t1	evm.model.RL_8.2478
OG0013567	Aa_G268290.h1.t1, Aa_G340790.h1.t1	evm.model.RL_8.2484
OG0013568	Aa_G268350.h1.t1	evm.model.RL_8.2490
OG0013569	Aa_G268430.h1.t1	evm.model.RL_8.2498
OG0013570	Aa_G51660.h1.t1	evm.model.RL_8.2504
OG0013571	Aa_G51630.h1.t1	evm.model.RL_8.2507
OG0013572	Aa_G51510.h1.t1	evm.model.RL_8.2520
OG0013573	Aa_G51460.h1.t1	evm.model.RL_8.2524
OG0013574	Aa_G51400.h1.t1	evm.model.RL_8.2529
