Orthogroup	Arabis_alpina	Aethionema_saxatile
OG0014291	Aa_G107740.h1.t1	As011G249390
OG0014292	Aa_G682960.h2.t1, Aa_G682960.h1.t1	As011G249690
OG0014293	Aa_G683020.h1.t1	As011G249720
OG0014294	Aa_G310230.h1.t1	As011G249890
OG0014295	Aa_G63030.h1.t1	As011G250090
OG0014296	Aa_G549450.h1.t1	As011G250310
OG0014297	Aa_G18180.h1.t1	As011G250510
OG0014298	Aa_G390020.h1.t1	As011G250580
OG0014301	Aa_G342870.h1.t1	As011G251000
OG0014302	Aa_G465230.h1.t1	As011G251030
OG0014303	Aa_G240060.h1.t1	As011G251290
OG0014304	Aa_G240080.h1.t1	As011G251300
OG0014305	Aa_G240090.h1.t1	As011G251310
OG0014306	Aa_G92650.h1.t1	As011G251430, As012G272630
OG0014307	Aa_G20150.h1.t1	As011G251500
OG0014308	Aa_G20180.h1.t1	As011G251560
OG0014309	Aa_G92520.h1.t1	As011G251670, As012G272520
OG0014310	Aa_G164640.h1.t1	As011G251870
OG0014311	Aa_G50780.h1.t1	As011G251960
OG0014313	Aa_G152490.h1.t1, Aa_G403130.h1.t1	As011G252530
OG0014314	Aa_G152470.h1.t1	As011G252540
OG0014315	Aa_G242950.h1.t1	As011G252650
OG0014316	Aa_G250570.h1.t1	As011G252760
OG0014317	Aa_G250580.h1.t1	As011G252790
OG0014318	Aa_G250600.h1.t1	As011G252810
OG0014319	Aa_G133270.h1.t1	As011G253030
OG0014320	Aa_G221720.h1.t1	As011G253090
OG0014321	Aa_G636470.h1.t1	As011G253100
OG0014322	Aa_G636450.h1.t1	As011G253120
OG0014323	Aa_G388620.h1.t1	As011G253430
OG0014324	Aa_G229400.h1.t1	As011G253560
OG0014325	Aa_G229370.h1.t1	As011G253580
OG0014326	Aa_G227450.h1.t1	As011G253640
OG0014327	Aa_G227460.h1.t1	As011G253660
OG0014328	Aa_G171700.h1.t1	As011G253780
OG0014329	Aa_G455790.h1.t1	As011G253990
OG0014330	Aa_G91320.h1.t1	As011G254550
OG0014331	Aa_G68380.h1.t1	As011G254770
OG0014332	Aa_G413610.h1.t1	As011G254790
OG0014333	Aa_G427500.h1.t1	As011G254940
OG0014334	Aa_G71950.h1.t1	As011G255360
OG0014335	Aa_G293340.h1.t1	As011G255450
OG0014336	Aa_G293390.h1.t1	As011G255470
OG0014337	Aa_G428260.h1.t1	As011G255650
OG0014338	Aa_G367920.h1.t1	As011G255740
OG0014340	Aa_G26890.h1.t1	As011G256380
OG0014341	Aa_G116260.h1.t1	As011G256480
OG0014342	Aa_G183140.h1.t1	As011G256500
OG0014344	Aa_G806610.h1.t1	As011G256810
OG0014345	Aa_G284640.h1.t1	As011G256930
OG0014346	Aa_G86400.h1.t1	As011G257740
OG0014347	Aa_G86410.h1.t1	As011G257750
OG0014348	Aa_G535130.h1.t1	As011G258100
OG0014349	Aa_G320.h1.t1	As011G258780
OG0014350	Aa_G290.h1.t1	As011G258790
OG0014351	Aa_G270.h1.t1	As011G258880
OG0014352	Aa_G105340.h1.t1	As011G259220
OG0014353	Aa_G99930.h1.t1	As011G260760
OG0014354	Aa_G194440.h1.t1	As011G260990
OG0014355	Aa_G116380.h1.t1	As011G261150
OG0014356	Aa_G116320.h1.t1	As011G261300
OG0014357	Aa_G116310.h1.t1	As011G261310
OG0014358	Aa_G116250.h1.t1	As011G261430
OG0014359	Aa_G579510.h1.t1	As011G261500
OG0014360	Aa_G341100.h1.t1	As011G261560
OG0014361	Aa_G221070.h1.t1	As011G261670
OG0014362	Aa_G105450.h1.t1	As011G261790
OG0014363	Aa_G384590.h1.t1	As011G261840
OG0014364	Aa_G105550.h1.t1	As011G261870
OG0014365	Aa_G105220.h1.t1	As011G262050
OG0014366	Aa_G105150.h1.t1	As011G262170
OG0014367	Aa_G105100.h1.t1	As011G262210
OG0014368	Aa_G395330.h1.t1	As011G262330
OG0014369	Aa_G395340.h1.t1	As011G262340
OG0014370	Aa_G376560.h1.t1	As011G262390
OG0014371	Aa_G409900.h1.t1	As011G262400
OG0014372	Aa_G269050.h1.t1	As011G262460
OG0014373	Aa_G269140.h1.t1	As011G262570
OG0014374	Aa_G345310.h1.t1	As011G262660
OG0014375	Aa_G347070.h1.t1	As011G262940
OG0014376	Aa_G81740.h1.t1	As011G262990
OG0014377	Aa_G81690.h1.t1	As011G263040
OG0014378	Aa_G529390.h1.t1	As011G263350
OG0014379	Aa_G127590.h1.t1	As011G263450
OG0014380	Aa_G323480.h1.t1	As011G263560
OG0014381	Aa_G544670.h1.t1	As011G263770
OG0014382	Aa_G548900.h1.t1	As011G263860
OG0014383	Aa_G461560.h1.t1	As011G264380
OG0014384	Aa_G344710.h1.t1	As011G264520
OG0014385	Aa_G329680.h1.t1	As011G264700
OG0014386	Aa_G415460.h1.t1	As011G265310
OG0014387	Aa_G141640.h1.t1, Aa_G426590.h1.t1	As011G265540
OG0014388	Aa_G426580.h1.t1	As011G265550
OG0014389	Aa_G255500.h1.t1	As011G265670
OG0014390	Aa_G190110.h1.t1	As011G265700
OG0014391	Aa_G190120.h1.t1	As011G265710
OG0014392	Aa_G244880.h1.t1	As011G265990
OG0014394	Aa_G230180.h1.t1	As011G266320
OG0014395	Aa_G596970.h1.t1	As011G266620
OG0014396	Aa_G513420.h1.t1	As011G266670
OG0014397	Aa_G166560.h1.t1	As011G266890
OG0014398	Aa_G194770.h1.t1	As011G267190
OG0014399	Aa_G194700.h1.t1	As011G267260
OG0014400	Aa_G627430.h1.t1, Aa_G88210.h1.t1	As011G267370
OG0014401	Aa_G440840.h1.t1	As011G267500
OG0014402	Aa_G440870.h1.t1	As011G267530
OG0014403	Aa_G205480.h1.t1	As012G267690
OG0014404	Aa_G205520.h1.t1	As012G267740
OG0014405	Aa_G378680.h1.t1	As012G268050
OG0014406	Aa_G420950.h1.t1	As012G268070
OG0014407	Aa_G193280.h1.t1	As012G268440
OG0014408	Aa_G193330.h1.t1	As012G268600
OG0014409	Aa_G231430.h1.t1	As012G268630
OG0014410	Aa_G63450.h1.t1	As012G268670
OG0014411	Aa_G272670.h1.t1	As012G268780
OG0014412	Aa_G127760.h1.t1	As012G269440
OG0014413	Aa_G504520.h1.t1	As012G269480
OG0014414	Aa_G613350.h1.t1	As012G269640
OG0014416	Aa_G173520.h1.t1	As012G270260, As012G270320
OG0014418	Aa_G173640.h1.t1	As012G270480
OG0014419	Aa_G386150.h1.t1	As012G270640
OG0014420	Aa_G386160.h1.t1	As012G270650
OG0014421	Aa_G386180.h1.t1	As012G270660
OG0014422	Aa_G256020.h1.t1	As012G270730
OG0014423	Aa_G246020.h1.t1	As012G270910
OG0014424	Aa_G166370.h1.t1	As012G271270
OG0014425	Aa_G166320.h1.t1	As012G271340
OG0014426	Aa_G435000.h1.t1	As012G271480
OG0014427	Aa_G3050.h1.t1, Aa_G410620.h1.t1	As012G271590
OG0014428	Aa_G561950.h1.t1	As012G271700
OG0014429	Aa_G582050.h1.t1	As012G271820
OG0014430	Aa_G131720.h1.t1	As012G272040
OG0014431	Aa_G36810.h1.t1	As012G272060
OG0014432	Aa_G178390.h1.t1	As012G272090
OG0014433	Aa_G178270.h1.t1	As012G272180
OG0014434	Aa_G440630.h1.t1	As012G272330
OG0014435	Aa_G459440.h1.t1	As012G272360
OG0014436	Aa_G92610.h1.t1	As012G272610
OG0014437	Aa_G599990.h1.t1	As012G272680
OG0014438	Aa_G362450.h1.t1	As012G272790
OG0014439	Aa_G250150.h1.t1	As012G272820
OG0014440	Aa_G95910.h1.t1	As012G272940
OG0014441	Aa_G95930.h1.t1	As012G272960
OG0014442	Aa_G133550.h1.t1	As012G273210
OG0014443	Aa_G237870.h1.t1	As012G273260
OG0014445	Aa_G133520.h1.t1	As012G273450
OG0014446	Aa_G110660.h1.t1	As012G273650
OG0014447	Aa_G110820.h1.t1, Aa_G380730.h1.t1	As012G273830
OG0014448	Aa_G473360.h1.t1	As012G273910
OG0014449	Aa_G380680.h1.t1	As012G274230
OG0014450	Aa_G139290.h1.t1	As012G274370
OG0014451	Aa_G277060.h1.t1	As012G277900, As012G274400
OG0014452	Aa_G139200.h1.t1	As012G274430
OG0014453	Aa_G694550.h1.t1	As012G274550
OG0014454	Aa_G327170.h1.t1	As012G274640
OG0014455	Aa_G550970.h1.t1	As012G274710
OG0014456	Aa_G465840.h1.t1	As012G275090
OG0014457	Aa_G423420.h1.t1	As012G275110
OG0014458	Aa_G229240.h1.t1	As012G275250
OG0014459	Aa_G87960.h1.t1	As012G275490
OG0014460	Aa_G87910.h1.t1	As012G275530
OG0014461	Aa_G247720.h1.t1	As012G275770
OG0014462	Aa_G114430.h1.t1	As012G275780
OG0014463	Aa_G114440.h1.t1	As012G275790
OG0014464	Aa_G114470.h1.t1	As012G275800
OG0014465	Aa_G114530.h1.t1	As012G275900
OG0014467	Aa_G235210.h1.t1	As012G276070
OG0014468	Aa_G153570.h1.t1	As012G276200
OG0014469	Aa_G555630.h1.t1	As012G276210
OG0014470	Aa_G28760.h1.t1	As012G276840
OG0014471	Aa_G14170.h1.t1	As012G276970
OG0014472	Aa_G14080.h1.t1	As012G277110
OG0014473	Aa_G393790.h1.t1	As012G277720
OG0014474	Aa_G266040.h1.t1	As012G278180
OG0014475	Aa_G235890.h1.t1	As012G278600
OG0014476	Aa_G306080.h1.t1	As012G278810
OG0014477	Aa_G236060.h1.t1	As012G278870
OG0014478	Aa_G236040.h1.t1	As012G278900
OG0014479	Aa_G122940.h1.t1	As012G279510
OG0014480	Aa_G416690.h1.t1	As012G280110
OG0014481	Aa_G319040.h1.t1	As012G280250
OG0014482	Aa_G381360.h1.t1	As012G280870
OG0014483	Aa_G507190.h1.t1	As012G281500
OG0014484	Aa_G99050.h1.t1	As012G281610
OG0014485	Aa_G99070.h1.t1	As012G281620
OG0014486	Aa_G427650.h1.t1, Aa_G137610.h1.t1	As012G281730
OG0014487	Aa_G742130.h1.t1	As012G282010
OG0014488	Aa_G268620.h1.t1	As012G282660
OG0014489	Aa_G268560.h1.t1	As012G282700
OG0014490	Aa_G144140.h1.t1	As012G282780
OG0014491	Aa_G660610.h1.t1	As012G282970
OG0014492	Aa_G174930.h1.t1	As012G283170
OG0014493	Aa_G174890.h1.t1	As012G283230
OG0014494	Aa_G562500.h1.t1	As012G283250
OG0014495	Aa_G614480.h1.t1	As012G283690, As012G283730
OG0014496	Aa_G345830.h1.t1	As012G284320
OG0014497	Aa_G45660.h1.t1, Aa_G98600.h1.t1	As012G284520
OG0014498	Aa_G98530.h1.t1	As012G284560
OG0014499	Aa_G861710.h1.t1, Aa_G433140.h1.t1	As012G284750
OG0014500	Aa_G114090.h1.t1	As012G284880
OG0014501	Aa_G350910.h1.t1	As012G285220
OG0014502	Aa_G350860.h1.t1, Aa_G551570.h1.t1	As012G285240
OG0014503	Aa_G350850.h1.t1	As012G285250
OG0014504	Aa_G340600.h1.t1	As012G285430
OG0014505	Aa_G340580.h1.t1	As012G285450
OG0014506	Aa_G132640.h1.t1	As012G285860
OG0014507	Aa_G132600.h1.t1	As012G285900
OG0014508	Aa_G349500.h1.t1	As012G286000
OG0014509	Aa_G77420.h1.t1	As012G286230
OG0014510	Aa_G77330.h1.t1	As012G286300
OG0014511	Aa_G174970.h1.t1	As012G286620
OG0014512	Aa_G353980.h1.t1	As012G286740
OG0014513	Aa_G353930.h1.t1	As012G286800
OG0014514	Aa_G48760.h1.t1	As012G286980, As012G287000
OG0014515	Aa_G57980.h1.t1	As012G287090
OG0014516	Aa_G572550.h1.t1	As012G287520
OG0014517	Aa_G33420.h1.t1	As012G287690
OG0014518	Aa_G33570.h1.t1	As012G287810
OG0014519	Aa_G2260.h1.t1	As012G287910
OG0014520	Aa_G2330.h1.t1	As012G287970
OG0014521	Aa_G2340.h1.t1	As012G287980
OG0014522	Aa_G2350.h1.t1, Aa_G122740.h1.t1	As012G287990
OG0014523	Aa_G2490.h1.t1	As012G288090
OG0014524	Aa_G167780.h1.t1	As012G288360
OG0014525	Aa_G364340.h1.t1	As012G288530
OG0014526	Aa_G163710.h1.t1	As012G289020
OG0014527	Aa_G336720.h1.t1	As012G289030
OG0014528	Aa_G272990.h1.t1	As012G289190
OG0014529	Aa_G273080.h1.t1	As012G289290
OG0014530	Aa_G273110.h1.t1	As012G289320
OG0014531	Aa_G273200.h1.t1	As012G289440
OG0014532	Aa_G38200.h1.t1, Aa_G273210.h1.t1	As012G289450
OG0014533	Aa_G273250.h1.t1	As012G289500
OG0014637	Aa_G44540.h1.t1	As001G000280
OG0014638	Aa_G138240.h1.t1	As001G000430
OG0014639	Aa_G387150.h1.t1	As001G000490
OG0014640	Aa_G339380.h1.t1	As001G000510
OG0014641	Aa_G317850.h1.t1	As001G000560
OG0014642	Aa_G209110.h1.t1	As001G000590
OG0014643	Aa_G182770.h1.t1	As001G000670
OG0014644	Aa_G215690.h1.t1	As001G000810
OG0014645	Aa_G237180.h1.t1	As001G000830
OG0014646	Aa_G186700.h1.t1	As001G000840
OG0014647	Aa_G304540.h1.t1	As001G000900
OG0014648	Aa_G343410.h1.t1	As001G000980
OG0014650	Aa_G141960.h1.t1	As001G001150
OG0014651	Aa_G141950.h1.t1	As001G001160
OG0014652	Aa_G409080.h1.t1	As001G001250
OG0014653	Aa_G628370.h1.t1	As001G001350
OG0014654	Aa_G195730.h1.t1	As001G001390
OG0014655	Aa_G195770.h1.t1	As001G001400
OG0014656	Aa_G435920.h1.t1	As001G001530
OG0014657	Aa_G58760.h1.t1	As001G001550
OG0014658	Aa_G386820.h1.t1	As001G001630, As001G001590
OG0014659	Aa_G301300.h1.t1	As001G001700
OG0014660	Aa_G301290.h1.t1	As001G001710
OG0014661	Aa_G325460.h1.t1	As001G002320
OG0014662	Aa_G190510.h1.t1	As001G002960
OG0014663	Aa_G190550.h1.t1	As001G002990
OG0014664	Aa_G162630.h1.t1	As001G003040
OG0014665	Aa_G190650.h1.t1	As001G003050
OG0014666	Aa_G487070.h1.t1	As001G003100
OG0014667	Aa_G556840.h1.t1	As001G003340
OG0014668	Aa_G33020.h1.t1	As001G003420
OG0014670	Aa_G399020.h1.t1	As001G003670
OG0014671	Aa_G59720.h1.t1	As001G003700
OG0014672	Aa_G80800.h1.t1	As001G003910
OG0014673	Aa_G241450.h1.t1	As001G003920
OG0014674	Aa_G74770.h1.t1	As001G004060
OG0014675	Aa_G74830.h1.t1	As001G004100
OG0014676	Aa_G74840.h1.t1	As001G004110
OG0014677	Aa_G45770.h1.t1	As001G004270
OG0014678	Aa_G98610.h1.t1	As001G004290
OG0014679	Aa_G598860.h1.t1	As001G004520
OG0014680	Aa_G724260.h1.t1	As001G004830
OG0014681	Aa_G790180.h1.t1	As001G004870
OG0014682	Aa_G9870.h1.t1	As001G004960
OG0014683	Aa_G35840.h1.t1	As001G005090
OG0014684	Aa_G153910.h1.t1	As001G005340
OG0014685	Aa_G468840.h1.t1	As001G005800
OG0014686	Aa_G404960.h1.t1	As001G006080
OG0014687	Aa_G631720.h1.t1	As001G006240
OG0014689	Aa_G499490.h1.t1	As001G009970
OG0014690	Aa_G328810.h1.t1	As001G010050
OG0014691	Aa_G328780.h1.t1	As001G010380
OG0014692	Aa_G328760.h1.t1	As001G010460
OG0014693	Aa_G592070.h1.t1	As001G010510
OG0014696	Aa_G258820.h1.t1	As001G012730
OG0014697	Aa_G97300.h1.t1	As001G013580
OG0014698	Aa_G274230.h1.t1	As001G013750
OG0014699	Aa_G432460.h1.t1	As001G013810
OG0014700	Aa_G258890.h1.t1	As001G013910
OG0014701	Aa_G258870.h1.t1	As001G014070
OG0014702	Aa_G614670.h1.t1	As001G014240
OG0014703	Aa_G503120.h1.t1	As001G014330
OG0014704	Aa_G544680.h1.t1	As001G014900, As001G014910, As011G263760
OG0014705	Aa_G436410.h1.t1	As001G014940, As001G018320
OG0014706	Aa_G105080.h1.t1	As001G015520
OG0014707	Aa_G293870.h1.t1	As001G015610
OG0014708	Aa_G548450.h1.t1	As001G015650
OG0014709	Aa_G299140.h1.t1	As001G015790
OG0014710	Aa_G414400.h1.t1	As001G015930
OG0014711	Aa_G434720.h1.t1	As001G015990
OG0014712	Aa_G463020.h1.t1	As001G016240
OG0014713	Aa_G463000.h1.t1	As001G016250
OG0014714	Aa_G194230.h1.t1	As001G016410
OG0014715	Aa_G194220.h1.t1	As001G016420
OG0014716	Aa_G542340.h1.t1	As001G016730
OG0014717	Aa_G109210.h1.t1	As001G016770
OG0014718	Aa_G109230.h1.t1	As001G016790
OG0014719	Aa_G109240.h1.t1	As001G016800
OG0014721	Aa_G16440.h1.t1	As001G017020
OG0014722	Aa_G16460.h1.t1	As001G017040
OG0014723	Aa_G173270.h1.t1	As001G017390
OG0014724	Aa_G173280.h1.t1	As001G017410
OG0014725	Aa_G295970.h1.t1	As001G017480
OG0014726	Aa_G296010.h1.t1	As001G017520
OG0014727	Aa_G296020.h1.t1	As001G017530
OG0014728	Aa_G296040.h1.t1	As001G017550
OG0014729	Aa_G406650.h1.t1	As001G017640
OG0014730	Aa_G49270.h1.t1	As001G017860
OG0014731	Aa_G49490.h1.t1	As001G018120
OG0014732	Aa_G49570.h1.t1	As001G018300
OG0014733	Aa_G62060.h1.t1	As001G018350
OG0014734	Aa_G256330.h1.t1	As001G018510
OG0014735	Aa_G256220.h1.t1	As001G018640
OG0014736	Aa_G449670.h1.t1	As001G018810
OG0014737	Aa_G261730.h1.t1	As001G018820
OG0014738	Aa_G229980.h1.t1	As001G018850
OG0014739	Aa_G365920.h1.t1	As001G019070
OG0014740	Aa_G7650.h1.t1	As001G019150
OG0014741	Aa_G253450.h1.t1	As001G019190
OG0014742	Aa_G100890.h1.t1	As001G019580
OG0014743	Aa_G282480.h1.t1, Aa_G79820.h1.t1	As001G020150
OG0014745	Aa_G58750.h1.t1	As001G020460
OG0014746	Aa_G182580.h1.t1	As001G020650
OG0014747	Aa_G262050.h1.t1	As001G020860
OG0014748	Aa_G392470.h1.t1	As001G021170
OG0014749	Aa_G635680.h1.t1	As001G021290
OG0014750	Aa_G340780.h1.t1	As001G021560
OG0014751	Aa_G615110.h1.t1	As001G022030
OG0014752	Aa_G222620.h1.t1	As001G022140
OG0014753	Aa_G623670.h1.t1	As001G022210
OG0014754	Aa_G251490.h1.t1	As001G022470
OG0014755	Aa_G251510.h1.t1	As001G022490
OG0014756	Aa_G278070.h1.t1	As001G022580
OG0014758	Aa_G692190.h1.t1	As001G022780
OG0014759	Aa_G692170.h1.t1	As001G022800
OG0014760	Aa_G244110.h1.t1	As001G022820
OG0014761	Aa_G244050.h1.t1	As001G022860
OG0014763	Aa_G609700.h1.t1	As001G023000
OG0014764	Aa_G186380.h1.t1	As001G023300
OG0014765	Aa_G146210.h1.t1	As001G023660
OG0014766	Aa_G146340.h1.t1	As001G023760
OG0014767	Aa_G146360.h1.t1	As001G023770
OG0014768	Aa_G279530.h1.t1	As001G023860
OG0014769	Aa_G480410.h1.t1	As001G024060
OG0014770	Aa_G480450.h1.t1	As001G024080
OG0014771	Aa_G281940.h1.t1	As001G024230
OG0014772	Aa_G281910.h1.t1	As001G024280
OG0014774	Aa_G409710.h1.t1	As001G024790
OG0014775	Aa_G83450.h1.t1	As001G024990
OG0014776	Aa_G83430.h1.t1, Aa_G213590.h1.t1	As001G025010
OG0014777	Aa_G83350.h1.t1	As001G025070
OG0014778	Aa_G83330.h1.t1	As001G025090
OG0014779	Aa_G83270.h1.t1	As001G025170
OG0014780	Aa_G25710.h1.t1	As001G025470
OG0014781	Aa_G25570.h1.t1	As001G025590
OG0014782	Aa_G25530.h1.t1	As001G025640
OG0014783	Aa_G248010.h1.t1	As001G025790
OG0014784	Aa_G247920.h1.t1	As001G025850
OG0014785	Aa_G120850.h1.t1	As001G025950
OG0014786	Aa_G508100.h1.t1	As001G026000
OG0014787	Aa_G424610.h1.t1	As001G026160
OG0014788	Aa_G27510.h1.t1	As001G026400
OG0014789	Aa_G27390.h1.t1	As001G026540
OG0014790	Aa_G264230.h1.t1	As001G026670
OG0014791	Aa_G34250.h1.t1	As001G026820
OG0014792	Aa_G34260.h1.t1	As001G026830
OG0014793	Aa_G185340.h1.t1	As001G027070
OG0014794	Aa_G142420.h1.t1	As001G027230
OG0014795	Aa_G142470.h1.t1	As001G027260
OG0014796	Aa_G245570.h1.t1	As001G027770, As004G078300
OG0014797	Aa_G514450.h1.t1	As001G027890
OG0014798	Aa_G263600.h1.t1	As001G028090
OG0014800	Aa_G546270.h1.t1	As001G028200
OG0014801	Aa_G303700.h1.t1	As001G028270
OG0014802	Aa_G419250.h1.t1	As001G028370
OG0014803	Aa_G544040.h1.t1	As001G028400
OG0014804	Aa_G3660.h1.t1	As001G028560
OG0014805	Aa_G288110.h1.t1	As001G028800
OG0014806	Aa_G149680.h1.t1	As001G028900
OG0014807	Aa_G30890.h1.t1	As001G029010
OG0014808	Aa_G704990.h1.t1	As001G029090
OG0014809	Aa_G405100.h1.t1	As001G029190
OG0014810	Aa_G663830.h1.t1	As001G029240
OG0014811	Aa_G359640.h1.t1	As001G029270
OG0014812	Aa_G32440.h1.t1	As001G029310
OG0014813	Aa_G350330.h1.t1	As001G029390
OG0014814	Aa_G474620.h1.t1	As001G029540
OG0014815	Aa_G321700.h1.t1	As001G029640
OG0014816	Aa_G628000.h1.t1	As001G029670
OG0014817	Aa_G133850.h1.t1	As001G029780
OG0014818	Aa_G591920.h1.t1	As001G029810
OG0014819	Aa_G407550.h1.t1	As001G029830
OG0014820	Aa_G663680.h1.t1	As001G029850
OG0014821	Aa_G284080.h1.t1	As001G029900
OG0014822	Aa_G213070.h1.t1	As001G029910
OG0014823	Aa_G282500.h1.t1	As001G029960
OG0014824	Aa_G99640.h1.t1	As001G029980
OG0014825	Aa_G416980.h1.t1	As001G030030
OG0014826	Aa_G615260.h1.t1	As001G030170
OG0014827	Aa_G620610.h1.t1	As001G030260
OG0014828	Aa_G408140.h1.t1	As001G030380
OG0014829	Aa_G488510.h1.t1	As001G030440
OG0014830	Aa_G270120.h1.t1	As001G030490
OG0014831	Aa_G270100.h1.t1	As001G030510
OG0014832	Aa_G186270.h1.t1	As001G030580
OG0014833	Aa_G361600.h1.t1	As001G031010
OG0014835	Aa_G234470.h1.t1	As001G031200
OG0014836	Aa_G462380.h1.t1	As001G031290
OG0014838	Aa_G316700.h1.t1	As001G031330, As001G031340
OG0014839	Aa_G316670.h1.t1	As001G031370
OG0014841	Aa_G95360.h1.t1, Aa_G95370.h1.t1	As001G031530
OG0014842	Aa_G274720.h1.t1	As001G031740
OG0014843	Aa_G202730.h1.t1	As001G031820
OG0014844	Aa_G357340.h1.t1	As001G031870
OG0014845	Aa_G357360.h1.t1	As001G031890
OG0014846	Aa_G262930.h1.t1	As001G031910
OG0014847	Aa_G321890.h1.t1	As001G032040
OG0014848	Aa_G40340.h1.t1	As002G032410
OG0014849	Aa_G382880.h1.t1	As002G032480
OG0014850	Aa_G789050.h1.t1	As002G032590
OG0014851	Aa_G168030.h1.t1	As002G032680
OG0014852	Aa_G42950.h1.t1	As002G032840
OG0014853	Aa_G38540.h1.t1	As002G032880
OG0014854	Aa_G88440.h1.t1	As002G033180
OG0014855	Aa_G722720.h1.t1	As002G033260
OG0014856	Aa_G88520.h1.t1	As002G033290
OG0014857	Aa_G144210.h1.t1	As002G033380
OG0014858	Aa_G684900.h1.t1	As002G033490
OG0014859	Aa_G281370.h1.t1	As002G033620
OG0014860	Aa_G401780.h1.t1	As002G033760
OG0014861	Aa_G401750.h1.t1	As002G033800
OG0014862	Aa_G101440.h1.t1	As002G033940
OG0014863	Aa_G101420.h1.t1	As002G033960
OG0014864	Aa_G101350.h1.t1	As002G034040
OG0014865	Aa_G101310.h1.t1	As002G034090
OG0014866	Aa_G403700.h1.t1	As002G034180
OG0014867	Aa_G403540.h1.t1	As002G034310
OG0014868	Aa_G34790.h1.t1	As002G034400
OG0014869	Aa_G322170.h1.t1, Aa_G34700.h1.t1	As002G034490
OG0014870	Aa_G34670.h1.t1	As002G034670
OG0014871	Aa_G34660.h1.t1	As002G034680
OG0014872	Aa_G34490.h1.t1	As002G034930
OG0014873	Aa_G34480.h1.t1	As002G034940
OG0014874	Aa_G324490.h1.t1	As002G034990
OG0014875	Aa_G520020.h1.t1	As002G035040, As005G108510
OG0014876	Aa_G569370.h1.t1	As002G035230
OG0014877	Aa_G569380.h1.t1	As002G035250
OG0014878	Aa_G322160.h1.t1	As002G035460
OG0014879	Aa_G419510.h1.t1	As002G035560
OG0014880	Aa_G338700.h1.t1	As002G035590
OG0014881	Aa_G338740.h1.t1	As002G035630
OG0014882	Aa_G137040.h1.t1	As002G036170
OG0014883	Aa_G601870.h1.t1	As002G040530, As002G036390
OG0014884	Aa_G333290.h1.t1	As002G036630
OG0014885	Aa_G136790.h1.t1	As002G036780
OG0014886	Aa_G333240.h1.t1	As002G036830
OG0014887	Aa_G333160.h1.t1	As002G036930
OG0014888	Aa_G285220.h1.t1	As002G037110, As002G037100
OG0014889	Aa_G5360.h1.t1	As002G038310
OG0014890	Aa_G709280.h1.t1, Aa_G759750.h1.t1	As002G038630
OG0014891	Aa_G5300.h1.t1	As002G038750
OG0014892	Aa_G40510.h1.t1	As002G038920
OG0014893	Aa_G90040.h1.t1	As002G039340
OG0014894	Aa_G17360.h1.t1	As002G039430
OG0014895	Aa_G177200.h1.t1	As002G039440
OG0014896	Aa_G82820.h1.t1	As002G039880
OG0014897	Aa_G72040.h1.t1	As002G041360
OG0014898	Aa_G142830.h1.t1	As002G041960
OG0014899	Aa_G151850.h1.t1	As002G042150
OG0014900	Aa_G313130.h1.t1	As002G042300
OG0014901	Aa_G313120.h1.t1	As002G042320
OG0014902	Aa_G188040.h1.t1	As002G042390
OG0014903	Aa_G124300.h1.t1	As002G042600
OG0014904	Aa_G577680.h1.t1	As002G042780
OG0014905	Aa_G84060.h1.t1	As002G043290
OG0014906	Aa_G101970.h1.t1	As002G043490
OG0014907	Aa_G101960.h1.t1	As002G043500
OG0014908	Aa_G101890.h1.t1	As002G043580
OG0014909	Aa_G101870.h1.t1	As002G043600
OG0014910	Aa_G101850.h1.t1	As002G043620
OG0014911	Aa_G375220.h1.t1	As002G043860
OG0014912	Aa_G310390.h1.t1	As002G043950
OG0014913	Aa_G310400.h1.t1	As002G043960
OG0014914	Aa_G247150.h1.t1	As002G043990
OG0014915	Aa_G247170.h1.t1	As002G044010
OG0014916	Aa_G247180.h1.t1	As002G044020
OG0014917	Aa_G396930.h1.t1	As002G044190
OG0014918	Aa_G188170.h1.t1	As006G143690, As002G044300
OG0014919	Aa_G238100.h1.t1	As002G044330
OG0014920	Aa_G116580.h1.t1	As002G044510
OG0014921	Aa_G134080.h1.t1	As002G044720
OG0014923	Aa_G636620.h1.t1	As002G045010
OG0014924	Aa_G198260.h1.t1	As002G045190
OG0014925	Aa_G198280.h1.t1	As002G045220
OG0014926	Aa_G413870.h1.t1	As002G045350
OG0014927	Aa_G231650.h1.t1	As002G045740
OG0014928	Aa_G616580.h1.t1, Aa_G54590.h1.t1	As002G046160
OG0014929	Aa_G149140.h1.t1	As002G046600
OG0014931	Aa_G480130.h1.t1	As002G047140
OG0014932	Aa_G48340.h1.t1	As002G047230
OG0014933	Aa_G48410.h1.t1	As002G047290
OG0014934	Aa_G48480.h1.t1	As002G047360
OG0014935	Aa_G253200.h1.t1	As002G047870
OG0014936	Aa_G216640.h1.t1	As002G047960
OG0014937	Aa_G216530.h1.t1	As002G048060
OG0014938	Aa_G379630.h1.t1	As002G048130
OG0014939	Aa_G22190.h1.t1	As002G048270
OG0014940	Aa_G22040.h1.t1	As002G048370
OG0014941	Aa_G22030.h1.t1	As002G048380
OG0014942	Aa_G168100.h1.t1	As002G048720
OG0014943	Aa_G168080.h1.t1	As002G048740
