Orthogroup	Arabidopsis_thaliana	Capsella_rubella
OG0014763	AT5G20230.1	XP_006288683.1
OG0014764	AT5G20380.2	XP_006287321.2
OG0014765	AT5G20410.1	XP_006287652.1
OG0014766	AT5G20420.1	XP_006286914.1
OG0014767	AT5G20580.1	XP_006288077.1
OG0014768	AT5G20590.1	XP_006287593.1
OG0014769	AT5G20640.1	XP_006289225.1
OG0014770	AT5G20910.1	XP_006290016.1
OG0014771	AT5G21060.2	XP_006289144.1
OG0014772	AT5G21430.1	XP_006288530.2
OG0014773	AT5G22050.2	XP_006288288.1
OG0014774	AT5G22120.1	XP_023636351.1
OG0014775	AT5G22130.2	XP_006287736.1
OG0014776	AT1G22940.1	XP_023645274.1
OG0014777	AT5G22300.1	XP_023637357.1
OG0014778	AT5G22400.1	XP_006287721.1
OG0014779	AT5G22410.1	XP_006289780.1
OG0014780	AT5G22470.1	XP_023636919.1
OG0014781	AT5G22750.1	XP_006286975.1
OG0014782	AT5G22840.1	XP_023636358.1
OG0014783	AT3G24600.1	XP_006299053.2
OG0014784	AT5G22870.1	XP_006290201.1
OG0014785	AT5G22875.1	XP_006288979.1
OG0014786	AT5G42146.1	XP_006281897.1
OG0014787	AT5G53580.1	XP_006282256.1
OG0014788	AT5G60740.1	XP_006281832.1
OG0014789	AT5G60615.1	XP_006282065.1
OG0014790	AT5G60600.1	XP_006280064.1
OG0014791	AT5G60570.1	XP_006280577.1
OG0014792	AT5G60540.1	XP_006280984.1
OG0014793	AT5G60150.2	XP_023633523.1
OG0014795	AT5G59830.1	XP_006280518.1
OG0014796	AT5G59770.1	XP_006279692.1
OG0014797	AT5G59450.1	XP_006281984.1
OG0014798	AT5G38520.2	XP_006283980.1
OG0014799	AT5G59400.1	XP_006280714.2
OG0014800	AT5G59360.1	XP_006281262.1
OG0014801	AT5G59040.1	XP_006281963.1
OG0014802	AT5G59070.1	XP_006282191.1
OG0014803	AT5G59230.1	XP_023642534.1
OG0014804	AT5G59250.1	XP_006279761.1
OG0014805	AT5G58690.1	XP_006280227.1
OG0014806	AT5G58600.1	XP_006280567.1
OG0014807	AT5G58550.1	XP_006279969.1
OG0014808	AT5G58540.1	XP_023636575.1
OG0014809	AT5G58450.1	XP_023633596.1
OG0014810	AT5G58310.1	XP_006279686.2
OG0014811	AT5G58240.1	XP_023638494.1
OG0014812	AT5G58220.1	XP_006279807.1
OG0014813	AT5G58150.1	XP_006282199.2
OG0014814	AT5G58130.1	XP_006281609.1
OG0014815	AT5G57610.1	XP_006282217.1
OG0014816	AT5G58100.1	XP_006279762.1
OG0014817	AT5G58080.1	XP_006280154.1
OG0014818	AT5G57950.2	XP_023636952.1
OG0014819	AT5G57930.2	XP_006280470.1
OG0014820	AT5G57760.1	XP_006281947.2
OG0014821	AT5G57740.1	XP_006280338.1
OG0014822	AT5G57700.3	XP_023641424.1
OG0014823	AT5G57670.2	XP_006281473.1
OG0014824	AT5G57655.2	XP_006280396.1
OG0014825	AT5G57410.3	XP_006282054.2
OG0014826	AT5G57390.1	XP_006280263.1
OG0014827	AT2G01730.1	XP_023638495.1
OG0014828	AT2G18220.1	XP_006300063.2
OG0014829	AT2G15280.1	XP_006298447.2
OG0014830	AT5G57050.1	XP_006280494.1
OG0014831	AT5G57060.3	XP_006281293.1
OG0014832	AT5G57160.1	XP_023637186.1
OG0014833	AT5G56730.1	XP_006279942.1
OG0014834	AT5G56720.1	XP_006281887.2
OG0014835	AT5G56590.1	XP_006280336.1
OG0014836	AT5G56210.1	XP_023645716.1
OG0014837	AT5G56100.1	XP_006281316.1
OG0014838	AT5G56080.1	XP_006281479.1
OG0014839	AT5G55740.1	XP_006280016.1
OG0014840	AT5G55950.1	XP_006280585.1
OG0014841	AT5G55930.1	XP_006279740.1
OG0014843	AT5G55855.2	XP_006281323.2
OG0014844	AT5G55840.1	XP_006279914.1
OG0014845	AT5G55750.1	XP_023645816.1
OG0014846	AT5G55580.1	XP_006280334.1
OG0014847	AT5G55520.1	XP_006279574.1
OG0014848	AT5G55470.1	XP_006280297.1
OG0014849	AT5G54840.1	XP_006280915.1
OG0014850	AT3G49590.3	XP_006290272.1
OG0014851	AT3G49410.1	XP_006290824.1
OG0014852	AT3G49320.1	XP_006291319.2
OG0014853	AT3G49160.1	XP_023638230.1
OG0014854	AT3G48990.1	XP_006290921.1
OG0014855	AT3G48980.2	XP_006290867.1
OG0014856	AT3G48810.1	XP_023638819.1
OG0014857	AT1G54385.1	XP_006302081.2
OG0014858	AT4G02530.2	XP_006288629.1
OG0014859	AT5G07475.1	XP_006289951.1
OG0014860	AT5G07400.1	XP_023637563.1
OG0014861	AT2G39190.2	XP_006293689.1
OG0014862	AT5G07165.1	XP_006289157.1
OG0014863	AT5G07040.1	XP_006289981.1
OG0014864	AT5G06900.1	XP_006289503.1, XP_006279170.1
OG0014865	AT5G06850.1	XP_006287094.1
OG0014866	AT5G06790.1	XP_006286677.1
OG0014867	AT5G06750.1	XP_006287898.1
OG0014868	AT5G06540.1	XP_006289319.1
OG0014869	AT5G06340.1	XP_006286559.1
OG0014870	AT1G64850.1	XP_006279426.2
OG0014871	AT5G06090.1	XP_006287574.1
OG0014872	AT5G06080.1	XP_006289422.1
OG0014873	AT4G24175.1	XP_023634401.1
OG0014874	AT5G05965.1	XP_023636195.1
OG0014875	AT5G05960.1	XP_023636197.1
OG0014876	AT5G05950.1	XP_006289597.1
OG0014877	AT5G05930.1	XP_023636438.1
OG0014879	AT5G05810.1	XP_006287867.1
OG0014880	AT5G05790.1	XP_006288437.1
OG0014881	AT5G05760.1	XP_006288127.1
OG0014882	AT5G05700.1	XP_006287273.1
OG0014883	AT5G05680.1	XP_006287086.1
OG0014884	AT5G05365.1	XP_006288997.1
OG0014885	AT5G05230.1	XP_006287996.1
OG0014886	AT5G05220.1	XP_006288752.1
OG0014887	AT5G05160.1	XP_006289209.1
OG0014888	AT5G05100.1	XP_006288222.1
OG0014889	AT5G04920.1	XP_023636394.1, XP_006279451.1
OG0014890	AT5G04895.1	XP_006286934.1
OG0014891	AT5G04750.1	XP_023636908.1
OG0014892	AT5G04560.2	XP_006286880.1
OG0014894	AT5G04520.1	XP_006286376.1
OG0014895	AT5G04420.1	XP_023635795.1
OG0014896	AT5G04360.1	XP_006287006.1
OG0014897	AT5G04290.1	XP_006286895.1
OG0014898	AT5G04280.1	XP_006288276.1
OG0014899	AT5G04220.2	XP_006290131.1
OG0014900	AT5G04140.2	XP_023637501.1
OG0014901	AT5G04080.1	XP_023636001.1
OG0014902	AT5G03970.1	XP_006287801.2
OG0014903	AT5G03910.1	XP_023637002.1
OG0014904	AT5G03860.1	XP_006286626.1
OG0014905	AT5G35735.1	XP_006283776.2
OG0014906	AT5G03700.1	XP_006289030.1
OG0014907	AT5G03660.1	XP_006288776.1
OG0014908	AT5G03650.1	XP_006287076.1
OG0014909	AT5G03620.1	XP_006289761.1
OG0014910	AT5G03455.1	XP_006289511.1
OG0014911	AT5G03345.2	XP_006286872.2
OG0014912	AT5G03280.1	XP_006290218.1
OG0014913	AT5G03140.1	XP_006289498.1
OG0014914	AT5G02830.1	XP_006287051.1
OG0014915	AT5G02820.1	XP_006287809.1
OG0014916	AT5G02790.1	XP_023637421.1
OG0014917	AT5G02640.1	XP_006288815.1
OG0014918	AT5G02400.1	XP_006287195.1
OG0014919	AT5G02250.1	XP_006289068.1
OG0014920	AT5G02190.1	XP_006287743.1
OG0014921	AT5G02180.1	XP_006287324.2
OG0014922	AT5G02060.1	XP_023637495.1
OG0014923	AT5G02040.1	XP_023636779.1
OG0014924	AT5G01030.1	XP_006286456.1
OG0014925	AT5G01075.1	XP_006288996.1
OG0014926	AT5G01110.2	XP_006287148.1
OG0014927	AT5G01170.1	XP_006287391.1
OG0014928	AT5G01280.1	XP_006286667.1
OG0014929	AT5G01350.1	XP_006289006.1
OG0014930	AT5G01370.1	XP_006287830.1
OG0014931	AT5G01400.1	XP_023635947.1
OG0014932	AT5G01420.1	XP_006287912.1
OG0014933	AT5G01450.1	XP_023637529.1
OG0014934	AT5G01500.1	XP_006287846.1
OG0014935	AT5G01510.1	XP_006287540.1
OG0014936	AT5G01580.1	XP_006288581.1
OG0014937	AT5G01600.1	XP_006288519.1
OG0014938	AT5G01660.1	XP_023635982.1
OG0014939	AT5G01890.1	XP_006279331.1
OG0014940	AT5G01910.1	XP_023633501.1
OG0014941	AT5G01920.1	XP_006279340.1
OG0014942	AT5G01950.7	XP_023633469.1
OG0014943	AT3G08560.1	XP_006299686.1
OG0014944	AT5G01980.1	XP_006279343.2
OG0014945	AT5G40800.1	XP_006284303.1
OG0014946	AT5G41180.1	XP_023633985.1
OG0014947	AT5G41330.1	XP_023634015.1
OG0014948	AT5G41610.1	XP_006285823.1
OG0014949	AT1G80000.1	XP_023642839.1
OG0014950	AT1G79950.1	XP_006300386.2
OG0014951	AT1G79900.1	XP_006301202.1
OG0014952	AT1G79810.1	XP_023644166.1
OG0014953	AT1G79800.1	XP_006301408.1
OG0014954	AT1G79790.2	XP_023644167.1
OG0014955	AT1G79750.1	XP_006301745.1
OG0014956	AT1G80030.1	XP_023642836.1
OG0014957	AT1G80100.3	XP_006301426.1
OG0014958	AT1G80170.1	XP_006291145.1
OG0014959	AT1G80290.2	XP_006299931.2
OG0014960	AT1G80340.1	XP_006301281.1
OG0014961	AT1G80400.1	XP_023644378.1
OG0014962	AT1G80650.1	XP_023643492.1
OG0014963	AT1G80860.1	XP_006302925.1
OG0014964	AT1G80910.1	XP_006301899.1
OG0014965	AT5G27560.1	XP_006288099.2
OG0014966	AT1G79560.1	XP_023643482.1
OG0014967	AT1G79470.1	XP_006302166.1
OG0014968	AT1G79440.1	XP_006302130.1
OG0014969	AT1G24450.1	XP_006305681.1
OG0014970	AT1G79150.1	XP_006300395.2
OG0014971	AT1G79130.1	XP_006301648.1
OG0014972	AT1G79080.1	XP_023643577.1
OG0014973	AT2G26110.1	XP_006294717.2
OG0014974	AT1G78980.1	XP_006301930.1
OG0014975	AT1G78930.1	XP_006302038.1
OG0014976	AT1G78915.3	XP_006301680.1
OG0014977	AT1G78910.1	XP_006300371.1
OG0014978	AT1G78810.1	XP_006301635.2
OG0014979	AT1G78770.1	XP_023643615.1
OG0014980	AT1G78610.1	XP_006300726.1
OG0014981	AT1G78010.1	XP_006302085.1
OG0014982	AT1G77990.1	XP_006300833.1
OG0014983	AT1G77890.1	XP_023643877.1
OG0014984	AT1G77730.1	XP_006301156.1
OG0014985	AT1G77680.1	XP_006300671.1
OG0014986	AT1G77670.1	XP_006300478.1
OG0014987	AT1G77580.2	XP_023643679.1
OG0014988	AT1G77500.1	XP_006300721.1
OG0014989	AT1G77450.1	XP_006302722.1
OG0014990	AT5G35740.1	XP_006285052.1
OG0014991	AT1G77270.1	XP_023643016.1
OG0014992	AT1G77230.1	XP_006302725.2
OG0014993	AT1G77170.1	XP_006300895.1
OG0014994	AT1G76710.3	XP_006302191.1
OG0014995	AT1G76660.1	XP_006300483.1
OG0014996	AT1G76620.1	XP_006302126.1
OG0014997	AT1G76560.1	XP_006302985.1
OG0014998	AT1G76510.3	XP_006302262.1
OG0014999	AT1G76470.1	XP_006302504.2
OG0015000	AT1G76450.1	XP_006302723.1
OG0015001	AT1G76400.1	XP_006301133.1
OG0015002	AT1G76390.1	XP_006300748.1
OG0015003	AT1G76350.1	XP_006300747.1
OG0015004	AT4G01810.1	XP_006287040.1
OG0015005	AT1G76240.1	XP_006301582.1
OG0015006	AT1G76150.1	XP_006301774.1
OG0015007	AT1G76120.1	XP_006302223.1
OG0015008	AT1G76110.1	XP_006300534.1
OG0015009	AT1G76040.2	XP_006302092.1
OG0015010	AT1G75850.1	XP_023643486.1
OG0015011	AT1G75770.1	XP_023643875.1
OG0015012	AT1G75670.1	XP_006302682.2
OG0015013	AT1G75640.1	XP_006300664.1
OG0015014	AT1G75560.1	XP_006302664.2
OG0015015	AT1G75530.1	XP_023644324.1
OG0015016	AT1G75450.1	XP_006302113.1
OG0015017	AT1G75430.1	XP_006301007.1
OG0015018	AT1G75400.1	XP_006300472.1
OG0015019	AT1G75370.2	XP_006302011.1
OG0015020	AT1G75260.1	XP_006302145.1
OG0015021	AT1G75190.1	XP_023643755.1
OG0015022	AT1G75150.3	XP_023643392.1
OG0015023	AT1G75090.1	XP_006303106.2
OG0015024	AT2G17300.1	XP_006300076.1
OG0015025	AT2G17550.1	XP_023642723.1
OG0015026	AT2G17670.1	XP_023641828.1
OG0015027	AT2G17820.1	XP_006296848.1
OG0015028	AT2G17940.1	XP_006298534.1
OG0015029	AT3G49820.1	XP_006293240.1
OG0015030	AT3G57620.1	XP_006290310.1
OG0015031	AT3G49710.1	XP_006292229.1
OG0015032	AT3G49725.1	XP_006292687.2
OG0015033	AT3G47490.4	XP_006291809.1
OG0015034	AT3G47440.1	XP_006291717.1
OG0015035	AT3G47430.1	XP_006291796.1
OG0015036	AT3G47500.1	XP_006291025.2
OG0015037	AT3G47610.1	XP_006291228.1
OG0015038	AT1G54310.2	XP_023645059.1
OG0015039	AT1G56010.2	XP_006304448.1
OG0015040	AT1G55910.1	XP_023632619.1
OG0015041	AT1G55880.1	XP_006303771.1
OG0015042	AT1G55830.2	XP_006307317.1
OG0015043	AT1G55760.1	XP_006305328.1
OG0015044	AT1G55590.1	XP_006307030.1
OG0015045	AT1G55365.1	XP_006303670.2
OG0015046	AT1G55320.1	XP_006304735.1
OG0015047	AT1G55180.1	XP_006304389.1
OG0015048	AT1G55150.2	XP_006306418.1
OG0015049	AT1G55110.1	XP_023632613.1
OG0015050	AT1G54220.1	XP_023645888.1
OG0015051	AT1G53710.1	XP_006306272.2
OG0015052	AT1G53670.1	XP_006306086.2
OG0015053	AT1G53590.1	XP_006303232.1
OG0015054	AT1G53330.1	XP_006307423.1
OG0015055	AT1G53270.1	XP_006307076.1
OG0015056	AT1G53163.1	XP_006305326.2
OG0015057	AT1G53120.1	XP_006305195.2
OG0015058	AT1G53100.1	XP_006304578.1
OG0015059	AT2G36290.1	XP_006294483.1
OG0015060	AT2G36305.1	XP_006294647.1
OG0015061	AT2G36330.1	XP_006294733.1
OG0015062	AT2G36370.1	XP_023639680.1
OG0015063	AT2G36650.1	XP_006294346.1
OG0015064	AT2G36740.1	XP_006294477.1
OG0015065	AT2G36840.1	XP_006294313.1
OG0015066	AT3G45740.1	XP_006293346.2
OG0015067	AT3G45400.1	XP_006291005.1
OG0015068	AT3G45300.1	XP_023637957.1
OG0015069	AT5G53020.6	XP_006280056.1
OG0015070	AT5G53140.1	XP_006279628.1
OG0015071	AT3G58300.1	XP_006292893.1
OG0015072	AT2G23390.1	XP_023639571.1
OG0015073	AT4G06599.1	XP_006288114.1
OG0015074	AT4G08150.1	XP_023637626.1
OG0015075	AT4G07990.1	XP_006288600.1
OG0015076	AT5G49970.1	XP_023645529.1
OG0015077	AT5G49660.1	XP_006279955.1
OG0015078	AT5G34850.1	XP_023634062.1
OG0015079	AT5G35330.1	XP_006284211.1
OG0015080	AT5G35390.1	XP_006286117.1
OG0015081	AT5G35670.1	XP_023634837.1
OG0015082	AT4G12650.1	XP_006283293.1
OG0015083	AT4G12830.1	XP_006282646.1
OG0015084	AT4G13030.3	XP_023635058.1
OG0015085	AT4G08160.1	XP_023636941.1
OG0015086	AT3G24535.1	XP_006284624.1
OG0015087	AT4G13270.1	XP_006284513.1
OG0015088	AT4G13590.1	XP_023634602.1
OG0015089	AT4G13670.1	XP_023634471.1
OG0015090	AT4G13690.1	XP_023634472.1
OG0015091	AT4G13980.1	XP_006283672.1
OG0015092	AT4G14000.1	XP_006284234.1
OG0015093	AT4G14310.2	XP_006282555.1
OG0015094	AT4G14455.1	XP_006284732.1
OG0015095	AT4G14465.1	XP_006285829.1
OG0015096	AT4G14480.1	XP_006283634.1
OG0015097	AT4G15030.2	XP_023635423.1
OG0015098	AT4G15090.1	XP_023635512.1, XP_006286331.2
OG0015099	AT4G15120.1	XP_006286144.1
OG0015100	AT4G15140.1	XP_006282926.1
OG0015101	AT4G15420.2	XP_023633989.1
OG0015102	AT4G15450.1	XP_006283925.1
OG0015103	AT3G21540.1	XP_006296915.1
OG0015104	AT4G15520.1	XP_006282814.1
OG0015105	AT2G01980.1	XP_006290525.1
OG0015106	AT2G14247.1	XP_006298899.1
OG0015107	AT4G15760.2	XP_006283836.2
OG0015108	AT4G15780.1	XP_006284495.1
OG0015109	AT4G15790.2	XP_006284694.1
OG0015110	AT4G15810.1	XP_006283024.1
OG0015111	AT4G15830.1	XP_006284214.1
OG0015112	AT1G72760.2	XP_023643759.1
OG0015113	AT1G72770.1	XP_023642965.1
OG0015114	AT1G72980.1	XP_006301334.1
OG0015115	AT1G72990.1	XP_006301850.1
OG0015116	AT1G73080.1	XP_023643036.1
OG0015117	AT1G73090.2	XP_023643041.1
OG0015118	AT1G73130.1	XP_006300862.1
OG0015119	AT1G73140.1	XP_006302323.1
OG0015120	AT1G73177.1	XP_006302001.2
OG0015121	AT1G73320.1	XP_023643669.1
OG0015122	AT5G48690.1	XP_006281015.2
OG0015123	AT1G73340.1	XP_006301843.1
OG0015124	AT1G73620.1	XP_006302686.1
OG0015125	AT1G73655.1	XP_006301136.1
OG0015126	AT1G73720.1	XP_006302150.1
OG0015128	AT1G73750.2	XP_023643197.1
OG0015129	AT1G73850.1	XP_023643538.1
OG0015130	AT1G73960.1	XP_023642958.1
OG0015131	AT1G73980.1	XP_023643507.1
OG0015132	AT1G74030.1	XP_023643967.1
OG0015133	AT2G25605.1	XP_023640685.1
OG0015134	AT2G24800.1	XP_006296309.1
OG0015135	AT1G74250.1	XP_006300406.1
OG0015136	AT1G74320.1	XP_006302473.1
OG0015137	AT1G74340.1	XP_006301356.1
OG0015138	AT1G74410.1	XP_023643704.1
OG0015139	AT1G74580.1	XP_006300775.1
OG0015140	AT2G01860.1	XP_006290421.1
OG0015141	AT1G74630.2	XP_006301886.1
OG0015142	AT1G74640.1	XP_023643491.1
OG0015143	AT1G74680.1	XP_006300319.1
OG0015144	AT1G74740.1	XP_006302109.1
OG0015145	AT1G74750.1	XP_023643100.1
OG0015146	AT1G74780.1	XP_006302127.1
OG0015147	AT1G68630.1	XP_006300943.1
OG0015148	AT1G68640.1	XP_006300957.1
OG0015149	AT1G68720.1	XP_023642979.1
OG0015150	AT1G68725.1	XP_023644108.1
OG0015151	AT1G68780.1	XP_006302275.1
OG0015152	AT1G68820.4	XP_006302215.1
OG0015153	AT1G68875.1	XP_006301605.1
OG0015154	AT1G68930.1	XP_006301711.1
OG0015155	AT1G68940.2	XP_006301413.1
OG0015156	AT1G69080.1	XP_006302782.1
OG0015157	AT1G69180.1	XP_006301241.1
OG0015158	AT1G69200.1	XP_023642848.1
OG0015159	AT4G28450.1	XP_006283719.1
OG0015160	AT4G28590.1	XP_006284063.1
OG0015161	AT4G28600.3	XP_023635658.1
OG0015162	AT4G28650.1	XP_006285784.1
OG0015163	AT4G28690.1	XP_006283600.1
OG0015164	AT4G28740.1	XP_006286132.1
OG0015165	AT4G28950.1	XP_006284532.1
OG0015166	AT4G28980.1	XP_006285995.1
OG0015167	AT4G29080.1	XP_023634120.1
OG0015168	AT4G29120.1	XP_006282919.1
OG0015169	AT4G29150.1	XP_006285646.1
OG0015170	AT4G29220.1	XP_006285234.2
OG0015171	AT5G53180.1	XP_023642597.1
OG0015172	AT1G63680.1	XP_006301489.2
OG0015173	AT1G63820.1	XP_006301601.1
OG0015174	AT1G63930.1	XP_006302317.1
OG0015175	AT5G39900.1	XP_006283279.1
OG0015176	AT5G40030.1	XP_023634594.1
OG0015177	AT5G40300.1	XP_006284285.1
OG0015178	AT5G40330.1	XP_006282714.1
OG0015179	AT5G40340.1	XP_006283066.1
OG0015180	AT3G42950.1	XP_006290991.1
OG0015181	AT3G43300.1	XP_023639232.1
OG0015182	AT3G30300.1	XP_006293004.1
OG0015183	AT3G28470.1	XP_006291503.1
OG0015184	AT3G28720.2	XP_006290676.1
OG0015185	AT3G27960.1	XP_006290699.1
OG0015186	AT3G27785.1	XP_006292464.1
OG0015187	AT3G27580.1	XP_006290795.1
OG0015188	AT3G27440.1	XP_006291066.1
OG0015189	AT3G27420.1	XP_006291756.1
OG0015190	AT3G27355.1	XP_006293068.1
OG0015191	AT3G27270.2	XP_006291738.1
OG0015192	AT3G27180.1	XP_023639253.1
OG0015193	AT3G27120.1	XP_023638540.1
OG0015194	AT3G27110.1	XP_006291431.1
OG0015195	AT3G27100.1	XP_023638623.1
OG0015196	AT3G27050.1	XP_023638213.1
OG0015197	AT3G26950.1	XP_006290852.1
OG0015198	AT3G26900.1	XP_006291532.2
OG0015199	AT3G26750.1	XP_006290914.1
OG0015200	AT3G26730.1	XP_006290605.1
OG0015201	AT3G26720.1	XP_006290539.1
OG0015202	AT3G26580.1	XP_006291416.1
OG0015203	AT3G26500.1	XP_006292787.2
OG0015204	AT3G26125.1	XP_006293183.1
OG0015205	AT3G26085.2	XP_006291579.1
OG0015206	AT3G26050.1	XP_023637845.1
OG0015207	AT3G26040.1	XP_006292162.2
OG0015208	AT1G18410.4	XP_023645979.1
OG0015209	AT3G25780.1	XP_006292768.1
OG0015210	AT3G25740.1	XP_023638108.1
OG0015211	AT3G25680.1	XP_006292808.1
OG0015212	AT1G69935.1	XP_006300366.1
OG0015213	AT1G69860.1	XP_006301787.2
OG0015214	AT1G69520.2	XP_006301543.2
OG0015215	AT1G69510.1	XP_023643282.1
OG0015216	AT1G69480.1	XP_023644367.1
OG0015217	AT4G14965.1	XP_006282693.1
OG0015218	AT1G69380.1	XP_006302411.1
OG0015219	AT5G45950.1	XP_006280702.1
OG0015220	AT5G45940.1	XP_006281679.1
OG0015221	AT5G45800.1	XP_006279484.1
OG0015222	AT5G45760.1	XP_006280695.1
OG0015223	AT5G45610.1	XP_006281593.1
OG0015224	AT5G45300.3	XP_006279583.2
OG0015225	AT5G45290.2	XP_006279608.1
OG0015226	AT5G45280.2	XP_006280604.1
OG0015227	AT2G17230.1	XP_006297980.1
OG0015228	AT5G45160.1	XP_006279756.1
OG0015229	AT1G49780.1	XP_006306175.1
OG0015230	AT1G49820.1	XP_006307645.1
OG0015231	AT1G49870.1	XP_006306749.1
OG0015232	AT1G49950.1	XP_006303249.1
OG0015233	AT1G49960.1	XP_006306250.1
OG0015234	AT1G49975.1	XP_006304298.1
OG0015235	AT1G49980.1	XP_023632986.1
OG0015236	AT1G50000.1	XP_006279140.1
OG0015237	AT1G50140.1	XP_023645092.1
OG0015238	AT1G50280.1	XP_006307231.1
OG0015239	AT1G50440.1	XP_023645185.1
OG0015240	AT1G50450.1	XP_023645599.1
OG0015241	AT1G50570.1	XP_006305048.1
OG0015242	AT1G50575.1	XP_006303250.1
OG0015243	AT1G50650.1	XP_006304246.1
OG0015244	AT1G50940.1	XP_023633069.1
OG0015245	AT1G51100.1	XP_006303343.2
OG0015246	AT1G51110.1	XP_006307686.1
OG0015247	AT2G22410.1	XP_006293787.1
OG0015248	AT1G51440.1	XP_006307213.1
OG0015249	AT1G51450.1	XP_023645310.1
OG0015250	AT1G51460.1	XP_023645309.1
OG0015251	AT1G80550.1	XP_006302258.1
OG0015252	AT2G24580.1	XP_006294293.1
OG0015253	AT1G51720.1	XP_006304376.1
OG0015254	AT1G51790.2	XP_023645879.1
OG0015255	AT1G52220.1	XP_006306206.1
OG0015256	AT1G52310.1	XP_006307159.1
OG0015257	AT1G52320.2	XP_006306796.1
OG0015258	AT4G25830.1	XP_006282730.1
OG0015259	AT1G52500.2	XP_006304948.1
OG0015260	AT1G52510.1	XP_006305087.1
OG0015261	AT1G52590.1	XP_023646047.1
OG0015262	AT1G52620.1	XP_023644590.1
OG0015263	AT1G52640.1	XP_006306256.1
OG0015264	AT1G52720.1	XP_006305780.1
OG0015265	AT1G52770.1	XP_006307465.1
OG0015266	AT1G52780.1	XP_006306214.1
OG0015267	AT1G52820.1	XP_006305391.1
OG0015268	AT1G52870.2	XP_006305136.1
OG0015269	AT1G52890.1	XP_006305416.1
OG0015270	AT5G42750.1	XP_006280774.1
OG0015271	AT5G42760.2	XP_006281749.1
OG0015272	AT5G42880.1	XP_006281462.1
OG0015273	AT5G42950.1	XP_006279557.1
OG0015274	AT5G43140.1	XP_006280987.1
OG0015275	AT5G43150.1	XP_006281363.2
OG0015276	AT2G33600.1, AT2G33590.1	XP_023640566.1
OG0015277	AT2G33690.1	XP_006295355.1
OG0015278	AT2G33735.1	XP_023640280.1
OG0015279	AT2G33740.2	XP_023640279.1
OG0015280	AT2G33820.3	XP_023640873.1
OG0015281	AT2G34090.4	XP_023640174.1
OG0015282	AT2G34150.2	XP_023640765.1
OG0015283	AT2G34170.1	XP_006296401.1
OG0015284	AT2G34190.1	XP_006294014.1
OG0015285	AT2G34330.1	XP_006295532.1
OG0015286	AT2G34460.1	XP_006296381.1
OG0015287	AT2G34640.1	XP_006295623.1
OG0015288	AT3G28880.1	XP_023638745.1
OG0015289	AT2G35010.1	XP_006295027.1
OG0015290	AT2G35035.1	XP_023640138.1
OG0015291	AT2G35040.1	XP_023640136.1
OG0015292	AT2G35110.1	XP_023639328.1
OG0015293	AT2G35130.2	XP_023639382.1
OG0015294	AT2G35140.6	XP_023639381.1
OG0015295	AT2G35410.1	XP_006294626.1
OG0015296	AT2G35450.1	XP_006293491.2
OG0015297	AT2G35500.1	XP_006294384.1
OG0015298	AT2G35585.1	XP_006295158.1
OG0015299	AT5G42330.1	XP_006281114.1
OG0015300	AT2G35780.1	XP_006294202.1
OG0015301	AT2G35920.3	XP_006293442.1
OG0015302	AT4G19440.1	XP_006282558.1
OG0015303	AT4G19390.1	XP_006284344.1
OG0015304	AT4G19360.1	XP_006285872.1
OG0015305	AT4G19220.1	XP_023634014.1
OG0015306	AT4G19180.1	XP_006282448.1
OG0015307	AT4G19150.1	XP_006284368.1
OG0015308	AT4G19100.1	XP_006285425.1
OG0015309	AT4G18975.1	XP_023634087.1
OG0015310	AT4G18820.1	XP_006283035.1
OG0015311	AT4G18810.2	XP_023635355.1
OG0015312	AT4G18650.1	XP_006285198.1
OG0015313	AT4G18600.1	XP_023635293.1
OG0015314	AT4G18465.1	XP_006284910.1
OG0015315	AT4G18360.1	XP_006283965.1
OG0015316	AT4G18270.1	XP_006283619.1
OG0015317	AT4G18260.1	XP_023634433.1
OG0015318	AT4G18180.1	XP_006285299.1
OG0015319	AT1G59780.1	XP_006301247.2, XP_023643741.1, XP_023644098.1
OG0015320	AT4G18130.1	XP_006285990.1
OG0015321	AT2G25140.1	XP_006293620.1
OG0015322	AT4G17970.1	XP_006283440.1
OG0015323	AT4G17760.1	XP_006284206.1
OG0015324	AT4G17740.1	XP_006285651.1
OG0015325	AT4G17730.2	XP_023633683.1
OG0015326	AT4G17616.1	XP_023634988.1
OG0015327	AT4G17380.1	XP_006282563.1
OG0015328	AT4G17180.1	XP_006284895.1
OG0015329	AT4G17150.1	XP_023634975.1
OG0015330	AT5G35770.1	XP_006285619.2
OG0015331	AT5G46330.1	XP_006279907.1
OG0015332	AT3G29060.1	XP_006290617.1
OG0015333	AT3G50980.1	XP_006292490.1
OG0015334	AT3G50790.1	XP_006290354.2
OG0015335	AT3G50770.1	XP_006291871.1
OG0015336	AT3G50685.1	XP_006292636.1
OG0015337	AT3G50400.1	XP_006291327.1
OG0015338	AT3G50380.2	XP_023639114.1
OG0015339	AT3G50360.1	XP_006291947.1
OG0015340	AT3G50240.1	XP_023638510.1
OG0015341	AT3G50230.2	XP_006290681.1
OG0015342	AT3G50110.1	XP_006290734.1
OG0015343	AT5G52390.1	XP_006281102.1
OG0015344	AT5G52230.1	XP_006279589.1
OG0015345	AT5G52180.1	XP_006282201.2
OG0015346	AT5G52110.1	XP_023642446.1
