Orthogroup	Arabidopsis_thaliana	Cochlearia_excelsa
OG0015212	AT1G69935.1	g44709
OG0015213	AT1G69860.1	g44717
OG0015214	AT1G69520.2	g44757
OG0015215	AT1G69510.1	g44758, g45802
OG0015216	AT1G69480.1	g43213
OG0015217	AT4G14965.1	g24492
OG0015218	AT1G69380.1	g45793
OG0015219	AT5G45950.1	g10961
OG0015220	AT5G45940.1	g43974
OG0015221	AT5G45800.1	g40578, g10968
OG0015222	AT5G45760.1	g40575
OG0015223	AT5G45610.1	g10976
OG0015224	AT5G45300.3	g40553
OG0015225	AT5G45290.2	g40552
OG0015226	AT5G45280.2	g40551
OG0015227	AT2G17230.1	g6109
OG0015228	AT5G45160.1	g40538
OG0015229	AT1G49780.1	g54151
OG0015230	AT1G49820.1	g36411
OG0015231	AT1G49870.1	g28066
OG0015232	AT1G49950.1	g54154
OG0015233	AT1G49960.1	g36416
OG0015234	AT1G49975.1	g28063
OG0015235	AT1G49980.1	g36417
OG0015236	AT1G50000.1	g36420
OG0015237	AT1G50140.1	g54162
OG0015238	AT1G50280.1	g36432
OG0015239	AT1G50440.1	g36445
OG0015240	AT1G50450.1	g36446
OG0015242	AT1G50575.1	g54178
OG0015243	AT1G50650.1	g36456
OG0015244	AT1G50940.1	g54197
OG0015245	AT1G51100.1	g28046
OG0015246	AT1G51110.1	g36486
OG0015247	AT2G22410.1	g28041
OG0015248	AT1G51440.1	g36502
OG0015249	AT1G51450.1	g3855, g36503
OG0015250	AT1G51460.1	g36504
OG0015251	AT1G80550.1	g44293
OG0015252	AT2G24580.1	g38368
OG0015253	AT1G51720.1	g36520
OG0015254	AT1G51790.2	g36523
OG0015255	AT1G52220.1	g36558
OG0015256	AT1G52310.1	g36561
OG0015258	AT4G25830.1	g23733, g47559
OG0015259	AT1G52500.2	g36572
OG0015260	AT1G52510.1	g36573
OG0015261	AT1G52590.1	g36578
OG0015262	AT1G52620.1	g36580
OG0015263	AT1G52640.1	g54267
OG0015264	AT1G52720.1	g54270
OG0015265	AT1G52770.1	g36583
OG0015266	AT1G52780.1	g36584
OG0015267	AT1G52820.1	g54276
OG0015268	AT1G52870.2	g28009
OG0015269	AT1G52890.1	g36586
OG0015270	AT5G42750.1	g37027
OG0015271	AT5G42760.2	g37028
OG0015272	AT5G42880.1	g37056
OG0015273	AT5G42950.1	g18431
OG0015274	AT5G43140.1	g11133
OG0015275	AT5G43150.1	g11131, g37058
OG0015276	AT2G33600.1, AT2G33590.1	g51371
OG0015277	AT2G33690.1	g37965
OG0015278	AT2G33735.1	g51388
OG0015279	AT2G33740.2	g51389
OG0015280	AT2G33820.3	g51398
OG0015281	AT2G34090.4	g51422
OG0015282	AT2G34150.2	g51424
OG0015283	AT2G34170.1	g51429
OG0015284	AT2G34190.1	g37973
OG0015285	AT2G34330.1	g37086
OG0015286	AT2G34460.1	g51448
OG0015287	AT2G34640.1	g51459
OG0015288	AT3G28880.1	g10395
OG0015289	AT2G35010.1	g51492
OG0015290	AT2G35035.1	g51494
OG0015291	AT2G35040.1	g51495
OG0015292	AT2G35110.1	g51499
OG0015293	AT2G35130.2	g37991
OG0015294	AT2G35140.6	g51501, g37992
OG0015295	AT2G35410.1	g51518
OG0015296	AT2G35450.1	g51521
OG0015297	AT2G35500.1	g51525
OG0015298	AT2G35585.1	g51530
OG0015299	AT5G42330.1	g18453
OG0015300	AT2G35780.1	g51544
OG0015301	AT2G35920.3	g38021
OG0015302	AT4G19440.1	g24127
OG0015303	AT4G19390.1	g47311, g17432
OG0015304	AT4G19360.1	g47305
OG0015305	AT4G19220.1	g47304
OG0015306	AT4G19180.1	g24142
OG0015307	AT4G19150.1	g24150
OG0015308	AT4G19100.1	g47296
OG0015309	AT4G18975.1	g17453
OG0015310	AT4G18820.1	g47288
OG0015311	AT4G18810.2	g17459
OG0015312	AT4G18650.1	g24171
OG0015313	AT4G18600.1	g24175
OG0015314	AT4G18465.1	g17479
OG0015315	AT4G18360.1	g17475, g24192
OG0015316	AT4G18270.1	g47263
OG0015317	AT4G18260.1	g47262
OG0015318	AT4G18180.1	g17490
OG0015320	AT4G18130.1	g24212
OG0015321	AT2G25140.1	g36878
OG0015322	AT4G17970.1	g47255
OG0015323	AT4G17760.1	g17526
OG0015324	AT4G17740.1	g24240
OG0015325	AT4G17730.2	g24241
OG0015326	AT4G17616.1	g24247
OG0015327	AT4G17380.1	g24267
OG0015328	AT4G17180.1	g17555
OG0015329	AT4G17150.1	g24290
OG0015330	AT5G35770.1	g25132
OG0015331	AT5G46330.1	g41838
OG0015332	AT3G29060.1	g10374
OG0015333	AT3G50980.1	g2511
OG0015334	AT3G50790.1	g19344
OG0015335	AT3G50770.1	g2544
OG0015336	AT3G50685.1	g19352
OG0015337	AT3G50400.1	g19361
OG0015338	AT3G50380.2	g2581
OG0015339	AT3G50360.1	g11363, g2583
OG0015340	AT3G50240.1	g2588
OG0015341	AT3G50230.2	g2589
OG0015342	AT3G50110.1	g19366
OG0015343	AT5G52390.1	g28367
OG0015344	AT5G52230.1	g28363
OG0015345	AT5G52180.1	g870
OG0015346	AT5G52110.1	g866
OG0015347	AT5G52100.1	g865
OG0015348	AT5G52010.1	g1305
OG0015349	AT5G51970.1	g1306
OG0015350	AT5G51820.1	g28352
OG0015351	AT5G51600.1	g28346
OG0015352	AT5G51690.1	g28348
OG0015353	AT5G51710.1	g44216
OG0015354	AT5G51570.1	g28344
OG0015355	AT5G51010.1	g1346
OG0015356	AT5G51060.1	g28309
OG0015357	AT5G51050.1	g28305
OG0015358	AT2G07340.1	g6337
OG0015359	AT2G13840.1	g13671
OG0015360	AT2G14050.1	g14464
OG0015361	AT2G14095.1	g13674
OG0015362	AT2G14110.1	g13675
OG0015363	AT2G13810.1	g6218
OG0015364	AT2G14210.2	g13678
OG0015365	AT2G14260.1	g14425
OG0015366	AT2G14530.1	g13680
OG0015367	AT2G14620.1	g6197
OG0015368	AT2G14680.2	g13684
OG0015369	AT2G14820.1	g6192
OG0015370	AT2G15230.1	g6172
OG0015371	AT2G15310.1	g13688
OG0015372	AT2G15320.1	g6163
OG0015374	AT3G32940.1	g40604
OG0015375	AT2G16380.1	g6138
OG0015376	AT2G16440.1	g14197
OG0015377	AT2G16800.1	g14074
OG0015378	AT2G16860.1	g13714
OG0015380	AT4G23790.1	g23873
OG0015382	AT4G22960.1	g17273
OG0015383	AT4G22940.2	g23927
OG0015384	AT4G22900.1	g47446
OG0015385	AT4G22758.1	g47437
OG0015389	AT4G19880.2	g24089
OG0015390	AT4G20060.1	g17387
OG0015391	AT4G20310.4	g47340
OG0015392	AT4G20760.2	g47345
OG0015393	AT4G20820.1	g47349
OG0015395	AT4G20930.1	g47354
OG0015396	AT4G20960.1	g47356
OG0015397	AT4G21170.1	g47367
OG0015398	AT4G21180.1	g17364
OG0015399	AT4G21210.1	g24030
OG0015400	AT4G21300.1	g24022
OG0015401	AT4G21323.1	g24020
OG0015403	AT4G21350.1	g24016
OG0015404	AT5G20660.1	g17619
OG0015405	AT4G21510.1	g24006
OG0015406	AT4G21520.1	g47378
OG0015407	AT4G21610.1	g47386
OG0015408	AT4G21670.1	g23991
OG0015409	AT2G01350.1	g10805
OG0015410	AT4G21780.1	g17321
OG0015411	AT4G21820.3	g23984
OG0015413	AT4G21880.1	g23982
OG0015414	AT4G19660.2	g47318
OG0015415	AT4G19590.2	g24121
OG0015417	AT5G27280.1	g36980
OG0015418	AT1G63610.1	g18456
OG0015419	AT5G42310.1	g18454
OG0015420	AT5G42390.1	g36971
OG0015421	AT4G16340.1	g47156
OG0015422	AT4G16490.1	g47163
OG0015423	AT4G16570.1	g24333
OG0015424	AT4G16370.1	g17589
OG0015426	AT4G16700.1	g24322
OG0015427	AT4G16780.1	g47182
OG0015428	AT4G16800.1	g47184
OG0015429	AT4G17020.3	g24305
OG0015430	AT3G01960.1	g12723
OG0015431	AT3G01860.1	g7951
OG0015432	AT3G01840.1	g7950
OG0015433	AT3G01820.1	g7949
OG0015434	AT3G01710.3	g7943
OG0015435	AT3G01570.1	g12718
OG0015436	AT3G01510.1	g32638
OG0015438	AT5G66530.1	g30
OG0015439	AT5G66420.2	g19
OG0015440	AT1G77370.2	g9628
OG0015442	AT3G26060.2	g11518
OG0015443	AT5G66180.1	g15
OG0015444	AT5G66160.1	g9625
OG0015445	AT5G66090.1	g12
OG0015446	AT5G66050.1	g19623
OG0015448	AT3G63540.1	g18710
OG0015449	AT3G63530.1	g18709
OG0015450	AT3G63490.1	g18707
OG0015451	AT3G63470.1	g18705
OG0015452	AT3G63420.3	g18699
OG0015454	AT3G63310.1	g18783
OG0015455	AT3G63300.1	g18782
OG0015456	AT3G63120.1	g18764
OG0015457	AT3G63090.1	g11147
OG0015458	AT3G62970.1	g18749
OG0015459	AT3G62880.1	g18740
OG0015460	AT3G62820.1	g18731
OG0015461	AT3G62780.1	g1746
OG0015462	AT3G62730.1	g1747
OG0015463	AT3G62620.1	g18793
OG0015464	AT3G62370.1	g18685
OG0015465	AT3G62360.1	g18684
OG0015466	AT3G62240.1	g11151
OG0015467	AT3G62200.1	g1767
OG0015470	AT3G61870.1	g1808
OG0015472	AT5G51880.1	g28353
OG0015473	AT3G61660.2	g1833
OG0015474	AT3G61550.1	g11166
OG0015475	AT3G61490.4	g1857
OG0015476	AT3G61410.3	g1862
OG0015477	AT3G61170.1	g18687
OG0015478	AT3G61150.1	g1876
OG0015480	AT3G60860.1	g1885
OG0015481	AT3G60850.1	g1886
OG0015483	AT3G60510.3	g18817, g1907
OG0015484	AT3G60440.1	g18822
OG0015485	AT3G60340.1	g18832
OG0015486	AT1G25420.1	g32201
OG0015487	AT3G60300.2	g1925
OG0015488	AT3G60240.4	g1929
OG0015489	AT3G60970.1, AT3G60160.1	g18843
OG0015490	AT3G59980.1	g1947
OG0015491	AT3G59940.1	g18876
OG0015492	AT3G59780.1	g1963
OG0015493	AT3G59520.1	g18885
OG0015494	AT3G59390.1	g2020
OG0015495	AT3G59380.1	g2019
OG0015496	AT2G05790.1	g13579
OG0015497	AT3G59150.1	g18906
OG0015498	AT3G58830.2	g1999
OG0015500	AT3G58650.1	g18943
OG0015501	AT3G58560.1	g18947
OG0015502	AT3G58530.1	g18948
OG0015503	AT3G58490.1	g18952
OG0015504	AT3G58470.1	g1979
OG0015505	AT3G58460.2	g11210
OG0015506	AT3G58010.1	g2049
OG0015507	AT3G57830.1	g2130
OG0015508	AT3G57810.2	g18976
OG0015509	AT3G57760.1	g24775
OG0015510	AT3G57630.1	g2120
OG0015511	AT3G57570.1	g2117
OG0015512	AT3G57540.1	g2113
OG0015513	AT3G57410.1	g2099
OG0015515	AT2G25800.1	g51074
OG0015516	AT3G57050.1	g2073, g19001
OG0015517	AT3G56720.3	g19014
OG0015518	AT3G56650.1	g2135
OG0015519	AT3G56610.1	g2138
OG0015520	AT3G45010.1	g3015
OG0015521	AT3G56440.1	g11261
OG0015522	AT3G56410.2	g2146
OG0015523	AT3G56230.1	g2162
OG0015524	AT3G56170.1	g2165
OG0015525	AT3G56130.1	g2168
OG0015526	AT3G56040.1	g2172
OG0015527	AT3G56000.1	g19052
OG0015528	AT3G55920.1	g2181
OG0015529	AT3G55840.1	g19059
OG0015530	AT3G55830.1	g19060
OG0015531	AT3G55640.1	g19072
OG0015532	AT1G63460.1	g40840
OG0015533	AT3G55390.1	g2211
OG0015534	AT3G55360.1	g2215, g19099
OG0015535	AT3G55330.1	g2218
OG0015536	AT3G55260.1	g2222
OG0015537	AT3G55230.1	g11279
OG0015538	AT3G55160.1	g10396
OG0015539	AT3G55140.1	g2233
OG0015540	AT3G55060.1	g2237
OG0015541	AT3G54970.1	g2257
OG0015542	AT3G54930.1	g2252
OG0015543	AT3G54880.1	g2245
OG0015544	AT3G54870.2	g2244
OG0015545	AT3G54830.1	g2264
OG0015546	AT1G68080.1	g44862
OG0015547	AT3G54640.1	g19147
OG0015548	AT3G54600.1	g2278
OG0015549	AT3G54500.3	g2285
OG0015550	AT3G54460.1	g2289
OG0015551	AT3G54420.1	g19154
OG0015552	AT3G54390.2	g11299
OG0015553	AT3G54380.1	g19155
OG0015554	AT3G54240.1	g19160
OG0015555	AT1G41830.1	g53982
OG0015556	AT2G05260.1	g46790
OG0015557	AT3G53970.1	g19172
OG0015558	AT3G53940.1	g2323
OG0015559	AT3G53880.1	g11305
OG0015561	AT3G53560.2	g2342
OG0015562	AT2G20725.1	g5890
OG0015563	AT3G53090.1	g2384
OG0015565	AT3G52970.2	g2388
OG0015566	AT3G52820.1	g2406
OG0015567	AT3G52710.1	g19224
OG0015568	AT3G52640.2	g19227
OG0015569	AT3G52610.1	g19230
OG0015570	AT3G52520.1	g11328
OG0015571	AT5G53860.4	g935
OG0015572	AT5G53760.1	g39444
OG0015573	AT5G53470.1	g28424
OG0015574	AT5G53450.1	g28423
OG0015575	AT5G53320.1	g41279
OG0015576	AT5G53310.1	g41278
OG0015577	AT4G16070.3	g17608, g24401
OG0015578	AT3G24490.1	g6453
OG0015579	AT3G24495.1	g6452
OG0015580	AT3G24530.1	g13511
OG0015581	AT3G24560.2	g11707
OG0015582	AT3G24590.2	g11706
OG0015583	AT3G24730.1	g11700
OG0015584	AT3G24750.2	g13517
OG0015585	AT3G24820.1	g6436
OG0015586	AT3G25130.1	g6422
OG0015587	AT3G25150.2	g6420
OG0015588	AT3G25210.1	g6410
OG0015589	AT3G25220.1	g6409
OG0015590	AT3G25430.1	g6396
OG0015591	AT3G25440.1	g6395
OG0015592	AT2G04350.1	g13534
OG0015593	AT2G04360.2	g13535
OG0015594	AT2G04530.1	g11655
OG0015595	AT2G04560.1	g13549
OG0015596	AT2G04570.1	g13550
OG0015597	AT2G04780.1	g13562
OG0015598	AT2G04842.1	g11648
OG0015599	AT2G04940.1	g6359
OG0015600	AT2G05120.2	g45136
OG0015601	AT2G05320.1	g13573
OG0015602	AT2G05760.1	g11615
OG0015603	AT3G43520.1	g36968
OG0015604	AT2G05910.1	g13582
OG0015605	AT3G24320.1	g13494
OG0015606	AT1G66830.1	g41833
OG0015607	AT1G67050.1	g44931
OG0015608	AT1G67110.1	g44921
OG0015609	AT1G67210.1	g41782
OG0015610	AT1G67300.2	g44916
OG0015611	AT3G43400.1, AT1G67400.1	g41724
OG0015612	AT1G67490.1	g44900
OG0015613	AT1G67500.2	g44899
OG0015614	AT1G67830.1	g41616
OG0015615	AT1G67900.1	g44875
OG0015616	AT1G68030.1	g13638
OG0015617	AT1G68090.1	g41577
OG0015618	AT1G68185.2	g41574
OG0015619	AT1G68220.1	g44852
OG0015620	AT4G06676.1	g45666
OG0015621	AT5G48220.1	g10285
OG0015622	AT5G48800.1	g18499
OG0015623	AT5G48790.1	g1636
OG0015624	AT5G48650.1	g10244
OG0015625	AT5G48590.1	g10246
OG0015626	AT2G18100.1	g13982
OG0015627	AT5G33370.1	g17895
OG0015628	AT2G18240.1	g6021
OG0015629	AT2G18290.1	g6017
OG0015630	AT2G18370.1	g6009
OG0015631	AT2G18410.1	g13958
OG0015632	AT2G18465.1	g13765
OG0015633	AT2G18540.2	g13952
OG0015634	AT2G18876.1	g5988
OG0015635	AT2G18900.1	g13936
OG0015636	AT2G18969.1	g5984
OG0015637	AT2G19330.1	g13915
OG0015638	AT2G19385.1	g5964
OG0015639	AT2G19430.1	g13803
OG0015640	AT2G41200.1	g51978
OG0015641	AT2G41120.1	g38153
OG0015642	AT2G41050.1	g51970
OG0015643	AT2G40970.1	g51966
OG0015644	AT2G40930.1	g51965
OG0015645	AT2G03140.12	g5023
OG0015646	AT2G40840.1	g37369
OG0015647	AT2G40700.1	g51946
OG0015648	AT2G40660.1	g51944
OG0015649	AT2G40390.1	g37357
OG0015650	AT5G42010.1	g16760
OG0015651	AT2G40280.1	g37348
OG0015653	AT2G40110.1	g38138
OG0015654	AT2G39950.1	g51837
OG0015655	AT2G39920.1	g51834
OG0015656	AT2G39910.1	g51833
OG0015657	AT2G39880.1	g51824
OG0015658	AT2G39670.2	g37326
OG0015659	AT2G39650.1	g51787
OG0015660	AT2G39550.1	g51780
OG0015661	AT2G39435.1	g51773
OG0015662	AT2G39090.1	g51752
OG0015663	AT2G38960.3	g37305
OG0015664	AT2G38890.3	g51742
OG0015665	AT3G12350.1	g1678
OG0015666	AT2G38860.2	g51740
OG0015668	AT2G38720.1	g51736
OG0015669	AT2G38660.1	g51732
OG0015670	AT2G38580.1	g37286
OG0015671	AT2G01640.1	g10773
OG0015672	AT2G38550.1	g37284
OG0015673	AT2G38410.1	g37273
OG0015674	AT2G38340.1	g37270
OG0015675	AT2G38160.3	g37257
OG0015676	AT2G38140.1	g51701
OG0015677	AT2G38130.1	g51700
OG0015678	AT4G08790.1	g40230
OG0015679	AT2G38050.1	g37241
OG0015680	AT2G37820.1	g37236
OG0015681	AT2G37760.1	g37231
OG0015682	AT3G44020.1	g19612
OG0015683	AT2G37660.1	g38078
OG0015684	AT2G37640.1	g51660
OG0015686	AT2G37240.1	g38066
OG0015687	AT2G37230.1	g37202
OG0015688	AT2G37195.2	g37199
OG0015689	AT2G37100.1	g38056
OG0015690	AT2G37090.1	g37195
OG0015691	AT2G37025.1	g38054
OG0015692	AT2G37010.1	g51620
OG0015693	AT2G36960.3	g51618
OG0015694	AT2G36885.1	g51610
OG0015695	AT4G12570.1	g40412
OG0015696	AT4G04320.1	g25598
OG0015698	AT4G04350.1	g40434
OG0015699	AT4G04470.1	g45155
OG0015700	AT4G04614.1	g40443
OG0015701	AT5G43080.1	g11138
OG0015702	AT4G30570.1	g48901, g16981
OG0015703	AT4G12090.1	g45145
OG0015704	AT5G43180.1	g11129
OG0015705	AT4G11880.1	g40385
OG0015706	AT4G12460.7	g40407
OG0015707	AT2G21280.2	g38539
OG0015708	AT2G21370.1	g38533
OG0015710	AT2G21520.2	g38527
OG0015711	AT2G21620.2	g50877
OG0015713	AT2G21960.1	g38513
OG0015714	AT2G21970.1	g38512
OG0015716	AT2G22260.6	g50893
OG0015717	AT2G22450.1	g50897
OG0015718	AT2G22570.1	g38484
OG0015719	AT2G22840.1	g38458
OG0015720	AT2G23093.1	g38448
OG0015721	AT2G23320.1	g38438
OG0015722	AT2G23370.1	g38435
OG0015723	AT2G23380.1	g38434
OG0015724	AT2G23460.1	g38432
OG0015725	AT2G23890.2	g38410
OG0015726	AT2G25530.1	g38329
OG0015727	AT2G25490.1	g36850
OG0015728	AT2G25950.1	g38305
OG0015729	AT2G26100.1	g38301
OG0015730	AT2G24860.1	g51032
OG0015731	AT2G26210.1	g38292
OG0015732	AT2G26300.1	g38286
OG0015733	AT2G26200.1	g36818
OG0015734	AT2G24830.1	g51029
OG0015735	AT2G26260.1	g38290
OG0015736	AT2G26460.1	g36795
OG0015737	AT2G24350.1	g38384
OG0015738	AT2G25620.1	g38325
OG0015739	AT1G43580.1	g32290
OG0015740	AT1G43190.1	g28218
OG0015741	AT1G43690.1	g28204
OG0015742	AT1G44000.1	g28173
OG0015743	AT1G44120.2	g28155
OG0015744	AT1G44350.1	g53844
OG0015745	AT1G36980.1	g27955
OG0015746	AT1G36370.1	g35929, g27923
OG0015747	AT1G36320.1	g27922
OG0015748	AT1G36060.1	g27913
OG0015749	AT1G35680.1	g27910
OG0015750	AT1G35510.1	g33023
OG0015751	AT1G35490.1	g33009
OG0015752	AT1G35420.2	g27884
OG0015753	AT1G34640.1	g27865
OG0015754	AT1G34580.1	g27864
OG0015755	AT1G34430.1	g27862
OG0015756	AT1G34420.1	g27861
OG0015757	AT1G34380.2	g27860
OG0015758	AT1G34320.1	g50751
OG0015759	AT1G34245.1	g27812
OG0015760	AT1G34200.1	g32747
OG0015761	AT1G33430.2	g32671
OG0015762	AT4G08690.1	g40229
OG0015763	AT4G08550.2	g40225
OG0015764	AT4G08810.1	g40231
OG0015765	AT4G10050.1	g40284
OG0015766	AT4G10090.1	g40290
OG0015767	AT4G10120.1	g40292
OG0015768	AT4G10140.1	g40294
OG0015769	AT4G10170.1	g40296
OG0015770	AT4G10180.1	g40297
OG0015771	AT4G10240.1	g40298
OG0015772	AT4G10300.1	g40301
OG0015773	AT4G10330.1	g40303
OG0015774	AT4G10465.1	g40313
OG0015775	AT4G10630.1	g40326
OG0015776	AT4G10920.1	g40338
OG0015777	AT4G10930.1	g40339
OG0015778	AT4G10970.6	g40340
OG0015780	AT4G11175.1	g40355
OG0015781	AT4G11230.1	g25729
OG0015782	AT4G11280.1	g40358
OG0015783	AT4G11440.1	g40372
OG0015784	AT4G11450.1	g40373
OG0015785	AT4G11570.1	g40376
OG0015787	AT4G11670.2	g40378
OG0015788	AT4G11680.2	g25689
OG0015789	AT5G19160.1	g29097
OG0015790	AT5G26240.1	g4865
OG0015791	AT2G26570.1	g38264
OG0015792	AT5G48440.1	g10266
OG0015793	AT5G26600.1	g4836, g10115
OG0015794	AT5G26810.1	g18524, g4825
OG0015795	AT5G26820.1	g4824
OG0015796	AT5G26930.1	g10119
OG0015797	AT5G27710.1	g18517
OG0015798	AT5G27390.2	g4689
OG0015799	AT5G27395.1	g4688
OG0015800	AT5G28080.2	g10161
OG0015801	AT2G19980.1	g1441, g13813, g13872
OG0015802	AT2G20000.1	g13871
OG0015803	AT2G20010.2	g5938
OG0015804	AT2G20110.2	g5933
OG0015805	AT2G20120.1, AT2G20130.1	g13864
OG0015806	AT2G20270.2	g5919
OG0015807	AT2G20780.1	g5876
OG0015808	AT2G20495.3	g13824
OG0015809	AT3G50370.2	g2582
OG0015811	AT3G45900.1	g2917
OG0015812	AT3G45850.1	g2914
OG0015813	AT3G45780.1	g19582
OG0015814	AT2G48070.3	g37775
OG0015815	AT2G48010.1	g51578
OG0015816	AT2G47960.1	g37768
OG0015817	AT2G47830.1	g37761
OG0015818	AT2G47790.1	g37756
OG0015819	AT2G47770.1	g37755
OG0015820	AT2G47760.5	g37754
OG0015821	AT2G47680.1	g50835
OG0015822	AT2G47600.1	g37742
OG0015823	AT2G47540.1	g50832
OG0015825	AT2G47070.1	g37711
OG0015826	AT2G46950.1	g37703
OG0015827	AT2G46915.1	g50805
OG0015828	AT2G46900.1	g50804
OG0015830	AT2G46700.1	g38252
OG0015831	AT2G46640.4	g37677
OG0015832	AT2G46360.1	g52300
OG0015833	AT2G46100.1	g37644
OG0015834	AT2G45880.1	g52286
OG0015835	AT2G45700.1	g52271
OG0015836	AT2G45620.1	g37617
OG0015837	AT2G45610.1	g52263
OG0015838	AT2G45590.1	g37616
OG0015839	AT2G45240.1	g52226
OG0015840	AT2G45210.1	g37593
OG0015841	AT2G45180.1	g52230
OG0015842	AT2G45150.1	g52231
OG0015843	AT2G17970.1	g13988
OG0015844	AT2G45040.1	g38240
OG0015845	AT2G45010.1	g37577
OG0015847	AT2G44920.2	g52203
OG0015848	AT2G44850.1	g52197
OG0015849	AT4G03550.1	g25520
OG0015850	AT2G44760.1	g52193
OG0015851	AT2G44710.1	g38237
OG0015852	AT2G44360.1	g38230
OG0015853	AT2G43990.1	g52147
OG0015854	AT2G43870.1	g52134
OG0015855	AT2G43720.1	g38221
OG0015856	AT2G43560.1	g37508
OG0015857	AT2G43465.1	g52118
OG0015858	AT2G43400.1	g38211
OG0015859	AT2G43310.1	g37495
OG0015860	AT2G43235.1	g38207
OG0015861	AT2G43070.4	g37484
OG0015862	AT2G42960.1	g38199
OG0015863	AT2G42900.1	g37470
OG0015864	AT2G42860.1	g52087
OG0015865	AT2G42850.1	g37466
OG0015866	AT2G42760.1	g38195
OG0015868	AT2G42660.1	g38194
OG0015869	AT2G42590.3	g52071
OG0015870	AT2G42250.1	g52044
OG0015871	AT2G41950.1	g52021
OG0015872	AT2G41740.1	g37403
OG0015874	AT2G41890.1	g52011
OG0015875	AT2G41900.1	g52016
OG0015876	AT2G41550.1	g38165
OG0015877	AT2G41520.1	g37393
OG0015878	AT2G41450.1	g51993
OG0015879	AT5G47400.1	g10870
OG0015880	AT5G47040.1	g10904
OG0015882	AT3G01210.1	g7921
OG0015883	AT3G01180.1	g12701
OG0015884	AT3G01170.1	g7919
OG0015885	AT3G01080.2	g7911
OG0015886	AT3G01060.1	g12742
OG0015887	AT3G02110.1	g7904
OG0015888	AT3G02120.1	g12748
OG0015889	AT3G02125.1	g7903
OG0015890	AT3G02180.1	g7895
OG0015891	AT3G02290.5	g7881
OG0015892	AT3G02300.2	g7882
OG0015893	AT3G02450.1	g7874
OG0015894	AT3G02540.1	g12682
OG0015895	AT3G02690.1	g12757
OG0015896	AT3G02700.1	g7861
OG0015897	AT3G02710.1	g7860
OG0015898	AT3G02720.1	g12677
OG0015900	AT3G02820.2	g7855
OG0015901	AT3G02920.1	g7841
OG0015902	AT3G03000.1	g12665
OG0015904	AT3G03190.1	g12656
OG0015905	AT3G03270.1	g12651
OG0015906	AT3G03520.1	g7820
OG0015907	AT3G03670.1	g7816
OG0015908	AT3G03750.2	g7811
OG0015909	AT3G03773.2	g12791
OG0015910	AT3G03880.1	g12802
OG0015911	AT3G03900.1	g7803
OG0015912	AT3G03970.1	g7799
OG0015913	AT3G04010.1	g7796
OG0015914	AT3G04130.1	g12797
OG0015915	AT3G04140.1	g7784
OG0015916	AT3G04260.1	g7783
OG0015917	AT3G04350.1	g7768, g7777
OG0015918	AT3G04500.1	g12811
OG0015919	AT3G04810.1	g7741
OG0015920	AT3G04850.1	g12830, g12825
OG0015921	AT3G05170.1	g7715
OG0015922	AT3G05210.1	g12564
OG0015923	AT3G05270.1	g12560
OG0015924	AT3G05410.2	g12862
OG0015925	AT5G34930.2	g46921
OG0015926	AT3G05510.1	g12551
OG0015927	AT3G05630.1	g7693
OG0015928	AT3G05720.1	g12534
OG0015929	AT3G05740.1	g12531
OG0015930	AT3G05760.1	g12528
OG0015931	AT3G05820.2	g12526
OG0015932	AT3G05830.2	g12525
OG0015933	AT5G37480.1	g46807
OG0015934	AT3G06140.1	g12922
OG0015936	AT3G06380.1	g12493
OG0015937	AT3G06430.1	g12488
OG0015938	AT3G06440.1	g7647
OG0015940	AT3G06840.1	g12470
OG0015941	AT3G06960.1	g12464
OG0015942	AT3G07030.5	g12946
OG0015943	AT3G07060.1	g12458
OG0015944	AT3G07480.1	g7590
OG0015945	AT3G07550.1	g12973
OG0015946	AT3G07568.1	g7581
OG0015947	AT3G07620.1	g7577
OG0015948	AT3G07640.1	g7575
OG0015949	AT3G07670.1	g12980
OG0015950	AT3G07700.3	g12434
OG0015951	AT3G07780.2	g7567
OG0015952	AT3G07860.1	g7563
OG0015953	AT3G07870.1	g12428
OG0015954	AT3G08010.1	g12994
OG0015955	AT3G08660.1	g7543
OG0015956	AT3G08970.1	g7523
OG0015957	AT3G08990.1	g7520
OG0015958	AT3G09040.2	g13017
OG0015959	AT3G09060.1	g7515
OG0015960	AT3G09080.3	g12410
OG0015961	AT3G09210.1	g7511
OG0015962	AT3G09220.1	g13023
OG0015963	AT3G09250.2	g7508
OG0015964	AT3G09310.1	g12403
OG0015965	AT3G09450.1	g7491
OG0015966	AT3G09530.1	g13051
OG0015967	AT3G09580.1	g7482
OG0015969	AT3G09690.1	g13059
OG0015970	AT3G09720.1	g7475
OG0015971	AT3G09730.2	g7474
OG0015972	AT3G09850.1	g7464
OG0015973	AT3G09860.1	g7463
OG0015974	AT3G09910.1	g7459
OG0015975	AT3G10060.1	g7447
OG0015976	AT3G10070.1	g7446
OG0015977	AT1G68510.1	g41531
OG0015978	AT3G10220.1	g7443
OG0015979	AT3G10320.1	g13082
OG0015980	AT3G10360.1	g7435
OG0015981	AT3G10400.1	g13086
OG0015982	AT3G10405.1	g13087
OG0015984	AT3G10670.1	g7419
OG0015985	AT3G10690.1	g7417
OG0015986	AT3G10700.1	g7416
OG0015987	AT3G10840.1	g7408
OG0015988	AT3G10940.1	g13111
OG0015990	AT3G11150.1	g12334
