Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0013592	AT3G07130.2	XP_010486254.1, XP_010464319.1, XP_019100421.1
OG0013593	AT3G07140.1	XP_010486256.1, XP_010464321.1, XP_010449019.1
OG0013594	AT3G07180.1	XP_010486259.1, XP_010464327.1, XP_010449609.1
OG0013595	AT3G07400.1	XP_010486291.1, XP_010451684.1, XP_010464361.1
OG0013596	AT3G07450.1	XP_010464367.1, XP_010486304.1, XP_010452198.1
OG0013597	AT3G07720.1	XP_010464411.1, XP_010486342.1, XP_010456966.1
OG0013598	AT3G07740.4	XP_010486344.1, XP_019092915.1, XP_010457040.1
OG0013599	AT3G08490.1	XP_010486386.1, XP_010464457.1, XP_010461507.1
OG0013600	AT3G08550.1	XP_010464462.1, XP_010462236.1, XP_010486392.1
OG0013601	AT3G08680.1	XP_010464477.1, XP_010463311.1
OG0013602	AT3G08920.1	XP_010486440.1, XP_010466610.1, XP_010464513.1
OG0013603	AT3G08960.1	XP_019097087.1, XP_010464519.1
OG0013604	AT4G24270.2	XP_010433793.1, XP_010439063.1, XP_010448584.1
OG0013605	AT3G09010.1	XP_010464533.1, XP_010486455.1, XP_010468254.1
OG0013606	AT3G09030.1	XP_010468385.1, XP_010486457.1
OG0013607	AT3G09100.2	XP_010486474.1, XP_010469281.1, XP_010464549.1
OG0013608	AT3G09490.1	XP_010473601.1, XP_010464596.1, XP_010486521.1
OG0013609	AT3G09540.1	XP_010486527.1, XP_010464600.1, XP_010473929.1
OG0013610	AT3G09650.1	XP_010486538.1, XP_010464618.1, XP_019100905.1
OG0013611	AT3G09920.1	XP_010464651.1, XP_010486568.1, XP_010478747.1
OG0013612	AT3G09930.1	XP_019092524.1, XP_010486571.1
OG0013613	AT3G10080.2	XP_010464669.1, XP_010480541.1, XP_010486590.1
OG0013614	AT3G10150.2	XP_010486607.1, XP_010464677.1, XP_010480916.1, XP_019092017.1
OG0013615	AT3G10180.1	XP_010418541.1, XP_010486612.1, XP_019092168.1
OG0013616	AT3G10420.2	XP_010464714.1, XP_010483919.1, XP_010486644.2
OG0013617	AT3G10595.1	XP_010418615.1, XP_010489754.1, XP_010468104.1
OG0013618	AT3G10630.1	XP_010486675.1, XP_010494281.1, XP_010464739.1
OG0013619	AT3G10800.1	XP_010464762.1, XP_010492436.1, XP_010486698.1
OG0013620	AT3G10810.1	XP_010486699.1, XP_010464763.1, XP_010492251.1
OG0013621	AT3G10815.1	XP_010491987.1, XP_010486701.1, XP_010464765.1
OG0013622	AT3G10850.1	XP_010491593.1, XP_010486705.1, XP_010464772.1
OG0013623	AT3G10910.1	XP_010486714.1, XP_019092678.1, XP_010490473.1
OG0013625	AT3G11090.1	XP_010464807.1, XP_010488727.1, XP_010486754.1
OG0013626	AT3G11180.2	XP_010464819.1, XP_010487452.1
OG0013627	AT3G11220.1	XP_010464822.1, XP_010487235.1, XP_010486765.1
OG0013628	AT3G11560.2	XP_010486820.1, XP_010496990.1, XP_010464874.1
OG0013629	AT3G11640.1	XP_010464884.1, XP_010489781.1, XP_019101238.1, XP_019096361.1
OG0013630	AT3G12010.1	XP_010464951.1, XP_010498410.1, XP_010486880.1
OG0013631	AT3G12080.1	XP_010464959.1, XP_010498493.1, XP_010486897.1
OG0013632	AT3G12120.1	NP_001305009.1, NP_001291954.1, XP_010464962.1
OG0013633	AT3G12180.1	XP_010486912.1, XP_010498701.1, XP_010464970.1
OG0013634	AT3G12370.1	XP_010498962.1, XP_010465007.1, XP_010486938.1
OG0013635	AT3G12400.2	XP_010498992.1, XP_010486942.1, XP_010465010.1
OG0013636	AT3G12550.1	XP_010465028.1, XP_010499136.1, XP_010486975.1
OG0013637	AT3G12680.1	XP_010465043.1, XP_010499317.1, XP_010489794.2
OG0013638	AT3G12775.1	XP_010465059.1, XP_010489795.1
OG0013639	AT3G12940.2	XP_010418917.1, XP_010487022.1, XP_010465074.1
OG0013640	AT3G13130.1	XP_010500030.1, XP_010465116.1, XP_010487060.1
OG0013641	AT3G13220.1	XP_010465139.2, XP_010487069.1, XP_010500190.1
OG0013642	AT3G13650.1	XP_010487125.1, XP_010465209.1
OG0013643	AT3G13880.1	XP_010465260.1, XP_010501387.1, XP_010487164.1
OG0013644	AT3G46600.1	XP_010514984.1, XP_010503271.1, XP_010426098.1
OG0013645	AT3G14060.1	XP_010465285.1, XP_010487191.1
OG0013646	AT3G14395.1	XP_019101794.1, XP_019097040.1, XP_019092618.1
OG0013647	AT3G14590.2	XP_019096907.1, XP_019101822.1
OG0013648	AT3G14750.1	XP_010502056.1, XP_010487276.1, XP_010465374.1
OG0013649	AT3G14870.1	XP_010502231.1, XP_010487299.1, XP_010465405.1
OG0013650	AT3G14930.1	XP_010487308.1, XP_010502343.1, XP_010465425.1
OG0013651	AT3G15150.1	XP_010465464.1, XP_010502551.1, XP_010487333.1
OG0013652	AT3G15200.1	XP_010465468.1, XP_010502599.1, XP_010487338.1
OG0013653	AT3G15240.2	XP_010502655.1, XP_010465473.1, XP_010487343.1
OG0013654	AT3G15280.1	XP_010497829.1, XP_010487348.1, XP_010502713.1, XP_010465477.1
OG0013655	AT3G15354.3	XP_010487353.1, XP_010465487.1
OG0013656	AT3G15360.1	XP_010465499.1, XP_010487361.1, XP_010502872.1
OG0013657	AT3G15590.1	XP_010489847.1, XP_010503174.1, XP_010465529.1
OG0013658	AT3G15620.1	XP_010465536.1, XP_010503229.1, XP_010487391.1
OG0013659	AT5G39840.1	XP_010435838.1, XP_010441097.1, XP_010450760.1
OG0013660	AT3G15700.1	XP_010487403.1, XP_010465550.1, XP_010503344.1
OG0013661	AT3G15790.1	XP_010465569.1, XP_010487418.1, XP_010503441.1
OG0013662	AT3G15970.1	XP_010468198.1, XP_010468199.1, XP_010487441.1, XP_010503629.1
OG0013663	AT3G16010.1	XP_010487445.1, XP_010503670.1, XP_010468200.1
OG0013664	AT3G16090.1	XP_010503775.1, XP_010487454.1, XP_010465614.1
OG0013665	AT4G33465.2	XP_019088183.1
OG0013665	AT4G14785.1	XP_019087807.1, XP_019089485.1
OG0013666	AT3G16340.1	XP_010465656.1, XP_010487490.1
OG0013667	AT3G16350.1	XP_010487491.1, XP_010465657.1, XP_010419320.1, XP_010504183.1
OG0013668	AT3G16800.1	XP_010487547.1, XP_010465704.1, XP_010504668.1
OG0013669	AT3G16810.1	XP_010487548.1, XP_010504678.1, XP_010465705.1
OG0013670	AT3G16900.1	XP_010465715.1, XP_010504779.1, XP_010487562.1
OG0013671	AT3G16940.1	XP_010504823.1, XP_010487565.1, XP_010465721.1
OG0013672	AT3G16990.1	XP_010504855.1, XP_010465728.1, XP_010487569.1
OG0013673	AT3G17040.1	XP_010487577.1, XP_019097095.1, XP_010504924.1, XP_010465734.1
OG0013674	AT3G17070.1, AT3G42570.1	XP_010487579.1, XP_010504945.1, XP_010465736.1
OG0013675	AT3G17090.1	XP_010487580.1, XP_010504959.1
OG0013676	AT3G17170.1	XP_010465744.1, XP_010487593.1, XP_010505096.1
OG0013677	AT3G17310.1	XP_010505200.1, XP_010465764.1
OG0013678	AT3G17340.2	XP_010465777.1, XP_010505501.1
OG0013679	AT3G17350.1	XP_010505475.1, XP_010487613.1, XP_019092462.1
OG0013680	AT3G17380.1	XP_010487619.1, XP_010465782.1, XP_010505382.1
OG0013681	AT3G17600.1	XP_010465807.1, XP_010487646.1, XP_010505588.1
OG0013682	AT3G17630.1	XP_010465813.1, XP_010505628.1
OG0013683	AT3G17640.1	XP_010487653.1, XP_010505639.1, XP_010465817.1
OG0013684	AT3G17668.1	XP_010487658.1, XP_010465823.1, XP_010465858.1, XP_010505784.1
OG0013685	AT3G17670.2	XP_010487660.1, XP_019092424.1, XP_010465829.1, XP_010505770.1
OG0013686	AT3G17675.1	XP_010465857.1, XP_010505760.1, XP_010465828.1, XP_010487661.1
OG0013687	AT3G17730.1	XP_010505816.1, XP_010465831.1, XP_010487668.1
OG0013688	AT3G17740.1, AT3G17712.2	XP_010487669.1, XP_010465833.1
OG0013689	AT3G17910.1	XP_010487694.1, XP_010506108.1, XP_010465854.1
OG0013690	AT3G17920.1	XP_010506120.1, XP_010465863.1, XP_010487700.1
OG0013691	AT3G18500.3	XP_010506947.1, XP_010465951.1, XP_019096214.1
OG0013692	AT3G18750.1	XP_010507096.1, XP_010465985.1
OG0013693	AT3G19240.1	XP_010466055.1, XP_010419922.1, XP_019096899.1
OG0013694	AT3G19370.1	XP_010466078.1, XP_010507677.1, XP_010487876.1
OG0013695	AT3G19380.1	XP_010468287.2, XP_010507691.1
OG0013696	AT3G19480.1	XP_010487893.1, XP_010507782.1, XP_010466094.1
OG0013697	AT3G19710.1	XP_010487914.1, XP_010507930.1, XP_010466130.1
OG0013698	AT3G19840.1	XP_010508110.1, XP_010487935.1, XP_010466146.1
OG0013699	AT3G19895.1	XP_010487943.1, XP_010466153.1, XP_010508172.1
OG0013700	AT3G20150.1	XP_010508553.1, XP_010466195.1, XP_010487983.1
OG0013701	AT3G20230.1	XP_010466206.1, XP_010508634.1, XP_010487990.1
OG0013702	AT3G20270.1	XP_019082628.1
OG0013703	AT3G20420.1	XP_010466230.1, XP_010488016.1, XP_010508890.1
OG0013704	AT3G20430.1	XP_010488017.1, XP_010508912.1, XP_010466233.1
OG0013705	AT3G20440.2	XP_010508899.1, XP_010488018.1, XP_010466232.1
OG0013706	AT3G20450.1	XP_010508923.1, XP_010488019.1, XP_010466234.1
OG0013707	AT3G20490.1	XP_010508968.1, XP_010488026.1, XP_010466243.1
OG0013708	AT3G20557.1	XP_010466256.1, XP_010509087.1, XP_010488041.1
OG0013709	AT1G60080.1	XP_010473200.1, XP_010417956.1
OG0013710	AT3G20730.1	XP_010488060.1, XP_010466274.1, XP_010509233.1
OG0013711	AT3G20810.2	XP_010466288.1, XP_010488067.1, XP_010509367.1
OG0013712	AT3G20860.1	XP_010488074.1, XP_010466297.1, XP_010509454.1
OG0013713	AT3G20930.2	XP_010488083.1, XP_010509546.1, XP_010466309.1
OG0013714	AT5G39380.1	XP_010441052.1, XP_010435833.1, XP_010450817.1
OG0013715	AT5G39210.1	XP_010450831.1, XP_010441039.1, XP_010435822.1
OG0013716	AT4G24610.2	XP_019089720.1, XP_010439005.1, XP_010445153.1, XP_010433746.1
OG0013717	AT5G38730.1	XP_010450873.1, XP_010440983.1
OG0013718	AT5G38630.1	XP_010440995.1, XP_010435775.1, XP_010450887.1
OG0013719	AT5G38600.1	XP_010435768.1, XP_010450892.1, XP_010440998.1
OG0013720	AT5G38380.1	XP_010435735.1, XP_010440936.1, XP_010450923.1
OG0013721	AT5G38220.1	XP_010440919.1, XP_010450950.1, XP_010435723.1
OG0013722	AT5G38070.1	XP_010496094.1, XP_010435715.2, XP_010440907.2
OG0013723	AT5G37850.1	XP_010435696.1, XP_010440895.1, XP_010450547.1
OG0013724	AT5G37710.1	XP_010435609.1, XP_010440881.1, XP_010450526.1
OG0013725	AT5G37680.1	XP_010450522.1, XP_010435608.1, XP_010440878.1
OG0013726	AT1G54390.2	XP_010470336.1, XP_010511153.1, XP_010414880.1
OG0013727	AT5G37630.1	XP_019086059.1, XP_019087752.1, XP_019088911.1
OG0013728	AT5G37590.1	XP_010450516.1, XP_010435594.1, XP_010440873.1
OG0013729	AT5G37360.1	XP_010435565.1, XP_010450489.1, XP_010440843.1
OG0013730	AT5G36950.1	XP_010440803.1, XP_010435521.1, XP_010450457.1
OG0013731	AT5G36290.1	XP_010435506.1
OG0013732	AT5G47860.1	XP_010482031.1, XP_010442203.1, XP_010438950.1
OG0013733	AT3G23790.1	XP_010488454.1, XP_010512892.1, XP_010466735.1
OG0013734	AT3G23700.1	XP_010488447.1, XP_010466725.1, XP_010512755.1
OG0013735	AT3G23580.1	XP_010512614.1, XP_010488430.1
OG0013736	AT3G23400.1	XP_010512442.1, XP_010466676.1, XP_010488397.1
OG0013737	AT3G23280.1	XP_010466650.1, XP_010512284.1
OG0013738	AT3G23255.2	XP_010488376.1, XP_010466644.1
OG0013739	AT3G23070.1	XP_019083969.1
OG0013740	AT3G22990.1	XP_010466596.1, XP_010488336.1, XP_010511985.1
OG0013741	AT3G22670.1	XP_010468386.1, XP_010511582.1, XP_010468384.2, XP_010488300.1
OG0013742	AT3G22540.1	XP_010511481.1, XP_010466539.1, XP_010488285.1
OG0013743	AT3G22430.1	XP_010488271.1, XP_010466523.1, XP_010511334.1
OG0013744	AT1G65280.1	XP_010496202.1, XP_010511421.1, XP_010415069.1
OG0013745	AT3G22250.1	XP_010468373.1, XP_010488244.1, XP_010511127.1
OG0013746	AT3G21870.1	XP_010510760.1, XP_010488211.1, XP_010466452.1
OG0013747	AT3G21770.1	XP_010488198.1, XP_010510594.1
OG0013748	AT3G21680.1	XP_010510472.1, XP_010488188.1, XP_010466421.1
OG0013749	AT3G21620.1	XP_010510410.1, XP_010488175.1, XP_019092714.1
OG0013750	AT3G21510.1	XP_010488165.1, XP_010466392.1, XP_010510289.1
OG0013751	AT3G21290.1	XP_019092872.1, XP_010510057.1, XP_010488135.1
OG0013752	AT4G30360.1	XP_010432994.1, XP_019088836.1, XP_010447728.1
OG0013753	AT1G54840.1	XP_010414927.1, XP_010511223.2
OG0013754	AT1G66250.1	XP_010470500.1, XP_010415170.1, XP_010511554.1
OG0013755	AT1G66150.1	XP_010470484.1, XP_010415157.1, XP_010511542.1
OG0013756	AT1G65470.1	XP_010470416.1, XP_010511443.1, XP_010418972.1
OG0013757	AT1G65230.1	XP_010511415.1, XP_010496212.1, XP_010415063.1
OG0013758	AT1G65320.1	XP_010415073.1, XP_010470430.1, XP_010511423.1
OG0013759	AT1G65380.1	XP_010511430.1, XP_010415074.1, XP_010470426.1
OG0013760	AT1G54400.1	XP_010470338.1, XP_010414885.1, XP_010511157.1
OG0013761	AT1G54570.1	XP_010470359.1, XP_010414904.1, XP_010511201.1
OG0013762	AT1G54610.1	XP_010470362.1, XP_010414909.1
OG0013763	AT5G18940.1	XP_010454145.1, XP_010420667.1, XP_010492933.1
OG0013764	AT5G18590.1	XP_019090449.1, XP_010492874.1, XP_010420634.1
OG0013765	AT5G18540.1	XP_010420620.1, XP_010454101.1, XP_010492863.1
OG0013766	AT5G18490.1	XP_010454091.1, XP_010420612.1, XP_010492853.1
OG0013767	AT5G18430.1	XP_010454082.1, XP_010492845.1
OG0013768	AT5G18410.1	XP_010492842.1, XP_010454079.1, XP_010420593.1
OG0013769	AT2G26070.2	XP_010472633.1, XP_010417385.1, XP_010429620.1
OG0013770	AT2G23945.1	XP_010429347.1, XP_010472387.1
OG0013771	AT5G18200.1	XP_010492823.1, XP_019097921.1, XP_010420563.1
OG0013772	AT5G49340.1	XP_010482212.1, XP_010442398.1
OG0013773	AT5G49430.1	XP_010440565.1, XP_010442405.1
OG0013774	AT5G48360.1	XP_010482084.1, XP_010442256.1, XP_010493650.1
OG0013775	AT5G48340.1	XP_010482082.1, XP_010442254.1, XP_010493649.1
OG0013776	AT3G52480.1	XP_010515713.1, XP_010426863.1, XP_010503989.1, XP_010507407.1
OG0013777	AT3G52290.1	XP_010503967.1, XP_010515688.1, XP_010426841.1
OG0013778	AT3G52250.1	XP_010503962.1, XP_010515684.1, XP_010431268.1
OG0013779	AT3G52240.1	XP_010426836.1, XP_010503956.1, XP_010515678.1
OG0013780	AT3G52230.1	XP_010515677.1, XP_010503954.1, XP_010426829.1
OG0013781	AT3G52220.1	XP_010426830.1, XP_010503953.1, XP_010515675.1
OG0013782	AT3G52210.3	XP_010515676.1, XP_010426832.1, XP_010503952.1
OG0013783	AT3G51990.1	XP_010503913.1, XP_010426793.1, XP_010515644.1
OG0013784	AT3G51980.1	XP_010515643.1, XP_010503910.1, XP_010426791.1
OG0013785	AT3G51940.2	XP_019085347.1, XP_010515634.1, XP_010503903.1
OG0013786	AT3G51870.1	XP_019084841.1, XP_010515626.1, XP_010503895.1
OG0013787	AT3G51830.1	XP_010503888.1, XP_010426761.1, XP_019101906.1
OG0013788	AT3G51760.1	XP_010515608.1, XP_019099711.1, XP_010503873.1, XP_010426753.1
OG0013789	AT3G51620.2	XP_010426736.1, XP_010515589.1, XP_010503857.1
OG0013790	AT3G51480.1	XP_010426704.1, XP_010503841.1, XP_010515556.1
OG0013791	AT3G51360.9	XP_010503829.1, XP_010426691.1, XP_010515541.1
OG0013792	AT2G01320.3	XP_010513846.1, XP_019099970.1, XP_010424875.1
OG0013793	AT1G02180.1	XP_010496477.1, XP_010496717.1, XP_010479288.1, XP_010496690.1, XP_010496692.1
OG0013794	AT3G48110.1	XP_010503434.1, XP_019084802.1, XP_010515123.1
OG0013795	AT1G01920.1	XP_010457058.1, XP_010474823.1, XP_010479602.1
OG0013796	AT1G01830.1	XP_010474811.1, XP_010457072.1, XP_019098067.1
OG0013797	AT1G01730.1	XP_010474799.1, XP_010479789.1
OG0013798	AT3G28570.2	XP_010424425.1, XP_019102064.1, XP_010425636.1
OG0013799	AT1G01550.1	XP_010457113.1, XP_010474757.1, XP_010480165.1
OG0013800	AT1G01230.1	XP_010474712.1, XP_010480516.1
OG0013801	AT1G01225.1	XP_010480530.1, XP_010457153.1, XP_010474713.1
OG0013802	AT1G01180.1	XP_010474707.1, XP_010457159.1, XP_010480594.1, XP_019094921.1
OG0013803	AT1G01110.2	XP_010474698.1, XP_010480654.1, XP_010457172.1
OG0013804	AT1G01040.2	XP_010474687.1, XP_010457181.1
OG0013805	AT2G41610.1	XP_010480844.1, XP_010474636.1, XP_010457194.1
OG0013806	AT3G15520.1	XP_010487378.1, XP_010503070.1, XP_010465521.1
OG0013807	AT1G02475.1	XP_019090865.1, XP_010480996.1, XP_010474662.1
OG0013808	AT1G02560.1	XP_010474669.1, XP_010457238.1, XP_010481074.1
OG0013809	AT1G02610.1	XP_010474671.1, XP_010481116.1, XP_010457243.1
OG0013810	AT1G02660.1	XP_010457251.1, XP_010474677.1, XP_010481144.1
OG0013811	AT1G02870.1	XP_010474867.1, XP_010457280.1, XP_010481272.1
OG0013812	AT1G02910.1	XP_010457290.1, XP_010481355.1, XP_010474882.1
OG0013813	AT1G03030.1	XP_010457310.1, XP_010474906.1, XP_010481475.1
OG0013814	AT1G03055.1	XP_010481514.1, XP_010457314.1, XP_010474908.1
OG0013815	AT1G03160.1	XP_010474922.1, XP_010474935.1, XP_010481655.1
OG0013816	AT1G03457.2	XP_010457354.1, XP_010474967.1, XP_010482037.2
OG0013817	AT1G03760.1	XP_010482470.1, XP_010457388.1, XP_010475002.1
OG0013818	AT1G03980.2	XP_010457419.1, XP_010475030.1, XP_019094962.1
OG0013819	AT1G04020.1	XP_010482960.1, XP_010457425.1, XP_010475040.1
OG0013820	AT1G04530.1	XP_010483904.1, XP_010457501.1, XP_010475113.1
OG0013821	AT1G04580.1	XP_010457511.1, XP_010483972.1, XP_010475119.1
OG0013822	AT1G04730.1	XP_010484173.1, XP_019091872.1, XP_010475138.1
OG0013823	AT1G04930.2	XP_010484415.1, XP_010457553.1, XP_010475165.1
OG0013824	AT1G04940.1	XP_010484422.1, XP_010475166.1, XP_010457559.1
OG0013825	AT1G05950.1	XP_010485533.1, XP_010475317.1
OG0013826	AT1G05970.2	XP_010485567.1, XP_010457708.1, XP_019095117.1
OG0013827	AT1G06270.1	XP_019098858.1, XP_019094967.1, XP_010457755.1
OG0013828	AT1G06500.1	XP_019095134.1, XP_010457777.1, XP_010486206.1, XP_010486221.1
OG0013829	AT1G06923.1	XP_010475443.1, XP_010457849.1, XP_010486849.1
OG0013830	AT1G06930.1	XP_010457852.1, XP_010475444.1, XP_010486901.1
OG0013831	AT1G07020.1	XP_010487010.1, XP_010475453.1, XP_010457862.1
OG0013832	AT1G07120.1	XP_010457877.1, XP_010475463.1, XP_010487134.1
OG0013833	AT1G07280.1	XP_010475480.1, XP_010457897.1, XP_010487283.1
OG0013834	AT1G07380.2	XP_010475496.1, XP_010457913.1, XP_010487416.1
OG0013835	AT5G37500.2	XP_010435584.2, XP_019087038.1, XP_010450508.1
OG0013836	AT1G07970.1	XP_010475576.1, XP_010488210.1, XP_010458007.1
OG0013837	AT1G08180.1	XP_010488535.1, XP_010475608.1, XP_010458049.1
OG0013838	AT1G08315.1	XP_010488709.1, XP_010475623.1, XP_010458067.1
OG0013839	AT1G08390.1	XP_010488813.1, XP_010475637.1, XP_010458076.1
OG0013840	AT1G64810.2	XP_010469796.1, XP_010414216.1, XP_010510287.1
OG0013841	AT1G08410.1	XP_010488823.1, XP_010475638.1, XP_010458077.1
OG0013842	AT1G08860.1	XP_010458154.1, XP_010475704.1
OG0013843	AT1G08990.1	XP_010489606.1, XP_010458168.1, XP_010475720.1
OG0013844	AT1G09090.2	XP_010489693.1, XP_010458177.1, XP_010475733.1
OG0013845	AT1G09195.10	XP_010489798.1, XP_010458199.1, XP_010475748.1
OG0013846	AT1G09250.1	XP_010458207.1, XP_010475754.1, XP_010489879.1
OG0013847	AT1G09290.1	XP_010458208.1, XP_010489898.1, XP_010475760.1
OG0013848	AT1G09340.2	XP_010489928.1, XP_010475766.1, XP_010458216.1
OG0013849	AT1G09430.1	XP_010458228.1, XP_010489987.1, XP_010475776.2
OG0013850	AT1G09483.1	XP_010475781.1
OG0013850	AT1G09470.1	XP_010458231.1
OG0013851	AT1G09575.1	XP_010490143.1, XP_010458248.1, XP_010475796.1
OG0013852	AT1G09720.1	XP_010490273.1, XP_019091574.1, XP_010475814.1
OG0013853	AT1G09800.1	XP_010475829.1, XP_010458284.1
OG0013854	AT1G09860.1	XP_010458295.1, XP_010490402.1, XP_010475839.1
OG0013855	AT1G10150.1	XP_010458350.1, XP_010490760.1, XP_010475876.1
OG0013856	AT1G10380.1	XP_010491023.1, XP_010475899.1, XP_010458384.1
OG0013857	AT1G10450.3	XP_019095238.1, XP_010462623.1, XP_010496982.1, XP_010491200.1
OG0013858	AT1G10480.1	XP_010475911.1, XP_010458395.1
OG0013859	AT1G10520.1	XP_010458400.1, XP_010491348.1, XP_010475919.1
OG0013860	AT1G25570.1	XP_010499092.1, XP_010477911.1, XP_010460358.1
OG0013861	AT1G10700.1	XP_010462629.1, XP_010475949.1, XP_010491780.1
OG0013862	AT1G10780.2	XP_010458438.1, XP_010491890.1, XP_010475968.1
OG0013863	AT1G10910.1	XP_010458465.1, XP_010492127.1, XP_010475980.1
OG0013864	AT1G11000.1	XP_010458479.1, XP_010475987.1, XP_010492228.1
OG0013865	AT1G11050.1	XP_010475990.1, XP_010458482.1, XP_010492261.1
OG0013866	AT1G11090.1	XP_010475999.1, XP_010458490.1, XP_010492320.1
OG0013867	AT1G11112.1	XP_010476006.1, XP_010458493.1, XP_010492349.1
OG0013868	AT1G11220.2, AT1G11230.2	XP_010476031.2, XP_010492533.1
OG0013869	AT1G11240.1	XP_010458509.1, XP_010492546.1, XP_010476032.1
OG0013870	AT1G10980.1	XP_010492218.1, XP_010475986.1
OG0013871	AT2G22900.1	XP_010417049.1, XP_010429224.1, XP_010472288.1
OG0013872	AT1G11700.1	XP_010476104.1, XP_010493172.1, XP_010458577.1
OG0013873	AT1G11730.1	XP_010476106.1, XP_010493204.1, XP_010458580.1
OG0013874	AT1G11750.2	XP_010458581.1, XP_010476111.1, XP_010493249.1
OG0013875	AT1G11780.1	XP_010493315.1, XP_010458585.1, XP_010476116.1
OG0013876	AT1G11900.1	XP_010458602.1, XP_010476133.1, XP_010493457.1
OG0013877	AT1G11905.1	XP_010476134.1, XP_010458605.1, XP_010493468.1
OG0013878	AT1G11950.1	XP_010476145.1, XP_010458615.1, XP_010493568.1
OG0013879	AT1G11990.2	XP_019095195.1, XP_019098955.1, XP_010458618.1, XP_010476147.1
OG0013880	AT1G12000.1	XP_010493617.1, XP_010458622.1, XP_010476153.1
OG0013881	AT1G12750.1	XP_010494555.1, XP_010458705.1, XP_010476244.1
OG0013882	AT1G12790.1	XP_010476257.1, XP_010494637.1
OG0013883	AT1G12845.1	XP_010476265.1, XP_010494734.1
OG0013885	AT1G12930.1	XP_010476273.1, XP_010494777.1, XP_010458732.1
OG0013886	AT1G13000.1	XP_010476284.1, XP_010494848.1, XP_010458741.1
OG0013887	AT1G24706.2	XP_019094453.1
OG0013888	AT1G13180.1	XP_010476309.1, XP_010458763.1, XP_010495051.1
OG0013889	AT1G13290.1	XP_010495185.1, XP_010458780.1, XP_010476325.1
OG0013890	AT5G52190.1	XP_010442741.1, XP_010444547.1, XP_010482566.1
OG0013891	AT1G13410.1	XP_019094397.1, XP_019095251.1
OG0013892	AT1G13690.1	XP_010458829.1, XP_010495534.1, XP_010476395.1
OG0013893	AT1G13730.1	XP_010495547.1, XP_010458834.1, XP_010476397.1
OG0013894	AT1G14150.1	XP_010495800.1, XP_010458897.1
OG0013895	AT1G14210.1	XP_010458907.1, XP_010476460.1, XP_010495828.1
OG0013896	AT1G14260.1	XP_010495897.1, XP_010458913.1, XP_010476475.1
OG0013897	AT1G14290.1	XP_010476478.1, XP_010458922.1
OG0013898	AT1G14340.1	XP_010458927.1, XP_010476483.1, XP_010495956.1
OG0013899	AT1G14345.1	XP_010476484.1, XP_010458928.1, XP_010495962.1
OG0013900	AT1G14440.1	XP_010476498.1, XP_010496079.1, XP_010458941.1
OG0013901	AT1G14687.1	XP_010476535.1, XP_010458980.1, XP_010496420.1
OG0013902	AT1G14690.1	XP_010458981.1, XP_010496431.1, XP_010476536.1
OG0013903	AT1G15080.1	XP_010459030.1, XP_010496820.1, XP_010476588.1
OG0013904	AT1G15230.1	XP_010476604.1, XP_010459047.1, XP_010496948.1
OG0013905	AT5G48840.1	XP_010442334.1, XP_010439740.1, XP_010482151.1
OG0013906	AT1G15710.1	XP_010476659.1, XP_010497317.1, XP_010459107.1
OG0013907	AT1G15950.1	XP_010459130.1, XP_010476697.1, XP_010497549.1
OG0013908	AT1G16080.1	XP_010459148.1, XP_010476709.1, XP_010497643.1
OG0013909	AT1G16260.1	XP_010459161.1
OG0013910	AT1G16290.2	XP_010497751.1, XP_010459166.1, XP_010476734.1
OG0013911	AT1G16380.1	XP_010476746.1, XP_010497809.1
OG0013912	AT1G16490.1	XP_019099032.1, XP_010476760.1
OG0013913	AT1G16520.1	XP_010459192.1, XP_010501481.1, XP_010476762.1
OG0013914	AT1G16540.3	XP_010459194.1
OG0013915	AT1G16730.1	XP_010480503.1, XP_010476790.1, XP_010459219.1, XP_010498001.1
OG0013916	AT1G16750.1	XP_010459222.1, XP_010498003.1
OG0013917	AT1G16830.1	XP_010476815.1, XP_019091335.1, XP_010498012.1
OG0013918	AT1G17160.1	XP_010498062.1, XP_010476860.1, XP_019090800.1
OG0013919	AT1G17310.2	XP_010498074.1, XP_010459306.1, XP_010476875.1
OG0013920	AT5G52970.1	XP_010445424.1, XP_010442851.1, XP_010482679.1
OG0013921	AT1G17410.1	XP_010476889.1, XP_010498087.1, XP_010459329.1
OG0013922	AT1G17420.1	XP_010476891.1, XP_010459331.1
OG0013923	AT1G17430.1	XP_010459336.1, XP_010498095.1, XP_010476892.1
OG0013924	AT1G17510.1	XP_010480515.1, XP_010459347.1, XP_010497782.1, XP_010498108.1
OG0013925	AT1G17560.1	XP_010497726.1, XP_010498127.1, XP_010459353.1, XP_010476913.1
OG0013926	AT1G17870.1	XP_010498163.1, XP_010476949.1
OG0013927	AT1G17970.1	XP_010496040.1, XP_010476962.1, XP_010498176.1
OG0013928	AT1G18010.1, AT1G18000.1	XP_010476964.1, XP_010496043.1, XP_010498179.1
OG0013929	AT1G18100.1	XP_010498189.1, XP_010459415.1, XP_010476978.1
OG0013930	AT1G18250.2	XP_010477000.1, XP_010498212.1, XP_010459436.1
OG0013931	AT1G18270.3	XP_010459440.1, XP_010477002.1
OG0013932	AT1G18400.1	XP_010459453.1, XP_010477017.1
OG0013933	AT1G18600.1	XP_010477040.1, XP_010498260.1, XP_010459485.1
