Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0013018	AT2G34680.2	XP_006410616.1
OG0013019	AT2G34790.1	XP_006410631.1
OG0013020	AT2G34940.1	XP_006410651.1
OG0013021	AT2G35000.1	XP_006410656.1
OG0013022	AT2G35100.1	XP_006410667.1
OG0013023	AT2G35210.1	XP_006410680.1
OG0013024	AT2G35350.1	XP_006410693.1
OG0013025	AT2G35380.1	XP_006410696.1
OG0013026	AT2G35490.1	XP_006410707.1
OG0013027	AT5G42370.2	XP_006403396.1
OG0013028	AT2G35510.1	XP_024016800.1
OG0013029	AT2G35720.1	XP_006410741.1
OG0013030	AT2G35770.1	XP_006410746.1
OG0013033	AT4G19185.1	XP_006413998.1
OG0013034	AT4G18920.1	XP_006414040.1
OG0013035	AT4G19000.1	XP_006414027.2
OG0013036	AT4G19020.1	XP_006414021.2
OG0013037	AT4G19050.1	XP_024004750.1
OG0013039	AT4G18780.1	XP_006414059.1
OG0013040	AT4G18640.1	XP_006414074.1
OG0013041	AT4G18630.1	XP_006414075.1
OG0013042	AT4G18540.1	XP_024016585.1, XP_006414090.2
OG0013043	AT4G18350.1	XP_024005551.1
OG0013044	AT4G18240.1	XP_006414132.1
OG0013045	AT5G48950.1	XP_006395109.1
OG0013046	AT1G69980.1	XP_006390936.1
OG0013047	AT4G17830.2	XP_006414182.1
OG0013048	AT4G17770.1	XP_006414189.1
OG0013049	AT4G17750.1	XP_006414192.1
OG0013050	AT4G17710.1	XP_024004764.1
OG0013051	AT4G17610.1	XP_024005166.1
OG0013052	AT4G17540.1	XP_024005047.1
OG0013054	AT4G17370.1	XP_006414237.1
OG0013055	AT1G03370.1	XP_006398485.1
OG0013056	AT3G51050.1	XP_006403959.1
OG0013057	AT3G51040.1	XP_006403963.1
OG0013059	AT3G50860.1	XP_006403989.1
OG0013060	AT3G50690.1	XP_024013453.1
OG0013061	AT3G61980.1	XP_006402423.1
OG0013062	AT3G50630.1	XP_006404018.1
OG0013063	AT3G50590.1	XP_006404021.1
OG0013064	AT3G50520.1	XP_006404025.1
OG0013065	AT3G50430.1	XP_006404031.1
OG0013066	AT3G50330.1	XP_006404040.1
OG0013067	AT4G23610.1	XP_024004506.1
OG0013068	AT4G23570.3	XP_006413540.1
OG0013069	AT4G23540.1	XP_006413543.1
OG0013070	AT5G52290.1	XP_024011667.1
OG0013071	AT5G52030.2	XP_024011462.1
OG0013072	AT5G51800.1	XP_006401908.1
OG0013073	AT5G51680.1	XP_006401924.1
OG0013074	AT5G51560.1	XP_006401961.1
OG0013075	AT5G51410.1	XP_006401981.1
OG0013076	AT5G51290.1	XP_006401992.1
OG0013077	AT5G51070.1	XP_006402025.1
OG0013078	AT5G51160.1	XP_006402007.1
OG0013079	AT2G13620.1	XP_024016357.1
OG0013080	AT2G11000.1	XP_006409701.1
OG0013081	AT2G14255.1	XP_006409659.1
OG0013082	AT5G02860.1	XP_006409621.1
OG0013083	AT2G15020.1	XP_006409603.1
OG0013084	AT2G15270.1	XP_006409573.1
OG0013085	AT2G15570.2	XP_006409545.1
OG0013086	AT2G15580.1	XP_006409544.1
OG0013087	AT2G15680.1	XP_006409534.1
OG0013088	AT2G15820.1	XP_024016464.1
OG0013089	AT2G15890.1	XP_024016644.1
OG0013090	AT2G15900.1	XP_006409496.1
OG0013091	AT2G16060.1	XP_006409473.1
OG0013092	AT2G16720.1	XP_006409406.1
OG0013093	AT2G16880.1	XP_006409383.1
OG0013094	AT1G34360.1	XP_006409369.1
OG0013095	AT4G23890.1	XP_006413502.1
OG0013096	AT4G23895.3	XP_006413500.1
OG0013097	AT4G23860.1	XP_006413506.1
OG0013098	AT4G23850.1	XP_006413507.1
OG0013099	AT4G23720.1	XP_006413524.1
OG0013100	AT4G23520.1	XP_006413545.1
OG0013101	AT4G39920.1	XP_006411793.1
OG0013102	AT4G22850.1	XP_006413611.1
OG0013103	AT4G22840.1	XP_006413612.1
OG0013104	AT4G22730.1	XP_006413630.1
OG0013105	AT4G22666.1	XP_024005908.1
OG0013106	AT4G22490.1	XP_006413654.2
OG0013108	AT4G22200.1	XP_006413681.1
OG0013109	AT4G22150.1	XP_006413687.1
OG0013110	AT3G62000.2	XP_006402422.1
OG0013111	AT4G22010.1	XP_006413696.1
OG0013112	AT4G21960.1	XP_006413703.1
OG0013113	AT4G21930.1	XP_024004567.1
OG0013114	AT4G19985.4	XP_006413915.1
OG0013115	AT4G20070.1	XP_024005429.1, XP_024005194.1
OG0013116	AT4G20090.1	XP_006404148.1
OG0013117	AT4G20110.2	XP_006413899.1
OG0013118	AT4G20130.1	XP_024005081.1
OG0013119	AT1G44890.1	XP_006393699.1
OG0013120	AT4G20790.1	XP_006413858.1
OG0013121	AT4G20900.1	XP_024004526.1
OG0013122	AT5G50240.1	XP_024012003.1
OG0013123	AT4G21260.1, AT4G21250.1	XP_006413800.1
OG0013124	AT4G21310.1	XP_006413797.1
OG0013125	AT1G42430.1	XP_024007635.1
OG0013126	AT4G21550.1	XP_024005764.1
OG0013127	AT4G21690.1	XP_006413746.1
OG0013128	AT4G21700.1	XP_006413745.1
OG0013129	AT4G21800.1	XP_024005200.1
OG0013130	AT4G19670.1	XP_006413941.1
OG0013131	AT4G09890.1	XP_006397132.1
OG0013132	AT4G09040.1	XP_006397214.1
OG0013133	AT4G09140.1	XP_006397202.1
OG0013134	AT4G09160.1	XP_006397198.1
OG0013135	AT5G42220.1	XP_006395462.1
OG0013136	AT5G42320.2	XP_006405262.1
OG0013137	AT5G42340.1	XP_006403398.2
OG0013138	AT5G25070.1	XP_006411153.1
OG0013139	AT5G42420.1	XP_006403391.1
OG0013140	AT5G42480.1	XP_006403374.1
OG0013141	AT5G42490.1	XP_024013256.1
OG0013142	AT5G42630.1	XP_006403368.1
OG0013143	AT5G42660.1	XP_006402041.1
OG0013144	AT5G42680.1	XP_006403364.1
OG0013145	AT4G16350.1	XP_006414364.1
OG0013146	AT4G16390.1	XP_006414357.1
OG0013147	AT4G16410.1	XP_006414354.2
OG0013148	AT4G16510.1	XP_006414339.1
OG0013149	AT4G16563.1	XP_006414331.1
OG0013150	AT4G16566.1	XP_024005513.1
OG0013151	AT4G16745.2	XP_006414308.1
OG0013152	AT4G16970.1	XP_006414288.1
OG0013153	AT4G17010.1	XP_006414284.1
OG0013154	AT4G17085.1	XP_006414273.1
OG0013155	AT3G02070.1	XP_006408580.1
OG0013156	AT3G02060.1	XP_006408576.1
OG0013157	AT3G19340.1	XP_006408573.2
OG0013158	AT3G02000.1	XP_006408562.1
OG0013159	AT3G01920.2	XP_024014308.1
OG0013160	AT3G01800.1	XP_006408549.1
OG0013161	AT3G01780.1	XP_006408547.1
OG0013162	AT3G01600.1	XP_006408528.2
OG0013163	AT3G01500.2	XP_006408514.1
OG0013164	AT5G66560.1	XP_006393851.1
OG0013165	AT5G49555.1	XP_006414439.1
OG0013166	AT5G66510.2	XP_006393845.1
OG0013167	AT5G66480.1	XP_024007343.1
OG0013168	AT5G66390.1	XP_006393821.1
OG0013169	AT5G66350.1	XP_006393825.1
OG0013170	AT5G17280.1	XP_006400262.1
OG0013171	AT5G66190.1	XP_006393807.1
OG0013172	AT2G20515.1	XP_006408976.1
OG0013173	AT5G66070.2	XP_006393795.1
OG0013175	AT5G65950.1	XP_024006692.1
OG0013176	AT5G65930.3	XP_006393780.1
OG0013177	AT5G26880.1	XP_006402259.1
OG0013178	AT3G63510.1	XP_006392235.1
OG0013179	AT3G63500.2	XP_006405525.1, XP_006391482.1
OG0013180	AT3G63430.1	XP_006402275.1
OG0013181	AT3G63390.1	XP_006402281.1
OG0013182	AT3G63340.2	XP_024013005.1
OG0013183	AT3G63290.1	XP_006402290.1
OG0013184	AT3G63280.4	XP_024012783.1
OG0013185	AT3G63150.1	XP_006402304.1
OG0013186	AT3G63140.1	XP_006402306.1
OG0013187	AT3G63020.1	XP_024012907.1
OG0013188	AT3G62810.1	XP_006402339.1
OG0013189	AT3G62720.1	XP_006402349.1
OG0013190	AT3G62710.1	XP_006402350.1
OG0013191	AT3G62130.1	XP_006402406.1
OG0013192	AT3G62070.1	XP_006402416.1
OG0013193	AT3G61800.1	XP_006402440.1
OG0013194	AT3G61790.1	XP_006402441.1
OG0013195	AT3G61680.1	XP_006402456.1
OG0013196	AT3G61540.1	XP_006402472.1
OG0013197	AT5G51545.1	XP_006401965.2
OG0013198	AT3G61080.2	XP_006402521.1
OG0013199	AT3G60490.1	XP_006402577.1
OG0013200	AT3G60390.1	XP_006402586.1
OG0013201	AT3G60310.1	XP_006402595.1
OG0013202	AT2G23120.1	XP_024014178.1
OG0013203	AT3G60966.1	XP_006402615.2
OG0013204	AT3G60080.1	XP_024012779.1
OG0013205	AT3G59845.1	XP_006402646.2
OG0013206	AT3G59760.1	XP_024012857.1
OG0013207	AT3G59690.1	XP_006402665.1
OG0013208	AT5G48090.1	XP_024007403.1
OG0013209	AT3G59440.1	XP_006402687.1
OG0013210	AT1G55000.1	XP_006392469.1
OG0013211	AT3G59050.1	XP_006402729.2
OG0013212	AT1G66080.1	XP_006391345.1
OG0013213	AT4G26500.1	XP_006413173.1
OG0013214	AT3G58590.1	XP_006402770.2
OG0013215	AT3G58480.1	XP_024013017.1
OG0013216	AT3G47390.1	XP_024013350.1
OG0013217	AT3G58170.1	XP_006402802.1
OG0013218	AT3G58150.1	XP_006402804.1, XP_006390393.2
OG0013219	AT3G58090.1	XP_024012738.1
OG0013220	AT3G57920.1	XP_006402825.1
OG0013221	AT3G57910.1	XP_006402826.1
OG0013222	AT3G57780.1	XP_006402842.1
OG0013223	AT3G57480.1	XP_006402873.1
OG0013224	AT3G57430.1	XP_006402877.2
OG0013225	AT3G57300.2	XP_024012789.1
OG0013226	AT3G57030.1	XP_024013001.1
OG0013227	AT3G56891.1	XP_006402937.1
OG0013228	AT3G56820.1	XP_006402946.1
OG0013229	AT3G56770.1	XP_006402950.1
OG0013230	AT3G56690.1	XP_006402960.1
OG0013231	AT3G56570.2	XP_024012862.1
OG0013232	AT3G56500.1	XP_006402978.1
OG0013233	AT3G56270.1	XP_006403003.1
OG0013234	AT3G56260.2	XP_006403004.1
OG0013235	AT3G56210.5	XP_006403011.1
OG0013236	AT5G48730.1	XP_006395140.1
OG0013237	AT3G56070.1	XP_006403025.1
OG0013238	AT3G55950.1	XP_024012955.1
OG0013239	AT3G55530.1	XP_006403449.1
OG0013240	AT3G55520.1	XP_006403450.1
OG0013241	AT3G55400.1	XP_006403463.1
OG0013242	AT3G55340.1	XP_024013535.1
OG0013243	AT3G54990.1	XP_006403508.1
OG0013244	AT3G54860.2	XP_006403525.1
OG0013245	AT3G54850.1	XP_006403526.1
OG0013246	AT3G54770.1	XP_006403538.1
OG0013247	AT3G54710.1	XP_024013769.1
OG0013248	AT3G54510.2	XP_006403564.1
OG0013249	AT3G54260.1	XP_006403597.1
OG0013250	AT3G54230.2	XP_006403602.1
OG0013251	AT1G66210.1	XP_024006608.1
OG0013252	AT3G54090.1	XP_006403618.1
OG0013253	AT4G16440.1	XP_024004778.1, XP_006414351.1
OG0013254	AT3G53800.1	XP_006403651.1
OG0013256	AT3G53440.1	XP_006403689.1
OG0013257	AT3G53400.1	XP_006403693.1
OG0013258	AT3G53360.1	XP_006403701.1
OG0013259	AT3G53350.9	XP_006403702.2
OG0013260	AT3G53040.1	XP_006403734.1
OG0013261	AT3G52905.1	XP_006403756.1
OG0013262	AT3G52880.2	XP_006403759.1
OG0013263	AT3G52850.1	XP_006403761.1
OG0013264	AT3G52540.1	XP_006403796.1
OG0013265	AT5G53940.1	XP_006401642.1
OG0013266	AT5G53930.1	XP_024012267.1
OG0013267	AT5G53920.1	XP_006401644.1
OG0013268	AT5G53900.2	XP_006401648.1
OG0013269	AT5G53480.1	XP_006401700.1
OG0013270	AT5G53370.2	XP_006401715.1
OG0013271	AT5G53190.1	XP_006401731.1
OG0013272	AT4G16144.1	XP_006414386.2
OG0013273	AT4G16130.1	XP_006414390.1
OG0013274	AT4G24480.1	XP_006413423.2
OG0013275	AT4G16060.1	XP_006414397.1
OG0013276	AT3G24630.1	XP_024009222.1
OG0013277	AT3G24760.1	XP_006418696.1
OG0013278	AT3G25230.2	XP_006418643.1
OG0013279	AT3G25400.1	XP_006418633.1
OG0013280	AT3G25410.1	XP_006418632.1
OG0013281	AT3G25493.1, AT3G25500.1	XP_006418616.1
OG0013282	AT2G04540.1	XP_006418567.1
OG0013283	AT2G04850.1	XP_006418541.1
OG0013284	AT2G04845.1	XP_006418542.1
OG0013285	AT2G04880.1	XP_006418534.1
OG0013286	AT2G05590.2	XP_006396146.1
OG0013287	AT2G05940.1	XP_006396126.1
OG0013288	AT2G06025.1	XP_006418586.1
OG0013289	AT2G06040.1	XP_006418587.1
OG0013290	AT2G06510.1	XP_006408983.1
OG0013291	AT3G24330.1	XP_006418767.2
OG0013292	AT3G24430.1	XP_006396125.1
OG0013293	AT3G24440.1	XP_006418748.1
OG0013294	AT3G24450.1	XP_006418747.1
OG0013295	AT1G66750.1	XP_006391427.1
OG0013296	AT1G66890.1	XP_006391449.1
OG0013297	AT5G28720.1	XP_024013274.1
OG0013298	AT1G67060.1	XP_006391466.1
OG0013299	AT1G67080.1	XP_006391470.1
OG0013300	AT1G67180.1	XP_006391481.1
OG0013301	AT1G67190.1	XP_006391485.1
OG0013302	AT1G67280.1	XP_006391510.1
OG0013303	AT1G67550.1	XP_006391259.1
OG0013304	AT1G67580.1	XP_006391253.1
OG0013305	AT1G67630.1	XP_006391243.1
OG0013306	AT1G67790.1	XP_024012358.1
OG0013307	AT1G67940.1	XP_006391200.1
OG0013308	AT1G68100.1	XP_006391185.1
OG0013309	AT1G68350.1	XP_006391148.1
OG0013310	AT1G68480.1	XP_006391135.1
OG0013311	AT5G36170.1	XP_006395914.1
OG0013312	AT2G17972.1	XP_006409214.1
OG0013313	AT2G18280.1	XP_006409171.1
OG0013314	AT2G18328.1	XP_024016149.1
OG0013315	AT5G40940.1	XP_006405412.1
OG0013316	AT2G18480.1	XP_006409145.1
OG0013317	AT2G18650.1	XP_006409126.2
OG0013318	AT2G18700.1	XP_006409122.1
OG0013319	AT2G18710.1	XP_006409121.1
OG0013320	AT2G18940.1	XP_006409097.1
OG0013321	AT2G18950.1	XP_006409095.1
OG0013322	AT2G19130.1	XP_006409083.1
OG0013323	AT2G19270.1	XP_006409076.1
OG0013324	AT2G19400.1	XP_006409060.2
OG0013325	AT2G19560.1	XP_006409036.1
OG0013326	AT2G19620.1	XP_006408880.1
OG0013327	AT2G19710.1	XP_006408888.1
OG0013328	AT2G41170.2	XP_006411383.1
OG0013329	AT2G41160.1	XP_006411382.1
OG0013330	AT2G41040.1	XP_006411367.1
OG0013331	AT2G41020.1	XP_006418712.1
OG0013332	AT2G41000.2	XP_024003775.1
OG0013333	AT2G40980.1	XP_006411363.1
OG0013334	AT2G40860.1	XP_006411353.1
OG0013335	AT2G40810.1	XP_006411348.1
OG0013336	AT2G40620.1	XP_006411330.1
OG0013337	AT2G40570.1	XP_024004224.1
OG0013338	AT2G40550.1	XP_006411319.1
OG0013339	AT2G40410.2	XP_006411298.1
OG0013340	AT2G40160.2	XP_006411269.1
OG0013341	AT2G40030.1	XP_006411250.1
OG0013342	AT2G39930.1	XP_006411237.1
OG0013343	AT2G39740.1	XP_024004208.1
OG0013344	AT2G39690.5	XP_006411197.2
OG0013345	AT2G39580.2	XP_024003852.1
OG0013346	AT2G39270.1	XP_006411152.1
OG0013347	AT2G39170.1	XP_006411140.1
OG0013348	AT2G39140.1	XP_006411139.1
OG0013349	AT2G28290.5	XP_024003864.1
OG0013350	AT2G39010.1	XP_006411124.1
OG0013351	AT2G39000.1	XP_006411122.1
OG0013352	AT2G38680.1	XP_006411086.2
OG0013353	AT3G47420.1	XP_006404381.1
OG0013354	AT2G24390.1	XP_006404970.1
OG0013355	AT2G38500.1	XP_006411065.1
OG0013356	AT3G43600.1	XP_024009466.1
OG0013357	AT2G37570.1	XP_006410946.2
OG0013358	AT2G38300.1	XP_006411030.1
OG0013359	AT2G38060.2	XP_024003934.1
OG0013360	AT2G38025.1	XP_024003948.1
OG0013361	AT2G37925.1	XP_006410990.1
OG0013362	AT2G01460.1	XP_024011033.1
OG0013363	AT2G37670.2	XP_006410958.1
OG0013364	AT2G37585.1	XP_006410948.1
OG0013365	AT2G37420.1	XP_006410927.1
OG0013366	AT2G37320.1	XP_006410915.1
OG0013367	AT2G37290.2	XP_024003920.1
OG0013369	AT2G37035.1	XP_024004196.1
OG0013370	AT2G37020.3	XP_006410879.1
OG0013371	AT2G36980.1	XP_006409895.1
OG0013372	AT3G20480.1	XP_024015478.1
OG0013373	AT2G36895.3	XP_006410865.1
OG0013374	AT4G25910.1	XP_006413253.1
OG0013375	AT4G03965.1	XP_006396723.1
OG0013376	AT4G04180.1	XP_006396713.1
OG0013377	AT1G06440.1	XP_006417919.1
OG0013378	AT3G19860.2	XP_006406448.1
OG0013379	AT3G19870.2	XP_006406446.1
OG0013380	AT2G22660.2	XP_006404727.1
OG0013381	AT4G04790.1	XP_024010036.1
OG0013382	AT4G12030.2	XP_024009851.1
OG0013383	AT4G12000.1	XP_024010523.1
OG0013384	AT4G11860.1	XP_006396840.1
OG0013385	AT4G12230.1	XP_006396787.1
OG0013386	AT4G12450.1	XP_006396756.1
OG0013387	AT2G21150.1	XP_006404553.1
OG0013388	AT2G21440.1	XP_006391860.2
OG0013389	AT2G21610.2	XP_006404616.1
OG0013390	AT2G21710.1	XP_006404627.1
OG0013391	AT2G21890.1, AT2G21730.1	XP_006404630.1
OG0013392	AT2G21940.4	XP_006404646.1
OG0013393	AT2G21990.1	XP_006404651.1
OG0013394	AT2G22010.2	XP_024013885.1
OG0013395	AT2G22120.2	XP_006404662.1
OG0013396	AT2G22270.1	XP_006404684.1
OG0013397	AT2G22300.1	XP_024014330.1
OG0013398	AT2G22460.1	XP_006404702.1
OG0013399	AT2G22560.1	XP_006404719.1
OG0013400	AT2G22630.1	XP_024014244.1
OG0013401	AT2G23030.1	XP_006404768.1
OG0013402	AT2G23780.1	XP_006404861.1
OG0013403	AT2G23755.1	XP_024013874.1
OG0013404	AT2G25260.1	XP_006405141.1
OG0013405	AT2G25460.2	XP_006405198.2
OG0013406	AT2G25180.1	XP_006405115.2
OG0013407	AT2G25870.1	XP_006408825.1, XP_024006321.1
OG0013408	AT2G25910.2	XP_006408832.1
OG0013409	AT2G26150.1	XP_006408858.1
OG0013410	AT2G26500.1	XP_024010906.1
OG0013411	AT2G25100.1	XP_024014211.1
OG0013412	AT2G25050.1, AT3G32410.1	XP_024014141.1
OG0013413	AT2G24970.1	XP_006405067.1
OG0013414	AT2G26310.1	XP_024016039.1
OG0013415	AT2G25730.2	XP_006405246.2
OG0013416	AT2G25760.2	XP_006408871.1
OG0013417	AT1G44910.1	XP_006393693.1
OG0013418	AT1G27460.1	XP_006415757.1
OG0013419	AT1G43620.1	XP_024006850.1
OG0013420	AT1G27320.1	XP_006415778.1
OG0013421	AT1G43670.1	XP_006393776.1
OG0013422	AT1G43860.1	XP_006393760.1
OG0013423	AT1G44770.1	XP_024006166.1, XP_024006479.1
OG0013424	AT1G44790.1	XP_006393711.1
OG0013425	AT1G38131.1, AT1G38065.1	XP_024006902.1
OG0013426	AT1G35620.1	XP_006403585.1
OG0013427	AT1G35530.2	XP_024010633.1, XP_024009524.1
OG0013428	AT1G35340.1	XP_024010653.1
OG0013429	AT1G35330.1	XP_024010642.1
OG0013430	AT1G35210.1	XP_024010639.1
OG0013431	AT1G34370.1	XP_006396064.1
OG0013432	AT1G34300.1	XP_006396071.1
OG0013433	AT1G34150.1	XP_006415028.1
OG0013434	AT1G34120.2	XP_024009164.1
OG0013435	AT2G26230.1	XP_006406024.1
OG0013436	AT1G33810.1	XP_006415057.1
OG0013437	AT1G33500.1	XP_024008971.1
OG0013438	AT1G33475.1	XP_006415083.1
OG0013439	AT1G33470.1	XP_006415084.2
OG0013440	AT1G33340.1	XP_006415095.1
OG0013441	AT1G33350.1	XP_006415097.2
OG0013442	AT4G09720.3	XP_006397152.1
OG0013443	AT4G09020.1	XP_006397219.1
OG0013444	AT4G10010.2	XP_024009994.1
OG0013445	AT4G10110.1	XP_006397101.1
OG0013446	AT4G10130.1	XP_006397096.1
OG0013447	AT4G10380.1	XP_006397069.1
OG0013448	AT4G10800.1	XP_006397006.1
OG0013449	AT4G11030.1	XP_006396970.1
OG0013450	AT4G11060.1	XP_006396966.1
OG0013451	AT4G11090.1	XP_006396958.1
OG0013452	AT4G11270.1	XP_024009911.1
OG0013453	AT4G11300.1	XP_006396924.1
OG0013454	AT4G11330.1	XP_006396920.1
OG0013455	AT5G19130.1	XP_006400470.1
OG0013456	AT5G19151.1	XP_006400474.1
OG0013457	AT5G19220.1	XP_006400480.1
OG0013458	AT5G26680.1	XP_024006926.1
OG0013459	AT5G26610.1	XP_006394902.1
OG0013460	AT5G26749.2	XP_006394904.1
OG0013461	AT5G26760.2	XP_006394906.1
OG0013462	AT5G27860.1	XP_024007134.1
OG0013463	AT5G27730.1	XP_024007669.1
OG0013464	AT5G27690.1	XP_006394948.1
OG0013465	AT5G27660.2	XP_006394951.1
OG0013467	AT2G22650.1	XP_006414149.1
OG0013468	AT2G20142.1	XP_024016031.1
OG0013469	AT2G20240.1	XP_006408939.1
OG0013470	AT2G20590.1	XP_006408990.1
OG0013471	AT2G20820.2	XP_024016009.1
OG0013472	AT3G46450.2	XP_006418895.1
OG0013473	AT3G45830.1	XP_006418991.1
OG0013474	AT2G47910.1	XP_006397987.1
OG0013475	AT2G47860.3	XP_006404279.1
OG0013476	AT2G47810.1	XP_006397975.1
OG0013477	AT2G47780.1	XP_006397974.1
OG0013478	AT2G47700.1	XP_006397966.1
OG0013479	AT2G47590.1	XP_006397953.1
OG0013480	AT2G47580.1	XP_006397952.1
OG0013481	AT2G40940.1	XP_006397947.1
OG0013482	AT2G47490.1	XP_006397944.1
OG0013483	AT2G47330.1	XP_006397925.1
OG0013484	AT2G47320.1	XP_006397926.1
OG0013485	AT2G47310.1	XP_006397924.1
OG0013486	AT2G47020.3	XP_006397893.1
OG0013487	AT2G47010.1	XP_006397892.1
OG0013488	AT2G46930.1	XP_024010774.1
OG0013489	AT3G10280.1, AT2G46720.1	XP_006397863.1
OG0013490	AT2G46660.1	XP_006397858.1
OG0013491	AT2G46580.1	XP_006397851.2
OG0013492	AT2G46570.1	XP_006397850.1
OG0013493	AT2G46560.1	XP_024010866.1
OG0013494	AT2G46470.1	XP_006397838.1
OG0013495	AT2G46380.1	XP_006397826.1
OG0013496	AT2G46340.1	XP_006397820.2
OG0013497	AT2G46320.1	XP_006397818.1
OG0013498	AT2G46270.1	XP_006397815.2
OG0013499	AT2G46210.1	XP_006397805.1
OG0013500	AT2G45990.1	XP_006397785.1
OG0013501	AT2G45970.1	XP_006397782.1
OG0013502	AT2G45860.1	XP_006397764.1
OG0013503	AT2G45850.1	XP_024010748.1
OG0013504	AT2G45600.1	XP_024010890.1
OG0013505	AT2G45520.1	XP_006397733.1
OG0013506	AT2G45320.1	XP_006397711.1
OG0013507	AT2G45280.2	XP_006397706.1, XP_024010900.1
OG0013508	AT2G45000.1	XP_006397681.1
OG0013509	AT2G44925.1	XP_006397673.2
OG0013510	AT2G44660.1	XP_006397647.1
OG0013511	AT2G44600.1	XP_006397641.1
OG0013512	AT2G44580.1	XP_024010811.1
OG0013513	AT2G44500.1	XP_006397629.1
OG0013514	AT2G44430.1	XP_024010732.1
OG0013515	AT2G44410.1	XP_006397616.1
OG0013516	AT2G44310.1	XP_006397608.1
OG0013517	AT2G44230.1	XP_006397602.1
OG0013518	AT2G44020.1	XP_006397575.1
OG0013519	AT2G43650.1	XP_024010872.1
OG0013520	AT3G45890.1	XP_006418986.1
OG0013521	AT2G43540.1	XP_006397524.1
OG0013522	AT2G43420.1	XP_006397510.1
OG0013523	AT2G43250.1	XP_006397491.1, XP_006397490.1
OG0013524	AT2G43190.1	XP_006397484.2
OG0013525	AT2G43030.1	XP_006411578.1
OG0013526	AT2G43010.5	XP_006411574.1
OG0013527	AT2G42975.1	XP_006411571.1
OG0013528	AT2G42780.1	XP_006411547.1
OG0013529	AT2G42700.2	XP_006411540.1
OG0013530	AT2G42690.1	XP_006411537.1
OG0013531	AT2G42450.1	XP_006411502.1
OG0013532	AT5G48880.2	XP_006395129.1
OG0013533	AT2G42260.1	XP_006411487.1
OG0013534	AT2G42220.1	XP_006411484.1
OG0013535	AT2G42110.1	XP_006411475.1
OG0013536	AT2G41670.1	XP_006411430.1
OG0013537	AT2G41680.1	XP_006411431.1
OG0013538	AT2G41690.1	XP_006411432.1
OG0013539	AT2G41700.1	XP_006411433.1
OG0013540	AT2G41705.1	XP_006411437.1
OG0013541	AT2G41370.1	XP_006411403.1
OG0013542	AT2G41330.1	XP_006411398.1
OG0013543	AT3G01370.1	XP_006408495.1
OG0013544	AT3G01360.1	XP_006408494.1
OG0013545	AT3G01320.1	XP_024014876.1
OG0013546	AT3G01175.1	XP_006408469.2
OG0013547	AT4G07390.1	XP_006397354.1
OG0013548	AT3G02220.1	XP_024015397.1
OG0013549	AT3G02430.1	XP_006408418.1
OG0013550	AT3G02650.1	XP_006408396.1
OG0013551	AT3G02740.1	XP_006408387.1
OG0013552	AT3G02940.1	XP_006408360.1
OG0013553	AT3G03280.1	XP_006408320.1
OG0013554	AT3G03320.1	XP_006408314.1
OG0013555	AT3G03560.1	XP_006408291.2
OG0013556	AT3G03630.1	XP_006408284.1
OG0013557	AT3G03680.1	XP_006408277.1
OG0013558	AT3G03690.1	XP_006408276.1
OG0013559	AT3G04440.1, AT3G03700.1	XP_006408275.1
OG0013560	AT3G03790.3	XP_006408260.1
OG0013561	AT3G03870.2	XP_006408247.1
OG0013562	AT3G03890.1	XP_006408246.1
OG0013563	AT3G04310.1	XP_006408198.1
OG0013564	AT3G04360.1	XP_006408192.1
OG0013565	AT3G04550.1	XP_006408180.1
OG0013566	AT3G04560.1	XP_006408179.1
OG0013567	AT3G04640.1	XP_024015740.1
OG0013568	AT3G04650.1	XP_006408169.1
OG0013569	AT3G04720.1	XP_006408160.1
OG0013570	AT3G04780.1	XP_006408149.1
OG0013571	AT3G04870.1	XP_006408139.1
OG0013572	AT3G04890.4	XP_006408138.1
OG0013573	AT3G04950.1	XP_006408129.1
OG0013574	AT4G08630.1	XP_024015453.1
OG0013575	AT3G05250.1	XP_006408097.1
OG0013576	AT3G05350.1	XP_006408085.1
OG0013577	AT3G05400.1	XP_006408082.1
OG0013578	AT3G05625.1	XP_006408047.1
OG0013579	AT3G05725.1	XP_006408036.1
OG0013580	AT3G05910.1	XP_006408013.1
OG0013581	AT3G05936.1	XP_006408010.1
OG0013582	AT3G05940.1	XP_006408008.1
OG0013583	AT3G06100.1	XP_006407983.1
OG0013584	AT3G06170.1	XP_006407970.1
OG0013585	AT3G06390.1	XP_006407952.1
OG0013586	AT3G06480.1	XP_006407941.1
OG0013587	AT3G06520.1	XP_024015007.1
OG0013588	AT3G06580.1	XP_006407930.1
OG0013589	AT3G66658.2	XP_006407919.1
OG0013590	AT3G06770.5	XP_006407904.1
OG0013591	AT3G07080.1	XP_006407872.1
OG0013592	AT3G07130.2	XP_006407866.1
OG0013593	AT3G07140.1	XP_024015470.1
OG0013594	AT3G07180.1	XP_006407861.1
OG0013595	AT3G07400.1	XP_006407841.1
OG0013596	AT3G07450.1	XP_006407836.2
OG0013597	AT3G07720.1	XP_006407805.1
OG0013598	AT3G07740.4	XP_006407803.2
OG0013599	AT3G08490.1	XP_006407768.1
OG0013600	AT3G08550.1	XP_006407763.1
OG0013601	AT3G08680.1	XP_006407752.1
OG0013602	AT3G08920.1	XP_006407733.1
