Orthogroup	Arabidopsis_thaliana	Raphanus_sativus
OG0013186	AT3G63140.1	XP_018483465.1
OG0013187	AT3G63020.1	XP_018488080.1, XP_018480552.1
OG0013188	AT3G62810.1	XP_018480507.1, XP_018465892.1
OG0013189	AT3G62720.1	XP_018484827.1
OG0013190	AT3G62710.1	XP_018466591.1, XP_018481482.1
OG0013191	AT3G62130.1	XP_018462788.1, XP_018445443.1
OG0013192	AT3G62070.1	XP_018466243.1, XP_018488944.1
OG0013193	AT3G61800.1	XP_018444912.1
OG0013194	AT3G61790.1	XP_018459363.1, XP_018444921.1
OG0013195	AT3G61680.1	XP_018480282.1, XP_018462764.1
OG0013196	AT3G61540.1	XP_018442424.1, XP_018442428.1
OG0013197	AT5G51545.1	XP_018474565.1
OG0013198	AT3G61080.2	XP_018445192.1, XP_018445191.1
OG0013199	AT3G60490.1	XP_018444562.1, XP_018488803.1
OG0013200	AT3G60390.1	XP_018489946.1, XP_018488640.1
OG0013201	AT3G60310.1	XP_018483889.1, XP_018477410.1
OG0013202	AT2G23120.1	XP_018466783.1, XP_018434607.1
OG0013203	AT3G60966.1	XP_018460725.1, XP_018490045.1
OG0013204	AT3G60080.1	XP_018466640.1, XP_018493077.1
OG0013205	AT3G59845.1	XP_018491575.1
OG0013206	AT3G59760.1	XP_018459594.1
OG0013207	AT3G59690.1	XP_018485525.1
OG0013208	AT5G48090.1	XP_018482553.1
OG0013209	AT3G59440.1	XP_018442929.1, XP_018489165.1
OG0013210	AT1G55000.1	XP_018458162.1
OG0013211	AT3G59050.1	XP_018460415.1
OG0013212	AT1G66080.1	XP_018458720.1
OG0013213	AT4G26500.1	XP_018472261.1
OG0013214	AT3G58590.1	XP_018478233.1, XP_018477603.1
OG0013216	AT3G47390.1	XP_018433411.1
OG0013217	AT3G58170.1	XP_018487044.1, XP_018446271.1
OG0013218	AT3G58150.1	XP_018481940.1
OG0013219	AT3G58090.1	XP_018480142.1, XP_018480144.1, XP_018465175.1
OG0013220	AT3G57920.1	XP_018446184.1, XP_018445714.1
OG0013221	AT3G57910.1	XP_018446185.1, XP_018445716.1
OG0013222	AT3G57780.1	XP_018482754.1, XP_018462610.1
OG0013223	AT3G57480.1	XP_018442767.1
OG0013224	AT3G57430.1	XP_018488023.1, XP_018490548.1
OG0013225	AT3G57300.2	XP_018492193.1, XP_018492184.1
OG0013226	AT3G57030.1	XP_018491160.1
OG0013227	AT3G56891.1	XP_018490361.1
OG0013228	AT3G56820.1	XP_018488386.1, XP_018488385.1
OG0013229	AT3G56770.1	XP_018458584.1
OG0013230	AT3G56690.1	XP_018492130.1, XP_018488361.1
OG0013231	AT3G56570.2	XP_018488013.1, XP_018490827.1
OG0013232	AT3G56500.1	XP_018460411.1, XP_018458573.1
OG0013233	AT3G56270.1	XP_018489386.1, XP_018461221.1, XP_018467350.1
OG0013234	AT3G56260.2	XP_018461222.1
OG0013235	AT3G56210.5	XP_018462999.1, XP_018461231.1
OG0013236	AT5G48730.1	XP_018477445.1
OG0013237	AT3G56070.1	XP_018486134.1
OG0013238	AT3G55950.1	XP_018488010.1, XP_018488011.1
OG0013239	AT3G55530.1	XP_018458429.1, XP_018490743.1
OG0013240	AT3G55520.1	XP_018458432.1, XP_018489007.1
OG0013241	AT3G55400.1	XP_018493401.1
OG0013242	AT3G55340.1	XP_018432556.1
OG0013243	AT3G54990.1	XP_018491037.1
OG0013244	AT3G54860.2	XP_018452362.1, XP_018452372.1
OG0013245	AT3G54850.1	XP_018491940.1, XP_018491941.1
OG0013246	AT3G54770.1	XP_018464132.1, XP_018489947.1
OG0013247	AT3G54710.1	XP_018465312.1, XP_018467073.1
OG0013248	AT3G54510.2	XP_018490242.1, XP_018489707.1
OG0013249	AT3G54260.1	XP_018477442.1
OG0013250	AT3G54230.2	XP_018492432.1
OG0013251	AT1G66210.1	XP_018476254.1, XP_018444758.1
OG0013252	AT3G54090.1	XP_018490643.1
OG0013253	AT4G16440.1	XP_018471104.1
OG0013254	AT3G53800.1	XP_018488428.1
OG0013255	AT2G24615.1, AT2G24625.1	XP_018455584.1
OG0013256	AT3G53440.1	XP_018486068.1
OG0013257	AT3G53400.1	XP_018484261.1, XP_018460322.1
OG0013258	AT3G53360.1	XP_018487969.1
OG0013259	AT3G53350.9	XP_018486436.1
OG0013260	AT3G53040.1	XP_018482075.1
OG0013261	AT3G52905.1	XP_018483996.1
OG0013262	AT3G52880.2	XP_018493438.1
OG0013263	AT3G52850.1	XP_018492774.1
OG0013264	AT3G52540.1	XP_018438125.1, XP_018462455.1
OG0013265	AT5G53940.1	XP_018449300.1
OG0013266	AT5G53930.1	XP_018472215.1
OG0013267	AT5G53920.1	XP_018472216.1
OG0013268	AT5G53900.2	XP_018447304.1, XP_018447725.1
OG0013269	AT5G53480.1	XP_018456635.1
OG0013270	AT5G53370.2	XP_018444849.1, XP_018456554.1
OG0013271	AT5G53190.1	XP_018468923.1, XP_018452005.1
OG0013272	AT4G16144.1	XP_018470028.1
OG0013273	AT4G16130.1	XP_018472370.1
OG0013274	AT4G24480.1	XP_018469918.1
OG0013275	AT4G16060.1	XP_018483688.1
OG0013276	AT3G24630.1	XP_018465653.1, XP_018465652.1
OG0013277	AT3G24760.1	XP_018486728.1, XP_018486720.1
OG0013278	AT3G25230.2	XP_018493151.1
OG0013279	AT3G25400.1	XP_018492344.1
OG0013280	AT3G25410.1	XP_018492342.1
OG0013281	AT3G25493.1, AT3G25500.1	XP_018491531.1
OG0013282	AT2G04540.1	XP_018485860.1
OG0013283	AT2G04850.1	XP_018485507.1
OG0013284	AT2G04845.1	XP_018487146.1
OG0013285	AT2G04880.1	XP_018491223.1
OG0013286	AT2G05590.2	XP_018485526.1, XP_018432938.1
OG0013287	AT2G05940.1	XP_018432576.1
OG0013288	AT2G06025.1	XP_018462221.1, XP_018432985.1
OG0013291	AT3G24330.1	XP_018493532.1
OG0013292	AT3G24430.1	XP_018478146.1
OG0013293	AT3G24440.1	XP_018432650.1
OG0013295	AT1G66750.1	XP_018446575.1, XP_018445031.1
OG0013296	AT1G66890.1	XP_018444306.1, XP_018444125.1
OG0013297	AT5G28720.1	XP_018445537.1
OG0013298	AT1G67060.1	XP_018455335.1, XP_018455343.1
OG0013299	AT1G67080.1	XP_018467865.1
OG0013300	AT1G67180.1	XP_018468050.1
OG0013301	AT1G67190.1	XP_018446921.1
OG0013302	AT1G67280.1	XP_018446970.1
OG0013303	AT1G67550.1	XP_018456157.1, XP_018472013.1
OG0013304	AT1G67580.1	XP_018445682.1, XP_018461897.1
OG0013305	AT1G67630.1	XP_018446194.1
OG0013306	AT1G67790.1	XP_018445072.1
OG0013307	AT1G67940.1	XP_018447009.1, XP_018446232.1
OG0013308	AT1G68100.1	XP_018446526.1
OG0013309	AT1G68350.1	XP_018444812.1, XP_018461396.1
OG0013310	AT1G68480.1	XP_018469525.1, XP_018455259.1
OG0013311	AT5G36170.1	XP_018442719.1, XP_018443146.1
OG0013312	AT2G17972.1	XP_018442066.1
OG0013313	AT2G18280.1	XP_018433552.1, XP_018466325.1
OG0013314	AT2G18328.1	XP_018489414.1, XP_018436937.1, XP_018436934.1
OG0013315	AT5G40940.1	XP_018478143.1
OG0013316	AT2G18480.1	XP_018454851.1, XP_018453963.1
OG0013317	AT2G18650.1	XP_018437285.1
OG0013318	AT2G18700.1	XP_018456847.1
OG0013319	AT2G18710.1	XP_018433359.1
OG0013320	AT2G18940.1	XP_018432522.1
OG0013321	AT2G18950.1	XP_018435002.1
OG0013322	AT2G19130.1	XP_018486990.1, XP_018457307.1
OG0013323	AT2G19270.1	XP_018441743.1, XP_018441488.1
OG0013324	AT2G19400.1	XP_018439134.1, XP_018455310.1
OG0013325	AT2G19560.1	XP_018460546.1, XP_018434989.1
OG0013326	AT2G19620.1	XP_018441764.1, XP_018441797.1
OG0013327	AT2G19710.1	XP_018440414.1
OG0013328	AT2G41170.2	XP_018439604.1, XP_018439605.1
OG0013329	AT2G41160.1	XP_018439609.1, XP_018439608.1
OG0013330	AT2G41040.1	XP_018478395.1
OG0013331	AT2G41020.1	XP_018477605.1
OG0013332	AT2G41000.2	XP_018484917.1
OG0013333	AT2G40980.1	XP_018441836.1, XP_018476958.1
OG0013334	AT2G40860.1	XP_018476045.1
OG0013335	AT2G40810.1	XP_018477186.1
OG0013336	AT2G40620.1	XP_018441811.1
OG0013337	AT2G40570.1	XP_018480535.1
OG0013338	AT2G40550.1	XP_018480998.1, XP_018461156.1
OG0013339	AT2G40410.2	XP_018441085.1
OG0013340	AT2G40160.2	XP_018474974.1
OG0013341	AT2G40030.1	XP_018476063.1
OG0013342	AT2G39930.1	XP_018441554.1
OG0013343	AT2G39740.1	XP_018483678.1, XP_018483677.1
OG0013344	AT2G39690.5	XP_018466219.1, XP_018483096.1
OG0013345	AT2G39580.2	XP_018483095.1
OG0013346	AT2G39270.1	XP_018440169.1
OG0013347	AT2G39170.1	XP_018476630.1
OG0013348	AT2G39140.1	XP_018434135.1
OG0013349	AT2G28290.5	XP_018474912.1
OG0013350	AT2G39010.1	XP_018476467.1
OG0013351	AT2G39000.1	XP_018484869.1
OG0013352	AT2G38680.1	XP_018472581.1
OG0013353	AT3G47420.1	XP_018489105.1, XP_018441670.1
OG0013354	AT2G24390.1	XP_018477820.1
OG0013355	AT2G38500.1	XP_018436805.1
OG0013356	AT3G43600.1	XP_018440126.1
OG0013357	AT2G37570.1	XP_018440084.1
OG0013358	AT2G38300.1	XP_018437061.1
OG0013359	AT2G38060.2	XP_018482706.1, XP_018462997.1
OG0013360	AT2G38025.1	XP_018474542.1
OG0013361	AT2G37925.1	XP_018437203.1
OG0013362	AT2G01460.1	XP_018439744.1
OG0013363	AT2G37670.2	XP_018459360.1
OG0013364	AT2G37585.1	XP_018440085.1
OG0013365	AT2G37420.1	XP_018483443.1, XP_018483444.1
OG0013366	AT2G37320.1	XP_018434198.1
OG0013367	AT2G37290.2	XP_018465238.1, XP_018439467.1
OG0013369	AT2G37035.1	XP_018433154.1
OG0013370	AT2G37020.3	XP_018473091.1, XP_018473270.1
OG0013371	AT2G36980.1	XP_018436946.1
OG0013372	AT3G20480.1	XP_018436940.1
OG0013373	AT2G36895.3	XP_018478251.1, XP_018478254.1
OG0013374	AT4G25910.1	XP_018470522.1, XP_018469662.1
OG0013375	AT4G03965.1	XP_018475207.1, XP_018475213.1
OG0013376	AT4G04180.1	XP_018460775.1, XP_018455125.1, XP_018453790.1
OG0013377	AT1G06440.1	XP_018442846.1
OG0013378	AT3G19860.2	XP_018433737.1
OG0013379	AT3G19870.2	XP_018441024.1
OG0013380	AT2G22660.2	XP_018483858.1
OG0013381	AT4G04790.1	XP_018452395.1
OG0013382	AT4G12030.2	XP_018473364.1
OG0013383	AT4G12000.1	XP_018459077.1, XP_018452873.1
OG0013384	AT4G11860.1	XP_018460443.1, XP_018454317.1
OG0013385	AT4G12230.1	XP_018472942.1, XP_018476921.1
OG0013386	AT4G12450.1	XP_018459370.1
OG0013387	AT2G21150.1	XP_018436641.1
OG0013388	AT2G21440.1	XP_018434495.1, XP_018463024.1
OG0013389	AT2G21610.2	XP_018436215.1
OG0013390	AT2G21710.1	XP_018440630.1
OG0013391	AT2G21890.1, AT2G21730.1	XP_018437274.1
OG0013392	AT2G21940.4	XP_018466201.1, XP_018466660.1
OG0013393	AT2G21990.1	XP_018482421.1
OG0013394	AT2G22010.2	XP_018440420.1, XP_018440452.1
OG0013395	AT2G22120.2	XP_018433636.1, XP_018478641.1
OG0013396	AT2G22270.1	XP_018478398.1
OG0013397	AT2G22300.1	XP_018483642.1
OG0013398	AT2G22460.1	XP_018482379.1, XP_018462362.1
OG0013399	AT2G22560.1	XP_018436202.1, XP_018484698.1, XP_018485053.1
OG0013400	AT2G22630.1	XP_018438024.1, XP_018484702.1
OG0013401	AT2G23030.1	XP_018480278.1
OG0013402	AT2G23780.1	XP_018459003.1
OG0013403	AT2G23755.1	XP_018440760.1, XP_018440889.1
OG0013404	AT2G25260.1	XP_018478752.1
OG0013405	AT2G25460.2	XP_018436955.1
OG0013406	AT2G25180.1	XP_018478453.1, XP_018479782.1
OG0013407	AT2G25870.1	XP_018477087.1
OG0013408	AT2G25910.2	XP_018477602.1
OG0013409	AT2G26150.1	XP_018463277.1, XP_018473473.1
OG0013410	AT2G26500.1	XP_018486758.1
OG0013411	AT2G25100.1	XP_018466138.1, XP_018480688.1
OG0013412	AT2G25050.1, AT3G32410.1	XP_018441470.1
OG0013413	AT2G24970.1	XP_018437723.1, XP_018437724.1
OG0013414	AT2G26310.1	XP_018481167.1, XP_018483595.1
OG0013415	AT2G25730.2	XP_018475895.1
OG0013416	AT2G25760.2	XP_018441927.1
OG0013417	AT1G44910.1	XP_018437821.1
OG0013418	AT1G27460.1	XP_018450548.1, XP_018451252.1
OG0013419	AT1G43620.1	XP_018486407.1, XP_018460615.1
OG0013421	AT1G43670.1	XP_018485910.1
OG0013422	AT1G43860.1	XP_018491361.1
OG0013423	AT1G44770.1	XP_018442064.1
OG0013424	AT1G44790.1	XP_018473405.1
OG0013425	AT1G38131.1, AT1G38065.1	XP_018432581.1
OG0013426	AT1G35620.1	XP_018493518.1
OG0013427	AT1G35530.2	XP_018432936.1
OG0013428	AT1G35340.1	XP_018458443.1
OG0013429	AT1G35330.1	XP_018447616.1
OG0013430	AT1G35210.1	XP_018488965.1, XP_018488971.1
OG0013431	AT1G34370.1	XP_018451688.1
OG0013432	AT1G34300.1	XP_018451277.1
OG0013433	AT1G34150.1	XP_018468373.1
OG0013434	AT1G34120.2	XP_018486151.1
OG0013435	AT2G26230.1	XP_018491476.1
OG0013436	AT1G33810.1	XP_018440335.1
OG0013437	AT1G33500.1	XP_018493172.1
OG0013438	AT1G33475.1	XP_018440145.1
OG0013439	AT1G33470.1	XP_018493184.1
OG0013440	AT1G33340.1	XP_018484956.1
OG0013441	AT1G33350.1	XP_018439355.1
OG0013442	AT4G09720.3	XP_018473523.1, XP_018447889.1
OG0013443	AT4G09020.1	XP_018472584.1
OG0013444	AT4G10010.2	XP_018468698.1, XP_018463052.1
OG0013445	AT4G10110.1	XP_018452750.1
OG0013446	AT4G10130.1	XP_018470878.1, XP_018454630.1
OG0013447	AT4G10380.1	XP_018443968.1
OG0013448	AT4G10800.1	XP_018452598.1, XP_018452600.1
OG0013449	AT4G11030.1	XP_018458953.1, XP_018454948.1
OG0013450	AT4G11060.1	XP_018457972.1
OG0013451	AT4G11090.1	XP_018453317.1, XP_018465316.1
OG0013452	AT4G11270.1	XP_018456457.1
OG0013453	AT4G11300.1	XP_018453242.1, XP_018453277.1
OG0013454	AT4G11330.1	XP_018452532.1
OG0013455	AT5G19130.1	XP_018462327.1, XP_018446749.1
OG0013456	AT5G19151.1	XP_018471278.1, XP_018468002.1, XP_018468575.1
OG0013457	AT5G19220.1	XP_018442393.1
OG0013458	AT5G26680.1	XP_018477967.1
OG0013459	AT5G26610.1	XP_018471047.1, XP_018454037.1
OG0013460	AT5G26749.2	XP_018471049.1, XP_018455663.1
OG0013461	AT5G26760.2	XP_018441510.1
OG0013462	AT5G27860.1	XP_018478314.1
OG0013463	AT5G27730.1	XP_018464478.1, XP_018435627.1
OG0013464	AT5G27690.1	XP_018440236.1, XP_018433002.1
OG0013465	AT5G27660.2	XP_018484152.1
OG0013466	AT5G27600.1	XP_018478976.1, XP_018465634.1
OG0013467	AT2G22650.1	XP_018484713.1
OG0013468	AT2G20142.1	XP_018460755.1, XP_018481611.1
OG0013469	AT2G20240.1	XP_018435813.1
OG0013471	AT2G20820.2	XP_018440723.1, XP_018436831.1
OG0013472	AT3G46450.2	XP_018464635.1, XP_018489781.1
OG0013473	AT3G45830.1	XP_018436482.1, XP_018464103.1
OG0013474	AT2G47910.1	XP_018484095.1, XP_018484149.1
OG0013475	AT2G47860.3	XP_018472265.1
OG0013476	AT2G47810.1	XP_018474925.1
OG0013477	AT2G47780.1	XP_018441503.1
OG0013478	AT2G47700.1	XP_018439799.1
OG0013479	AT2G47590.1	XP_018440307.1
OG0013480	AT2G47580.1	XP_018434053.1
OG0013481	AT2G40940.1	XP_018439085.1
OG0013482	AT2G47490.1	XP_018433967.1
OG0013483	AT2G47330.1	XP_018440985.1
OG0013484	AT2G47320.1	XP_018473086.1
OG0013485	AT2G47310.1	XP_018477423.1
OG0013486	AT2G47020.3	XP_018440347.1
OG0013488	AT2G46930.1	XP_018433880.1
OG0013489	AT3G10280.1, AT2G46720.1	XP_018440364.1
OG0013490	AT2G46660.1	XP_018482425.1, XP_018436920.1
OG0013491	AT2G46580.1	XP_018484900.1
OG0013492	AT2G46570.1	XP_018484898.1
OG0013493	AT2G46560.1	XP_018437889.1
OG0013494	AT2G46470.1	XP_018472960.1
OG0013495	AT2G46380.1	XP_018441365.1, XP_018441249.1
OG0013496	AT2G46340.1	XP_018440941.1, XP_018440946.1
OG0013497	AT2G46320.1	XP_018441889.1, XP_018441928.1
OG0013498	AT2G46270.1	XP_018434077.1, XP_018434062.1
OG0013499	AT2G46210.1	XP_018438235.1
OG0013500	AT2G45990.1	XP_018436617.1
OG0013501	AT2G45970.1	XP_018436612.1
OG0013502	AT2G45860.1	XP_018436604.1
OG0013503	AT2G45850.1	XP_018478179.1, XP_018479127.1
OG0013504	AT2G45600.1	XP_018437373.1
OG0013505	AT2G45520.1	XP_018480416.1
OG0013506	AT2G45320.1	XP_018476579.1
OG0013507	AT2G45280.2	XP_018440034.1, XP_018440036.1
OG0013508	AT2G45000.1	XP_018440001.1
OG0013509	AT2G44925.1	XP_018456437.1, XP_018482275.1
OG0013510	AT2G44660.1	XP_018440448.1
OG0013511	AT2G44600.1	XP_018438749.1
OG0013512	AT2G44580.1	XP_018433959.1
OG0013513	AT2G44500.1	XP_018441204.1
OG0013514	AT2G44430.1	XP_018464485.1, XP_018433764.1
OG0013515	AT2G44410.1	XP_018433133.1
OG0013516	AT2G44310.1	XP_018474538.1
OG0013518	AT2G44020.1	XP_018440924.1
OG0013519	AT2G43650.1	XP_018472607.1
OG0013520	AT3G45890.1	XP_018436489.1
OG0013521	AT2G43540.1	XP_018481230.1, XP_018483079.1
OG0013522	AT2G43420.1	XP_018439438.1
OG0013523	AT2G43250.1	XP_018485358.1
OG0013524	AT2G43190.1	XP_018435184.1
OG0013525	AT2G43030.1	XP_018472974.1
OG0013526	AT2G43010.5	XP_018473360.1
OG0013527	AT2G42975.1	XP_018480937.1
OG0013528	AT2G42780.1	XP_018473054.1
OG0013529	AT2G42700.2	XP_018462570.1, XP_018440767.1
OG0013530	AT2G42690.1	XP_018484203.1
OG0013531	AT2G42450.1	XP_018433743.1
OG0013532	AT5G48880.2	XP_018440520.1
OG0013533	AT2G42260.1	XP_018436735.1
OG0013534	AT2G42220.1	XP_018481467.1, XP_018485187.1
OG0013535	AT2G42110.1	XP_018437147.1
OG0013536	AT2G41670.1	XP_018441359.1
OG0013537	AT2G41680.1	XP_018441358.1, XP_018472982.1
OG0013538	AT2G41690.1	XP_018476058.1
OG0013539	AT2G41700.1	XP_018476057.1
OG0013540	AT2G41705.1	XP_018465021.1, XP_018478880.1
OG0013541	AT2G41370.1	XP_018477043.1
OG0013542	AT2G41330.1	XP_018482661.1
OG0013543	AT3G01370.1	XP_018490956.1
OG0013544	AT3G01360.1	XP_018490962.1
OG0013545	AT3G01320.1	XP_018439114.1
OG0013546	AT3G01175.1	XP_018438884.1
OG0013547	AT4G07390.1	XP_018462270.1, XP_018474770.1
OG0013548	AT3G02220.1	XP_018488631.1
OG0013549	AT3G02430.1	XP_018435257.1, XP_018435258.1
OG0013550	AT3G02650.1	XP_018439337.1
OG0013551	AT3G02740.1	XP_018490611.1
OG0013552	AT3G02940.1	XP_018489188.1, XP_018437345.1
OG0013553	AT3G03280.1	XP_018489247.1
OG0013554	AT3G03320.1	XP_018491399.1, XP_018491394.1
OG0013555	AT3G03560.1	XP_018486684.1
OG0013556	AT3G03630.1	XP_018440540.1
OG0013557	AT3G03680.1	XP_018433340.1, XP_018440068.1
OG0013558	AT3G03690.1	XP_018434414.1, XP_018440070.1
OG0013559	AT3G04440.1, AT3G03700.1	XP_018489344.1
OG0013560	AT3G03790.3	XP_018492268.1
OG0013561	AT3G03870.2	XP_018491751.1, XP_018434139.1
OG0013562	AT3G03890.1	XP_018488757.1
OG0013563	AT3G04310.1	XP_018486723.1, XP_018483063.1
OG0013564	AT3G04360.1	XP_018491245.1
OG0013565	AT3G04550.1	XP_018439234.1, XP_018437176.1
OG0013566	AT3G04560.1	XP_018486320.1
OG0013567	AT3G04640.1	XP_018486264.1
OG0013568	AT3G04650.1	XP_018493092.1
OG0013569	AT3G04720.1	XP_018490634.1, XP_018467537.1
OG0013570	AT3G04780.1	XP_018439566.1, XP_018493255.1
OG0013571	AT3G04870.1	XP_018493360.1
OG0013572	AT3G04890.4	XP_018487407.1, XP_018489461.1
OG0013573	AT3G04950.1	XP_018463428.1, XP_018489454.1
OG0013574	AT4G08630.1	XP_018485555.1
OG0013575	AT3G05250.1	XP_018491654.1
OG0013576	AT3G05350.1	XP_018493433.1
OG0013577	AT3G05400.1	XP_018488721.1
OG0013578	AT3G05625.1	XP_018489147.1, XP_018489003.1
OG0013579	AT3G05725.1	XP_018490088.1, XP_018438625.1
OG0013580	AT3G05910.1	XP_018489017.1, XP_018432611.1, XP_018492273.1
OG0013581	AT3G05936.1	XP_018489267.1, XP_018489806.1
OG0013582	AT3G05940.1	XP_018485521.1
OG0013583	AT3G06100.1	XP_018466216.1, XP_018487426.1, XP_018488416.1
OG0013584	AT3G06170.1	XP_018488358.1, XP_018462413.1
OG0013585	AT3G06390.1	XP_018488884.1
OG0013586	AT3G06480.1	XP_018492022.1
OG0013588	AT3G06580.1	XP_018437097.1, XP_018432960.1
OG0013589	AT3G66658.2	XP_018432884.1
OG0013590	AT3G06770.5	XP_018492936.1
OG0013591	AT3G07080.1	XP_018491708.1
OG0013592	AT3G07130.2	XP_018485583.1, XP_018485585.1
OG0013593	AT3G07140.1	XP_018492862.1
OG0013594	AT3G07180.1	XP_018492829.1
OG0013595	AT3G07400.1	XP_018491150.1
OG0013596	AT3G07450.1	XP_018491154.1, XP_018490326.1, XP_018462746.1
OG0013597	AT3G07720.1	XP_018491081.1
OG0013598	AT3G07740.4	XP_018488433.1, XP_018492581.1
OG0013599	AT3G08490.1	XP_018489927.1
OG0013600	AT3G08550.1	XP_018441872.1
OG0013601	AT3G08680.1	XP_018493017.1
OG0013602	AT3G08920.1	XP_018489624.1, XP_018489611.1
OG0013603	AT3G08960.1	XP_018492959.1
OG0013604	AT4G24270.2	XP_018472089.1
OG0013605	AT3G09010.1	XP_018486914.1, XP_018434823.1
OG0013606	AT3G09030.1	XP_018485705.1
OG0013607	AT3G09100.2	XP_018489478.1
OG0013608	AT3G09490.1	XP_018435327.1
OG0013609	AT3G09540.1	XP_018491238.1
OG0013610	AT3G09650.1	XP_018492746.1
OG0013611	AT3G09920.1	XP_018491408.1
OG0013612	AT3G09930.1	XP_018490005.1
OG0013613	AT3G10080.2	XP_018437073.1
OG0013614	AT3G10150.2	XP_018490050.1
OG0013615	AT3G10180.1	XP_018492805.1
OG0013616	AT3G10420.2	XP_018464580.1, XP_018441807.1
OG0013617	AT3G10595.1	XP_018435341.1, XP_018435335.1
OG0013618	AT3G10630.1	XP_018434480.1, XP_018439387.1
OG0013619	AT3G10800.1	XP_018435340.1
OG0013620	AT3G10810.1	XP_018440141.1
OG0013621	AT3G10815.1	XP_018489024.1, XP_018489213.1
OG0013622	AT3G10850.1	XP_018492607.1
OG0013623	AT3G10910.1	XP_018437319.1, XP_018437526.1
OG0013625	AT3G11090.1	XP_018488521.1
OG0013626	AT3G11180.2	XP_018441905.1, XP_018438724.1
OG0013627	AT3G11220.1	XP_018489206.1, XP_018488519.1
OG0013628	AT3G11560.2	XP_018487489.1, XP_018492778.1
OG0013629	AT3G11640.1	XP_018437302.1
OG0013630	AT3G12010.1	XP_018491216.1
OG0013631	AT3G12080.1	XP_018485563.1, XP_018464942.1
OG0013632	AT3G12120.1	XP_018492680.1
OG0013633	AT3G12180.1	XP_018487322.1
OG0013634	AT3G12370.1	XP_018486891.1
OG0013635	AT3G12400.2	XP_018487055.1, XP_018490424.1
OG0013636	AT3G12550.1	XP_018490593.1
OG0013637	AT3G12680.1	XP_018485902.1, XP_018485593.1
OG0013638	AT3G12775.1	XP_018488289.1, XP_018432580.1
OG0013639	AT3G12940.2	XP_018492761.1
OG0013640	AT3G13130.1	XP_018493082.1, XP_018488650.1
OG0013641	AT3G13220.1	XP_018433943.1
OG0013642	AT3G13650.1	XP_018489137.1, XP_018487275.1
OG0013643	AT3G13880.1	XP_018434801.1, XP_018439011.1
OG0013644	AT3G46600.1	XP_018433919.1, XP_018471716.1
OG0013645	AT3G14060.1	XP_018463106.1, XP_018438050.1, XP_018438048.1
OG0013646	AT3G14395.1	XP_018491923.1, XP_018485856.1, XP_018467243.1
OG0013647	AT3G14590.2	XP_018441857.1
OG0013648	AT3G14750.1	XP_018461780.1, XP_018485606.1
OG0013649	AT3G14870.1	XP_018485427.1, XP_018487255.1
OG0013650	AT3G14930.1	XP_018485591.1, XP_018485545.1
OG0013651	AT3G15150.1	XP_018492256.1, XP_018492262.1
OG0013652	AT3G15200.1	XP_018493237.1, XP_018492257.1
OG0013653	AT3G15240.2	XP_018489221.1
OG0013654	AT3G15280.1	XP_018489559.1
OG0013655	AT3G15354.3	XP_018491566.1
OG0013656	AT3G15360.1	XP_018486460.1, XP_018490789.1
OG0013657	AT3G15590.1	XP_018485976.1
OG0013658	AT3G15620.1	XP_018440643.1
OG0013659	AT5G39840.1	XP_018484060.1
OG0013660	AT3G15700.1	XP_018433771.1
OG0013661	AT3G15790.1	XP_018463722.1, XP_018434957.1
OG0013662	AT3G15970.1	XP_018488262.1
OG0013663	AT3G16010.1	XP_018486677.1, XP_018486670.1
OG0013664	AT3G16090.1	XP_018433438.1, XP_018433474.1
OG0013665	AT4G33465.2, AT4G14785.1	XP_018438572.1
OG0013666	AT3G16340.1	XP_018488585.1
OG0013667	AT3G16350.1	XP_018488593.1
OG0013668	AT3G16800.1	XP_018438615.1
OG0013669	AT3G16810.1	XP_018485805.1
OG0013670	AT3G16900.1	XP_018464912.1, XP_018437902.1
OG0013671	AT3G16940.1	XP_018466207.1, XP_018492571.1
OG0013672	AT3G16990.1	XP_018488260.1
OG0013673	AT3G17040.1	XP_018485767.1
OG0013674	AT3G17070.1, AT3G42570.1	XP_018490286.1
OG0013675	AT3G17090.1	XP_018438490.1
OG0013676	AT3G17170.1	XP_018439661.1, XP_018434707.1
OG0013677	AT3G17310.1	XP_018492777.1
OG0013679	AT3G17350.1	XP_018489345.1, XP_018491785.1
OG0013680	AT3G17380.1	XP_018491506.1, XP_018489630.1
OG0013681	AT3G17600.1	XP_018464850.1, XP_018490264.1, XP_018490291.1
OG0013682	AT3G17630.1	XP_018440893.1, XP_018489107.1
OG0013683	AT3G17640.1	XP_018485938.1
OG0013684	AT3G17668.1	XP_018437320.1
OG0013685	AT3G17670.2	XP_018432753.1
OG0013686	AT3G17675.1	XP_018432754.1
OG0013687	AT3G17730.1	XP_018489287.1, XP_018489521.1
OG0013688	AT3G17740.1, AT3G17712.2	XP_018487566.1, XP_018489281.1
OG0013689	AT3G17910.1	XP_018486690.1
OG0013690	AT3G17920.1	XP_018491309.1, XP_018491314.1
OG0013691	AT3G18500.3	XP_018488550.1, XP_018488567.1
OG0013692	AT3G18750.1	XP_018439824.1, XP_018492686.1
OG0013693	AT3G19240.1	XP_018492426.1
OG0013694	AT3G19370.1	XP_018492920.1, XP_018460671.1
OG0013695	AT3G19380.1	XP_018434335.1
OG0013696	AT3G19480.1	XP_018487218.1, XP_018493574.1
