Orthogroup	Arabidopsis_thaliana	Conringia_planisiliqua
OG0018658	AT1G15050.1	CP1_g37812_DN3_SP0_c.t1
OG0018659	AT1G15320.1	CP7_g46199_DN3_SP3_c.t1
OG0018662	AT1G15730.1	CP7_g46162_DN3_SP4_c.t1
OG0018663	AT1G16515.2	CP7_g46092_DN2_SP0_c.t1
OG0018664	AT1G16916.2	CP7_g46055_DN1_SP2_c.t1
OG0018666	AT1G17120.1	CP7_g46035_DN2_SP0_c.t1
OG0018667	AT1G17650.1	CP7_g45983_DN3_SP8_c.t1
OG0018668	AT1G19670.1	CP7_g45791_DN3_SP1_c.t1
OG0018670	AT1G20150.1	CP7_g45745_DN3_SP0_c.t1, CP7_g45744_DN3_SP0_c.t1
OG0018671	AT1G20225.1	CP7_g45738_DN3_SP3_c.t1
OG0018675	AT1G22830.1	CP7_g45502_DN1_SP0_c.t1
OG0018676	AT1G22870.1	CP7_g45498_DN3_SP8_c.t1
OG0018677	AT1G71740.1	CP9_g28788_DN2_SP0_c.t1
OG0018678	AT4G24265.2	CP19_g18224_DN1_SP0_c.t1
OG0018679	AT1G33055.1	CP7_g44587_DN2_SP0_c.t1
OG0018680	AT1G50990.1	CP9_g28333_DN3_SP3_c.t1
OG0018681	AT1G63295.2	CP2_g48943_DN3_SP1_c.t1
OG0018682	AT1G63030.1	CP2_g48973_DN3_SP0_c.t1
OG0018683	AT1G62935.1	CP2_g50257_DN1_SP0_c.t1
OG0018684	AT1G62870.1	CP2_g48993_DN3_SP0_c.t1
OG0018685	AT1G62700.1	CP2_g49010_DN3_SP1_c.t1
OG0018686	AT1G62290.1	CP2_g49055_DN3_SP6_c.t1
OG0018687	AT1G60860.1	CP2_g49221_DN3_SP8_c.t1
OG0018689	AT1G60000.1	CP2_g49306_DN3_SP3_c.t1
OG0018690	AT1G58320.1	CP2_g49438_DN3_SP3_c.t1
OG0018692	AT1G56430.1	CP2_g49894_DN3_SP0_c.t1
OG0018693	AT5G40405.1	CP16_g55722_DN3_SP0_c.t1
OG0018694	AT1G64355.1	CP13_g19083_DN3_SP4_c.t1
OG0018695	AT5G46770.1	CP13_g19826_DN3_SP0_c.t1
OG0018697	AT4G04900.1	CP11_g31882_DN2_SP1_c.t1
OG0018698	AT4G29800.2	CP5_g1028_DN3_SP3_c.t1
OG0018701	AT1G48640.1	CP1_g38256_DN3_SP7_c.t1
OG0018702	AT1G48980.1	CP1_g38215_DN3_SP0_c.t1
OG0018704	AT1G49120.1	CP1_g38203_DN2_SP0_c.t1
OG0018705	AT1G49180.1	CP1_g38195_DN3_SP1_c.t1
OG0018707	AT4G38213.1	CP5_g8_DN3_SP1_c.t1
OG0018708	AT4G38590.2	CP5_g42_DN3_SP8_c.t1
OG0018710	AT4G39675.1	CP5_g147_DN2_SP0_c.t1
OG0018711	AT4G37780.1	CP5_g234_DN3_SP0_c.t1
OG0018714	AT4G37480.1	CP5_g260_DN3_SP1_c.t1
OG0018715	AT4G37380.1	CP13_g20198_DN2_SP0_c.t1
OG0018716	AT4G36890.1	CP5_g288_DN3_SP2_c.t1
OG0018718	AT4G35980.1	CP5_g412_DN3_SP7_c.t1
OG0018719	AT4G35850.1	CP5_g425_DN3_SP7_c.t1
OG0018723	AT4G34840.1	CP5_g526_DN3_SP6_c.t1
OG0018724	AT4G34810.1	CP5_g528_DN3_SP0_c.t1
OG0018725	AT3G24000.1	CP5_g602_DN1_SP0_c.t1
OG0018728	AT3G47790.1	CP3_g14616_DN3_SP2_c.t1
OG0018730	AT3G23880.1	CP12_g30769_DN2_SP0_c.t1
OG0018731	AT1G72690.1	CP9_g28908_DN2_SP1_c.t1
OG0018732	AT1G72620.1	CP9_g28900_DN3_SP2_c.t1
OG0018734	AT1G26700.1	CP7_g45306_DN3_SP7_c.t1
OG0018735	AT4G01130.1	CP8_g54588_DN3_SP1_c.t1
OG0018736	AT4G00030.1	CP26_g51137_DN2_SP1_c.t1
OG0018737	AT1G01453.2	CP1_g36473_DN2_SP0_c.t1
OG0018738	AT1G05040.1	CP1_g36570_DN1_SP0_c.t1
OG0018739	AT1G06143.1	CP1_g36905_DN2_SP0_c.t1
OG0018740	AT1G06475.1	CP1_g36933_DN3_SP0_c.t1
OG0018741	AT1G11710.1	CP1_g37468_DN3_SP0_c.t1
OG0018743	AT1G22120.1	CP7_g45574_DN3_SP0_c.t1
OG0018744	AT1G23710.1	CP7_g45416_DN3_SP0_c.t1
OG0018745	AT1G23880.1	CP7_g45397_DN3_SP1_c.t1
OG0018746	AT1G27045.4	CP7_g45340_DN3_SP1_c.t1
OG0018747	AT1G26960.1	CP7_g45333_DN3_SP5_c.t1
OG0018748	AT1G26440.2	CP7_g45282_DN3_SP2_c.t1
OG0018749	AT1G26320.1	CP7_g45275_DN3_SP4_c.t1
OG0018750	AT1G26140.1	CP7_g45258_DN2_SP0_c.t1
OG0018751	AT1G25470.1	CP7_g45235_DN2_SP0_c.t1
OG0018752	AT1G25320.1	CP7_g45219_DN3_SP3_c.t1
OG0018755	AT1G43130.1	CP1_g40244_DN3_SP5_c.t1
OG0018757	AT1G44414.1	CP1_g38939_DN2_SP0_c.t1
OG0018758	AT1G52200.1	CP1_g37901_DN3_SP2_c.t1
OG0018760	AT1G64295.1, AT1G64290.1, AT2G05360.1	CP13_g19092_DN2_SP0_c.t1
OG0018761	AT1G61105.1	CP2_g49178_DN3_SP0_c.t1
OG0018762	AT1G60610.1	CP2_g49244_DN3_SP1_c.t1
OG0018763	AT1G58460.2	CP2_g49412_DN2_SP1_c.t1
OG0018764	AT1G56720.1	CP2_g49772_DN3_SP8_c.t1
OG0018765	AT1G56620.1	CP2_g49817_DN3_SP0_c.t1
OG0018766	AT1G65040.2	CP31_g46733_DN3_SP6_c.t1
OG0018767	AT1G65710.1	CP9_g28066_DN2_SP0_c.t1, CP9_g28069_DN2_SP0_c.t1
OG0018768	AT1G68250.1	CP9_g28401_DN3_SP0_c.t1
OG0018769	AT1G68700.1	CP9_g28457_DN1_SP0_c.t1
OG0018770	AT1G74055.1	CP9_g29048_DN2_SP0_c.t1
OG0018771	AT1G76952.1	CP9_g29339_DN2_SP0_c.t1
OG0018772	AT1G77320.3	CP9_g29375_DN3_SP0_c.t1
OG0018774	AT1G79200.1	CP9_g29558_DN2_SP1_c.t1
OG0018775	AT1G79220.1	CP9_g29560_DN1_SP0_c.t1
OG0018776	AT1G80180.1	CP9_g29700_DN2_SP0_c.t1
OG0018777	AT1G80090.1	CP9_g29710_DN3_SP1_c.t1
OG0018778	AT1G70360.1	CP9_g28648_DN1_SP0_c.t1
OG0018779	AT3G12955.1	CP10_g43252_DN1_SP0_c.t1
OG0018780	AT3G13222.1	CP10_g43280_DN3_SP0_c.t1
OG0018781	AT3G13700.1	CP10_g43331_DN3_SP5_c.t1
OG0018782	AT3G16550.1	CP7_g44451_DN3_SP0_c.t1
OG0018783	AT3G18840.2	CP12_g30225_DN3_SP0_c.t1
OG0018785	AT3G24690.1	CP11_g31828_DN3_SP0_c.t1
OG0018786	AT2G06200.2	CP17_g5291_DN3_SP0_c.t1
OG0018788	AT2G13610.1	CP15_g35279_DN3_SP0_c.t1
OG0018790	AT2G16270.1	CP10_g43991_DN3_SP0_c.t1
OG0018792	AT2G18880.1	CP10_g43631_DN3_SP0_c.t1
OG0018793	AT2G20825.1	CP12_g29814_DN3_SP4_c.t1
OG0018794	AT2G20875.1	CP12_g29806_DN3_SP1_c.t1
OG0018795	AT2G23290.1	CP16_g54979_DN3_SP0_c.t1
OG0018796	AT2G23430.1	CP16_g54994_DN3_SP0_c.t1
OG0018797	AT2G23470.1	CP16_g55003_DN3_SP2_c.t1
OG0018798	AT2G24100.1	CP16_g55064_DN3_SP2_c.t1
OG0018799	AT2G24570.1	CP16_g55135_DN3_SP2_c.t1
OG0018800	AT2G24700.1	CP16_g55153_DN3_SP0_c.t1, CP25_g55828_DN3_SP0_c.t1
OG0018801	AT2G24762.1	CP16_g55170_DN2_SP0_c.t1
OG0018804	AT2G26810.1	CP4_g26673_DN3_SP6_c.t1
OG0018806	AT2G34010.1	CP4_g25341_DN3_SP0_c.t1
OG0018807	AT2G34340.1	CP4_g25311_DN3_SP0_c.t1
OG0018808	AT2G36560.1	CP4_g25086_DN3_SP0_c.t1
OG0018809	AT2G37510.2	CP4_g24983_DN3_SP5_c.t1
OG0018811	AT2G43280.1	CP4_g24401_DN3_SP5_c.t1
OG0018812	AT2G47115.1	CP4_g24009_DN3_SP0_c.t1
OG0018815	AT3G26130.2	CP13_g19394_DN3_SP0_c.t1
OG0018816	AT3G27920.1	CP13_g19221_DN3_SP3_c.t1
OG0018817	AT3G43120.1	CP3_g15931_DN3_SP0_c.t1
OG0018818	AT3G44960.2	CP3_g14952_DN3_SP0_c.t1
OG0018819	AT3G45730.1	CP3_g14860_DN2_SP0_c.t1
OG0018820	AT3G53790.1	CP3_g13979_DN3_SP0_c.t1
OG0018822	AT3G49740.1	CP3_g14401_DN3_SP0_c.t1
OG0018823	AT3G50750.1	CP3_g14303_DN3_SP4_c.t1
OG0018824	AT3G51325.1	CP3_g14234_DN2_SP0_c.t1
OG0018825	AT3G53600.1	CP3_g13994_DN1_SP0_c.t1
OG0018826	AT3G55080.1	CP3_g13840_DN3_SP2_c.t1
OG0018828	AT3G60400.1	CP3_g13349_DN2_SP0_c.t1
OG0018829	AT3G62340.1	CP3_g13155_DN3_SP0_c.t1
OG0018831	AT5G15460.1	CP11_g32425_DN3_SP0_c.t1
OG0018833	AT5G24313.1	CP2_g48352_DN3_SP0_c.t1
OG0018834	AT5G28646.1	CP2_g48657_DN3_SP3_c.t1
OG0018835	AT4G08040.1	CP14_g23840_DN3_SP8_c.t1
OG0018836	AT4G08210.1	CP14_g23701_DN3_SP0_c.t1
OG0018837	AT4G10000.1	CP20_g4148_DN3_SP7_c.t1
OG0018838	AT4G10260.1	CP20_g4198_DN3_SP8_c.t1
OG0018840	AT4G04972.1	CP11_g31892_DN3_SP0_c.t1
OG0018843	AT4G37010.2	CP5_g301_DN3_SP1_c.t1
OG0018844	AT4G35520.2	CP5_g458_DN3_SP0_c.t1
OG0018845	AT4G34800.1	CP5_g529_DN3_SP0_c.t1
OG0018847	AT4G28370.1	CP5_g1164_DN3_SP8_c.t1
OG0018848	AT4G26880.1	CP19_g17947_DN3_SP0_c.t1
OG0018849	AT4G26770.1	CP19_g17956_DN3_SP6_c.t1
OG0018850	AT4G26580.1	CP19_g17980_DN3_SP4_c.t1
OG0018851	AT4G26455.1	CP19_g17995_DN3_SP0_c.t1
OG0018852	AT4G25790.1	CP19_g18063_DN3_SP1_c.t1
OG0018853	AT4G24510.1	CP19_g18200_DN3_SP0_c.t1
OG0018854	AT4G17680.1	CP6_g7062_DN3_SP0_c.t1
OG0018856	AT4G13730.1	CP6_g7667_DN3_SP8_c.t1
OG0018858	AT4G13020.3	CP10_g43634_DN3_SP6_c.t1
OG0018859	AT5G35790.1	CP5_g2088_DN3_SP8_c.t1
OG0018860	AT5G37570.1	CP5_g1786_DN3_SP0_c.t1
OG0018861	AT5G40410.1	CP5_g1376_DN1_SP0_c.t1
OG0018862	AT5G42450.1	CP22_g17286_DN3_SP0_c.t1
OG0018863	AT5G42380.1	CP22_g17343_DN3_SP0_c.t1
OG0018864	AT5G42290.1	CP22_g17652_DN3_SP0_c.t1
OG0018865	AT5G48610.3, AT5G43490.1	CP2_g48769_DN3_SP0_c.t1
OG0018866	AT5G49015.1	CP2_g48730_DN1_SP0_c.t1
OG0018867	AT5G50000.1	CP8_g52359_DN3_SP8_c.t1
OG0018868	AT5G50160.1	CP8_g52573_DN3_SP0_c.t1
OG0018869	AT5G50335.1	CP8_g52812_DN1_SP0_c.t1
OG0018870	AT5G50720.1	CP8_g52923_DN3_SP7_c.t1
OG0018871	AT5G50990.1	CP8_g52976_DN3_SP4_c.t1
OG0018873	AT5G51550.1	CP8_g53060_DN2_SP0_c.t1
OG0018874	AT5G51585.1	CP8_g53088_DN1_SP0_c.t1, CP16_g54862_DN2_SP0_c.t1
OG0018875	AT5G51770.1	CP8_g53114_DN3_SP0_c.t1
OG0018876	AT5G51910.1	CP8_g53129_DN3_SP0_c.t1
OG0018877	AT5G52250.1	CP8_g53178_DN3_SP0_c.t1
OG0018878	AT5G52850.1	CP8_g53233_DN3_SP0_c.t1
OG0018880	AT5G54165.1	CP8_g53392_DN1_SP0_c.t1
OG0018881	AT5G64110.1	CP2_g47892_DN3_SP3_c.t1
OG0018882	AT5G66500.1	CP2_g47571_DN3_SP0_c.t1
OG0018883	AT5G66100.1	CP2_g47529_DN3_SP0_c.t1
OG0018885	AT5G66815.1	CP2_g47609_DN1_SP0_c.t1
OG0018886	AT4G35783.1	CP5_g432_DN1_SP0_c.t1
OG0018888	AT4G01200.1	CP8_g54593_DN1_SP0_c.t1
OG0018889	AT5G17890.1	CP11_g32184_DN3_SP0_c.t1
OG0018890	AT5G57123.1	CP8_g53707_DN2_SP0_c.t1
OG0018892	AT2G38905.1	CP4_g24831_DN3_SP5_c.t1
OG0018893	AT5G35300.1	CP2_g49981_DN3_SP0_c.t1
OG0018894	AT1G73780.1	CP9_g29014_DN3_SP0_c.t1
OG0018912	AT3G48490.1	CP3_g14534_DN3_SP0_c.t1
OG0018913	AT3G48350.1	CP3_g14550_DN3_SP3_c.t1
OG0018914	AT3G48020.1	CP3_g14585_DN2_SP0_c.t1
OG0018918	AT5G16940.1	CP11_g32269_DN3_SP0_c.t1
OG0018919	AT5G15860.1	CP11_g32385_DN3_SP7_c.t1
OG0018921	AT5G14470.1	CP11_g32520_DN3_SP6_c.t1
OG0018923	AT5G11600.1	CP11_g32773_DN3_SP2_c.t1
OG0018930	AT4G24810.2	CP19_g18167_DN3_SP4_c.t1
OG0018932	AT2G26920.1	CP4_g26801_DN3_SP0_c.t1
OG0018933	AT5G07360.1	CP11_g33161_DN3_SP5_c.t1
OG0018935	AT5G44230.1	CP13_g20186_DN1_SP0_c.t1
OG0018936	AT4G25400.2	CP19_g18105_DN3_SP0_c.t1
OG0018937	AT4G24170.1	CP19_g18236_DN3_SP0_c.t1
OG0018938	AT1G28375.1	CP7_g45053_DN2_SP0_c.t1
OG0018941	AT1G32510.1	CP7_g44640_DN3_SP0_c.t1
OG0018943	AT2G03210.2	CP13_g19526_DN3_SP3_c.t1
OG0018944	AT2G03630.1	CP13_g19491_DN3_SP0_c.t1
OG0018945	AT5G67265.1	CP2_g47656_DN2_SP0_c.t1
OG0018946	AT5G65320.1	CP2_g47764_DN3_SP0_c.t1
OG0018948	AT5G63560.1	CP2_g47952_DN3_SP6_c.t1
OG0018949	AT5G62210.1	CP2_g48083_DN3_SP0_c.t1
OG0018950	AT5G19870.1	CP8_g54339_DN2_SP0_c.t1
OG0018952	AT5G60520.1	CP8_g54073_DN3_SP7_c.t1
OG0018954	AT5G58630.1	CP8_g53865_DN3_SP0_c.t1
OG0018955	AT5G58590.1	CP8_g53860_DN3_SP2_c.t1
OG0018962	AT5G05580.1	CP11_g33343_DN3_SP8_c.t1
OG0018963	AT5G05110.1	CP11_g33386_DN3_SP0_c.t1
OG0018965	AT5G04330.1	CP11_g33459_DN3_SP0_c.t1
OG0018966	AT3G21470.1	CP12_g30510_DN3_SP0_c.t1
OG0018968	AT5G02320.1	CP11_g33643_DN3_SP1_c.t1
OG0018970	AT5G01740.1	CP11_g33744_DN3_SP0_c.t1
OG0018971	AT5G40790.1	CP5_g1332_DN3_SP0_c.t1
OG0018972	AT5G40900.1	CP19_g17944_DN3_SP0_c.t1
OG0018974	AT1G75420.1	CP9_g29179_DN3_SP7_c.t1
OG0018978	AT5G48920.1	CP7_g46480_DN2_SP0_c.t1
OG0018979	AT1G54215.1	CP7_g46343_DN2_SP0_c.t1
OG0018980	AT2G36350.1	CP4_g25107_DN3_SP2_c.t1
OG0018981	AT3G45170.1	CP3_g14920_DN3_SP0_c.t1
OG0018983	AT5G50030.1	CP8_g52379_DN3_SP0_c.t1
OG0018984	AT4G13260.1	CP6_g8169_DN3_SP3_c.t1
OG0018985	AT4G14920.3	CP6_g7422_DN3_SP1_c.t1
OG0018986	AT4G15250.1	CP6_g7377_DN3_SP0_c.t1
OG0018987	AT5G50130.1	CP8_g52536_DN3_SP8_c.t1
OG0018988	AT5G50120.1	CP8_g52498_DN1_SP0_c.t1
OG0018989	AT5G50770.1	CP8_g52927_DN3_SP0_c.t1
OG0018992	AT1G74350.1	CP9_g29074_DN1_SP0_c.t1
OG0018993	AT1G74820.1	CP9_g29119_DN3_SP0_c.t1
OG0018995	AT4G28680.5	CP5_g1128_DN3_SP1_c.t1
OG0019002	AT1G52830.1	CP1_g37842_DN3_SP0_c.t1
OG0019003	AT5G42785.1	CP13_g20583_DN3_SP0_c.t1
OG0019004	AT2G33520.1	CP4_g25396_DN2_SP0_c.t1
OG0019005	AT2G34380.1	CP4_g25304_DN3_SP0_c.t1
OG0019006	AT2G34510.1	CP4_g25291_DN2_SP5_c.t1
OG0019009	AT4G18750.1	CP6_g6935_DN1_SP0_c.t1
OG0019011	AT5G41890.1	CP19_g17837_DN3_SP7_c.t1
OG0019014	AT4G16680.2	CP6_g7170_DN2_SP0_c.t1
OG0019015	AT4G16740.1	CP6_g7163_DN2_SP0_c.t1
OG0019016	AT4G16980.1	CP6_g7143_DN1_SP0_c.t1
OG0019017	AT1G32740.1	CP7_g44622_DN3_SP0_c.t1
OG0019018	AT1G32710.1	CP7_g44624_DN2_SP1_c.t1
OG0019019	AT3G02065.2	CP10_g42090_DN3_SP0_c.t1
OG0019020	AT3G01900.1	CP10_g42109_DN3_SP0_c.t1
OG0019021	AT5G66490.1	CP2_g47570_DN3_SP0_c.t1
OG0019022	AT3G57270.1	CP3_g13621_DN3_SP0_c.t1, CP3_g13622_DN3_SP0_c.t1
OG0019023	AT3G56920.1	CP3_g13659_DN3_SP0_c.t1
OG0019026	AT3G53050.1	CP3_g14055_DN2_SP0_c.t1, CP3_g14056_DN3_SP0_c.t1
OG0019027	AT5G53710.2	CP8_g53340_DN3_SP0_c.t1
OG0019029	AT2G04410.1	CP12_g31013_DN2_SP5_c.t1
OG0019032	AT2G18860.1	CP10_g43633_DN3_SP0_c.t1
OG0019033	AT2G40765.1	CP4_g24643_DN2_SP0_c.t1
OG0019037	AT4G10950.2	CP20_g4287_DN3_SP7_c.t1
OG0019038	AT4G11070.1	CP20_g4308_DN3_SP0_c.t1
OG0019040	AT2G20840.1	CP12_g29810_DN3_SP8_c.t1
OG0019043	AT2G46830.1	CP4_g24036_DN3_SP0_c.t1
OG0019045	AT2G45450.1	CP4_g24185_DN2_SP1_c.t1
OG0019046	AT2G44810.2	CP4_g24245_DN3_SP0_c.t1
OG0019048	AT2G44690.1	CP4_g24260_DN3_SP6_c.t1
OG0019051	AT3G01311.1	CP10_g42167_DN2_SP1_c.t1
OG0019056	AT3G04990.1	CP10_g42486_DN1_SP0_c.t1
OG0019058	AT3G06145.1	CP10_g42617_DN3_SP0_c.t1
OG0019064	AT3G16920.2	CP12_g30036_DN3_SP6_c.t1
OG0019065	AT3G17750.1	CP12_g30109_DN3_SP3_c.t1
OG0019070	AT3G23140.1	CP12_g30671_DN3_SP0_c.t1
OG0019071	AT3G22740.1	CP12_g30633_DN3_SP8_c.t1
OG0019074	AT1G54920.3	CP50_g6556_DN3_SP0_p.t1
OG0019075	AT5G18850.1	CP8_g54455_DN1_SP1_c.t1
OG0019076	AT5G18810.1	CP8_g54462_DN3_SP1_c.t1
OG0019077	AT1G02050.1	CP1_g36413_DN3_SP7_c.t1
OG0019078	AT1G01220.1	CP1_g36495_DN3_SP8_c.t1
OG0019079	AT1G03445.1	CP4_g25986_DN3_SP0_c.t1, CP20_g4384_DN3_SP0_c.t1
OG0019081	AT1G03880.1	CP1_g36689_DN3_SP4_c.t1
OG0019082	AT1G04050.1	CP1_g36671_DN3_SP0_c.t1
OG0019083	AT1G04490.1	CP1_g36628_DN3_SP0_c.t1
OG0019084	AT1G05785.6	CP1_g36870_DN3_SP7_c.t1
OG0019086	AT1G08300.1	CP6_g7666_DN3_SP0_c.t1
OG0019087	AT1G09630.1	CP1_g37245_DN3_SP8_c.t1
OG0019089	AT1G01530.1, AT1G65360.1	CP1_g36465_DN3_SP0_c.t1, CP2_g49343_DN3_SP0_c.t1, CP2_g49344_DN3_SP0_c.t1, CP2_g49342_DN2_SP0_c.t1, CP2_g49341_DN3_SP0_c.t1
OG0019091	AT1G22210.1	CP7_g45564_DN3_SP0_c.t1
OG0019092	AT1G23010.1	CP7_g45482_DN3_SP3_c.t1
OG0019093	AT1G71150.1	CP13_g20219_DN2_SP0_c.t1, CP9_g28742_DN3_SP0_c.t1
OG0019094	AT1G70895.1	CP9_g28719_DN2_SP0_c.t1
OG0019096	AT1G62422.1	CP2_g49038_DN3_SP0_c.t1
OG0019097	AT1G60650.1	CP2_g49239_DN3_SP0_c.t1
OG0019098	AT1G59720.1	CP2_g49368_DN2_SP0_c.t1
OG0019100	AT1G64340.1	CP13_g19085_DN3_SP0_c.t1
OG0019104	AT5G47510.4	CP13_g19741_DN3_SP3_c.t1
OG0019105	AT5G47530.1	CP13_g19739_DN3_SP3_c.t1
OG0019106	AT5G44440.2	CP13_g20156_DN3_SP0_c.t1
OG0019107	AT5G62340.1	CP2_g48071_DN2_SP0_c.t1
OG0019108	AT1G48470.1	CP1_g38280_DN3_SP8_c.t1
OG0019109	AT1G48830.1	CP1_g38232_DN3_SP7_c.t1
OG0019118	AT4G02200.3	CP11_g32088_DN3_SP0_c.t1
OG0019122	AT4G27740.1	CP5_g1228_DN3_SP6_c.t1
OG0019123	AT2G03770.1	CP13_g19475_DN3_SP0_c.t1
OG0019124	AT1G02070.1	CP1_g36410_DN3_SP0_c.t1
OG0019125	AT1G02940.2	CP1_g36774_DN3_SP0_c.t1
OG0019126	AT1G07150.1	CP1_g37000_DN2_SP0_c.t1
OG0019129	AT1G14470.1	CP1_g37755_DN2_SP0_c.t1
OG0019133	AT1G25460.1	CP7_g45234_DN3_SP1_c.t1
OG0019135	AT1G25230.3	CP7_g45203_DN3_SP1_c.t1
OG0019136	AT1G24485.3	CP7_g45178_DN3_SP0_c.t1
OG0019138	AT1G31840.1	CP7_g44722_DN3_SP0_c.t1
OG0019139	AT1G55120.1	CP7_g46357_DN3_SP2_c.t1
OG0019140	AT1G36150.1	CP21_g11034_DN3_SP0_c.t1
OG0019142	AT1G37140.1	CP1_g41326_DN3_SP0_c.t1, CP1_g41325_DN3_SP0_c.t1
OG0019143	AT1G43560.1	CP1_g39953_DN3_SP2_c.t1
OG0019144	AT1G44608.1	CP1_g38992_DN1_SP0_c.t1, CP1_g38991_DN1_SP0_c.t1
OG0019145	AT1G50040.1	CP1_g38099_DN3_SP0_c.t1
OG0019146	AT1G55640.1	CP7_g46413_DN3_SP0_c.t1
OG0019147	AT1G61097.1, AT1G61095.1, AT1G61093.1, AT1G61090.1	CP16_g55073_DN2_SP0_c.t1
OG0019150	AT1G56550.1	CP2_g49372_DN3_SP0_c.t1, CP2_g49284_DN3_SP0_c.t1
OG0019151	AT1G56210.1	CP2_g50039_DN3_SP0_c.t1
OG0019153	AT2G25250.1	CP16_g55274_DN3_SP0_c.t1
OG0019155	AT1G64780.1	CP23_g21874_DN2_SP0_c.t1
OG0019158	AT1G66230.1	CP9_g28168_DN3_SP6_c.t1
OG0019159	AT1G68450.1	CP9_g28422_DN1_SP0_c.t1
OG0019161	AT1G72570.1	CP9_g28897_DN3_SP2_c.t1
OG0019162	AT1G72600.1	CP9_g28898_DN3_SP0_c.t1
OG0019163	AT1G72810.1	CP9_g28918_DN3_SP0_c.t1
OG0019166	AT3G02960.1	CP10_g42291_DN3_SP0_c.t1
OG0019170	AT3G21305.1	CP12_g30485_DN3_SP0_c.t1
OG0019171	AT3G21590.3	CP12_g30521_DN3_SP0_c.t1
OG0019172	AT3G24225.1	CP12_g30802_DN1_SP0_c.t1
OG0019174	AT2G06010.1	CP14_g22983_DN3_SP8_c.t1
OG0019175	AT2G07020.1	CP17_g5783_DN3_SP1_c.t1
OG0019177	AT2G11810.1	CP15_g35830_DN3_SP7_c.t1
OG0019178	AT2G13440.1	CP15_g35520_DN3_SP8_c.t1
OG0019180	AT2G19320.1	CP10_g43592_DN2_SP0_c.t1
OG0019182	AT2G22730.2	CP16_g54902_DN3_SP8_c.t1
OG0019183	AT2G24030.1	CP16_g55054_DN3_SP0_c.t1
OG0019184	AT2G24400.1	CP16_g55116_DN2_SP0_c.t1
OG0019185	AT2G25200.1	CP16_g55261_DN3_SP0_c.t1
OG0019188	AT2G25900.1	CP18_g12594_DN3_SP0_c.t1
OG0019192	AT2G01760.2	CP13_g19634_DN3_SP0_c.t1
OG0019194	AT2G03250.1	CP13_g19521_DN1_SP0_c.t1
OG0019195	AT2G03640.4	CP13_g19490_DN3_SP0_c.t1
OG0019196	AT3G26610.1	CP13_g19352_DN3_SP3_c.t1
OG0019198	AT3G44590.1	CP3_g15152_DN3_SP0_c.t1
OG0019199	AT3G45160.1	CP3_g14923_DN1_SP0_c.t1
OG0019201	AT3G49690.1	CP3_g14407_DN3_SP2_c.t1
OG0019203	AT3G52550.1	CP3_g14104_DN2_SP0_c.t1
OG0019206	AT5G12880.1	CP11_g32677_DN2_SP0_c.t1
OG0019207	AT2G22960.1	CP12_g30941_DN3_SP0_c.t1, CP12_g30958_DN2_SP0_c.t1
OG0019209	AT5G23930.1	CP2_g48315_DN3_SP0_c.t1
OG0019212	AT4G08570.1	CP34_g51541_DN3_SP7_c.t1
OG0019213	AT4G09530.1	CP20_g4040_DN3_SP0_c.t1
OG0019215	AT4G11050.1	CP20_g4306_DN3_SP6_c.t1
OG0019220	AT4G26890.1	CP5_g1320_DN2_SP0_c.t1
OG0019221	AT4G26820.1	CP19_g17951_DN1_SP0_c.t1
OG0019222	AT4G26610.1	CP19_g17976_DN3_SP8_c.t1
OG0019223	AT4G26420.1	CP19_g18000_DN3_SP3_c.t1
OG0019224	AT4G25760.1	CP19_g18066_DN2_SP0_c.t1
OG0019225	AT4G25430.1	CP19_g18102_DN3_SP0_c.t1
OG0019226	AT4G24570.1	CP19_g18192_DN3_SP0_c.t1
OG0019228	AT4G14300.1	CP6_g7527_DN3_SP3_c.t1
OG0019230	AT4G13050.1	CP6_g8529_DN3_SP7_c.t1
OG0019231	AT4G12670.2	CP6_g9684_DN3_SP0_c.t1
OG0019232	AT5G37490.1	CP5_g1796_DN2_SP0_c.t1
OG0019233	AT5G40620.1	CP5_g1352_DN3_SP0_c.t1
OG0019234	AT5G41570.1	CP19_g17869_DN2_SP2_c.t1
OG0019235	AT5G41810.1	CP19_g17842_DN3_SP0_c.t1
OG0019236	AT5G41870.1	CP19_g17839_DN3_SP1_c.t1
OG0019238	AT5G43170.1	CP13_g20352_DN2_SP0_c.t1
OG0019239	AT5G43120.2	CP13_g20363_DN3_SP0_c.t1
OG0019240	AT5G42860.1	CP13_g20542_DN3_SP7_c.t1
OG0019241	AT5G47850.1	CP2_g48834_DN3_SP0_c.t1
OG0019243	AT5G49190.1	CP2_g48716_DN3_SP6_c.t1
OG0019244	AT5G49630.1	CP9_g27931_DN2_SP7_c.t1
OG0019245	AT5G49665.1	CP27_g41813_DN3_SP0_c.t1
OG0019246	AT5G50080.2	CP8_g52475_DN3_SP0_c.t1
OG0019248	AT5G52740.1	CP8_g53221_DN3_SP0_c.t1, CP8_g53222_DN3_SP0_c.t1
OG0019257	AT4G17245.1	CP6_g7111_DN2_SP0_c.t1
OG0019258	AT5G03980.1	CP11_g33494_DN3_SP0_c.t1
OG0019265	AT4G10390.1	CP20_g4217_DN3_SP2_c.t1
OG0019266	AT5G61800.1	CP2_g48122_DN3_SP0_c.t1
