Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0017098	AT5G65280.1	XP_009150615.1
OG0017099	AT5G65230.1	XP_009150611.1
OG0017100	AT5G65160.1	XP_009150598.1
OG0017101	AT5G65158.1	XP_009130493.1
OG0017102	AT5G65030.1	XP_009150577.1
OG0017103	AT5G64940.1	XP_009150571.1
OG0017104	AT5G64816.1	XP_009150562.1
OG0017105	AT5G64510.1	XP_009150533.1
OG0017106	AT5G64320.1	XP_009130449.1
OG0017107	AT5G64090.1	XP_009112116.1
OG0017108	AT5G64010.1	XP_009150467.1
OG0017109	AT5G63920.1	XP_009130424.1
OG0017110	AT5G63905.2	XP_018510656.1
OG0017111	AT5G63710.3	XP_009150423.1
OG0017112	AT5G63300.2	XP_018511863.1
OG0017113	AT5G63070.1	XP_033134695.1
OG0017114	AT5G63040.1	XP_009112051.1
OG0017115	AT5G62900.1	XP_009151411.1
OG0017116	AT5G62630.1	XP_009151383.1
OG0017117	AT5G62170.1	XP_009151336.1
OG0017119	AT5G61540.1	XP_009136487.1
OG0017120	AT5G61480.1	XP_009136481.1
OG0017121	AT5G23060.1	XP_009136394.1
OG0017122	AT5G23110.1	XP_009136390.1
OG0017123	AT5G23160.1	XP_009130124.1
OG0017124	AT5G23390.1	XP_009150870.2
OG0017125	AT5G23690.1	XP_009150898.1
OG0017126	AT5G23850.1	XP_009150906.1
OG0017127	AT5G24000.1	XP_009150924.1
OG0017128	AT5G24010.1	XP_009150929.1
OG0017129	AT5G24380.1	XP_009150965.1
OG0017130	AT5G24560.1	XP_033128977.1
OG0017131	AT5G24740.3	XP_009150998.1
OG0017132	AT5G24840.1	XP_009151010.2
OG0017133	AT2G47840.1	XP_009111662.1
OG0017134	AT5G25480.1	XP_009151075.1
OG0017135	AT5G25550.1	XP_033129853.1
OG0017137	AT5G26100.1	XP_009130042.1
OG0017138	AT5G19410.2	XP_009120888.1
OG0017139	AT5G19540.1	XP_009126372.1
OG0017140	AT5G19640.1	XP_009120868.1
OG0017141	AT5G19840.2	XP_009131755.1
OG0017142	AT5G19950.1	XP_009120842.1
OG0017143	AT5G20220.4	XP_009120831.1
OG0017144	AT5G20300.1	XP_009120818.1
OG0017145	AT5G20360.1	XP_009131794.1
OG0017146	AT5G20940.1	XP_009131829.1
OG0017147	AT5G20990.1	XP_009131833.1
OG0017148	AT5G21080.1	XP_009124331.1
OG0017149	AT5G22340.2	XP_009131875.1
OG0017150	AT5G22640.1	XP_009120639.1
OG0017151	AT5G22810.1	XP_009126566.1
OG0017152	AT5G22920.1	XP_009131897.1
OG0017153	AT5G60100.2	NP_001288859.1
OG0017154	AT5G59900.1	XP_009120512.1
OG0017155	AT5G59750.2	XP_009126669.1
OG0017156	AT5G58900.1	XP_009132024.1, XP_009120398.1
OG0017157	AT3G44380.1	XP_009150297.1
OG0017158	AT5G58575.1	XP_009132037.1
OG0017159	AT5G58520.1	XP_009132046.1
OG0017160	AT5G58490.1	XP_009120358.1
OG0017161	AT5G58480.1	XP_009120357.3
OG0017162	AT5G58210.1	XP_009132074.1
OG0017163	AT5G57960.1	XP_009126801.1
OG0017164	AT5G57850.1	XP_009132102.1
OG0017165	AT5G57785.1	XP_009132108.1, XP_009120294.1
OG0017166	AT5G57490.1	XP_009132124.1
OG0017167	AT5G57230.2	XP_009120247.1
OG0017168	AT4G26055.1	XP_018509444.1, XP_018513275.1
OG0017169	AT5G57100.1	XP_009132149.1
OG0017170	AT1G14755.1	XP_018511525.1
OG0017171	AT5G56900.2	XP_009120199.2
OG0017172	AT5G56850.1	XP_033144554.1
OG0017173	AT5G56610.1	XP_009120175.2
OG0017174	AT5G56420.1	XP_009126941.1
OG0017175	AT5G55310.1	XP_009120049.1
OG0017176	AT5G55200.1	XP_009120043.1
OG0017177	AT5G54960.1	XP_009120024.1
OG0017178	AT5G54890.1	XP_009127043.1
OG0017179	AT5G54880.1	XP_009127044.1
OG0017180	AT5G54830.1	XP_009127047.1
OG0017181	AT3G49070.1	XP_009149769.1
OG0017182	AT3G49055.1	XP_009149773.1
OG0017183	AT3G48940.1	XP_009149781.1
OG0017184	AT3G48920.1	XP_009149785.1
OG0017185	AT5G07380.3	XP_009122343.1
OG0017187	AT5G07130.1	XP_009122370.1
OG0017188	AT5G07110.1	XP_009130979.2
OG0017189	AT5G07100.1	XP_009125676.2
OG0017191	AT5G07050.1	XP_009122385.1
OG0017192	AT5G06830.1	XP_009122300.1
OG0017193	AT5G06780.1	XP_009122292.1
OG0017194	AT5G06460.1	XP_009122253.1
OG0017195	AT5G36220.1	XP_009144655.1
OG0017196	AT5G07175.1, AT5G06265.4	XP_009122226.1
OG0017197	AT5G05850.1	XP_009122185.1
OG0017198	AT5G05740.1	XP_009130896.1
OG0017199	AT5G05310.3	XP_009122141.1
OG0017200	AT5G05280.1	XP_009122137.1
OG0017201	AT5G05250.1	XP_009122134.1
OG0017202	AT5G05150.1	XP_009130869.1
OG0017203	AT5G05130.1	XP_009122123.1
OG0017204	AT5G04900.1	XP_033145072.1
OG0017205	AT5G04050.2	XP_009122640.1
OG0017206	AT5G03580.1	XP_009130769.1, XP_009125511.1
OG0017207	AT5G03440.1	XP_009122697.1
OG0017208	AT5G03270.1	XP_009125489.1
OG0017209	AT5G02970.1	XP_009122740.1
OG0017210	AT5G02950.1	XP_018512503.1
OG0017211	AT5G02850.1	XP_009122747.1
OG0017212	AT5G47580.1	XP_009122755.1
OG0017213	AT5G02740.1	XP_009122759.1
OG0017214	AT5G02620.2	XP_009122763.1
OG0017215	AT5G02590.1	XP_009130751.1
OG0017216	AT5G02200.2	XP_009122799.1
OG0017217	AT5G01060.1	XP_009122819.2
OG0017218	AT5G01190.1	XP_009125430.1
OG0017219	AT5G01470.6	XP_009125407.1
OG0017220	AT5G01650.2	XP_009130636.1
OG0017221	AT5G01670.2	XP_018513127.1
OG0017222	AT5G01720.1	XP_009130629.2
OG0017223	AT5G01730.1	XP_009112707.1
OG0017224	AT5G01850.2	XP_009125392.1
OG0017225	AT5G01880.1	XP_009125390.1
OG0017226	AT5G40660.1	XP_009140032.1
OG0017227	AT5G41070.1	XP_009140065.1
OG0017228	AT5G41560.1	XP_009140096.1
OG0017229	AT5G41860.1	XP_009125203.1
OG0017230	AT1G79860.1	XP_009104429.2
OG0017231	AT1G79840.2	XP_009104428.1
OG0017232	AT1G79820.1	XP_018508578.1
OG0017233	AT1G80080.1	XP_009104444.1
OG0017234	AT1G80140.1	XP_033141111.1
OG0017235	AT1G80330.1	XP_009128435.1
OG0017236	AT1G80440.1	XP_009106748.1
OG0017237	AT1G80810.3	XP_018508812.2
OG0017238	AT1G80870.1	XP_009128384.1
OG0017239	AT1G80880.1	XP_009128383.1
OG0017240	AT1G79700.2	XP_009106692.1
OG0017241	AT1G79570.1	XP_018508683.1, XP_009104520.1
OG0017242	AT1G79540.1	XP_009128367.1
OG0017243	AT1G79490.1	XP_009104528.1
OG0017244	AT1G79320.1	XP_009106653.1
OG0017245	AT1G78800.1	XP_009106594.1
OG0017246	AT1G78550.1	XP_009106564.1
OG0017247	AT1G78130.1	XP_009128281.1
OG0017249	AT1G77930.1	XP_009104595.1
OG0017250	AT1G77855.1	XP_009106428.1
OG0017251	AT1G77630.1	XP_009128240.1
OG0017252	AT1G77490.1	XP_009106408.1
OG0017253	AT1G77460.1	XP_018508661.2
OG0017255	AT1G77360.1	XP_009128224.1
OG0017256	AT1G77010.1	XP_009104639.1
OG0017257	AT1G76920.1	XP_009104648.2
OG0017258	AT1G76730.1	XP_009104661.1
OG0017259	AT1G76610.1	XP_009104664.2
OG0017260	AT3G27290.1	XP_009111566.1
OG0017261	AT1G75940.1	XP_009128145.1
OG0017262	AT1G75860.2	XP_033132108.1
OG0017263	AT1G75820.1	XP_009106236.1
OG0017264	AT1G75790.1	XP_009128132.1
OG0017265	AT1G75550.2	XP_009106206.1, XP_033141527.1
OG0017266	AT1G56660.1	XP_033135244.1
OG0017267	AT2G17430.1	XP_009112429.1
OG0017268	AT2G17790.1	XP_009121078.1
OG0017269	AT3G47450.1	XP_009149914.1
OG0017270	AT3G47400.1	XP_009150639.1, XP_009149919.1
OG0017271	AT1G56200.1	XP_009143917.2
OG0017272	AT1G56050.1	XP_033147046.1
OG0017273	AT1G56020.1	XP_033128617.1
OG0017274	AT1G55870.1	XP_018515489.1
OG0017275	AT2G20710.1	XP_009112678.1
OG0017276	AT1G55740.1	XP_009106830.1
OG0017277	AT1G55580.1	XP_009147499.1
OG0017278	AT1G55450.2	XP_009103727.1
OG0017279	AT1G55480.1	XP_009103726.2
OG0017280	AT1G55265.1	XP_009103744.1
OG0017281	AT1G55200.1	XP_033133438.1
OG0017282	AT1G55170.1	XP_009147524.1
OG0017283	AT1G55140.1	XP_009106905.1
OG0017285	AT1G54095.1	XP_009147549.1
OG0017286	AT1G53920.1	XP_009106953.1
OG0017287	AT1G53680.1	XP_009144760.1
OG0017288	AT1G53600.1	XP_009147588.2
OG0017289	AT5G35370.1	XP_009113436.1
OG0017290	AT2G24395.1	XP_009140548.1
OG0017291	AT1G53110.1	XP_009147631.1
OG0017292	AT2G36145.1	XP_009141563.1
OG0017293	AT2G36610.1	XP_009143572.1
OG0017294	AT2G36810.1	XP_018514096.1
OG0017295	AT5G53080.1	XP_009127198.1
OG0017296	AT4G07960.1	XP_009134078.1
OG0017297	AT5G49810.1	XP_009127374.1
OG0017298	AT5G35160.2	XP_009112619.2
OG0017299	AT5G35180.4	XP_009108057.1
OG0017300	AT5G35200.1	XP_009108052.1
OG0017301	AT5G35220.1	XP_009144640.1
OG0017302	AT5G35570.1	XP_018511537.1
OG0017303	AT5G35560.1	XP_009124271.1
OG0017304	AT5G35550.2	XP_009108019.1
OG0017305	AT4G12840.1	XP_009139659.1
OG0017306	AT4G13110.1	XP_009139648.1
OG0017307	AT4G13235.1	XP_018511008.1
OG0017308	AT4G13550.2	XP_009139618.2
OG0017309	AT1G12890.1	XP_009118047.1
OG0017310	AT4G13750.1	XP_009107746.1
OG0017311	AT4G14170.1	XP_033129956.1
OG0017312	AT4G14180.1	XP_009134221.3
OG0017313	AT4G14510.1	XP_009148642.1
OG0017314	AT4G14840.1	XP_009144704.1
OG0017315	AT4G14870.1	XP_009148067.1
OG0017316	AT4G14890.1	XP_009148035.1
OG0017317	AT4G14940.1	XP_009147983.2
OG0017318	AT4G15563.7	XP_009146901.1
OG0017319	AT4G15730.1	XP_009146794.1
OG0017320	AT4G15765.1	XP_009107859.1
OG0017321	AT5G50110.1	XP_009134042.1
OG0017323	AT1G73000.1	XP_009127963.1
OG0017324	AT1G73040.1	XP_033139300.1
OG0017325	AT1G73060.1	XP_009105961.1
OG0017326	AT1G73110.1	XP_009105962.1
OG0017327	AT2G24690.2	XP_009133977.1
OG0017328	AT1G73380.1	XP_009127988.2
OG0017329	AT1G73400.1	XP_033131770.1
OG0017330	AT1G73600.2	XP_009104804.2
OG0017331	AT1G73630.1	XP_009106021.1
OG0017332	AT1G73670.1	XP_009104800.1
OG0017333	AT1G73740.1	XP_009106033.1
OG0017334	AT1G74070.1	XP_009128024.1
OG0017335	AT1G74670.1	XP_009128056.1
OG0017336	AT1G68830.1	XP_009105434.1
OG0017337	AT1G68840.1	XP_009127674.1
OG0017338	AT1G68890.1	XP_009127684.1
OG0017339	AT1G69030.1	XP_009127696.2
OG0017340	AT1G69210.1	XP_009127708.1
OG0017341	AT4G28430.1	XP_009129621.1
OG0017342	AT4G28560.1	XP_009129536.1
OG0017343	AT5G41850.1	XP_033130482.1
OG0017344	AT1G16705.2	XP_033132721.1
OG0017345	AT5G39890.1	XP_009139937.1
OG0017346	AT5G40020.1	XP_009139951.1
OG0017347	AT3G43230.1	XP_009150291.1
OG0017348	AT3G43240.1	XP_009123264.2
OG0017349	AT3G28460.1	XP_009151871.1
OG0017350	AT3G28770.1	XP_033140724.1
OG0017351	AT3G27930.1	XP_009151908.1
OG0017352	AT3G27670.1	XP_009151936.1
OG0017353	AT3G26780.1	XP_009129480.1
OG0017354	AT3G26680.1	XP_033128595.1
OG0017355	AT3G26490.1	XP_009152052.1
OG0017356	AT3G25670.1	XP_009152122.1
OG0017357	AT1G69710.1	XP_033140913.1
OG0017358	AT1G69610.2	XP_009127748.1
OG0017359	AT1G69560.2	XP_018508498.1, XP_018508551.2
OG0017360	AT1G69526.2	XP_009104998.1
OG0017361	AT1G69500.1	XP_009105494.1
OG0017362	AT1G69320.1	XP_033130281.1
OG0017363	AT5G45680.1	XP_009114397.1
OG0017364	AT5G45630.1	XP_033136891.1
OG0017365	AT5G45540.1	XP_009101588.1
OG0017367	AT1G50590.1	XP_009147823.1
OG0017368	AT1G50630.1	XP_009147821.1
OG0017369	AT1G51380.1	XP_009107205.1
OG0017370	AT1G51520.2	XP_009147761.1, XP_033142605.1
OG0017372	AT1G52190.1	XP_009147706.1
OG0017373	AT1G52520.1	XP_009144836.1
OG0017374	AT1G52530.1	XP_009144833.1
OG0017375	AT1G52560.1	XP_009147679.2
OG0017376	AT1G52660.1	XP_009147671.1
OG0017377	AT1G52750.1	XP_009147668.1
OG0017378	AT5G42810.1	XP_009114034.1
OG0017379	AT5G42850.1	XP_009101833.1
OG0017380	AT5G35930.4	XP_009108010.1
OG0017381	AT5G43280.1	XP_009114004.1
OG0017382	AT2G33620.1	XP_009141333.1, XP_009132940.1
OG0017383	AT2G33630.1	XP_009132939.2
OG0017384	AT2G33640.1	XP_009141334.1
OG0017385	AT2G33760.1	XP_009141464.1
OG0017386	AT2G33847.1	XP_009143825.1
OG0017387	AT2G34440.1	XP_009141468.1
OG0017388	AT2G34870.1	XP_009143729.1
OG0017389	AT2G34960.1	XP_009141413.1
OG0017390	AT2G35150.1	XP_009143700.1
OG0017391	AT2G35360.1	XP_009143679.1
OG0017392	AT2G35480.1	XP_009143665.1
OG0017393	AT2G35795.1	XP_009133044.1
OG0017394	AT4G19400.1	XP_009132774.1
OG0017395	AT4G19190.1	XP_009132627.1
OG0017396	AT4G19010.1	XP_009132447.1
OG0017397	AT4G19070.1	XP_033144513.1
OG0017398	AT4G18790.1	XP_009136957.1
OG0017399	AT4G18620.1	XP_033129794.1
OG0017400	AT4G18335.1	XP_033129768.1
OG0017401	AT3G46790.1	XP_009150502.1
OG0017402	AT2G22942.1	XP_009117318.1
OG0017403	AT2G26550.1	XP_009114863.1
OG0017404	AT3G50880.1	XP_009115765.1
OG0017405	AT3G50760.1	XP_009136558.1
OG0017406	AT3G50640.1	XP_009115729.1
OG0017407	AT5G52400.1	XP_009132528.1, XP_009127243.1
OG0017408	AT5G51750.1	XP_009107228.1
OG0017409	AT2G07680.3	XP_009136904.1
OG0017410	AT2G07170.1	XP_009130790.1
OG0017411	AT2G13690.1	XP_033130786.1
OG0017412	AT2G15790.1	XP_009119395.1
OG0017413	AT2G16050.1	XP_009121236.1
OG0017414	AT2G16595.1	XP_009121210.1
OG0017415	AT2G16700.1	XP_009136320.1
OG0017416	AT2G17110.1	XP_033129505.1
OG0017417	AT4G22760.1	XP_009136179.2
OG0017418	AT4G22550.1	XP_033142726.1
OG0017419	AT1G27480.1	XP_009102970.1
OG0017420	AT4G22340.3	XP_033131035.1
OG0017421	AT5G48540.1	XP_009151651.1
OG0017422	AT4G20160.2	XP_009133519.1
OG0017423	AT4G20430.1	XP_009133843.1
OG0017424	AT2G12462.1	XP_009136204.1
OG0017425	AT3G29300.2	XP_009151784.1
OG0017426	AT4G21060.1	XP_009134321.1
OG0017427	AT4G21470.1	XP_009134802.1
OG0017428	AT4G21500.1	XP_009134823.1
OG0017429	AT4G21745.1	XP_009137211.1
OG0017430	AT4G21890.1	XP_009135338.1
OG0017431	AT4G19710.2	XP_009133206.1
OG0017432	AT4G19620.1	XP_009133016.1, XP_009133005.1, XP_009133090.1
OG0017433	AT3G18250.1	XP_009145916.1, XP_033138082.1
OG0017434	AT3G02050.1	XP_009124820.1
OG0017435	AT3G02040.1	XP_009124822.1
OG0017436	AT3G01980.3	XP_009107011.1
OG0017437	AT3G01830.1	XP_009134577.1
OG0017438	AT3G01810.1	XP_009134581.1
OG0017439	AT3G01660.1	XP_009124042.1
OG0017440	AT3G01640.2	XP_009134599.1
OG0017441	AT3G01630.2	XP_009147445.1
OG0017442	AT3G53210.1	XP_009103541.1
OG0017443	AT1G60700.1	XP_009126996.1
OG0017444	AT5G66260.1	XP_009112288.1
OG0017445	AT5G66240.2	XP_009130568.1
OG0017446	AT5G66200.1	XP_033141401.1
OG0017447	AT5G66110.1	XP_009150857.1
OG0017448	AT5G66060.1	XP_009112275.1
OG0017449	AT5G66055.1	XP_009112273.1
OG0017450	AT5G66010.1	XP_009112266.2
OG0017451	AT3G63440.1	XP_009116997.1
OG0017453	AT3G63350.1	XP_018510400.1
OG0017454	AT3G63270.1	XP_009138652.1
OG0017455	AT3G63060.1	XP_009143681.1
OG0017456	AT3G63050.1	XP_009138686.1
OG0017457	AT3G62640.1	XP_009116927.1
OG0017458	AT3G62190.1	XP_009116897.1
OG0017459	AT3G61810.1	XP_009104351.1
OG0017460	AT3G61780.1	XP_009104346.1
OG0017461	AT3G60910.1	XP_009104282.1
OG0017462	AT3G60890.2	XP_009104280.1
OG0017463	AT3G60810.1	XP_009116764.1
OG0017464	AT3G60780.1	XP_009116757.1, XP_033135733.1
OG0017465	AT3G60410.1	XP_033134887.1
OG0017466	AT3G60370.2	XP_018514200.1
OG0017467	AT3G60961.1, AT3G60180.1	XP_009116695.1
OG0017468	AT3G59850.2	XP_009116655.2
OG0017469	AT3G59840.1	XP_009104228.1
OG0017470	AT3G59030.1	XP_009104180.1
OG0017471	AT3G58800.1	XP_009116564.2
OG0017472	AT3G57680.1	XP_009116472.2
OG0017473	AT3G57520.1	XP_009116453.1
OG0017474	AT3G57380.1	XP_009116441.1
OG0017475	AT3G57320.2	XP_009104051.1
OG0017477	AT3G56740.1	XP_009116375.1
OG0017478	AT3G56370.1	XP_009116341.1
OG0017479	AT3G56350.1	XP_009116339.1
OG0017480	AT3G56080.1	XP_009139122.1
OG0017481	AT3G55820.1	XP_009116279.1
OG0017482	AT3G55630.3	XP_009116264.1
OG0017483	AT3G55480.2	XP_009116243.1
OG0017484	AT3G55460.1	XP_018513900.2
OG0017485	AT3G55350.1	XP_009116228.1
OG0017486	AT3G55040.1	XP_009116202.1
OG0017487	AT3G54940.2	XP_009116190.1
OG0017488	AT3G54440.3	XP_009139240.1
OG0017489	AT3G54280.2	XP_009116116.1
OG0017490	AT3G54030.1	XP_009139269.1
OG0017491	AT3G53950.1	XP_009103886.2
OG0017492	AT3G53810.1	XP_009116078.1
OG0017493	AT3G53760.1	XP_033136981.1
OG0017494	AT3G53590.1	XP_018509763.1
OG0017495	AT3G53235.1	XP_009116018.1
OG0017496	AT3G53170.1	XP_009116010.1
OG0017498	AT3G53000.1	XP_009116001.1
OG0017499	AT3G52810.1	XP_033130634.1
OG0017500	AT3G52790.1	XP_033146758.1
OG0017501	AT3G52720.1	XP_009115968.1
OG0017502	AT3G52620.1	XP_009115960.1
OG0017503	AT5G53880.1	XP_009127136.1
OG0017504	AT5G53490.4	XP_009119896.1
OG0017506	AT3G24503.1	XP_009135901.2
OG0017507	AT3G24715.1	XP_033144185.1
OG0017508	AT3G24860.1	XP_009102453.1
OG0017509	AT3G24840.3	XP_009102454.1
OG0017510	AT3G25120.1	XP_009102432.1
OG0017511	AT3G25480.1	XP_009136118.1
OG0017512	AT2G04270.5	XP_009102391.1
OG0017513	AT2G04305.1	XP_009102388.1
OG0017514	AT2G05170.1	XP_009102372.1
OG0017515	AT2G06000.1	XP_009102352.1
OG0017516	AT1G66810.1	XP_009105232.1
OG0017517	AT1G67030.1	XP_033131651.1
OG0017519	AT1G67720.1	XP_009105317.2
OG0017520	AT1G67840.1	XP_009105092.1
OG0017521	AT1G67880.1	XP_009105085.1
OG0017522	AT1G68020.2	XP_009105068.1
OG0017523	AT1G68040.1	XP_009105354.1, XP_009127595.1
OG0017524	AT1G68290.1	XP_009105375.1
OG0017525	AT1G68410.1	XP_009127629.1
OG0017526	AT2G18250.1	XP_009102256.1
OG0017527	AT2G18460.1	XP_009150730.1
OG0017528	AT2G18850.1	XP_009102219.1
OG0017529	AT5G51350.1	XP_009116312.1
OG0017530	AT2G01580.1	XP_033135784.1, XP_009101332.1
OG0017531	AT5G48370.1	XP_009111834.1
OG0017532	AT2G41230.1	XP_033144387.1, XP_033145856.1, XP_033148449.1
OG0017533	AT2G40815.1	XP_009133458.1
OG0017534	AT2G40720.1	XP_009133451.1
OG0017535	AT5G52780.1	XP_009127218.1
OG0017536	AT2G40435.1	XP_009142688.1
OG0017538	AT2G40316.1	XP_009143225.1
OG0017540	AT2G40100.1	XP_009143253.1
OG0017541	AT2G40085.1	XP_009133407.1
OG0017542	AT2G39620.1	XP_033144415.1
OG0017543	AT2G39570.1	XP_009141822.1
OG0017544	AT2G39360.1	XP_009133359.1
OG0017545	AT2G39180.1	XP_033143646.1
OG0017546	AT2G39040.1	XP_009133329.1
OG0017547	AT2G38910.1	XP_033143676.1
OG0017548	AT2G38570.1	XP_009133265.1
OG0017549	AT2G38465.1	XP_009143389.1, XP_009142120.1
OG0017550	AT2G38450.1	XP_009133257.1
OG0017551	AT2G38440.1	XP_018514675.1
OG0017553	AT2G37730.1	XP_033147989.1
OG0017554	AT2G37680.2	XP_009141682.1
OG0017555	AT2G37530.1	XP_033142446.1
OG0017556	AT4G12560.1	XP_009144498.1
OG0017557	AT4G14695.1	XP_033136512.1
OG0017558	AT4G05590.2	XP_009114601.1
OG0017559	AT4G05520.1	XP_009114592.1
OG0017560	AT4G04025.1	XP_018513643.1
OG0017561	AT4G04040.1	XP_009114586.1
OG0017562	AT4G12400.2	XP_009144494.1
OG0017563	AT1G25375.1	XP_009115306.1
OG0017564	AT2G21180.1	XP_009117432.1
OG0017565	AT2G21195.4	XP_009140259.2
OG0017566	AT2G21320.1	XP_009117418.1
OG0017567	AT2G21380.1	XP_009117410.1
OG0017568	AT2G21490.1	XP_009117401.1
OG0017569	AT2G21530.1	XP_009117389.1
OG0017570	AT2G21950.1	XP_009140314.1
OG0017571	AT2G22070.1	XP_009117354.2
OG0017572	AT2G22530.1	XP_033134501.1
OG0017574	AT2G25270.1	XP_009117068.1
OG0017575	AT2G25830.1	XP_009140701.1
OG0017576	AT2G26170.1	XP_009133968.1
OG0017577	AT2G26510.1	XP_033143416.1
OG0017578	AT2G25660.1	XP_033146663.1
OG0017579	AT1G43630.1	XP_009107489.1
OG0017580	AT1G35780.1	XP_009145115.1
OG0017581	AT1G34770.4	XP_033132367.1
OG0017582	AT1G34670.1	XP_009114725.1
OG0017583	AT1G34160.1	XP_009114753.1
OG0017584	AT1G34065.1	XP_009114760.1
OG0017585	AT1G33490.1	XP_009114791.1
OG0017587	AT1G33410.2	XP_009151466.1
OG0017588	AT4G10710.1	XP_009134203.1
OG0017589	AT4G10890.1	XP_033135049.1
OG0017590	AT4G10925.1	XP_009108211.2
OG0017591	AT4G10955.1	XP_009108209.1
OG0017592	AT4G11640.1	XP_009128669.1
OG0017593	AT4G11610.1	XP_009108158.1
OG0017594	AT5G19300.1	XP_009120901.1
OG0017595	AT5G26960.1	XP_009111732.1
OG0017596	AT5G27400.1	XP_018508088.1
OG0017597	AT5G27290.1	XP_033136595.1
OG0017598	AT5G27950.1	XP_009151226.1
OG0017599	AT2G20100.3	XP_009117507.1
OG0017600	AT2G20390.1	XP_009102038.1
OG0017601	AT2G20650.1	XP_018508762.1
OG0017602	AT2G20810.1	XP_009119394.1
OG0017603	AT2G20890.1	XP_009117460.1
OG0017604	AT2G48100.1	XP_009142478.1
OG0017605	AT2G48080.1	XP_018514650.1
OG0017606	AT2G47920.1	XP_009142493.1
OG0017607	AT2G47530.1	XP_009118719.1
OG0017609	AT2G47410.5	XP_033139291.1
OG0017610	AT2G46920.1	XP_009142581.1
OG0017611	AT2G46850.1	XP_009133790.1
OG0017612	AT2G46530.3	XP_009142634.1
OG0017613	AT2G46240.1	XP_033148402.1
OG0017614	AT2G45540.2	XP_018514619.2
OG0017615	AT2G45380.1	XP_009143132.1
OG0017616	AT2G44990.2	XP_009142313.1
OG0017617	AT4G28670.1	XP_033146116.1
OG0017618	AT2G44140.1	XP_009142995.1
OG0017619	AT2G44110.2	XP_009142246.1
OG0017620	AT2G44090.1	XP_009142990.2
OG0017621	AT2G43980.1	XP_009142984.1
OG0017622	AT2G43900.2	XP_009133646.2
OG0017623	AT2G20790.1	XP_033144662.1
OG0017624	AT2G43350.1	XP_009133594.1
OG0017625	AT2G43230.2	XP_009142919.1, XP_009142178.1
OG0017626	AT2G43180.1	XP_009133578.1
OG0017628	AT2G42060.1	XP_033143836.1
OG0017629	AT2G42030.1	XP_009142798.1
OG0017630	AT2G41810.1	XP_009142779.1
OG0017631	AT5G47240.2	XP_009101437.1
OG0017632	AT3G02130.1	XP_009117847.1
OG0017633	AT3G02210.1	XP_009147371.1
OG0017634	AT3G02645.1	XP_033139783.1
OG0017635	AT3G02875.1	XP_009147310.1
OG0017636	AT3G02890.1	XP_033137312.1
OG0017638	AT3G03305.1	XP_009130356.1
OG0017639	AT3G03310.1	XP_009130355.1
OG0017640	AT3G03450.1	XP_009130367.1
OG0017641	AT3G03590.1	XP_009130373.1
OG0017642	AT3G03640.1	XP_009102063.2
OG0017643	AT5G65650.1	XP_009103491.1
OG0017644	AT3G04590.2	XP_009124992.1
OG0017645	AT3G04740.1	XP_009124195.1
OG0017646	AT2G23660.1	XP_009140479.1
OG0017647	AT3G05150.2	XP_033146865.1
OG0017648	AT3G05240.1	XP_009147262.1
OG0017649	AT3G05480.3	XP_009147232.1
OG0017650	AT3G06030.1	XP_009129632.2
OG0017651	AT3G06040.1	XP_009129634.1
OG0017652	AT1G24650.1	XP_009103048.1
OG0017653	AT3G06360.1	XP_009124924.2
OG0017654	AT3G06450.1	XP_009134897.1
OG0017655	AT3G06500.1	XP_009147157.1
OG0017656	AT3G06560.1, AT5G02670.1	XP_009147150.1
OG0017657	AT3G66652.1	XP_009134910.1
OG0017658	AT3G06850.1	XP_033142938.1
OG0017659	AT3G06950.1	XP_009134941.1
OG0017660	AT3G07150.1	XP_033147236.1
OG0017661	AT3G07340.1	XP_009147085.1
OG0017662	AT3G07410.1	XP_009124351.1
OG0017663	AT3G07690.1	XP_009147040.1
OG0017664	AT5G20140.2	XP_009151573.1
OG0017665	AT3G07900.1	XP_009147015.1
OG0017666	AT3G07990.1	XP_009147009.1
OG0017667	AT3G08020.1	XP_009123984.1
OG0017668	AT3G08790.1	XP_033146702.1
OG0017669	AT3G08820.1	XP_009146978.1
OG0017670	AT3G08870.2	XP_009123811.1
OG0017671	AT2G05580.1	XP_033134216.1
OG0017672	AT3G09550.2	XP_009135049.2
OG0017673	AT3G09660.1	XP_009146911.1
OG0017674	AT3G09735.1	XP_009146906.1
OG0017675	AT3G09780.1	XP_009146898.1
OG0017676	AT3G10030.1	XP_009146877.1
OG0017677	AT3G10185.1	XP_009146866.1, XP_009123090.1
OG0017678	AT3G10210.1	XP_009146862.1
OG0017679	AT3G10230.1	XP_009146860.1
OG0017680	AT3G10390.3	XP_009135109.1
OG0017681	AT3G10620.1	XP_009146819.1
OG0017682	AT3G10820.2	XP_033142274.1, XP_009146801.1
OG0017683	AT3G11460.1	XP_009146721.1
OG0017684	AT3G12540.1	XP_009136005.1
OG0017685	AT3G12570.1	XP_009120562.1
OG0017686	AT3G12810.1	XP_033148172.1
OG0017687	AT3G13170.1	XP_009124720.2
OG0017688	AT3G13330.1	XP_009135298.1
OG0017689	AT3G13560.1	XP_009146477.1
OG0017690	AT3G13682.1	XP_009117559.1
OG0017691	AT3G13770.1	XP_009146454.2
OG0017692	AT3G13782.1	XP_033147819.1
