Orthogroup	Arabidopsis_thaliana	Cardamine_hirsuta
OG0017755	AT1G65590.1	CARHR057340
OG0017756	AT1G65000.1	CARHR056450, CARHR057330
OG0017757	AT1G65240.1	CARHR056850
OG0017758	AT1G65260.1	CARHR056900
OG0017759	AT1G65430.1	CARHR057090
OG0017760	AT5G55000.2	CARHR268340
OG0017761	AT1G54530.1	CARHR055620
OG0017762	AT1G54540.1	CARHR055630
OG0017763	AT1G54790.2	CARHR055920
OG0017764	AT1G54890.1	CARHR181680, CARHR056070
OG0017765	AT5G19030.1	CARHR193960
OG0017766	AT5G18920.2	CARHR194100
OG0017767	AT5G18570.1	CARHR194450
OG0017768	AT5G18240.1	CARHR194820
OG0017770	AT5G28690.1	CARHR185300
OG0017771	AT5G48460.1	CARHR183620
OG0017772	AT2G19900.1	CARHR110330
OG0017773	AT3G52155.1	CARHR161900
OG0017774	AT3G52030.1	CARHR161660
OG0017775	AT3G51240.1	CARHR160820
OG0017776	AT3G51230.1	CARHR160810
OG0017777	AT1G02150.1	CARHR000170
OG0017778	AT1G02110.1	CARHR000220
OG0017779	AT1G02060.1	CARHR000280
OG0017780	AT1G01840.1	CARHR000490
OG0017781	AT1G01760.3	CARHR000560
OG0017782	AT1G01720.1	CARHR000620
OG0017783	AT5G49680.2	CARHR259160
OG0017784	AT1G02335.1	CARHR001650
OG0017785	AT1G02370.1	CARHR001690
OG0017786	AT1G03180.1	CARHR002520
OG0017787	AT1G03320.1	CARHR002700, CARHR002630
OG0017788	AT1G03700.1	CARHR003030
OG0017789	AT1G03982.1	CARHR003330
OG0017790	AT1G03990.1	CARHR003340
OG0017791	AT1G04100.1	CARHR003440
OG0017792	AT1G04130.1	CARHR003480
OG0017793	AT1G04200.1	CARHR003530
OG0017794	AT1G04380.1	CARHR003710, CARHR102190
OG0017795	AT1G04840.1	CARHR004230
OG0017796	AT1G04990.1	CARHR004410
OG0017798	AT5G48160.1	CARHR184180
OG0017799	AT1G05330.1	CARHR004820
OG0017800	AT1G05385.1	CARHR004900
OG0017801	AT1G05590.1	CARHR005090
OG0017802	AT1G05690.1	CARHR005210
OG0017803	AT1G05835.1	CARHR005380
OG0017804	AT1G05900.2	CARHR005460
OG0017805	AT1G06050.1	CARHR005570
OG0017806	AT1G06140.1	CARHR005670
OG0017807	AT1G06240.1	CARHR005780
OG0017808	AT1G06330.1	CARHR005890
OG0017810	AT1G07240.1	CARHR006960
OG0017811	AT1G07320.1	CARHR007030
OG0017812	AT1G07705.2	CARHR007480
OG0017813	AT1G07860.1	CARHR007670
OG0017814	AT1G07880.2	CARHR007690
OG0017815	AT1G08350.2	CARHR008230
OG0017816	AT5G52520.1	CARHR265490
OG0017817	AT1G08460.1	CARHR008340
OG0017818	AT1G08530.1	CARHR008430
OG0017819	AT1G09140.1	CARHR009010
OG0017820	AT1G09230.1	CARHR009190
OG0017821	AT1G09280.1	CARHR009250
OG0017822	AT1G09300.1	CARHR009270
OG0017823	AT1G09360.1	CARHR178500, CARHR178520
OG0017824	AT1G09390.1	CARHR009350
OG0017825	AT1G09420.2	CARHR009380
OG0017826	AT1G09820.1	CARHR009830
OG0017827	AT1G10180.1	CARHR010280
OG0017828	AT1G10310.1	CARHR010440
OG0017829	AT1G10385.1	CARHR010520
OG0017830	AT1G10750.1	CARHR010970
OG0017831	AT1G10790.1	CARHR011010
OG0017832	AT1G10830.1	CARHR011050
OG0017833	AT1G10865.1	CARHR011080
OG0017834	AT1G10970.1	CARHR011180
OG0017835	AT1G11360.1	CARHR011600
OG0017836	AT1G11490.1	CARHR011760
OG0017837	AT1G11650.2	CARHR011940
OG0017838	AT1G11960.1	CARHR012310
OG0017839	AT1G12850.1	CARHR013180, CARHR120940
OG0017840	AT1G13280.1	CARHR013660
OG0017841	AT2G24940.1	CARHR116770
OG0017842	AT1G13610.1	CARHR013950
OG0017843	AT1G13640.1	CARHR014020
OG0017844	AT1G13770.1	CARHR014160
OG0017845	AT1G14030.1	CARHR014400
OG0017846	AT1G14160.1	CARHR014560
OG0017847	AT1G14205.1	CARHR014620
OG0017848	AT1G14390.1	CARHR014830
OG0017849	AT1G14686.1	CARHR015200
OG0017850	AT1G15290.1	CARHR015820
OG0017851	AT1G15540.3	CARHR016100
OG0017852	AT1G15570.1	CARHR016120
OG0017853	AT1G15980.1	CARHR016480
OG0017854	AT1G16020.1	CARHR016520
OG0017855	AT1G16280.1	CARHR016750
OG0017856	AT1G17030.1	CARHR017560
OG0017857	AT1G17230.2	CARHR017840
OG0017858	AT1G17370.1	CARHR017970
OG0017859	AT1G17630.1	CARHR018240, CARHR033600
OG0017860	AT1G17830.1	CARHR018440
OG0017861	AT1G17930.1	CARHR018550
OG0017862	AT1G18335.2	CARHR018920
OG0017863	AT1G18360.1	CARHR018950
OG0017864	AT1G18490.1	CARHR019110
OG0017865	AT1G18550.1	CARHR019170
OG0017866	AT1G18590.1	CARHR019210, CARHR274870
OG0017867	AT1G18560.1	CARHR019180
OG0017868	AT1G18700.5	CARHR019320
OG0017869	AT1G19025.1	CARHR019650
OG0017870	AT1G19130.1	CARHR019730
OG0017871	AT1G19580.1	CARHR020130
OG0017872	AT1G19730.1	CARHR020260
OG0017873	AT5G35690.1	CARHR217000
OG0017874	AT1G20650.1	CARHR021110
OG0017875	AT1G20925.1	CARHR021390
OG0017876	AT1G21510.1	CARHR021870
OG0017877	AT1G21680.1	CARHR022030
OG0017878	AT1G21710.1	CARHR022070
OG0017879	AT1G21722.1	CARHR022100
OG0017880	AT1G21790.1	CARHR022170
OG0017881	AT1G22020.1	CARHR022370
OG0017882	AT1G22140.1	CARHR022490
OG0017883	AT1G22470.1	CARHR022810
OG0017884	AT1G22600.1	CARHR022970
OG0017885	AT1G22630.1	CARHR023000
OG0017886	AT1G22730.1	CARHR023090
OG0017887	AT1G32870.3	CARHR032220
OG0017888	AT1G22760.1	CARHR023120
OG0017889	AT1G22860.1	CARHR023210
OG0017890	AT1G71790.1	CARHR290990
OG0017891	AT1G71697.1	CARHR291090
OG0017892	AT1G71340.1	CARHR064620
OG0017893	AT1G71220.3	CARHR064520
OG0017894	AT1G71080.1	CARHR064370
OG0017895	AT1G70950.1	CARHR064220
OG0017896	AT1G23100.1	CARHR023480
OG0017897	AT1G70820.1	CARHR064080
OG0017898	AT1G70750.1	CARHR064010
OG0017899	AT1G70630.3	CARHR063860
OG0017900	AT1G70620.3	CARHR063850
OG0017901	AT1G70610.1	CARHR063840
OG0017902	AT1G70500.1	CARHR063660
OG0017903	AT1G32900.1	CARHR032230
OG0017904	AT1G33030.1	CARHR032320, CARHR032350
OG0017905	AT1G33060.2	CARHR032390
OG0017906	AT1G33260.1	CARHR032620
OG0017907	AT5G41590.1	CARHR287640
OG0017908	AT5G39880.1	CARHR262300
OG0017909	AT1G62420.1	CARHR049480
OG0017910	AT1G62370.1	CARHR049550
OG0017911	AT1G62330.1	CARHR049740
OG0017912	AT1G62305.1	CARHR049810
OG0017913	AT1G62260.1	CARHR049870
OG0017915	AT1G62050.1	CARHR050130
OG0017916	AT1G61950.1	CARHR050350
OG0017917	AT1G61870.1	CARHR050450
OG0017918	AT1G61065.1	CARHR052190
OG0017921	AT1G60800.1	CARHR051810
OG0017922	AT1G60460.1	CARHR052570
OG0017923	AT1G60440.1	CARHR052610
OG0017924	AT1G65570.1	CARHR057300
OG0017925	AT1G59530.1	CARHR283840
OG0017926	AT1G58440.1	CARHR283960
OG0017927	AT1G58180.2	CARHR053900
OG0017928	AT1G56700.1	CARHR054810
OG0017929	AT1G65560.1	CARHR057260
OG0017930	AT1G56460.3	CARHR055120
OG0017931	AT1G56345.1	CARHR055360
OG0017932	AT1G64160.1	CARHR046780
OG0017933	AT3G29230.1	CARHR153890
OG0017934	AT2G14660.1	CARHR286340
OG0017935	AT1G64700.1	CARHR046200
OG0017936	AT5G46600.1	CARHR174980
OG0017937	AT5G46610.1	CARHR174910
OG0017938	AT5G46720.1	CARHR174780
OG0017940	AT5G47630.1	CARHR173690
OG0017941	AT1G27410.1	CARHR027000
OG0017942	AT5G44530.2	CARHR178580
OG0017943	AT5G44300.1	CARHR178890
OG0017944	AT4G05390.1	CARHR252190
OG0017945	AT4G05170.1	CARHR252380
OG0017946	AT4G29310.1	CARHR237110
OG0017947	AT4G29440.1	CARHR237260
OG0017948	AT4G29810.2	CARHR237710
OG0017949	AT4G29820.1	CARHR237720
OG0017951	AT4G16280.2	CARHR222670
OG0017952	AT1G42990.1	CARHR035240
OG0017953	AT1G48170.1	CARHR290870, CARHR037810
OG0017954	AT1G48350.1	CARHR037960
OG0017955	AT1G48480.1	CARHR038110
OG0017956	AT1G48450.1	CARHR038080
OG0017957	AT1G48650.2	CARHR038300
OG0017958	AT1G48880.1	CARHR038880
OG0017959	AT1G48970.1	CARHR038980
OG0017960	AT1G75000.1	CARHR068310
OG0017961	AT4G38200.1	CARHR293970
OG0017962	AT4G38225.3	CARHR294010
OG0017963	AT4G38350.2	CARHR294090
OG0017964	AT4G38500.1	CARHR294220
OG0017965	AT4G38530.1	CARHR294260
OG0017966	AT4G38690.1	CARHR294410
OG0017968	AT4G38730.1	CARHR294430
OG0017969	AT4G38810.2	CARHR247920
OG0017971	AT4G39170.1	CARHR247580
OG0017972	AT4G39540.3	CARHR247190
OG0017973	AT3G45280.1	CARHR150610
OG0017974	AT4G39620.1	CARHR247110
OG0017975	AT4G39700.1	CARHR247020
OG0017976	AT4G40000.1	CARHR246680
OG0017977	AT4G40010.1	CARHR246660
OG0017978	AT2G26360.1	CARHR118430
OG0017979	AT4G38000.1	CARHR246420
OG0017980	AT4G37430.1	CARHR245810
OG0017981	AT4G36910.1	CARHR245600
OG0017982	AT4G36945.1	CARHR245560
OG0017983	AT4G37170.1	CARHR245340
OG0017984	AT4G36770.1	CARHR245130
OG0017985	AT4G36240.1	CARHR244640
OG0017986	AT4G35560.2	CARHR243900
OG0017987	AT4G35170.1	CARHR243490
OG0017988	AT4G34750.1	CARHR243050
OG0017989	AT4G34370.1	CARHR242400
OG0017990	AT4G34215.1	CARHR242580
OG0017991	AT4G32460.1	CARHR240370
OG0017993	AT4G32780.2	CARHR240770
OG0017994	AT4G33020.2	CARHR241030
OG0017995	AT4G33530.1	CARHR241630
OG0017996	AT4G33565.1	CARHR241670
OG0017997	AT4G33730.1	CARHR241830
OG0017998	AT4G33870.1	CARHR235650, CARHR241960
OG0017999	AT4G33990.1	CARHR242130
OG0018000	AT4G31860.1	CARHR239770
OG0018001	AT4G31790.1	CARHR239690
OG0018002	AT4G31600.1	CARHR239480
OG0018003	AT4G31470.1	CARHR239360
OG0018004	AT4G28170.1	CARHR235880
OG0018005	AT4G31350.1	CARHR239230
OG0018006	AT4G31310.2	CARHR239180
OG0018007	AT4G31115.2	CARHR239020
OG0018008	AT4G30900.1	CARHR238800
OG0018009	AT3G24240.1	CARHR099900
OG0018010	AT3G24210.1	CARHR099940
OG0018011	AT3G24050.1	CARHR100180
OG0018012	AT1G72670.1	CARHR065590
OG0018013	AT1G72560.1	CARHR065500
OG0018014	AT1G72500.1	CARHR065440
OG0018015	AT1G24030.1	CARHR024330
OG0018016	AT1G24130.1	CARHR024420
OG0018017	AT1G26690.1	CARHR025270
OG0018018	AT1G26170.1	CARHR025740
OG0018019	AT4G25780.1	CARHR233230
OG0018020	AT2G26420.2	CARHR118370
OG0018021	AT2G25570.1	CARHR115770
OG0018022	AT4G02075.1	CARHR249600
OG0018023	AT4G00820.1	CARHR249510
OG0018024	AT4G00890.1	CARHR212650
OG0018025	AT4G00900.1	CARHR249430
OG0018026	AT4G01140.1	CARHR249140
OG0018027	AT4G00350.1	CARHR248440
OG0018029	AT2G21140.1	CARHR111970
OG0018030	AT1G25500.2	CARHR025960
OG0018031	AT1G42970.1	CARHR035230
OG0018032	AT4G26790.1	CARHR234410
OG0018033	AT4G27100.1	CARHR234750
OG0018034	AT4G27380.1	CARHR235050
OG0018035	AT4G27340.1	CARHR234990
OG0018036	AT4G27490.1	CARHR235170
OG0018037	AT4G27510.1	CARHR235190
OG0018038	AT4G27620.1	CARHR235320
OG0018039	AT4G27860.3	CARHR235560
OG0018040	AT4G27980.2	CARHR235680
OG0018043	AT1G03340.1	CARHR002650
OG0018044	AT1G08400.1	CARHR008280
OG0018045	AT1G09900.1	CARHR009960
OG0018046	AT1G10710.1	CARHR010890
OG0018047	AT1G12600.1	CARHR012870
OG0018051	AT1G23110.1	CARHR023490
OG0018052	AT1G27070.1	CARHR024830
OG0018053	AT1G26761.1	CARHR025180
OG0018054	AT1G26500.1	CARHR025470
OG0018055	AT1G30250.1	CARHR029640
OG0018056	AT1G32560.1	CARHR032010
OG0018057	AT1G43020.1	CARHR035260
OG0018058	AT1G43245.2	CARHR035370
OG0018059	AT1G43650.1	CARHR035620
OG0018060	AT1G44830.1	CARHR036090
OG0018061	AT1G45231.2	CARHR036360
OG0018063	AT1G64107.1	CARHR046820
OG0018064	AT1G66030.1	CARHR181010
OG0018067	AT1G65060.1	CARHR056540
OG0018068	AT1G65540.1	CARHR057250
OG0018069	AT1G65920.1	CARHR057820
OG0018070	AT1G66350.1	CARHR058250
OG0018071	AT1G68120.1	CARHR060790
OG0018072	AT1G68238.1	CARHR060930
OG0018073	AT1G68765.1	CARHR061590
OG0018074	AT1G69360.1	CARHR062240
OG0018075	AT1G71060.1	CARHR064350
OG0018076	AT1G72070.1	CARHR064890
OG0018077	AT1G73965.1	CARHR067080
OG0018078	AT1G74080.1	CARHR067240
OG0018079	AT1G74420.3	CARHR067680
OG0018080	AT1G74600.1	CARHR067890
OG0018081	AT1G76220.1	CARHR069780
OG0018083	AT1G78200.1	CARHR071670
OG0018084	AT1G79120.1	CARHR072780
OG0018085	AT1G80555.2	CARHR205690
OG0018087	AT3G07425.1	CARHR082070
OG0018088	AT3G07530.4	CARHR082190
OG0018089	AT3G12960.1	CARHR087490
OG0018090	AT3G18035.1	CARHR093350
OG0018091	AT3G18470.1	CARHR093820
OG0018092	AT3G18890.1	CARHR094330
OG0018093	AT3G18970.1	CARHR094400
OG0018094	AT3G23360.1	CARHR099330
OG0018095	AT3G23440.1	CARHR099400
OG0018096	AT3G25240.1	CARHR101600
OG0018097	AT2G04495.1, AT2G04515.1	CARHR102400
OG0018098	AT2G13600.1	CARHR104800
OG0018099	AT2G14760.3	CARHR284750
OG0018100	AT3G02010.1	CARHR074950
OG0018101	AT2G14960.1	CARHR105420
OG0018102	AT2G16400.1	CARHR106650
OG0018103	AT2G17210.1	CARHR293510
OG0018104	AT2G18520.1	CARHR109130
OG0018105	AT2G20740.1	CARHR111410
OG0018106	AT2G20835.1	CARHR111560
OG0018107	AT2G22320.1	CARHR113550
OG0018108	AT2G22670.4	CARHR113930
OG0018109	AT2G22680.1	CARHR113940
OG0018110	AT2G22800.1	CARHR114100
OG0018111	AT2G23050.1	CARHR114510
OG0018112	AT2G23300.1	CARHR292940
OG0018114	AT2G23530.1	CARHR293140
OG0018115	AT2G23640.1	CARHR262860
OG0018116	AT2G23680.1	CARHR114670
OG0018117	AT2G23950.1	CARHR184630
OG0018118	AT2G24140.2	CARHR118150
OG0018119	AT2G24300.3	CARHR117800
OG0018120	AT2G24790.1	CARHR294540
OG0018121	AT2G25060.1	CARHR116650
OG0018122	AT2G25130.1	CARHR116540
OG0018123	AT2G25790.1	CARHR115450
OG0018124	AT2G33480.1	CARHR127490
OG0018125	AT2G34060.1	CARHR128140
OG0018126	AT2G37310.1	CARHR132280
OG0018128	AT2G42290.1	CARHR137330
OG0018129	AT2G46480.4	CARHR141780
OG0018130	AT2G01200.1	CARHR143750
OG0018131	AT2G25125.1	CARHR116400
OG0018131	AT2G01379.1	CARHR143880
OG0018132	AT2G01420.2	CARHR143940
OG0018133	AT2G01510.1	CARHR144070
OG0018134	AT2G01900.3	CARHR144470
OG0018135	AT2G01990.2	CARHR144590
OG0018136	AT2G02410.6	CARHR144990
OG0018137	AT2G02910.1	CARHR145340
OG0018138	AT3G25950.1	CARHR146940
OG0018139	AT3G26540.1	CARHR147520
OG0018140	AT3G27320.1	CARHR148600
OG0018141	AT3G27540.1	CARHR148910
OG0018142	AT3G27860.1	CARHR149330
OG0018145	AT3G42180.1	CARHR153630
OG0018146	AT3G44510.2	CARHR104390
OG0018147	AT3G44716.1	CARHR151480
OG0018148	AT3G44720.1	CARHR151470
OG0018149	AT3G44730.2	CARHR151450
OG0018150	AT3G45230.1	CARHR150740
OG0018151	AT3G48360.1	CARHR157140
OG0018152	AT3G15910.1	CARHR157510
OG0018153	AT3G48850.1	CARHR157660
OG0018154	AT3G50030.1	CARHR159100
OG0018155	AT3G56900.1	CARHR167050
OG0018156	AT3G52561.1	CARHR162350
OG0018157	AT3G55190.1	CARHR165210
OG0018158	AT5G03810.1, AT5G03820.2	CARHR209450
OG0018159	AT5G07330.1	CARHR205820
OG0018160	AT5G08030.2	CARHR205150
OG0018161	AT5G10300.1	CARHR203000
OG0018163	AT5G11310.1	CARHR201960
OG0018164	AT5G14330.1	CARHR199000
OG0018165	AT5G14540.1	CARHR198770
OG0018166	AT5G19020.1	CARHR193970
OG0018167	AT5G19810.1, AT5G19800.1	CARHR193080
OG0018168	AT5G25440.2	CARHR187760
OG0018169	AT4G08330.1	CARHR259420
OG0018170	AT4G08980.1	CARHR259990
OG0018171	AT4G09340.1	CARHR260350
OG0018172	AT4G10020.1	CARHR261020
OG0018173	AT4G10910.1	CARHR255700
OG0018174	AT4G01890.1	CARHR249860
OG0018175	AT4G00180.1	CARHR248230
OG0018176	AT4G39130.1	CARHR247620
OG0018177	AT4G34360.1	CARHR242410
OG0018178	AT4G33520.2	CARHR241620
OG0018180	AT4G29790.1	CARHR237690
OG0018181	AT4G29110.1	CARHR236840
OG0018182	AT4G28780.1	CARHR236570
OG0018183	AT4G28490.1	CARHR236270
OG0018184	AT4G28390.1	CARHR236130
OG0018185	AT4G28150.1	CARHR235860
OG0018187	AT4G27590.2	CARHR235290
OG0018188	AT4G26860.2	CARHR234480
OG0018189	AT4G26680.1	CARHR234290
OG0018190	AT4G26490.1	CARHR234080
OG0018191	AT4G26466.1	CARHR234040
OG0018192	AT4G26150.1	CARHR233670
OG0018193	AT4G25580.1	CARHR233000
OG0018194	AT4G24450.1	CARHR231840
OG0018195	AT4G23515.1	CARHR230850, CARHR230860
OG0018196	AT4G21705.1	CARHR228420
OG0018197	AT4G20770.1	CARHR227310
OG0018198	AT4G18395.1	CARHR225210
OG0018199	AT4G17360.1	CARHR223970
OG0018200	AT4G14270.1	CARHR220420
OG0018201	AT5G35580.2	CARHR217710
OG0018202	AT5G35840.1	CARHR216760
OG0018203	AT5G37260.1	CARHR215820
OG0018204	AT5G38770.1	CARHR291810, CARHR264040
OG0018205	AT5G39350.1	CARHR263040
OG0018206	AT5G39360.1	CARHR263030
OG0018207	AT5G39710.1	CARHR262550
OG0018208	AT5G41110.1	CARHR213260
OG0018209	AT5G41620.1	CARHR212870
OG0018210	AT5G41761.1	CARHR212810
OG0018211	AT5G61520.1	CARHR275290
OG0018212	AT5G47460.1	CARHR173900
OG0018213	AT5G43790.1	CARHR179690
OG0018214	AT5G43190.1	CARHR180670
OG0018215	AT5G47960.1	CARHR184300
OG0018216	AT5G48100.1	CARHR184220, CARHR226110, CARHR178910
OG0018217	AT5G48450.1	CARHR183630
OG0018218	AT5G49600.1	CARHR185570
OG0018219	AT5G50260.1	CARHR258350
OG0018220	AT5G50370.1	CARHR258120
OG0018221	AT5G50915.1	CARHR257350
OG0018222	AT5G50970.1	CARHR257220
OG0018223	AT5G51720.1	CARHR264580
OG0018224	AT5G51760.1	CARHR264640
OG0018225	AT5G51850.1	CARHR264740
OG0018226	AT5G52860.1	CARHR265800
OG0018227	AT5G61370.1	CARHR275130
OG0018228	AT5G61930.1	CARHR275690
OG0018229	AT5G65370.1	CARHR279330, CARHR279340
OG0018230	AT5G66631.1	CARHR281110
OG0018231	ATCG01050.1	CARHR282420
OG0018232	AT5G18360.1	CARHR194660
OG0018234	AT4G14315.1	CARHR220510
OG0018236	AT5G26790.1	CARHR186770
OG0018237	AT5G20045.1	CARHR192790
OG0018238	ATCG00480.1	CARHR282070
OG0018240	AT2G15770.1	CARHR106110
OG0018262	AT3G46890.1	CARHR155510
OG0018264	AT5G17720.1	CARHR195460
OG0018266	AT2G26480.1	CARHR293320
OG0018267	AT5G15300.1	CARHR198010
OG0018268	AT5G15210.1	CARHR198100
OG0018270	AT5G14650.1	CARHR198670
OG0018271	AT4G14070.1	CARHR220060
OG0018272	AT5G14345.1	CARHR198980
OG0018273	AT5G14150.1	CARHR199180
OG0018274	AT5G13940.1	CARHR199490
OG0018275	AT5G13270.1	CARHR200180
OG0018276	AT5G13050.1	CARHR200420
OG0018277	AT5G12360.1	CARHR200750
OG0018279	AT1G32270.1	CARHR031640
OG0018280	AT5G10460.1	CARHR202830
OG0018281	AT5G10250.2	CARHR203050
OG0018282	AT5G09876.1	CARHR203470
OG0018283	AT5G09860.1	CARHR203490
OG0018284	AT5G09630.1	CARHR203750
OG0018286	AT5G08780.1	CARHR204230
OG0018287	AT5G08510.1	CARHR204480
OG0018289	AT5G07500.1	CARHR205630
OG0018292	AT2G27220.2	CARHR119720
OG0018293	AT2G27240.1	CARHR119740
OG0018294	AT2G27270.1	CARHR119780
OG0018295	AT2G28050.1	CARHR120730
OG0018296	AT2G29065.1	CARHR122330
OG0018297	AT2G29130.1	CARHR122430
OG0018298	AT2G29380.1	CARHR122650
OG0018299	AT2G29890.3	CARHR123120
OG0018300	AT2G29960.1	CARHR123200
OG0018301	AT2G30695.1	CARHR124190
OG0018302	AT2G30766.1	CARHR124240
OG0018303	AT2G31830.2	CARHR125520
OG0018305	AT5G43840.1	CARHR179600
OG0018306	AT4G24460.1	CARHR231850
OG0018307	AT4G25290.1	CARHR232700
OG0018308	AT4G25390.1	CARHR232800
OG0018309	AT4G25750.1	CARHR233200
OG0018310	AT1G47710.2	CARHR037320
OG0018311	AT1G47056.1	CARHR036670
OG0018312	AT1G29780.1	CARHR029150
OG0018313	AT1G30515.1	CARHR029930
OG0018314	AT1G30570.1	CARHR030020
OG0018315	AT1G30740.2	CARHR030210
OG0018316	AT1G31920.1	CARHR031260
OG0018317	AT1G32250.1	CARHR031620
OG0018318	AT1G32415.1	CARHR031870
OG0018320	AT2G03380.1	CARHR145740
OG0018322	AT5G65100.1	CARHR279010
OG0018323	AT5G64480.2	CARHR278450
OG0018324	AT5G63610.1	CARHR277490
OG0018325	AT5G62400.1	CARHR276180
OG0018326	AT5G62220.1	CARHR276000
OG0018327	AT5G62065.1	CARHR275850
OG0018328	AT5G61990.1	CARHR275790
OG0018329	AT5G61830.1	CARHR275590
OG0018330	AT5G61400.1	CARHR275160
OG0018331	AT5G61350.1	CARHR275110
OG0018332	AT5G61280.1	CARHR275030
OG0018333	AT5G23440.1	CARHR190070
OG0018334	AT5G24080.2	CARHR189510
OG0018335	AT5G24318.1	CARHR189140
OG0018336	AT5G24340.2	CARHR189110
OG0018337	AT5G25500.1	CARHR187880
OG0018338	AT5G25520.6	CARHR187870
OG0018339	AT5G25630.2	CARHR187690
OG0018340	AT5G19490.1	CARHR193420
OG0018341	AT5G19670.1	CARHR193240
OG0018342	AT5G20710.1	CARHR192100
OG0018343	AT5G59600.1	CARHR273080
OG0018344	AT5G59190.1	CARHR285350
OG0018345	AT5G59200.1	CARHR285360
OG0018346	AT5G58910.2	CARHR272850
OG0018347	AT5G58620.1	CARHR272480
OG0018348	AT5G57940.1	CARHR271720
OG0018350	AT5G57450.1	CARHR271240
OG0018351	AT5G57400.2	CARHR271200
OG0018352	AT5G56310.1	CARHR269710
OG0018353	AT3G49640.1	CARHR158670
OG0018354	AT3G49380.1	CARHR158350
OG0018355	AT4G02650.1	CARHR250950
OG0018356	AT5G07230.1	CARHR205910
OG0018357	AT5G07140.1	CARHR206000
OG0018358	AT5G05300.1	CARHR207940
OG0018359	AT5G04780.1	CARHR208500
OG0018360	AT5G01020.1	CARHR212380
OG0018361	AT5G02440.1	CARHR210970
OG0018362	AT5G02070.1	CARHR211280
OG0018363	AT5G01180.1	CARHR211500
OG0018365	AT5G01490.1	CARHR211850
OG0018366	AT5G01520.1	CARHR211880
OG0018367	AT5G01690.1	CARHR212050
OG0018368	AT5G01940.3	CARHR212290
OG0018369	AT3G08570.1	CARHR082870
OG0018370	AT5G41315.2	CARHR213010
OG0018371	AT5G41470.1	CARHR213840
OG0018372	AT1G79915.1	CARHR074570
OG0018373	AT1G79880.1	CARHR074610
OG0018374	AT1G79710.1	CARHR073480
OG0018375	AT1G79420.1	CARHR073080
OG0018376	AT1G79310.1	CARHR072960
OG0018378	AT1G78172.1	CARHR071640
OG0018379	AT1G77640.1	CARHR071150
OG0018380	AT1G77380.1	CARHR070860
OG0018381	AT1G23070.1	CARHR023450
OG0018382	AT1G77210.1	CARHR070680
OG0018383	AT1G77122.1	CARHR070600
OG0018384	AT2G15630.1	CARHR106000
OG0018385	AT1G76380.2	CARHR069930
OG0018386	AT1G76320.1	CARHR069880
OG0018387	AT1G75170.1	CARHR068500
OG0018388	AT1G75140.1	CARHR068470
OG0018389	AT2G17525.1	CARHR107690
OG0018390	AT2G17680.1	CARHR107930
OG0018391	AT1G56180.1	CARHR045950
OG0018392	AT1G65610.1	CARHR057380
OG0018393	AT1G54090.1	CARHR044420
OG0018394	AT1G54020.2	CARHR044350
OG0018395	AT1G53820.1	CARHR044110
OG0018396	AT2G36295.1	CARHR130560
OG0018398	AT2G36730.1	CARHR131090
OG0018399	AT3G46770.1	CARHR154900
OG0018400	AT5G35110.1	CARHR217180
OG0018401	AT5G35460.1	CARHR217480
OG0018402	AT4G12680.1	CARHR218010
OG0018403	AT4G12640.1	CARHR217980
OG0018404	AT4G12970.1	CARHR218280
OG0018405	AT4G13600.1	CARHR219270
OG0018406	AT4G14100.1	CARHR220090
OG0018407	AT4G14225.1	CARHR220310
OG0018408	AT4G14305.1	CARHR220490
OG0018409	AT4G14730.1	CARHR221210
OG0018410	AT4G14850.1	CARHR221420
OG0018411	AT1G73325.1	CARHR066350, CARHR066380
OG0018412	AT1G73580.1	CARHR066600
OG0018413	AT1G24290.1	CARHR026810
OG0018414	AT5G38392.1	CARHR115140, CARHR061830, CARHR051180, CARHR214190, CARHR115190, CARHR051190, CARHR111230, CARHR111210
OG0018415	AT1G74540.1	CARHR067820
OG0018416	AT1G74700.1	CARHR067990
OG0018417	AT1G74720.1	CARHR068020
OG0018418	AT2G43390.1	CARHR138460
OG0018419	AT1G68790.1	CARHR061610
OG0018420	AT1G69085.1	CARHR061970
OG0018422	AT4G28397.1	CARHR236160
OG0018424	AT4G28703.1	CARHR236480
OG0018425	AT5G39930.1	CARHR262250
OG0018426	AT5G40010.1	CARHR262090
OG0018427	AT3G44290.1	CARHR104580
OG0018428	AT3G27870.1	CARHR149380
OG0018429	AT3G43800.1	CARHR222320
OG0018431	AT5G45810.1	CARHR176160
OG0018432	AT3G47190.1	CARHR155900, CARHR155870, CARHR155880, CARHR155890
OG0018433	AT5G45120.1	CARHR177450
OG0018434	AT5G45113.1	CARHR177460
OG0018435	AT3G28630.1	CARHR286670
OG0018437	AT1G51170.1	CARHR041220
OG0018438	AT1G51965.1	CARHR042130
OG0018439	AT1G52040.1	CARHR042170
OG0018439	AT1G52000.1	CARHR042160
OG0018440	AT1G52290.1	CARHR042400
OG0018441	AT1G52340.1	CARHR042470
OG0018442	AT1G52790.1	CARHR042950
OG0018443	AT5G43000.1	CARHR181020
OG0018444	AT2G34020.2	CARHR128100
OG0018445	AT2G35030.1	CARHR129190
OG0018446	AT2G35200.1	CARHR129360
OG0018447	AT2G35460.1	CARHR129610
OG0018448	AT2G35540.1	CARHR129710
OG0018449	AT4G18593.1	CARHR225440
