Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata_NCBI
OG0015056	AT1G53163.1	XP_002891732.2
OG0015057	AT1G53120.1	XP_020867181.1
OG0015058	AT1G53100.1	XP_020867161.1
OG0015059	AT2G36290.1	XP_020883181.1
OG0015060	AT2G36305.1	XP_020883182.1
OG0015061	AT2G36330.1	XP_020884573.1
OG0015062	AT2G36370.1	XP_020884563.1
OG0015063	AT2G36650.1	XP_002879620.1
OG0015064	AT2G36740.1	XP_020884152.1
OG0015065	AT2G36840.1	XP_020884415.1
OG0015066	AT3G45740.1	XP_020880435.1
OG0015067	AT3G45400.1	XP_002875730.1
OG0015068	AT3G45300.1	XP_002877398.1
OG0015069	AT5G53020.6	XP_020866763.1
OG0015070	AT5G53140.1	XP_002864225.1
OG0015071	AT3G58300.1	XP_020880613.1
OG0015072	AT2G23390.1	XP_020884085.1
OG0015073	AT4G06599.1	XP_002874475.1
OG0015074	AT4G08150.1	XP_020877472.1
OG0015075	AT4G07990.1	XP_002874485.1
OG0015076	AT5G49970.1	XP_020878843.1
OG0015077	AT5G49660.1	XP_002865749.1
OG0015078	AT5G34850.1	XP_020873171.1
OG0015079	AT5G35330.1	XP_002870426.2
OG0015080	AT5G35390.1	XP_020874655.1
OG0015081	AT5G35670.1	XP_020874441.1
OG0015082	AT4G12650.1	XP_002863313.2
OG0015083	AT4G12830.1	XP_002863288.1
OG0015084	AT4G13030.3	XP_020875762.1
OG0015085	AT4G08160.1	XP_020877454.1
OG0015086	AT3G24535.1	XP_002863259.1
OG0015087	AT4G13270.1	XP_020876285.1
OG0015088	AT4G13590.1	XP_002868349.1
OG0015089	AT4G13670.1	XP_002870363.1
OG0015090	AT4G13690.1	XP_002870359.1
OG0015091	AT4G13980.1	XP_020874977.1
OG0015092	AT4G14000.1	XP_020875323.1
OG0015093	AT4G14310.2	XP_020874510.1
OG0015094	AT4G14455.1	XP_002870311.2
OG0015095	AT4G14465.1	XP_020872160.1
OG0015096	AT4G14480.1	XP_002868280.1
OG0015097	AT4G15030.2	XP_020875618.1
OG0015098	AT4G15090.1	XP_020874483.1
OG0015099	AT4G15120.1	XP_020874555.1
OG0015100	AT4G15140.1	XP_002868223.2
OG0015101	AT4G15420.2	XP_020875502.1
OG0015102	AT4G15450.1	XP_002870237.1
OG0015103	AT3G21540.1	XP_020887248.1
OG0015104	AT4G15520.1	XP_002870233.1
OG0015105	AT2G01980.1	XP_020880756.1
OG0015106	AT2G14247.1	XP_020886131.1
OG0015107	AT4G15760.2	XP_002868183.1
OG0015108	AT4G15780.1	XP_002868180.1
OG0015109	AT4G15790.2	XP_002870209.1
OG0015110	AT4G15810.1	XP_020873150.1
OG0015111	AT4G15830.1	XP_020873152.1
OG0015112	AT1G72760.2	XP_020891523.1
OG0015113	AT1G72770.1	XP_002887450.1
OG0015114	AT1G72980.1	XP_002888900.1
OG0015115	AT1G72990.1	XP_002888901.1
OG0015116	AT1G73080.1	XP_002887470.1
OG0015117	AT1G73090.2	XP_020889761.1
OG0015118	AT1G73130.1	XP_002887473.1
OG0015119	AT1G73140.1	XP_002888908.1
OG0015120	AT1G73177.1	XP_020890507.1
OG0015121	AT1G73320.1	XP_020890375.1
OG0015122	AT5G48690.1	XP_002865663.1
OG0015123	AT1G73340.1	XP_002887479.1
OG0015124	AT1G73620.1	XP_020889602.1
OG0015125	AT1G73655.1	XP_020891513.1
OG0015126	AT1G73720.1	XP_020890525.1
OG0015128	AT1G73750.2	XP_020891779.1
OG0015129	AT1G73850.1	XP_002887510.2
OG0015130	AT1G73960.1	XP_020890211.1
OG0015131	AT1G73980.1	XP_002888955.1
OG0015132	AT1G74030.1	XP_002888960.1
OG0015133	AT2G25605.1	XP_002878867.1
OG0015134	AT2G24800.1	XP_002880630.1
OG0015135	AT1G74250.1	XP_002887534.1
OG0015136	AT1G74320.1	XP_002887536.1
OG0015137	AT1G74340.1	XP_002888972.1
OG0015138	AT1G74410.1	XP_020890840.1
OG0015139	AT1G74580.1	XP_002887547.1
OG0015140	AT2G01860.1	XP_020879994.1
OG0015141	AT1G74630.2	XP_020891187.1
OG0015142	AT1G74640.1	XP_020891188.1
OG0015143	AT1G74680.1	XP_020889973.1
OG0015144	AT1G74740.1	XP_020865799.1
OG0015145	AT1G74750.1	XP_020890662.1
OG0015146	AT1G74780.1	XP_002887558.1
OG0015147	AT1G68630.1	XP_020889622.1
OG0015148	AT1G68640.1	XP_020889619.1
OG0015149	AT1G68720.1	XP_020865731.1
OG0015150	AT1G68725.1	XP_002887202.1
OG0015151	AT1G68780.1	XP_020889995.1
OG0015152	AT1G68820.4	XP_002887207.2
OG0015153	AT1G68875.1	XP_002887211.1
OG0015154	AT1G68930.1	XP_002887214.1
OG0015155	AT1G68940.2	XP_002888693.1
OG0015156	AT1G69080.1	XP_020889701.1
OG0015157	AT1G69180.1	XP_002888705.1
OG0015158	AT1G69200.1	XP_020889980.1
OG0015159	AT4G28450.1	XP_002867449.1
OG0015160	AT4G28590.1	XP_020875291.1
OG0015161	AT4G28600.3	XP_020872609.1
OG0015162	AT4G28650.1	XP_002867439.1
OG0015163	AT4G28690.1	XP_002869484.1
OG0015164	AT4G28740.1	XP_002869476.1
OG0015165	AT4G28950.1	XP_002869462.1
OG0015166	AT4G28980.1	XP_020874784.1
OG0015167	AT4G29080.1	XP_020875094.1
OG0015168	AT4G29120.1	XP_020872896.1
OG0015169	AT4G29150.1	XP_020874615.1
OG0015170	AT4G29220.1	XP_002867420.1
OG0015171	AT5G53180.1	XP_020882286.1
OG0015172	AT1G63680.1	XP_002887945.2
OG0015173	AT1G63820.1	XP_020889855.1
OG0015174	AT1G63930.1	XP_002887931.1
OG0015175	AT5G39900.1	XP_020872924.1
OG0015176	AT5G40030.1	XP_002870728.1
OG0015177	AT5G40300.1	XP_020875357.1
OG0015178	AT5G40330.1	XP_020872393.1
OG0015179	AT5G40340.1	XP_020874222.1
OG0015180	AT3G42950.1	XP_002877258.1
OG0015181	AT3G43300.1	XP_020879949.1
OG0015182	AT3G30300.1	XP_020881516.1
OG0015183	AT3G28470.1	XP_002877110.1
OG0015184	AT3G28720.2	XP_020881980.1
OG0015185	AT3G27960.1	XP_020881549.1
OG0015186	AT3G27785.1	XP_020880227.1
OG0015187	AT3G27580.1	XP_002877061.1
OG0015188	AT3G27440.1	XP_002875388.1
OG0015189	AT3G27420.1	XP_002875384.1
OG0015190	AT3G27355.1	XP_002877044.1
OG0015191	AT3G27270.2	XP_002875369.2
OG0015192	AT3G27180.1	XP_020880805.1
OG0015193	AT3G27120.1	XP_020881368.1
OG0015194	AT3G27110.1	XP_002875358.1
OG0015195	AT3G27100.1	XP_020880797.1
OG0015196	AT3G27050.1	XP_002877014.1
OG0015197	AT3G26950.1	XP_002877008.1
OG0015198	AT3G26900.1	XP_020880415.1
OG0015199	AT3G26750.1	XP_020882470.1
OG0015200	AT3G26730.1	XP_020880204.1
OG0015201	AT3G26720.1	XP_020881163.1
OG0015202	AT3G26580.1	XP_020880094.1
OG0015203	AT3G26500.1	XP_002876976.1
OG0015204	AT3G26125.1	XP_002875311.1
OG0015205	AT3G26085.2	XP_020880635.1
OG0015206	AT3G26050.1	XP_020880287.1
OG0015207	AT3G26040.1	XP_002875299.2
OG0015208	AT1G18410.4	XP_020867432.1
OG0015209	AT3G25780.1	XP_020881694.1
OG0015210	AT3G25740.1	XP_020882047.1
OG0015211	AT3G25680.1	XP_002875269.1
OG0015212	AT1G69935.1	XP_002888745.1
OG0015213	AT1G69860.1	XP_002863114.2
OG0015214	AT1G69520.2	XP_020889787.1
OG0015215	AT1G69510.1	XP_002887240.1
OG0015216	AT1G69480.1	XP_020890389.1
OG0015217	AT4G14965.1	XP_020874501.1
OG0015218	AT1G69380.1	XP_020891192.1
OG0015219	AT5G45950.1	XP_002865215.1
OG0015220	AT5G45940.1	XP_020866532.1
OG0015221	AT5G45800.1	XP_020867421.1
OG0015222	AT5G45760.1	XP_020888030.1
OG0015223	AT5G45610.1	XP_020871508.1
OG0015224	AT5G45300.3	XP_002865252.1
OG0015225	AT5G45290.2	XP_020885764.1
OG0015226	AT5G45280.2	XP_020885771.1
OG0015227	AT2G17230.1	XP_020888491.1
OG0015228	AT5G45160.1	XP_020877457.1
OG0015229	AT1G49780.1	XP_002894216.1
OG0015230	AT1G49820.1	XP_020866717.1
OG0015231	AT1G49870.1	XP_020866697.1
OG0015232	AT1G49950.1	XP_020866735.1
OG0015233	AT1G49960.1	XP_020866709.1
OG0015234	AT1G49975.1	XP_002891545.1
OG0015235	AT1G49980.1	XP_020866704.1
OG0015236	AT1G50000.1	XP_002894226.1
OG0015237	AT1G50140.1	XP_002894234.1
OG0015238	AT1G50280.1	XP_002894245.1
OG0015239	AT1G50440.1	XP_020867279.1
OG0015240	AT1G50450.1	XP_002894253.1
OG0015241	AT1G50570.1	XP_020867974.1
OG0015242	AT1G50575.1	XP_020867977.1
OG0015243	AT1G50650.1	XP_002894266.1
OG0015244	AT1G50940.1	XP_002894284.1
OG0015245	AT1G51100.1	XP_020869713.1
OG0015246	AT1G51110.1	XP_002891617.1
OG0015247	AT2G22410.1	XP_020883254.1
OG0015248	AT1G51440.1	XP_020870338.1
OG0015249	AT1G51450.1	XP_002891640.1
OG0015250	AT1G51460.1	XP_020869126.1
OG0015251	AT1G80550.1	XP_020891525.1
OG0015252	AT2G24580.1	XP_002880597.1
OG0015253	AT1G51720.1	XP_002891654.2
OG0015254	AT1G51790.2	XP_020869703.1
OG0015255	AT1G52220.1	XP_002894367.1
OG0015256	AT1G52310.1	XP_020869167.1
OG0015257	AT1G52320.2	XP_020868204.1
OG0015258	AT4G25830.1	XP_002869651.1
OG0015259	AT1G52500.2	XP_020868694.1
OG0015260	AT1G52510.1	XP_020868695.1
OG0015261	AT1G52590.1	XP_002894389.1
OG0015262	AT1G52620.1	XP_002891705.1
OG0015263	AT1G52640.1	XP_002894392.1
OG0015264	AT1G52720.1	XP_002891711.1
OG0015265	AT1G52770.1	XP_002891715.2
OG0015266	AT1G52780.1	XP_002891716.1
OG0015267	AT1G52820.1	XP_020870219.1
OG0015268	AT1G52870.2	XP_020868051.1
OG0015269	AT1G52890.1	XP_002894409.1
OG0015270	AT5G42750.1	XP_002863742.1
OG0015271	AT5G42760.2	XP_002865486.1
OG0015272	AT5G42880.1	XP_002865475.1
OG0015273	AT5G42950.1	XP_020879686.1
OG0015274	AT5G43140.1	XP_002865451.2
OG0015275	AT5G43150.1	XP_002865450.1
OG0015276	AT2G33600.1, AT2G33590.1	XP_020883851.1
OG0015277	AT2G33690.1	XP_020883193.1
OG0015278	AT2G33735.1	XP_002881297.1
OG0015279	AT2G33740.2	XP_002879468.1
OG0015280	AT2G33820.3	XP_020885284.1
OG0015281	AT2G34090.4	XP_020885536.1
OG0015282	AT2G34150.2	XP_020885500.1
OG0015283	AT2G34170.1	XP_002879481.1
OG0015284	AT2G34190.1	XP_020885283.1
OG0015285	AT2G34330.1	XP_020884898.1
OG0015286	AT2G34460.1	XP_002879500.2
OG0015287	AT2G34640.1	XP_020883165.1
OG0015288	AT3G28880.1	XP_020882230.1
OG0015289	AT2G35010.1	XP_020883017.1
OG0015290	AT2G35035.1	XP_020883015.1
OG0015291	AT2G35040.1	XP_020883013.1
OG0015292	AT2G35110.1	XP_002881375.1
OG0015293	AT2G35130.2	XP_020883896.1
OG0015294	AT2G35140.6	XP_020884114.1
OG0015295	AT2G35410.1	XP_020884540.1
OG0015296	AT2G35450.1	XP_020885487.1
OG0015297	AT2G35500.1	XP_020884546.1
OG0015298	AT2G35585.1	XP_002879558.1
OG0015299	AT5G42330.1	XP_020891377.1
OG0015300	AT2G35780.1	XP_020883709.1
OG0015301	AT2G35920.3	XP_020883696.1
OG0015302	AT4G19440.1	XP_020874816.1
OG0015303	AT4G19390.1	XP_020875336.1
OG0015304	AT4G19360.1	XP_020874447.1
OG0015305	AT4G19220.1	XP_020875371.1
OG0015306	AT4G19180.1	XP_020874453.1
OG0015307	AT4G19150.1	XP_020874541.1
OG0015308	AT4G19100.1	XP_020874542.1
OG0015309	AT4G18975.1	XP_020874536.1
OG0015310	AT4G18820.1	XP_020875080.1
OG0015311	AT4G18810.2	XP_020875072.1
OG0015312	AT4G18650.1	XP_002867982.1
OG0015313	AT4G18600.1	XP_020872783.1
OG0015314	AT4G18465.1	XP_020872693.1
OG0015315	AT4G18360.1	XP_002868001.1
OG0015316	AT4G18270.1	XP_020875241.1
OG0015318	AT4G18180.1	XP_020872369.1
OG0015319	AT1G59780.1	XP_020890332.1, XP_020872357.1, XP_020890282.1
OG0015320	AT4G18130.1	XP_002868009.1
OG0015321	AT2G25140.1	XP_002880654.1
OG0015322	AT4G17970.1	XP_002870075.1
OG0015323	AT4G17760.1	XP_002870087.1
OG0015324	AT4G17740.1	XP_002868041.1
OG0015325	AT4G17730.2	XP_020873201.1
OG0015326	AT4G17616.1	XP_020875200.1
OG0015327	AT4G17380.1	XP_020875333.1
OG0015328	AT4G17180.1	XP_002870120.1
OG0015329	AT4G17150.1	XP_002870121.1
OG0015330	AT5G35770.1	XP_002870448.1
OG0015331	AT5G46330.1	XP_002865197.1
OG0015332	AT3G29060.1	XP_020879900.1
OG0015333	AT3G50980.1	XP_002876062.1
OG0015334	AT3G50790.1	XP_020881606.1
OG0015335	AT3G50770.1	XP_002876048.2
OG0015336	AT3G50685.1	XP_002877760.1
OG0015337	AT3G50400.1	XP_002876029.2
OG0015338	AT3G50380.2	XP_020879854.1
OG0015339	AT3G50360.1	XP_002876026.1
OG0015340	AT3G50240.1	XP_020881929.1
OG0015341	AT3G50230.2	XP_002876018.2
OG0015342	AT3G50110.1	XP_020882419.1
OG0015343	AT5G52390.1	XP_002865911.1, XP_002862543.1
OG0015344	AT5G52230.1	XP_020880591.1
OG0015345	AT5G52180.1	XP_002865899.1
OG0015346	AT5G52110.1	XP_020890179.1
OG0015347	AT5G52100.1	XP_020890172.1
OG0015348	AT5G52010.1	XP_002865887.2
OG0015349	AT5G51970.1	XP_002864144.1
OG0015350	AT5G51820.1	XP_020866013.1
OG0015351	AT5G51600.1	XP_020871626.1
OG0015352	AT5G51690.1	XP_002865872.1
OG0015353	AT5G51710.1	XP_020871145.1
OG0015354	AT5G51570.1	XP_002862981.1
OG0015355	AT5G51010.1	XP_002864091.1
OG0015356	AT5G51060.1	XP_020878671.1
OG0015357	AT5G51050.1	XP_002864093.1
OG0015358	AT2G07340.1	XP_002883761.1
OG0015359	AT2G13840.1	XP_002885895.1
OG0015360	AT2G14050.1	XP_002883819.2
OG0015361	AT2G14095.1	XP_002885903.1
OG0015362	AT2G14110.1	XP_020887198.1
OG0015363	AT2G13810.1	XP_002883812.1
OG0015364	AT2G14210.2	XP_002883829.2
OG0015365	AT2G14260.1	XP_020887294.1
OG0015366	AT2G14530.1	XP_020888996.1
OG0015367	AT2G14620.1	XP_020888086.1
OG0015368	AT2G14680.2	XP_002883848.1
OG0015369	AT2G14820.1	XP_020886824.1
OG0015370	AT2G15230.1	XP_002883884.1
OG0015371	AT2G15310.1	XP_020887938.1
OG0015372	AT2G15320.1	XP_002885955.1
OG0015373	AT2G15960.1	XP_002883932.1
OG0015374	AT3G32940.1	XP_020880455.1
OG0015375	AT2G16380.1	XP_020889359.1
OG0015376	AT2G16440.1	XP_020889070.1
OG0015377	AT2G16800.1	XP_020888609.1
OG0015378	AT2G16860.1	XP_020887486.1
OG0015379	AT4G23950.2	XP_020873406.1
OG0015380	AT4G23790.1	XP_020873495.1
OG0015381	AT4G23780.1	XP_002867690.1
OG0015381	AT4G23770.1	XP_020872515.1
OG0015382	AT4G22960.1	XP_020873392.1
OG0015383	AT4G22940.2	XP_020873409.1
OG0015384	AT4G22900.1	XP_002869799.1
OG0015385	AT4G22758.1	XP_020873686.1
OG0015386	AT4G22560.1	XP_002869819.2
OG0015387	AT4G22530.1	XP_020873677.1
OG0015388	AT4G22160.2	XP_020873777.1
OG0015389	AT4G19880.2	XP_002867914.1
OG0015390	AT4G20060.1	XP_002867893.1
OG0015391	AT4G20310.4	XP_020872754.1
OG0015392	AT4G20760.2	XP_002869927.1
OG0015393	AT4G20820.1	XP_002869925.1
OG0015394	AT4G20870.1	XP_002867872.1
OG0015395	AT4G20930.1	XP_020875731.1
OG0015396	AT4G20960.1	XP_020873942.1
OG0015397	AT4G21170.1	XP_020875590.1
OG0015398	AT4G21180.1	XP_020875589.1
OG0015399	AT4G21210.1	XP_002869899.1
OG0015400	AT4G21300.1	XP_002869895.2
OG0015401	AT4G21323.1	XP_020872902.1
OG0015402	AT4G21340.1	XP_020872906.1
OG0015403	AT4G21350.1	XP_002867854.1
OG0015404	AT5G20660.1	XP_002871951.1
OG0015405	AT4G21510.1	XP_020873714.1
OG0015406	AT4G21520.1	XP_020873497.1
OG0015407	AT4G21610.1	XP_002869877.1
OG0015408	AT4G21670.1	XP_020873257.1
OG0015409	AT2G01350.1	XP_020881291.1
OG0015410	AT4G21780.1	XP_020873824.1
OG0015411	AT4G21820.3	XP_020873234.1
OG0015412	AT1G44090.1	XP_002893977.1
OG0015413	AT4G21880.1	XP_020873270.1
OG0015414	AT4G19660.2	XP_002867926.1
OG0015415	AT4G19590.2	XP_020872090.1
OG0015417	AT5G27280.1	XP_020876968.1
OG0015418	AT1G63610.1	XP_020890232.1
OG0015419	AT5G42310.1	XP_002865541.1
OG0015420	AT5G42390.1	XP_020869468.1
OG0015421	AT4G16340.1	XP_020873958.1
OG0015422	AT4G16490.1	XP_002868130.1
OG0015423	AT4G16570.1	XP_020873961.1
OG0015424	AT4G16370.1	XP_002868139.1
OG0015425	AT4G16590.1	XP_002870144.1
OG0015426	AT4G16700.1	XP_002868107.1
OG0015427	AT4G16780.1	XP_020875164.1
OG0015428	AT4G16800.1	XP_020875277.1
OG0015429	AT4G17020.3	XP_020874001.1
OG0015430	AT3G01960.1	XP_002882155.1
OG0015431	AT3G01860.1	XP_020887055.1
OG0015432	AT3G01840.1	XP_020887054.1
OG0015433	AT3G01820.1	XP_020886462.1
OG0015434	AT3G01710.3	XP_020885946.1
OG0015435	AT3G01570.1	XP_020887463.1
OG0015436	AT3G01510.1	XP_020886090.1
OG0015437	AT5G66590.1	XP_020867755.1
OG0015438	AT5G66530.1	XP_002865061.1
OG0015439	AT5G66420.2	XP_020881924.1
OG0015440	AT1G77370.2	XP_002887679.1
OG0015441	AT5G66300.1	XP_020887408.1
OG0015442	AT3G26060.2	XP_020880290.1
OG0015443	AT5G66180.1	XP_002866769.1
OG0015444	AT5G66160.1	XP_020883927.1
OG0015445	AT5G66090.1	XP_002866775.1
OG0015446	AT5G66050.1	XP_020871739.1
OG0015448	AT3G63540.1	XP_002878522.1
OG0015449	AT3G63530.1	XP_002878521.1
OG0015450	AT3G63490.1	XP_002876725.1
OG0015451	AT3G63470.1	XP_020881763.1
OG0015452	AT3G63420.3	XP_002876721.1
OG0015453	AT3G63400.1	XP_020882106.1
OG0015454	AT3G63310.1	XP_002878509.1
OG0015455	AT3G63300.1	XP_020882118.1
OG0015456	AT3G63120.1	XP_020882169.1
OG0015457	AT3G63090.1	XP_002876708.1
OG0015458	AT3G62970.1	XP_002876698.1
OG0015459	AT3G62880.1	XP_020879708.1
OG0015460	AT3G62820.1	XP_002876691.1
OG0015461	AT3G62780.1	XP_020882155.1
OG0015462	AT3G62730.1	XP_002878474.1
OG0015463	AT3G62620.1	XP_002876681.1
OG0015464	AT3G62370.1	XP_002876671.1
OG0015465	AT3G62360.1	XP_020879869.1
OG0015466	AT3G62240.1	XP_002878444.1
OG0015467	AT3G62200.1	XP_020880148.1
OG0015468	AT3G62020.1	XP_002878427.2
OG0015469	AT3G61910.1	XP_002878421.2
OG0015470	AT3G61870.1	XP_020880836.1
OG0015471	AT3G61840.1	XP_020880842.1
OG0015472	AT5G51880.1	XP_002864138.1
OG0015473	AT3G61660.2	XP_020881594.1
OG0015474	AT3G61550.1	XP_002876620.1
OG0015475	AT3G61490.4	XP_002876618.1
OG0015476	AT3G61410.3	XP_002876611.1
OG0015477	AT3G61170.1	XP_020880200.1
OG0015478	AT3G61150.1	XP_002876596.1
OG0015480	AT3G60860.1	XP_020881140.1
OG0015481	AT3G60850.1	XP_020881141.1
OG0015482	AT2G25890.2	XP_002878899.1
OG0015483	AT3G60510.3	XP_020880429.1
OG0015484	AT3G60440.1	XP_020881182.1
OG0015485	AT3G60340.1	XP_020880135.1
OG0015486	AT1G25420.1	XP_002893427.1
OG0015487	AT3G60300.2	XP_020882180.1
OG0015488	AT3G60240.4	XP_020880874.1
OG0015489	AT3G60970.1, AT3G60160.1	XP_020880110.1
OG0015490	AT3G59980.1	XP_002878307.1
OG0015491	AT3G59940.1	XP_020880249.1
OG0015492	AT3G59780.1	XP_020880117.1
OG0015493	AT3G59520.1	XP_020879720.1
OG0015494	AT3G59390.1	XP_002876501.1
OG0015495	AT3G59380.1	XP_002876500.1
OG0015496	AT2G05790.1	XP_020888163.1
OG0015497	AT3G59150.1	XP_020880538.1
OG0015498	AT3G58830.2	XP_002878242.1
OG0015500	AT3G58650.1	XP_002878232.1
OG0015501	AT3G58560.1	XP_002878227.1
OG0015502	AT3G58530.1	XP_020880569.1
OG0015503	AT3G58490.1	XP_020880557.1
OG0015504	AT3G58470.1	XP_002878223.1
OG0015505	AT3G58460.2	XP_002878222.2
OG0015506	AT3G58010.1	XP_002878182.1
OG0015507	AT3G57830.1	XP_020880799.1
OG0015508	AT3G57810.2	XP_020880800.1
OG0015509	AT3G57760.1	XP_020881357.1
OG0015510	AT3G57630.1	XP_020881228.1
OG0015511	AT3G57570.1	XP_020879754.1
OG0015512	AT3G57540.1	XP_020882244.1
OG0015513	AT3G57410.1	XP_020880872.1
OG0015515	AT2G25800.1	XP_020883625.1
OG0015516	AT3G57050.1	XP_020881229.1
OG0015517	AT3G56720.3	XP_020881517.1
OG0015518	AT3G56650.1	XP_002876377.1
OG0015519	AT3G56610.1	XP_020880242.1
OG0015520	AT3G45010.1	XP_020881127.1
OG0015521	AT3G56440.1	XP_002876367.1
OG0015522	AT3G56410.2	XP_020882575.1
OG0015523	AT3G56230.1	XP_002878074.2
OG0015524	AT3G56170.1	XP_020880891.1
OG0015525	AT3G56130.1	XP_020882511.1
OG0015526	AT3G56040.1	XP_020879841.1
OG0015527	AT3G56000.1	XP_002878056.1
OG0015528	AT3G55920.1	XP_002878051.1
OG0015529	AT3G55840.1	XP_020880202.1
OG0015530	AT3G55830.1	XP_020880203.1
OG0015531	AT3G55640.1	XP_002876318.1
OG0015532	AT1G63460.1	XP_020890195.1
OG0015533	AT3G55390.1	XP_002876299.1
OG0015534	AT3G55360.1	XP_002878031.1
OG0015535	AT3G55330.1	XP_020882367.1
OG0015536	AT3G55260.1	XP_020881586.1
OG0015537	AT3G55230.1	XP_002876289.1
OG0015538	AT3G55160.1	XP_020882278.1
OG0015539	AT3G55140.1	XP_002876285.1
OG0015540	AT3G55060.1	XP_020881542.1
OG0015541	AT3G54970.1	XP_002878009.1
OG0015542	AT3G54930.1	XP_002878006.1
OG0015543	AT3G54880.1	XP_020882158.1
OG0015544	AT3G54870.2	XP_002876276.1
OG0015545	AT3G54830.1	XP_020880470.1
OG0015546	AT1G68080.1	XP_002888640.1
OG0015547	AT3G54640.1	XP_020881312.1
OG0015548	AT3G54600.1	XP_002876261.1
OG0015549	AT3G54500.3	XP_020879943.1
OG0015550	AT3G54460.1	XP_020880618.1
OG0015551	AT3G54420.1	XP_020879620.1
OG0015552	AT3G54390.2	XP_020881773.1
OG0015553	AT3G54380.1	XP_002877974.1
OG0015554	AT3G54240.1	XP_002876249.1
OG0015555	AT1G41830.1	XP_020891123.1
OG0015556	AT2G05260.1	XP_002883685.1
OG0015557	AT3G53970.1	XP_020881463.1
OG0015558	AT3G53940.1	XP_020882458.1
OG0015559	AT3G53880.1	XP_002876230.1
OG0015560	AT3G53830.4	XP_020881323.1
OG0015561	AT3G53560.2	XP_002877926.1
OG0015562	AT2G20725.1	XP_002886301.1
OG0015563	AT3G53090.1	XP_020881158.1
OG0015564	AT3G53030.1	XP_020881378.1
OG0015565	AT3G52970.2	XP_002877896.1
OG0015566	AT3G52820.1	XP_002877889.1
OG0015567	AT3G52710.1	XP_002876165.1
OG0015568	AT3G52640.2	XP_020880194.1
OG0015569	AT3G52610.1	XP_002876159.1
OG0015570	AT3G52520.1	XP_020881999.1
OG0015571	AT5G53860.4	XP_020884385.1
OG0015572	AT5G53760.1	XP_020885719.1
OG0015573	AT5G53470.1	XP_020888513.1
OG0015574	AT5G53450.1	XP_002864243.1
OG0015575	AT5G53320.1	XP_002865969.1
OG0015576	AT5G53310.1	XP_002864235.1
OG0015577	AT4G16070.3	XP_002868163.1
OG0015578	AT3G24490.1	XP_002883522.1
OG0015579	AT3G24495.1	XP_020887939.1
OG0015580	AT3G24530.1	XP_020888495.1
OG0015581	AT3G24560.2	XP_020886160.1
OG0015582	AT3G24590.2	XP_020888777.1
OG0015583	AT3G24730.1	XP_002885671.1
OG0015584	AT3G24750.2	XP_020886071.1
OG0015585	AT3G24820.1	XP_020889352.1
OG0015586	AT3G25130.1	XP_002883574.1
OG0015587	AT3G25150.2	XP_002863091.1
OG0015588	AT3G25210.1	XP_002883590.1
OG0015589	AT3G25220.1	XP_002883591.1
OG0015590	AT3G25430.1	XP_020887961.1
OG0015591	AT3G25440.1	XP_020887963.1
OG0015592	AT2G04350.1	XP_002883636.1
OG0015593	AT2G04360.2	XP_002885751.1
OG0015594	AT2G04530.1	XP_002883646.1
OG0015595	AT2G04560.1	XP_020888098.1
OG0015596	AT2G04570.1	XP_002883649.2
OG0015597	AT2G04780.1	XP_020888955.1
OG0015598	AT2G04842.1	XP_002885774.1
OG0015599	AT2G04940.1	XP_002885787.1
OG0015600	AT2G05120.2	XP_020886020.1
OG0015601	AT2G05320.1	XP_020888659.1
OG0015602	AT2G05760.1	XP_020889007.1
OG0015603	AT3G43520.1	XP_020880971.1
OG0015604	AT2G05910.1	XP_002885803.1
OG0015605	AT3G24320.1	XP_020887401.1
OG0015606	AT1G66830.1	XP_002888549.1
OG0015607	AT1G67050.1	XP_020865625.1
OG0015608	AT1G67110.1	XP_020889597.1
OG0015609	AT1G67210.1	XP_020865655.1
OG0015610	AT1G67300.2	XP_020891445.1
OG0015611	AT3G43400.1, AT1G67400.1	XP_020891139.1
OG0015612	AT1G67490.1	XP_020891365.1
OG0015613	AT1G67500.2	XP_020890213.1
OG0015614	AT1G67830.1	XP_002888627.1
OG0015615	AT1G67900.1	XP_020890715.1
OG0015616	AT1G68030.1	XP_002887160.2
OG0015617	AT1G68090.1	XP_002887157.1
OG0015618	AT1G68185.2	XP_020865904.1
OG0015619	AT1G68220.1	XP_020865664.1
OG0015620	AT4G06676.1	XP_002872352.1
OG0015621	AT5G48220.1	XP_020890594.1
OG0015622	AT5G48800.1	XP_002863924.1
OG0015623	AT5G48790.1	XP_002865670.1
OG0015624	AT5G48650.1	XP_020891769.1
OG0015625	AT5G48590.1	XP_002863907.1, XP_002863048.1
OG0015626	AT2G18100.1	XP_020886670.1
OG0015627	AT5G33370.1	XP_002868396.1
OG0015628	AT2G18240.1	XP_020887658.1
OG0015629	AT2G18290.1	XP_002886163.1
OG0015630	AT2G18370.1	XP_020886332.1
OG0015631	AT2G18410.1	XP_020889459.1
OG0015632	AT2G18465.1	XP_020888398.1
OG0015633	AT2G18540.2	XP_020886325.1
OG0015634	AT2G18876.1	XP_020889316.1
OG0015635	AT2G18900.1	XP_002884187.1
OG0015636	AT2G18969.1	XP_020888883.1
OG0015637	AT2G19330.1	XP_002886048.1
OG0015638	AT2G19385.1	XP_002886044.1
OG0015639	AT2G19430.1	XP_020888902.1
OG0015640	AT2G41200.1	XP_020884355.1
