Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0012181	AT5G50590.1, AT5G50690.1	XP_013610509.1
OG0012182	AT5G52020.1	XP_013619752.1, XP_013609473.1
OG0012183	AT5G54060.1	XP_013611083.1, XP_013633259.1
OG0012184	AT5G62110.1	XP_013608170.1
OG0012184	AT5G62120.1	XP_013617959.1
OG0012185	AT5G64210.1	XP_013611036.1
OG0012188	AT5G06020.1, AT5G06030.1, AT5G06040.1	XP_013616755.1
OG0012189	AT1G08985.1	XP_013628005.1
OG0012191	AT3G28216.1	XP_013634812.1
OG0012208	AT4G27250.1	XP_013596265.1
OG0012209	AT4G30510.1	XP_013597683.1
OG0012210	AT4G30610.1	XP_013593531.1
OG0012211	AT3G46510.1	XP_013629415.1, XP_013603034.1
OG0012212	AT3G42630.1	XP_013622994.1
OG0012213	AT3G48560.1	XP_013603602.1
OG0012214	AT3G48540.1	XP_013606740.1
OG0012215	AT3G48330.4	XP_013625231.1
OG0012216	AT3G48250.1	XP_013622523.1
OG0012217	AT3G48200.1	XP_013604335.1
OG0012218	AT3G47830.1	XP_013639717.1
OG0012219	AT2G01630.1	XP_013620754.1
OG0012220	AT2G01680.1	XP_013598921.1
OG0012221	AT2G01750.2	XP_013599192.1
OG0012222	AT2G01910.1	XP_013597747.1
OG0012224	AT5G40530.3	XP_013634006.1
OG0012225	AT5G40510.2	XP_013634503.1
OG0012226	AT5G40490.1	XP_013637187.1
OG0012227	AT5G40420.1	XP_013631623.1
OG0012228	AT5G18140.1	XP_013615091.1
OG0012229	AT5G17610.1	XP_013615726.1
OG0012230	AT5G17420.1	XP_013628879.1
OG0012231	AT5G17370.2	XP_013618472.1
OG0012232	AT5G17250.1	XP_013613024.1
OG0012233	AT5G17200.1	XP_013616392.1, XP_013610471.1
OG0012234	AT5G17170.1	XP_013616071.1
OG0012235	AT5G17010.1	XP_013621669.1
OG0012236	AT5G16960.1	XP_013614393.1
OG0012237	AT5G16920.1	XP_013619599.1
OG0012238	AT5G16780.1	XP_013611975.1
OG0012239	AT5G16715.1	XP_013612629.1
OG0012240	AT1G24470.1	XP_013593843.1, XP_013583580.1
OG0012241	AT5G16480.1	XP_013618442.1, XP_013606064.1
OG0012242	AT5G16290.1	XP_013621211.1
OG0012243	AT5G16210.1	XP_013620341.1
OG0012244	AT5G16080.1	XP_013609247.1
OG0012245	AT5G16000.1	XP_013621758.1, XP_013612872.1
OG0012246	AT5G15920.1	XP_013625158.1
OG0012247	AT5G15910.1	XP_013618600.1
OG0012248	AT5G15880.1	XP_013625166.1
OG0012250	AT4G26120.2	XP_013635890.1, XP_013624083.1
OG0012251	AT5G15730.2	XP_013606238.1
OG0012252	AT5G15710.1	XP_013630817.1
OG0012253	AT5G15700.2	XP_013613328.1, XP_013619284.1
OG0012254	AT5G15480.1	XP_013627466.1
OG0012255	AT5G15410.1	XP_013610990.1
OG0012256	AT4G08840.1	XP_013610696.1
OG0012257	AT5G15390.1	XP_013608717.1
OG0012258	AT5G15280.1	XP_013621084.1
OG0012259	AT5G15265.1	XP_013628552.1, XP_013610822.1
OG0012260	AT5G15260.1	XP_013628549.1, XP_013606625.1
OG0012261	AT3G01410.1	XP_013638768.1
OG0012262	AT5G14870.1	XP_013609735.1
OG0012263	AT5G14850.1	XP_013616285.1
OG0012264	AT5G14760.1	XP_013611509.1
OG0012265	AT5G14740.1	XP_013620501.1
OG0012266	AT5G14600.1	XP_013611700.1
OG0012267	AT5G14590.1	XP_013629782.1
OG0012268	AT5G14460.1	XP_013612462.1
OG0012269	AT5G14430.1	XP_013629322.1
OG0012270	AT5G14400.2	XP_013610412.1
OG0012271	AT5G14310.1	XP_013612721.1, XP_013629851.1
OG0012272	AT5G14010.1	XP_013610894.1, XP_013620015.1
OG0012273	AT5G13970.1	XP_013606176.1
OG0012274	AT5G13610.1	XP_013608772.1
OG0012275	AT5G13310.1	XP_013607185.1, XP_013597136.1
OG0012276	AT5G13260.1	XP_013611991.1
OG0012277	AT5G13240.3	XP_013613281.1, XP_013619477.1
OG0012278	AT1G24540.1	XP_013585062.1
OG0012279	AT5G13160.1	XP_013613233.1, XP_013613348.1
OG0012280	AT5G12970.1	XP_013622905.1, XP_013611075.1
OG0012281	AT5G12890.1	XP_013606237.1
OG0012282	AT5G12860.1	XP_013611274.1
OG0012283	AT4G00120.1	XP_013627524.1
OG0012284	AT5G12460.1	XP_013611225.1
OG0012285	AT5G12270.1	XP_013619105.1
OG0012286	AT5G12220.1	XP_013629154.1
OG0012287	AT5G11870.2	XP_013613142.1, XP_013624892.1
OG0012288	AT5G11840.1	XP_013629177.1
OG0012289	AT5G11800.1	XP_013606611.1, XP_013616257.1
OG0012290	AT2G01650.1	XP_013599323.1
OG0012291	AT5G11690.1	XP_013625987.1
OG0012292	AT5G11680.1	XP_013628977.1
OG0012293	AT5G11650.1	XP_013606660.1
OG0012294	AT5G11640.1	XP_013618323.1, XP_013607286.1
OG0012295	AT5G11620.1	XP_013609672.1
OG0012296	AT5G11590.1	XP_013615941.1, XP_013609212.1
OG0012297	AT5G11520.1	XP_013629543.1, XP_013621277.1
OG0012298	AT5G11490.2	XP_013611896.1, XP_013628723.1
OG0012299	AT5G11430.1, AT3G29639.1	XP_013611918.1
OG0012300	AT5G11390.1	XP_013613148.1
OG0012301	AT5G11380.1	XP_013611733.1
OG0012302	AT5G11330.1	XP_013606863.1
OG0012303	AT5G11280.1	XP_013609092.1
OG0012304	AT5G11190.1	XP_013610191.1
OG0012305	AT5G10870.1	XP_013618996.1
OG0012306	AT5G10950.1	XP_013625324.1
OG0012307	AT5G10810.1	XP_013610105.1, XP_013620151.1
OG0012308	AT5G10790.1	XP_013620147.1
OG0012309	AT2G25090.1	XP_013636633.1
OG0012310	AT5G10630.4	XP_013621230.1
OG0012311	AT5G10610.1, AT5G10600.1	XP_013611909.1, XP_013611908.1
OG0012312	AT5G10470.2	XP_013628865.1
OG0012313	AT5G10210.1	XP_013609934.1
OG0012314	AT5G10080.1	XP_013611189.1
OG0012315	AT5G09820.2	XP_013625775.1
OG0012316	AT5G09790.2	XP_013613068.1
OG0012317	AT5G09470.1	XP_013626522.1
OG0012318	AT5G09400.1	XP_013629374.1
OG0012319	AT5G09390.1	XP_013633761.1, XP_013608940.1
OG0012320	AT5G09300.1	XP_013621906.1
OG0012321	AT5G08740.1	XP_013613204.1
OG0012322	AT5G08720.1	XP_013606017.1
OG0012323	AT5G08710.1	XP_013616007.1
OG0012324	AT5G08650.1	XP_013621223.1
OG0012326	AT5G08120.1	XP_013608834.1
OG0012327	AT5G08110.3	XP_013612582.1
OG0012328	AT5G07810.1	XP_013629901.1
OG0012329	AT5G07790.1	XP_013629899.1
OG0012330	AT5G07730.1	XP_013623516.1
OG0012331	AT5G07720.1	XP_013612182.1
OG0012332	AT5G07710.1	XP_013612408.1
OG0012333	AT4G02820.1	XP_013613484.1
OG0012334	AT4G03030.1	XP_013611484.1
OG0012335	AT4G03180.1	XP_013616230.1
OG0012336	AT4G03200.1	XP_013608627.1
OG0012337	AT4G03330.1	XP_013610613.1
OG0012338	AT4G24760.1	XP_013617704.1, XP_013593509.1
OG0012339	AT4G24740.1	XP_013601814.1
OG0012340	AT4G24730.1	XP_013610385.1
OG0012341	AT4G24700.1	XP_013597182.1, XP_013599514.1
OG0012342	AT2G26600.1	XP_013621842.1
OG0012343	AT2G26700.1	XP_013631686.1
OG0012344	AT2G26900.1	XP_013636057.1, XP_013635848.1
OG0012345	AT2G26980.4	XP_013635912.1
OG0012346	AT2G27060.1	XP_013636040.1
OG0012347	AT2G27090.1	XP_013636041.1
OG0012348	AT2G16390.2	XP_013628971.1
OG0012349	AT2G27470.1	XP_013625942.1, XP_013636789.1
OG0012350	AT2G27580.1	XP_013625466.1
OG0012351	AT2G27690.1	XP_013635900.1
OG0012352	AT2G27920.1	XP_013636166.1
OG0012353	AT2G28060.1	XP_013633673.1
OG0012354	AT2G28070.1	XP_013637495.1, XP_013632136.1
OG0012355	AT2G28130.1	XP_013633874.1
OG0012356	AT2G28260.1	XP_013631510.1
OG0012357	AT2G28305.1	XP_013631680.1, XP_013631789.1
OG0012358	AT2G02148.1	XP_013607038.1
OG0012359	AT2G28330.1	XP_013634194.1, XP_013637151.1
OG0012360	AT2G28370.1	XP_013636795.1
OG0012361	AT2G28420.1	XP_013635864.1
OG0012362	AT2G28510.1	XP_013632070.1
OG0012363	AT2G28550.3	XP_013631232.1
OG0012364	AT2G28830.1	XP_013637553.1
OG0012365	AT1G03290.1	XP_013586267.1
OG0012366	AT2G29090.1	XP_013631052.1, XP_013632183.1
OG0012367	AT2G29620.1	XP_013634979.1
OG0012368	AT2G29760.1	XP_013637521.1
OG0012369	AT2G26240.1	XP_013604288.1
OG0012370	AT2G29940.1	XP_013622776.1, XP_013616088.1, XP_013632113.1
OG0012371	AT2G29950.1	XP_013626167.1
OG0012372	AT5G42100.1	XP_013592079.1
OG0012373	AT2G30330.1	XP_013622474.1
OG0012374	AT2G30575.1	XP_013631921.1
OG0012375	AT2G30600.5	XP_013636494.1
OG0012376	AT2G30720.1	XP_013636730.1
OG0012377	AT2G30780.1	XP_013636016.1
OG0012378	AT2G30880.1	XP_013637638.1
OG0012379	AT2G30900.1	XP_013635251.1
OG0012380	AT2G30933.1	XP_013634100.1
OG0012381	AT2G31070.1	XP_013637421.1
OG0012382	AT2G31170.1	XP_013631026.1
OG0012383	AT2G31370.1	XP_013633503.1, XP_013636347.1
OG0012384	AT2G31690.1	XP_013623910.1, XP_013614507.1
OG0012385	AT2G31840.1	XP_013623137.1
OG0012386	AT2G31890.1	XP_013628307.1
OG0012387	AT2G31930.1	XP_013635101.1
OG0012388	AT2G31970.1	XP_013629831.1
OG0012389	AT2G32000.1	XP_013621889.1
OG0012390	AT2G32120.1	XP_013637434.1
OG0012391	AT2G32150.1	XP_013633585.1
OG0012392	AT2G32640.1	XP_013629503.1
OG0012393	AT2G32500.2	XP_013626134.1
OG0012394	AT2G32290.1	XP_013631977.1
OG0012395	AT2G32840.1	XP_013633980.1
OG0012396	AT2G33170.1	XP_013636522.1
OG0012397	AT2G33205.5	XP_013635336.1
OG0012398	AT2G33250.1	XP_013631378.1
OG0012399	AT2G33260.2	XP_013634073.1
OG0012400	AT5G43430.4	XP_013609041.1
OG0012401	AT5G43630.1	XP_013594790.1
OG0012402	AT5G43670.1	XP_013599151.1
OG0012403	AT5G43770.1	XP_013593535.1
OG0012404	AT5G43820.1	XP_013614283.1
OG0012405	AT5G43890.1	XP_013596618.1
OG0012406	AT5G43950.1	XP_013621613.1
OG0012407	AT5G44000.1	XP_013597937.1
OG0012408	AT5G44010.4	XP_013609886.1
OG0012409	AT5G44030.2	XP_013620883.1, XP_013598015.1
OG0012410	AT5G44040.1	XP_013598016.1
OG0012411	AT5G44060.1	XP_013607091.1
OG0012412	AT5G44080.1	XP_013598131.1
OG0012413	AT5G44200.1	XP_013595277.1
OG0012414	AT4G03420.1	XP_013614309.1, XP_013606121.1
OG0012415	AT4G03415.1	XP_013612935.1
OG0012416	AT4G25160.1	XP_013590429.1
OG0012417	AT4G25180.1	XP_013637973.1
OG0012418	AT4G25280.1	XP_013599668.1
OG0012419	AT4G25350.1	XP_013595946.1, XP_013599538.1
OG0012420	AT4G25360.1	XP_013607665.1
OG0012421	AT4G25420.1	XP_013595124.1, XP_013584362.1
OG0012423	AT4G25620.1	XP_013599800.1
OG0012424	AT4G25650.2	XP_013607547.1
OG0012425	AT4G16310.1	XP_013604459.1
OG0012426	AT1G47870.1	XP_013602158.1
OG0012428	AT1G47655.1	XP_013590549.1
OG0012429	AT1G47530.1	XP_013587769.1
OG0012430	AT1G47480.1	XP_013602285.1
OG0012431	AT1G45110.1	XP_013590196.1
OG0012432	AT1G45230.1	XP_013600525.1
OG0012433	AT3G29130.2	XP_013595994.1
OG0012434	AT1G45545.2	XP_013590700.1
OG0012435	AT1G46480.1	XP_013602644.1
OG0012436	AT1G27695.1	XP_013637902.1, XP_013626077.1
OG0012437	AT1G19750.1, AT1G27840.3	XP_013586490.1
OG0012438	AT1G27880.1	XP_013593910.1
OG0012439	AT1G27990.1	XP_013613569.1
OG0012440	AT1G28080.2	XP_013597045.1, XP_013628251.1, XP_013613565.1
OG0012441	AT1G28140.1	XP_013583623.1
OG0012442	AT1G28200.1	XP_013622970.1
OG0012443	AT1G28220.1	XP_013596995.1
OG0012444	AT5G36710.2, AT5G36800.2	XP_013634292.1
OG0012445	AT1G28480.1	XP_013614898.1, XP_013596829.1
OG0012446	AT1G28530.1	XP_013629687.1
OG0012447	AT1G28680.1	XP_013638333.1
OG0012448	AT1G29010.1	XP_013585205.1
OG0012449	AT1G29100.2	XP_013597199.1
OG0012450	AT1G29170.1	XP_013629763.1
OG0012451	AT4G28030.1	XP_013595584.1
OG0012452	AT1G29790.1	XP_013585808.1, XP_013630453.1
OG0012453	AT1G29830.3, AT1G29820.1	XP_013628335.1
OG0012454	AT1G30210.1	XP_013622999.1, XP_013586014.1
OG0012455	AT1G30290.2	XP_013587409.1
OG0012456	AT1G30750.1	XP_013587428.1
OG0012457	AT1G31020.1	XP_013584335.1
OG0012458	AT1G31335.1	XP_013593718.1, XP_013584841.1
OG0012459	AT1G31440.1	XP_013604031.1
OG0012460	AT1G31720.1	XP_013602898.1
OG0012461	AT1G31860.1	XP_013638177.1
OG0012462	AT1G31930.1	XP_013586984.1, XP_013586629.1
OG0012463	AT1G32070.2	XP_013586669.1
OG0012464	AT1G32090.1	XP_013586787.1
OG0012465	AT1G32180.1	XP_013638965.1
OG0012466	AT1G32440.1	XP_013586300.1
OG0012467	AT1G32370.2	XP_013637727.1
OG0012468	AT1G32410.1	XP_013586228.1
OG0012469	AT1G32640.1	XP_013586726.1, XP_013605028.1
OG0012470	AT2G02500.1	XP_013620908.1
OG0012471	AT2G02570.1	XP_013593265.1
OG0012472	AT2G02970.1	XP_013598948.1
OG0012473	AT2G03070.1	XP_013611999.1
OG0012474	AT2G03420.1	XP_013606036.1, XP_013614359.1
OG0012475	AT2G03670.1	XP_013607115.1
OG0012476	AT5G66720.1	XP_013598884.1
OG0012477	AT5G67130.1	XP_013599326.1
OG0012478	AT5G67170.1	XP_013611423.1
OG0012479	AT5G67210.1	XP_013610002.1, XP_013595618.1
OG0012480	AT5G67340.1	XP_013611967.1
OG0012481	AT5G67520.1	XP_013628784.1, XP_013607114.1
OG0012482	AT5G67530.1	XP_013628783.1
OG0012483	AT5G65890.1	XP_013630115.1
OG0012484	AT5G65720.1	XP_013612151.1
OG0012485	AT5G65685.5	XP_013622468.1
OG0012486	AT5G65630.1	XP_013628522.1
OG0012487	AT5G65460.3	XP_013628746.1
OG0012488	AT5G65450.2	XP_013628747.1
OG0012489	AT4G08940.1	XP_013607225.1
OG0012490	AT5G65240.2	XP_013628736.1
OG0012491	AT5G65200.1	XP_013613640.1
OG0012492	AT5G64970.1	XP_013625335.1, XP_013617981.1
OG0012493	AT5G64860.1	XP_013612019.1
OG0012494	AT5G64780.1	XP_013625992.1
OG0012495	AT5G64580.1	XP_013630200.1
OG0012496	AT5G64520.4	XP_013609364.1
OG0012497	AT5G64500.1	XP_013622882.1
OG0012498	AT5G64470.2	XP_013628511.1
OG0012499	AT5G64360.2	XP_013629301.1
OG0012500	AT5G64340.1	XP_013629205.1
OG0012501	AT5G64250.2	XP_013623010.1
OG0012502	AT5G64190.2	XP_013628331.1
OG0012503	AT5G64170.2	XP_013628328.1
OG0012504	AT5G64150.1	XP_013623533.1
OG0012505	AT5G64050.1	XP_013630649.1
OG0012506	AT5G63640.1	XP_013622535.1
OG0012507	AT5G63620.1	XP_013621826.1
OG0012508	AT5G63540.2	XP_013609255.1
OG0012509	AT2G13540.1	XP_013629752.1
OG0012510	AT5G63320.1	XP_013628431.1, XP_013611061.1
OG0012511	AT5G63290.1	XP_013606788.1
OG0012512	AT5G63280.1	XP_013618249.1, XP_013584765.1
OG0012513	AT5G63200.1	XP_013612548.1
OG0012514	AT5G63060.1	XP_013612825.1
OG0012515	AT5G63050.1	XP_013612824.1
OG0012516	AT5G62930.2	XP_013625647.1
OG0012517	AT5G62920.1	XP_013629434.1
OG0012518	AT5G62840.1	XP_013625382.1
OG0012519	AT5G62760.1	XP_013630022.1
OG0012520	AT5G62730.1	XP_013621955.1
OG0012521	AT5G62710.1	XP_013606858.1, XP_013622214.1
OG0012522	AT5G62650.1	XP_013621957.1
OG0012523	AT5G62550.1	XP_013623059.1
OG0012524	AT1G18850.1	XP_013638186.1
OG0012525	AT5G62490.1	XP_013627778.1
OG0012526	AT5G62370.1	XP_013616559.1
OG0012527	AT5G62040.1	XP_013621853.1
OG0012528	AT5G61890.1	XP_013626888.1, XP_013619319.1
OG0012530	AT5G61600.1	XP_013616588.1, XP_013593822.1
OG0012531	AT5G61510.1	XP_013606212.1
OG0012532	AT5G61490.1	XP_013593125.1
OG0012533	AT5G61450.1	XP_013595266.1
OG0012534	AT5G61260.1	XP_013620440.1, XP_013594158.1
OG0012535	AT5G61120.1	XP_013595353.1
OG0012536	AT5G61090.1	XP_013595728.1
OG0012537	AT5G61040.1	XP_013598328.1
OG0012538	AT5G61010.1	XP_013598341.1
OG0012539	AT3G28660.1, AT3G28640.1	XP_013593650.1
OG0012540	AT5G23030.1	XP_013618045.1, XP_013618055.1
OG0012541	AT5G23050.1	XP_013613816.1, XP_013598061.1
OG0012542	AT5G23070.1	XP_013598133.1
OG0012543	AT5G23170.1	XP_013595641.1
OG0012544	AT5G23210.1	XP_013618042.1
OG0012545	AT5G23395.1	XP_013596214.1
OG0012546	AT5G23430.1	XP_013599082.1
OG0012547	AT5G23760.1	XP_013609949.1, XP_013594055.1
OG0012548	AT5G23920.1	XP_013612742.1
OG0012549	AT5G24090.1	XP_013596374.1, XP_013609648.1
OG0012550	AT5G24240.1	XP_013598569.1, XP_013613005.1
OG0012551	AT5G24260.1	XP_013612130.1
OG0012552	AT5G24360.2	XP_013598756.1
OG0012553	AT5G24390.1	XP_013615402.1, XP_013596401.1
OG0012554	AT3G45770.1	XP_013635785.1
OG0012555	AT5G24750.1	XP_013615708.1
OG0012556	AT5G06050.1	XP_013611743.1
OG0012557	AT5G24850.1	XP_013597943.1
OG0012558	AT5G25210.2	XP_013594037.1
OG0012559	AT5G25240.1	XP_013610177.1, XP_013618753.1
OG0012560	AT5G25270.1	XP_013599124.1
OG0012561	AT5G25310.1	XP_013593505.1
OG0012562	AT5G25390.2	XP_013594200.1, XP_013609651.1
OG0012563	AT5G25430.1	XP_013596439.1
OG0012564	AT5G25560.3	XP_013620507.1
OG0012565	AT5G25570.3	XP_013621017.1, XP_013598552.1
OG0012566	AT5G26030.1	XP_013598374.1
OG0012567	AT4G24660.2	XP_013602497.1, XP_013639607.1
OG0012568	AT5G19485.1	XP_013618093.1
OG0012569	AT5G19473.2	XP_013607350.1
OG0012570	AT5G19620.1	XP_013613104.1
OG0012571	AT5G19910.2	XP_013618920.1, XP_013609193.1
OG0012572	AT5G19930.1	XP_013611342.1
OG0012573	AT5G19970.1	XP_013618239.1
OG0012574	AT5G20080.1	XP_013622739.1
OG0012575	AT5G20120.1	XP_013618356.1
OG0012576	AT5G20280.1	XP_013621317.1, XP_013611413.1
OG0012577	AT5G20370.1	XP_013619853.1
OG0012578	AT5G20860.2	XP_013619401.1
OG0012579	AT5G21040.1	XP_013611687.1
OG0012580	AT5G21120.2	XP_013609378.1, XP_013619618.1
OG0012581	AT5G21170.2	XP_013605991.1
OG0012582	AT5G21326.1	XP_013611003.1
OG0012583	AT5G21930.1	XP_013611153.1
OG0012584	AT5G21970.1	XP_013606316.1
OG0012585	AT5G22020.1	XP_013611265.1
OG0012586	AT5G22040.1	XP_013625596.1
OG0012587	AT2G26440.1	XP_013597594.1, XP_013626288.1
OG0012589	AT5G22210.1	XP_013609111.1
OG0012590	AT5G22260.1	XP_013615256.1, XP_013610019.1
OG0012591	AT5G22620.1	XP_013613467.1
OG0012593	AT5G22820.2	XP_013616483.1
OG0012594	AT5G22830.1	XP_013611643.1
OG0012595	AT5G60750.1	XP_013616002.1
OG0012596	AT5G60730.1	XP_013618773.1
OG0012597	AT5G60720.1	XP_013625721.1
OG0012598	AT5G60650.1	XP_013630124.1, XP_013610072.1
OG0012599	AT5G60630.1	XP_013630125.1
OG0012600	AT5G60590.2	XP_013609270.1
OG0012601	AT5G60460.1	XP_013625864.1, XP_013610039.1
OG0012602	AT5G60070.1	XP_013627308.1
OG0012603	AT5G60050.1	XP_013620593.1
OG0012604	AT5G60040.2	XP_013620591.1
OG0012606	AT5G59500.1	XP_013613252.1
OG0012607	AT5G59440.3	XP_013611828.1
OG0012608	AT5G58890.1	XP_013608279.1
OG0012609	AT5G58760.1	XP_013616255.1
OG0012610	AT5G58750.1	XP_013610558.1
OG0012611	AT5G58610.3	XP_013613311.1
OG0012612	AT5G58375.1	XP_013611529.1, XP_013626242.1
OG0012613	AT5G58370.2	XP_013611527.1
OG0012614	AT5G58200.2	XP_013618135.1
OG0012615	AT5G58110.1	XP_013608709.1
OG0012616	AT5G57980.1	XP_013629233.1
OG0012617	AT1G65080.1	XP_013616416.1
OG0012618	AT5G57920.3	XP_013629235.1
OG0012619	AT5G57870.1	XP_013620275.1
OG0012620	AT5G57830.1	XP_013612498.1, XP_013620276.1
OG0012621	AT5G57780.1	XP_013626909.1, XP_013609267.1
OG0012622	AT5G57590.1	XP_013630759.1, XP_013613003.1
OG0012623	AT5G57510.1	XP_013619482.1
OG0012624	AT3G33530.3	XP_013591540.1
OG0012625	AT5G57345.1	XP_013618108.1
OG0012626	AT5G57340.2	XP_013616697.1
OG0012627	AT5G57250.1	XP_013611715.1
OG0012628	AT3G59140.1	XP_013604333.1
OG0012629	AT5G57035.1	XP_013607202.1, XP_013629141.1
OG0012631	AT5G57130.1	XP_013613814.1, XP_013612522.1
OG0012632	AT5G57140.1	XP_013613138.1
OG0012633	AT3G29185.1	XP_013593958.1
OG0012634	AT5G56450.1	XP_013606786.1
OG0012635	AT5G56380.1	XP_013628113.1
OG0012636	AT3G22510.1	XP_013638463.1, XP_013639718.1
OG0012637	AT5G56320.3	XP_013618789.1, XP_013609998.1
OG0012638	AT5G56160.1	XP_013612612.1
OG0012639	AT1G48520.1	XP_013629476.1
OG0012640	AT5G56230.1	XP_013611732.1
OG0012641	AT5G56300.1	XP_013601831.1, XP_013626383.1
OG0012642	AT5G56120.1	XP_013606875.1
OG0012643	AT5G55760.1	XP_013625576.1
OG0012644	AT5G55730.1	XP_013613161.1
OG0012645	AT5G55640.1	XP_013608213.1, XP_013613199.1
OG0012646	AT5G55250.1	XP_013607418.1
OG0012647	AT5G55280.1	XP_013616286.1
OG0012648	AT5G55220.1	XP_013621683.1
OG0012649	AT5G55100.2	XP_013620788.1
OG0012650	AT5G54940.1	XP_013608809.1, XP_013628932.1
OG0012651	AT5G54860.1	XP_013608766.1
OG0012652	AT5G54855.1	XP_013605954.1
OG0012653	AT5G54850.1	XP_013605952.1
OG0012654	AT5G54780.1	XP_013629160.1, XP_013620736.1
OG0012655	AT5G54690.1	XP_013612345.1, XP_013621405.1
OG0012656	AT1G27080.1	XP_013593498.1
OG0012657	AT3G49400.1	XP_013608973.1
OG0012658	AT3G49350.1	XP_013606958.1
OG0012659	AT3G49330.2	XP_013615680.1, XP_013603411.1, XP_013603300.1
OG0012660	AT3G49080.1	XP_013603671.1
OG0012661	AT3G48950.1	XP_013603532.1
OG0012662	AT3G48710.1	XP_013622140.1
OG0012663	AT5G54080.1	XP_013620845.1
OG0012664	AT5G54090.1	XP_013620844.1
OG0012665	AT5G54230.1	XP_013626820.1
OG0012666	AT5G54290.2	XP_013612373.1
OG0012667	AT4G02360.1	XP_013612148.1
OG0012668	AT4G02405.1	XP_013625526.1
OG0012670	AT4G02440.1	XP_013610981.1
OG0012671	AT4G02485.1	XP_013611411.1
OG0012672	AT4G02610.1	XP_013611167.1
OG0012673	AT4G02630.1	XP_013611165.1
OG0012674	AT4G02640.2	XP_013611166.1
OG0012675	AT4G02670.2	XP_013619493.1
OG0012676	AT5G07420.1	XP_013609903.1
OG0012677	AT5G07390.1	XP_013612256.1
OG0012678	AT5G07370.1	XP_013612261.1
OG0012679	AT5G07290.1	XP_013611749.1
OG0012680	AT5G07190.1	XP_013610797.1
OG0012681	AT5G07080.1	XP_013607144.1
OG0012682	AT5G06940.1	XP_013611955.1
OG0012683	AT5G06930.1	XP_013611956.1
OG0012684	AT5G06905.1	XP_013619730.1
OG0012685	AT5G06710.1	XP_013606550.1
OG0012686	AT2G13820.3	XP_013630426.1
OG0012688	AT5G06670.1	XP_013621387.1
OG0012689	AT5G06650.1	XP_013619406.1
OG0012690	AT5G06620.1	XP_013618556.1
OG0012691	AT5G06610.1	XP_013623355.1
OG0012692	AT5G06590.1	XP_013611651.1
OG0012693	AT5G06550.1	XP_013612623.1
OG0012694	AT5G06510.1	XP_013609327.1
OG0012695	AT5G06410.1	XP_013612662.1
OG0012696	AT5G06370.1	XP_013622195.1
OG0012697	AT4G25980.1	XP_013607327.1
OG0012698	AT5G06310.1	XP_013608787.1
OG0012699	AT5G06210.1	XP_013616681.1
OG0012700	AT5G06140.1	XP_013606582.1
OG0012701	AT5G05920.1	XP_013608713.1
OG0012702	AT5G05940.1	XP_013606634.1
OG0012703	AT5G05840.1	XP_013611869.1
OG0012704	AT5G05660.1	XP_013611095.1
OG0012705	AT5G05600.1	XP_013618149.1, XP_013623255.1
OG0012706	AT3G33520.1	XP_013625034.1
OG0012707	AT5G05480.1	XP_013628953.1
OG0012708	AT5G05270.1	XP_013609326.1
OG0012709	AT5G04970.1	XP_013626508.1, XP_013606368.1
OG0012710	AT2G42010.2	XP_013586067.1
OG0012711	AT5G04910.1	XP_013611016.1
OG0012712	AT5G04860.1	XP_013611151.1
OG0012713	AT5G04840.1	XP_013607157.1
OG0012714	AT5G04710.1	XP_013606163.1
OG0012715	AT5G04670.1	XP_013629984.1
OG0012716	AT5G04620.2	XP_013613048.1
OG0012717	AT5G04610.1	XP_013613046.1
OG0012718	AT5G04270.1	XP_013613222.1
OG0012719	AT5G04260.1	XP_013613223.1
OG0012721	AT5G04190.1	XP_013619633.1, XP_013609376.1
OG0012722	AT5G04150.1	XP_013626414.1
OG0012723	AT5G04000.2	XP_013609498.1
OG0012724	AT5G03990.1	XP_013606302.1
OG0012725	AT5G03800.1	XP_013621070.1
OG0012726	AT5G03720.1	XP_013611350.1
OG0012727	AT5G03640.1	XP_013606465.1
OG0012728	AT5G03555.1	XP_013629468.1
OG0012729	AT5G03460.1	XP_013609884.1, XP_013620602.1
OG0012730	AT5G03450.1	XP_013620600.1
OG0012731	AT5G03310.1	XP_013619708.1, XP_013606050.1
OG0012732	AT5G48210.1	XP_013597022.1, XP_013619900.1
OG0012733	AT5G03110.1	XP_013621199.1
OG0012734	AT5G03070.1	XP_013618110.1
OG0012735	AT5G02600.1	XP_013618552.1, XP_013612490.1
OG0012736	AT5G02270.2	XP_013609798.1
OG0012737	AT5G02160.1	XP_013607135.1
OG0012738	AT5G01070.1	XP_013627409.1
OG0012739	AT5G01200.1	XP_013618654.1
OG0012740	AT5G01210.1	XP_013621564.1
OG0012741	AT5G01240.1	XP_013611874.1
OG0012742	AT5G01300.1	XP_013610682.1
OG0012743	AT5G01710.1	XP_013629028.1, XP_013620990.1
OG0012744	AT5G01840.1	XP_013618787.1
OG0012745	AT5G01820.1	XP_013621381.1
OG0012746	AT5G01810.1	XP_013620481.1
OG0012747	AT5G01930.1	XP_013628644.1
OG0012748	AT5G01010.2	XP_013622753.1, XP_013621319.1
OG0012749	AT5G40630.1	XP_013634665.1
OG0012750	AT5G40640.1	XP_013631075.1
OG0012751	AT5G40645.1	XP_013591917.1, XP_013631076.1
