Orthogroup	Arabidopsis_thaliana	Noccaea_praecox
OG0015091	AT4G13980.1	Np005G3066100
OG0015092	AT4G14000.1	Np005G3064100
OG0015093	AT4G14310.2	Np005G3057200
OG0015094	AT4G14455.1	Np005G3052700
OG0015095	AT4G14465.1	Np005G3052600
OG0015096	AT4G14480.1	Np005G3052000
OG0015097	AT4G15030.2	Np005G3037100
OG0015098	AT4G15090.1	Np005G3035900
OG0015099	AT4G15120.1	Np005G3035400
OG0015100	AT4G15140.1	Np005G3035200
OG0015101	AT4G15420.2	Np005G3030300
OG0015102	AT4G15450.1	Np005G3029300
OG0015103	AT3G21540.1	Np005G3028200
OG0015104	AT4G15520.1	Np005G3028000
OG0015105	AT2G01980.1	Np001G0262700
OG0015106	AT2G14247.1	Np007G3795000
OG0015107	AT4G15760.2	Np005G3021300
OG0015108	AT4G15780.1	Np005G3021000
OG0015109	AT4G15790.2	Np005G3020600
OG0015110	AT4G15810.1	Np005G3020200
OG0015111	AT4G15830.1	Np005G3019200
OG0015112	AT1G72760.2	Np002G0819700
OG0015113	AT1G72770.1	Np002G0819600
OG0015114	AT1G72980.1	Np002G0816700
OG0015115	AT1G72990.1	Np002G0816600
OG0015116	AT1G73080.1	Np002G0815700
OG0015117	AT1G73090.2	Np002G0815600
OG0015118	AT1G73130.1	Np002G0814700
OG0015119	AT1G73140.1	Np002G0814600
OG0015121	AT1G73320.1	Np002G0812800
OG0015122	AT5G48690.1	Np001G0172500
OG0015123	AT1G73340.1	Np002G0812400
OG0015124	AT1G73620.1	Np002G0808600
OG0015125	AT1G73655.1	Np002G0808200
OG0015126	AT1G73720.1	Np002G0803600, Np002G0804000
OG0015128	AT1G73750.2	Np002G0803100
OG0015129	AT1G73850.1	Np002G0801900
OG0015130	AT1G73960.1	Np002G0800500, Np002G0807200
OG0015131	AT1G73980.1	Np002G0799900
OG0015132	AT1G74030.1	Np002G0798400
OG0015133	AT2G25605.1	Np006G3636900
OG0015134	AT2G24800.1	Np006G3648500
OG0015135	AT1G74250.1	Np002G0794800
OG0015136	AT1G74320.1	Np002G0793800
OG0015138	AT1G74410.1	Np002G0793000
OG0015139	AT1G74580.1	Np002G0805600, Np002G0790800, Np002G0791000
OG0015140	AT2G01860.1	Np001G0264600
OG0015141	AT1G74630.2	Np002G0805800, Np002G0790600
OG0015142	AT1G74640.1	Np002G0790500, Np002G0805900
OG0015143	AT1G74680.1	Np002G0789900
OG0015144	AT1G74740.1	Np002G0789200
OG0015145	AT1G74750.1	Np002G0788900
OG0015146	AT1G74780.1	Np002G0788700
OG0015147	AT1G68630.1	Np002G0888300
OG0015148	AT1G68640.1	Np002G0888200
OG0015149	AT1G68720.1	Np002G0887000
OG0015150	AT1G68725.1	Np002G0885000, Np002G0885300
OG0015151	AT1G68780.1	Np002G0883600
OG0015152	AT1G68820.4	Np002G0883000
OG0015153	AT1G68875.1	Np002G0881400
OG0015154	AT1G68930.1	Np002G0877800
OG0015155	AT1G68940.2	Np002G0877700
OG0015157	AT1G69180.1	Np002G0875200
OG0015158	AT1G69200.1	Np002G0874200
OG0015159	AT4G28450.1	Np005G2764100
OG0015160	AT4G28590.1	Np005G2761800
OG0015161	AT4G28600.3	Np005G2761700
OG0015162	AT4G28650.1	Np005G2761300
OG0015163	AT4G28690.1	Np005G2760700
OG0015164	AT4G28740.1	Np005G2759700
OG0015165	AT4G28950.1	Np005G2757300
OG0015166	AT4G28980.1	Np005G2757200
OG0015167	AT4G29080.1	Np005G2755500
OG0015168	AT4G29120.1	Np004G2001600
OG0015169	AT4G29150.1	Np005G2754600
OG0015170	AT4G29220.1	Np005G2753600
OG0015171	AT5G53180.1	Np003G1644200
OG0015172	AT1G63680.1	Np002G1228700
OG0015173	AT1G63820.1	Np002G1232300
OG0015174	AT1G63930.1	Np002G1234000
OG0015175	AT5G39900.1	Np005G3161800
OG0015176	AT5G40030.1	Np005G3165300
OG0015177	AT5G40300.1	Np005G3172800
OG0015178	AT5G40330.1	Np005G3173200
OG0015179	AT5G40340.1	Np005G3173400
OG0015180	AT3G42950.1	Np001G0431200
OG0015181	AT3G43300.1	Np001G0434700
OG0015182	AT3G30300.1	Np001G0185400
OG0015183	AT3G28470.1	Np001G0198400
OG0015184	AT3G28720.2	Np001G0196200
OG0015185	AT3G27960.1	Np001G0202100
OG0015186	AT3G27785.1	Np001G0204300
OG0015187	AT3G27580.1	Np001G0206100
OG0015188	AT3G27440.1	Np001G0208100
OG0015189	AT3G27420.1	Np001G0208300
OG0015190	AT3G27355.1	Np001G0209000
OG0015191	AT3G27270.2	Np001G0210700
OG0015192	AT3G27180.1	Np001G0213300
OG0015193	AT3G27120.1	Np001G0213700
OG0015194	AT3G27110.1	Np001G0213800
OG0015195	AT3G27100.1	Np001G0213900
OG0015196	AT3G27050.1	Np001G0215900, Np001G0214700
OG0015197	AT3G26950.1	Np001G0217300
OG0015198	AT3G26900.1	Np001G0218800
OG0015199	AT3G26750.1	Np001G0220500
OG0015200	AT3G26730.1	Np001G0222100
OG0015201	AT3G26720.1	Np001G0222200
OG0015202	AT3G26580.1	Np001G0224000
OG0015203	AT3G26500.1	Np001G0225200
OG0015204	AT3G26125.1	Np001G0229400
OG0015205	AT3G26085.2	Np001G0230200
OG0015206	AT3G26050.1	Np001G0230400
OG0015207	AT3G26040.1	Np001G0230500
OG0015208	AT1G18410.4	Np004G2374900
OG0015209	AT3G25780.1	Np001G0234600
OG0015210	AT3G25740.1	Np001G0235000
OG0015211	AT3G25680.1	Np001G0235700
OG0015212	AT1G69935.1	Np002G0860900
OG0015213	AT1G69860.1	Np002G0862000
OG0015214	AT1G69520.2	Np002G0869400
OG0015215	AT1G69510.1	Np002G0869500
OG0015216	AT1G69480.1	Np002G0870100
OG0015217	AT4G14965.1	Np005G3038300
OG0015218	AT1G69380.1	Np002G0871200
OG0015219	AT5G45950.1	Np001G0363700
OG0015220	AT5G45940.1	Np001G0363600
OG0015221	AT5G45800.1	Np001G0367000
OG0015222	AT5G45760.1	Np001G0367800
OG0015223	AT5G45610.1	Np001G0370100
OG0015224	AT5G45300.3	Np001G0375700
OG0015225	AT5G45290.2	Np001G0376900
OG0015226	AT5G45280.2	Np001G0377000
OG0015227	AT2G17230.1	Np007G3761600
OG0015228	AT5G45160.1	Np001G0382100
OG0015229	AT1G49780.1	Np004G1977000
OG0015230	AT1G49820.1	Np004G1976600
OG0015231	AT1G49870.1	Np004G1973000
OG0015232	AT1G49950.1	Np004G1972100
OG0015233	AT1G49960.1	Np004G1972000
OG0015234	AT1G49975.1	Np004G1971700
OG0015235	AT1G49980.1	Np004G1971500
OG0015237	AT1G50140.1	Np004G1969600
OG0015238	AT1G50280.1	Np004G1968500
OG0015239	AT1G50440.1	Np004G1967200
OG0015240	AT1G50450.1	Np004G1967100
OG0015241	AT1G50570.1	Np004G1966100
OG0015242	AT1G50575.1	Np004G1965900
OG0015243	AT1G50650.1	Np004G1964400
OG0015244	AT1G50940.1	Np004G1962200
OG0015245	AT1G51100.1	Np004G1959900
OG0015246	AT1G51110.1	Np004G1959800
OG0015247	AT2G22410.1	Np004G1957800
OG0015248	AT1G51440.1	Np004G1956300
OG0015249	AT1G51450.1	Np004G1956200
OG0015250	AT1G51460.1	Np004G1956100
OG0015251	AT1G80550.1	Np002G0710100
OG0015252	AT2G24580.1	Np006G3655500
OG0015253	AT1G51720.1	Np004G1952600
OG0015254	AT1G51790.2	Np004G1951900
OG0015255	AT1G52220.1	Np004G1947100
OG0015256	AT1G52310.1	Np004G1946100
OG0015257	AT1G52320.2	Np004G1945200
OG0015258	AT4G25830.1	Np005G2801600
OG0015259	AT1G52500.2	Np004G1943900
OG0015260	AT1G52510.1	Np004G1943800
OG0015261	AT1G52590.1	Np004G1942600
OG0015262	AT1G52620.1	Np004G1942400
OG0015263	AT1G52640.1	Np004G1942200
OG0015264	AT1G52720.1	Np004G1941600
OG0015265	AT1G52770.1	Np004G1940700
OG0015266	AT1G52780.1	Np004G1940600
OG0015267	AT1G52820.1	Np004G1939800
OG0015268	AT1G52870.2	Np004G1939200
OG0015269	AT1G52890.1	Np004G1938900
OG0015270	AT5G42750.1	Np001G0423200
OG0015271	AT5G42760.2	Np001G0423100
OG0015272	AT5G42880.1	Np001G0421500
OG0015273	AT5G42950.1	Np001G0420000
OG0015274	AT5G43140.1	Np001G0417800
OG0015275	AT5G43150.1	Np001G0417500
OG0015276	AT2G33600.1, AT2G33590.1	Np006G3440000
OG0015277	AT2G33690.1	Np006G3438700
OG0015278	AT2G33735.1	Np006G3436300
OG0015279	AT2G33740.2	Np006G3436200
OG0015280	AT2G33820.3	Np004G2295500, Np006G3433400
OG0015281	AT2G34090.4	Np006G3427800
OG0015282	AT2G34150.2	Np006G3427600
OG0015283	AT2G34170.1	Np006G3427300
OG0015284	AT2G34190.1	Np006G3427100
OG0015285	AT2G34330.1	Np006G3425600
OG0015286	AT2G34460.1	Np006G3420400
OG0015287	AT2G34640.1	Np006G3417900
OG0015288	AT3G28880.1	Np001G0194500
OG0015289	AT2G35010.1	Np006G3410200
OG0015290	AT2G35035.1	Np006G3409900
OG0015291	AT2G35040.1	Np006G3409800
OG0015292	AT2G35110.1	Np006G3409300
OG0015293	AT2G35130.2	Np006G3409100
OG0015294	AT2G35140.6	Np006G3409000
OG0015295	AT2G35410.1	Np006G3406400
OG0015296	AT2G35450.1	Np006G3406000
OG0015297	AT2G35500.1	Np006G3404700
OG0015298	AT2G35585.1	Np006G3403300, Np006G3315000
OG0015299	AT5G42330.1	Np003G1472700
OG0015300	AT2G35780.1	Np006G3400000
OG0015301	AT2G35920.3	Np006G3398200
OG0015302	AT4G19440.1	Np005G2899100
OG0015303	AT4G19390.1	Np005G2900400
OG0015304	AT4G19360.1	Np005G2900800
OG0015305	AT4G19220.1	Np005G2901400
OG0015306	AT4G19180.1	Np005G2902000
OG0015307	AT4G19150.1	Np005G2902300
OG0015308	AT4G19100.1	Np005G2903600
OG0015309	AT4G18975.1	Np005G2905200
OG0015310	AT4G18820.1	Np005G2908500
OG0015311	AT4G18810.2	Np005G2908600
OG0015312	AT4G18650.1	Np005G2912100
OG0015313	AT4G18600.1	Np005G2913600
OG0015314	AT4G18465.1	Np005G2915800
OG0015315	AT4G18360.1	Np005G2919000
OG0015316	AT4G18270.1	Np005G2920900
OG0015317	AT4G18260.1	Np005G2921200
OG0015318	AT4G18180.1	Np005G2923600
OG0015320	AT4G18130.1	Np005G2925000
OG0015321	AT2G25140.1	Np006G3644100
OG0015323	AT4G17760.1	Np005G2936200
OG0015324	AT4G17740.1	Np005G2936400
OG0015325	AT4G17730.2	Np005G2936500
OG0015326	AT4G17616.1	Np005G2940000
OG0015327	AT4G17380.1	Np005G2954400
OG0015328	AT4G17180.1	Np005G2961100
OG0015329	AT4G17150.1	Np005G2961200
OG0015330	AT5G35770.1	Np005G3105800
OG0015331	AT5G46330.1	Np001G0356300
OG0015332	AT3G29060.1	Np001G0192700, Np001G0191600
OG0015333	AT3G50980.1	Np001G0526500
OG0015334	AT3G50790.1	Np001G0524000
OG0015335	AT3G50770.1	Np001G0523700
OG0015336	AT3G50685.1	Np001G0521900
OG0015337	AT3G50400.1	Np001G0518300
OG0015338	AT3G50380.2	Np001G0517700
OG0015339	AT3G50360.1	Np001G0517400
OG0015340	AT3G50240.1	Np001G0515300
OG0015342	AT3G50110.1	Np001G0513100
OG0015343	AT5G52390.1	Np003G1660000
OG0015344	AT5G52230.1	Np003G1664400
OG0015345	AT5G52180.1	Np003G1664900
OG0015346	AT5G52110.1	Np003G1668100
OG0015347	AT5G52100.1	Np003G1668200
OG0015348	AT5G52010.1	Np003G1670500
OG0015349	AT5G51970.1	Np003G1671000
OG0015350	AT5G51820.1	Np003G1675000
OG0015351	AT5G51600.1	Np003G1680800
OG0015352	AT5G51690.1	Np003G1678400
OG0015353	AT5G51710.1	Np002G1198400
OG0015354	AT5G51570.1	Np003G1683700
OG0015355	AT5G51010.1	Np003G1709700
OG0015356	AT5G51060.1	Np003G1703200
OG0015357	AT5G51050.1	Np003G1703300
OG0015358	AT2G07340.1	Np003G1680000
OG0015359	AT2G13840.1	Np007G3796900
OG0015360	AT2G14050.1	Np007G3796500
OG0015361	AT2G14095.1	Np007G3796100
OG0015362	AT2G14110.1	Np007G3796000
OG0015363	AT2G13810.1	Np007G3797300
OG0015364	AT2G14210.2	Np007G3795100
OG0015365	AT2G14260.1	Np007G3794600
OG0015366	AT2G14530.1	Np007G3792800
OG0015367	AT2G14620.1	Np007G3792200
OG0015368	AT2G14680.2	Np007G3791800
OG0015369	AT2G14820.1	Np007G3789900
OG0015370	AT2G15230.1	Np007G3784300
OG0015371	AT2G15310.1	Np007G3782800
OG0015372	AT2G15320.1	Np007G3782700
OG0015373	AT2G15960.1	Np007G3777300
OG0015374	AT3G32940.1	Np001G0183000
OG0015375	AT2G16380.1	Np007G3774200
OG0015376	AT2G16440.1	Np007G3773100
OG0015377	AT2G16800.1	Np007G3767700
OG0015378	AT2G16860.1	Np007G3766700
OG0015379	AT4G23950.2	Np005G2830300
OG0015380	AT4G23790.1	Np005G2832200
OG0015381	AT4G23780.1, AT4G23770.1	Np005G2832300
OG0015383	AT4G22940.2	Np005G2846100
OG0015384	AT4G22900.1	Np005G2846500
OG0015385	AT4G22758.1	Np005G2847900, Np005G2848000
OG0015386	AT4G22560.1	Np005G2851100
OG0015387	AT4G22530.1	Np005G2852600
OG0015388	AT4G22160.2	Np005G2858100
OG0015389	AT4G19880.2	Np005G2890500
OG0015390	AT4G20060.1	Np005G2886800
OG0015391	AT4G20310.4	Np005G2884700
OG0015392	AT4G20760.2	Np005G2881400
OG0015393	AT4G20820.1	Np005G2869800
OG0015394	AT4G20870.1	Np005G2871000
OG0015395	AT4G20930.1	Np005G2871500
OG0015396	AT4G20960.1	Np005G2871700
OG0015397	AT4G21170.1	Np005G2875300
OG0015398	AT4G21180.1	Np005G2875400
OG0015399	AT4G21210.1	Np005G2875900
OG0015400	AT4G21300.1	Np005G2876700
OG0015401	AT4G21323.1	Np005G2877000
OG0015402	AT4G21340.1	Np005G2877600
OG0015403	AT4G21350.1	Np005G2877700
OG0015404	AT5G20660.1	Np005G3020700
OG0015405	AT4G21510.1	Np005G2869500
OG0015406	AT4G21520.1	Np005G2869400
OG0015407	AT4G21610.1	Np005G2868200
OG0015408	AT4G21670.1	Np005G2867700
OG0015409	AT2G01350.1	Np001G0278600
OG0015410	AT4G21780.1	Np005G2864800
OG0015411	AT4G21820.3	Np005G2864200
OG0015412	AT1G44090.1	Np004G2029300
OG0015413	AT4G21880.1	Np005G2863800
OG0015414	AT4G19660.2	Np005G2894200
OG0015415	AT4G19590.2	Np005G2896200
OG0015417	AT5G27280.1	Np001G0429300
OG0015418	AT1G63610.1	Np001G0428600
OG0015419	AT5G42310.1	Np001G0428500
OG0015420	AT5G42390.1	Np001G0427600
OG0015421	AT4G16340.1	Np005G3002900
OG0015422	AT4G16490.1	Np005G2996900
OG0015423	AT4G16570.1	Np005G2994200
OG0015424	AT4G16370.1	Np005G3002500
OG0015425	AT4G16590.1	Np005G2993600
OG0015426	AT4G16700.1	Np005G2988100
OG0015427	AT4G16780.1	Np005G2981000
OG0015428	AT4G16800.1	Np005G2980700
OG0015429	AT4G17020.3	Np005G3125800
OG0015430	AT3G01960.1	Np007G4253600
OG0015431	AT3G01860.1	Np007G4252500
OG0015432	AT3G01840.1	Np007G4252200
OG0015433	AT3G01820.1	Np007G4252000
OG0015435	AT3G01570.1	Np007G4248900
OG0015436	AT3G01510.1	Np007G4248200
OG0015437	AT5G66590.1	Np001G0008600
OG0015438	AT5G66530.1	Np001G0007600
OG0015439	AT5G66420.2	Np001G0006400
OG0015440	AT1G77370.2	Np001G0005500
OG0015441	AT5G66300.1	Np001G0006000
OG0015442	AT3G26060.2	Np001G0431500
OG0015443	AT5G66180.1	Np001G0003200
OG0015444	AT5G66160.1	Np001G0003000
OG0015445	AT5G66090.1	Np001G0002200
OG0015446	AT5G66050.1	Np001G0001700
OG0015448	AT3G63540.1	Np001G0682700
OG0015449	AT3G63530.1	Np001G0700000
OG0015450	AT3G63490.1	Np001G0699700
OG0015451	AT3G63470.1	Np001G0699500
OG0015452	AT3G63420.3	Np001G0698800
OG0015453	AT3G63400.1	Np001G0698600
OG0015454	AT3G63310.1	Np001G0698000
OG0015455	AT3G63300.1	Np001G0697900
OG0015456	AT3G63120.1	Np001G0695700
OG0015457	AT3G63090.1	Np001G0695300
OG0015459	AT3G62880.1	Np001G0692700
OG0015460	AT3G62820.1	Np001G0692200
OG0015461	AT3G62780.1	Np001G0691700
OG0015462	AT3G62730.1	Np001G0691400
OG0015463	AT3G62620.1	Np001G0689300
OG0015464	AT3G62370.1	Np001G0686500
OG0015465	AT3G62360.1	Np001G0686400
OG0015466	AT3G62240.1	Np001G0684800
OG0015467	AT3G62200.1	Np001G0684500
OG0015468	AT3G62020.1	Np001G0681700
OG0015470	AT3G61870.1	Np001G0679500
OG0015471	AT3G61840.1	Np001G0679200
OG0015472	AT5G51880.1	Np003G1673200
OG0015473	AT3G61660.2	Np003G1572800, Np001G0675600
OG0015474	AT3G61550.1	Np001G0674200
OG0015475	AT3G61490.4	Np001G0673700
OG0015476	AT3G61410.3	Np001G0672500
OG0015477	AT3G61170.1	Np001G0669400, Np001G0669300
OG0015478	AT3G61150.1	Np001G0669100
OG0015480	AT3G60860.1	Np001G0667100
OG0015481	AT3G60850.1	Np001G0666800
OG0015482	AT2G25890.2	Np006G3631600
OG0015483	AT3G60510.3	Np001G0662700
OG0015484	AT3G60440.1	Np001G0662000
OG0015485	AT3G60340.1	Np001G0659800
OG0015486	AT1G25420.1	Np004G2091900
OG0015487	AT3G60300.2	Np001G0657900
OG0015488	AT3G60240.4	Np001G0657200
OG0015489	AT3G60970.1, AT3G60160.1	Np001G0656100
OG0015490	AT3G59980.1	Np001G0652200
OG0015491	AT3G59940.1	Np001G0652700
OG0015492	AT3G59780.1	Np001G0650500
OG0015493	AT3G59520.1	Np001G0647700
OG0015494	AT3G59390.1	Np001G0646500
OG0015495	AT3G59380.1	Np005G3027800
OG0015496	AT2G05790.1	Np007G3893600
OG0015497	AT3G59150.1	Np001G0644400
OG0015498	AT3G58830.2	Np001G0640600
OG0015500	AT3G58650.1	Np001G0635900
OG0015501	AT3G58560.1	Np001G0634400
OG0015502	AT3G58530.1	Np001G0634200
OG0015503	AT3G58490.1	Np001G0633800
OG0015504	AT3G58470.1	Np001G0633200
OG0015505	AT3G58460.2	Np001G0633100
OG0015506	AT3G58010.1	Np001G0628100
OG0015507	AT3G57830.1	Np001G0626400
OG0015508	AT3G57810.2	Np001G0626300
OG0015509	AT3G57760.1	Np001G0625600
OG0015510	AT3G57630.1	Np001G0623900
OG0015511	AT3G57570.1	Np001G0623600
OG0015512	AT3G57540.1	Np001G0622900
OG0015513	AT3G57410.1	Np001G0620300
OG0015515	AT2G25800.1	Np006G3632400
OG0015516	AT3G57050.1	Np001G0615600
OG0015517	AT3G56720.3	Np001G0612000
OG0015518	AT3G56650.1	Np001G0609100
OG0015519	AT3G56610.1	Np001G0597400, Np001G0608200, Np002G0888000
OG0015520	AT3G45010.1	Np001G0447100
OG0015521	AT3G56440.1	Np001G0606100
OG0015522	AT3G56410.2	Np001G0605800
OG0015523	AT3G56230.1	Np001G0603600
OG0015524	AT3G56170.1	Np001G0602000
OG0015525	AT3G56130.1	Np001G0601400
OG0015526	AT3G56040.1	Np001G0600300
OG0015527	AT3G56000.1	Np001G0599900
OG0015528	AT3G55920.1	Np001G0598700
OG0015529	AT3G55840.1	Np001G0598100
OG0015530	AT3G55830.1	Np001G0598000
OG0015531	AT3G55640.1	Np001G0594800
OG0015532	AT1G63460.1	Np002G1225800
OG0015533	AT3G55390.1	Np001G0590600
OG0015534	AT3G55360.1	Np001G0590200
OG0015535	AT3G55330.1	Np001G0589000
OG0015536	AT3G55260.1	Np001G0588400
OG0015537	AT3G55230.1	Np001G0588100
OG0015538	AT3G55160.1	Np001G0194600
OG0015539	AT3G55140.1	Np001G0587600
OG0015540	AT3G55060.1	Np001G0586200
OG0015541	AT3G54970.1	Np001G0584700
OG0015542	AT3G54930.1	Np001G0584000
OG0015543	AT3G54880.1	Np001G0583400
OG0015544	AT3G54870.2	Np001G0583300
OG0015545	AT3G54830.1	Np001G0580900
OG0015546	AT1G68080.1	Np002G0899700
OG0015547	AT3G54640.1	Np001G0577600
OG0015548	AT3G54600.1	Np001G0577100
OG0015549	AT3G54500.3	Np001G0575800
OG0015550	AT3G54460.1	Np001G0575400
OG0015551	AT3G54420.1	Np001G0575000
OG0015552	AT3G54390.2	Np001G0574800
OG0015553	AT3G54380.1	Np001G0574600
OG0015554	AT3G54240.1	Np001G0573300
OG0015555	AT1G41830.1	Np004G2038800
OG0015556	AT2G05260.1	Np003G1871000
OG0015557	AT3G53970.1	Np001G0568900
OG0015558	AT3G53940.1	Np001G0568400
OG0015559	AT3G53880.1	Np001G0567800
OG0015560	AT3G53830.4	Np001G0567200
OG0015561	AT3G53560.2	Np001G0563900
OG0015562	AT2G20725.1	Np007G3717100
OG0015563	AT3G53090.1	Np001G0554500
OG0015564	AT3G53030.1	Np001G0553700
OG0015565	AT3G52970.2	Np001G0552700, Np001G0618100
OG0015566	AT3G52820.1	Np001G0550600
OG0015567	AT3G52710.1	Np001G0549200
OG0015568	AT3G52640.2	Np001G0548100
OG0015569	AT3G52610.1	Np001G0547800
OG0015570	AT3G52520.1	Np001G0546500
OG0015571	AT5G53860.4	Np003G1617000
OG0015572	AT5G53760.1	Np003G1614400
OG0015573	AT5G53470.1	Np003G1638400
OG0015574	AT5G53450.1	Np003G1638700
OG0015575	AT5G53320.1	Np003G1641600
OG0015576	AT5G53310.1	Np003G1641700
OG0015577	AT4G16070.3	Np005G3013800
OG0015578	AT3G24490.1	Np007G3870200
OG0015579	AT3G24495.1	Np007G3870400
OG0015580	AT3G24530.1	Np007G3871700
OG0015581	AT3G24560.2	Np007G3872700
OG0015582	AT3G24590.2	Np007G3873000
OG0015583	AT3G24730.1	Np007G3874300
OG0015584	AT3G24750.2	Np007G3874600
OG0015585	AT3G24820.1	Np007G3875800
OG0015586	AT3G25130.1	Np007G3878100
OG0015587	AT3G25150.2	Np007G3878300
OG0015588	AT3G25210.1	Np007G3878900
OG0015589	AT3G25220.1	Np007G3879000
OG0015590	AT3G25430.1	Np007G3880800
OG0015591	AT3G25440.1	Np007G3880900
OG0015592	AT2G04350.1	Np007G3885900
OG0015593	AT2G04360.2	Np007G3886000
OG0015594	AT2G04530.1	Np007G3886700
OG0015595	AT2G04560.1	Np007G3887300
OG0015596	AT2G04570.1	Np007G3887400
OG0015597	AT2G04780.1	Np007G3888000
OG0015598	AT2G04842.1	Np007G3888800
OG0015599	AT2G04940.1	Np007G3890000
OG0015600	AT2G05120.2	Np007G3890400
OG0015601	AT2G05320.1	Np007G3891000
OG0015602	AT2G05760.1	Np007G3893400
OG0015603	AT3G43520.1	Np001G0434900
OG0015604	AT2G05910.1	Np007G3895200
OG0015605	AT3G24320.1	Np007G3868400
OG0015606	AT1G66830.1	Np002G0939600
OG0015607	AT1G67050.1	Np002G0934400
OG0015608	AT1G67110.1	Np002G0932000
OG0015609	AT1G67210.1	Np002G0926300
OG0015610	AT1G67300.2	Np002G0921400
OG0015611	AT3G43400.1, AT1G67400.1	Np002G0919400
OG0015612	AT1G67490.1	Np002G0917600
OG0015613	AT1G67500.2	Np002G0917500
OG0015614	AT1G67830.1	Np002G0908000
OG0015615	AT1G67900.1	Np002G0906200
OG0015616	AT1G68030.1	Np002G0900700
OG0015617	AT1G68090.1	Np002G0899600
OG0015618	AT1G68185.2	Np002G0897700
OG0015619	AT1G68220.1	Np002G0897100
OG0015620	AT4G06676.1	Np003G1751300
OG0015621	AT5G48220.1	Np001G0179400
OG0015622	AT5G48800.1	Np001G0171300
OG0015623	AT5G48790.1	Np001G0171500
OG0015624	AT5G48650.1	Np001G0173300
OG0015625	AT5G48590.1	Np001G0174300
OG0015626	AT2G18100.1	Np007G3749600
OG0015627	AT5G33370.1	Np005G3094600
OG0015628	AT2G18240.1	Np007G3747400
OG0015629	AT2G18290.1	Np007G3746900
OG0015630	AT2G18370.1	Np007G3746100
OG0015631	AT2G18410.1	Np007G3745700
OG0015632	AT2G18465.1	Np007G3744900
OG0015633	AT2G18540.2	Np007G3743900
OG0015634	AT2G18876.1	Np007G3740400
OG0015635	AT2G18900.1	Np007G3740100
OG0015636	AT2G18969.1	Np007G3739200
OG0015637	AT2G19330.1	Np007G3735700
OG0015638	AT2G19385.1	Np007G3734500
OG0015639	AT2G19430.1	Np007G3734200
OG0015640	AT2G41200.1	Np006G3305600
OG0015641	AT2G41120.1	Np006G3306500
OG0015642	AT2G41050.1	Np006G3307000
OG0015643	AT2G40970.1	Np006G3307700
OG0015644	AT2G40930.1	Np006G3308300
OG0015645	AT2G03140.12	Np003G1439000
OG0015646	AT2G40840.1	Np006G3309600
OG0015647	AT2G40700.1	Np006G3311700
OG0015648	AT2G40660.1	Np006G3312200
OG0015649	AT2G40390.1	Np006G3317200
OG0015650	AT5G42010.1	Np005G3202300
OG0015651	AT2G40280.1	Np006G3318700
OG0015652	AT2G40270.1	Np006G3319600
OG0015653	AT2G40110.1	Np006G3323800
OG0015654	AT2G39950.1	Np006G3327700
OG0015655	AT2G39920.1	Np006G3328000
OG0015656	AT2G39910.1	Np006G3328400
OG0015657	AT2G39880.1	Np006G3329100
OG0015658	AT2G39670.2	Np006G3334100
OG0015659	AT2G39650.1	Np006G3334300
OG0015660	AT2G39550.1	Np006G3335900
OG0015661	AT2G39435.1	Np006G3337900
OG0015662	AT2G39090.1	Np006G3343700
OG0015663	AT2G38960.3	Np006G3345500
OG0015664	AT2G38890.3	Np006G3346500
OG0015665	AT3G12350.1	Np001G0148600
OG0015667	AT2G38830.1	Np006G3347300, Np006G3348100, Np006G3348400
OG0015668	AT2G38720.1	Np006G3349900
OG0015669	AT2G38660.1	Np006G3351000
OG0015670	AT2G38580.1	Np006G3351900
OG0015671	AT2G01640.1	Np001G0269500
OG0015672	AT2G38550.1	Np006G3352300
OG0015673	AT2G38410.1	Np006G3354900
OG0015674	AT2G38340.1	Np006G3355800
OG0015675	AT2G38160.3	Np006G3358800
OG0015676	AT2G38140.1	Np006G3359400
OG0015677	AT2G38130.1	Np006G3359500
OG0015678	AT4G08790.1	Np003G1759300
OG0015679	AT2G38050.1	Np006G3361300
OG0015680	AT2G37820.1	Np006G3366700
OG0015681	AT2G37760.1	Np006G3367500
OG0015682	AT3G44020.1	Np001G0437100
OG0015683	AT2G37660.1	Np006G3369000
OG0015684	AT2G37640.1	Np006G3369200
OG0015685	AT2G37340.1	Np006G3375300
OG0015686	AT2G37240.1	Np006G3376400
OG0015687	AT2G37230.1	Np006G3376500
OG0015688	AT2G37195.2	Np006G3377000
OG0015689	AT2G37100.1	Np006G3378100
OG0015690	AT2G37090.1	Np006G3378400
OG0015691	AT2G37025.1	Np006G3379900
OG0015692	AT2G37010.1	Np006G3380200
OG0015693	AT2G36960.3	Np006G3381400
OG0015694	AT2G36885.1	Np006G3382300
OG0015695	AT4G12570.1	Np003G1827000
OG0015696	AT4G04320.1	Np003G1832300
OG0015697	AT4G04330.1	Np003G1832400
OG0015698	AT4G04350.1	Np003G1832800
OG0015699	AT4G04470.1	Np003G1833500
OG0015700	AT4G04614.1	Np003G1835600
OG0015701	AT5G43080.1	Np001G0618300, Np001G0418400
OG0015702	AT4G30570.1	Np005G2731100
OG0015703	AT4G12090.1	Np003G1818200
OG0015704	AT5G43180.1	Np001G0417000
OG0015705	AT4G11880.1	Np003G1815200
OG0015706	AT4G12460.7	Np003G1825800
