Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_Rawat
OG0013526	Ag003G0372000	AL4G41650
OG0013527	Ag003G0372400	AL4G41610
OG0013528	Ag003G0376200	AL4G41390
OG0013529	Ag003G0379300	AL4G41260
OG0013530	Ag003G0380600	AL4G41240
OG0013531	Ag003G0387900	AL4G40900
OG0013532	Ag003G0391300, Ag043G4458800	AL8G22050
OG0013533	Ag003G0394000	AL4G40620
OG0013534	Ag003G0394400	AL4G40580
OG0013535	Ag003G0395400	AL4G40480
OG0013536	Ag003G0399500	AL4G39820, AL4G39970
OG0013537	Ag003G0399600	AL4G39980
OG0013538	Ag003G0399700	AL4G39990
OG0013539	Ag003G0399800	AL4G40000
OG0013540	Ag003G0399900	AL4G40010
OG0013541	Ag003G0411900	AL4G39410
OG0013542	Ag003G0414400	AL4G39320
OG0013543	Ag014G1771000	AL3G10840
OG0013544	Ag014G1771100	AL3G10850
OG0013545	Ag014G1771500	AL3G10910
OG0013546	Ag014G1773700	AL3G11080
OG0013547	Ag014G1776200	AL6G41290
OG0013548	Ag014G1778200	AL3G11470
OG0013549	Ag014G1786200	AL5G13640, AL3G11730
OG0013551	Ag014G1790600	AL3G12150
OG0013552	Ag014G1793400	AL3G12400
OG0013553	Ag014G1798200	AL3G12890
OG0013554	Ag014G1798800	AL3G12950
OG0013555	Ag014G1804200	AL3G13320
OG0013556	Ag014G1805900	AL3G13410
OG0013557	Ag014G1806700	AL3G13480
OG0013558	Ag014G1806800	AL3G13490
OG0013559	Ag014G1806900	AL3G13500
OG0013560	Ag014G1808200	AL3G13620
OG0013561	Ag014G1810800	AL3G13760
OG0013562	Ag014G1811000	AL3G13780
OG0013563	Ag014G1816900	AL3G14300
OG0013564	Ag014G1817800	AL3G14350
OG0013565	Ag014G1819700	AL3G14570
OG0013566	Ag014G1819900	AL3G14580
OG0013567	Ag014G1821500	AL3G14680
OG0013568	Ag014G1821800	AL3G14690, nbis-gene-360
OG0013569	Ag014G1823500	AL3G14840
OG0013570	Ag014G1824200	nbis-gene-657
OG0013571	Ag014G1825100	AL3G15060, AL3G15160
OG0013572	Ag014G1825300	AL3G15180
OG0013573	Ag014G1826400	AL3G15290
OG0013574	Ag014G1827800	AL3G15370
OG0013575	Ag014G1831500	AL3G15690
OG0013576	Ag014G1832900	AL3G15850, AL3G15830
OG0013577	Ag011G1164400, Ag014G1833600	AL3G15950
OG0013578	Ag014G1839400	AL3G16270
OG0013579	Ag014G1841800	AL3G16420
OG0013580	Ag014G1845100	AL3G16670
OG0013581	Ag014G1846400	AL3G16710
OG0013582	Ag014G1846600	AL3G16730
OG0013583	Ag014G1849100	AL3G16940
OG0013584	Ag014G1850900	AL3G17030
OG0013585	Ag014G1855100	AL962U10010, AL3G17340
OG0013586	Ag014G1856300	AL3G17500
OG0013587	Ag014G1857100, Ag025G2946400	AL3G17550
OG0013588	Ag014G1857600	AL3G17620
OG0013589	Ag014G1858800	AL3G17750
OG0013590	Ag014G1861300	AL3G17890
OG0013591	Ag014G1865400	AL3G18310
OG0013592	Ag014G1865900	AL3G18380
OG0013593	Ag014G1866000	AL3G18390
OG0013594	Ag014G1866500	AL384U10020, AL3G18430
OG0013595	Ag014G1872000	AL3G18700
OG0013596	Ag014G1873000	AL3G18770
OG0013597	Ag014G1876700	AL3G19080
OG0013598	Ag014G1876800	AL3G19100
OG0013599	Ag014G1880800	AL3G19450
OG0013600	Ag014G1881400	AL3G19510
OG0013601	Ag014G1882900	AL3G19680
OG0013602	Ag014G1886000	AL3G19920
OG0013603	Ag014G1886700	AL3G19980
OG0013604	Ag014G1886900	AL7G28980
OG0013605	Ag014G1887300	AL3G20040
OG0013606	Ag014G1887500	AL3G20060
OG0013607	Ag014G1890200	AL3G20180
OG0013608	Ag014G1898300	AL3G20670
OG0013609	Ag014G1898800	AL3G20720
OG0013610	Ag014G1900300	AL3G20860
OG0013611	Ag014G1904700	AL3G21180
OG0013612	Ag014G1905100	AL3G21210
OG0013613	Ag014G1907400	AL3G21410
OG0013614	Ag014G1908000	AL3G21480
OG0013615	Ag014G1908300	AL3G21510
OG0013616	Ag014G1911100	AL3G21790
OG0013617	Ag011G1253200, Ag014G1918800	AL3G22060
OG0013618	Ag014G1919200	AL3G22100
OG0013619	Ag014G1921800	AL3G22300
OG0013620	Ag014G1921900	AL3G22310
OG0013621	Ag014G1922000	AL3G22320
OG0013622	Ag014G1922300	AL3G22370
OG0013623	Ag014G1922900	AL3G22440
OG0013625	Ag014G1927100, Ag014G1928000	AL3G22630
OG0013626	Ag014G1929500	AL3G22710
OG0013627	Ag014G1929800	AL3G22740
OG0013628	Ag014G1936800	AL3G23110
OG0013629	Ag014G1938400	AL3G23190
OG0013630	Ag014G1943400	AL3G23620
OG0013631	Ag014G1944400	AL3G23710
OG0013632	Ag014G1944800	AL3G23750
OG0013633	Ag014G1946200	AL3G23860
OG0013634	Ag014G1948700	AL3G24020
OG0013635	Ag014G1949000	AL3G24060
OG0013636	Ag014G1950700	nbis-gene-698
OG0013637	Ag014G1953200	AL3G24350
OG0013638	Ag014G1955000	AL3G24460
OG0013639	Ag014G1957500, Ag011G1143100	AL3G24620
OG0013640	Ag014G1961200	AL3G24870
OG0013641	Ag014G1962200	AL3G24980
OG0013643	Ag014G1976200	AL3G26040
OG0013644	Ag014G1978000	AL5G25490
OG0013645	Ag014G1980400	AL3G26260
OG0013646	Ag014G1993000	AL3G26760
OG0013647	Ag014G1996400	AL3G26920
OG0013648	Ag014G1999200	AL3G27060
OG0013649	Ag014G2001200	AL3G27190
OG0013650	Ag014G2002100	AL3G27250
OG0013651	Ag014G2005700	AL3G27540
OG0013652	Ag014G2006300	AL3G27590
OG0013653	Ag014G2006800	AL3G27630
OG0013654	Ag014G2007700	AL3G27670
OG0013655	Ag014G2009600	AL3G27760
OG0013656	Ag014G2010600	AL3G27860
OG0013657	Ag014G2017800	AL3G28220
OG0013658	Ag014G2018400	AL3G28260
OG0013659	Ag014G2018600, Ag061G5017800	AL7G50400
OG0013660	Ag014G2089700, Ag014G2019500	AL3G28370
OG0013661	Ag034G3882300, Ag034G3882500, Ag014G2021100	AL3G28450
OG0013662	Ag014G2023300	AL3G28620
OG0013663	Ag014G2023700	AL3G28660
OG0013664	Ag014G2026400	AL3G28740
OG0013665	Ag014G2030100, Ag014G2030200, Ag014G2030300, Ag014G2030400	AL7G41090
OG0013666	Ag014G2030500, Ag014G2141700	AL3G29110
OG0013667	Ag014G2030600	AL3G29120
OG0013668	Ag014G2041400	AL3G29720
OG0013669	Ag014G2041500	AL3G29730
OG0013670	Ag014G2044100	AL3G29870
OG0013671	Ag014G2044700	AL3G29920
OG0013672	Ag014G2046900	nbis-gene-716
OG0013673	Ag014G2047700	AL3G30020
OG0013674	Ag014G2048000	AL3G30050
OG0013675	Ag014G2048400	AL3G30070
OG0013676	Ag014G2049700	AL3G30170
OG0013677	Ag014G2053600	AL3G30360
OG0013678	Ag014G2055600	AL3G30390
OG0013679	Ag014G2056300	AL3G30400
OG0013680	Ag014G2056900	AL3G30450
OG0013682	Ag014G2062200	AL3G30710
OG0013683	Ag014G2062900	AL3G30740
OG0013684	Ag014G2063200	AL3G30770
OG0013685	Ag014G2063300	AL3G30780
OG0013686	Ag014G2063400	AL3G30790
OG0013687	Ag014G2064100	AL3G30860
OG0013688	Ag014G2064200	AL3G30880
OG0013689	Ag014G2069600	AL3G31080
OG0013690	Ag014G2069700	AL3G31090
OG0013691	Ag014G2085300	AL3G31800
OG0013692	Ag014G2093600	AL3G32100
OG0013693	Ag014G2116400	AL3G32640
OG0013694	Ag014G2120100	AL3G32770
OG0013695	Ag014G2120400	AL3G32780
OG0013696	Ag014G2126000	AL3G32880
OG0013697	Ag014G2133500	AL3G33180
OG0013698	Ag014G2135100	AL3G33350
OG0013699	Ag014G2136400	AL3G33450
OG0013700	Ag014G2150200	AL3G33840
OG0013701	Ag014G2151500	AL3G33930
OG0013702	Ag014G2152000	AL3G33980, AL880U10020
OG0013703	Ag014G2155900	AL3G34140
OG0013704	Ag014G2156200	AL3G34150
OG0013705	Ag014G2156300	AL3G34160
OG0013706	Ag014G2156500	AL219U10020, AL3G34170
OG0013707	Ag014G2157400	AL3G34270
OG0013708	Ag014G2162500	AL3G34410
OG0013709	Ag014G2165800, Ag002G0241700	AL2G16570
OG0013710	Ag014G2166400	AL3G34650
OG0013711	Ag027G3073300, Ag014G2168000	AL3G34730
OG0013712	Ag027G3071300, Ag014G2169400	AL3G34800
OG0013713	Ag014G2170900, Ag027G3070300, Ag014G2170800	AL3G34890
OG0013714	Ag061G5024600	AL7G50940
OG0013715	Ag061G5025600	AL7G51250
OG0013716	Ag061G5027100	AL7G28590
OG0013717	Ag061G5029800	AL7G51690
OG0013718	Ag061G5030500	AL7G51910
OG0013719	Ag061G5030600	AL7G51930
OG0013720	Ag061G5032900	AL7G52230
OG0013721	Ag061G5034000	AL7G52610
OG0013722	Ag061G5035400	AL7G52870
OG0013723	Ag061G5037000	AL7G46750
OG0013724	Ag061G5038700	AL7G46550
OG0013725	Ag061G5039700	AL7G46500
OG0013726	Ag061G5040600	AL1G64630
OG0013727	Ag061G5040900	AL7G46400
OG0013728	Ag061G5041200	AL7G46330
OG0013729	Ag061G5043100	AL7G45990
OG0013730	Ag061G5045700	AL7G45580
OG0013731	Ag061G5046600	AL7G45260
OG0013732	Ag061G5049700	AL8G19850
OG0013733	Ag064G5101700, Ag027G3005000	AL3G38770
OG0013734	Ag027G3007000, Ag064G5099900	AL3G38570
OG0013735	Ag027G3010200, Ag064G5094100	AL3G38250
OG0013736	Ag027G3013800	AL3G38060
OG0013737	Ag027G3015500, Ag064G5091300	AL3G37930
OG0013738	Ag027G3015700	AL3G37910
OG0013739	Ag027G3021700	AL3G37510
OG0013740	Ag027G3023400	AL3G37400
OG0013741	Ag027G3032300	AL3G36970
OG0013742	Ag027G3035100	AL3G36860
OG0013743	Ag027G3037100	AL3G36740
OG0013744	Ag027G3040600	AL2G20400
OG0013745	Ag027G3041900	AL1017U10010, AL3G36510
OG0013746	Ag027G3052100	AL3G36030
OG0013747	Ag027G3053000	AL3G35910
OG0013748	Ag027G3056400	AL3G35800
OG0013749	Ag027G3057300	AL3G35740
OG0013750	Ag027G3058700	AL3G35620
OG0013751	Ag027G3062900	AL3G35330
OG0013752	Ag068G5215500	AL7G21790
OG0013753	Ag002G0275000, Ag036G4123500, Ag068G5232300	AL1G65300
OG0013754	Ag036G4090500	AL2G23990
OG0013755	Ag036G4092600	AL2G23780
OG0013756	Ag036G4114400	AL2G22160
OG0013757	Ag036G4115600	AL2G20230
OG0013758	Ag036G4116800	AL2G21140
OG0013759	Ag036G4117000	AL2G22040
OG0013760	Ag036G4118600	AL1G64700
OG0013761	Ag036G4120200	AL1G65000
OG0013762	Ag036G4120900, Ag002G0277100	AL1G65040
OG0013763	Ag060G4999900	AL6G30290
OG0013764	Ag060G5007200	AL6G29860
OG0013765	Ag060G5008000	AL6G29810
OG0013766	Ag060G5009100	AL6G29750
OG0013767	Ag060G5011500	AL6G29680
OG0013768	Ag060G5012300	AL6G29660
OG0013769	Ag060G5014500	AL4G18220
OG0013770	Ag060G5014800	AL4G13980
OG0013771	Ag060G5015900	AL6G29400
OG0013772	Ag043G4455000	AL8G22990
OG0013773	Ag043G4457400	AL8G23130
OG0013774	Ag043G4459500	AL8G21120
OG0013775	Ag043G4459600	AL8G21110
OG0013776	Ag017G2406000	AL5G33190
OG0013777	Ag017G2412900	AL5G32920
OG0013778	Ag017G2413400	AL5G32840
OG0013779	Ag017G2413500	AL5G32830
OG0013780	Ag017G2413600	AL5G32820
OG0013781	Ag017G2413900	AL5G32810
OG0013782	Ag017G2414000	AL5G32800
OG0013783	Ag017G2417900	AL5G32500
OG0013784	Ag017G2418000	AL5G32490
OG0013785	Ag017G2418800	AL5G32440
OG0013786	Ag017G2421300	AL5G32360
OG0013787	Ag017G2422500	AL5G32290
OG0013788	Ag017G2424500	AL5G32220
OG0013789	Ag017G2427100	AL5G32060
OG0013790	Ag017G2430100	AL5G31920
OG0013791	Ag017G2432900	AL5G31790
OG0013792	Ag017G2434600	AL5G10280
OG0013793	Ag034G3650300	AL1G10040
OG0013794	Ag034G3651100	AL5G27440
OG0013795	Ag034G3653100	AL1G10410
OG0013796	Ag034G3654000	AL1G10490
OG0013797	Ag034G3655100	AL1G10610
OG0013799	Ag034G3658200	AL1G10850
OG0013800	Ag034G3662400	AL1G11230
OG0013801	Ag034G3662500	AL1G11250
OG0013802	Ag034G3663100	AL1G11320
OG0013803	Ag034G3663600	AL1G11410
OG0013804	Ag034G3664500	AL1G11480
OG0013805	Ag034G3667100	AL4G39680
OG0013806	Ag034G3668500	AL3G28100
OG0013807	Ag034G3670200	AL1G11820
OG0013808	Ag034G3671000	AL1G11890
OG0013809	Ag034G3671200	AL1G11930
OG0013810	Ag034G3671600	AL1G12000
OG0013811	Ag034G3674100	AL1G12280
OG0013812	Ag034G3675700	AL1G12350
OG0013813	Ag034G3677100	AL1G12480
OG0013814	Ag034G3677600	AL1G12510
OG0013815	Ag034G3679800	AL1G12650
OG0013816	Ag034G3683800	AL1G12960
OG0013817	Ag034G3689700	AL1G13310
OG0013818	Ag034G3693400	AL1G13590
OG0013819	Ag034G3693900	AL1G13630
OG0013820	Ag034G3699500	AL1G14180
OG0013821	Ag034G3700100	AL1G14260
OG0013822	Ag034G3702800	AL1G14450
OG0013823	Ag034G3705300	AL1G14650
OG0013824	Ag034G3705400	AL1G14660
OG0013825	Ag034G3722000	AL1G15900
OG0013826	Ag034G3722200	AL1G15920
OG0013827	Ag034G3726100	AL1G16280
OG0013828	Ag034G3728300	AL1G16520
OG0013829	Ag034G3732700, Ag034G3732600	AL1G16950
OG0013830	Ag034G3732800	AL1G16960
OG0013831	Ag034G3733700	AL1G17080
OG0013832	Ag034G3734900	AL1G17240
OG0013833	Ag034G3739300	AL1G17430
OG0013834	Ag034G3740600	AL1G17530
OG0013835	Ag034G3742000	AL7G46260
OG0013836	Ag034G3748400	AL1G18300
OG0013837	Ag034G3753000	AL1G18590
OG0013838	Ag034G3754800	AL1G18730
OG0013839	Ag034G3755600	AL1G18800
OG0013840	Ag034G3755800	AL2G19190
OG0013841	Ag034G3755900	AL1G18820
OG0013842	Ag034G3761600	AL1G19290
OG0013843	Ag034G3763000	AL1G19420
OG0013844	Ag034G3764100	AL1G19540
OG0013845	Ag034G3765300	AL1G19670
OG0013846	Ag034G3767500	AL1G19750
OG0013847	Ag034G3768600	AL1G19780
OG0013848	Ag034G3769100	AL1G19830
OG0013849	Ag034G3771300	AL1G19950
OG0013850	Ag034G3771700	AL1G19990
OG0013851	Ag034G3774400	AL1G20100
OG0013852	Ag034G3776000	AL1G20270
OG0013853	Ag034G3777100	AL1G20380
OG0013854	Ag034G3778200	AL1G20460
OG0013855	Ag034G3782400	AL1G20840
OG0013856	Ag034G3787200	AL1G21120
OG0013857	Ag034G3788100	AL1G21230
OG0013858	Ag034G3788500	AL1G21280
OG0013859	Ag034G3789600	AL1G21320
OG0013860	Ag034G3789800	AL1G39730
OG0013861	Ag034G3793000	AL1G21570
OG0013862	Ag034G3794800	AL1G21710
OG0013863	Ag034G3797200	AL1G21890
OG0013864	Ag034G3798500	AL1G21980
OG0013865	Ag034G3798800	AL1G22030
OG0013866	Ag034G3799600	AL1G22070
OG0013867	Ag034G3799800	AL1G22100
OG0013868	Ag034G3802200	AL1G22250
OG0013871	Ag034G3809400	AL4G12520
OG0013872	Ag034G3812000	AL1G22840
OG0013873	Ag034G3812200	AL1G22880
OG0013874	Ag034G3813300	AL1G22920
OG0013875	Ag034G3814100	AL1G22970
OG0013876	Ag034G3815600	AL1G23070
OG0013877	Ag034G3815700	AL1G23080
OG0013878	Ag034G3817400	AL1G23170
OG0013879	Ag034G3817600	AL1G23200
OG0013880	Ag034G3817700	AL1G23210
OG0013881	Ag034G3829400	AL1G24340
OG0013882	Ag034G3831100	AL1G24230, AL1G24400
OG0013883	Ag034G3832300	AL1G24490
OG0013884	Ag034G3832900	AL1G24510
OG0013885	Ag034G3834500	AL1G24570
OG0013886	Ag034G3835100	AL1G24650
OG0013887	Ag034G3837000, Ag018G2486500	AL1G40240
OG0013888	Ag034G3838100	AL1G24860
OG0013889	Ag034G3841000	AL1G25000
OG0013890	Ag034G3841900	AL8G26570
OG0013891	Ag034G3842700, Ag034G3842800	AL1G25170
OG0013892	Ag034G3847300	AL1G25480
OG0013893	Ag034G3847700	AL1G25520
OG0013894	Ag034G3855500	AL1G26020
OG0013895	Ag034G3856800, Ag034G3856900	AL1G26100
OG0013896	Ag034G3858600	AL1G26140
OG0013897	Ag034G3859500, Ag034G3859400	AL1G26170
OG0013898	Ag034G3860100	AL1G26220
OG0013899	Ag034G3860200	AL1G26230
OG0013900	Ag034G3863800	AL1G26330
OG0013901	Ag034G3868200	nbis-gene-84
OG0013902	Ag034G3868500	AL1G26700
OG0013903	Ag034G3878000	AL1G27140
OG0013904	Ag034G3881100	AL1G27320
OG0013905	Ag034G3888200	AL8G22020
OG0013906	Ag034G3888500	AL1G27820
OG0013907	Ag034G3895700	AL1G28110
OG0013908	Ag034G3897700	AL1G28240
OG0013909	Ag034G3900200	AL1G28380
OG0013910	Ag034G3900500	AL1G28410
OG0013911	Ag034G3901400	AL1G28500
OG0013912	Ag034G3902800	AL1G28640
OG0013913	Ag034G3903500	AL1G28690
OG0013914	Ag034G3903700	AL6G51080, nbis-gene-1666, AL1G28710
OG0013915	Ag034G3905700	AL1G28900
OG0013916	Ag034G3905900	AL1G28920
OG0013917	Ag034G3906700	AL1G29000
OG0013918	Ag034G3915100	AL1G29390
OG0013919	Ag034G3918400	AL1G29570
OG0013920	Ag034G3921900	nbis-gene-2115
OG0013921	Ag034G3923300	AL1G29670
OG0013922	Ag034G3923700	AL1G29680
OG0013923	Ag034G3923800	AL1G29690
OG0013924	Ag034G3924900	AL1G29800
OG0013925	Ag034G3925400	AL1G29870
OG0013926	Ag034G3934200	AL1G30230
OG0013927	Ag034G3935400	AL1G30330
OG0013928	Ag034G3936700	AL1G30350
OG0013929	Ag034G3938700	AL1G30480
OG0013930	Ag034G3940700	AL1G30620
OG0013931	Ag034G3941700	AL1G30650
OG0013932	Ag034G3943600	AL1G30810
OG0013933	Ag034G3947500, Ag034G3947700	AL1G31040
OG0013934	Ag034G3957900	AL1G31570
OG0013935	Ag034G3959300	AL1G31670
OG0013936	Ag034G3959800	AL1G31730
OG0013937	Ag034G3959900	AL1G31750
OG0013938	Ag034G3960300, Ag034G3960100	AL1G31770
OG0013939	Ag034G3962700	AL1G31980
OG0013940	Ag034G3963100	AL1G32180
OG0013941	Ag034G3964800	AL1G32280
OG0013942	Ag034G3965600	AL1G32350
OG0013943	Ag034G3966400	AL1G32410
OG0013944	Ag034G3966600	AL1G32430
OG0013945	Ag034G3967200	AL1G31820
OG0013946	Ag034G3968300	AL1G32500
OG0013947	Ag034G3970400	AL1G32610
OG0013948	Ag034G3971200	AL5G13000
OG0013950	Ag034G3975400	AL1G32950
OG0013951	Ag034G3976200	AL7G50410
OG0013952	Ag034G3979300	AL1G33180
OG0013953	Ag034G3980000	AL1G33310
OG0013954	Ag034G3982500	AL1G33440
OG0013955	Ag034G3988400	AL1G33810
OG0013956	Ag034G4001200	AL1G34450
OG0013957	Ag034G4001500	AL1G34460
OG0013958	Ag034G4001700	AL1G34470
OG0013959	Ag034G4003000	AL1G34540
OG0013960	Ag034G4003100	AL1G34550
OG0013961	Ag034G4008600	AL1G34830
OG0013962	Ag034G4011200	AL1G35090
OG0013963	Ag034G4014100	AL1G35490
OG0013964	Ag034G4015000	AL1G35570
OG0013965	Ag034G4016900	AL1G35680
OG0013966	Ag034G4017700	AL8G20390
OG0013967	Ag034G4026700	AL1G36290
OG0013968	Ag034G4029600	AL1G36390
OG0013969	Ag034G4031800	AL1G36490
OG0013970	Ag034G4032200	AL1G36510
OG0013971	Ag034G4032300	AL1G36520
OG0013972	Ag034G4033000	AL4G19930
OG0013973	Ag034G4039600	AL2G31440
OG0013974	Ag034G4041100	AL2G31370
OG0013975	Ag025G2932800, Ag034G4041900	AL2G31330
OG0013976	Ag034G4042300	AL2G31290
OG0013977	Ag034G4042600	AL2G31250
OG0013978	Ag034G4043400	AL2G31210
OG0013979	Ag034G4046200	AL2G31080
OG0013980	Ag034G4046800	AL2G31010
OG0013981	Ag034G4047200	AL2G30910, AL1G14060
OG0013982	Ag034G4049700	AL2G30690
OG0013983	Ag034G4056000	AL2G30200
OG0013984	Ag034G4056700	AL2G30160
OG0013985	Ag034G4058800	AL2G30070
OG0013986	Ag034G4061400	AL2G29950
OG0013987	Ag034G4062000	AL2G29920
OG0013988	Ag034G4062100	AL2G29910
OG0013989	Ag034G4063900	AL2G29840
OG0013990	Ag034G4069700	AL2G29450
OG0013991	Ag052G4848800	AL7G29180
OG0013992	Ag052G4850000, Ag052G4850100	AL7G29150
OG0013993	Ag052G4852100	AL1G47150
OG0013994	Ag002G0092600, Ag024G2858100	AL2G11000
OG0013995	Ag002G0092800, Ag024G2857900	AL2G11010
OG0013996	Ag002G0093100, Ag024G2857700	AL2G11020
OG0013997	Ag002G0127700	AL2G11700
OG0013998	Ag002G0132000	AL2G11800
OG0013999	Ag002G0134900	nbis-gene-1772
OG0014000	Ag002G0150600	AL2G13740
OG0014001	Ag002G0151300	AL2G12350
OG0014002	Ag002G0160000	AL5G10160
OG0014003	Ag002G0165000	AL2G12660
OG0014004	Ag002G0167100	AL2G12750
OG0014005	Ag002G0167700	AL6G27570
OG0014006	Ag002G0174000	AL2G13060
OG0014007	Ag002G0181100	AL2G13440
OG0014008	Ag002G0182400	AL2G13540
OG0014009	Ag002G0189700	AL2G13750
OG0014010	Ag002G0199400	AL2G14430
OG0014011	Ag002G0201000	AL2G14590
OG0014012	Ag002G0216900	AL2G15270
OG0014013	Ag002G0218600	AL2G15390
OG0014014	Ag002G0219100	AL2G15400
OG0014015	Ag002G0223000	AL2G15610
OG0014016	Ag002G0226300	AL2G15760
OG0014017	Ag002G0229000	AL3G45030
OG0014018	Ag002G0229400	nbis-gene-411
OG0014019	Ag002G0234600	AL2G16200
OG0014020	Ag002G0239500	AL2G16460
OG0014021	Ag002G0243400	AL2G16680
OG0014022	Ag002G0248300	AL2G17110
OG0014023	Ag002G0251700	AL2G17570
OG0014024	Ag002G0257300	AL2G18210
OG0014026	Ag002G0260800	AL2G17970
OG0014027	Ag002G0267500	AL1G66450
OG0014028	Ag002G0269500	AL1G66120
OG0014029	Ag002G0269800	AL1G65980
OG0014030	Ag002G0273100	AL1G65600
OG0014031	Ag024G2862600	AL2G10980
OG0014032	Ag024G2868800, Ag024G2869000	AL2G10800
OG0014033	Ag024G2884200	AL2G10520
OG0014034	Ag024G2885600	AL2G10440
OG0014035	Ag024G2886100	AL2G10420
OG0014036	Ag024G2890800	AL2G10390
OG0014037	Ag024G2891100, Ag024G2890900	AL2G10370
OG0014038	Ag024G2898200	AL2G10090, AL1G56690
OG0014039	Ag024G2898700	AL7G48340, AL2G10070
OG0014040	Ag016G2311100	AL6G42430
OG0014041	Ag016G2311500	AL8G11490
OG0014042	Ag016G2331300	AL8G10510
OG0014043	Ag016G2331600	AL8G10470
OG0014044	Ag016G2334400	AL8G10200
OG0014045	Ag016G2342300, Ag016G2340000	AL8G14750
OG0014046	Ag016G2344700	AL8G14860
OG0014047	Ag016G2345500	AL8G14990
OG0014048	Ag016G2356100	AL8G15390
OG0014049	Ag016G2357400	AL8G15460
OG0014050	Ag016G2388100	AL6G48700
OG0014051	Ag016G2395900	AL6G48520
OG0014052	Ag016G2396000	AL6G48510
OG0014053	Ag016G2397200	AL6G48450
OG0014054	Ag065G5120100	AL7G22970
OG0014055	Ag065G5121400	AL7G22900
OG0014056	Ag065G5122500	AL7G22870
OG0014057	Ag065G5126100	AL7G22470
OG0014058	Ag065G5127500	AL7G22390
OG0014059	Ag065G5127700	AL7G22370
OG0014060	Ag025G2908100	AL7G38970
OG0014061	Ag025G2913200	AL7G38780
OG0014062	Ag025G2918500	AL1G54480
OG0014063	Ag025G2921700	AL1G54560
OG0014064	Ag025G2921800	AL1G54570
OG0014065	Ag025G2922100, Ag025G2939300	AL1G55210
OG0014066	Ag025G2929700	AL1G54870
OG0014067	Ag025G2929900	AL1G54880
OG0014068	Ag025G2936600	AL1G55190
OG0014069	Ag025G2938800	AL1G55100
OG0014070	Ag025G2940200	AL1G55220
OG0014071	Ag025G2945300	AL1G55570
OG0014072	Ag025G2949200	AL1G55670
OG0014073	Ag025G2951800, Ag025G2949400	AL1G55730
OG0014074	Ag025G2950100	AL1G55780
OG0014075	Ag025G2955600	AL1G55920
OG0014076	Ag025G2955700	AL1G55930
OG0014077	Ag025G2969800	AL1G56340
OG0014078	Ag025G2969900	AL1G56560, AL1G56370
OG0014079	Ag025G2970000	AL1G56570
OG0014080	Ag025G2970200	AL1G56590
OG0014081	Ag072G5255400	AL2G34780
OG0014082	Ag072G5255600	AL2G34760
OG0014083	Ag011G1026600	AL7G10090
OG0014084	Ag011G1026800	AL7G10110
OG0014085	Ag011G1027300	AL7G10150
OG0014086	Ag011G1028600	AL7G10280
OG0014087	Ag011G1029000	AL7G10320
OG0014088	Ag011G1029400	AL7G10360
OG0014089	Ag011G1030900	AL7G10470
OG0014090	Ag011G1032200	AL7G10600
OG0014091	Ag011G1034100	AL7G10670
OG0014092	Ag011G1034300	AL7G10710
OG0014093	Ag011G1037600	AL7G10850
OG0014094	Ag011G1038000	AL7G10880
OG0014095	Ag011G1039800	AL7G10970
OG0014096	Ag011G1040800	AL7G11030
OG0014097	Ag011G1041100	AL7G11060
OG0014098	Ag011G1044800	AL7G11350
OG0014099	Ag011G1046300	AL7G11450
OG0014100	Ag011G1046400	AL7G11460
OG0014101	Ag011G1052900	AL7G11810
OG0014102	Ag011G1057600	AL8G20280
OG0014103	Ag011G1060800	AL7G12260
OG0014104	Ag011G1062300	AL7G13610, AL7G12330
OG0014105	Ag011G1062700	AL7G12370
OG0014106	Ag011G1064300	AL7G12470
OG0014107	Ag011G1064700	AL7G12480
OG0014108	Ag011G1065500	AL3G42460
OG0014109	Ag011G1068000	AL7G12740
OG0014110	Ag011G1068700	AL7G12770
OG0014111	Ag011G1069600	AL7G12830
OG0014112	Ag011G1072500	AL7G12970
OG0014113	Ag011G1078200	AL7G13350
OG0014114	Ag011G1078800	AL7G13400
OG0014115	Ag011G1084100	AL7G13720
OG0014116	Ag011G1085100	AL7G13790
OG0014117	Ag011G1090400	AL7G13990
OG0014118	Ag011G1095000	AL7G14350
OG0014119	Ag011G1095100	AL7G14360
OG0014120	Ag011G1096300	AL7G14420
OG0014121	Ag011G1098200	AL7G14540
OG0014122	Ag011G1100000	AL7G14650
OG0014123	Ag011G1100400	AL7G14690
OG0014124	Ag011G1100500	AL7G14700
OG0014125	Ag011G1102600	AL7G14840
OG0014126	Ag011G1107300	AL7G14990
OG0014127	Ag011G1113700	AL7G15170
OG0014128	Ag011G1120200	AL7G15470
OG0014129	Ag011G1122600	AL7G15620
OG0014130	Ag011G1124500	AL7G44890
OG0014131	Ag011G1125600	AL7G15760
OG0014132	Ag011G1136200	AL7G16070
OG0014133	Ag011G1140900	AL7G16140
OG0014134	Ag011G1146300	AL7G16380
OG0014135	Ag011G1151700	AL7G16730
OG0014136	Ag011G1154500	AL7G16840
OG0014137	Ag011G1156700	AL7G16960
OG0014138	Ag011G1161500	AL7G17120
OG0014139	Ag011G1169900, Ag011G1170200	AL7G19560
OG0014140	Ag011G1173700	AL7G19410
OG0014141	Ag011G1175800	AL7G23210
OG0014142	Ag011G1177300	AL7G19180
OG0014143	Ag011G1178000	nbis-gene-1732, AL7G19140
