Orthogroup	Alyssum_gmelinii	Cardamine_glauca
OG0015964	Ag014G1893400	Cg004G1152800
OG0015965	Ag014G1897700	Cg004G1154200
OG0015966	Ag014G1898700	Cg004G1154800
OG0015967	Ag014G1899200	Cg004G1155300
OG0015968	Ag014G1900200	Cg004G1155700
OG0015969	Ag014G1900700	Cg004G1156200
OG0015970	Ag014G1901400	Cg004G1156500
OG0015971	Ag014G1901600	Cg004G1156600
OG0015972	Ag014G1903500	Cg004G1157700
OG0015973	Ag014G1903600	Cg004G1157800
OG0015974	Ag014G1904600	Cg004G1158400
OG0015975	Ag014G1907200	Cg004G1159800
OG0015976	Ag014G1907300	Cg004G1159900
OG0015977	Ag014G1907800	Cg007G2454100
OG0015978	Ag014G1908900	Cg004G1161200
OG0015979	Ag014G1909700	Cg004G1162100
OG0015980	Ag014G1910200	Cg004G1162500
OG0015981	Ag014G1910700	Cg004G1163200
OG0015982	Ag014G1910800	Cg004G1163300
OG0015983	Ag014G1912900	Cg004G1164100
OG0015984	Ag014G1919800	Cg004G1166300
OG0015985	Ag014G1920000	Cg004G1166500
OG0015986	Ag014G1920100	Cg004G1166600
OG0015987	Ag014G1922200	Cg004G1168600
OG0015988	Ag014G1924600	Cg004G1169800
OG0015989	Ag014G1925800	Cg004G1170900
OG0015990	Ag014G1929200	Cg004G1171600
OG0015991	Ag014G1931000	Cg004G1172700
OG0015992	Ag014G1932200	Cg004G1173300
OG0015993	Ag014G1933300	Cg004G1173600
OG0015994	Ag014G1935700	Cg004G1323100
OG0015995	Ag014G1937200	Cg004G1175900
OG0015996	Ag014G1943500	Cg004G1180000
OG0015997	Ag014G1943800	Cg004G1180200
OG0015998	Ag014G1944600	Cg004G1180700
OG0015999	Ag014G1947900	Cg004G1182600
OG0016000	Ag014G1948500	Cg004G1183000
OG0016001	Ag014G1950400	Cg004G1184200
OG0016002	Ag014G1951800	Cg004G1184900
OG0016003	Ag014G1954600	Cg004G1186600
OG0016004	Ag014G1956600	Cg004G1187700
OG0016005	Ag014G1960300	Cg002G0691900
OG0016006	Ag014G1960700	Cg004G1190900
OG0016007	Ag014G1968400	Cg004G1195800
OG0016008	Ag014G1972100	Cg004G1197100, Cg004G1358100
OG0016009	Ag014G1973800	Cg004G1198200
OG0016011	Ag014G1975500	Cg004G1199000
OG0016012	Ag014G1976000	Cg004G1199200
OG0016013	Ag014G1978700	Cg004G1200900
OG0016014	Ag014G1987300	Cg004G1203500
OG0016015	Ag014G1992800	Cg004G1206000
OG0016016	Ag014G1994000	Cg004G1206900
OG0016017	Ag014G1999300	Cg004G1209300
OG0016018	Ag014G2001100	Cg004G1210300
OG0016019	Ag014G2001400	Cg004G1210500
OG0016020	Ag014G2001600	Cg004G1210700
OG0016021	Ag014G2004900	Cg004G1212500
OG0016022	Ag014G2006900	Cg004G1215600
OG0016023	Ag014G2008000	Cg004G1216000
OG0016024	Ag014G2011200	Cg004G1217900
OG0016025	Ag014G2017200	Cg004G1220200
OG0016026	Ag014G2019600	Cg001G0139700
OG0016027	Ag014G2022500	Cg004G1223400
OG0016028	Ag014G2022800	Cg004G1223700
OG0016029	Ag014G2027800	Cg004G1226300
OG0016030	Ag014G2029300	Cg004G1227000
OG0016031	Ag014G2029400	Cg004G1227100
OG0016032	Ag014G2029500	Cg004G1227200
OG0016033	Ag014G2029800	Cg004G1227500
OG0016034	Ag014G2033500	Cg004G1230200
OG0016035	Ag014G2033600	Cg004G1230300
OG0016036	Ag014G2039900	Cg004G1232000
OG0016038	Ag014G2047000	Cg004G1234700
OG0016039	Ag014G2047300	Cg004G1235000
OG0016040	Ag014G2087100, Ag014G2050200	Cg004G1236800
OG0016041	Ag014G2051900	Cg004G1237800
OG0016042	Ag014G2058400	Cg004G1239900
OG0016043	Ag014G2058700	Cg004G1240200
OG0016044	Ag014G2063500	Cg004G1242100
OG0016045	Ag014G2067400	Cg004G1243700
OG0016046	Ag014G2069400	Cg004G1244400
OG0016047	Ag014G2069800	Cg004G1244800
OG0016048	Ag014G2070800	Cg004G1245500
OG0016049	Ag014G2071300	Cg004G1245800
OG0016050	Ag014G2071500	Cg004G1246000
OG0016051	Ag014G2072100, Ag014G2088300	Cg004G1246600
OG0016053	Ag014G2077700	Cg004G1248100
OG0016054	Ag014G2083600	Cg004G1249600
OG0016055	Ag014G2090700, Ag014G2086600	Cg004G1251100
OG0016056	Ag014G2092200	Cg004G1252200
OG0016057	Ag011G1214800, Ag014G2092600	Cg004G1252500
OG0016058	Ag014G2094500	Cg004G1253700
OG0016059	Ag014G2095500	Cg004G1254000
OG0016060	Ag014G2098900	Cg004G1254800
OG0016062	Ag014G2110700	Cg004G1256400
OG0016063	Ag014G2112500	Cg004G1256700
OG0016064	Ag014G2114300	Cg004G1257200
OG0016065	Ag014G2115100	Cg004G1257500
OG0016066	Ag014G2116600	Cg004G1257800
OG0016067	Ag014G2116700	Cg004G1257600
OG0016068	Ag014G2117300	Cg004G1258600
OG0016069	Ag014G2124500	Cg004G1260100
OG0016070	Ag014G2124600	Cg004G1260200
OG0016071	Ag014G2130500	Cg004G1262100
OG0016072	Ag014G2131100	Cg004G1262400
OG0016073	Ag014G2132800	Cg004G1263200
OG0016074	Ag014G2134000	Cg004G1264000
OG0016075	Ag014G2134100	Cg004G1264100
OG0016076	Ag014G2137200	Cg004G1265300
OG0016077	Ag014G2143400	Cg004G1266600
OG0016078	Ag024G2894200, Ag014G2150900, Ag014G2151000	Cg004G1268800
OG0016079	Ag014G2151700	Cg004G1269400
OG0016080	Ag014G2152100	Cg004G1269900
OG0016081	Ag014G2157100	Cg004G1271900
OG0016082	Ag014G2157700	Cg004G1272200
OG0016083	Ag014G2166200	Cg004G1274000
OG0016084	Ag014G2166300	Cg004G1274200
OG0016085	Ag014G2167300	Cg004G1274900
OG0016086	Ag014G2168900, Ag027G3072100	Cg004G1275800
OG0016087	Ag014G2169600, Ag027G3071100	Cg004G1276200
OG0016088	Ag073G5260600	Cg003G0910700
OG0016089	Ag073G5260800	Cg003G0910500
OG0016090	Ag073G5261000	Cg003G0910300
OG0016091	Ag073G5262000	Cg003G0909000
OG0016092	Ag061G5018500	Cg004G1363700
OG0016093	Ag061G5019200	Cg001G0367600
OG0016094	Ag061G5019300	Cg001G0367500
OG0016095	Ag061G5025300	Cg001G0360900
OG0016096	Ag061G5027600	Cg001G0356000
OG0016097	Ag061G5030100	Cg001G0353500
OG0016098	Ag061G5030700	Cg001G0352200
OG0016101	Ag061G5036900	Cg001G0341300
OG0016102	Ag061G5037100	Cg001G0341100
OG0016103	Ag061G5041600	Cg001G0335500
OG0016104	Ag061G5046400	Cg001G0323700
OG0016105	Ag061G5047000	Cg008G2884200
OG0016106	Ag061G5047200	Cg008G2884400
OG0016107	Ag061G5047300	Cg008G2886800
OG0016108	Ag061G5047700	Cg008G2887100
OG0016109	Ag064G5101300, Ag027G3005600	Cg004G1307000
OG0016110	Ag027G3014300	Cg004G1302000
OG0016111	Ag027G3017300	Cg004G1300600
OG0016112	Ag027G3019100	Cg004G1299500
OG0016113	Ag027G3026900	Cg004G1446400
OG0016114	Ag027G3028300	Cg004G1295500
OG0016115	Ag027G3033600	Cg004G1292700
OG0016116	Ag027G3037000	Cg004G1291500
OG0016117	Ag027G3057200	Cg004G1284200
OG0016118	Ag027G3057800	Cg004G1283800
OG0016119	Ag027G3057900	Cg004G1283700
OG0016120	Ag027G3058400	Cg004G1283300
OG0016121	Ag027G3061500	Cg004G1281400
OG0016122	Ag027G3061700	Cg004G1281200
OG0016123	Ag027G3062800	Cg004G1280600
OG0016125	Ag068G5215900	Cg001G0099400
OG0016126	Ag068G5231200	Cg001G0102900
OG0016127	Ag069G5232900	Cg008G2926700
OG0016128	Ag036G4084400	Cg007G2427200
OG0016129	Ag036G4085600	Cg007G2427000
OG0016130	Ag036G4088000	Cg007G2425700
OG0016131	Ag036G4091200	Cg007G2424300
OG0016132	Ag036G4092100	Cg007G2423400
OG0016133	Ag036G4094700	Cg007G2423000
OG0016134	Ag036G4098900	Cg007G2417500
OG0016135	Ag036G4099400	Cg007G2418300
OG0016136	Ag036G4100000	Cg007G2419300
OG0016137	Ag036G4100100	Cg007G2419500
OG0016139	Ag036G4112500	Cg007G2318200
OG0016140	Ag036G4113900	Cg007G2384500
OG0016141	Ag036G4114900	Cg004G1388200, Cg004G1379300
OG0016142	Ag036G4115000	Cg007G2386000
OG0016143	Ag036G4115400	Cg007G2392600
OG0016144	Ag036G4118500	Cg007G2369400
OG0016145	Ag036G4119500	Cg007G2363800
OG0016146	Ag060G5001700	Cg008G2752700
OG0016147	Ag060G5002300	Cg008G2752500
OG0016148	Ag060G5002700	Cg008G2751900
OG0016149	Ag060G5002900	Cg008G2751800
OG0016150	Ag060G5004800	Cg008G2751200
OG0016151	Ag060G5005800	Cg008G2750700
OG0016152	Ag060G5008100	Cg008G2749400
OG0016153	Ag060G5013300	Cg008G2747700
OG0016154	Ag060G5015000	Cg008G2746800
OG0016155	Ag060G5015700	Cg008G2746300
OG0016156	Ag060G5015800	Cg008G2746200
OG0016157	Ag043G4433100	Cg008G2834400
OG0016158	Ag043G4447500	Cg008G2838600
OG0016159	Ag043G4447700	Cg008G2841100
OG0016160	Ag043G4447800	Cg008G2838400
OG0016161	Ag043G4456300	Cg008G2847700, Cg008G2862200
OG0016162	Ag096G5474200	Cg004G1436200
OG0016163	Ag017G2411800	Cg002G0504900
OG0016164	Ag017G2412500	Cg002G0505100
OG0016165	Ag017G2413100	Cg002G0505400
OG0016166	Ag017G2414400	Cg002G0506200
OG0016167	Ag017G2415100	Cg002G0506600
OG0016168	Ag017G2416600	Cg002G0508400
OG0016169	Ag017G2419000	Cg002G0509600
OG0016170	Ag017G2419800	Cg001G0392700
OG0016171	Ag017G2421000	Cg002G0509900
OG0016172	Ag017G2424100	Cg002G0510900
OG0016173	Ag017G2424200	Cg002G0511000
OG0016174	Ag017G2424700	Cg002G0511400
OG0016175	Ag017G2427000	Cg002G0512600
OG0016176	Ag017G2427200	Cg002G0512800
OG0016177	Ag017G2429200	Cg002G0513100
OG0016178	Ag017G2429600	Cg002G0513500
OG0016179	Ag017G2431300	Cg002G0514500
OG0016180	Ag017G2433200	Cg002G0515400
OG0016181	Ag017G2433400	Cg002G0515500
OG0016182	Ag017G2434100	Cg002G0516100
OG0016183	Ag034G3650400	Cg006G2256300
OG0016184	Ag034G3651200	Cg006G2255700
OG0016185	Ag034G3651400	Cg006G2255500
OG0016186	Ag034G3652500	Cg006G2254100
OG0016187	Ag034G3652600	Cg006G2253800
OG0016188	Ag034G3652900	Cg006G2253500
OG0016189	Ag034G3653400	Cg006G2253200
OG0016190	Ag034G3653500	Cg006G2253100
OG0016191	Ag034G3653600	Cg006G2253000
OG0016192	Ag034G3653700	Cg006G2252900
OG0016193	Ag034G3654700	Cg006G2252200
OG0016194	Ag034G3655400	Cg006G2251700
OG0016195	Ag034G3655800	Cg006G2251300
OG0016196	Ag034G3656700	Cg006G2250900
OG0016197	Ag034G3658100	Cg006G2249900
OG0016198	Ag034G3659400	Cg006G2249000
OG0016199	Ag034G3660100	Cg006G2248400
OG0016200	Ag034G3661400	Cg006G2247300
OG0016201	Ag034G3661600	Cg006G2247100
OG0016202	Ag034G3662200	Cg006G2246800
OG0016203	Ag034G3666800	Cg006G2243500
OG0016204	Ag034G3666900	Cg004G1356200
OG0016205	Ag034G3667500	Cg006G2242900
OG0016206	Ag034G3667700	Cg006G2242800
OG0016207	Ag034G3668400	Cg006G2242300
OG0016208	Ag034G3670600, Ag034G3670500	Cg006G2241000
OG0016209	Ag034G3671400	Cg006G2240200
OG0016210	Ag034G3671500	Cg006G2240100
OG0016211	Ag034G3672400	Cg006G2239400
OG0016212	Ag034G3673700	Cg006G2238100
OG0016213	Ag034G3678200	Cg006G2235100
OG0016214	Ag034G3681500	Cg006G2234000
OG0016215	Ag034G3682700	Cg006G2232500
OG0016216	Ag034G3682800	Cg006G2232400
OG0016217	Ag034G3683500	Cg006G2232300
OG0016218	Ag034G3686300	Cg006G2231200
OG0016219	Ag034G3687100	Cg006G2230600
OG0016220	Ag034G3688300	Cg006G2230300
OG0016221	Ag034G3689600	Cg006G2229800
OG0016222	Ag034G3690600	Cg006G2229000
OG0016223	Ag034G3694000	Cg006G2226500
OG0016224	Ag034G3695300	Cg006G2225300
OG0016225	Ag034G3696900	Cg006G2223800
OG0016226	Ag034G3699700	Cg006G2221300
OG0016227	Ag034G3700000	Cg006G2221000
OG0016228	Ag034G3700700	Cg006G2220300
OG0016229	Ag034G3704500	Cg006G2217600
OG0016230	Ag034G3704900	Cg006G2217400
OG0016231	Ag034G3705700	Cg006G2216700
OG0016232	Ag034G3705800	Cg006G2216600
OG0016233	Ag034G3706000	Cg006G2216400
OG0016234	Ag034G3707500	Cg006G2215600
OG0016235	Ag034G3708200	Cg006G2215100
OG0016236	Ag034G3708800	Cg006G2214700
OG0016237	Ag034G3711900	Cg006G2212700
OG0016238	Ag034G3712200	Cg006G2212400
OG0016239	Ag034G3712600	Cg006G2212100
OG0016240	Ag034G3712800	Cg006G2211900
OG0016241	Ag034G3713900	Cg006G2211400
OG0016242	Ag034G3716600	Cg006G2209700
OG0016243	Ag034G3717900	Cg006G2209000
OG0016244	Ag034G3720400	Cg006G2207600
OG0016245	Ag034G3720500	Cg006G2207500
OG0016246	Ag034G3720700	Cg006G2206700
OG0016247	Ag034G3721500	Cg006G2206100
OG0016248	Ag034G3724400	Cg007G2349200
OG0016249	Ag034G3727300	Cg006G2201200
OG0016250	Ag034G3727900	Cg006G2200600
OG0016251	Ag034G3728500	Cg006G2200000
OG0016252	Ag034G3728600	Cg006G2199900
OG0016253	Ag034G3728900	Cg006G2199600
OG0016254	Ag034G3730000	Cg006G2198700
OG0016255	Ag034G3730300	Cg006G2198500
OG0016256	Ag034G3730500	Cg006G2198100
OG0016257	Ag034G3731700	Cg006G2197300
OG0016258	Ag034G3731900	Cg006G2197100
OG0016259	Ag034G3732500	Cg006G2196300
OG0016260	Ag034G3733100	Cg006G2195600
OG0016261	Ag034G3733400	Cg006G2195300
OG0016262	Ag034G3733900	Cg006G2194800
OG0016263	Ag034G3734400	Cg006G2194600
OG0016264	Ag034G3738500, Ag034G3738200	Cg006G2192200
OG0016265	Ag034G3739900	Cg004G1395200
OG0016266	Ag034G3741000	Cg001G0160300
OG0016268	Ag034G3743300	Cg006G2189000
OG0016269	Ag034G3743400	Cg006G2188900
OG0016270	Ag034G3745500	Cg006G2186900
OG0016271	Ag034G3745700	Cg006G2186700
OG0016272	Ag034G3747100	Cg006G2185500
OG0016273	Ag034G3748800	Cg006G2215700
OG0016274	Ag034G3751900	Cg006G2182900
OG0016275	Ag034G3752900	Cg006G2182200
OG0016276	Ag034G3753100	Cg006G2182000
OG0016277	Ag034G3754100	Cg006G2181000
OG0016278	Ag034G3756800	Cg006G2179000
OG0016279	Ag034G3757400	Cg006G2178500
OG0016280	Ag034G3758100	Cg006G2177800
OG0016281	Ag034G3758300	Cg006G2177600
OG0016282	Ag034G3758600	Cg006G2177300
OG0016283	Ag034G3759000	Cg006G2177000
OG0016284	Ag034G3759900	Cg006G2176500
OG0016285	Ag034G3760300	Cg006G2176200
OG0016286	Ag034G3760400	Cg006G2176100
OG0016287	Ag034G3763400	Cg006G2173800
OG0016288	Ag034G3764800	Cg006G2172700
OG0016289	Ag034G3765000	Cg006G2172600
OG0016290	Ag034G3767200	Cg006G2171800
OG0016291	Ag034G3767900	Cg006G2198300
OG0016292	Ag034G3771400	Cg006G2169800
OG0016293	Ag034G3771500	Cg006G2169700
OG0016294	Ag034G3774900	Cg006G2168000
OG0016295	Ag034G3775600	Cg006G2167400
OG0016296	Ag034G3777200	Cg006G2165500
OG0016297	Ag034G3777400	Cg006G2165400
OG0016298	Ag034G3777500	Cg006G2165300
OG0016299	Ag034G3778100	Cg006G2164900
OG0016300	Ag034G3778700	Cg006G2164300
OG0016301	Ag034G3784400	Cg006G2161000
OG0016302	Ag034G3786500	Cg006G2160500
OG0016303	Ag034G3789900	Cg006G2158200
OG0016304	Ag034G3790200	Cg006G2157900
OG0016305	Ag034G3795000	Cg006G2155100
OG0016306	Ag034G3796300	Cg006G2154300
OG0016308	Ag034G3800300	Cg003G0808100
OG0016309	Ag034G3801700	Cg006G2151100
OG0016310	Ag034G3801800	Cg001G0291900
OG0016311	Ag034G3808200	Cg006G2148000
OG0016312	Ag034G3811500	Cg006G2146500
OG0016313	Ag034G3811900	Cg006G2146200
OG0016314	Ag034G3813500	Cg006G2145300
OG0016315	Ag034G3818100	Cg006G2142600
OG0016316	Ag034G3818800	Cg006G2142200
OG0016317	Ag034G3821000	Cg006G2140800
OG0016318	Ag034G3821100	Cg006G2140700
OG0016319	Ag034G3822800	Cg006G2139800
OG0016320	Ag034G3823500	Cg006G2139200
OG0016321	Ag034G3824800	Cg006G2138600
OG0016322	Ag034G3825500	Cg006G1992000
OG0016323	Ag034G3826600	Cg006G2138000
OG0016324	Ag034G3827500	Cg006G2137400
OG0016325	Ag034G3831500	Cg006G2135500
OG0016326	Ag034G3834700	Cg006G2133800
OG0016327	Ag034G3837100	Cg006G2132000
OG0016328	Ag034G3838000	Cg006G2131700
OG0016329	Ag034G3840100	Cg006G2131200
OG0016330	Ag034G3840300	Cg006G2131000
OG0016331	Ag034G3844800	Cg006G2128500
OG0016332	Ag034G3845900	Cg006G2127700
OG0016333	Ag034G3847200	Cg006G2127400
OG0016334	Ag034G3847400	Cg006G2127100
OG0016335	Ag034G3850700	Cg006G2125900
OG0016336	Ag034G3851200	Cg006G2125300
OG0016337	Ag034G3853100	Cg006G2124200
OG0016338	Ag034G3853200	Cg006G2124300
OG0016339	Ag034G3855400	Cg006G2122800
OG0016340	Ag034G3855700	Cg006G2122500
OG0016341	Ag034G3856500	Cg006G2122300
OG0016342	Ag034G3859300	Cg006G2121200
OG0016343	Ag034G3859600	Cg006G2121000
OG0016344	Ag034G3859700	Cg006G2120900
OG0016345	Ag034G3860500	Cg006G2120300
OG0016346	Ag034G3865600	Cg006G2118400
OG0016347	Ag034G3866100	Cg006G2118100
OG0016348	Ag034G3880700	Cg006G2111700
OG0016349	Ag034G3882200	Cg006G2110200
OG0016351	Ag034G3883400	Cg006G2109300
OG0016352	Ag034G3884000	Cg006G2108700
OG0016353	Ag034G3888400	Cg006G2107200
OG0016354	Ag034G3888800	Cg006G2106800
OG0016355	Ag034G3889400	Cg007G2546500
OG0016356	Ag034G3897300	Cg006G2103400
OG0016358	Ag034G3901000	Cg006G2100900
OG0016359	Ag034G3902200	Cg006G2099900
OG0016360	Ag034G3902700	Cg006G2099600
OG0016361	Ag034G3904000	Cg006G2098500
OG0016362	Ag034G3904500	Cg006G2098200
OG0016363	Ag034G3904800	Cg006G2098000
OG0016364	Ag034G3905000	Cg006G2097800
OG0016365	Ag034G3911200	Cg006G2094800
OG0016366	Ag034G3913200	Cg006G2093900
OG0016368	Ag034G3915500	Cg006G2092600
OG0016369	Ag034G3915700	Cg006G2092400
OG0016371	Ag034G3917900	Cg006G2092000
OG0016372	Ag034G3919900	Cg006G2091400
OG0016373	Ag034G3922800	Cg008G2834700
OG0016374	Ag034G3923900	Cg006G2090300
OG0016375	Ag034G3924200	Cg006G2090000
OG0016376	Ag034G3924400	Cg006G2089800
OG0016377	Ag034G3924500	Cg006G2089700
OG0016378	Ag034G3925200	Cg006G2089200
OG0016379	Ag034G3925500	Cg006G2088800
OG0016380	Ag034G3930300	Cg006G2087400
OG0016381	Ag034G3930400	Cg006G2087300
OG0016382	Ag034G3930600	Cg006G2087200
OG0016383	Ag034G3933900	Cg005G1700800
OG0016384	Ag034G3937900	Cg006G2085100
OG0016385	Ag034G3938100	Cg006G2084900
OG0016386	Ag034G3938600	Cg006G2084300
OG0016387	Ag034G3938900	Cg006G2084100
OG0016388	Ag034G3939200	Cg006G2083900
OG0016389	Ag034G3939700	Cg006G2083700
OG0016390	Ag034G3941600	Cg006G2083200
OG0016393	Ag034G3949300	Cg006G2078700
OG0016394	Ag034G3953100	Cg006G2077200
OG0016395	Ag034G3953700	Cg006G2076900
OG0016396	Ag034G3957500	Cg006G2075600
OG0016397	Ag034G3958800	Cg006G2074700
OG0016398	Ag034G3959500	Cg006G2074300
OG0016399	Ag034G3960700	Cg006G2073600
OG0016400	Ag034G3961500	Cg006G2072500
OG0016401	Ag034G3961800	Cg006G2072200
OG0016402	Ag034G3962300	Cg006G2071900
OG0016403	Ag034G3962600	Cg006G2071600
OG0016404	Ag034G3963900	Cg006G2070700
OG0016405	Ag034G3965800	Cg006G2069300
OG0016406	Ag034G3968700	Cg006G2067900
OG0016407	Ag034G3968900	Cg004G1325400
OG0016408	Ag034G3974100	Cg006G2065200
OG0016409	Ag034G3974300	Cg006G2065100
OG0016410	Ag034G3975300	Cg006G2064500
OG0016411	Ag034G3983100	Cg006G2061300
OG0016412	Ag034G3983400	Cg006G2061000
OG0016413	Ag034G3990000	Cg006G2057800
OG0016414	Ag034G3995600	Cg006G2056100
OG0016415	Ag034G4000800	Cg006G2053600
OG0016416	Ag034G4003900	Cg005G1753500
OG0016417	Ag034G4006600, Ag034G4005900	Cg006G2051100
OG0016418	Ag034G4006700	Cg006G2051000
OG0016419	Ag034G4007000	Cg006G2050700
OG0016420	Ag034G4007300	Cg006G2050400
OG0016421	Ag034G4007400	Cg006G2050300
OG0016422	Ag034G4007500	Cg006G2050200
OG0016423	Ag034G4009700	Cg006G2049200
OG0016424	Ag034G4009800	Cg006G2049000
OG0016425	Ag034G4010200	Cg006G2048800
OG0016426	Ag034G4010400	Cg006G2048600
OG0016427	Ag034G4015600	Cg006G2044800
OG0016428	Ag034G4015800	Cg006G2044600
OG0016429	Ag034G4016000	Cg006G2044500
OG0016430	Ag034G4021700	Cg006G2042100
OG0016431	Ag034G4021900	Cg006G2041900
OG0016432	Ag034G4022800	Cg006G2041300
OG0016433	Ag034G4022900	Cg006G2041200
OG0016434	Ag034G4023600	Cg006G2040300
OG0016435	Ag034G4025500	Cg006G2039500
OG0016436	Ag034G4026900	Cg006G2038800
OG0016437	Ag034G4028700	Cg006G2038600
OG0016438	Ag034G4028800	Cg006G2038500
OG0016439	Ag034G4033100	Cg006G2036200
OG0016440	Ag034G4035000	Cg006G2035700
OG0016441	Ag034G4039500	Cg007G2487400
OG0016442	Ag034G4041000	Cg007G2487100
OG0016443	Ag034G4042000	Cg007G2486500
OG0016444	Ag034G4042200	Cg007G2486400
OG0016445	Ag034G4043500	Cg007G2485600
OG0016446	Ag034G4044200	Cg007G2485200
OG0016447	Ag034G4044300	Cg007G2485100
OG0016448	Ag034G4045000	Cg007G2484900
OG0016449	Ag034G4045200	Cg007G2484600
OG0016450	Ag034G4047400	Cg007G2483300
OG0016451	Ag034G4048300	Cg007G2483000
OG0016452	Ag034G4048500	Cg007G2482700
OG0016453	Ag034G4049400	Cg006G1870700
OG0016454	Ag034G4049600	Cg007G2481800
OG0016455	Ag034G4050100	Cg007G2481600
OG0016456	Ag034G4050200	Cg007G2481500
OG0016457	Ag034G4051400	Cg007G2404500
OG0016458	Ag034G4054400	Cg007G2479400
OG0016459	Ag034G4058500	Cg007G2476800
OG0016460	Ag034G4060200	Cg007G2476100
OG0016461	Ag034G4061800	Cg007G2475300
OG0016462	Ag034G4065000	Cg007G2473400
OG0016463	Ag034G4068600	Cg007G2472400
OG0016464	Ag034G4069900	Cg007G2471800
OG0016465	Ag034G4071000	Cg007G2471300
OG0016466	Ag034G4071600	Cg007G2470900
OG0016467	Ag052G4851500	Cg006G1944000
OG0016468	Ag052G4851800	Cg001G0312900
OG0016469	Ag052G4853300	Cg006G1943200
OG0016470	Ag052G4854900	Cg006G1942500
OG0016471	Ag052G4856200	Cg006G1940700
OG0016472	Ag052G4856800	Cg006G1939600
OG0016473	Ag052G4857600	Cg006G1939400
OG0016474	Ag052G4858100	Cg006G1939100
OG0016476	Ag002G0129700	Cg007G2269600
OG0016477	Ag002G0132200	Cg007G2270200
OG0016478	Ag002G0132800	Cg007G2270300
OG0016479	Ag002G0143900	Cg003G0992900
OG0016480	Ag002G0160800	Cg007G2273100
OG0016481	Ag002G0165200	Cg007G2274300
OG0016482	Ag002G0168900	Cg007G2275600
OG0016483	Ag002G0172300	Cg007G2276300
OG0016484	Ag002G0172800	Cg007G2276500
OG0016485	Ag002G0172900	Cg007G2276600
OG0016486	Ag002G0173400	Cg007G2276800
OG0016487	Ag002G0173600	Cg007G2276900
OG0016488	Ag002G0173700	Cg007G2277000
OG0016489	Ag002G0178400	Cg007G2278600
OG0016490	Ag002G0180500	Cg007G2278900
OG0016491	Ag002G0191600	Cg003G0808400
OG0016492	Ag002G0193400	Cg007G2285600
OG0016493	Ag002G0193900	Cg007G2286000
OG0016494	Ag002G0197700	Cg007G2286800
OG0016495	Ag002G0202900	Cg007G2288600
OG0016496	Ag002G0209900	Cg007G2290900
OG0016497	Ag002G0210400	Cg003G0778200
OG0016498	Ag002G0212400	Cg007G2292000
OG0016499	Ag002G0213800	Cg007G2292400
OG0016500	Ag002G0213900	Cg007G2292500
OG0016501	Ag002G0217700	Cg007G2295200
OG0016502	Ag002G0224200	Cg007G2297700
OG0016503	Ag002G0227700	Cg007G2296100
OG0016504	Ag002G0231500	Cg007G2301900
OG0016505	Ag002G0232300	Cg007G2302300
OG0016506	Ag002G0235100	Cg007G2303400
OG0016507	Ag002G0236200	Cg007G2303700
OG0016508	Ag002G0237900	Cg007G2304800
OG0016509	Ag002G0238100	Cg004G1441400
OG0016510	Ag002G0242200	Cg007G2306100
OG0016511	Ag002G0243000	Cg007G2306300
OG0016512	Ag002G0246200	Cg007G2308800
OG0016513	Ag002G0246800	Cg007G2309300
OG0016514	Ag002G0249900	Cg007G2311200
OG0016515	Ag002G0250900	Cg007G2312500
OG0016516	Ag002G0251500	Cg007G2313000
OG0016517	Ag002G0251600	Cg001G0125900
OG0016518	Ag002G0252300	Cg007G2314500
OG0016519	Ag002G0253700	Cg007G2316300
OG0016520	Ag002G0254200	Cg007G2316500
OG0016521	Ag002G0259300	Cg007G2318000
OG0016522	Ag002G0260000	Cg007G2318500
OG0016523	Ag002G0260600	Cg007G2320400
OG0016524	Ag002G0262500	Cg004G1364100
OG0016525	Ag002G0263200	Cg007G2324100
OG0016526	Ag002G0263600	Cg007G2382800
OG0016527	Ag002G0264700	Cg007G2326200
OG0016528	Ag002G0266600	Cg007G2327000
OG0016529	Ag002G0267200	Cg007G2330900
OG0016530	Ag002G0269600	Cg007G2334900
OG0016531	Ag002G0270100	Cg007G2336900
OG0016532	Ag002G0270200	Cg007G2337000
OG0016533	Ag002G0271900	Cg007G2337600
OG0016534	Ag002G0272400	Cg007G2338400
OG0016535	Ag002G0272700	Cg007G2341000
OG0016536	Ag002G0272800	Cg007G2341200
OG0016537	Ag024G2863100	Cg007G2263400
OG0016538	Ag024G2869100	Cg007G2262500
OG0016539	Ag024G2880800	Cg003G0883200
OG0016540	Ag024G2882300	Cg008G2842400
OG0016541	Ag024G2883000	Cg007G2261900
OG0016542	Ag024G2884800	Cg007G2260700
OG0016543	Ag024G2886200	Cg007G2260200
OG0016544	Ag024G2886300	Cg007G2260100
OG0016545	Ag024G2893700	Cg007G2259400
OG0016547	Ag024G2896900	Cg007G2257900
OG0016548	Ag024G2899000	Cg007G2256800
OG0016549	Ag016G2282900	Cg008G2972600
OG0016550	Ag016G2284300	Cg008G2972700
OG0016551	Ag016G2304300	Cg002G0691000
OG0016553	Ag016G2311800	Cg008G2978000
OG0016554	Ag016G2330500	Cg008G2983300
OG0016555	Ag016G2334700	Cg001G0320400
OG0016556	Ag016G2334900	Cg007G2502000
OG0016557	Ag016G2339300	Cg008G2950900
OG0016558	Ag016G2342600	Cg008G2949900, Cg008G2950000
