Orthogroup	Alyssum_gmelinii	Eutrema_salsugineum
OG0017795	Ag034G3703900	XP_006418090.1
OG0017796	Ag034G3706100	XP_024009087.1
OG0017798	Ag034G3708600, Ag034G3708700	XP_006395211.1
OG0017799	Ag034G3712100	XP_024008097.1
OG0017800	Ag034G3712900	XP_006418032.1
OG0017801	Ag034G3716400	XP_006418006.1
OG0017802	Ag034G3718200	XP_006417997.1
OG0017803	Ag034G3720600	XP_006417981.1
OG0017804	Ag034G3721600	XP_006417973.1
OG0017805	Ag034G3723200	XP_006417962.1
OG0017806	Ag034G3724300	XP_006390316.1
OG0017807	Ag034G3725800	XP_006417942.1
OG0017808	Ag034G3726600	XP_006417934.1
OG0017809	Ag034G3730600	XP_006417885.1
OG0017810	Ag034G3738100	XP_006417822.1
OG0017811	Ag034G3740100	XP_006417815.1
OG0017812	Ag034G3745400	XP_024007773.1
OG0017813	Ag034G3747200	XP_024008089.1
OG0017814	Ag034G3747400	XP_006417757.1
OG0017815	Ag034G3755100	XP_006417702.1
OG0017816	Ag034G3756200	XP_006401815.1
OG0017817	Ag034G3756600	XP_006417687.1
OG0017818	Ag034G3757500	XP_006417678.1
OG0017819	Ag034G3764400	XP_006417606.2
OG0017820	Ag034G3767000	XP_006417594.1
OG0017821	Ag034G3768500	XP_006417588.1
OG0017822	Ag034G3768700	XP_006417586.1
OG0017823	Ag034G3769300	XP_006417580.1
OG0017824	Ag034G3769600	XP_006417577.1
OG0017825	Ag034G3771200	XP_024009121.1
OG0017826	Ag034G3777600	XP_006417529.2
OG0017827	Ag034G3782700	XP_006417488.1
OG0017828	Ag034G3786400	XP_006417480.1
OG0017829	Ag034G3787300	XP_006417472.1
OG0017830	Ag034G3794400	XP_006417421.1
OG0017831	Ag034G3794900	XP_006417416.1
OG0017832	Ag034G3795800	XP_006417412.1
OG0017833	Ag034G3796200	XP_006417409.2
OG0017834	Ag034G3798200	XP_006417399.1
OG0017835	Ag034G3804700	XP_024007721.1
OG0017836	Ag034G3807300	XP_006417351.1
OG0017837	Ag034G3811000	XP_006417333.1
OG0017838	Ag034G3817500	XP_006417282.1
OG0017839	Ag034G3832400	XP_006417186.2
OG0017840	Ag034G3840900	XP_024008221.1
OG0017841	Ag034G3843600	XP_006405056.1
OG0017842	Ag034G3845500	XP_006417108.1
OG0017843	Ag034G3846000	XP_006417104.1
OG0017844	Ag034G3848500	XP_006417091.1
OG0017845	Ag034G3852700	XP_006417064.2
OG0017846	Ag034G3855600	XP_006417050.1
OG0017847	Ag034G3856700	XP_006417040.2
OG0017848	Ag034G3862600	XP_006417015.1
OG0017849	Ag034G3868100	XP_006416986.1
OG0017850	Ag034G3881800	XP_006416925.1
OG0017851	Ag034G3884900	XP_006416895.1
OG0017852	Ag034G3885300	XP_006416893.1
OG0017853	Ag034G3896000	XP_006416857.1
OG0017854	Ag034G3897100	XP_024007872.1
OG0017855	Ag034G3900400	XP_006416833.1
OG0017856	Ag034G3912100	XP_006416750.1
OG0017857	Ag034G3915900	XP_024008918.1
OG0017858	Ag034G3922600	XP_006416710.1
OG0017859	Ag034G3928500	XP_006416685.1
OG0017860	Ag034G3933100	XP_006416663.1
OG0017861	Ag034G3934800	XP_006416655.1
OG0017862	Ag034G3942400	XP_006416615.1
OG0017863	Ag034G3942800	XP_024008762.1
OG0017864	Ag034G3945100	XP_024008710.1
OG0017865	Ag034G3946900	XP_006416594.1
OG0017866	Ag034G3947600	XP_006416590.1
OG0017867	Ag034G3949100	XP_006416593.2
OG0017868	Ag034G3949700	XP_006416576.1
OG0017869	Ag034G3958100	XP_006416540.1
OG0017870	Ag034G3959600	XP_006416535.1
OG0017871	Ag034G3965200	XP_006416491.2
OG0017872	Ag034G3966900	XP_006416468.1
OG0017873	Ag034G3978400	XP_006395947.1
OG0017874	Ag034G3985300	XP_006416375.1
OG0017875	Ag034G3992400	XP_006416347.2
OG0017876	Ag034G4004300	XP_006416294.1
OG0017877	Ag034G4008700	XP_006416277.1
OG0017878	Ag034G4009200	XP_006416272.1
OG0017879	Ag034G4009500	XP_006416270.1
OG0017880	Ag034G4010500	XP_006416263.1
OG0017881	Ag034G4013600	XP_024008224.1
OG0017882	Ag034G4015100	XP_006416229.1
OG0017883	Ag034G4021800	XP_006416196.1
OG0017884	Ag034G4023400	XP_006416182.1
OG0017885	Ag034G4023800	XP_006416179.1
OG0017886	Ag034G4024200	XP_006416166.1
OG0017887	Ag034G4026500	XP_006416168.1
OG0017889	Ag034G4029900	XP_006416149.1
OG0017890	Ag034G4041400	XP_006390743.1
OG0017891	Ag034G4042500	XP_006390753.1
OG0017892	Ag034G4047000	XP_006390783.1
OG0017893	Ag034G4048400	XP_024007012.1
OG0017894	Ag034G4050300	XP_006390807.1
OG0017895	Ag034G4053700	XP_006390821.1
OG0017896	Ag034G4054300	XP_006390824.1, XP_006416125.1
OG0017897	Ag034G4055300	XP_006390835.2
OG0017898	Ag034G4056300	XP_024006864.1
OG0017899	Ag034G4059200	XP_024008952.1
OG0017900	Ag034G4059300	XP_024004094.1
OG0017901	Ag034G4059400	XP_006390860.1
OG0017902	Ag034G4063300	XP_006390881.1
OG0017903	Ag052G4852900	XP_006415141.1
OG0017904	Ag052G4854700	XP_006415131.1
OG0017905	Ag052G4855100	XP_006415127.1
OG0017906	Ag052G4857200	XP_006415115.1
OG0017907	Ag002G0120400	XP_006405327.1
OG0017908	Ag002G0177700, Ag024G2862900	XP_006405585.1
OG0017909	Ag002G0181200	XP_024004259.1
OG0017910	Ag002G0182000	XP_006391898.1
OG0017911	Ag002G0184900	XP_006391902.1
OG0017912	Ag002G0185900	XP_024016105.1
OG0017913	Ag002G0188100	XP_024004905.1
OG0017914	Ag002G0188200	XP_006391914.1
OG0017915	Ag002G0190600	XP_006391929.1
OG0017916	Ag002G0193300	XP_024015294.1
OG0017917	Ag002G0193800	XP_006391954.1
OG0017918	Ag002G0218500	XP_006392064.1
OG0017919	Ag002G0220200	XP_006392072.1
OG0017920	Ag002G0220800	XP_006392088.1
OG0017921	Ag002G0225600	XP_006392114.1
OG0017922	Ag002G0235200	XP_024004274.1
OG0017923	Ag002G0235900	XP_024004005.1
OG0017924	Ag002G0245200	XP_006391544.1
OG0017925	Ag002G0251400	XP_006392278.1
OG0017926	Ag002G0252400	XP_006392293.1
OG0017927	Ag002G0257900	XP_024005126.1
OG0017928	Ag002G0266700	XP_006392402.1
OG0017929	Ag002G0267600	XP_024007650.1
OG0017930	Ag002G0268500	XP_024004328.1
OG0017931	Ag002G0269700	XP_006392435.1
OG0017932	Ag024G2863500	XP_006391662.1
OG0017933	Ag024G2885300, Ag024G2884900	XP_006395295.1
OG0017934	Ag024G2897500	XP_006409645.1
OG0017935	Ag024G2898800	XP_006391592.1
OG0017936	Ag016G2294400	XP_024011057.1
OG0017937	Ag016G2294500	XP_006398356.1
OG0017938	Ag016G2304200	XP_006398368.1
OG0017939	Ag016G2313200	XP_024011098.1
OG0017940	Ag016G2333200	XP_024011039.1
OG0017941	Ag016G2335600	XP_006408971.1
OG0017942	Ag016G2354700	XP_006398065.1
OG0017943	Ag016G2365300	XP_006403116.1
OG0017944	Ag016G2374900	XP_006396605.1
OG0017945	Ag016G2382300	XP_006396624.2
OG0017946	Ag065G5116400	XP_006412853.1
OG0017947	Ag065G5120300	XP_024005181.1
OG0017948	Ag065G5126800	XP_006412804.1
OG0017949	Ag065G5126900	XP_024005350.1
OG0017950	Ag025G2913100	XP_024005859.1
OG0017951	Ag025G2913500	XP_006414369.2
OG0017952	Ag025G2921100	XP_006395999.1
OG0017953	Ag025G2926200, Ag025G2925900	XP_006393470.1
OG0017954	Ag025G2932900	XP_006393423.1
OG0017955	Ag025G2938400	XP_006393400.1
OG0017956	Ag025G2938900	XP_006393405.1
OG0017957	Ag025G2942100	XP_006393372.1
OG0017958	Ag025G2949300	XP_006393336.1
OG0017959	Ag025G2951400	XP_006393324.1
OG0017960	Ag072G5252200	XP_006390363.1
OG0017961	Ag011G1026700	XP_024005294.1
OG0017962	Ag011G1027200	XP_024005357.1
OG0017963	Ag011G1028000	XP_024004493.1
OG0017964	Ag011G1029500	XP_006411641.1
OG0017965	Ag011G1030000	XP_024004701.1
OG0017966	Ag011G1032000	XP_006411659.1
OG0017967	Ag011G1032100	XP_006410704.2, XP_006411660.1
OG0017968	Ag011G1032300	XP_024004577.1
OG0017969	Ag011G1034200	XP_006411672.1
OG0017970	Ag011G1037200, Ag011G1037300, Ag011G1037100	XP_006411685.1
OG0017971	Ag011G1042500	XP_006411719.1
OG0017973	Ag011G1051600	XP_006419049.1
OG0017974	Ag011G1052500	XP_006411755.1
OG0017975	Ag011G1054600	XP_006411764.1
OG0017976	Ag011G1061100	XP_006404946.2, XP_006411803.1
OG0017977	Ag011G1062200	XP_006411804.1
OG0017978	Ag011G1062900	XP_006408753.2
OG0017979	Ag011G1067000	XP_006411827.1
OG0017980	Ag011G1078700	XP_006411892.1
OG0017981	Ag011G1082000	XP_006411915.1
OG0017982	Ag011G1083400	XP_006411920.2
OG0017983	Ag011G1090200	XP_006411944.1
OG0017984	Ag011G1093700	XP_006411963.1
OG0017985	Ag011G1102000	XP_006412016.1
OG0017986	Ag011G1122400	XP_006412089.1
OG0017987	Ag011G1135600	XP_006412139.1
OG0017988	Ag011G1147200	XP_006412188.1
OG0017989	Ag011G1155800	XP_006412235.1
OG0017991	Ag011G1174300	XP_006412472.2
OG0017993	Ag011G1182800	XP_006412432.1
OG0017994	Ag011G1189000	XP_006412400.2
OG0017995	Ag011G1202200	XP_006412346.1
OG0017996	Ag011G1202900	XP_024004674.1
OG0017997	Ag011G1212600	XP_006412318.1
OG0017998	Ag011G1216400	XP_024004416.1
OG0017999	Ag011G1219900	XP_024012412.1
OG0018000	Ag011G1236800	XP_006412546.1
OG0018001	Ag011G1239600	XP_006412554.1
OG0018002	Ag011G1247800	XP_006412577.1
OG0018003	Ag011G1252900	XP_006412587.1
OG0018004	Ag011G1255000	XP_024004489.1
OG0018005	Ag011G1257000	XP_006412602.1
OG0018006	Ag011G1259900	XP_006412607.1
OG0018007	Ag011G1263100	XP_006412631.1
OG0018008	Ag011G1269000	XP_006412651.1
OG0018009	Ag064G5105900	XP_006418821.2
OG0018010	Ag064G5106300	XP_006418816.1
OG0018011	Ag064G5109500	XP_024009589.1
OG0018012	Ag018G2436400	XP_006390635.1
OG0018013	Ag018G2437500	XP_006390646.1
OG0018014	Ag018G2438900	XP_006390650.1
OG0018015	Ag018G2463300	XP_024008721.1
OG0018016	Ag018G2464800	XP_006416026.1
OG0018017	Ag018G2476700	XP_006415948.1
OG0018018	Ag018G2481900	XP_006415901.2
OG0018019	Ag018G2483100	XP_006413272.1
OG0018020	Ag018G2485900	XP_006398015.1
OG0018021	Ag018G2486300	XP_006392329.1
OG0018022	Ag019G2495500	XP_006396406.2
OG0018023	Ag019G2512900	XP_006396335.1
OG0018024	Ag019G2514800	XP_006396325.2
OG0018025	Ag019G2515000	XP_006396324.1
OG0018026	Ag019G2521100	XP_006396296.1
OG0018027	Ag019G2536600	XP_024010133.1
OG0018028	Ag019G2550400	XP_024014082.1
OG0018029	Ag019G2552900	XP_006404552.1
OG0018030	Ag010G0986100	XP_006415879.1
OG0018031	Ag010G0999100	XP_024006701.1
OG0018032	Ag010G1003600	XP_006413139.1
OG0018033	Ag010G1006000	XP_006413107.1
OG0018034	Ag010G1007400	XP_006413083.1
OG0018035	Ag010G1007900	XP_006413088.1
OG0018036	Ag010G1010400	XP_006413069.1
OG0018037	Ag010G1010700	XP_006413067.1
OG0018038	Ag010G1013800	XP_006413056.1
OG0018039	Ag010G1016800	XP_024005673.1
OG0018040	Ag010G1018300, Ag010G1018900	XP_006413007.1
OG0018262	Ag055G4906300	XP_006404443.1
OG0018263	Ag005G0785300	XP_006405484.1
OG0018264	Ag013G1351800	XP_006400316.1
OG0018265	Ag013G1362900	XP_006400290.1
OG0018267	Ag013G1417200	XP_006400050.1
OG0018268	Ag013G1419700	XP_006400038.1
OG0018269	Ag013G1434300, Ag044G4490900	XP_006418296.1, XP_024011865.1
OG0018270	Ag013G1441300	XP_024012403.1
OG0018271	Ag013G1442500	XP_024004685.1
OG0018273	Ag013G1451800	XP_006399927.2
OG0018274	Ag013G1455100	XP_006399897.2
OG0018275	Ag013G1470000	XP_006399818.1
OG0018276	Ag013G1479200	XP_006399789.1
OG0018277	Ag013G1486400	XP_006399753.1
OG0018280	Ag013G1524100	XP_006399544.1
OG0018281	Ag013G1528600	XP_024012216.1
OG0018282	Ag013G1536900	XP_024003960.1
OG0018283	Ag013G1537100	XP_024012050.1
OG0018284	Ag013G1542000	XP_006399442.1
OG0018285	Ag013G1547100	XP_006399411.1
OG0018286	Ag013G1548700	XP_006399390.2
OG0018287	Ag013G1553400	XP_006399350.2
OG0018288	Ag013G1559000	XP_006399316.1
OG0018289	Ag013G1570600	XP_006399233.1
OG0018290	Ag013G1579500	XP_006413361.2
OG0018292	Ag013G1591300	XP_006408680.2
OG0018293	Ag013G1591700	XP_024016080.1
OG0018294	Ag013G1592000	XP_006408688.1
OG0018295	Ag013G1600800	XP_006409817.1
OG0018296	Ag013G1613900	XP_006409948.1
OG0018297	Ag013G1614600	XP_006409959.1
OG0018298	Ag013G1618800	XP_006409984.1
OG0018299	Ag013G1623500	XP_024003732.1
OG0018300	Ag013G1624300	XP_024003978.1
OG0018301	Ag013G1637800	XP_024003872.1
OG0018302	Ag013G1638400	XP_024003945.1
OG0018303	Ag013G1653500	XP_006410310.1
OG0018304	Ag011G1152100, Ag013G1673800	XP_024016719.1
OG0018305	Ag013G1683200	XP_006403174.1
OG0018306	Ag013G1693000	XP_006413428.1
OG0018307	Ag013G1694400	XP_006413321.1
OG0018309	Ag013G1700900	XP_006413276.1
OG0018310	Ag013G1702400	XP_006393530.1
OG0018311	Ag013G1711100	XP_006393625.1
OG0018312	Ag013G1736100	XP_006415547.1
OG0018313	Ag013G1745900	XP_006415460.1
OG0018314	Ag013G1746700	XP_006415452.1
OG0018315	Ag013G1749400	XP_006415430.1
OG0018316	Ag013G1763100	XP_006415279.1
OG0018317	Ag013G1766500	XP_006415222.1
OG0018318	Ag013G1768100	XP_006415198.1
OG0018319	Ag062G5058700	XP_006395738.1
OG0018320	Ag062G5061000	XP_006395709.2
OG0018321	Ag004G0432000, Ag004G0581700	XP_006400631.1
OG0018322	Ag004G0442200	XP_006394078.1
OG0018323	Ag004G0452500	XP_006394149.1
OG0018324	Ag004G0465600	XP_006394257.1
OG0018325	Ag004G0484600	XP_024006805.1
OG0018326	Ag004G0487200	XP_006394420.1
OG0018327	Ag004G0489000	XP_006394439.1
OG0018328	Ag004G0489900	XP_006394445.1
OG0018329	Ag004G0492200	XP_006394464.1
OG0018330	Ag004G0499200	XP_006394512.1
OG0018331	Ag004G0499600	XP_006394516.1
OG0018332	Ag004G0500700	XP_006394521.1
OG0018333	Ag004G0515400	XP_006394610.1
OG0018334	Ag004G0523900	XP_006394665.1
OG0018335	Ag004G0527500	XP_024006820.1
OG0018336	Ag004G0528200	XP_006394692.1
OG0018337	Ag004G0545300	XP_006394803.1
OG0018339	Ag004G0546700	XP_024006994.1
OG0018340	Ag004G0552800	XP_006400509.1
OG0018341	Ag004G0556600	XP_024012692.1
OG0018342	Ag004G0573200	XP_006400640.1
OG0018343	Ag004G0639800	XP_006400940.1
OG0018344	Ag022G2669900, Ag022G2669800, Ag022G2669600, Ag004G0651500	XP_006400999.1
OG0018345	Ag004G0651600	XP_006401000.1
OG0018346	Ag004G0656300	XP_024012312.1
OG0018347	Ag004G0663100	XP_006401060.1
OG0018348	Ag004G0677300	XP_006401149.1
OG0018349	Ag004G0681100	XP_006401179.1
OG0018350	Ag004G0690700	XP_024011627.1
OG0018351	Ag004G0691200	XP_006401208.2
OG0018352	Ag004G0721200	XP_006401350.1
OG0018353	Ag004G0758100	XP_006404122.1
OG0018354	Ag004G0761100	XP_006404151.1
OG0018355	Ag022G2641100	XP_006396479.1
OG0018356	Ag022G2662400	XP_006399206.1
OG0018359	Ag022G2726200	XP_024012330.1
OG0018360	Ag022G2774300	XP_006398549.1
OG0018361	Ag022G2775900	XP_006398704.1
OG0018362	Ag022G2779400	XP_006398671.1
OG0018363	Ag022G2784300	XP_006398647.1
OG0018365	Ag022G2789100	XP_006398612.2
OG0018366	Ag022G2789400	XP_006398607.1
OG0018367	Ag022G2791700	XP_024012073.1
OG0018368	Ag022G2795500	XP_006398560.1
OG0018370	Ag075G5296600	XP_006405367.2
OG0018371	Ag075G5299600	XP_006405348.1
OG0018372	Ag048G4555100	XP_006389710.2
OG0018373	Ag048G4556600	XP_006389714.1
OG0018374	Ag048G4581300	XP_024011214.1
OG0018375	Ag048G4588000	XP_006389891.1
OG0018377	Ag048G4590400	XP_006389905.1
OG0018378	Ag048G4617600	XP_006390014.1
OG0018379	Ag048G4633200	XP_006390070.1
OG0018380	Ag048G4641800	XP_006390096.1
OG0018381	Ag048G4642400	XP_006404263.1
OG0018382	Ag048G4646100	XP_006390114.1
OG0018383	Ag048G4647100	XP_006390123.2
OG0018384	Ag048G4656100	XP_006409538.1
OG0018385	Ag048G4666100	XP_006390204.1
OG0018386	Ag048G4668700	XP_024009362.1
OG0018387	Ag048G4716200	XP_006390340.1
OG0018388	Ag048G4718000	XP_006390347.1
OG0018389	Ag040G4339600	XP_006409291.1
OG0018390	Ag040G4345700	XP_006409267.1
OG0018391	Ag032G3419600	XP_024006346.1
OG0018392	Ag032G3448400	XP_006391540.1
OG0018393	Ag032G3448800	XP_006392721.1
OG0018394	Ag032G3449400	XP_006392727.1
OG0018395	Ag032G3455900	XP_006392747.1
OG0018396	Ag054G4883600	XP_006410800.1
OG0018398	Ag054G4895700	XP_006410847.1
OG0018400	Ag007G0861200	XP_006395972.1
OG0018401	Ag007G0863700	XP_006403089.1
OG0018402	Ag007G0865600	XP_024007408.1
OG0018403	Ag007G0865700	XP_006391711.1
OG0018404	Ag007G0868700	XP_006414983.1
OG0018405	Ag007G0884700	XP_006414881.2
OG0018406	Ag007G0890300	XP_006414813.1
OG0018407	Ag007G0893700	XP_006414764.1
OG0018408	Ag007G0896400	XP_006414741.1
OG0018409	Ag007G0905700	XP_006414652.1
OG0018410	Ag007G0910200	XP_006414633.1
OG0018411	Ag078G5342700	XP_006390569.1
OG0018412	Ag078G5351300	XP_024009697.1
OG0018413	Ag078G5358900	XP_006415788.1
OG0018415	Ag078G5386100	XP_006390412.1
OG0018416	Ag078G5392000	XP_006390398.2
OG0018417	Ag078G5392200	XP_006390396.1
OG0018418	Ag078G5392900	XP_006397505.1
OG0018419	Ag056G4939600	XP_024006313.1
OG0018420	Ag056G4945900	XP_006391057.2
OG0018421	Ag056G4949400	XP_024006190.1
OG0018422	Ag287G5488100, Ag045G4505200	XP_006412959.1
OG0018424	Ag045G4513100	XP_006412922.1
OG0018425	Ag071G5236600	XP_024014399.1
OG0018427	Ag012G1284300	XP_024013527.1
OG0018428	Ag012G1295400	XP_006395394.1
OG0018430	Ag006G0797000, Ag058G4989600	XP_024007625.1
OG0018431	Ag006G0815200	XP_006398266.1
OG0018432	Ag006G0838300, Ag021G2627200, Ag030G3126200	XP_024013784.1
OG0018434	Ag006G0840100	XP_006398161.2
OG0018436	Ag001G0044900	XP_006393110.1
OG0018437	Ag001G0053600	XP_006393074.1
OG0018438	Ag001G0068100	XP_006392974.1
OG0018440	Ag001G0075500	XP_024006266.1
OG0018441	Ag001G0078200	XP_006392929.2
OG0018442	Ag001G0085300	XP_006392870.1
OG0018443	Ag023G2802600	XP_006403314.1
OG0018444	Ag023G2813600	XP_006410547.1
OG0018445	Ag023G2831100	XP_006410659.1
OG0018446	Ag023G2834400	XP_006410679.1
OG0018447	Ag023G2838800	XP_006410703.1
OG0018448	Ag023G2841800	XP_006410712.1
OG0018449	Ag050G4767700	XP_024005336.1
OG0018450	Ag050G4782600, Ag015G2263000	XP_006414152.2
OG0018451	Ag050G4782800	XP_006414156.1
OG0018452	Ag050G4785600	XP_006414168.1
OG0018453	Ag050G4785700	XP_006405615.1
OG0018454	Ag050G4789100	XP_006414173.1
OG0018455	Ag050G4793900	XP_024005778.1
OG0018456	Ag050G4797200	XP_024004350.1
OG0018457	Ag058G4993700	XP_006398329.1
OG0018458	Ag008G0942800	XP_006403992.2
OG0018459	Ag008G0952900	XP_006404026.1
OG0018460	Ag008G0953100	XP_006395849.1
OG0018461	Ag008G0959400	XP_006404049.1
OG0018462	Ag051G4807200	XP_006401845.1
OG0018463	Ag044G4473900	XP_006409689.1
OG0018464	Ag044G4474600	XP_006396093.1
OG0018465	Ag044G4475700	XP_024016590.1
OG0018466	Ag044G4498200	XP_024016428.1
OG0018467	Ag033G3511400	XP_006413614.1
OG0018468	Ag033G3518300	XP_006413642.1
OG0018469	Ag033G3533300	XP_006395319.1
OG0018470	Ag033G3550800	XP_006413926.2
OG0018471	Ag033G3551000	XP_006408526.1
OG0018472	Ag033G3571100	XP_006413897.2
OG0018473	Ag033G3580900	XP_024005563.1
OG0018474	Ag033G3586700	XP_006397211.1
OG0018475	Ag033G3604200	XP_006413796.1
OG0018476	Ag033G3642300	XP_006413945.1
OG0018477	Ag031G3144900	XP_006414294.1
OG0018478	Ag031G3147700	XP_024004310.1
OG0018479	Ag031G3149200	XP_024015108.1
OG0018480	Ag031G3149600	XP_006408561.1
OG0018482	Ag031G3150200	XP_006408557.1
OG0018483	Ag031G3152200	XP_024015074.1
OG0018484	Ag031G3152400	XP_006408541.2
OG0018485	Ag031G3154400	XP_006408523.1
OG0018486	Ag031G3154700	XP_006408519.1
OG0018487	Ag031G3155400	XP_006408511.1
OG0018488	Ag031G3162200	XP_006393823.1
OG0018489	Ag031G3163800	XP_006393818.1
OG0018490	Ag031G3164200	XP_024007115.1
OG0018491	Ag031G3165400	XP_006393801.2
OG0018492	Ag031G3169000	XP_006402269.1
OG0018493	Ag031G3170200	XP_006402282.1
OG0018494	Ag031G3170300	XP_024014217.1
OG0018495	Ag031G3180700	XP_006402367.1
OG0018496	Ag031G3192800	XP_006402418.2
OG0018497	Ag031G3205100	XP_006396202.2
OG0018498	Ag031G3205800	XP_006402473.1
OG0018499	Ag031G3206600	XP_024012786.1
OG0018500	Ag031G3242800	XP_006402689.1
OG0018501	Ag031G3251700	XP_006402723.1
OG0018502	Ag031G3265700	XP_006402780.1
OG0018503	Ag031G3288900	XP_006402840.2
OG0018505	Ag031G3320600	XP_006402986.1
OG0018506	Ag031G3326900	XP_024013014.1
OG0018507	Ag031G3359300	XP_006403511.1
OG0018508	Ag031G3385500	XP_006403655.1
OG0018509	Ag031G3386500	XP_006403663.1
OG0018510	Ag031G3400000	XP_006403725.2
OG0018511	Ag031G3411200	XP_024013728.1
OG0018512	Ag031G3416600	XP_024013697.1
OG0018513	Ag029G3109500	XP_024009550.1
OG0018515	Ag067G5172300	XP_006391424.1
OG0018516	Ag060G5007000, Ag002G0196000, Ag067G5191700	XP_024006165.1, XP_024006194.1, XP_024016081.1
OG0018517	Ag067G5193000	XP_006391222.1
OG0018518	Ag067G5194100	XP_006391215.2
OG0018519	Ag042G4400700	XP_006409111.1
OG0018520	Ag042G4416400	XP_006409068.1
OG0018521	Ag039G4188500	XP_006411366.1
OG0018522	Ag039G4196100	XP_006403086.1
OG0018523	Ag039G4240700	XP_024004002.1
OG0018524	Ag039G4290900	XP_024003916.1
OG0018525	Ag039G4298100	XP_006410971.1
OG0018526	Ag030G3129100	XP_006396830.1
OG0018528	Ag015G2191600	XP_006404692.1
OG0018529	Ag015G2197900	XP_006401381.1
OG0018530	Ag015G2240900	XP_006393752.2
OG0018532	Ag015G2260600	XP_024008645.1
OG0018533	Ag015G2261600	XP_006397426.1
OG0018534	Ag052G4859600, Ag015G2277600	XP_006415085.1
OG0018535	Ag021G2601600	XP_006397087.1
OG0018536	Ag021G2617600	XP_006396919.1
OG0018537	Ag038G4161500	XP_006394917.1
OG0018538	Ag038G4164600	XP_024007661.1
OG0018539	Ag038G4169100	XP_024007557.1
OG0018540	Ag038G4172100	XP_006394967.1
OG0018541	Ag038G4180700	XP_006395015.1
OG0018542	Ag088G5435200	XP_006408950.1
OG0018543	Ag088G5441600	XP_006408998.1
OG0018544	Ag014G1919600, Ag088G5443500	XP_006407523.1
OG0018545	Ag003G0278200	XP_006398006.2
OG0018546	Ag003G0298700	XP_006397879.1
OG0018547	Ag003G0323700	XP_006397715.2
OG0018548	Ag003G0338300	XP_006403365.2, XP_006391491.1
OG0018549	Ag003G0344300	XP_006398136.1
OG0018550	Ag003G0356300, Ag003G0356100	XP_024003895.1
OG0018551	Ag003G0369400	XP_006411585.1
OG0018552	Ag003G0372300	XP_006411570.1
OG0018553	Ag003G0373700	XP_006411565.2
OG0018554	Ag003G0375800	XP_006411549.1
OG0018555	Ag003G0403700	XP_006411453.1
OG0018556	Ag003G0405600	XP_024004180.1
OG0018557	Ag003G0416200	XP_024003854.1
OG0018558	Ag014G1776700	XP_006408448.2
OG0018561	Ag014G1786000	XP_006408398.1
OG0018562	Ag014G1791200	XP_024014834.1
OG0018563	Ag014G1792200	XP_006408374.1
OG0018564	Ag014G1798500	XP_006408318.1
OG0018565	Ag014G1802500	XP_006408299.1
OG0018566	Ag014G1803300	XP_006408295.2
OG0018567	Ag014G1804400	XP_006408289.1
OG0018568	Ag014G1818200	XP_024014878.1
OG0018569	Ag014G1819600	XP_006408181.1
OG0018570	Ag014G1821000	XP_006408172.1
OG0018571	Ag014G1824000	XP_024015501.1
OG0018572	Ag014G1832700	XP_024015017.1
OG0018573	Ag014G1832800	XP_024015016.1
OG0018574	Ag014G1839300	XP_006408049.1
OG0018575	Ag014G1842400	XP_006408033.1
OG0018576	Ag014G1863300	XP_006407888.1
OG0018578	Ag014G1873700	XP_006407830.2
OG0018579	Ag014G1884300	XP_006409431.1
OG0018582	Ag014G1905300	XP_006407620.1
OG0018583	Ag014G1925200	XP_024015056.1
OG0018584	Ag014G1928900	XP_006405620.1
OG0018585	Ag014G1940200	XP_006407413.1
OG0018586	Ag014G1953300	XP_006407306.1
OG0018587	Ag014G1954900	XP_006407296.1
OG0018588	Ag014G1957600	XP_006407279.1
OG0018589	Ag014G1961700	XP_006407253.1
OG0018590	Ag014G1962800	XP_006407246.1
OG0018591	Ag014G1962900	XP_006407245.1
OG0018592	Ag014G1976600	XP_006407152.1
OG0018593	Ag014G1992900	XP_006407087.1
OG0018594	Ag014G2005400	XP_024015253.1
OG0018595	Ag014G2010000	XP_024015043.1
OG0018596	Ag014G2011000	XP_024014850.1
OG0018597	Ag014G2032100	XP_006406834.1
OG0018599	Ag014G2084300	XP_006406604.1
OG0018600	Ag014G2097200	XP_006398526.2
OG0018601	Ag014G2115000	XP_006406527.1
OG0018602	Ag014G2116500	XP_006406523.1
OG0018603	Ag014G2130400	XP_024016604.1
OG0018605	Ag014G2130700	XP_024014882.1
OG0018606	Ag014G2131400	XP_024015804.1
OG0018607	Ag014G2148000	XP_006406425.1
OG0018608	Ag027G3070100, Ag014G2171100	XP_006406330.1
OG0018609	Ag073G5262200	XP_024011235.1
OG0018610	Ag061G5022400	XP_024014627.1
OG0018611	Ag061G5026300	XP_006405657.1
OG0018612	Ag061G5049000	XP_006395231.1
OG0018614	Ag027G3060900	XP_024014981.1
OG0018615	Ag036G4089800	XP_024009542.1
OG0018616	Ag036G4101700	XP_006391534.1
OG0018617	Ag036G4114800	XP_006397384.1
OG0018618	Ag036G4118700	XP_006392537.1
OG0018619	Ag060G4999800	XP_024011769.1
OG0018620	Ag060G5014100	XP_006400377.1
OG0018621	Ag017G2407700	XP_006403807.1
OG0018622	Ag017G2415000	XP_006403834.1
OG0018623	Ag034G3652200	XP_006418478.1
OG0018624	Ag034G3652700	XP_006418474.2
