Orthogroup	Alyssum_gmelinii	Cochlearia_excelsa
OG0012848	Ag054G4893300	g51420
OG0012849	Ag054G4894100	g51600
OG0012850	Ag054G4894700	g38046
OG0012851	Ag054G4895300	g37178
OG0012852	Ag054G4897300	g51606
OG0012853	Ag009G0981700, Ag041G4353800	g2945
OG0012854	Ag041G4356000, Ag034G3805000	g27154
OG0012855	Ag009G0979900, Ag041G4356400	g3000
OG0012856	Ag041G4356900, Ag009G0979400	g3008
OG0012857	Ag009G0976600, Ag041G4359300	g3076
OG0012858	Ag009G0976400, Ag041G4359400	g19600
OG0012859	Ag076G5313500, Ag041G4371500	g1476
OG0012860	Ag041G4372700, Ag007G0876600	g1460
OG0012861	Ag082G5405000	g41250
OG0012862	Ag007G0853200	g26736, g41150
OG0012863	Ag007G0853900	g1427
OG0012864	Ag007G0854300	g26817
OG0012865	Ag007G0854900	g24656
OG0012866	Ag007G0855300	g1500
OG0012867	Ag007G0856000	g37835
OG0012868	Ag007G0856100	g26734
OG0012869	Ag007G0856200	g1481
OG0012870	Ag007G0861100	g17924
OG0012871	Ag007G0866100	g45553
OG0012872	Ag007G0870400, Ag076G5314200	g46974
OG0012873	Ag007G0871600, Ag076G5313900, Ag029G3100900	g11693
OG0012874	Ag007G0879200, Ag007G0872600	g24729
OG0012875	Ag007G0883800	g47001
OG0012876	Ag007G0885300	g24663
OG0012877	Ag007G0885600	g24664
OG0012878	Ag007G0888000	g24596
OG0012879	Ag007G0888200	g47018
OG0012880	Ag007G0888400	g24590
OG0012881	Ag007G0889700	g47029
OG0012882	Ag007G0891000	g24571
OG0012883	Ag007G0893300	g24563
OG0012884	Ag007G0897900	g36067
OG0012885	Ag007G0900000	g24525
OG0012886	Ag007G0902500	g47051
OG0012887	Ag007G0910300	g17709
OG0012888	Ag007G0913000, Ag002G0261600	g47086
OG0012889	Ag007G0914200	g24481
OG0012890	Ag007G0914500	g17687
OG0012891	Ag007G0918900	g47103
OG0012892	Ag007G0921500	g47109
OG0012893	Ag007G0923500	g54179
OG0012894	Ag007G0933000	g24416
OG0012895	Ag007G0933200	g24414
OG0012896	Ag007G0934000, Ag025G2900200	g47127
OG0012897	Ag025G2902000, Ag007G0935900	g17610
OG0012898	Ag078G5331300	g46024
OG0012899	Ag078G5339300	g46049
OG0012900	Ag078G5340500	g46055
OG0012901	Ag078G5345200	g44567
OG0012902	Ag078G5350100	g46067
OG0012903	Ag078G5357400	g44560
OG0012904	Ag078G5359100	g46092
OG0012905	Ag078G5362300	g46102
OG0012906	Ag078G5362400	g46103
OG0012907	Ag078G5365100	g17989
OG0012908	Ag078G5370200	g46125
OG0012909	Ag078G5370500	g44543
OG0012910	Ag078G5376500	g5888
OG0012911	Ag078G5379500	g44536
OG0012912	Ag078G5382900	g44521
OG0012913	Ag078G5385500	g46146
OG0012914	Ag078G5391900	g44511
OG0012915	Ag078G5394000	g44503
OG0012916	Ag056G4935300	g44825
OG0012917	Ag056G4935400	g45755, g41504
OG0012918	Ag056G4937200	g44819
OG0012919	Ag056G4939300	g45756
OG0012920	Ag056G4940900	g44802
OG0012921	Ag056G4949000	g45784
OG0012922	Ag045G4505600	g23552
OG0012923	Ag045G4510500	g44093, g17034
OG0012924	Ag045G4513300	g23533
OG0012925	Ag045G4514700	g23529
OG0012926	Ag045G4522100	g11125
OG0012927	Ag045G4523900	g23496
OG0012928	Ag045G4525300	g17011
OG0012929	Ag063G5075600, Ag002G0114800	g40784
OG0012930	Ag063G5076300, Ag002G0114300	g40791
OG0012931	Ag063G5085600, Ag002G0107500	g1612
OG0012932	Ag002G0102800, Ag063G5090100	g40807
OG0012933	Ag071G5237800	g16863
OG0012935	Ag071G5241400	g16858
OG0012936	Ag071G5247000	g16847
OG0012937	Ag012G1272200	g1380
OG0012938	Ag012G1278100	g3237
OG0012939	Ag012G1283200	g11470
OG0012940	Ag012G1287600	g3411
OG0012941	Ag012G1291100	g10406
OG0012942	Ag012G1292600	g16570
OG0012943	Ag012G1293700	g3427
OG0012944	Ag012G1297400	g10460
OG0012945	Ag012G1297500	g18228
OG0012947	Ag012G1303100	g3412
OG0012948	Ag012G1304500	g10480
OG0012949	Ag012G1305600	g16560, g10489
OG0012950	Ag012G1308200	g10500
OG0012951	Ag012G1311000	g10517
OG0012952	Ag012G1312400, Ag051G4807700	g871
OG0012953	Ag012G1315900	g1606
OG0012954	Ag012G1322400	g1595
OG0012955	Ag012G1325500	g10572
OG0012956	Ag012G1326200	g10578
OG0012957	Ag012G1327500	g1585
OG0012958	Ag012G1329900	g10591
OG0012960	Ag012G1332600	g10601
OG0012961	Ag057G4957000, Ag012G1340100	g1564
OG0012962	Ag057G4951400	g18015
OG0012963	Ag057G4955100	g45818
OG0012964	Ag057G4956600	g44725
OG0012965	Ag057G4964800	g45797
OG0012966	Ag057G4966100	g45795
OG0012967	Ag057G4966700	g45792
OG0012968	Ag057G4967000	g45790
OG0012969	Ag006G0798500, Ag058G4985300	g10952
OG0012970	Ag006G0803800, Ag058G4978700	g40206
OG0012971	Ag058G4977600, Ag006G0805500	g40590
OG0012972	Ag058G4973800, Ag006G0808700, Ag058G4974000, Ag006G0808400	g16720
OG0012973	Ag006G0812000, Ag058G4970800	g10965
OG0012974	Ag006G0812200, Ag058G4970600	g40585
OG0012975	Ag006G0816300, Ag006G0816100	g40577
OG0012976	Ag006G0816500	g43976
OG0012977	Ag006G0821400	g10973
OG0012978	Ag006G0823400	g40572
OG0012979	Ag006G0825600	g6277, g6255, g3081
OG0012980	Ag006G0825800	g40568
OG0012981	Ag006G0831100	g10982
OG0012982	Ag006G0834000	g10994
OG0012983	Ag006G0839500	g40539
OG0012984	Ag083G5411600, Ag001G0001300	g54139
OG0012986	Ag001G0002600, Ag083G5409800	g28075
OG0012987	Ag001G0008300	g36405, g43449
OG0012988	Ag001G0022900	g28058
OG0012989	Ag001G0035400	g47508
OG0012990	Ag001G0035500	g36454, g54181
OG0012991	Ag001G0036600	g54208
OG0012992	Ag001G0048200	g36470
OG0012993	Ag001G0052000	g36485
OG0012994	Ag001G0052100	g54194
OG0012995	Ag001G0052300	g54193
OG0012996	Ag001G0053300	g36488, g28043
OG0012997	Ag001G0055800	g28036
OG0012998	Ag001G0060800	g54214
OG0012999	Ag001G0060900	g28033
OG0013000	Ag001G0073300	g36554
OG0013001	Ag001G0073400	g54252
OG0013002	Ag001G0078100	g36562
OG0013003	Ag001G0082000, Ag001G0081800, Ag001G0081400	g10346
OG0013004	Ag001G0085400	g54275
OG0013005	Ag001G0087500	g28008
OG0013006	Ag001G0089600	g54281
OG0013007	Ag023G2797700	g37029
OG0013008	Ag023G2800900	g13632
OG0013009	Ag023G2803300	g37043
OG0013010	Ag015G2235800, Ag023G2803500	g11139
OG0013011	Ag023G2803800	g11137
OG0013012	Ag023G2806800	g51369
OG0013013	Ag023G2807300	g37961
OG0013015	Ag023G2815600	g28326
OG0013016	Ag023G2818700	g37981
OG0013017	Ag023G2823000	g51461
OG0013018	Ag023G2823200	g37100
OG0013020	Ag023G2829300	g51486
OG0013021	Ag023G2830600	g37119
OG0013022	Ag023G2831900	g51498
OG0013023	Ag023G2834700	g37128
OG0013025	Ag023G2837100	g38002
OG0013026	Ag023G2840100	g51524
OG0013027	Ag023G2840200	g11142
OG0013028	Ag023G2840500	g51526
OG0013029	Ag023G2845900	g51541
OG0013030	Ag023G2846500	g37141
OG0013031	Ag050G4742400	g17429
OG0013033	Ag050G4747400	g24141
OG0013034	Ag050G4754500, Ag050G4753900	g24156
OG0013035	Ag050G4756700	g17450
OG0013036	Ag050G4759700	g17447
OG0013038	Ag050G4762200	g10354
OG0013039	Ag050G4764600	g47285
OG0013040	Ag050G4766500	g24172, g17466
OG0013041	Ag050G4766700	g24173
OG0013042	Ag050G4768200	g47276
OG0013044	Ag050G4777000	g47261
OG0013045	Ag050G4781900	g4452
OG0013046	Ag034G4072700, Ag050G4786300	g18014
OG0013047	Ag050G4790700	g17518
OG0013048	Ag050G4791700	g24236
OG0013049	Ag050G4792900	g24238
OG0013051	Ag050G4794500	g24249
OG0013052	Ag050G4795600	g17531
OG0013053	Ag050G4796400	g47211
OG0013054	Ag050G4797800	g47202
OG0013055	Ag083G5410800, Ag034G3797500	g10834
OG0013056	Ag008G0937300, Ag008G0964700	g19334
OG0013057	Ag008G0937400, Ag008G0964600	g2507
OG0013058	Ag008G0941200	g19337, g2516
OG0013059	Ag008G0942400	g2525
OG0013060	Ag008G0948400	g18254
OG0013061	Ag008G0949900	g11159
OG0013062	Ag008G0950300	g2548
OG0013063	Ag008G0951200	g2554
OG0013064	Ag008G0952700	g2565
OG0013065	Ag008G0953800	g2569
OG0013066	Ag008G0955600	g2585
OG0013069	Ag077G5321200	g47462
OG0013070	Ag051G4806600	g877
OG0013071	Ag051G4809300	g1303
OG0013072	Ag051G4812100	g28350
OG0013073	Ag051G4814900	g41174, g41192
OG0013074	Ag051G4815600	g41170
OG0013076	Ag051G4819200	g41161
OG0013077	Ag051G4831000	g28311
OG0013078	Ag051G4834100	g28322
OG0013079	Ag044G4469100	g6222
OG0013080	Ag094G5468000, Ag044G4470700	g13664
OG0013081	Ag044G4478500	g13679
OG0013082	Ag044G4479800, Ag014G1846800, Ag014G1847000	g6188
OG0013083	Ag044G4481800	g13686
OG0013084	Ag044G4483100	g6165
OG0013085	Ag044G4484800	g14256
OG0013086	Ag044G4484900	g14242
OG0013088	Ag044G4486900	g6151
OG0013089	Ag044G4488100	g14232
OG0013090	Ag044G4488400	g6149
OG0013091	Ag044G4489100	g14215
OG0013092	Ag044G4495400	g14085
OG0013093	Ag044G4497400, Ag034G3795500	g14073
OG0013094	Ag044G4498700	g14059
OG0013095	Ag033G3480700	g17248
OG0013096	Ag033G3480900, Ag052G4843200	g47479
OG0013097	Ag033G3483000, Ag052G4840400	g47477
OG0013098	Ag033G3483200, Ag052G4840300	g23870
OG0013100	Ag033G3492100	g47460
OG0013101	Ag033G3501200, Ag011G1059900	g22758
OG0013102	Ag033G3509700	g17277
OG0013103	Ag033G3510100	g23936
OG0013104	Ag033G3514700	g47432
OG0013105	Ag033G3516300	g17287
OG0013106	Ag033G3521500	g17295
OG0013107	Ag033G3523100	g23958
OG0013108	Ag033G3529800	g23967
OG0013110	Ag033G3539100	g11158
OG0013111	Ag033G3541300, Ag033G3541900	g23974
OG0013112	Ag033G3543400	g17313, g47404
OG0013113	Ag033G3544700	g17316
OG0013114	Ag033G3560400	g24078
OG0013115	Ag033G3570600	g47330, g24072
OG0013116	Ag033G3570800	g24071
OG0013117	Ag033G3570900	g47333
OG0013118	Ag033G3571000	g24070
OG0013119	Ag033G3579100	g53931
OG0013120	Ag033G3584300	g24050
OG0013121	Ag033G3591200	g24041, g17370
OG0013123	Ag033G3603700	g24024
OG0013124	Ag033G3604100	g47370
OG0013125	Ag033G3610500	g28246
OG0013126	Ag033G3612900	g47381
OG0013127	Ag033G3615600	g47393
OG0013128	Ag033G3616200, Ag033G3616000	g47394
OG0013129	Ag033G3622000	g47402
OG0013130	Ag033G3641900	g24117
OG0013131	Ag028G3074400	g40275
OG0013132	Ag028G3077200, Ag026G2984300	g25874
OG0013133	Ag026G2983500, Ag028G3078100	g40248
OG0013134	Ag026G2983300, Ag028G3078300	g40250
OG0013135	Ag026G2981500, Ag028G3080900	g18463
OG0013136	Ag028G3081800, Ag026G2980900	g36975
OG0013137	Ag026G2980800, Ag028G3081900	g18452
OG0013138	Ag026G2980300, Ag028G3082800	g36970
OG0013139	Ag028G3084500, Ag026G2979000	g36990
OG0013140	Ag026G2978400, Ag028G3085100	g17172
OG0013141	Ag026G2978300, Ag028G3085200	g18443
OG0013142	Ag028G3085800, Ag026G2977600	g18442
OG0013143	Ag026G2977000, Ag028G3086300	g1353
OG0013144	Ag028G3086600, Ag026G2976800	g37019
OG0013145	Ag031G3138100	g24362, g24371
OG0013146	Ag031G3138300	g17588
OG0013147	Ag031G3138600	g24358
OG0013148	Ag031G3139700	g2657, g24338, g2671
OG0013149	Ag031G3140200	g47170
OG0013150	Ag031G3140300	g47171
OG0013151	Ag031G3143300	g24319
OG0013152	Ag031G3145200	g24306
OG0013153	Ag031G3146100	g47193
OG0013155	Ag031G3148500	g12728
OG0013156	Ag031G3148700	g12727
OG0013157	Ag031G3149000	g12724
OG0013158	Ag031G3149500	g7954
OG0013159	Ag031G3150600	g7953
OG0013160	Ag031G3151800	g7947
OG0013161	Ag031G3152000	g7945
OG0013163	Ag031G3155200	g7932
OG0013164	Ag031G3158800	g9633
OG0013165	Ag031G3159000	g32
OG0013166	Ag031G3159600	g29
OG0013167	Ag031G3159800	g9630
OG0013168	Ag031G3161800	g19642
OG0013170	Ag031G3162800	g4995
OG0013172	Ag088G5438500, Ag031G3165900	g5903
OG0013173	Ag031G3166200	g19624
OG0013175	Ag031G3167700	g9
OG0013176	Ag031G3167900	g7
OG0013177	Ag031G3168200	g5675
OG0013178	Ag031G3168700	g44660
OG0013179	Ag031G3168800	g44659
OG0013180	Ag031G3169700	g18701
OG0013181	Ag031G3170100	g18787
OG0013182	Ag031G3170600	g1739
OG0013183	Ag031G3171000	g18781
OG0013184	Ag031G3171100	g18780
OG0013185	Ag031G3172900	g1741
OG0013186	Ag031G3173000	g18766
OG0013187	Ag031G3175000	g18754
OG0013188	Ag031G3177000	g18729
OG0013189	Ag031G3178300	g1749
OG0013190	Ag031G3178400	g1750
OG0013191	Ag031G3190300	g1774
OG0013192	Ag031G3191700	g1781
OG0013193	Ag031G3198800	g1813
OG0013194	Ag031G3198900	g1814
OG0013195	Ag031G3202700	g1826
OG0013196	Ag031G3205300	g1842
OG0013197	Ag031G3206300	g1328
OG0013198	Ag031G3213800	g1880
OG0013199	Ag031G3220700	g18819
OG0013200	Ag031G3223300	g18825
OG0013201	Ag031G3224100	g1924
OG0013202	Ag031G3224700	g38446
OG0013203	Ag031G3227000, Ag031G3226900	g1931
OG0013204	Ag031G3229800	g18870
OG0013206	Ag031G3235900, Ag031G3236000	g1966
OG0013207	Ag014G1958600, Ag031G3236800	g1967
OG0013208	Ag042G4394000, Ag031G3240800	g10292
OG0013210	Ag036G4125100, Ag002G0273200, Ag031G3243400	g41127
OG0013211	Ag031G3252100	g18912
OG0013212	Ag031G3253200	g45027
OG0013213	Ag031G3260100	g23693
OG0013214	Ag031G3264800	g1985
OG0013215	Ag031G3266300	g18954
OG0013216	Ag031G3281200	g2786
OG0013219	Ag031G3282600	g11222
OG0013220	Ag031G3286800	g2133
OG0013221	Ag031G3286900	g18971
OG0013222	Ag031G3289200, Ag016G2309500	g11239
OG0013223	Ag031G3295100	g18986
OG0013224	Ag031G3296200	g2103
OG0013225	Ag031G3299400	g2087
OG0013226	Ag031G3306100	g11256
OG0013228	Ag031G3311000	g2058
OG0013229	Ag031G3311400	g2055
OG0013230	Ag031G3316300	g19016
OG0013231	Ag031G3318100	g2139
OG0013234	Ag031G3325000	g2159
OG0013235	Ag031G3325800	g2163
OG0013236	Ag031G3327200	g10237
OG0013237	Ag031G3328700	g11271
OG0013238	Ag031G3332000	g2179
OG0013239	Ag031G3342400	g2192
OG0013240	Ag031G3342500	g2193
OG0013241	Ag031G3345000	g19094
OG0013242	Ag031G3346800	g19100
OG0013243	Ag031G3359000	g2259
OG0013244	Ag031G3360700	g2243
OG0013245	Ag031G3360800	g2242
OG0013246	Ag031G3363100	g19135
OG0013247	Ag031G3364100	g19138
OG0013248	Ag031G3368500	g11297
OG0013249	Ag031G3373400	g2301
OG0013250	Ag031G3373700	g2303
OG0013251	Ag019G2488900, Ag031G3376000	g45008
OG0013252	Ag031G3377500	g19168
OG0013253	Ag031G3377600	g17586
OG0013254	Ag031G3385100	g2330
OG0013256	Ag031G3391500	g2351
OG0013257	Ag031G3392000	g19198
OG0013258	Ag031G3392400	g11314
OG0013259	Ag031G3392500	g2362, g19202
OG0013260	Ag031G3404300	g2385
OG0013262	Ag031G3407000	g2400
OG0013263	Ag031G3407400	g2405
OG0013264	Ag031G3417600	g19240
OG0013265	Ag020G2561000	g28447
OG0013266	Ag020G2561100	g938
OG0013267	Ag020G2561200	g38451, g28446
OG0013268	Ag020G2561900	g28444
OG0013269	Ag020G2570800	g41289, g41290
OG0013270	Ag020G2574300	g41284
OG0013271	Ag020G2578900	g911
OG0013272	Ag053G4869900, Ag025G2906800	g24393
OG0013273	Ag053G4870900, Ag025G2905500	g24398
OG0013274	Ag053G4871800, Ag025G2904500	g17207
OG0013275	Ag053G4872100, Ag025G2904100	g47130
OG0013276	Ag029G3096100	g13515
OG0013277	Ag029G3099000	g13518
OG0013278	Ag029G3105800	g13522
OG0013279	Ag029G3106800	g6398
OG0013280	Ag029G3106900	g6397
OG0013281	Ag029G3107800	g13524
OG0013282	Ag061G5016700, Ag029G3112500	g11654
OG0013283	Ag029G3115300	g13565
OG0013284	Ag029G3115400	g11647
OG0013285	Ag029G3115700	g6360
OG0013286	Ag029G3118300	g11631
OG0013287	Ag029G3120400	g13584, g11596
OG0013288	Ag029G3121300	g13416
OG0013289	Ag029G3121400	g13417
OG0013290	Ag029G3123300	g11579
OG0013291	Ag064G5113900, Ag095G5470300	g11726
OG0013292	Ag095G5471500, Ag064G5114900	g13586
OG0013293	Ag064G5115000, Ag095G5471600	g6456
OG0013294	Ag064G5115100, Ag095G5471900	g13498, g6455
OG0013295	Ag067G5172600	g44972
OG0013296	Ag067G5176000	g44953
OG0013298	Ag067G5177800	g44930
OG0013299	Ag067G5178900	g44927, g44928
OG0013300	Ag067G5180900	g44919
OG0013301	Ag067G5181100	g41791
OG0013302	Ag067G5182600	g41765
OG0013303	Ag067G5188300	g44895
OG0013304	Ag067G5189000	g41653
OG0013305	Ag067G5190200	g41651
OG0013306	Ag067G5193500	g44878
OG0013307	Ag067G5196400	g41586, g41588
OG0013308	Ag067G5198300	g44861
OG0013309	Ag067G5204600	g41564
OG0013310	Ag067G5208200	g41543
OG0013311	Ag081G5398200	g25101
OG0013312	Ag042G4377800, Ag086G5421800	g6034
OG0013313	Ag042G4387100	g13972
OG0013315	Ag042G4390500	g16809
OG0013316	Ag042G4391700	g6003
OG0013318	Ag042G4398900	g13782
OG0013319	Ag042G4399000	g5993
OG0013320	Ag042G4405000	g5987
OG0013321	Ag042G4405300	g5986
OG0013322	Ag042G4410300	g13924
OG0013323	Ag042G4415700	g13917
OG0013324	Ag042G4418400	g5963
OG0013325	Ag042G4426100	g13805
OG0013326	Ag042G4427300	g13902
OG0013327	Ag042G4428300	g13900
OG0013328	Ag039G4183700	g51976
OG0013329	Ag039G4183800	g37380
OG0013330	Ag039G4188000	g51969, g37378
OG0013331	Ag039G4188400	g51968
OG0013332	Ag039G4188600, Ag039G4188700	g37377
OG0013333	Ag039G4189100	g37376
OG0013334	Ag039G4191900	g51959
OG0013336	Ag039G4196800	g51924
OG0013337	Ag039G4199000	g38143
OG0013338	Ag039G4199600	g51920
OG0013339	Ag039G4205300	g41156
OG0013340	Ag039G4216200	g38140
OG0013341	Ag039G4219400	g38136
OG0013342	Ag039G4224600	g51835
OG0013343	Ag039G4232300	g37329
OG0013344	Ag039G4233700	g51788
OG0013345	Ag039G4239100	g51786
OG0013346	Ag039G4250000	g38123
OG0013347	Ag039G4253600	g51757, g37310
OG0013348	Ag039G4253900	g37309
OG0013349	Ag039G4256400	g37829
OG0013350	Ag039G4257200	g51745
OG0013351	Ag039G4258300	g51744
OG0013352	Ag039G4271600	g38102
OG0013353	Ag039G4277000	g2781
OG0013354	Ag039G4277700	g50982
OG0013355	Ag039G4278600	g51724
OG0013357	Ag039G4282200	g37223
OG0013358	Ag039G4287000	g37262
OG0013359	Ag039G4291800	g37242
OG0013360	Ag039G4292500	g38088
OG0013361	Ag039G4294500	g51681
OG0013362	Ag039G4296400	g10799
OG0013363	Ag039G4304700	g38080
OG0013364	Ag039G4308600	g51650
OG0013365	Ag039G4312900	g51636
OG0013366	Ag039G4315000	g51632
OG0013367	Ag039G4315900	g37204
OG0013369	Ag039G4324000	g37193
OG0013370	Ag039G4324800	g51621
OG0013371	Ag039G4325600, Ag039G4326700	g38052
OG0013372	Ag014G2157300, Ag039G4327400	g11914
OG0013373	Ag039G4330100	g38051
OG0013374	Ag066G5134200	g23727
OG0013375	Ag066G5138400	g40423
OG0013376	Ag066G5140400	g25600
OG0013377	Ag034G3727800, Ag066G5140800	g30999
OG0013378	Ag066G5143700	g6772
OG0013379	Ag014G2135900, Ag066G5143800	g6771
OG0013380	Ag066G5150600	g38479
OG0013381	Ag087G5425300, Ag066G5154700	g40454
OG0013383	Ag030G3128000	g25673
OG0013384	Ag030G3130500	g25677
OG0013385	Ag030G3132600	g40400
OG0013386	Ag030G3136800	g40406
OG0013387	Ag015G2177400	g50852
OG0013388	Ag015G2181700	g38530
OG0013390	Ag015G2184900	g38521
OG0013392	Ag015G2187300	g38514
OG0013393	Ag015G2187700	g50887, g38511
OG0013394	Ag015G2187900	g36942
OG0013395	Ag015G2188500	g38509
OG0013396	Ag015G2190500	g38504
OG0013397	Ag015G2190700	g36934
OG0013398	Ag015G2192600	g38488
OG0013399	Ag015G2193800	g38485
OG0013401	Ag015G2197600	g36916
OG0013402	Ag015G2201300	g38413, g50964
OG0013403	Ag015G2202000	g38422, g5010
OG0013404	Ag015G2205400	g51037
OG0013405	Ag015G2205500	g36873
OG0013406	Ag015G2207700	g38338
OG0013407	Ag015G2208200	g38307
OG0013408	Ag015G2208300	g53220
OG0013409	Ag015G2210300	g38295
OG0013410	Ag015G2210400	g38271, g14624
OG0013411	Ag015G2210900	g38341
OG0013412	Ag015G2212800	g38347
OG0013413	Ag015G2213500	g51033
OG0013414	Ag015G2215900	g38284
OG0013415	Ag015G2221700	g38318
OG0013416	Ag015G2222700	g51069
OG0013417	Ag015G2225200	g36169
OG0013418	Ag015G2225700	g32284
OG0013419	Ag015G2236200	g28214
OG0013420	Ag015G2238100	g50405
OG0013421	Ag015G2239800	g28205
OG0013422	Ag015G2240000	g28177
OG0013423	Ag015G2244400	g35951
OG0013424	Ag015G2244600	g53899
OG0013425	Ag015G2248900	g35895
OG0013426	Ag015G2258000	g46638
OG0013427	Ag015G2258500	g37798
OG0013428	Ag015G2260300	g50759
OG0013429	Ag015G2260400	g32970
OG0013430	Ag015G2260700	g27876
OG0013431	Ag015G2264700	g27859
OG0013432	Ag015G2265500	g50747
OG0013433	Ag052G4866900, Ag015G2267200	g50742
OG0013434	Ag015G2267500, Ag052G4866200	g27808
OG0013435	Ag052G4866100, Ag015G2267900	g6527
OG0013436	Ag052G4863900, Ag015G2270900	g27803
OG0013437	Ag015G2274400, Ag052G4860900	g32679
OG0013438	Ag015G2274800, Ag052G4860400	g50708
OG0013439	Ag015G2274900, Ag052G4860300	g32677
OG0013440	Ag052G4859100, Ag015G2278100	g32665
OG0013441	Ag052G4858700, Ag015G2278500	g32664
OG0013442	Ag026G3000800, Ag021G2582400	g25844
OG0013443	Ag021G2596100, Ag026G2984800	g25892
OG0013444	Ag021G2596700	g40282
OG0013445	Ag021G2599700	g25838
OG0013446	Ag021G2599900	g40293
OG0013447	Ag021G2603400	g40308
OG0013448	Ag021G2608200	g40335
OG0013449	Ag021G2611000	g25752
OG0013450	Ag021G2611300	g40346
OG0013451	Ag021G2612600	g40348
OG0013452	Ag021G2615800	g25724
OG0013453	Ag021G2616300	g40359
OG0013454	Ag021G2616800	g43191
OG0013455	Ag038G4146200	g4883
OG0013456	Ag038G4146700	g29096
OG0013457	Ag038G4147400	g4878
OG0013458	Ag038G4157900	g10109
OG0013459	Ag038G4159000	g4837
OG0013460	Ag038G4159300	g10116
OG0013461	Ag038G4159500	g4832
OG0013462	Ag038G4166400	g4795
OG0013463	Ag038G4168500	g10131
OG0013464	Ag038G4169000	g10134
OG0013465	Ag038G4169300	g18515
OG0013466	Ag038G4170700	g4783, g10141
OG0013467	Ag038G4171000	g17495
OG0013468	Ag088G5432800	g13817
OG0013469	Ag088G5433500	g5921, g13862
OG0013470	Ag088G5440500	g13847, g5897
OG0013471	Ag088G5444200	g13841
OG0013472	Ag089G5446900	g2879
OG0013473	Ag089G5452000	g19581
OG0013474	Ag003G0280300	g50840
OG0013475	Ag003G0281000	g37762
OG0013476	Ag003G0281400	g37759
OG0013477	Ag003G0281900	g37133
OG0013478	Ag003G0282800	g37749
OG0013479	Ag003G0284100	g37741
OG0013480	Ag003G0284200	g37735
OG0013481	Ag003G0284900	g12729
OG0013482	Ag003G0285200	g50829
OG0013483	Ag003G0287200	g50822
OG0013485	Ag003G0287400	g50821
OG0013486	Ag003G0296700	g47693
OG0013487	Ag003G0296800	g50809
OG0013488	Ag003G0298100	g50806
OG0013489	Ag003G0300500	g37687
OG0013490	Ag003G0302800	g37678
OG0013491	Ag003G0303700	g50788
OG0013492	Ag003G0303800	g50787
OG0013493	Ag003G0303900	g38250
OG0013494	Ag003G0305600	g37667
OG0013495	Ag003G0307000	g37660
OG0013496	Ag003G0307400	g37657
OG0013497	Ag003G0307700	g37655
OG0013498	Ag003G0308400	g37653
OG0013500	Ag003G0312100	g37638
OG0013501	Ag003G0312400	g37636, g52290
OG0013502	Ag003G0313500	g52284, g37632
OG0013503	Ag003G0313600	g37631
OG0013504	Ag003G0319000	g52262
OG0013505	Ag003G0320800	g37613
OG0013506	Ag003G0324100	g52222
OG0013508	Ag003G0329000	g37576
OG0013509	Ag003G0331000	g52208, g38239, g976
OG0013510	Ag003G0338800	g52186
OG0013511	Ag003G0339300	g37559, g52181
OG0013512	Ag003G0340400	g52177
OG0013513	Ag003G0341500	g37553, g38234
OG0013514	Ag003G0342700	g52164
OG0013515	Ag003G0342900	g37545
OG0013516	Ag003G0345200	g38229
OG0013517	Ag003G0347000	g37535
OG0013518	Ag061G5021400, Ag003G0349600	g52152
OG0013519	Ag003G0357600	g38219
OG0013520	Ag003G0357800	g2916
OG0013521	Ag003G0361500	g37506
OG0013522	Ag003G0363600	g37501
OG0013523	Ag003G0367000	g52113
OG0013525	Ag003G0371700	g37482
OG0013527	Ag003G0372400	g38200
OG0013528	Ag003G0376200	g52081, g37463
OG0013529	Ag003G0379300	g52078
OG0013530	Ag003G0380600	g52077
OG0013531	Ag003G0387900	g37448
OG0013532	Ag003G0391300, Ag043G4458800	g10225
OG0013533	Ag003G0394000	g52045
OG0013534	Ag003G0394400	g52041
OG0013535	Ag003G0395400	g52030
OG0013536	Ag003G0399500	g52003
OG0013537	Ag003G0399600	g52004
OG0013540	Ag003G0399900	g37401
OG0013541	Ag003G0411900	g37388
OG0013543	Ag014G1771000	g12734
OG0013544	Ag014G1771100	g12714
OG0013547	Ag014G1776200	g26001
OG0013548	Ag014G1778200	g7892, g36219
OG0013549	Ag014G1786200	g7875
OG0013550	Ag014G1786500	g12679
OG0013551	Ag014G1790600	g12676
OG0013552	Ag014G1793400	g7839
OG0013553	Ag014G1798200	g12650
OG0013554	Ag014G1798800	g7828
OG0013555	Ag014G1804200	g12624
OG0013556	Ag014G1805900	g12779
OG0013557	Ag014G1806700	g7815
OG0013558	Ag014G1806800	g12787
OG0013559	Ag014G1806900	g12788
OG0013560	Ag014G1808200	g12793
OG0013561	Ag014G1810800	g7805
OG0013562	Ag014G1811000	g7804
OG0013563	Ag014G1816900	g7771
OG0013564	Ag014G1817800	g7776, g7767, g12609
OG0013565	Ag014G1819700	g12598
OG0013566	Ag014G1819900	g12597
OG0013568	Ag014G1821800	g7747
OG0013569	Ag014G1823500	g12590
OG0013570	Ag014G1824200	g12822
OG0013571	Ag014G1825100	g7737
OG0013573	Ag014G1826400	g12578
OG0013574	Ag014G1827800	g7723
OG0013575	Ag014G1831500	g7712
OG0013576	Ag014G1832900	g12859
OG0013577	Ag011G1164400, Ag014G1833600	g12557
OG0013578	Ag014G1839400	g12543
OG0013579	Ag014G1841800	g12533
