Orthogroup	Alyssum_gmelinii	Arabis_alpina
OG0013512	Ag003G0340400	Aa_G265130.h1.t1
OG0013513	Ag003G0341500	Aa_G484790.h1.t1
OG0013514	Ag003G0342700	Aa_G288470.h1.t1
OG0013515	Ag003G0342900	Aa_G288490.h1.t1
OG0013516	Ag003G0345200	Aa_G479510.h1.t1
OG0013517	Ag003G0347000	Aa_G100620.h1.t1
OG0013518	Ag061G5021400, Ag003G0349600	Aa_G595210.h1.t1
OG0013519	Ag003G0357600	Aa_G284480.h1.t1
OG0013520	Ag003G0357800	Aa_G424480.h1.t1
OG0013521	Ag003G0361500	Aa_G581330.h1.t1
OG0013522	Ag003G0363600	Aa_G125320.h1.t1
OG0013523	Ag003G0367000	Aa_G125530.h1.t1
OG0013524	Ag003G0368200	Aa_G401470.h1.t1
OG0013525	Ag003G0371700	Aa_G280550.h1.t1
OG0013526	Ag003G0372000	Aa_G454700.h1.t1
OG0013527	Ag003G0372400	Aa_G454740.h1.t1
OG0013528	Ag003G0376200	Aa_G813060.h1.t1
OG0013529	Ag003G0379300	Aa_G374620.h1.t1
OG0013530	Ag003G0380600	Aa_G374640.h1.t1, Aa_G374650.h1.t1
OG0013531	Ag003G0387900	Aa_G599350.h1.t1
OG0013532	Ag043G4458800	Aa_G680930.h1.t1
OG0013533	Ag003G0394000	Aa_G230820.h1.t1
OG0013534	Ag003G0394400	Aa_G230780.h1.t1
OG0013535	Ag003G0395400	Aa_G67370.h1.t1
OG0013536	Ag003G0399500	Aa_G145880.h1.t1
OG0013537	Ag003G0399600	Aa_G145870.h1.t1
OG0013538	Ag003G0399700	Aa_G145860.h1.t1
OG0013539	Ag003G0399800	Aa_G145850.h1.t1
OG0013540	Ag003G0399900	Aa_G145840.h1.t1
OG0013541	Ag003G0411900	Aa_G124090.h1.t1
OG0013542	Ag003G0414400	Aa_G124050.h1.t1
OG0013543	Ag014G1771000	Aa_G14910.h2.t1, Aa_G14910.h1.t1
OG0013544	Ag014G1771100	Aa_G14900.h2.t1, Aa_G14900.h3.t1, Aa_G14900.h1.t1
OG0013545	Ag014G1771500	Aa_G14840.h1.t1
OG0013546	Ag014G1773700	Aa_G14690.h1.t1
OG0013547	Ag014G1776200	Aa_G90100.h1.t1
OG0013548	Ag014G1778200	Aa_G71590.h1.t1
OG0013550	Ag014G1786500	Aa_G42240.h1.t1
OG0013551	Ag014G1790600	Aa_G250410.h1.t1
OG0013554	Ag014G1798800	Aa_G267840.h1.t1
OG0013555	Ag014G1804200	Aa_G44860.h1.t1
OG0013556	Ag014G1805900	Aa_G44960.h1.t1
OG0013557	Ag014G1806700	Aa_G45000.h1.t1
OG0013558	Ag014G1806800	Aa_G45010.h1.t1
OG0013559	Ag014G1806900	Aa_G45020.h1.t1
OG0013560	Ag014G1808200	Aa_G438150.h1.t1
OG0013561	Ag014G1810800	Aa_G185520.h1.t1
OG0013562	Ag014G1811000	Aa_G185540.h1.t1
OG0013563	Ag014G1816900	Aa_G305000.h1.t1
OG0013564	Ag014G1817800	Aa_G304960.h1.t1
OG0013565	Ag014G1819700	Aa_G4200.h1.t1
OG0013566	Ag014G1819900	Aa_G4210.h1.t1
OG0013567	Ag014G1821500	Aa_G4310.h1.t1
OG0013568	Ag014G1821800	Aa_G4320.h1.t1
OG0013569	Ag014G1823500	Aa_G4410.h1.t1
OG0013570	Ag014G1824200	Aa_G4480.h1.t1
OG0013571	Ag014G1825100	Aa_G4560.h1.t1
OG0013572	Ag014G1825300	Aa_G4580.h1.t1
OG0013573	Ag014G1826400	Aa_G4650.h1.t1
OG0013574	Ag014G1827800	Aa_G4740.h1.t1, Aa_G686360.h1.t1
OG0013575	Ag014G1831500	Aa_G5060.h1.t1
OG0013576	Ag014G1832900	Aa_G75570.h1.t1
OG0013577	Ag011G1164400, Ag014G1833600	Aa_G75600.h1.t1
OG0013578	Ag014G1839400	Aa_G51070.h1.t1
OG0013579	Ag014G1841800	Aa_G51180.h1.t1
OG0013580	Ag014G1845100	Aa_G648160.h1.t1
OG0013581	Ag014G1846400	Aa_G205810.h1.t1
OG0013582	Ag014G1846600	Aa_G205840.h1.t1, Aa_G205830.h1.t1
OG0013583	Ag014G1849100	Aa_G163120.h1.t1
OG0013584	Ag014G1850900	Aa_G524320.h1.t1
OG0013585	Ag014G1855100	Aa_G49760.h1.t1
OG0013586	Ag014G1856300	Aa_G49910.h1.t1
OG0013587	Ag014G1857100, Ag025G2946400	Aa_G49960.h1.t1, Aa_G492890.h1.t1, Aa_G49970.h1.t1
OG0013588	Ag014G1857600	Aa_G47400.h1.t1
OG0013589	Ag014G1858800	Aa_G47290.h1.t1
OG0013590	Ag014G1861300	Aa_G47120.h1.t1
OG0013591	Ag014G1865400	Aa_G78860.h1.t1
OG0013592	Ag014G1865900	Aa_G78800.h1.t1
OG0013593	Ag014G1866000	Aa_G78790.h1.t1, Aa_G139070.h1.t1
OG0013594	Ag014G1866500	Aa_G78750.h1.t1
OG0013595	Ag014G1872000	Aa_G174620.h1.t1
OG0013596	Ag014G1873000	Aa_G174580.h1.t1
OG0013597	Ag014G1876700	Aa_G174220.h1.t1
OG0013598	Ag014G1876800	Aa_G174190.h1.t1
OG0013599	Ag014G1880800	Aa_G302030.h1.t1
OG0013600	Ag014G1881400	Aa_G302080.h1.t1
OG0013601	Ag014G1882900	Aa_G24380.h1.t1
OG0013602	Ag014G1886000	Aa_G24200.h1.t1
OG0013603	Ag014G1886700	Aa_G24140.h1.t1
OG0013604	Ag014G1886900	Aa_G24120.h1.t1
OG0013605	Ag014G1887300	Aa_G24080.h1.t1
OG0013606	Ag014G1887500	Aa_G24070.h1.t1
OG0013607	Ag014G1890200	Aa_G101390.h1.t1
OG0013608	Ag014G1898300	Aa_G733410.h1.t1, Aa_G733410.h2.t1
OG0013608	Ag014G1898100	Aa_G403510.h1.t1, Aa_G906910.h1.t1
OG0013609	Ag014G1898800	Aa_G34830.h1.t1
OG0013610	Ag014G1900300	Aa_G34740.h1.t1
OG0013611	Ag014G1904700	Aa_G324480.h1.t1
OG0013612	Ag014G1905100	Aa_G324460.h1.t1
OG0013613	Ag014G1907400	Aa_G569390.h1.t1
OG0013614	Ag014G1908000	Aa_G551280.h1.t1
OG0013615	Ag014G1908300	Aa_G322180.h1.t1, Aa_G322250.h1.t1
OG0013616	Ag014G1911100	Aa_G678920.h1.t1
OG0013618	Ag014G1919200	Aa_G137110.h1.t1
OG0013619	Ag014G1921800	Aa_G136940.h1.t1
OG0013620	Ag014G1921900	Aa_G136930.h1.t1
OG0013622	Ag014G1922300	Aa_G136900.h1.t1
OG0013623	Ag014G1922900	Aa_G136830.h1.t1
OG0013624	Ag014G1926000	Aa_G333270.h1.t1, Aa_G333280.h1.t1
OG0013625	Ag014G1927100, Ag014G1928000	Aa_G333240.h1.t1
OG0013626	Ag014G1929500	Aa_G195570.h1.t1
OG0013627	Ag014G1929800	Aa_G195540.h1.t1
OG0013628	Ag014G1936800	Aa_G216030.h1.t1
OG0013629	Ag014G1938400	Aa_G397580.h1.t1
OG0013630	Ag014G1943400	Aa_G5420.h1.t1
OG0013631	Ag014G1944400	Aa_G5320.h1.t1
OG0013632	Ag014G1944800	Aa_G5280.h1.t1
OG0013634	Ag014G1948700	Aa_G40490.h1.t1
OG0013635	Ag014G1949000	Aa_G40460.h1.t1
OG0013636	Ag014G1950700	Aa_G40340.h1.t1
OG0013637	Ag014G1953200	Aa_G40160.h1.t1
OG0013639	Ag014G1957500, Ag011G1143100	Aa_G720250.h1.t1
OG0013642	Ag014G1970000	Aa_G535000.h1.t1
OG0013643	Ag014G1976200	Aa_G641630.h1.t1
OG0013644	Ag014G1978000	Aa_G99300.h1.t1
OG0013645	Ag014G1980400	Aa_G237630.h1.t1
OG0013647	Ag014G1996400	Aa_G340240.h1.t1
OG0013648	Ag014G1999200	Aa_G140330.h1.t1
OG0013649	Ag014G2001200	Aa_G1470.h1.t1
OG0013650	Ag014G2002100	Aa_G1390.h1.t1
OG0013651	Ag014G2005700	Aa_G1140.h1.t1
OG0013652	Ag014G2006300	Aa_G1090.h1.t1
OG0013653	Ag014G2006800	Aa_G1060.h1.t1
OG0013654	Ag014G2007700	Aa_G1030.h1.t1
OG0013655	Ag014G2009600	Aa_G443930.h1.t1
OG0013656	Ag014G2010600	Aa_G234970.h1.t1
OG0013657	Ag014G2017800	Aa_G507830.h1.t1
OG0013658	Ag014G2018400	Aa_G31960.h1.t1
OG0013659	Ag014G2018600, Ag061G5017800	Aa_G582880.h1.t1
OG0013660	Ag014G2089700, Ag014G2019500	Aa_G32080.h1.t1
OG0013661	Ag034G3882300, Ag034G3882500, Ag014G2021100	Aa_G32230.h1.t1
OG0013662	Ag014G2023300	Aa_G242060.h1.t1
OG0013663	Ag014G2023700	Aa_G242020.h1.t1
OG0013664	Ag014G2026400	Aa_G241890.h1.t1
OG0013665	Ag014G2030100, Ag014G2030200, Ag014G2030300, Ag014G2030400	Aa_G223560.h1.t1
OG0013666	Ag014G2030500, Ag014G2141700	Aa_G565940.h1.t1
OG0013667	Ag014G2030600	Aa_G532800.h1.t1
OG0013668	Ag014G2041400	Aa_G97010.h1.t1
OG0013669	Ag014G2041500	Aa_G20430.h1.t1, Aa_G97000.h1.t1
OG0013670	Ag014G2044100	Aa_G20490.h1.t1
OG0013671	Ag014G2044700	Aa_G20450.h1.t1
OG0013672	Ag014G2046900	Aa_G20390.h1.t1
OG0013673	Ag014G2047700	Aa_G20340.h1.t1
OG0013674	Ag014G2048000	Aa_G71110.h1.t1
OG0013675	Ag014G2048400	Aa_G71130.h1.t1
OG0013676	Ag014G2049700	Aa_G71230.h1.t1
OG0013677	Ag014G2053600	Aa_G527560.h1.t1
OG0013679	Ag014G2056300	Aa_G53660.h1.t1
OG0013680	Ag014G2056900	Aa_G53620.h1.t1
OG0013681	Ag014G2061800	Aa_G587210.h1.t1
OG0013682	Ag014G2062200	Aa_G682960.h1.t1, Aa_G682960.h2.t1
OG0013684	Ag014G2063200	Aa_G683020.h1.t1
OG0013685	Ag014G2063300	Aa_G683030.h1.t1
OG0013686	Ag014G2063400	Aa_G683040.h1.t1
OG0013687	Ag014G2064100	Aa_G497750.h1.t1
OG0013688	Ag014G2064200	Aa_G497760.h1.t1
OG0013689	Ag014G2069600	Aa_G176920.h1.t1
OG0013690	Ag014G2069700	Aa_G176930.h1.t1
OG0013691	Ag014G2085300	Aa_G390020.h1.t1
OG0013692	Ag014G2093600	Aa_G669750.h1.t1
OG0013693	Ag014G2116400	Aa_G240110.h1.t1
OG0013694	Ag014G2120100	Aa_G371420.h1.t1
OG0013695	Ag014G2120400	Aa_G371430.h1.t1
OG0013696	Ag014G2126000	Aa_G20180.h1.t1
OG0013697	Ag014G2133500	Aa_G164580.h1.t1
OG0013698	Ag014G2135100	Aa_G164680.h1.t1
OG0013699	Ag014G2136400	Aa_G50770.h1.t1
OG0013700	Ag014G2150200	Aa_G323950.h1.t1
OG0013701	Ag014G2151500	Aa_G152540.h1.t1
OG0013702	Ag014G2152000	Aa_G152490.h1.t1, Aa_G403130.h1.t1
OG0013703	Ag014G2155900	Aa_G254480.h1.t1, Aa_G242990.h1.t1
OG0013704	Ag014G2156200	Aa_G243000.h1.t1
OG0013705	Ag014G2156300	Aa_G243010.h1.t1
OG0013706	Ag014G2156500	Aa_G800570.h1.t1
OG0013707	Ag014G2157400	Aa_G250570.h1.t1
OG0013708	Ag014G2162500	Aa_G250660.h1.t1
OG0013709	Ag014G2165800, Ag002G0241700	Aa_G137220.h1.t1, Aa_G17420.h1.t1
OG0013710	Ag014G2166400	Aa_G133320.h1.t1
OG0013711	Ag027G3073300, Ag014G2168000	Aa_G133240.h1.t1
OG0013712	Ag027G3071300, Ag014G2169400	Aa_G636470.h1.t1
OG0013713	Ag014G2170900, Ag027G3070300, Ag014G2170800	Aa_G136600.h1.t1
OG0013714	Ag061G5024600	Aa_G245570.h1.t1
OG0013715	Ag061G5025600	Aa_G245670.h1.t1, Aa_G245670.h2.t1
OG0013716	Ag061G5027100	Aa_G311340.h1.t1
OG0013717	Ag061G5029800	Aa_G421560.h1.t1
OG0013718	Ag061G5030500	Aa_G110030.h1.t1
OG0013719	Ag061G5030600	Aa_G110050.h1.t1
OG0013720	Ag061G5032900	Aa_G417840.h1.t1
OG0013721	Ag061G5034000	Aa_G439620.h1.t1
OG0013722	Ag061G5035400	Aa_G551810.h1.t1
OG0013723	Ag061G5037000	Aa_G336580.h1.t1
OG0013724	Ag061G5038700	Aa_G505940.h1.t1
OG0013725	Ag061G5039700	Aa_G481850.h1.t1
OG0013726	Ag061G5040600	Aa_G212960.h1.t1, Aa_G213100.h1.t1
OG0013727	Ag061G5040900	Aa_G213110.h1.t1, Aa_G212950.h1.t1
OG0013728	Ag061G5041200	Aa_G512950.h1.t1, Aa_G754570.h1.t1
OG0013729	Ag061G5043100	Aa_G36200.h1.t1
OG0013730	Ag061G5045700	Aa_G503640.h1.t1
OG0013731	Ag061G5046600	Aa_G65120.h1.t1
OG0013732	Ag061G5049700	Aa_G90160.h1.t1
OG0013733	Ag064G5101700, Ag027G3005000	Aa_G178980.h1.t1
OG0013734	Ag027G3007000, Ag064G5099900	Aa_G428260.h1.t1
OG0013735	Ag027G3010200, Ag064G5094100	Aa_G293360.h1.t1
OG0013736	Ag027G3013800	Aa_G71950.h1.t1
OG0013737	Ag027G3015500, Ag064G5091300	Aa_G543590.h1.t1
OG0013738	Ag027G3015700	Aa_G504320.h1.t1
OG0013739	Ag027G3021700	Aa_G391610.h1.t1
OG0013740	Ag027G3023400	Aa_G427500.h1.t1
OG0013741	Ag027G3032300	Aa_G306620.h1.t1
OG0013742	Ag027G3035100	Aa_G212350.h1.t1
OG0013743	Ag027G3037100	Aa_G96540.h1.t1
OG0013744	Ag027G3040600	Aa_G3430.h1.t1
OG0013746	Ag027G3052100	Aa_G455790.h1.t1
OG0013747	Ag027G3053000	Aa_G399640.h1.t1
OG0013748	Ag027G3056400	Aa_G171700.h1.t1
OG0013749	Ag027G3057300	Aa_G171740.h2.t1, Aa_G171740.h1.t1
OG0013750	Ag027G3058700	Aa_G388620.h1.t1
OG0013751	Ag027G3062900	Aa_G227460.h1.t1
OG0013752	Ag068G5215500	Aa_G325430.h1.t1
OG0013753	Ag002G0275000, Ag036G4123500, Ag068G5232300	Aa_G316190.h1.t1
OG0013754	Ag036G4090500	Aa_G149770.h1.t1
OG0013755	Ag036G4092600	Aa_G30800.h1.t1
OG0013756	Ag036G4114400	Aa_G664060.h1.t1
OG0013757	Ag036G4115600	Aa_G714830.h1.t1
OG0013758	Ag036G4116800	Aa_G474690.h1.t1
OG0013759	Ag036G4117000	Aa_G474720.h1.t1
OG0013760	Ag036G4118600	Aa_G204520.h1.t1
OG0013761	Ag036G4120200	Aa_G510110.h1.t1
OG0013762	Ag036G4120900, Ag002G0277100	Aa_G256360.h1.t1
OG0013763	Ag060G4999900	Aa_G83750.h1.t1
OG0013764	Ag060G5007200	Aa_G280290.h1.t1
OG0013765	Ag060G5008000	Aa_G280230.h1.t1
OG0013766	Ag060G5009100	Aa_G735980.h1.t1
OG0013767	Ag060G5011500	Aa_G276250.h1.t1
OG0013768	Ag060G5012300	Aa_G655880.h1.t1
OG0013769	Ag060G5014500	Aa_G495990.h1.t1
OG0013770	Ag060G5014800	Aa_G166850.h1.t1
OG0013771	Ag060G5015900	Aa_G411030.h1.t1
OG0013772	Ag043G4455000	Aa_G361220.h1.t1
OG0013773	Ag043G4457400	Aa_G91560.h1.t1
OG0013774	Ag043G4459500	Aa_G102150.h1.t1
OG0013775	Ag043G4459600	Aa_G102170.h1.t1
OG0013776	Ag017G2406000	Aa_G1087670.h1.t1, Aa_G1087670.h2.t1
OG0013777	Ag017G2412900	Aa_G114530.h1.t1
OG0013778	Ag017G2413400	Aa_G114490.h1.t1
OG0013779	Ag017G2413500	Aa_G114480.h1.t1
OG0013780	Ag017G2413600	Aa_G114470.h1.t1
OG0013781	Ag017G2413900	Aa_G114440.h1.t1
OG0013782	Ag017G2414000	Aa_G114430.h1.t1
OG0013783	Ag017G2417900	Aa_G87910.h1.t1
OG0013784	Ag017G2418000	Aa_G87920.h1.t1
OG0013785	Ag017G2418800	Aa_G87960.h1.t1
OG0013786	Ag017G2421300	Aa_G235890.h1.t1
OG0013787	Ag017G2422500	Aa_G236130.h1.t1
OG0013788	Ag017G2424500	Aa_G236040.h1.t1
OG0013789	Ag017G2427100	Aa_G123000.h1.t1
OG0013790	Ag017G2430100	Aa_G122810.h1.t1
OG0013791	Ag017G2432900	Aa_G122640.h1.t1
OG0013792	Ag017G2434600	Aa_G251450.h1.t1
OG0013793	Ag034G3650300	Aa_G106330.h1.t1
OG0013794	Ag034G3651100	Aa_G106240.h1.t1
OG0013795	Ag034G3653100	Aa_G94550.h1.t1
OG0013796	Ag034G3654000	Aa_G94470.h1.t1
OG0013797	Ag034G3655100	Aa_G94380.h1.t1
OG0013798	Ag034G3656000	Aa_G270260.h1.t1
OG0013799	Ag034G3658200	Aa_G105760.h1.t1
OG0013800	Ag034G3662400	Aa_G290750.h1.t1
OG0013801	Ag034G3662500	Aa_G290740.h1.t1
OG0013802	Ag034G3663100	Aa_G290690.h1.t1
OG0013803	Ag034G3663600	Aa_G290630.h1.t1
OG0013804	Ag034G3664500	Aa_G531700.h1.t1, Aa_G211790.h1.t1
OG0013805	Ag034G3667100	Aa_G325250.h1.t1
OG0013806	Ag034G3668500	Aa_G424020.h1.t1
OG0013807	Ag034G3670200	Aa_G6410.h1.t1
OG0013808	Ag034G3671000	Aa_G6460.h1.t1
OG0013809	Ag034G3671200	Aa_G6500.h1.t1
OG0013810	Ag034G3671600	Aa_G6540.h1.t1
OG0013811	Ag034G3674100	Aa_G6780.h1.t1
OG0013812	Ag034G3675700	Aa_G6860.h1.t1
OG0013813	Ag034G3677100	Aa_G228430.h1.t1
OG0013814	Ag034G3677600	Aa_G228380.h1.t1
OG0013815	Ag034G3679800	Aa_G358040.h1.t1
OG0013816	Ag034G3683800	Aa_G134960.h1.t1
OG0013817	Ag034G3689700	Aa_G134670.h1.t1
OG0013818	Ag034G3693400	Aa_G400280.h1.t1
OG0013819	Ag034G3693900	Aa_G400320.h1.t1
OG0013820	Ag034G3699500	Aa_G38840.h1.t1
OG0013821	Ag034G3700100	Aa_G38900.h1.t1
OG0013822	Ag034G3702800	Aa_G477750.h1.t1
OG0013823	Ag034G3705300	Aa_G286260.h1.t1
OG0013824	Ag034G3705400	Aa_G286270.h1.t1
OG0013825	Ag034G3722000	Aa_G140010.h1.t1
OG0013826	Ag034G3722200	Aa_G140040.h1.t1
OG0013827	Ag034G3726100	Aa_G22970.h1.t1
OG0013828	Ag034G3728300	Aa_G22760.h1.t1
OG0013830	Ag034G3732800	Aa_G429890.h1.t1
OG0013831	Ag034G3733700	Aa_G429800.h1.t1
OG0013832	Ag034G3734900	Aa_G441410.h1.t1
OG0013833	Ag034G3739300	Aa_G275860.h1.t1
OG0013834	Ag034G3740600	Aa_G275750.h1.t1
OG0013835	Ag034G3742000	Aa_G575760.h1.t1
OG0013836	Ag034G3748400	Aa_G345310.h1.t1
OG0013837	Ag034G3753000	Aa_G151860.h1.t1
OG0013838	Ag034G3754800	Aa_G574640.h1.t1
OG0013839	Ag034G3755600	Aa_G368350.h1.t1
OG0013840	Ag034G3755800	Aa_G271990.h1.t1
OG0013841	Ag034G3755900	Aa_G368330.h1.t1
OG0013842	Ag034G3761600	Aa_G80660.h1.t1
OG0013844	Ag034G3764100	Aa_G19200.h1.t1
OG0013845	Ag034G3765300	Aa_G19110.h1.t1
OG0013846	Ag034G3767500	Aa_G592410.h1.t1
OG0013847	Ag034G3768600	Aa_G394780.h1.t1
OG0013848	Ag034G3769100	Aa_G394730.h1.t1
OG0013849	Ag034G3771300	Aa_G193970.h1.t1
OG0013850	Ag034G3771700	Aa_G194050.h1.t1
OG0013851	Ag034G3774400	Aa_G516450.h1.t1
OG0013852	Ag034G3776000	Aa_G160930.h1.t1
OG0013853	Ag034G3777100	Aa_G160810.h1.t1
OG0013854	Ag034G3778200	Aa_G463950.h1.t1
OG0013855	Ag034G3782400	Aa_G165480.h1.t1
OG0013856	Ag034G3787200	Aa_G318520.h1.t1
OG0013857	Ag034G3788100	Aa_G226630.h1.t1
OG0013859	Ag034G3789600	Aa_G564000.h1.t1
OG0013860	Ag034G3789800	Aa_G587340.h1.t1
OG0013861	Ag034G3793000	Aa_G353480.h1.t1
OG0013862	Ag034G3794800	Aa_G43250.h1.t1
OG0013863	Ag034G3797200	Aa_G43420.h1.t1, Aa_G543740.h1.t1
OG0013864	Ag034G3798500	Aa_G457590.h1.t1
OG0013865	Ag034G3798800	Aa_G457650.h1.t1
OG0013866	Ag034G3799600	Aa_G457690.h1.t1
OG0013867	Ag034G3799800	Aa_G572730.h1.t1
OG0013868	Ag034G3802200	Aa_G432820.h1.t1
OG0013869	Ag034G3802300	Aa_G804110.h1.t1
OG0013870	Ag034G3806800, Ag034G3807000	Aa_G457570.h1.t1
OG0013871	Ag034G3809400	Aa_G195500.h1.t1
OG0013872	Ag034G3812000	Aa_G339050.h1.t1
OG0013873	Ag034G3812200	Aa_G339020.h1.t1
OG0013874	Ag034G3813300	Aa_G338990.h1.t1
OG0013875	Ag034G3814100	Aa_G338930.h1.t1
OG0013876	Ag034G3815600	Aa_G77450.h1.t1
OG0013877	Ag034G3815700	Aa_G77440.h1.t1
OG0013878	Ag034G3817400	Aa_G298990.h1.t1
OG0013879	Ag034G3817600	Aa_G298970.h1.t1
OG0013880	Ag034G3817700	Aa_G298960.h1.t1
OG0013881	Ag034G3829400	Aa_G291930.h2.t1, Aa_G291930.h1.t1
OG0013882	Ag034G3831100	Aa_G292010.h1.t1
OG0013883	Ag034G3832300	Aa_G292130.h1.t1
OG0013884	Ag034G3832900	Aa_G26510.h1.t1
OG0013885	Ag034G3834500	Aa_G26570.h1.t1, Aa_G305470.h1.t1
OG0013886	Ag034G3835100	Aa_G26650.h1.t1
OG0013887	Ag034G3837000, Ag018G2486500	Aa_G431840.h1.t1
OG0013888	Ag034G3838100	Aa_G584930.h1.t1
OG0013889	Ag034G3841000	Aa_G164270.h1.t1
OG0013890	Ag034G3841900	Aa_G247180.h1.t1
OG0013892	Ag034G3847300	Aa_G118560.h1.t1
OG0013893	Ag034G3847700	Aa_G118630.h1.t1
OG0013895	Ag034G3856900	Aa_G658810.h1.t1
OG0013896	Ag034G3858600	Aa_G92990.h1.t1
OG0013897	Ag034G3859500, Ag034G3859400	Aa_G93020.h1.t1
OG0013898	Ag034G3860100	Aa_G93090.h1.t1
OG0013899	Ag034G3860200	Aa_G93100.h1.t1
OG0013900	Ag034G3863800	Aa_G117710.h1.t1
OG0013901	Ag034G3868200	Aa_G115610.h1.t1
OG0013902	Ag034G3868500	Aa_G486480.h1.t1, Aa_G242510.h1.t1
OG0013903	Ag034G3878000	Aa_G394350.h1.t1
OG0013904	Ag034G3881100	Aa_G121180.h1.t1
OG0013905	Ag034G3888200	Aa_G525740.h1.t1
OG0013906	Ag034G3888500	Aa_G525780.h1.t1
OG0013908	Ag034G3897700	Aa_G9680.h1.t1
OG0013909	Ag034G3900200, Ag034G3900100, Ag034G3899900	Aa_G205020.h1.t1
OG0013910	Ag034G3900500	Aa_G66470.h1.t1
OG0013913	Ag034G3903500	Aa_G103930.h1.t1
OG0013914	Ag034G3903700	Aa_G103910.h1.t1
OG0013916	Ag034G3905900	Aa_G103750.h1.t1
OG0013917	Ag034G3906700	Aa_G131910.h1.t1
OG0013918	Ag034G3915100	Aa_G275070.h1.t1
OG0013919	Ag034G3918400	Aa_G324090.h1.t1, Aa_G487860.h1.t1
OG0013920	Ag034G3921900	Aa_G170220.h1.t1
OG0013921	Ag034G3923300	Aa_G343570.h1.t1
OG0013922	Ag034G3923700	Aa_G188700.h1.t1
OG0013923	Ag034G3923800	Aa_G188690.h1.t1
OG0013924	Ag034G3924900	Aa_G528300.h1.t1
OG0013925	Ag034G3925400	Aa_G528250.h1.t1
OG0013926	Ag034G3934200	Aa_G139700.h1.t1, Aa_G535560.h1.t1
OG0013927	Ag034G3935400	Aa_G729270.h1.t1
OG0013928	Ag034G3936700	Aa_G583640.h1.t1
OG0013929	Ag034G3938700	Aa_G583530.h1.t1
OG0013930	Ag034G3940700	Aa_G379840.h1.t1
OG0013931	Ag034G3941700	Aa_G55190.h1.t1
OG0013932	Ag034G3943600	Aa_G132320.h1.t1
OG0013933	Ag034G3947500, Ag034G3947700	Aa_G119010.h1.t1
OG0013934	Ag034G3957900	Aa_G580260.h1.t1
OG0013935	Ag034G3959300	Aa_G192260.h1.t1
OG0013936	Ag034G3959800	Aa_G192190.h1.t1
OG0013937	Ag034G3959900	Aa_G192180.h1.t1
OG0013938	Ag034G3960300, Ag034G3960100	Aa_G371550.h1.t1
OG0013939	Ag034G3962700	Aa_G407700.h1.t1
OG0013940	Ag034G3963100	Aa_G323700.h1.t1
OG0013941	Ag034G3964800	Aa_G93260.h1.t1
OG0013942	Ag034G3965600	Aa_G93360.h1.t1
OG0013943	Ag034G3966400	Aa_G544310.h1.t1
OG0013944	Ag034G3966600	Aa_G544330.h1.t1
OG0013945	Ag034G3967200	Aa_G407840.h1.t1
OG0013946	Ag034G3968300	Aa_G526710.h1.t1
OG0013947	Ag034G3970400	Aa_G329300.h1.t1
OG0013948	Ag034G3971200	Aa_G480290.h1.t1
OG0013949	Ag034G3975100	Aa_G266380.h1.t1
OG0013950	Ag034G3975400	Aa_G266350.h1.t1
OG0013951	Ag034G3976200	Aa_G582870.h1.t1
OG0013952	Ag034G3979300	Aa_G436680.h1.t1
OG0013953	Ag034G3980000	Aa_G622560.h1.t1
OG0013954	Ag034G3982500	Aa_G148840.h1.t1
OG0013955	Ag034G3988400	Aa_G715280.h1.t1
OG0013956	Ag034G4001200	Aa_G331070.h1.t1
OG0013958	Ag034G4001700	Aa_G627020.h1.t1
OG0013959	Ag034G4003000	Aa_G374440.h1.t1
OG0013960	Ag034G4003100	Aa_G374430.h1.t1
OG0013961	Ag034G4008600	Aa_G454260.h1.t1
OG0013962	Ag034G4011200	Aa_G329460.h1.t1
OG0013963	Ag034G4014100	Aa_G272120.h1.t1
OG0013964	Ag034G4015000	Aa_G166090.h1.t1
OG0013965	Ag034G4016900	Aa_G292610.h1.t1
OG0013966	Ag034G4017700	Aa_G108680.h1.t1
OG0013967	Ag034G4026700	Aa_G121760.h1.t1, Aa_G121760.h2.t1
OG0013968	Ag034G4029600	Aa_G121840.h1.t1
OG0013969	Ag034G4031800	Aa_G399800.h1.t1
OG0013970	Ag034G4032200	Aa_G399820.h1.t1, Aa_G149130.h1.t1
OG0013971	Ag034G4032300	Aa_G399830.h1.t1
OG0013973	Ag034G4039600	Aa_G160310.h1.t1
OG0013974	Ag034G4041100	Aa_G245830.h1.t1
OG0013975	Ag025G2932800, Ag034G4041900	Aa_G245870.h1.t1
OG0013976	Ag034G4042300	Aa_G626470.h1.t1
OG0013977	Ag034G4042600	Aa_G149350.h1.t1
OG0013978	Ag034G4043400	Aa_G149310.h1.t1
OG0013979	Ag034G4046200	Aa_G319540.h1.t1
OG0013980	Ag034G4046800	Aa_G297600.h1.t1, Aa_G297610.h1.t1
OG0013981	Ag034G4047200	Aa_G297640.h1.t1
OG0013982	Ag034G4049700	Aa_G232180.h1.t1
OG0013983	Ag034G4056000	Aa_G163380.h1.t1
OG0013985	Ag034G4058800	Aa_G17790.h1.t1
OG0013986	Ag034G4061400	Aa_G17660.h1.t1
OG0013987	Ag034G4062000	Aa_G17610.h1.t1
OG0013988	Ag034G4062100	Aa_G17590.h1.t1
OG0013989	Ag034G4063900	Aa_G101690.h1.t1
OG0013990	Ag034G4069700	Aa_G221950.h1.t1
