Orthogroup	Alyssum_gmelinii	Camelina_sativa
OG0014459	Ag013G1499800, Ag013G1500000	XP_010495150.1, XP_010491897.1, XP_010419736.1
OG0014460	Ag013G1504300	XP_010425657.1, XP_019102221.1, XP_010502947.1
OG0014461	Ag013G1504500	XP_010453180.1, XP_010419693.1, XP_010491857.1
OG0014462	Ag013G1506400	XP_010491848.1, XP_010419685.1, XP_010453172.1
OG0014463	Ag013G1511400	XP_010491805.1, XP_010419665.1, XP_010453150.1
OG0014464	Ag013G1513000	XP_010453144.1, XP_010491797.1, XP_010419658.1
OG0014465	Ag013G1513100	XP_010491794.1, XP_010453139.1, XP_019083758.1
OG0014466	Ag013G1513300	XP_010419655.1, XP_019089947.1, XP_010491792.1
OG0014467	Ag013G1514900	XP_010419647.1, XP_010453127.1, XP_010491782.1
OG0014468	Ag013G1515200	XP_010453124.1, XP_010491777.1, XP_010419644.1
OG0014469	Ag013G1515800	XP_010491770.1, XP_010419639.1, XP_010453119.1
OG0014470	Ag013G1519500	XP_010422818.1, XP_010491747.1, XP_010453103.1
OG0014471	Ag013G1519600	XP_010453102.1, XP_010422820.1, XP_010491745.1
OG0014472	Ag013G1521000	XP_019084430.1, XP_010491735.1, XP_019090008.1
OG0014473	Ag013G1522500	XP_010491733.1, XP_019090573.1
OG0014474	Ag013G1522600	XP_010491731.1, XP_010422833.1
OG0014475	Ag013G1523600	XP_010424702.1, XP_010491723.1, XP_010453079.1
OG0014476	Ag013G1526000	XP_019090325.1, XP_010491707.1, XP_010422847.1
OG0014477	Ag013G1529100	XP_010491676.1, XP_010422876.1, XP_010453044.1
OG0014478	Ag013G1530500	XP_010491666.1, XP_010422888.1, XP_010453034.1
OG0014479	Ag013G1530600	XP_010422889.1, XP_010453032.1, XP_010491665.1
OG0014480	Ag013G1533200	XP_010491646.1, XP_019089887.1, XP_010422908.1
OG0014481	Ag007G0863600, Ag013G1538100	XP_010435437.1, XP_010440721.1, XP_010450381.1
OG0014482	Ag013G1542400	XP_010452956.1, XP_010491599.1, XP_010422964.1
OG0014483	Ag013G1545200	XP_010422980.1, XP_010452938.1, XP_010491575.1
OG0014484	Ag013G1545300	XP_010491574.1, XP_010422981.1, XP_010452937.1
OG0014485	Ag013G1549500	XP_019090538.1, XP_010423024.1, XP_010491532.1
OG0014486	Ag013G1551200	XP_010423043.1, XP_010491508.1, XP_010452876.1
OG0014487	Ag013G1552600	XP_010491499.1, XP_010423056.1, XP_010452865.1
OG0014488	Ag013G1554600	XP_010452834.1, XP_010423088.1, XP_010495115.1
OG0014489	Ag013G1556100	XP_010490126.2, XP_010468480.2
OG0014490	Ag013G1556900	XP_010452817.1, XP_019084455.1, XP_010491465.1
OG0014491	Ag013G1557200	XP_010423108.1, XP_010452816.1, XP_010491462.1
OG0014493	Ag013G1562000	XP_010423143.1, XP_010452774.1, XP_010491425.1
OG0014494	Ag013G1563100	XP_010495105.1
OG0014495	Ag013G1568400	XP_010452728.1, XP_010491378.1, XP_010423191.1
OG0014496	Ag013G1570700	XP_010423199.1, XP_010491368.1, XP_010452717.1
OG0014497	Ag013G1571600	XP_019084631.1, XP_010455942.1, XP_019087134.1
OG0014498	Ag013G1577800	XP_010438926.1, XP_019089437.1
OG0014499	Ag013G1578600	XP_010448485.1, XP_010433693.1, XP_010438932.1
OG0014500	Ag013G1579700	XP_010438949.1, XP_010448498.1
OG0014501	Ag013G1579900	XP_010438952.1, XP_010433707.1
OG0014502	Ag013G1581700	XP_010433723.1, XP_010448515.1
OG0014503	Ag013G1581900	XP_010433728.1, XP_010438973.1, XP_010448522.1
OG0014504	Ag013G1582300	XP_010448531.1, XP_010433737.1, XP_010438983.1
OG0014505	Ag013G1582700	XP_019093773.1, XP_010417806.1, XP_010510883.1
OG0014506	Ag013G1584400	XP_010426015.1, XP_010514911.1, XP_010503196.1
OG0014507	Ag013G1584500	XP_010442540.1, XP_010482403.1
OG0014508	Ag013G1585000	XP_010417828.1, XP_010473069.1, XP_010510853.1
OG0014509	Ag013G1585100	XP_010473054.1, XP_010417815.1, XP_010510872.1
OG0014510	Ag013G1585300	XP_019101500.1, XP_010417817.1, XP_010473056.1
OG0014511	Ag013G1586300	XP_010510866.1, XP_010417822.2, XP_010473060.1
OG0014512	Ag013G1586400	XP_010510864.1, XP_010474525.1
OG0014513	Ag013G1587000	XP_010417832.1, XP_010473071.1
OG0014514	Ag013G1587100	XP_010417833.1, XP_010473072.1, XP_010510846.1
OG0014515	Ag013G1590400	XP_010417869.1, XP_010473107.1, XP_010510805.1
OG0014516	Ag013G1590900	XP_010510799.1, XP_010473112.1, XP_010417872.1
OG0014517	Ag013G1593400	XP_010417899.1, XP_010473139.1, XP_010510785.1
OG0014518	Ag013G1593700	XP_010473134.1, XP_019083608.1, XP_010510779.1
OG0014519	Ag013G1593800	XP_019101489.1, XP_010473133.1, XP_010417895.1
OG0014520	Ag013G1596500	XP_010417911.1, XP_010473149.1, XP_019101486.1
OG0014521	Ag013G1598700	XP_010473182.1, XP_010417936.1, XP_010510719.1
OG0014522	Ag013G1599500	XP_010510709.1, XP_010473192.1, XP_019082743.1
OG0014523	Ag013G1601400	XP_010414605.1, XP_010510698.1, XP_010470154.1
OG0014524	Ag013G1601800	XP_010510695.1, XP_010417954.1, XP_010473199.1
OG0014525	Ag013G1602400	XP_010510680.1, XP_010470135.1, XP_010414585.1
OG0014526	Ag013G1602700	XP_010510677.1, XP_010414582.1, XP_010470130.1
OG0014527	Ag013G1603800	XP_010470109.1, XP_010414561.1, XP_010510649.1
OG0014528	Ag013G1604400	XP_010510641.1, XP_010470101.1, XP_010414549.1
OG0014529	Ag013G1604900	XP_010470097.1, XP_010510635.1
OG0014530	Ag013G1606500	XP_019093057.1, XP_010510617.1, XP_010414517.1
OG0014531	Ag013G1607500	XP_019093503.1, XP_019101465.1, XP_019082780.1
OG0014532	Ag013G1608200	XP_010414497.1, XP_010470061.1, XP_010510611.1
OG0014533	Ag013G1608800	XP_010470058.1, XP_010510595.1
OG0014534	Ag013G1608900	XP_010510593.1, XP_010470057.1, XP_010414494.1
OG0014535	Ag013G1610900	XP_010510576.1, XP_010470045.1, XP_010414480.1
OG0014536	Ag013G1613700	XP_010470006.1, XP_010414449.1, XP_010510545.1
OG0014537	Ag013G1614000	XP_010414443.1, XP_010469996.1, XP_010510539.1
OG0014538	Ag013G1620700	XP_010469947.1, XP_010510484.1, XP_010414377.1
OG0014539	Ag013G1621800	XP_010469924.1, XP_010414364.1, XP_010510449.1
OG0014540	Ag013G1622000	XP_010414365.1, XP_010469920.1
OG0014541	Ag013G1624500	XP_010510425.1, XP_010469910.1, XP_010414327.1
OG0014542	Ag013G1625700	XP_010414318.1, XP_010469899.1, XP_010510413.1
OG0014543	Ag013G1630600	XP_010469891.1, XP_010414306.1
OG0014544	Ag013G1631600	XP_010510395.1, XP_010469884.1, XP_010414294.1
OG0014545	Ag013G1633000	XP_010414285.1, XP_010469877.1, XP_010510386.1
OG0014546	Ag013G1633400	XP_010469871.1, XP_010510379.1
OG0014547	Ag013G1639800	XP_010469785.1, XP_010414206.1, XP_010510275.1
OG0014548	Ag013G1643600	XP_010421025.1, XP_010493318.1
OG0014549	Ag013G1645500	XP_019100398.1, XP_019102416.1, XP_010427655.1
OG0014550	Ag013G1645800	XP_010414141.1, XP_010510211.1, XP_010473920.2
OG0014551	Ag013G1645900	XP_010469693.1, XP_010414140.1, XP_010510210.1
OG0014552	Ag013G1646000	XP_010510209.1, XP_010414139.1, XP_010469696.1
OG0014553	Ag013G1647800	XP_010469711.1, XP_010510196.1, XP_010414125.1
OG0014554	Ag013G1648600, Ag013G1648700, Ag031G3409100	XP_010469714.1
OG0014555	Ag013G1650400	XP_010433801.1, XP_010439070.1, XP_010448594.1
OG0014556	Ag013G1654400	XP_010469662.1, XP_010414073.1, XP_010510144.1
OG0014557	Ag013G1655500	XP_010510134.1, XP_010469651.1
OG0014558	Ag013G1656900	XP_010510113.1, XP_019082994.1, XP_010469640.1
OG0014559	Ag013G1658300	XP_010510106.1, XP_010414036.1, XP_010469637.1
OG0014560	Ag013G1659000	XP_010510099.1, XP_010469630.1
OG0014561	Ag013G1660300	XP_010509992.1, XP_010413971.1
OG0014562	Ag013G1661600	XP_010469582.1, XP_010510012.1, XP_010413990.1
OG0014563	Ag013G1663600	XP_010510040.1, XP_010469612.1, XP_019082979.1
OG0014564	Ag013G1664900	XP_010510061.1
OG0014565	Ag013G1668000	XP_010413947.1, XP_010469546.1, XP_010509968.2
OG0014566	Ag013G1668400	XP_010509967.1, XP_010469545.1, XP_010413946.1
OG0014567	Ag013G1670200	XP_019101339.1, XP_010469533.1, XP_010413931.1
OG0014568	Ag013G1670300	XP_010413928.1, XP_010469532.1, XP_010513101.1
OG0014569	Ag013G1675300	XP_010509894.1, XP_010413872.1, XP_010469481.1
OG0014570	Ag013G1677900	XP_010494327.1, XP_010481862.1, XP_010442021.1
OG0014571	Ag013G1681000	XP_010441997.1, XP_010481837.1
OG0014572	Ag013G1682600	XP_010481828.1, XP_010441990.1, XP_010494356.1
OG0014573	Ag013G1682700	XP_010441983.1, XP_010481823.1, XP_010494360.1
OG0014574	Ag013G1682900	XP_010494364.1, XP_010441982.1, XP_010481821.1
OG0014575	Ag013G1683100	XP_010441980.1, XP_010481818.1, XP_010494367.1
OG0014576	Ag013G1684700	XP_010481799.1, XP_010494383.1, XP_019087729.1
OG0014577	Ag013G1685400	XP_010441934.1, XP_010481789.1, XP_010494393.1
OG0014578	Ag013G1688300	XP_010481773.1, XP_010494418.1, XP_010445873.2
OG0014579	Ag013G1688400	XP_010481772.1, XP_010441923.2
OG0014580	Ag013G1688600	XP_010494421.1, XP_010481770.1, XP_010441920.1
OG0014581	Ag013G1689300	XP_010494429.1, XP_010441912.1, XP_010481763.1
OG0014582	Ag013G1694200	XP_019088421.1, XP_010433660.2, XP_019089685.1
OG0014583	Ag013G1694700	XP_010438894.1, XP_010451199.1, XP_010433654.1, XP_010497580.1
OG0014584	Ag013G1695400	XP_019086223.1, XP_010448443.1, XP_010438889.1
OG0014585	Ag013G1696600	XP_010438883.1, XP_010433639.1, XP_010448436.1
OG0014586	Ag013G1696700	XP_019087347.1, XP_010433636.1, XP_010448433.1
OG0014587	Ag013G1698800	XP_010433619.1, XP_010438867.1, XP_010448415.1
OG0014588	Ag013G1699000	XP_019089318.1, XP_010433617.1, XP_010438863.1
OG0014589	Ag013G1702600	XP_010479168.1, XP_010461568.1, XP_010500293.1
OG0014590	Ag013G1703000	XP_010461563.1, XP_010500288.1, XP_010479163.1
OG0014591	Ag013G1703800	XP_010500282.1, XP_010461557.1, XP_010479161.1
OG0014592	Ag013G1705500	XP_010479137.1, XP_010461535.1
OG0014593	Ag013G1706000	XP_010479128.1, XP_010500252.1
OG0014594	Ag013G1707100	XP_010499244.1, XP_010478102.1, XP_010460517.1
OG0014595	Ag013G1707200	XP_010479069.1, XP_010500174.1, XP_010461467.1
OG0014596	Ag048G4654700, Ag013G1707800	XP_010471821.1, XP_010416588.1
OG0014597	Ag013G1708200	XP_010479073.1
OG0014598	Ag013G1708700	XP_010500183.1, XP_010461474.1, XP_010479075.1
OG0014599	Ag013G1709600	XP_010461496.1, XP_010479095.1, XP_010500203.1
OG0014600	Ag013G1710100	XP_010479098.1, XP_010461501.1, XP_010500206.1
OG0014601	Ag013G1713300	XP_010478127.1, XP_010460535.1, XP_010499269.1
OG0014602	Ag013G1713400	XP_010501620.1, XP_010460539.1, XP_010478129.1
OG0014603	Ag013G1714100	XP_010478139.1, XP_010460552.1, XP_010499280.2
OG0014604	Ag013G1715000	XP_010478147.1, XP_010460564.1, XP_010499290.1
OG0014605	Ag013G1716900	XP_010478173.1, XP_010460585.1, XP_010499311.1
OG0014606	Ag013G1718100	XP_010460597.1, XP_010478186.1, XP_010499323.1
OG0014607	Ag013G1720300	XP_019094459.1, XP_019090805.1, XP_019099247.1
OG0014608	Ag013G1720400	XP_010478202.1, XP_010499357.1, XP_010460621.1
OG0014609	Ag013G1721400	XP_010460637.1, XP_010499370.1, XP_010478216.1
OG0014610	Ag013G1726100	XP_010478263.1, XP_010460675.1, XP_010499423.1
OG0014611	Ag013G1728500	XP_010478282.1, XP_010460697.1
OG0014612	Ag013G1730700	XP_010478302.1, XP_010499455.1, XP_010460719.1
OG0014613	Ag013G1732600	XP_010478324.1, XP_010499466.1, XP_010499467.1, XP_010460733.1
OG0014614	Ag013G1734200	XP_010499476.1, XP_010460738.1, XP_010478330.1
OG0014615	Ag013G1736400	XP_019099273.1, XP_010460755.1, XP_010478352.1
OG0014616	Ag013G1737500	XP_010499506.1, XP_010478363.1, XP_010460765.1
OG0014617	Ag013G1740200	XP_010460777.1, XP_010478373.2, XP_010499517.1
OG0014618	Ag013G1741000	XP_010478377.1, XP_010499521.1
OG0014619	Ag013G1741200	XP_010460786.1, XP_010499524.1, XP_010478381.1
OG0014620	Ag013G1745700	XP_010499584.1, XP_010460848.1, XP_010478462.1
OG0014621	Ag013G1746000	XP_010460853.1, XP_010478468.1, XP_019095731.1
OG0014622	Ag013G1746200	XP_010460856.1, XP_010499592.1, XP_010478473.1
OG0014623	Ag013G1746600	XP_010448552.1, XP_010439019.1, XP_010433755.1
OG0014624	Ag013G1747200	XP_010460866.1, XP_010499600.1
OG0014625	Ag013G1747800	XP_010460873.1, XP_010499607.1, XP_010478493.1
OG0014626	Ag013G1748300	XP_010499611.1, XP_010478498.1, XP_010460875.1
OG0014627	Ag013G1752100	XP_010499634.1
OG0014628	Ag013G1752300	XP_019095753.1, XP_010460901.1, XP_010478525.1
OG0014629	Ag013G1752900	XP_010460907.1, XP_010478532.1, XP_010499644.1
OG0014630	Ag013G1753900	XP_010460919.1, XP_010478548.1, XP_010499656.1
OG0014631	Ag013G1754900	XP_010478560.1, XP_010499667.1, XP_010460911.1
OG0014632	Ag013G1755000	XP_010478561.1, XP_010499668.1, XP_010460910.1
OG0014633	Ag013G1757100	XP_010460960.1, XP_010478882.1, XP_010499684.1
OG0014634	Ag013G1758000	XP_010478886.1, XP_010460965.1, XP_010499688.1
OG0014635	Ag013G1758400	XP_010499690.1, XP_010478891.1, XP_010460972.1
OG0014636	Ag013G1758800	XP_010499695.1, XP_010478896.1, XP_010460974.1
OG0014637	Ag013G1759100	XP_019099325.1, XP_010478899.1
OG0014638	Ag013G1761300	XP_010478593.1, XP_010499721.1, XP_010460999.1
OG0014639	Ag013G1761400	XP_010478595.1, XP_010460998.1, XP_010499720.1
OG0014640	Ag013G1761500	XP_010499724.1, XP_010461000.1, XP_010478597.1
OG0014641	Ag013G1763000	XP_010461017.1, XP_010478612.1, XP_010499741.1
OG0014642	Ag013G1765000	XP_010478633.1, XP_010461032.1, XP_010499759.1
OG0014643	Ag013G1765100	XP_010478637.1, XP_010499760.1, XP_010461033.1
OG0014644	Ag013G1766100	XP_010478644.1, XP_010461040.1, XP_010499770.1
OG0014645	Ag013G1766600	XP_010461045.1, XP_010478650.1, XP_010499773.1
OG0014646	Ag013G1767000	XP_010461051.1, XP_010478656.1, XP_010499777.1
OG0014647	Ag013G1769000	XP_010461074.1, XP_010499799.1, XP_010478673.1
OG0014648	Ag062G5051900	XP_010425037.1, XP_010502273.1, XP_010514035.1
OG0014649	Ag062G5052400	XP_010425049.1, XP_010514050.1, XP_010502282.1
OG0014650	Ag062G5057300	XP_010514070.1
OG0014651	Ag062G5059500	XP_010425106.1, XP_010514090.1, XP_010502330.1
OG0014652	Ag062G5061400	XP_010514111.1, XP_010425128.1, XP_010502355.1
OG0014653	Ag062G5061500	XP_010448501.1, XP_010438955.1, XP_010433709.1
OG0014654	Ag062G5061900	XP_010502357.1, XP_010425136.1, XP_010514116.1
OG0014655	Ag062G5064300	XP_010502379.1, XP_010425160.1, XP_019102168.1
OG0014656	Ag062G5065200	XP_010425165.1, XP_010502386.1, XP_019102169.1
OG0014657	Ag004G0419000	XP_010484583.1, XP_010444725.1, XP_010464824.1
OG0014658	Ag004G0419300	XP_010444720.1, XP_010484577.1, XP_010464786.1
OG0014659	Ag004G0421100	XP_010444703.1, XP_010478603.1, XP_010485328.1
OG0014660	Ag004G0423700	XP_010464289.1, XP_010444674.1, XP_019095385.1
OG0014661	Ag004G0424000	XP_010444672.1, XP_010484520.1, XP_010464265.1
OG0014662	Ag004G0424200	XP_010484519.1, XP_010444671.1, XP_010464254.1
OG0014663	Ag004G0424600	XP_010446283.1, XP_019095689.1, XP_010464221.1
OG0014664	Ag004G0424700	XP_010444665.1, XP_010484517.1, XP_010464211.1
OG0014665	Ag004G0426300	XP_010484497.1, XP_010444648.1, XP_010464048.1
OG0014666	Ag004G0426600	XP_010484493.1, XP_010444643.1, XP_010464009.1
OG0014667	Ag004G0426800	XP_010463989.1, XP_010444641.1, XP_010484490.1
OG0014668	Ag004G0428800	XP_010484476.1, XP_010463838.1, XP_010444620.1
OG0014669	Ag004G0429700	XP_010484445.1, XP_010444613.1, XP_010463759.1
OG0014671	Ag004G0430600	XP_010463675.1, XP_010484435.1, XP_010444606.1
OG0014672	Ag004G0432200	XP_010484417.1, XP_010444588.1, XP_019094389.1
OG0014673	Ag004G0434100, Ag004G0433700	XP_019094350.1, XP_019088216.1, XP_019096073.1
OG0014674	Ag004G0435200	XP_010462984.1, XP_010484348.1, XP_010444514.1
OG0014675	Ag004G0440800	XP_010444500.1, XP_010462137.1
OG0014676	Ag004G0441300	XP_010462206.1, XP_010484323.1
OG0014677	Ag004G0442400	XP_010484296.1, XP_010444460.1, XP_010462499.1
OG0014678	Ag004G0446500	XP_010444445.1, XP_010484286.1, XP_010478527.1
OG0014679	Ag004G0447200	XP_010462667.1, XP_010484279.1, XP_010444438.1
OG0014680	Ag004G0448600	XP_010484267.1, XP_010444418.1, XP_010462819.1
OG0014681	Ag004G0449700	XP_010484249.1, XP_010444405.1, XP_010462904.1
OG0014682	Ag004G0450600	XP_010484244.1, XP_010462011.1, XP_010444396.1
OG0014683	Ag004G0452700	XP_010484224.1, XP_010461817.1, XP_010444380.1
OG0014684	Ag004G0453000	XP_010484228.1, XP_010461782.1, XP_010444376.1
OG0014685	Ag004G0453100	XP_010444374.1, XP_010461766.1, XP_010484229.1
OG0014686	Ag004G0453800	XP_010444371.1, XP_010484219.1, XP_010461725.1
OG0014687	Ag004G0454900	XP_010461605.1, XP_010484203.1
OG0014688	Ag004G0456200	XP_010484192.1, XP_010444352.1, XP_010461523.1
OG0014689	Ag004G0456800	XP_010484186.2, XP_010444344.1, XP_010461448.1
OG0014690	Ag004G0459300	XP_010461264.1, XP_010484168.1, XP_010444321.1
OG0014691	Ag004G0459700	XP_010444319.1, XP_010461204.1, XP_010484160.1
OG0014692	Ag004G0460400	XP_010461143.1, XP_010444312.1, XP_010484153.1
OG0014693	Ag004G0465400	XP_019093943.1, XP_010444276.1
OG0014694	Ag004G0468200	XP_010484079.1, XP_010444240.1, XP_010460290.1
OG0014695	Ag004G0468300	XP_019093836.1, XP_010484076.1, XP_010444239.1
OG0014696	Ag004G0469700	XP_010460240.1, XP_010444226.1, XP_010484074.1
OG0014697	Ag004G0469900	XP_010460218.1, XP_010444223.1
OG0014698	Ag004G0470000	XP_010484070.1, XP_010460206.1
OG0014699	Ag004G0470100	XP_010517728.1, XP_010506023.1, XP_010508611.1
OG0014700	Ag004G0471200	XP_010484051.1, XP_010444209.1, XP_010460041.1
OG0014701	Ag004G0472800	XP_010444189.1, XP_010484038.1, XP_010459851.1
OG0014702	Ag004G0473200	XP_010484033.1, XP_019087686.1, XP_010459839.1, XP_019088374.1
OG0014703	Ag004G0473400	XP_019088404.1, XP_010484029.1, XP_010459797.1
OG0014704	Ag004G0475400	XP_010459656.1, XP_010459572.1, XP_010444178.1
OG0014705	Ag004G0475600	XP_010444180.1, XP_010459552.1, XP_010484014.1
OG0014706	Ag004G0478900	XP_010459278.1, XP_010444127.1, XP_010483987.1
OG0014707	Ag004G0482000	XP_019088366.1, XP_010483971.1, XP_010459041.1
OG0014708	Ag004G0486200	XP_010444041.1, XP_010483899.1, XP_010458549.1
OG0014709	Ag004G0486300	XP_010444042.1, XP_010483900.1, XP_010458538.1
OG0014710	Ag004G0488200	XP_010458298.1, XP_010483930.1, XP_010444069.1
OG0014711	Ag004G0488700	XP_010458245.1, XP_010483941.1, XP_010444074.1
OG0014712	Ag004G0488900	XP_010458214.1, XP_010444078.1, XP_010483943.1
OG0014713	Ag004G0489500	XP_010444039.1, XP_019095842.1, XP_010458072.1
OG0014714	Ag004G0490300	XP_010457930.1, XP_010444027.1, XP_010483882.1
OG0014715	Ag004G0490500	XP_010483877.1
OG0014716	Ag004G0495100, Ag014G2082000	XP_010483849.1
OG0014717	Ag004G0495200	XP_010443991.1, XP_010457616.1
OG0014718	Ag004G0496200	XP_010457508.1, XP_010483840.1, XP_010443983.1
OG0014719	Ag004G0497300	XP_010446230.1, XP_010477786.1, XP_010483817.1
OG0014720	Ag004G0499300	XP_010483805.1, XP_010443958.1, XP_010457288.1
OG0014721	Ag004G0500800	XP_010457088.1, XP_010483791.1, XP_010443943.1
OG0014722	Ag004G0503300	XP_010483778.1, XP_010456995.1, XP_010443930.1
OG0014723	Ag004G0505700	XP_010514354.1, XP_010497111.1, XP_010425413.1
OG0014724	Ag004G0505800	XP_010483754.1, XP_010456871.1, XP_010443911.1
OG0014725	Ag004G0506100	XP_010456865.1, XP_010483752.1, XP_010443910.1
OG0014726	Ag004G0508000	XP_010443893.1, XP_010456788.1, XP_010483741.1
OG0014727	Ag004G0510700	XP_010421110.1, XP_010493425.1
OG0014728	Ag004G0515700	XP_010493469.1, XP_010421151.1
OG0014729	Ag004G0516000	XP_010421155.1, XP_010493472.1, XP_010454638.1
OG0014730	Ag004G0518400	XP_010493494.1, XP_010454659.1, XP_010421180.1
OG0014731	Ag004G0519000	XP_010493496.1, XP_019090219.1, XP_010421182.1
OG0014732	Ag004G0520200	XP_010421193.1, XP_010493506.1, XP_010454671.1
OG0014733	Ag004G0521200	XP_010500170.1, XP_010479067.1, XP_010461465.1
OG0014734	Ag004G0524100	XP_010493544.1, XP_019084240.1, XP_010454700.1
OG0014735	Ag004G0525900	XP_010503199.1, XP_010514908.1, XP_010426017.1
OG0014736	Ag004G0526900	XP_019098023.1, XP_019090566.1
OG0014737	Ag004G0527000	XP_010421251.1, XP_010495430.1, XP_010456669.2
OG0014738	Ag004G0527100	XP_010493573.1, XP_010421252.1, XP_010454734.1
OG0014739	Ag004G0527400	XP_010421255.1, XP_010454736.1, XP_010493576.1
OG0014740	Ag004G0527600	XP_010493579.1, XP_010421260.1, XP_010454738.1
OG0014741	Ag004G0528300	XP_019090516.1, XP_010493586.1, XP_019083927.1
OG0014742	Ag004G0529800	XP_010421275.1, XP_010493612.1, XP_010454768.1
OG0014743	Ag004G0529900	XP_010454767.1, XP_010493611.1, XP_010424276.1
OG0014744	Ag004G0530200	XP_019087320.1, XP_019084650.1, XP_019090336.1
OG0014745	Ag004G0530300	XP_010493613.1, XP_010454769.1, XP_010421276.1
OG0014746	Ag004G0532500	XP_010421284.1, XP_010456676.1, XP_010493709.1
OG0014747	Ag004G0533900	XP_010454800.1, XP_010421318.1, XP_010493721.1
OG0014748	Ag004G0534700	XP_010456682.1, XP_010474223.1, XP_010421324.1
OG0014749	Ag004G0534800	XP_019090094.1, XP_010421326.1, XP_010454809.1, XP_010470870.1
OG0014750	Ag004G0535400	XP_010493735.1, XP_010421335.1, XP_010454816.1
OG0014751	Ag004G0536400	XP_010454820.1, XP_010421343.1, XP_010493740.1
OG0014752	Ag004G0541600	XP_010421384.1, XP_010493784.1, XP_010454854.1
OG0014753	Ag004G0548700	XP_010454933.1, XP_010421449.1
OG0014754	Ag004G0549900	XP_010421458.1, XP_010454947.1, XP_010493859.1
OG0014755	Ag004G0550200	XP_010421467.1, XP_010493861.1, XP_010454949.1
OG0014756	Ag004G0550400	XP_010493863.1, XP_010454954.1, XP_010421476.1
OG0014757	Ag004G0551600	XP_010454965.1, XP_019084258.1, XP_010493875.1
OG0014758	Ag004G0554200	XP_010454210.1, XP_010420740.1, XP_010492995.1
OG0014759	Ag004G0554900	XP_010493044.1, XP_010420778.1
OG0014760	Ag004G0558200	XP_010420803.1, XP_010493064.1, XP_019090530.1
OG0014761	Ag004G0562300	XP_010454295.1, XP_010493095.1
OG0014762	Ag004G0562900	XP_010493110.1
OG0014763	Ag004G0565800	XP_010420862.1, XP_010454327.1, XP_010495316.1
OG0014764	Ag004G0568000	XP_010493144.1, XP_010420877.1, XP_010454342.1
OG0014765	Ag004G0568500	XP_010454348.1, XP_010420879.1, XP_010493146.1
OG0014766	Ag004G0568600	XP_010493147.1, XP_010454346.1, XP_010420880.1
OG0014767	Ag004G0571300	XP_010420894.1, XP_010454361.1, XP_010493162.1
OG0014768	Ag004G0571400	XP_010454365.1, XP_010493164.1, XP_010420901.1
OG0014769	Ag004G0572100	XP_019083906.1, XP_010454371.1, XP_010493170.1
OG0014770	Ag004G0579100	XP_010454401.1, XP_010420937.1, XP_010493207.1
OG0014771	Ag004G0581600	XP_010493224.1, XP_010454426.1, XP_010420951.1
OG0014772	Ag004G0583500	XP_010454450.1, XP_010420975.1, XP_010493246.1
OG0014773	Ag004G0585900	XP_010454470.1, XP_010493265.1, XP_019084765.1
OG0014774	Ag004G0586900	XP_010493273.1, XP_010421004.1, XP_010454474.1
OG0014775	Ag004G0587000	XP_010493275.1, XP_010421002.1, XP_010454478.1
OG0014776	Ag004G0588800, Ag034G4032100	XP_010477573.1, XP_019091204.1
OG0014777	Ag004G0592600	XP_010454492.1, XP_010421016.1, XP_010493303.1
OG0014778	Ag004G0594700	XP_010493324.1, XP_010454502.1
OG0014779	Ag004G0594800	XP_010495360.1, XP_019090333.1, XP_010421030.1
OG0014780	Ag004G0595900	XP_010493334.1, XP_010454512.1, XP_010421038.1
OG0014781	Ag004G0600700	XP_010424229.2, XP_010493367.1
OG0014782	Ag004G0602500	XP_010454559.1
OG0014783	Ag029G3094900, Ag004G0605100	XP_019083490.1, XP_019096255.1, XP_019092108.1
OG0014784	Ag004G0605200	XP_010421086.1, XP_010493390.1, XP_010454565.1
OG0014785	Ag004G0605300	XP_019090619.1
OG0014786	Ag004G0606200	XP_010496076.1, XP_010442193.1
OG0014787	Ag004G0607200	XP_010482759.1, XP_010496584.1, XP_010442932.1
OG0014788	Ag004G0612000	XP_019093177.1, XP_010443877.1
OG0014790	Ag004G0614500	XP_010456601.1, XP_010483710.1, XP_010443862.1
OG0014791	Ag004G0614900	XP_010483704.1, XP_010456551.1, XP_010443855.1
OG0014792	Ag004G0615200	XP_010456535.1, XP_010483702.1, XP_010443852.1
OG0014793	Ag004G0624200	XP_010443806.1, XP_010456050.1, XP_010483658.1
OG0014795	Ag004G0632400	XP_010455569.1, XP_010483628.1, XP_010443765.1
OG0014796	Ag004G0634300	XP_010443754.1, XP_019093014.1
OG0014797	Ag004G0642200	XP_010443702.1, XP_010483576.1, XP_010455040.1
OG0014798	Ag004G0642500	XP_010440968.1, XP_010435759.1, XP_010450899.1
OG0014799	Ag004G0642800	XP_010443696.1, XP_010483565.1, XP_010454975.1
OG0014800	Ag004G0644300	XP_010483555.1, XP_010443688.1, XP_010454913.1
OG0014801	Ag004G0647700	XP_010443677.1, XP_010454811.1
OG0014802	Ag004G0648000	XP_010454789.1, XP_010483541.1, XP_010443675.1
OG0014803	Ag004G0652600	XP_010483523.1, XP_019092878.1, XP_019087909.1
OG0014804	Ag004G0652700	XP_010443656.1, XP_010454633.1, XP_010483521.1
OG0014805	Ag004G0661700	XP_010483470.1, XP_019092808.1, XP_010443613.1
OG0014806	Ag004G0663500	XP_010483461.1, XP_010443601.1
OG0014807	Ag004G0664600	XP_010453831.1, XP_010443591.1, XP_010483452.1
