Orthogroup	Alyssum_gmelinii	Rorippa_islandica
OG0012663	Ag004G0778700, Ag020G2559500	Roisl.0052s0034.1.p
OG0012664	Ag020G2559400, Ag004G0778800	Roisl.0052s0035.1.p
OG0012665	Ag004G0780700, Ag020G2557000	Roisl.0052s0026.1.p
OG0012666	Ag020G2555300, Ag004G0783000	Roisl.0052s0018.1.p
OG0012667	Ag022G2631600	Roisl.0082s0446.1.p
OG0012668	Ag022G2633700	Roisl.0082s0439.1.p
OG0012669	Ag022G2637800	Roisl.0082s0434.1.p
OG0012670	Ag022G2638000	Roisl.0082s0432.1.p
OG0012671	Ag022G2639200	Roisl.0082s0426.1.p
OG0012672	Ag022G2640700	Roisl.0082s0415.1.p
OG0012673	Ag022G2640900	Roisl.0082s0413.1.p
OG0012674	Ag022G2641000	Roisl.0082s0412.1.p
OG0012675	Ag022G2641400	Roisl.0082s0408.1.p
OG0012676	Ag022G2652800, Ag022G2652900, Ag022G2653000, Ag022G2653100, Ag022G2653900	Roisl.0210s0481.1.p
OG0012677	Ag022G2654500	Roisl.0210s0478.1.p
OG0012678	Ag022G2654700	Roisl.0210s0476.1.p
OG0012679	Ag022G2661000	Roisl.0210s0468.1.p
OG0012680	Ag022G2664300	Roisl.0210s0455.1.p
OG0012681	Ag022G2669400	Roisl.0210s0443.1.p
OG0012682	Ag022G2673000	Roisl.0210s0430.1.p
OG0012683	Ag022G2673100	Roisl.0210s0429.1.p
OG0012684	Ag022G2673500, Ag022G2673800	Roisl.0210s0426.1.p
OG0012685	Ag022G2678700	Roisl.0210s0400.1.p
OG0012686	Ag022G2678800	Roisl.0066s0445.1.p
OG0012688	Ag022G2679300	Roisl.0210s0396.1.p
OG0012689	Ag016G2300800, Ag022G2679400	Roisl.0210s0394.1.p
OG0012690	Ag022G2679900, Ag022G2741500	Roisl.0210s0392.1.p
OG0012691	Ag022G2680300	Roisl.0042s0001.1.p
OG0012692	Ag022G2681100	Roisl.0042s0003.1.p
OG0012693	Ag022G2681800	Roisl.0042s0007.1.p
OG0012694	Ag022G2682500	Roisl.0042s0010.1.p
OG0012695	Ag022G2685000	Roisl.0042s0019.1.p
OG0012696	Ag022G2686000	Roisl.0042s0023.1.p
OG0012697	Ag022G2687900	Roisl.0022s0253.1.p
OG0012698	Ag022G2688800	Roisl.0042s0029.1.p
OG0012699	Ag022G2692300	Roisl.0042s0043.1.p
OG0012700	Ag022G2695500	Roisl.0042s0049.1.p
OG0012701	Ag022G2700800	Roisl.0042s0071.1.p
OG0012702	Ag022G2703700	Roisl.0042s0069.1.p
OG0012703	Ag022G2705500	Roisl.0042s0083.1.p
OG0012704	Ag022G2709100	Roisl.0042s0103.1.p
OG0012705	Ag022G2709700	Roisl.0042s0106.1.p
OG0012706	Ag022G2712700	Roisl.0185s0089.1.p
OG0012707	Ag022G2713300	Roisl.0042s0118.1.p
OG0012708	Ag022G2716300	Roisl.0042s0137.1.p
OG0012709	Ag022G2723400	Roisl.0042s0161.1.p
OG0012711	Ag022G2724200	Roisl.0042s0155.1.p
OG0012712	Ag022G2725400	Roisl.0030s0211.1.p
OG0012713	Ag022G2725600	Roisl.0030s0208.1.p
OG0012714	Ag022G2728300	Roisl.0030s0196.1.p
OG0012715	Ag022G2728800	Roisl.0030s0192.1.p
OG0012716	Ag022G2729800	Roisl.0030s0188.1.p
OG0012717	Ag022G2729900	Roisl.0030s0187.1.p
OG0012718	Ag022G2736900	Roisl.0030s0156.1.p
OG0012719	Ag022G2737000	Roisl.0030s0155.1.p
OG0012720	Ag022G2737600	Roisl.0030s0153.1.p
OG0012721	Ag022G2738600	Roisl.0030s0147.1.p
OG0012722	Ag022G2739200	Roisl.0030s0143.1.p
OG0012723	Ag022G2742100	Roisl.0001s0063.1.p, Roisl.0030s0124.1.p
OG0012724	Ag022G2742300	Roisl.0030s0123.1.p
OG0012725	Ag022G2745100	Roisl.0030s0108.1.p
OG0012726	Ag022G2746300	Roisl.0030s0096.1.p
OG0012727	Ag022G2749600	Roisl.0030s0087.1.p
OG0012728	Ag022G2751200	Roisl.0030s0079.1.p
OG0012729	Ag022G2753300	Roisl.0030s0069.1.p
OG0012730	Ag022G2753500	Roisl.0030s0067.1.p
OG0012731	Ag022G2757000	Roisl.0030s0047.1.p
OG0012733	Ag022G2760800	Roisl.0030s0026.1.p
OG0012734	Ag022G2762100	Roisl.0030s0022.1.p
OG0012736	Ag022G2776800	Roisl.0034s0132.1.p
OG0012737	Ag022G2778100	Roisl.0034s0122.1.p
OG0012738	Ag022G2782600	Roisl.0034s0103.1.p
OG0012739	Ag022G2784600	Roisl.0034s0089.1.p, Roisl.0213s0489.1.p
OG0012740	Ag022G2784800	Roisl.0034s0088.1.p
OG0012741	Ag022G2785300	Roisl.0034s0084.1.p
OG0012742	Ag022G2786800	Roisl.0034s0074.1.p
OG0012744	Ag022G2793300	Roisl.0034s0022.1.p
OG0012745	Ag022G2793900	Roisl.0034s0024.1.p
OG0012746	Ag022G2794000	Roisl.0034s0025.1.p
OG0012747	Ag022G2795400	Roisl.0034s0012.1.p
OG0012748	Ag022G2796700	Roisl.0034s0001.1.p
OG0012749	Ag075G5283200	Roisl.0009s0170.1.p
OG0012750	Ag075G5284500	Roisl.0009s0168.1.p
OG0012751	Ag075G5284600	Roisl.0009s0167.1.p
OG0012752	Ag075G5285200	Roisl.0009s0162.1.p
OG0012753	Ag075G5292300	Roisl.0061s0021.1.p
OG0012754	Ag075G5295000	Roisl.0009s0111.1.p
OG0012755	Ag075G5296800	Roisl.0009s0093.1.p
OG0012756	Ag075G5299200	Roisl.0009s0083.1.p
OG0012757	Ag075G5303200	Roisl.0009s0032.1.p
OG0012758	Ag048G4558900, Ag048G4553700	Roisl.0115s0038.1.p
OG0012759	Ag048G4554500	Roisl.0115s0032.1.p
OG0012760	Ag048G4556500	Roisl.0115s0024.1.p
OG0012761	Ag048G4557500	Roisl.0115s0011.1.p, Roisl.0194s0002.1.p
OG0012762	Ag048G4557800	Roisl.0115s0014.1.p
OG0012763	Ag048G4557900	Roisl.0115s0015.1.p
OG0012764	Ag048G4559300	Roisl.0115s0041.1.p
OG0012765	Ag048G4561100	Roisl.0115s0048.1.p
OG0012766	Ag048G4562200	Roisl.0115s0057.1.p
OG0012767	Ag048G4564700	Roisl.0115s0075.1.p
OG0012768	Ag048G4568400	Roisl.0115s0087.1.p
OG0012769	Ag034G3748100, Ag048G4568900	Roisl.0214s0862.1.p
OG0012770	Ag048G4577800	Roisl.0115s0128.1.p
OG0012771	Ag048G4580400	Roisl.0115s0159.1.p
OG0012772	Ag048G4586900	Roisl.0184s0091.1.p
OG0012773	Ag048G4587600	Roisl.0115s0183.1.p
OG0012774	Ag048G4588300	Roisl.0115s0189.1.p
OG0012775	Ag048G4588900	Roisl.0115s0193.1.p
OG0012776	Ag048G4591100	Roisl.0115s0207.1.p
OG0012777	Ag048G4592600	Roisl.0115s0217.1.p
OG0012778	Ag048G4593600	Roisl.0115s0226.1.p
OG0012779	Ag048G4595500	Roisl.0115s0234.1.p
OG0012780	Ag048G4596100	Roisl.0115s0240.1.p
OG0012781	Ag048G4597700, Ag048G4597800	Roisl.0115s0251.1.p
OG0012783	Ag048G4606900	Roisl.0004s0040.1.p
OG0012784	Ag048G4615700	Roisl.0004s0063.1.p
OG0012785	Ag048G4616500	Roisl.0004s0072.1.p
OG0012786	Ag048G4616900	Roisl.0004s0076.1.p
OG0012787	Ag048G4617400	Roisl.0004s0079.1.p
OG0012788	Ag048G4618200	Roisl.0004s0083.1.p
OG0012789	Ag048G4622200	Roisl.0004s0104.1.p
OG0012790	Ag048G4625300	Roisl.0004s0117.1.p
OG0012791	Ag048G4633800, Ag044G4492600	Roisl.0004s0140.1.p
OG0012792	Ag048G4640600	Roisl.0004s0150.1.p
OG0012793	Ag048G4645100	Roisl.0004s0168.1.p
OG0012794	Ag048G4646900	Roisl.0004s0182.1.p
OG0012795	Ag048G4647400	Roisl.0004s0186.1.p
OG0012796	Ag048G4648000	Roisl.0036s0051.1.p
OG0012797	Ag048G4648100	Roisl.0036s0050.1.p
OG0012798	Ag048G4652500	Roisl.0004s0215.1.p
OG0012799	Ag048G4659100	Roisl.0004s0233.1.p
OG0012800	Ag048G4668000	Roisl.0004s0254.1.p
OG0012801	Ag048G4679700	Roisl.0004s0285.1.p
OG0012802	Ag048G4681500	Roisl.0066s0249.1.p
OG0012803	Ag048G4695500	Roisl.0004s0321.1.p
OG0012804	Ag048G4705600	Roisl.0006s0022.1.p, Roisl.0213s0009.1.p
OG0012805	Ag048G4711800	Roisl.0004s0364.1.p
OG0012806	Ag048G4718100	Roisl.0004s0385.1.p
OG0012807	Ag048G4718600	Roisl.0036s0020.1.p
OG0012808	Ag048G4719300	Roisl.0004s0388.1.p
OG0012809	Ag040G4334800	Roisl.0066s0214.1.p
OG0012811	Ag040G4335900	Roisl.0066s0205.1.p
OG0012812	Ag040G4337400	Roisl.0066s0198.1.p
OG0012813	Ag040G4339100	Roisl.0066s0192.1.p
OG0012814	Ag027G3019600, Ag040G4340500	Roisl.0025s0051.1.p
OG0012815	Ag040G4346500	Roisl.0066s0164.1.p
OG0012816	Ag040G4352100	Roisl.0066s0132.1.p
OG0012817	Ag049G4725800	Roisl.0046s0928.1.p
OG0012818	Ag049G4727000	Roisl.0046s0923.1.p
OG0012819	Ag049G4727600	Roisl.0046s0918.1.p
OG0012820	Ag049G4732400	Roisl.0017s0162.1.p
OG0012821	Ag049G4735500	Roisl.0209s0444.1.p
OG0012822	Ag032G3419000	Roisl.0007s0809.1.p
OG0012823	Ag032G3419900, Ag060G5003300	Roisl.0007s0799.1.p
OG0012824	Ag032G3421300, Ag034G3809500	Roisl.0007s0777.1.p
OG0012825	Ag032G3426000	Roisl.0021s0505.1.p
OG0012826	Ag032G3426700	Roisl.0021s0511.1.p
OG0012827	Ag032G3426900	Roisl.0021s0513.1.p
OG0012828	Ag032G3430700	Roisl.0021s0541.1.p
OG0012829	Ag032G3434600	Roisl.0021s0548.1.p
OG0012830	Ag032G3435700, Ag032G3436100	Roisl.0021s0552.1.p
OG0012831	Ag032G3437000	Roisl.0021s0559.1.p
OG0012832	Ag032G3438600	Roisl.0006s0534.1.p
OG0012833	Ag032G3448900	Roisl.0006s0484.1.p
OG0012834	Ag032G3453700	Roisl.0006s0466.1.p
OG0012835	Ag032G3457600	Roisl.0006s0455.1.p
OG0012836	Ag032G3465500	Roisl.0006s0427.1.p
OG0012837	Ag032G3468700	Roisl.0006s0413.1.p
OG0012838	Ag032G3470600	Roisl.0019s0817.1.p
OG0012839	Ag032G3470700	Roisl.0006s0400.1.p
OG0012840	Ag032G3474100	Roisl.0006s0384.1.p
OG0012841	Ag032G3474700	Roisl.0013s0061.1.p, Roisl.0006s0379.1.p
OG0012842	Ag054G4876200	Roisl.0028s1025.1.p
OG0012843	Ag054G4876800	Roisl.0028s1028.1.p
OG0012844	Ag054G4879100	Roisl.0028s1042.1.p
OG0012845	Ag054G4882000	Roisl.0028s1052.1.p
OG0012846	Ag054G4891700	Roisl.0054s0032.1.p
OG0012847	Ag054G4892900	Roisl.0054s0037.1.p
OG0012848	Ag054G4893300	Roisl.0028s0812.1.p
OG0012849	Ag054G4894100	Roisl.0054s0041.1.p
OG0012850	Ag054G4894700	Roisl.0054s0043.1.p
OG0012851	Ag054G4895300	Roisl.0054s0047.1.p
OG0012852	Ag054G4897300	Roisl.0017s0017.1.p
OG0012853	Ag009G0981700, Ag041G4353800	Roisl.0209s0272.1.p
OG0012854	Ag041G4356000, Ag034G3805000	Roisl.0021s0216.1.p
OG0012855	Ag009G0979900, Ag041G4356400	Roisl.0027s0120.1.p
OG0012856	Ag041G4356900, Ag009G0979400	Roisl.0027s0107.1.p
OG0012857	Ag009G0976600, Ag041G4359300	Roisl.0027s0088.1.p
OG0012858	Ag009G0976400, Ag041G4359400	Roisl.0027s0074.1.p
OG0012859	Ag076G5313500, Ag041G4371500	Roisl.0032s0100.1.p
OG0012860	Ag041G4372700, Ag007G0876600	Roisl.0214s0069.1.p
OG0012861	Ag082G5405000	Roisl.0031s0061.1.p
OG0012862	Ag007G0853200	Roisl.0214s0082.1.p
OG0012863	Ag007G0853900	Roisl.0214s0182.1.p
OG0012864	Ag007G0854300	Roisl.0214s0121.1.p
OG0012865	Ag007G0854900	Roisl.0191s0707.1.p
OG0012866	Ag007G0855300	Roisl.0191s0692.1.p
OG0012867	Ag007G0856000	Roisl.0189s0109.1.p
OG0012868	Ag007G0856100	Roisl.0032s0104.1.p
OG0012869	Ag007G0856200	Roisl.0189s0110.1.p
OG0012870	Ag007G0861100	Roisl.0015s0148.1.p
OG0012871	Ag007G0866100	Roisl.0082s0049.1.p
OG0012872	Ag007G0870400, Ag076G5314200	Roisl.0058s0067.1.p
OG0012873	Ag007G0871600, Ag076G5313900, Ag029G3100900	Roisl.0053s0182.1.p
OG0012874	Ag007G0879200, Ag007G0872600	Roisl.0058s0053.1.p
OG0012875	Ag007G0883800	Roisl.0075s0055.1.p
OG0012876	Ag007G0885300	Roisl.0075s0072.1.p
OG0012877	Ag007G0885600	Roisl.0075s0073.1.p
OG0012878	Ag007G0888000	Roisl.0075s0092.1.p
OG0012879	Ag007G0888200	Roisl.0075s0097.1.p
OG0012880	Ag007G0888400	Roisl.0075s0100.1.p
OG0012881	Ag007G0889700	Roisl.0075s0118.1.p
OG0012882	Ag007G0891000	Roisl.0075s0134.1.p
OG0012883	Ag007G0893300	Roisl.0082s0091.1.p, Roisl.0075s0143.1.p
OG0012884	Ag007G0897900	Roisl.0075s0186.1.p
OG0012885	Ag007G0900000	Roisl.0075s0203.1.p
OG0012886	Ag007G0902500	Roisl.0002s0273.1.p
OG0012887	Ag007G0910300	Roisl.0002s0239.1.p
OG0012888	Ag007G0913000, Ag002G0261600	Roisl.0002s0217.1.p
OG0012889	Ag007G0914200	Roisl.0002s0210.1.p
OG0012890	Ag007G0914500	Roisl.0002s0206.1.p
OG0012891	Ag007G0918900	Roisl.0002s0167.1.p
OG0012892	Ag007G0921500	Roisl.0002s0146.1.p
OG0012894	Ag007G0933000	Roisl.0002s0098.1.p
OG0012895	Ag007G0933200	Roisl.0002s0095.1.p
OG0012896	Ag007G0934000, Ag025G2900200	Roisl.0002s0089.1.p
OG0012897	Ag025G2902000, Ag007G0935900	Roisl.0002s0078.1.p
OG0012898	Ag078G5331300	Roisl.0019s0194.1.p
OG0012899	Ag078G5339300	Roisl.0019s0167.1.p
OG0012900	Ag078G5340500	Roisl.0019s0159.1.p
OG0012901	Ag078G5345200	Roisl.0019s0135.1.p
OG0012902	Ag078G5350100	Roisl.0019s0127.1.p
OG0012903	Ag078G5357400	Roisl.0019s0105.1.p
OG0012904	Ag078G5359100	Roisl.0019s0099.1.p
OG0012905	Ag078G5362300	Roisl.0004s0521.1.p
OG0012906	Ag078G5362400	Roisl.0004s0520.1.p
OG0012907	Ag078G5365100	Roisl.0004s0507.1.p
OG0012908	Ag078G5370200	Roisl.0004s0491.1.p
OG0012909	Ag078G5370500	Roisl.0004s0488.1.p
OG0012910	Ag078G5376500	Roisl.0214s0499.1.p
OG0012911	Ag078G5379500	Roisl.0004s0471.1.p
OG0012912	Ag078G5382900	Roisl.0004s0456.1.p
OG0012913	Ag078G5385500	Roisl.0004s0446.1.p
OG0012914	Ag078G5391900	Roisl.0004s0430.1.p
OG0012915	Ag078G5394000	Roisl.0004s0421.1.p
OG0012916	Ag056G4935300	Roisl.0019s0695.1.p
OG0012917	Ag056G4935400	Roisl.0019s0693.1.p
OG0012918	Ag056G4937200	Roisl.0019s0685.1.p
OG0012919	Ag056G4939300	Roisl.0019s0677.1.p
OG0012920	Ag056G4940900	Roisl.0019s0672.1.p
OG0012921	Ag056G4949000	Roisl.0019s0608.1.p
OG0012922	Ag045G4505600	Roisl.0022s0522.1.p
OG0012923	Ag045G4510500	Roisl.0066s0024.1.p
OG0012924	Ag045G4513300	Roisl.0044s0017.1.p
OG0012925	Ag045G4514700	Roisl.0044s0023.1.p
OG0012926	Ag045G4522100	Roisl.0012s0081.1.p
OG0012927	Ag045G4523900	Roisl.0044s0067.1.p
OG0012928	Ag045G4525300	Roisl.0044s0075.1.p
OG0012929	Ag063G5075600, Ag002G0114800	Roisl.0010s0190.1.p
OG0012930	Ag063G5076300, Ag002G0114300	Roisl.0010s0193.1.p
OG0012931	Ag063G5085600, Ag002G0107500	Roisl.0208s0018.1.p
OG0012932	Ag002G0102800, Ag063G5090100	Roisl.0050s0101.1.p
OG0012933	Ag071G5237800	Roisl.0009s0262.1.p
OG0012934	Ag071G5239500	Roisl.0009s0261.1.p
OG0012935	Ag071G5241400	Roisl.0213s0770.1.p
OG0012936	Ag071G5247000	Roisl.0009s0222.1.p
OG0012937	Ag012G1272200	Roisl.0012s0049.1.p
OG0012938	Ag012G1278100	Roisl.0184s0197.1.p
OG0012939	Ag012G1283200	Roisl.0037s0036.1.p
OG0012940	Ag012G1287600	Roisl.0037s0048.1.p
OG0012941	Ag012G1291100	Roisl.0025s0094.1.p
OG0012942	Ag012G1292600	Roisl.0025s0014.1.p
OG0012943	Ag012G1293700	Roisl.0037s0055.1.p
OG0012944	Ag012G1297400	Roisl.0011s0571.1.p
OG0012945	Ag012G1297500	Roisl.0011s0569.1.p
OG0012946	Ag003G0294300, Ag012G1302500	Roisl.0035s0020.1.p
OG0012947	Ag012G1303100	Roisl.0037s0049.1.p
OG0012948	Ag012G1304500	Roisl.0011s0548.1.p
OG0012949	Ag012G1305600	Roisl.0011s0539.1.p
OG0012950	Ag012G1308200	Roisl.0011s0525.1.p
OG0012951	Ag012G1311000	Roisl.0011s0506.1.p
OG0012952	Ag012G1312400, Ag051G4807700	Roisl.0189s0138.1.p
OG0012953	Ag012G1315900	Roisl.0011s0489.1.p
OG0012954	Ag012G1322400	Roisl.0011s0435.1.p
OG0012955	Ag012G1325500	Roisl.0011s0416.1.p
OG0012956	Ag012G1326200	Roisl.0011s0397.1.p
OG0012957	Ag012G1327500	Roisl.0011s0384.1.p
OG0012958	Ag012G1329900	Roisl.0011s0375.1.p
OG0012959	Ag012G1332400	Roisl.0011s0361.1.p
OG0012960	Ag012G1332600	Roisl.0011s0360.1.p
OG0012961	Ag057G4957000, Ag012G1340100	Roisl.0011s0327.1.p
OG0012962	Ag057G4951400	Roisl.0019s0543.1.p
OG0012963	Ag057G4955100	Roisl.0019s0552.1.p
OG0012964	Ag057G4956600	Roisl.0019s0557.1.p
OG0012965	Ag057G4964800	Roisl.0019s0596.1.p
OG0012966	Ag057G4966100	Roisl.0019s0622.1.p, Roisl.0193s0002.1.p
OG0012967	Ag057G4966700	Roisl.0061s0020.1.p, Roisl.0019s0617.1.p
OG0012968	Ag057G4967000	Roisl.0019s0615.1.p
OG0012969	Ag006G0798500, Ag058G4985300	Roisl.0005s0200.1.p
OG0012970	Ag006G0803800, Ag058G4978700	Roisl.0020s0033.1.p
OG0012971	Ag058G4977600, Ag006G0805500	Roisl.0005s0233.1.p
OG0012972	Ag058G4973800, Ag006G0808700, Ag058G4974000, Ag006G0808400	Roisl.0005s0244.1.p
OG0012973	Ag006G0812000, Ag058G4970800	Roisl.0005s0252.1.p
OG0012974	Ag006G0812200, Ag058G4970600	Roisl.0005s0253.1.p
OG0012975	Ag006G0816300, Ag006G0816100	Roisl.0005s0260.1.p
OG0012976	Ag006G0816500	Roisl.0005s0261.1.p
OG0012977	Ag006G0821400	Roisl.0005s0273.1.p
OG0012978	Ag006G0823400	Roisl.0005s0276.1.p
OG0012979	Ag006G0825600	Roisl.0188s0026.1.p
OG0012980	Ag006G0825800	Roisl.0005s0291.1.p
OG0012981	Ag050G4749300, Ag006G0831100	Roisl.0005s0309.1.p
OG0012982	Ag006G0834000	Roisl.0005s0323.1.p
OG0012983	Ag006G0839500	Roisl.0005s0366.1.p
OG0012984	Ag083G5411600, Ag001G0001300	Roisl.0006s0020.1.p
OG0012985	Ag001G0001400, Ag083G5411500	Roisl.0006s0021.1.p
OG0012986	Ag001G0002600, Ag083G5409800	Roisl.0006s0027.1.p
OG0012987	Ag001G0008300	Roisl.0006s0037.1.p
OG0012988	Ag001G0022900	Roisl.0006s0077.1.p
OG0012989	Ag001G0035400	Roisl.0008s0256.1.p
OG0012990	Ag001G0035500	Roisl.0006s0114.1.p
OG0012991	Ag001G0036600	Roisl.0006s0119.1.p
OG0012992	Ag001G0048200	Roisl.0006s0149.1.p
OG0012993	Ag001G0052000	Roisl.0006s0165.1.p
OG0012994	Ag001G0052100	Roisl.0006s0166.1.p
OG0012995	Ag001G0052300	Roisl.0006s0169.1.p
OG0012996	Ag001G0053300	Roisl.0006s0176.1.p
OG0012997	Ag001G0055800	Roisl.0006s0191.1.p
OG0012998	Ag001G0060800	Roisl.0006s0210.1.p
OG0012999	Ag001G0060900	Roisl.0006s0211.1.p
OG0013000	Ag001G0073300	Roisl.0006s0297.1.p
OG0013001	Ag001G0073400	Roisl.0006s0296.1.p
OG0013002	Ag001G0078100	Roisl.0006s0278.1.p
OG0013003	Ag001G0082000, Ag001G0081800, Ag001G0081400	Roisl.0184s0233.1.p
OG0013004	Ag001G0085400	Roisl.0006s0341.1.p
OG0013005	Ag001G0087500	Roisl.0006s0355.1.p
OG0013006	Ag001G0089600	Roisl.0006s0371.1.p
OG0013007	Ag023G2797700	Roisl.0214s0320.1.p
OG0013008	Ag023G2800900	Roisl.0214s0288.1.p
OG0013009	Ag023G2803300	Roisl.0214s0269.1.p
OG0013010	Ag015G2235800, Ag023G2803500	Roisl.0214s0264.1.p
OG0013011	Ag023G2803800	Roisl.0214s0257.1.p
OG0013012	Ag023G2806800	Roisl.0028s0758.1.p
OG0013013	Ag023G2807300	Roisl.0028s0761.1.p
OG0013015	Ag023G2815600	Roisl.0189s0254.1.p
OG0013016	Ag023G2818700	Roisl.0028s0852.1.p
OG0013017	Ag023G2823000	Roisl.0028s0876.1.p
OG0013018	Ag023G2823200	Roisl.0028s0877.1.p
OG0013019	Ag023G2824800	Roisl.0028s0890.1.p
OG0013020	Ag023G2829300	Roisl.0028s0909.1.p
OG0013021	Ag023G2830600	Roisl.0028s0915.1.p
OG0013022	Ag023G2831900	Roisl.0028s0925.1.p
OG0013023	Ag023G2834700	Roisl.0028s0937.1.p
OG0013024	Ag023G2836900	Roisl.0028s0953.1.p
OG0013025	Ag023G2837100	Roisl.0028s0956.1.p
OG0013026	Ag023G2840100	Roisl.0028s0966.1.p
OG0013027	Ag023G2840200	Roisl.0189s0007.1.p
OG0013028	Ag023G2840500	Roisl.0028s0968.1.p
OG0013029	Ag023G2845900	Roisl.0028s0996.1.p
OG0013030	Ag023G2846500	Roisl.0028s1002.1.p
OG0013031	Ag050G4742400	Roisl.0091s0371.1.p
OG0013033	Ag050G4747400	Roisl.0091s0384.1.p
OG0013034	Ag050G4754500, Ag050G4753900	Roisl.0091s0418.1.p
OG0013035	Ag050G4756700	Roisl.0091s0409.1.p
OG0013036	Ag050G4759700	Roisl.0091s0405.1.p
OG0013037	Ag050G4761100, Ag050G4761200	Roisl.0091s0403.1.p
OG0013038	Ag050G4762200	Roisl.0184s0213.1.p
OG0013039	Ag050G4764600	Roisl.0091s0434.1.p
OG0013040	Ag050G4766500	Roisl.0091s0449.1.p
OG0013041	Ag050G4766700	Roisl.0091s0450.1.p
OG0013042	Ag050G4768200	Roisl.0091s0460.1.p
OG0013043	Ag050G4774900	Roisl.0091s0486.1.p
OG0013044	Ag050G4777000	Roisl.0091s0501.1.p
OG0013045	Ag050G4781900	Roisl.0036s0041.1.p
OG0013047	Ag050G4790700	Roisl.0091s0545.1.p
OG0013048	Ag050G4791700	Roisl.0091s0551.1.p
OG0013049	Ag050G4792900	Roisl.0091s0553.1.p
OG0013050	Ag050G4793300	Roisl.0091s0558.1.p
OG0013051	Ag050G4794500	Roisl.0091s0570.1.p
OG0013052	Ag050G4795600	Roisl.0091s0577.1.p
OG0013053	Ag050G4796400	Roisl.0091s0585.1.p
OG0013054	Ag050G4797800	Roisl.0091s0602.1.p
OG0013055	Ag083G5410800, Ag034G3797500	Roisl.0210s0275.1.p
OG0013056	Ag008G0937300, Ag008G0964700	Roisl.0046s1057.1.p
OG0013057	Ag008G0937400, Ag008G0964600	Roisl.0046s1056.1.p
OG0013059	Ag008G0942400	Roisl.0046s1040.1.p
OG0013060	Ag008G0948400	Roisl.0046s1010.1.p
OG0013061	Ag008G0949900	Roisl.0018s0328.1.p
OG0013062	Ag008G0950300	Roisl.0046s1003.1.p
OG0013063	Ag008G0951200	Roisl.0046s1000.1.p
OG0013064	Ag008G0952700	Roisl.0046s0993.1.p
OG0013065	Ag008G0953800	Roisl.0046s0984.1.p
OG0013066	Ag008G0955600	Roisl.0046s0972.1.p
OG0013067	Ag077G5317100, Ag077G5317000, Ag033G3488000	Roisl.0008s0168.1.p
OG0013068	Ag077G5318300, Ag033G3489000	Roisl.0008s0162.1.p
OG0013069	Ag077G5321200	Roisl.0008s0158.1.p
OG0013070	Ag051G4806600	Roisl.0189s0128.1.p
OG0013071	Ag051G4809300	Roisl.0189s0163.1.p
OG0013072	Ag051G4812100	Roisl.0189s0188.1.p
OG0013073	Ag051G4814900	Roisl.0189s0206.1.p
OG0013074	Ag051G4815600	Roisl.0189s0216.1.p
OG0013075	Ag051G4816900	Roisl.0189s0235.1.p
OG0013076	Ag051G4819200	Roisl.0189s0246.1.p
OG0013077	Ag051G4831000	Roisl.0189s0278.1.p
OG0013078	Ag051G4834100	Roisl.0189s0263.1.p, Roisl.0189s0264.1.p
OG0013079	Ag044G4469100	Roisl.0066s0418.1.p
OG0013080	Ag094G5468000, Ag044G4470700	Roisl.0201s0017.1.p
OG0013081	Ag044G4478500	Roisl.0062s0010.1.p
OG0013082	Ag044G4479800, Ag014G1846800, Ag014G1847000	Roisl.0030s0003.1.p
OG0013083	Ag044G4481800	Roisl.0047s0016.1.p
OG0013084	Ag044G4483100	Roisl.0045s0097.1.p
OG0013085	Ag044G4484800	Roisl.0045s0057.1.p
OG0013086	Ag044G4484900	Roisl.0045s0055.1.p
OG0013087	Ag044G4485400	Roisl.0045s0041.1.p
OG0013088	Ag044G4486900	Roisl.0045s0026.1.p
OG0013089	Ag044G4488100	Roisl.0045s0019.1.p
OG0013090	Ag044G4488400	Roisl.0045s0018.1.p
OG0013091	Ag044G4489100	Roisl.0045s0006.1.p, Roisl.0045s0005.1.p
OG0013092	Ag044G4495400	Roisl.0066s0308.1.p
OG0013093	Ag044G4497400, Ag034G3795500	Roisl.0066s0265.1.p
OG0013094	Ag044G4498700	Roisl.0056s0059.1.p
OG0013095	Ag033G3480700	Roisl.0008s0199.1.p
OG0013096	Ag033G3480900, Ag052G4843200	Roisl.0008s0200.1.p
OG0013097	Ag033G3483000, Ag052G4840400	Roisl.0008s0194.1.p
OG0013098	Ag033G3483200, Ag052G4840300	Roisl.0008s0193.1.p
OG0013099	Ag033G3485200, Ag052G4837800	Roisl.0008s0181.1.p
OG0013100	Ag033G3492100	Roisl.0008s0156.1.p
OG0013101	Ag033G3501200, Ag011G1059900	Roisl.0001s0471.1.p
OG0013102	Ag033G3509700	Roisl.0056s0035.1.p
OG0013103	Ag033G3510100	Roisl.0091s0036.1.p
OG0013104	Ag033G3514700	Roisl.0214s0115.1.p, Roisl.0091s0054.1.p
OG0013105	Ag033G3516300	Roisl.0091s0060.1.p
OG0013106	Ag033G3521500	Roisl.0091s0073.1.p
OG0013107	Ag033G3523100	Roisl.0091s0082.1.p
OG0013108	Ag033G3529800	Roisl.0091s0099.1.p
OG0013109	Ag033G3533500	Roisl.0091s0106.1.p
OG0013110	Ag033G3539100	Roisl.0070s0001.1.p, Roisl.0018s0329.1.p
OG0013111	Ag033G3541300, Ag033G3541900	Roisl.0091s0120.1.p
