Orthogroup	Alyssum_gmelinii	Euclidium_syriacum
OG0015120	Ag078G5339200	ESY2_g35896_DN3_SP5_c0.t1
OG0015121	Ag078G5342200	ESY2_g35920_DN3_SP1_c0.t1
OG0015122	Ag078G5342500	ESY4_g26597_DN3_SP0_c0.t1
OG0015123	Ag078G5343000	ESY2_g35923_DN3_SP6_c14.t1
OG0015124	Ag078G5352200	ESY2_g34860_DN3_SP8_c0.t1
OG0015125	Ag078G5353300	ESY2_g34864_DN3_SP0_c0.t1
OG0015126	Ag078G5357500	ESY2_g34872_DN3_SP8_c2.t1
OG0015127	Ag010G1016400, Ag078G5357900	ESY16_g62102_DN3_SP0_c0.t1, ESY16_g62103_DN3_SP6_c0.t1
OG0015128	Ag078G5358800	ESY2_g34877_DN3_SP0_c0.t1
OG0015129	Ag078G5361300	ESY2_g34889_DN3_SP1_c0.t1
OG0015130	Ag078G5364100	ESY2_g34902_DN3_SP6_c0.t1
OG0015131	Ag078G5364900	ESY2_g34905_DN3_SP8_c0.t1
OG0015132	Ag078G5367200	ESY2_g34916_DN3_SP7_c0.t1
OG0015133	Ag078G5376000	ESY8_g59305_DN3_SP8_c0.t1
OG0015134	Ag078G5376800	ESY8_g59395_DN3_SP0_c0.t1
OG0015135	Ag078G5378200	ESY2_g34951_DN1_SP0_c0.t1
OG0015136	Ag078G5379400	ESY2_g34956_DN3_SP8_c0.t1
OG0015137	Ag078G5379600	ESY2_g34958_DN3_SP7_c0.t1
OG0015138	Ag078G5380700	ESY2_g34965_DN3_SP7_c0.t1
OG0015140	Ag078G5386700	ESY10_g14539_DN3_SP0_c0.t1
OG0015141	Ag078G5390000	ESY2_g34988_DN2_SP0_c12.t1
OG0015142	Ag078G5390100, Ag078G5390400	ESY2_g34989_DN3_SP2_c0.t1
OG0015143	Ag078G5391800	ESY2_g34993_DN3_SP0_c0.t1
OG0015144	Ag078G5392600	ESY2_g35004_DN3_SP8_c0.t1
OG0015145	Ag078G5393100	ESY2_g35006_DN2_SP0_c13.t1
OG0015146	Ag078G5393900	ESY2_g35013_DN3_SP5_c0.t1
OG0015147	Ag056G4935800	ESY2_g34434_DN3_SP1_c0.t1
OG0015148	Ag056G4935900	ESY2_g34433_DN3_SP8_c0.t1
OG0015149	Ag056G4937800	ESY2_g34422_DN3_SP1_c0.t1
OG0015151	Ag056G4939500	ESY2_g34411_DN3_SP0_c0.t1
OG0015152	Ag056G4941700	ESY2_g34406_DN3_SP8_c0.t1
OG0015153	Ag056G4943200	ESY2_g34396_DN2_SP0_c0.t1
OG0015155	Ag056G4944200	ESY2_g34388_DN3_SP1_c0.t1
OG0015156	Ag056G4945600	ESY2_g35365_DN3_SP0_c0.t1
OG0015157	Ag056G4947400	ESY2_g35370_DN3_SP8_c0.t1
OG0015158	Ag056G4948200	ESY2_g35374_DN3_SP1_c0.t1
OG0015159	Ag045G4505900	ESY4_g24008_DN3_SP5_c0.t1
OG0015160	Ag045G4511000	ESY4_g24124_DN3_SP5_c0.t1
OG0015161	Ag045G4511200	ESY4_g24126_DN3_SP0_c0.t1
OG0015162	Ag045G4511600	ESY4_g24132_DN3_SP6_c0.t1
OG0015163	Ag045G4512900	ESY4_g24135_DN3_SP0_c0.t1, ESY16_g61992_DN3_SP0_c0.t1
OG0015164	Ag045G4514300	ESY4_g24181_DN3_SP5_c0.t1
OG0015165	Ag045G4518300	ESY4_g24211_DN3_SP8_c0.t1
OG0015166	Ag045G4518500	ESY4_g24213_DN3_SP3_c0.t1
OG0015167	Ag045G4519600	ESY4_g24229_DN3_SP0_c0.t1
OG0015168	Ag045G4521900	ESY4_g24240_DN3_SP0_c0.t1
OG0015169	Ag045G4523400	ESY4_g24299_DN3_SP0_c0.t1
OG0015170	Ag045G4524700	ESY4_g24304_DN3_SP8_c0.t1
OG0015171	Ag092G5457200	ESY6_g47231_DN3_SP8_c0.t1
OG0015172	Ag002G0114400, Ag063G5076200	ESY2_g33443_DN3_SP8_c0.t1
OG0015173	Ag002G0109300, Ag063G5083500	ESY2_g33401_DN3_SP0_c0.t1
OG0015174	Ag063G5088800, Ag002G0104000	ESY2_g33372_DN3_SP0_c0.t1
OG0015175	Ag071G5236200	ESY8_g60521_DN3_SP6_c0.t1
OG0015176	Ag071G5240500	ESY8_g60431_DN3_SP8_c0.t1
OG0015177	Ag071G5247100	ESY8_g60340_DN3_SP6_c0.t1
OG0015178	Ag071G5248400	ESY8_g60336_DN3_SP8_c0.t1
OG0015179	Ag071G5249800	ESY8_g60333_DN3_SP0_c0.t1
OG0015180	Ag012G1275400	ESY4_g25954_DN3_SP8_c0.t1
OG0015181	Ag012G1279700	ESY1_g6847_DN3_SP8_c0.t1
OG0015182	Ag012G1288500	ESY2_g35153_DN3_SP7_c0.t1
OG0015183	Ag012G1290900	ESY21_g55407_DN3_SP6_c0.t1
OG0015184	Ag012G1292100	ESY21_g55280_DN3_SP0_c0.t1
OG0015185	Ag012G1295100	ESY21_g55673_DN3_SP8_c0.t1
OG0015186	Ag012G1296900	ESY21_g55753_DN3_SP0_c0.t1
OG0015187	Ag012G1303400	ESY21_g55834_DN3_SP5_c0.t1
OG0015188	Ag012G1304600, Ag012G1304900	ESY21_g55874_DN3_SP7_c0.t1
OG0015189	Ag012G1305200	ESY21_g55896_DN3_SP0_c0.t1
OG0015190	Ag012G1307400	ESY10_g13680_DN2_SP0_c0.t1
OG0015191	Ag012G1308600	ESY10_g13723_DN3_SP0_c0.t1
OG0015192	Ag012G1310500	ESY10_g13761_DN3_SP8_c0.t1
OG0015193	Ag012G1311400	ESY10_g13768_DN3_SP4_c0.t1
OG0015194	Ag012G1311500	ESY10_g13769_DN3_SP8_c0.t1
OG0015195	Ag012G1311600	ESY10_g13770_DN3_SP8_c0.t1
OG0015196	Ag012G1312200	ESY10_g13777_DN3_SP7_c0.t1
OG0015197	Ag012G1316200	ESY10_g13810_DN3_SP7_c0.t1
OG0015198	Ag012G1317200	ESY10_g13818_DN3_SP0_c0.t1
OG0015199	Ag012G1320400	ESY10_g13862_DN3_SP0_c0.t1
OG0015200	Ag012G1320900	ESY10_g13859_DN3_SP0_c0.t1
OG0015201	Ag012G1321000	ESY10_g13844_DN3_SP8_c0.t1
OG0015202	Ag012G1322800	ESY10_g13900_DN3_SP3_c0.t1
OG0015203	Ag012G1324200	ESY10_g13915_DN3_SP0_c0.t1
OG0015204	Ag012G1326900	ESY10_g13968_DN3_SP0_c0.t1
OG0015205	Ag012G1329300	ESY10_g13979_DN3_SP0_c0.t1
OG0015206	Ag012G1329700	ESY10_g13981_DN3_SP0_c0.t1
OG0015207	Ag012G1329800	ESY10_g13982_DN3_SP0_c0.t1
OG0015208	Ag012G1336500	ESY5_g4206_DN3_SP1_c0.t1
OG0015209	Ag012G1337100	ESY10_g14028_DN3_SP8_c0.t1
OG0015210	Ag012G1337400	ESY10_g14031_DN3_SP2_c0.t1
OG0015211	Ag012G1339600	ESY10_g14046_DN3_SP0_c0.t1
OG0015212	Ag034G4073700, Ag057G4951000	ESY2_g35481_DN3_SP4_c0.t1
OG0015213	Ag057G4953200	ESY2_g35470_DN3_SP1_c0.t1
OG0015214	Ag057G4963500	ESY2_g35417_DN3_SP0_c0.t1
OG0015215	Ag057G4963600	ESY2_g35416_DN3_SP2_c0.t1
OG0015216	Ag057G4964300	ESY2_g35412_DN3_SP0_c0.t1
OG0015217	Ag057G4964900	ESY22_g40930_DN3_SP6_c0.t1
OG0015218	Ag057G4966500	ESY2_g35398_DN3_SP5_c0.t1
OG0015219	Ag006G0805600, Ag058G4977500	ESY10_g15254_DN3_SP0_c0.t1
OG0015220	Ag006G0806900, Ag058G4976300	ESY10_g15258_DN3_SP0_c0.t1
OG0015221	Ag006G0815400	ESY7_g16848_DN2_SP4_c0.t1
OG0015222	Ag006G0816900	ESY7_g16838_DN3_SP3_c0.t1
OG0015223	Ag006G0825100	ESY7_g16812_DN3_SP0_c0.t1
OG0015224	Ag006G0834700	ESY7_g16775_DN3_SP7_c0.t1
OG0015225	Ag006G0834900	ESY7_g16774_DN3_SP0_c0.t1
OG0015226	Ag006G0835000	ESY7_g16773_DN3_SP6_c0.t1
OG0015228	Ag006G0839600	ESY7_g16740_DN3_SP4_c0.t1
OG0015229	Ag001G0009800	ESY2_g37598_DN3_SP0_c0.t1
OG0015230	Ag001G0010500	ESY2_g37593_DN3_SP8_c0.t1, ESY2_g37621_DN3_SP0_c0.t1
OG0015231	Ag001G0012100	ESY2_g37572_DN3_SP0_c0.t1
OG0015232	Ag001G0013600	ESY2_g37566_DN3_SP0_c0.t1
OG0015233	Ag001G0015400	ESY2_g37564_DN3_SP8_c0.t1
OG0015234	Ag001G0015900	ESY2_g37557_DN2_SP4_c0.t1
OG0015235	Ag001G0016900	ESY2_g37552_DN3_SP1_c0.t1
OG0015236	Ag001G0020200	ESY2_g37549_DN3_SP8_c0.t1
OG0015237	Ag001G0022800	ESY2_g37495_DN3_SP2_c0.t1
OG0015238	Ag001G0025800	ESY2_g37485_DN3_SP0_c0.t1
OG0015239	Ag001G0030400	ESY2_g37465_DN3_SP8_c0.t1
OG0015240	Ag001G0030500	ESY2_g37464_DN3_SP8_c0.t1
OG0015241	Ag001G0034800	ESY2_g37448_DN2_SP0_c0.t1
OG0015242	Ag001G0034900	ESY2_g37447_DN3_SP3_c0.t1
OG0015243	Ag001G0036900	ESY2_g37426_DN3_SP0_c0.t1
OG0015244	Ag001G0049300	ESY2_g37396_DN3_SP8_c0.t1
OG0015245	Ag001G0052900	ESY2_g37334_DN3_SP0_c0.t1, ESY4_g25638_DN2_SP0_c0.t1
OG0015246	Ag001G0053000	ESY2_g37333_DN3_SP6_c0.t1
OG0015247	Ag001G0054400	ESY2_g37298_DN2_SP0_c0.t1
OG0015248	Ag001G0059000	ESY2_g37266_DN3_SP0_c0.t1
OG0015249	Ag001G0059100	ESY2_g37265_DN3_SP2_c0.t1
OG0015250	Ag001G0059200	ESY2_g37264_DN3_SP1_c11.t1
OG0015251	Ag001G0061200	ESY18_g63337_DN1_SP0_c0.t1
OG0015252	Ag001G0062700	ESY20_g13056_DN3_SP4_c0.t1
OG0015253	Ag001G0063100	ESY2_g37218_DN3_SP7_c0.t1
OG0015254	Ag001G0064800	ESY2_g37204_DN3_SP0_c0.t1
OG0015255	Ag001G0075000	ESY2_g37104_DN3_SP2_c0.t1
OG0015256	Ag001G0076100	ESY2_g37087_DN3_SP2_c0.t1
OG0015257	Ag001G0078000	ESY2_g37084_DN3_SP1_c0.t1
OG0015259	Ag001G0079800	ESY2_g37056_DN3_SP4_c0.t1
OG0015260	Ag001G0079900	ESY2_g37055_DN3_SP6_c0.t1
OG0015261	Ag001G0081200	ESY2_g37042_DN3_SP5_c0.t1
OG0015262	Ag001G0082200	ESY2_g37038_DN3_SP0_c15.t1
OG0015263	Ag001G0082400	ESY2_g37036_DN3_SP0_c0.t1
OG0015264	Ag001G0083700	ESY2_g37020_DN3_SP0_c0.t1
OG0015265	Ag001G0085100	ESY2_g37013_DN3_SP0_c0.t1
OG0015266	Ag001G0085200	ESY2_g37012_DN3_SP0_c0.t1
OG0015267	Ag001G0086400	ESY2_g37003_DN3_SP3_c0.t1
OG0015268	Ag001G0086900	ESY2_g36993_DN3_SP6_c0.t1
OG0015269	Ag001G0087300	ESY2_g36990_DN3_SP2_c0.t1
OG0015270	Ag023G2797500	ESY3_g32156_DN2_SP0_c0.t1
OG0015271	Ag023G2797600	ESY1_g6230_DN3_SP1_c0.t1
OG0015272	Ag023G2800600	ESY1_g6383_DN2_SP0_c0.t1
OG0015273	Ag023G2801600	ESY1_g5952_DN3_SP0_c0.t1
OG0015274	Ag023G2804100	ESY1_g5966_DN3_SP0_c0.t1
OG0015276	Ag023G2807200	ESY16_g61720_DN3_SP0_c0.t1
OG0015277	Ag023G2807800	ESY1_g6049_DN3_SP0_c0.t1
OG0015278	Ag023G2808700	ESY10_g15054_DN3_SP0_c0.t1
OG0015279	Ag023G2809100, Ag023G2808900	ESY10_g15053_DN3_SP6_c0.t1
OG0015280	Ag023G2810800	ESY1_g6162_DN3_SP8_c0.t1
OG0015281	Ag023G2814300	ESY1_g5857_DN3_SP8_c0.t1
OG0015282	Ag023G2815500	ESY1_g5836_DN3_SP0_c0.t1
OG0015283	Ag023G2815800	ESY5_g3750_DN3_SP0_c0.t1
OG0015284	Ag023G2816000	ESY1_g5831_DN3_SP8_c0.t1
OG0015285	Ag023G2817100	ESY1_g5819_DN2_SP0_c0.t1
OG0015286	Ag023G2818600	ESY1_g5763_DN3_SP0_c0.t1
OG0015287	Ag023G2821500	ESY1_g5702_DN3_SP8_c0.t1
OG0015288	Ag023G2824900	ESY21_g55189_DN3_SP0_c0.t1
OG0015289	Ag023G2830900	ESY1_g5609_DN3_SP0_c0.t1
OG0015290	Ag023G2831200	ESY1_g5608_DN3_SP0_c0.t1
OG0015291	Ag023G2831400	ESY16_g62010_DN3_SP7_c0.t1
OG0015292	Ag023G2832000	ESY9_g43864_DN3_SP8_c0.t1
OG0015294	Ag023G2832600	ESY9_g43869_DN3_SP0_c0.t1
OG0015295	Ag023G2837400	ESY9_g43902_DN3_SP0_c0.t1
OG0015296	Ag023G2838700	ESY9_g43904_DN3_SP4_c0.t1
OG0015297	Ag023G2840400	ESY9_g43908_DN3_SP8_c0.t1
OG0015299	Ag023G2845700	ESY8_g58159_DN3_SP0_c0.t1
OG0015300	Ag023G2846600	ESY9_g44040_DN3_SP2_c0.t1
OG0015301	Ag023G2848900	ESY9_g44066_DN3_SP8_c0.t1
OG0015302	Ag050G4741700	ESY9_g42970_DN1_SP0_c13.t1
OG0015303	Ag050G4742700	ESY9_g42959_DN2_SP2_c0.t1
OG0015304	Ag050G4743100	ESY9_g42952_DN3_SP0_c0.t1
OG0015306	Ag050G4747700	ESY9_g42898_DN3_SP7_c0.t1
OG0015307	Ag050G4748700	ESY9_g42888_DN1_SP0_c0.t1
OG0015308	Ag050G4749800	ESY9_g42879_DN1_SP0_c0.t1
OG0015310	Ag050G4763700	ESY9_g42758_DN3_SP6_c0.t1
OG0015311	Ag050G4763800	ESY9_g42753_DN3_SP8_c0.t1
OG0015312	Ag050G4766400	ESY9_g42693_DN3_SP0_c0.t1
OG0015313	Ag050G4767500	ESY9_g42699_DN3_SP0_c0.t1
OG0015314	Ag050G4770800	ESY9_g42674_DN3_SP8_c0.t1
OG0015316	Ag050G4776000	ESY9_g42623_DN3_SP0_c0.t1
OG0015317	Ag050G4776100	ESY9_g42622_DN2_SP1_c0.t1
OG0015318	Ag050G4778300	ESY9_g42600_DN3_SP0_c11.t1
OG0015320	Ag050G4779800, Ag050G4779900	ESY9_g42587_DN3_SP1_c6.t1
OG0015321	Ag050G4780000	ESY8_g59375_DN3_SP8_c0.t1
OG0015322	Ag050G4785500	ESY9_g42533_DN3_SP8_c0.t1
OG0015323	Ag050G4791900	ESY9_g42494_DN3_SP8_c0.t1
OG0015324	Ag050G4793000	ESY9_g42492_DN3_SP7_c0.t1
OG0015325	Ag050G4793100	ESY9_g42491_DN3_SP3_c0.t1
OG0015326	Ag050G4794300	ESY9_g42469_DN2_SP0_c0.t1
OG0015327	Ag050G4797700	ESY2_g36815_DN3_SP8_c0.t1
OG0015328	Ag050G4799400	ESY9_g42419_DN3_SP0_c0.t1
OG0015329	Ag050G4799600	ESY9_g42417_DN3_SP4_c0.t1
OG0015330	Ag076G5310400	ESY16_g61499_DN3_SP0_c0.t1
OG0015331	Ag058G4993400	ESY10_g14550_DN3_SP0_c13.t1
OG0015332	Ag009G0972800	ESY2_g34555_DN3_SP6_c0.t1
OG0015333	Ag008G0938900, Ag008G0963100	ESY1_g10095_DN3_SP1_c0.t1
OG0015334	Ag008G0944500	ESY1_g10055_DN3_SP3_c55.t1
OG0015335	Ag008G0945900	ESY1_g10047_DN3_SP0_c0.t1
OG0015336	Ag008G0948300	ESY1_g10017_DN3_SP0_c0.t1
OG0015337	Ag008G0954200	ESY1_g9933_DN3_SP8_c0.t1
OG0015338	Ag008G0954600	ESY10_g15373_DN3_SP0_c0.t1
OG0015339	Ag008G0954700	ESY1_g9914_DN3_SP7_c0.t1
OG0015340	Ag008G0958000	ESY1_g9882_DN3_SP0_c0.t1
OG0015341	Ag008G0958100	ESY1_g9881_DN3_SP0_c0.t1
OG0015342	Ag008G0961600	ESY1_g9860_DN3_SP6_c0.t1
OG0015344	Ag051G4807600	ESY6_g46732_DN3_SP0_c0.t1
OG0015345	Ag051G4808600	ESY6_g46722_DN3_SP0_c0.t1
OG0015346	Ag051G4808700	ESY6_g46694_DN3_SP0_c0.t1
OG0015347	Ag051G4808800	ESY6_g46693_DN3_SP8_c0.t1
OG0015348	Ag051G4809600	ESY6_g46670_DN1_SP0_c0.t1
OG0015349	Ag051G4809900	ESY2_g35171_DN3_SP8_c0.t1
OG0015350	Ag051G4811300	ESY6_g46589_DN3_SP8_c0.t1
OG0015351	Ag051G4813700	ESY6_g46420_DN3_SP7_c0.t1
OG0015352	Ag051G4815000	ESY6_g46477_DN3_SP5_c0.t1
OG0015353	Ag051G4815200	ESY6_g46496_DN3_SP8_c0.t1
OG0015354	Ag051G4815500	ESY6_g46414_DN3_SP8_c11.t1
OG0015355	Ag051G4828200	ESY24_g33216_DN3_SP8_c0.t1
OG0015356	Ag051G4830000	ESY24_g33240_DN3_SP8_c0.t1
OG0015357	Ag051G4830900	ESY24_g33241_DN3_SP8_c0.t1
OG0015358	Ag044G4469900	ESY11_g52724_DN3_SP7_c0.t1
OG0015359	Ag044G4476200	ESY12_g52305_DN3_SP0_c0.t1
OG0015360	Ag044G4476500	ESY11_g53306_DN3_SP8_c0.t1
OG0015361	Ag044G4477100	ESY11_g53318_DN3_SP0_c0.t1
OG0015362	Ag044G4477400	ESY11_g53319_DN2_SP7_c0.t1
OG0015363	Ag044G4477600	ESY11_g53281_DN3_SP0_c0.t1
OG0015364	Ag044G4478000	ESY11_g53350_DN1_SP0_c0.t1
OG0015365	Ag044G4478600	ESY11_g53371_DN3_SP5_c0.t1
OG0015366	Ag044G4478800	ESY11_g53414_DN3_SP1_c0.t1
OG0015367	Ag044G4478900	ESY36_g41127_DN2_SP3_p0.t1
OG0015368	Ag044G4479200	ESY40_g12606_DN3_SP0_c0.t1
OG0015369	Ag044G4480600	ESY11_g53512_DN3_SP2_c0.t1
OG0015370	Ag044G4482400	ESY11_g53574_DN3_SP0_c0.t1
OG0015373	Ag044G4488800	ESY11_g53741_DN2_SP0_c0.t1
OG0015374	Ag044G4492100	ESY21_g55096_DN3_SP0_c0.t1
OG0015375	Ag044G4492900	ESY11_g53816_DN3_SP0_c0.t1
OG0015376	Ag044G4493600	ESY11_g53832_DN3_SP8_c0.t1
OG0015377	Ag044G4497000	ESY11_g53911_DN3_SP0_c0.t1
OG0015378	Ag044G4497300	ESY11_g53918_DN3_SP4_c0.t1
OG0015379	Ag033G3482100, Ag052G4841800	ESY23_g312_DN3_SP0_c0.t1
OG0015380	Ag033G3484200, Ag052G4839200	ESY23_g235_DN3_SP0_c0.t1
OG0015383	Ag033G3508000	ESY26_g42351_DN3_SP0_c0.t1
OG0015384	Ag033G3508500	ESY26_g42344_DN1_SP0_c0.t1
OG0015385	Ag033G3512800	ESY26_g42290_DN3_SP0_c0.t1
OG0015386	Ag033G3518800	ESY9_g43793_DN3_SP0_c0.t1
OG0015387	Ag033G3519700	ESY9_g43783_DN3_SP1_c0.t1
OG0015388	Ag033G3533400	ESY9_g43740_DN3_SP0_c0.t1
OG0015389	Ag033G3549900	ESY9_g43160_DN3_SP8_c0.t1
OG0015390	Ag033G3568500	ESY9_g43235_DN3_SP0_c0.t1
OG0015391	Ag033G3578600	ESY9_g43273_DN3_SP0_c0.t1
OG0015392	Ag033G3583700	ESY9_g43319_DN3_SP8_c0.t1
OG0015393	Ag033G3587500	ESY9_g43339_DN1_SP0_c0.t1
OG0015394	Ag033G3589800	ESY9_g43352_DN3_SP8_c0.t1
OG0015395	Ag033G3591800	ESY9_g43377_DN3_SP4_c0.t1
OG0015396	Ag033G3592200	ESY9_g43379_DN3_SP0_c0.t1
OG0015397	Ag033G3601000	ESY9_g43426_DN3_SP0_c0.t1
OG0015398	Ag033G3601100	ESY9_g43440_DN3_SP0_c0.t1
OG0015399	Ag033G3601500	ESY9_g43446_DN3_SP0_c0.t1
OG0015401	Ag033G3604300	ESY9_g43467_DN3_SP0_c37.t1, ESY9_g43466_DN3_SP0_c39.t1
OG0015402	Ag033G3604700	ESY9_g43474_DN3_SP0_c0.t1
OG0015403	Ag033G3604800	ESY9_g43475_DN3_SP0_c0.t1
OG0015404	Ag033G3610600	ESY4_g21714_DN3_SP0_c0.t1
OG0015405	Ag033G3612200, Ag064G5104200, Ag064G5104100	ESY9_g43641_DN3_SP0_c0.t1
OG0015406	Ag033G3612300	ESY9_g43640_DN3_SP8_c0.t1
OG0015407	Ag033G3614300	ESY9_g43619_DN3_SP0_c0.t1
OG0015408	Ag033G3615300	ESY9_g43611_DN3_SP2_c10.t1
OG0015409	Ag033G3616900	ESY10_g14636_DN3_SP8_c0.t1
OG0015410	Ag033G3621500	ESY9_g43578_DN3_SP0_c0.t1
OG0015411	Ag033G3622600	ESY9_g43569_DN3_SP0_c0.t1
OG0015413	Ag033G3624900	ESY9_g43547_DN3_SP0_c0.t1
OG0015414	Ag033G3642000	ESY9_g43058_DN3_SP0_c0.t1
OG0015415	Ag033G3645600	ESY9_g43020_DN3_SP0_c14.t1
OG0015416	Ag027G3028400	ESY5_g4537_DN3_SP0_c0.t1
OG0015416	Ag033G3647400	ESY5_g4535_DN3_SP0_c1.t1
OG0015416	Ag002G0129100, Ag034G3922100, Ag034G3741200, Ag034G3741400, Ag016G2359300	ESY5_g4569_DN3_SP0_c0.t1
OG0015417	Ag028G3080300, Ag026G2981700	ESY1_g6665_DN3_SP5_c0.t1
OG0015418	Ag028G3081400, Ag026G2981200	ESY1_g6623_DN3_SP5_c0.t1
OG0015419	Ag028G3081700	ESY1_g6619_DN3_SP8_c20.t1
OG0015420	Ag028G3083400, Ag026G2980100	ESY1_g6568_DN3_SP8_c0.t1
OG0015421	Ag031G3138000	ESY16_g61454_DN3_SP8_c0.t1
OG0015422	Ag031G3139500	ESY16_g61480_DN3_SP7_c0.t1
OG0015423	Ag031G3140400	ESY16_g61492_DN3_SP0_c0.t1
OG0015424	Ag031G3140700	ESY16_g61457_DN2_SP8_c0.t1
OG0015425	Ag031G3140900	ESY16_g61494_DN3_SP4_c0.t1
OG0015426	Ag031G3142900	ESY16_g61514_DN3_SP1_c0.t1
OG0015427	Ag031G3144100	ESY16_g61543_DN3_SP8_c0.t1
OG0015428	Ag031G3144300	ESY16_g61545_DN3_SP3_c0.t1
OG0015429	Ag031G3146200	ESY16_g61614_DN3_SP8_c0.t1
OG0015430	Ag031G3150000	ESY3_g32679_DN2_SP0_c0.t1
OG0015431	Ag031G3151100	ESY3_g32672_DN3_SP0_c0.t1
OG0015432	Ag031G3151400	ESY3_g32670_DN3_SP0_c0.t1
OG0015433	Ag031G3151600	ESY3_g32668_DN3_SP0_c0.t1
OG0015434	Ag031G3152500	ESY3_g32654_DN3_SP0_c0.t1
OG0015435	Ag031G3154200	ESY3_g32640_DN3_SP1_c0.t1
OG0015436	Ag031G3155100	ESY3_g32632_DN3_SP4_c0.t1
OG0015437	Ag031G3158400	ESY6_g50284_DN3_SP0_c0.t1
OG0015438	Ag031G3159400	ESY6_g50274_DN3_SP2_c0.t1
OG0015439	Ag031G3160700	ESY6_g50249_DN3_SP2_c0.t1
OG0015440	Ag031G3162700	ESY6_g49427_DN3_SP6_c0.t1
OG0015441	Ag031G3163300	ESY6_g50242_DN3_SP3_c0.t1
OG0015442	Ag031G3163900	ESY1_g6783_DN3_SP3_c0.t1
OG0015443	Ag031G3165000	ESY6_g50227_DN3_SP1_c0.t1
OG0015444	Ag031G3165200	ESY6_g50229_DN3_SP0_c7.t1
OG0015445	Ag031G3166000	ESY6_g50747_DN3_SP7_c0.t1
OG0015446	Ag031G3166500	ESY6_g50752_DN3_SP2_c0.t1
OG0015447	Ag031G3168300	ESY1_g12597_DN3_SP5_p0.t1
OG0015448	Ag031G3168400	ESY1_g12596_DN3_SP0_c0.t1
OG0015449	Ag031G3168500	ESY1_g12592_DN3_SP0_c0.t1, ESY1_g12595_DN3_SP7_c0.t1
OG0015450	Ag031G3168900	ESY1_g12589_DN3_SP8_c0.t1
OG0015451	Ag031G3169100	ESY1_g12588_DN3_SP3_c0.t1
OG0015452	Ag031G3169800	ESY1_g12580_DN3_SP5_c0.t1
OG0015453	Ag031G3170000	ESY1_g12578_DN3_SP1_c0.t1
OG0015454	Ag031G3170800	ESY1_g12570_DN3_SP0_c0.t1, ESY1_g12571_DN3_SP8_c0.t1
OG0015455	Ag031G3170900	ESY1_g12569_DN3_SP8_c0.t1
OG0015456	Ag031G3173200	ESY1_g12551_DN3_SP0_c0.t1
OG0015457	Ag031G3173600	ESY1_g12547_DN3_SP0_c0.t1
OG0015458	Ag031G3175500	ESY1_g12527_DN2_SP0_c0.t1
OG0015459	Ag014G1800900, Ag031G3176300	ESY1_g12515_DN3_SP2_c0.t1
OG0015460	Ag031G3176900	ESY1_g12510_DN3_SP0_c0.t1
OG0015461	Ag031G3177400	ESY1_g12507_DN3_SP0_c0.t1
OG0015462	Ag031G3178200	ESY1_g12498_DN3_SP0_c0.t1
OG0015463	Ag031G3179800	ESY1_g12483_DN3_SP0_c0.t1
OG0015464	Ag031G3183500	ESY1_g12453_DN3_SP1_c0.t1
OG0015465	Ag031G3183600	ESY1_g12451_DN3_SP0_c0.t1
OG0015466	Ag031G3188900	ESY1_g12429_DN3_SP0_c0.t1
OG0015467	Ag031G3189200	ESY1_g12425_DN3_SP0_c0.t1
OG0015468	Ag031G3193000	ESY1_g12405_DN3_SP3_c0.t1
OG0015469	Ag031G3195300	ESY1_g12384_DN2_SP2_c0.t1
OG0015470	Ag031G3196700	ESY1_g12377_DN3_SP5_c0.t1
OG0015471	Ag031G3197500	ESY1_g12370_DN3_SP0_c0.t1
OG0015472	Ag031G3200500	ESY6_g46621_DN3_SP4_c0.t1
OG0015473	Ag031G3203100	ESY1_g12338_DN3_SP0_c0.t1
OG0015474	Ag031G3205200	ESY1_g12315_DN3_SP0_c0.t1
OG0015475	Ag031G3206000	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1
OG0015476	Ag031G3208000	ESY1_g12285_DN3_SP0_c0.t1
OG0015478	Ag031G3213200	ESY1_g12242_DN3_SP8_c0.t1
OG0015479	Ag031G3214700	ESY1_g12207_DN3_SP0_c8.t1
OG0015480	Ag031G3215400	ESY1_g12184_DN3_SP8_c0.t1
OG0015481	Ag031G3215500	ESY1_g12183_DN3_SP0_c0.t1
OG0015482	Ag031G3216300	ESY2_g36645_DN3_SP0_c0.t1
OG0015483	Ag031G3220500	ESY1_g12109_DN3_SP0_c0.t1
OG0015485	Ag031G3223700	ESY1_g12044_DN3_SP6_c0.t1
OG0015486	Ag031G3223900	ESY5_g1069_DN3_SP1_c0.t1
OG0015487	Ag031G3224200	ESY1_g12032_DN3_SP0_c0.t1
OG0015488	Ag031G3225600	ESY1_g12017_DN3_SP0_c0.t1
OG0015489	Ag031G3227200	ESY1_g11989_DN3_SP4_c0.t1
OG0015490	Ag031G3231800	ESY1_g11927_DN3_SP0_c0.t1
OG0015491	Ag031G3232300	ESY1_g11923_DN3_SP0_c0.t1
OG0015492	Ag031G3234900	ESY1_g11891_DN3_SP0_c0.t1
OG0015493	Ag031G3241200	ESY1_g11199_DN3_SP0_c0.t1
OG0015494	Ag031G3243100	ESY1_g11216_DN3_SP5_c0.t1
OG0015495	Ag031G3243200	ESY1_g11217_DN3_SP1_c0.t1
