Orthogroup	Alyssum_gmelinii	Brassica_oleracea
OG0012639	Ag064G5113300, Ag095G5469700, Ag004G0722800	XP_013629476.1
OG0012640	Ag004G0723100	XP_013611732.1
OG0012641	Ag004G0725100	XP_013601831.1, XP_013626383.1
OG0012642	Ag004G0725600	XP_013606875.1
OG0012643	Ag004G0734100	XP_013625576.1
OG0012644	Ag004G0735100	XP_013613161.1
OG0012645	Ag004G0736100	XP_013608213.1, XP_013613199.1
OG0012646	Ag004G0743800	XP_013607418.1
OG0012647	Ag004G0744000	XP_013616286.1
OG0012648	Ag004G0745500	XP_013621683.1
OG0012649	Ag004G0748300	XP_013620788.1
OG0012650	Ag004G0750800	XP_013608809.1, XP_013628932.1
OG0012651	Ag004G0752600	XP_013608766.1
OG0012652	Ag004G0752700	XP_013605954.1
OG0012653	Ag004G0752800	XP_013605952.1
OG0012654	Ag004G0754900	XP_013629160.1, XP_013620736.1
OG0012655	Ag004G0756400	XP_013612345.1, XP_013621405.1
OG0012656	Ag004G0760100	XP_013593498.1
OG0012657	Ag004G0760800	XP_013608973.1
OG0012658	Ag004G0761300	XP_013606958.1
OG0012659	Ag004G0762000	XP_013615680.1, XP_013603411.1, XP_013603300.1
OG0012660	Ag004G0768300	XP_013603671.1
OG0012661	Ag004G0770400	XP_013603532.1
OG0012662	Ag004G0776700	XP_013622140.1
OG0012663	Ag004G0778700, Ag020G2559500	XP_013620845.1
OG0012664	Ag020G2559400, Ag004G0778800	XP_013620844.1
OG0012665	Ag004G0780700, Ag020G2557000	XP_013626820.1
OG0012666	Ag020G2555300, Ag004G0783000	XP_013612373.1
OG0012667	Ag022G2631600	XP_013612148.1
OG0012668	Ag022G2633700	XP_013625526.1
OG0012670	Ag022G2638000	XP_013610981.1
OG0012671	Ag022G2639200	XP_013611411.1
OG0012672	Ag022G2640700	XP_013611167.1
OG0012673	Ag022G2640900	XP_013611165.1
OG0012674	Ag022G2641000	XP_013611166.1
OG0012675	Ag022G2641400	XP_013619493.1
OG0012676	Ag022G2652800, Ag022G2652900, Ag022G2653000, Ag022G2653100, Ag022G2653900	XP_013609903.1
OG0012677	Ag022G2654500	XP_013612256.1
OG0012678	Ag022G2654700	XP_013612261.1
OG0012679	Ag022G2661000	XP_013611749.1
OG0012680	Ag022G2664300	XP_013610797.1
OG0012681	Ag022G2669400	XP_013607144.1
OG0012682	Ag022G2673000	XP_013611955.1
OG0012683	Ag022G2673100	XP_013611956.1
OG0012684	Ag022G2673500, Ag022G2673800	XP_013619730.1
OG0012685	Ag022G2678700	XP_013606550.1
OG0012686	Ag022G2678800	XP_013630426.1
OG0012687	Ag022G2679100	XP_013607223.1
OG0012688	Ag022G2679300	XP_013621387.1
OG0012689	Ag016G2300800, Ag022G2679400	XP_013619406.1
OG0012690	Ag022G2679900, Ag022G2741500	XP_013618556.1
OG0012691	Ag022G2680300	XP_013623355.1
OG0012692	Ag022G2681100	XP_013611651.1
OG0012693	Ag022G2681800	XP_013612623.1
OG0012694	Ag022G2682500	XP_013609327.1
OG0012695	Ag022G2685000	XP_013612662.1
OG0012696	Ag022G2686000	XP_013622195.1
OG0012697	Ag022G2687900	XP_013607327.1
OG0012698	Ag022G2688800	XP_013608787.1
OG0012699	Ag022G2692300	XP_013616681.1
OG0012700	Ag022G2695500	XP_013606582.1
OG0012701	Ag022G2700800	XP_013608713.1
OG0012702	Ag022G2703700	XP_013606634.1
OG0012703	Ag022G2705500	XP_013611869.1
OG0012704	Ag022G2709100	XP_013611095.1
OG0012705	Ag022G2709700	XP_013618149.1, XP_013623255.1
OG0012706	Ag022G2712700	XP_013625034.1
OG0012707	Ag022G2713300	XP_013628953.1
OG0012708	Ag022G2716300	XP_013609326.1
OG0012709	Ag022G2723400	XP_013626508.1, XP_013606368.1
OG0012710	Ag022G2723700	XP_013586067.1
OG0012711	Ag022G2724200	XP_013611016.1
OG0012712	Ag022G2725400	XP_013611151.1
OG0012713	Ag022G2725600	XP_013607157.1
OG0012714	Ag022G2728300	XP_013606163.1
OG0012715	Ag022G2728800	XP_013629984.1
OG0012716	Ag022G2729800	XP_013613048.1
OG0012717	Ag022G2729900	XP_013613046.1
OG0012718	Ag022G2736900	XP_013613222.1
OG0012719	Ag022G2737000	XP_013613223.1
OG0012720	Ag022G2737600	XP_013611724.1
OG0012721	Ag022G2738600	XP_013619633.1, XP_013609376.1
OG0012722	Ag022G2739200	XP_013626414.1
OG0012723	Ag022G2742100	XP_013609498.1
OG0012724	Ag022G2742300	XP_013606302.1
OG0012725	Ag022G2745100	XP_013621070.1
OG0012726	Ag022G2746300	XP_013611350.1
OG0012727	Ag022G2749600	XP_013606465.1
OG0012728	Ag022G2751200	XP_013629468.1
OG0012729	Ag022G2753300	XP_013609884.1, XP_013620602.1
OG0012730	Ag022G2753500	XP_013620600.1
OG0012731	Ag022G2757000	XP_013619708.1, XP_013606050.1
OG0012732	Ag022G2758200	XP_013597022.1, XP_013619900.1
OG0012733	Ag022G2760800	XP_013621199.1
OG0012734	Ag022G2762100	XP_013618110.1
OG0012735	Ag022G2771400	XP_013618552.1, XP_013612490.1
OG0012736	Ag022G2776800	XP_013609798.1
OG0012737	Ag022G2778100	XP_013607135.1
OG0012738	Ag022G2782600	XP_013627409.1
OG0012739	Ag022G2784600	XP_013618654.1
OG0012740	Ag022G2784800	XP_013621564.1
OG0012741	Ag022G2785300	XP_013611874.1
OG0012742	Ag022G2786800	XP_013610682.1
OG0012743	Ag022G2791900	XP_013629028.1, XP_013620990.1
OG0012744	Ag022G2793300	XP_013618787.1
OG0012745	Ag022G2793900	XP_013621381.1
OG0012746	Ag022G2794000	XP_013620481.1
OG0012747	Ag022G2795400	XP_013628644.1
OG0012748	Ag022G2796700	XP_013622753.1, XP_013621319.1
OG0012749	Ag075G5283200	XP_013634665.1
OG0012750	Ag075G5284500	XP_013631075.1
OG0012751	Ag075G5284600	XP_013591917.1, XP_013631076.1
OG0012752	Ag075G5285200	XP_013632318.1
OG0012753	Ag075G5292300	XP_013608837.1
OG0012754	Ag075G5295000	XP_013635965.1
OG0012755	Ag075G5296800	XP_013636610.1
OG0012756	Ag075G5299200	XP_013630986.1, XP_013588455.1
OG0012757	Ag075G5303200	XP_013590780.1
OG0012758	Ag048G4558900, Ag048G4553700	XP_013592150.1
OG0012759	Ag048G4554500	XP_013591430.1
OG0012760	Ag048G4556500	XP_013621292.1
OG0012761	Ag048G4557500	XP_013631529.1
OG0012762	Ag048G4557800	XP_013590435.1
OG0012763	Ag048G4557900	XP_013590432.1
OG0012764	Ag048G4559300	XP_013590236.1, XP_013588117.1
OG0012765	Ag048G4561100	XP_013590216.1, XP_013618545.1
OG0012766	Ag048G4562200	XP_013632762.1, XP_013619685.1
OG0012767	Ag048G4564700	XP_013590966.1
OG0012768	Ag048G4568400	XP_013621667.1
OG0012769	Ag034G3748100, Ag048G4568900	XP_013607280.1
OG0012770	Ag048G4577800	XP_013592237.1, XP_013594305.1
OG0012771	Ag048G4580400	XP_013621633.1
OG0012772	Ag048G4586900	XP_013619260.1
OG0012773	Ag048G4587600	XP_013588800.1
OG0012774	Ag048G4588300	XP_013619270.1, XP_013590848.1
OG0012775	Ag048G4588900	XP_013591503.1
OG0012776	Ag048G4591100	XP_013621148.1
OG0012777	Ag048G4592600	XP_013590764.1
OG0012778	Ag048G4593600	XP_013590227.1
OG0012779	Ag048G4595500	XP_013590319.1
OG0012780	Ag048G4596100	XP_013590043.1
OG0012781	Ag048G4597700	XP_013617362.1, XP_013589649.1
OG0012782	Ag048G4605900	XP_013639833.1, XP_013639763.1
OG0012783	Ag048G4606900	XP_013592587.1
OG0012784	Ag048G4615700	XP_013620874.1
OG0012785	Ag048G4616500	XP_013591065.1, XP_013588507.1
OG0012786	Ag048G4616900	XP_013588645.1
OG0012787	Ag048G4617400	XP_013591794.1
OG0012788	Ag048G4618200	XP_013620159.1
OG0012789	Ag048G4622200	XP_013589879.1, XP_013588544.1
OG0012790	Ag048G4625300	XP_013590624.1
OG0012791	Ag048G4633800, Ag044G4492600	XP_013592161.1
OG0012792	Ag048G4640600	XP_013591662.1
OG0012793	Ag048G4645100	XP_013591433.1
OG0012794	Ag048G4646900	XP_013612801.1
OG0012795	Ag048G4647400	XP_013588753.1
OG0012796	Ag048G4648000	XP_013591593.1
OG0012797	Ag048G4648100	XP_013590128.1
OG0012798	Ag048G4652500	XP_013590355.1
OG0012799	Ag048G4659100	XP_013618165.1
OG0012800	Ag048G4668000	XP_013590676.1, XP_013590849.1
OG0012801	Ag048G4679700	XP_013591845.1
OG0012802	Ag048G4681500	XP_013612852.1
OG0012803	Ag048G4695500	XP_013590574.1, XP_013619498.1
OG0012804	Ag048G4705600	XP_013593734.1
OG0012805	Ag048G4711800	XP_013591562.1
OG0012806	Ag048G4718100	XP_013588235.1
OG0012807	Ag048G4718600	XP_013598909.1
OG0012808	Ag048G4719300	XP_013588320.1
OG0012809	Ag040G4334800	XP_013625482.1
OG0012811	Ag040G4335900	XP_013594396.1
OG0012812	Ag040G4337400	XP_013630557.1
OG0012813	Ag040G4339100	XP_013629272.1
OG0012814	Ag027G3019600, Ag040G4340500	XP_013596154.1
OG0012815	Ag040G4346500	XP_013593177.1
OG0012816	Ag040G4352100	XP_013595408.1
OG0012817	Ag049G4725800	XP_013598095.1
OG0012818	Ag049G4727000	XP_013590579.1, XP_013603551.1
OG0012819	Ag049G4727600	XP_013606649.1
OG0012820	Ag049G4732400	XP_013629048.1
OG0012821	Ag049G4735500	XP_013627935.1
OG0012822	Ag032G3419000	XP_013601507.1
OG0012823	Ag032G3419900, Ag060G5003300	XP_013625045.1
OG0012824	Ag032G3421300, Ag034G3809500	XP_013588597.1
OG0012825	Ag032G3426000	XP_013592024.1
OG0012826	Ag032G3426700	XP_013591967.1
OG0012827	Ag032G3426900	XP_013629242.1
OG0012828	Ag032G3430700	XP_013628282.1
OG0012829	Ag032G3434600	XP_013629408.1
OG0012830	Ag032G3435700, Ag032G3436100	XP_013588445.1
OG0012831	Ag032G3437000	XP_013625006.1, XP_013591406.1
OG0012832	Ag032G3438600	XP_013630079.1
OG0012833	Ag032G3448900	XP_013590916.1, XP_013591758.1
OG0012834	Ag032G3453700	XP_013630261.1
OG0012835	Ag032G3457600	XP_013588175.1
OG0012836	Ag032G3465500	XP_013587759.1
OG0012837	Ag032G3468700	XP_013592750.1, XP_013630728.1
OG0012838	Ag032G3470600	XP_013619418.1, XP_013591072.1
OG0012839	Ag032G3470700	XP_013629056.1, XP_013592050.1
OG0012840	Ag032G3474100	XP_013588391.1
OG0012841	Ag032G3474700	XP_013592217.1
OG0012842	Ag054G4876200	XP_013634605.1, XP_013627249.1
OG0012843	Ag054G4876800	XP_013627469.1, XP_013633394.1
OG0012844	Ag054G4879100	XP_013623938.1, XP_013632181.1
OG0012845	Ag054G4882000	XP_013631352.1
OG0012846	Ag054G4891700	XP_013630630.1
OG0012847	Ag054G4892900	XP_013637457.1
OG0012848	Ag054G4893300	XP_013635039.1
OG0012849	Ag054G4894100	XP_013637060.1
OG0012850	Ag054G4894700	XP_013631954.1, XP_013634732.1
OG0012851	Ag054G4895300	XP_013637105.1
OG0012852	Ag054G4897300	XP_013636149.1
OG0012853	Ag009G0981700, Ag041G4353800	XP_013627827.1
OG0012854	Ag041G4356000, Ag034G3805000	XP_013583514.1
OG0012855	Ag009G0979900, Ag041G4356400	XP_013614605.1, XP_013629754.1
OG0012856	Ag041G4356900, Ag009G0979400	XP_013614816.1
OG0012857	Ag009G0976600, Ag041G4359300	XP_013607539.1
OG0012858	Ag009G0976400, Ag041G4359400	XP_013604653.1
OG0012859	Ag076G5313500, Ag041G4371500	XP_013613239.1
OG0012860	Ag041G4372700, Ag007G0876600	XP_013614303.1
OG0012861	Ag082G5405000	XP_013608913.1
OG0012862	Ag007G0853200	XP_013606251.1
OG0012863	Ag007G0853900	XP_013606033.1
OG0012864	Ag007G0854300	XP_013628353.1
OG0012865	Ag007G0854900	XP_013630026.1
OG0012866	Ag007G0855300	XP_013615601.1, XP_013615718.1, XP_013610163.1
OG0012868	Ag007G0856100	XP_013613077.1
OG0012869	Ag007G0856200	XP_013611897.1
OG0012870	Ag007G0861100	XP_013603881.1
OG0012871	Ag007G0866100	XP_013600520.1
OG0012872	Ag007G0870400, Ag076G5314200	XP_013637330.1
OG0012873	Ag007G0871600, Ag076G5313900, Ag029G3100900	XP_013624298.1
OG0012874	Ag007G0879200, Ag007G0872600	XP_013603765.1
OG0012875	Ag007G0883800	XP_013587877.1
OG0012876	Ag007G0885300	XP_013634554.1
OG0012877	Ag007G0885600	XP_013631873.1
OG0012878	Ag007G0888000	XP_013635635.1
OG0012879	Ag007G0888200	XP_013636526.1
OG0012880	Ag007G0888400	XP_013634186.1
OG0012881	Ag007G0889700	XP_013600391.1
OG0012882	Ag007G0891000	XP_013600808.1
OG0012883	Ag007G0893300	XP_013614235.1
OG0012884	Ag007G0897900	XP_013633845.1
OG0012885	Ag007G0900000	XP_013607242.1
OG0012886	Ag007G0902500	XP_013600492.1, XP_013591420.1
OG0012887	Ag007G0910300	XP_013590877.1
OG0012888	Ag007G0913000, Ag002G0261600	XP_013618946.1
OG0012889	Ag007G0914200	XP_013602806.1
OG0012890	Ag007G0914500	XP_013605918.1
OG0012891	Ag007G0918900	XP_013600245.1
OG0012892	Ag007G0921500	XP_013601659.1
OG0012893	Ag007G0923500	XP_013626816.1
OG0012894	Ag007G0933000	XP_013593580.1
OG0012895	Ag007G0933200	XP_013598503.1
OG0012896	Ag007G0934000, Ag025G2900200	XP_013589032.1
OG0012897	Ag025G2902000, Ag007G0935900	XP_013601308.1
OG0012898	Ag078G5331300	XP_013590730.1, XP_013588242.1
OG0012899	Ag078G5339300	XP_013592649.1
OG0012900	Ag078G5340500	XP_013588186.1
OG0012901	Ag078G5345200	XP_013618173.1
OG0012902	Ag078G5350100	XP_013619953.1, XP_013590951.1
OG0012903	Ag078G5357400	XP_013592296.1
OG0012904	Ag078G5359100	XP_013618901.1
OG0012905	Ag078G5362300	XP_013589976.1
OG0012906	Ag078G5362400	XP_013588754.1
OG0012907	Ag078G5365100	XP_013591906.1
OG0012908	Ag078G5370200	XP_013592435.1, XP_013592434.1
OG0012909	Ag078G5370500	XP_013620629.1
OG0012910	Ag078G5376500	XP_013595881.1
OG0012911	Ag078G5379500	XP_013591350.1
OG0012912	Ag078G5382900	XP_013592373.1
OG0012913	Ag078G5385500	XP_013592860.1
OG0012914	Ag078G5391900	XP_013621051.1
OG0012915	Ag078G5394000	XP_013589731.1
OG0012916	Ag056G4935300	XP_013591574.1
OG0012917	Ag056G4935400	XP_013591054.1
OG0012918	Ag056G4937200	XP_013590439.1
OG0012919	Ag056G4939300	XP_013618926.1
OG0012920	Ag056G4940900	XP_013590580.1, XP_013619458.1
OG0012921	Ag056G4949000	XP_013621334.1
OG0012923	Ag045G4510500	XP_013597622.1
OG0012924	Ag045G4513300	XP_013617920.1
OG0012925	Ag045G4514700	XP_013596821.1
OG0012926	Ag045G4522100	XP_013596508.1
OG0012927	Ag045G4523900	XP_013595416.1
OG0012928	Ag045G4525300	XP_013598922.1
OG0012929	Ag063G5075600, Ag002G0114800	XP_013613232.1
OG0012930	Ag063G5076300, Ag002G0114300	XP_013613010.1
OG0012931	Ag063G5085600, Ag002G0107500	XP_013625218.1
OG0012932	Ag002G0102800, Ag063G5090100	XP_013606274.1
OG0012933	Ag071G5237800	XP_013592391.1
OG0012934	Ag071G5239500	XP_013631029.1, XP_013587902.1
OG0012935	Ag071G5241400	XP_013633851.1
OG0012936	Ag071G5247000	XP_013631907.1
OG0012937	Ag012G1272200	XP_013626506.1
OG0012938	Ag012G1278100	XP_013598411.1
OG0012939	Ag012G1283200	XP_013629308.1
OG0012940	Ag012G1287600	XP_013630520.1
OG0012941	Ag012G1291100	XP_013594022.1
OG0012942	Ag012G1292600	XP_013599426.1
OG0012943	Ag012G1293700	XP_013629377.1, XP_013638040.1
OG0012944	Ag012G1297400	XP_013616475.1
OG0012945	Ag012G1297500	XP_013615929.1
OG0012946	Ag003G0294300, Ag012G1302500	XP_013637398.1
OG0012947	Ag012G1303100	XP_013630521.1
OG0012948	Ag012G1304500	XP_013606737.1
OG0012949	Ag012G1305600	XP_013617800.1, XP_013594933.1
OG0012950	Ag012G1308200	XP_013595490.1
OG0012951	Ag012G1311000	XP_013595986.1
OG0012952	Ag012G1312400, Ag051G4807700	XP_013613073.1
OG0012953	Ag012G1315900	XP_013611942.1, XP_013593646.1
OG0012954	Ag012G1322400	XP_013606351.1
OG0012955	Ag012G1325500	XP_013612549.1
OG0012956	Ag012G1326200	XP_013621404.1, XP_013596179.1
OG0012957	Ag012G1327500	XP_013595765.1
OG0012958	Ag012G1329900	XP_013620877.1, XP_013597889.1
OG0012959	Ag012G1332400	XP_013619368.1, XP_013597254.1
OG0012960	Ag012G1332600	XP_013593803.1
OG0012961	Ag057G4957000, Ag012G1340100	XP_013613228.1
OG0012962	Ag057G4951400	XP_013588033.1
OG0012963	Ag057G4955100	XP_013591805.1
OG0012964	Ag057G4956600	XP_013618887.1, XP_013590109.1
OG0012965	Ag057G4964800	XP_013616247.1, XP_013592711.1
OG0012966	Ag057G4966100	XP_013614624.1
OG0012967	Ag057G4966700	XP_013591377.1
OG0012968	Ag057G4967000	XP_013591372.1
OG0012969	Ag006G0798500, Ag058G4985300	XP_013593040.1
OG0012970	Ag006G0803800, Ag058G4978700	XP_013606001.1
OG0012971	Ag058G4977600, Ag006G0805500	XP_013621585.1
OG0012972	Ag058G4973800, Ag006G0808700, Ag058G4974000, Ag006G0808400	XP_013635781.1
OG0012973	Ag006G0812000, Ag058G4970800	XP_013597026.1
OG0012974	Ag006G0812200, Ag058G4970600	XP_013621038.1
OG0012975	Ag006G0816300, Ag006G0816100	XP_013593728.1
OG0012976	Ag006G0816500	XP_013594135.1
OG0012977	Ag006G0821400	XP_013596073.1
OG0012978	Ag006G0823400	XP_013599113.1
OG0012979	Ag006G0825600	XP_013593607.1
OG0012980	Ag006G0825800	XP_013596112.1
OG0012981	Ag050G4749300, Ag006G0831100	XP_013620720.1, XP_013612449.1
OG0012982	Ag006G0834000	XP_013610934.1
OG0012983	Ag006G0839500	XP_013598280.1
OG0012984	Ag083G5411600, Ag001G0001300	XP_013603753.1
OG0012985	Ag001G0001400, Ag083G5411500	XP_013599951.1
OG0012986	Ag001G0002600, Ag083G5409800	XP_013590459.1
OG0012987	Ag001G0008300	XP_013591822.1
OG0012988	Ag001G0022900	XP_013622182.1
OG0012989	Ag001G0035400	XP_013638233.1
OG0012990	Ag001G0035500	XP_013592147.1
OG0012991	Ag001G0036600	XP_013587196.1
OG0012992	Ag001G0048200	XP_013587584.1
OG0012993	Ag001G0052000	XP_013613874.1, XP_013608909.1
OG0012994	Ag001G0052100	XP_013589896.1
OG0012995	Ag001G0052300	XP_013625944.1
OG0012996	Ag001G0053300	XP_013587853.1
OG0012997	Ag001G0055800	XP_013592893.1
OG0012998	Ag001G0060800	XP_013629783.1
OG0012999	Ag001G0060900	XP_013588467.1
OG0013000	Ag001G0073300	XP_013592361.1
OG0013001	Ag001G0073400	XP_013592360.1
OG0013002	Ag001G0078100	XP_013588481.1
OG0013003	Ag001G0082000, Ag001G0081800, Ag001G0081400	XP_013610292.1
OG0013004	Ag001G0085400	XP_013590365.1
OG0013005	Ag001G0087500	XP_013591216.1, XP_013591371.1
OG0013006	Ag001G0089600	XP_013591217.1
OG0013007	Ag023G2797700	XP_013607313.1
OG0013008	Ag023G2800900	XP_013636733.1
OG0013009	Ag023G2803300	XP_013637198.1
OG0013010	Ag015G2235800, Ag023G2803500	XP_013609205.1
OG0013011	Ag023G2803800	XP_013637103.1
OG0013012	Ag023G2806800	XP_013636241.1
OG0013013	Ag023G2807300	XP_013631891.1
OG0013015	Ag023G2815600	XP_013608758.1
OG0013016	Ag023G2818700	XP_013636410.1
OG0013017	Ag023G2823000	XP_013630816.1
OG0013018	Ag023G2823200	XP_013628675.1
OG0013019	Ag023G2824800	XP_013636257.1, XP_013636440.1
OG0013020	Ag023G2829300	XP_013631856.1
OG0013021	Ag023G2830600	XP_013633655.1
OG0013022	Ag023G2831900	XP_013631268.1, XP_013623478.1
OG0013023	Ag023G2834700	XP_013635036.1
OG0013024	Ag023G2836900	XP_013637535.1, XP_013632323.1
OG0013025	Ag023G2837100	XP_013631270.1
OG0013026	Ag023G2840100	XP_013637006.1
OG0013027	Ag023G2840200	XP_013609458.1
OG0013028	Ag023G2840500	XP_013633591.1, XP_013636396.1
OG0013029	Ag023G2845900	XP_013631583.1
OG0013030	Ag023G2846500	XP_013634354.1
OG0013031	Ag050G4742400	XP_013628722.1
OG0013033	Ag050G4747400	XP_013621965.1, XP_013616069.1
OG0013034	Ag050G4754500, Ag050G4753900	XP_013597154.1
OG0013035	Ag050G4756700	XP_013635445.1
OG0013036	Ag050G4759700	XP_013597188.1
OG0013037	Ag050G4761100, Ag050G4761200	XP_013597204.1
OG0013038	Ag050G4762200	XP_013596991.1, XP_013619888.1
OG0013039	Ag050G4764600	XP_013598772.1
OG0013040	Ag050G4766500	XP_013608943.1
OG0013041	Ag050G4766700	XP_013594207.1, XP_013619845.1
OG0013042	Ag050G4768200	XP_013591110.1, XP_013627490.1
OG0013043	Ag050G4774900	XP_013588275.1, XP_013596575.1
OG0013044	Ag050G4777000	XP_013604226.1
OG0013045	Ag050G4781900	XP_013596450.1
OG0013046	Ag034G4072700, Ag050G4786300	XP_013590025.1
OG0013047	Ag050G4790700	XP_013597531.1, XP_013604435.1
OG0013048	Ag050G4791700	XP_013598246.1
OG0013049	Ag050G4792900	XP_013617733.1
OG0013050	Ag050G4793300	XP_013602839.1
OG0013051	Ag050G4794500	XP_013621076.1, XP_013606006.1
OG0013052	Ag050G4795600	XP_013601089.1
OG0013053	Ag050G4796400	XP_013601330.1, XP_013603166.1
OG0013054	Ag050G4797800	XP_013593814.1
OG0013055	Ag083G5410800, Ag034G3797500	XP_013598214.1
OG0013056	Ag008G0937300, Ag008G0964700	XP_013598820.1
OG0013057	Ag008G0937400, Ag008G0964600	XP_013637746.1
OG0013058	Ag008G0941200	XP_013588073.1, XP_013602331.1, XP_013596014.1
OG0013059	Ag008G0942400	XP_013595648.1
OG0013060	Ag008G0948400	XP_013602580.1
OG0013061	Ag008G0949900	XP_013602356.1
OG0013062	Ag008G0950300	XP_013602458.1
OG0013063	Ag008G0951200	XP_013604283.1
OG0013064	Ag008G0952700	XP_013638538.1
OG0013065	Ag008G0953800	XP_013616888.1
OG0013066	Ag008G0955600	XP_013603812.1, XP_013590391.1
OG0013068	Ag077G5318300, Ag033G3489000	XP_013593358.1, XP_013593436.1
OG0013069	Ag077G5321200	XP_013604136.1
OG0013070	Ag051G4806600	XP_013627724.1
OG0013071	Ag051G4809300	XP_013616075.1
OG0013072	Ag051G4812100	XP_013619892.1, XP_013610231.1
OG0013073	Ag051G4814900	XP_013609867.1
OG0013074	Ag051G4815600	XP_013611554.1
OG0013075	Ag051G4816900	XP_013629785.1, XP_013606934.1
OG0013076	Ag051G4819200	XP_013630821.1
OG0013077	Ag051G4831000	XP_013611611.1, XP_013628903.1
OG0013078	Ag051G4834100	XP_013622836.1
OG0013079	Ag044G4469100	XP_013610125.1
OG0013080	Ag094G5468000, Ag044G4470700	XP_013630624.1
OG0013081	Ag044G4478500	XP_013606493.1
OG0013082	Ag044G4479800, Ag014G1846800, Ag014G1847000	XP_013598522.1
OG0013083	Ag044G4481800	XP_013622938.1
OG0013084	Ag044G4483100	XP_013595405.1
OG0013085	Ag044G4484800	XP_013595294.1
OG0013086	Ag044G4484900	XP_013593987.1
OG0013087	Ag044G4485400	XP_013608907.1
OG0013088	Ag044G4486900	XP_013599319.1
OG0013089	Ag044G4488100	XP_013629246.1
OG0013090	Ag044G4488400	XP_013597601.1
OG0013091	Ag044G4489100	XP_013596458.1, XP_013596456.1
OG0013092	Ag044G4495400	XP_013625372.1
OG0013093	Ag044G4497400, Ag034G3795500	XP_013592993.1
OG0013094	Ag044G4498700	XP_013626536.1, XP_013592966.1
OG0013095	Ag033G3480700	XP_013597305.1
OG0013096	Ag033G3480900, Ag052G4843200	XP_013595778.1
OG0013097	Ag033G3483000, Ag052G4840400	XP_013612580.1
OG0013098	Ag033G3483200, Ag052G4840300	XP_013599195.1
OG0013099	Ag033G3485200, Ag052G4837800	XP_013593457.1
OG0013100	Ag033G3492100	XP_013590665.1
OG0013101	Ag033G3501200, Ag011G1059900	XP_013593217.1
OG0013102	Ag033G3509700	XP_013635967.1
OG0013103	Ag033G3510100	XP_013615756.1, XP_013595117.1, XP_013593377.1
OG0013104	Ag033G3514700	XP_013587338.1
OG0013105	Ag033G3516300	XP_013627311.1
OG0013106	Ag033G3521500	XP_013596388.1
OG0013107	Ag033G3523100	XP_013600200.1
OG0013108	Ag033G3529800	XP_013603709.1
OG0013109	Ag033G3533500	XP_013617854.1
OG0013110	Ag033G3539100	XP_013600637.1
OG0013111	Ag033G3541300, Ag033G3541900	XP_013609451.1
OG0013112	Ag033G3543400	XP_013601039.1
OG0013113	Ag033G3544700	XP_013601218.1
OG0013114	Ag033G3560400	XP_013597884.1
OG0013115	Ag033G3570600	XP_013592933.1
OG0013116	Ag033G3570800	XP_013597816.1
OG0013117	Ag033G3570900	XP_013616516.1
OG0013118	Ag033G3571000	XP_013630605.1
OG0013119	Ag033G3579100	XP_013591000.1
OG0013120	Ag033G3584300	XP_013614802.1
OG0013121	Ag033G3591200	XP_013598365.1
OG0013122	Ag033G3592300	XP_013625173.1
OG0013123	Ag033G3603700	XP_013585344.1
OG0013124	Ag033G3604100	XP_013602089.1
OG0013125	Ag033G3610500	XP_013600149.1
OG0013126	Ag033G3612900	XP_013601765.1
OG0013127	Ag033G3615600	XP_013627846.1
OG0013128	Ag033G3616200, Ag033G3616000	XP_013602021.1
OG0013129	Ag033G3622000	XP_013598303.1
OG0013130	Ag033G3641900	XP_013607147.1
OG0013131	Ag028G3074400	XP_013609282.1
OG0013132	Ag028G3077200, Ag026G2984300	XP_013606326.1
OG0013133	Ag026G2983500, Ag028G3078100	XP_013622395.1
OG0013134	Ag026G2983300, Ag028G3078300	XP_013629519.1
OG0013135	Ag026G2981500, Ag028G3080900	XP_013612092.1
OG0013136	Ag028G3081800, Ag026G2980900	XP_013606712.1
OG0013137	Ag026G2980800, Ag028G3081900	XP_013610088.1
OG0013138	Ag026G2980300, Ag028G3082800	XP_013636753.1
OG0013139	Ag028G3084500, Ag026G2979000	XP_013606330.1, XP_013631893.1
OG0013140	Ag026G2978400, Ag028G3085100	XP_013636572.1
OG0013141	Ag026G2978300, Ag028G3085200	XP_013618956.1
OG0013142	Ag028G3085800, Ag026G2977600	XP_013619450.1
OG0013143	Ag026G2977000, Ag028G3086300	XP_013612223.1, XP_013622980.1
OG0013144	Ag028G3086600, Ag026G2976800	XP_013609171.1
OG0013145	Ag031G3138100	XP_013637915.1
OG0013146	Ag031G3138300	XP_013604353.1, XP_013601492.1
OG0013147	Ag031G3138600	XP_013598673.1
OG0013148	Ag031G3139700	XP_013600799.1
OG0013149	Ag031G3140200	XP_013618678.1
OG0013150	Ag031G3140300	XP_013619941.1
OG0013151	Ag031G3143300	XP_013620161.1
OG0013152	Ag031G3145200	XP_013618526.1
OG0013153	Ag031G3146100	XP_013638205.1
OG0013154	Ag031G3147300	XP_013598486.1
OG0013155	Ag031G3148500	XP_013614030.1
OG0013156	Ag031G3148700	XP_013607435.1, XP_013614024.1
OG0013157	Ag031G3149000	XP_013608564.1, XP_013583478.1
OG0013158	Ag031G3149500	XP_013622249.1
OG0013159	Ag031G3150600	XP_013603930.1
OG0013160	Ag031G3151800	XP_013625806.1
OG0013161	Ag031G3152000	XP_013620468.1
