protein	mRNA	gene
XP_013612867.1	XM_013757413.1	LOC106319162
XP_013612868.1	XM_013757414.1	LOC106319163
XP_013606287.1	XM_013750833.1	LOC106313098
XP_013606289.1	XM_013750835.1	LOC106313098
XP_013608605.1	XM_013753151.1	LOC106315426
XP_013607642.1	XM_013752188.1	LOC106314286
XP_013608607.1	XM_013753153.1	LOC106315428
XP_013608611.1	XM_013753157.1	LOC106315433
XP_013608610.1	XM_013753156.1	LOC106315432
XP_013608612.1	XM_013753158.1	LOC106315434
XP_013608616.1	XM_013753162.1	LOC106315434
XP_013608615.1	XM_013753161.1	LOC106315434
XP_013608614.1	XM_013753160.1	LOC106315434
XP_013608618.1	XM_013753164.1	LOC106315436
XP_013607643.1	XM_013752189.1	LOC106314287
XP_013608617.1	XM_013753163.1	LOC106315435
XP_013608609.1	XM_013753155.1	LOC106315430
XP_013608608.1	XM_013753154.1	LOC106315429
XP_013608606.1	XM_013753152.1	LOC106315427
XP_013610297.1	XM_013754843.1	LOC106316976
XP_013608997.1	XM_013753543.1	LOC106315730
XP_013605947.1	XM_013750493.1	LOC106312828
XP_013607644.1	XM_013752190.1	LOC106314291
XP_013610758.1	XM_013755304.1	LOC106317494
XP_013608881.1	XM_013753427.1	LOC106315633
XP_013606273.1	XM_013750819.1	LOC106313083
XP_013606274.1	XM_013750820.1	LOC106313084
XP_013607646.1	XM_013752192.1	LOC106314293
XP_013610206.1	XM_013754752.1	LOC106316883
XP_013606156.1	XM_013750702.1	LOC106312987
XP_013607647.1	XM_013752193.1	LOC106314294
XP_013607648.1	XM_013752194.1	LOC106314295
XP_013606779.1	XM_013751325.1	LOC106313507
XP_013612333.1	XM_013756879.1	LOC106318758
XP_013607649.1	XM_013752195.1	LOC106314296
XP_013610103.1	XM_013754649.1	LOC106316779
XP_013610111.1	XM_013754657.1	LOC106316786
XP_013611251.1	XM_013755797.1	LOC106317970
XP_013611255.1	XM_013755801.1	LOC106317973
XP_013611252.1	XM_013755798.1	LOC106317971
XP_013611254.1	XM_013755800.1	LOC106317972
XP_013611256.1	XM_013755802.1	LOC106317974
XP_013606344.1	XM_013750890.1	LOC106313147
XP_013606345.1	XM_013750891.1	LOC106313148
XP_013607650.1	XM_013752196.1	LOC106314297
XP_013606083.1	XM_013750629.1	LOC106312926
XP_013606082.1	XM_013750628.1	LOC106312926
XP_013606081.1	XM_013750627.1	LOC106312926
XP_013606080.1	XM_013750626.1	LOC106312926
XP_013610100.1	XM_013754646.1	LOC106316775
XP_013607651.1	XM_013752197.1	LOC106314300
XP_013607652.1	XM_013752198.1	LOC106314301
XP_013609749.1	XM_013754295.1	LOC106316412
XP_013608788.1	XM_013753334.1	LOC106315568
XP_013606701.1	XM_013751247.1	LOC106313445
XP_013609377.1	XM_013753923.1	LOC106316059
XP_013606471.1	XM_013751017.1	LOC106313250
XP_013606470.1	XM_013751016.1	LOC106313250
XP_013607654.1	XM_013752200.1	LOC106314302
XP_013611630.1	XM_013756176.1	LOC106318273
XP_013611629.1	XM_013756175.1	LOC106318272
XP_013610189.1	XM_013754735.1	LOC106316866
XP_013609370.1	XM_013753916.1	LOC106316053
XP_013609480.1	XM_013754026.1	LOC106316153
XP_013607655.1	XM_013752201.1	LOC106314303
XP_013606869.1	XM_013751415.1	LOC106313569
XP_013608683.1	XM_013753229.1	LOC106315487
XP_013610121.1	XM_013754667.1	LOC106316796
XP_013612746.1	XM_013757292.1	LOC106319069
XP_013606473.1	XM_013751019.1	LOC106313252
XP_013606474.1	XM_013751020.1	LOC106313252
XP_013609288.1	XM_013753834.1	LOC106315980
XP_013607656.1	XM_013752202.1	LOC106314304
XP_013609281.1	XM_013753827.1	LOC106315973
XP_013607282.1	XM_013751828.1	LOC106313899
XP_013606884.1	XM_013751430.1	LOC106313580
XP_013609358.1	XM_013753904.1	LOC106316041
XP_013607657.1	XM_013752203.1	LOC106314305
XP_013609304.1	XM_013753850.1	LOC106315995
XP_013609305.1	XM_013753851.1	LOC106315995
XP_013609306.1	XM_013753852.1	LOC106315995
XP_013609229.1	XM_013753775.1	LOC106315931
XP_013608860.1	XM_013753406.1	LOC106315616
XP_013608859.1	XM_013753405.1	LOC106315616
XP_013611833.1	XM_013756379.1	LOC106318412
XP_013611832.1	XM_013756378.1	LOC106318412
XP_013611834.1	XM_013756380.1	LOC106318413
XP_013610036.1	XM_013754582.1	LOC106316697
XP_013611603.1	XM_013756149.1	LOC106318251
XP_013613118.1	XM_013757664.1	LOC106319362
XP_013612987.1	XM_013757533.1	LOC106319257
XP_013608727.1	XM_013753273.1	LOC106315522
XP_013606824.1	XM_013751370.1	LOC106313537
XP_013612841.1	XM_013757387.1	LOC106319142
XP_013612842.1	XM_013757388.1	LOC106319143
XP_013607658.1	XM_013752204.1	LOC106314306
XP_013606323.1	XM_013750869.1	LOC106313128
XP_013607108.1	XM_013751654.1	LOC106313752
XP_013612139.1	XM_013756685.1	LOC106318626
XP_013612138.1	XM_013756684.1	LOC106318625
XP_013612137.1	XM_013756683.1	LOC106318625
XP_013610075.1	XM_013754621.1	LOC106316747
XP_013612710.1	XM_013757256.1	LOC106319045
XP_013612709.1	XM_013757255.1	LOC106319045
XP_013613309.1	XM_013757855.1	LOC106319507
XP_013608777.1	XM_013753323.1	LOC106315559
XP_013610528.1	XM_013755074.1	LOC106317223
XP_013612681.1	XM_013757227.1	LOC106319025
XP_013610315.1	XM_013754861.1	LOC106316995
XP_013607200.1	XM_013751746.1	LOC106313828
XP_013610224.1	XM_013754770.1	LOC106316903
XP_013610223.1	XM_013754769.1	LOC106316903
XP_013607659.1	XM_013752205.1	LOC106314309
XP_013607661.1	XM_013752207.1	LOC106314310
XP_013607662.1	XM_013752208.1	LOC106314311
XP_013608966.1	XM_013753512.1	LOC106315709
XP_013610252.1	XM_013754798.1	LOC106316933
XP_013610649.1	XM_013755195.1	LOC106317367
XP_013606970.1	XM_013751516.1	LOC106313649
XP_013606971.1	XM_013751517.1	LOC106313649
XP_013606972.1	XM_013751518.1	LOC106313650
XP_013610286.1	XM_013754832.1	LOC106316967
XP_013606599.1	XM_013751145.1	LOC106313348
XP_013611719.1	XM_013756265.1	LOC106318334
XP_013611718.1	XM_013756264.1	LOC106318334
XP_013606810.1	XM_013751356.1	LOC106313529
XP_013606811.1	XM_013751357.1	LOC106313529
XP_013606809.1	XM_013751355.1	LOC106313529
XP_013608736.1	XM_013753282.1	LOC106315529
XP_013607663.1	XM_013752209.1	LOC106314312
XP_013609160.1	XM_013753706.1	LOC106315875
XP_013610341.1	XM_013754887.1	LOC106317027
XP_013612441.1	XM_013756987.1	LOC106318844
XP_013612695.1	XM_013757241.1	LOC106319035
XP_013610735.1	XM_013755281.1	LOC106317468
XP_013610529.1	XM_013755075.1	LOC106317224
XP_013610227.1	XM_013754773.1	LOC106316909
XP_013610676.1	XM_013755222.1	LOC106317396
XP_013606798.1	XM_013751344.1	LOC106313521
XP_013606797.1	XM_013751343.1	LOC106313521
XP_013608952.1	XM_013753498.1	LOC106315698
XP_013609805.1	XM_013754351.1	LOC106316460
XP_013607664.1	XM_013752210.1	LOC106314316
XP_013611728.1	XM_013756274.1	LOC106318341
XP_013607666.1	XM_013752212.1	LOC106314318
XP_013607667.1	XM_013752213.1	LOC106314319
XP_013607668.1	XM_013752214.1	LOC106314321
XP_013607669.1	XM_013752215.1	LOC106314322
XP_013606140.1	XM_013750686.1	LOC106312975
XP_013607670.1	XM_013752216.1	LOC106314324
XP_013609109.1	XM_013753655.1	LOC106315826
XP_013610692.1	XM_013755238.1	LOC106317416
XP_013610693.1	XM_013755239.1	LOC106317416
XP_013612242.1	XM_013756788.1	LOC106318694
XP_013612241.1	XM_013756787.1	LOC106318694
XP_013612240.1	XM_013756786.1	LOC106318694
XP_013607671.1	XM_013752217.1	LOC106314326
XP_013610390.1	XM_013754936.1	LOC106317075
XP_013607672.1	XM_013752218.1	LOC106314327
XP_013607673.1	XM_013752219.1	LOC106314328
XP_013611232.1	XM_013755778.1	LOC106317955
XP_013611228.1	XM_013755774.1	LOC106317953
XP_013611229.1	XM_013755775.1	LOC106317953
XP_013611230.1	XM_013755776.1	LOC106317953
XP_013611231.1	XM_013755777.1	LOC106317953
XP_013611226.1	XM_013755772.1	LOC106317952
XP_013611227.1	XM_013755773.1	LOC106317952
XP_013611916.1	XM_013756462.1	LOC106318468
XP_013611915.1	XM_013756461.1	LOC106318468
XP_013613010.1	XM_013757556.1	LOC106319275
XP_013607674.1	XM_013752220.1	LOC106314333
XP_013612599.1	XM_013757145.1	LOC106318967
XP_013612598.1	XM_013757144.1	LOC106318967
XP_013612600.1	XM_013757146.1	LOC106318967
XP_013613232.1	XM_013757778.1	LOC106319451
XP_013606936.1	XM_013751482.1	LOC106313615
XP_013606937.1	XM_013751483.1	LOC106313615
XP_013606938.1	XM_013751484.1	LOC106313615
XP_013612689.1	XM_013757235.1	LOC106319032
XP_013612690.1	XM_013757236.1	LOC106319032
XP_013612691.1	XM_013757237.1	LOC106319032
XP_013607675.1	XM_013752221.1	LOC106314334
XP_013612794.1	XM_013757340.1	LOC106319105
XP_013607168.1	XM_013751714.1	LOC106313801
XP_013607676.1	XM_013752222.1	LOC106314335
XP_013607677.1	XM_013752223.1	LOC106314336
XP_013610429.1	XM_013754975.1	LOC106317117
XP_013609701.1	XM_013754247.1	LOC106316370
XP_013608883.1	XM_013753429.1	LOC106315635
XP_013609898.1	XM_013754444.1	LOC106316545
XP_013607678.1	XM_013752224.1	LOC106314337
XP_013612230.1	XM_013756776.1	LOC106318687
XP_013612231.1	XM_013756777.1	LOC106318687
XP_013607679.1	XM_013752225.1	LOC106314339
XP_013605998.1	XM_013750544.1	LOC106312864
XP_013606756.1	XM_013751302.1	LOC106313492
XP_013612382.1	XM_013756928.1	LOC106318793
XP_013606155.1	XM_013750701.1	LOC106312986
XP_013607681.1	XM_013752227.1	LOC106314340
XP_013607682.1	XM_013752228.1	LOC106314341
XP_013610803.1	XM_013755349.1	LOC106317548
XP_013609331.1	XM_013753877.1	LOC106316017
XP_013610230.1	XM_013754776.1	LOC106316912
XP_013609316.1	XM_013753862.1	LOC106316005
XP_013606423.1	XM_013750969.1	LOC106313212
XP_013610319.1	XM_013754865.1	LOC106317001
XP_013611986.1	XM_013756532.1	LOC106318518
XP_013611985.1	XM_013756531.1	LOC106318517
XP_013610004.1	XM_013754550.1	LOC106316667
XP_013608725.1	XM_013753271.1	LOC106315520
XP_013608724.1	XM_013753270.1	LOC106315520
XP_013608723.1	XM_013753269.1	LOC106315520
XP_013608722.1	XM_013753268.1	LOC106315520
XP_013607683.1	XM_013752229.1	LOC106314344
XP_013607077.1	XM_013751623.1	LOC106313724
XP_013609303.1	XM_013753849.1	LOC106315994
XP_013607206.1	XM_013751752.1	LOC106313834
XP_013610952.1	XM_013755498.1	LOC106317738
XP_013610953.1	XM_013755499.1	LOC106317739
XP_013608805.1	XM_013753351.1	LOC106315586
XP_013609846.1	XM_013754392.1	LOC106316492
XP_013609847.1	XM_013754393.1	LOC106316492
XP_013609845.1	XM_013754391.1	LOC106316492
XP_013613272.1	XM_013757818.1	LOC106319478
XP_013613273.1	XM_013757819.1	LOC106319478
XP_013613275.1	XM_013757821.1	LOC106319478
XP_013613276.1	XM_013757822.1	LOC106319478
XP_013613274.1	XM_013757820.1	LOC106319478
XP_013613271.1	XM_013757817.1	LOC106319478
XP_013610828.1	XM_013755374.1	LOC106317584
XP_013608625.1	XM_013753171.1	LOC106315444
XP_013608626.1	XM_013753172.1	LOC106315444
XP_013610210.1	XM_013754756.1	LOC106316887
XP_013606221.1	XM_013750767.1	LOC106313046
XP_013606220.1	XM_013750766.1	LOC106313046
XP_013612547.1	XM_013757093.1	LOC106318925
XP_013612983.1	XM_013757529.1	LOC106319252
XP_013612982.1	XM_013757528.1	LOC106319251
XP_013607685.1	XM_013752231.1	LOC106314349
XP_013612296.1	XM_013756842.1	LOC106318728
XP_013609892.1	XM_013754438.1	LOC106316537
XP_013607686.1	XM_013752232.1	LOC106314350
XP_013609437.1	XM_013753983.1	LOC106316113
XP_013611135.1	XM_013755681.1	LOC106317879
XP_013611137.1	XM_013755683.1	LOC106317881
XP_013611139.1	XM_013755685.1	LOC106317881
XP_013611134.1	XM_013755680.1	LOC106317877
XP_013611136.1	XM_013755682.1	LOC106317880
XP_013609404.1	XM_013753950.1	LOC106316086
XP_013609405.1	XM_013753951.1	LOC106316086
XP_013610181.1	XM_013754727.1	LOC106316859
XP_013605979.1	XM_013750525.1	LOC106312848
XP_013606151.1	XM_013750697.1	LOC106312982
XP_013607688.1	XM_013752234.1	LOC106314353
XP_013609521.1	XM_013754067.1	LOC106316196
XP_013609235.1	XM_013753781.1	LOC106315935
XP_013612898.1	XM_013757444.1	LOC106319188
XP_013607364.1	XM_013751910.1	LOC106313968
XP_013612834.1	XM_013757380.1	LOC106319138
XP_013607689.1	XM_013752235.1	LOC106314355
XP_013607275.1	XM_013751821.1	LOC106313893
XP_013607691.1	XM_013752237.1	LOC106314356
XP_013607297.1	XM_013751843.1	LOC106313910
XP_013607692.1	XM_013752238.1	LOC106314357
XP_013609536.1	XM_013754082.1	LOC106316211
XP_013607693.1	XM_013752239.1	LOC106314358
XP_013606831.1	XM_013751377.1	LOC106313544
XP_013610304.1	XM_013754850.1	LOC106316982
XP_013610302.1	XM_013754848.1	LOC106316982
XP_013610303.1	XM_013754849.1	LOC106316982
XP_013607694.1	XM_013752240.1	LOC106314361
XP_013610636.1	XM_013755182.1	LOC106317353
XP_013611045.1	XM_013755591.1	LOC106317816
XP_013611042.1	XM_013755588.1	LOC106317816
XP_013611041.1	XM_013755587.1	LOC106317816
XP_013611043.1	XM_013755589.1	LOC106317816
XP_013606301.1	XM_013750847.1	LOC106313108
XP_013611428.1	XM_013755974.1	LOC106318121
XP_013611431.1	XM_013755977.1	LOC106318121
XP_013611433.1	XM_013755979.1	LOC106318121
XP_013611435.1	XM_013755981.1	LOC106318121
XP_013611434.1	XM_013755980.1	LOC106318121
XP_013611430.1	XM_013755976.1	LOC106318121
XP_013611436.1	XM_013755982.1	LOC106318121
XP_013611432.1	XM_013755978.1	LOC106318121
XP_013607310.1	XM_013751856.1	LOC106313921
XP_013607311.1	XM_013751857.1	LOC106313921
XP_013607317.1	XM_013751863.1	LOC106313928
XP_013607696.1	XM_013752242.1	LOC106314363
XP_013610463.1	XM_013755009.1	LOC106317153
XP_013607370.1	XM_013751916.1	LOC106313973
XP_013607697.1	XM_013752243.1	LOC106314364
XP_013607698.1	XM_013752244.1	LOC106314365
XP_013613226.1	XM_013757772.1	LOC106319445
XP_013610266.1	XM_013754812.1	LOC106316948
XP_013607699.1	XM_013752245.1	LOC106314367
XP_013613354.1	XM_013757900.1	LOC106319537
XP_013613353.1	XM_013757899.1	LOC106319537
XP_013612607.1	XM_013757153.1	LOC106318972
XP_013611945.1	XM_013756491.1	LOC106318483
XP_013611944.1	XM_013756490.1	LOC106318483
XP_013607700.1	XM_013752246.1	LOC106314368
XP_013610037.1	XM_013754583.1	LOC106316698
XP_013609317.1	XM_013753863.1	LOC106316006
XP_013607701.1	XM_013752247.1	LOC106314369
XP_013611304.1	XM_013755850.1	LOC106318019
XP_013612821.1	XM_013757367.1	LOC106319128
XP_013613261.1	XM_013757807.1	LOC106319472
XP_013607703.1	XM_013752249.1	LOC106314370
XP_013607704.1	XM_013752250.1	LOC106314371
XP_013606268.1	XM_013750814.1	LOC106313080
XP_013606267.1	XM_013750813.1	LOC106313080
XP_013606270.1	XM_013750816.1	LOC106313080
XP_013606269.1	XM_013750815.1	LOC106313080
XP_013610207.1	XM_013754753.1	LOC106316884
XP_013607705.1	XM_013752251.1	LOC106314372
XP_013610453.1	XM_013754999.1	LOC106317140
XP_013607290.1	XM_013751836.1	LOC106313904
XP_013607289.1	XM_013751835.1	LOC106313903
XP_013613045.1	XM_013757591.1	LOC106319309
XP_013607236.1	XM_013751782.1	LOC106313858
XP_013607362.1	XM_013751908.1	LOC106313965
XP_013607363.1	XM_013751909.1	LOC106313967
XP_013607706.1	XM_013752252.1	LOC106314373
XP_013611552.1	XM_013756098.1	LOC106318214
XP_013611551.1	XM_013756097.1	LOC106318214
XP_013611548.1	XM_013756094.1	LOC106318213
XP_013611547.1	XM_013756093.1	LOC106318213
XP_013611546.1	XM_013756092.1	LOC106318213
XP_013611550.1	XM_013756096.1	LOC106318213
XP_013611549.1	XM_013756095.1	LOC106318213
XP_013612300.1	XM_013756846.1	LOC106318734
XP_013609218.1	XM_013753764.1	LOC106315919
XP_013609217.1	XM_013753763.1	LOC106315919
XP_013609223.1	XM_013753769.1	LOC106315926
XP_013606605.1	XM_013751151.1	LOC106313353
XP_013606604.1	XM_013751150.1	LOC106313352
XP_013606772.1	XM_013751318.1	LOC106313504
XP_013606773.1	XM_013751319.1	LOC106313504
XP_013607707.1	XM_013752253.1	LOC106314375
XP_013607709.1	XM_013752255.1	LOC106314377
XP_013610721.1	XM_013755267.1	LOC106317451
XP_013607710.1	XM_013752256.1	LOC106314379
XP_013610167.1	XM_013754713.1	LOC106316849
XP_013610166.1	XM_013754712.1	LOC106316849
XP_013610169.1	XM_013754715.1	LOC106316849
XP_013610170.1	XM_013754716.1	LOC106316849
XP_013610168.1	XM_013754714.1	LOC106316849
XP_013607711.1	XM_013752257.1	LOC106314380
XP_013609456.1	XM_013754002.1	LOC106316130
XP_013610545.1	XM_013755091.1	LOC106317240
XP_013610557.1	XM_013755103.1	LOC106317260
XP_013609901.1	XM_013754447.1	LOC106316551
XP_013606654.1	XM_013751200.1	LOC106313401
XP_013606320.1	XM_013750866.1	LOC106313124
XP_013612906.1	XM_013757452.1	LOC106319194
XP_013612734.1	XM_013757280.1	LOC106319061
XP_013612737.1	XM_013757283.1	LOC106319061
XP_013612738.1	XM_013757284.1	LOC106319061
XP_013612733.1	XM_013757279.1	LOC106319061
XP_013612735.1	XM_013757281.1	LOC106319061
XP_013607712.1	XM_013752258.1	LOC106314381
XP_013606665.1	XM_013751211.1	LOC106313412
XP_013607713.1	XM_013752259.1	LOC106314383
XP_013610416.1	XM_013754962.1	LOC106317105
XP_013607714.1	XM_013752260.1	LOC106314384
XP_013607006.1	XM_013751552.1	LOC106313671
XP_013607005.1	XM_013751551.1	LOC106313671
XP_013607010.1	XM_013751556.1	LOC106313671
XP_013607008.1	XM_013751554.1	LOC106313671
XP_013607007.1	XM_013751553.1	LOC106313671
XP_013607009.1	XM_013751555.1	LOC106313671
XP_013612280.1	XM_013756826.1	LOC106318718
XP_013610889.1	XM_013755435.1	LOC106317648
XP_013610650.1	XM_013755196.1	LOC106317368
XP_013610791.1	XM_013755337.1	LOC106317530
XP_013607716.1	XM_013752262.1	LOC106314385
XP_013607717.1	XM_013752263.1	LOC106314386
XP_013610887.1	XM_013755433.1	LOC106317646
XP_013607057.1	XM_013751603.1	LOC106313708
XP_013610485.1	XM_013755031.1	LOC106317181
XP_013606255.1	XM_013750801.1	LOC106313072
XP_013612038.1	XM_013756584.1	LOC106318559
XP_013612037.1	XM_013756583.1	LOC106318558
XP_013612035.1	XM_013756581.1	LOC106318558
XP_013612036.1	XM_013756582.1	LOC106318558
XP_013612034.1	XM_013756580.1	LOC106318557
XP_013605997.1	XM_013750543.1	LOC106312863
XP_013607718.1	XM_013752264.1	LOC106314389
XP_013609909.1	XM_013754455.1	LOC106316563
XP_013610704.1	XM_013755250.1	LOC106317429
XP_013606180.1	XM_013750726.1	LOC106313012
XP_013606181.1	XM_013750727.1	LOC106313013
XP_013609787.1	XM_013754333.1	LOC106316442
XP_013610000.1	XM_013754546.1	LOC106316664
XP_013609926.1	XM_013754472.1	LOC106316583
XP_013611329.1	XM_013755875.1	LOC106318038
XP_013611328.1	XM_013755874.1	LOC106318037
XP_013607719.1	XM_013752265.1	LOC106314391
XP_013611333.1	XM_013755879.1	LOC106318041
XP_013611332.1	XM_013755878.1	LOC106318040
XP_013611331.1	XM_013755877.1	LOC106318040
XP_013611330.1	XM_013755876.1	LOC106318040
XP_013606610.1	XM_013751156.1	LOC106313359
XP_013607720.1	XM_013752266.1	LOC106314393
XP_013606609.1	XM_013751155.1	LOC106313358
XP_013606551.1	XM_013751097.1	LOC106313313
XP_013610001.1	XM_013754547.1	LOC106316665
XP_013607085.1	XM_013751631.1	LOC106313733
XP_013610099.1	XM_013754645.1	LOC106316773
XP_013607721.1	XM_013752267.1	LOC106314394
XP_013607723.1	XM_013752269.1	LOC106314395
XP_013612674.1	XM_013757220.1	LOC106319020
XP_013612673.1	XM_013757219.1	LOC106319020
XP_013606379.1	XM_013750925.1	LOC106313183
XP_013607724.1	XM_013752270.1	LOC106314396
XP_013609628.1	XM_013754174.1	LOC106316295
XP_013610226.1	XM_013754772.1	LOC106316905
XP_013607725.1	XM_013752271.1	LOC106314397
XP_013606115.1	XM_013750661.1	LOC106312954
XP_013606117.1	XM_013750663.1	LOC106312955
XP_013606119.1	XM_013750665.1	LOC106312955
XP_013606120.1	XM_013750666.1	LOC106312955
XP_013606118.1	XM_013750664.1	LOC106312955
XP_013607726.1	XM_013752272.1	LOC106314398
XP_013607727.1	XM_013752273.1	LOC106314399
XP_013606309.1	XM_013750855.1	LOC106313115
XP_013612592.1	XM_013757138.1	LOC106318962
XP_013612591.1	XM_013757137.1	LOC106318961
XP_013607728.1	XM_013752274.1	LOC106314401
XP_013608951.1	XM_013753497.1	LOC106315696
XP_013608950.1	XM_013753496.1	LOC106315696
XP_013608932.1	XM_013753478.1	LOC106315678
XP_013607729.1	XM_013752275.1	LOC106314402
XP_013607730.1	XM_013752276.1	LOC106314403
XP_013607732.1	XM_013752278.1	LOC106314404
XP_013607733.1	XM_013752279.1	LOC106314405
XP_013610502.1	XM_013755048.1	LOC106317197
XP_013608885.1	XM_013753431.1	LOC106315638
XP_013606476.1	XM_013751022.1	LOC106313255
XP_013606369.1	XM_013750915.1	LOC106313173
XP_013606370.1	XM_013750916.1	LOC106313173
XP_013606371.1	XM_013750917.1	LOC106313174
XP_013609359.1	XM_013753905.1	LOC106316044
XP_013606714.1	XM_013751260.1	LOC106313456
XP_013607734.1	XM_013752280.1	LOC106314406
XP_013606722.1	XM_013751268.1	LOC106313464
XP_013607735.1	XM_013752281.1	LOC106314407
XP_013608663.1	XM_013753209.1	LOC106315470
XP_013609959.1	XM_013754505.1	LOC106316622
XP_013612797.1	XM_013757343.1	LOC106319107
XP_013612796.1	XM_013757342.1	LOC106319107
XP_013610562.1	XM_013755108.1	LOC106317264
XP_013606668.1	XM_013751214.1	LOC106313415
XP_013612512.1	XM_013757058.1	LOC106318897
XP_013606837.1	XM_013751383.1	LOC106313548
XP_013607736.1	XM_013752282.1	LOC106314409
XP_013607737.1	XM_013752283.1	LOC106314410
XP_013613145.1	XM_013757691.1	LOC106319381
XP_013613147.1	XM_013757693.1	LOC106319382
XP_013611454.1	XM_013756000.1	LOC106318136
XP_013611455.1	XM_013756001.1	LOC106318137
XP_013607738.1	XM_013752284.1	LOC106314413
XP_013607739.1	XM_013752285.1	LOC106314415
XP_013612453.1	XM_013756999.1	LOC106318853
XP_013606475.1	XM_013751021.1	LOC106313254
XP_013612201.1	XM_013756747.1	LOC106318669
XP_013612199.1	XM_013756745.1	LOC106318669
XP_013612202.1	XM_013756748.1	LOC106318669
XP_013612200.1	XM_013756746.1	LOC106318669
XP_013613190.1	XM_013757736.1	LOC106319420
XP_013613193.1	XM_013757739.1	LOC106319422
XP_013613192.1	XM_013757738.1	LOC106319421
XP_013613195.1	XM_013757741.1	LOC106319424
XP_013613194.1	XM_013757740.1	LOC106319424
XP_013613196.1	XM_013757742.1	LOC106319424
XP_013610163.1	XM_013754709.1	LOC106316847
XP_013613352.1	XM_013757898.1	LOC106319536
XP_013607741.1	XM_013752287.1	LOC106314417
XP_013607742.1	XM_013752288.1	LOC106314418
XP_013607743.1	XM_013752289.1	LOC106314419
XP_013607744.1	XM_013752290.1	LOC106314420
XP_013607745.1	XM_013752291.1	LOC106314421
XP_013609141.1	XM_013753687.1	LOC106315858
XP_013607747.1	XM_013752293.1	LOC106314423
XP_013607078.1	XM_013751624.1	LOC106313726
XP_013607079.1	XM_013751625.1	LOC106313726
XP_013610484.1	XM_013755030.1	LOC106317180
XP_013610354.1	XM_013754900.1	LOC106317037
XP_013610785.1	XM_013755331.1	LOC106317523
XP_013610782.1	XM_013755328.1	LOC106317522
XP_013610784.1	XM_013755330.1	LOC106317522
XP_013610787.1	XM_013755333.1	LOC106317524
XP_013610786.1	XM_013755332.1	LOC106317524
XP_013613121.1	XM_013757667.1	LOC106319365
XP_013607748.1	XM_013752294.1	LOC106314424
XP_013609671.1	XM_013754217.1	LOC106316338
XP_013607749.1	XM_013752295.1	LOC106314426
XP_013607396.1	XM_013751942.1	LOC106313989
XP_013610423.1	XM_013754969.1	LOC106317115
XP_013610424.1	XM_013754970.1	LOC106317115
XP_013610426.1	XM_013754972.1	LOC106317115
XP_013610425.1	XM_013754971.1	LOC106317115
XP_013611947.1	XM_013756493.1	LOC106318485
XP_013610038.1	XM_013754584.1	LOC106316701
XP_013609320.1	XM_013753866.1	LOC106316008
XP_013607750.1	XM_013752296.1	LOC106314428
XP_013609969.1	XM_013754515.1	LOC106316636
XP_013611047.1	XM_013755593.1	LOC106317818
XP_013612085.1	XM_013756631.1	LOC106318591
XP_013612084.1	XM_013756630.1	LOC106318590
XP_013609542.1	XM_013754088.1	LOC106316218
XP_013613266.1	XM_013757812.1	LOC106319475
XP_013613267.1	XM_013757813.1	LOC106319475
XP_013605983.1	XM_013750529.1	LOC106312853
XP_013613243.1	XM_013757789.1	LOC106319461
XP_013607752.1	XM_013752298.1	LOC106314429
XP_013612439.1	XM_013756985.1	LOC106318843
XP_013610012.1	XM_013754558.1	LOC106316676
XP_013609445.1	XM_013753991.1	LOC106316122
XP_013609446.1	XM_013753992.1	LOC106316122
XP_013609447.1	XM_013753993.1	LOC106316122
XP_013607753.1	XM_013752299.1	LOC106314430
XP_013612773.1	XM_013757319.1	LOC106319093
XP_013612774.1	XM_013757320.1	LOC106319093
XP_013607754.1	XM_013752300.1	LOC106314431
XP_013612672.1	XM_013757218.1	LOC106319018
XP_013612732.1	XM_013757278.1	LOC106319060
XP_013607756.1	XM_013752302.1	LOC106314434
XP_013607757.1	XM_013752303.1	LOC106314435
XP_013607758.1	XM_013752304.1	LOC106314436
XP_013612626.1	XM_013757172.1	LOC106318988
XP_013612627.1	XM_013757173.1	LOC106318988
XP_013612628.1	XM_013757174.1	LOC106318989
XP_013607176.1	XM_013751722.1	LOC106313810
XP_013607760.1	XM_013752306.1	LOC106314437
XP_013611970.1	XM_013756516.1	LOC106318506
XP_013611971.1	XM_013756517.1	LOC106318507
XP_013611972.1	XM_013756518.1	LOC106318507
XP_013608922.1	XM_013753468.1	LOC106315668
XP_013608963.1	XM_013753509.1	LOC106315705
XP_013606927.1	XM_013751473.1	LOC106313610
XP_013612953.1	XM_013757499.1	LOC106319227
XP_013612951.1	XM_013757497.1	LOC106319225
XP_013612952.1	XM_013757498.1	LOC106319225
XP_013607280.1	XM_013751826.1	LOC106313897
XP_013607281.1	XM_013751827.1	LOC106313897
XP_013607761.1	XM_013752307.1	LOC106314438
XP_013613211.1	XM_013757757.1	LOC106319432
XP_013612204.1	XM_013756750.1	LOC106318671
XP_013612206.1	XM_013756752.1	LOC106318672
XP_013612205.1	XM_013756751.1	LOC106318672
XP_013612210.1	XM_013756756.1	LOC106318672
XP_013612208.1	XM_013756754.1	LOC106318672
XP_013612211.1	XM_013756757.1	LOC106318672
XP_013612209.1	XM_013756755.1	LOC106318672
XP_013612207.1	XM_013756753.1	LOC106318672
XP_013612203.1	XM_013756749.1	LOC106318670
XP_013612638.1	XM_013757184.1	LOC106318997
