protein	mRNA	gene
XP_024008461.1	XM_024152693.1	LOC18992661
XP_024008460.1	XM_024152692.1	LOC18992661
XP_006416143.1	XM_006416080.2	LOC18992661
XP_006416144.1	XM_006416081.2	LOC18992661
XP_006416145.1	XM_006416082.2	LOC18992662
XP_024008462.1	XM_024152694.1	LOC112084078
XP_006416146.1	XM_006416083.2	LOC18992663
XP_024008458.1	XM_024152690.1	LOC18992663
XP_024008459.1	XM_024152691.1	LOC18992663
XP_006416147.1	XM_006416084.2	LOC18992664
XP_024008233.1	XM_024152465.1	LOC18992664
XP_006416149.1	XM_006416086.2	LOC18992665
XP_006416150.1	XM_006416087.2	LOC18992666
XP_006416151.1	XM_006416088.2	LOC18992667
XP_006416152.1	XM_006416089.2	LOC18992668
XP_006416153.1	XM_006416090.1	LOC18992669
XP_024008267.1	XM_024152499.1	LOC18992670
XP_024008043.1	XM_024152275.1	LOC112084025
XP_024008044.1	XM_024152276.1	LOC18992671
XP_006416157.2	XM_006416094.2	LOC18992672
XP_006416160.1	XM_006416097.2	LOC18992673
XP_006416163.1	XM_006416100.2	LOC18992674
XP_006416161.1	XM_006416098.2	LOC18992674
XP_006416162.1	XM_006416099.2	LOC18992674
XP_024008541.1	XM_024152773.1	LOC18992674
XP_006416164.2	XM_006416101.2	LOC18992675
XP_006416166.1	XM_006416103.2	LOC18992676
XP_006416168.1	XM_006416105.2	LOC18992677
XP_024009008.1	XM_024153240.1	LOC18992678
XP_006416171.1	XM_006416108.2	LOC18992679
XP_006416170.1	XM_006416107.2	LOC18992679
XP_024008600.1	XM_024152832.1	LOC18992680
XP_006416173.2	XM_006416110.2	LOC18992681
XP_024008888.1	XM_024153120.1	LOC18992682
XP_006416175.1	XM_006416112.2	LOC18992682
XP_024008889.1	XM_024153121.1	LOC18992683
XP_006416176.1	XM_006416113.2	LOC18992683
XP_006416177.1	XM_006416114.2	LOC18992684
XP_006416179.1	XM_006416116.2	LOC18992685
XP_006416180.1	XM_006416117.2	LOC18992686
XP_006416181.2	XM_006416118.2	LOC18992687
XP_006416182.1	XM_006416119.2	LOC18992688
XP_006416183.1	XM_006416120.2	LOC18992689
XP_006416184.1	XM_006416121.2	LOC18992690
XP_006416185.1	XM_006416122.2	LOC18992691
XP_024007823.1	XM_024152055.1	LOC18992691
XP_024007822.1	XM_024152054.1	LOC18992692
XP_006416188.1	XM_006416125.2	LOC18992692
XP_006416189.1	XM_006416126.2	LOC18992693
XP_006416190.1	XM_006416127.2	LOC18992694
XP_006416191.2	XM_006416128.2	LOC18992695
XP_006416192.1	XM_006416129.2	LOC18992696
XP_006416193.1	XM_006416130.2	LOC18992697
XP_006416194.2	XM_006416131.2	LOC18992698
XP_006416195.1	XM_006416132.2	LOC18992699
XP_006416196.1	XM_006416133.2	LOC18992700
XP_006416197.1	XM_006416134.1	LOC18992701
XP_024008320.1	XM_024152552.1	LOC18992702
XP_006416199.1	XM_006416136.2	LOC18992703
XP_006416200.1	XM_006416137.2	LOC18992704
XP_006416201.2	XM_006416138.2	LOC18992705
XP_006416202.1	XM_006416139.2	LOC18992706
XP_024008649.1	XM_024152881.1	LOC18992707
XP_006416204.1	XM_006416141.2	LOC18992708
XP_006416205.1	XM_006416142.2	LOC18992709
XP_024008916.1	XM_024153148.1	LOC18992711
XP_006416207.2	XM_006416144.2	LOC18992711
XP_006416209.1	XM_006416146.2	LOC18992712
XP_006416210.2	XM_006416147.2	LOC18992713
XP_006416211.1	XM_006416148.2	LOC18992714
XP_006416212.1	XM_006416149.2	LOC18992715
XP_006416213.1	XM_006416150.2	LOC18992716
XP_024008045.1	XM_024152277.1	LOC18992717
XP_006416216.1	XM_006416153.2	LOC18992719
XP_024008960.1	XM_024153192.1	LOC18992720
XP_006416218.1	XM_006416155.2	LOC18992721
XP_006416219.1	XM_006416156.2	LOC18992722
XP_024008308.1	XM_024152540.1	LOC18992723
XP_006416221.1	XM_006416158.2	LOC18992724
XP_006416222.1	XM_006416159.2	LOC18992725
XP_006416224.1	XM_006416161.2	LOC18992726
XP_024008543.1	XM_024152775.1	LOC18992726
XP_024008544.1	XM_024152776.1	LOC18992726
XP_006416226.1	XM_006416163.2	LOC18992726
XP_006416223.1	XM_006416160.2	LOC18992728
XP_006416227.1	XM_006416164.2	LOC18992727
XP_024008720.1	XM_024152952.1	LOC18992729
XP_006416229.1	XM_006416166.2	LOC18992730
XP_024008876.1	XM_024153108.1	LOC18992731
XP_024008046.1	XM_024152278.1	LOC18992732
XP_024008899.1	XM_024153131.1	LOC112084130
XP_006416232.1	XM_006416169.2	LOC18992733
XP_024008610.1	XM_024152842.1	LOC18992734
XP_024008611.1	XM_024152843.1	LOC18992734
XP_006416233.2	XM_006416170.2	LOC18992734
XP_024008612.1	XM_024152844.1	LOC18992734
XP_024008943.1	XM_024153175.1	LOC18992735
XP_024009153.1	XM_024153385.1	LOC18992736
XP_006416235.1	XM_006416172.2	LOC18992736
XP_006416236.1	XM_006416173.2	LOC18992737
XP_006416237.1	XM_006416174.2	LOC18992738
XP_024008778.1	XM_024153010.1	LOC18992739
XP_024008224.1	XM_024152456.1	LOC18992740
XP_024008679.1	XM_024152911.1	LOC18992741
XP_024008678.1	XM_024152910.1	LOC18992741
XP_006416241.1	XM_006416178.2	LOC18992742
XP_006416243.1	XM_006416180.1	LOC18992744
XP_006416245.2	XM_006416182.2	LOC18992746
XP_006416246.2	XM_006416183.2	LOC18992747
XP_024008047.1	XM_024152279.1	LOC112084026
XP_006416247.2	XM_006416184.2	LOC18992748
XP_024008734.1	XM_024152966.1	LOC18992749
XP_006416248.1	XM_006416185.2	LOC18992749
XP_024008736.1	XM_024152968.1	LOC18992749
XP_024008735.1	XM_024152967.1	LOC18992749
XP_006416249.2	XM_006416186.2	LOC18992750
XP_006416251.1	XM_006416188.2	LOC18992752
XP_006416252.1	XM_006416189.2	LOC18992753
XP_006416253.1	XM_006416190.2	LOC18992754
XP_006416254.2	XM_006416191.2	LOC18992755
XP_006416255.1	XM_006416192.2	LOC18992756
XP_006416256.1	XM_006416193.2	LOC18992757
XP_006416257.1	XM_006416194.1	LOC18992758
XP_006416258.2	XM_006416195.2	LOC18992759
XP_006416259.1	XM_006416196.1	LOC18992760
XP_006416260.1	XM_006416197.2	LOC18992761
XP_006416262.1	XM_006416199.2	LOC18992763
XP_006416263.1	XM_006416200.2	LOC18992764
XP_006416264.1	XM_006416201.2	LOC18992765
XP_006416266.1	XM_006416203.2	LOC18992766
XP_006416265.2	XM_006416202.2	LOC18992768
XP_024008180.1	XM_024152412.1	LOC18992768
XP_006416267.1	XM_006416204.2	LOC18992767
XP_006416268.2	XM_006416205.2	LOC18992769
XP_006416269.1	XM_006416206.2	LOC18992770
XP_006416270.1	XM_006416207.2	LOC18992771
XP_006416271.1	XM_006416208.2	LOC18992772
XP_024008198.1	XM_024152430.1	LOC18992772
XP_006416272.1	XM_006416209.2	LOC18992773
XP_006416274.1	XM_006416211.2	LOC18992774
XP_006416275.2	XM_006416212.2	LOC18992775
XP_006416276.1	XM_006416213.2	LOC18992776
XP_006416277.1	XM_006416214.2	LOC18992777
XP_006416278.1	XM_006416215.2	LOC18992778
XP_006416279.1	XM_006416216.2	LOC18992779
XP_024008908.1	XM_024153140.1	LOC18992780
XP_006416280.1	XM_006416217.2	LOC18992780
XP_024008118.1	XM_024152350.1	LOC112084055
XP_024008117.1	XM_024152349.1	LOC18992781
XP_006416282.1	XM_006416219.2	LOC18992782
XP_006416284.1	XM_006416221.2	LOC18992783
XP_006416283.1	XM_006416220.2	LOC18992783
XP_024008891.1	XM_024153123.1	LOC18992784
XP_006416287.1	XM_006416224.2	LOC18992785
XP_024007844.1	XM_024152076.1	LOC18992786
XP_006416288.1	XM_006416225.2	LOC18992786
XP_006416289.1	XM_006416226.2	LOC18992787
XP_006416290.1	XM_006416227.2	LOC18992788
XP_006416291.1	XM_006416228.2	LOC18992789
XP_024008890.1	XM_024153122.1	LOC18992790
XP_006416293.1	XM_006416230.2	LOC18992791
XP_024008767.1	XM_024152999.1	LOC112084103
XP_006416294.1	XM_006416231.2	LOC18992792
XP_006416295.1	XM_006416232.2	LOC18992793
XP_024008765.1	XM_024152997.1	LOC18992794
XP_006416296.2	XM_006416233.2	LOC18992794
XP_006416297.2	XM_006416234.2	LOC18992795
XP_006416298.1	XM_006416235.2	LOC18992796
XP_006416299.1	XM_006416236.2	LOC18992797
XP_024008197.1	XM_024152429.1	LOC18992798
XP_006416300.1	XM_006416237.2	LOC18992798
XP_006416301.1	XM_006416238.2	LOC18992799
XP_006416303.1	XM_006416240.1	LOC18992800
XP_024008977.1	XM_024153209.1	LOC18992801
XP_006416305.1	XM_006416242.2	LOC18992801
XP_006416304.1	XM_006416241.2	LOC18992801
XP_024008978.1	XM_024153210.1	LOC18992801
XP_024008979.1	XM_024153211.1	LOC18992801
XP_024008976.1	XM_024153208.1	LOC18992801
XP_006416306.1	XM_006416243.2	LOC18992802
XP_006416307.1	XM_006416244.2	LOC18992803
XP_006416308.1	XM_006416245.2	LOC18992804
XP_006416309.1	XM_006416246.2	LOC18992805
XP_024009103.1	XM_024153335.1	LOC18992805
XP_024009104.1	XM_024153336.1	LOC18992806
XP_006416310.1	XM_006416247.2	LOC18992806
XP_024008968.1	XM_024153200.1	LOC18992807
XP_006416312.1	XM_006416249.2	LOC18992808
XP_006416313.1	XM_006416250.1	LOC18992809
XP_006416316.1	XM_006416253.2	LOC18992812
XP_006416317.1	XM_006416254.2	LOC18992813
XP_024008048.1	XM_024152280.1	LOC18992815
XP_006416320.2	XM_006416257.2	LOC18992816
XP_024008540.1	XM_024152772.1	LOC112084083
XP_006416321.2	XM_006416258.2	LOC18992817
XP_024008190.1	XM_024152422.1	LOC18992818
XP_024008572.1	XM_024152804.1	LOC18992819
XP_006416323.1	XM_006416260.2	LOC18992819
XP_006416324.1	XM_006416261.2	LOC18992820
XP_006416325.2	XM_006416262.2	LOC18992821
XP_006416326.1	XM_006416263.2	LOC18992822
XP_024008590.1	XM_024152822.1	LOC18992823
XP_006416328.1	XM_006416265.2	LOC18992824
XP_006416329.1	XM_006416266.2	LOC18992825
XP_006416330.1	XM_006416267.2	LOC18992826
XP_024008176.1	XM_024152408.1	LOC18992826
XP_006416331.1	XM_006416268.2	LOC18992827
XP_006416333.1	XM_006416270.2	LOC18992828
XP_006416332.1	XM_006416269.2	LOC18992828
XP_006416334.1	XM_006416271.2	LOC18992829
XP_024008128.1	XM_024152360.1	LOC18992830
XP_024008129.1	XM_024152361.1	LOC18992830
XP_006416336.1	XM_006416273.2	LOC18992831
XP_006416337.1	XM_006416274.2	LOC18992832
XP_006416338.1	XM_006416275.2	LOC18992833
XP_006416340.1	XM_006416277.2	LOC18992834
XP_024008985.1	XM_024153217.1	LOC18992835
XP_006416342.1	XM_006416279.2	LOC18992836
XP_024007893.1	XM_024152125.1	LOC18992837
XP_024008125.1	XM_024152357.1	LOC18992838
XP_006416345.1	XM_006416282.2	LOC18992839
XP_006416346.1	XM_006416283.2	LOC18992840
XP_006416347.2	XM_006416284.2	LOC18992841
XP_006416348.1	XM_006416285.2	LOC18992842
XP_024008743.1	XM_024152975.1	LOC18992842
XP_006416349.1	XM_006416286.2	LOC18992842
XP_024008744.1	XM_024152976.1	LOC18992842
XP_006416350.1	XM_006416287.2	LOC18992843
XP_006416351.1	XM_006416288.2	LOC18992844
XP_006416352.1	XM_006416289.2	LOC18992845
XP_024008973.1	XM_024153205.1	LOC18992846
XP_006416353.1	XM_006416290.2	LOC18992846
XP_024008429.1	XM_024152661.1	LOC18992847
XP_006416354.1	XM_006416291.2	LOC18992847
XP_024008430.1	XM_024152662.1	LOC18992847
XP_006416355.1	XM_006416292.2	LOC18992848
XP_006416356.1	XM_006416293.2	LOC18992849
XP_006416357.1	XM_006416294.2	LOC18992850
XP_006416358.1	XM_006416295.2	LOC18992850
XP_024008186.1	XM_024152418.1	LOC18992850
XP_006416359.1	XM_006416296.2	LOC18992851
XP_006416360.1	XM_006416297.2	LOC18992852
XP_006416361.1	XM_006416298.2	LOC18992853
XP_006416362.1	XM_006416299.2	LOC18992854
XP_024008338.1	XM_024152570.1	LOC18992854
XP_024008050.1	XM_024152282.1	LOC112084027
XP_006416363.2	XM_006416300.2	LOC18992855
XP_024007858.1	XM_024152090.1	LOC112083903
XP_024007857.1	XM_024152089.1	LOC18992856
XP_024008602.1	XM_024152834.1	LOC18992857
XP_024008601.1	XM_024152833.1	LOC18992857
XP_006416366.1	XM_006416303.2	LOC18992857
XP_006416367.1	XM_006416304.2	LOC18992858
XP_024007819.1	XM_024152051.1	LOC18992859
XP_024008052.1	XM_024152284.1	LOC18992860
XP_006416370.2	XM_006416307.2	LOC18992861
XP_006416371.1	XM_006416308.2	LOC18992862
XP_024007860.1	XM_024152092.1	LOC18992863
XP_006416373.2	XM_006416310.2	LOC18992864
XP_024007859.1	XM_024152091.1	LOC18992864
XP_006416374.1	XM_006416311.2	LOC18992865
XP_006416375.1	XM_006416312.2	LOC18992866
XP_006416377.1	XM_006416314.2	LOC18992867
XP_024008321.1	XM_024152553.1	LOC18992867
XP_006416378.1	XM_006416315.2	LOC18992868
XP_006416379.2	XM_006416316.2	LOC18992869
XP_006416380.1	XM_006416317.2	LOC18992870
XP_006416381.1	XM_006416318.2	LOC18992871
XP_006416382.1	XM_006416319.2	LOC18992872
XP_024008520.1	XM_024152752.1	LOC18992872
XP_006416383.1	XM_006416320.2	LOC18992873
XP_006416384.1	XM_006416321.2	LOC18992874
XP_006416385.1	XM_006416322.2	LOC18992875
XP_006416387.1	XM_006416324.2	LOC18992876
XP_006416388.1	XM_006416325.2	LOC18992877
XP_006416389.1	XM_006416326.2	LOC18992878
XP_006416390.1	XM_006416327.2	LOC18992879
XP_006416391.1	XM_006416328.2	LOC18992880
XP_006416392.2	XM_006416329.2	LOC18992881
XP_006416393.1	XM_006416330.2	LOC18992882
XP_006416394.1	XM_006416331.2	LOC18992883
XP_006416395.1	XM_006416332.2	LOC18992884
XP_006416396.1	XM_006416333.1	LOC18992885
XP_024009148.1	XM_024153380.1	LOC18992886
XP_024009149.1	XM_024153381.1	LOC18992886
XP_006416398.1	XM_006416335.2	LOC18992887
XP_024008053.1	XM_024152285.1	LOC18992888
XP_006416400.1	XM_006416337.2	LOC18992889
XP_024008146.1	XM_024152378.1	LOC18992890
XP_006416402.1	XM_006416339.2	LOC18992891
XP_006416403.1	XM_006416340.2	LOC18992892
XP_024008345.1	XM_024152577.1	LOC18992893
XP_024008346.1	XM_024152578.1	LOC18992893
XP_024008370.1	XM_024152602.1	LOC18992894
XP_006416405.1	XM_006416342.2	LOC18992894
XP_006416406.1	XM_006416343.2	LOC18992895
XP_006416407.1	XM_006416344.2	LOC18992896
XP_024008933.1	XM_024153165.1	LOC18992897
XP_024008932.1	XM_024153164.1	LOC18992898
XP_006416410.1	XM_006416347.2	LOC18992899
XP_024009109.1	XM_024153341.1	LOC18992900
XP_006416412.1	XM_006416349.2	LOC18992901
XP_024008838.1	XM_024153070.1	LOC18992902
XP_006416414.1	XM_006416351.2	LOC18992903
XP_006416415.2	XM_006416352.2	LOC18992904
XP_006416416.2	XM_006416353.2	LOC18992904
XP_006416417.1	XM_006416354.2	LOC18992905
XP_006416418.1	XM_006416355.2	LOC18992906
XP_006416420.1	XM_006416357.2	LOC18992907
XP_006416421.1	XM_006416358.2	LOC18992908
XP_006416422.1	XM_006416359.2	LOC18992909
XP_006416423.1	XM_006416360.2	LOC18992910
XP_024008054.1	XM_024152286.1	LOC112084029
XP_024008829.1	XM_024153061.1	LOC18992911
XP_006416424.1	XM_006416361.1	LOC18992911
XP_006416425.1	XM_006416362.2	LOC18992912
XP_006416427.1	XM_006416364.2	LOC18992913
XP_006416426.1	XM_006416363.2	LOC18992915
XP_006416428.1	XM_006416365.2	LOC18992914
XP_006416429.1	XM_006416366.2	LOC18992916
XP_006416430.2	XM_006416367.2	LOC18992917
XP_006416431.1	XM_006416368.2	LOC18992918
XP_006416432.1	XM_006416369.1	LOC18992919
XP_006416433.1	XM_006416370.2	LOC18992920
XP_006416435.1	XM_006416372.2	LOC18992921
XP_006416436.1	XM_006416373.2	LOC18992922
XP_006416437.1	XM_006416374.1	LOC18992923
XP_024008893.1	XM_024153125.1	LOC18992923
XP_024009112.1	XM_024153344.1	LOC18992924
XP_024009111.1	XM_024153343.1	LOC18992924
XP_006416439.1	XM_006416376.2	LOC18992925
XP_024009197.1	XM_024153429.1	LOC18992926
XP_024009198.1	XM_024153430.1	LOC18992926
XP_006416441.1	XM_006416378.2	LOC18992927
XP_006416442.1	XM_006416379.2	LOC18992928
XP_006416443.1	XM_006416380.2	LOC18992929
XP_006416444.1	XM_006416381.2	LOC18992930
XP_006416445.1	XM_006416382.2	LOC18992931
XP_006416446.1	XM_006416383.2	LOC18992932
XP_006416447.1	XM_006416384.2	LOC18992933
XP_024008596.1	XM_024152828.1	LOC112084088
XP_006416448.1	XM_006416385.2	LOC18992934
XP_006416449.2	XM_006416386.2	LOC18992935
XP_006416450.1	XM_006416387.2	LOC18992936
XP_006416452.1	XM_006416389.2	LOC18992937
XP_006416453.1	XM_006416390.2	LOC18992938
XP_006416454.1	XM_006416391.2	LOC18992939
XP_006416455.1	XM_006416392.2	LOC18992940
XP_006416456.1	XM_006416393.2	LOC18992941
XP_024008792.1	XM_024153024.1	LOC18992942
XP_024008790.1	XM_024153022.1	LOC18992942
XP_006416457.1	XM_006416394.2	LOC18992942
XP_024008791.1	XM_024153023.1	LOC18992942
XP_006416458.1	XM_006416395.2	LOC18992943
XP_006416459.1	XM_006416396.2	LOC18992944
XP_006416460.1	XM_006416397.2	LOC18992945
XP_006416461.1	XM_006416398.2	LOC18992946
XP_006416462.1	XM_006416399.2	LOC18992947
XP_024008935.1	XM_024153167.1	LOC18992947
XP_006416463.1	XM_006416400.2	LOC18992948
XP_024007828.1	XM_024152060.1	LOC18992949
XP_006416464.1	XM_006416401.2	LOC18992949
XP_024007829.1	XM_024152061.1	LOC18992949
XP_006416465.1	XM_006416402.2	LOC18992950
XP_006416466.1	XM_006416403.2	LOC18992951
XP_006416468.1	XM_006416405.2	LOC18992952
XP_024008677.1	XM_024152909.1	LOC18992953
XP_006416472.1	XM_006416409.2	LOC18992954
XP_006416471.1	XM_006416408.2	LOC18992956
XP_024008357.1	XM_024152589.1	LOC18992955
XP_006416473.1	XM_006416410.2	LOC18992955
XP_006416474.1	XM_006416411.2	LOC18992957
XP_006416475.1	XM_006416412.2	LOC18992958
XP_006416476.1	XM_006416413.2	LOC18992959
XP_006416480.2	XM_006416417.2	LOC18992961
XP_024008265.1	XM_024152497.1	LOC18992962
XP_006416484.1	XM_006416421.2	LOC18992963
XP_006416485.1	XM_006416422.2	LOC18992964
XP_006416486.2	XM_006416423.2	LOC18992965
XP_006416487.1	XM_006416424.2	LOC18992966
XP_006416490.1	XM_006416427.2	LOC18992967
XP_006416491.2	XM_006416428.2	LOC18992968
XP_006416492.1	XM_006416429.2	LOC18992969
XP_024008149.1	XM_024152381.1	LOC18992970
XP_006416495.1	XM_006416432.2	LOC18992971
XP_006416496.1	XM_006416433.2	LOC18992972
XP_024008055.1	XM_024152287.1	LOC18992973
XP_006416498.1	XM_006416435.2	LOC18992974
XP_006416499.1	XM_006416436.2	LOC18992975
XP_006416500.2	XM_006416437.2	LOC18992976
XP_024008873.1	XM_024153105.1	LOC18992977
XP_024008874.1	XM_024153106.1	LOC18992977
XP_006416501.1	XM_006416438.2	LOC18992977
XP_006416502.1	XM_006416439.2	LOC18992978
XP_006416503.1	XM_006416440.2	LOC18992979
XP_006416504.1	XM_006416441.2	LOC18992980
XP_006416505.1	XM_006416442.2	LOC18992981
XP_024008502.1	XM_024152734.1	LOC18992982
XP_006416506.1	XM_006416443.2	LOC18992982
XP_006416507.1	XM_006416444.2	LOC18992982
XP_024008503.1	XM_024152735.1	LOC18992982
XP_024008166.1	XM_024152398.1	LOC18992983
XP_024008165.1	XM_024152397.1	LOC18992983
XP_024008167.1	XM_024152399.1	LOC18992984
XP_006416510.1	XM_006416447.2	LOC18992985
XP_024008657.1	XM_024152889.1	LOC18992986
XP_006416512.1	XM_006416449.2	LOC18992987
XP_006416514.1	XM_006416451.2	LOC18992988
XP_006416513.1	XM_006416450.2	LOC18992988
XP_024009210.1	XM_024153442.1	LOC18992989
XP_006416515.2	XM_006416452.2	LOC18992989
XP_024009208.1	XM_024153440.1	LOC18992989
XP_024009209.1	XM_024153441.1	LOC18992989
XP_024009211.1	XM_024153443.1	LOC18992989
XP_006416517.1	XM_006416454.2	LOC18992990
XP_006416516.1	XM_006416453.2	LOC18992990
XP_006416518.1	XM_006416455.2	LOC18992991
XP_006416519.1	XM_006416456.2	LOC18992992
XP_006416520.1	XM_006416457.2	LOC18992993
XP_006416521.1	XM_006416458.2	LOC18992994
XP_024009192.1	XM_024153424.1	LOC18992995
XP_024008473.1	XM_024152705.1	LOC18992996
XP_024008474.1	XM_024152706.1	LOC18992996
XP_006416524.1	XM_006416461.2	LOC18992997
XP_006416525.1	XM_006416462.2	LOC18992998
XP_024008921.1	XM_024153153.1	LOC18992999
XP_024008920.1	XM_024153152.1	LOC18992999
XP_006416527.1	XM_006416464.2	LOC18993000
XP_006416528.1	XM_006416465.2	LOC18993001
XP_006416529.2	XM_006416466.2	LOC18993002
XP_024008056.1	XM_024152288.1	LOC112084030
XP_024008814.1	XM_024153046.1	LOC112084113
XP_006416530.1	XM_006416467.2	LOC18993003
XP_006416531.1	XM_006416468.2	LOC18993004
XP_006416532.1	XM_006416469.2	LOC18993005
XP_006416533.1	XM_006416470.2	LOC18993006
XP_006416535.1	XM_006416472.2	LOC18993007
XP_006416534.1	XM_006416471.2	LOC18993009
XP_024008057.1	XM_024152289.1	LOC18993008
XP_006416537.1	XM_006416474.2	LOC18993010
XP_006416538.1	XM_006416475.2	LOC18993011
XP_024008813.1	XM_024153045.1	LOC18993012
XP_024008810.1	XM_024153042.1	LOC18993013
XP_006416540.1	XM_006416477.2	LOC18993013
XP_006416541.1	XM_006416478.2	LOC18993014
XP_006416542.1	XM_006416479.2	LOC18993015
XP_024008815.1	XM_024153047.1	LOC18993016
XP_006416544.1	XM_006416481.2	LOC18993016
XP_006416545.1	XM_006416482.2	LOC18993017
XP_006416546.1	XM_006416483.2	LOC18993019
XP_006416547.1	XM_006416484.2	LOC18993020
XP_006416550.1	XM_006416487.2	LOC18993021
XP_024008809.1	XM_024153041.1	LOC18993021
XP_006416549.1	XM_006416486.2	LOC18993021
XP_006416551.1	XM_006416488.2	LOC18993022
XP_024008811.1	XM_024153043.1	LOC18993022
XP_024008808.1	XM_024153040.1	LOC18993023
XP_006416553.1	XM_006416490.2	LOC18993024
XP_006416554.1	XM_006416491.2	LOC18993025
XP_006416555.1	XM_006416492.2	LOC18993026
XP_006416556.1	XM_006416493.2	LOC18993027
XP_006416557.2	XM_006416494.2	LOC18993028
XP_006416558.1	XM_006416495.2	LOC18993029
XP_006416559.1	XM_006416496.2	LOC18993030
XP_006416562.1	XM_006416499.2	LOC18993032
XP_006416563.1	XM_006416500.2	LOC18993033
XP_006416566.1	XM_006416503.2	LOC18993034
XP_006416565.1	XM_006416502.2	LOC18993034
XP_006416567.1	XM_006416504.1	LOC18993035
XP_006416568.1	XM_006416505.1	LOC18993036
XP_006416569.2	XM_006416506.2	LOC18993037
XP_006416570.1	XM_006416507.2	LOC18993038
XP_006416571.1	XM_006416508.2	LOC18993039
XP_006416573.1	XM_006416510.2	LOC18993040
XP_006416574.1	XM_006416511.2	LOC18993041
XP_006416576.1	XM_006416513.2	LOC18993042
XP_024008574.1	XM_024152806.1	LOC18993042
XP_006416577.1	XM_006416514.2	LOC18993043
XP_006416578.1	XM_006416515.2	LOC18993044
XP_006416579.1	XM_006416516.2	LOC18993045
XP_006416580.1	XM_006416517.2	LOC18993045
XP_006416581.1	XM_006416518.2	LOC18993046
XP_006416584.1	XM_006416521.2	LOC18993047
XP_024007710.1	XM_024151942.1	LOC18993047
XP_006416586.1	XM_006416523.2	LOC18993048
XP_024009044.1	XM_024153276.1	LOC112084146
XP_024009043.1	XM_024153275.1	LOC112084146
XP_024008156.1	XM_024152388.1	LOC18993049
XP_006416588.1	XM_006416525.2	LOC18993050
XP_024008445.1	XM_024152677.1	LOC18993050
XP_024008446.1	XM_024152678.1	LOC18993050
XP_006416589.1	XM_006416526.2	LOC18993051
XP_006416590.1	XM_006416527.2	LOC18993052
XP_006416591.1	XM_006416528.2	LOC18993053
XP_006416592.1	XM_006416529.2	LOC18993054
XP_006416593.2	XM_006416530.2	LOC18993055
XP_006416594.1	XM_006416531.2	LOC18993056
XP_024008675.1	XM_024152907.1	LOC18993056
XP_006416595.1	XM_006416532.2	LOC18993057
XP_006416597.2	XM_006416534.2	LOC18993059
XP_006416598.1	XM_006416535.2	LOC18993060
XP_006416599.1	XM_006416536.2	LOC18993061
XP_024008710.1	XM_024152942.1	LOC18993061
XP_006416600.1	XM_006416537.2	LOC18993062
XP_024008058.1	XM_024152290.1	LOC112084031
XP_006416601.1	XM_006416538.2	LOC18993063
XP_006416602.1	XM_006416539.2	LOC18993064
XP_024007793.1	XM_024152025.1	LOC18993064
XP_006416603.1	XM_006416540.2	LOC18993065
XP_006416604.1	XM_006416541.2	LOC18993066
XP_006416605.1	XM_006416542.2	LOC18993067
XP_006416606.1	XM_006416543.2	LOC18993068
XP_024008260.1	XM_024152492.1	LOC18993070
XP_006416609.1	XM_006416546.2	LOC18993071
XP_006416610.1	XM_006416547.2	LOC18993072
XP_024008378.1	XM_024152610.1	LOC18993072
XP_006416611.1	XM_006416548.2	LOC18993073
XP_024008763.1	XM_024152995.1	LOC18993074
XP_024008762.1	XM_024152994.1	LOC18993074
XP_006416612.1	XM_006416549.2	LOC18993074
XP_006416613.1	XM_006416550.2	LOC18993075
XP_024008591.1	XM_024152823.1	LOC18993076
XP_006416615.1	XM_006416552.2	LOC18993076
XP_006416617.1	XM_006416554.2	LOC18993077
XP_006416616.1	XM_006416553.2	LOC18993079
XP_006416618.2	XM_006416555.2	LOC18993078
XP_024008641.1	XM_024152873.1	LOC18993078
XP_024008642.1	XM_024152874.1	LOC18993078
XP_024008620.1	XM_024152852.1	LOC18993081
XP_006416621.1	XM_006416558.2	LOC18993082
XP_006416622.1	XM_006416559.1	LOC18993083
XP_006416623.1	XM_006416560.2	LOC18993084
XP_006416624.1	XM_006416561.2	LOC18993085
XP_024007799.1	XM_024152031.1	LOC18993085
XP_006416625.1	XM_006416562.2	LOC18993086
XP_006416626.1	XM_006416563.2	LOC18993087
XP_006416627.1	XM_006416564.2	LOC18993088
XP_006416629.1	XM_006416566.2	LOC18993089
XP_024008788.1	XM_024153020.1	LOC18993089
XP_006416630.1	XM_006416567.2	LOC18993090
XP_006416634.1	XM_006416571.2	LOC18993091
XP_006416631.2	XM_006416568.2	LOC18993093
XP_006416632.2	XM_006416569.2	LOC18993093
XP_006416635.1	XM_006416572.2	LOC18993092
XP_024007833.1	XM_024152065.1	LOC18993094
XP_006416637.1	XM_006416574.2	LOC18993094
XP_024008858.1	XM_024153090.1	LOC18993095
XP_006416638.1	XM_006416575.2	LOC18993095
XP_006416639.1	XM_006416576.2	LOC18993096
XP_006416640.1	XM_006416577.2	LOC18993097
XP_006416641.1	XM_006416578.2	LOC18993098
XP_006416642.1	XM_006416579.2	LOC18993099
XP_006416643.1	XM_006416580.2	LOC18993100
XP_006416644.1	XM_006416581.2	LOC18993101
XP_024008860.1	XM_024153092.1	LOC18993101
XP_006416645.1	XM_006416582.2	LOC18993102
XP_024008504.1	XM_024152736.1	LOC18993103
XP_006416647.2	XM_006416584.2	LOC18993104
XP_006416648.1	XM_006416585.2	LOC18993105
