protein	mRNA	gene
XP_018447903.1	XM_018592401.1	LOC108819381
XP_018447901.1	XM_018592399.1	LOC108819380
XP_018447902.1	XM_018592400.1	LOC108819380
XP_018448335.1	XM_018592833.1	LOC108819805
XP_018448337.1	XM_018592835.1	LOC108819806
XP_018449950.1	XM_018594448.1	LOC108821408
XP_018449951.1	XM_018594449.1	LOC108821408
XP_018450541.1	XM_018595039.1	LOC108822028
XP_018448338.1	XM_018592836.1	LOC108819807
XP_018448339.1	XM_018592837.1	LOC108819808
XP_018447875.1	XM_018592373.1	LOC108819359
XP_018451056.1	XM_018595554.1	LOC108822467
XP_018451055.1	XM_018595553.1	LOC108822466
XP_018448340.1	XM_018592838.1	LOC108819809
XP_018449437.1	XM_018593935.1	LOC108820902
XP_018449435.1	XM_018593933.1	LOC108820902
XP_018449436.1	XM_018593934.1	LOC108820902
XP_018449434.1	XM_018593932.1	LOC108820902
XP_018449433.1	XM_018593931.1	LOC108820902
XP_018449438.1	XM_018593936.1	LOC108820902
XP_018449443.1	XM_018593941.1	LOC108820910
XP_018449439.1	XM_018593937.1	LOC108820904
XP_018449440.1	XM_018593938.1	LOC108820906
XP_018449441.1	XM_018593939.1	LOC108820908
XP_018449442.1	XM_018593940.1	LOC108820909
XP_018451339.1	XM_018595837.1	LOC108822694
XP_018451929.1	XM_018596427.1	LOC108823153
XP_018451930.1	XM_018596428.1	LOC108823153
XP_018451932.1	XM_018596430.1	LOC108823153
XP_018449319.1	XM_018593817.1	LOC108820811
XP_018449320.1	XM_018593818.1	LOC108820811
XP_018448341.1	XM_018592839.1	LOC108819810
XP_018451913.1	XM_018596411.1	LOC108823138
XP_018451812.1	XM_018596310.1	LOC108823081
XP_018449881.1	XM_018594379.1	LOC108821336
XP_018447642.1	XM_018592140.1	LOC108819150
XP_018447651.1	XM_018592149.1	LOC108819159
XP_018447624.1	XM_018592122.1	LOC108819131
XP_018449836.1	XM_018594334.1	LOC108821285
XP_018449585.1	XM_018594083.1	LOC108821036
XP_018448342.1	XM_018592840.1	LOC108819812
XP_018449579.1	XM_018594077.1	LOC108821030
XP_018447052.1	XM_018591550.1	LOC108818636
XP_018447050.1	XM_018591548.1	LOC108818635
XP_018447417.1	XM_018591915.1	LOC108818952
XP_018451673.1	XM_018596171.1	LOC108822954
XP_018451670.1	XM_018596168.1	LOC108822951
XP_018451671.1	XM_018596169.1	LOC108822952
XP_018451672.1	XM_018596170.1	LOC108822953
XP_018451920.1	XM_018596418.1	LOC108823146
XP_018451921.1	XM_018596419.1	LOC108823147
XP_018447194.1	XM_018591692.1	LOC108818759
XP_018450027.1	XM_018594525.1	LOC108821506
XP_018447118.1	XM_018591616.1	LOC108818693
XP_018447116.1	XM_018591614.1	LOC108818693
XP_018450722.1	XM_018595220.1	LOC108822196
XP_018447986.1	XM_018592484.1	LOC108819444
XP_018449225.1	XM_018593723.1	LOC108820717
XP_018450787.1	XM_018595285.1	LOC108822253
XP_018448343.1	XM_018592841.1	LOC108819813
XP_018450788.1	XM_018595286.1	LOC108822254
XP_018450789.1	XM_018595287.1	LOC108822255
XP_018450786.1	XM_018595284.1	LOC108822251
XP_018448345.1	XM_018592843.1	LOC108819814
XP_018450599.1	XM_018595097.1	LOC108822078
XP_018450600.1	XM_018595098.1	LOC108822078
XP_018450595.1	XM_018595093.1	LOC108822075
XP_018450594.1	XM_018595092.1	LOC108822075
XP_018450593.1	XM_018595091.1	LOC108822075
XP_018450597.1	XM_018595095.1	LOC108822077
XP_018450596.1	XM_018595094.1	LOC108822077
XP_018451022.1	XM_018595520.1	LOC108822445
XP_018447726.1	XM_018592224.1	LOC108819226
XP_018451044.1	XM_018595542.1	LOC108822457
XP_018451043.1	XM_018595541.1	LOC108822457
XP_018451045.1	XM_018595543.1	LOC108822457
XP_018451327.1	XM_018595825.1	LOC108822684
XP_018451326.1	XM_018595824.1	LOC108822683
XP_018451183.1	XM_018595681.1	LOC108822567
XP_018447077.1	XM_018591575.1	LOC108818657
XP_018451611.1	XM_018596109.1	LOC108822909
XP_018451029.1	XM_018595527.1	LOC108822450
XP_018447747.1	XM_018592245.1	LOC108819245
XP_018451041.1	XM_018595539.1	LOC108822456
XP_018451040.1	XM_018595538.1	LOC108822456
XP_018451042.1	XM_018595540.1	LOC108822456
XP_018451348.1	XM_018595846.1	LOC108822701
XP_018451347.1	XM_018595845.1	LOC108822700
XP_018451184.1	XM_018595682.1	LOC108822568
XP_018447088.1	XM_018591586.1	LOC108818669
XP_018451609.1	XM_018596107.1	LOC108822907
XP_018451610.1	XM_018596108.1	LOC108822908
XP_018451472.1	XM_018595970.1	LOC108822805
XP_018451473.1	XM_018595971.1	LOC108822805
XP_018448171.1	XM_018592669.1	LOC108819612
XP_018451370.1	XM_018595868.1	LOC108822720
XP_018451371.1	XM_018595869.1	LOC108822720
XP_018451368.1	XM_018595866.1	LOC108822719
XP_018451369.1	XM_018595867.1	LOC108822719
XP_018447774.1	XM_018592272.1	LOC108819270
XP_018450202.1	XM_018594700.1	LOC108821707
XP_018451471.1	XM_018595969.1	LOC108822804
XP_018451006.1	XM_018595504.1	LOC108822435
XP_018451005.1	XM_018595503.1	LOC108822434
XP_018451004.1	XM_018595502.1	LOC108822433
XP_018450684.1	XM_018595182.1	LOC108822158
XP_018450681.1	XM_018595179.1	LOC108822154
XP_018450686.1	XM_018595184.1	LOC108822160
XP_018450685.1	XM_018595183.1	LOC108822159
XP_018450683.1	XM_018595181.1	LOC108822157
XP_018447311.1	XM_018591809.1	LOC108818861
XP_018447310.1	XM_018591808.1	LOC108818861
XP_018447313.1	XM_018591811.1	LOC108818861
XP_018451282.1	XM_018595780.1	LOC108822646
XP_018447473.1	XM_018591971.1	LOC108818990
XP_018447472.1	XM_018591970.1	LOC108818990
XP_018451203.1	XM_018595701.1	LOC108822585
XP_018450782.1	XM_018595280.1	LOC108822248
XP_018450777.1	XM_018595275.1	LOC108822245
XP_018450781.1	XM_018595279.1	LOC108822247
XP_018450779.1	XM_018595277.1	LOC108822246
XP_018450780.1	XM_018595278.1	LOC108822246
XP_018450644.1	XM_018595142.1	LOC108822121
XP_018450227.1	XM_018594725.1	LOC108821736
XP_018450228.1	XM_018594726.1	LOC108821736
XP_018450230.1	XM_018594728.1	LOC108821738
XP_018450235.1	XM_018594733.1	LOC108821742
XP_018450231.1	XM_018594729.1	LOC108821739
XP_018450232.1	XM_018594730.1	LOC108821739
XP_018450233.1	XM_018594731.1	LOC108821739
XP_018450225.1	XM_018594723.1	LOC108821735
XP_018450226.1	XM_018594724.1	LOC108821735
XP_018450229.1	XM_018594727.1	LOC108821737
XP_018450234.1	XM_018594732.1	LOC108821741
XP_018448346.1	XM_018592844.1	LOC108819816
XP_018447315.1	XM_018591813.1	LOC108818863
XP_018448347.1	XM_018592845.1	LOC108819817
XP_018450219.1	XM_018594717.1	LOC108821727
XP_018450218.1	XM_018594716.1	LOC108821726
XP_018447628.1	XM_018592126.1	LOC108819137
XP_018447271.1	XM_018591769.1	LOC108818830
XP_018451531.1	XM_018596029.1	LOC108822845
XP_018447751.1	XM_018592249.1	LOC108819248
XP_018451883.1	XM_018596381.1	LOC108823120
XP_018447484.1	XM_018591982.1	LOC108819001
XP_018451463.1	XM_018595961.1	LOC108822798
XP_018451464.1	XM_018595962.1	LOC108822798
XP_018447414.1	XM_018591912.1	LOC108818948
XP_018450932.1	XM_018595430.1	LOC108822373
XP_018450931.1	XM_018595429.1	LOC108822372
XP_018448348.1	XM_018592846.1	LOC108819818
XP_018451669.1	XM_018596167.1	LOC108822950
XP_018451111.1	XM_018595609.1	LOC108822506
XP_018448349.1	XM_018592847.1	LOC108819819
XP_018448351.1	XM_018592849.1	LOC108819820
XP_018451113.1	XM_018595611.1	LOC108822509
XP_018451110.1	XM_018595608.1	LOC108822505
XP_018451112.1	XM_018595610.1	LOC108822508
XP_018448352.1	XM_018592850.1	LOC108819821
XP_018447696.1	XM_018592194.1	LOC108819197
XP_018447697.1	XM_018592195.1	LOC108819198
XP_018447695.1	XM_018592193.1	LOC108819196
XP_018447854.1	XM_018592352.1	LOC108819340
XP_018447482.1	XM_018591980.1	LOC108818999
XP_018449394.1	XM_018593892.1	LOC108820872
XP_018449396.1	XM_018593894.1	LOC108820872
XP_018450577.1	XM_018595075.1	LOC108822064
XP_018450575.1	XM_018595073.1	LOC108822063
XP_018450576.1	XM_018595074.1	LOC108822063
XP_018450574.1	XM_018595072.1	LOC108822059
XP_018447993.1	XM_018592491.1	LOC108819449
XP_018447994.1	XM_018592492.1	LOC108819449
XP_018447975.1	XM_018592473.1	LOC108819431
XP_018451265.1	XM_018595763.1	LOC108822633
XP_018449391.1	XM_018593889.1	LOC108820868
XP_018451148.1	XM_018595646.1	LOC108822536
XP_018451579.1	XM_018596077.1	LOC108822882
XP_018447884.1	XM_018592382.1	LOC108819365
XP_018447885.1	XM_018592383.1	LOC108819365
XP_018448353.1	XM_018592851.1	LOC108819822
XP_018451028.1	XM_018595526.1	LOC108822448
XP_018451027.1	XM_018595525.1	LOC108822447
XP_018451025.1	XM_018595523.1	LOC108822447
XP_018451026.1	XM_018595524.1	LOC108822447
XP_018451328.1	XM_018595826.1	LOC108822685
XP_018451329.1	XM_018595827.1	LOC108822685
XP_018451517.1	XM_018596015.1	LOC108822832
XP_018451518.1	XM_018596016.1	LOC108822833
XP_018448137.1	XM_018592635.1	LOC108819573
XP_018451467.1	XM_018595965.1	LOC108822800
XP_018451466.1	XM_018595964.1	LOC108822800
XP_018451465.1	XM_018595963.1	LOC108822799
XP_018450464.1	XM_018594962.1	LOC108821959
XP_018450463.1	XM_018594961.1	LOC108821958
XP_018450458.1	XM_018594956.1	LOC108821954
XP_018450465.1	XM_018594963.1	LOC108821960
XP_018450459.1	XM_018594957.1	LOC108821955
XP_018450460.1	XM_018594958.1	LOC108821955
XP_018450457.1	XM_018594955.1	LOC108821953
XP_018450461.1	XM_018594959.1	LOC108821956
XP_018449206.1	XM_018593704.1	LOC108820703
XP_018449207.1	XM_018593705.1	LOC108820703
XP_018449208.1	XM_018593706.1	LOC108820703
XP_018451373.1	XM_018595871.1	LOC108822723
XP_018451911.1	XM_018596409.1	LOC108823136
XP_018451909.1	XM_018596407.1	LOC108823136
XP_018448161.1	XM_018592659.1	LOC108819602
XP_018447506.1	XM_018592004.1	LOC108819020
XP_018450813.1	XM_018595311.1	LOC108822274
XP_018448354.1	XM_018592852.1	LOC108819823
XP_018447707.1	XM_018592205.1	LOC108819208
XP_018447706.1	XM_018592204.1	LOC108819208
XP_018447805.1	XM_018592303.1	LOC108819295
XP_018447804.1	XM_018592302.1	LOC108819295
XP_018447806.1	XM_018592304.1	LOC108819295
XP_018450036.1	XM_018594534.1	LOC108821519
XP_018450035.1	XM_018594533.1	LOC108821519
XP_018447613.1	XM_018592111.1	LOC108819120
XP_018447612.1	XM_018592110.1	LOC108819120
XP_018447614.1	XM_018592112.1	LOC108819120
XP_018447611.1	XM_018592109.1	LOC108819118
XP_018447610.1	XM_018592108.1	LOC108819118
XP_018450025.1	XM_018594523.1	LOC108821500
XP_018450013.1	XM_018594511.1	LOC108821479
XP_018450034.1	XM_018594532.1	LOC108821517
XP_018450680.1	XM_018595178.1	LOC108822153
XP_018448355.1	XM_018592853.1	LOC108819824
XP_018449726.1	XM_018594224.1	LOC108821180
XP_018448356.1	XM_018592854.1	LOC108819825
XP_018448357.1	XM_018592855.1	LOC108819826
XP_018447228.1	XM_018591726.1	LOC108818792
XP_018451109.1	XM_018595607.1	LOC108822504
XP_018451108.1	XM_018595606.1	LOC108822503
XP_018451696.1	XM_018596194.1	LOC108822979
XP_018447709.1	XM_018592207.1	LOC108819210
XP_018447481.1	XM_018591979.1	LOC108818998
XP_018450016.1	XM_018594514.1	LOC108821484
XP_018451351.1	XM_018595849.1	LOC108822703
XP_018451350.1	XM_018595848.1	LOC108822703
XP_018449295.1	XM_018593793.1	LOC108820788
XP_018448359.1	XM_018592857.1	LOC108819828
XP_018448360.1	XM_018592858.1	LOC108819830
XP_018450139.1	XM_018594637.1	LOC108821641
XP_018449264.1	XM_018593762.1	LOC108820754
XP_018450432.1	XM_018594930.1	LOC108821937
XP_018450436.1	XM_018594934.1	LOC108821939
XP_018450434.1	XM_018594932.1	LOC108821938
XP_018450433.1	XM_018594931.1	LOC108821938
XP_018450435.1	XM_018594933.1	LOC108821938
XP_018450437.1	XM_018594935.1	LOC108821940
XP_018450438.1	XM_018594936.1	LOC108821942
XP_018450439.1	XM_018594937.1	LOC108821942
XP_018448361.1	XM_018592859.1	LOC108819832
XP_018448362.1	XM_018592860.1	LOC108819833
XP_018448364.1	XM_018592862.1	LOC108819834
XP_018451156.1	XM_018595654.1	LOC108822543
XP_018451155.1	XM_018595653.1	LOC108822543
XP_018451154.1	XM_018595652.1	LOC108822542
XP_018451158.1	XM_018595656.1	LOC108822544
XP_018451159.1	XM_018595657.1	LOC108822545
XP_018451162.1	XM_018595660.1	LOC108822546
XP_018451161.1	XM_018595659.1	LOC108822546
XP_018451163.1	XM_018595661.1	LOC108822546
XP_018451160.1	XM_018595658.1	LOC108822546
XP_018447130.1	XM_018591628.1	LOC108818703
XP_018450037.1	XM_018594535.1	LOC108821521
XP_018448140.1	XM_018592638.1	LOC108819579
XP_018450357.1	XM_018594855.1	LOC108821867
XP_018450356.1	XM_018594854.1	LOC108821867
XP_018448365.1	XM_018592863.1	LOC108819838
XP_018449254.1	XM_018593752.1	LOC108820745
XP_018449727.1	XM_018594225.1	LOC108821181
XP_018449517.1	XM_018594015.1	LOC108820968
XP_018449892.1	XM_018594390.1	LOC108821348
XP_018449886.1	XM_018594384.1	LOC108821342
XP_018447145.1	XM_018591643.1	LOC108818719
XP_018448366.1	XM_018592864.1	LOC108819840
XP_018447144.1	XM_018591642.1	LOC108818718
XP_018451319.1	XM_018595817.1	LOC108822677
XP_018451318.1	XM_018595816.1	LOC108822676
XP_018448367.1	XM_018592865.1	LOC108819841
XP_018448368.1	XM_018592866.1	LOC108819843
XP_018448369.1	XM_018592867.1	LOC108819844
XP_018450211.1	XM_018594709.1	LOC108821717
XP_018448106.1	XM_018592604.1	LOC108819546
XP_018447561.1	XM_018592059.1	LOC108819070
XP_018448370.1	XM_018592868.1	LOC108819845
XP_018449397.1	XM_018593895.1	LOC108820873
XP_018449839.1	XM_018594337.1	LOC108821290
XP_018450318.1	XM_018594816.1	LOC108821822
XP_018450316.1	XM_018594814.1	LOC108821822
XP_018450317.1	XM_018594815.1	LOC108821822
XP_018450315.1	XM_018594813.1	LOC108821822
XP_018447441.1	XM_018591939.1	LOC108818971
XP_018449705.1	XM_018594203.1	LOC108821159
XP_018449469.1	XM_018593967.1	LOC108820935
XP_018449472.1	XM_018593970.1	LOC108820937
XP_018449473.1	XM_018593971.1	LOC108820937
XP_018449471.1	XM_018593969.1	LOC108820937
XP_018449470.1	XM_018593968.1	LOC108820936
XP_018448372.1	XM_018592870.1	LOC108819846
XP_018449475.1	XM_018593973.1	LOC108820939
XP_018448373.1	XM_018592871.1	LOC108819847
XP_018449474.1	XM_018593972.1	LOC108820938
XP_018451760.1	XM_018596258.1	LOC108823031
XP_018451759.1	XM_018596257.1	LOC108823030
XP_018449698.1	XM_018594196.1	LOC108821148
XP_018447881.1	XM_018592379.1	LOC108819362
XP_018447510.1	XM_018592008.1	LOC108819025
XP_018448374.1	XM_018592872.1	LOC108819849
XP_018449859.1	XM_018594357.1	LOC108821314
XP_018450543.1	XM_018595041.1	LOC108822030
XP_018448375.1	XM_018592873.1	LOC108819850
XP_018449847.1	XM_018594345.1	LOC108821299
XP_018451793.1	XM_018596291.1	LOC108823063
XP_018447625.1	XM_018592123.1	LOC108819132
XP_018447251.1	XM_018591749.1	LOC108818814
XP_018447675.1	XM_018592173.1	LOC108819177
XP_018449362.1	XM_018593860.1	LOC108820841
XP_018449364.1	XM_018593862.1	LOC108820841
XP_018447405.1	XM_018591903.1	LOC108818942
XP_018449587.1	XM_018594085.1	LOC108821037
XP_018448376.1	XM_018592874.1	LOC108819852
XP_018448377.1	XM_018592875.1	LOC108819853
XP_018450091.1	XM_018594589.1	LOC108821586
XP_018450217.1	XM_018594715.1	LOC108821725
XP_018449636.1	XM_018594134.1	LOC108821087
XP_018449489.1	XM_018593987.1	LOC108820950
XP_018449596.1	XM_018594094.1	LOC108821049
XP_018449607.1	XM_018594105.1	LOC108821060
XP_018449689.1	XM_018594187.1	LOC108821136
XP_018448379.1	XM_018592877.1	LOC108819854
XP_018449004.1	XM_018593502.1	LOC108820544
XP_018449018.1	XM_018593516.1	LOC108820554
XP_018448380.1	XM_018592878.1	LOC108819855
XP_018449005.1	XM_018593503.1	LOC108820545
XP_018448381.1	XM_018592879.1	LOC108819856
XP_018448382.1	XM_018592880.1	LOC108819858
XP_018448383.1	XM_018592881.1	LOC108819859
XP_018449003.1	XM_018593501.1	LOC108820543
XP_018449017.1	XM_018593515.1	LOC108820553
XP_018449015.1	XM_018593513.1	LOC108820553
XP_018449016.1	XM_018593514.1	LOC108820553
XP_018449000.1	XM_018593498.1	LOC108820542
XP_018449002.1	XM_018593500.1	LOC108820542
XP_018449001.1	XM_018593499.1	LOC108820542
XP_018449013.1	XM_018593511.1	LOC108820551
XP_018449006.1	XM_018593504.1	LOC108820546
XP_018449007.1	XM_018593505.1	LOC108820546
XP_018448384.1	XM_018592882.1	LOC108819860
XP_018448996.1	XM_018593494.1	LOC108820537
XP_018449009.1	XM_018593507.1	LOC108820548
XP_018449008.1	XM_018593506.1	LOC108820548
XP_018449011.1	XM_018593509.1	LOC108820549
XP_018448386.1	XM_018592884.1	LOC108819861
XP_018448387.1	XM_018592885.1	LOC108819862
XP_018449019.1	XM_018593517.1	LOC108820556
XP_018449020.1	XM_018593518.1	LOC108820557
XP_018449012.1	XM_018593510.1	LOC108820550
XP_018448388.1	XM_018592886.1	LOC108819863
XP_018448389.1	XM_018592887.1	LOC108819864
XP_018448997.1	XM_018593495.1	LOC108820540
XP_018448999.1	XM_018593497.1	LOC108820541
XP_018449014.1	XM_018593512.1	LOC108820552
XP_018449023.1	XM_018593521.1	LOC108820560
XP_018448391.1	XM_018592889.1	LOC108819868
XP_018449022.1	XM_018593520.1	LOC108820559
XP_018448392.1	XM_018592890.1	LOC108819870
XP_018447383.1	XM_018591881.1	LOC108818926
XP_018450068.1	XM_018594566.1	LOC108821560
XP_018449825.1	XM_018594323.1	LOC108821275
XP_018449461.1	XM_018593959.1	LOC108820928
XP_018449462.1	XM_018593960.1	LOC108820928
XP_018448010.1	XM_018592508.1	LOC108819467
XP_018448115.1	XM_018592613.1	LOC108819555
XP_018448116.1	XM_018592614.1	LOC108819555
XP_018450118.1	XM_018594616.1	LOC108821616
XP_018450121.1	XM_018594619.1	LOC108821617
XP_018450120.1	XM_018594618.1	LOC108821617
XP_018450119.1	XM_018594617.1	LOC108821617
XP_018450116.1	XM_018594614.1	LOC108821614
XP_018450115.1	XM_018594613.1	LOC108821613
XP_018450117.1	XM_018594615.1	LOC108821615
XP_018450114.1	XM_018594612.1	LOC108821612
XP_018450123.1	XM_018594621.1	LOC108821621
XP_018450122.1	XM_018594620.1	LOC108821620
XP_018450124.1	XM_018594622.1	LOC108821622
XP_018450125.1	XM_018594623.1	LOC108821623
XP_018450127.1	XM_018594625.1	LOC108821625
XP_018448394.1	XM_018592892.1	LOC108819871
XP_018450126.1	XM_018594624.1	LOC108821624
XP_018449743.1	XM_018594241.1	LOC108821196
XP_018449942.1	XM_018594440.1	LOC108821399
XP_018449941.1	XM_018594439.1	LOC108821399
XP_018449275.1	XM_018593773.1	LOC108820766
XP_018449277.1	XM_018593775.1	LOC108820766
XP_018449276.1	XM_018593774.1	LOC108820766
XP_018447204.1	XM_018591702.1	LOC108818766
XP_018449872.1	XM_018594370.1	LOC108821327
XP_018451841.1	XM_018596339.1	LOC108823097
XP_018451843.1	XM_018596341.1	LOC108823097
XP_018451840.1	XM_018596338.1	LOC108823097
XP_018451842.1	XM_018596340.1	LOC108823097
XP_018451845.1	XM_018596343.1	LOC108823098
XP_018449985.1	XM_018594483.1	LOC108821442
XP_018451621.1	XM_018596119.1	LOC108822918
XP_018447425.1	XM_018591923.1	LOC108818959
XP_018450099.1	XM_018594597.1	LOC108821594
XP_018449986.1	XM_018594484.1	LOC108821444
XP_018451497.1	XM_018595995.1	LOC108822821
XP_018451499.1	XM_018595997.1	LOC108822821
XP_018451498.1	XM_018595996.1	LOC108822821
XP_018448395.1	XM_018592893.1	LOC108819872
XP_018447200.1	XM_018591698.1	LOC108818762
XP_018448396.1	XM_018592894.1	LOC108819873
XP_018449715.1	XM_018594213.1	LOC108821168
XP_018449976.1	XM_018594474.1	LOC108821433
XP_018449977.1	XM_018594475.1	LOC108821433
XP_018450072.1	XM_018594570.1	LOC108821566
XP_018450071.1	XM_018594569.1	LOC108821566
XP_018451011.1	XM_018595509.1	LOC108822438
XP_018448397.1	XM_018592895.1	LOC108819874
XP_018451012.1	XM_018595510.1	LOC108822439
XP_018451014.1	XM_018595512.1	LOC108822440
XP_018451013.1	XM_018595511.1	LOC108822440
XP_018451016.1	XM_018595514.1	LOC108822440
XP_018451015.1	XM_018595513.1	LOC108822440
XP_018447668.1	XM_018592166.1	LOC108819172
XP_018447667.1	XM_018592165.1	LOC108819172
XP_018447666.1	XM_018592164.1	LOC108819172
XP_018447663.1	XM_018592161.1	LOC108819172
XP_018447665.1	XM_018592163.1	LOC108819172
XP_018447664.1	XM_018592162.1	LOC108819172
XP_018448398.1	XM_018592896.1	LOC108819875
XP_018447662.1	XM_018592160.1	LOC108819171
XP_018449177.1	XM_018593675.1	LOC108820674
XP_018449874.1	XM_018594372.1	LOC108821329
XP_018451198.1	XM_018595696.1	LOC108822582
XP_018450899.1	XM_018595397.1	LOC108822348
XP_018450900.1	XM_018595398.1	LOC108822348
XP_018450901.1	XM_018595399.1	LOC108822348
XP_018449612.1	XM_018594110.1	LOC108821065
XP_018449871.1	XM_018594369.1	LOC108821326
XP_018448139.1	XM_018592637.1	LOC108819578
XP_018449270.1	XM_018593768.1	LOC108820760
XP_018449491.1	XM_018593989.1	LOC108820952
XP_018447139.1	XM_018591637.1	LOC108818712
XP_018447140.1	XM_018591638.1	LOC108818713
XP_018447682.1	XM_018592180.1	LOC108819185
XP_018447514.1	XM_018592012.1	LOC108819028
XP_018447515.1	XM_018592013.1	LOC108819029
XP_018451821.1	XM_018596319.1	LOC108823085
XP_018451823.1	XM_018596321.1	LOC108823085
XP_018451818.1	XM_018596316.1	LOC108823084
XP_018451819.1	XM_018596317.1	LOC108823084
XP_018451817.1	XM_018596315.1	LOC108823084
XP_018451820.1	XM_018596318.1	LOC108823084
XP_018451816.1	XM_018596314.1	LOC108823084
XP_018449789.1	XM_018594287.1	LOC108821239
XP_018449389.1	XM_018593887.1	LOC108820866
XP_018449179.1	XM_018593677.1	LOC108820676
XP_018450063.1	XM_018594561.1	LOC108821556
XP_018447836.1	XM_018592334.1	LOC108819320
XP_018449820.1	XM_018594318.1	LOC108821271
XP_018447807.1	XM_018592305.1	LOC108819296
XP_018448994.1	XM_018593492.1	LOC108820534
XP_018448029.1	XM_018592527.1	LOC108819485
XP_018448030.1	XM_018592528.1	LOC108819485
XP_018450136.1	XM_018594634.1	LOC108821637
XP_018447318.1	XM_018591816.1	LOC108818866
XP_018447316.1	XM_018591814.1	LOC108818864
XP_018447317.1	XM_018591815.1	LOC108818865
XP_018448051.1	XM_018592549.1	LOC108819500
XP_018448052.1	XM_018592550.1	LOC108819500
XP_018450221.1	XM_018594719.1	LOC108821729
XP_018450402.1	XM_018594900.1	LOC108821908
XP_018450401.1	XM_018594899.1	LOC108821907
XP_018450398.1	XM_018594896.1	LOC108821904
XP_018450399.1	XM_018594897.1	LOC108821904
XP_018450393.1	XM_018594891.1	LOC108821901
XP_018450391.1	XM_018594889.1	LOC108821900
XP_018450400.1	XM_018594898.1	LOC108821905
XP_018450397.1	XM_018594895.1	LOC108821903
XP_018450395.1	XM_018594893.1	LOC108821902
XP_018450396.1	XM_018594894.1	LOC108821902
XP_018450394.1	XM_018594892.1	LOC108821902
XP_018450539.1	XM_018595037.1	LOC108822025
XP_018450540.1	XM_018595038.1	LOC108822025
XP_018448399.1	XM_018592897.1	LOC108819879
XP_018450579.1	XM_018595077.1	LOC108822065
XP_018448400.1	XM_018592898.1	LOC108819880
XP_018450522.1	XM_018595020.1	LOC108822009
XP_018450523.1	XM_018595021.1	LOC108822009
XP_018448401.1	XM_018592899.1	LOC108819881
XP_018450546.1	XM_018595044.1	LOC108822032
XP_018449650.1	XM_018594148.1	LOC108821100
XP_018450344.1	XM_018594842.1	LOC108821853
XP_018449129.1	XM_018593627.1	LOC108820636
XP_018449128.1	XM_018593626.1	LOC108820636
XP_018449127.1	XM_018593625.1	LOC108820636
XP_018449131.1	XM_018593629.1	LOC108820638
XP_018449133.1	XM_018593631.1	LOC108820638
XP_018449130.1	XM_018593628.1	LOC108820637
XP_018449134.1	XM_018593632.1	LOC108820640
XP_018449135.1	XM_018593633.1	LOC108820641
XP_018448402.1	XM_018592900.1	LOC108819882
XP_018449453.1	XM_018593951.1	LOC108820920
XP_018447330.1	XM_018591828.1	LOC108818879
XP_018448120.1	XM_018592618.1	LOC108819559
XP_018449693.1	XM_018594191.1	LOC108821140
XP_018449024.1	XM_018593522.1	LOC108820562
XP_018449026.1	XM_018593524.1	LOC108820563
XP_018449025.1	XM_018593523.1	LOC108820563
XP_018449039.1	XM_018593537.1	LOC108820571
XP_018449047.1	XM_018593545.1	LOC108820575
XP_018449048.1	XM_018593546.1	LOC108820577
XP_018449046.1	XM_018593544.1	LOC108820574
XP_018449050.1	XM_018593548.1	LOC108820578
XP_018449049.1	XM_018593547.1	LOC108820578
XP_018449041.1	XM_018593539.1	LOC108820572
XP_018449040.1	XM_018593538.1	LOC108820572
XP_018449028.1	XM_018593526.1	LOC108820568
XP_018449032.1	XM_018593530.1	LOC108820568
XP_018449031.1	XM_018593529.1	LOC108820568
XP_018449033.1	XM_018593531.1	LOC108820568
XP_018449030.1	XM_018593528.1	LOC108820568
XP_018449034.1	XM_018593532.1	LOC108820568
XP_018448403.1	XM_018592901.1	LOC108819883
XP_018449027.1	XM_018593525.1	LOC108820567
XP_018449038.1	XM_018593536.1	LOC108820569
XP_018449036.1	XM_018593534.1	LOC108820569
XP_018449037.1	XM_018593535.1	LOC108820569
XP_018449035.1	XM_018593533.1	LOC108820569
XP_018449045.1	XM_018593543.1	LOC108820573
XP_018449042.1	XM_018593540.1	LOC108820573
XP_018449044.1	XM_018593542.1	LOC108820573
XP_018449741.1	XM_018594239.1	LOC108821194
XP_018449670.1	XM_018594168.1	LOC108821120
XP_018447900.1	XM_018592398.1	LOC108819379
XP_018447656.1	XM_018592154.1	LOC108819164
XP_018449198.1	XM_018593696.1	LOC108820697
XP_018449197.1	XM_018593695.1	LOC108820697
XP_018449851.1	XM_018594349.1	LOC108821304
XP_018451923.1	XM_018596421.1	LOC108823148
XP_018451922.1	XM_018596420.1	LOC108823148
XP_018450885.1	XM_018595383.1	LOC108822337
XP_018450888.1	XM_018595386.1	LOC108822338
XP_018450887.1	XM_018595385.1	LOC108822338
XP_018450886.1	XM_018595384.1	LOC108822338
XP_018450884.1	XM_018595382.1	LOC108822336
XP_018451605.1	XM_018596103.1	LOC108822904
XP_018449867.1	XM_018594365.1	LOC108821323
XP_018450992.1	XM_018595490.1	LOC108822424
XP_018450991.1	XM_018595489.1	LOC108822423
XP_018447554.1	XM_018592052.1	LOC108819065
XP_018447555.1	XM_018592053.1	LOC108819065
XP_018449805.1	XM_018594303.1	LOC108821257
XP_018449887.1	XM_018594385.1	LOC108821344
XP_018450010.1	XM_018594508.1	LOC108821476
