protein	mRNA	gene
XP_013705703.2	XM_013850249.3	LOC106409663
XP_013705706.2	XM_013850252.3	LOC106409666
XP_013705705.1	XM_013850251.3	LOC106409665
XP_013705701.1	XM_013850247.3	LOC106409662
XP_048618032.1	XM_048762075.1	LOC106409669
XP_048618030.1	XM_048762073.1	LOC106409669
XP_048618031.1	XM_048762074.1	LOC106409669
XP_048618035.1	XM_048762078.1	LOC106349320
XP_013644717.2	XM_013789263.3	LOC106349320
XP_013705708.2	XM_013850254.3	LOC106409668
XP_048618034.1	XM_048762077.1	LOC106410230
XP_013706170.2	XM_013850716.3	LOC106410230
XP_013707094.1	XM_013851640.3	LOC106410988
XP_022562491.2	XM_022706770.2	LOC106408140
XP_048618036.1	XM_048762079.1	LOC106352421
XP_048620198.1	XM_048764241.1	LOC106409182
XP_048620199.1	XM_048764242.1	LOC125590614
XP_013705583.2	XM_013850129.3	LOC106409497
XP_048618037.1	XM_048762080.1	LOC106407314
XP_048618039.1	XM_048762082.1	LOC106433629
XP_048618040.1	XM_048762083.1	LOC106433629
XP_048618038.1	XM_048762081.1	LOC106433632
XP_048618041.1	XM_048762084.1	LOC125589735
XP_013707440.2	XM_013851986.3	LOC106411263
XP_022562110.2	XM_022706389.2	LOC106411264
XP_013707442.2	XM_013851988.3	LOC106411264
XP_013706045.2	XM_013850591.3	LOC106410095
XP_048618042.1	XM_048762085.1	LOC106410137
XP_048618044.1	XM_048762087.1	LOC106410364
XP_048618043.1	XM_048762086.1	LOC106408136
XP_013706207.2	XM_013850753.3	LOC106410263
XP_013706206.2	XM_013850752.3	LOC106410263
XP_013706213.2	XM_013850759.3	LOC106410266
XP_022561918.2	XM_022706197.2	BNAC07G24000D
XP_013706208.2	XM_013850754.3	BNAC07G24000D
XP_013706209.2	XM_013850755.3	BNAC07G24000D
XP_022561919.2	XM_022706198.2	LOC106410265
XP_013672574.2	XM_013817120.3	LOC106376976
XP_048618045.1	XM_048762088.1	LOC125589738
XP_013672575.2	XM_013817121.3	LOC106376977
XP_048618047.1	XM_048762090.1	LOC106374882
XP_048618046.1	XM_048762089.1	LOC106374882
XP_013672573.2	XM_013817119.3	LOC106376975
XP_013672572.2	XM_013817118.3	LOC106376974
XP_013672571.1	XM_013817117.3	LOC106376973
XP_013672569.2	XM_013817115.3	LOC106376972
XP_048618048.1	XM_048762091.1	LOC106376971
XP_013672567.2	XM_013817113.3	LOC106376970
XP_048618049.1	XM_048762092.1	LOC106349292
XP_013672565.1	XM_013817111.3	LOC106376967
XP_013672566.1	XM_013817112.3	LOC106376968
XP_013672564.1	XM_013817110.3	LOC106376966
XP_013672563.1	XM_013817109.3	LOC106376965
XP_013669423.3	XM_013813969.3	LOC106373848
XP_013672562.2	XM_013817108.3	LOC106376964
XP_013670259.1	XM_013814805.3	LOC106374880
XP_048618050.1	XM_048762093.1	LOC106374880
XP_013669422.1	XM_013813968.1	LOC106373847
XP_013669420.1	XM_013813966.1	LOC106373846
XP_013672558.1	XM_013817104.3	LOC106376961
XP_013672561.1	XM_013817107.3	LOC106376963
XP_013646175.2	XM_013790721.3	LOC106350886
XP_013672557.1	XM_013817103.3	LOC106376960
XP_013670258.1	XM_013814804.3	LOC106374878
XP_013672556.1	XM_013817102.3	BNAC07G24080D
XP_022563091.1	XM_022707370.2	LOC111208318
XP_048618051.1	XM_048762094.1	LOC111208318
XP_022562677.1	XM_022706956.2	LOC111208177
XP_048618052.1	XM_048762095.1	LOC111213172
XP_022563033.1	XM_022707312.2	LOC111208296
XP_013733375.2	XM_013877921.3	LOC106436968
XP_022561158.2	XM_022705437.2	LOC106436968
XP_013733376.2	XM_013877922.3	LOC106436968
XP_048618053.1	XM_048762096.1	LOC106436968
XP_048618054.1	XM_048762097.1	LOC106436968
XP_022561157.2	XM_022705436.2	LOC106436968
XP_048618055.1	XM_048762098.1	LOC106436969
XP_022561174.1	XM_022705453.2	LOC111207423
XP_022561578.1	XM_022705857.2	LOC111207629
XP_022561240.1	XM_022705519.2	LOC111207468
XP_022561239.1	XM_022705518.2	LOC111207468
XP_022561238.1	XM_022705517.2	LOC111207468
XP_013644653.2	XM_013789199.3	LOC106349261
XP_013644652.2	XM_013789198.3	LOC106349260
XP_022561653.1	XM_022705932.2	LOC111207674
XP_013644650.2	XM_013789196.3	LOC106349258
XP_022562760.1	XM_022707039.2	LOC111208200
XP_013644648.3	XM_013789194.3	LOC106349257
XP_013644647.3	XM_013789193.3	LOC106349256
XP_022561182.1	XM_022705461.2	LOC111207429
XP_013646166.2	XM_013790712.2	BNAA06G39750D
XP_022544011.2	XM_022688290.2	LOC106352402
XP_048618057.1	XM_048762100.1	LOC125589741
XP_048618056.1	XM_048762099.1	LOC106349254
XP_048618065.1	XM_048762108.1	LOC111198743
XP_048618064.1	XM_048762107.1	LOC111198743
XP_048618063.1	XM_048762106.1	LOC111198743
XP_022562069.1	XM_022706348.2	LOC111207879
XP_022562073.1	XM_022706352.2	LOC111207879
XP_048618068.1	XM_048762111.1	LOC111207879
XP_022562071.1	XM_022706350.2	LOC111207879
XP_022562070.1	XM_022706349.2	LOC111207879
XP_022562072.1	XM_022706351.2	LOC111207879
XP_048618067.1	XM_048762110.1	LOC111207879
XP_048618066.1	XM_048762109.1	LOC111207879
XP_022562068.1	XM_022706347.2	LOC111207878
XP_048618062.1	XM_048762105.1	LOC111208066
XP_048618061.1	XM_048762104.1	LOC125589744
XP_048618069.1	XM_048762112.1	LOC125589746
XP_048618059.1	XM_048762102.1	LOC125589742
XP_048618058.1	XM_048762101.1	LOC125589742
XP_048620200.1	XM_048764243.1	LOC125590615
XP_013644636.2	XM_013789182.3	LOC106349248
XP_013644637.2	XM_013789183.3	LOC106349248
XP_048618060.1	XM_048762103.1	LOC125589743
NP_001303214.1	NM_001316285.1	LOC106410486
XP_013706441.1	XM_013850987.3	LOC106410485
XP_013703940.2	XM_013848486.3	LOC106407610
XP_013707072.2	XM_013851618.3	LOC106410974
XP_048620201.1	XM_048764244.1	LOC111211681
XP_048618070.1	XM_048762113.1	LOC125589750
XP_048620202.1	XM_048764245.1	LOC125590616
XP_048618071.1	XM_048762114.1	LOC111214010
XP_048618072.1	XM_048762115.1	LOC111214010
XP_048618073.1	XM_048762116.1	LOC125589751
XP_048618074.1	XM_048762117.1	LOC125589753
XP_048618075.1	XM_048762118.1	LOC106349239
XP_048618076.1	XM_048762119.1	LOC106349238
XP_022570414.1	XM_022714693.2	LOC111213031
XP_022570415.1	XM_022714694.2	LOC111213033
XP_048618077.1	XM_048762120.1	LOC111213034
XP_048618078.1	XM_048762121.1	LOC111213034
XP_048618079.1	XM_048762122.1	LOC111213034
XP_013726483.1	XM_013871029.3	LOC106430267
XP_048618080.1	XM_048762123.1	LOC125589756
XP_048618081.1	XM_048762124.1	LOC125589758
XP_048618084.1	XM_048762127.1	LOC125589760
XP_048618083.1	XM_048762126.1	LOC125589759
XP_048618082.1	XM_048762125.1	LOC106414449
XP_022562229.1	XM_022706508.2	LOC111207921
XP_022562230.1	XM_022706509.2	LOC111207921
XP_022562936.1	XM_022707215.2	LOC111208264
XP_022562937.2	XM_022707216.2	LOC111208265
XP_048618086.1	XM_048762129.1	LOC111202577
XP_048618085.1	XM_048762128.1	LOC111202577
XP_048620204.1	XM_048764247.1	LOC125590617
XP_022561253.2	XM_022705532.2	LOC111207471
XP_048620205.1	XM_048764248.1	LOC125590618
XP_013705954.2	XM_013850500.3	LOC106409973
XP_022562245.2	XM_022706524.2	LOC111207922
XP_022561460.2	XM_022705739.2	LOC111207558
XP_048620206.1	XM_048764249.1	LOC125590619
XP_048620207.1	XM_048764250.1	LOC125590620
XP_013647485.3	XM_013792031.3	LOC106352393
XP_048618087.1	XM_048762130.1	LOC111208224
XP_022562856.2	XM_022707135.2	LOC111208224
XP_022562855.2	XM_022707134.2	LOC111208224
XP_013691031.2	XM_013835577.3	LOC106395046
XP_048620208.1	XM_048764251.1	LOC125590621
XP_048618088.1	XM_048762131.1	LOC125575189
XP_048620209.1	XM_048764252.1	LOC125590622
XP_048618089.1	XM_048762132.1	LOC125575217
XP_048618091.1	XM_048762134.1	LOC125575217
XP_048618090.1	XM_048762133.1	LOC125575217
XP_048618092.1	XM_048762135.1	LOC125575217
XP_048618093.1	XM_048762136.1	LOC125575217
XP_048618094.1	XM_048762137.1	LOC111207811
XP_048618095.1	XM_048762138.1	LOC111207828
XP_048618096.1	XM_048762139.1	LOC111207828
XP_022561939.2	XM_022706218.2	LOC106415515
XP_048618098.1	XM_048762141.1	LOC106415515
XP_013711708.3	XM_013856254.3	LOC106415515
XP_048618097.1	XM_048762140.1	LOC106415515
XP_048618100.1	XM_048762143.1	LOC106415515
XP_048618099.1	XM_048762142.1	LOC106415515
XP_048618103.1	XM_048762146.1	LOC125575159
XP_048618102.1	XM_048762145.1	LOC125575159
XP_048618104.1	XM_048762147.1	LOC125575159
XP_048618101.1	XM_048762144.1	LOC125575159
XP_048618105.1	XM_048762148.1	LOC125575159
XP_022562861.2	XM_022707140.2	LOC111208228
XP_022562859.2	XM_022707138.2	LOC111208228
XP_022562857.2	XM_022707136.2	LOC111208226
XP_022561958.1	XM_022706237.2	LOC111207839
XP_013711078.2	XM_013855624.3	LOC106415025
XP_013711077.2	XM_013855623.3	LOC106415023
XP_013711658.2	XM_013856204.3	LOC106415477
XP_013726713.1	XM_013871259.3	LOC106430470
XP_013726714.1	XM_013871260.3	LOC106430470
XP_048618107.1	XM_048762150.1	LOC106430470
XP_048618106.1	XM_048762149.1	LOC106430470
XP_048618108.1	XM_048762151.1	LOC106430469
XP_048620210.1	XM_048764253.1	LOC106453577
XP_013733350.1	XM_013877896.3	LOC106436944
XP_013733347.1	XM_013877893.3	BNAC07G25060D
XP_048620211.1	XM_048764254.1	LOC106394691
XP_013691174.1	XM_013835720.3	LOC106395208
XP_022561438.2	XM_022705717.2	LOC106391424
XP_013687514.2	XM_013832060.3	LOC106391424
XP_013691216.2	XM_013835762.3	LOC106395254
XP_013687513.2	XM_013832059.3	LOC106391422
XP_048618110.1	XM_048762153.1	LOC106395760
XP_048618109.1	XM_048762152.1	LOC106391419
XP_013687510.2	XM_013832056.3	LOC106391419
XP_013690119.1	XM_013834665.1	BNAC07G25150D
XP_013690118.2	XM_013834664.3	LOC106394046
XP_013690117.1	XM_013834663.2	LOC106394045
XP_013690838.1	XM_013835384.3	LOC106394825
XP_013690116.1	XM_013834662.3	LOC106394044
XP_013671935.2	XM_013816481.3	LOC106376406
XP_048618112.1	XM_048762155.1	LOC106376406
XP_048618111.1	XM_048762154.1	LOC125574829
XP_013687507.3	XM_013832053.3	LOC106391417
XP_013687504.1	XM_013832050.3	LOC106391415
XP_013687503.1	XM_013832049.3	LOC106391414
XP_013687500.2	XM_013832046.3	LOC106391412
XP_022565631.1	XM_022709910.2	LOC111209879
XP_013687499.1	XM_013832045.3	LOC106391411
XP_013690114.2	XM_013834660.3	LOC106394042
XP_013687498.1	XM_013832044.3	LOC106391410
XP_013687497.1	XM_013832043.3	LOC106391410
XP_048618114.1	XM_048762157.1	LOC106394041
XP_048618113.1	XM_048762156.1	LOC106394041
XP_048618115.1	XM_048762158.1	LOC106394910
XP_013690112.2	XM_013834658.3	LOC106394040
XP_022561831.1	XM_022706110.2	BNAC07G25350D
XP_048618116.1	XM_048762159.1	LOC111207837
XP_013691017.1	XM_013835563.3	LOC106395033
XP_048618117.1	XM_048762160.1	LOC125589768
XP_013706119.1	XM_013850665.3	LOC106410179
XP_048620213.1	XM_048764256.1	LOC125590624
XP_048620214.1	XM_048764257.1	LOC125590625
XP_013707065.2	XM_013851611.3	LOC106410970
XP_048618118.1	XM_048762161.1	LOC106408193
XP_022562511.1	XM_022706790.1	LOC111208074
XP_013704463.1	XM_013849009.1	LOC106408194
XP_013647450.2	XM_013791996.3	LOC106352344
XP_013704464.2	XM_013849010.2	LOC106408196
XP_013707050.1	XM_013851596.3	LOC106410957
XP_048618119.1	XM_048762162.1	LOC106408197
XP_013707536.2	XM_013852082.3	LOC106411334
XP_013703462.1	XM_013848008.3	LOC106407191
XP_022561097.1	XM_022705376.2	LOC106407105
XP_013703353.1	XM_013847899.3	LOC106407105
XP_013703352.1	XM_013847898.3	LOC106407104
XP_013705126.1	XM_013849672.3	LOC106408979
XP_013703913.1	XM_013848459.3	LOC106407585
XP_022561373.1	XM_022705652.2	LOC106407585
XP_013703228.1	XM_013847774.3	LOC106407001
XP_013703229.1	XM_013847775.3	LOC106407001
XP_022563045.1	XM_022707324.2	LOC106407001
XP_013703230.1	XM_013847776.3	LOC106407001
XP_013703388.2	XM_013847934.3	LOC106407133
XP_022562796.1	XM_022707075.2	LOC106407132
XP_013703386.1	XM_013847932.3	LOC106407132
XP_048618120.1	XM_048762163.1	LOC106407132
XP_013703387.1	XM_013847933.3	LOC106407132
XP_013703342.1	XM_013847888.3	LOC106407095
XP_013705384.1	XM_013849930.3	LOC106409274
NP_001302887.1	NM_001315958.1	LOC106407539
XP_013706888.1	XM_013851434.3	LOC106410820
XP_013704467.3	XM_013849013.3	LOC106408199
XP_013706887.1	XM_013851433.3	LOC106410819
XP_013703649.1	XM_013848195.3	LOC106407342
XP_048618122.1	XM_048762165.1	LOC106407342
XP_048618121.1	XM_048762164.1	LOC106407342
XP_022561729.1	XM_022706008.2	LOC106407342
XP_048620216.1	XM_048764259.1	LOC106408200
XP_013707492.2	XM_013852038.3	LOC106411296
XP_013706425.1	XM_013850971.3	LOC106410470
XP_048618125.1	XM_048762168.1	LOC106410470
XP_013706424.1	XM_013850970.3	LOC106410469
XP_013706422.1	XM_013850968.3	LOC106410469
XP_013706423.1	XM_013850969.3	LOC106410469
XP_048618124.1	XM_048762167.1	LOC106410469
XP_048618123.1	XM_048762166.1	LOC106410469
XP_013707390.1	XM_013851936.3	LOC106411222
XP_013707404.1	XM_013851950.3	LOC106411235
XP_013707222.2	XM_013851768.3	LOC106411085
XP_013706776.2	XM_013851322.3	LOC106410737
XP_013705919.1	XM_013850465.3	LOC106409926
XP_013703461.1	XM_013848007.3	BNAC07G25710D
XP_022561877.1	XM_022706156.2	LOC106410956
XP_013707045.1	XM_013851591.3	LOC106410954
XP_013707047.1	XM_013851593.3	LOC106410954
XP_013707048.1	XM_013851594.3	LOC106410955
XP_013706200.1	XM_013850746.3	LOC106410260
XP_048618126.1	XM_048762169.1	LOC106410260
XP_013706202.1	XM_013850748.2	LOC106410260
XP_013706203.1	XM_013850749.3	LOC106410260
XP_013706204.1	XM_013850750.3	LOC106410261
XP_013706205.1	XM_013850751.3	LOC106410262
XP_013673784.2	XM_013818330.2	LOC106378155
XP_013705700.2	XM_013850246.3	LOC106409660
XP_013706009.2	XM_013850555.3	LOC106410048
XP_013705867.2	XM_013850413.3	LOC106409862
XP_013707581.2	XM_013852127.3	LOC106411381
XP_013703621.2	XM_013848167.3	LOC106407326
XP_013703822.2	XM_013848368.3	LOC106407496
XP_013705182.2	XM_013849728.3	LOC106409039
XP_013705140.2	XM_013849686.3	LOC106408995
XP_022561599.2	XM_022705878.2	LOC106409765
XP_048618127.1	XM_048762170.1	LOC106409765
XP_048620217.1	XM_048764260.1	LOC125590626
XP_013707028.2	XM_013851574.3	LOC106410940
XP_022562514.1	XM_022706793.1	LOC106408208
XP_022562950.1	XM_022707229.2	BNAA06G30740D
XP_013705658.1	XM_013850204.3	BNAA06G30740D
XP_013707324.1	XM_013851870.3	LOC106411167
XP_013707326.1	XM_013851872.3	LOC106411167
XP_013707327.1	XM_013851873.3	LOC106411167
XP_048620218.1	XM_048764261.1	LOC125590627
XP_048618128.1	XM_048762171.1	LOC106410433
XP_048618129.1	XM_048762172.1	LOC106409783
XP_048618130.1	XM_048762173.1	LOC106409590
XP_013706427.2	XM_013850973.3	LOC106410472
XP_013706428.2	XM_013850974.3	BNAC07G49130D
XP_022563104.1	XM_022707383.2	LOC106409977
XP_013705956.1	XM_013850502.3	LOC106409977
XP_013706223.2	XM_013850769.3	LOC106410274
XP_048618131.1	XM_048762174.1	LOC106410273
XP_013705617.1	XM_013850163.3	LOC106409547
XP_013705860.3	XM_013850406.3	LOC106409854
XP_013705991.1	XM_013850537.3	LOC106410021
XP_048618132.1	XM_048762175.1	LOC125589774
XP_048618133.1	XM_048762176.1	LOC106410802
XP_013706867.2	XM_013851413.3	LOC106410802
XP_013706868.2	XM_013851414.3	LOC106410802
XP_013706865.2	XM_013851411.3	LOC106410802
XP_013706864.2	XM_013851410.3	LOC106410801
XP_048618134.1	XM_048762177.1	LOC106409557
XP_013706301.3	XM_013850847.3	BNAC07G26160D
XP_013706302.3	XM_013850848.3	BNAC07G26170D
XP_048618136.1	XM_048762179.1	LOC125589775
XP_048618135.1	XM_048762178.1	LOC125589775
XP_048618137.1	XM_048762180.1	LOC106348950
XP_022561270.2	XM_022705549.2	LOC106348950
XP_013644247.2	XM_013788793.3	LOC106348950
XP_022561272.2	XM_022705551.2	LOC106348950
XP_013644248.2	XM_013788794.3	LOC106348950
XP_013644249.1	XM_013788795.3	LOC106348951
XP_013644250.1	XM_013788796.3	LOC106348952
XP_013644251.1	XM_013788797.3	BNAC07G26220D
XP_013644252.1	XM_013788798.3	LOC106348954
XP_022562018.1	XM_022706297.2	LOC106348956
XP_013644254.1	XM_013788800.3	LOC106348957
XP_013647385.1	XM_013791931.3	LOC106352274
XP_013647387.1	XM_013791933.3	LOC106352274
XP_013644255.1	XM_013788801.3	LOC106348958
XP_013646082.1	XM_013790628.1	LOC106350786
XP_022562894.1	XM_022707173.2	LOC111208242
XP_022562032.1	XM_022706311.2	LOC111207872
XP_013644259.1	XM_013788805.3	LOC106348960
XP_013644260.1	XM_013788806.3	LOC106348961
XP_013644261.1	XM_013788807.3	LOC106348962
XP_022562098.1	XM_022706377.2	LOC111207885
XP_013644263.1	XM_013788809.3	LOC106348964
XP_013644266.2	XM_013788812.3	LOC106348966
XP_048618138.1	XM_048762181.1	LOC125575188
XP_013644267.2	XM_013788813.3	LOC106348967
XP_022562960.2	XM_022707239.2	LOC106348967
XP_048618153.1	XM_048762196.1	LOC125589780
XP_013647390.2	XM_013791936.3	LOC106352276
XP_048618145.1	XM_048762188.1	LOC111197883
XP_048618150.1	XM_048762193.1	LOC111197883
XP_048618140.1	XM_048762183.1	LOC111197883
XP_048618146.1	XM_048762189.1	LOC111197883
XP_048618151.1	XM_048762194.1	LOC111197883
XP_048618143.1	XM_048762186.1	LOC111197883
XP_048618152.1	XM_048762195.1	LOC111197883
XP_048618141.1	XM_048762184.1	LOC111197883
XP_048618147.1	XM_048762190.1	LOC111197883
XP_048618148.1	XM_048762191.1	LOC111197883
XP_048618149.1	XM_048762192.1	LOC111197883
XP_048618139.1	XM_048762182.1	LOC111197883
XP_048618142.1	XM_048762185.1	LOC111197883
XP_048618144.1	XM_048762187.1	LOC111197883
XP_022561281.2	XM_022705560.2	LOC111207480
XP_013644278.2	XM_013788824.2	LOC106348971
XP_022562939.2	XM_022707218.2	LOC111208266
XP_013644280.2	XM_013788826.3	LOC106348973
XP_013644279.2	XM_013788825.3	LOC106348972
XP_022562075.2	XM_022706354.2	LOC111197885
XP_013644281.2	XM_013788827.3	LOC106348974
XP_013727202.2	XM_013871748.2	LOC106430949
XP_022561118.2	XM_022705397.2	LOC111207401
XP_048618154.1	XM_048762197.1	LOC106348976
XP_048618155.1	XM_048762198.1	LOC106348976
XP_013644286.1	XM_013788832.3	LOC106348979
XP_022561120.1	XM_022705399.2	LOC111207402
XP_048618156.1	XM_048762199.1	BNAC07G26400D
XP_013644290.1	XM_013788836.3	LOC106348982
XP_022562789.1	XM_022707068.2	BNAC07G26430D
XP_013644291.1	XM_013788837.3	BNAC07G26430D
XP_013644292.1	XM_013788838.3	BNAC07G26430D
XP_013644293.2	XM_013788839.3	LOC106348984
XP_013644294.1	XM_013788840.3	LOC106348985
XP_013644297.1	XM_013788843.3	LOC106348987
XP_013644298.1	XM_013788844.3	LOC106348987
XP_048618157.1	XM_048762200.1	LOC106348987
XP_013644295.1	XM_013788841.3	LOC106348986
XP_013644299.1	XM_013788845.3	LOC106348988
XP_013646088.1	XM_013790634.3	LOC106350793
XP_013644300.2	XM_013788846.3	LOC106348989
XP_013663334.2	XM_013807880.3	BNAA06G30200D
XP_013644302.1	XM_013788848.3	LOC106348991
XP_048618158.1	XM_048762201.1	LOC106396575
XP_048618159.1	XM_048762202.1	LOC106396575
XP_013692455.1	XM_013837001.3	LOC106396575
XP_013692456.1	XM_013837002.3	LOC106396575
XP_013644307.2	XM_013788853.3	LOC106348993
XP_013644306.2	XM_013788852.3	LOC106348993
XP_013644308.1	XM_013788854.3	LOC106348994
XP_013644310.1	XM_013788856.3	LOC106348995
XP_013644312.2	XM_013788858.3	LOC106348996
XP_013644313.2	XM_013788859.3	LOC106348996
XP_013644316.2	XM_013788862.3	LOC106348998
XP_048618160.1	XM_048762203.1	LOC106348998
XP_013644317.1	XM_013788863.3	LOC106348999
XP_013644319.2	XM_013788865.3	LOC106349000
XP_013644322.2	XM_013788868.3	LOC106349001
XP_048618161.1	XM_048762204.1	LOC106349001
XP_013644320.2	XM_013788866.3	LOC106349001
XP_013644323.2	XM_013788869.3	LOC106349001
XP_013644321.2	XM_013788867.3	LOC106349001
XP_048618162.1	XM_048762205.1	LOC106349001
XP_013644324.2	XM_013788870.3	LOC106349002
XP_048618164.1	XM_048762207.1	LOC106349002
XP_013644325.2	XM_013788871.3	LOC106349003
XP_013644326.2	XM_013788872.3	LOC106349003
XP_013644328.2	XM_013788874.3	LOC106349004
XP_013644327.2	XM_013788873.3	LOC106349004
XP_013644329.1	XM_013788875.3	LOC106349006
XP_013644330.1	XM_013788876.3	BNAC07G26670D
XP_013644331.2	XM_013788877.3	LOC106349008
XP_013647396.2	XM_013791942.3	LOC106352283
XP_013647397.2	XM_013791943.3	LOC106352283
XP_048620219.1	XM_048764262.1	LOC111207625
XP_013644332.2	XM_013788878.3	LOC106349009
XP_013644333.2	XM_013788879.3	LOC106349009
XP_013644339.2	XM_013788885.3	LOC106349013
XP_013644337.2	XM_013788883.3	LOC106349013
XP_013644334.2	XM_013788880.3	LOC106349010
XP_048618165.1	XM_048762208.1	LOC106349010
XP_013644342.1	XM_013788888.3	LOC106349016
XP_013644341.2	XM_013788887.3	LOC106349015
XP_013644343.2	XM_013788889.3	LOC106349017
XP_013644340.2	XM_013788886.3	LOC106349014
XP_013647398.2	XM_013791944.3	LOC106352284
XP_013644346.2	XM_013788892.3	LOC106349018
XP_013644347.2	XM_013788893.3	LOC106349018
XP_013644344.2	XM_013788890.3	LOC106349018
XP_013644345.2	XM_013788891.3	LOC106349018
XP_013644176.2	XM_013788722.3	LOC106348896
XP_013644349.2	XM_013788895.3	LOC106349021
XP_048620220.1	XM_048764263.1	LOC125590628
XP_013705415.2	XM_013849961.3	LOC106409306
XP_013705416.2	XM_013849962.3	LOC106409306
XP_013707717.2	XM_013852263.3	LOC106411493
XP_048618166.1	XM_048762209.1	LOC106348890
XP_048620221.1	XM_048764264.1	LOC106408259
XP_013706014.1	XM_013850560.3	LOC106410054
XP_013704516.2	XM_013849062.3	LOC106408258
XP_048618170.1	XM_048762213.1	LOC125589787
XP_048618167.1	XM_048762210.1	LOC106348887
XP_013644166.2	XM_013788712.3	LOC106348887
XP_013706871.2	XM_013851417.3	LOC106410803
XP_013706869.2	XM_013851415.3	LOC106410803
XP_013706870.2	XM_013851416.3	LOC106410803
XP_048618168.1	XM_048762211.1	LOC106410805
XP_048618169.1	XM_048762212.1	LOC106410805
XP_048618171.1	XM_048762214.1	LOC106352228
XP_013705342.2	XM_013849888.3	LOC106409227
XP_048618173.1	XM_048762216.1	LOC106407125
XP_013703376.1	XM_013847922.3	LOC106407125
XP_048618174.1	XM_048762217.1	LOC106407125
XP_013706358.2	XM_013850904.3	LOC106410415
XP_048618172.1	XM_048762215.1	LOC106410416
XP_013707707.2	XM_013852253.3	LOC106411483
XP_022570597.2	XM_022714876.2	LOC106411223
XP_013705273.1	XM_013849819.3	LOC106409141
XP_013705735.1	XM_013850281.3	LOC106409708
XP_013705853.1	XM_013850399.3	LOC106409846
XP_048618175.1	XM_048762218.1	LOC106407113
XP_048618176.1	XM_048762219.1	LOC106407113
XP_013703693.2	XM_013848239.3	LOC106407384
XP_013705938.1	XM_013850484.3	LOC106409949
XP_048620222.1	XM_048764265.1	LOC125590629
XP_013707703.2	XM_013852249.3	BNAC07G49280D
XP_013707702.2	XM_013852248.3	BNAC07G49280D
XP_013707487.1	XM_013852033.3	LOC106411294
XP_013707489.1	XM_013852035.3	LOC106411294
XP_013707488.1	XM_013852034.3	LOC106411294
XP_048620223.1	XM_048764266.1	LOC125590630
XP_013703199.2	XM_013847745.3	LOC106406979
XP_048618177.1	XM_048762220.1	LOC106410200
XP_013706135.2	XM_013850681.3	LOC106410200
XP_013703667.2	XM_013848213.3	LOC106407354
XP_048618178.1	XM_048762221.1	LOC106409463
XP_048620224.1	XM_048764267.1	LOC106408252
XP_013705414.1	XM_013849960.3	LOC106409305
XP_048618179.1	XM_048762222.1	LOC106408249
XP_048618180.1	XM_048762223.1	LOC125589792
XP_013644079.2	XM_013788625.3	LOC106348811
XP_048618181.1	XM_048762224.1	LOC106409730
XP_013706307.1	XM_013850853.3	LOC106410361
XP_013644142.1	XM_013788688.3	LOC106348870
XP_022562980.1	XM_022707259.2	LOC106348870
XP_048618182.1	XM_048762225.1	LOC106348869
XP_048618183.1	XM_048762226.1	LOC106348869
XP_048620225.1	XM_048764268.1	LOC125575390
XP_048620226.1	XM_048764269.1	LOC106350761
XP_013672121.1	XM_013816667.3	LOC106376574
XP_013644140.1	XM_013788686.3	LOC106348868
XP_048618184.1	XM_048762227.1	LOC125589794
XP_048618185.1	XM_048762228.1	LOC106348863
XP_048618188.1	XM_048762231.1	LOC125589795
XP_013644137.2	XM_013788683.3	LOC106348864
XP_013644138.2	XM_013788684.3	LOC106348864
XP_048618187.1	XM_048762230.1	LOC106348865
XP_048618186.1	XM_048762229.1	LOC106348865
XP_013644135.2	XM_013788681.3	LOC106348862
XP_048620227.1	XM_048764270.1	LOC106350759
XP_022550665.1	XM_022694944.2	LOC111202279
XP_022550664.1	XM_022694943.2	LOC111202279
XP_048618189.1	XM_048762232.1	LOC106350723
XP_013647364.2	XM_013791910.3	LOC106352250
XP_013644130.2	XM_013788676.3	LOC106348859
XP_013644131.1	XM_013788677.3	LOC106348860
XP_013647361.1	XM_013791907.3	LOC106352247
XP_013644126.1	XM_013788672.3	LOC106348857
XP_013644127.1	XM_013788673.3	LOC106348857
XP_013644128.1	XM_013788674.3	LOC106348857
XP_022562676.1	XM_022706955.2	LOC106348857
XP_013644129.1	XM_013788675.3	LOC106348857
XP_048620228.1	XM_048764271.1	LOC125590632
XP_048617827.1	XM_048761870.1	LOC125589591
XP_048617828.1	XM_048761871.1	LOC125589591
XP_048617825.1	XM_048761868.1	LOC125589591
XP_048617826.1	XM_048761869.1	LOC125589591
XP_048617829.1	XM_048761872.1	LOC106350757
XP_013644124.1	XM_013788670.3	LOC106348855
XP_013644119.2	XM_013788665.3	LOC106348851
XP_022561956.2	XM_022706235.2	LOC106348851
XP_013644123.2	XM_013788669.3	LOC106348854
XP_048617831.1	XM_048761874.1	LOC106350756
XP_013647359.1	XM_013791905.3	BNAC07G27480D
XP_048617830.1	XM_048761873.1	LOC106352244
XP_013647358.2	XM_013791904.3	LOC106352243
XP_048617832.1	XM_048761875.1	LOC106352243
XP_048617833.1	XM_048761876.1	LOC106352241
XP_013647356.1	XM_013791902.3	LOC106352240
XP_022562993.1	XM_022707272.2	LOC106348849
XP_013643851.1	XM_013788397.3	LOC106348631
XP_048617837.1	XM_048761880.1	LOC106348776
XP_048617838.1	XM_048761881.1	LOC106348776
