protein	mRNA	gene
XP_010470893.1	XM_010472591.2	LOC104750748
XP_010470891.1	XM_010472589.2	LOC104750748
XP_010470897.1	XM_010472595.1	LOC104750752
XP_010470898.1	XM_010472596.1	LOC104750752
XP_010470896.1	XM_010472594.1	LOC104750752
XP_010470899.1	XM_010472597.1	LOC104750753
XP_019094168.1	XM_019238623.1	LOC104750754
XP_019094169.1	XM_019238624.1	LOC104750754
XP_010470901.1	XM_010472599.1	LOC104750755
XP_010470902.1	XM_010472600.2	LOC104750756
XP_010470904.1	XM_010472602.2	LOC104750757
XP_010470903.1	XM_010472601.2	LOC104750757
XP_019094117.1	XM_019238572.1	LOC104750758
XP_010470906.1	XM_010472604.2	LOC104750758
XP_010470907.1	XM_010472605.2	LOC104750760
XP_010470909.1	XM_010472607.2	LOC104750761
XP_010470911.1	XM_010472609.2	LOC104750761
XP_019093150.1	XM_019237605.1	LOC104750761
XP_010470908.1	XM_010472606.2	LOC104750761
XP_019093151.1	XM_019237606.1	LOC104750761
XP_010470912.1	XM_010472610.2	LOC104750761
XP_010470913.1	XM_010472611.1	LOC104750762
XP_010470914.1	XM_010472612.2	LOC104750763
XP_010474228.1	XM_010475926.1	LOC104753716
XP_010470915.1	XM_010472613.2	LOC104750764
XP_010470916.1	XM_010472614.2	LOC104750765
XP_010470917.1	XM_010472615.2	LOC104750766
XP_010470918.1	XM_010472616.2	LOC104750768
XP_010470919.1	XM_010472617.2	LOC104750769
XP_010470920.1	XM_010472618.2	LOC104750769
XP_010470922.1	XM_010472620.2	LOC104750771
XP_010470921.1	XM_010472619.2	LOC104750770
XP_010470923.1	XM_010472621.2	LOC104750772
XP_010470924.1	XM_010472622.1	LOC104750773
XP_010474229.1	XM_010475927.1	LOC104753717
XP_010470926.1	XM_010472624.2	LOC104750775
XP_010470927.1	XM_010472625.2	LOC104750776
XP_010470928.1	XM_010472626.2	LOC104750778
XP_010470929.1	XM_010472627.2	LOC104750779
XP_019093121.1	XM_019237576.1	LOC104750781
XP_010470930.1	XM_010472628.2	LOC104750781
XP_010470932.1	XM_010472630.1	LOC104750782
XP_010470933.1	XM_010472631.1	LOC104750783
XP_010470935.1	XM_010472633.2	LOC104750784
XP_010470934.1	XM_010472632.2	LOC104750784
XP_019093085.1	XM_019237540.1	LOC104750784
XP_010470936.1	XM_010472634.1	LOC104750785
XP_010470937.1	XM_010472635.2	LOC104750786
XP_010470939.1	XM_010472637.2	LOC104750789
XP_019093007.1	XM_019237462.1	LOC104750789
XP_010470940.1	XM_010472638.2	LOC104750789
XP_010470938.1	XM_010472636.2	LOC104750788
XP_010470941.1	XM_010472639.2	LOC104750791
XP_010474230.1	XM_010475928.1	LOC104753720
XP_010470942.1	XM_010472640.2	LOC104750793
XP_010470946.1	XM_010472644.2	LOC104750794
XP_010470945.1	XM_010472643.2	LOC104750794
XP_010470943.1	XM_010472641.2	LOC104750794
XP_010470944.1	XM_010472642.2	LOC104750794
XP_019093832.1	XM_019238287.1	LOC104750798
XP_010470950.1	XM_010472648.2	LOC104750800
XP_010470951.1	XM_010472649.1	LOC104750801
XP_010470953.1	XM_010472651.1	LOC104750801
XP_010470952.1	XM_010472650.2	LOC104750801
XP_010470954.1	XM_010472652.2	LOC104750801
XP_010470955.1	XM_010472653.2	LOC104750802
XP_010470956.1	XM_010472654.2	LOC104750804
XP_010470957.1	XM_010472655.2	LOC104750805
XP_010470958.1	XM_010472656.1	LOC104750805
XP_019093325.1	XM_019237780.1	LOC109129518
XP_010470959.1	XM_010472657.1	LOC104750808
XP_010474233.1	XM_010475931.1	LOC104753724
XP_010470961.1	XM_010472659.2	LOC104750810
XP_019093034.1	XM_019237489.1	LOC104750811
XP_010470962.1	XM_010472660.2	LOC104750811
XP_010474234.2	XM_010475932.2	LOC104753726
XP_019093326.1	XM_019237781.1	LOC104750813
XP_010470966.1	XM_010472664.2	LOC104750815
XP_010470965.1	XM_010472663.2	LOC104750815
XP_010470967.1	XM_010472665.2	LOC104750818
XP_010470968.1	XM_010472666.2	LOC104750819
XP_010470972.1	XM_010472670.1	LOC104750821
XP_019093006.1	XM_019237461.1	LOC104750820
XP_010474237.1	XM_010475935.1	LOC104753727
XP_010470973.1	XM_010472671.2	LOC104750822
XP_010470974.1	XM_010472672.2	LOC104750823
XP_010470975.1	XM_010472673.2	LOC104750824
XP_010470976.1	XM_010472674.2	LOC104750826
XP_010470978.1	XM_010472676.2	LOC104750827
XP_010470977.1	XM_010472675.2	LOC104750827
XP_010470979.1	XM_010472677.2	LOC104750828
XP_010470980.1	XM_010472678.2	LOC104750829
XP_010470981.1	XM_010472679.1	LOC104750830
XP_010470982.1	XM_010472680.2	LOC104750831
XP_010470983.1	XM_010472681.2	LOC104750832
XP_010474238.1	XM_010475936.2	LOC104753728
XP_010470984.1	XM_010472682.1	LOC104750833
XP_010470985.1	XM_010472683.1	LOC104750835
XP_010470987.1	XM_010472685.2	LOC104701628
XP_019093015.1	XM_019237470.1	LOC104701628
XP_010470988.1	XM_010472686.2	LOC104701628
XP_010470986.1	XM_010472684.2	LOC104701628
XP_010470989.1	XM_010472687.2	LOC104701630
XP_019093741.1	XM_019238196.1	LOC104753732
XP_010470990.1	XM_010472688.2	LOC104750840
XP_019094089.1	XM_019238544.1	LOC104750840
XP_010470991.1	XM_010472689.1	LOC104750841
XP_010470992.1	XM_010472690.2	LOC104750842
XP_010470993.1	XM_010472691.2	LOC104750843
XP_010470994.1	XM_010472692.2	LOC104750844
XP_010470995.1	XM_010472693.1	LOC104750847
XP_010470996.1	XM_010472694.2	LOC104750848
XP_019094097.1	XM_019238552.1	LOC104753734
XP_019094096.1	XM_019238551.1	LOC104753734
XP_010470997.1	XM_010472695.2	LOC104750849
XP_010470998.1	XM_010472696.2	LOC104750850
XP_010470999.1	XM_010472697.2	LOC104750851
XP_010471000.1	XM_010472698.1	LOC104750852
XP_010471001.1	XM_010472699.2	LOC104750853
XP_010471002.1	XM_010472700.2	LOC104750854
XP_010474244.1	XM_010475942.2	LOC104753737
XP_010474245.1	XM_010475943.1	LOC104753738
XP_010474247.1	XM_010475945.1	LOC104753739
XP_010474248.1	XM_010475946.1	LOC104753740
XP_010471006.1	XM_010472704.2	LOC104750856
XP_010471005.1	XM_010472703.2	LOC104750855
XP_010471004.1	XM_010472702.2	LOC104750855
XP_010471003.1	XM_010472701.2	LOC104750855
XP_010471007.1	XM_010472705.2	LOC104750859
XP_010471008.1	XM_010472706.2	LOC104750860
XP_010471011.1	XM_010472709.2	LOC104750860
XP_010471009.1	XM_010472707.1	LOC104750860
XP_010471010.1	XM_010472708.2	LOC104750860
XP_010474249.1	XM_010475947.1	LOC104753743
XP_010474250.1	XM_010475948.2	LOC104753745
XP_010474251.1	XM_010475949.1	LOC104753746
XP_010471012.1	XM_010472710.2	LOC104750861
XP_010471013.1	XM_010472711.1	LOC104750862
XP_010471014.1	XM_010472712.2	LOC104750863
XP_010471015.1	XM_010472713.2	LOC104750864
XP_010471016.1	XM_010472714.2	LOC104750865
XP_010474252.1	XM_010475950.1	LOC104753747
XP_010471018.1	XM_010472716.2	LOC104750866
XP_010471017.1	XM_010472715.2	LOC104750866
XP_019093510.1	XM_019237965.1	LOC104750867
XP_010471019.1	XM_010472717.2	LOC104750868
XP_019093811.1	XM_019238266.1	LOC104750869
XP_010471020.1	XM_010472718.2	LOC104750869
XP_019093597.1	XM_019238052.1	LOC109129603
XP_019093629.1	XM_019238084.1	LOC104750870
XP_019093630.1	XM_019238085.1	LOC104750870
XP_019093631.1	XM_019238086.1	LOC104750870
XP_010471023.1	XM_010472721.1	LOC104750871
XP_010471022.1	XM_010472720.2	LOC104750871
XP_010471025.1	XM_010472723.2	LOC104750872
XP_010471024.1	XM_010472722.2	LOC104750872
XP_010471026.1	XM_010472724.2	LOC104750873
XP_010471027.1	XM_010472725.2	LOC104750874
XP_010474254.1	XM_010475952.1	LOC104753749
XP_019093602.1	XM_019238057.1	LOC104753750
XP_010471028.1	XM_010472726.2	LOC104750875
XP_010474256.1	XM_010475954.2	LOC104753751
XP_010471029.1	XM_010472727.2	LOC104750876
XP_010471030.2	XM_010472728.2	LOC104750877
XP_010471032.1	XM_010472730.2	LOC104750878
XP_010474257.1	XM_010475955.1	LOC104753752
XP_010474258.1	XM_010475956.1	LOC104753754
XP_010471033.1	XM_010472731.2	LOC104750879
XP_010471035.1	XM_010472733.1	LOC104750882
XP_010471036.1	XM_010472734.1	LOC104750882
XP_010471034.1	XM_010472732.2	LOC104750880
XP_010471037.1	XM_010472735.2	LOC104750883
XP_010471038.1	XM_010472736.2	LOC104750884
XP_010471039.1	XM_010472737.2	LOC104750885
XP_010471040.1	XM_010472738.2	LOC104750885
XP_019094152.1	XM_019238607.1	LOC104750885
XP_010471042.1	XM_010472740.2	LOC104750885
XP_010471043.1	XM_010472741.1	LOC104750886
XP_010471044.1	XM_010472742.2	LOC104750886
XP_010471045.1	XM_010472743.1	LOC104750887
XP_019093125.1	XM_019237580.1	LOC104750889
XP_019093124.1	XM_019237579.1	LOC104750889
XP_010471046.1	XM_010472744.2	LOC104750890
XP_010471047.1	XM_010472745.2	LOC104750891
XP_010471049.1	XM_010472747.2	LOC104750892
XP_010471050.1	XM_010472748.2	LOC104750893
XP_019093116.1	XM_019237571.1	LOC104750894
XP_010471051.1	XM_010472749.2	LOC104750894
XP_010471052.2	XM_010472750.2	LOC104750895
XP_010471054.1	XM_010472752.2	LOC104750896
XP_010471055.1	XM_010472753.2	LOC104750896
XP_010471053.1	XM_010472751.2	LOC104750896
XP_019093877.1	XM_019238332.1	LOC104750896
XP_010471056.1	XM_010472754.2	LOC104750897
XP_019093690.1	XM_019238145.1	LOC109129639
XP_010471057.1	XM_010472755.2	LOC104750898
XP_010471058.1	XM_010472756.2	LOC104750899
XP_010471059.1	XM_010472757.2	LOC104750900
XP_010471063.1	XM_010472761.2	LOC104750902
XP_010471061.1	XM_010472759.2	LOC104750901
XP_010471062.1	XM_010472760.2	LOC104750901
XP_010471064.1	XM_010472762.2	LOC104750903
XP_010471065.1	XM_010472763.2	LOC104750904
XP_010471066.1	XM_010472764.2	LOC109124735
XP_010471067.1	XM_010472765.2	LOC104750906
XP_010474261.1	XM_010475959.2	LOC104753756
XP_010471069.1	XM_010472767.2	LOC104750908
XP_010471068.1	XM_010472766.2	LOC104750908
XP_010471070.1	XM_010472768.1	LOC104750909
XP_010471073.1	XM_010472771.2	LOC104750910
XP_010471074.2	XM_010472772.2	LOC104750911
XP_019093328.1	XM_019237783.1	LOC104753757
XP_010471075.1	XM_010472773.2	LOC104750912
XP_019094141.1	XM_019238596.1	LOC104750913
XP_010471077.1	XM_010472775.1	LOC104750914
XP_010471078.1	XM_010472776.2	LOC104750915
XP_010471079.1	XM_010472777.2	LOC104750916
XP_010471080.1	XM_010472778.2	LOC104750918
XP_010471081.1	XM_010472779.2	LOC104750918
XP_010471082.1	XM_010472780.2	LOC104750919
XP_010471084.1	XM_010472782.1	LOC104750920
XP_010471085.1	XM_010472783.2	LOC104750921
XP_010474264.1	XM_010475962.1	LOC104753759
XP_010471086.1	XM_010472784.2	LOC104750922
XP_010471087.1	XM_010472785.2	LOC104750923
XP_010471089.1	XM_010472787.2	LOC104750925
XP_010471090.1	XM_010472788.1	LOC104750927
XP_019093329.1	XM_019237784.1	LOC109129522
XP_010471093.1	XM_010472791.2	LOC104750930
XP_010471091.1	XM_010472789.1	LOC104750929
XP_019093825.1	XM_019238280.1	LOC109125003
XP_019093826.1	XM_019238281.1	LOC104750932
XP_010471094.1	XM_010472792.2	LOC104750933
XP_010471095.1	XM_010472793.2	LOC104750934
XP_010471097.1	XM_010472795.2	LOC104750934
XP_010471096.1	XM_010472794.2	LOC104750934
XP_010474265.1	XM_010475963.1	LOC104753760
XP_010474266.1	XM_010475964.1	LOC104753761
XP_010471098.1	XM_010472796.2	LOC104750935
XP_010471099.1	XM_010472797.2	LOC104750937
XP_019094044.1	XM_019238499.1	LOC104750939
XP_010471100.1	XM_010472798.2	LOC104750938
XP_010474267.1	XM_010475965.2	LOC104753762
XP_019093330.1	XM_019237785.1	LOC109129523
XP_010471102.1	XM_010472800.1	LOC104750941
XP_010474268.1	XM_010475966.1	LOC104753763
XP_010471103.1	XM_010472801.2	LOC104750942
XP_019093576.1	XM_019238031.1	LOC109129591
XP_010471104.1	XM_010472802.2	LOC104750943
XP_010471105.1	XM_010472803.2	LOC104750944
XP_010471106.1	XM_010472804.1	LOC104750946
XP_010471107.1	XM_010472805.2	LOC104750947
XP_010471108.2	XM_010472806.2	LOC104750948
XP_010471109.1	XM_010472807.2	LOC104750949
XP_019092972.1	XM_019237427.1	LOC104750950
XP_010471110.1	XM_010472808.2	LOC104750950
XP_010471111.1	XM_010472809.2	LOC104750951
XP_010471113.1	XM_010472811.1	LOC104750953
XP_010471112.1	XM_010472810.2	LOC104750952
XP_010471114.1	XM_010472812.2	LOC104750954
XP_010471115.1	XM_010472813.1	LOC104750955
XP_010471116.1	XM_010472814.2	LOC104750956
XP_010474269.1	XM_010475967.1	LOC104753766
XP_010471117.1	XM_010472815.2	LOC104750958
XP_010471118.1	XM_010472816.1	LOC104750959
XP_010471125.2	XM_010472823.2	LOC104750965
XP_010471124.1	XM_010472822.1	LOC104750963
XP_010474271.1	XM_010475969.1	LOC104753768
XP_019093331.1	XM_019237786.1	LOC109129524
XP_010471123.1	XM_010472821.2	LOC104750962
XP_010471122.1	XM_010472820.2	LOC104750961
XP_010471121.1	XM_010472819.2	LOC104750960
XP_010471119.1	XM_010472817.2	LOC104750960
XP_010474275.1	XM_010475973.1	LOC104753772
XP_010471130.1	XM_010472828.2	LOC104750970
XP_010471127.1	XM_010472825.2	LOC104750967
XP_010471126.1	XM_010472824.2	LOC104750967
XP_010471132.1	XM_010472830.2	LOC104750971
XP_019093507.1	XM_019237962.1	LOC104750971
XP_010471133.2	XM_010472831.2	LOC104750972
XP_010471134.1	XM_010472832.2	LOC104750973
XP_010471136.1	XM_010472834.2	LOC104750974
XP_010471135.1	XM_010472833.2	LOC104750974
XP_019093505.1	XM_019237960.1	LOC104701789
XP_010471141.1	XM_010472839.2	LOC104750979
XP_010471140.1	XM_010472838.2	LOC104750978
XP_010471137.1	XM_010472835.2	LOC104750975
XP_010471138.1	XM_010472836.2	LOC104750975
XP_010471139.1	XM_010472837.2	LOC104750975
XP_010471143.1	XM_010472841.2	LOC104750980
XP_010471144.1	XM_010472842.2	LOC104750981
XP_010471145.1	XM_010472843.2	LOC104750981
XP_019093590.1	XM_019238045.1	LOC104750981
XP_010471146.1	XM_010472844.2	LOC104750984
XP_019093747.1	XM_019238202.1	LOC104750984
XP_010471148.1	XM_010472846.2	LOC104750986
XP_010471149.1	XM_010472847.2	LOC104750987
XP_010474279.1	XM_010475977.1	LOC104753776
XP_019093332.1	XM_019237787.1	LOC104753778
XP_010471151.1	XM_010472849.2	LOC104750988
XP_010471150.1	XM_010472848.2	LOC104750988
XP_010471153.1	XM_010472851.2	LOC104750989
XP_010471154.1	XM_010472852.1	LOC104750990
XP_010474281.1	XM_010475979.1	LOC104753779
XP_010471155.1	XM_010472853.2	LOC104750991
XP_010471156.1	XM_010472854.2	LOC104750992
XP_010471158.1	XM_010472856.2	LOC104750994
XP_010471157.1	XM_010472855.2	LOC104750993
XP_010471159.1	XM_010472857.2	LOC104750996
XP_010471160.1	XM_010472858.2	LOC104750997
XP_010471162.1	XM_010472860.2	LOC104750999
XP_010471163.1	XM_010472861.2	LOC104751000
XP_010471164.1	XM_010472862.2	LOC104751001
XP_010471165.1	XM_010472863.2	LOC104751002
XP_019093333.1	XM_019237788.1	LOC104753782
XP_010471166.1	XM_010472864.2	LOC104751003
XP_010471167.1	XM_010472865.2	LOC104751004
XP_010471169.1	XM_010472867.2	LOC104751005
XP_010471168.1	XM_010472866.1	LOC104751005
XP_010474284.1	XM_010475982.1	LOC104753783
XP_010471170.1	XM_010472868.2	LOC104751006
XP_010471171.1	XM_010472869.2	LOC104751007
XP_010471172.1	XM_010472870.2	LOC104751007
XP_019092985.1	XM_019237440.1	LOC104751007
XP_010471174.1	XM_010472872.1	LOC104751008
XP_010471176.1	XM_010472874.2	LOC104751009
XP_010471177.1	XM_010472875.2	LOC104751009
XP_010471175.1	XM_010472873.2	LOC104751009
XP_010471178.1	XM_010472876.2	LOC104751009
XP_010471180.1	XM_010472878.1	LOC104751011
XP_010471179.1	XM_010472877.2	LOC104751010
XP_010471181.1	XM_010472879.2	LOC104751012
XP_010471182.1	XM_010472880.2	LOC104751013
XP_010471185.1	XM_010472883.2	LOC104751015
XP_010471184.1	XM_010472882.2	LOC104751014
XP_010471183.1	XM_010472881.2	LOC104751014
XP_010471186.1	XM_010472884.2	LOC104751016
XP_010471187.1	XM_010472885.1	LOC104751017
XP_010471188.1	XM_010472886.2	LOC104751018
XP_010471189.1	XM_010472887.2	LOC104751019
XP_010474285.1	XM_010475983.1	LOC104753785
XP_010471191.1	XM_010472889.2	LOC104751021
XP_010471190.1	XM_010472888.2	LOC104751020
XP_010471192.1	XM_010472890.2	LOC104751023
XP_010471197.1	XM_010472895.2	LOC104712758
XP_010471193.1	XM_010472891.2	LOC104712758
XP_010471194.1	XM_010472892.2	LOC104712758
XP_010471195.1	XM_010472893.2	LOC104712758
XP_010471198.1	XM_010472896.2	LOC104751025
XP_010471199.1	XM_010472897.2	LOC104751026
XP_019092975.1	XM_019237430.1	LOC104751027
XP_010471202.1	XM_010472900.2	LOC104751027
XP_019093710.1	XM_019238165.1	LOC109129648
XP_010474286.1	XM_010475984.1	LOC104753786
XP_019093173.1	XM_019237628.1	LOC104751028
XP_010471204.1	XM_010472902.1	LOC104751030
XP_010471205.1	XM_010472903.2	LOC104751032
XP_010471206.1	XM_010472904.2	LOC104751033
XP_010471207.1	XM_010472905.2	LOC104751034
XP_010471208.1	XM_010472906.2	LOC104751035
XP_019093065.1	XM_019237520.1	LOC104751035
XP_019093066.1	XM_019237521.1	LOC104751035
XP_010471209.1	XM_010472907.2	LOC104751036
XP_010471210.1	XM_010472908.2	LOC104751036
XP_010471213.1	XM_010472911.2	LOC104751037
XP_010471214.1	XM_010472912.2	LOC104751039
XP_010471215.1	XM_010472913.1	LOC104751040
XP_019093163.1	XM_019237618.1	LOC104751041
XP_010471218.1	XM_010472916.1	LOC104751041
XP_010471216.1	XM_010472914.2	LOC104751041
XP_010471219.1	XM_010472917.2	LOC104751042
XP_010471220.1	XM_010472918.2	LOC104751043
XP_010471221.1	XM_010472919.2	LOC104751043
XP_010471222.2	XM_010472920.2	LOC104751044
XP_010474287.2	XM_010475985.2	LOC104753787
XP_010471223.1	XM_010472921.2	LOC104751045
XP_010471224.1	XM_010472922.2	LOC104751046
XP_010471225.1	XM_010472923.1	LOC104751047
XP_010471226.1	XM_010472924.2	LOC104751048
XP_010471227.1	XM_010472925.2	LOC104751049
XP_010471229.1	XM_010472927.2	LOC104751051
XP_010471228.1	XM_010472926.2	LOC104751050
XP_019093727.1	XM_019238182.1	LOC104751052
XP_010474289.1	XM_010475987.2	LOC104753789
XP_010474290.2	XM_010475988.2	LOC104753790
XP_010471231.1	XM_010472929.2	LOC104751053
XP_010471232.1	XM_010472930.2	LOC104751054
XP_010474291.1	XM_010475989.1	LOC104753791
XP_010471233.1	XM_010472931.2	LOC104751055
XP_010471234.1	XM_010472932.2	LOC104751056
XP_010471235.1	XM_010472933.2	LOC104751057
XP_010471236.1	XM_010472934.2	LOC104751058
XP_010471238.1	XM_010472936.2	LOC104751060
XP_010471237.1	XM_010472935.2	LOC104751059
XP_019093334.1	XM_019237789.1	LOC104753792
XP_019093335.1	XM_019237790.1	LOC104753149
XP_010471240.1	XM_010472938.2	LOC104751061
XP_010471242.1	XM_010472940.2	LOC104751062
XP_010471241.1	XM_010472939.2	LOC104751062
XP_010471243.1	XM_010472941.1	LOC104751063
XP_010471244.1	XM_010472942.2	LOC104751064
XP_010471245.1	XM_010472943.1	LOC104751065
XP_010471246.1	XM_010472944.2	LOC104751068
XP_010471247.1	XM_010472945.2	LOC104751069
XP_010471248.1	XM_010472946.2	LOC104751070
XP_010471250.1	XM_010472948.1	LOC104751071
XP_010474293.1	XM_010475991.1	LOC104753794
XP_010471251.1	XM_010472949.2	LOC104751072
XP_010471252.1	XM_010472950.2	LOC104751074
XP_010474295.1	XM_010475993.1	LOC104753795
XP_010471253.1	XM_010472951.2	LOC104751076
XP_010471254.1	XM_010472952.2	LOC104751077
XP_019094144.1	XM_019238599.1	LOC104751077
XP_010474296.2	XM_010475994.2	LOC104751079
XP_019093123.1	XM_019237578.1	LOC104751079
XP_010471256.1	XM_010472954.2	LOC104751080
XP_010471257.1	XM_010472955.2	LOC104751081
XP_010471259.1	XM_010472957.2	LOC104751082
XP_010471261.1	XM_010472959.2	LOC104751083
XP_010471262.1	XM_010472960.1	LOC104751084
XP_010471263.1	XM_010472961.2	LOC104751085
XP_010471264.1	XM_010472962.1	LOC104751086
XP_019093622.1	XM_019238077.1	LOC104751088
XP_019093624.1	XM_019238079.1	LOC104751088
XP_019093621.1	XM_019238076.1	LOC104751088
XP_019093623.1	XM_019238078.1	LOC104751088
XP_019093625.1	XM_019238080.1	LOC104751088
XP_010471265.1	XM_010472963.2	LOC104751087
XP_019093751.1	XM_019238206.1	LOC104751089
XP_019093750.1	XM_019238205.1	LOC104751089
XP_010471271.1	XM_010472969.2	LOC104751091
XP_010471272.1	XM_010472970.2	LOC104751092
XP_010471273.1	XM_010472971.2	LOC104751093
XP_019093132.1	XM_019237587.1	LOC104751094
XP_019093131.1	XM_019237586.1	LOC104751094
XP_019093600.1	XM_019238055.1	LOC104753798
XP_010471274.1	XM_010472972.1	LOC104751095
XP_010471275.1	XM_010472973.1	LOC104751096
XP_010471276.1	XM_010472974.2	LOC104751098
XP_010474299.1	XM_010475997.1	LOC104753799
XP_010471278.1	XM_010472976.1	LOC104751099
XP_010471279.1	XM_010472977.1	LOC104751101
XP_019093133.1	XM_019237588.1	LOC104751101
XP_010471280.1	XM_010472978.2	LOC104751102
XP_019093336.1	XM_019237791.1	LOC104753800
XP_010471281.1	XM_010472979.1	LOC104751103
XP_010471282.1	XM_010472980.2	LOC104751104
XP_010471283.1	XM_010472981.2	LOC104751105
XP_010474301.2	XM_010475999.2	LOC104753802
XP_010471284.1	XM_010472982.2	LOC104751106
XP_010471287.1	XM_010472985.2	LOC104751110
XP_010471286.1	XM_010472984.2	LOC104751109
XP_010471285.1	XM_010472983.2	LOC104751108
XP_010471289.1	XM_010472987.2	LOC104751111
XP_010471290.1	XM_010472988.2	LOC104751112
XP_010471291.1	XM_010472989.2	LOC104751113
XP_010471292.1	XM_010472990.2	LOC104751114
XP_010471295.1	XM_010472993.2	LOC104751114
XP_010471293.1	XM_010472991.2	LOC104751114
XP_010471294.1	XM_010472992.2	LOC104751114
XP_010471297.1	XM_010472995.2	LOC104751117
XP_010471298.1	XM_010472996.2	LOC104751117
XP_010471299.1	XM_010472997.2	LOC104751118
XP_019093668.1	XM_019238123.1	LOC109129628
XP_010471301.1	XM_010472999.2	LOC104751119
XP_010471302.1	XM_010473000.2	LOC104751119
XP_010474302.1	XM_010476000.1	LOC104753803
XP_010471303.1	XM_010473001.2	LOC104751120
XP_010471304.1	XM_010473002.2	LOC104751121
XP_010471305.1	XM_010473003.1	LOC104751122
XP_010471307.1	XM_010473005.2	LOC104751123
XP_010471310.1	XM_010473008.2	LOC104751125
XP_010471312.1	XM_010473010.2	LOC104751126
XP_010471313.1	XM_010473011.2	LOC104751126
XP_010471314.1	XM_010473012.2	LOC104751127
XP_010471315.1	XM_010473013.2	LOC104751127
XP_010471317.1	XM_010473015.2	LOC104751128
XP_010471318.1	XM_010473016.2	LOC104751129
XP_010471320.1	XM_010473018.2	LOC104751130
XP_010471319.1	XM_010473017.2	LOC104751130
XP_010474303.1	XM_010476001.1	LOC104753804
XP_010474305.1	XM_010476003.1	LOC104753806
XP_010471322.1	XM_010473020.2	LOC104751132
XP_010471323.1	XM_010473021.2	LOC104751133
XP_010471327.1	XM_010473025.2	LOC104751136
XP_010471326.1	XM_010473024.2	LOC104751135
XP_010471325.2	XM_010473023.2	LOC104751134
XP_010471329.1	XM_010473027.1	LOC104751139
XP_019093907.1	XM_019238362.1	LOC104751140
XP_010471330.1	XM_010473028.2	LOC104751140
XP_019093906.1	XM_019238361.1	LOC104751140
XP_019093905.1	XM_019238360.1	LOC104751140
XP_010471331.1	XM_010473029.2	LOC104751140
XP_010471332.1	XM_010473030.2	LOC104751140
XP_019093908.1	XM_019238363.1	LOC104751140
XP_010471333.1	XM_010473031.1	LOC104751141
XP_010471334.1	XM_010473032.1	LOC104751142
XP_010471336.1	XM_010473034.2	LOC104751143
XP_010471335.1	XM_010473033.2	LOC104751143
XP_019093831.1	XM_019238286.1	LOC104751144
XP_019093938.1	XM_019238393.1	LOC109129699
XP_019093939.1	XM_019238394.1	LOC109129699
XP_010471337.1	XM_010473035.2	LOC104751145
XP_019093337.1	XM_019237792.1	LOC104753807
XP_010471339.1	XM_010473037.2	LOC104751147
XP_010471338.1	XM_010473036.2	LOC104751146
XP_010471340.1	XM_010473038.2	LOC104751148
XP_010471345.1	XM_010473043.1	LOC104751151
XP_010471342.1	XM_010473040.2	LOC104751150
XP_010471344.1	XM_010473042.2	LOC104751150
XP_010471341.1	XM_010473039.2	LOC104751150
XP_010471343.1	XM_010473041.2	LOC104751150
XP_010471346.1	XM_010473044.2	LOC104751152
XP_010471347.1	XM_010473045.2	LOC104751153
XP_010471348.1	XM_010473046.2	LOC104751154
XP_010471349.1	XM_010473047.1	LOC104751154
XP_010471350.1	XM_010473048.2	LOC104751155
XP_019093338.1	XM_019237793.1	LOC109129525
XP_010471351.1	XM_010473049.2	LOC104751156
XP_010471352.1	XM_010473050.2	LOC104751159
XP_010471353.1	XM_010473051.2	LOC104751160
XP_019093911.1	XM_019238366.1	LOC109129696
XP_019093339.1	XM_019237794.1	LOC104753809
XP_010471356.1	XM_010473054.2	LOC104751162
XP_010471358.1	XM_010473056.2	LOC104751162
XP_010471354.1	XM_010473052.1	LOC104751161
XP_010471360.1	XM_010473058.2	LOC109124869
XP_010471359.1	XM_010473057.2	LOC104751163
XP_010471361.1	XM_010473059.2	LOC104751165
XP_010471363.1	XM_010473061.2	LOC104751168
XP_010471365.1	XM_010473063.2	LOC104751168
XP_010471366.1	XM_010473064.2	LOC104751168
XP_010471367.1	XM_010473065.2	LOC104751168
XP_010471362.1	XM_010473060.2	LOC104751166
XP_010471369.1	XM_010473067.2	LOC104751169
XP_010471370.1	XM_010473068.2	LOC104751170
XP_019093683.1	XM_019238138.1	LOC109129632
XP_010471371.2	XM_010473069.2	LOC104751171
XP_010471372.1	XM_010473070.1	LOC104751171
XP_019094126.1	XM_019238581.1	LOC104751172
XP_019094125.1	XM_019238580.1	LOC104751172
XP_010471373.1	XM_010473071.2	LOC104751173
XP_010471374.1	XM_010473072.2	LOC104751174
XP_010474308.1	XM_010476006.2	LOC104753811
XP_010471376.1	XM_010473074.2	LOC104751175
XP_010471375.1	XM_010473073.2	LOC104751175
XP_010471378.1	XM_010473076.2	LOC104751175
XP_010471377.1	XM_010473075.2	LOC104751175
XP_010471379.1	XM_010473077.2	LOC104751176
XP_010471380.1	XM_010473078.2	LOC104751176
XP_010474309.1	XM_010476007.1	LOC104753812
XP_010471381.1	XM_010473079.2	LOC104751178
XP_010471382.1	XM_010473080.2	LOC104751179
XP_010471383.1	XM_010473081.2	LOC104751180
XP_010471384.1	XM_010473082.2	LOC104751181
XP_010471385.1	XM_010473083.1	LOC104751182
XP_019093620.1	XM_019238075.1	LOC104751183
XP_010471386.1	XM_010473084.1	LOC104751183
XP_010471388.1	XM_010473086.2	LOC104751184
