protein	mRNA	gene
XP_020875004.1	XM_021019345.1	LOC9306395
XP_020875003.1	XM_021019344.1	LOC9304369
XP_020874084.1	XM_021018425.1	LOC110226497
XP_002870325.1	XM_002870279.2	LOC9306396
XP_020872096.1	XM_021016437.1	LOC9306397
XP_020874086.1	XM_021018427.1	LOC110226498
XP_020875477.1	XM_021019818.1	LOC9306398
XP_020875134.1	XM_021019475.1	LOC9306399
XP_020875102.1	XM_021019443.1	LOC9304370
XP_020875215.1	XM_021019556.1	LOC9304371
XP_020875597.1	XM_021019938.1	LOC110226944
XP_020874914.1	XM_021019255.1	LOC110226726
XP_020872625.1	XM_021016966.1	LOC9304372
XP_020872627.1	XM_021016968.1	LOC9304372
XP_020872626.1	XM_021016967.1	LOC9304372
XP_020872624.1	XM_021016965.1	LOC9304372
XP_020872623.1	XM_021016964.1	LOC9304372
XP_020872628.1	XM_021016969.1	LOC9304372
XP_002868301.1	XM_002868255.2	LOC9304372
XP_002870328.1	XM_002870282.2	LOC9304375
XP_020872629.1	XM_021016970.1	LOC9306400
XP_020874346.1	XM_021018687.1	LOC9306401
XP_002868304.1	XM_002868258.2	LOC9306402
XP_020874087.1	XM_021018428.1	LOC110226499
XP_002868305.1	XM_002868259.2	LOC9306403
XP_002870332.2	XM_002870286.2	LOC9304378
XP_002868306.2	XM_002868260.2	LOC9306404
XP_020872742.1	XM_021017083.1	LOC9304379
XP_020872743.1	XM_021017084.1	LOC9304379
XP_002868307.1	XM_002868261.2	LOC9306405
XP_020875649.1	XM_021019990.1	LOC9304380
XP_020875646.1	XM_021019987.1	LOC9304380
XP_020875647.1	XM_021019988.1	LOC9304380
XP_020875653.1	XM_021019994.1	LOC9304381
XP_002868309.1	XM_002868263.2	LOC9304381
XP_020875652.1	XM_021019993.1	LOC9304381
XP_020874941.1	XM_021019282.1	LOC9304384
XP_002868312.1	XM_002868266.2	LOC9306406
XP_020875531.1	XM_021019872.1	LOC9304385
XP_002870335.1	XM_002870289.2	LOC9304385
XP_002868313.1	XM_002868267.2	LOC9306407
XP_002870336.2	XM_002870290.2	LOC9304386
XP_002868314.1	XM_002868268.2	LOC9306408
XP_002870337.2	XM_002870291.2	LOC9304387
XP_020872311.1	XM_021016652.1	LOC9306409
XP_002868316.1	XM_002868270.2	LOC9304388
XP_002868317.1	XM_002868271.2	LOC9304389
XP_002870338.1	XM_002870292.2	LOC9304390
XP_020874088.1	XM_021018429.1	LOC110226500
XP_020872046.1	XM_021016387.1	LOC110226001
XP_020872047.1	XM_021016388.1	LOC110226001
XP_020872048.1	XM_021016389.1	LOC9306410
XP_002868319.1	XM_002868273.2	LOC9304391
XP_002868320.1	XM_002868274.2	LOC9304392
XP_020872150.1	XM_021016491.1	LOC9306411
XP_002868321.1	XM_002868275.2	LOC9306412
XP_020875321.1	XM_021019662.1	LOC9304394
XP_020875323.1	XM_021019664.1	LOC9306413
XP_002870343.2	XM_002870297.2	LOC9306414
XP_002868322.2	XM_002868276.2	LOC9306415
XP_002870344.1	XM_002870298.2	LOC9304395
XP_020874829.1	XM_021019170.1	LOC110226698
XP_020874977.1	XM_021019318.1	LOC9306416
XP_020874634.1	XM_021018975.1	LOC9304396
XP_002868324.1	XM_002868278.2	LOC9304396
XP_020874635.1	XM_021018976.1	LOC9304397
XP_020874636.1	XM_021018977.1	LOC9304397
XP_020872200.1	XM_021016541.1	LOC110226038
XP_002868325.2	XM_002868279.2	LOC9306418
XP_002870347.1	XM_002870301.2	LOC9304398
XP_020874089.1	XM_021018430.1	LOC110226501
XP_002870348.1	XM_002870302.2	LOC9306419
XP_020872780.1	XM_021017121.1	LOC9306420
XP_002870349.1	XM_002870303.2	LOC9304399
XP_002870350.1	XM_002870304.2	LOC9306421
XP_002868327.1	XM_002868281.2	LOC9306422
XP_020874090.1	XM_021018431.1	LOC110226502
XP_020872782.1	XM_021017123.1	LOC110226245
XP_020874091.1	XM_021018432.1	LOC110226503
XP_002868329.2	XM_002868283.2	LOC9304401
XP_020872781.1	XM_021017122.1	LOC9304401
XP_020874690.1	XM_021019031.1	LOC9304402
XP_020874692.1	XM_021019033.1	LOC9304403
XP_020874691.1	XM_021019032.1	LOC9304403
XP_020875272.1	XM_021019613.1	LOC110226839
XP_020875273.1	XM_021019614.1	LOC110226839
XP_020874748.1	XM_021019089.1	LOC9304405
XP_020875125.1	XM_021019466.1	LOC9304406
XP_020872589.1	XM_021016930.1	LOC110226197
XP_020875496.1	XM_021019837.1	LOC110226910
XP_020874092.1	XM_021018433.1	LOC110226504
XP_020874395.1	XM_021018736.1	LOC110226627
XP_020874394.1	XM_021018735.1	LOC110226627
XP_020874093.1	XM_021018434.1	LOC110226505
XP_020874397.1	XM_021018738.1	LOC9304408
XP_020874396.1	XM_021018737.1	LOC9304408
XP_020874094.1	XM_021018435.1	LOC110226506
XP_002868337.1	XM_002868291.2	LOC9304409
XP_002868338.1	XM_002868292.2	LOC9304410
XP_020874234.1	XM_021018575.1	LOC9304411
XP_002870354.2	XM_002870308.2	LOC9304412
XP_002870356.1	XM_002870310.2	LOC9306427
XP_020875522.1	XM_021019863.1	LOC9306428
XP_020875439.1	XM_021019780.1	LOC9304413
XP_020872338.1	XM_021016679.1	LOC110226091
XP_020872339.1	XM_021016680.1	LOC110226092
XP_020872340.1	XM_021016681.1	LOC110226093
XP_020875020.1	XM_021019361.1	LOC9306429
XP_002870359.1	XM_002870313.2	LOC9306430
XP_020874778.1	XM_021019119.1	LOC9306432
XP_020874776.1	XM_021019117.1	LOC9306434
XP_020874773.1	XM_021019114.1	LOC9306434
XP_020874775.1	XM_021019116.1	LOC9306434
XP_020874774.1	XM_021019115.1	LOC9306434
XP_002870363.1	XM_002870317.2	LOC9306434
XP_020874777.1	XM_021019118.1	LOC110226680
XP_002870365.1	XM_002870319.2	LOC9306436
XP_020874095.1	XM_021018436.1	LOC110226507
XP_020875206.1	XM_021019547.1	LOC9304416
XP_002868345.2	XM_002868299.2	LOC9304417
XP_002868346.1	XM_002868300.2	LOC9304418
XP_020875369.1	XM_021019710.1	LOC9304418
XP_002868347.1	XM_002868301.2	LOC9306440
XP_020874943.1	XM_021019284.1	LOC9304420
XP_020874096.1	XM_021018437.1	LOC9306441
XP_002870371.2	XM_002870325.2	LOC9306442
XP_020872430.1	XM_021016771.1	LOC9306443
XP_020872247.1	XM_021016588.1	LOC110226054
XP_020874767.1	XM_021019108.1	LOC9306444
XP_002868349.1	XM_002868303.2	LOC9304421
XP_002870373.2	XM_002870327.2	LOC9304422
XP_020874097.1	XM_021018438.1	LOC110226508
XP_020874098.1	XM_021018439.1	LOC9304423
XP_020874099.1	XM_021018440.1	LOC110226509
XP_020874100.1	XM_021018441.1	LOC9306447
XP_002868352.1	XM_002868306.2	LOC9306448
XP_020875733.1	XM_021020074.1	LOC9306449
XP_020872702.1	XM_021017043.1	LOC9304429
XP_020872703.1	XM_021017044.1	LOC9304429
XP_020872704.1	XM_021017045.1	LOC9304430
XP_002868358.1	XM_002868312.2	LOC9304430
XP_020872699.1	XM_021017040.1	LOC9304431
XP_020872700.1	XM_021017041.1	LOC9304431
XP_020872701.1	XM_021017042.1	LOC9304431
XP_002870379.1	XM_002870333.2	LOC9306450
XP_020875636.1	XM_021019977.1	LOC9306451
XP_020874101.1	XM_021018442.1	LOC110226510
XP_002868360.2	XM_002868314.2	LOC9306452
XP_020875407.1	XM_021019748.1	LOC9304434
XP_020875411.1	XM_021019752.1	LOC9304434
XP_002868362.1	XM_002868316.2	LOC9304434
XP_020875409.1	XM_021019750.1	LOC9304434
XP_020875408.1	XM_021019749.1	LOC9304434
XP_020875412.1	XM_021019753.1	LOC9304434
XP_020875410.1	XM_021019751.1	LOC9304434
XP_020874102.1	XM_021018443.1	LOC9304436
XP_020872248.1	XM_021016589.1	LOC9306453
XP_020874103.1	XM_021018444.1	LOC110226511
XP_020874104.1	XM_021018445.1	LOC9304438
XP_020872391.1	XM_021016732.1	LOC110226109
XP_020872390.1	XM_021016731.1	LOC110226109
XP_002868370.1	XM_002868324.2	LOC9304442
XP_020874105.1	XM_021018446.1	LOC9306457
XP_020872594.1	XM_021016935.1	LOC110226200
XP_020874106.1	XM_021018447.1	LOC9304448
XP_020874107.1	XM_021018448.1	LOC9304450
XP_020872217.1	XM_021016558.1	LOC9304451
XP_020874108.1	XM_021018449.1	LOC9306460
XP_002868379.2	XM_002868333.2	LOC9306461
XP_020875037.1	XM_021019378.1	LOC9304453
XP_020875035.1	XM_021019376.1	LOC9304453
XP_020875039.1	XM_021019380.1	LOC9304453
XP_020875033.1	XM_021019374.1	LOC9304453
XP_020875034.1	XM_021019375.1	LOC9304453
XP_020875038.1	XM_021019379.1	LOC9304453
XP_020875040.1	XM_021019381.1	LOC9304453
XP_020875042.1	XM_021019383.1	LOC9304453
XP_020875032.1	XM_021019373.1	LOC9304453
XP_020875029.1	XM_021019370.1	LOC9304453
XP_020875030.1	XM_021019371.1	LOC9304453
XP_020875031.1	XM_021019372.1	LOC9304453
XP_020875041.1	XM_021019382.1	LOC9304453
XP_020874558.1	XM_021018899.1	LOC110226645
XP_020874556.1	XM_021018897.1	LOC110226645
XP_002870392.2	XM_002870346.2	LOC9304456
XP_002870393.2	XM_002870347.2	LOC9306464
XP_020874110.1	XM_021018451.1	LOC9304457
XP_020874261.1	XM_021018602.1	LOC9304458
XP_020874111.1	XM_021018452.1	LOC110226514
XP_002870395.1	XM_002870349.2	LOC9304461
XP_020874341.1	XM_021018682.1	LOC9306467
XP_020874847.1	XM_021019188.1	LOC9304463
XP_020874848.1	XM_021019189.1	LOC9304464
XP_020874112.1	XM_021018453.1	LOC9306468
XP_002870398.1	XM_002870352.2	LOC9306469
XP_020872365.1	XM_021016706.1	LOC9304465
XP_020872366.1	XM_021016707.1	LOC9304465
XP_020872363.1	XM_021016704.1	LOC9304465
XP_020872364.1	XM_021016705.1	LOC9304465
XP_020875121.1	XM_021019462.1	LOC9304466
XP_002868396.1	XM_002868350.2	LOC9306473
XP_020875300.1	XM_021019641.1	LOC9306473
XP_002870402.1	XM_002870356.2	LOC9304469
XP_002870403.1	XM_002870357.2	LOC9306474
XP_002870404.1	XM_002870358.2	LOC9306475
XP_020874622.1	XM_021018963.1	LOC9306475
XP_002868397.1	XM_002868351.2	LOC9306476
XP_020874570.1	XM_021018911.1	LOC9304470
XP_020874631.1	XM_021018972.1	LOC9306478
XP_020872035.1	XM_021016376.1	LOC110225997
XP_020875545.1	XM_021019886.1	LOC9304471
XP_020873171.1	XM_021017512.1	LOC9304473
XP_020874229.1	XM_021018570.1	LOC9304474
XP_002870409.1	XM_002870363.2	LOC9304475
XP_020872464.1	XM_021016805.1	LOC9306481
XP_020875180.1	XM_021019521.1	LOC9306484
XP_020874113.1	XM_021018454.1	LOC110226516
XP_002868403.2	XM_002868357.2	LOC9306486
XP_020872098.1	XM_021016439.1	LOC9304476
XP_020874990.1	XM_021019331.1	LOC9304477
XP_002870416.1	XM_002870370.2	LOC9304478
XP_002868406.1	XM_002868360.2	LOC9306488
XP_020872323.1	XM_021016664.1	LOC110226080
XP_020874488.1	XM_021018829.1	LOC110226638
XP_020874487.1	XM_021018828.1	LOC110226638
XP_020874489.1	XM_021018830.1	LOC110226638
XP_002870417.2	XM_002870371.2	LOC9304479
XP_002870419.1	XM_002870373.2	LOC9306490
XP_020873887.1	XM_021018228.1	LOC9306491
XP_020873888.1	XM_021018229.1	LOC9306491
XP_020874290.1	XM_021018631.1	LOC9304480
XP_020874291.1	XM_021018632.1	LOC9304480
XP_020874114.1	XM_021018455.1	LOC9304481
XP_020874115.1	XM_021018456.1	LOC110226518
XP_020873187.1	XM_021017528.1	LOC9304482
XP_020873188.1	XM_021017529.1	LOC9304482
XP_002868410.2	XM_002868364.2	LOC9304482
XP_020874116.1	XM_021018457.1	LOC110226519
XP_020874780.1	XM_021019121.1	LOC9306493
XP_002870422.1	XM_002870376.2	LOC9306493
XP_020874117.1	XM_021018458.1	LOC110226520
XP_002870425.1	XM_002870379.2	LOC9304486
XP_020874268.1	XM_021018609.1	LOC9306497
XP_020874267.1	XM_021018608.1	LOC9304487
XP_002870426.2	XM_002870380.2	LOC9304487
XP_002870427.2	XM_002870381.2	LOC9306498
XP_020873890.1	XM_021018231.1	LOC9306499
XP_020873891.1	XM_021018232.1	LOC9306499
XP_002870428.1	XM_002870382.2	LOC9304488
XP_020874654.1	XM_021018995.1	LOC9306500
XP_020874653.1	XM_021018994.1	LOC9306500
XP_020874655.1	XM_021018996.1	LOC9306501
XP_020872445.1	XM_021016786.1	LOC110226135
XP_002870431.1	XM_002870385.2	LOC9304490
XP_020874834.1	XM_021019175.1	LOC9306503
XP_020874833.1	XM_021019174.1	LOC9306503
XP_020874832.1	XM_021019173.1	LOC9306503
XP_002868418.1	XM_002868372.2	LOC9306503
XP_020874036.1	XM_021018377.1	LOC110226484
XP_020874038.1	XM_021018379.1	LOC110226484
XP_020874039.1	XM_021018380.1	LOC110226484
XP_020874037.1	XM_021018378.1	LOC110226484
XP_020874040.1	XM_021018381.1	LOC110226484
XP_020874041.1	XM_021018382.1	LOC110226484
XP_020874042.1	XM_021018383.1	LOC110226485
XP_020874118.1	XM_021018459.1	LOC110226521
XP_020873021.1	XM_021017362.1	LOC9304491
XP_020873019.1	XM_021017360.1	LOC9304492
XP_002868421.1	XM_002868375.2	LOC9304493
XP_002868423.1	XM_002868377.2	LOC9304495
XP_020875374.1	XM_021019715.1	LOC9304496
XP_020874119.1	XM_021018460.1	LOC110226523
XP_020875099.1	XM_021019440.1	LOC9306504
XP_020874807.1	XM_021019148.1	LOC9306505
XP_020874476.1	XM_021018817.1	LOC9304498
XP_020874475.1	XM_021018816.1	LOC9304498
XP_020874473.1	XM_021018814.1	LOC9306506
XP_002868426.1	XM_002868380.2	LOC9306507
XP_020874859.1	XM_021019200.1	LOC9304499
XP_020875657.1	XM_021019998.1	LOC110226960
XP_020874120.1	XM_021018461.1	LOC110226524
XP_002870438.1	XM_002870392.2	LOC9306509
XP_020872492.1	XM_021016833.1	LOC110226160
XP_020872109.1	XM_021016450.1	LOC9306510
XP_020875683.1	XM_021020024.1	LOC110226966
XP_020874944.1	XM_021019285.1	LOC110226735
XP_020875171.1	XM_021019512.1	LOC110226802
XP_020873163.1	XM_021017504.1	LOC9304500
XP_002870439.2	XM_002870393.2	LOC9304501
XP_020874441.1	XM_021018782.1	LOC9304502
XP_020874442.1	XM_021018783.1	LOC9304502
XP_002870440.1	XM_002870394.2	LOC9304503
XP_020874444.1	XM_021018785.1	LOC110226633
XP_020874443.1	XM_021018784.1	LOC110226633
XP_020874830.1	XM_021019171.1	LOC9304504
XP_020875596.1	XM_021019937.1	LOC9306513
XP_020874722.1	XM_021019063.1	LOC9304505
XP_020874121.1	XM_021018462.1	LOC110226526
XP_020874122.1	XM_021018463.1	LOC110226527
XP_020875751.1	XM_021020092.1	LOC110226981
XP_020874987.1	XM_021019328.1	LOC110226751
XP_002868433.1	XM_002868387.2	LOC9306514
XP_002870443.1	XM_002870397.2	LOC9304506
XP_002870444.1	XM_002870398.2	LOC9304508
XP_002870445.1	XM_002870399.2	LOC9306516
XP_020875293.1	XM_021019634.1	LOC9306517
XP_020874123.1	XM_021018464.1	LOC110226528
XP_020874124.1	XM_021018465.1	LOC110226529
XP_020872329.1	XM_021016670.1	LOC110226087
XP_020872198.1	XM_021016539.1	LOC110226034
XP_002870448.1	XM_002870402.2	LOC9304512
XP_002870449.1	XM_002870403.2	LOC9306520
XP_020873935.1	XM_021018276.1	LOC9304513
XP_020874125.1	XM_021018466.1	LOC110226530
XP_020874129.1	XM_021018470.1	LOC110226532
XP_002868444.2	XM_002868398.2	LOC9304516
XP_002870452.1	XM_002870406.2	LOC9304517
XP_020872334.1	XM_021016675.1	LOC9306524
XP_020872335.1	XM_021016676.1	LOC9306524
XP_020872336.1	XM_021016677.1	LOC9306524
XP_020872337.1	XM_021016678.1	LOC9306524
XP_020873949.1	XM_021018290.1	LOC9304519
XP_020873948.1	XM_021018289.1	LOC9306525
XP_020873946.1	XM_021018287.1	LOC9306525
XP_020873944.1	XM_021018285.1	LOC9304521
XP_020873943.1	XM_021018284.1	LOC9304521
XP_020873945.1	XM_021018286.1	LOC9304521
XP_020874903.1	XM_021019244.1	LOC9306527
XP_020874130.1	XM_021018471.1	LOC110226533
XP_002870457.1	XM_002870411.2	LOC9306528
XP_020874131.1	XM_021018472.1	LOC110226534
XP_020872412.1	XM_021016753.1	LOC110226118
XP_020874133.1	XM_021018474.1	LOC110226536
XP_020875393.1	XM_021019734.1	LOC110226878
XP_020875394.1	XM_021019735.1	LOC110226878
XP_020875392.1	XM_021019733.1	LOC110226878
XP_020874134.1	XM_021018475.1	LOC110226537
XP_002870459.1	XM_002870413.2	LOC9306530
XP_020873100.1	XM_021017441.1	LOC9306531
XP_020872232.1	XM_021016573.1	LOC9304523
XP_020872591.1	XM_021016932.1	LOC9306533
XP_020874135.1	XM_021018476.1	LOC110226538
XP_020874136.1	XM_021018477.1	LOC110226539
XP_020872298.1	XM_021016639.1	LOC9304525
XP_020872299.1	XM_021016640.1	LOC9304525
XP_020872297.1	XM_021016638.1	LOC9304525
XP_020875587.1	XM_021019928.1	LOC9306535
XP_020872485.1	XM_021016826.1	LOC110226155
XP_020872476.1	XM_021016817.1	LOC9304529
XP_020872477.1	XM_021016818.1	LOC9304529
XP_002870465.1	XM_002870419.2	LOC9304529
XP_020875358.1	XM_021019699.1	LOC110226868
XP_020875360.1	XM_021019701.1	LOC110226868
XP_020875359.1	XM_021019700.1	LOC110226868
XP_020872211.1	XM_021016552.1	LOC9306538
XP_020872210.1	XM_021016551.1	LOC9306538
XP_002868459.1	XM_002868413.2	LOC9304531
XP_002870468.1	XM_002870422.2	LOC9304532
XP_020875022.1	XM_021019363.1	LOC9306540
XP_020875047.1	XM_021019388.1	LOC9306541
XP_020875048.1	XM_021019389.1	LOC9306541
XP_020875049.1	XM_021019390.1	LOC9306541
XP_002870472.2	XM_002870426.2	LOC9306543
XP_002870473.1	XM_002870427.2	LOC9306544
XP_002868460.1	XM_002868414.2	LOC9306545
XP_020873098.1	XM_021017439.1	LOC9304533
XP_020873097.1	XM_021017438.1	LOC9304533
XP_020873096.1	XM_021017437.1	LOC9304533
XP_020873095.1	XM_021017436.1	LOC9304533
XP_020873093.1	XM_021017434.1	LOC9304533
XP_020873094.1	XM_021017435.1	LOC9304533
XP_002870474.1	XM_002870428.2	LOC9304533
XP_020874641.1	XM_021018982.1	LOC9306546
XP_020874640.1	XM_021018981.1	LOC9306546
XP_002870475.1	XM_002870429.2	LOC9304534
XP_020872552.1	XM_021016893.1	LOC9304534
XP_020872555.1	XM_021016896.1	LOC110226178
XP_002868464.1	XM_002868418.2	LOC9304536
XP_002868465.2	XM_002868419.2	LOC9304537
XP_002870476.1	XM_002870430.2	LOC9304538
XP_020872553.1	XM_021016894.1	LOC9306548
XP_020872554.1	XM_021016895.1	LOC9306548
XP_020874137.1	XM_021018478.1	LOC9304539
XP_020874138.1	XM_021018479.1	LOC110226540
XP_020874139.1	XM_021018480.1	LOC9304541
XP_020874940.1	XM_021019281.1	LOC110226733
XP_020874140.1	XM_021018481.1	LOC110226541
XP_020875656.1	XM_021019997.1	LOC110226959
XP_020875490.1	XM_021019831.1	LOC9306550
XP_020875489.1	XM_021019830.1	LOC9306550
XP_020875488.1	XM_021019829.1	LOC9306550
XP_002868470.1	XM_002868424.2	LOC9304542
XP_020875012.1	XM_021019353.1	LOC9304543
XP_020874554.1	XM_021018895.1	LOC9304544
XP_002870479.1	XM_002870433.2	LOC9304545
XP_020875628.1	XM_021019969.1	LOC9306551
XP_020875629.1	XM_021019970.1	LOC9306551
XP_020874141.1	XM_021018482.1	LOC9306552
XP_020873206.1	XM_021017547.1	LOC9304548
XP_020874143.1	XM_021018484.1	LOC9306554
XP_002870484.1	XM_002870438.2	LOC9306555
XP_020874239.1	XM_021018580.1	LOC9306556
XP_020874238.1	XM_021018579.1	LOC9306556
XP_020874235.1	XM_021018576.1	LOC9306556
XP_020874237.1	XM_021018578.1	LOC9306556
XP_020874236.1	XM_021018577.1	LOC9306556
XP_020874240.1	XM_021018581.1	LOC110226595
XP_020874241.1	XM_021018582.1	LOC110226596
XP_020874144.1	XM_021018485.1	LOC110226543
XP_002870488.1	XM_002870442.2	LOC9304552
XP_020874436.1	XM_021018777.1	LOC9304552
XP_020875059.1	XM_021019400.1	LOC9306561
XP_002870492.1	XM_002870446.2	LOC9304554
XP_002870493.2	XM_002870447.2	LOC9304555
XP_002870495.1	XM_002870449.2	LOC9306566
XP_020875122.1	XM_021019463.1	LOC9306568
XP_020875446.1	XM_021019787.1	LOC9304556
XP_002868485.1	XM_002868439.2	LOC9304557
XP_002870497.1	XM_002870451.2	LOC9304561
XP_020875176.1	XM_021019517.1	LOC9304562
XP_002870500.1	XM_002870454.2	LOC9304566
XP_020875456.1	XM_021019797.1	LOC9304566
XP_020875455.1	XM_021019796.1	LOC9304566
XP_020874145.1	XM_021018486.1	LOC110226544
XP_020875318.1	XM_021019659.1	LOC110226852
XP_020875319.1	XM_021019660.1	LOC110226852
XP_020874146.1	XM_021018487.1	LOC110226545
XP_020875484.1	XM_021019825.1	LOC9306573
XP_002870502.1	XM_002870456.2	LOC9304568
XP_002870503.1	XM_002870457.2	LOC9306574
XP_020874271.1	XM_021018612.1	LOC9306575
XP_002870504.2	XM_002870458.2	LOC9304569
XP_020874147.1	XM_021018488.1	LOC110226546
XP_020875266.1	XM_021019607.1	LOC9306576
XP_020875265.1	XM_021019606.1	LOC9306577
XP_020875147.1	XM_021019488.1	LOC110226792
XP_020872147.1	XM_021016488.1	LOC9304570
XP_020874148.1	XM_021018489.1	LOC110226549
XP_020872287.1	XM_021016628.1	LOC9306578
XP_020875688.1	XM_021020029.1	LOC9304571
XP_020875693.1	XM_021020034.1	LOC9304571
XP_020875689.1	XM_021020030.1	LOC9304571
XP_020875690.1	XM_021020031.1	LOC9304571
XP_020875686.1	XM_021020027.1	LOC9304571
XP_020875687.1	XM_021020028.1	LOC9304571
XP_020875692.1	XM_021020033.1	LOC9304571
XP_020875691.1	XM_021020032.1	LOC9304571
XP_020875742.1	XM_021020083.1	LOC9306581
XP_020875740.1	XM_021020081.1	LOC9306581
XP_002868499.1	XM_002868453.2	LOC9306582
XP_002868500.1	XM_002868454.2	LOC9304572
XP_020873072.1	XM_021017413.1	LOC9304574
XP_020873073.1	XM_021017414.1	LOC9304575
XP_002868503.1	XM_002868457.2	LOC9306584
XP_020875317.1	XM_021019658.1	LOC9304576
XP_020875316.1	XM_021019657.1	LOC110226851
XP_020874804.1	XM_021019145.1	LOC110226690
XP_020874805.1	XM_021019146.1	LOC9304578
XP_002868506.1	XM_002868460.2	LOC9306586
XP_020873933.1	XM_021018274.1	LOC9306586
XP_002870515.1	XM_002870469.2	LOC9304579
XP_020873932.1	XM_021018273.1	LOC9304579
XP_002870516.1	XM_002870470.2	LOC9306587
XP_020874365.1	XM_021018706.1	LOC9306588
XP_020875221.1	XM_021019562.1	LOC9304583
XP_002870518.1	XM_002870472.1	LOC9304584
XP_020875005.1	XM_021019346.1	LOC9306590
XP_002870520.1	XM_002870474.2	LOC9306591
XP_020874600.1	XM_021018941.1	LOC9306591
XP_020874601.1	XM_021018942.1	LOC9306591
XP_020874603.1	XM_021018944.1	LOC9306591
XP_020874602.1	XM_021018943.1	LOC9306591
XP_020874766.1	XM_021019107.1	LOC9306593
XP_020874765.1	XM_021019106.1	LOC9306593
XP_020874764.1	XM_021019105.1	LOC9306593
XP_020875511.1	XM_021019852.1	LOC9304585
XP_020875512.1	XM_021019853.1	LOC110226917
XP_020875510.1	XM_021019851.1	LOC9304586
XP_002868515.2	XM_002868469.2	LOC9304587
XP_020875736.1	XM_021020077.1	LOC110226976
XP_020873116.1	XM_021017457.1	LOC9304590
XP_020873115.1	XM_021017456.1	LOC110226317
XP_020873117.1	XM_021017458.1	LOC9306599
XP_020874150.1	XM_021018491.1	LOC110226550
XP_002868521.1	XM_002868475.2	LOC9306601
XP_020872264.1	XM_021016605.1	LOC9306602
XP_002870532.1	XM_002870486.2	LOC9306603
XP_002870533.1	XM_002870487.2	LOC9306604
XP_020874151.1	XM_021018492.1	LOC110226551
XP_020874913.1	XM_021019254.1	LOC110226725
XP_002870534.1	XM_002870488.2	LOC9306605
XP_002870535.1	XM_002870489.2	LOC9306606
XP_002870536.1	XM_002870490.2	LOC9306607
XP_020875000.1	XM_021019341.1	LOC9306608
XP_002868522.2	XM_002868476.2	LOC9306608
XP_020872395.1	XM_021016736.1	LOC9304595
XP_002870537.2	XM_002870491.2	LOC9304595
XP_020875666.1	XM_021020007.1	LOC9306609
XP_020874755.1	XM_021019096.1	LOC9306610
XP_020874754.1	XM_021019095.1	LOC110226676
XP_002868524.1	XM_002868478.2	LOC9304596
XP_020875023.1	XM_021019364.1	LOC9304597
XP_002868525.1	XM_002868479.2	LOC9304597
XP_002868526.1	XM_002868480.2	LOC9304598
XP_002868527.2	XM_002868481.2	LOC9304599
XP_002870539.2	XM_002870493.2	LOC9304600
XP_020874152.1	XM_021018493.1	LOC110226552
XP_020875616.1	XM_021019957.1	LOC110226949
XP_020875614.1	XM_021019955.1	LOC9306611
XP_020875615.1	XM_021019956.1	LOC9306611
XP_020875613.1	XM_021019954.1	LOC9306611
XP_002870540.1	XM_002870494.2	LOC9306611
XP_020875331.1	XM_021019672.1	LOC9306612
XP_002870541.2	XM_002870495.2	LOC9306612
XP_020875332.1	XM_021019673.1	LOC9306612
XP_020872454.1	XM_021016795.1	LOC110226141
XP_002870545.1	XM_002870499.2	LOC9306616
XP_020874342.1	XM_021018683.1	LOC9306616
XP_020875601.1	XM_021019942.1	LOC9306617
XP_020875600.1	XM_021019941.1	LOC9306617
XP_020875602.1	XM_021019943.1	LOC9306617
XP_020874961.1	XM_021019302.1	LOC9306618
XP_002870548.2	XM_002870502.2	LOC9306619
XP_020875109.1	XM_021019450.1	LOC9306620
XP_002870549.2	XM_002870503.2	LOC9304601
XP_002868530.1	XM_002868484.2	LOC9304602
XP_002870550.1	XM_002870504.2	LOC9304603
XP_020875716.1	XM_021020057.1	LOC9304604
XP_020874985.1	XM_021019326.1	LOC110226750
XP_002868533.2	XM_002868487.2	LOC9304605
XP_002870553.1	XM_002870507.2	LOC9304606
XP_020872371.1	XM_021016712.1	LOC9306625
XP_020873885.1	XM_021018226.1	LOC9306629
XP_020873886.1	XM_021018227.1	LOC9304608
XP_002870559.2	XM_002870513.2	LOC9306630
XP_020874596.1	XM_021018937.1	LOC110226652
XP_020874597.1	XM_021018938.1	LOC110226653
XP_020874598.1	XM_021018939.1	LOC9304609
XP_020875576.1	XM_021019917.1	LOC9304610
XP_020875577.1	XM_021019918.1	LOC9304610
XP_002870561.1	XM_002870515.2	LOC9306632
XP_002868538.1	XM_002868492.2	LOC9306633
XP_020872359.1	XM_021016700.1	LOC110226101
XP_020872360.1	XM_021016701.1	LOC110226102
XP_020875292.1	XM_021019633.1	LOC9306634
XP_002870564.1	XM_002870518.2	LOC9306635
XP_020875185.1	XM_021019526.1	LOC9306637
XP_020874153.1	XM_021018494.1	LOC110226553
XP_020875434.1	XM_021019775.1	LOC110226890
XP_002868542.1	XM_002868496.2	LOC9306639
XP_002868543.1	XM_002868497.2	LOC9304615
XP_002868544.1	XM_002868498.2	LOC9304616
XP_002870570.1	XM_002870524.2	LOC9306641
XP_002870571.1	XM_002870525.2	LOC9306642
XP_020872353.1	XM_021016694.1	LOC9306643
XP_020872348.1	XM_021016689.1	LOC9306644
XP_020874154.1	XM_021018495.1	LOC9304618
XP_020872357.1	XM_021016698.1	LOC110226098
XP_020872356.1	XM_021016697.1	LOC9306647
