protein	mRNA	gene
XP_009121951.1	XM_009123703.3	LOC103846718
XP_009121963.1	XM_009123715.3	LOC103846727
XP_009121973.1	XM_009123725.3	LOC103846736
XP_018509795.1	XM_018654279.2	LOC103846736
XP_009121986.1	XM_009123738.3	LOC103846745
XP_009121993.1	XM_009123745.2	LOC103846745
XP_009122006.3	XM_009123758.3	LOC103846758
XP_009122016.1	XM_009123768.3	LOC103846768
XP_033136290.1	XM_033280399.1	LOC117128296
XP_009122046.2	XM_009123798.3	XTH1
XP_033135802.1	XM_033279911.1	LOC103846813
XP_009122064.1	XM_009123816.2	LOC103846813
XP_009122075.3	XM_009123827.3	LOC103846823
XP_009122105.1	XM_009123857.3	LOC103846846
XP_009122095.1	XM_009123847.3	LOC103846833
XP_009122086.1	XM_009123838.3	LOC103846833
XP_009122143.1	XM_009123895.3	LOC103846884
XP_033135803.1	XM_033279912.1	LOC103846884
XP_009122132.1	XM_009123884.3	LOC103846873
XP_009122116.1	XM_009123868.3	LOC103846855
XP_018509599.1	XM_018654083.2	LOC103846855
XP_009122154.1	XM_009123906.3	LOC103846895
XP_009122165.2	XM_009123917.3	LOC103846905
XP_009122176.1	XM_009123928.3	LOC103846915
XP_009122188.2	XM_009123940.3	LOC103846925
XP_009122199.1	XM_009123951.3	LOC103846937
XP_033135804.1	XM_033279913.1	LOC103846947
XP_033135805.1	XM_033279914.1	LOC103846947
XP_009122222.1	XM_009123974.3	LOC103846957
XP_009122234.1	XM_009123986.3	LOC103846967
XP_033135504.1	XM_033279613.1	LOC103846967
XP_009111240.1	XM_009112992.2	LOC103836699
XP_009111242.1	XM_009112994.2	LOC103836700
XP_009111241.1	XM_009112993.2	LOC103836700
XP_018510498.1	XM_018654982.2	LOC103836700
XP_009111244.1	XM_009112996.3	LOC103836701
XP_009111246.1	XM_009112998.3	LOC103836703
XP_033134332.1	XM_033278441.1	LOC103836703
XP_009111245.1	XM_009112997.3	LOC103836702
XP_009111247.1	XM_009112999.3	LOC103836705
XP_009111248.1	XM_009113000.3	LOC103836706
XP_009111249.1	XM_009113001.3	LOC103836707
XP_009111250.1	XM_009113002.3	LOC103836708
XP_009111251.1	XM_009113003.3	LOC103836710
XP_009111252.2	XM_009113004.2	LOC103836711
XP_009111255.1	XM_009113007.3	LOC103836713
XP_009111256.1	XM_009113008.1	LOC103836715
XP_009111257.2	XM_009113009.3	LOC103836716
XP_033134570.1	XM_033278679.1	LOC103836717
XP_033134569.1	XM_033278678.1	LOC103836717
XP_018509734.1	XM_018654218.2	LOC103836717
XP_009111258.1	XM_009113010.3	LOC103836717
XP_009111259.1	XM_009113011.2	LOC103836718
XP_033134578.1	XM_033278687.1	LOC103836719
XP_033134579.1	XM_033278688.1	LOC103836719
XP_009111260.1	XM_009113012.3	LOC103836719
XP_009111362.1	XM_009113114.1	LOC103836819
XP_009111261.2	XM_009113013.3	LOC103836721
XP_033136294.1	XM_033280403.1	LOC117128299
XP_033134567.1	XM_033278676.1	LOC103836723
XP_009111262.1	XM_009113014.3	LOC103836723
XP_009111264.1	XM_009113016.3	LOC103836724
XP_009111265.1	XM_009113017.3	LOC103836725
XP_009111266.1	XM_009113018.3	LOC103836726
XP_009111267.1	XM_009113019.3	LOC103836727
XP_018510429.1	XM_018654913.2	LOC103836729
XP_009111268.1	XM_009113020.3	LOC103836728
XP_009111270.1	XM_009113022.3	LOC103836730
XP_033134575.1	XM_033278684.1	LOC103836733
XP_009111272.2	XM_009113024.3	LOC103836733
XP_033134577.1	XM_033278686.1	LOC103836732
XP_009111271.1	XM_009113023.3	LOC103836732
XP_009111273.1	XM_009113025.3	LOC103836734
XP_009111274.1	XM_009113026.3	LOC103836734
XP_009111276.1	XM_009113028.1	LOC103836735
XP_009111277.2	XM_009113029.3	LOC103836736
XP_009111278.1	XM_009113030.3	GST1
XP_033134565.1	XM_033278674.1	LOC103836738
XP_033134566.1	XM_033278675.1	LOC103836738
XP_033134564.1	XM_033278673.1	LOC103836738
XP_009111279.2	XM_009113031.3	LOC103836738
XP_009111280.1	XM_009113032.3	LOC103836739
XP_009111281.1	XM_009113033.2	LOC103836740
XP_018510284.1	XM_018654768.2	LOC103836743
XP_009111283.1	XM_009113035.3	LOC103836743
XP_009111284.2	XM_009113036.3	LOC103836744
XP_009111288.1	XM_009113040.3	LOC103836747
XP_009111287.1	XM_009113039.3	LOC103836747
XP_033134573.1	XM_033278682.1	LOC103836748
XP_033134572.1	XM_033278681.1	LOC103836748
XP_033134574.1	XM_033278683.1	LOC103836748
XP_018510163.1	XM_018654647.2	LOC103836821
XP_018510164.1	XM_018654648.2	LOC103836821
XP_018509801.2	XM_018654285.2	LOC108869616
XP_018510675.1	XM_018655159.2	LOC103836749
XP_009111291.1	XM_009113043.3	LOC103836749
XP_009111364.2	XM_009113116.2	LOC103836822
XP_009111292.1	XM_009113044.3	LOC103836750
XP_009111293.1	XM_009113045.2	LOC103836752
XP_009111365.1	XM_009113117.1	LOC103836823
XP_033135086.1	XM_033279195.1	LOC103836824
XP_009111294.1	XM_009113046.3	LOC103836754
XP_009111295.1	XM_009113047.3	LOC103836755
XP_009111297.1	XM_009113049.3	LOC103836757
XP_009111296.1	XM_009113048.3	LOC103836756
XP_018509984.2	XM_018654468.2	LOC108869708
XP_009111298.1	XM_009113050.3	LOC103836758
XP_018510523.1	XM_018655007.2	LOC103836759
XP_009111301.1	XM_009113053.2	LOC103836760
XP_009111367.1	XM_009113119.1	LOC103836826
XP_009111302.1	XM_009113054.3	LOC103836761
XP_009111303.1	XM_009113055.2	LOC103836763
XP_033134642.1	XM_033278751.1	LOC103836764
XP_033134643.1	XM_033278752.1	LOC103836764
XP_009111304.1	XM_009113056.3	LOC103836764
XP_009111305.1	XM_009113057.3	LOC103836764
XP_009111308.1	XM_009113060.3	LOC103836765
XP_009111309.1	XM_009113061.3	LOC103836766
XP_009111310.1	XM_009113062.3	LOC103836767
XP_009111312.1	XM_009113064.3	LOC103836768
XP_009111311.1	XM_009113063.3	LOC103836768
XP_033136788.1	XM_033280897.1	LOC103836772
XP_033136787.1	XM_033280896.1	LOC103836772
XP_033136786.1	XM_033280895.1	LOC103836771
XP_033136781.1	XM_033280890.1	LOC103836769
XP_033136780.1	XM_033280889.1	LOC103836769
XP_033136783.1	XM_033280892.1	LOC103836769
XP_033136785.1	XM_033280894.1	LOC103836770
XP_033136784.1	XM_033280893.1	LOC103836770
XP_018510493.2	XM_018654977.2	LOC103836770
XP_033136795.1	XM_033280904.1	LOC117125759
XP_033136791.1	XM_033280900.1	LOC117128469
XP_033136790.1	XM_033280899.1	LOC117128467
XP_033136792.1	XM_033280901.1	LOC117128470
XP_033136793.1	XM_033280902.1	LOC117128470
XP_033136798.1	XM_033280907.1	LOC117128472
XP_033136796.1	XM_033280905.1	LOC117125765
XP_033136797.1	XM_033280906.1	LOC117128471
XP_009111315.1	XM_009113067.3	LOC103836773
XP_009111316.1	XM_009113068.3	LOC103836774
XP_009111317.1	XM_009113069.3	LOC103836775
XP_009111372.1	XM_009113124.3	LOC103836831
XP_018509802.2	XM_018654286.2	LOC103836832
XP_009111318.1	XM_009113070.3	LOC103836776
XP_009111320.1	XM_009113072.3	LOC103836780
XP_009111319.1	XM_009113071.2	LOC103836778
XP_033135298.1	XM_033279407.1	LOC103836781
XP_009111321.2	XM_009113073.3	LOC103836781
XP_009111324.1	XM_009113076.3	LOC103836783
XP_033135299.1	XM_033279408.1	LOC103836783
XP_009111323.1	XM_009113075.3	LOC103836782
XP_009111325.1	XM_009113077.3	LOC103836784
XP_033135297.1	XM_033279406.1	LOC103836784
XP_033135295.1	XM_033279404.1	LOC103836786
XP_033135294.1	XM_033279403.1	LOC103836786
XP_033135296.1	XM_033279405.1	LOC103836786
XP_033135292.1	XM_033279401.1	LOC103836787
XP_033135293.1	XM_033279402.1	LOC103836787
XP_009111328.1	XM_009113080.2	LOC103836787
XP_009111330.1	XM_009113082.2	LOC103836790
XP_009111329.1	XM_009113081.2	LOC103836790
XP_009111331.1	XM_009113083.3	LOC103836791
XP_009111333.1	XM_009113085.3	LOC103836792
XP_033135304.1	XM_033279413.1	LOC103836795
XP_033135302.1	XM_033279411.1	LOC103836793
XP_033135300.1	XM_033279409.1	LOC103836793
XP_033135303.1	XM_033279412.1	LOC103836793
XP_033135301.1	XM_033279410.1	LOC103836793
XP_033135308.1	XM_033279417.1	LOC103836796
XP_009111336.1	XM_009113088.3	LOC103836796
XP_009111337.1	XM_009113089.3	LOC103836797
XP_033135306.1	XM_033279415.1	LOC108870193
XP_033135305.1	XM_033279414.1	LOC108870193
XP_018511030.2	XM_018655514.2	LOC108870193
XP_009111338.2	XM_009113090.3	LOC103836799
XP_009111339.1	XM_009113091.3	LOC103836800
XP_009111340.2	XM_009113092.3	LOC103836801
NP_001288912.1	NM_001301983.1	WRKY47
XP_009111344.1	XM_009113096.3	LOC103836803
XP_009111346.1	XM_009113098.3	LOC103836804
XP_009111345.1	XM_009113097.3	LOC103836804
XP_009111347.1	XM_009113099.2	LOC103836805
XP_009111348.1	XM_009113100.3	LOC103836806
XP_033134696.1	XM_033278805.1	LOC103836807
XP_009111352.1	XM_009113104.2	LOC103836809
XP_009111353.1	XM_009113105.3	LOC103836810
XP_009111355.1	XM_009113107.3	LOC103836812
XP_009111354.1	XM_009113106.3	LOC103836811
XP_033135577.1	XM_033279686.1	LOC103836813
XP_033135576.1	XM_033279685.1	LOC103836814
XP_033135575.1	XM_033279684.1	LOC103836814
XP_009111357.1	XM_009113109.3	LOC103836814
XP_018509805.2	XM_018654289.2	LOC103836816
XP_033136318.1	XM_033280427.1	LOC103848468
XP_009121928.1	XM_009123680.3	LOC103846701
XP_009121917.1	XM_009123669.2	LOC103846692
XP_033134630.1	XM_033278739.1	LOC117127883
XP_033134629.1	XM_033278738.1	LOC117127883
XP_033134628.1	XM_033278737.1	LOC117127883
XP_009121906.1	XM_009123658.3	LOC103846682
XP_033134627.1	XM_033278736.1	LOC103846682
XP_009121894.2	XM_009123646.3	LOC103846673
XP_009121881.1	XM_009123633.3	LOC103846665
XP_033134631.1	XM_033278740.1	LOC103846665
XP_009121870.1	XM_009123622.3	LOC103846655
XP_009121855.1	XM_009123607.3	LOC103846633
XP_009121844.1	XM_009123596.3	LOC103846633
XP_009121833.1	XM_009123585.3	LOC103846623
XP_033135858.1	XM_033279967.1	LOC103846613
XP_009121808.2	XM_009123560.2	LOC103846606
XP_009121796.1	XM_009123548.3	LOC103846598
XP_033135859.1	XM_033279968.1	LOC103846598
XP_009121784.1	XM_009123536.2	LOC103846588
XP_009121772.1	XM_009123524.3	LOC103846578
XP_033135516.1	XM_033279625.1	LOC103854085
XP_033135515.1	XM_033279624.1	LOC103854085
XP_033135514.1	XM_033279623.1	LOC103854085
XP_009121761.1	XM_009123513.3	LOC103846566
XP_009121750.1	XM_009123502.3	LOC103846557
XP_033134466.1	XM_033278575.1	LOC103846546
XP_033134467.1	XM_033278576.1	LOC117127851
XP_018512581.1	XM_018657065.2	LOC103846537
XP_009121727.2	XM_009123479.3	LOC103846537
XP_033135837.1	XM_033279946.1	LOC103848450
XP_009123601.2	XM_009125353.2	LOC103848450
XP_009121705.1	XM_009123457.3	LOC103846508
XP_009121697.1	XM_009123449.3	LOC103846508
XP_009121716.1	XM_009123468.3	LOC103846525
XP_009121678.1	XM_009123430.3	LOC103846493
XP_009121666.1	XM_009123418.3	LOC103846484
XP_018514838.2	XM_018659322.2	LOC103848441
XP_009123588.2	XM_009125340.2	LOC103848434
XP_009121655.1	XM_009123407.3	LOC103846474
XP_033135841.1	XM_033279950.1	LOC103848404
XP_009121646.1	XM_009123398.3	LOC103846467
XP_009121635.1	XM_009123387.3	LOC103846457
XP_033135842.1	XM_033279951.1	ARF27
XP_009121612.1	XM_009123364.3	LOC103846439
XP_009121600.1	XM_009123352.3	LOC103846429
XP_009121587.2	XM_009123339.3	LOC103846420
XP_009121576.1	XM_009123328.2	LOC103846410
XP_033135836.1	XM_033279945.1	LOC103846379
XP_009121542.3	XM_009123294.3	LOC103846379
XP_009121532.1	XM_009123284.3	LOC103846362
XP_009121525.1	XM_009123277.3	LOC103846362
XP_033135832.1	XM_033279941.1	LOC103846352
XP_033135834.1	XM_033279943.1	LOC103846352
XP_033135829.1	XM_033279938.1	LOC103846352
XP_033135831.1	XM_033279940.1	LOC103846352
XP_018509590.1	XM_018654074.2	LOC103846352
XP_033135833.1	XM_033279942.1	LOC103846352
XP_009121513.1	XM_009123265.3	LOC103846352
XP_033135830.1	XM_033279939.1	LOC103846352
XP_009121505.1	XM_009123257.3	LOC103846342
XP_033135835.1	XM_033279944.1	LOC103846318
XP_009121464.1	XM_009123216.2	LOC103846307
XP_009121453.1	XM_009123205.3	LOC103846298
NP_001288919.1	NM_001301990.1	LOC103846290
XP_033135839.1	XM_033279948.1	LOC103846282
XP_009121430.1	XM_009123182.3	LOC103846282
XP_009121419.1	XM_009123171.3	LOC103846272
XP_033135651.1	XM_033279760.1	LOC103868132
XP_009144483.2	XM_009146235.3	LOC103868131
XP_033135650.1	XM_033279759.1	LOC117128101
XP_009111539.1	XM_009113291.3	LOC103836965
XP_009111541.1	XM_009113293.3	LOC103836966
XP_009111540.1	XM_009113292.3	LOC103836966
XP_009111543.1	XM_009113295.3	LOC103836968
XP_009111545.1	XM_009113297.2	LOC103836970
XP_033136079.1	XM_033280188.1	LOC103836971
XP_033136076.1	XM_033280185.1	LOC103836971
XP_033136078.1	XM_033280187.1	LOC103836971
XP_009111548.1	XM_009113300.3	LOC103836972
XP_009111550.1	XM_009113302.2	LOC103836974
XP_009111549.1	XM_009113301.3	LOC103836973
XP_033136083.1	XM_033280192.1	LOC103836975
XP_009111551.1	XM_009113303.2	LOC103836975
XP_009111552.1	XM_009113304.3	LOC103836976
XP_033136081.1	XM_033280190.1	LOC117128225
XP_009111553.1	XM_009113305.3	LOC103836978
XP_009111555.1	XM_009113307.3	LOC103836980
XP_009111554.1	XM_009113306.3	LOC103836979
XP_009111557.1	XM_009113309.1	LOC103836981
XP_009111558.1	XM_009113310.2	LOC103836982
XP_009111559.1	XM_009113311.3	LOC103836983
XP_009111560.1	XM_009113312.3	LOC103836983
XP_018509567.1	XM_018654051.2	LOC103836985
XP_033136074.1	XM_033280183.1	LOC103836985
XP_009111561.1	XM_009113313.2	LOC103836984
XP_009111563.1	XM_009113315.3	LOC103836986
XP_009111566.1	XM_009113318.3	LOC103836987
XP_009111567.1	XM_009113319.3	LOC103836988
XP_033136075.1	XM_033280184.1	LOC103836988
XP_009111568.1	XM_009113320.3	LOC103836988
XP_009111569.1	XM_009113321.3	LOC103836989
XP_009111570.1	XM_009113322.3	LOC103836991
XP_033135480.1	XM_033279589.1	LOC117128077
XP_033135478.1	XM_033279587.1	LOC117128075
XP_033135479.1	XM_033279588.1	LOC117128076
XP_009111573.1	XM_009113325.3	LOC103836995
XP_009111574.1	XM_009113326.3	LOC103836996
XP_009111575.1	XM_009113327.3	LOC103836996
XP_009111577.1	XM_009113329.3	LOC103836997
XP_009111578.1	XM_009113330.3	LOC103836998
XP_009111579.3	XM_009113331.3	LOC103836999
XP_018510106.2	XM_018654590.2	LOC103836999
XP_009111580.1	XM_009113332.3	LOC103837000
XP_009111581.1	XM_009113333.3	LOC103837001
XP_009111582.1	XM_009113334.3	LOC103837002
XP_009111583.1	XM_009113335.3	LOC103837003
XP_009111584.1	XM_009113336.3	LOC103837005
XP_009111585.1	XM_009113337.3	LOC103837006
XP_018510181.1	XM_018654665.2	LOC103837047
XP_033137197.1	XM_033281306.1	LOC103837008
XP_009111587.1	XM_009113339.3	LOC103837009
XP_009111588.1	XM_009113340.3	LOC103837010
XP_009111589.1	XM_009113341.3	LOC103837011
XP_009111590.1	XM_009113342.3	LOC103837013
XP_009111591.1	XM_009113343.3	LOC103837014
XP_009111592.1	XM_009113344.3	LOC103837015
XP_009111594.1	XM_009113346.3	LOC103837016
XP_009111595.2	XM_009113347.2	LOC103837017
XP_009111596.1	XM_009113348.3	LOC103837018
XP_009111597.1	XM_009113349.3	LOC103837019
XP_033136950.1	XM_033281059.1	LOC103837019
XP_009111598.1	XM_009113350.3	LOC103837020
XP_009111600.1	XM_009113352.3	LOC103837021
XP_009111599.1	XM_009113351.3	LOC103837021
XP_009111621.1	XM_009113373.3	LOC103837050
XP_033136949.1	XM_033281058.1	LOC103837024
XP_009111601.1	XM_009113353.3	LOC103837025
XP_009111602.2	XM_009113354.3	LOC103837026
XP_009111604.1	XM_009113356.3	LOC103837027
XP_009111605.1	XM_009113357.2	LOC103837028
XP_009111606.2	XM_009113358.3	LOC103837029
XP_009111622.1	XM_009113374.1	LOC103837051
XP_009111607.2	XM_009113359.3	LOC103837030
XP_033136951.1	XM_033281060.1	LOC103837031
XP_009111609.1	XM_009113361.3	LOC103837033
XP_009111610.1	XM_009113362.3	LOC103837035
XP_009111611.1	XM_009113363.3	LOC103837036
XP_009111612.1	XM_009113364.3	LOC103837037
XP_009111623.2	XM_009113375.2	LOC103837052
XP_033135799.1	XM_033279908.1	LOC103837038
XP_033135800.1	XM_033279909.1	LOC103837038
XP_009111615.1	XM_009113367.3	LOC103837039
XP_033136305.1	XM_033280414.1	LOC103837041
XP_018509807.1	XM_018654291.2	LOC103837042
XP_009111777.1	XM_009113529.3	LOC103837199
XP_009111778.1	XM_009113530.3	LOC103837200
XP_033137185.1	XM_033281294.1	LOC103837200
XP_009111779.1	XM_009113531.3	LOC103837201
XP_009111780.1	XM_009113532.3	LOC103837202
XP_033137189.1	XM_033281298.1	LOC103837334
XP_009111781.1	XM_009113533.3	LOC103837203
XP_009111784.1	XM_009113536.3	LOC103837204
XP_033137190.1	XM_033281299.1	LOC103837204
XP_009111783.1	XM_009113535.3	LOC103837204
XP_033137184.1	XM_033281293.1	LOC103837205
XP_009111786.1	XM_009113538.3	LOC103837205
XP_009111787.1	XM_009113539.3	LOC103837208
XP_009111788.1	XM_009113540.3	LOC103837209
XP_018510361.1	XM_018654845.2	LOC103837210
XP_009111791.1	XM_009113543.3	LOC103837212
XP_009111792.1	XM_009113544.3	LOC103837212
XP_033137187.1	XM_033281296.1	LOC103837212
XP_033137188.1	XM_033281297.1	LOC103837212
XP_009111790.1	XM_009113542.3	LOC103837211
XP_018510360.1	XM_018654844.2	LOC103837211
XP_009111795.1	XM_009113547.2	LOC103837213
XP_009111796.1	XM_009113548.3	LOC103837214
XP_033137183.1	XM_033281292.1	LOC103837217
XP_033137182.1	XM_033281291.1	LOC103837217
XP_033137186.1	XM_033281295.1	LOC103837218
XP_033136481.1	XM_033280590.1	LOC117128367
XP_033136479.1	XM_033280588.1	LOC103837219
XP_033136477.1	XM_033280586.1	LOC103837219
XP_033136478.1	XM_033280587.1	LOC103837219
XP_033136480.1	XM_033280589.1	LOC103837335
XP_009111802.2	XM_009113554.3	LOC103837220
XP_009111803.1	XM_009113555.2	LOC103837221
XP_009111804.1	XM_009113556.3	LOC103837223
XP_009111806.1	XM_009113558.3	LOC103837225
XP_009111808.1	XM_009113560.3	LOC103837226
XP_009111809.2	XM_009113561.3	LOC103837227
XP_009111810.1	XM_009113562.3	LOC103837228
XP_009111811.1	XM_009113563.3	LOC103837229
XP_033136577.1	XM_033280686.1	LOC103837230
XP_033136576.1	XM_033280685.1	LOC103837230
XP_009111813.1	XM_009113565.3	LOC103837231
XP_033136580.1	XM_033280689.1	LOC103837231
XP_009111815.1	XM_009113567.3	LOC103837232
XP_009111816.1	XM_009113568.3	LOC103837233
XP_009111817.1	XM_009113569.3	LOC103837234
XP_033136581.1	XM_033280690.1	LOC103837234
XP_009111818.1	XM_009113570.3	LOC103837234
XP_009111819.1	XM_009113571.3	LOC103837235
XP_033136584.1	XM_033280693.1	LOC103837236
XP_009111820.1	XM_009113572.3	LOC103837236
XP_033136582.1	XM_033280691.1	LOC117128409
XP_033136583.1	XM_033280692.1	LOC103837237
XP_009111827.2	XM_009113579.3	LOC103837238
XP_009111824.2	XM_009113576.3	LOC103837238
XP_009111825.2	XM_009113577.3	LOC103837238
XP_009111823.2	XM_009113575.3	LOC103837238
XP_009111821.2	XM_009113573.3	LOC103837238
XP_009111828.1	XM_009113580.3	LOC103837240
XP_033136579.1	XM_033280688.1	LOC103837240
XP_033136578.1	XM_033280687.1	LOC103837240
XP_009111829.2	XM_009113581.3	LOC103837241
XP_033135721.1	XM_033279830.1	LOC103837242
XP_009111830.1	XM_009113582.3	LOC103837242
XP_009111831.1	XM_009113583.3	LOC103837243
XP_009111832.1	XM_009113584.3	LOC103837244
XP_009111833.1	XM_009113585.3	LOC103837245
XP_018510227.1	XM_018654711.2	LOC103837247
XP_009111835.1	XM_009113587.3	LOC103837248
XP_009111834.1	XM_009113586.3	LOC103837248
XP_018510474.1	XM_018654958.2	LOC103837249
XP_018510476.1	XM_018654960.2	LOC103837249
XP_033134894.1	XM_033279003.1	LOC103837249
XP_033134892.1	XM_033279001.1	LOC103837251
XP_009111837.2	XM_009113589.3	LOC103837250
XP_033134893.1	XM_033279002.1	LOC103837336
XP_033134705.1	XM_033278814.1	LOC103837252
XP_009111840.2	XM_009113592.3	LOC103837253
XP_009111841.1	XM_009113593.3	LOC103837254
XP_009111842.1	XM_009113594.3	LOC103837255
XP_009111845.1	XM_009113597.3	LOC103837257
XP_009111843.1	XM_009113595.3	LOC103837256
XP_033134707.1	XM_033278816.1	LOC103837259
XP_009111847.1	XM_009113599.3	LOC103837259
XP_033134706.1	XM_033278815.1	LOC103837259
XP_009111846.2	XM_009113598.3	LOC103837258
XP_009111849.1	XM_009113601.3	LOC103837260
XP_009111848.1	XM_009113600.3	LOC103837260
XP_009111850.2	XM_009113602.2	LOC103837261
XP_033135399.1	XM_033279508.1	LOC103837261
XP_018509743.1	XM_018654227.2	LOC103837262
XP_018509745.1	XM_018654229.2	LOC103837262
XP_018509742.1	XM_018654226.2	LOC103837262
XP_033135398.1	XM_033279507.1	LOC103837262
XP_009111853.1	XM_009113605.3	LOC103837264
XP_009111854.1	XM_009113606.3	LOC103837265
XP_009111856.1	XM_009113608.3	LOC103837266
XP_009111857.1	XM_009113609.3	LOC103837267
XP_009111858.1	XM_009113610.3	LOC103837268
XP_033135400.1	XM_033279509.1	LOC103837269
XP_009111860.1	XM_009113612.3	LOC103837270
XP_033135219.1	XM_033279328.1	LOC108869828
XP_009111861.2	XM_009113613.3	LOC103837271
XP_009111862.1	XM_009113614.3	LOC103837272
XP_009111863.1	XM_009113615.3	LOC103837272
XP_009111864.1	XM_009113616.3	LOC103837274
XP_009111865.1	XM_009113617.2	LOC103837275
XP_009111866.1	XM_009113618.2	LOC103837275
XP_033134806.1	XM_033278915.1	LOC103837277
XP_009111868.1	XM_009113620.3	LOC103837277
XP_033134805.1	XM_033278914.1	LOC103837277
XP_009111869.1	XM_009113621.2	LOC103837278
XP_009111870.1	XM_009113622.2	LOC103837278
XP_009111871.1	XM_009113623.3	LOC103837279
XP_009111872.2	XM_009113624.3	LOC103837280
XP_009111873.1	XM_009113625.3	LOC103837281
XP_009111874.2	XM_009113626.3	LOC103837283
XP_009111875.2	XM_009113627.3	LOC103837284
XP_009111876.1	XM_009113628.3	LOC103837285
XP_009111879.1	XM_009113631.3	LOC103837286
XP_009111880.1	XM_009113632.3	LOC103837286
XP_009111881.2	XM_009113633.3	LOC103837287
XP_009111883.1	XM_009113635.3	LOC103837288
XP_009111884.1	XM_009113636.3	LOC103837289
XP_018509766.1	XM_018654250.2	LOC103837290
XP_009111887.1	XM_009113639.3	LOC103837291
XP_009111888.1	XM_009113640.3	LOC103837291
XP_009111889.1	XM_009113641.3	LOC103837292
XP_009111890.1	XM_009113642.3	LOC103837293
XP_009111891.1	XM_009113643.3	LOC103837294
XP_009111892.2	XM_009113644.3	LOC103837296
XP_018509780.1	XM_018654264.2	LOC108869613
XP_009111893.1	XM_009113645.3	LOC103837298
XP_009111894.1	XM_009113646.3	LOC103837299
XP_033137195.1	XM_033281304.1	LOC103837299
XP_009111895.1	XM_009113647.3	LOC103837299
XP_033136494.1	XM_033280603.1	LOC117128370
XP_033136496.1	XM_033280605.1	LOC103873686
XP_033136497.1	XM_033280606.1	LOC117128373
XP_009111898.1	XM_009113650.3	LOC103837300
XP_009111897.1	XM_009113649.3	LOC103837300
XP_009111899.1	XM_009113651.3	LOC103837301
XP_009111900.1	XM_009113652.3	LOC103837302
XP_018510156.1	XM_018654640.2	LOC103837303
XP_009111903.1	XM_009113655.3	LOC103837305
XP_009111902.1	XM_009113654.3	LOC103837305
XP_009111904.1	XM_009113656.3	LOC103837306
XP_009111905.1	XM_009113657.3	LOC103837306
XP_009111910.1	XM_009113662.3	LOC103837307
XP_009111909.1	XM_009113661.3	LOC103837307
XP_009111908.1	XM_009113660.3	LOC103837307
XP_009111907.1	XM_009113659.3	LOC103837307
XP_018509566.1	XM_018654050.2	LOC103837308
XP_033134603.1	XM_033278712.1	LOC103837308
XP_033134602.1	XM_033278711.1	LOC103837308
XP_009111915.1	XM_009113667.3	LOC103837308
XP_009111913.1	XM_009113665.3	LOC103837308
XP_018509565.1	XM_018654049.2	LOC103837308
XP_018509562.1	XM_018654046.2	LOC103837308
XP_009111916.1	XM_009113668.3	LOC103837310
XP_009111918.1	XM_009113670.3	LOC103837312
XP_009111917.1	XM_009113669.3	LOC103837311
XP_009111920.1	XM_009113672.3	LOC103837313
XP_009111921.1	XM_009113673.3	LOC103837313
XP_009111923.1	XM_009113675.3	LOC103837315
XP_033136597.1	XM_033280706.1	LOC103837317
XP_009111924.1	XM_009113676.3	LOC103837317
XP_009111925.1	XM_009113677.3	LOC103837317
XP_033136596.1	XM_033280705.1	LOC103837317
XP_009111926.2	XM_009113678.3	LOC103837318
XP_009111928.1	XM_009113680.3	LOC103837320
XP_009111927.1	XM_009113679.3	LOC103837320
XP_009111929.1	XM_009113681.3	LOC103837321
XP_009111930.2	XM_009113682.2	LOC103837322
XP_009111931.1	XM_009113683.3	LOC103837323
XP_009111933.1	XM_009113685.3	LOC103837325
XP_009111934.1	XM_009113686.3	LOC103837325
XP_009111932.1	XM_009113684.3	LOC103837324
XP_009111935.2	XM_009113687.3	LOC103837327
XP_033136590.1	XM_033280699.1	LOC103837327
XP_033136593.1	XM_033280702.1	LOC117128412
XP_033136598.1	XM_033280707.1	LOC103837343
XP_033136592.1	XM_033280701.1	LOC103837328
XP_033136591.1	XM_033280700.1	LOC103837328
XP_033136594.1	XM_033280703.1	LOC103837329
XP_009111940.1	XM_009113692.3	LOC103837331
XP_033136595.1	XM_033280704.1	LOC103837330
XP_009111939.1	XM_009113691.3	LOC103837330
XP_009111938.1	XM_009113690.3	LOC103837330
XP_009111941.1	XM_009113693.2	LOC103837332
XP_009111942.1	XM_009113694.2	LOC103837332
XP_009111952.1	XM_009113704.1	LOC103837344
XP_033136504.1	XM_033280613.1	LOC117128377
XP_033136505.1	XM_033280614.1	LOC117128379
XP_009123836.1	XM_009125588.3	LOC103848755
XP_033136067.1	XM_033280176.1	LOC117128224
XP_033136508.1	XM_033280617.1	LOC117128381
XP_033136072.1	XM_033280181.1	LOC103837198
XP_033136069.1	XM_033280178.1	LOC103837198
XP_033136073.1	XM_033280182.1	LOC103837198
XP_033136068.1	XM_033280177.1	LOC103837198
XP_033136070.1	XM_033280179.1	LOC103837198
XP_033136071.1	XM_033280180.1	LOC103837198
XP_033135610.1	XM_033279719.1	LOC103837184
XP_033135606.1	XM_033279715.1	LOC103837181
XP_009111757.1	XM_009113509.3	LOC103837181
XP_009111758.1	XM_009113510.3	LOC103837181
XP_033135605.1	XM_033279714.1	LOC103837181
XP_033135608.1	XM_033279717.1	LOC103837181
XP_009111760.1	XM_009113512.3	LOC103837181
XP_009111759.1	XM_009113511.3	LOC103837181
