Orthogroup	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
OG0060516																	CP8_g54359_DN2_SP0_c.t1						
OG0060517																	CP8_g54414_DN3_SP0_c.t1						
OG0060518																	CP8_g54430_DN3_SP0_c.t1						
OG0060519																	CP8_g54451_DN3_SP0_c.t1						
OG0060520																	CP8_g54452_DN2_SP0_c.t1						
OG0060521																	CP8_g54468_DN2_SP0_c.t1						
OG0060522																	CP8_g54497_DN1_SP0_c.t1						
OG0060523																	CP8_g54541_DN2_SP0_c.t1						
OG0060524																	CP8_g54549_DN1_SP0_c.t1						
OG0060525																	CP8_g54580_DN1_SP0_c.t1						
OG0060526																	CP8_g54581_DN1_SP0_c.t1						
OG0060527																	CP8_g54582_DN1_SP0_c.t1						
OG0060528																	CP8_g54616_DN2_SP0_c.t1						
OG0060529																	CP8_g54659_DN2_SP0_c.t1						
OG0060530																	CP8_g54660_DN2_SP0_c.t1						
OG0060531																	CP8_g54680_DN3_SP0_c.t1						
OG0060532																	CP8_g54683_DN2_SP0_c.t1						
OG0060533																	CP8_g54690_DN2_SP0_c.t1						
OG0060534																	CP9_g27554_DN2_SP0_c.t1						
OG0060535																	CP9_g27576_DN3_SP0_c.t1						
OG0060536																	CP9_g27591_DN2_SP0_c.t1						
OG0060537																	CP9_g27613_DN1_SP0_c.t1						
OG0060538																	CP9_g27615_DN1_SP0_c.t1						
OG0060539																	CP9_g27636_DN3_SP0_c.t1						
OG0060540																	CP9_g27641_DN2_SP0_c.t1						
OG0060541																	CP9_g27652_DN1_SP0_c.t1						
OG0060542																	CP9_g27702_DN2_SP0_c.t1						
OG0060543																	CP9_g27703_DN2_SP0_c.t1						
OG0060544																	CP9_g27742_DN2_SP0_c.t1						
OG0060545																	CP9_g27788_DN1_SP0_c.t1						
OG0060546																	CP9_g27792_DN2_SP0_c.t1						
OG0060547																	CP9_g27793_DN1_SP0_c.t1						
OG0060548																	CP9_g27815_DN3_SP0_c.t1						
OG0060549																	CP9_g27829_DN1_SP0_c.t1						
OG0060550																	CP9_g27836_DN1_SP0_c.t1						
OG0060551																	CP9_g27849_DN2_SP0_c.t1						
OG0060552																	CP9_g27861_DN1_SP0_c.t1						
OG0060553																	CP9_g27862_DN3_SP0_c.t1						
OG0060554																	CP9_g27867_DN2_SP0_c.t1						
OG0060555																	CP9_g27872_DN2_SP0_c.t1						
OG0060556																	CP9_g27874_DN1_SP0_c.t1						
OG0060557																	CP9_g27886_DN2_SP0_c.t1						
OG0060558																	CP9_g27920_DN1_SP0_c.t1						
OG0060559																	CP9_g27932_DN1_SP0_c.t1						
OG0060560																	CP9_g28046_DN3_SP0_c.t1						
OG0060561																	CP9_g28051_DN1_SP0_c.t1						
OG0060562																	CP9_g28052_DN2_SP0_c.t1						
OG0060563																	CP9_g28056_DN3_SP0_c.t1						
OG0060564																	CP9_g28065_DN2_SP0_c.t1						
OG0060565																	CP9_g28086_DN3_SP0_c.t1						
OG0060566																	CP9_g28106_DN2_SP0_c.t1						
OG0060567																	CP9_g28111_DN3_SP0_c.t1						
OG0060568																	CP9_g28114_DN2_SP0_c.t1						
OG0060569																	CP9_g28117_DN2_SP0_c.t1						
OG0060570																	CP9_g28121_DN1_SP0_c.t1						
OG0060571																	CP9_g28147_DN1_SP0_c.t1						
OG0060572																	CP9_g28154_DN3_SP0_c.t1						
OG0060573																	CP9_g28166_DN1_SP0_c.t1						
OG0060574																	CP9_g28187_DN1_SP0_c.t1						
OG0060575																	CP9_g28206_DN2_SP0_c.t1						
OG0060576																	CP9_g28216_DN2_SP0_c.t1						
OG0060577																	CP9_g28239_DN3_SP0_c.t1						
OG0060578																	CP9_g28260_DN1_SP0_c.t1						
OG0060579																	CP9_g28273_DN3_SP0_c.t1						
OG0060580																	CP9_g28279_DN1_SP0_c.t1						
OG0060581																	CP9_g28302_DN2_SP0_c.t1						
OG0060582																	CP9_g28308_DN2_SP0_c.t1						
OG0060583																	CP9_g28317_DN2_SP0_c.t1						
OG0060584																	CP9_g28323_DN1_SP0_c.t1						
OG0060585																	CP9_g28329_DN3_SP0_c.t1						
OG0060586																	CP9_g28385_DN1_SP0_c.t1						
OG0060587																	CP9_g28424_DN1_SP0_c.t1						
OG0060588																	CP9_g28425_DN3_SP0_c.t1						
OG0060589																	CP9_g28427_DN2_SP0_c.t1						
OG0060590																	CP9_g28446_DN2_SP0_c.t1						
OG0060591																	CP9_g28447_DN2_SP0_c.t1						
OG0060592																	CP9_g28502_DN3_SP0_c.t1						
OG0060593																	CP9_g28505_DN3_SP2_c.t1						
OG0060594																	CP9_g28506_DN1_SP0_c.t1						
OG0060595																	CP9_g28532_DN2_SP0_c.t1						
OG0060596																	CP9_g28633_DN1_SP0_c.t1						
OG0060597																	CP9_g28699_DN1_SP0_c.t1						
OG0060598																	CP9_g28701_DN1_SP0_c.t1						
OG0060599																	CP9_g28801_DN1_SP0_c.t1						
OG0060600																	CP9_g28826_DN1_SP0_c.t1						
OG0060601																	CP9_g28832_DN2_SP0_c.t1						
OG0060602																	CP9_g28881_DN3_SP0_c.t1						
OG0060603																	CP9_g28888_DN2_SP0_c.t1						
OG0060604																	CP9_g28964_DN3_SP0_c.t1						
OG0060605																	CP9_g29159_DN1_SP0_c.t1						
OG0060606																	CP9_g29218_DN2_SP0_c.t1						
OG0060607																	CP9_g29293_DN2_SP0_c.t1						
OG0060608																	CP9_g29347_DN1_SP0_c.t1						
OG0060609																	CP9_g29369_DN1_SP0_c.t1						
OG0060610																	CP9_g29376_DN3_SP0_c.t1						
OG0060611																	CP9_g29381_DN1_SP0_c.t1						
OG0060612																	CP9_g29401_DN2_SP0_c.t1						
OG0060613																	CP9_g29431_DN3_SP0_c.t1						
OG0060614																	CP9_g29486_DN2_SP0_c.t1						
OG0060615																	CP9_g29511_DN1_SP0_c.t1						
OG0060616																	CP9_g29512_DN2_SP0_c.t1						
OG0060617																	CP9_g29532_DN3_SP0_c.t1						
OG0060618																	CP9_g29533_DN2_SP0_c.t1						
OG0060619																	CP9_g29646_DN1_SP0_c.t1						
OG0060620																	CP9_g29694_DN2_SP0_c.t1						
OG0060621																	CP9_g29717_DN2_SP0_c.t1						
OG0060622																	CP9_g29721_DN2_SP0_c.t1						
OG0060623																	CP9_g29735_DN3_SP0_c.t1						
OG0060624																	CP9_g29744_DN1_SP0_c.t1						
OG0060625																	CP9_g29751_DN3_SP3_p.t1						
OG0060626																	CP10_g42352_DN2_SP0_c.t1						
OG0060627																	CP10_g42373_DN3_SP0_c.t1						
OG0060628																	CP10_g42403_DN2_SP0_c.t1						
OG0060629																	CP10_g42499_DN2_SP0_c.t1						
OG0060630																	CP10_g42558_DN3_SP0_c.t1						
OG0060631																	CP10_g42584_DN2_SP0_c.t1						
OG0060632																	CP10_g42586_DN2_SP0_c.t1						
OG0060633																	CP10_g42666_DN2_SP0_c.t1						
OG0060634																	CP10_g42668_DN2_SP0_c.t1						
OG0060635																	CP10_g42698_DN2_SP0_c.t1						
OG0060636																	CP10_g42708_DN3_SP0_c.t1						
OG0060637																	CP10_g42710_DN1_SP0_c.t1						
OG0060638																	CP10_g42733_DN1_SP0_c.t1						
OG0060639																	CP10_g42742_DN2_SP0_c.t1						
OG0060640																	CP10_g42753_DN3_SP0_c.t1						
OG0060641																	CP10_g42764_DN2_SP0_c.t1						
OG0060642																	CP10_g42770_DN3_SP0_c.t1						
OG0060643																	CP10_g42771_DN1_SP0_c.t1						
OG0060644																	CP10_g42799_DN2_SP0_c.t1						
OG0060645																	CP10_g42855_DN1_SP0_c.t1						
OG0060646																	CP10_g42922_DN1_SP0_c.t1						
OG0060647																	CP10_g42938_DN2_SP0_c.t1						
OG0060648																	CP10_g42953_DN1_SP0_c.t1						
OG0060649																	CP10_g42997_DN1_SP0_c.t1						
OG0060650																	CP10_g43040_DN2_SP0_c.t1						
OG0060651																	CP10_g43059_DN2_SP0_c.t1						
OG0060652																	CP10_g43083_DN1_SP0_c.t1						
OG0060653																	CP10_g43215_DN2_SP0_c.t1						
OG0060654																	CP10_g43286_DN1_SP0_c.t1						
OG0060655																	CP10_g43303_DN2_SP0_c.t1						
OG0060656																	CP10_g43393_DN1_SP0_c.t1						
OG0060657																	CP10_g43475_DN1_SP0_c.t1						
OG0060658																	CP10_g43509_DN3_SP0_c.t1						
OG0060659																	CP10_g43516_DN2_SP0_c.t1						
OG0060660																	CP10_g43554_DN1_SP0_c.t1						
OG0060661																	CP10_g43594_DN1_SP0_c.t1						
OG0060662																	CP10_g43659_DN3_SP0_c.t1						
OG0060663																	CP10_g43671_DN2_SP0_c.t1						
OG0060664																	CP10_g43697_DN1_SP0_c.t1						
OG0060665																	CP10_g43748_DN2_SP0_c.t1						
OG0060666																	CP10_g43749_DN1_SP0_c.t1						
OG0060667																	CP10_g43761_DN2_SP0_c.t1						
OG0060668																	CP10_g43773_DN3_SP0_c.t1						
OG0060669																	CP10_g43776_DN3_SP0_c.t1						
OG0060670																	CP10_g43799_DN2_SP0_c.t1						
OG0060671																	CP10_g43813_DN1_SP0_c.t1						
OG0060672																	CP10_g43823_DN1_SP0_c.t1						
OG0060673																	CP10_g43827_DN2_SP0_c.t1						
OG0060674																	CP10_g43887_DN3_SP0_c.t1						
OG0060675																	CP10_g43995_DN3_SP0_c.t1						
OG0060676																	CP10_g43999_DN3_SP0_c.t1						
OG0060677																	CP10_g44004_DN1_SP0_c.t1						
OG0060678																	CP10_g44012_DN3_SP0_c.t1						
OG0060679																	CP10_g44025_DN3_SP0_c.t1						
OG0060680																	CP10_g44099_DN2_SP0_c.t1						
OG0060681																	CP11_g31855_DN2_SP0_c.t1						
OG0060682																	CP11_g31864_DN1_SP0_c.t1						
OG0060683																	CP11_g31918_DN2_SP0_c.t1						
OG0060684																	CP11_g31934_DN2_SP0_c.t1						
OG0060685																	CP11_g31935_DN1_SP0_c.t1						
OG0060686																	CP11_g32022_DN3_SP0_c.t1						
OG0060687																	CP11_g32094_DN2_SP0_c.t1						
OG0060688																	CP11_g32103_DN2_SP0_c.t1						
OG0060689																	CP11_g32119_DN1_SP0_c.t1						
OG0060690																	CP11_g32121_DN2_SP0_c.t1						
OG0060691																	CP11_g32309_DN2_SP0_c.t1						
OG0060692																	CP11_g32327_DN2_SP0_c.t1						
OG0060693																	CP11_g32484_DN3_SP0_c.t1						
OG0060694																	CP11_g32516_DN1_SP0_c.t1						
OG0060695																	CP11_g32536_DN2_SP0_c.t1						
OG0060696																	CP11_g32573_DN2_SP0_c.t1						
OG0060697																	CP11_g32583_DN2_SP0_c.t1						
OG0060698																	CP11_g32636_DN3_SP0_c.t1						
OG0060699																	CP11_g32759_DN3_SP0_c.t1						
OG0060700																	CP11_g32768_DN2_SP0_c.t1						
OG0060701																	CP11_g32801_DN2_SP0_c.t1						
OG0060702																	CP11_g32850_DN2_SP0_c.t1						
OG0060703																	CP11_g32877_DN2_SP0_c.t1						
OG0060704																	CP11_g32882_DN3_SP0_c.t1						
OG0060705																	CP11_g32976_DN2_SP0_c.t1						
OG0060706																	CP11_g33029_DN2_SP0_c.t1						
OG0060707																	CP11_g33060_DN1_SP0_c.t1						
OG0060708																	CP11_g33064_DN2_SP0_c.t1						
OG0060709																	CP11_g33081_DN3_SP1_c.t1						
OG0060710																	CP11_g33104_DN2_SP0_c.t1						
OG0060711																	CP11_g33117_DN1_SP0_c.t1						
OG0060712																	CP11_g33118_DN1_SP0_c.t1						
OG0060713																	CP11_g33141_DN1_SP0_c.t1						
OG0060714																	CP11_g33157_DN3_SP0_c.t1						
OG0060715																	CP11_g33160_DN1_SP0_c.t1						
OG0060716																	CP11_g33219_DN2_SP0_c.t1						
OG0060717																	CP11_g33298_DN3_SP0_c.t1						
OG0060718																	CP11_g33547_DN1_SP0_c.t1						
OG0060719																	CP11_g33581_DN2_SP0_c.t1						
OG0060720																	CP11_g33642_DN1_SP0_c.t1						
OG0060721																	CP11_g33678_DN2_SP0_c.t1						
OG0060722																	CP11_g33733_DN3_SP0_c.t1						
OG0060723																	CP11_g33736_DN3_SP0_c.t1						
OG0060724																	CP11_g33766_DN2_SP0_c.t1						
OG0060725																	CP11_g33775_DN2_SP0_p.t1						
OG0060726																	CP12_g29940_DN1_SP0_c.t1						
OG0060727																	CP12_g29942_DN3_SP0_c.t1						
OG0060728																	CP12_g29996_DN1_SP0_c.t1						
OG0060729																	CP12_g30009_DN2_SP0_c.t1						
OG0060730																	CP12_g30013_DN1_SP0_c.t1						
OG0060731																	CP12_g30061_DN2_SP0_c.t1						
OG0060732																	CP12_g30085_DN3_SP0_c.t1						
OG0060733																	CP12_g30134_DN1_SP0_c.t1						
OG0060734																	CP12_g30138_DN2_SP0_c.t1						
OG0060735																	CP12_g30177_DN1_SP0_c.t1						
OG0060736																	CP12_g30178_DN2_SP0_c.t1						
OG0060737																	CP12_g30188_DN1_SP0_c.t1						
OG0060738																	CP12_g30219_DN1_SP0_c.t1						
OG0060739																	CP12_g30244_DN3_SP0_c.t1						
OG0060740																	CP12_g30274_DN3_SP0_c.t1						
OG0060741																	CP12_g30278_DN2_SP0_c.t1						
OG0060742																	CP12_g30296_DN1_SP0_c.t1						
OG0060743																	CP12_g30323_DN1_SP0_c.t1						
OG0060744																	CP12_g30382_DN2_SP0_c.t1						
OG0060745																	CP12_g30493_DN1_SP0_c.t1						
OG0060746																	CP12_g30540_DN2_SP0_c.t1						
OG0060747																	CP12_g30575_DN1_SP0_c.t1						
OG0060748																	CP12_g30587_DN2_SP0_c.t1						
OG0060749																	CP12_g30588_DN2_SP0_c.t1						
OG0060750																	CP12_g30648_DN1_SP0_c.t1						
OG0060751																	CP12_g30692_DN1_SP0_c.t1						
OG0060752																	CP12_g30709_DN2_SP0_c.t1						
OG0060753																	CP12_g30782_DN3_SP0_c.t1						
OG0060754																	CP12_g30789_DN1_SP0_c.t1						
OG0060755																	CP12_g30791_DN2_SP0_c.t1						
OG0060756																	CP12_g30854_DN3_SP0_c.t1						
OG0060757																	CP12_g30868_DN2_SP0_c.t1						
OG0060758																	CP12_g30902_DN2_SP0_c.t1						
OG0060759																	CP12_g30953_DN1_SP0_c.t1						
OG0060760																	CP12_g31011_DN1_SP0_c.t1						
OG0060761																	CP12_g31012_DN2_SP0_c.t1						
OG0060762																	CP12_g31027_DN2_SP0_c.t1						
OG0060763																	CP12_g31086_DN1_SP0_c.t1						
OG0060764																	CP12_g31093_DN1_SP0_c.t1						
OG0060765																	CP12_g31094_DN2_SP0_c.t1						
OG0060766																	CP12_g31110_DN2_SP0_c.t1						
OG0060767																	CP12_g31117_DN1_SP0_c.t1						
OG0060768																	CP12_g31135_DN1_SP0_c.t1						
OG0060769																	CP12_g31229_DN1_SP0_c.t1						
OG0060770																	CP12_g31235_DN1_SP0_c.t1						
OG0060771																	CP12_g31262_DN1_SP0_c.t1						
OG0060772																	CP12_g31263_DN1_SP0_c.t1						
OG0060773																	CP12_g31266_DN1_SP0_c.t1						
OG0060774																	CP12_g31274_DN1_SP0_c.t1						
OG0060775																	CP12_g31278_DN2_SP0_c.t1						
OG0060776																	CP12_g31284_DN1_SP0_c.t1						
OG0060777																	CP12_g31285_DN2_SP0_c.t1						
OG0060778																	CP12_g31348_DN3_SP0_c.t1						
OG0060779																	CP12_g31408_DN1_SP0_c.t1						
OG0060780																	CP12_g31431_DN2_SP0_c.t1						
OG0060781																	CP12_g31503_DN1_SP0_c.t1						
OG0060782																	CP12_g31520_DN1_SP0_c.t1						
OG0060783																	CP12_g31539_DN3_SP0_c.t1						
OG0060784																	CP12_g31548_DN1_SP0_c.t1						
OG0060785																	CP12_g31557_DN3_SP0_c.t1						
OG0060786																	CP12_g31567_DN3_SP0_c.t1						
OG0060787																	CP12_g31573_DN2_SP0_c.t1						
OG0060788																	CP12_g31588_DN2_SP0_c.t1						
OG0060789																	CP12_g31589_DN2_SP0_c.t1						
OG0060790																	CP12_g31601_DN2_SP0_c.t1						
OG0060791																	CP12_g31606_DN1_SP0_c.t1						
OG0060792																	CP12_g31608_DN1_SP0_c.t1						
OG0060793																	CP12_g31621_DN1_SP0_c.t1						
OG0060794																	CP12_g31628_DN2_SP0_c.t1						
OG0060795																	CP12_g31670_DN1_SP0_c.t1						
OG0060796																	CP12_g31705_DN2_SP0_c.t1						
OG0060797																	CP12_g31733_DN1_SP0_c.t1						
OG0060798																	CP12_g31739_DN1_SP0_c.t1						
OG0060799																	CP12_g31751_DN2_SP0_c.t1						
OG0060800																	CP12_g31764_DN2_SP0_c.t1						
OG0060801																	CP13_g19040_DN1_SP0_c.t1						
OG0060802																	CP13_g19047_DN2_SP0_c.t1						
OG0060803																	CP13_g19050_DN3_SP0_c.t1						
OG0060804																	CP13_g19145_DN1_SP0_c.t1						
OG0060805																	CP13_g19196_DN2_SP0_c.t1						
OG0060806																	CP13_g19240_DN2_SP0_c.t1						
OG0060807																	CP13_g19325_DN3_SP0_c.t1						
OG0060808																	CP13_g19361_DN2_SP0_c.t1						
OG0060809																	CP13_g19389_DN1_SP0_c.t1						
OG0060810																	CP13_g19432_DN1_SP0_c.t1						
OG0060811																	CP13_g19437_DN3_SP2_c.t1						
OG0060812																	CP13_g19467_DN2_SP0_c.t1						
OG0060813																	CP13_g19514_DN2_SP0_c.t1						
OG0060814																	CP13_g19541_DN2_SP0_c.t1						
OG0060815																	CP13_g19594_DN1_SP0_c.t1						
OG0060816																	CP13_g19597_DN2_SP0_c.t1						
OG0060817																	CP13_g19616_DN1_SP0_c.t1						
OG0060818																	CP13_g19620_DN2_SP0_c.t1						
OG0060819																	CP13_g19629_DN2_SP0_c.t1						
OG0060820																	CP13_g19640_DN2_SP0_c.t1						
OG0060821																	CP13_g19687_DN3_SP2_c.t1						
OG0060822																	CP13_g19718_DN1_SP0_c.t1						
OG0060823																	CP13_g19744_DN2_SP0_c.t1						
OG0060824																	CP13_g19837_DN2_SP0_c.t1						
OG0060825																	CP13_g19886_DN2_SP0_c.t1						
OG0060826																	CP13_g19961_DN2_SP0_c.t1						
OG0060827																	CP13_g19977_DN2_SP0_c.t1						
OG0060828																	CP13_g19982_DN2_SP0_c.t1						
OG0060829																	CP13_g20012_DN2_SP0_c.t1						
OG0060830																	CP13_g20050_DN2_SP0_c.t1						
OG0060831																	CP13_g20062_DN1_SP0_c.t1						
OG0060832																	CP13_g20084_DN3_SP0_c.t1						
OG0060833																	CP13_g20094_DN2_SP0_c.t1						
OG0060834																	CP13_g20120_DN2_SP0_c.t1						
OG0060835																	CP13_g20136_DN3_SP0_c.t1						
OG0060836																	CP13_g20142_DN1_SP0_c.t1						
OG0060837																	CP13_g20144_DN2_SP0_c.t1						
OG0060838																	CP13_g20152_DN2_SP0_c.t1						
OG0060839																	CP13_g20182_DN2_SP0_c.t1						
OG0060840																	CP13_g20183_DN1_SP0_c.t1						
OG0060841																	CP13_g20203_DN2_SP0_c.t1						
OG0060842																	CP13_g20254_DN1_SP0_c.t1						
OG0060843																	CP13_g20264_DN2_SP0_c.t1						
OG0060844																	CP13_g20292_DN1_SP0_c.t1						
OG0060845																	CP13_g20325_DN1_SP0_c.t1						
OG0060846																	CP13_g20327_DN1_SP0_c.t1						
OG0060847																	CP13_g20342_DN1_SP0_c.t1						
OG0060848																	CP13_g20372_DN3_SP0_c.t1						
OG0060849																	CP13_g20395_DN2_SP0_c.t1						
OG0060850																	CP13_g20397_DN3_SP0_c.t1						
OG0060851																	CP13_g20430_DN2_SP0_c.t1						
OG0060852																	CP13_g20438_DN1_SP0_c.t1						
OG0060853																	CP13_g20439_DN2_SP0_c.t1						
OG0060854																	CP13_g20440_DN1_SP0_c.t1						
OG0060855																	CP13_g20441_DN1_SP0_c.t1						
OG0060856																	CP13_g20442_DN2_SP0_c.t1						
OG0060857																	CP13_g20471_DN3_SP0_c.t1						
OG0060858																	CP13_g20497_DN2_SP0_c.t1						
OG0060859																	CP13_g20541_DN2_SP0_c.t1						
OG0060860																	CP13_g20544_DN2_SP0_c.t1						
OG0060861																	CP13_g20562_DN1_SP0_c.t1						
OG0060862																	CP13_g20568_DN1_SP0_c.t1						
OG0060863																	CP13_g20584_DN1_SP0_c.t1						
OG0060864																	CP13_g20614_DN2_SP0_c.t1						
OG0060865																	CP13_g20615_DN1_SP0_c.t1						
OG0060866																	CP13_g20634_DN3_SP0_c.t1						
OG0060867																	CP13_g20635_DN2_SP0_c.t1						
OG0060868																	CP13_g20655_DN1_SP0_c.t1						
OG0060869																	CP13_g20760_DN1_SP0_c.t1						
OG0060870																	CP13_g20762_DN2_SP0_c.t1						
OG0060871																	CP13_g20765_DN3_SP0_c.t1						
OG0060872																	CP13_g20767_DN2_SP0_c.t1						
OG0060873																	CP13_g20776_DN2_SP0_c.t1						
OG0060874																	CP13_g20784_DN1_SP0_c.t1						
OG0060875																	CP13_g20786_DN1_SP0_c.t1						
OG0060876																	CP13_g20797_DN1_SP0_c.t1						
OG0060877																	CP13_g20816_DN1_SP0_c.t1						
OG0060878																	CP14_g22406_DN3_SP0_c.t1						
OG0060879																	CP14_g22418_DN2_SP0_c.t1						
OG0060880																	CP14_g22580_DN1_SP0_c.t1						
OG0060881																	CP14_g22624_DN2_SP0_c.t1						
OG0060882																	CP14_g22627_DN1_SP0_c.t1						
OG0060883																	CP14_g22644_DN2_SP0_c.t1						
OG0060884																	CP14_g22659_DN1_SP0_c.t1						
OG0060885																	CP14_g22671_DN2_SP0_c.t1						
OG0060886																	CP14_g22747_DN2_SP0_c.t1						
OG0060887																	CP14_g22759_DN1_SP0_c.t1						
OG0060888																	CP14_g22857_DN1_SP0_c.t1						
OG0060889																	CP14_g22924_DN1_SP0_c.t1						
OG0060890																	CP14_g22991_DN1_SP0_c.t1						
OG0060891																	CP14_g22998_DN2_SP0_c.t1						
OG0060892																	CP14_g23067_DN1_SP0_c.t1						
OG0060893																	CP14_g23072_DN2_SP0_c.t1						
OG0060894																	CP14_g23093_DN3_SP0_c.t1						
OG0060895																	CP14_g23129_DN1_SP0_c.t1						
OG0060896																	CP14_g23212_DN1_SP0_c.t1						
OG0060897																	CP14_g23222_DN3_SP0_c.t1						
OG0060898																	CP14_g23226_DN2_SP0_c.t1						
OG0060899																	CP14_g23229_DN1_SP0_c.t1						
OG0060900																	CP14_g23236_DN2_SP0_c.t1						
OG0060901																	CP14_g23238_DN1_SP0_c.t1						
OG0060902																	CP14_g23239_DN1_SP0_c.t1						
OG0060903																	CP14_g23252_DN1_SP0_c.t1						
OG0060904																	CP14_g23267_DN2_SP0_c.t1						
OG0060905																	CP14_g23295_DN2_SP0_c.t1						
OG0060906																	CP14_g23297_DN1_SP0_c.t1						
OG0060907																	CP14_g23309_DN2_SP0_c.t1						
OG0060908																	CP14_g23375_DN2_SP0_c.t1						
OG0060909																	CP14_g23376_DN3_SP0_c.t1						
OG0060910																	CP14_g23385_DN1_SP0_c.t1						
OG0060911																	CP14_g23400_DN2_SP0_c.t1						
OG0060912																	CP14_g23409_DN2_SP0_c.t1						
OG0060913																	CP14_g23419_DN1_SP0_c.t1						
OG0060914																	CP14_g23420_DN2_SP0_c.t1						
OG0060915																	CP14_g23459_DN1_SP0_c.t1						
OG0060916																	CP14_g23485_DN1_SP0_c.t1						
OG0060917																	CP14_g23522_DN1_SP0_c.t1						
OG0060918																	CP14_g23585_DN1_SP0_c.t1						
OG0060919																	CP14_g23589_DN2_SP0_c.t1						
OG0060920																	CP14_g23703_DN3_SP0_c.t1						
OG0060921																	CP14_g23705_DN2_SP0_c.t1						
OG0060922																	CP14_g23738_DN2_SP0_c.t1						
OG0060923																	CP14_g23753_DN1_SP0_c.t1						
OG0060924																	CP14_g23754_DN2_SP0_c.t1						
OG0060925																	CP14_g23756_DN2_SP0_c.t1						
OG0060926																	CP14_g23757_DN1_SP0_c.t1						
OG0060927																	CP14_g23765_DN1_SP0_c.t1						
OG0060928																	CP14_g23824_DN2_SP0_c.t1						
OG0060929																	CP14_g23855_DN2_SP0_c.t1						
OG0060930																	CP14_g23857_DN2_SP0_c.t1						
OG0060931																	CP14_g23876_DN1_SP0_c.t1						
OG0060932																	CP14_g23877_DN1_SP0_c.t1						
OG0060933																	CP15_g34433_DN2_SP0_c.t1						
OG0060934																	CP15_g34434_DN2_SP0_c.t1						
OG0060935																	CP15_g34437_DN1_SP0_c.t1						
OG0060936																	CP15_g34522_DN2_SP0_c.t1						
OG0060937																	CP15_g34523_DN1_SP0_c.t1						
OG0060938																	CP15_g34527_DN2_SP0_c.t1						
OG0060939																	CP15_g34554_DN2_SP0_c.t1						
OG0060940																	CP15_g34556_DN1_SP0_c.t1						
OG0060941																	CP15_g34585_DN3_SP0_c.t1						
OG0060942																	CP15_g34675_DN2_SP0_c.t1						
OG0060943																	CP15_g34676_DN1_SP0_c.t1						
OG0060944																	CP15_g34680_DN1_SP0_c.t1						
OG0060945																	CP15_g34704_DN2_SP0_c.t1						
OG0060946																	CP15_g34705_DN3_SP0_c.t1						
OG0060947																	CP15_g34721_DN2_SP0_c.t1						
OG0060948																	CP15_g34748_DN1_SP0_c.t1						
OG0060949																	CP15_g34749_DN1_SP0_c.t1						
OG0060950																	CP15_g34751_DN1_SP0_c.t1						
OG0060951																	CP15_g34765_DN1_SP0_c.t1						
OG0060952																	CP15_g34774_DN1_SP0_c.t1						
OG0060953																	CP15_g34798_DN2_SP0_c.t1						
OG0060954																	CP15_g34840_DN2_SP0_c.t1						
OG0060955																	CP15_g34842_DN2_SP0_c.t1						
OG0060956																	CP15_g34843_DN2_SP0_c.t1						
OG0060957																	CP15_g34846_DN2_SP0_c.t1						
OG0060958																	CP15_g34863_DN3_SP0_c.t1						
OG0060959																	CP15_g34872_DN1_SP0_c.t1						
OG0060960																	CP15_g34873_DN1_SP0_c.t1						
OG0060961																	CP15_g34902_DN1_SP0_c.t1						
OG0060962																	CP15_g34912_DN2_SP0_c.t1						
OG0060963																	CP15_g34913_DN3_SP0_c.t1						
OG0060964																	CP15_g34933_DN2_SP0_c.t1						
OG0060965																	CP15_g34934_DN2_SP0_c.t1						
OG0060966																	CP15_g34940_DN1_SP0_c.t1						
OG0060967																	CP15_g35033_DN2_SP0_c.t1						
OG0060968																	CP15_g35080_DN1_SP0_c.t1						
OG0060969																	CP15_g35085_DN2_SP0_c.t1						
OG0060970																	CP15_g35121_DN3_SP0_c.t1						
OG0060971																	CP15_g35130_DN2_SP0_c.t1						
OG0060972																	CP15_g35145_DN2_SP0_c.t1						
OG0060973																	CP15_g35209_DN1_SP0_c.t1						
OG0060974																	CP15_g35210_DN2_SP0_c.t1						
OG0060975																	CP15_g35248_DN1_SP0_c.t1						
OG0060976																	CP15_g35293_DN1_SP0_c.t1						
OG0060977																	CP15_g35302_DN1_SP0_c.t1						
OG0060978																	CP15_g35307_DN1_SP0_c.t1						
OG0060979																	CP15_g35375_DN2_SP0_c.t1						
OG0060980																	CP15_g35376_DN1_SP0_c.t1						
OG0060981																	CP15_g35397_DN1_SP0_c.t1						
OG0060982																	CP15_g35409_DN1_SP0_c.t1						
OG0060983																	CP15_g35435_DN2_SP0_c.t1						
OG0060984																	CP15_g35495_DN1_SP0_c.t1						
OG0060985																	CP15_g35497_DN3_SP0_c.t1						
OG0060986																	CP15_g35500_DN2_SP0_c.t1						
OG0060987																	CP15_g35534_DN2_SP0_c.t1						
OG0060988																	CP15_g35542_DN1_SP0_c.t1						
