Orthogroup	Brassica_napus	Cardamine_hirsuta
OG0015289	XP_048633474.1, XP_013729214.2	CARHR212990
OG0015290	XP_048633340.1, XP_022567261.2	CARHR103070
OG0015291	XP_013731155.2, XP_022574695.2	CARHR143460
OG0015293	XP_013690398.1, XP_013747502.2	CARHR143350
OG0015294	XP_013747504.2, XP_013690402.1	CARHR143310
OG0015295	XP_022544165.1, XP_013688586.1	CARHR143160
OG0015296	XP_013732546.3, XP_013688587.1	CARHR143140
OG0015297	XP_013686323.2, XP_013747514.2	CARHR143130
OG0015298	XP_048610539.1, XP_013747551.2	CARHR143000
OG0015299	XP_048610541.1, XP_013747552.2	CARHR142990
OG0015300	XP_013751987.1, XP_013691538.2	CARHR142950
OG0015301	XP_048635403.1	CARHR142920
OG0015302	XP_013747539.2, XP_022571010.2	CARHR142890
OG0015303	XP_013700681.1, XP_013693169.1	CARHR090660
OG0015304	XP_013747561.2, XP_048635410.1	CARHR142430
OG0015305	XP_013747582.2, XP_013711908.2	CARHR142270
OG0015306	XP_048635418.1, XP_048610342.1	CARHR142250
OG0015307	XP_013750958.1, XP_013688194.1	CARHR142050
OG0015308	XP_013707994.1, XP_013747609.1	CARHR141980
OG0015309	XP_013710486.2, XP_013747619.2	CARHR141860
OG0015310	XP_013734846.2, XP_013734869.1	CARHR141770
OG0015311	XP_013708860.2, XP_013752003.2	CARHR141630
OG0015312	XP_013748090.1, XP_013748191.1	CARHR141320
OG0015313	XP_013748222.2, XP_013748118.1	CARHR141150
OG0015314	XP_022550668.2, XP_013749653.1	CARHR140840
OG0015315	XP_048609356.1, XP_022575962.1	CARHR140830
OG0015316	XP_022550670.1, XP_048634776.1	CARHR140810
OG0015317	XP_013748148.1, XP_048609353.1	CARHR140580
OG0015318	XP_048609349.1, XP_048636400.1	CARHR140460
OG0015319	XP_013740647.1, XP_013725837.1	CARHR140440
OG0015320	XP_013734798.2, XP_013683710.1	CARHR140400
OG0015321	XP_048608654.1, XP_048631799.1	CARHR140370
OG0015322	XP_022574782.1, XP_022556202.1	CARHR140290
OG0015323	XP_022570165.1, XP_013692100.1	CARHR140270
OG0015324	XP_013686169.1, XP_013747976.1	CARHR140160
OG0015325	XP_048634760.1, XP_013666716.2	CARHR140110
OG0015326	XP_013691628.2, XP_013747984.1	CARHR139930
OG0015327	XP_022574270.1, XP_013725486.1	CARHR139520
OG0015328	XP_022574627.1, XP_013725456.2	CARHR139270
OG0015329	XP_013691902.1, XP_022557913.1	CARHR139160
OG0015330	XP_048631774.1, XP_013683835.1	CARHR138830
OG0015331	XP_013720284.2, XP_048611221.1	CARHR138670
OG0015332	XP_013686755.1, XP_048636367.1	CARHR138550
OG0015333	XP_013686840.2, XP_022574757.1	CARHR138510
OG0015334	XP_022574057.2, XP_013683803.1	CARHR138310
OG0015335	XP_013717488.1, XP_048609306.1	CARHR138150
OG0015336	XP_013730821.2, XP_013673108.1	CARHR138020
OG0015337	XP_013673101.1, XP_013730246.1	CARHR137970
OG0015338	XP_013691313.2, XP_048609300.1	CARHR137930
OG0015339	XP_048611195.1, XP_013747426.2	CARHR137840
OG0015340	XP_013657032.1, XP_013747746.1	CARHR137830
OG0015341	XP_013673096.1, XP_013657025.1	CARHR137780
OG0015342	XP_013683770.1, XP_013724360.1	CARHR137730
OG0015343	XP_013747767.2, XP_048609291.1	CARHR137490
OG0015344	XP_013747798.2, XP_048635474.1	CARHR137070
OG0015345	XP_022548903.2, XP_013687888.1	CARHR137290
OG0015346	XP_013747826.2, XP_013692002.2	CARHR136650
OG0015347	XP_013730119.1, XP_013723455.2	CARHR211870
OG0015348	XP_013723473.1, XP_013730075.1	CARHR211860
OG0015349	XP_013732260.2	CARHR211580, CARHR132710
OG0015350	XP_013720260.1	CARHR211540
OG0015352	XP_013723623.2, XP_013746266.1	CARHR211360
OG0015353	XP_013723649.2, XP_013746248.1	CARHR211320
OG0015354	XP_048631065.1, XP_013668267.2	CARHR211180
OG0015355	XP_048631063.1, XP_048624378.1	CARHR211120
OG0015356	XP_013668295.2, XP_013685259.2	CARHR210730
OG0015357	XP_013703699.2, XP_013668297.1	CARHR210640
OG0015358	XP_048629266.1, XP_013720237.2	CARHR210260
OG0015359	XP_013720205.2	CARHR210240
OG0015360	XP_013725024.2, XP_022554153.2	CARHR210220
OG0015361	XP_048624333.1, XP_048598630.1	CARHR210060
OG0015362	XP_013720135.1	CARHR265950
OG0015363	XP_013668344.2, XP_022568408.2	CARHR209920
OG0015364	XP_013724913.1, XP_022554165.1	CARHR209870
OG0015365	XP_013668359.1, XP_013726256.1	CARHR209640
OG0015366	XP_013678566.2, XP_048603542.1	CARHR203490
OG0015367	XP_013726235.2, XP_013668362.2	CARHR209600
OG0015368	XP_013721496.1	CARHR209460
OG0015369	XP_013720273.1	CARHR209400
OG0015370	XP_048598611.1, XP_013730152.1	CARHR209340
OG0015371	XP_013668202.1, XP_048598604.1	CARHR209180
OG0015372	XP_022566166.1, XP_013724624.2	CARHR209000
OG0015373	XP_048623061.1, XP_048598590.1	CARHR208990
OG0015374	XP_013676048.2, XP_013721845.1	CARHR193580
OG0015375	XP_013667325.2, XP_013736394.1	CARHR192600
OG0015376	XP_013675990.1, XP_048605641.1	CARHR192710
OG0015377	XP_013721966.2	CARHR191990
OG0015378	XP_013682265.2, XP_013731306.1	CARHR191940
OG0015379	XP_013671611.1, XP_013698943.2	CARHR235400
OG0015380	XP_022554487.2, XP_022568062.2	CARHR191850
OG0015381	XP_013667241.2, XP_013717653.1	CARHR191810
OG0015382	XP_013667226.2, XP_013717598.1	CARHR191660
OG0015383	XP_048627908.1, XP_013716035.1	CARHR191480
OG0015384	XP_013682233.1, XP_022568624.2	CARHR191410
OG0015385	XP_013723523.1, XP_013680091.2	CARHR191250
OG0015386	XP_013712848.2, XP_013733056.2	CARHR191120
OG0015387	XP_048623310.1, XP_013667188.2	CARHR191060
OG0015388	XP_013682202.2, XP_013715777.2	CARHR190840
OG0015389	XP_013740341.2, XP_013680761.1	CARHR274420
OG0015390	XP_013667146.2, XP_013660691.1	CARHR274260
OG0015391	XP_048598988.1, XP_013660679.1	CARHR274230
OG0015393	XP_048616873.1, XP_013649215.2	CARHR059780
OG0015394	XP_013681147.2, XP_013642461.1	CARHR273670
OG0015395	XP_022551608.2, XP_013680863.2	CARHR273410
OG0015396	XP_013738386.2, XP_013680923.2	CARHR273350
OG0015397	XP_013716575.2, XP_013712856.2	CARHR285770
OG0015398	XP_013729607.1, XP_013716812.2	CARHR285290
OG0015399	XP_013714537.2, XP_013716785.2	CARHR285820
OG0015400	XP_013682479.2, XP_013712689.2	CARHR285560
OG0015401	XP_013661208.2, XP_013707097.1	CARHR276950
OG0015402	XP_013711114.2, XP_013711113.1	CARHR277110
OG0015403	XP_048628373.1, XP_022571273.2, XP_013722090.3	CARHR277140
OG0015404	XP_048628364.1, XP_048629719.1	CARHR277210
OG0015405	XP_022555515.1, XP_013647048.1	CARHR277220
OG0015406	XP_013707051.1, XP_013661221.2	CARHR277240
OG0015407	XP_013727519.1, XP_013642983.2	CARHR277280
OG0015408	XP_022564025.1, XP_048637870.1	CARHR277290
OG0015409	XP_013643004.2, XP_013643428.1	CARHR277510
OG0015410	XP_013643175.1	CARHR277830
OG0015411	XP_013643031.2, XP_048606656.1	CARHR277860
OG0015412	XP_048636482.1, XP_048609451.1	CARHR133030
OG0015413	XP_013652783.1, XP_013661269.2	CARHR278140
OG0015414	XP_048616591.1, XP_013700970.1, XP_022574665.2	CARHR278250
OG0015415	XP_013643162.2	CARHR278270
OG0015416	XP_013722826.2	CARHR278300
OG0015417	XP_048606642.1, XP_013643151.2	CARHR278390
OG0015418	XP_048606633.1, XP_013643146.2	CARHR278420
OG0015419	XP_013672897.1, XP_013643134.2	CARHR278480
OG0015420	XP_013667289.2, XP_013702491.1	CARHR278560
OG0015421	XP_013643126.2, XP_022543282.2	CARHR278630
OG0015422	XP_013670994.1, XP_013670993.2	CARHR278840
OG0015423	XP_013643113.2, XP_013729771.1	CARHR278890
OG0015424	XP_048603269.1, XP_013675434.2	CARHR279080
OG0015425	XP_013723103.3, XP_013643078.2, XP_048626563.1	CARHR279230
OG0015426	XP_048631242.1, XP_048616840.1, XP_013701770.3	CARHR279370
OG0015427	XP_013707842.1, XP_013738532.2	CARHR279500
OG0015429	XP_013643215.1, XP_013643324.2	CARHR279670
OG0015430	XP_013643306.1, XP_013641455.1	CARHR279890
OG0015431	XP_013641460.1, XP_048590952.1	CARHR279910
OG0015432	XP_013740989.1, XP_013643298.2	CARHR279980
OG0015433	XP_013740809.2, XP_048590953.1	CARHR280050
OG0015434	XP_013740879.1, XP_013740787.2	CARHR280110
OG0015435	XP_013651682.2, XP_013691434.1	CARHR280160
OG0015436	XP_013653504.2, XP_048592777.1	CARHR280280
OG0015437	XP_013655830.1, XP_048595486.1	CARHR280290
OG0015438	XP_013686226.1, XP_013661909.1	CARHR280340
OG0015439	XP_022547410.1, XP_013661343.2	CARHR280600
OG0015440	XP_013687160.2, XP_013690169.2	CARHR115980
OG0015441	XP_013686287.1, XP_013653565.1	CARHR280810
OG0015442	XP_013653559.1, XP_013686257.1	CARHR280840
OG0015443	XP_013661326.1, XP_013652798.1	CARHR281050
OG0015444	XP_013692510.1	CARHR281200
OG0015445	XP_048592798.1, XP_013653754.2	CARHR281220
OG0015446	XP_013653640.1, XP_013653743.1	CARHR034750
OG0015447	XP_048592800.1, XP_013651709.1	CARHR281410
OG0015448	XP_013702057.2, XP_048630033.1, XP_013712398.1	CARHR281480
OG0015449	XP_048631506.1, XP_013702094.1, XP_013712011.1	CARHR281530
OG0015450	XP_013653649.1, XP_013653732.1	CARHR281580
OG0015451	XP_048623865.1, XP_048595529.1	CARHR281710
OG0015452	XP_013649433.2	CARHR281820
OG0015453	XP_048631880.1, XP_048608755.1	CARHR248110
OG0015454	XP_013683697.1	CARHR248920
OG0015455	XP_048595109.1, XP_013731270.2	CARHR248610
OG0015456	XP_013731265.2, XP_013729986.2	CARHR248420
OG0015457	XP_013709080.2, XP_048631304.1, XP_048604099.1	CARHR249060
OG0015458	XP_048625473.1, XP_013660557.1	CARHR249070
OG0015459	NP_001303111.1, XP_048625483.1	CARHR249210
OG0015460	XP_013660665.2, XP_013660537.2	CARHR249300
OG0015461	XP_048625494.1, XP_048595139.1	CARHR249400
OG0015462	XP_048595157.1, XP_013726360.2	CARHR249970
OG0015463	XP_013726347.2, XP_013722824.1	CARHR249790
OG0015464	XP_013684400.1, XP_013735354.2	CARHR249690
OG0015465	XP_013722831.2, XP_013731951.2	CARHR249600
OG0015466	XP_022547913.2	CARHR250790
OG0015467	XP_013722934.1	CARHR250900
OG0015468	XP_013722932.2	CARHR250920
OG0015469	XP_013722933.2	CARHR250940
OG0015470	XP_013693817.2, XP_048590854.1	CARHR293790
OG0015471	XP_048607008.1, XP_013740801.2	CARHR251280
OG0015472	XP_013706768.1, XP_013723732.1	CARHR178990
OG0015473	XP_048637424.1, XP_013723721.1	CARHR179080
OG0015474	XP_013736687.1, XP_013703417.1	CARHR179110
OG0015475	XP_048595993.1, XP_013714667.1	CARHR179120
OG0015476	XP_013707132.1, NP_001303046.1	CARHR179260
OG0015477	XP_048603558.1, XP_013703502.2	CARHR179450
OG0015478	XP_022565639.1, XP_022570943.2	CARHR179500
OG0015479	XP_048595951.1, XP_013661745.1	CARHR179610
OG0015480	XP_022561900.1, XP_013706689.2	CARHR179680
OG0015481	XP_048617807.1, NP_001302758.1	CARHR179700
OG0015482	XP_013653672.2, XP_048618495.1	CARHR180180
OG0015483	XP_022556274.2, XP_048636724.1	CARHR126040
OG0015484	XP_013692818.2, XP_013748640.2	CARHR126860
OG0015485	XP_013734174.2, XP_048630853.1	CARHR126480
OG0015486	XP_013686029.1, XP_013748703.2	CARHR125890
OG0015487	XP_013692451.2, XP_013748706.1	CARHR125850
OG0015488	XP_013695266.2, XP_013747177.2	CARHR125820
OG0015489	XP_013728543.2, XP_048636747.1	CARHR125650
OG0015490	XP_013742761.1, XP_013734155.1	CARHR125090
OG0015491	XP_013682593.1, XP_048636776.1	CARHR124960
OG0015492	XP_013748765.2, XP_013682589.1	CARHR124940
OG0015493	XP_048630534.1, XP_013680727.2	CARHR124370
OG0015494	XP_013733957.3, XP_048608365.1	CARHR123640
OG0015495	XP_013748822.2, XP_013718427.1	CARHR123490
OG0015496	XP_013672905.1, XP_013730394.2	CARHR123210
OG0015497	XP_013744177.1, XP_013687487.1	CARHR122350
OG0015498	XP_048610086.1, XP_013744186.2	CARHR121950
OG0015499	XP_013747143.2, XP_013676438.1	CARHR121770
OG0015500	XP_048633774.1, XP_013744198.2	CARHR121650
OG0015501	XP_048610077.1, XP_048633773.1	CARHR121580
OG0015502	XP_013692403.1, XP_013647673.2	CARHR121250
OG0015503	XP_013743947.1, XP_022556992.2	CARHR121080
OG0015504	XP_013647647.2, XP_048610487.1	CARHR121000
OG0015505	XP_013686668.2, XP_022544622.2	CARHR120970
OG0015506	XP_048633756.1, XP_022556991.2	CARHR120860
OG0015507	XP_013720128.2, XP_013743952.2	CARHR120810
OG0015508	XP_013720485.2, XP_013747071.2	CARHR120540
OG0015509	XP_013653703.1	CARHR119390, CARHR152910
OG0015510	XP_013692198.2	CARHR119420
OG0015511	XP_013742462.1, XP_013744009.2	CARHR119530
OG0015512	XP_013707626.1, XP_013744004.1	CARHR119700
OG0015513	XP_048633746.1, XP_013720496.1	CARHR119760, CARHR119750
OG0015514	XP_013743993.2, XP_013720441.2	CARHR119970
OG0015515	XP_048610502.1, XP_013653710.2	CARHR119040
OG0015516	XP_013742452.2, XP_013744020.2	CARHR119030
OG0015517	XP_013653718.1, XP_013660509.1	CARHR118790
OG0015518	XP_048609866.1, XP_013651733.1	CARHR118750
OG0015519	XP_013653719.1, XP_013660512.2	CARHR119010
OG0015520	XP_013683895.2, XP_048631871.1	CARHR118490
OG0015521	XP_013642943.2, XP_022553986.1	CARHR107570
OG0015522	XP_013644222.2, XP_013737992.1	CARHR007470
OG0015523	XP_048625843.1, XP_013696580.1	CARHR248130
OG0015524	XP_013683885.2, XP_013683886.2	CARHR120050
OG0015525	XP_048620921.1, XP_048597372.1	CARHR114530
OG0015526	NP_001302559.1, XP_048620935.1	CARHR115230
OG0015527	XP_013747089.1, XP_013695593.1	CARHR115130
OG0015528	XP_013663989.2, XP_013710995.1	CARHR115100
OG0015529	XP_022573922.2, XP_013698342.1	CARHR115020
OG0015530	XP_013734973.2, XP_013697888.2	CARHR114940
OG0015531	XP_013744040.2, XP_022556948.1	CARHR114820
OG0015532	XP_013747095.1, XP_013695736.2	CARHR115320
OG0015533	XP_048633711.1, XP_048612419.1	CARHR115440
OG0015534	XP_013742945.1, XP_048600245.1	CARHR235100
OG0015535	XP_013735639.2, XP_048605986.1	CARHR075440
OG0015536	XP_013684251.1, XP_013735634.1	CARHR075360
OG0015537	XP_013735605.2, XP_013735603.2	CARHR075110
OG0015538	XP_048605983.1, XP_013735599.2	CARHR075070
OG0015539	XP_013656959.1, XP_048607673.1	CARHR027590
OG0015540	XP_048591373.1, XP_013729730.2	CARHR075000
OG0015541	XP_013735601.2	CARHR074970
OG0015542	XP_048629963.1, XP_013689862.2	CARHR074920
OG0015543	XP_022575703.2	CARHR074900
OG0015545	XP_013685944.2, XP_022545472.1	CARHR212330
OG0015546	XP_013705875.1, XP_013662451.1	CARHR082860
OG0015547	XP_048607683.1, XP_048623677.1	CARHR212300
OG0015548	XP_013723261.1, XP_013648790.2	CARHR212270
OG0015549	XP_013648804.2, XP_048623716.1	CARHR212260
OG0015550	XP_022563133.1, XP_048629395.1	CARHR123610
OG0015551	XP_048629393.1, XP_048602643.1	CARHR212240
OG0015552	XP_013731789.1	CARHR212190
OG0015553	NP_001302924.1	CARHR212170
OG0015554	XP_048602291.1	CARHR212160
OG0015555	XP_048619100.1, XP_013738110.3	CARHR234140
OG0015556	XP_013741957.2, XP_013742421.1	CARHR234410
OG0015557	XP_013735654.2, XP_013684231.1	CARHR075830
OG0015558	XP_048636259.1, XP_013750980.2	CARHR075880
OG0015559	XP_013750962.2, XP_048614295.1	CARHR076070
OG0015560	XP_013647462.1, XP_013659425.1	CARHR076080
OG0015561	XP_048628406.1, XP_048614208.1, XP_048602017.1	CARHR076100
OG0015562	XP_013684205.2, XP_013740863.2	CARHR076150
OG0015563	XP_048636245.1, XP_048614281.1	CARHR076250
OG0015564	XP_013678385.2, XP_013678405.2	CARHR076260
OG0015565	XP_048614269.1, XP_013678397.2	CARHR076420
OG0015566	XP_048601988.1, XP_013680616.2	CARHR076650
OG0015567	XP_013661918.2, XP_013682559.2	CARHR076690
OG0015568	XP_013682557.2, XP_013661917.2	CARHR076710
OG0015569	XP_013750925.2, XP_048614242.1	CARHR076830
OG0015570	XP_013732174.1, XP_048601970.1	CARHR076950
OG0015571	XP_013732172.1, XP_048595776.1	CARHR077020
OG0015572	XP_048595771.1, XP_013732170.1	CARHR077030
OG0015573	XP_022562270.2, XP_022562271.1	CARHR077290
OG0015574	XP_048614651.1, XP_048636199.1	CARHR077530
OG0015575	XP_013747441.1, XP_013740881.2	CARHR077730
OG0015576	XP_022569967.2, XP_048615104.1	CARHR077800
OG0015577	XP_013714795.2, XP_013731804.1	CARHR078000
OG0015578	XP_048636136.1, XP_048614557.1	CARHR078270
OG0015579	XP_048631978.1, XP_048601720.1	CARHR078410
OG0015580	XP_013660579.2, XP_048601715.1	CARHR078530
OG0015581	XP_013750773.2, XP_013723576.2	CARHR078990
OG0015582	XP_048606052.1, XP_048632955.1	CARHR079070
OG0015583	XP_048619497.1, XP_048626193.1, XP_013740204.2	CARHR079470
OG0015584	XP_013750705.1, XP_048636111.1	CARHR079610
OG0015585	XP_013684507.1, XP_022572226.2	CARHR079900
OG0015586	XP_048615403.1, XP_048636108.1	CARHR079750
OG0015587	XP_013684496.1	CARHR080070
OG0015588	XP_048626188.1, XP_048631386.1	CARHR080080
OG0015589	XP_022571092.1, XP_013698455.1	CARHR080170
OG0015590	XP_048615389.1, XP_048636084.1	CARHR080230
OG0015591	XP_013659976.1, XP_013710694.1	CARHR170500
OG0015592	XP_022560845.2, XP_048636050.1	CARHR080900
OG0015593	XP_048636044.1, XP_013696871.2	CARHR080960
OG0015594	XP_013646386.2, XP_013640819.2	CARHR081450
OG0015595	XP_048630079.1, XP_022551023.2	CARHR081560
OG0015596	XP_013646713.1, XP_013673182.1	CARHR087200
OG0015597	XP_013681405.2, XP_013684550.1	CARHR081620
OG0015598	XP_013750640.2, XP_048615342.1	CARHR081650
OG0015599	XP_013703269.1, XP_013750630.2	CARHR081730
OG0015600	XP_013707381.1, XP_013750628.2	CARHR081750
OG0015601	XP_013750608.2, XP_022559280.1	CARHR081960
OG0015602	XP_013750563.2, XP_022575640.2, XP_048626517.1	CARHR081990
OG0015603	XP_013698207.2, XP_013750573.1	CARHR082130
OG0015604	XP_013697372.1, XP_013750582.2	CARHR082230
OG0015605	XP_022555167.1, XP_013684641.2	CARHR082340
OG0015606	XP_013724146.2, XP_048600808.1	CARHR082380
OG0015607	XP_013696839.1, XP_013750518.2	CARHR082410
OG0015608	XP_013724131.2, XP_048614854.1	CARHR082490
OG0015609	XP_022555176.1, XP_013684626.2	CARHR082580
OG0015610	XP_022555177.1, XP_013684625.2	CARHR082600
OG0015611	XP_013736006.2, XP_022572017.2	CARHR082760
OG0015612	XP_048635997.1, XP_013698387.1	CARHR083310
OG0015613	XP_013696930.1, XP_022575615.2	CARHR083330
OG0015614	XP_013734520.2, XP_013683614.1	CARHR135350
OG0015615	XP_013697167.1, XP_013744805.2	CARHR135330
OG0015616	XP_013744812.1, XP_013687724.1	CARHR135080
OG0015617	XP_013748043.1, XP_013692089.1	CARHR134870
OG0015618	XP_048631721.1, XP_013717030.2	CARHR134830
OG0015619	XP_013692759.2, XP_048636445.1	CARHR134510
OG0015620	XP_048631714.1, XP_013716908.1	CARHR134490
OG0015621	XP_013706351.2, XP_022571700.1	CARHR133940
OG0015622	XP_013734593.2, XP_013717088.1	CARHR134280
OG0015623	XP_048636460.1, XP_013748278.2	CARHR133850
OG0015624	XP_048631709.1, XP_013705866.2	CARHR133800
OG0015625	XP_048611093.1, XP_013745130.2	CARHR133780
OG0015626	XP_048631474.1, XP_013683593.3	CARHR130170
OG0015627	XP_013683579.2, XP_013734371.2	CARHR130580
OG0015628	XP_013683990.1, XP_013683959.1	CARHR287100
OG0015629	XP_013687575.2, XP_048611017.1	CARHR130670
OG0015630	XP_013748420.2, XP_013709262.2	CARHR130890
OG0015631	XP_022574073.2, XP_048626437.1	CARHR131190
OG0015632	XP_013694779.2, XP_013644362.1	CARHR131450
OG0015633	XP_013719338.2, XP_013681665.1	CARHR131490
OG0015634	XP_013694700.2, XP_013690901.1	CARHR131610
OG0015635	XP_013694692.2, XP_013680924.1	CARHR131600
OG0015636	XP_048593181.1, XP_013699177.1	CARHR101740
OG0015637	XP_013741635.1, XP_013716341.1	CARHR131710
OG0015638	XP_013738303.1, XP_013688992.2	CARHR132360
OG0015639	XP_013692542.2, XP_013694664.2	CARHR132350
OG0015640	XP_013689014.1, XP_022570916.1	CARHR132250
OG0015641	XP_013689069.2, XP_022554776.1	CARHR132080
OG0015642	XP_048629275.1, XP_022574961.2	CARHR131940
OG0015643	XP_048634534.1, XP_013706675.2	CARHR131920
OG0015644	XP_013698878.1, XP_013745110.2	CARHR133330
OG0015645	XP_048631679.1, XP_013707121.1	CARHR133260
OG0015646	XP_048609433.1, XP_048636475.1	CARHR133230, CARHR035360
OG0015647	XP_048634557.1, XP_013700896.2	CARHR132760
OG0015648	XP_013725523.1, XP_022574902.2	CARHR132730
OG0015649	XP_013699433.1, XP_013745085.1	CARHR132650
OG0015651	XP_048634452.1, XP_048610993.1	CARHR130030
OG0015652	XP_013699625.1, XP_013682901.2	CARHR016190
OG0015653	XP_013641479.2, XP_048614088.1	CARHR016230
OG0015654	XP_013641678.1, XP_013688698.1	CARHR016580
OG0015655	XP_013711405.2, XP_013708047.2	CARHR016750
OG0015656	XP_013710009.2, XP_048597644.1	CARHR016920
OG0015657	XP_013641632.1, XP_022558372.1	CARHR017120
OG0015658	XP_013709934.1, XP_013682958.2	CARHR017470
OG0015659	XP_013712590.1, XP_013682956.1	CARHR017610
OG0015660	XP_048594099.1, XP_013712625.2	CARHR017850
OG0015661	XP_013744607.1, XP_013646652.2	CARHR018090
OG0015662	XP_013641770.2, XP_048614165.1	CARHR018080
OG0015663	XP_013744600.1, XP_013641769.2	CARHR018060
OG0015664	XP_013682974.1, XP_013651769.2	CARHR018020
OG0015665	XP_013733234.2, XP_022563785.1	CARHR017970
OG0015666	XP_013664581.3, XP_022569980.1	CARHR018180
OG0015667	XP_013653861.2, XP_013687658.1	CARHR018350
OG0015668	XP_013641816.2, XP_013723321.2	CARHR018820
OG0015669	XP_013723308.2, XP_013641811.2	CARHR018750
OG0015670	XP_022558829.2, XP_048638385.1	CARHR018720
OG0015671	XP_013723297.2, XP_013641727.2	CARHR018620
OG0015672	XP_013649661.1, XP_013702112.1	CARHR066790
OG0015673	XP_013658950.2, XP_013639923.1	CARHR019310
OG0015674	XP_013657248.2, XP_022546037.1	CARHR019460
OG0015675	XP_013715206.1, XP_013641852.2	CARHR019500
OG0015676	XP_013728113.1, XP_013655211.2	CARHR019590
OG0015677	XP_022556584.2, XP_013696182.3	CARHR019680
OG0015678	XP_013660248.1, XP_013660194.1	CARHR019720
OG0015679	XP_013692984.1, XP_013641903.1	CARHR019900
OG0015680	XP_013641896.2, XP_013693677.1	CARHR019930
OG0015681	XP_022543017.2, XP_013697899.2	CARHR019960
OG0015682	XP_013641889.2	CARHR020010
OG0015683	XP_048619520.1, XP_013651652.1	CARHR020610
OG0015684	XP_022543041.1, XP_013642245.1	CARHR021000
OG0015685	XP_013642242.1, XP_022543044.2	CARHR021030
OG0015686	XP_048622438.1, XP_048594033.1, XP_022543049.1	CARHR021110
OG0015687	XP_013695052.1, XP_013650686.1	CARHR021300
OG0015688	XP_048612719.1, XP_048638505.1	CARHR021500
OG0015689	XP_013642345.2, XP_013696565.1	CARHR021930
OG0015690	XP_013642353.2, XP_013696357.1	CARHR021990
OG0015691	XP_048594017.1, XP_048622458.1	CARHR022000
OG0015692	XP_048591475.1, XP_048638529.1, XP_013693200.2	CARHR022100
OG0015693	XP_048638530.1, XP_013696906.1	CARHR022150
OG0015694	XP_013642369.2, XP_048638532.1	CARHR022160
OG0015695	XP_048599409.1, XP_013690026.1	CARHR004820
OG0015696	XP_013695316.1, XP_013748581.1	CARHR022490
OG0015697	XP_013748584.1, XP_013698143.1	CARHR022540
OG0015698	XP_013639989.2, XP_013752349.1	CARHR022820
OG0015699	XP_013696533.2, XP_013748599.1	CARHR022980
OG0015700	XP_013697282.1, XP_013697774.1	CARHR023060
OG0015701	XP_013726019.1, XP_013697655.1	CARHR023160
OG0015702	XP_013696431.2, XP_013642543.1	CARHR023310
OG0015703	XP_013697353.1, XP_013642561.1	CARHR023320
OG0015704	XP_013725961.1, XP_013695652.2	CARHR023380
OG0015705	XP_013741606.1, XP_013695716.2	CARHR023480
OG0015706	XP_048593990.1, XP_013711441.1	CARHR023620
OG0015707	XP_013698027.2, XP_013662885.1	CARHR023830
OG0015708	XP_048596897.1, XP_013697959.2	CARHR024260
OG0015709	XP_048596890.1, XP_022552051.2	CARHR024340
OG0015710	XP_013675021.2, XP_013659754.2	CARHR024420
OG0015711	XP_013722047.2, XP_013697136.2	CARHR006730
OG0015712	XP_013662732.1, XP_022546719.2	CARHR025200
OG0015713	XP_048614601.1, XP_013655626.2	CARHR025320
OG0015714	XP_013642077.1, XP_013697575.1	CARHR025500
OG0015715	XP_048604575.1, XP_013689623.2	CARHR061950
OG0015716	XP_013657105.1, XP_013657173.1	CARHR025690
OG0015717	XP_013702806.2, XP_013649336.2	CARHR061600
OG0015718	XP_013657115.1, XP_013657181.2	CARHR025840
OG0015719	XP_013657126.1, XP_013657191.1	CARHR025960
OG0015720	XP_048592646.1, XP_013662801.1	CARHR026070
OG0015721	XP_048593930.1, XP_048606804.1	CARHR026420
OG0015722	XP_013659655.1, XP_013693194.1	CARHR026680
OG0015723	XP_013659654.1, XP_013696090.2	CARHR026710
OG0015724	XP_013685423.1, XP_013706509.1	CARHR020520
OG0015725	XP_013671028.1, XP_022560819.2	CARHR036160
OG0015726	XP_048616497.1, XP_048599171.1	CARHR036150
OG0015727	XP_013657169.1, XP_013663222.1	CARHR027060
OG0015728	XP_048600085.1, XP_013739025.1	CARHR231630
OG0015729	XP_013671529.2, XP_013711788.1	CARHR231700
OG0015730	XP_013739143.2, XP_013692395.2	CARHR231780
OG0015731	XP_013739224.2, XP_013692375.2	CARHR231870, CARHR218950
OG0015732	XP_013692380.1, XP_013739281.2	CARHR231930
OG0015733	XP_048597665.1, XP_013692391.2	CARHR232000
OG0015734	XP_013664017.1, XP_013708548.2	CARHR115890
OG0015735	XP_013670228.2, XP_013669878.1	CARHR232090
OG0015736	XP_048600121.1, XP_048597718.1	CARHR232120
OG0015737	XP_013671242.2	CARHR232190
OG0015738	XP_013671246.2, XP_013739504.2	CARHR232210
OG0015739	XP_013669881.2, XP_013739570.1	CARHR232330
OG0015740	XP_013641380.2, XP_013739639.1	CARHR232460
OG0015741	XP_048619452.1, XP_048619077.1	CARHR232510
OG0015742	XP_048600140.1, XP_013740202.1	CARHR232690
OG0015743	XP_013738051.1, XP_022555346.1	CARHR232780
OG0015744	XP_048619086.1, XP_013738066.2	CARHR232960
OG0015745	XP_013722633.2, XP_013656514.2	CARHR232880
OG0015746	XP_048598023.1, XP_048600157.1	CARHR232860
OG0015747	XP_048598703.1, XP_013719926.1	CARHR264790
OG0015748	XP_013716092.3, XP_013672638.1	CARHR008340
