Orthogroup	Brassica_napus	Noccaea_praecox
OG0013141	XP_048598328.1, XP_013667989.3	Np003G139530
OG0013142	XP_013665486.2, XP_022549305.1	Np003G139350
OG0013143	XP_013727121.2, XP_013720721.1	Np003G139160
OG0013144	XP_013720821.1, XP_013727176.2	Np003G139140
OG0013145	XP_048607884.1, XP_013716523.2	Np003G139060
OG0013146	XP_013720741.3, XP_013668008.2	Np003G139040
OG0013147	XP_013668004.2, XP_013720797.1	Np003G139000
OG0013148	XP_048625598.1, XP_048607868.1	Np003G138530
OG0013150	XP_013726124.1, XP_013653795.1	Np003G138370
OG0013151	XP_048598352.1	Np003G138320
OG0013152	XP_048598354.1, XP_013720760.1	Np003G138290
OG0013153	XP_048607859.1, XP_013726187.1	Np003G138140
OG0013154	XP_013668071.2, XP_013687383.1	Np003G137960
OG0013155	XP_013668075.2, XP_013687387.2	Np003G137950, Np003G137970
OG0013156	XP_013668082.1, XP_013687402.2	Np003G137860
OG0013157	XP_013687401.1, XP_013668081.1	Np003G137850
OG0013158	XP_013668116.2, XP_013712048.1, XP_022554275.1	Np003G137230
OG0013159	XP_048602746.1, XP_022551455.2, XP_013678928.1	Np003G137210
OG0013160	XP_048626281.1, XP_013714678.2, XP_013678715.2	Np003G136480
OG0013161	XP_013680301.1, XP_048625210.1	Np003G136040
OG0013162	XP_013737508.2, XP_013715278.2	Np003G136000
OG0013163	XP_022555431.2, XP_048625181.1	Np003G135700
OG0013164	XP_013680317.1, XP_013726874.2	Np003G135500
OG0013165	XP_013715571.2, XP_013741386.1	Np003G135480
OG0013166	XP_013680322.1, XP_013726898.2	Np003G135400
OG0013167	XP_022569890.1, XP_013715482.2	Np003G133960, Np003G135250
OG0013168	XP_013715639.2, XP_022569894.1	Np003G135230, Np003G134520
OG0013169	XP_048603365.1, XP_048602693.1	Np003G135210
OG0013170	XP_013692115.2, XP_048602691.1	Np003G135150
OG0013171	XP_013702320.1, XP_048598440.1	Np003G134810
OG0013172	XP_048626908.1, XP_048617950.1, XP_013643510.1	Np001G010500
OG0013174	XP_013715244.2, XP_013686298.2	Np003G134290
OG0013175	XP_048623128.1, XP_048598463.1	Np003G134280
OG0013176	XP_048624874.1, XP_013680386.2	Np003G133820
OG0013177	XP_013740116.2, XP_013678934.2	Np003G133750
OG0013178	XP_013715614.3, XP_048623165.1	Np003G133730
OG0013179	XP_013715630.2, XP_013643247.2	Np003G133210
OG0013180	XP_048629531.1, XP_013678284.2, XP_013727972.2	Np001G007870
OG0013181	XP_048607793.1, XP_048624766.1	Np003G132930
OG0013182	XP_013737308.3, XP_022562816.1	Np005G295500
OG0013183	XP_013724748.2, XP_048637937.1	Np005G294540
OG0013184	XP_048618871.1, XP_022572490.2	Np005G293990
OG0013185	XP_048601413.1, XP_013711733.1	Np005G293640
OG0013186	XP_013737287.2, XP_022561843.2	Np005G293630
OG0013188	XP_048594678.1, XP_048622553.1	Np005G292160
OG0013189	XP_022562876.2, XP_048632805.1	Np005G292110
OG0013190	XP_013703114.2, XP_013737240.2	Np005G292080
OG0013191	XP_013677071.2, XP_048603842.1	Np001G036380
OG0013192	XP_013652702.2	Np005G291470
OG0013193	XP_013728088.1, XP_013700941.2	Np005G291210
OG0013194	XP_013700507.3, XP_013728078.1	Np005G291050
OG0013195	NP_001302870.1, XP_048630037.1, XP_048632816.1	Np005G291010
OG0013196	XP_013726662.1, XP_048601458.1	Np005G290840
OG0013197	XP_013727422.1, XP_013719490.1	Np005G290630
OG0013198	XP_048638565.1, XP_013719504.1	Np005G290420
OG0013199	XP_013719492.2, XP_048638576.1	Np005G290390
OG0013200	XP_013668956.2, XP_013719437.1	Np005G290380
OG0013201	XP_048601471.1, XP_013668998.2	Np005G290060
OG0013202	XP_048632357.1, XP_013660916.1	Np005G288650
OG0013203	XP_013711948.2, XP_048597176.1	Np001G062080, Np001G058290, Np001G058110
OG0013204	XP_013660917.1, XP_013734536.2	Np005G288640
OG0013205	XP_013723030.2, XP_013665329.2	Np005G269320
OG0013206	XP_022568647.2, XP_048601510.1	Np005G288130
OG0013207	XP_022575082.1, XP_013724588.2, XP_048627137.1	Np005G287660
OG0013208	XP_013737247.1, XP_048601554.1	Np005G287990
OG0013209	XP_013728435.1, XP_048626643.1, XP_048594725.1	Np005G286810
OG0013210	XP_013731851.1, XP_048596572.1	Np005G286160
OG0013211	XP_013734011.2, XP_013671456.2	Np005G285770
OG0013212	XP_013701614.2, XP_013728856.2	Np002G086300
OG0013213	XP_013733995.1, XP_048596691.1	Np005G285460
OG0013214	XP_022546467.1, XP_013701218.2	Np005G284950
OG0013216	XP_048619031.1, XP_013740733.2	Np005G283280
OG0013217	XP_048619038.1, XP_013735061.2	Np005G283210
OG0013218	XP_013735056.1, XP_048600070.1, XP_013711870.3	Np005G283100
OG0013219	XP_013735051.2, XP_013705228.2	Np005G283080
OG0013220	XP_048600081.1, XP_013711456.2	Np005G282810
OG0013221	XP_013662268.2, XP_048613044.1	Np004G205770
OG0013223	XP_048617690.1, XP_013717502.2	Np004G206310
OG0013224	XP_022572545.2, XP_013672541.1, XP_013736946.1	Np004G206340
OG0013225	XP_048627548.1, XP_048608065.1	Np003G148310
OG0013226	XP_013642048.2, XP_013739988.1	Np005G280340
OG0013227	XP_013715210.2, XP_022566175.1	Np003G132830
OG0013228	XP_013717479.1, XP_048617703.1	Np004G206910
OG0013229	XP_022559393.1, XP_022575224.2	Np004G208470
OG0013230	XP_013730847.1, XP_013732509.2	Np004G208510
OG0013231	XP_048594943.1, XP_048617782.1	Np004G208650
OG0013232	XP_013662183.1, XP_013640273.1	Np004G208760
OG0013233	XP_013639879.1, XP_013713835.1	Np004G224340
OG0013234	XP_013639884.2	Np004G204200, Np004G203990
OG0013235	XP_013721011.1, XP_048596244.1	Np004G220170, Np004G203940, Np004G204230
OG0013236	XP_048636290.1, XP_013720003.1	Np004G204520
OG0013237	XP_013749268.1, XP_013720062.1	Np004G204570
OG0013238	XP_013728266.1	Np004G204910
OG0013239	XP_013676410.1, XP_013693051.2	Np004G202490
OG0013240	XP_013648097.1, XP_048632307.1	Np007G412380, Np007G413810
OG0013241	XP_048613023.1, XP_013705272.1, XP_013647471.1	Np004G214700
OG0013242	XP_013703204.1, XP_048598666.1	Np004G203290
OG0013243	XP_048593603.1, XP_013688330.1, XP_048599524.1	Np004G201970
OG0013244	XP_048596015.1	Np001G025600
OG0013245	XP_048617039.1, XP_048599486.1	Np004G200470
OG0013246	XP_013660673.2, XP_013702621.1	Np004G200710
OG0013247	XP_013701479.1, XP_013656437.2	Np004G203740
OG0013248	XP_048621680.1, XP_013701566.2	Np004G203760
OG0013249	XP_013701565.2, XP_048593651.1	Np004G203770
OG0013250	XP_013686641.2, XP_022545507.2	Np004G201920
OG0013251	XP_013700778.2, XP_013665938.2	Np004G201360
OG0013252	XP_013653234.2, XP_013685415.2	Np004G210640
OG0013253	XP_013727914.1, XP_013662502.1	Np004G210620
OG0013254	XP_013711287.2, XP_022548347.1	Np004G210960
OG0013255	XP_013656957.1, XP_013685298.1	Np004G211020
OG0013256	XP_013665932.2, XP_048592604.1	Np004G211040
OG0013257	XP_013656924.1, XP_013685402.1	Np004G211510
OG0013258	XP_013718258.1, XP_048614605.1	Np004G211640
OG0013259	XP_022544459.2, XP_048591451.1	Np004G211810
OG0013260	XP_013710786.2, XP_022545245.2	Np004G211910
OG0013261	XP_022544356.1, XP_022562742.1	Np007G387300
OG0013262	XP_013662626.1, XP_013698414.1	Np004G212110
OG0013263	XP_013696299.1, XP_013696881.1	Np004G212470
OG0013264	XP_013656851.2, XP_013671445.1	Np004G213060
OG0013265	XP_013662477.1, XP_013707767.2	Np004G213590
OG0013266	XP_013669721.2, XP_013665727.1	Np005G266390
OG0013267	XP_013670567.2, XP_013639855.2	Np005G266460
OG0013268	XP_013733024.1, XP_048607203.1, XP_013654941.1	Np005G267060
OG0013269	XP_048634464.1, XP_013647480.1	Np005G267450
OG0013270	XP_013748866.1, XP_022562792.1	Np005G267480
OG0013271	XP_013643125.2, XP_048601038.1, XP_013743324.1	Np005G267530
OG0013272	XP_013749082.2, XP_013724234.1	Np007G375340
OG0013273	XP_013745529.1, XP_013645282.2	Np005G267860
OG0013274	XP_013707611.2, XP_013749413.1	Np005G268030
OG0013275	XP_013665570.2, XP_013665413.1	Np005G268040
OG0013276	XP_013746130.2, XP_013740700.2	Np005G268070
OG0013277	XP_048634275.1, XP_013707154.1, XP_013749417.1	Np002G090740
OG0013278	XP_048634261.1, XP_013746863.2	Np005G268180
OG0013279	XP_013707178.1, XP_013749419.1	Np005G268290
OG0013280	XP_013706809.1, XP_013749422.1	Np005G268330
OG0013281	XP_013742538.1, XP_048619375.1	Np003G141320, Np007G390780
OG0013282	XP_022555738.1, XP_013656612.2	Np005G268790
OG0013283	XP_022574280.2	Np005G268820
OG0013284	XP_013665286.2, XP_013723034.1	Np005G268910
OG0013285	XP_048633947.1, XP_013723008.2	Np005G269350
OG0013286	XP_013692758.1, XP_013703522.2	Np005G262740
OG0013287	XP_013682701.1, XP_048597066.1	Np001G056270
OG0013288	XP_013736410.2, XP_013731420.2	Np005G262360
OG0013289	XP_013731823.2, XP_048600960.1	Np005G262350
OG0013290	XP_013736348.2, XP_013731342.2	Np005G262310
OG0013291	XP_013707691.1, XP_013738555.1	Np005G262080
OG0013292	XP_048633710.1, XP_048600949.1, XP_048629651.1	Np005G262070
OG0013293	XP_013656561.1, XP_013678084.1, XP_013706578.1	Np005G262060
OG0013294	XP_048606841.1, XP_048593920.1	Np004G210510
OG0013295	XP_013726745.1, XP_048606306.1, XP_022545831.2	Np005G262040
OG0013296	XP_013707411.1, XP_013644953.2	Np005G261630
OG0013297	XP_022564789.1	Np005G261620
OG0013298	XP_048633551.1, XP_048600942.1	Np005G261600
OG0013299	XP_013707056.1, XP_013644949.2	Np005G261360
OG0013300	XP_022555705.1, XP_013656705.2	Np005G261290
OG0013301	XP_013702951.1, XP_013656690.2	Np005G261150
OG0013302	XP_013652833.1, XP_013656670.2	Np005G260640
OG0013303	XP_013652828.2, XP_048630622.1, XP_013656737.2	Np005G260570
OG0013304	XP_048630623.1, XP_013652826.1, XP_048593845.1	Np005G260520
OG0013305	XP_013735396.1, XP_022553897.1	Np005G260310
OG0013306	XP_013731896.1, XP_013729569.1	Np005G260080
OG0013307	XP_013685732.1, XP_048593835.1, XP_013656766.2	Np005G260160
OG0013308	XP_013731884.1, XP_013705684.1	Np005G260210
OG0013309	XP_013735322.1, XP_048633361.1	Np005G260040
OG0013310	XP_048597493.1	Np006G370140
OG0013311	XP_048610696.1, XP_048633299.1	Np005G310650
OG0013312	XP_013707504.2, XP_013686831.2	Np005G310880
OG0013313	XP_013703948.2, XP_013646560.1	Np005G310940
OG0013314	XP_013741966.2, XP_013721038.1	Np005G311110
OG0013315	XP_048630398.1, XP_013748950.1, XP_013687458.1	Np005G311330
OG0013316	XP_048618255.1, XP_013656069.1	Np005G312040
OG0013318	XP_013742970.2, XP_048610735.1	Np005G312330
OG0013319	XP_013746669.2, XP_048610730.1	Np005G312410
OG0013320	XP_013732873.2, XP_048633347.1	Np005G312430
OG0013321	XP_013738509.1, XP_013742978.1	Np005G312600
OG0013322	XP_013647719.2, XP_048616549.1	Np005G313210
OG0013323	XP_013725608.1, XP_013741775.2	Np005G313430
OG0013324	XP_022573797.2, XP_013725645.1	Np005G313480
OG0013325	XP_013647740.2, XP_048616555.1	Np005G313750
OG0013326	XP_013742989.2, XP_013706668.1	Np005G313840
OG0013327	XP_013742988.2, XP_013706667.1	Np005G313850
OG0013328	XP_048592874.1, XP_013675264.3	Np005G314420
OG0013329	XP_013690444.1, XP_013747693.1	Np005G314890
OG0013330	XP_013743158.3, XP_013728628.2	Np005G315880
OG0013331	XP_013743152.2, XP_013642881.1	Np005G316000
OG0013332	XP_013743148.2, XP_013642882.1	Np005G316010
OG0013333	XP_013727673.1, XP_048602406.1	Np003G146670
OG0013334	XP_013667394.1, XP_048635183.1, XP_013749225.1	Np004G216890
OG0013335	XP_048606712.1, XP_013642535.2	Np001G045600
OG0013336	XP_013746391.1, XP_013718602.1	Np003G180330
OG0013337	XP_013644183.2, XP_013644341.2	Np001G017150
OG0013338	XP_048610514.1, XP_048629648.1, XP_048636573.1	Np006G340610
OG0013339	XP_048610517.1, XP_022556128.2	Np006G340660
OG0013340	XP_013659522.2, XP_048610974.1	Np006G340800
OG0013341	XP_013719761.2, XP_013719760.2	Np003G177380
OG0013342	XP_013656110.2	Np003G177060
OG0013343	XP_013735102.2, XP_013732041.1	Np003G176390
OG0013344	XP_048625386.1, XP_013656112.2	Np003G176370
OG0013345	XP_013732013.1, XP_013735100.2	Np003G176360
OG0013346	XP_013656115.3, XP_013718416.1	Np003G176300
OG0013347	XP_048606891.1, XP_013735095.2	Np003G176270
OG0013348	XP_013682006.3, XP_013730750.2	Np003G147910
OG0013349	XP_022551120.1, XP_022563943.2	Np003G175830
OG0013350	XP_013749077.1, XP_013742017.1	Np007G375190
OG0013351	XP_013652983.1, XP_013643653.1	Np004G205000
OG0013352	XP_013666923.1, XP_013669922.1	Np003G175370
OG0013353	XP_013660145.1, XP_013703052.1, XP_048637135.1	Np003G175380
OG0013354	XP_013676406.1, XP_022555558.1	Np003G175410
OG0013355	XP_048609520.1, XP_013744902.2	Np006G342700
OG0013356	XP_013744514.2, XP_013671293.1, XP_013744493.1, XP_013683470.1	Np006G343910
OG0013357	XP_048634389.1, XP_013746109.3	Np006G343980
OG0013358	XP_013671298.1, XP_013662422.2	Np006G344020
OG0013359	XP_022556125.2, XP_048636571.1, XP_048629647.1	Np006G340590
OG0013360	XP_013647572.1, XP_013651717.2	Np001G041610
OG0013361	XP_013744364.2, XP_048626985.1, XP_013661728.1	Np001G041680
OG0013362	XP_013647567.2, XP_022562409.2	Np001G041740
OG0013363	XP_022543765.2, XP_048611326.1	Np001G041820
OG0013364	XP_013692564.2, XP_013644991.1	Np001G041900
OG0013365	XP_013692233.2, XP_013644985.1	Np001G042050
OG0013366	XP_013667430.2, XP_013675881.1	Np004G201760
OG0013367	XP_013731493.1, XP_013698563.2	Np001G042300
OG0013368	XP_013731492.3, XP_022551149.2	Np001G042390
OG0013369	XP_013719930.2, XP_013655601.1	Np004G199440
OG0013370	XP_013726061.1, XP_013745792.2	Np001G042510
OG0013371	XP_013644965.2, XP_022556345.2	Np001G042610
OG0013372	XP_022574888.2, XP_013748288.3	Np006G334060
OG0013373	XP_013727879.2	Np001G042750
OG0013374	XP_013727855.2, XP_048595911.1	Np001G042800
OG0013375	XP_013703468.1, XP_022562840.1	Np001G040780
OG0013376	XP_013727864.2, XP_013640208.1	Np001G042830
OG0013377	XP_013723879.1, XP_013734706.2	Np006G336150
OG0013378	XP_013677999.1, XP_013750267.2	Np001G042840
OG0013379	XP_048615038.1, XP_013728267.1, XP_013692691.1	Np001G042860
OG0013380	XP_013750269.2, XP_013677992.2	Np001G044450
OG0013381	XP_013672931.2, XP_013672932.1	Np001G010070
OG0013382	XP_013680618.1, XP_048634449.1	Np006G340070
OG0013383	XP_013654804.1, XP_013690423.1	Np003G177540
OG0013384	XP_048626671.1, XP_013656082.2, XP_013735973.2	Np003G177790
OG0013385	XP_048624312.1, XP_048596817.1	Np003G177850
OG0013386	XP_013735976.1, XP_013656079.2	Np003G177940
OG0013387	XP_013740955.2, XP_048624873.1	Np003G178000
OG0013388	XP_013670257.2, XP_013659962.2, XP_022572543.1	Np004G206370
OG0013389	XP_013732871.1, XP_022555557.1, XP_013712424.1	Np003G178260
OG0013390	XP_048606910.1, XP_048631988.1	Np003G179740
OG0013391	XP_013718618.2, XP_013736653.1	Np003G179970
OG0013392	XP_013742149.1, XP_013718540.2	Np003G180340
OG0013393	XP_013718539.1, NP_001302906.1	Np003G180370
OG0013394	XP_013718640.2	Np003G180530
OG0013395	XP_013693375.2, XP_048631155.1, XP_013692911.2	Np003G180560
OG0013396	XP_013718617.2, XP_013743437.1	Np003G180890
OG0013397	XP_048596786.1, XP_013714680.1	Np003G181180
OG0013398	XP_013718643.2, XP_013714515.1	Np003G181280
OG0013399	XP_013649036.1, XP_013662154.2	Np003G181500
OG0013400	XP_013662161.2, XP_048624288.1	Np003G181670
OG0013401	XP_013684134.2, XP_013707900.2	Np003G182080
OG0013402	XP_048624267.1, XP_048596746.1	Np003G183120
OG0013403	XP_048606958.1, XP_013735492.1	Np003G183220
OG0013404	XP_013706388.1, XP_013735460.2	Np003G183920
OG0013405	XP_013661990.2, XP_013671909.1	Np003G183980
OG0013406	XP_013670050.2, XP_013659485.2	Np003G184640
OG0013407	XP_013661989.2, XP_013671912.2	Np003G184000
OG0013408	XP_048630144.1, XP_048615519.1, XP_022571572.1, XP_048603569.1	Np001G040010
OG0013409	XP_048637410.1, XP_013723727.1	Np001G039880
OG0013410	XP_013661704.2, XP_013749269.2	Np001G039200
OG0013411	XP_013681661.1, XP_013687171.2	Np001G039080
OG0013412	XP_048600753.1, XP_013640520.1, XP_013661803.2	Np001G038820
OG0013413	XP_048627045.1, XP_013713256.2	Np001G037470
OG0013413	XP_013732614.2	Np007G376370
OG0013414	XP_013734064.1, XP_048603818.1	Np001G037700
OG0013415	XP_013692820.1, XP_013681697.2	Np001G037690
OG0013416	XP_048623537.1, XP_013699548.2	Np001G037510
OG0013417	XP_048618318.1, XP_013681726.2	Np001G037120
OG0013418	XP_013669754.2, XP_013680520.1	Np001G037050
OG0013419	XP_013680522.2, XP_013670711.1	Np001G036950
OG0013420	XP_013669752.1, XP_013680523.1	Np001G036910
OG0013421	XP_022548495.2, XP_048624861.1	Np001G036800
OG0013422	XP_013732282.1, XP_048637377.1	Np001G036750
OG0013423	XP_048603846.1, XP_013732775.1	Np001G036580
OG0013424	XP_013712738.1, XP_013661947.1	Np001G035370
OG0013425	XP_048599070.1, XP_013736381.1	Np003G148160
OG0013428	XP_048621494.1, XP_048594526.1	Np005G309640
OG0013429	XP_013722923.2, NP_001303167.1	Np007G388950
OG0013430	XP_013683368.1, XP_013696669.1	Np005G307410
OG0013431	XP_013685694.1, XP_013725542.2	Np005G307440
OG0013432	XP_013732306.1, XP_013657068.2	Np007G388140
OG0013433	XP_013719620.1, XP_048633276.1, XP_013696820.1	Np005G307550
OG0013434	XP_013727264.1, XP_048620415.1	Np007G387800
OG0013435	XP_013719845.1, XP_013710662.1	Np005G308460
OG0013436	XP_022555378.1, XP_013657037.1	Np007G387010
OG0013437	XP_048634298.1, XP_022556740.2	Np005G307180
OG0013438	XP_013732799.2, XP_048593620.1	Np005G307010
OG0013439	XP_013687214.2, XP_013707979.2	Np005G306410
OG0013440	XP_013712409.1, XP_013693271.2	Np005G306230
OG0013441	XP_013660645.2, XP_013662886.2	Np005G306030
OG0013442	XP_013718595.1, XP_013736700.1	Np003G179890
OG0013443	XP_048634007.1, XP_048610199.1	Np005G305390
OG0013445	XP_013702764.2, XP_048628246.1, XP_048628113.1	Np005G304040
OG0013446	XP_013698766.1, XP_048629615.1, XP_048628139.1	Np005G303820
OG0013447	XP_048630400.1, XP_022568462.1, XP_013668444.1	Np005G303700
OG0013448	XP_013707615.2, XP_048628125.1, XP_013702334.2	Np005G303580
OG0013449	XP_013748027.2, XP_013655701.1	Np005G303550
OG0013450	XP_013737076.2, XP_013647621.2, XP_022550573.1	Np005G302790
OG0013451	XP_013647612.1, XP_022550574.1	Np005G302760
OG0013452	XP_022569827.1, XP_013647763.1	Np005G316440
OG0013453	XP_013746798.2, XP_048610783.1	Np005G316720
OG0013454	XP_048616579.1, XP_013701994.2	Np005G317330
OG0013455	XP_013681315.2, XP_013746825.1	Np005G318060
OG0013456	XP_013731594.1, XP_013743365.2	Np005G318940
OG0013457	XP_013743418.2, XP_048633480.1	Np005G319460
OG0013458	XP_013743481.2, XP_048633503.1, XP_013672020.2	Np005G320140
OG0013459	XP_013661842.2, XP_048592937.1	Np005G320220
OG0013460	XP_022567631.2, XP_048616980.1	Np005G320290
OG0013461	XP_013683574.2, XP_013734367.2	Np006G320580
OG0013462	XP_022571779.2, XP_013734946.2	Np006G320800
OG0013463	XP_013691473.1, XP_013747511.2	Np006G320860
OG0013464	XP_013747516.1, XP_013691811.1	Np006G320960
OG0013465	XP_013691810.1, XP_013747521.1	Np006G321730, Np006G320980
OG0013466	XP_013747549.2, XP_013691808.1	Np006G321090
OG0013467	XP_013690373.2, XP_013747541.2, XP_048610000.1	Np006G321190
OG0013468	XP_048631829.1, XP_013733457.1	Np006G321470
OG0013469	XP_013747567.2, XP_013686613.2	Np006G321950
OG0013470	XP_013690649.2, XP_013747569.2	Np006G322010
OG0013471	XP_013692568.1, XP_013747573.1	Np006G322100
OG0013472	XP_048610340.1, XP_013747575.2	Np006G322160, Np006G322130
OG0013473	XP_013750949.2, XP_013717033.1	Np006G322650
OG0013474	XP_022568325.2, XP_048635431.1	Np006G322900
OG0013475	XP_013712212.2, XP_022574864.2	Np006G322970
OG0013476	XP_048635435.1, XP_048610360.1	Np006G323010
OG0013477	XP_013747644.2, XP_013708289.2	Np006G323030
OG0013478	XP_013747887.1, NP_001302491.1	Np006G323060
OG0013479	XP_013748076.1, XP_013748086.1, XP_013748198.1	Np006G323270
OG0013480	XP_013748093.1, XP_013748209.1	Np006G323390
OG0013481	XP_048636417.1, XP_022571209.2	Np006G323410
OG0013482	XP_013688260.2	Np006G323570
OG0013483	XP_013688264.1, XP_013749674.1	Np006G323600
OG0013484	XP_013686190.1, XP_013752178.2	Np004G218750, Np006G324050
OG0013485	XP_013725793.1, XP_048631804.1	Np006G324500
OG0013486	XP_013734783.2, XP_013683867.1	Np006G325350
OG0013487	XP_013670622.2, XP_013742062.1	Np001G065720
OG0013488	XP_048636392.1, XP_013747988.2	Np006G325410, Np006G325400
OG0013489	XP_013752146.2, XP_013690684.1	Np006G325460
OG0013490	XP_048609331.1, XP_048636388.1	Np006G325610
OG0013491	XP_048636379.1, XP_013688820.2	Np006G325720
OG0013492	XP_013692440.2, XP_013692249.1	Np006G325740
OG0013493	XP_048631789.1, XP_013683857.1	Np006G329930, Np006G325790
OG0013494	XP_013686560.1, XP_013686931.2	Np006G326080
OG0013495	XP_013691590.2, XP_022574274.2, XP_048608639.1, XP_013734749.2	Np006G326360
OG0013496	XP_013688370.1, XP_048634741.1	Np006G326550
OG0013497	XP_013720136.1, XP_013690525.2	Np006G326800
OG0013498	XP_013686185.1, XP_013717521.1	Np006G327020
OG0013499	XP_013688027.1, XP_013664173.1	Np006G327140
OG0013500	XP_013688031.1, XP_048634715.1	Np006G327240
OG0013501	XP_013683790.1, XP_048631757.1	Np006G327590
OG0013502	XP_013676868.2, XP_013687862.1	Np006G327660
OG0013503	XP_013687940.1, XP_013646933.1	Np006G327740
OG0013504	XP_048636349.1, XP_013657027.1	Np006G328110
OG0013505	XP_013714458.1, XP_013648350.2	Np001G063380
OG0013506	XP_013752073.2, XP_013690945.1	Np006G328970
OG0013507	XP_048634685.1, XP_013687890.2	Np006G328850
OG0013508	XP_013687829.1, XP_048634671.1	Np006G329790
OG0013509	XP_013724364.2, XP_048608616.1	Np006G329800
OG0013510	XP_013730088.1	Np003G125550
OG0013511	XP_013732253.1	Np003G125670
OG0013512	XP_022568861.2	Np003G125820
OG0013513	XP_013740026.1, XP_013730094.1	Np003G126070
OG0013514	XP_048624381.1, XP_013729835.2	Np003G126110
OG0013516	XP_013729836.1, XP_048631068.1	Np003G126290, Np003G126270
OG0013517	XP_013720157.1	Np003G126420
OG0013518	XP_048631061.1, XP_013729844.1	Np003G126470
OG0013519	XP_013725159.2, XP_013746031.2	Np003G126830
OG0013520	XP_048598637.1, XP_013668302.2, XP_013747646.2	Np003G127030
OG0013521	XP_013747652.1, XP_048598653.1, XP_013668303.1	Np003G127020
OG0013522	XP_013720255.1	Np003G127670
OG0013523	XP_013666185.2, XP_013720257.1	Np003G127690, Np007G395640
OG0013524	XP_048624086.1, XP_022554168.1	Np003G127970
OG0013525	XP_048624325.1, XP_013668352.2	Np003G128070
OG0013526	XP_022549523.1, XP_013726253.2	Np003G128080
OG0013527	XP_013668364.1, XP_013726260.1	Np003G128160
OG0013528	XP_022573187.1, XP_048624131.1, XP_013740074.3, XP_013721482.1	Np003G128270
OG0013529	XP_013730121.1, XP_013668383.2	Np003G128460
OG0013530	XP_013666197.1, XP_013666139.1	Np003G128480
OG0013531	XP_048624810.1, XP_013668394.1	Np003G128620
OG0013532	XP_013666145.2, XP_013666203.1	Np003G128680
OG0013533	XP_013668399.1, XP_013668205.2	Np003G128720
OG0013534	XP_013668398.2, XP_048623063.1	Np003G128750
OG0013535	XP_013668212.2, XP_013668406.2	Np003G128770
OG0013536	XP_048623065.1, XP_013668405.1	Np003G128780
OG0013537	XP_013676005.1	Np003G148200
OG0013539	XP_013667353.2, XP_048623387.1	Np003G147700
OG0013540	XP_013731166.2, XP_013682285.2	Np003G148840
OG0013541	XP_013706901.1, XP_013667274.2	Np003G148850
OG0013542	XP_013667243.2, XP_013717651.1	Np003G149420
OG0013543	XP_013712937.2	Np003G149870
OG0013544	XP_013667213.2, XP_013717642.1	Np003G149960
OG0013545	XP_048627909.1, XP_048608103.1	Np003G149990
OG0013546	XP_048602498.1, XP_013680129.2	Np003G150150
OG0013547	XP_013679954.2, XP_013703549.2	Np003G150950
OG0013548	XP_048599006.1, XP_013724032.1	Np003G150960
OG0013549	XP_013705403.2, XP_013713055.1	Np003G151040
OG0013550	XP_013680550.1, XP_013707511.2	Np003G151420
OG0013551	XP_013705309.2, XP_013713031.2	Np003G151440
OG0013552	XP_013716048.2, XP_013682176.1	Np003G151450
OG0013553	XP_013716052.1, XP_048608132.1	Np003G151620
OG0013554	XP_048623288.1, XP_013667139.1, XP_048602550.1	Np003G151730
OG0013555	XP_013715966.1, XP_048608145.1	Np003G152200
OG0013556	XP_013714753.1, XP_013716830.2	Np003G152940
OG0013557	XP_048598957.1	Np003G153050
OG0013558	XP_013716783.2, XP_048624919.1	Np003G153070
OG0013559	XP_013714848.1, XP_013662494.1	Np004G210770
OG0013560	XP_048608908.1, XP_022543957.1, XP_013647818.1, XP_048638634.1	Np001G046880
OG0013561	XP_013707095.2, XP_013661212.2	Np001G006230
OG0013562	XP_013661214.2, XP_013703137.1	Np001G006120
OG0013563	XP_013661230.2, XP_013705663.1	Np001G005800
OG0013564	XP_013643005.1, XP_013643417.1	Np001G005630
OG0013565	XP_013643015.2	Np001G005400
OG0013566	XP_013643081.1, XP_013643197.2	Np001G005140
OG0013567	XP_013642978.1, XP_013643047.2	Np001G005080
OG0013568	XP_013675491.2, XP_013647089.2	Np001G004930
OG0013569	XP_013643179.2, XP_013642813.2	Np001G004830
OG0013570	XP_013643172.2, XP_013642788.1	Np001G004750
OG0013571	XP_048603253.1, XP_048616584.1, XP_013700978.2	Np001G004710
OG0013572	XP_013643153.2, XP_013722815.1	Np001G004550
OG0013573	XP_013700948.1, XP_048616606.1, XP_013678363.2	Np001G004520
OG0013574	XP_048637920.1, XP_022555489.2	Np001G004420
OG0013575	XP_048625791.1, XP_048595454.1, XP_013659222.2	Np001G004350
OG0013576	XP_013672891.1, XP_013643129.2	Np001G004280
OG0013577	XP_048624417.1, XP_013652960.2	Np007G374480
OG0013578	XP_013647076.1, XP_013713110.1	Np001G004090
OG0013579	XP_013643121.2, XP_013671008.1	Np001G004020
OG0013580	XP_013675426.1	Np001G003660
OG0013581	XP_048616774.1, XP_013678423.2, XP_048603273.1	Np001G003400
OG0013583	XP_048595473.1, XP_013711401.1	Np001G002700
OG0013584	XP_048606570.1, XP_013643321.1	Np001G002690
OG0013585	XP_013643207.1, XP_013643319.2	Np001G002630
OG0013586	XP_013643316.3, XP_013641451.1	Np001G002520
OG0013587	XP_013647106.2, XP_013741005.1	Np001G002440
