Orthogroup	Brassica_napus	Eutrema_salsugineum
OG0010932	XP_013731502.2, XP_013699311.2	XP_024013281.1
OG0010933	XP_048598171.1, XP_013661454.1, XP_013683299.1, XP_013682851.1	XP_006402041.1
OG0010934	XP_022556205.2, XP_013644963.1	XP_006403384.1
OG0010935	XP_048596812.1, XP_013695362.1, XP_013703284.1	XP_006397094.1
OG0010936	XP_013687920.2, XP_048624556.1	XP_006397011.1
OG0010937	XP_013742148.1, XP_013718623.2	XP_006396926.1
OG0010938	XP_013686645.1, XP_048612732.1, XP_013675810.2	XP_024009799.1
OG0010939	XP_013662057.2, XP_048624263.1, XP_013672598.2	XP_006396695.1
OG0010940	XP_048596736.1, XP_013712481.1	XP_006396658.1
OG0010942	XP_013671907.1, XP_048596728.1	XP_024010026.1
OG0010943	XP_048624235.1, XP_013658280.2	XP_024009946.1, XP_006396644.1
OG0010944	XP_048637405.1, XP_013675675.2	XP_024011056.1
OG0010945	XP_013649131.1, XP_013649146.2, XP_048591978.1, XP_013698560.2	XP_006391185.1
OG0010946	XP_013681730.2, XP_013670723.1	XP_024011052.1
OG0010947	XP_048596603.1, XP_013661865.2	XP_006398255.1
OG0010948	XP_022563808.2, XP_022543749.2	XP_006398264.1
OG0010949	XP_013696482.2, XP_013706296.1	XP_006398336.1
OG0010950	XP_013693104.2, XP_013703344.2	XP_006398364.1
OG0010951	XP_048604376.1, XP_013677274.3, XP_013696358.2	XP_006398404.1
OG0010952	XP_048596650.1	XP_006398478.1
OG0010953	XP_013696701.1, XP_048611584.1, XP_048604211.1	XP_006398430.1
OG0010954	XP_022555401.1, XP_013657082.2	XP_006418574.1
OG0010955	XP_013659402.1, XP_013700711.1	XP_006418581.1
OG0010956	XP_013721162.2, XP_013691783.1, XP_048595958.1, XP_048623508.1	XP_006395928.1
OG0010957	XP_013661787.1, XP_013702645.1	XP_006418603.1
OG0010958	XP_048606485.1, XP_048594446.1	XP_024005575.1
OG0010959	XP_013698062.1, XP_048633278.1	XP_024005867.1
OG0010960	XP_022573749.2, XP_013723137.2	XP_024005309.1, XP_024005182.1
OG0010961	XP_048612486.1, XP_013726344.2	XP_006414850.1
OG0010962	XP_022556733.2, XP_048634304.1	XP_006414846.1
OG0010964	XP_013742869.1, XP_013691036.2	XP_006414824.1
OG0010965	XP_013747726.1, XP_022570064.1	XP_006418818.1
OG0010966	XP_048593406.1, XP_013710319.1, XP_013660276.2, XP_048601865.1	XP_024004853.1
OG0010967	XP_013655706.2, XP_013707152.1, XP_013742904.1	XP_006414507.1
OG0010968	XP_048592892.1, XP_013719118.1	XP_006405568.1
OG0010969	XP_048633407.1, XP_013725869.1, XP_013647764.1, XP_022560837.1	XP_006405565.1
OG0010970	XP_048633410.1, XP_048610766.1	XP_006405554.1
OG0010971	XP_013743263.1, XP_013686944.1	XP_006405545.1
OG0010972	XP_013686949.1, XP_013743264.1	XP_006405543.1, XP_006395372.1
OG0010973	XP_013686959.2, XP_013743265.2	XP_024008109.1, XP_006405541.1
OG0010974	NP_001303224.1, NP_001302798.1, NP_001302485.1, NP_001302696.1	XP_006405494.1
OG0010975	XP_048616320.1, XP_013647776.2	XP_006405489.1
OG0010976	XP_013704114.1, XP_013698651.2, XP_048592896.1	XP_024014574.1
OG0010977	XP_048612133.1, XP_048633441.1, XP_013647785.2	XP_006405451.1
OG0010978	XP_013738165.1, XP_013743466.2	XP_006405312.1
OG0010979	XP_022567635.2, XP_048616979.1, XP_048612184.1	XP_024005328.1
OG0010980	XP_013690401.2, XP_048637140.1	XP_006397983.1
OG0010981	XP_013734945.2, XP_022571778.2	XP_024010831.1
OG0010982	XP_013747510.2, XP_022558005.1	XP_006397975.1
OG0010983	XP_013747537.2, XP_048608690.1, XP_048631833.1	XP_006397941.1
OG0010984	XP_048610606.1, XP_013747529.2, XP_048611295.1	XP_006397934.1
OG0010985	XP_013686759.2, XP_013742879.2	XP_006414799.1
OG0010986	NP_001302518.1, XP_013748166.1, XP_013691918.1, XP_013732811.1	XP_006397910.1
OG0010987	XP_013747600.3, XP_013711527.3	XP_006397863.1
OG0010988	XP_013747875.2, XP_013752107.2, XP_013691549.1	XP_006397799.1
OG0010989	XP_013734819.2	XP_006397753.1
OG0010990	XP_013691306.1, XP_022574815.1, XP_013740649.3	XP_006397743.1
OG0010991	XP_013686192.1, XP_013748136.1	XP_006397742.1
OG0010992	XP_013691865.1, XP_013748167.1	XP_006397706.1, XP_024010900.1
OG0010993	XP_013692290.2, XP_013747965.1	XP_006397683.1
OG0010994	XP_048611251.1, XP_013690518.1	XP_006397646.1
OG0010995	XP_013734780.2, XP_013747998.2, XP_013692679.1	XP_006397644.1
OG0010996	XP_013725506.1, XP_013733503.1	XP_006397634.1
OG0010997	XP_013692251.1, XP_013686747.1	XP_006397617.1
OG0010998	XP_048616923.1, XP_048620766.1, XP_048597233.1	XP_024012735.1
OG0010999	XP_013649308.1, XP_013699109.1	XP_006391136.1
OG0011000	XP_013730250.2, XP_013683786.2, XP_048608594.1	XP_006411564.1
OG0011001	XP_013690826.2, XP_013655139.1, XP_013670408.1	XP_006411551.1
OG0011002	XP_013657024.1, XP_013687871.1, XP_048634693.1	XP_024016808.1
OG0011003	XP_013727785.1, XP_013687882.1, XP_013744988.2	XP_006411492.2
OG0011004	XP_048635464.1, XP_013687830.1, XP_013744960.2	XP_006411452.1
OG0011005	XP_013692240.1, XP_048635463.1	XP_006411442.1
OG0011006	XP_013647895.2, XP_013724363.1	XP_006411432.1
OG0011007	XP_013747817.2, XP_013691871.2, XP_013647892.1, XP_013724383.2	XP_006411431.1
OG0011008	XP_013747398.2, XP_013687823.1	XP_006411425.1
OG0011009	XP_013692698.2, XP_013747821.2, XP_013734467.2	XP_006411421.1
OG0011010	XP_048607688.1, XP_048623741.1	XP_006398583.1
OG0011011	XP_013730117.2, XP_013723316.2, XP_013731813.1	XP_006398590.1
OG0011012	XP_048599236.1, XP_013731814.1	XP_006398591.1
OG0011013	XP_013723387.2, XP_013730105.1	XP_006398598.1
OG0011014	XP_048623752.1, XP_048607691.1, XP_048598895.1	XP_006398600.1
OG0011015	XP_013730098.2, XP_013723419.2	XP_006398603.1
OG0011016	XP_013696617.2, XP_013731443.1	XP_006396573.1
OG0011017	XP_048631069.1, XP_013729812.1	XP_006398685.1
OG0011018	XP_013720145.2	XP_006398710.2
OG0011019	XP_013720133.1, XP_013685263.2, XP_013668294.2	XP_006398718.1
OG0011020	XP_048623997.1, XP_013672708.1, XP_048624359.1, XP_013666174.2	XP_006398721.1
OG0011021	XP_013747655.1, XP_013668306.2, XP_048598642.1	XP_006398742.1
OG0011022	XP_048604470.1, XP_048629263.1, XP_013668335.2, XP_013732436.2	XP_006398775.1
OG0011023	XP_013685551.1, XP_013656769.2	XP_006402113.1
OG0011024	XP_048624182.1, XP_048624181.1, XP_013730144.3, XP_048598605.1	XP_006398856.1
OG0011025	XP_022565793.2, XP_013668384.1	XP_024011467.1
OG0011026	XP_013659115.2, XP_013741377.2	XP_024007083.1
OG0011027	XP_048608068.1, XP_013740242.1	XP_006400584.1
OG0011028	XP_048603205.1, XP_048602822.1	XP_006417831.1
OG0011029	XP_048608073.1, XP_013706900.1, XP_013667273.2	XP_006400621.1
OG0011030	XP_013667263.2, XP_048623357.1	XP_006400643.2
OG0011031	XP_022566101.1, XP_013667251.2, XP_048602472.1	XP_006400661.1
OG0011032	XP_013717617.1, XP_013667236.1, XP_013721944.2	XP_006400682.1
OG0011033	XP_013717535.2, XP_013667216.2	XP_006400702.1
OG0011034	XP_013723510.2	XP_006400706.1
OG0011035	XP_048599015.1, XP_013703249.1, XP_013712820.2	XP_006400757.1
OG0011036	XP_022565369.1, XP_048599014.1	XP_006400758.1
OG0011037	XP_048628064.1, XP_013681710.1, XP_013659059.1, XP_013665860.1	XP_006400825.1
OG0011038	XP_022554502.1, XP_022568731.1	XP_006400830.1
OG0011039	XP_013716055.1, XP_013682175.1	XP_006400843.1
OG0011040	XP_013667138.2, XP_048598984.1	XP_024011962.1, XP_024006316.1
OG0011041	XP_048624917.1, XP_048598952.1, XP_013713627.2, XP_013657099.2	XP_006400972.1
OG0011042	XP_013716691.1, XP_048608165.1, XP_013732543.1	XP_006400955.1
OG0011043	XP_013698508.2, XP_013716551.2	XP_024012711.1
OG0011044	XP_013643439.2, XP_013643003.2	XP_006394256.1
OG0011045	XP_013707794.1, XP_013661301.2	XP_006394233.1
OG0011046	XP_013722810.2, XP_013643181.2, XP_013695077.1, XP_022560193.1	XP_006394192.1
OG0011047	XP_048623556.1, XP_013643173.2, XP_013722806.2	XP_006394191.1
OG0011048	XP_013701015.1, XP_013643055.2	XP_006394183.1
OG0011049	XP_013643127.2, XP_022555482.1	XP_006394131.1
OG0011050	XP_013677891.2, XP_013701648.2	XP_006404021.1
OG0011051	XP_013675464.2, XP_013653550.1, XP_013686270.2	XP_006393867.1
OG0011052	XP_013661328.2, XP_022568833.1, XP_048603299.1	XP_006393866.1
OG0011053	XP_048618474.1, XP_013653749.1, XP_048631535.1, XP_013713261.1	XP_006393845.1
OG0011054	XP_048618486.1, XP_013653730.1, XP_013661390.2	XP_006393810.1
OG0011055	XP_048591006.1, XP_013673348.2, XP_013688504.2, XP_013661380.1	XP_006393795.1
OG0011056	XP_048630025.1, XP_013677209.2, XP_048623868.1, XP_013661365.2	XP_006393780.1
OG0011057	XP_013648861.1, XP_048631299.1, XP_013683694.2	XP_006396255.1
OG0011058	XP_048625451.1, XP_048595115.1	XP_006396254.1
OG0011059	XP_013735257.2, XP_048605979.1	XP_006396236.1
OG0011060	XP_048630973.1, XP_048612200.1, XP_013683674.1	XP_006396225.2
OG0011061	XP_048612330.1, XP_013718510.2	XP_006396323.1
OG0011062	XP_048625506.1, XP_013722825.1	XP_006396347.1
OG0011063	XP_013722766.1, XP_048595152.1	XP_006396353.1
OG0011064	XP_013722853.1, XP_013726317.2	XP_006396354.1
OG0011065	XP_048595156.1	XP_006396357.1
OG0011066	XP_013726358.2, XP_013722842.1	XP_006396362.1
OG0011068	XP_048605935.1, XP_013684385.1, XP_048605938.1, XP_048632078.1	XP_024009853.1, XP_006396381.2
OG0011069	XP_048632082.1, XP_013684383.1	XP_024009803.1
OG0011070	XP_013731959.2, XP_013722835.2	XP_006396401.1
OG0011071	XP_013676987.1, XP_048612408.1	XP_006396427.1
OG0011072	XP_013677005.1, XP_048612469.1, XP_013695672.2	XP_006396451.1
OG0011073	XP_048604125.1, XP_048612475.1, XP_013695711.2	XP_006396455.1
OG0011074	XP_048604499.1, XP_013697378.2, XP_048627479.1	XP_006396465.1
OG0011075	XP_013676971.1, XP_013696144.2, XP_013740794.2	XP_006396508.1
OG0011076	XP_013684146.2, XP_013735418.2	XP_006396503.1
OG0011077	XP_013741202.2, XP_013696897.2, XP_048595219.1	XP_006396569.1
OG0011078	XP_022562955.1, XP_013661749.2, XP_048623504.1	XP_006403169.1
OG0011079	XP_022573996.1, XP_022574993.2, XP_013692796.2	XP_006410437.1
OG0011080	XP_048624310.1, XP_013731272.2	XP_006418627.2, XP_006396222.1
OG0011081	XP_013648864.1, XP_013744417.2	XP_006410414.1
OG0011082	XP_048608416.1, XP_013734203.1	XP_006410431.1
OG0011083	XP_048634370.1, XP_013692134.3, NP_001302788.1	XP_006410433.1
OG0011084	XP_013748702.2, XP_013686321.1	XP_006410347.1
OG0011085	XP_022557081.1, XP_013744336.2	XP_024004266.1
OG0011086	XP_048634911.1, XP_013748742.2	XP_024004300.1
OG0011087	XP_013733943.1, XP_013733941.2	XP_006410158.1
OG0011088	XP_048626776.1, XP_013692541.1, XP_048630230.1, XP_013730403.2, XP_048636832.1	XP_006410036.1
OG0011089	XP_013748910.2, XP_048636841.1, XP_013748898.1	XP_006410013.1
OG0011090	XP_013744222.2, XP_013744261.2	XP_006409998.1
OG0011091	XP_013643846.1, XP_013647700.1	XP_006409925.1
OG0011092	XP_013740654.2, XP_013729888.2	XP_006409889.1
OG0011093	XP_013651810.1, XP_013690700.2, XP_013687084.2	XP_006409858.1
OG0011094	XP_022568976.2, XP_022556313.1, XP_048610482.1, XP_022556314.2	XP_006409852.1
OG0011095	XP_013651801.2, XP_013690873.1	XP_024004965.1, XP_006409828.2
OG0011096	XP_013720437.1, XP_013743986.2	XP_006409756.2
OG0011097	XP_013688529.1, XP_013722889.2	XP_024016011.1
OG0011098	XP_013743998.2, XP_048633749.1	XP_006408700.1
OG0011099	XP_013742453.1, XP_013744019.2	XP_006408607.1
OG0011100	XP_013748257.2, XP_013707374.1, XP_013701977.1, XP_048634567.1	XP_006411101.1
OG0011101	XP_048591234.1, XP_013644291.1	XP_024007072.1
OG0011102	XP_013749170.1, XP_022560731.1, XP_022556478.2	XP_006392087.1
OG0011103	XP_013655193.1, XP_013655159.1, XP_048626652.1	XP_006415858.1
OG0011104	XP_013740461.1, XP_013742755.2	XP_006405248.1
OG0011105	XP_013725706.1, XP_013710583.2	XP_024004656.1
OG0011106	XP_013730605.1, XP_048614334.1	XP_006409235.1, XP_006408496.2
OG0011107	XP_048636265.1, XP_048614349.1	XP_006408510.1
OG0011108	XP_013684261.1, XP_048632131.1, XP_048632946.1, XP_048593162.1	XP_006408540.1
OG0011109	XP_048630286.1, XP_048630288.1, XP_022575059.2, XP_013732834.1	XP_006410080.1
OG0011110	XP_048629965.1, XP_048631587.1, XP_048634833.1, XP_048629967.1	XP_006408580.1
OG0011111	XP_013727343.1, XP_013687805.1	XP_006411404.1
OG0011112	XP_013690372.1, XP_013727347.1, XP_013691750.1, XP_013752085.2	XP_006411403.1
OG0011113	XP_048593704.1, XP_048619859.1, XP_022562914.1, XP_013741998.1	XP_006413140.2
OG0011114	NP_001302550.1, NP_001302964.1, NP_001302763.1	XP_006413144.1
OG0011115	XP_013741556.2, XP_013705200.2	XP_006413145.1
OG0011116	XP_013673314.1, XP_048608175.1	XP_024015527.1
OG0011117	XP_048614256.1, XP_013750936.2	XP_006408393.1
OG0011118	XP_048601977.1, XP_048633240.1, XP_048614249.1, XP_013750927.2	XP_006408387.1
OG0011119	XP_013732182.2, XP_048601965.1, XP_013732330.2	XP_006408360.1
OG0011120	XP_013721852.2, XP_013676032.1	XP_006400517.1
OG0011121	XP_013745038.1, XP_013729389.2, XP_013746444.1	XP_006408269.1
OG0011122	XP_013735769.2, XP_013745058.1	XP_006408186.1
OG0011123	XP_013750687.1, XP_013750744.1	XP_006408114.1
OG0011124	XP_013750755.2, XP_048615427.1	XP_006408123.1
OG0011125	XP_048615419.1	XP_024015083.1
OG0011127	XP_013725417.2, XP_048615382.1, XP_013695986.2	XP_006408020.1
OG0011128	XP_022571822.2, XP_013696379.1	XP_006407988.1
OG0011129	XP_013696038.2, XP_022571817.2	XP_006407983.1
OG0011130	XP_048614813.1, XP_048619453.1, XP_013640517.2	XP_006396163.1
OG0011131	XP_013728026.1, XP_013740921.2, XP_013696872.1	XP_006407948.1
OG0011132	XP_048591229.1, XP_013644306.2	XP_024007110.1
OG0011133	XP_022555181.1, XP_013750495.1, XP_013695615.1	XP_006407776.1
OG0011134	XP_022570590.1, XP_013750487.2, XP_048616078.1, XP_013724150.2	XP_006407763.1
OG0011135	XP_013693356.2, XP_022559250.1, XP_048632310.1	XP_024014946.1
OG0011136	XP_048632309.1, XP_048606152.1, XP_022575619.1, XP_013697463.2	XP_006407725.1
OG0011137	XP_048611163.1, XP_013744916.2	XP_006411313.1
OG0011138	XP_013744819.2, XP_013687706.1, XP_013717077.2, XP_013734556.2	XP_006411244.1
OG0011139	XP_013677145.1, XP_013744836.1, XP_048634589.1	XP_024003962.1
OG0011140	XP_013748277.2, XP_048609422.1, XP_048636464.1	XP_024003756.1
OG0011141	XP_048631695.1, XP_013734650.2	XP_024016868.1
OG0011142	XP_022557796.2, XP_013687540.2	XP_006410773.1
OG0011143	XP_048636531.1, XP_048631416.1, XP_048628915.1, XP_013686576.2	XP_024016662.1
OG0011144	XP_048611045.1, XP_013687619.2	XP_006410876.1
OG0011145	XP_013744754.1, XP_013680627.1, XP_013719284.2, XP_013692182.1	XP_006410915.1
OG0011146	XP_048629493.1, XP_013682651.1, XP_048634523.1	XP_006410927.1
OG0011147	XP_048608484.1, XP_048631658.1, XP_048629518.1	XP_006410955.1
OG0011148	XP_048611340.1, XP_013729615.2, XP_048611341.1, XP_013748365.2, XP_048636505.1	XP_024004201.1
OG0011149	XP_048636502.1, XP_048636498.1, XP_013680828.2	XP_006410990.1
OG0011150	XP_048631671.1, XP_013723930.1	XP_006411027.1
OG0011151	XP_013747465.2, XP_013706998.2, XP_013752212.2	XP_006411066.1
OG0011152	XP_013740608.2, XP_013705540.1, XP_048636477.1, XP_013706997.2	XP_006411065.1
OG0011153	XP_013710871.2, XP_013641685.1	XP_006416860.1
OG0011154	XP_013646629.1, XP_013691286.2	XP_006416852.2
OG0011155	XP_013688699.1, XP_013641679.1	XP_006416849.1
OG0011156	XP_048614137.1, XP_013646626.3, XP_013682360.2, XP_013701481.1	XP_006416823.1
OG0011157	XP_013646604.2, XP_022559395.1, XP_013711740.1, XP_013682962.1, XP_048594103.1	XP_006416731.1
OG0011158	XP_048594097.1, XP_013682963.2, XP_013744566.2, XP_013641568.2	XP_006416728.1
OG0011159	XP_013641755.2, XP_048614168.1	XP_006416679.1
OG0011160	XP_048621131.1, XP_013664588.1	XP_006416675.1
OG0011161	XP_013641731.2, XP_022558059.2, XP_013690958.1, XP_013682996.1	XP_006416656.2
OG0011162	XP_048622426.1, XP_048593488.1, XP_013694538.1, XP_013645322.2	XP_006416486.2
OG0011163	XP_013641853.1, XP_013707831.1, XP_013729473.1	XP_006416462.1
OG0011164	XP_013642018.1, XP_013671273.1, XP_013706744.1	XP_006416435.1
OG0011165	XP_013729992.2, XP_013735583.1	XP_006416407.1
OG0011166	XP_013651624.2, XP_048618250.1, XP_048638520.1, XP_013670076.1	XP_024008968.1
OG0011167	XP_013651609.2, XP_048618706.1, XP_013721793.1	XP_006416258.2
OG0011168	XP_013726011.1, XP_013697429.2	XP_006416146.1
OG0011169	XP_013696651.1, XP_048626847.1, XP_013695888.1, XP_013665638.1, XP_013653311.2	XP_006416057.1
OG0011170	XP_048593976.1, XP_048614967.1, XP_013662858.1	XP_024008301.1
OG0011171	XP_048596873.1, XP_022569312.2	XP_006416000.1
OG0011172	XP_048593964.1, XP_022545981.1, XP_013653290.2, XP_048618632.1	XP_006415962.1
OG0011173	XP_013657204.1	XP_006415929.1
OG0011174	XP_013650977.1, XP_013696542.1, XP_013751746.2, XP_013680065.3	XP_006407294.1
OG0011175	XP_013659748.1, XP_013659746.1, XP_013710101.3, XP_013646782.1, XP_013695541.1	XP_006415871.1
OG0011176	XP_013662821.1, XP_013708894.2, XP_022574987.2, XP_048596109.1	XP_006415867.1
OG0011177	XP_013657196.1	XP_006415845.1
OG0011178	XP_013723578.2, XP_013655165.1, XP_013697978.2	XP_006415825.1
OG0011179	XP_013652850.2, XP_013726908.1, XP_013655168.2, XP_048606809.1	XP_006415822.1
OG0011180	XP_013721636.1, XP_013653270.2	XP_006415795.1
OG0011181	XP_048596096.1, XP_013698368.2	XP_006415767.1
OG0011182	XP_013688227.2, XP_013671043.1, XP_013706897.2, XP_048591892.1	XP_006391288.1
OG0011183	XP_048599262.1, XP_048614575.1	XP_006418440.1
OG0011184	XP_013685351.1, XP_013663223.1, XP_013662511.1, XP_048615014.1	XP_006415755.1
OG0011185	XP_013711859.2, XP_013686914.2	XP_006395982.1
OG0011186	XP_013739727.1, XP_013641395.1	XP_006413333.1
OG0011187	XP_013740040.1, XP_048600162.1, XP_013707698.1, XP_013738078.1	XP_006413289.1
OG0011191	XP_048620982.1, XP_013711814.2	XP_024013916.1
OG0011192	XP_048612327.1, XP_013749164.1, XP_048597442.1, XP_013711622.2	XP_006404859.1
OG0011193	XP_013743674.2, XP_013743819.2	XP_006404856.1
OG0011194	XP_013670528.2	XP_006404753.1
OG0011195	XP_013712488.1, XP_013664186.2, XP_013671392.2, XP_013716919.2	XP_006404662.1
OG0011196	XP_013669909.1, XP_013716973.1	XP_006404641.1
OG0011197	XP_013660943.2, XP_022563962.2	XP_006404618.1
OG0011198	XP_013717026.1, XP_048633539.1, XP_013711841.1, XP_013664313.2	XP_006404554.1
OG0011199	XP_022558964.2, XP_013641269.2, XP_013657380.1, XP_013677791.2	XP_006417025.1
OG0011200	XP_013641285.2, XP_013727236.1, XP_013660261.1, XP_048621230.1	XP_006417033.1
OG0011201	XP_013697718.2, XP_048614012.1, XP_013664687.1, XP_013676202.2	XP_006417049.1
OG0011202	XP_048614002.1, XP_048594170.1, XP_013655243.1	XP_006417078.1
OG0011203	XP_048613076.1, XP_048597715.1, XP_048621254.1	XP_006417098.1
OG0011204	XP_013677836.2, XP_013657329.2	XP_006417172.1
OG0011205	XP_048638181.1, XP_013695653.1, XP_013677842.2, XP_013657317.1	XP_006417187.1
OG0011206	XP_048621291.1, XP_022559613.1, XP_048613978.1, XP_013746565.2	XP_006417224.1
OG0011207	XP_022569095.2, XP_048594197.1	XP_006417283.1
OG0011208	XP_022563993.2, XP_013732199.1	XP_024007814.1
OG0011209	XP_013709948.2, XP_013708438.1	XP_006417349.1
OG0011210	XP_013653122.2, XP_013645529.2	XP_006417405.1
OG0011211	XP_022563983.1	XP_006417457.1
OG0011212	XP_013657757.1, XP_013750795.3	XP_024008229.1
OG0011213	XP_013657743.1, XP_048622266.1	XP_006417501.1
OG0011214	XP_022546157.1, XP_013750883.1	XP_006417617.1
OG0011215	XP_022573830.1, XP_013733799.2	XP_006414313.1
OG0011216	XP_013646459.2	XP_006398012.1
OG0011216	XP_013716293.1, XP_048621378.1	XP_006417637.1
OG0011217	XP_013672625.2, XP_013716546.2	XP_006417661.1
OG0011218	XP_013666538.3, XP_022560923.1, XP_022548828.2, XP_013746890.2	XP_006393516.1
OG0011219	XP_013711773.1, XP_013641112.2	XP_006417727.1
OG0011220	XP_022564612.1, XP_013657547.1, XP_013691541.1, XP_013696201.2	XP_006417812.1
OG0011221	XP_013696974.1, XP_013687147.1	XP_006417820.1
OG0011222	XP_013716136.1, XP_048597881.1	XP_006417869.1
OG0011223	XP_013748782.1	XP_006417929.1
OG0011224	XP_013737652.1, XP_013660629.1	XP_006417961.1
OG0011225	XP_013716487.1	XP_006417965.1
OG0011226	XP_013666645.1, XP_013697928.1	XP_006417968.1
OG0011227	XP_013696665.2, XP_048599426.1, XP_013716433.1	XP_006417972.1
OG0011228	XP_013716392.1, XP_013666225.2	XP_006418011.1
OG0011229	XP_048599416.1, XP_022559092.2	XP_024013483.1
OG0011230	XP_013716332.2, XP_048599411.1, XP_022559576.2	XP_006418033.1
OG0011231	XP_013666451.1, XP_048613690.1	XP_006418100.1
OG0011232	XP_013698324.1, XP_013666466.2	XP_024008643.1
OG0011233	XP_013693013.2, XP_013666409.1	XP_024008535.1
OG0011234	XP_013719350.2, XP_013696259.1	XP_024008842.1, XP_024005669.1
OG0011235	XP_022548916.2, XP_013697943.2, XP_013698069.2	XP_006418220.1
OG0011236	XP_048599347.1, XP_013693368.2	XP_006418204.1
OG0011237	XP_013719181.1, XP_013697388.1	XP_006418241.1
OG0011238	XP_048599326.1, XP_048599311.1, XP_013697612.2	XP_024008693.1
OG0011239	XP_013697459.1, XP_013698306.2	XP_006418256.1
OG0011240	XP_013697023.2, XP_013693516.1, XP_013719178.1	XP_006418261.1
OG0011241	XP_013697729.1, XP_048620462.1	XP_006418287.1
OG0011242	XP_013707817.2, XP_048621818.1, XP_013719162.1, XP_013693137.1	XP_006418309.1
OG0011243	XP_048622586.1, XP_013664889.2, XP_013711744.2	XP_024008582.1
OG0011244	XP_013697206.2, XP_048599294.1, XP_013697497.1	XP_024008278.1
OG0011245	XP_013673040.1, XP_013647601.1, XP_013666332.2, XP_048612596.1	XP_006418402.1
OG0011246	XP_048616348.1, XP_048637795.1	XP_006418479.1
OG0011247	XP_048626010.1, XP_022554353.1	XP_006399902.1
OG0011248	XP_022559108.1, XP_013667648.2, XP_013727778.2, XP_013714551.1	XP_006399941.1
OG0011249	XP_022549264.1, XP_048625150.1	XP_006399929.2
OG0011250	XP_048625158.1, XP_048598276.1	XP_006399910.1
OG0011251	XP_013662385.1, XP_013713111.1, XP_013667699.2	XP_006399984.1
OG0011252	XP_013740170.2, XP_013740186.1, XP_013666024.2	XP_006400049.1
OG0011253	XP_022567559.1, XP_022554426.2	XP_006400176.1
OG0011254	XP_013667832.1, XP_048602365.1, XP_013652433.2	XP_006400186.1
OG0011255	XP_013728458.2, XP_048598207.1	XP_024012219.1
OG0011256	XP_013743092.2, XP_022549172.2, XP_013649796.2	XP_024012175.1
OG0011257	XP_013649795.1, XP_048602392.1	XP_006400274.2
OG0011258	XP_013681810.2, XP_013729841.1, XP_013700920.1	XP_006400327.1
OG0011259	XP_013649302.2, XP_013701771.2	XP_006391156.1
OG0011260	XP_013681865.1, XP_013730134.1	XP_024012395.1
OG0011261	XP_013727739.2, XP_022551536.2	XP_006397463.2, XP_006403586.1
OG0011262	XP_013683178.1, XP_013667494.1, XP_013681884.2, XP_013730237.2	XP_006400410.1
OG0011263	XP_013683479.1, XP_013667391.2, XP_013683482.2	XP_006400463.1
OG0011264	XP_013660843.2, XP_013741372.2, XP_013647306.1	XP_006394887.1
OG0011265	XP_013643958.1, XP_013643796.2, XP_013660835.2	XP_006394907.1
OG0011266	XP_022569936.2, XP_013657938.2, XP_013688701.1, XP_013643945.2	XP_024007665.1
OG0011267	XP_013643949.1, XP_013686084.2	XP_006394920.1
OG0011268	XP_013643943.1, XP_013703435.2	XP_024007134.1
OG0011269	XP_022548034.2, XP_048595321.1	XP_006394983.1
OG0011270	XP_048595297.1, XP_022568444.1	XP_006395032.1
OG0011271	XP_013659796.1, XP_048603927.1, XP_013647361.1	XP_006395040.1
OG0011272	XP_022550664.1, XP_013644066.2	XP_006395049.1
OG0011273	XP_013675282.1, XP_013721199.1	XP_006395065.1
OG0011274	XP_013646067.2, XP_013705735.1, XP_022558827.2, XP_022570382.2	XP_006395092.1
OG0011275	XP_048625621.1, XP_013660819.2	XP_006395077.1
OG0011276	XP_048637632.1, XP_013724294.1, XP_048595290.1	XP_024007507.1
OG0011277	XP_013679698.1, XP_048625182.1, XP_013667923.2	XP_006399845.1
OG0011278	XP_013691082.2, XP_013710508.2	XP_006399168.1
OG0011279	XP_013723874.1, XP_013715627.2, XP_022569297.2	XP_006399091.1
OG0011280	XP_013728524.1, XP_013715226.2	XP_006399053.1
OG0011281	XP_013718999.1, XP_048604519.1	XP_006399018.1
OG0011282	XP_013737864.1, XP_013715477.2	XP_006399011.1
OG0011283	XP_013678531.2, XP_013724101.2	XP_006399008.1
OG0011284	XP_013737856.1, XP_013715393.2	XP_006399002.2
OG0011285	XP_013731737.1, XP_013749960.1	XP_006407353.1
OG0011286	XP_013668187.1, XP_013729433.1	XP_006398904.1
OG0011287	XP_013739703.1, XP_048595350.1	XP_024006828.1
OG0011288	XP_013643755.2, XP_013707005.3	XP_006394812.1
OG0011289	XP_013737476.2, XP_013643754.2, XP_013707004.1	XP_006394813.1
OG0011290	XP_048591088.1, XP_013682322.2, XP_048625697.1, XP_013660867.2	XP_006394789.1
OG0011291	XP_013659134.1, XP_013659135.1, XP_022561666.1, XP_013675345.2	XP_006394771.1
OG0011292	XP_048595367.1, XP_013643704.2, XP_013676415.1	XP_006394737.2
OG0011293	XP_013643626.2, XP_013643696.1	XP_006394723.2
OG0011294	XP_013661007.2, XP_013724673.1, XP_013711676.2, XP_013643440.2	XP_006394677.1
OG0011295	XP_048617942.1, XP_048591049.1	XP_006394666.1
OG0011297	XP_013643482.2, XP_022543369.2, XP_013661037.1, XP_013700857.1	XP_024007165.1
OG0011298	XP_013741223.1, XP_022562826.2	XP_006394539.2
