Orthogroup	Brassica_napus	Brassica_oleracea
OG0024171	XP_048602792.1, XP_013649157.1, XP_048605216.1	XP_013617947.1
OG0024172	XP_013649167.3, XP_048605214.1	XP_013619228.1
OG0024173	XP_048630101.1, XP_013649246.1, XP_048628844.1, XP_048630103.1	XP_013592971.1
OG0024174	XP_013726945.1, XP_013650342.2	XP_013588735.1
OG0024175	XP_048629592.1, XP_013650368.2, XP_013721807.2	XP_013619342.1
OG0024177	XP_013650438.2	XP_013594332.1
OG0024178	XP_048637593.1, XP_013740014.1, XP_013650742.1	XP_013608358.1
OG0024180	XP_013746185.2	XP_013594311.1
OG0024180	XP_013653677.1, XP_013651064.2	XP_013615281.1
OG0024181	XP_013741029.2, XP_013651586.2	XP_013627695.1
OG0024182	XP_013652183.2, XP_013728583.1	XP_013591357.1
OG0024183	XP_013721627.1, XP_013653213.2	XP_013594029.1
OG0024184	XP_013726093.2, XP_013653793.2	XP_013628605.1
OG0024185	XP_013653852.2, XP_013691067.1	XP_013599997.1
OG0024186	XP_013707012.1, XP_013654003.1	XP_013639400.1
OG0024187	XP_013700553.2, XP_013654611.2	XP_013590747.1
OG0024188	XP_013654634.2, XP_013719973.1	XP_013603439.1
OG0024189	XP_048593779.1, XP_013654934.2, XP_013671851.1	XP_013623677.1
OG0024190	XP_013721202.2, XP_013655266.2	XP_013602534.1
OG0024191	XP_013655272.2, XP_048622315.1	XP_013603926.1
OG0024192	XP_022570489.1, XP_013655379.2	XP_013628162.1
OG0024193	XP_013656252.2, XP_022543123.2	XP_013623668.1
OG0024195	XP_013657241.2, XP_013728149.1	XP_013599496.1
OG0024196	XP_013657564.1, XP_048621608.1	XP_013600588.1
OG0024197	XP_013657635.1, XP_013664461.1	XP_013603980.1
OG0024199	XP_013658835.1, XP_022563266.1	XP_013601750.1
OG0024200	XP_013659865.2, XP_013710748.2	XP_013603891.1
OG0024201	XP_013659872.2, XP_022564599.2	XP_013601975.1
OG0024202	XP_013660136.2, XP_013710677.1	XP_013603790.1
OG0024204	XP_048625622.1, XP_013660820.3	XP_013606695.1
OG0024205	XP_013708625.1, XP_013660961.2	XP_013603084.1
OG0024206	XP_013678320.1, XP_013661159.1	XP_013602678.1
OG0024207	XP_013661808.1, XP_013677532.1	XP_013635163.1
OG0024208	XP_048594211.1, XP_013662138.2	XP_013601949.1
OG0024209	XP_013676792.2, XP_048603369.1, XP_013663775.1	XP_013617882.1
OG0024210	XP_013663874.1, XP_013701919.1	XP_013626632.1
OG0024212	XP_013690575.2	XP_013634996.1
OG0024212	XP_013665045.1	XP_013613554.1, XP_013594678.1
OG0024213	XP_013665199.1, XP_013679744.1	XP_013613781.1
OG0024213	XP_013704569.3	XP_013623966.1
OG0024215	XP_013730132.1, XP_013666191.1	XP_013610369.1
OG0024216	XP_013666427.1, XP_013724882.2	XP_013596448.1
OG0024219	XP_013723436.2, XP_013668659.1	XP_013591751.1
OG0024220	XP_013669274.1	XP_013639380.1
OG0024221	XP_013670462.2, XP_013710753.1	XP_013600009.1
OG0024222	XP_013671651.1, XP_013691369.1	XP_013626891.1
OG0024223	XP_013671788.1, XP_013690611.1	XP_013585245.1
OG0024224	XP_013673935.1, XP_048622900.1	XP_013595156.1
OG0024225	XP_013674330.2, XP_048627985.1, XP_013695437.1	XP_013584398.1
OG0024226	XP_048603022.1, XP_013674695.2	XP_013619462.1
OG0024227	XP_013676816.1, XP_013674934.1	XP_013619497.1
OG0024228	XP_013675267.1	XP_013619233.1
OG0024229	XP_013710719.1, XP_013675417.2	XP_013614019.1
OG0024230	XP_013675832.2, XP_013729295.3, XP_013731667.3	XP_013615317.1
OG0024231	XP_013675916.1, XP_048632396.1	XP_013629788.1
OG0024232	XP_013711821.2, XP_013676197.2	XP_013599833.1
OG0024233	XP_013722666.1, XP_013676502.2	XP_013588094.1
OG0024234	XP_013678007.2, XP_048610419.1, XP_048610420.1	XP_013632215.1
OG0024235	XP_013678144.1, XP_013699959.2	XP_013620800.1
OG0024236	XP_013678861.2, XP_048622805.1, XP_048622806.1, XP_013678856.2	XP_013614163.1
OG0024237	XP_013679091.2, XP_013738832.1	XP_013623843.1
OG0024238	XP_013679217.2	XP_013623867.1
OG0024239	XP_013731184.1, XP_048620010.1, XP_013679978.2, XP_013745257.1	XP_013614054.1
OG0024240	XP_013680669.2, XP_048632272.1	XP_013630631.1
OG0024241	XP_013680774.2, XP_013740513.1	XP_013627358.1
OG0024242	XP_013735855.2, XP_013681083.1	XP_013622390.1
OG0024243	XP_048622913.1, XP_013681135.1	XP_013634443.1
OG0024244	XP_013681636.1	XP_013622727.1
OG0024244	XP_022553767.2	XP_013622726.1
OG0024245	XP_048607980.1, XP_013681798.2	XP_013627065.1
OG0024246	XP_013681861.2, XP_013730107.2	XP_013628274.1
OG0024247	XP_013682435.1	XP_013629090.1
OG0024248	XP_013733878.1, XP_013682802.2	XP_013623168.1
OG0024249	XP_013684770.1, XP_013747685.2	XP_013632137.1
OG0024250	XP_013684860.1, XP_013736277.1	XP_013623421.1
OG0024252	XP_048607623.1, XP_013686077.3	XP_013615963.1
OG0024253	XP_013686557.1, XP_013726067.1	XP_013618450.1
OG0024254	XP_013725405.2, XP_013687991.1	XP_013637104.1
OG0024255	XP_013688294.2, XP_013749639.2	XP_013634146.1
OG0024256	XP_013688549.2, XP_048603769.1	XP_013621003.1
OG0024257	XP_013688823.1, XP_048591749.1, XP_048594739.1, XP_048620673.1	XP_013639155.1
OG0024259	XP_013744710.2, XP_013690127.2	XP_013631456.1
OG0024260	XP_048592776.1, XP_013691320.2	XP_013596360.1
OG0024262	XP_048610402.1, XP_013691452.2	XP_013635204.1
OG0024263	XP_013691635.2, XP_013747989.2	XP_013635469.1
OG0024264	XP_013693717.2, XP_048604077.1	XP_013620250.1
OG0024265	XP_013694195.1, XP_013732045.1	XP_013631123.1
OG0024266	XP_013694571.1, XP_048618334.1	XP_013596933.1
OG0024267	XP_013752345.2, XP_013695891.2	XP_013584706.1
OG0024268	XP_013695974.1, XP_013719268.3	XP_013584730.1
OG0024270	XP_013696736.1, XP_048595570.1	XP_013613019.1
OG0024271	XP_013696964.1, XP_048636051.1	XP_013586360.1
OG0024272	XP_013698873.1, XP_048591618.1	XP_013592526.1
OG0024273	XP_013701178.2, XP_048617188.1	XP_013590851.1
OG0024274	XP_013703708.2, XP_048617857.1	XP_013593567.1
OG0024276	XP_048637350.1, XP_013704312.1	XP_013594846.1
OG0024277	XP_013704518.2, XP_013705962.2	XP_013596740.1
OG0024278	XP_013704764.1	XP_013633130.1
OG0024278	XP_022562289.2	XP_013601087.1, XP_013594392.1
OG0024279	XP_013704812.1	XP_013597917.1
OG0024280	XP_048627986.1, XP_013704908.1, XP_048613362.1	XP_013639564.1
OG0024281	XP_013705502.2	XP_013596423.1
OG0024282	XP_013722452.1, XP_013707053.2	XP_013591879.1
OG0024283	XP_048623955.1, XP_013709081.1, XP_013718155.1	XP_013608132.1, XP_013617459.1
OG0024285	XP_013710069.2	XP_013584518.1
OG0024285	XP_013711714.2, XP_013711715.2	XP_013586808.1
OG0024287	XP_013710650.1	XP_013626343.1, XP_013631770.1, XP_013584666.1, XP_013599929.1
OG0024288	XP_013710968.1	XP_013603802.1, XP_013603801.1
OG0024289	XP_013714085.1, XP_013712281.2	XP_013619502.1
OG0024290	XP_048592263.1, XP_013712517.1, XP_022558746.1	XP_013584734.1
OG0024291	XP_022570113.1, XP_048619700.1, XP_013713136.1	XP_013589329.1
OG0024292	XP_013713274.1, XP_013752417.2	XP_013635082.1
OG0024293	XP_013713288.1	XP_013632772.1
OG0024294	XP_022568685.1, XP_013713757.1	XP_013608307.1
OG0024295	XP_048606592.1, XP_013713978.2	XP_013619945.1
OG0024297	XP_048593720.1, XP_013714454.2	XP_013604184.1
OG0024298	XP_013714842.1, XP_048629689.1	XP_013589818.1
OG0024299	XP_013715181.2, XP_048595754.1	XP_013613226.1
OG0024300	XP_013715305.1, XP_048624178.1, XP_048623241.1	XP_013606277.1
OG0024301	XP_022567606.1, XP_013715390.2	XP_013609685.1
OG0024302	XP_013743233.2, XP_013715704.2	XP_013612428.1
OG0024303	XP_048629705.1, XP_013715807.1	XP_013622898.1
OG0024304	XP_013716105.1, XP_048597870.1	XP_013603468.1, XP_013615235.1
OG0024305	XP_013745785.1, XP_013716939.2	XP_013631730.1
OG0024306	XP_013717388.2, XP_048636363.1	XP_013632403.1
OG0024307	XP_048609309.1, XP_013717389.2	XP_013632404.1
OG0024308	XP_048636809.1, XP_048630582.1, XP_013718399.1	XP_013636424.1
OG0024309	XP_013731832.1, XP_013718780.1, XP_048627184.1	XP_013614405.1, XP_013614406.1
OG0024310	XP_048602656.1, XP_013718868.2	XP_013618697.1
OG0024311	XP_013720488.2, XP_022556977.1	XP_013603615.1
OG0024312	XP_013721123.1, XP_048619906.1, XP_048615146.1	XP_013592111.1
OG0024314	XP_013730485.1, XP_013722060.2	XP_013600755.1
OG0024315	XP_048629741.1, XP_048603339.1, XP_013722146.2	XP_013619872.1
OG0024316	XP_013722158.2, XP_013730460.2	XP_013604881.1
OG0024317	XP_048607792.1, XP_013722525.3	XP_013626421.1
OG0024318	XP_013722760.2	XP_013610849.1, XP_013607179.1
OG0024319	XP_013724374.1, XP_048608610.1	XP_013622988.1
OG0024320	XP_048634754.1, XP_013725424.2	XP_013635444.1
OG0024322	XP_013738146.2, XP_013727275.1	XP_013630348.1
OG0024323	XP_013729174.2, XP_022544312.2	XP_013617575.1
OG0024324	XP_013729334.2, XP_048594092.1	XP_013608497.1
OG0024325	XP_048599795.1	XP_013594460.1
OG0024325	XP_013729818.1	XP_013627230.1
OG0024327	XP_013749968.1, XP_013731754.1	XP_013638784.1
OG0024328	XP_022551319.1, XP_013731928.2	XP_013608135.1
OG0024329	XP_048619963.1, XP_013732046.1, XP_048604952.1	XP_013617445.1
OG0024330	XP_013732442.2, XP_048608180.1	XP_013630789.1
OG0024331	XP_013740611.1, XP_013732523.2	XP_013625640.1
OG0024332	XP_048616447.1, XP_048626326.1, XP_013732831.2	XP_013617688.1, XP_013597131.1
OG0024333	XP_013733135.1	XP_013609320.1
OG0024333	XP_013747334.2	XP_013609969.1
OG0024334	XP_048602108.1, XP_013733792.2	XP_013592418.1
OG0024335	XP_013734920.2, XP_013747290.2	XP_013626810.1
OG0024336	XP_013735064.2, XP_013735065.2	XP_013598126.1
OG0024338	XP_013746414.1, XP_048593339.1, XP_048599670.1, XP_013735824.2	XP_013614088.1
OG0024339	XP_013735857.2, XP_022569306.1	XP_013622283.1
OG0024340	XP_013736819.1, XP_048607129.1	XP_013622471.1
OG0024341	XP_013737589.2, XP_022572580.2	XP_013596378.1
OG0024343	XP_022553794.1, XP_013738611.1	XP_013627219.1
OG0024344	XP_048602037.1, XP_013738769.2	XP_013589617.1
OG0024345	XP_013738933.3	XP_013623892.1
OG0024346	XP_013739119.1	XP_013624016.1
OG0024346	XP_048613439.1	XP_013639753.1
OG0024347	XP_013739269.2, XP_013745051.1	XP_013626731.1
OG0024348	XP_013739275.2	XP_013594425.1, XP_013617559.1, XP_013639663.1
OG0024349	XP_013739438.2, XP_048609112.1	XP_013626979.1
OG0024350	XP_048633021.1, XP_013739761.1, XP_048620295.1	XP_013595098.1
OG0024351	XP_013740085.2	XP_013623674.1, XP_013623672.1
OG0024352	XP_013745018.1, XP_013740882.1	XP_013626753.1
OG0024353	XP_013741208.2, XP_022572366.1	XP_013627613.1
OG0024354	XP_048618596.1, XP_013741285.2	XP_013596585.1
OG0024356	XP_048635846.1, XP_013741455.1	XP_013584170.1
OG0024357	XP_013741571.1	XP_013596771.1
OG0024358	XP_048619125.1, XP_013741590.1	XP_013595135.1
OG0024359	XP_048615047.1, XP_048629657.1, XP_013741642.1	XP_013630226.1, XP_013619522.1
OG0024361	XP_013746367.1, XP_048609638.1	XP_013634744.1
OG0024362	XP_048595618.1, XP_013746480.1	XP_013609912.1
OG0024363	XP_013746898.2	XP_013615807.1, XP_013633193.1
OG0024364	XP_013746985.1	XP_013591118.1
OG0024365	XP_013747219.2, XP_022557106.2	XP_013634882.1
OG0024367	XP_022553197.2, XP_022560024.2, XP_048599550.1, XP_013751178.2	XP_013623902.1
OG0024368	XP_013751319.2, XP_048610416.1	XP_013635796.1
OG0024369	XP_048636171.1, XP_013751935.2	XP_013613990.1
OG0024370	XP_013752355.1, XP_048629770.1	XP_013590051.1
OG0024371	XP_022543900.2, XP_022558435.2	XP_013585131.1
OG0024372	XP_022544094.1	XP_013599245.1
OG0024373	XP_022568056.1, XP_022544687.2	XP_013590707.1
OG0024374	XP_048622298.1, XP_022546119.2	XP_013601952.1
OG0024376	XP_048621004.1, XP_022547063.2	XP_013605569.1
OG0024377	XP_022548120.2	XP_013607613.1
OG0024379	XP_048603085.1, XP_048598111.1, XP_022552121.2, XP_048603086.1	XP_013634130.1
OG0024380	XP_022552447.2, XP_048593680.1	XP_013583595.1
OG0024381	XP_022553936.1	XP_013625550.1, XP_013624331.1
OG0024382	XP_048615188.1	XP_013583394.1
OG0024382	XP_022556093.2	XP_013635728.1, XP_013607849.1
OG0024383	XP_022556135.1	XP_013604332.1, XP_013634910.1
OG0024384	XP_022556853.2, XP_048610905.1, XP_048636704.1	XP_013634682.1
OG0024385	XP_048612352.1, XP_048609901.1, XP_022557035.2	XP_013634630.1
OG0024386	XP_048607674.1	XP_013623768.1
OG0024386	XP_022557454.1	XP_013623767.1, XP_013623766.1
OG0024387	XP_022557859.2	XP_013613922.1
OG0024389	XP_022558615.1, XP_022575633.1	XP_013585441.1
OG0024393	XP_022573468.1, XP_022561494.2	XP_013597290.1
OG0024394	XP_022561551.1	XP_013632328.1
OG0024394	XP_022574664.1	XP_013615525.1
OG0024395	XP_022561903.2	XP_013597289.1
OG0024396	XP_022562246.1, XP_048592652.1	XP_013595880.1
OG0024398	XP_022564958.1	XP_013594630.1
OG0024399	XP_022565013.2	XP_013607968.1, XP_013626584.1
OG0024400	XP_022565143.1	XP_013591949.1
OG0024400	XP_048637812.1	XP_013621626.1
OG0024401	XP_022565397.1, XP_048615061.1	XP_013585380.1
OG0024402	XP_022571491.1, XP_022565472.1	XP_013609581.1
OG0024403	XP_022565637.1, XP_022570944.2	XP_013608570.1
OG0024404	XP_048596142.1, XP_022565649.1	XP_013610891.1
OG0024405	XP_022569153.1, XP_022567035.2, XP_048629451.1, XP_048600016.1	XP_013634348.1
OG0024407	XP_048603349.1	XP_013619880.1
OG0024407	XP_022568051.1	XP_013638929.1
OG0024408	XP_022568055.1	XP_013633158.1, XP_013589431.1
OG0024408	XP_048611933.1	XP_013639496.1
OG0024409	XP_048599945.1, XP_048599947.1, XP_022568189.1	XP_013634029.1
OG0024411	XP_048616837.1, XP_022572089.2	XP_013591045.1
OG0024412	XP_048619257.1, XP_022572747.1	XP_013595167.1
OG0024413	XP_022573034.2	XP_013624258.1, XP_013595090.1
OG0024415	XP_022573437.2, XP_048618612.1	XP_013597248.1
OG0024417	XP_022575364.1, XP_048613520.1	XP_013583316.1
OG0024418	XP_048615287.1, XP_022575598.1	XP_013587366.1
OG0024420	XP_022575900.2, XP_048613499.1	XP_013583269.1, XP_013583268.1
OG0024426	XP_048592677.1, XP_048618634.1	XP_013596048.1
OG0024428	XP_048592996.1, XP_048616810.1	XP_013589340.1
OG0024430	XP_048593510.1	XP_013583320.1
OG0024431	XP_048599911.1, XP_048593738.1, XP_048593741.1	XP_013615109.1, XP_013615104.1
OG0024432	XP_048594171.1, XP_048600346.1	XP_013632105.1
OG0024433	XP_048594363.1, XP_048607443.1	XP_013622934.1
OG0024434	XP_048594617.1	XP_013604101.1
OG0024435	XP_048596157.1	XP_013607500.1
OG0024438	XP_048597269.1	XP_013617266.1, XP_013601715.1
OG0024439	XP_048597279.1, XP_048600069.1	XP_013625272.1
OG0024440	XP_048622968.1, XP_048597511.1	XP_013601787.1
OG0024441	XP_048597941.1, XP_048600138.1	XP_013593643.1
OG0024444	XP_048606189.1, XP_048599696.1, XP_048622919.1, XP_048613417.1	XP_013624199.1
OG0024447	XP_048606879.1, XP_048600652.1, XP_048600651.1	XP_013634464.1
OG0024448	XP_048600671.1, XP_048600673.1	XP_013629239.1
OG0024450	XP_048600869.1, XP_048633832.1	XP_013620123.1
OG0024451	XP_048601700.1	XP_013595110.1, XP_013616866.1, XP_013631166.1, XP_013614767.1
OG0024453	XP_048629468.1, XP_048601815.1, XP_048621771.1	XP_013617892.1
OG0024454	XP_048602569.1, XP_048618356.1, XP_048609504.1, XP_048615131.1	XP_013639317.1
OG0024456	XP_048603124.1, XP_048607457.1	XP_013616227.1
OG0024457	XP_048627481.1, XP_048612502.1, XP_048603198.1	XP_013615939.1
OG0024458	XP_048613772.1, XP_048603634.1	XP_013617276.1
OG0024459	XP_048612968.1, XP_048604368.1	XP_013619090.1
OG0024460	XP_048604943.1	XP_013609392.1
OG0024461	XP_048622666.1, XP_048605015.1, XP_048620179.1	XP_013594897.1
OG0024462	XP_048605206.1	XP_013614684.1, XP_013615511.1
OG0024463	XP_048606097.1, XP_048632271.1	XP_013627178.1
OG0024465	XP_048632638.1, XP_048607146.1	XP_013627596.1
OG0024466	XP_048607897.1	XP_013623790.1
OG0024467	XP_048631016.1, XP_048608417.1	XP_013625934.1
OG0024468	XP_048631809.1, XP_048608665.1, XP_048608660.1	XP_013625652.1
OG0024469	XP_048612050.1	XP_013633439.1
OG0024469	XP_048608720.1	XP_013639556.1
OG0024471	XP_048637098.1, XP_048609590.1	XP_013632579.1
OG0024472	XP_048610030.1	XP_013614827.1, XP_013632390.1
OG0024474	XP_048610358.1	XP_013631162.1, XP_013632370.1
OG0024476	XP_048610642.1	XP_013601762.1, XP_013632612.1, XP_013614505.1
OG0024477	XP_048625730.1, XP_048611122.1, XP_048610717.1	XP_013626538.1, XP_013623885.1
OG0024478	XP_048610931.1	XP_013615095.1
OG0024479	XP_048634599.1, XP_048611141.1	XP_013636980.1
OG0024481	XP_048612008.1, XP_048634172.1	XP_013633358.1
OG0024483	XP_048612219.1, XP_048634110.1	XP_013633207.1
OG0024484	XP_048612495.1, XP_048634355.1	XP_013634641.1
OG0024487	XP_048615577.1, XP_048624109.1, XP_048613133.1	XP_013613809.1, XP_013583285.1
OG0024488	XP_048613175.1	XP_013586432.1, XP_013589694.1
OG0024489	XP_048613246.1	XP_013639442.1, XP_013601869.1, XP_013639148.1, XP_013623777.1
OG0024491	XP_048638219.1, XP_048614006.1	XP_013587651.1
OG0024492	XP_048638249.1, XP_048614031.1	XP_013583733.1
OG0024493	XP_048614053.1	XP_013585254.1
OG0024494	XP_048614246.1, XP_048636163.1	XP_013584833.1
OG0024495	XP_048614415.1	XP_013627126.1
OG0024496	XP_048615656.1, XP_048623962.1	XP_013639836.1, XP_013608142.1, XP_013589053.1
OG0024497	XP_048636899.1, XP_048616687.1	XP_013592803.1
OG0024498	XP_048632797.1, XP_048617957.1	XP_013632499.1
OG0024502	XP_048620925.1	XP_013616907.1
OG0024507	XP_048622890.1	XP_013601576.1
OG0024508	XP_048622970.1	XP_013601789.1
OG0024510	XP_048624592.1	XP_013624046.1, XP_013589562.1, XP_013639345.1
OG0024511	XP_048625146.1	XP_013625715.1
OG0024512	XP_048626529.1, XP_048636101.1	XP_013583462.1
OG0024517	XP_048633561.1	XP_013633211.1
OG0024518	XP_048634469.1	XP_013637389.1
OG0024521	XP_048637605.1	XP_013617662.1
OG0024523	YP_717101.1	YP_004927502.1
OG0024524	YP_717108.1	YP_004927474.1
OG0024525	YP_717141.1	YP_004927516.1
OG0024900	YP_717133.1	YP_004927508.1
OG0024935	XP_048591699.1	XP_013603879.1
OG0025038	XP_022554045.2	XP_013628030.1
OG0025070	XP_048614792.1	XP_013639765.1
OG0025078	XP_048601650.1	XP_013586936.1
OG0025280	XP_048620414.1	XP_013594876.1
OG0025335	XP_048632765.1, XP_048618857.1	XP_013595056.1
OG0025360	XP_013680612.1	XP_013590192.1
OG0025382	XP_013651881.1	XP_013639838.1
OG0025481	XP_048635818.1	XP_013586902.1
OG0025511	XP_013740895.2	XP_013624953.1
OG0025535	YP_717125.1	YP_004927449.1
OG0025537	XP_048612609.1	XP_013638800.1
OG0025546	XP_048610928.1	XP_013614621.1
OG0025591	XP_048607148.1	XP_013622928.1
OG0025592	XP_048611872.1	XP_013607699.1
OG0025596	XP_048599925.1	XP_013632763.1
OG0025617	XP_048605756.1	XP_013626306.1
OG0025668	XP_048619118.1	XP_013597210.1
OG0025680	XP_048629107.1	XP_013633021.1
OG0025689	XP_048600915.1	XP_013594918.1
OG0025699	XP_048614209.1	XP_013637867.1
OG0025711	XP_048599958.1	XP_013588183.1
OG0025737	XP_048615767.1, XP_022567567.1	XP_013584415.1
OG0025739	XP_013640546.1, XP_013681056.1	XP_013627803.1
OG0025740	XP_022543117.2, XP_013642637.1	XP_013630465.1
OG0025741	XP_013698429.1, XP_013642765.2	XP_013613372.1
OG0025742	XP_022573788.2, XP_013642887.2	XP_013631204.1
OG0025743	XP_013705774.2, XP_013643915.1	XP_013599215.1
OG0025744	XP_013643976.1	XP_013593938.1, XP_013593936.1
OG0025745	XP_013643988.2, XP_013670458.1	XP_013610606.1
OG0025746	XP_013644318.2, XP_013695882.2	XP_013610828.1
OG0025747	XP_048591548.1, XP_013645229.1	XP_013625107.1
OG0025748	XP_013668530.2, XP_013645370.2, XP_048604787.1	XP_013623105.1
OG0025749	XP_013645613.1	XP_013608138.1
OG0025750	XP_048605563.1	XP_013624385.1
OG0025750	XP_013645782.1	XP_013639667.1
OG0025751	XP_013645919.1	XP_013589084.1
OG0025754	XP_013646185.2, XP_013704420.2	XP_013599391.1
OG0025755	XP_013659484.2, XP_013646667.1	XP_013609728.1
OG0025756	XP_013646802.2, XP_013752305.1	XP_013637096.1
OG0025757	XP_013646816.2	XP_013584953.1
OG0025758	XP_013646869.2, XP_013741801.2	XP_013603676.1
OG0025760	XP_013647134.2, XP_048607628.1	XP_013626773.1
OG0025761	XP_013746323.3, XP_013647403.2	XP_013634762.1
OG0025762	XP_013647882.1	XP_013629891.1
OG0025763	XP_013648223.1, XP_013693554.1	XP_013625851.1
OG0025764	XP_013648420.2, XP_013750192.1	XP_013588191.1
OG0025765	XP_013648694.1, XP_048617748.1	XP_013588582.1
OG0025766	XP_013656715.2, XP_013648774.2	XP_013622037.1
OG0025767	XP_013648810.1	XP_013612733.1, XP_013639001.1
OG0025768	XP_013648883.2, XP_013682522.1	XP_013590007.1
OG0025770	XP_013650621.2, XP_013721553.2	XP_013595755.1
OG0025771	XP_048598410.1, XP_013650721.1	XP_013610639.1
OG0025772	XP_013650769.1	XP_013639701.1
OG0025773	XP_013650852.2, XP_022560694.1	XP_013613725.1
OG0025775	XP_013651032.2	XP_013615791.1, XP_013588861.1
OG0025776	XP_048592515.1, XP_013651484.2	XP_013597233.1
OG0025777	XP_013651614.2, XP_013721815.1	XP_013595851.1
OG0025778	XP_013651641.1, XP_013695045.1	XP_013594120.1
OG0025779	XP_013651647.2, XP_013706012.1	XP_013597015.1
OG0025780	XP_048612918.1, XP_013652197.1	XP_013619344.1
OG0025781	XP_013652379.2, XP_013710258.1	XP_013590693.1
OG0025782	XP_013652749.1, XP_022561509.2	XP_013615045.1
OG0025784	XP_013653145.2, XP_022562773.1	XP_013592931.1
OG0025785	XP_013653169.1, XP_048596301.1, XP_048615554.1	XP_013594004.1
OG0025787	XP_013653211.2	XP_013595410.1
OG0025789	XP_013653758.1, XP_022562833.1	XP_013595795.1
OG0025790	XP_013653948.1, XP_013678977.1	XP_013601141.1
OG0025792	XP_013654381.1	XP_013624706.1
OG0025794	XP_013655427.3	XP_013610445.1
OG0025795	XP_048633035.1, XP_013655914.1	XP_013595011.1, XP_013583337.1
OG0025797	XP_013657927.1, XP_022559095.2	XP_013607490.1
OG0025799	XP_048614135.1, XP_013658520.2	XP_013589718.1
OG0025800	XP_013659208.3, XP_048596249.1	XP_013585768.1
OG0025801	XP_022548742.2, XP_013659828.1	XP_013610083.1
OG0025802	XP_013660007.2, XP_013708316.1	XP_013600486.1
OG0025803	XP_013660039.2, XP_013681434.1	XP_013602744.1
OG0025804	XP_013660761.2, XP_013724371.1	XP_013612394.1
OG0025805	XP_013662015.1	XP_013615412.1
OG0025806	XP_013662071.2	XP_013630066.1
OG0025807	XP_013662194.1, XP_048621216.1	XP_013605366.1
OG0025810	XP_013662976.2, XP_013672425.1	XP_013633312.1
OG0025812	XP_013663825.2, XP_048620798.1	XP_013604197.1
OG0025813	XP_013663998.2, XP_013709870.2	XP_013604502.1
OG0025815	XP_013664381.1, XP_022557948.2	XP_013610670.1
OG0025816	XP_013664684.3, XP_013710756.1	XP_013600711.1
OG0025817	XP_013665012.1	XP_013588967.1, XP_013617144.1
OG0025819	XP_013665072.1	XP_013589533.1
OG0025820	XP_022568663.2, XP_013665431.3, XP_048615491.1	XP_013589451.1
OG0025821	XP_048624129.1, XP_013665472.2, XP_022565042.1	XP_013589638.1
OG0025822	XP_013665752.1, XP_013705999.1	XP_013610762.1
OG0025824	XP_013666180.2, XP_013732429.1	XP_013610679.1
OG0025825	XP_013666239.2, XP_013682594.1	XP_013610470.1
OG0025826	XP_013666506.2, XP_048592682.1	XP_013596291.1
OG0025829	XP_013668649.1, XP_048615507.1, XP_048620189.1	XP_013588887.1
OG0025831	XP_013709455.1, XP_013669134.1	XP_013633192.1
OG0025833	XP_013670029.2, XP_013713968.1, XP_022549695.1	XP_013625206.1
OG0025834	XP_048634784.1, XP_013670589.1	XP_013636080.1
OG0025835	XP_013672209.2	XP_013590868.1
OG0025835	XP_048601679.1	XP_013585949.1
OG0025837	XP_048605924.1, XP_013673527.1	XP_013633024.1, XP_013594942.1
OG0025839	XP_013673634.1	XP_013594664.1, XP_013629855.1
OG0025840	XP_013673683.2	XP_013634700.1, XP_013615734.1
OG0025841	XP_013674027.1	XP_013617680.1
OG0025842	XP_022553159.2, XP_048613192.1, XP_013674449.2	XP_013624226.1
OG0025843	XP_048616057.1, XP_048615001.1, XP_013674794.1	XP_013588526.1
OG0025844	XP_013675047.1	XP_013616566.1
OG0025846	XP_013721045.1, XP_013675145.1	XP_013619200.1
OG0025847	XP_013675564.1	XP_013632014.1
OG0025848	XP_013679307.2, XP_013676092.1	XP_013621524.1
OG0025850	XP_013677003.1, XP_048637305.1, XP_013750559.2	XP_013621572.1
OG0025851	XP_013703518.1, XP_013677161.1	XP_013614739.1
OG0025852	XP_013677518.2, XP_048626224.1	XP_013592264.1
OG0025853	XP_013677662.3, XP_048625634.1	XP_013613269.1
OG0025854	XP_013677946.2, XP_048622263.1	XP_013601422.1
OG0025855	XP_013678341.1, XP_048609694.1	XP_013636721.1
OG0025856	XP_013678488.1	XP_013591431.1, XP_013616626.1
OG0025857	XP_022554482.1, XP_013679410.3	XP_013616299.1
OG0025858	XP_013679429.1, XP_048613423.1	XP_013639722.1
OG0025859	XP_013679933.1	XP_013601319.1, XP_013614607.1, XP_013589675.1
OG0025860	XP_048620961.1, XP_013680553.1	XP_013623834.1
OG0025862	XP_013734445.1, XP_013680832.2	XP_013622025.1
OG0025863	XP_013740306.2, XP_013680843.2	XP_013628296.1
OG0025864	XP_013740343.1, XP_013680958.1	XP_013626580.1
OG0025865	XP_013740344.1, XP_013680959.1	XP_013627796.1
OG0025866	XP_013740579.1, XP_013680980.2	XP_013622338.1
OG0025867	XP_013720939.1, XP_013681199.2	XP_013620084.1
OG0025869	XP_013715828.2, XP_013682151.1	XP_013621921.1
OG0025870	XP_013682954.1, XP_013709907.1	XP_013600843.1
OG0025871	XP_013734166.1, XP_013683221.1	XP_013626370.1
OG0025872	XP_013734227.1, XP_013683456.2	XP_013625349.1
OG0025873	XP_013724397.1, XP_013683748.2	XP_013629778.1
