Orthogroup	Brassica_napus	Alyssum_gmelinii
OG0012331	XP_013640920.1, XP_048638075.1, XP_013645808.1	Ag004G311810
OG0012332	XP_048621363.1, XP_013640965.2, XP_022558612.1	Ag004G310660
OG0012333	XP_013716360.1, XP_013714201.2	Ag004G309550, Ag004G310910
OG0012334	XP_013750842.1, XP_013657716.1	Ag004G310570
OG0012335	XP_048613887.1, XP_013645144.2	Ag004G310540
OG0012336	XP_048622250.1, XP_013750867.1, XP_013657690.1	Ag004G309840
OG0012337	XP_013750875.1, XP_022546153.1	Ag004G309430
OG0012338	XP_022554675.1	Ag003G252800
OG0012339	XP_013655930.1, XP_013663467.2	Ag001G080140
OG0012340	XP_013716082.2, XP_013672610.2	Ag004G309150
OG0012341	XP_048621380.1, XP_013716462.2	Ag004G309040
OG0012342	NP_001302836.1, XP_013641072.2	Ag004G308680
OG0012343	XP_013697002.2, XP_013641055.2	Ag004G308830
OG0012344	XP_013710946.1, XP_048638020.1	Ag004G308620
OG0012345	XP_013698401.2, XP_013641053.2	Ag005G409810, Ag004G308890
OG0012346	XP_013641086.1, XP_013712228.1	Ag004G308460
OG0012347	XP_013711711.1, XP_013641098.2	Ag004G308380
OG0012348	XP_013641133.2, XP_013711962.1	Ag004G307760
OG0012349	XP_013679180.2, XP_013740316.2	Ag008G702290, Ag005G438630
OG0012350	XP_013696046.2, XP_013648508.1	Ag001G096840
OG0012351	XP_013675800.2, XP_048612415.1	Ag006G525910
OG0012353	XP_013687149.1, XP_013696852.2	Ag004G306600
OG0012354	XP_013660223.1, XP_013697032.1, XP_013716241.1	Ag004G306060
OG0012355	XP_013701986.1, XP_048634830.1	Ag007G591780
OG0012356	XP_013747098.2, XP_013690636.1	Ag004G391180, Ag004G395680
OG0012357	XP_013666680.1, XP_022558987.1	Ag004G304020
OG0012358	XP_013697385.1, XP_013666434.2	Ag004G303150
OG0012359	XP_048599374.1, XP_013660285.1	Ag004G302810
OG0012360	XP_022547255.2, XP_048621986.1	Ag004G302740
OG0012361	XP_013666483.2, XP_048613684.1	Ag004G302450
OG0012362	XP_048626635.1, XP_048594317.1, XP_013697184.2	Ag004G302160
OG0012363	XP_013696941.2, XP_048599348.1, XP_013699404.2	Ag004G301480
OG0012364	XP_013719172.2, XP_013696942.1	Ag004G301510
OG0012365	XP_013664846.1	Ag004G301740
OG0012366	XP_048599309.1, XP_013693809.1	Ag004G300270
OG0012367	XP_013693813.2, XP_013696909.1	Ag004G300030
OG0012368	XP_048613620.1, XP_013719155.2, XP_013694420.2	Ag004G299890
OG0012369	XP_013695521.1, XP_013693742.1, XP_013666361.1	Ag004G299570
OG0012370	XP_048597977.1, XP_013669618.2	Ag004G299140
OG0012371	XP_022548937.1, XP_013698166.2	Ag004G298550
OG0012372	XP_048615026.1, XP_022548939.2	Ag004G298490
OG0012373	XP_013666317.2, XP_013691596.2	Ag004G298280
OG0012374	XP_013691673.2, XP_048599268.1	Ag004G298320
OG0012375	XP_048627653.1, XP_048627070.1, XP_013703261.2, XP_048608585.1	Ag004G298340
OG0012376	XP_013677141.3	Ag004G298370
OG0012378	XP_013722203.2, XP_013730457.1	Ag004G297350
OG0012379	XP_013666241.2, XP_013712722.1	Ag007G612950
OG0012380	XP_013714562.1, XP_013667688.1	Ag003G285600, Ag007G614580
OG0012381	XP_013714494.1, XP_013676673.2	Ag007G613930
OG0012382	XP_013729703.2	Ag001G100190
OG0012383	XP_048604464.1	Ag007G617010
OG0012384	XP_013682308.1, XP_048598260.1	Ag007G617250
OG0012385	XP_013676839.1, XP_013721652.1	Ag006G577300
OG0012386	XP_048598249.1, XP_013720909.1	Ag007G618520
OG0012387	XP_013720983.2, XP_013720970.1	Ag007G618200
OG0012388	XP_013667785.2, XP_013720928.1	Ag007G619510
OG0012389	XP_013720878.1, XP_013666025.1	Ag007G619900
OG0012390	XP_013729477.2, XP_013728557.1, XP_013728728.1	Ag007G620130
OG0012391	XP_013720959.1, XP_013667800.2, XP_013667799.2, XP_022565355.1	Ag007G620140
OG0012392	XP_013667614.2, XP_013720926.1	Ag007G621020
OG0012393	XP_013663612.2, XP_013743384.2	Ag007G621210
OG0012394	XP_013649845.1, XP_048602360.1	Ag007G621790
OG0012395	XP_048607957.1, XP_022550706.2	Ag007G622570
OG0012396	XP_048598218.1, XP_013667575.2, XP_048625064.1	Ag004G381520
OG0012397	XP_013683043.2, XP_048598208.1	Ag007G623170
OG0012398	XP_048605247.1, XP_048605030.1	Ag007G626470
OG0012399	XP_048599122.1, XP_048624992.1, XP_048627046.1	Ag007G630360
OG0012400	XP_048599123.1, XP_022555331.1, XP_022551548.2	Ag007G630350
OG0012401	XP_013683176.2, XP_013667497.2	Ag007G630250
OG0012402	XP_013667481.1, XP_013683188.2	Ag007G629940
OG0012403	XP_048602419.1, XP_013727731.1	Ag007G632670
OG0012404	XP_048605436.1, XP_013727730.3, XP_048624966.1	Ag007G632680
OG0012405	XP_013673337.3, XP_013649821.2	Ag007G624160
OG0012406	XP_022561473.1, XP_048629321.1, XP_013678054.2	Ag007G636500
OG0012407	XP_022552945.2, XP_048629322.1, XP_022561469.1	Ag007G636560
OG0012408	XP_022569036.1, XP_022547985.2	Ag007G636630
OG0012409	XP_013677689.3, XP_013706911.2	Ag007G637280
OG0012410	XP_013702389.2, XP_013728857.1	Ag004G348140, Ag003G238860
OG0012411	XP_013699342.1, XP_013675467.2, XP_013657935.3	Ag007G642190
OG0012412	XP_013721246.1, XP_013675374.1	Ag003G280850
OG0012413	XP_013699492.1, XP_013677956.1	Ag007G642850, Ag002G193680
OG0012414	XP_013644187.2, XP_013644337.2	Ag001G080720
OG0012416	XP_013743239.2, XP_013715568.2	Ag006G505980
OG0012417	XP_013743189.2, XP_013715205.2	Ag006G527990, Ag006G505850
OG0012418	XP_013715431.2, XP_048623174.1, XP_013693124.2, XP_013718826.1	Ag006G505300
OG0012419	XP_022549415.2, XP_013670847.1	Ag006G504840
OG0012420	XP_013715517.2, XP_048623180.1	Ag006G504830
OG0012421	XP_022562098.1, XP_013644262.3	Ag003G293570
OG0012422	XP_022554587.1, XP_013728241.2, XP_022554342.1	Ag007G611770
OG0012423	XP_048598524.1, XP_013684194.3	Ag006G504350, Ag006G504340
OG0012424	XP_048607775.1, XP_013722475.1, XP_013723809.1	Ag006G504250
OG0012425	XP_048598534.1, XP_013684181.2	Ag006G503710
OG0012426	XP_048598557.1, XP_013741480.1	Ag006G500620
OG0012427	XP_013685083.1, XP_022569089.1	Ag008G700720
OG0012428	XP_013715398.1, XP_022554240.1, XP_048624349.1	Ag006G499100
OG0012429	XP_013729412.3, XP_048598575.1	Ag006G499050
OG0012431	XP_013644014.1, XP_013643775.2	Ag008G720180
OG0012432	XP_048591082.1, XP_048629457.1, XP_013707182.1	Ag008G721090
OG0012433	XP_013643442.2, XP_013707865.2	Ag008G722820
OG0012434	XP_013647150.2, XP_013710478.2	Ag008G722930
OG0012435	XP_013643457.2, XP_013732894.1	Ag008G723090
OG0012436	XP_022561983.2, XP_048591013.1	Ag008G723790
OG0012437	XP_013741210.1, XP_013736877.1, XP_013643511.1	Ag008G724000
OG0012438	XP_048632647.1, XP_013736883.1	Ag008G724260
OG0012439	XP_013678209.2, XP_013721887.2	Ag008G724270
OG0012440	XP_048604349.1, XP_048602647.1	Ag008G724290, Ag008G724300, Ag008G724560
OG0012441	XP_013730938.1, XP_013672918.1	Ag008G724630, Ag004G372080
OG0012442	XP_013736963.1, XP_013706333.2	Ag008G725090
OG0012443	XP_048632672.1, XP_048617996.1, XP_013674494.2, XP_013649110.2	Ag008G726020
OG0012444	XP_048627447.1, XP_048607591.1, XP_013718250.2, XP_013642805.1	Ag008G726780
OG0012445	XP_048607557.1, XP_013733721.2	Ag008G727850
OG0012446	XP_013733739.1, XP_013721033.1	Ag003G258410, Ag004G332920, Ag008G727870
OG0012447	XP_013703824.2, XP_013661177.2	Ag008G727940
OG0012448	XP_048637861.1, XP_013647030.1, XP_013721032.1	Ag008G728640
OG0012449	XP_013727122.2, XP_013716676.2, XP_013737725.2	Ag008G706480
OG0012450	XP_013716586.2, XP_048598936.1, XP_048624898.1	Ag008G706400
OG0012451	XP_013683754.2, XP_013682916.2	Ag008G705570, Ag008G705560, Ag008G705710
OG0012452	XP_013732039.1, XP_013682436.1	Ag008G705440
OG0012453	XP_013698186.1, XP_013701719.2	Ag001G062600
OG0012454	XP_048613843.1, XP_013710917.2	Ag001G062010
OG0012455	XP_013677890.1	Ag001G061730
OG0012456	XP_013730622.1, XP_013642684.1	Ag001G061100
OG0012457	XP_013717886.1, XP_013646936.1, XP_048596971.1	Ag001G060920
OG0012459	XP_022554911.1, XP_048602253.1, XP_048632623.1	Ag005G455750
OG0012460	XP_022564660.2, XP_013713976.1, XP_013646862.2	Ag008G692640
OG0012461	XP_013646870.1, XP_013732705.1	Ag008G691530
OG0012462	XP_013745287.2	Ag008G691200
OG0012463	XP_013683203.2	Ag008G691120
OG0012464	XP_048637357.1, XP_013706610.2	Ag008G690810
OG0012465	XP_048590831.1, XP_022567722.2	Ag001G056280
OG0012466	XP_013725132.1, XP_013741173.1	Ag001G055910
OG0012467	XP_022550090.1, XP_013642636.1, XP_013642667.1	Ag001G054360
OG0012468	XP_022555550.2, XP_022575277.1	Ag001G054370
OG0012469	NP_001302577.1, XP_013664332.1	Ag001G053910
OG0012470	XP_013691539.1, XP_013664330.2	Ag001G053830
OG0012471	XP_013647834.2, XP_048590728.1, XP_013642585.2	Ag006G526020, Ag001G052870
OG0012472	XP_013729610.1, XP_022549049.2	Ag008G707700
OG0012473	XP_013707367.1, XP_013642752.1	Ag001G052080
OG0012474	XP_013642560.2, XP_013642562.2	Ag003G212220
OG0012475	XP_013642555.2, XP_013711453.1, XP_048600551.1	Ag001G051930
OG0012476	XP_013750034.1	Ag001G050920, Ag002G111010
OG0012477	XP_022563188.2, XP_022543185.2, XP_048629598.1, XP_013672580.1	Ag001G050190, Ag010G740400
OG0012478	XP_022573568.1, XP_022550697.1	Ag010G739970, Ag001G049730
OG0012480	XP_013642741.1, XP_013714672.1	Ag008G671590
OG0012481	XP_013672139.2, XP_013648863.1	Ag001G089190
OG0012482	XP_013723377.1, XP_048607543.1	Ag004G389810, Ag004G389770, Ag004G394820
OG0012483	XP_022543776.1	Ag004G396300, Ag004G396290, Ag004G391780
OG0012484	XP_013706341.1, XP_013751899.1	Ag004G355330
OG0012485	XP_013751850.1, XP_013698887.2	Ag001G074680
OG0012486	XP_013751792.1, XP_013701830.2	Ag004G355890
OG0012487	XP_048616846.1, XP_048591941.1	Ag004G356040
OG0012488	XP_013711357.1, XP_013664087.2	Ag003G222790
OG0012489	XP_013701156.2, XP_013652278.2	Ag004G354420
OG0012490	XP_013649214.2, XP_013702286.1	Ag004G356400
OG0012491	XP_048591972.1, XP_048617078.1	Ag004G354590
OG0012492	XP_022559724.1, XP_013651399.2, XP_013716681.2	Ag004G350930
OG0012493	XP_013716664.2, XP_048602315.1, XP_048611553.1, XP_013701235.1, XP_048591999.1	Ag004G351230
OG0012494	XP_013651403.1, XP_048610841.1, XP_013716657.2	Ag004G351240
OG0012495	XP_013649353.2, XP_013702608.2	Ag004G350320
OG0012496	XP_048592025.1, XP_013700661.2	Ag005G482830
OG0012497	XP_013649870.2, XP_013649093.2, XP_013693125.1	Ag004G349000
OG0012498	XP_013649370.2, XP_013702163.1	Ag004G348990
OG0012499	XP_048616015.1, XP_013648834.2	Ag003G237710
OG0012500	XP_013649234.1, XP_013743709.1	Ag005G468030, Ag004G346020
OG0012501	XP_048617262.1, XP_013714412.2	Ag004G345160
OG0012502	XP_013701021.2, XP_013691231.1, XP_013649027.2	Ag004G344850
OG0012503	XP_013649440.2, XP_013701855.1	Ag004G343580
OG0012504	XP_013693180.2, XP_013648969.1	Ag004G343300
OG0012505	XP_013674784.1, XP_013649502.1	Ag004G342400, Ag001G025840
OG0012506	XP_013649982.1, XP_013650163.1	Ag003G214620
OG0012507	XP_013695963.2, XP_013649998.1	Ag003G215150
OG0012508	XP_013652478.1, XP_013720112.1	Ag003G215520
OG0012509	XP_048614856.1, XP_013693770.2, XP_048602838.1	Ag003G217040, Ag003G251290
OG0012510	XP_013686440.3, NP_001303207.1, XP_048591708.1	Ag003G217050, Ag005G418060
OG0012511	XP_048603151.1, XP_048617482.1, XP_013696287.2	Ag003G218040
OG0012512	XP_048592289.1, XP_022569912.2	Ag003G218590, Ag003G218580
OG0012513	XP_013685377.2, XP_013692947.2	Ag003G218630
OG0012514	XP_013670343.1, XP_013741488.1, XP_013652491.1	Ag003G218930
OG0012515	XP_048617462.1, XP_013650102.2	Ag003G219590, Ag003G219580
OG0012516	XP_013648734.2, XP_013648728.1	Ag003G219720
OG0012517	XP_048605233.1, XP_013693690.1, XP_013723517.2, XP_013717922.1	Ag003G219990
OG0012518	XP_013717810.1, XP_013698606.1	Ag003G221790
OG0012519	XP_013717809.1, XP_048592251.1, XP_013702536.1	Ag003G222830
OG0012521	XP_013649928.1, XP_013699131.1	Ag008G672840, Ag003G227280
OG0012522	XP_013648891.1	Ag003G227610
OG0012523	XP_013649951.2, XP_013700638.2	Ag003G228830, Ag003G229010
OG0012524	XP_013649953.2, XP_013700636.1	Ag003G229030, Ag003G228850
OG0012526	XP_048617370.1, XP_013649731.1	Ag003G233550
OG0012527	XP_048591753.1, XP_048615983.1	Ag003G233900
OG0012528	XP_048617362.1, XP_013649668.2	Ag003G234230
OG0012529	XP_013702116.1, XP_013649656.1	Ag003G235010
OG0012530	XP_048616011.1, XP_022559766.1, XP_048591768.1	Ag003G237240
OG0012531	XP_013649552.1, XP_013701653.1	Ag003G239700, Ag008G695550
OG0012532	XP_013702967.1, XP_013649542.1	Ag003G239970
OG0012533	XP_048617527.1, XP_048592346.1	Ag003G213620
OG0012534	XP_048617528.1, XP_013650143.2	Ag003G213480
OG0012535	XP_013650128.1, XP_048606200.1, XP_013685898.1	Ag003G212780
OG0012536	XP_048592363.1, XP_048617556.1, XP_048626872.1	Ag003G212140
OG0012537	XP_048626875.1, XP_048617558.1, XP_048592365.1	Ag003G212120
OG0012538	XP_048629897.1, XP_048628024.1, XP_013676820.1	Ag003G211940
OG0012540	XP_048616292.1, XP_013701609.2, XP_013726963.1, XP_048617581.1, XP_013650286.2	Ag003G211050
OG0012541	XP_048628922.1, XP_048611722.1, XP_013676852.2	Ag003G210540
OG0012542	XP_013648586.2, XP_013702486.2	Ag003G210210
OG0012543	XP_013680539.1, XP_013652058.1, XP_048592443.1	Ag003G207920
OG0012544	XP_013711877.1, XP_013678628.1, XP_013648544.2	Ag003G207430
OG0012545	XP_013683654.2, XP_013714868.2	Ag003G207470
OG0012546	XP_013648541.1, XP_013678632.1	Ag003G207720
OG0012547	XP_048624362.1, XP_013668289.2	Ag005G476150, Ag003G207830
OG0012548	XP_013680447.1, XP_013648537.1	Ag003G207800
OG0012549	XP_013648538.1, XP_013678637.1	Ag003G207780
OG0012550	XP_048600611.1, XP_048615172.1, XP_013640078.1	Ag005G470690
OG0012551	XP_022550981.1, XP_013673227.1	Ag005G469780
OG0012552	XP_022550973.1, XP_013673229.2	Ag005G469730
OG0012553	XP_013672989.1, XP_013740330.2	Ag001G003700, Ag001G003710
OG0012554	XP_013686349.1, XP_013643967.2	Ag005G466450
OG0012555	XP_013739425.2, XP_013689729.1	Ag005G465860
OG0012556	XP_013706589.2, XP_013690303.1, XP_013680573.2, XP_013741013.1	Ag005G465700
OG0012557	XP_013677244.1, XP_013719665.2, XP_048635804.1	Ag005G465160
OG0012558	XP_013697073.1, XP_022575410.2	Ag005G464360
OG0012559	XP_013697072.1, XP_048635780.1, XP_013701969.1	Ag005G464340
OG0012560	XP_013701233.2, XP_048628003.1, XP_013696445.1	Ag005G464280
OG0012561	XP_013682805.1, XP_048635758.1, XP_013701196.1	Ag003G208120, Ag004G322870, Ag005G462660
OG0012562	XP_013736328.2, XP_013698889.1	Ag005G462290
OG0012563	XP_048609084.1, XP_013736337.2	Ag005G460980
OG0012564	XP_013692641.2, XP_022543498.1	Ag005G459860
OG0012565	XP_013686477.1, XP_048594782.1	Ag005G459690
OG0012566	XP_048631317.1, XP_013749552.2, XP_013697491.2	Ag005G459230
OG0012567	XP_048635681.1, XP_013751636.3, XP_013693132.1	Ag005G459170
OG0012568	XP_048609088.1, XP_048600858.1, XP_013681949.1	Ag005G459140
OG0012569	XP_013714389.1, XP_013749573.2, XP_048635669.1	Ag005G458130
OG0012570	XP_013749468.1, XP_048635651.1, XP_013719136.1	Ag005G457340
OG0012571	XP_013719140.1, XP_048635652.1, XP_013749469.2	Ag005G457330
OG0012572	XP_013749466.2, XP_048631180.1, XP_013719135.2	Ag005G457320
OG0012573	XP_048614418.1, XP_013749475.2	Ag005G457240
OG0012574	XP_013749399.2, XP_048630787.1, XP_022559425.1	Ag005G455350
OG0012575	XP_013730719.1, XP_013661888.3	Ag005G454870
OG0012576	XP_022575323.1, XP_022561056.1	Ag005G454790
OG0012577	XP_013662739.2, XP_022575218.1	Ag005G454540, Ag005G453670
OG0012578	XP_048635594.1, XP_048615452.1	Ag005G453370
OG0012579	XP_048635579.1, XP_048630725.1, XP_048631087.1, XP_048614610.1	Ag005G452680
OG0012580	XP_048634890.1, XP_048630736.1, XP_048612941.1	Ag005G450810
OG0012581	XP_048612830.1, XP_013749336.2, XP_022555912.2	Ag005G450630
OG0012582	XP_048630735.1, XP_048634885.1, XP_013672860.1	Ag005G449740, Ag005G449720
OG0012583	XP_013641091.2, XP_013648076.1	Ag002G140020
OG0012584	XP_048635332.1, XP_013721253.1, XP_013725011.1	Ag005G447260
OG0012585	XP_048632483.1, XP_013684993.2	Ag005G446660
OG0012586	XP_048627850.1, XP_048635289.1, XP_013652612.1, XP_048614864.1	Ag005G446020
OG0012587	XP_013697929.1, XP_013749294.2, XP_048630333.1	Ag005G444530, Ag005G443320
OG0012588	XP_013640767.2, XP_013731677.1	Ag001G011800
OG0012589	XP_013697470.2, XP_048630313.1, XP_013749310.2	Ag005G444190, Ag005G442920, Ag005G444200
OG0012590	XP_013687325.1, XP_013743116.1	Ag005G441260, Ag005G441310
OG0012592	XP_048592986.1, XP_013751404.2	Ag005G436740
OG0012593	XP_022562835.1	Ag005G436180
OG0012594	XP_013717753.1, XP_022544391.1, XP_048592920.1	Ag005G435740
OG0012595	XP_013653040.1, XP_013750548.1	Ag005G433590, Ag005G434410
OG0012596	XP_013653023.1, XP_013677188.1	Ag005G433890, Ag005G432530
OG0012597	XP_048626422.1, XP_013685435.2, XP_013708428.1	Ag005G432410, Ag005G433750
OG0012598	XP_048592510.1, XP_013702089.1	Ag005G432070
OG0012599	XP_048592507.1, XP_013698913.2	Ag005G431940
OG0012600	XP_013708139.2, XP_013641051.2	Ag004G308930
OG0012601	XP_048592500.1, XP_048619475.1, XP_013730369.1	Ag005G431750
OG0012602	XP_013673813.1, XP_013752043.1	Ag005G430960
OG0012603	XP_013720083.1, XP_013640559.1, XP_013683336.1	Ag005G421370
OG0012604	NP_001302690.1, XP_013657045.1	Ag005G428660
OG0012605	XP_013657078.1, XP_048607056.1	Ag005G426680
OG0012606	XP_013726567.1, XP_013662969.1	Ag005G426720
OG0012607	XP_013657088.2, XP_022566835.1	Ag007G649610, Ag005G426150
OG0012608	XP_013736738.2, XP_013685107.1	Ag003G226360, Ag002G157010
OG0012609	XP_022552866.1, XP_013652868.1	Ag005G411290
OG0012610	XP_048632583.1, XP_013714475.1	Ag005G424240, Ag007G619350
OG0012611	XP_013652888.2, XP_013701809.1	Ag004G375750
OG0012612	XP_013700884.1, XP_013679858.2, XP_013736749.2	Ag005G425310
OG0012613	XP_048632578.1, XP_013722947.1	Ag005G425400
OG0012615	XP_022547405.1, XP_048595543.1, XP_013705042.1	Ag005G421580
OG0012616	NP_001302974.1, XP_013736717.2	Ag005G420590
OG0012617	XP_013705220.1, XP_013729253.1	Ag005G419850
OG0012618	XP_048595553.1, XP_048623881.1	Ag005G419790
OG0012619	XP_013703338.1, XP_048629404.1, XP_048593190.1	Ag005G419580
OG0012620	XP_013742661.1, XP_048593206.1	Ag005G418660
OG0012621	XP_022572376.2, XP_022551863.2	Ag005G418650
OG0012622	XP_013746571.2, XP_013690906.1, XP_013746570.1	Ag005G418570
OG0012623	XP_013655838.1, XP_013641982.1	Ag005G417930
OG0012624	XP_013690512.2, XP_013719438.2	Ag005G417560
OG0012626	XP_048631673.1, XP_013732528.1	Ag002G176260
OG0012627	XP_013724880.2, XP_013690405.2	Ag004G312690, Ag005G417300
OG0012628	XP_013643528.2, XP_013677473.1	Ag005G416270
OG0012629	XP_013697369.1, XP_013661433.2	Ag005G415690
OG0012630	XP_013685189.2, XP_013744348.2	Ag005G415680
OG0012631	XP_013749095.2, XP_013733272.2	Ag005G414070
OG0012632	XP_013749075.2, XP_022544323.2	Ag005G413540, Ag005G413100
OG0012633	XP_013661476.1, XP_022564761.1	Ag005G413330, Ag005G412960
OG0012634	XP_013652979.2, XP_022548119.2	Ag005G412860
OG0012635	XP_048624951.1, XP_013652956.2	Ag005G410580
OG0012636	XP_048624828.1, XP_013652865.1, XP_022570399.1	Ag003G218360, Ag005G411270
OG0012637	XP_013691617.2, XP_048593151.1	Ag005G408480
OG0012638	XP_013652748.2, XP_022544302.2	Ag005G407310, Ag008G676850
OG0012639	XP_013695242.1, XP_013651673.1	Ag005G406480
OG0012640	XP_013670898.1, XP_013744437.1	Ag005G405440
OG0012641	XP_013744422.1, XP_013742384.2	Ag014G741820
OG0012642	XP_048619671.1	Ag003G274260, Ag005G402890
OG0012643	XP_013652688.1, XP_013675967.1	Ag005G403610
OG0012644	XP_048593066.1, XP_048619752.1	Ag005G404340
OG0012645	XP_048606208.1, XP_013725275.2, XP_013652339.2	Ag001G000170, Ag007G629690
OG0012646	XP_048594469.1, XP_013725268.2	Ag001G000300
OG0012647	XP_048629844.1, XP_013709021.2, XP_013702460.1	Ag001G000910
OG0012648	XP_048637670.1	Ag001G000920
OG0012649	XP_048626745.1, XP_048607440.1, XP_013655393.2	Ag001G002080
OG0012650	XP_013672976.1, XP_013655444.2	Ag001G004380
OG0012651	XP_013640432.2, XP_013640619.1	Ag001G005240
OG0012652	XP_013640617.1, XP_013748864.1	Ag001G006120
OG0012654	XP_048629829.1, XP_048636941.1, XP_048628199.1, XP_013703428.2	Ag001G006940
OG0012655	XP_013702010.2, XP_048616436.1	Ag001G007460
OG0012656	XP_022543845.1, XP_013699455.2	Ag001G007610
OG0012657	XP_013645016.1, XP_013700394.2	Ag001G008680
OG0012658	XP_048629578.1, XP_013640379.1, XP_013699037.1, XP_048629579.1, XP_022571543.1	Ag001G009370, Ag001G009490
OG0012659	XP_013640743.2, XP_013717048.1	Ag001G010490
OG0012660	XP_013640734.2, XP_022566020.2, XP_013655540.1, XP_013723670.1	Ag001G010520
OG0012661	XP_013655553.1, XP_013723679.2	Ag001G010750
OG0012662	XP_022576047.1, XP_048636970.1	Ag001G012150
OG0012663	XP_022559198.1, XP_048635516.1, XP_013727172.2	Ag001G011940
OG0012664	XP_048616361.1, XP_048637777.1	Ag001G013330
OG0012665	XP_022561049.1, XP_048637784.1	Ag001G013960
OG0012666	XP_022560315.2, XP_048616357.1	Ag001G013980
OG0012667	XP_048637799.1, XP_013702713.1	Ag001G015100
OG0012668	XP_013735849.1, XP_013681071.1	Ag001G017080
OG0012669	XP_013740904.2, XP_022553549.2	Ag001G017490
OG0012671	NP_001302847.1, XP_048635542.1, XP_048615064.1	Ag001G020690
OG0012672	XP_013723625.3, XP_013693126.1	Ag001G011900
OG0012673	XP_048636322.1, XP_048635555.1, XP_013727322.2	Ag001G024150
OG0012674	XP_013655570.2, XP_013719988.1	Ag001G023430
OG0012675	XP_013677495.2, XP_048637953.1	Ag001G023550
OG0012676	XP_013655457.2, XP_022560522.2	Ag001G025280
OG0012677	XP_013702387.1, XP_048637972.1	Ag001G025550
OG0012678	XP_013655610.2, XP_048620475.1	Ag001G026130
OG0012679	XP_013641193.2, XP_013649070.2	Ag001G026140
OG0012680	XP_013738169.1, XP_013706179.2	Ag001G028870
OG0012681	XP_013671737.1, XP_022550604.1	Ag001G029360
OG0012682	XP_013746663.3, XP_013746665.1, XP_013715187.1	Ag001G031230, Ag001G029950
OG0012683	XP_013742930.2, XP_013715227.2	Ag001G031700, Ag001G030550
OG0012684	XP_048602128.1, XP_013744021.3	Ag001G030360, Ag001G031540
OG0012685	XP_013742922.1, XP_013715182.3	Ag001G031840
OG0012686	XP_048636611.1, XP_048629217.1, XP_013738479.2	Ag005G432170
OG0012688	XP_048634421.1, XP_048610961.1	Ag002G160620
OG0012689	XP_022573725.1, XP_013686705.1	Ag001G064990
OG0012690	XP_013698956.2, XP_013663173.2	Ag001G064970
OG0012691	XP_013663158.1, XP_013698845.2	Ag001G064570
OG0012692	XP_013686684.1, XP_013742738.2	Ag007G633600, Ag001G064220
OG0012693	XP_013686678.1, XP_013742116.1	Ag001G068530
OG0012694	XP_013663140.1, XP_022546808.2	Ag001G068830
OG0012695	XP_013663133.1, XP_013663269.2	Ag001G069180
OG0012696	XP_013663122.2, XP_013663256.2	Ag001G070050
OG0012698	XP_022546564.2, XP_013730232.1	Ag001G072430
OG0012699	XP_013659193.1, XP_013675398.1	Ag001G072630
OG0012700	XP_013643702.2, XP_013676150.1	Ag008G721800
OG0012701	XP_013675845.2, XP_013742568.1	Ag001G073510
OG0012702	XP_013664131.2, XP_013742557.1	Ag001G074020
OG0012703	XP_013745635.2, XP_048618603.1, XP_013741283.2	Ag001G066310
OG0012704	XP_013742478.2, XP_013727619.1	Ag001G074820
OG0012705	XP_048610849.1, XP_013712262.1, XP_013712638.2	Ag001G075300
OG0012706	XP_013698824.1, XP_013708080.1	Ag001G076430
OG0012707	XP_013736862.1, XP_013708568.1	Ag001G076660
OG0012708	XP_022569669.2, XP_013710397.2	Ag001G078470
OG0012709	XP_013655897.1, XP_013712075.2	Ag001G078840
OG0012710	XP_013655901.2, XP_013708692.2	Ag001G079080
OG0012712	XP_013655918.1, XP_048597128.1	Ag001G079560
OG0012713	XP_013663287.2, XP_013663432.2	Ag001G081190
OG0012714	XP_013663428.2, XP_013663288.2	Ag001G081240
OG0012715	XP_013663409.2, XP_013663306.2	Ag001G081900
OG0012716	XP_013742195.1, XP_013663308.2, XP_013663413.2	Ag001G081910
OG0012717	XP_013663311.2, XP_013663406.2	Ag001G081930
OG0012718	XP_048620687.1, XP_013663386.2	Ag001G082950
OG0012719	XP_048596494.1, XP_048620686.1	Ag001G082960
OG0012720	XP_013748496.1, XP_013642142.2	Ag001G042050
OG0012721	XP_013743022.2	Ag001G083710
OG0012722	XP_013707932.2, XP_048597170.1	Ag001G083880
OG0012723	XP_013663338.2, XP_013708118.1	Ag001G083900
OG0012724	XP_013742170.1, XP_048597173.1, XP_048620703.1	Ag001G084330
OG0012725	XP_013728410.1, XP_048593027.1	Ag001G085740
OG0012726	XP_048634289.1, XP_013728886.2	Ag001G088130
OG0012728	XP_013657031.1, XP_013673092.1	Ag002G195110
OG0012729	XP_022564012.1, XP_022546922.2	Ag001G089580
OG0012730	XP_013663691.1, XP_022546923.2	Ag001G089600
OG0012731	XP_013659998.2, XP_048597247.1	Ag001G019970, Ag001G020230, Ag001G020280, Ag011G740850
OG0012732	XP_013648288.2, XP_013701847.2	Ag001G091480
OG0012733	XP_013647824.1, XP_013710011.1	Ag001G093030
OG0012734	XP_048591629.1, XP_013710292.1, XP_013710251.2	Ag001G093050
OG0012735	XP_013699254.2	Ag001G093660
OG0012736	XP_013712566.2, XP_022564652.1	Ag001G096500
OG0012737	XP_013749449.1	Ag001G097220, Ag005G416700
OG0012738	XP_048597336.1, XP_013749441.1	Ag001G097670
