Orthogroup	Brassica_napus	Erysimum_linariifolium
OG0014967	XP_013708690.1, XP_013668100.2	El001G070840
OG0014968	XP_013668102.2, XP_013708244.1	El001G070870
OG0014969	XP_013725526.1, XP_022574901.2	El006G292090
OG0014970	XP_013711444.1, XP_048598367.1	El001G070980
OG0014971	XP_013668114.2, XP_013711238.1	El001G071010
OG0014972	XP_013678953.1	El001G071040
OG0014973	XP_013726440.2, XP_013680257.1	El001G071220
OG0014974	XP_022554234.1, XP_048626237.1	El001G071230
OG0014975	XP_048625315.1, XP_022567239.2	El001G071450
OG0014976	XP_022566768.2	El001G071480
OG0014977	XP_013699354.1, XP_013666125.2	El001G071550
OG0014978	XP_048625332.1, XP_013668151.2	El001G071610
OG0014979	XP_048598404.1, XP_013723229.1	El001G071790
OG0014980	XP_013668162.1, XP_022568626.1	El001G071810
OG0014981	XP_013722877.1, XP_013715755.1	El001G072040
OG0014982	XP_048602700.1, XP_013680718.2	El002G125140, El001G072370
OG0014983	XP_013737491.1, XP_013715641.2	El001G072420
OG0014984	XP_013715658.2, XP_013737484.1	El001G072580
OG0014985	XP_048603455.1, XP_013692546.1	El001G072590
OG0014986	XP_013715485.2, XP_048625375.1	El001G072910
OG0014987	XP_022566582.2, XP_013680356.1	El001G073440
OG0014988	XP_013675754.2, XP_013690651.1	El001G073470
OG0014989	XP_013680413.2, XP_013680373.1	El001G073750
OG0014990	XP_013715230.2, XP_013743194.2	El001G074170
OG0014991	XP_013740112.1, XP_013701634.1	El001G074270
OG0014992	XP_048603106.1, XP_048602669.1	El001G074370
OG0014993	XP_013743209.1, XP_013715480.2	El001G074460
OG0014994	XP_013671336.1, XP_013733816.1	El003G169920
OG0014995	XP_048594658.1, XP_048622120.1	El003G169730
OG0014996	XP_048622157.1, XP_048600284.1	El003G169710
OG0014997	XP_013741327.1, XP_048618877.1	El003G169140
OG0014998	XP_022543233.2, XP_013737285.2	El003G169130
OG0014999	XP_048607223.1, XP_013654789.2, XP_013654763.1	El003G168190
OG0015000	XP_048638331.1, XP_013671011.1	El003G168050
OG0015001	XP_013668897.1, XP_013671020.1	El003G167910
OG0015002	XP_048601445.1, XP_048638374.1	El003G167890
OG0015003	XP_013728065.1, XP_013668332.1	El003G167840
OG0015004	XP_048618909.1, XP_013710540.1, XP_048632819.1	El003G167570
OG0015005	XP_013726572.1, XP_022550312.1	El003G167540
OG0015006	XP_048618921.1, XP_022561213.2, XP_013737410.2	El003G167110
OG0015007	XP_013728932.1, XP_013719506.1	El003G167000
OG0015008	XP_013730702.1, XP_048601472.1	El003G166700
OG0015009	XP_013660885.1, XP_013734092.1	El003G166260
OG0015010	XP_013734114.1, XP_013660886.1	El003G166250
OG0015011	XP_013734006.1, XP_013660889.1	El003G166200
OG0015012	XP_013733637.1, XP_048601491.1	El003G165750
OG0015013	XP_048596065.1, XP_022568589.2	El003G165330
OG0015014	XP_048596087.1, XP_013671123.2	El003G165260
OG0015015	XP_013671117.1, XP_013735170.2	El003G165190
OG0015016	XP_013657289.1, XP_048622397.1	El002G102150
OG0015017	XP_013671126.2, XP_013737429.2	El003G164900
OG0015018	XP_048596293.1	El003G164800
OG0015019	XP_013714410.1	El001G067230
OG0015020	XP_013643847.2, XP_013734868.1	El003G164730
OG0015021	XP_048596337.1, XP_022550349.1	El003G164590
OG0015022	XP_013671171.2, XP_013737118.2	El003G164530
OG0015023	XP_013671162.2, XP_013737072.2	El003G164490
OG0015024	XP_013672549.2, XP_013717245.1	El003G164260
OG0015025	XP_048596465.1, XP_013660272.1	El003G164120
OG0015026	XP_013664731.1, XP_013642963.2	El003G164070
OG0015027	XP_048596541.1, XP_013731861.1	El003G163720
OG0015028	XP_013733988.1, XP_013672073.2	El003G162980
OG0015029	XP_013733972.2, XP_013738186.2	El003G162800
OG0015030	XP_013671186.1, XP_013738020.2	El003G162620
OG0015031	XP_022572567.2, XP_013737606.2	El003G162580
OG0015033	XP_013711289.2, XP_013738851.2	El003G160940
OG0015034	XP_048600082.1, XP_022572181.1	El003G160670
OG0015035	XP_013691928.2, XP_022545580.2	El002G120340
OG0015036	XP_048635145.1, XP_048635507.1, XP_022568273.1	El002G120400
OG0015037	XP_013662263.1, XP_013671832.1	El002G120440
OG0015038	XP_013715162.1, XP_013741881.1	El002G120630
OG0015039	XP_048635141.1, XP_022568275.1, XP_022570288.1	El002G120650
OG0015040	XP_013712001.1, XP_013717494.2	El002G120960
OG0015041	XP_013708154.1, XP_013717345.1	El002G120980
OG0015042	XP_022546602.2, XP_013709464.2	El002G121020
OG0015043	XP_013717505.3	El002G121070
OG0015044	XP_048616344.1, XP_013662192.1	El002G122600
OG0015045	XP_013723427.1, XP_013671216.1	El002G122640
OG0015046	XP_013662185.2, XP_048616175.1	El002G122910
OG0015047	XP_013715099.2, XP_013710353.1	El002G123240
OG0015048	XP_013677917.1, XP_013721012.1	El002G123940
OG0015049	XP_013725538.1, XP_013680087.1	El002G123850
OG0015050	XP_013721014.1, XP_013714833.1	El002G123820
OG0015051	XP_013712218.1, XP_013715150.2	El002G123580
OG0015052	XP_013705897.1, XP_013746354.1	El002G125020
OG0015053	XP_013715124.2, XP_013711703.2	El002G125220
OG0015054	XP_013709941.1, XP_013670344.2, XP_022575166.2, XP_048626470.1, XP_048634938.1, XP_048629525.1	El002G125240
OG0015055	XP_013715158.2, XP_013712553.1	El002G125250
OG0015056	XP_013643665.1, XP_013652982.1	El002G125410
OG0015057	XP_013712588.1, XP_013662278.2	El002G128000
OG0015058	XP_048612586.1, XP_013703134.2, XP_048635401.1	El002G127770
OG0015059	XP_013712358.2, XP_013707392.1	El002G127610
OG0015060	XP_013706750.1, XP_013720992.3	El002G127240
OG0015061	XP_013740454.2, XP_048622148.1	El002G127080
OG0015062	XP_013676463.2, XP_013688506.2	El002G126910
OG0015063	XP_048625492.1, XP_048595132.1	El002G126760, El002G126780
OG0015064	XP_048593612.1, XP_048622140.1	El002G126310
OG0015065	XP_022560821.1, XP_013669832.1	El002G128450
OG0015066	XP_013655750.2, XP_013711309.2	El003G171350
OG0015067	XP_013660670.2, XP_013746855.2	El002G130620
OG0015068	XP_013701046.1, XP_013659052.2	El002G130480, El002G130440
OG0015069	XP_013749319.2	El002G130150
OG0015070	XP_022548965.2, XP_013695841.2	El002G129420
OG0015071	XP_048593650.1, XP_048621679.1	El002G126140
OG0015072	XP_013688326.1, XP_013731834.3, XP_048599501.1	El002G128850
OG0015073	XP_022549351.2, XP_013718813.2	El002G128860
OG0015074	XP_022549352.2, XP_048616895.1	El002G128920
OG0015075	XP_013667128.1, XP_013712479.1	El007G357060
OG0015076	XP_013725567.2	El002G130960
OG0015077	XP_013685318.2, XP_022545893.1	El002G113530
OG0015078	XP_013736563.2, XP_013719803.2	El005G261590
OG0015079	XP_013727928.1, XP_013662504.1	El002G113390
OG0015080	XP_022575194.1, XP_013685323.2	El002G113400
OG0015081	XP_022572405.2, XP_048617997.1	El007G329320
OG0015082	XP_013685383.1, XP_013656954.2	El002G113850
OG0015083	XP_013732926.2, XP_013718355.1	El002G114000
OG0015084	NP_001303146.1, XP_013655099.2	El002G115090
OG0015085	XP_022558821.1, XP_013659666.1	El002G115660
OG0015086	XP_013662600.1, XP_048614907.1	El002G115840
OG0015087	XP_013662588.1, XP_022569568.1	El002G116050
OG0015088	XP_013721186.1, XP_013662585.1	El002G116080
OG0015089	XP_013693087.1, XP_013662583.1	El002G116180
OG0015090	XP_013662582.1, XP_022566944.1	El002G116200
OG0015091	XP_013703285.1, XP_013662454.2	El002G117170
OG0015092	XP_048595047.1, XP_013707127.1	El002G117300
OG0015093	XP_048613016.1, XP_013662431.1	El002G117350
OG0015094	XP_013670575.2, XP_013752324.2	El003G146900
OG0015095	XP_013665877.1, XP_013641009.2	El003G146670
OG0015096	XP_013677965.2, XP_013656478.2	El003G146340
OG0015097	XP_022561178.1, XP_013748925.3	El003G146250
OG0015098	XP_048601040.1, XP_013743425.1, XP_013643234.1	El003G146190, El003G146220
OG0015099	XP_022575264.1, XP_013748979.3	El003G146130
OG0015100	XP_013643839.1, XP_013743596.1	El003G146090
OG0015101	XP_013645065.2, XP_013745389.1	El003G145980
OG0015102	XP_013749416.1, XP_013703299.1	El003G145800
OG0015103	XP_013719568.1, XP_022575084.2	El003G145400
OG0015104	XP_013705396.1, XP_013746540.1	El003G145360
OG0015105	XP_048634158.1, XP_013726377.2	El003G145340
OG0015106	XP_048600998.1, XP_048634147.1	El003G145330
OG0015107	XP_048600997.1, XP_013728163.2	El003G146270
OG0015108	XP_048623163.1, XP_048619377.1	El003G145000
OG0015109	XP_048626405.1, XP_013742524.1, XP_013703616.1	El003G144940
OG0015110	XP_013736482.2, XP_013722972.2	El003G144890
OG0015111	XP_013722997.2, XP_022573737.2	El003G144860
OG0015112	XP_013737135.2, XP_013722970.2, XP_048633961.1, XP_048600969.1	El003G144670
OG0015113	XP_013686775.1, XP_013680628.2	El003G182920
OG0015114	XP_013728980.1, XP_013706580.1	El003G144590
OG0015115	XP_013707319.2, XP_013692766.2	El003G144290
OG0015116	XP_048633848.1, XP_013723022.1	El003G144130
OG0015117	XP_013736543.1, XP_013669015.2	El003G144090
OG0015118	XP_013736503.1, XP_048633799.1	El003G143920
OG0015119	XP_048607478.1, XP_022555721.2	El003G143880
OG0015120	XP_013719513.1, XP_013724179.1	El003G143860
OG0015121	XP_022575662.2, XP_013736260.2	El003G143650
OG0015122	XP_013659372.2, XP_013736026.2	El003G143260
OG0015123	XP_048606303.1, XP_013686340.2	El003G143230
OG0015124	XP_013654991.2, XP_013686333.2	El003G143130
OG0015125	XP_048593822.1, XP_048606287.1	El003G142880
OG0015126	XP_013706951.1, XP_013644950.2	El003G142790
OG0015127	XP_048633496.1, XP_013669324.1	El003G142610
OG0015128	XP_013735570.1	El003G142500
OG0015129	XP_048600931.1, XP_013733370.2	El003G142340
OG0015130	XP_013703389.1, XP_048590817.1	El003G142270
OG0015131	XP_013656736.1, XP_013652829.1, XP_048630624.1	El003G142170
OG0015132	XP_048606275.1, XP_013652827.2, XP_013656739.1	El003G142140
OG0015133	XP_048633341.1, XP_048633373.1	El003G142120
OG0015134	XP_013731890.1, XP_013729561.1	El003G141760
OG0015135	XP_048590819.1, XP_013731904.2	El003G141790
OG0015136	XP_022555829.1, XP_048593850.1	El003G141830
OG0015137	XP_022543782.1, XP_022562922.2	El003G141850
OG0015138	XP_013658388.2, XP_013735362.2	El003G141900
OG0015139	XP_013656759.2, XP_013685727.2	El003G141920
OG0015140	XP_048602133.1, XP_048602203.1	El003G141590
OG0015141	XP_022544319.1, XP_013647232.2	El003G181560
OG0015142	XP_013741959.1, XP_013731846.2	El003G185250
OG0015143	XP_013748938.2, XP_048627292.1, XP_048616514.1	El003G184130
OG0015144	XP_048631169.1, XP_013680242.2, XP_013676590.2	El003G183970
OG0015145	XP_048610701.1, XP_048633305.1, XP_048626448.1	El003G184350
OG0015146	XP_013702467.2, XP_013707569.1	El004G213200
OG0015147	XP_048633336.1, XP_013707788.1	El003G185530
OG0015148	XP_013741953.2, XP_013706104.2	El003G185600
OG0015149	XP_048616545.1, XP_048592851.1	El003G186290
OG0015150	XP_013746676.2, XP_013741698.1	El003G186340
OG0015151	XP_013651828.1	El003G186700
OG0015152	XP_013732795.1, XP_048592862.1	El003G187510
OG0015153	XP_013651835.2, XP_013675262.1	El003G188260
OG0015154	XP_013743042.2, XP_013703941.1	El003G188170
OG0015155	XP_013722717.1, XP_013746714.1	El003G188990
OG0015156	XP_013728600.1, XP_048633392.1	El003G189510, El001G009960, El001G011700
OG0015157	XP_013642880.1, XP_048633397.1	El003G189700
OG0015158	XP_048633396.1, XP_013647019.1	El003G189710
OG0015159	XP_022548496.1, XP_048624855.1	El007G363890
OG0015160	XP_013733788.2, XP_048594563.1	El002G117980
OG0015161	XP_013685501.2, XP_048629140.1, XP_048612460.1	El006G295990
OG0015162	XP_048629161.1, XP_048612459.1, XP_013685499.2	El006G295970
OG0015163	XP_048629154.1, XP_013738456.2, XP_013685497.1	El006G295950
OG0015164	XP_013642530.2, XP_013702140.1	El001G014910
OG0015165	XP_013642536.1, XP_013702318.2	El001G014940
OG0015166	XP_013749230.2, XP_013660503.2	El002G119090
OG0015167	XP_013662103.2, XP_013744665.1, XP_048629634.1, XP_022546229.1	El006G295560
OG0015168	XP_013662105.2, XP_013744664.1	El006G295600
OG0015169	XP_048629644.1, XP_022545497.1, XP_022556122.1	El006G295620
OG0015170	XP_013662107.2, XP_013744662.2	El006G295700
OG0015171	XP_022556129.1, XP_048629142.1, XP_048636575.1	El006G295740
OG0015172	XP_013662181.1, XP_013640283.1	El002G123040
OG0015173	XP_013735108.2, XP_022554986.1	El001G010130
OG0015174	XP_013735079.2, XP_013711395.1	El001G010640
OG0015175	XP_013726746.1, XP_013718423.1	El001G010680
OG0015176	XP_013684072.1, XP_013735080.2	El001G010810
OG0015177	XP_022553850.1, XP_048631939.1	El003G177680, El001G010910
OG0015178	XP_048625403.1, XP_013726749.1	El001G010920
OG0015179	XP_013715139.1, XP_013712178.2	El002G125180
OG0015180	XP_013687669.1, XP_013676409.1	El001G011350
OG0015181	XP_013740500.1, XP_013701466.1	El006G296990
OG0015182	XP_013748553.1, XP_048636657.1	El006G297190
OG0015183	XP_022574972.2, XP_013748547.1	El006G297600
OG0015184	XP_013748524.1, XP_013642156.2	El006G297910
OG0015185	XP_013744523.2, XP_013719170.1	El006G297980
OG0015186	XP_013748510.1, XP_013642151.2	El006G298190
OG0015187	XP_013642152.2, XP_013748512.1	El006G298200
OG0015188	XP_013671297.1, XP_013662419.2	El006G298320
OG0015189	XP_013748479.1, NP_001303076.1, XP_048610944.1, XP_013744513.2	El006G298460
OG0015190	XP_013647571.1, XP_048618488.1	El007G358540
OG0015191	XP_013644996.1, XP_048618487.1, XP_048615367.1	El007G358380
OG0015192	XP_013647566.1, XP_013653657.1	El007G358370
OG0015193	XP_013692220.2, XP_013644986.1	El007G358040
OG0015194	XP_013701290.2, XP_013744365.2	El007G358050
OG0015195	XP_013692849.2, XP_013644979.1	El007G357980
OG0015196	XP_013690429.2, XP_013644974.1	El007G357560
OG0015197	XP_013743547.2, XP_013726646.2	El007G357520
OG0015198	XP_048615243.1	El007G356940
OG0015199	XP_048623462.1, XP_022548321.2	El007G356630
OG0015200	XP_048599081.1, XP_013667341.2	El001G060320
OG0015201	XP_013703469.2, XP_013723707.1	El007G359710
OG0015202	XP_013740233.1, XP_013682034.2	El007G356520
OG0015203	XP_048610063.1, XP_013738550.2	El007G356490
OG0015204	XP_013732868.1, XP_013719681.1	El001G009330
OG0015205	XP_048604437.1, XP_022559505.2	El001G009230
OG0015206	XP_013719664.1, XP_013732869.2	El001G009190
OG0015207	XP_013719794.1, XP_013732870.2	El001G009180
OG0015208	XP_048596810.1, XP_022547442.1	El001G009170
OG0015209	XP_013719719.1, XP_013737571.1	El001G009040
OG0015210	XP_013691676.2, XP_013675463.1	El001G008810
OG0015211	XP_048631981.1, XP_013680934.2	El001G008330
OG0015212	XP_048604421.1, XP_048614417.1	El001G008260
OG0015213	XP_013718544.3	El001G008210
OG0015214	XP_013735542.1, XP_013684085.2	El001G008130
OG0015215	XP_013735543.1, XP_048606908.1	El001G008110
OG0015216	XP_013718542.2, XP_013736843.1	El001G008100
OG0015217	XP_013718642.2, XP_013736679.1	El001G007940
OG0015218	XP_013718644.1, XP_013736601.1	El001G007830
OG0015219	XP_048612845.1, XP_013691277.2	El001G007730
OG0015220	XP_013742147.1	El001G007700
OG0015221	XP_048596787.1, XP_048624303.1	El001G007380
OG0015222	XP_048631153.1, XP_013693088.2, XP_013692895.1	El001G007370
OG0015223	XP_048596770.1, XP_013652201.1	El001G007060
OG0015224	XP_022557078.1, XP_013662159.2	El001G006900
OG0015225	XP_013690772.1, XP_013687033.2	El001G006720
OG0015226	XP_013725221.1, XP_013698396.2	El007G350000
OG0015227	XP_013640041.2, XP_013672076.2, XP_048601584.1	El003G162950
OG0015228	XP_013732692.1, XP_013740827.2	El001G005790
OG0015229	XP_013661141.2, XP_048631626.1, XP_013662043.1	El001G005760
OG0015230	XP_048596744.1, XP_048624268.1, XP_013662053.2	El001G005640
OG0015231	XP_048632023.1, XP_048606962.1	El001G005620
OG0015232	XP_048624262.1, XP_048596743.1	El001G005570
OG0015233	XP_013714465.1, XP_013662027.2	El001G005400
OG0015234	XP_013662011.2, XP_013712472.1	El001G005190
OG0015235	XP_013659489.2, XP_048624234.1	El001G004960
OG0015236	XP_048596710.1, XP_013661973.2	El001G004710
OG0015237	XP_013712919.1, XP_022563282.2	El007G360910
OG0015238	XP_013686942.2, XP_013733193.2	El007G361430
OG0015239	XP_013733203.1, XP_048618278.1	El007G361480
OG0015240	XP_013681659.1, XP_013687142.1	El007G361580
OG0015241	XP_013721726.3, XP_022552438.2	El007G363200
OG0015242	XP_013681742.2, XP_013670716.1	El007G363760
OG0015243	XP_022566122.2, XP_013707796.3	El007G363980
OG0015244	XP_022563874.1, XP_022543748.2	El007G364050
OG0015246	XP_048615997.1, XP_048591757.1	El004G225930
OG0015247	XP_013677067.1, XP_048603840.1	El007G364260
OG0015248	XP_013677069.1, XP_013677172.1	El007G364270
OG0015249	XP_013702578.1, XP_048636886.1	El002G140400
OG0015251	XP_048623543.1, XP_013662892.2	El007G364930
OG0015252	XP_013707598.2, XP_022543737.2	El007G365020
OG0015253	XP_013706476.1, XP_013696890.1	El002G085220
OG0015254	XP_048610538.1, XP_013728591.1, XP_013663446.2	El007G342700
OG0015255	XP_048637343.1, XP_013706246.2	El007G366020
OG0015256	XP_048628130.1, XP_013680235.2, XP_013676595.1	El003G182530
OG0015257	XP_048610686.1, XP_013682688.1	El003G183080
OG0015258	XP_013714718.2, XP_013728350.2	El007G366530
OG0015259	XP_013693689.2, XP_048617814.1	El007G366510
OG0015260	XP_022545588.2, XP_013730991.1	El003G183390
OG0015261	XP_022566836.1, XP_013657089.2	El005G269530
OG0015262	XP_013686790.2, XP_048633292.1	El003G183470
OG0015263	XP_013703112.1, XP_048593171.1	El005G269980
OG0015264	XP_013691278.2, XP_013721150.2	El003G183540
OG0015265	XP_013719617.1, XP_048633273.1, XP_013696817.1	El003G179630
OG0015266	XP_013701866.1, XP_013701863.2	El005G268930
OG0015267	XP_013739008.2, XP_013671516.2	El003G160620
OG0015268	XP_013719852.2, XP_048621667.1	El003G179060
OG0015269	XP_013731690.1, XP_013731134.1	El005G268280
OG0015270	XP_013655142.1, XP_022555390.1	El005G268270
OG0015271	XP_013719809.1, XP_013686770.2	El003G177960
OG0015272	XP_013729444.2, XP_048622167.1	El003G177070
OG0015273	XP_022571847.2, XP_013723182.2	El003G176800
OG0015274	XP_013742862.2, XP_013686304.2	El003G176100
OG0015275	XP_013712508.1, XP_013690438.1	El003G175990
OG0015276	XP_013656785.2, XP_013736674.1	El003G175210
OG0015277	XP_013690460.1, XP_013708534.1	El003G175030
OG0015278	XP_048610195.1, XP_048634001.1	El003G175000
OG0015279	XP_048592928.1, XP_013743395.2	El005G263980
OG0015280	XP_013665571.2, XP_013664775.1	El003G174170
OG0015281	XP_013655705.1, XP_013668166.2	El003G172980
OG0015282	XP_013647624.2, XP_013675885.2	El005G259790
OG0015283	XP_013719144.1, XP_013647759.1	El003G189880
OG0015284	XP_048610763.1, XP_048633408.1	El003G190490
OG0015285	XP_013743284.2, XP_013698624.1	El003G190830
OG0015286	XP_013700757.1, XP_013746799.2	El003G190880
OG0015287	XP_013647774.2, XP_013700665.2	El003G191280
OG0015288	XP_022571492.2, XP_013708583.2	El003G191840
OG0015289	XP_048633474.1, XP_013729214.2	El003G192600
OG0015290	XP_048633340.1, XP_022567261.2	El005G270160
OG0015291	XP_013731155.2, XP_022574695.2	El006G279740
OG0015293	XP_013690398.1, XP_013747502.2	El007G348520
OG0015294	XP_013747504.2, XP_013690402.1	El006G279870
OG0015295	XP_022544165.1, XP_013688586.1	El006G280030
OG0015296	XP_013732546.3, XP_013688587.1	El006G280050
OG0015297	XP_013686323.2, XP_013747514.2	El006G280060
OG0015298	XP_048610539.1, XP_013747551.2	El006G280210
OG0015299	XP_048610541.1, XP_013747552.2	El006G280220
OG0015300	XP_013751987.1, XP_013691538.2	El006G280260
OG0015301	XP_048635403.1	El006G288500
OG0015302	XP_013747539.2, XP_022571010.2	El006G280300
OG0015303	XP_013700681.1, XP_013693169.1	El005G252210
OG0015304	XP_013747561.2, XP_048635410.1	El006G280830
OG0015305	XP_013747582.2, XP_013711908.2	El006G280990
OG0015306	XP_048635418.1, XP_048610342.1	El006G281010
OG0015307	XP_013750958.1, XP_013688194.1	El006G281200
OG0015308	XP_013707994.1, XP_013747609.1	El006G281260
OG0015309	XP_013710486.2, XP_013747619.2	El006G281440
OG0015310	XP_013734846.2, XP_013734869.1	El006G281560
OG0015311	XP_013708860.2, XP_013752003.2	El006G281720
OG0015312	XP_013748090.1, XP_013748191.1	El006G282070
OG0015313	XP_013748222.2, XP_013748118.1	El006G282400
OG0015314	XP_022550668.2, XP_013749653.1	El006G282760
OG0015315	XP_048609356.1, XP_022575962.1	El006G282770
OG0015316	XP_022550670.1, XP_048634776.1	El006G282790
OG0015317	XP_013748148.1, XP_048609353.1	El006G283050
OG0015318	XP_048609349.1, XP_048636400.1	El006G283170
OG0015319	XP_013740647.1, XP_013725837.1	El006G283190
OG0015320	XP_013734798.2, XP_013683710.1	El006G283220
OG0015321	XP_048608654.1, XP_048631799.1	El006G283300
OG0015322	XP_022574782.1, XP_022556202.1	El006G283430
OG0015323	XP_022570165.1, XP_013692100.1	El006G283460
OG0015324	XP_013686169.1, XP_013747976.1	El006G283580
OG0015325	XP_048634760.1, XP_013666716.2	El006G283680
OG0015326	XP_013691628.2, XP_013747984.1	El006G283970
OG0015327	XP_022574270.1, XP_013725486.1	El006G284380
OG0015328	XP_022574627.1, XP_013725456.2	El006G284710
OG0015329	XP_013691902.1, XP_022557913.1	El006G284820
OG0015330	XP_048631774.1, XP_013683835.1	El006G285170
OG0015331	XP_013720284.2, XP_048611221.1	El006G285310
OG0015332	XP_013686755.1, XP_048636367.1	El006G285410
OG0015333	XP_013686840.2, XP_022574757.1	El006G285440
OG0015334	XP_022574057.2, XP_013683803.1	El006G285640
OG0015335	XP_013717488.1, XP_048609306.1	El006G285810
OG0015336	XP_013730821.2, XP_013673108.1	El006G285930
OG0015337	XP_013673101.1, XP_013730246.1	El006G286000
OG0015338	XP_013691313.2, XP_048609300.1	El006G286130
OG0015339	XP_048611195.1, XP_013747426.2	El006G286240
OG0015340	XP_013657032.1, XP_013747746.1	El006G286250
OG0015341	XP_013673096.1, XP_013657025.1	El006G286340
OG0015342	XP_013683770.1, XP_013724360.1	El006G286420
OG0015343	XP_013747767.2, XP_048609291.1	El006G286650
OG0015344	XP_013747798.2, XP_048635474.1	El006G287210
OG0015345	XP_022548903.2, XP_013687888.1	El006G286900
OG0015346	XP_013747826.2, XP_013692002.2	El006G287830
OG0015347	XP_013730119.1, XP_013723455.2	El001G081720
OG0015348	XP_013723473.1, XP_013730075.1	El001G081710
OG0015349	XP_013732260.2	El001G081370
OG0015350	XP_013720260.1	El001G081330
OG0015351	XP_013720219.1	El001G081180
OG0015352	XP_013723623.2, XP_013746266.1	El001G081140
OG0015353	XP_013723649.2, XP_013746248.1	El001G081070
OG0015354	XP_048631065.1, XP_013668267.2	El001G080930
OG0015355	XP_048631063.1, XP_048624378.1	El001G080850
OG0015356	XP_013668295.2, XP_013685259.2	El001G080260
OG0015357	XP_013703699.2, XP_013668297.1	El001G080190
OG0015358	XP_048629266.1, XP_013720237.2	El001G079870
OG0015359	XP_013720205.2	El001G079840
OG0015360	XP_013725024.2, XP_022554153.2	El001G079810
OG0015361	XP_048624333.1, XP_048598630.1	El001G079600
OG0015362	XP_013720135.1	El007G340360
OG0015363	XP_013668344.2, XP_022568408.2	El001G079360
OG0015364	XP_013724913.1, XP_022554165.1	El001G079320
OG0015365	XP_013668359.1, XP_013726256.1	El001G079030
OG0015366	XP_013678566.2, XP_048603542.1	El001G072200
OG0015367	XP_013726235.2, XP_013668362.2	El001G078980
OG0015368	XP_013721496.1	El001G078850
OG0015369	XP_013720273.1	El001G078790
OG0015370	XP_048598611.1, XP_013730152.1	El001G078720
OG0015371	XP_013668202.1, XP_048598604.1	El001G078530
OG0015372	XP_022566166.1, XP_013724624.2	El001G078260
OG0015373	XP_048623061.1, XP_048598590.1	El001G078250
OG0015374	XP_013676048.2, XP_013721845.1	El001G060960
OG0015375	XP_013667325.2, XP_013736394.1	El001G059910
OG0015376	XP_013675990.1, XP_048605641.1	El001G060030
OG0015377	XP_013721966.2	El001G059200
OG0015378	XP_013682265.2, XP_013731306.1	El001G059140
OG0015379	XP_013671611.1, XP_013698943.2	El003G156380
OG0015380	XP_022554487.2, XP_022568062.2	El001G059030
OG0015381	XP_013667241.2, XP_013717653.1	El001G058970
OG0015382	XP_013667226.2, XP_013717598.1	El001G058780
OG0015383	XP_048627908.1, XP_013716035.1	El001G058530
OG0015384	XP_013682233.1, XP_022568624.2	El001G058410
OG0015385	XP_013723523.1, XP_013680091.2	El001G058230
OG0015386	XP_013712848.2, XP_013733056.2	El001G058100
OG0015387	XP_048623310.1, XP_013667188.2	El001G058030
OG0015388	XP_013682202.2, XP_013715777.2	El001G057590
OG0015389	XP_013740341.2, XP_013680761.1	El007G330180
OG0015390	XP_013667146.2, XP_013660691.1	El007G330360
OG0015391	XP_048598988.1, XP_013660679.1	El007G330390
OG0015393	XP_048616873.1, XP_013649215.2	El004G217400
OG0015394	XP_013681147.2, XP_013642461.1	El007G330900
OG0015395	XP_022551608.2, XP_013680863.2	El007G331130
OG0015396	XP_013738386.2, XP_013680923.2	El007G331200
OG0015397	XP_013716575.2, XP_013712856.2	El007G331750
OG0015398	XP_013729607.1, XP_013716812.2	El007G332160
OG0015399	XP_013714537.2, XP_013716785.2	El007G331700
OG0015400	XP_013682479.2, XP_013712689.2	El007G331940
OG0015401	XP_013661208.2, XP_013707097.1	El007G327480
OG0015402	XP_013711114.2, XP_013711113.1	El007G327320
OG0015403	XP_048628373.1, XP_022571273.2, XP_013722090.3	El007G327280
OG0015404	XP_048628364.1, XP_048629719.1	El007G327210
OG0015405	XP_022555515.1, XP_013647048.1	El007G327200
OG0015406	XP_013707051.1, XP_013661221.2	El007G327180
OG0015407	XP_013727519.1, XP_013642983.2	El007G327160
OG0015408	XP_022564025.1, XP_048637870.1	El007G327150
OG0015409	XP_013643004.2, XP_013643428.1	El007G326930
OG0015410	XP_013643175.1	El007G326630
OG0015411	XP_013643031.2, XP_048606656.1	El007G326590
OG0015412	XP_048636482.1, XP_048609451.1	El006G291800
OG0015413	XP_013652783.1, XP_013661269.2	El007G326270
OG0015414	XP_048616591.1, XP_013700970.1, XP_022574665.2	El007G326140
OG0015415	XP_013643162.2	El007G326120
OG0015416	XP_013722826.2	El007G326100
OG0015417	XP_048606642.1, XP_013643151.2	El007G325990
OG0015418	XP_048606633.1, XP_013643146.2	El007G325950
OG0015419	XP_013672897.1, XP_013643134.2	El007G325900
OG0015420	XP_013667289.2, XP_013702491.1	El007G325820
OG0015421	XP_013643126.2, XP_022543282.2	El007G325760
OG0015422	XP_013670994.1, XP_013670993.2	El007G325480
OG0015423	XP_013643113.2, XP_013729771.1	El007G325430
OG0015424	XP_048603269.1, XP_013675434.2	El007G325090
OG0015425	XP_013723103.3, XP_013643078.2, XP_048626563.1	El007G324920
OG0015426	XP_048631242.1, XP_048616840.1, XP_013701770.3	El007G324740
OG0015427	XP_013707842.1, XP_013738532.2	El007G324590
OG0015428	XP_048606580.1, XP_022543976.2	El007G324510
OG0015429	XP_013643215.1, XP_013643324.2	El007G324390
OG0015430	XP_013643306.1, XP_013641455.1	El007G324150
