Orthogroup	Brassica_napus	Cardamine_amara
OG0013673	XP_013722551.1, XP_048633853.1	evm.model.RL_6.1168
OG0013674	XP_013722561.1, XP_013643565.2	evm.model.RL_6.1166
OG0013675	XP_022557054.1, XP_048633839.1	evm.model.RL_6.1154
OG0013676	XP_013733956.1, XP_013683266.1	evm.model.RL_6.1126
OG0013677	XP_013683269.1, XP_013733959.1	evm.model.RL_6.1120
OG0013678	XP_013640570.1, XP_022569221.1	evm.model.RL_8.1299
OG0013679	XP_013734944.2, XP_022561524.1	evm.model.RL_6.1086
OG0013680	XP_013748903.1, XP_022575433.1, XP_013730384.2	evm.model.RL_6.1066
OG0013681	XP_013748906.2, XP_013752462.1	evm.model.RL_6.1062
OG0013682	XP_048610441.1, XP_048610440.1, XP_013647715.2	evm.model.RL_6.1009
OG0013683	XP_013676419.2, XP_013744185.2	evm.model.RL_6.988
OG0013684	XP_013681503.1, XP_013656758.2	evm.model.RL_1.2185, evm.model.RL_2.3478
OG0013685	XP_013692422.1, XP_022571014.2	evm.model.RL_6.937
OG0013686	XP_013692164.2, XP_048626783.1, XP_048592829.1	evm.model.RL_6.927
OG0013687	XP_013720077.2	evm.model.RL_6.901
OG0013688	XP_013647654.2, XP_013692536.1	evm.model.RL_6.898
OG0013689	XP_048592818.1, XP_048610493.1	evm.model.RL_6.890
OG0013690	XP_013743970.1, XP_013720505.2	evm.model.RL_6.888
OG0013691	XP_048610499.1, XP_013687439.2	evm.model.RL_6.860
OG0013692	XP_013742454.1, XP_013744018.2	evm.model.RL_6.757
OG0013693	XP_013740718.2, XP_013681105.1	evm.model.RL_6.766
OG0013694	XP_022565375.1	evm.model.RL_6.805
OG0013695	XP_013695279.1, XP_013735039.2	evm.model.RL_6.821
OG0013696	XP_013751127.2, XP_013740409.1	evm.model.RL_6.737
OG0013697	XP_013653716.1, XP_013723780.1	evm.model.RL_6.736
OG0013698	XP_013742451.2, XP_013744022.2	evm.model.RL_6.732
OG0013699	XP_013653722.2, XP_048618484.1	evm.model.RL_5.2272, evm.model.RL_6.726
OG0013700	XP_013683900.2, XP_013735004.2	evm.model.RL_6.719
OG0013701	XP_048633694.1, XP_048612397.1	evm.model.RL_6.724
OG0013702	XP_013711303.1, XP_013663980.1	evm.model.RL_6.1131
OG0013703	XP_048636553.1, XP_013748412.1, XP_013699234.2	evm.model.RL_5.2250
OG0013704	XP_013722038.2, XP_022556951.1	evm.model.RL_6.594
OG0013705	XP_013711329.1, XP_013663979.1	evm.model.RL_6.576
OG0013706	XP_013683891.2, XP_013734997.2	evm.model.RL_6.561
OG0013707	XP_022571432.1, XP_013698286.1	evm.model.RL_6.551
OG0013708	XP_048597383.1, XP_013710999.1	evm.model.RL_6.539
OG0013709	XP_013712903.2, XP_013731717.2	evm.model.RL_1.318
OG0013710	XP_013693590.2, XP_013734975.2	evm.model.RL_6.533
OG0013711	XP_048597381.1, XP_013708412.2	evm.model.RL_6.528
OG0013712	XP_048628754.1, XP_013693330.1, XP_013744041.1	evm.model.RL_6.520
OG0013713	XP_013697972.1, XP_013744044.1	evm.model.RL_6.511
OG0013714	XP_048608752.1, XP_022571805.2	evm.model.RL_6.488
OG0013715	XP_013671609.1, XP_013671450.1	evm.model.RL_2.2267
OG0013716	XP_013703378.1	evm.model.RL_2.2214
OG0013717	XP_048614332.1, XP_013640070.2	evm.model.RL_1.83
OG0013718	XP_048636276.1, XP_048590820.1	evm.model.RL_1.40
OG0013719	XP_013735609.2, XP_013684271.2	evm.model.RL_1.36
OG0013720	XP_013680973.2, XP_013735607.1, XP_048590821.1	evm.model.RL_1.33
OG0013721	XP_013729751.2, XP_048636273.1	evm.model.RL_1.32
OG0013722	XP_013745273.1, XP_022550753.1	evm.model.RL_1.25
OG0013723	XP_013648792.2, XP_013723271.2	evm.model.RL_4.3431
OG0013724	XP_022568164.1, XP_013728060.1, XP_048602642.1, XP_022568163.1	evm.model.RL_4.3425
OG0013725	XP_013690445.1, XP_013724879.2	evm.model.RL_4.3420
OG0013726	XP_013732733.2	evm.model.RL_2.1777
OG0013728	XP_048603110.1, XP_013685837.1	evm.model.RL_8.1600
OG0013729	XP_022555121.2, XP_022571950.2, XP_022575687.1	evm.model.RL_1.115
OG0013730	XP_048613977.1, XP_013700315.2, XP_048602026.1	evm.model.RL_1.117.2.687c87e9
OG0013731	XP_048614287.1, XP_048636247.1	evm.model.RL_1.133
OG0013732	XP_048614282.1, XP_013678403.2	evm.model.RL_1.138
OG0013733	XP_048602009.1, XP_013647482.2	evm.model.RL_1.153, evm.model.RL_1.158
OG0013734	XP_022543522.2, XP_013644280.2	evm.model.RL_4.777, evm.model.RL_8.1201.1.687c855a.1.687c97bf
OG0013735	XP_048601980.1, XP_048633242.1	evm.model.RL_1.186
OG0013736	XP_048614234.1, XP_048614235.1, XP_048614231.1, XP_048614230.1, XP_048613592.1, XP_048614232.1	evm.model.RL_1.220
OG0013738	XP_022569043.2, XP_013752009.3	evm.model.RL_1.248
OG0013739	XP_013747914.2, XP_022562279.2	evm.model.RL_1.254
OG0013740	XP_048619917.1, XP_013705453.2	evm.model.RL_2.2239
OG0013741	XP_022559585.1, XP_048632197.1	evm.model.RL_1.275
OG0013742	XP_022569969.2, XP_013714070.2	evm.model.RL_1.292
OG0013743	XP_048591937.1, XP_048601743.1	evm.model.RL_1.299, evm.model.RL_1.300.2.687c87ea
OG0013744	XP_048636191.1, XP_048615099.1	evm.model.RL_1.302
OG0013745	XP_048615446.1, XP_048636188.1	evm.model.RL_1.308
OG0013746	XP_048629907.1, XP_013713941.2, XP_048615449.1	evm.model.RL_1.309
OG0013747	XP_013725943.2, XP_048614559.1	evm.model.RL_1.333
OG0013748	XP_013640646.2, XP_013725983.2	evm.model.RL_1.353
OG0013749	XP_048632213.1, XP_013745052.1	evm.model.RL_1.348
OG0013750	XP_013742247.2, XP_048599113.1	evm.model.RL_1.367
OG0013751	XP_013640661.2, XP_048614521.1	evm.model.RL_1.368
OG0013752	XP_048613584.1, XP_013745064.1, XP_013735773.2	evm.model.RL_1.375
OG0013753	XP_013750444.1, XP_048632221.1	evm.model.RL_1.379
OG0013754	XP_013735785.2, XP_013750436.2	evm.model.RL_1.398
OG0013755	XP_022559356.2, NP_001302806.1	evm.model.RL_1.404
OG0013756	XP_013684427.1, XP_013735793.2	evm.model.RL_1.413
OG0013757	XP_022559353.1, XP_022576129.2	evm.model.RL_1.420.1.687c87ea
OG0013758	XP_048615412.1, XP_013750699.2	evm.model.RL_1.443
OG0013759	XP_013750714.1, XP_048636104.1	evm.model.RL_1.459
OG0013760	XP_013750703.1, XP_048636121.1	evm.model.RL_1.447
OG0013762	XP_013693734.1, XP_048636082.1	evm.model.RL_1.505
OG0013763	XP_013740932.2, XP_013681002.1	evm.model.RL_1.526
OG0013764	XP_013698232.2, XP_022570332.1	evm.model.RL_1.528
OG0013765	XP_048636059.1, XP_013696787.1	evm.model.RL_1.552
OG0013766	XP_013695768.2, XP_048636047.1	evm.model.RL_1.574
OG0013767	XP_013728033.1, XP_013735897.2	evm.model.RL_1.658
OG0013768	XP_013750655.1, XP_013698101.1	evm.model.RL_1.604
OG0013769	XP_022565362.1, XP_022570942.2	evm.model.RL_1.2507
OG0013770	XP_013684560.2, XP_013681046.2	evm.model.RL_1.620
OG0013771	XP_013750626.1, XP_022559292.2	evm.model.RL_1.655
OG0013772	XP_013696367.1, XP_013750568.2	evm.model.RL_1.682
OG0013773	XP_013736633.1, XP_013718536.2, XP_013735552.1	evm.model.RL_8.670
OG0013775	XP_013750514.2, XP_013697995.1	evm.model.RL_1.722
OG0013776	XP_013750496.2, XP_013693031.1	evm.model.RL_1.753
OG0013777	XP_013695460.2, XP_013640235.2	evm.model.RL_1.758
OG0013778	XP_013750466.2, XP_013696466.1	evm.model.RL_1.776
OG0013779	XP_013696325.1, XP_022575621.1	evm.model.RL_1.798
OG0013780	XP_013748072.1, XP_013748079.1, XP_013748189.2	evm.model.RL_6.2159
OG0013781	XP_048608570.1, XP_013734526.2	evm.model.RL_6.2135
OG0013782	XP_048636433.1, XP_048609371.1	evm.model.RL_6.2124
OG0013783	XP_013655926.1, XP_013663478.2	evm.model.RL_7.776
OG0013784	XP_013748040.1, XP_013692268.1	evm.model.RL_6.2106
OG0013785	XP_013687676.1, XP_013744828.1	evm.model.RL_6.2084
OG0013786	XP_013747374.1, XP_013675009.1	evm.model.RL_6.2076
OG0013787	XP_013677137.1, XP_013676770.2	evm.model.RL_6.2070
OG0013788	XP_013686062.1, XP_013748303.2	evm.model.RL_6.2067
OG0013789	XP_013748289.2, XP_022557959.2	evm.model.RL_6.2040
OG0013790	XP_013706634.2, XP_013734617.2	evm.model.RL_6.2030
OG0013791	XP_022571442.1, XP_013748282.2	evm.model.RL_6.2029
OG0013792	XP_048608549.1, XP_013734618.2	evm.model.RL_6.2019
OG0013793	XP_048631705.1, XP_013734622.2	evm.model.RL_6.930
OG0013794	XP_048609423.1, XP_048609424.1, XP_013748276.2	evm.model.RL_6.2009
OG0013795	XP_048612163.1, XP_048629083.1, XP_013743451.2	evm.model.RL_6.2000
OG0013796	XP_013745117.2, XP_013698804.1	evm.model.RL_6.1981
OG0013797	XP_022574642.1, XP_048611006.1	evm.model.RL_6.1695
OG0013798	XP_013748448.2, XP_048636533.1, XP_013686042.1	evm.model.RL_6.1721
OG0013799	XP_013644449.2, XP_013734356.2	evm.model.RL_6.1751
OG0013800	XP_048628444.1, XP_013748416.2, XP_013699281.2	evm.model.RL_6.1760
OG0013801	XP_048636560.1, XP_048628453.1, XP_013671277.1	evm.model.RL_6.1768
OG0013802	XP_013687610.2, XP_048634489.1, XP_048611040.1	evm.model.RL_6.1776
OG0013803	XP_013687612.1, XP_048634493.1	evm.model.RL_6.1782
OG0013804	XP_048610545.1, XP_013748391.2	evm.model.RL_6.1789, evm.model.RL_6.1792
OG0013805	XP_013738284.2, XP_013688867.2	evm.model.RL_6.1798
OG0013806	XP_048636517.1, XP_013692181.1	evm.model.RL_6.1853
OG0013807	XP_013748349.2, XP_013691790.2	evm.model.RL_6.1826
OG0013808	XP_013748350.2, XP_013691791.2	evm.model.RL_6.1824
OG0013809	XP_048634535.1, XP_013705747.2	evm.model.RL_6.1814
OG0013810	XP_013700716.1, XP_013747352.2	evm.model.RL_6.1910
OG0013811	XP_013699023.2, XP_013744801.2	evm.model.RL_6.1909
OG0013812	XP_013734707.2, XP_048608512.1	evm.model.RL_6.1905
OG0013813	XP_013714963.2, XP_013746742.2	evm.model.RL_2.648
OG0013814	XP_013659509.2, XP_013667493.1	evm.model.RL_6.1667
OG0013816	XP_013749600.1, XP_013641530.2	evm.model.RL_5.1374
OG0013817	XP_013641671.1, XP_048614129.1	evm.model.RL_5.1475
OG0013818	XP_013660491.1, XP_013641645.1	evm.model.RL_5.1498
OG0013819	XP_013641643.1, XP_022559506.1	evm.model.RL_5.1500.1.687c88b4
OG0013820	XP_013660477.2, XP_013641633.1	evm.model.RL_5.1506
OG0013821	XP_013682938.2, XP_013711059.2	evm.model.RL_5.1514
OG0013822	XP_013660462.1, XP_013641619.1	evm.model.RL_5.1525
OG0013823	XP_013641378.2, XP_013727826.1	evm.model.RL_5.1206
OG0013824	XP_013744561.1, XP_013641580.1	evm.model.RL_5.1561
OG0013825	XP_013731226.2, XP_048597615.1	evm.model.RL_5.1572
OG0013826	XP_013744574.2, XP_013646659.2	evm.model.RL_5.1573
OG0013827	XP_022542943.1	evm.model.RL_5.2773
OG0013828	XP_048622385.1, XP_013680655.1	evm.model.RL_5.1579
OG0013829	XP_013723274.2, XP_013641750.2, XP_048638368.1, XP_022542954.1	evm.model.RL_5.1608
OG0013830	XP_013641738.2, XP_013723357.2	evm.model.RL_5.1619
OG0013832	XP_013683012.2	evm.model.RL_5.1637
OG0013833	XP_013664594.2, XP_048597601.1	evm.model.RL_5.1629
OG0013834	XP_013683005.1, XP_048594084.1	evm.model.RL_5.1627
OG0013835	XP_013646687.2, XP_013723298.3	evm.model.RL_5.1670
OG0013836	XP_013641833.1, XP_013723266.2	evm.model.RL_5.1695.1.687c88b6
OG0013837	XP_013660247.1, XP_048621084.1, XP_048622865.1	evm.model.RL_5.1746
OG0013838	XP_013728120.1, XP_013657231.2	evm.model.RL_5.1750.1.687c88b6
OG0013839	XP_013728146.2	evm.model.RL_5.1752
OG0013840	XP_013695347.1, XP_048638441.1	evm.model.RL_5.1759
OG0013841	XP_048594055.1, XP_048622417.1	evm.model.RL_5.1763
OG0013842	XP_013741512.2, XP_013746622.1	evm.model.RL_5.1773
OG0013843	XP_013697795.1	evm.model.RL_5.1791
OG0013844	XP_013746553.1, XP_048594051.1	evm.model.RL_5.1794
OG0013845	XP_013711275.2, XP_013641927.2	evm.model.RL_5.1812
OG0013846	XP_048592764.1, XP_013707275.2	evm.model.RL_5.1817
OG0013847	XP_048618420.1, XP_013685424.1	evm.model.RL_3.1279, evm.model.RL_5.1836
OG0013848	XP_013737925.2, XP_013727429.1	evm.model.RL_5.3685
OG0013849	XP_013717673.2, XP_022543057.2	evm.model.RL_5.3664
OG0013850	XP_013742040.2, XP_013642268.2	evm.model.RL_5.3646
OG0013851	XP_013671974.1, XP_048638516.1	evm.model.RL_5.3616
OG0013852	XP_013647575.2, XP_013670499.1	evm.model.RL_5.3609
OG0013853	XP_013642335.2, XP_013671985.1	evm.model.RL_5.3608
OG0013854	XP_013646848.2, XP_013693131.1	evm.model.RL_5.3599
OG0013855	XP_013697592.1, XP_013642348.2	evm.model.RL_5.3595
OG0013857	XP_048612752.1, XP_013642365.2	evm.model.RL_5.3580
OG0013858	XP_013696271.1, XP_013748578.1	evm.model.RL_5.3555
OG0013859	XP_013730482.2, XP_013722055.2	evm.model.RL_5.3492
OG0013860	XP_048596930.1, XP_013697740.1	evm.model.RL_5.3491
OG0013861	XP_048614746.1, XP_013725974.2	evm.model.RL_5.3489
OG0013862	XP_022558177.2, XP_013725939.1	evm.model.RL_5.3487
OG0013863	XP_048593994.1, XP_013708229.1	evm.model.RL_5.3429
OG0013865	XP_022546731.1, XP_013662855.3	evm.model.RL_5.3377
OG0013866	XP_048596874.1, XP_013695145.1	evm.model.RL_5.3349
OG0013867	XP_013651571.2, XP_013690515.1	evm.model.RL_5.3319
OG0013868	XP_048618631.1, XP_013653289.2	evm.model.RL_5.3318
OG0013869	XP_048593960.1, XP_048614592.1, XP_048596568.1	evm.model.RL_5.3315
OG0013870	XP_048596234.1, XP_013655624.1	evm.model.RL_5.3298
OG0013871	XP_013698191.1, XP_013642076.1	evm.model.RL_5.3284
OG0013872	XP_013657177.1, XP_013657109.1	evm.model.RL_5.3259
OG0013873	XP_048606773.1, XP_013657110.1	evm.model.RL_5.3257
OG0013874	XP_048612901.1, XP_048596574.1	evm.model.RL_5.3245
OG0013875	XP_013662566.1, XP_013659691.1	evm.model.RL_5.3188
OG0013876	XP_013702229.2, XP_013751828.1	evm.model.RL_3.1137
OG0013877	XP_013657011.3, XP_048593928.1	evm.model.RL_5.3170
OG0013878	XP_048618407.1, NP_001302781.1	evm.model.RL_5.3159
OG0013879	XP_048599172.1, XP_048616498.1	evm.model.RL_5.2310
OG0013880	XP_013739188.1, XP_048600097.1	evm.model.RL_2.1954
OG0013881	XP_048597619.1, XP_013690707.2, XP_013644217.2, XP_013737983.1	evm.model.RL_2.1967.1.687c86e4
OG0013882	XP_022550451.2, XP_022572396.2	evm.model.RL_2.1987
OG0013883	XP_013671229.2, XP_013739415.1	evm.model.RL_2.1988
OG0013884	XP_013671251.2, XP_013739546.2	evm.model.RL_2.2003.1.687c86e4
OG0013885	XP_013739689.2, XP_013641389.3	evm.model.RL_2.2022
OG0013886	XP_022548389.2, XP_022549932.2	evm.model.RL_2.2027
OG0013887	XP_013736643.1, XP_022550355.1	evm.model.RL_2.2029
OG0013888	XP_013706549.2, XP_013670673.1	evm.model.RL_2.2776
OG0013889	XP_013747050.2, XP_013747056.2	evm.model.RL_6.425
OG0013890	XP_013687705.2, XP_013743938.1	evm.model.RL_6.407
OG0013891	XP_013687254.2, XP_013743936.1	evm.model.RL_6.408
OG0013892	XP_013664037.2, XP_022563871.2	evm.model.RL_6.402
OG0013893	XP_013660112.1, XP_013666480.1	evm.model.RL_2.2828
OG0013894	XP_013660042.2, XP_013690794.1	evm.model.RL_6.394
OG0013895	XP_048612377.1, XP_022573904.2	evm.model.RL_6.393
OG0013897	XP_013660746.1, XP_048597406.1	evm.model.RL_6.384
OG0013898	XP_013664033.2, XP_013685568.2	evm.model.RL_6.413
OG0013899	XP_048612402.1, XP_013743930.2	evm.model.RL_6.415
OG0013900	XP_048633630.1, XP_013743671.1, XP_013682374.2	evm.model.RL_6.253
OG0013901	XP_048612295.1, XP_013743648.2	evm.model.RL_6.205
OG0013902	XP_013701828.1, XP_013717940.1	evm.model.RL_3.2027
OG0013903	XP_013717970.1, XP_013701824.1	evm.model.RL_3.2026
OG0013904	XP_013743605.2, XP_048633590.1	evm.model.RL_6.171
OG0013905	XP_013746945.2, XP_013746946.2	evm.model.RL_6.146
OG0013906	XP_013671401.2, XP_048633572.1	evm.model.RL_6.371, evm.model.RL_6.129
OG0013907	XP_013711130.2, XP_048597488.1	evm.model.RL_6.102
OG0013908	XP_013670060.1, XP_013717019.1	evm.model.RL_6.101
OG0013909	XP_013671381.2, XP_013717073.1	evm.model.RL_6.97
OG0013910	XP_013708645.2, XP_048621029.1	evm.model.RL_6.82
OG0013911	XP_013660956.2, XP_013712306.1	evm.model.RL_6.56
OG0013912	XP_013660973.2, XP_013660138.2	evm.model.RL_6.39
OG0013913	XP_048633536.1, XP_013716909.1, XP_013708782.1	evm.model.RL_6.18
OG0013914	XP_048617272.1, XP_013701600.2	evm.model.RL_5.1465
OG0013915	XP_048621208.1, XP_013641537.2, XP_013737007.1	evm.model.RL_5.1368
OG0013916	XP_013712415.1, XP_013730985.2	evm.model.RL_5.1321
OG0013917	XP_013710147.1, XP_013730980.2	evm.model.RL_5.1320
OG0013918	XP_013677786.3, XP_022546072.2, XP_013657388.1	evm.model.RL_5.1304
OG0013919	XP_013696862.1, XP_013641271.2	evm.model.RL_5.1277
OG0013920	XP_048597701.1, XP_013712151.1	evm.model.RL_5.1260
OG0013921	XP_013660254.1, XP_013710013.1	evm.model.RL_5.1227
OG0013922	XP_013641367.2, XP_013676298.1	evm.model.RL_5.1219
OG0013923	XP_022559551.1, XP_013641377.1	evm.model.RL_5.1214
OG0013924	XP_013727838.1, XP_013646547.2	evm.model.RL_5.1207
OG0013925	XP_048638200.1, XP_013747920.1	evm.model.RL_5.1197
OG0013926	XP_013646509.2, XP_013646508.2	evm.model.RL_5.1182
OG0013927	XP_048638172.1, XP_013697448.1	evm.model.RL_5.1157.2.687c88b2
OG0013928	XP_048594183.1, XP_022563577.1	evm.model.RL_5.1133
OG0013929	XP_048613970.1, XP_013746557.2	evm.model.RL_5.1131
OG0013930	XP_013747940.1, XP_048638208.1	evm.model.RL_5.1068
OG0013931	XP_013711460.2, XP_013708504.2	evm.model.RL_5.1060
OG0013932	XP_013747927.1, XP_013671782.2	evm.model.RL_5.1059
OG0013933	XP_013732194.1, XP_013711551.1	evm.model.RL_5.1042
OG0013934	XP_013693151.1, XP_013641200.2	evm.model.RL_5.1036
OG0013935	XP_013657419.2, XP_013749131.1	evm.model.RL_5.971
OG0013936	XP_013708344.1, XP_013716514.2	evm.model.RL_5.964
OG0013937	XP_013716193.2, XP_013708801.2	evm.model.RL_5.943.2.687c88b0
OG0013938	XP_013736770.1, XP_022572348.2	evm.model.RL_1.2491
OG0013939	XP_022555411.1, XP_013736771.3	evm.model.RL_1.2490
OG0013940	XP_013677973.1, XP_013663067.2, XP_048628722.1	evm.model.RL_4.978
OG0013942	XP_013640950.1, XP_022559315.1	evm.model.RL_5.853.1.687c88af
OG0013944	XP_013693990.1, XP_013640989.2	evm.model.RL_5.816
OG0013945	XP_048638045.1, XP_013711983.1	evm.model.RL_5.807
OG0013946	XP_013750862.1, XP_022546152.1	evm.model.RL_5.803
OG0013947	XP_013707907.1, XP_013641011.2	evm.model.RL_5.799
OG0013948	XP_013641012.1, XP_013711566.1	evm.model.RL_5.795
OG0013949	XP_013641018.2, XP_048613876.1, XP_048613878.1, XP_013711398.2	evm.model.RL_5.789
OG0013950	XP_048638026.1, XP_048613857.1	evm.model.RL_5.725
OG0013951	XP_013641074.2, XP_013710668.1	evm.model.RL_5.713
OG0013952	XP_013641079.1, XP_013710947.1	evm.model.RL_5.708
OG0013953	XP_013657642.1, XP_013678683.1	evm.model.RL_5.699
OG0013955	XP_013712276.2, XP_048637992.1	evm.model.RL_5.636
OG0013956	XP_013716239.3, XP_013657554.3, XP_022564099.2	evm.model.RL_5.598
OG0013957	XP_022563463.2, XP_013657548.1	evm.model.RL_5.589
OG0013958	XP_048621412.1, XP_013716503.2	evm.model.RL_5.576
OG0013959	XP_048621593.1, XP_013657529.2	evm.model.RL_5.561
OG0013960	XP_048621590.1, XP_013657538.2	evm.model.RL_5.552
OG0013961	XP_013722043.2, XP_013698116.2	evm.model.RL_5.551
OG0013962	XP_013695529.2, XP_013723263.2	evm.model.RL_5.526
OG0013963	XP_013697114.1, XP_048599449.1	evm.model.RL_5.500
OG0013964	XP_022548860.1, XP_013693819.1	evm.model.RL_5.486
OG0013965	XP_048597902.1, XP_013716139.1, XP_013697968.2	evm.model.RL_2.2658
OG0013966	XP_013698403.2, XP_013666654.1	evm.model.RL_5.438.1.687c88ac
OG0013967	XP_013697119.2, XP_013666655.1, XP_022569813.2	evm.model.RL_6.340
OG0013968	XP_013666660.2, XP_013692975.1	evm.model.RL_5.422
OG0013969	XP_048613748.1, XP_048599408.1, XP_013716302.2	evm.model.RL_5.393
OG0013970	XP_013662288.1, XP_048615053.1	evm.model.RL_5.364
OG0013971	XP_013666430.1, XP_013696757.1	evm.model.RL_5.347
OG0013972	XP_048599384.1, XP_013697386.1	evm.model.RL_5.343
OG0013973	XP_048613692.1, XP_048599379.1	evm.model.RL_5.326
OG0013974	XP_013697173.1, XP_013666473.2	evm.model.RL_5.304
OG0013975	XP_048597932.1, XP_022559502.1, XP_013665633.2	evm.model.RL_5.285
OG0013977	XP_048626645.1, XP_048626636.1, XP_013697950.2, XP_013696315.1	evm.model.RL_5.273
OG0013978	XP_013719192.2, XP_013693791.2	evm.model.RL_5.206
OG0013979	XP_013697021.2, XP_013696396.1	evm.model.RL_5.177
OG0013980	XP_013699007.2, XP_048597953.1	evm.model.RL_5.164
OG0013981	XP_048599305.1, XP_013697599.1	evm.model.RL_5.161
OG0013982	XP_022558357.1, XP_022548698.1	evm.model.RL_5.123
OG0013983	XP_013693247.2, XP_013666373.1	evm.model.RL_5.79
OG0013984	XP_048599280.1, XP_048613602.1	evm.model.RL_5.73
OG0013985	XP_013693784.1, XP_013666339.1	evm.model.RL_5.57
OG0013986	XP_013665595.1, XP_013695461.1	evm.model.RL_5.55
OG0013987	XP_013673039.1, XP_048597982.1	evm.model.RL_5.52
OG0013988	XP_013673034.2	evm.model.RL_5.50.1.687c88a9
OG0013989	XP_013697420.1, XP_048599270.1	evm.model.RL_5.45
OG0013990	XP_013691279.1, XP_013665000.2, XP_048599265.1	evm.model.RL_5.12
OG0013991	XP_013666315.2, XP_013691426.2	evm.model.RL_5.17
OG0013992	XP_013653600.2, XP_013666301.1	evm.model.RL_8.2872, evm.model.RL_3.515
OG0013993	XP_013653623.2, XP_013666267.2	evm.model.RL_8.2891.1.687c8563
OG0013994	XP_013730466.2, XP_013722250.1	evm.model.RL_8.2893
OG0013995	XP_048599244.1, XP_013653639.1	evm.model.RL_6.2326
OG0013996	XP_048621429.1, XP_048597995.1	evm.model.RL_8.2897
OG0013997	XP_048591734.1, XP_013701522.1	evm.model.RL_7.1567
OG0013998	XP_013695324.1, XP_013666251.1	evm.model.RL_8.2927
OG0013999	XP_013667874.1, XP_048598283.1	evm.model.RL_4.2228
OG0014000	XP_013714383.1	evm.model.RL_4.2169
OG0014001	XP_013729931.1, XP_022558492.2	evm.model.RL_4.1740
OG0014002	XP_013667678.1, XP_013714534.1	evm.model.RL_4.2178
OG0014003	XP_013727850.2, XP_013714511.1	evm.model.RL_4.2181
OG0014004	XP_013712814.1, XP_048629816.1, XP_013667860.2	evm.model.RL_4.2217
OG0014005	XP_048625127.1, XP_013667704.2	evm.model.RL_4.2153
OG0014006	XP_013738740.1, XP_013738719.1	evm.model.RL_4.2087
OG0014007	XP_048602343.1, XP_013662338.1	evm.model.RL_4.2070
OG0014008	XP_022554397.1, XP_048626467.1	evm.model.RL_4.2069
OG0014009	XP_022551073.2, XP_013659598.1, XP_013735296.3	evm.model.RL_4.2068
OG0014010	XP_013720952.1, XP_013667790.2	evm.model.RL_4.2063
OG0014011	XP_013720979.1, XP_013667794.2	evm.model.RL_4.2060
OG0014012	XP_048602348.1, XP_048604607.1	evm.model.RL_4.2047
OG0014013	XP_022554404.2, XP_013729466.3	evm.model.RL_4.2046
OG0014014	XP_013720879.2, XP_048598230.1	evm.model.RL_4.2032
OG0014015	XP_013743389.2, XP_013649851.1	evm.model.RL_4.2022
OG0014016	XP_013743386.2, XP_013649849.1	evm.model.RL_4.2019
OG0014017	XP_013667585.2, XP_013667841.1	evm.model.RL_4.1988
OG0014018	XP_013667564.2, XP_013683041.1	evm.model.RL_4.1969
OG0014019	XP_013683050.1, XP_013667522.2	evm.model.RL_4.1962
OG0014020	XP_048602378.1, XP_048604887.1	evm.model.RL_4.1942.2.687c86d6
OG0014021	XP_013649808.2, XP_048604929.1	evm.model.RL_4.1930
OG0014022	XP_013667534.2, XP_013683078.1	evm.model.RL_4.1921
OG0014023	XP_048626971.1, NP_001302994.1	evm.model.RL_4.1902
OG0014024	XP_013681646.1, XP_048626992.1	evm.model.RL_4.1903
OG0014025	XP_048605033.1, XP_013728826.1	evm.model.RL_4.1882
OG0014026	XP_013687415.1, XP_013683136.2	evm.model.RL_4.1835
OG0014027	XP_048604041.1, XP_048611660.1	evm.model.RL_3.2118
OG0014028	XP_013683142.2, XP_013687420.2	evm.model.RL_4.1829
OG0014029	XP_022551542.2, XP_013727745.1	evm.model.RL_4.1811
OG0014030	XP_013683168.2, XP_048624998.1	evm.model.RL_4.1803
OG0014031	XP_022551535.2, XP_013727720.2	evm.model.RL_4.1796
OG0014032	XP_013680704.1, XP_013665952.1	evm.model.RL_4.1782
OG0014033	XP_013683500.2, XP_013667403.1	evm.model.RL_4.1761
OG0014034	XP_022558503.2, XP_013729915.2	evm.model.RL_4.1736, evm.model.RL_6.167
OG0014035	XP_013663206.1, XP_013667376.1	evm.model.RL_4.1720
OG0014036	XP_013643973.1, XP_048591109.1	evm.model.RL_4.1110
OG0014037	XP_013737446.2, XP_013660837.2	evm.model.RL_4.1103
OG0014038	XP_013660838.2, XP_013737447.2	evm.model.RL_4.1101
OG0014039	XP_048602078.1, XP_022544320.2, XP_013678033.2	evm.model.RL_4.1099
OG0014040	XP_013746515.1, XP_022561487.1, XP_048629325.1	evm.model.RL_4.1091
OG0014041	XP_013660826.2, XP_013737434.2	evm.model.RL_4.1080
OG0014042	XP_022570424.1, XP_013707260.2	evm.model.RL_4.509
OG0014043	XP_013703688.2, XP_013643919.1	evm.model.RL_4.1053
OG0014044	XP_048625654.1, XP_022548036.2	evm.model.RL_4.1023
OG0014045	XP_048617847.1, XP_048630183.1, XP_013644034.2	evm.model.RL_4.979
OG0014046	XP_048618170.1, XP_013707530.2	evm.model.RL_4.873
OG0014047	XP_013644174.2, XP_013707717.2	evm.model.RL_4.869
OG0014048	XP_013644348.2, XP_013644176.2	evm.model.RL_4.860
OG0014049	XP_048591215.1, XP_013644340.2	evm.model.RL_4.856
OG0014050	XP_013644293.2, XP_048591232.1	evm.model.RL_4.788
