Orthogroup	Brassica_napus	Capsella_rubella
OG0015524	XP_013683885.2, XP_013683886.2	XP_006296190.1
OG0015525	XP_048620921.1, XP_048597372.1	XP_006293917.1
OG0015526	NP_001302559.1, XP_048620935.1	XP_023640178.1
OG0015527	XP_013747089.1, XP_013695593.1	XP_006294280.1
OG0015528	XP_013663989.2, XP_013710995.1	XP_023640881.1
OG0015529	XP_022573922.2, XP_013698342.1	XP_023633190.1
OG0015530	XP_013734973.2, XP_013697888.2	XP_006294008.1
OG0015531	XP_013744040.2, XP_022556948.1	XP_023640049.1
OG0015532	XP_013747095.1, XP_013695736.2	XP_006295714.1
OG0015533	XP_048633711.1, XP_048612419.1	XP_006293617.1
OG0015534	XP_013742945.1, XP_048600245.1	XP_006283048.1
OG0015535	XP_013735639.2, XP_048605986.1	XP_006297296.1
OG0015536	XP_013684251.1, XP_013735634.1	XP_023641329.1
OG0015537	XP_013735605.2, XP_013735603.2	XP_006298261.2
OG0015538	XP_048605983.1, XP_013735599.2	XP_023641836.1
OG0015539	XP_013656959.1, XP_048607673.1	XP_023645445.1
OG0015540	XP_048591373.1, XP_013729730.2	XP_006298775.1
OG0015541	XP_013735601.2	XP_006299844.1
OG0015542	XP_048629963.1, XP_013689862.2	XP_006297990.1
OG0015543	XP_022575703.2	XP_023641226.1
OG0015544	XP_022569413.2, XP_048629959.1	XP_006300243.1
OG0015545	XP_013685944.2, XP_022545472.1	XP_006279343.2
OG0015546	XP_013705875.1, XP_013662451.1	XP_006299686.1
OG0015547	XP_048607683.1, XP_048623677.1	XP_023633469.1
OG0015548	XP_013723261.1, XP_013648790.2	XP_006279340.1
OG0015549	XP_013648804.2, XP_048623716.1	XP_023633501.1
OG0015550	XP_022563133.1, XP_048629395.1	XP_006296113.2
OG0015551	XP_048629393.1, XP_048602643.1	XP_006279331.1
OG0015552	XP_013731789.1	XP_006279335.1
OG0015553	NP_001302924.1	XP_006287754.1
OG0015554	XP_048602291.1	XP_006287816.1
OG0015555	XP_048619100.1, XP_013738110.3	XP_023633678.1
OG0015556	XP_013741957.2, XP_013742421.1	XP_006284029.1
OG0015557	XP_013735654.2, XP_013684231.1	XP_023642333.1
OG0015558	XP_048636259.1, XP_013750980.2	XP_006298962.1
OG0015559	XP_013750962.2, XP_048614295.1	XP_006297594.1
OG0015560	XP_013647462.1, XP_013659425.1	XP_006300032.1
OG0015561	XP_048628406.1, XP_048614208.1, XP_048602017.1	XP_006296858.1
OG0015562	XP_013684205.2, XP_013740863.2	XP_006298828.1
OG0015563	XP_048636245.1, XP_048614281.1	XP_023642498.1
OG0015564	XP_013678385.2, XP_013678405.2	XP_023642415.1
OG0015565	XP_048614269.1, XP_013678397.2	XP_006299835.1
OG0015566	XP_048601988.1, XP_013680616.2	XP_006299858.1
OG0015567	XP_013661918.2, XP_013682559.2	XP_023641200.1
OG0015568	XP_013682557.2, XP_013661917.2	XP_006297405.1
OG0015569	XP_013750925.2, XP_048614242.1	XP_006298245.1
OG0015570	XP_013732174.1, XP_048601970.1	XP_006298263.1
OG0015571	XP_013732172.1, XP_048595776.1	XP_006298698.1
OG0015572	XP_048595771.1, XP_013732170.1	XP_006299762.1
OG0015573	XP_022562270.2, XP_022562271.1	XP_006298706.1
OG0015574	XP_048614651.1, XP_048636199.1	XP_006297431.1
OG0015575	XP_013747441.1, XP_013740881.2	XP_006299929.1
OG0015576	XP_022569967.2, XP_048615104.1	XP_023641551.1
OG0015577	XP_013714795.2, XP_013731804.1	XP_006298625.1
OG0015578	XP_048636136.1, XP_048614557.1	XP_006297158.1
OG0015579	XP_048631978.1, XP_048601720.1	XP_006296937.1
OG0015580	XP_013660579.2, XP_048601715.1	XP_006299082.1
OG0015581	XP_013750773.2, XP_013723576.2	XP_006296821.1
OG0015582	XP_048606052.1, XP_048632955.1	XP_023641429.1
OG0015583	XP_048619497.1, XP_048626193.1, XP_013740204.2	XP_006299027.1
OG0015584	XP_013750705.1, XP_048636111.1	XP_006297224.1
OG0015585	XP_013684507.1, XP_022572226.2	XP_006297716.1
OG0015586	XP_048615403.1, XP_048636108.1	XP_006298266.1
OG0015587	XP_013684496.1	XP_006298372.1
OG0015588	XP_048626188.1, XP_048631386.1	XP_006296883.1
OG0015589	XP_022571092.1, XP_013698455.1	XP_006297694.2
OG0015590	XP_048615389.1, XP_048636084.1	XP_006298584.1
OG0015591	XP_013659976.1, XP_013710694.1	XP_023638243.1
OG0015592	XP_022560845.2, XP_048636050.1	XP_006297896.1
OG0015593	XP_048636044.1, XP_013696871.2	XP_006297445.2
OG0015594	XP_013646386.2, XP_013640819.2	XP_006298539.2
OG0015595	XP_048630079.1, XP_022551023.2	XP_006297569.1
OG0015596	XP_013646713.1, XP_013673182.1	XP_023641286.1
OG0015597	XP_013681405.2, XP_013684550.1	XP_006297816.1
OG0015598	XP_013750640.2, XP_048615342.1	XP_006296804.1
OG0015599	XP_013703269.1, XP_013750630.2	XP_006297410.1
OG0015600	XP_013707381.1, XP_013750628.2	XP_006299479.1
OG0015601	XP_013750608.2, XP_022559280.1	XP_006297949.1
OG0015602	XP_013750563.2, XP_022575640.2, XP_048626517.1	XP_006297628.1
OG0015603	XP_013698207.2, XP_013750573.1	XP_023641596.1
OG0015604	XP_013697372.1, XP_013750582.2	XP_006298975.2
OG0015605	XP_022555167.1, XP_013684641.2	XP_006298429.1
OG0015606	XP_013724146.2, XP_048600808.1	XP_023641529.1
OG0015607	XP_013696839.1, XP_013750518.2	XP_006297088.1
OG0015608	XP_013724131.2, XP_048614854.1	XP_006297331.1
OG0015609	XP_022555176.1, XP_013684626.2	XP_006298683.1
OG0015610	XP_022555177.1, XP_013684625.2	XP_006297777.1
OG0015611	XP_013736006.2, XP_022572017.2	XP_006300088.1
OG0015612	XP_048635997.1, XP_013698387.1	XP_006296694.1
OG0015613	XP_013696930.1, XP_022575615.2	XP_023641408.1
OG0015614	XP_013734520.2, XP_013683614.1	XP_006293840.2
OG0015615	XP_013697167.1, XP_013744805.2	XP_023640665.1
OG0015616	XP_013744812.1, XP_013687724.1	XP_006295229.1
OG0015617	XP_013748043.1, XP_013692089.1	XP_006293799.2
OG0015618	XP_048631721.1, XP_013717030.2	XP_006295692.1
OG0015619	XP_013692759.2, XP_048636445.1	XP_006294270.1
OG0015620	XP_048631714.1, XP_013716908.1	XP_006294666.1
OG0015621	XP_013706351.2, XP_022571700.1	XP_006293689.1
OG0015622	XP_013734593.2, XP_013717088.1	XP_006294168.1
OG0015623	XP_048636460.1, XP_013748278.2	XP_006295551.1
OG0015624	XP_048631709.1, XP_013705866.2	XP_006296442.1
OG0015625	XP_048611093.1, XP_013745130.2	XP_006293504.1
OG0015626	XP_048631474.1, XP_013683593.3	XP_006293442.1
OG0015627	XP_013683579.2, XP_013734371.2	XP_006294647.1
OG0015628	XP_013683990.1, XP_013683959.1	XP_006297741.1
OG0015629	XP_013687575.2, XP_048611017.1	XP_023639680.1
OG0015630	XP_013748420.2, XP_013709262.2	XP_006295077.1
OG0015631	XP_022574073.2, XP_048626437.1	XP_023639673.1
OG0015632	XP_013694779.2, XP_013644362.1	XP_006295460.1
OG0015633	XP_013719338.2, XP_013681665.1	XP_006296443.1
OG0015634	XP_013694700.2, XP_013690901.1	XP_006294724.1
OG0015635	XP_013694692.2, XP_013680924.1	XP_006296216.2, XP_006296219.1
OG0015636	XP_048593181.1, XP_013699177.1	XP_023641881.1
OG0015637	XP_013741635.1, XP_013716341.1	XP_006295230.1
OG0015638	XP_013738303.1, XP_013688992.2	XP_006296196.1
OG0015639	XP_013692542.2, XP_013694664.2	XP_006294870.1
OG0015640	XP_013689014.1, XP_022570916.1	XP_006293506.1
OG0015641	XP_013689069.2, XP_022554776.1	XP_023640841.1
OG0015642	XP_048629275.1, XP_022574961.2	XP_006294816.1
OG0015643	XP_048634534.1, XP_013706675.2	XP_006294589.1
OG0015644	XP_013698878.1, XP_013745110.2	XP_006294495.1
OG0015645	XP_048631679.1, XP_013707121.1	XP_023640077.1
OG0015646	XP_048609433.1, XP_048636475.1	XP_006294550.1
OG0015647	XP_048634557.1, XP_013700896.2	XP_006295953.1
OG0015648	XP_013725523.1, XP_022574902.2	XP_006296531.1
OG0015649	XP_013699433.1, XP_013745085.1	XP_006293846.1
OG0015651	XP_048634452.1, XP_048610993.1	XP_006294202.1
OG0015652	XP_013699625.1, XP_013682901.2	XP_006304525.1
OG0015653	XP_013641479.2, XP_048614088.1	XP_006305845.1
OG0015654	XP_013641678.1, XP_013688698.1	XP_023646023.1
OG0015655	XP_013711405.2, XP_013708047.2	XP_006306369.1
OG0015656	XP_013710009.2, XP_048597644.1	XP_023645923.1
OG0015657	XP_013641632.1, XP_022558372.1	XP_023645633.1
OG0015658	XP_013709934.1, XP_013682958.2	XP_006304316.1
OG0015659	XP_013712590.1, XP_013682956.1	XP_006305734.1
OG0015660	XP_048594099.1, XP_013712625.2	XP_006306700.1
OG0015661	XP_013744607.1, XP_013646652.2	XP_023645955.1
OG0015662	XP_013641770.2, XP_048614165.1	XP_006304885.1
OG0015663	XP_013744600.1, XP_013641769.2	XP_006304808.1
OG0015664	XP_013682974.1, XP_013651769.2	XP_006305310.1
OG0015665	XP_013733234.2, XP_022563785.1	XP_023633057.1
OG0015666	XP_013664581.3, XP_022569980.1	XP_023645043.1
OG0015667	XP_013653861.2, XP_013687658.1	XP_006307007.1
OG0015668	XP_013641816.2, XP_013723321.2	XP_006305935.2
OG0015669	XP_013723308.2, XP_013641811.2	XP_023633137.1
OG0015670	XP_022558829.2, XP_048638385.1	XP_006304965.1
OG0015671	XP_013723297.2, XP_013641727.2	XP_023633136.1
OG0015672	XP_013649661.1, XP_013702112.1	XP_006302150.1
OG0015673	XP_013658950.2, XP_013639923.1	XP_006305676.1
OG0015674	XP_013657248.2, XP_022546037.1	XP_006306210.1
OG0015675	XP_013715206.1, XP_013641852.2	XP_006307461.2
OG0015676	XP_013728113.1, XP_013655211.2	XP_023632801.1
OG0015677	XP_022556584.2, XP_013696182.3	XP_006307016.1
OG0015678	XP_013660248.1, XP_013660194.1	XP_006303432.1
OG0015679	XP_013692984.1, XP_013641903.1	XP_006304178.1
OG0015680	XP_013641896.2, XP_013693677.1	XP_006307629.1
OG0015681	XP_022543017.2, XP_013697899.2	XP_006306486.1
OG0015682	XP_013641889.2	XP_006306888.1
OG0015683	XP_048619520.1, XP_013651652.1	XP_023632611.1
OG0015684	XP_022543041.1, XP_013642245.1	XP_006303171.1
OG0015685	XP_013642242.1, XP_022543044.2	XP_023644891.1
OG0015686	XP_048622438.1, XP_048594033.1, XP_022543049.1	XP_006304635.1
OG0015687	XP_013695052.1, XP_013650686.1	XP_006307427.1
OG0015688	XP_048612719.1, XP_048638505.1	XP_006306288.2
OG0015689	XP_013642345.2, XP_013696565.1	XP_006306166.1
OG0015690	XP_013642353.2, XP_013696357.1	XP_006303894.1
OG0015691	XP_048594017.1, XP_048622458.1	XP_023644831.1
OG0015692	XP_048591475.1, XP_048638529.1, XP_013693200.2	XP_006303243.1
OG0015693	XP_048638530.1, XP_013696906.1	XP_023644908.1
OG0015694	XP_013642369.2, XP_048638532.1	XP_006306531.1
OG0015695	XP_048599409.1, XP_013690026.1	XP_006304769.1
OG0015696	XP_013695316.1, XP_013748581.1	XP_006304328.2
OG0015697	XP_013748584.1, XP_013698143.1	XP_006303258.1
OG0015698	XP_013639989.2, XP_013752349.1	XP_006304237.1
OG0015699	XP_013696533.2, XP_013748599.1	XP_006304546.1
OG0015700	XP_013697282.1, XP_013697774.1	XP_006304306.1
OG0015701	XP_013726019.1, XP_013697655.1	XP_006305047.1
OG0015702	XP_013696431.2, XP_013642543.1	XP_023633030.1
OG0015703	XP_013697353.1, XP_013642561.1	XP_023645274.1
OG0015704	XP_013725961.1, XP_013695652.2	XP_006306396.1
OG0015705	XP_013741606.1, XP_013695716.2	XP_006304329.1
OG0015706	XP_048593990.1, XP_013711441.1	XP_006306762.1
OG0015707	XP_013698027.2, XP_013662885.1	XP_006306339.1
OG0015708	XP_048596897.1, XP_013697959.2	XP_006305671.1
OG0015709	XP_048596890.1, XP_022552051.2	XP_023645818.1
OG0015710	XP_013675021.2, XP_013659754.2	XP_006307628.1
OG0015711	XP_013722047.2, XP_013697136.2	XP_023645015.1
OG0015712	XP_013662732.1, XP_022546719.2	XP_006303626.1
OG0015713	XP_048614601.1, XP_013655626.2	XP_006306437.1
OG0015714	XP_013642077.1, XP_013697575.1	XP_006303169.1
OG0015715	XP_048604575.1, XP_013689623.2	XP_006300707.1
OG0015716	XP_013657105.1, XP_013657173.1	XP_006304788.1
OG0015717	XP_013702806.2, XP_013649336.2	XP_006302275.1
OG0015718	XP_013657115.1, XP_013657181.2	XP_006303703.1
OG0015719	XP_013657126.1, XP_013657191.1	XP_006304911.1
OG0015720	XP_048592646.1, XP_013662801.1	XP_006305211.2
OG0015721	XP_048593930.1, XP_048606804.1	XP_006303882.1
OG0015722	XP_013659655.1, XP_013693194.1	XP_006305681.1
OG0015723	XP_013659654.1, XP_013696090.2	XP_006307565.1
OG0015724	XP_013685423.1, XP_013706509.1	XP_006305582.1
OG0015725	XP_013671028.1, XP_022560819.2	XP_006304119.1
OG0015726	XP_048616497.1, XP_048599171.1	XP_023644837.1
OG0015727	XP_013657169.1, XP_013663222.1	XP_006303919.1
OG0015728	XP_048600085.1, XP_013739025.1	XP_006285260.1
OG0015729	XP_013671529.2, XP_013711788.1	XP_023635105.1
OG0015730	XP_013739143.2, XP_013692395.2	XP_006285997.1
OG0015731	XP_013739224.2, XP_013692375.2	XP_006282544.1
OG0015732	XP_013692380.1, XP_013739281.2	XP_006285210.1
OG0015733	XP_048597665.1, XP_013692391.2	XP_023634943.1
OG0015734	XP_013664017.1, XP_013708548.2	XP_006293890.1
OG0015735	XP_013670228.2, XP_013669878.1	XP_006283607.2
OG0015736	XP_048600121.1, XP_048597718.1	XP_023634734.1
OG0015737	XP_013671242.2	XP_006282961.1
OG0015738	XP_013671246.2, XP_013739504.2	XP_006285667.1
OG0015739	XP_013669881.2, XP_013739570.1	XP_006285931.1
OG0015740	XP_013641380.2, XP_013739639.1	XP_006283270.2
OG0015741	XP_048619452.1, XP_048619077.1	XP_006283026.1
OG0015742	XP_048600140.1, XP_013740202.1	XP_006284353.1
OG0015743	XP_013738051.1, XP_022555346.1	XP_006285475.1
OG0015744	XP_048619086.1, XP_013738066.2	XP_023635648.1
OG0015745	XP_013722633.2, XP_013656514.2	XP_006286259.1
OG0015746	XP_048598023.1, XP_048600157.1	XP_006284272.1
OG0015747	XP_048598703.1, XP_013719926.1	XP_006279683.1
OG0015748	XP_013716092.3, XP_013672638.1	XP_006305019.1
OG0015749	XP_013700051.1, XP_013671648.1	XP_006285134.1
OG0015750	XP_013698844.1, XP_013671618.1	XP_006284487.1
OG0015751	XP_013712605.1, XP_013664026.2	XP_006295387.1
OG0015752	XP_013659079.1, XP_013660043.1	XP_006296309.1
OG0015753	XP_022556924.2, XP_013690449.3	XP_006295092.2
OG0015754	XP_013743889.3, XP_013743903.2	XP_006294293.1
OG0015755	XP_048633635.1	XP_006293942.1
OG0015756	XP_048633629.1, XP_013746972.1, XP_013747012.2	XP_006296515.1
OG0015757	XP_013743662.2, XP_048633622.1	XP_006293655.1
OG0015758	XP_048612313.1, XP_048633615.1	XP_006295423.1
OG0015759	XP_013743654.1, XP_013686177.2	XP_006294625.1
OG0015760	XP_013706979.2, XP_013738204.2	XP_006283888.1
OG0015761	XP_048597457.1, XP_013708478.1	XP_006294129.2
OG0015762	XP_048608773.1, XP_013685216.2	XP_006293984.1
OG0015763	XP_013710122.1, XP_013664149.2	XP_006294884.1
OG0015764	XP_013647961.1, XP_048616596.1	XP_023638281.1
OG0015765	XP_013664138.2, XP_013711776.2	XP_006294135.1
OG0015766	XP_048597487.1, XP_048621024.1	XP_023639430.1
OG0015767	XP_013660932.2, XP_013712211.3	XP_023641014.1
OG0015768	XP_013671383.2, XP_013716871.2	XP_006296468.1
OG0015769	XP_048621030.1, XP_048597494.1	XP_023639486.1
OG0015770	XP_022563963.2, XP_022547069.2	XP_023639777.1
OG0015771	XP_013711264.1, XP_013706590.2	XP_023640005.1
OG0015772	XP_048612215.1, XP_013717075.2	XP_006294653.1
OG0015773	XP_013672013.2, XP_013691217.2	XP_006296348.1
OG0015774	XP_048608804.1, XP_013685239.2	XP_006294350.1
OG0015775	XP_013716890.2, XP_048612214.1	XP_006279817.2
OG0015776	XP_048614028.1, XP_048638244.1	XP_006305417.1
OG0015777	XP_013696385.1, XP_013641414.1	XP_023645717.1
OG0015778	XP_013646524.2, XP_013695259.1	XP_006304131.1
OG0015779	XP_013641279.2, XP_013727200.1	XP_023645601.1
OG0015780	XP_022564396.2, XP_013641281.2	XP_006307479.1
OG0015781	XP_013664700.1, XP_013712154.1	XP_006304252.1
OG0015782	XP_013664678.1, XP_013712065.1	XP_006304464.1
OG0015783	XP_048614003.1, XP_013641357.2	XP_023644893.1
OG0015784	XP_013676293.1, XP_013686067.2	XP_023645650.1
OG0015785	XP_013710729.1, XP_013664671.1	XP_006306393.1
OG0015786	XP_022559543.1, XP_013646542.2	XP_006304161.1
OG0015787	XP_048613994.1, XP_013671789.2	XP_006307650.1
OG0015788	XP_013696981.2, XP_013641222.2	XP_006306135.2
OG0015789	XP_022558103.2, XP_048638144.1, XP_048594172.1, XP_022563456.1	XP_023645956.1
OG0015790	XP_013641235.2, XP_048638156.1	XP_006303153.1
OG0015791	XP_013697815.2, XP_013708909.1	XP_006307445.1
OG0015792	XP_013693474.2, XP_013709916.1	XP_006303312.1
OG0015793	XP_013732374.1, XP_013675220.2	XP_006303946.1
OG0015794	XP_013742612.3, XP_022558577.1	XP_006304711.1
OG0015795	XP_022576412.2, XP_048613979.1	XP_006306686.2
OG0015796	XP_048594191.1, XP_022564719.1	XP_023644848.1
OG0015797	XP_048622995.1, XP_013711072.2	XP_006304754.2
OG0015798	XP_013711071.2, XP_013711013.2	XP_023632805.1
OG0015799	XP_013686605.2, XP_013671769.2	XP_006307619.1
OG0015800	XP_013657459.2, XP_048622316.1	XP_023645169.1
OG0015801	XP_013641197.2, XP_022558974.2	XP_006306834.1
OG0015802	XP_013681240.1, XP_013697645.1	XP_006305439.1
OG0015803	XP_013716285.1, XP_013687237.1	XP_006303047.1
OG0015804	XP_013685156.2, XP_013695119.1	XP_006305492.2
OG0015805	XP_013657421.2, XP_013749126.1	XP_006305467.1
OG0015806	XP_022558413.2, XP_048638098.1	XP_023644712.1
OG0015807	XP_013645558.2, XP_013653115.1	XP_006305142.1
OG0015808	XP_013653113.2, XP_048638092.1	XP_006305846.2
OG0015809	XP_048613928.1, XP_013645602.2	XP_006307578.2
OG0015810	XP_013708468.1, XP_013657765.1	XP_006305398.1
OG0015811	XP_013716362.1, XP_013680905.1	XP_006305727.1
OG0015812	XP_013655351.1, XP_013640285.2	XP_006306425.1
OG0015813	XP_013640929.1, XP_048613906.1	XP_006304862.1
OG0015814	XP_013698440.1, XP_013640964.2	XP_023645456.1
OG0015815	XP_048638056.1, XP_013697781.1	XP_006304299.1
OG0015816	XP_048613897.1, XP_013640957.1	XP_023632895.1
OG0015817	XP_013696710.2, XP_013640951.2	XP_023633234.1
OG0015818	XP_048597809.1, XP_013716432.2	XP_006306630.1
OG0015819	XP_013640978.2, XP_013693394.2	XP_023645691.1
OG0015820	XP_013657698.1, XP_013661949.1	XP_006307058.1
OG0015821	XP_013711982.1, XP_048638043.1	XP_023632650.1
OG0015822	XP_048622816.1	XP_006307382.1
OG0015823	XP_013641021.1	XP_006304210.1
OG0015824	XP_048613875.1, XP_048638039.1	XP_006305368.1
OG0015825	XP_013750878.1, XP_013657678.1	XP_023632944.1
OG0015826	XP_048613863.1, XP_048638035.1	XP_006304477.1
OG0015827	XP_013641050.2, XP_013696849.1	XP_006304207.1
OG0015828	XP_013657652.1, XP_013678854.2	XP_006306655.1
OG0015829	XP_048621384.1, XP_013716388.2	XP_006306095.1
OG0015830	XP_013641110.2, XP_013711771.1	XP_006305381.1
OG0015831	XP_013641147.2, XP_013711857.2	XP_006306426.1
OG0015832	XP_013646479.1, XP_013707847.1	XP_023634456.1, XP_023645801.1
OG0015833	XP_048618135.1, XP_022543493.2	XP_023638304.1
OG0015834	XP_022563433.2, XP_013657501.1	XP_006306847.1
OG0015835	XP_013687143.1, XP_013696777.2, XP_048626869.1	XP_006305486.1
OG0015836	XP_022548842.2, XP_013697356.2	XP_006303302.1
OG0015837	XP_048599464.1, XP_048613805.1	XP_006303732.1
OG0015838	XP_013655302.2, XP_048594261.1	XP_006306042.1
OG0015839	XP_048621577.1, XP_013657515.2	XP_006305018.1
OG0015840	XP_013697938.2, XP_013664548.1	XP_006306699.1
OG0015841	XP_048597890.1, XP_013716452.1	XP_006307051.1
OG0015842	XP_022559389.2, XP_013723208.2	XP_006306676.1
OG0015843	XP_048621583.1, XP_013657519.2	XP_006306187.2
OG0015844	XP_013723264.2, XP_013696751.1	XP_006306354.1
OG0015845	XP_013723265.2, XP_013696752.1	XP_006304917.1
OG0015846	XP_013716384.1	XP_006305857.1
OG0015847	XP_048597896.1	XP_006306038.1
OG0015848	XP_013716434.1	XP_006307017.1
OG0015849	XP_013716436.1	XP_023632839.1
OG0015850	XP_013644300.2, XP_013663333.2	XP_006280436.1
OG0015851	XP_013660617.2, XP_048621563.1	XP_006304682.2
OG0015852	XP_048594275.1, XP_048621556.1	XP_006303960.2
OG0015853	XP_022548874.2, XP_013665694.3	XP_006303862.1
OG0015854	XP_013666681.2, XP_022558379.2	XP_023644600.1
OG0015855	XP_022547880.2	XP_023646026.1
OG0015856	XP_013719897.2, XP_013695443.2	XP_006305299.1
OG0015857	XP_048594303.1, XP_048621999.1	XP_006307618.1
OG0015858	XP_048613723.1, XP_013698471.2	XP_023632804.1
OG0015859	XP_013666424.2, XP_013697759.1	XP_006307306.1
OG0015860	XP_048599386.1, XP_013693162.1	XP_023645134.1
OG0015861	XP_048613720.1, XP_013666245.3	XP_006306024.2
OG0015862	XP_013693782.1, XP_013666470.2	XP_006303956.1
OG0015863	XP_013744088.1, XP_013692511.1	XP_006287022.1
OG0015864	XP_013664833.1	XP_023645370.1
OG0015865	XP_048613672.1, XP_013666404.2	XP_006306477.1
OG0015866	XP_048597935.1, XP_013693014.1, XP_048599355.1	XP_023645416.1
OG0015867	XP_013696261.2, XP_013719149.2	XP_006306944.1
OG0015868	XP_048621948.1, XP_013694622.3	XP_023645335.1
OG0015869	XP_013719164.1, XP_013693610.1	XP_023645271.1
OG0015870	XP_013696902.1, XP_013719185.2	XP_006306146.2
OG0015871	XP_013696900.2, XP_013719314.1	XP_006306694.1
OG0015872	XP_022559074.2, XP_013719327.1	XP_006305556.1
OG0015873	XP_048597949.1, XP_013664865.1	XP_006306852.1
OG0015874	XP_013719243.1, XP_013698313.1	XP_006303463.1
OG0015875	XP_013719335.2, XP_013697509.1	XP_006303299.1
OG0015876	XP_013697896.1, XP_013719332.1	XP_006306829.1
OG0015877	XP_013666369.2, XP_013698462.2	XP_006307128.2
OG0015878	XP_013666367.1, XP_013698178.1	XP_006303529.1
OG0015879	XP_013666379.1, XP_013698064.1	XP_006305510.1
OG0015880	XP_013695958.1, XP_013666371.1	XP_006304532.2
OG0015881	XP_013696231.1, XP_013665593.1	XP_006306019.1
OG0015882	XP_013666322.2, XP_013697754.2	XP_006307480.1
OG0015883	XP_048599258.1, NP_001302866.1	XP_006305484.1
OG0015884	XP_013722260.2, XP_013730468.2	XP_023645093.1
OG0015885	XP_013730421.2, XP_013722162.2	XP_006303692.1
OG0015886	XP_013666266.2, XP_013653637.1	XP_006306838.2
OG0015887	XP_013730454.2, XP_013722245.1	XP_006305215.1
OG0015888	XP_013722165.3, XP_013730420.1	XP_023644739.1
OG0015889	XP_013666261.2, XP_022561854.1	XP_006307695.1
OG0015890	XP_013666262.1, XP_022558849.1	XP_023633010.1
OG0015891	XP_013698586.2, XP_048634552.1	XP_023645583.1
OG0015892	XP_013697076.1, XP_013666256.1	XP_023644716.1
OG0015893	XP_048628946.1, XP_013716507.1	XP_023644677.1
OG0015894	XP_048625162.1, XP_013665460.2	XP_006289792.1
OG0015895	XP_013712756.1, XP_013667683.1	XP_006289626.1
OG0015896	XP_013667677.1, XP_013713881.1	XP_006286603.1
OG0015897	XP_022549262.1, XP_048625149.1	XP_023636359.1
OG0015898	XP_013714693.1, XP_022575156.2	XP_006286544.1
OG0015899	XP_048625156.1, XP_013712841.2	XP_023635975.1
OG0015900	XP_013667691.1, XP_013714813.1	XP_006288433.1
OG0015901	XP_013726182.2	XP_006288492.1
OG0015902	XP_013714462.1, XP_013667703.2	XP_006289420.2
OG0015903	XP_048602335.1, XP_013662348.1	XP_023636786.1
OG0015904	XP_013723116.1, XP_013728210.1	XP_006288333.1
OG0015905	XP_013720977.1, XP_013667748.1	XP_006288240.1
OG0015906	XP_013662358.1	XP_006286917.1
OG0015907	XP_013729037.1, XP_013728150.2	XP_006290125.2
OG0015908	XP_013720958.1, XP_013667801.2	XP_006286845.1
OG0015909	XP_013667596.2, XP_013667824.1	XP_006287512.1
OG0015910	XP_048632170.1, XP_013735699.2	XP_006299986.1
OG0015911	XP_013667604.2, XP_013666030.2	XP_023637008.1
OG0015912	XP_013667843.1, XP_013667582.2	XP_006289145.1
OG0015913	XP_048602369.1, XP_013649829.2	XP_023637324.1
OG0015914	XP_048602375.1, XP_013649827.1	XP_006289504.1
OG0015915	XP_013667548.2, XP_013683065.1	XP_006286573.2
OG0015916	XP_013652424.2, XP_013675519.2	XP_006289965.1
OG0015917	XP_013649800.1, XP_013649802.2	XP_006289442.1
OG0015918	XP_013743085.2, XP_013743091.2	XP_006286488.1
OG0015919	XP_013746724.2, XP_013743086.2	XP_006289282.1
OG0015920	XP_048605011.1, XP_013707433.1	XP_006288268.2
OG0015921	XP_013683102.2, XP_013722328.2	XP_023637341.1
OG0015922	XP_013683105.2, XP_013722343.2	XP_006289579.1
OG0015923	XP_013722348.2, XP_013680682.2	XP_006288302.1
OG0015924	XP_048605262.1, XP_048605111.1	XP_006287098.2
OG0015925	XP_048625017.1, XP_013683124.2	XP_006286355.1
OG0015926	XP_048625015.1, XP_013690690.2	XP_006288483.1
OG0015927	XP_013690085.2, XP_013681935.2	XP_006289696.1
OG0015928	XP_013681864.2, XP_013730118.1	XP_006287650.2
OG0015929	XP_048627216.1, XP_013681863.1	XP_006286909.1
OG0015930	XP_013716108.2, XP_013672629.2	XP_006306525.1
OG0015931	XP_013667483.1, XP_013683185.2	XP_006289483.1
OG0015932	XP_013667475.2, XP_013683190.2	XP_006287025.1
OG0015933	XP_013727674.2, XP_013683527.2	XP_006287826.1
OG0015934	XP_013680708.1, XP_048624980.1	XP_006287631.1
OG0015935	XP_013727710.1	XP_006289787.2
OG0015936	XP_048617893.1, XP_013643812.2	XP_006290072.1
OG0015937	XP_013643970.1, XP_013643799.2	XP_006287664.1
OG0015938	XP_048603984.1	XP_006289762.1
OG0015939	XP_013692072.2, XP_013647294.1	XP_023637250.1
OG0015940	XP_022547980.2, XP_048625665.1	XP_006288157.1
OG0015941	XP_022547987.2, XP_013733013.1	XP_006288099.2
OG0015942	XP_013706269.2, XP_013707498.2	XP_023636977.1
OG0015943	XP_013643902.2, XP_013706268.2	XP_023636772.1
OG0015944	XP_048625632.1, XP_048591165.1, XP_013677660.3	XP_006287586.2
OG0015945	XP_013675525.1, XP_013659794.1, XP_022543992.2, XP_048618189.1	XP_006281240.1
OG0015946	XP_013672126.1, XP_013744944.1	XP_023638819.1
OG0015947	XP_013644135.2, XP_013644067.2	XP_006282171.1
OG0015948	XP_013698094.1, XP_013702811.1	XP_023634863.1
OG0015949	XP_013644157.2, XP_013707707.2	XP_006280677.1
