Orthogroup	Brassica_napus	Conringia_planisiliqua
OG0013505	XP_013714458.1, XP_013648350.2	CP3_g13507_DN3_SP7_c.t1
OG0013506	XP_013752073.2, XP_013690945.1	CP4_g24513_DN3_SP4_c.t1
OG0013507	XP_048634685.1, XP_013687890.2	CP4_g24502_DN3_SP7_c.t1
OG0013508	XP_013687829.1, XP_048634671.1	CP4_g24551_DN3_SP3_c.t1
OG0013509	XP_013724364.2, XP_048608616.1	CP4_g24552_DN3_SP8_c.t1
OG0013510	XP_013730088.1	CP11_g33708_DN3_SP6_c.t1
OG0013511	XP_013732253.1	CP11_g33701_DN3_SP3_c.t1
OG0013512	XP_022568861.2	CP11_g33684_DN3_SP6_c.t1
OG0013513	XP_013740026.1, XP_013730094.1	CP11_g33677_DN3_SP7_c.t1
OG0013514	XP_048624381.1, XP_013729835.2	CP11_g33674_DN3_SP8_c.t1
OG0013515	XP_013729825.1, XP_048631075.1	CP11_g33666_DN2_SP0_c.t1, CP11_g33664_DN3_SP0_c.t1
OG0013516	XP_013729836.1, XP_048631068.1	CP11_g33658_DN3_SP6_c.t1
OG0013517	XP_013720157.1	CP11_g33651_DN3_SP8_c.t1
OG0013518	XP_048631061.1, XP_013729844.1	CP11_g33647_DN3_SP8_c.t1
OG0013519	XP_013725159.2, XP_013746031.2	CP11_g33618_DN3_SP0_c.t1
OG0013520	XP_048598637.1, XP_013668302.2, XP_013747646.2	CP11_g33597_DN3_SP8_c.t1
OG0013521	XP_013747652.1, XP_048598653.1, XP_013668303.1	CP11_g33598_DN3_SP8_c.t1
OG0013522	XP_013720255.1	CP11_g33548_DN3_SP0_c.t1
OG0013524	XP_048624086.1, XP_022554168.1	CP11_g33536_DN3_SP0_c.t1
OG0013525	XP_048624325.1, XP_013668352.2	CP11_g33524_DN3_SP8_c.t1
OG0013526	XP_022549523.1, XP_013726253.2	CP11_g33523_DN3_SP8_c.t1
OG0013527	XP_013668364.1, XP_013726260.1	CP11_g33517_DN3_SP2_c.t1
OG0013528	XP_022573187.1, XP_048624131.1, XP_013740074.3, XP_013721482.1	CP11_g33509_DN3_SP2_c.t1
OG0013529	XP_013730121.1, XP_013668383.2	CP11_g33493_DN3_SP0_c.t1
OG0013530	XP_013666197.1, XP_013666139.1	CP11_g33492_DN2_SP0_c.t1
OG0013531	XP_048624810.1, XP_013668394.1	CP11_g33478_DN3_SP8_c.t1
OG0013532	XP_013666145.2, XP_013666203.1	CP11_g33473_DN3_SP0_c.t1
OG0013533	XP_013668399.1, XP_013668205.2	CP11_g33470_DN3_SP7_c.t1
OG0013534	XP_013668398.2, XP_048623063.1	CP11_g33468_DN3_SP1_c.t1
OG0013535	XP_013668212.2, XP_013668406.2	CP11_g33466_DN3_SP1_c.t1
OG0013536	XP_048623065.1, XP_013668405.1	CP11_g33465_DN3_SP4_c.t1
OG0013537	XP_013721893.2	CP11_g32229_DN1_SP0_c.t1
OG0013539	XP_013667353.2, XP_048623387.1	CP8_g54370_DN3_SP8_c.t1
OG0013540	XP_013731166.2, XP_013682285.2	CP8_g54267_DN3_SP8_c.t1
OG0013541	XP_013706901.1, XP_013667274.2	CP8_g54266_DN3_SP7_c.t1
OG0013542	XP_013667243.2, XP_013717651.1	CP8_g54224_DN3_SP0_c.t1
OG0013543	XP_013712937.2	CP8_g54198_DN2_SP1_c.t1
OG0013544	XP_013667213.2, XP_013717642.1	CP8_g54191_DN3_SP4_c.t1
OG0013545	XP_048627909.1, XP_048608103.1	CP8_g54189_DN3_SP3_c.t1
OG0013546	XP_048602498.1, XP_013680129.2	CP8_g54178_DN3_SP8_c.t1
OG0013547	XP_013679954.2, XP_013703549.2	CP8_g54124_DN3_SP0_c.t1
OG0013548	XP_048599006.1, XP_013724032.1	CP8_g54123_DN3_SP8_c.t1
OG0013549	XP_013705403.2, XP_013713055.1	CP8_g54116_DN3_SP0_c.t1
OG0013550	XP_013680550.1, XP_013707511.2	CP8_g54097_DN3_SP7_c.t1
OG0013551	XP_013705309.2, XP_013713031.2	CP8_g54095_DN3_SP8_c.t1
OG0013552	XP_013716048.2, XP_013682176.1	CP8_g54094_DN3_SP4_c.t1
OG0013553	XP_013716052.1, XP_048608132.1	CP8_g54083_DN2_SP0_c.t1
OG0013554	XP_048623288.1, XP_013667139.1, XP_048602550.1	CP8_g54075_DN3_SP8_c.t1
OG0013555	XP_013715966.1, XP_048608145.1	CP8_g54030_DN3_SP6_c.t1
OG0013556	XP_013714753.1, XP_013716830.2	CP8_g53961_DN2_SP0_c.t1
OG0013557	XP_048598957.1	CP8_g53955_DN3_SP6_c.t1
OG0013558	XP_013716783.2, XP_048624919.1	CP8_g53953_DN3_SP8_c.t1
OG0013559	XP_013714848.1, XP_013662494.1	CP7_g45090_DN3_SP7_c.t1
OG0013560	XP_048608908.1, XP_022543957.1, XP_013647818.1, XP_048638634.1	CP3_g14693_DN3_SP1_c.t1
OG0013561	XP_013707095.2, XP_013661212.2	CP2_g47988_DN3_SP7_c.t1
OG0013562	XP_013661214.2, XP_013703137.1	CP2_g47978_DN3_SP4_c.t1
OG0013563	XP_013661230.2, XP_013705663.1	CP2_g47954_DN3_SP0_c.t1
OG0013564	XP_013643005.1, XP_013643417.1	CP2_g47943_DN3_SP8_c.t1
OG0013565	XP_013643015.2	CP2_g47933_DN3_SP8_c.t1
OG0013566	XP_013643081.1, XP_013643197.2	CP2_g47906_DN3_SP7_c.t1
OG0013567	XP_013642978.1, XP_013643047.2	CP2_g47900_DN3_SP8_c.t1
OG0013568	XP_013675491.2, XP_013647089.2	CP2_g47892_DN3_SP3_c.t1
OG0013569	XP_013643179.2, XP_013642813.2	CP2_g47884_DN3_SP5_c.t1
OG0013570	XP_013643172.2, XP_013642788.1	CP2_g47878_DN3_SP6_c.t1
OG0013571	XP_048603253.1, XP_048616584.1, XP_013700978.2	CP2_g47875_DN3_SP5_c.t1
OG0013572	XP_013643153.2, XP_013722815.1	CP2_g47863_DN3_SP7_c.t1
OG0013573	XP_013700948.1, XP_048616606.1, XP_013678363.2	CP2_g47859_DN3_SP8_c.t1
OG0013574	XP_048637920.1, XP_022555489.2	CP2_g47854_DN3_SP4_c.t1
OG0013575	XP_048625791.1, XP_048595454.1, XP_013659222.2	CP2_g47847_DN2_SP1_c.t1
OG0013576	XP_013672891.1, XP_013643129.2	CP2_g47841_DN3_SP8_c.t1
OG0013577	XP_048624417.1, XP_013652960.2	CP10_g43668_DN3_SP1_c.t1
OG0013578	XP_013647076.1, XP_013713110.1	CP2_g47825_DN3_SP8_c.t1
OG0013579	XP_013643121.2, XP_013671008.1	CP2_g47819_DN3_SP3_c.t1
OG0013580	XP_013675426.1	CP2_g47794_DN3_SP0_c.t1
OG0013581	XP_048616774.1, XP_013678423.2, XP_048603273.1	CP2_g47779_DN3_SP0_c.t1
OG0013582	XP_013643065.2, XP_022555469.2	CP2_g47750_DN3_SP1_c.t1
OG0013583	XP_048595473.1, XP_013711401.1	CP2_g47720_DN3_SP0_c.t1
OG0013584	XP_048606570.1, XP_013643321.1	CP2_g47719_DN3_SP6_c.t1
OG0013585	XP_013643207.1, XP_013643319.2	CP2_g47716_DN3_SP7_c.t1
OG0013587	XP_013647106.2, XP_013741005.1	CP2_g47697_DN3_SP1_c.t1
OG0013588	XP_048606565.1, XP_013643286.2	CP2_g47685_DN3_SP2_c.t1
OG0013589	XP_013740797.2, XP_013740934.1	CP2_g47682_DN3_SP0_c.t1
OG0013590	XP_013701873.2, XP_048616453.1, XP_013727457.1	CP2_g47679_DN3_SP0_c.t1
OG0013591	XP_013655827.1, XP_048595483.1	CP2_g47664_DN3_SP0_c.t1
OG0013592	XP_013750624.2, XP_013707125.1	CP2_g47659_DN3_SP4_c.t1
OG0013593	XP_013661903.1	CP2_g47652_DN3_SP0_c.t1
OG0013594	XP_022565377.1, XP_013661344.1	CP2_g47646_DN3_SP1_c.t1
OG0013596	XP_013653592.1	CP2_g47640_DN3_SP8_c.t1
OG0013597	XP_022566134.1	CP2_g47628_DN1_SP0_c.t1
OG0013598	XP_013691671.1, XP_013651700.2, XP_022552720.1, XP_048603298.1	CP2_g47609_DN1_SP0_c.t1
OG0013599	XP_022562185.2, XP_013653558.1	CP2_g47608_DN3_SP4_c.t1
OG0013600	XP_048618465.1, XP_013653546.2	CP2_g47596_DN3_SP1_c.t1
OG0013601	XP_013653767.2, XP_013686280.1	CP2_g47586_DN3_SP0_c.t1
OG0013602	XP_013651739.1, XP_013651712.1	CP2_g47555_DN3_SP0_c.t1
OG0013603	XP_013690356.1, XP_013659253.1	CP2_g47549_DN3_SP4_c.t1
OG0013604	XP_013661389.1, XP_013712225.1	CP2_g47539_DN3_SP8_c.t1
OG0013605	XP_013688507.1, XP_013661381.2	CP2_g47532_DN3_SP0_c.t1
OG0013606	XP_048631516.1, XP_013702126.1, XP_048603310.1	CP2_g47528_DN3_SP1_c.t1
OG0013607	XP_013688484.2, XP_048623863.1	CP2_g47522_DN3_SP7_c.t1
OG0013608	XP_013688483.1, XP_013661369.2	CP2_g47520_DN2_SP0_c.t1
OG0013609	XP_013683645.3, XP_013741728.2	CP8_g54674_DN2_SP0_c.t1
OG0013610	XP_048595087.1, XP_013697066.2	CP8_g54672_DN2_SP0_c.t1
OG0013611	XP_048605982.1, XP_013735254.2	CP8_g54669_DN3_SP7_c.t1
OG0013612	XP_013735293.2, XP_013684321.1	CP8_g54610_DN3_SP1_c.t1
OG0013613	XP_013735280.2, XP_013679607.1	CP8_g54632_DN3_SP0_c.t1
OG0013616	XP_013730006.2, XP_013731263.2	CP8_g54651_DN3_SP0_c.t1
OG0013617	XP_013660548.2, XP_048625479.1	CP8_g54587_DN3_SP2_c.t1
OG0013618	XP_013684349.1, XP_013735324.2	CP8_g54576_DN3_SP4_c.t1
OG0013619	XP_013660540.2, XP_048595133.1	CP8_g54575_DN3_SP0_c.t1
OG0013620	XP_013732717.2	CP8_g54562_DN3_SP0_c.t1
OG0013621	XP_013732719.2, XP_048625496.1	CP8_g54559_DN3_SP4_c.t1
OG0013622	XP_013739197.2, XP_013684370.1	CP8_g54544_DN3_SP8_c.t1
OG0013623	XP_013726331.1, XP_013722795.1	CP11_g32153_DN3_SP7_c.t1
OG0013624	XP_013726314.1, XP_013722767.1	CP11_g32150_DN3_SP0_c.t1
OG0013626	XP_013735348.3, XP_013684389.1	CP11_g32132_DN2_SP0_c.t1
OG0013627	XP_048632077.1, XP_022555084.2	CP11_g32126_DN3_SP7_c.t1
OG0013628	XP_013740784.2, XP_013684401.1	CP11_g32120_DN3_SP5_c.t1
OG0013629	XP_013684403.1, XP_013735355.2	CP11_g32118_DN3_SP8_c.t1
OG0013630	XP_048632075.1, XP_013722675.1	CP11_g32112_DN3_SP4_c.t1
OG0013631	XP_013719334.1, XP_013697507.1	CP1_g36797_DN3_SP8_c.t1
OG0013632	XP_013660389.2, XP_013736216.1	CP11_g32074_DN3_SP0_c.t1
OG0013633	XP_013695626.2, XP_013674575.1	CP11_g32035_DN3_SP5_c.t1
OG0013634	XP_013676969.2, XP_013693217.2	CP11_g32014_DN3_SP7_c.t1
OG0013635	XP_048625532.1, XP_013691656.2	CP11_g32015_DN3_SP0_c.t1
OG0013636	XP_013735419.2, XP_013680956.2	CP11_g32016_DN3_SP3_c.t1
OG0013637	XP_048632054.1, XP_048607007.1	CP11_g32004_DN3_SP2_c.t1
OG0013638	XP_013685805.1	CP11_g32002_DN3_SP5_c.t1
OG0013639	XP_013688545.1, XP_013685794.2	CP11_g31991_DN2_SP0_c.t1
OG0013640	XP_048607001.1, XP_013726275.2	CP11_g31977_DN3_SP0_c.t1
OG0013641	XP_013688565.1, XP_048595207.1	CP11_g31975_DN3_SP8_c.t1
OG0013642	XP_013696143.2, XP_048595212.1	CP11_g31963_DN3_SP8_c.t1
OG0013643	XP_013735447.2, XP_013732653.1	CP11_g31954_DN3_SP6_c.t1
OG0013644	XP_013731450.2, XP_013698164.1	CP11_g31953_DN3_SP8_c.t1
OG0013645	XP_013703222.1, XP_013723690.1	CP13_g20188_DN3_SP8_c.t1
OG0013646	XP_022547961.2, XP_013706430.2	CP13_g20202_DN3_SP0_c.t1
OG0013647	XP_048595968.1, XP_022566022.1	CP13_g20205_DN2_SP0_c.t1
OG0013648	XP_013703692.1, XP_048637433.1, XP_013652719.2	CP13_g20214_DN2_SP3_c.t1
OG0013649	XP_013706251.3, XP_048637436.1	CP13_g20242_DN3_SP0_c.t1
OG0013650	XP_048637438.1, XP_013704238.2	CP13_g20263_DN3_SP0_c.t1
OG0013651	XP_013735962.2, XP_013661742.1	CP13_g20285_DN3_SP8_c.t1
OG0013652	XP_013653670.2, XP_048637445.1	CP13_g20295_DN3_SP8_c.t1
OG0013653	XP_013672726.1, XP_013744455.2	CP4_g25436_DN3_SP7_c.t1
OG0013654	XP_022556173.2, XP_013747249.2	CP4_g25432_DN3_SP5_c.t1
OG0013655	XP_013672723.1, XP_013744459.2	CP4_g25425_DN3_SP0_c.t1
OG0013656	XP_013662708.2, XP_013748463.1	CP4_g25423_DN3_SP6_c.t1
OG0013657	XP_013683374.1, XP_013734090.1	CP4_g25508_DN3_SP5_c.t1
OG0013658	XP_013683436.1, XP_013748644.2, XP_013692019.2	CP4_g25462_DN3_SP8_c.t1
OG0013659	XP_013734081.1, XP_013683370.1	CP4_g25524_DN3_SP0_c.t1
OG0013660	XP_013723866.1, XP_022548425.2, XP_048636734.1	CP4_g25518_DN3_SP3_c.t1
OG0013661	XP_013692572.1, XP_013748699.1	CP4_g25537_DN3_SP4_c.t1
OG0013662	XP_013692570.1, XP_048636737.1	CP4_g25538_DN3_SP0_c.t1
OG0013663	XP_013683386.1, XP_013734097.1	CP4_g25549_DN3_SP8_c.t1
OG0013664	XP_013734100.1, XP_013683390.1	CP4_g25554_DN3_SP8_c.t1
OG0013665	XP_013752383.1, XP_013728547.2	CP4_g25561_DN1_SP0_c.t1
OG0013666	XP_013683400.2, XP_013734108.1	CP4_g25565_DN3_SP7_c.t1
OG0013667	XP_013748717.2, XP_048610636.1	CP4_g25578_DN3_SP5_c.t1
OG0013668	XP_022567094.1, XP_013748759.1	CP4_g25629_DN3_SP7_c.t1
OG0013669	XP_013748761.2, XP_048610232.1	CP4_g25635_DN3_SP8_c.t1
OG0013670	XP_013748748.1, XP_013732230.1	CP4_g25651_DN2_SP0_c.t1
OG0013671	XP_013700826.1, XP_013647171.1	CP4_g25666_DN3_SP0_c.t1
OG0013672	XP_013643551.3, XP_048609950.1	CP4_g25674_DN3_SP7_c.t1
OG0013674	XP_013722561.1, XP_013643565.2	CP4_g25686_DN3_SP8_c.t1
OG0013675	XP_022557054.1, XP_048633839.1	CP4_g25696_DN3_SP8_c.t1
OG0013676	XP_013733956.1, XP_013683266.1	CP4_g25723_DN3_SP7_c.t1
OG0013677	XP_013683269.1, XP_013733959.1	CP4_g25729_DN3_SP3_c.t1
OG0013678	XP_013640570.1, XP_022569221.1	CP8_g53143_DN3_SP0_c.t1
OG0013679	XP_013734944.2, XP_022561524.1	CP4_g25769_DN2_SP0_c.t1
OG0013680	XP_013748903.1, XP_022575433.1, XP_013730384.2	CP4_g25785_DN3_SP8_c.t1
OG0013681	XP_013748906.2, XP_013752462.1	CP4_g25788_DN3_SP0_c.t1
OG0013682	XP_048610441.1, XP_048610440.1, XP_013647715.2	CP4_g25839_DN3_SP7_c.t1
OG0013683	XP_013676419.2, XP_013744185.2	CP4_g25860_DN3_SP0_c.t1
OG0013684	XP_013681503.1, XP_013656758.2	CP5_g33_DN3_SP2_c.t1
OG0013685	XP_013692422.1, XP_022571014.2	CP4_g25916_DN3_SP8_c.t1
OG0013686	XP_013692164.2, XP_048626783.1, XP_048592829.1	CP4_g25926_DN3_SP8_c.t1
OG0013687	XP_013720077.2	CP4_g25956_DN3_SP8_c.t1
OG0013688	XP_013647654.2, XP_013692536.1	CP4_g25959_DN3_SP0_c.t1
OG0013689	XP_048592818.1, XP_048610493.1	CP4_g25969_DN3_SP0_c.t1
OG0013690	XP_013743970.1, XP_013720505.2	CP4_g25972_DN3_SP5_c.t1
OG0013691	XP_048610499.1, XP_013687439.2	CP4_g26024_DN3_SP0_c.t1
OG0013692	XP_013742454.1, XP_013744018.2	CP4_g26571_DN3_SP8_c.t1
OG0013693	XP_013740718.2, XP_013681105.1	CP4_g26435_DN1_SP0_c.t1
OG0013694	XP_022565375.1	CP4_g26133_DN3_SP2_c.t1
OG0013695	XP_013695279.1, XP_013735039.2	CP4_g26097_DN3_SP0_c.t1
OG0013696	XP_013751127.2, XP_013740409.1	CP7_g46342_DN3_SP8_c.t1
OG0013697	XP_013653716.1, XP_013723780.1	CP4_g26649_DN3_SP8_c.t1
OG0013698	XP_013742451.2, XP_013744022.2	CP24_g47293_DN3_SP6_c.t1
OG0013699	XP_013653722.2, XP_048618484.1	CP24_g47147_DN3_SP8_c.t1
OG0013700	XP_013683900.2, XP_013735004.2	CP24_g46961_DN3_SP4_c.t1
OG0013701	XP_048633694.1, XP_048612397.1	CP16_g55238_DN3_SP1_c.t1
OG0013702	XP_013711303.1, XP_013663980.1	CP18_g11441_DN3_SP8_c.t1
OG0013703	XP_048636553.1, XP_013748412.1, XP_013699234.2	CP4_g25074_DN3_SP0_c.t1
OG0013704	XP_013722038.2, XP_022556951.1	CP18_g11516_DN3_SP6_c.t1
OG0013705	XP_013711329.1, XP_013663979.1	CP18_g11721_DN3_SP0_c.t1
OG0013706	XP_013683891.2, XP_013734997.2	CP18_g12030_DN2_SP1_c.t1
OG0013707	XP_022571432.1, XP_013698286.1	CP18_g12129_DN3_SP1_c.t1
OG0013709	XP_013712903.2, XP_013731717.2	CP10_g42395_DN3_SP0_c.t1
OG0013710	XP_013693590.2, XP_013734975.2	CP18_g12476_DN3_SP7_c.t1
OG0013711	XP_048597381.1, XP_013708412.2	CP18_g12517_DN3_SP0_c.t1
OG0013712	XP_048628754.1, XP_013693330.1, XP_013744041.1	CP18_g12564_DN3_SP8_c.t1
OG0013713	XP_013697972.1, XP_013744044.1	CP18_g12587_DN3_SP8_c.t1
OG0013714	XP_048608752.1, XP_022571805.2	CP16_g55631_DN3_SP7_c.t1
OG0013715	XP_013671609.1, XP_013671450.1	CP5_g1253_DN3_SP8_c.t1
OG0013716	XP_013703378.1	CP5_g1312_DN3_SP2_c.t1
OG0013717	XP_048614332.1, XP_013640070.2	CP10_g42162_DN3_SP5_c.t1
OG0013718	XP_048636276.1, XP_048590820.1	CP10_g42121_DN3_SP1_c.t1
OG0013719	XP_013735609.2, XP_013684271.2	CP10_g42116_DN3_SP5_c.t1
OG0013720	XP_013680973.2, XP_013735607.1, XP_048590821.1	CP10_g42113_DN3_SP0_c.t1
OG0013721	XP_013729751.2, XP_048636273.1	CP10_g42112_DN3_SP0_c.t1
OG0013722	XP_013745273.1, XP_022550753.1	CP3_g14476_DN3_SP7_c.t1
OG0013723	XP_013648792.2, XP_013723271.2	CP11_g33763_DN3_SP8_c.t1
OG0013724	XP_022568164.1, XP_013728060.1, XP_048602642.1, XP_022568163.1	CP11_g33755_DN1_SP0_c.t1
OG0013725	XP_013690445.1, XP_013724879.2	CP10_g43886_DN3_SP0_c.t1
OG0013727	XP_013680489.1, XP_013740447.2	CP8_g53608_DN3_SP0_c.t1
OG0013728	XP_048603110.1, XP_013685837.1	CP8_g53484_DN3_SP0_c.t1
OG0013730	XP_048613977.1, XP_013700315.2, XP_048602026.1	CP10_g42194_DN3_SP7_c.t1
OG0013731	XP_048614287.1, XP_048636247.1	CP10_g42216_DN3_SP3_c.t1
OG0013732	XP_048614282.1, XP_013678403.2	CP10_g42224_DN3_SP8_c.t1
OG0013733	XP_048602009.1, XP_013647482.2	CP10_g42238_DN3_SP0_c.t1
OG0013734	XP_022543522.2, XP_013644280.2	CP2_g48806_DN3_SP7_c.t1
OG0013735	XP_048601980.1, XP_048633242.1	CP10_g42262_DN3_SP7_c.t1
OG0013736	XP_048614234.1, XP_048614235.1, XP_048614231.1, XP_048614230.1, XP_048613592.1, XP_048614232.1	CP10_g42291_DN3_SP0_c.t1
OG0013737	XP_048636206.1, XP_013732340.2	CP10_g42315_DN2_SP0_c.t1
OG0013738	XP_022569043.2, XP_013752009.3	CP10_g42324_DN3_SP0_c.t1
OG0013739	XP_013747914.2, XP_022562279.2	CP10_g42329_DN3_SP0_c.t1
OG0013740	XP_048619917.1, XP_013705453.2	CP5_g1288_DN3_SP1_c.t1
OG0013741	XP_022559585.1, XP_048632197.1	CP10_g42348_DN3_SP6_c.t1
OG0013742	XP_022569969.2, XP_013714070.2	CP10_g42363_DN3_SP5_c.t1
OG0013743	XP_048591937.1, XP_048601743.1	CP10_g42370_DN3_SP3_c.t1
OG0013744	XP_048636191.1, XP_048615099.1	CP10_g42372_DN3_SP3_c.t1
OG0013745	XP_048615446.1, XP_048636188.1	CP10_g42386_DN3_SP6_c.t1
OG0013746	XP_048629907.1, XP_013713941.2, XP_048615449.1	CP10_g42388_DN3_SP8_c.t1
OG0013747	XP_013725943.2, XP_048614559.1	CP10_g42412_DN3_SP0_c.t1
OG0013748	XP_013640646.2, XP_013725983.2	CP10_g42428_DN3_SP0_c.t1
OG0013749	XP_048632213.1, XP_013745052.1	CP10_g42423_DN3_SP0_c.t1
OG0013750	XP_013742247.2, XP_048599113.1	CP10_g42441_DN3_SP0_c.t1
OG0013751	XP_013640661.2, XP_048614521.1	CP10_g42442_DN3_SP4_c.t1
OG0013753	XP_013750444.1, XP_048632221.1	CP10_g42453_DN3_SP8_c.t1
OG0013754	XP_013735785.2, XP_013750436.2	CP10_g42468_DN3_SP8_c.t1
OG0013755	XP_022559356.2, NP_001302806.1	CP10_g42474_DN3_SP8_c.t1
OG0013756	XP_013684427.1, XP_013735793.2	CP10_g42482_DN3_SP6_c.t1
OG0013757	XP_022559353.1, XP_022576129.2	CP10_g42488_DN3_SP3_c.t1
OG0013758	XP_048615412.1, XP_013750699.2	CP10_g42510_DN3_SP6_c.t1
OG0013759	XP_013750714.1, XP_048636104.1	CP10_g42526_DN3_SP5_c.t1
OG0013760	XP_013750703.1, XP_048636121.1	CP10_g42514_DN3_SP0_c.t1
OG0013762	XP_013693734.1, XP_048636082.1	CP10_g42567_DN3_SP8_c.t1
OG0013763	XP_013740932.2, XP_013681002.1	CP10_g42593_DN2_SP0_c.t1
OG0013764	XP_013698232.2, XP_022570332.1	CP10_g42595_DN3_SP8_c.t1
OG0013765	XP_048636059.1, XP_013696787.1	CP10_g42623_DN3_SP8_c.t1
OG0013766	XP_013695768.2, XP_048636047.1	CP10_g42641_DN3_SP0_c.t1
OG0013767	XP_013728033.1, XP_013735897.2	CP10_g42652_DN3_SP1_c.t1
OG0013768	XP_013750655.1, XP_013698101.1	CP10_g42673_DN3_SP8_c.t1
OG0013769	XP_022565362.1, XP_022570942.2	CP20_g3828_DN3_SP0_c.t1
OG0013770	XP_013684560.2, XP_013681046.2	CP10_g42684_DN3_SP2_c.t1
OG0013771	XP_013750626.1, XP_022559292.2	CP10_g42721_DN3_SP1_c.t1
OG0013772	XP_013696367.1, XP_013750568.2	CP20_g4071_DN2_SP0_c.t1, CP10_g42747_DN3_SP8_c.t1
OG0013773	XP_013736633.1, XP_013718536.2, XP_013735552.1	CP20_g4314_DN3_SP7_c.t1
OG0013774	XP_013697669.1, XP_013750516.2	CP10_g42783_DN3_SP0_c.t1
OG0013775	XP_013750514.2, XP_013697995.1	CP10_g42785_DN3_SP3_c.t1
OG0013776	XP_013750496.2, XP_013693031.1	CP10_g42810_DN3_SP1_c.t1
OG0013777	XP_013695460.2, XP_013640235.2	CP10_g42815_DN3_SP0_c.t1
OG0013778	XP_013750466.2, XP_013696466.1	CP10_g42831_DN3_SP8_c.t1
OG0013779	XP_013696325.1, XP_022575621.1	CP10_g42856_DN3_SP2_c.t1
OG0013780	XP_013748072.1, XP_013748079.1, XP_013748189.2	CP4_g24682_DN3_SP7_c.t1
OG0013781	XP_048608570.1, XP_013734526.2	CP4_g24703_DN3_SP0_c.t1
OG0013782	XP_048636433.1, XP_048609371.1	CP4_g24712_DN3_SP8_c.t1
OG0013783	XP_013655926.1, XP_013663478.2	CP3_g13765_DN3_SP8_c.t1
OG0013784	XP_013748040.1, XP_013692268.1	CP4_g24732_DN3_SP8_c.t1
OG0013785	XP_013687676.1, XP_013744828.1	CP4_g24751_DN3_SP2_c.t1
OG0013786	XP_013747374.1, XP_013675009.1	CP4_g24758_DN3_SP3_c.t1
OG0013787	XP_013677137.1, XP_013676770.2	CP4_g24766_DN3_SP0_c.t1
OG0013788	XP_013686062.1, XP_013748303.2	CP4_g24769_DN3_SP3_c.t1
OG0013789	XP_013748289.2, XP_022557959.2	CP4_g24797_DN3_SP8_c.t1
OG0013790	XP_013706634.2, XP_013734617.2	CP4_g24806_DN2_SP0_c.t1
OG0013791	XP_022571442.1, XP_013748282.2	CP4_g24807_DN3_SP4_c.t1
OG0013792	XP_048608549.1, XP_013734618.2	CP4_g24815_DN3_SP0_c.t1
OG0013793	XP_048631705.1, XP_013734622.2	CP4_g24816_DN3_SP1_c.t1
OG0013794	XP_048609423.1, XP_048609424.1, XP_013748276.2	CP4_g24825_DN3_SP6_c.t1
OG0013795	XP_048612163.1, XP_048629083.1, XP_013743451.2	CP4_g24837_DN3_SP5_c.t1
OG0013796	XP_013745117.2, XP_013698804.1	CP4_g24851_DN3_SP1_c.t1
OG0013797	XP_022574642.1, XP_048611006.1	CP4_g25142_DN3_SP8_c.t1
OG0013798	XP_013748448.2, XP_048636533.1, XP_013686042.1	CP4_g25117_DN3_SP3_c.t1
OG0013799	XP_013644449.2, XP_013734356.2	CP4_g25084_DN3_SP5_c.t1
OG0013800	XP_048628444.1, XP_013748416.2, XP_013699281.2	CP4_g25076_DN3_SP8_c.t1
OG0013801	XP_048636560.1, XP_048628453.1, XP_013671277.1	CP4_g25069_DN3_SP2_c.t1
OG0013802	XP_013687610.2, XP_048634489.1, XP_048611040.1	CP4_g25059_DN3_SP7_c.t1
OG0013803	XP_013687612.1, XP_048634493.1	CP4_g25052_DN3_SP4_c.t1
OG0013804	XP_048610545.1, XP_013748391.2	CP4_g25046_DN3_SP3_c.t1
OG0013805	XP_013738284.2, XP_013688867.2	CP4_g25040_DN3_SP8_c.t1
OG0013806	XP_048636517.1, XP_013692181.1	CP4_g25008_DN3_SP2_c.t1
OG0013807	XP_013748349.2, XP_013691790.2	CP4_g24975_DN3_SP0_c.t1
OG0013808	XP_013748350.2, XP_013691791.2	CP4_g24973_DN3_SP8_c.t1
OG0013809	XP_048634535.1, XP_013705747.2	CP4_g24963_DN3_SP8_c.t1
OG0013810	XP_013700716.1, XP_013747352.2	CP4_g24919_DN3_SP6_c.t1
OG0013811	XP_013699023.2, XP_013744801.2	CP4_g24920_DN3_SP2_c.t1
OG0013813	XP_013714963.2, XP_013746742.2	CP5_g2579_DN3_SP4_c.t1
OG0013814	XP_013659509.2, XP_013667493.1	CP4_g25162_DN3_SP7_c.t1
OG0013816	XP_013749600.1, XP_013641530.2	CP1_g37828_DN2_SP0_c.t1
OG0013817	XP_013641671.1, XP_048614129.1	CP7_g46113_DN3_SP7_c.t1
OG0013818	XP_013660491.1, XP_013641645.1	CP7_g46091_DN3_SP8_c.t1
OG0013819	XP_013641643.1, XP_022559506.1	CP7_g46089_DN3_SP3_c.t1
OG0013820	XP_013660477.2, XP_013641633.1	CP7_g46083_DN3_SP0_c.t1
OG0013821	XP_013682938.2, XP_013711059.2	CP7_g46075_DN3_SP0_c.t1
OG0013822	XP_013660462.1, XP_013641619.1	CP7_g46065_DN3_SP0_c.t1
OG0013823	XP_013641378.2, XP_013727826.1	CP1_g37664_DN2_SP0_c.t1
OG0013824	XP_013744561.1, XP_013641580.1	CP7_g46029_DN3_SP8_c.t1
