Orthogroup	Brassica_napus	Raphanus_sativus
OG0013991	XP_013666315.2, XP_013691426.2	XP_018436138.1
OG0013992	XP_013653600.2, XP_013666301.1	XP_018436364.1
OG0013993	XP_013653623.2, XP_013666267.2	XP_018487724.1
OG0013994	XP_013730466.2, XP_013722250.1	XP_018490812.1
OG0013995	XP_048599244.1, XP_013653639.1	XP_018462727.1
OG0013996	XP_048621429.1, XP_048597995.1	XP_018492673.1
OG0013997	XP_048591734.1, XP_013701522.1	XP_018460680.1, XP_018446943.1
OG0013998	XP_013695324.1, XP_013666251.1	XP_018479987.1
OG0013999	XP_013667874.1, XP_048598283.1	XP_018445375.1, XP_018445334.1
OG0014000	XP_013714383.1	XP_018472976.1, XP_018472964.1
OG0014001	XP_013729931.1, XP_022558492.2	XP_018462327.1, XP_018446749.1
OG0014002	XP_013667678.1, XP_013714534.1	XP_018446551.1
OG0014003	XP_013727850.2, XP_013714511.1	XP_018473685.1, XP_018473686.1
OG0014004	XP_013712814.1, XP_048629816.1, XP_013667860.2	XP_018446055.1
OG0014005	XP_048625127.1, XP_013667704.2	XP_018446059.1
OG0014006	XP_013738740.1, XP_013738719.1	XP_018475336.1
OG0014007	XP_048602343.1, XP_013662338.1	XP_018471552.1
OG0014008	XP_022554397.1, XP_048626467.1	XP_018474811.1, XP_018474687.1, XP_018460441.1
OG0014009	XP_013735296.3	XP_018475289.1
OG0014010	XP_013720952.1, XP_013667790.2	XP_018442654.1
OG0014011	XP_013720979.1, XP_013667794.2	XP_018442178.1
OG0014012	XP_048602348.1, XP_048604607.1	XP_018472417.1, XP_018468798.1
OG0014013	XP_022554404.2, XP_013729466.3	XP_018476500.1
OG0014014	XP_013720879.2, XP_048598230.1	XP_018443929.1
OG0014015	XP_013743389.2, XP_013649851.1	XP_018467882.1
OG0014016	XP_013743386.2, XP_013649849.1	XP_018467874.1
OG0014017	XP_013667585.2, XP_013667841.1	XP_018446290.1
OG0014018	XP_013667564.2, XP_013683041.1	XP_018446808.1
OG0014019	XP_013683050.1, XP_013667522.2	XP_018445384.1
OG0014020	XP_048602378.1, XP_048604887.1	XP_018447016.1, XP_018446991.1, XP_018462892.1
OG0014021	XP_013649808.2, XP_048604929.1	XP_018458917.1, XP_018466986.1
OG0014022	XP_013667534.2, XP_013683078.1	XP_018443149.1, XP_018442455.1
OG0014023	XP_048626971.1, NP_001302994.1	XP_018458524.1
OG0014024	XP_013681646.1, XP_048626992.1	XP_018458521.1
OG0014025	XP_048605033.1, XP_013728826.1	XP_018472063.1, XP_018469430.1
OG0014026	XP_013687415.1, XP_013683136.2	XP_018442579.1
OG0014027	XP_048604041.1, XP_048611660.1	XP_018446333.1
OG0014028	XP_013683142.2, XP_013687420.2	XP_018444474.1, XP_018444467.1
OG0014029	XP_022551542.2, XP_013727745.1	XP_018460355.1, XP_018468656.1
OG0014030	XP_013683168.2, XP_048624998.1	XP_018464808.1, XP_018466329.1, XP_018465384.1
OG0014031	XP_022551535.2, XP_013727720.2	XP_018445604.1
OG0014032	XP_013680704.1, XP_013665952.1	XP_018443965.1
OG0014033	XP_013683500.2, XP_013667403.1	XP_018462344.1, XP_018446989.1
OG0014034	XP_022558503.2, XP_013729915.2	XP_018442879.1
OG0014035	XP_013663206.1, XP_013667376.1	XP_018472356.1, XP_018443058.1, XP_018446397.1
OG0014036	XP_013643973.1, XP_048591109.1	XP_018477967.1
OG0014037	XP_013737446.2, XP_013660837.2	XP_018454037.1, XP_018471047.1
OG0014038	XP_013660838.2, XP_013737447.2	XP_018471049.1, XP_018455663.1
OG0014039	XP_048602078.1, XP_022544320.2, XP_013678033.2	XP_018441510.1
OG0014040	XP_013746515.1, XP_022561487.1, XP_048629325.1	XP_018433952.1
OG0014041	XP_013660826.2, XP_013737434.2	XP_018451966.1
OG0014042	XP_022570424.1, XP_013707260.2	XP_018477930.1, XP_018477655.1
OG0014043	XP_013703688.2, XP_013643919.1	XP_018484152.1
OG0014044	XP_048625654.1, XP_022548036.2	XP_018456983.1
OG0014045	XP_048617847.1, XP_048630183.1, XP_013644034.2	XP_018483338.1
OG0014046	XP_048618170.1, XP_013707530.2	XP_018480804.1
OG0014047	XP_013644174.2, XP_013707717.2	XP_018477705.1
OG0014048	XP_013644348.2, XP_013644176.2	XP_018477672.1
OG0014049	XP_048591215.1, XP_013644340.2	XP_018483332.1, XP_018484000.1
OG0014050	XP_013644293.2, XP_048591232.1	XP_018483967.1, XP_018461201.1
OG0014051	XP_013647396.2, XP_013647382.2	XP_018463011.1
OG0014052	XP_013728211.3, XP_048625944.1	XP_018475743.1
OG0014053	XP_048602538.1, XP_048603046.1, XP_013718940.1	XP_018469825.1
OG0014054	XP_013715490.2, XP_013746788.1	XP_018444665.1
OG0014055	XP_013715204.2, XP_013745644.2	XP_018445158.1, XP_018445332.1
OG0014056	XP_013662375.2	XP_018450473.1
OG0014057	XP_048623176.1, XP_013715191.2	XP_018442367.1
OG0014058	XP_048602657.1, XP_013718941.2	XP_018469746.1
OG0014059	XP_013723752.1, XP_013722494.1	XP_018472787.1
OG0014060	XP_013670835.1, XP_013715519.2	XP_018446739.1
OG0014061	XP_048591250.1, XP_013644259.1	XP_018482550.1
OG0014062	XP_013718863.1, XP_013733535.2	XP_018470181.1
OG0014063	XP_013728530.2, XP_048598538.1	XP_018468697.1, XP_018445709.1
OG0014064	XP_048623203.1, XP_013715176.2	XP_018443163.1
OG0014065	XP_013728496.1, XP_022549400.1	XP_018442196.1
OG0014066	XP_013715707.1, XP_013728523.1	XP_018445982.1
OG0014066	XP_013723991.1, XP_013681107.1	XP_018475427.1
OG0014067	XP_013715688.2, XP_013728513.1	XP_018442797.1
OG0014068	XP_013678522.1, XP_048607769.1, XP_013723998.1	XP_018476358.1
OG0014069	XP_013715646.2, XP_013736635.2	XP_018445046.1
OG0014070	XP_013715409.2, XP_013737863.1	XP_018442841.1
OG0014071	XP_013724111.2	XP_018476869.1
OG0014072	XP_013715272.2, XP_013737847.1	XP_018442140.1, XP_018442134.1
OG0014073	XP_013715423.1, XP_013741472.1	XP_018469153.1, XP_018446754.1
OG0014074	XP_013729394.2, XP_013715234.1	XP_018442824.1
OG0014075	XP_013715654.1, XP_013737806.1	XP_018446338.1, XP_018446339.1
OG0014076	XP_048623240.1, XP_013715703.2	XP_018443905.1
OG0014077	XP_048598573.1, XP_048623238.1	XP_018443904.1
OG0014078	XP_013653807.1, XP_013724475.2	XP_018472567.1
OG0014079	XP_022549372.1, XP_022566017.2	XP_018442444.1
OG0014080	XP_013724494.2, XP_013653803.2	XP_018475777.1
OG0014081	XP_022549367.1, XP_013729418.1	XP_018443270.1, XP_018445462.1
OG0014082	XP_013729421.2, XP_022549366.2	XP_018456441.1
OG0014083	XP_013668224.2, XP_013668421.1	XP_018446967.1, XP_018444183.1
OG0014084	XP_048617898.1, XP_048591099.1	XP_018484014.1
OG0014085	XP_013700023.2, XP_013678138.1	XP_018441822.1, XP_018463303.1
OG0014086	XP_013643756.2, XP_013707006.1	XP_018441824.1, XP_018478280.1
OG0014087	XP_013643737.2, XP_013703789.2	XP_018477057.1
OG0014088	XP_048617933.1, XP_048591063.1	XP_018480544.1
OG0014089	XP_013710959.2, XP_013643426.2	XP_018482704.1
OG0014090	XP_013710237.2, XP_013643424.2	XP_018481343.1
OG0014091	XP_048591055.1, XP_013711391.1	XP_018485254.1
OG0014092	XP_013724661.1, XP_013661003.2	XP_018457831.1
OG0014093	XP_013661030.2, XP_013661021.2	XP_018457602.1, XP_018452710.1
OG0014094	XP_022562886.1, XP_013643483.2	XP_018483278.1
OG0014095	XP_013686799.1, XP_013657081.2	XP_018491790.1
OG0014096	XP_013672928.1, XP_013672926.2	XP_018466642.1
OG0014097	XP_013675377.2, XP_013721909.1	XP_018438766.1
OG0014098	XP_013736966.1, XP_013706803.2	XP_018491022.1, XP_018491023.1
OG0014099	XP_013736923.2, XP_013724285.1	XP_018460652.1, XP_018480811.1
OG0014100	XP_013697838.1, XP_013736917.1	XP_018477321.1
OG0014101	XP_013661101.1, XP_013749343.1	XP_018452755.1, XP_018463142.1
OG0014102	XP_013704694.2, XP_013671672.1, XP_013673958.2	XP_018459046.1
OG0014103	XP_013723459.2, XP_013731368.1	XP_018486707.1, XP_018491729.1
OG0014105	XP_013671069.2, XP_013742517.2	XP_018471435.1
OG0014106	XP_013642906.2, XP_013721098.1	XP_018491984.1
OG0014107	XP_013721059.3, XP_048637852.1	XP_018487263.1, XP_018488147.1
OG0014108	XP_048637854.1, XP_013721103.3	XP_018492591.1, XP_018492631.1
OG0014109	XP_013642926.2, XP_013721015.3	XP_018488488.1, XP_018488509.1
OG0014110	XP_013721086.1, XP_013642929.1	XP_018491389.1
OG0014111	XP_013661203.2, XP_013696512.1	XP_018457533.1
OG0014112	XP_013661204.2, XP_013696514.1	XP_018457534.1
OG0014113	XP_013716600.2, XP_013737723.2	XP_018453083.1, XP_018456364.1
OG0014114	XP_013742961.2, XP_013727129.2	XP_018453302.1, XP_018465513.1
OG0014115	XP_013716711.2, XP_013731384.1	XP_018456742.1
OG0014116	XP_013663027.2, XP_022546798.2	XP_018463827.1, XP_018441051.1
OG0014117	XP_048632708.1, XP_013741287.1, XP_013659784.3	XP_018438228.1
OG0014118	XP_013659783.2, XP_022547533.2	XP_018433940.1
OG0014119	XP_022564712.2, XP_013663010.3, XP_048632039.1	XP_018439731.1
OG0014120	XP_013744669.1, XP_013687089.1	XP_018454354.1
OG0014121	XP_013721798.2, XP_013741254.1	XP_018480671.1
OG0014122	XP_048620486.1, XP_013701686.2	XP_018441934.1
OG0014123	XP_013739562.2, XP_022550151.2	XP_018485350.1
OG0014124	XP_022573076.1	XP_018468043.1
OG0014125	XP_022550769.2, XP_048632457.1	XP_018470304.1
OG0014126	XP_013741236.2, XP_013693723.1	XP_018481070.1, XP_018481053.1
OG0014127	XP_013745509.1, XP_013732955.2	XP_018472114.1
OG0014128	XP_013745720.1, XP_013642375.2	XP_018436124.1
OG0014129	XP_022575007.2, XP_013720277.1	XP_018448628.1
OG0014130	XP_013749850.1, XP_048632671.1	XP_018471992.1
OG0014131	XP_013680427.1, XP_013745201.1	XP_018465254.1, XP_018463950.1
OG0014132	XP_013741799.1, XP_013642425.2	XP_018440441.1, XP_018433649.1
OG0014133	XP_013702818.2, XP_048607401.1	XP_018485829.1, XP_018462176.1
OG0014134	XP_013672107.1, XP_013712616.1	XP_018446116.1, XP_018445910.1
OG0014135	XP_013695394.2, XP_013672148.1	XP_018458326.1
OG0014136	XP_048608836.1, XP_048590826.1	XP_018458316.1
OG0014137	XP_013705070.1	XP_018437153.1
OG0014137	XP_013658073.1, XP_048602071.1	XP_018463730.1
OG0014138	XP_013718620.2, XP_013736622.2	XP_018457329.1
OG0014139	XP_013703617.2, XP_048606748.1	XP_018440403.1
OG0014140	XP_048606744.1, XP_048638614.1	XP_018440519.1
OG0014141	XP_013673493.2, XP_013731602.1	XP_018437062.1
OG0014142	XP_013731613.1, XP_048638625.1	XP_018489105.1, XP_018441670.1
OG0014143	XP_013731607.1, XP_013665773.1	XP_018438389.1
OG0014144	XP_013642594.2, XP_013647826.1	XP_018439385.1
OG0014145	XP_013642592.2, XP_013647829.1	XP_018433629.1
OG0014146	XP_013671999.1, XP_013711631.2	XP_018433919.1, XP_018471716.1
OG0014147	XP_013672829.2, XP_013642749.1	XP_018464635.1, XP_018489781.1
OG0014148	XP_013703744.1, XP_013642548.1	XP_018434025.1
OG0014149	XP_013649664.2, XP_048617360.1	XP_018456636.1
OG0014150	XP_013642529.2, XP_048606714.1	XP_018436482.1, XP_018464103.1
OG0014151	XP_013642695.1, XP_013672833.1	XP_018492415.1
OG0014152	NP_001302660.1, NP_001303218.1	XP_018436502.1
OG0014153	XP_048606701.1, XP_013642511.2	XP_018439586.1
OG0014154	XP_013672577.1, XP_048599163.1, XP_048590748.1, XP_013641314.2	XP_018433175.1
OG0014155	XP_013642490.2, XP_013675795.2	XP_018440973.1
OG0014156	XP_013642485.2, XP_048628231.1, XP_048608830.1	XP_018441368.1
OG0014157	XP_013724769.1, XP_022550695.1	XP_018472103.1
OG0014158	XP_013737182.2, XP_048590766.1	XP_018437695.1
OG0014159	XP_013642735.1, XP_013714675.1	XP_018437691.1
OG0014160	XP_013714676.1, XP_013642737.2	XP_018437692.1
OG0014161	XP_013642744.2, XP_022568547.1	XP_018434205.1
OG0014162	XP_048611266.1, XP_013749658.1	XP_018485059.1
OG0014163	XP_048624496.1, XP_048596204.1	XP_018463115.1, XP_018459302.1
OG0014164	XP_013655514.1	XP_018436082.1
OG0014165	XP_013687286.1, XP_013688451.1	XP_018446194.1
OG0014166	XP_013692834.1, XP_013688343.2	XP_018472013.1, XP_018456157.1
OG0014167	XP_048617074.1, XP_048615877.1, XP_022559658.1	XP_018442230.1
OG0014168	XP_013664377.1, XP_022570280.1	XP_018454815.1
OG0014169	XP_013649276.1, XP_048617076.1	XP_018442429.1, XP_018445992.1
OG0014170	XP_048591974.1, XP_013702527.2	XP_018447009.1, XP_018446232.1
OG0014171	XP_013701086.2, XP_013649324.1	XP_018455668.1
OG0014172	XP_013649104.1, XP_013705151.1	XP_018444935.1
OG0014173	XP_013650341.2, XP_013726937.1	XP_018452413.1
OG0014174	XP_013689721.2, XP_013649883.1	XP_018472195.1
OG0014175	XP_013649359.2, XP_013701626.1	XP_018452665.1
OG0014176	XP_013649365.1, XP_013698695.1, XP_048615954.1	XP_018457775.1
OG0014177	XP_048615961.1, XP_013649873.1	XP_018468834.1, XP_018461480.1
OG0014178	XP_013694796.3, XP_022545310.2, XP_013652333.3, XP_013699841.2	XP_018455371.1, XP_018455346.1
OG0014179	XP_013649077.3, XP_013743722.2	XP_018446747.1, XP_018446760.1
OG0014180	XP_013690716.2, XP_013702701.1	XP_018469440.1
OG0014181	XP_013701599.2, XP_013703017.2	XP_018457241.1
OG0014182	XP_013700818.2, XP_048617273.1	XP_018452180.1, XP_018455511.1
OG0014183	XP_013698724.1, XP_013649450.2	XP_018457714.1
OG0014184	XP_048615911.1, XP_048617299.1, XP_013649452.2	XP_018454241.1
OG0014185	XP_048591814.1, XP_013696450.1	XP_018445045.1
OG0014186	XP_013702563.3, XP_013649476.1	XP_018456091.1
OG0014187	XP_013702836.2, XP_013649477.1	XP_018452697.1
OG0014188	XP_013649497.1, XP_013676392.2	XP_018458003.1
OG0014189	XP_013649509.1, XP_013692960.1	XP_018455473.1, XP_018455474.1
OG0014190	XP_013649511.1, XP_013693731.1	XP_018452762.1
OG0014191	XP_013649523.1, XP_022560571.2	XP_018457535.1
OG0014192	XP_013649524.1, XP_013672396.1	XP_018452642.1
OG0014193	XP_013676335.1, XP_013648659.2	XP_018445469.1, XP_018446264.1
OG0014194	XP_013710232.2, XP_048631597.1, XP_013708811.2	XP_018469466.1
OG0014195	XP_013693799.2, XP_048627342.1, XP_013697310.2	XP_018470803.1
OG0014196	XP_048617488.1, XP_048592300.1	XP_018455743.1
OG0014197	XP_013688417.1, XP_013650053.2	XP_018456000.1, XP_018464128.1
OG0014198	XP_013688412.2, XP_013650055.2	XP_018455999.1, XP_018455250.1
OG0014199	XP_013650068.2, XP_048617472.1	XP_018442901.1
OG0014200	XP_013681379.2, XP_048591717.1	XP_018446418.1
OG0014201	XP_022560238.1, XP_048616858.1, XP_048591723.1	XP_018444139.1
OG0014202	XP_048617453.1, XP_048592274.1	XP_018445722.1
OG0014203	XP_013693674.1, XP_048605237.1	XP_018478069.1
OG0014204	XP_048592257.1, XP_013702515.1	XP_018445394.1
OG0014205	XP_013728813.1, XP_013701907.2	XP_018442265.1
OG0014206	XP_013675069.1	XP_018433193.1
OG0014206	XP_013715065.2	XP_018433194.1
OG0014207	XP_048592248.1, XP_048592250.1, XP_013702535.1	XP_018445879.1
OG0014208	XP_022551172.2, XP_013718674.1	XP_018469433.1
OG0014209	XP_013702316.1, XP_013717907.2	XP_018463481.1, XP_018446240.1
OG0014210	XP_048592230.1, XP_013717863.2	XP_018444244.1
OG0014210	XP_048603653.1, XP_048613896.1	XP_018468712.1
OG0014211	XP_013648912.3	XP_018472334.1
OG0014212	XP_013701762.1, XP_013649909.2	XP_018445651.1, XP_018445676.1
OG0014213	XP_013649929.1, XP_013698834.1	XP_018445972.1
OG0014214	XP_048592223.1, XP_013702895.2	XP_018446810.1, XP_018446816.1, XP_018443063.1
OG0014215	XP_013700629.2, XP_013649943.2	XP_018446567.1, XP_018446569.1
OG0014216	XP_013700624.1, XP_013649784.2	XP_018445565.1, XP_018445546.1
OG0014217	XP_022551903.1, XP_013676739.2	XP_018468454.1, XP_018460278.1
OG0014218	XP_013702576.2, XP_013649772.2	XP_018446665.1
OG0014219	XP_013649766.2, XP_048617385.1, XP_013649726.2	XP_018445136.1, XP_018445175.1
OG0014220	XP_048592190.1, XP_013649719.2	XP_018446865.1
OG0014220	XP_013676733.1	XP_018459128.1
OG0014221	XP_013649745.2, XP_013649708.1	XP_018470875.1, XP_018445083.1
OG0014222	XP_022558634.1, XP_022551898.2	XP_018471043.1
OG0014223	XP_022559827.2, XP_013649740.2	XP_018443927.1
OG0014224	XP_022551894.1, XP_013676717.1	XP_018470960.1
OG0014225	XP_013649680.2, XP_022560410.1	XP_018456840.1
OG0014226	XP_022559648.1, XP_048592176.1	XP_018453297.1
OG0014227	XP_013703658.1, XP_048617365.1, XP_013649671.2	XP_018457908.1
OG0014228	XP_013649670.2, XP_013703253.1, XP_022559823.1	XP_018452975.1
OG0014229	XP_013674861.1, XP_048602829.1	XP_018460145.1
OG0014230	XP_013649659.2, XP_022560613.1	XP_018458771.1, XP_018461940.1
OG0014231	XP_013676703.1, XP_013676662.1	XP_018457038.1
OG0014232	XP_022560399.1, XP_013649609.1	XP_018452305.1, XP_018452295.1
OG0014233	XP_022566214.2	XP_018444310.1, XP_018463364.1
OG0014234	XP_013699583.1	XP_018455196.1
OG0014234	XP_013700683.1, XP_013699994.2, XP_013699981.2	XP_018458600.1, XP_018458598.1
OG0014235	NP_001302759.1, XP_013702183.1	XP_018457314.1
OG0014236	XP_013699333.1, XP_013699121.2	XP_018457468.1
OG0014237	XP_013702816.1, XP_048592154.1	XP_018454702.1
OG0014238	XP_048597609.1, XP_048638354.1, XP_048614162.1	XP_018442238.1, XP_018456998.1
OG0014239	XP_013649020.2, XP_013649021.2	XP_018442464.1, XP_018463056.1
OG0014240	XP_013701464.2, XP_013652192.1	XP_018466714.1, XP_018444947.1
OG0014241	XP_048617328.1, XP_048592140.1	XP_018453244.1, XP_018453225.1
OG0014242	XP_013649536.1	XP_018452553.1
OG0014243	XP_013652080.2, XP_013700713.1	XP_018444783.1
OG0014244	XP_013648637.2, XP_013674765.1	XP_018442191.1, XP_018463882.1
OG0014245	XP_048626876.1, XP_048617559.1, XP_013650249.1	XP_018456493.1
OG0014246	XP_048617560.1, XP_013650251.2	XP_018457537.1
OG0014247	XP_022560360.1, XP_013652545.1	XP_018454689.1
OG0014248	XP_013650268.2, XP_048617570.1	XP_018456517.1, XP_018456515.1
OG0014249	XP_013650269.3, XP_013673059.3, XP_013676883.1, XP_048628315.1	XP_018452483.1
OG0014250	XP_013650278.1, XP_013726966.1	XP_018457178.1
OG0014251	XP_013650280.1, XP_013726965.1	XP_018455703.1
OG0014252	XP_013725887.1, XP_048628925.1, XP_013674943.1	XP_018472248.1
OG0014253	XP_048611806.1, XP_048630829.1, XP_013676933.2	XP_018470250.1, XP_018471667.1
OG0014254	XP_048611896.1, XP_048612026.1, XP_013694471.2	XP_018461736.1
OG0014255	XP_048592431.1, XP_013746708.1	XP_018455098.1, XP_018453392.1
OG0014256	XP_013733177.2, XP_013694532.2, XP_048603447.1	XP_018475730.1, XP_018468278.1
OG0014257	XP_048611939.1, XP_013694545.1, XP_013733178.2	XP_018469609.1
OG0014258	XP_013694560.2, XP_048611950.1, XP_013733180.1	XP_018448719.1
OG0014259	XP_013648555.1, XP_013678622.1	XP_018445352.1
OG0014260	XP_013678627.1, XP_013648546.1, XP_013711878.2	XP_018446974.1
OG0014261	XP_013711876.1, XP_048592453.1	XP_018456728.1
OG0014262	XP_048599824.1, XP_048604504.1	XP_018462614.1, XP_018441685.1
OG0014263	XP_048591660.1, XP_013680446.1	XP_018444318.1
OG0014264	XP_048591659.1, XP_013678636.1	XP_018442361.1
OG0014265	XP_022554216.1, XP_022568316.2	XP_018485593.1, XP_018485902.1
OG0014266	XP_013749896.1, XP_022569004.1	XP_018492761.1
OG0014267	XP_022544433.1, XP_013673223.2	XP_018433943.1
OG0014268	XP_013684805.1, XP_048602169.1, XP_013686379.1	XP_018493358.1, XP_018459548.1
OG0014269	XP_013646428.1, XP_013646206.2	XP_018434801.1, XP_018439011.1
OG0014270	XP_013733923.2, XP_013733855.2	XP_018472559.1
OG0014271	XP_013670456.2, XP_048599993.1	XP_018438048.1, XP_018438050.1, XP_018463106.1
OG0014272	XP_048595516.1, XP_013673285.1	XP_018463107.1
OG0014272	XP_022575452.2	XP_018491671.1
OG0014273	XP_022575450.2, XP_013749768.1	XP_018493094.1
OG0014274	XP_013644515.2, XP_048600911.1	XP_018441857.1
OG0014275	XP_048628068.1, XP_013719726.1, XP_013695875.1	XP_018489814.1
OG0014276	XP_013697766.1, XP_013719791.1, XP_048628067.1	XP_018432818.1, XP_018492755.1
OG0014277	XP_013697331.1, XP_013719769.2	XP_018485545.1, XP_018485591.1
OG0014278	XP_022575412.2, XP_048612990.1	XP_018492256.1, XP_018492262.1
OG0014279	XP_013698386.1, XP_048628004.1, XP_013702791.2	XP_018486179.1
OG0014280	XP_013693747.1, XP_013699376.2	XP_018485976.1
OG0014281	XP_013645026.1, XP_013682818.1	XP_018440643.1
OG0014282	XP_013673069.1	XP_018433521.1
OG0014283	XP_013683958.1, XP_013683991.1	XP_018462270.1, XP_018474770.1
OG0014284	XP_013695838.1, XP_013640035.2	XP_018489540.1
OG0014285	XP_013643747.2, XP_013672427.2	XP_018433438.1, XP_018433474.1
OG0014286	XP_013741035.1, XP_013749613.1	XP_018488593.1
OG0014287	XP_013749706.1, XP_048635721.1, XP_013749590.1	XP_018491970.1
OG0014288	XP_048612896.1, XP_013749545.1	XP_018485805.1
OG0014289	XP_013736349.2, XP_013653361.1	XP_018488260.1
OG0014290	XP_013733514.1, XP_013697910.1	XP_018434707.1, XP_018439661.1
OG0014291	XP_013749566.2, XP_048631441.1, XP_022561017.1	XP_018486957.1
OG0014292	XP_048609099.1, XP_048632445.1	XP_018440893.1, XP_018489107.1
OG0014293	XP_013675366.1, XP_013728176.1	XP_018437320.1
OG0014294	XP_013732352.2, XP_048635642.1, XP_022567241.1	XP_018490868.1
OG0014295	XP_022551634.1, XP_022575334.2	XP_018492992.1, XP_018492990.1
OG0014296	XP_013732541.2, XP_022576084.1, XP_048630791.1	XP_018489930.1
OG0014297	XP_013651805.2, XP_048610475.1	XP_018437830.1, XP_018437831.1
OG0014298	XP_013662741.1, XP_022568315.1	XP_018488567.1, XP_018488550.1
OG0014299	XP_048600497.1, XP_048594238.1	XP_018437630.1
OG0014299	XP_022566554.1, XP_022576075.1	XP_018491764.1, XP_018490438.1
OG0014299	XP_022553913.1, XP_048632456.1	XP_018489417.1
OG0014300	XP_013675204.1, XP_013690878.1	XP_018437273.1
OG0014301	XP_013749360.2, XP_048635581.1, XP_013744113.1	XP_018493287.1
OG0014303	XP_048630740.1, XP_022576074.2, XP_013639911.2	XP_018489302.1
OG0014304	XP_013749338.2, XP_048637008.1, XP_048612911.1	XP_018432829.1
OG0014305	XP_048637009.1, XP_022575306.1, XP_013749337.2	XP_018488638.1
OG0014306	XP_013735869.2, XP_013688123.2	XP_018448118.1
OG0014307	XP_048634884.1, XP_013724582.1, XP_013672859.1	XP_018486176.1
OG0014308	XP_013720671.1, XP_022555304.1	XP_018487218.1, XP_018493574.1
OG0014309	XP_013640856.2, XP_013720569.1	XP_018435923.1
OG0014310	XP_048635365.1, XP_013706788.2, XP_013667454.1	XP_018492600.1
OG0014311	XP_013648072.2, XP_048593877.1	XP_018441024.1
OG0014312	XP_013648080.1, XP_013641069.1	XP_018434087.1
OG0014313	XP_048635305.1, XP_013652624.1	XP_018490735.1, XP_018490738.1
OG0014314	XP_048612526.1, XP_048635301.1, XP_013652621.2	XP_018490731.1, XP_018486556.1
OG0014315	XP_013652614.1, XP_048628479.1, XP_013728656.1	XP_018486872.1, XP_018486423.1
OG0014316	XP_013741972.2, XP_022556772.1	XP_018483131.1, XP_018483132.1
OG0014317	XP_013673312.1, XP_048627858.1, XP_013652607.1	XP_018492668.1
OG0014318	XP_013673313.1, XP_013652606.1, XP_048629587.1	XP_018492670.1
OG0014319	XP_048626480.1, XP_013749288.2, XP_013640488.2	XP_018490667.1
OG0014320	XP_013749297.2, XP_048630335.1, XP_013693758.2	XP_018490015.1
OG0014321	XP_013697804.2, XP_048635282.1	XP_018491257.1
OG0014322	XP_013697805.1, XP_013749302.1, XP_048635283.1	XP_018491266.1
OG0014323	XP_048600411.1, XP_013674677.1	XP_018458538.1, XP_018458539.1
OG0014324	XP_013743124.2, XP_048628225.1, XP_013692578.1	XP_018492543.1
OG0014325	XP_048630247.1, XP_013743126.2, XP_013686754.1	XP_018486836.1
OG0014326	XP_013743129.2, XP_048630243.1, XP_013692561.2	XP_018492734.1
OG0014327	XP_013743132.2, XP_013692560.2	XP_018492435.1
OG0014328	XP_022552585.1, XP_013651683.1	XP_018458548.1
OG0014329	XP_013698796.2, XP_013743097.1	XP_018489235.1, XP_018491562.1
OG0014330	XP_022575257.1, XP_048635205.1, XP_013691329.1	XP_018493015.1
OG0014331	XP_022549122.2, XP_013736379.1	XP_018446372.1
OG0014332	XP_013741120.2, XP_022572316.1	XP_018492316.1, XP_018492317.1
OG0014333	XP_013697855.1, XP_013749213.1	XP_018459945.1, XP_018459939.1
OG0014334	XP_013714617.1, XP_013653055.1	XP_018488006.1, XP_018492575.1
OG0014335	XP_013653043.1, XP_013750549.1	XP_018485552.1
OG0014336	XP_048592518.1, XP_013750550.1	XP_018434003.1, XP_018466881.1, XP_018493572.1
OG0014337	XP_013677191.2, XP_013653027.1	XP_018485617.1
OG0014338	XP_013686816.2, XP_013742866.2	XP_018480060.1
OG0014339	XP_013685440.2, XP_048629172.1, XP_013712235.1	XP_018485619.1
OG0014340	XP_022562910.1, XP_048592490.1	XP_018493532.1
OG0014341	XP_013685581.1, XP_048619154.1	XP_018478146.1
OG0014342	XP_013714889.3, XP_013640627.1	XP_018432650.1
OG0014344	XP_013726536.2, XP_013662964.1	XP_018465653.1, XP_018465652.1
OG0014345	XP_022560875.1, XP_013726520.1	XP_018486728.1, XP_018486720.1
OG0014346	XP_013657063.1, XP_013732301.1	XP_018486672.1
OG0014347	XP_013657064.1, XP_013732314.1	XP_018493151.1
OG0014348	XP_013701868.1, XP_022570726.1	XP_018492344.1
OG0014349	XP_022556666.1, XP_022572342.2	XP_018432677.1
OG0014350	XP_048607065.1, XP_022572341.2	XP_018463204.1, XP_018485799.1
OG0014351	XP_048607063.1, XP_013657091.2	XP_018463202.1, XP_018485801.1
OG0014352	XP_013685095.1, XP_013736723.2	XP_018491583.1
OG0014353	XP_013652970.2, XP_048595601.1	XP_018452213.1
OG0014354	XP_013750386.1, XP_022575571.2	XP_018493072.1
OG0014356	XP_013728561.2, XP_013728563.3	XP_018432986.1, XP_018487751.1
OG0014357	XP_013728564.1, XP_048593163.1	XP_018462221.1, XP_018432985.1
OG0014358	XP_013652889.1, XP_013707168.2	XP_018432576.1
OG0014359	XP_022562741.1, XP_022544329.1	XP_018466363.1, XP_018486666.1
OG0014360	XP_013652883.1, XP_048619449.1	XP_018492818.1
OG0014361	XP_013722937.1, XP_048632577.1	XP_018485381.1
OG0014362	XP_048632588.1, XP_013685100.2	XP_018485387.1
