Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_NCBI
OG0013456	Cg008G2756500	XP_020879417.1
OG0013457	Cg008G2757000	XP_002873938.1
OG0013458	Cg008G2821000	XP_020876537.1
OG0013459	Cg008G2821800	XP_002872231.1
OG0013460	Cg008G2822000	XP_002874322.1
OG0013461	Cg008G2822200	XP_020878238.1
OG0013462	Cg008G2825500	XP_020876974.1
OG0013463	Cg008G2826300	XP_020876922.1
OG0013464	Cg008G2826700	XP_020876946.1
OG0013465	Cg008G2827100, Cg008G2827400	XP_020876927.1
OG0013466	Cg008G2827900	XP_020876891.1
OG0013467	Cg004G1354400	XP_020887123.1
OG0013468	Cg004G1438700	XP_002885997.2
OG0013469	Cg004G1439500	XP_002883937.1
OG0013470	Cg004G1443000	XP_020888561.1
OG0013471	Cg004G1445600	XP_002884227.1
OG0013472	Cg002G0565200	XP_020879916.1
OG0013473	Cg002G0570700	XP_020880627.1
OG0013474	Cg005G1450200	XP_020884408.1
OG0013475	Cg005G1450800	XP_020885691.1, XP_020874910.1
OG0013476	Cg005G1451300	XP_020882692.1
OG0013477	Cg005G1451600	XP_002880323.1
OG0013478	Cg005G1452300	XP_020883853.1
OG0013479	Cg005G1453300	XP_020883001.1
OG0013480	Cg005G1453500	XP_002880313.1
OG0013481	Cg005G1454100	XP_002881750.1
OG0013482	Cg005G1454400	XP_020885532.1
OG0013483	Cg005G1456200	XP_020885514.1
OG0013484	Cg005G1456300	XP_002880294.1
OG0013485	Cg005G1456400	XP_020885515.1
OG0013486	Cg005G1458800	XP_002882101.1
OG0013487	Cg005G1458900	XP_002880277.2
OG0013488	Cg005G1459800	XP_020883380.1
OG0013489	Cg005G1461700	XP_002880261.2
OG0013490	Cg005G1462500	XP_020885324.1
OG0013491	Cg005G1463200	XP_020882714.1
OG0013492	Cg005G1463300	XP_002880252.1
OG0013493	Cg005G1463400	XP_020882699.1
OG0013494	Cg005G1464700	XP_020885062.1
OG0013495	Cg005G1465500	XP_020883465.1
OG0013496	Cg005G1465900	XP_020883280.1
OG0013497	Cg005G1466100	XP_020884376.1
OG0013498	Cg005G1466700	XP_002880229.1
OG0013499	Cg005G1467500	XP_020884502.1
OG0013500	Cg005G1469400	XP_002880212.1
OG0013501	Cg005G1469600	XP_002882043.1
OG0013502	Cg005G1470500	XP_020883212.1
OG0013503	Cg005G1470600	XP_020883211.1
OG0013504	Cg005G1473600	XP_002880186.1
OG0013505	Cg005G1474300	XP_002882018.1
OG0013506	Cg005G1476400	XP_002882004.1
OG0013507	Cg005G1476800	XP_020885615.1
OG0013508	Cg005G1479500	XP_020883852.1
OG0013509	Cg005G1480300	XP_020884581.1
OG0013510	Cg005G1483100	XP_002881973.1
OG0013511	Cg005G1483600	XP_020884935.1
OG0013512	Cg005G1483800	XP_020885805.1
OG0013513	Cg005G1485000	XP_020883954.1
OG0013514	Cg005G1485900	XP_020884818.1
OG0013515	Cg005G1486100	XP_002880109.1
OG0013516	Cg005G1486900	XP_002880102.1
OG0013517	Cg005G1487600	XP_002880097.1
OG0013518	Cg005G1489400	XP_002881945.1
OG0013519	Cg005G1492900	XP_002880057.1
OG0013520	Cg002G0570200	XP_002875756.1
OG0013521	Cg005G1494300	XP_002880053.1
OG0013522	Cg005G1495600	XP_020884587.1
OG0013523	Cg005G1497100	XP_020884990.1
OG0013524	Cg005G1497800	XP_002880029.1
OG0013525	Cg005G1499500	XP_020884150.1
OG0013526	Cg005G1499700	XP_020884937.1
OG0013527	Cg005G1500100	XP_002880014.1
OG0013528	Cg005G1502500	XP_020882995.1
OG0013529	Cg005G1503300	XP_020883571.1
OG0013530	Cg005G1503600	XP_020884015.1
OG0013531	Cg005G1506500	XP_002881846.1
OG0013532	Cg008G2850500, Cg008G2866000	XP_002865685.1
OG0013533	Cg005G1508200	XP_002881829.1
OG0013534	Cg005G1508600	XP_020884228.1
OG0013535	Cg005G1509500	XP_020884529.1
OG0013536	Cg005G1513800	XP_020883283.1, XP_002879947.1
OG0013537	Cg005G1513700	XP_020884178.1
OG0013538	Cg005G1513600	XP_002879948.1
OG0013540	Cg005G1513300	XP_020884198.1
OG0013541	Cg005G1516600	XP_002881770.1
OG0013542	Cg005G1517000	XP_002879921.1
OG0013543	Cg004G1078200	XP_020886961.1
OG0013545	Cg004G1078600	XP_020886518.1
OG0013546	Cg004G1080100	XP_020888144.1
OG0013547	Cg003G0819000	XP_002872353.1
OG0013548	Cg004G1083800	XP_020886915.1
OG0013550	Cg004G1088000	XP_020887111.1
OG0013551	Cg004G1088800	XP_020889329.1
OG0013552	Cg004G1091300	XP_020888489.1
OG0013553	Cg004G1094500	XP_002882281.1
OG0013554	Cg004G1095000	XP_020888667.1
OG0013555	Cg004G1097100	XP_020888719.1
OG0013556	Cg004G1097800	XP_002884400.1
OG0013557	Cg004G1098400	XP_002882301.1
OG0013558	Cg004G1098500	XP_002884405.1
OG0013559	Cg004G1098600	XP_002882302.1
OG0013560	Cg004G1099500	XP_020887000.1
OG0013561	Cg004G1100100	XP_002882316.1
OG0013562	Cg004G1100300	XP_020887021.1
OG0013563	Cg004G1103800	XP_002884440.1
OG0013564	Cg004G1104300	XP_020889022.1
OG0013565	Cg004G1105800	XP_002882362.1
OG0013566	Cg004G1105900	XP_020887167.1
OG0013567	Cg004G1106800	XP_020888475.1
OG0013568	Cg004G1106900	XP_020888429.1
OG0013569	Cg004G1107700	XP_020886532.1
OG0013570	Cg004G1108400	XP_002884470.1
OG0013571	Cg004G1109500	XP_020886923.1
OG0013572	Cg004G1109700	XP_002882379.1
OG0013573	Cg004G1110300	XP_002882386.1
OG0013574	Cg004G1110900	XP_020886359.1
OG0013575	Cg004G1114400	XP_020886784.1
OG0013576	Cg004G1115400	XP_002884508.2
OG0013577	Cg004G1115800	XP_020889080.1
OG0013578	Cg004G1118200	XP_002882428.1
OG0013580	Cg004G1121500	XP_002884540.1
OG0013581	Cg004G1121800	XP_002884543.1
OG0013582	Cg004G1122000	XP_002884545.1
OG0013583	Cg004G1124100	XP_020885890.1
OG0013584	Cg004G1125300	XP_002882452.1
OG0013585	Cg004G1127200	XP_002862189.2, XP_020887552.1
OG0013586	Cg004G1128200	XP_020887521.1
OG0013587	Cg004G1128700	XP_002882477.1
OG0013588	Cg004G1129800	XP_002884593.1
OG0013589	Cg004G1130700	XP_020888786.1
OG0013590	Cg004G1131900	XP_020887599.1
OG0013591	Cg004G1134800	XP_020887530.1
OG0013592	Cg004G1135400	XP_002884628.1
OG0013593	Cg004G1135500	XP_002882514.1
OG0013594	Cg004G1135900	XP_020868838.1, XP_002884631.1
OG0013595	Cg004G1138100	XP_020889423.1
OG0013597	Cg004G1141700	XP_002882545.1
OG0013598	Cg004G1141900	XP_020886955.1
OG0013599	Cg004G1144800	XP_020886574.1
OG0013600	Cg004G1145300	XP_020887908.1
OG0013601	Cg004G1146600	XP_020887902.1
OG0013602	Cg004G1148800	XP_020886663.1
OG0013603	Cg004G1149300	XP_002884706.1
OG0013604	Cg001G0161000	XP_020873275.1
OG0013605	Cg004G1149800	XP_002882598.1
OG0013606	Cg004G1150000	XP_020887081.1
OG0013607	Cg004G1151000	XP_020889485.1
OG0013609	Cg004G1154900	XP_020887445.1
OG0013610	Cg004G1155800	XP_002882632.1
OG0013611	Cg004G1158500	XP_020887300.1
OG0013612	Cg004G1158800	XP_020885987.1
OG0013613	Cg004G1160000	XP_020889510.1
OG0013614	Cg004G1160500	XP_020887299.1
OG0013615	Cg004G1160800	XP_020887946.1
OG0013616	Cg004G1163500	XP_002882667.1
OG0013617	Cg004G1165600	XP_002884801.1
OG0013618	Cg004G1165900	XP_002884802.1
OG0013619	Cg004G1168100	XP_002882698.1
OG0013620	Cg004G1168200	XP_020885972.1
OG0013621	Cg004G1168300	XP_020885975.1
OG0013622	Cg004G1168700	XP_002884816.1
OG0013623	Cg004G1169400	XP_020886080.1
OG0013625	Cg004G1171100	XP_002882715.1
OG0013627	Cg004G1172100	XP_020888279.1
OG0013628	Cg004G1175300	XP_020888214.1
OG0013629	Cg004G1176300	XP_020888317.1
OG0013630	Cg004G1179900	XP_020888222.1
OG0013631	Cg004G1180500	XP_002882766.1
OG0013632	Cg004G1180900	XP_020888274.1
OG0013633	Cg004G1181700	XP_002882769.1
OG0013634	Cg004G1183200	XP_002884899.1
OG0013635	Cg004G1183500	XP_002884901.1
OG0013636	Cg004G1184400	XP_002882779.1
OG0013637	Cg004G1185800	XP_020886407.1
OG0013638	Cg004G1186900	XP_020886586.1
OG0013639	Cg004G1188600	XP_002884933.2
OG0013640	Cg004G1191100	XP_002882806.2
OG0013641	Cg004G1192100	XP_002884953.1
OG0013642	Cg004G1196600	XP_020888179.1
OG0013643	Cg004G1199400	XP_002882856.1
OG0013644	Cg002G0563000	XP_002875794.1
OG0013645	Cg004G1201600	XP_002885007.1
OG0013647	Cg004G1207800	XP_020886816.1
OG0013648	Cg004G1209200	XP_020886337.1
OG0013649	Cg004G1210400	XP_020888813.1
OG0013650	Cg004G1211000	XP_020888816.1
OG0013651	Cg004G1214700	XP_002885073.1
OG0013652	Cg004G1215200	XP_002885074.1
OG0013653	Cg004G1215500	XP_002882922.1
OG0013654	Cg004G1215900	XP_002885077.1
OG0013655	Cg004G1216500	XP_020886011.1
OG0013656	Cg004G1217300	XP_002882937.1
OG0013657	Cg004G1220300	XP_020888063.1
OG0013658	Cg004G1221000	XP_020887646.1
OG0013659	Cg001G0368000	XP_002870752.1
OG0013660	Cg004G1221700	XP_002885104.2
OG0013661	Cg004G1222400	XP_002882963.1
OG0013662	Cg004G1223900	XP_020886235.1
OG0013663	Cg004G1224300	XP_020886109.1
OG0013664	Cg004G1225200	XP_002882977.1
OG0013666	Cg004G1227800	XP_002883000.1
OG0013667	Cg004G1227900	XP_020889168.1
OG0013668	Cg004G1232900	XP_020889185.1
OG0013669	Cg004G1233000	XP_002885165.1
OG0013670	Cg004G1233900	XP_002883033.1
OG0013671	Cg004G1234300	XP_002883035.1
OG0013672	Cg004G1234600	XP_020889214.1
OG0013673	Cg004G1235100	XP_020889124.1
OG0013674	Cg004G1235500	XP_002883040.1
OG0013675	Cg004G1235600	XP_020889172.1
OG0013676	Cg004G1236600	XP_002885189.1
OG0013677	Cg004G1238200	XP_020889112.1
OG0013679	Cg004G1238600	XP_002883056.1
OG0013680	Cg004G1238900	XP_002883058.1
OG0013681	Cg004G1241100	XP_002885218.1
OG0013682	Cg004G1241400	XP_002883073.1
OG0013683	Cg004G1241500	XP_020889165.1
OG0013684	Cg004G1241800	XP_002883077.1
OG0013685	Cg004G1241900	XP_020889212.1
OG0013686	Cg004G1242000	XP_002885222.2
OG0013687	Cg004G1242400	XP_002883083.1
OG0013688	Cg004G1242600	XP_020889086.1
OG0013689	Cg004G1244600	XP_002883096.1
OG0013690	Cg004G1244700	XP_002883097.1
OG0013691	Cg004G1250800	XP_020889437.1
OG0013692	Cg004G1253300	XP_020886258.1
OG0013693	Cg004G1258000	XP_020886273.1
OG0013694	Cg004G1259100	XP_002883176.2
OG0013695	Cg004G1259200	XP_020888444.1
OG0013696	Cg004G1260400	XP_002883185.1
OG0013697	Cg004G1263400	XP_002885325.1
OG0013698	Cg004G1264600	XP_002883208.1
OG0013699	Cg004G1265200	XP_002885344.1
OG0013700	Cg004G1268400	XP_020886761.1
OG0013701	Cg004G1269200	XP_002885358.1
OG0013702	Cg004G1269800	XP_020888383.1
OG0013703	Cg004G1271300	XP_002885372.1
OG0013704	Cg004G1271400	XP_020887514.1
OG0013705	Cg004G1271500	XP_020887511.1
OG0013706	Cg004G1271600	XP_002885374.1
OG0013707	Cg004G1272100	XP_020888560.1
OG0013708	Cg004G1272700	XP_002883257.1
OG0013709	Cg007G2306000	XP_002886636.1
OG0013710	Cg004G1274300	XP_002883266.1
OG0013711	Cg004G1275600	XP_020887200.1
OG0013712	Cg004G1276100	XP_002883275.1
OG0013713	Cg004G1276800	XP_020888431.1
OG0013714	Cg001G0362200	XP_020872938.1
OG0013715	Cg001G0360500	XP_002870799.1
OG0013716	Cg001G0157700	XP_020873236.1
OG0013717	Cg001G0353700	XP_020872190.1
OG0013718	Cg001G0353100	XP_002870832.1
OG0013719	Cg001G0352900	XP_020874728.1
OG0013720	Cg001G0350700	XP_020875523.1
OG0013721	Cg001G0349900	XP_020875065.1
OG0013722	Cg001G0343500	XP_002870874.1
OG0013723	Cg001G0341200	XP_020872348.1
OG0013724	Cg001G0339100	XP_020873885.1
OG0013725	Cg001G0338900	XP_002870553.1
OG0013726	Cg007G2366900	XP_020869920.1
OG0013727	Cg001G0336500	XP_020875109.1
OG0013728	Cg001G0336300	XP_020875331.1
OG0013729	Cg001G0332000	XP_020875005.1
OG0013730	Cg001G0325600	XP_020875446.1
OG0013731	Cg001G0321500	XP_020872553.1
OG0013732	Cg009G2989800, Cg008G2888600	XP_020889964.1
OG0013733	Cg004G1307200	XP_002885598.1
OG0013734	Cg004G1306400	XP_020887228.1
OG0013735	Cg004G1304900	XP_020888993.1
OG0013736	Cg004G1302500	XP_002885564.1
OG0013737	Cg004G1301300, Cg004G1301400	XP_002883418.1
OG0013738	Cg004G1300900	XP_020889512.1
OG0013739	Cg004G1297900	XP_002883397.1
OG0013740	Cg004G1297000	XP_020886678.1
OG0013741	Cg004G1293400	XP_020886699.1
OG0013742	Cg004G1292300	XP_002885509.1
OG0013743	Cg004G1291400	XP_002883366.2
OG0013744	Cg007G2409100, Cg007G2400300	XP_020890901.1
OG0013745	Cg004G1289700	XP_020882282.1, XP_002883349.1
OG0013746	Cg004G1286600	XP_002885474.1
OG0013747	Cg004G1285800	XP_002883319.1
OG0013748	Cg004G1284600	XP_002885460.1
OG0013749	Cg004G1284100	XP_002885454.1
OG0013750	Cg004G1283000	XP_002885445.1
OG0013751	Cg004G1280500	XP_020889383.1
OG0013752	Cg001G0098900	XP_020874370.1
OG0013753	Cg007G2347700	XP_020869485.1
OG0013754	Cg007G2425300	XP_002887020.1
OG0013755	Cg007G2423200	XP_020890509.1
OG0013756	Cg007G2402700	XP_002888410.1
OG0013757	Cg007G2398600, Cg007G2411000	XP_002886829.1
OG0013758	Cg007G2408400, Cg007G2400900	XP_020891134.1
OG0013759	Cg007G2408300, Cg007G2401000	XP_002886911.1
OG0013760	Cg007G2366300	XP_002891891.1
OG0013761	Cg007G2357500	XP_002894592.1
OG0013762	Cg007G2354200	XP_020867358.1
OG0013763	Cg008G2753900	XP_002871851.1
OG0013764	Cg008G2750000	XP_020876128.1
OG0013765	Cg008G2749500	XP_020879063.1
OG0013766	Cg008G2749100	XP_002873898.1
OG0013767	Cg008G2748100	XP_002873894.2
OG0013768	Cg008G2747900	XP_020876826.1
OG0013769	Cg005G1715300	XP_002880740.1
OG0013770	Cg005G1750700	XP_002880533.2
OG0013771	Cg008G2746100	XP_020879008.1
OG0013772	Cg008G2842200	XP_002865730.1
OG0013773	Cg008G2841500	XP_020885698.1
OG0013774	Cg008G2877600	XP_020871697.1
OG0013775	Cg008G2877800	XP_002863889.1
OG0013776	Cg002G0503600	XP_020879641.1
OG0013777	Cg002G0505300	XP_020881208.1
OG0013778	Cg002G0505700	XP_002876132.1
OG0013779	Cg002G0505800	XP_002877850.1
OG0013780	Cg002G0505900	XP_002876131.1
OG0013781	Cg002G0506000	XP_002877849.1
OG0013782	Cg002G0506100	XP_020879660.1
OG0013783	Cg002G0508800	XP_002876113.1
OG0013784	Cg002G0508900	XP_002877838.1
OG0013785	Cg002G0509400	XP_020882148.1
OG0013786	Cg002G0510100	XP_002876109.1
OG0013787	Cg002G0510500	XP_020882616.1
OG0013788	Cg002G0511200	XP_002877821.1
OG0013789	Cg002G0512700	XP_020880403.1
OG0013790	Cg002G0514000	XP_020880071.1
OG0013791	Cg006G1912400, Cg002G0515000	XP_020879901.1
OG0013792	Cg002G0694800	XP_020881288.1
OG0013793	Cg006G2256400	XP_020869577.1
OG0013794	Cg002G0546500	XP_020880353.1
OG0013795	Cg006G2253300	XP_020867966.1
OG0013796	Cg006G2252700	XP_020868405.1
OG0013797	Cg006G2251900	XP_020870074.1
OG0013798	Cg002G0637200	XP_020879696.1
OG0013799	Cg006G2249700	XP_020868349.1
OG0013800	Cg006G2246700	XP_020870527.1
OG0013801	Cg006G2246600	XP_002892081.1
OG0013802	Cg006G2246000	XP_020870618.1
OG0013803	Cg006G2245400	XP_002892087.1
OG0013804	Cg006G2244400	XP_020866655.1
OG0013805	Cg006G2243300	XP_020885524.1
OG0013806	Cg004G1219100	XP_002885091.1
OG0013807	Cg006G2241200	XP_020869937.1
OG0013808	Cg006G2240600	XP_002889406.1
OG0013809	Cg006G2240400	XP_002892113.1
OG0013810	Cg006G2239900	XP_002892116.1
OG0013811	Cg006G2237500	XP_020868247.1
OG0013812	Cg006G2236900	XP_002892135.1
OG0013813	Cg006G2235800	XP_020867759.1
OG0013814	Cg006G2235500	XP_020867760.1
OG0013815	Cg006G2234500	XP_002889440.1
OG0013816	Cg006G2232000	XP_020867705.1
OG0013817	Cg006G2229700	XP_020866087.1
OG0013818	Cg006G2227200	XP_020869465.1
OG0013819	Cg006G2226600	XP_020868861.1
OG0013820	Cg006G2221500	XP_020868053.1
OG0013821	Cg006G2220900	XP_020868535.1
OG0013822	Cg006G2219200	XP_020867119.1
OG0013823	Cg006G2217100	XP_002892253.2
OG0013824	Cg006G2217000	XP_002889528.1
OG0013825	Cg007G2347900, Cg006G2205300	XP_020869098.1
OG0013826	Cg006G2205100	XP_020870588.1
OG0013827	Cg006G2202300	XP_002892331.1
OG0013828	Cg006G2200200	XP_002889607.1
OG0013829	Cg006G2196000, Cg006G2206900	XP_002889624.1
OG0013830	Cg006G2195900	XP_020870138.1
OG0013831	Cg006G2195000	XP_002892373.1
OG0013832	Cg006G2193900	XP_002892381.1
OG0013833	Cg006G2191900	XP_020867664.1
OG0013834	Cg006G2190900	XP_002892397.2
OG0013835	Cg001G0335000	XP_020874754.1
OG0013836	Cg006G2184700	XP_002892426.1
OG0013837	Cg006G2182100	XP_002892445.1
OG0013838	Cg006G2180600	XP_020867925.1
OG0013839	Cg006G2179900	XP_020870332.1
OG0013840	Cg007G2372800	XP_020890002.1
OG0013841	Cg006G2179700	XP_002889691.1
OG0013842	Cg006G2175100	XP_002889718.1
OG0013843	Cg006G2174100	XP_002889728.2
OG0013845	Cg006G2172300	XP_020867889.1
OG0013846	Cg006G2171600	XP_020867929.1
OG0013847	Cg006G2171300	XP_002892498.1
OG0013848	Cg006G2170800	XP_020866914.1
OG0013849	Cg006G2169900	XP_020867581.1
OG0013850	Cg006G2169500	XP_002892507.1
OG0013851	Cg006G2168400	XP_002892511.1
OG0013852	Cg006G2167000, Cg006G2166900	XP_002892519.1
OG0013853	Cg006G2165600	XP_002892526.1
OG0013855	Cg006G2161800	XP_020868764.1
OG0013856	Cg006G2160000	XP_020870697.1
OG0013857	Cg006G2159300	XP_020867882.1
OG0013858	Cg006G2159000	XP_020869426.1
OG0013859	Cg006G2158600	XP_002889814.1
OG0013860	Cg006G2011500	XP_020868983.1
OG0013861	Cg006G2156100	XP_020870797.1
OG0013862	Cg006G2155300	XP_020866024.1
OG0013863	Cg006G2153800	XP_002889841.1
OG0013864	Cg006G2153200	XP_002892614.1
OG0013865	Cg006G2152900	XP_020869392.1
OG0013866	Cg006G2152500	XP_002889847.1
OG0013867	Cg006G2152100	XP_020869608.1
OG0013868	Cg006G2150900	XP_020870715.1
OG0013869	Cg006G2150800	XP_002892627.1
OG0013871	Cg005G1759800	XP_020883855.1
OG0013872	Cg006G2146100	XP_020870591.1
OG0013873	Cg006G2145800	XP_020866625.1
OG0013874	Cg006G2145500	XP_020868949.1
OG0013875	Cg006G2145100	XP_020870135.1
OG0013876	Cg006G2143900	XP_002892660.1
OG0013877	Cg006G2143800	XP_002889902.2
OG0013878	Cg007G2354300	XP_020869852.1
OG0013879	Cg006G2143100	XP_020868930.1
OG0013880	Cg006G2143000	XP_002892669.1
OG0013881	Cg006G2136400	XP_020869520.1
OG0013882	Cg006G2135900	XP_020869537.1, XP_020869527.1
OG0013883	Cg006G2134900	XP_020870525.1
OG0013884	Cg006G2134700	XP_002889974.1
OG0013885	Cg006G2134100	XP_020867856.1
OG0013886	Cg006G2133500	XP_002892723.1
OG0013887	Cg006G2006400	XP_020870813.1
OG0013888	Cg006G2131600	XP_020869897.1
OG0013889	Cg006G2130500	XP_020870727.1
OG0013890	Cg003G0904800	XP_002865900.2
OG0013891	Cg006G2129600	XP_020870946.1
OG0013892	Cg006G2127200	XP_002890017.1
OG0013893	Cg006G2126800	XP_020870537.1
OG0013894	Cg006G2122700	XP_002890040.1
OG0013895	Cg006G2122000	XP_020868360.1
OG0013896	Cg006G2121400	XP_020867071.1
OG0013897	Cg006G2121100	XP_002892798.1
OG0013898	Cg006G2120500	XP_020869026.1
OG0013899	Cg006G2120400	XP_020869028.1
OG0013900	Cg006G2119400	XP_002892806.1
OG0013901	Cg006G2116500	XP_002890071.1
OG0013902	Cg006G2116300	XP_020869885.1
OG0013903	Cg006G2112600	XP_002890086.1
OG0013904	Cg006G2111300	XP_002892855.1
OG0013905	Cg008G2866600, Cg008G2850900	XP_020865638.1
OG0013906	Cg006G2107100	XP_002890121.1
OG0013907	Cg006G2104200	XP_020867474.1
OG0013908	Cg006G2103000	XP_020867229.1
OG0013910	Cg006G2101600	XP_020868650.1
OG0013911	Cg006G2100600	XP_002892905.1
OG0013912	Cg006G2099500	XP_002892910.1
OG0013913	Cg006G2099100	XP_020870492.1
OG0013914	Cg006G2098900	XP_020870426.1
OG0013915	Cg006G2097300	XP_002892918.1
OG0013916	Cg006G2097100	XP_020866530.1
OG0013917	Cg006G2096300	XP_020868121.1
OG0013918	Cg006G2092800	XP_002892938.2
OG0013919	Cg006G2091500	XP_002892945.1
OG0013920	Cg003G0912500	XP_020871055.1
OG0013921	Cg006G2090600	XP_020866369.1
OG0013922	Cg006G2090500	XP_002890224.1
OG0013923	Cg006G2090400	XP_020867525.1
OG0013924	Cg006G2089500	XP_020867798.1
OG0013925	Cg006G2088900	XP_020868338.1
OG0013926	Cg006G2086200	XP_002892971.1
OG0013927	Cg006G2085500	XP_020869040.1
OG0013928	Cg006G2085300	XP_020869038.1
OG0013929	Cg006G2084200	XP_002892983.1
OG0013930	Cg006G2083400	XP_002892990.1
OG0013931	Cg006G2083100	XP_020869933.1
OG0013932	Cg006G2081800	XP_020867438.1
OG0013933	Cg006G2079600	XP_020867223.1
OG0013934	Cg006G2075200	XP_002890309.1
OG0013935	Cg006G2074600	XP_020869414.1
OG0013936	Cg006G2074000	XP_020867019.1
OG0013937	Cg006G2073900	XP_020869815.1
OG0013938	Cg006G2073700	XP_002890324.1
OG0013939	Cg006G2071500	XP_020870644.1
OG0013940	Cg006G2071200	XP_002893051.1
OG0013941	Cg006G2070200	XP_002890345.1
OG0013942	Cg006G2069500	XP_020869333.1
OG0013943	Cg006G2069000	XP_002893061.1
OG0013944	Cg006G2068800	XP_002890351.1
OG0013945	Cg006G2073200	XP_002893035.1
OG0013946	Cg006G2068100	XP_020867750.1
OG0013947	Cg006G2066800	XP_002893078.1
OG0013948	Cg002G0678600	XP_002876875.2
OG0013949	Cg006G2064700	XP_020870469.1
OG0013951	Cg001G0367900	XP_002870753.1
OG0013952	Cg006G2062600	XP_020867038.1
OG0013953	Cg006G2062400	XP_002890385.1
OG0013954	Cg006G2061400	XP_020866802.1
OG0013955	Cg006G2058700	XP_002890409.1
OG0013956	Cg006G2053400	XP_002893159.1
OG0013957	Cg006G2053300	XP_002890438.1
OG0013958	Cg006G2053200	XP_020868043.1
OG0013959	Cg006G2052500	XP_002890443.1
OG0013960	Cg006G2052400	XP_020869384.1
OG0013961	Cg006G2050000	XP_002890451.1
OG0013962	Cg006G2047800	XP_002893187.2
OG0013963	Cg006G2046100	XP_002893209.1
OG0013964	Cg006G2045300	XP_002893213.1
OG0013965	Cg006G2044100	XP_020869716.1
OG0013966	Cg008G2884500	XP_020871800.1
OG0013967	Cg006G2039000	XP_020866410.1
OG0013968	Cg006G2038100	XP_020867329.1
OG0013969	Cg006G2036900	XP_002890545.1
OG0013970	Cg006G2036700	XP_020869160.1
OG0013971	Cg006G2036600	XP_020869678.1
OG0013973	Cg007G2487900	XP_002887394.1
OG0013974	Cg007G2487000	XP_020865882.1
OG0013975	Cg007G2486600	XP_020889975.1
OG0013976	Cg007G2486300	XP_002887384.1
OG0013977	Cg007G2486000	XP_002887382.1
OG0013978	Cg007G2485700	XP_020891536.1
OG0013979	Cg007G2484400	XP_002888836.1
OG0013980	Cg007G2483800	XP_002888832.1
OG0013981	Cg007G2483500	XP_020889866.1
OG0013982	Cg007G2481700	XP_002887346.1
OG0013983	Cg007G2477900	XP_002887327.1
OG0013984	Cg007G2477400	XP_020890254.1
OG0013985	Cg007G2476600	XP_002887319.1
OG0013986	Cg007G2475600	XP_020865840.1
OG0013987	Cg007G2475200	XP_002888786.1
OG0013988	Cg007G2475100	XP_002888785.1
OG0013989	Cg007G2474400	XP_020891129.1
OG0013990	Cg007G2472000	XP_002887284.1
OG0013991	Cg001G0163100	XP_002867680.1
OG0013992	Cg001G0162700	XP_002867679.1
OG0013993	Cg006G1943800	XP_002893744.1
OG0013994	Cg007G2264000	XP_020890876.1
OG0013995	Cg007G2264100	XP_020891201.1
OG0013996	Cg007G2264200	XP_020891398.1
OG0013997	Cg007G2269400	XP_020889828.1
OG0013998	Cg007G2270100	XP_020891336.1
OG0013999	Cg001G0133800	XP_020873396.1
OG0014001	Cg007G2272000	XP_002886430.1
OG0014002	Cg002G0695800	XP_020880177.1
OG0014003	Cg007G2274200	XP_020889682.1
OG0014004	Cg007G2274800	XP_020889868.1
OG0014005	Cg008G2730100	XP_020877323.1
OG0014006	Cg007G2277200	XP_020890777.1
OG0014007	Cg007G2279300	XP_020891446.1
OG0014008	Cg007G2280400	XP_020889680.1
OG0014009	Cg007G2283200	XP_020891028.1
OG0014010	Cg007G2287700	XP_020890028.1
OG0014011	Cg007G2288100	XP_020890065.1
OG0014012	Cg007G2295100	XP_002888109.1
OG0014013	Cg007G2300900	XP_002888110.2
OG0014014	Cg007G2300800	XP_020890060.1
OG0014015	Cg007G2298200	XP_020890056.1
OG0014016	Cg007G2296500	XP_020890070.1
OG0014017	Cg004G1359800	XP_002883782.1
OG0014018	Cg007G2301200	XP_002886602.1
OG0014019	Cg007G2303200	XP_020890587.1
OG0014020	Cg007G2305000	XP_002886633.1
OG0014021	Cg007G2306800	XP_002886640.1
OG0014022	Cg007G2310500	XP_002886661.1
OG0014023	Cg007G2313200	XP_020890310.1
OG0014024	Cg007G2317400	XP_002886711.2
OG0014026	Cg007G2320800	XP_020891093.1
OG0014027	Cg007G2331300	XP_020869222.1
OG0014028	Cg007G2334800	XP_020868300.1
OG0014029	Cg007G2335700, Cg007G2335800	XP_002891951.1
OG0014030	Cg007G2342300	XP_020868149.1
OG0014031	Cg007G2263600	XP_020865644.1
OG0014032	Cg007G2262600	XP_020865911.1
OG0014033	Cg007G2261700	XP_002887895.1
OG0014034	Cg007G2260400	XP_002887889.2
OG0014035	Cg007G2260300	XP_020890676.1
OG0014036	Cg007G2260000	XP_002886343.1
OG0014037	Cg007G2259900	XP_020891390.1
OG0014038	Cg007G2257300	XP_002894187.2
OG0014039	Cg007G2257100	XP_002887867.1
OG0014040	Cg003G0799900	XP_002872409.1
OG0014041	Cg008G2977900	XP_020866327.1
OG0014042	Cg008G2984000	XP_020871923.1
OG0014043	Cg008G2984200	XP_020871939.1
OG0014044	Cg008G2986900	XP_020871666.1
OG0014045	Cg008G2950500	XP_002865325.1
OG0014046	Cg008G2949000	XP_002863551.1
OG0014047	Cg008G2948500	XP_002863555.1
OG0014048	Cg008G2945900	XP_002865366.1
