Orthogroup	Cardamine_glauca	Conringia_planisiliqua
OG0013158	Cg004G1071600	CP10_g42100_DN3_SP0_c.t1
OG0013159	Cg004G1072300	CP3_g14476_DN3_SP7_c.t1
OG0013160	Cg004G1073500	CP10_g42116_DN3_SP5_c.t1
OG0013161	Cg004G1073700	CP10_g42118_DN3_SP8_c.t1, CP10_g42119_DN3_SP0_c.t1
OG0013162	Cg004G1075300	CP10_g42135_DN3_SP3_c.t1
OG0013163	Cg004G1076700	CP10_g42146_DN3_SP8_c.t1
OG0013164	Cg003G1064000	CP2_g47579_DN3_SP4_c.t1
OG0013165	Cg003G1064200	CP6_g7292_DN3_SP8_c.t1
OG0013167	Cg003G1064900	CP2_g47569_DN3_SP0_c.t1
OG0013169	Cg003G1066000	CP2_g47555_DN3_SP0_c.t1
OG0013171	Cg003G1067600	CP2_g47539_DN3_SP8_c.t1
OG0013172	Cg004G1442300	CP12_g29846_DN3_SP3_c.t1
OG0013173	Cg003G1069100	CP2_g47527_DN3_SP7_c.t1
OG0013174	Cg003G1069500	CP2_g47523_DN3_SP0_c.t1
OG0013175	Cg003G0887800, Cg003G1070200	CP2_g47514_DN3_SP3_c.t1
OG0013176	Cg001G0062700	CP2_g47511_DN3_SP8_c.t1
OG0013177	Cg002G0395200	CP3_g13046_DN2_SP7_c.t1
OG0013178	Cg002G0395700	CP9_g28749_DN3_SP5_c.t1
OG0013179	Cg002G0395800	CP9_g28750_DN3_SP1_c.t1
OG0013180	Cg002G0396500	CP3_g13056_DN3_SP0_c.t1
OG0013182	Cg002G0397400	CP3_g13066_DN3_SP1_c.t1
OG0013183	Cg002G0397800	CP3_g13070_DN3_SP0_c.t1
OG0013184	Cg002G0397900	CP3_g13071_DN3_SP4_c.t1
OG0013185	Cg002G0399500	CP3_g13086_DN3_SP8_c.t1
OG0013186	Cg002G0399600	CP3_g13087_DN3_SP8_c.t1
OG0013187	Cg002G0400600	CP3_g13100_DN3_SP0_c.t1
OG0013188	Cg002G0402800	CP3_g13121_DN2_SP8_c.t1
OG0013189	Cg002G0403500	CP3_g13130_DN3_SP0_c.t1
OG0013190	Cg002G0403600	CP3_g13131_DN3_SP2_c.t1
OG0013191	Cg002G0408300	CP3_g13175_DN3_SP0_c.t1
OG0013192	Cg002G0409200	CP3_g13184_DN3_SP1_c.t1
OG0013193	Cg002G0412000	CP3_g13212_DN3_SP1_c.t1
OG0013194	Cg002G0412100	CP3_g13213_DN3_SP8_c.t1
OG0013195	Cg002G0413600	CP3_g13225_DN3_SP4_c.t1
OG0013196	Cg002G0414900	CP3_g13243_DN3_SP3_c.t1
OG0013197	Cg003G0897400	CP8_g53059_DN3_SP4_c.t1
OG0013198	Cg002G0419200	CP3_g13294_DN3_SP6_c.t1
OG0013200	Cg002G0424300	CP3_g13350_DN3_SP7_c.t1
OG0013202	Cg005G1758000	CP16_g54950_DN3_SP0_c.t1
OG0013204	Cg002G0427300	CP3_g13384_DN3_SP0_c.t1
OG0013205	Cg002G0429200	CP3_g13404_DN3_SP0_c.t1
OG0013206	Cg002G0430000	CP3_g13416_DN3_SP8_c.t1
OG0013207	Cg002G0430500	CP3_g13419_DN3_SP3_c.t1
OG0013208	Cg008G2823900	CP2_g48816_DN3_SP0_c.t1
OG0013209	Cg002G0432300	CP3_g13443_DN3_SP0_c.t1
OG0013210	Cg007G2342700	CP2_g50060_DN3_SP3_c.t1
OG0013211	Cg002G0436000	CP3_g13467_DN3_SP8_c.t1
OG0013212	Cg007G2421600	CP9_g28150_DN3_SP6_c.t1
OG0013213	Cg001G0137900	CP19_g17988_DN3_SP0_c.t1
OG0013214	Cg002G0439600	CP3_g13498_DN1_SP0_c.t1
OG0013215	Cg002G0440600	CP3_g13509_DN3_SP6_c.t1
OG0013216	Cg002G0554500	CP3_g14665_DN3_SP8_c.t1
OG0013218	Cg002G0442900	CP3_g13527_DN3_SP5_c.t1
OG0013219	Cg002G0443500	CP3_g13535_DN3_SP0_c.t1
OG0013220	Cg002G0445400	CP3_g13557_DN3_SP0_c.t1
OG0013221	Cg002G0445500	CP3_g13558_DN3_SP7_c.t1
OG0013222	Cg002G0446600	CP3_g13571_DN3_SP1_c.t1
OG0013223	Cg002G0449600	CP3_g13599_DN3_SP4_c.t1
OG0013224	Cg002G0450000	CP3_g13603_DN2_SP0_c.t1
OG0013225	Cg002G0451200	CP3_g13618_DN3_SP5_c.t1
OG0013226	Cg002G0453800	CP3_g13644_DN3_SP2_c.t1
OG0013227	Cg002G0455400	CP3_g13663_DN3_SP4_c.t1
OG0013228	Cg002G0456400	CP3_g13672_DN3_SP0_c.t1
OG0013229	Cg002G0456700	CP3_g13676_DN3_SP0_c.t1
OG0013230	Cg002G0457500	CP3_g13682_DN3_SP2_c.t1
OG0013231	Cg002G0458500	CP3_g13693_DN3_SP0_c.t1
OG0013232	Cg002G0459800	CP3_g13697_DN3_SP0_c.t1
OG0013233	Cg002G0461900	CP3_g13719_DN3_SP0_c.t1
OG0013234	Cg002G0462000	CP3_g13720_DN3_SP0_c.t1
OG0013235	Cg002G0462600	CP3_g13726_DN3_SP7_c.t1
OG0013237	Cg002G0464000	CP3_g13742_DN3_SP0_c.t1
OG0013238	Cg002G0465300	CP3_g13756_DN3_SP0_c.t1
OG0013239	Cg002G0470500	CP3_g13796_DN3_SP7_c.t1
OG0013240	Cg002G0470600	CP3_g13797_DN3_SP8_c.t1
OG0013241	Cg002G0470100, Cg002G0472000	CP3_g13809_DN3_SP8_c.t1
OG0013242	Cg002G0473000	CP3_g13818_DN3_SP0_c.t1
OG0013243	Cg002G0476700	CP3_g13850_DN3_SP2_c.t1
OG0013244	Cg002G0478000	CP3_g13862_DN3_SP8_c.t1
OG0013245	Cg002G0478100	CP3_g13863_DN3_SP8_c.t1
OG0013247	Cg002G0479900	CP3_g13883_DN3_SP0_c.t1
OG0013248	Cg002G0482000	CP3_g13908_DN3_SP6_c.t1
OG0013249	Cg002G0484200	CP3_g13932_DN3_SP3_c.t1
OG0013250	Cg002G0484400	CP3_g13935_DN3_SP2_c.t1
OG0013252	Cg002G0486100	CP3_g13951_DN3_SP8_c.t1
OG0013253	Cg001G0240700	CP5_g1576_DN3_SP0_c.t1, CP6_g7204_DN3_SP6_c.t1
OG0013254	Cg002G0488600	CP3_g13978_DN3_SP4_c.t1
OG0013256	Cg002G0492300	CP3_g14016_DN3_SP0_c.t1
OG0013257	Cg002G0492700	CP3_g14020_DN3_SP0_c.t1
OG0013258	Cg002G0493800	CP3_g14025_DN3_SP0_c.t1
OG0013259	Cg002G0493600	CP3_g14026_DN3_SP1_c.t1
OG0013260	Cg002G0497000	CP3_g14057_DN3_SP1_c.t1
OG0013262	Cg002G0499000	CP3_g14074_DN3_SP8_c.t1
OG0013263	Cg002G0499400	CP3_g14077_DN3_SP8_c.t1
OG0013264	Cg002G0502500	CP3_g14105_DN2_SP0_c.t1
OG0013265	Cg003G0924300	CP8_g53369_DN3_SP8_c.t1
OG0013266	Cg003G0924200	CP8_g53368_DN3_SP0_c.t1
OG0013267	Cg003G0924100	CP8_g53367_DN3_SP3_c.t1
OG0013268	Cg003G0922900	CP8_g53366_DN3_SP8_c.t1
OG0013269	Cg003G0918200	CP8_g53312_DN3_SP8_c.t1
OG0013271	Cg003G0915700	CP8_g53283_DN3_SP5_c.t1
OG0013272	Cg001G0243900	CP6_g7255_DN3_SP8_c.t1
OG0013273	Cg001G0244300	CP12_g30861_DN3_SP0_c.t1, CP6_g7259_DN3_SP8_c.t1
OG0013274	Cg001G0159000	CP19_g18204_DN3_SP4_c.t1
OG0013275	Cg001G0245300	CP6_g7265_DN3_SP6_c.t1
OG0013276	Cg004G1317800	CP12_g30855_DN3_SP0_c.t1
OG0013277	Cg004G1318700	CP12_g30865_DN2_SP0_c.t1
OG0013278	Cg004G1322800	CP12_g30911_DN3_SP8_c.t1
OG0013279	Cg004G1323800	CP12_g30929_DN3_SP5_c.t1
OG0013280	Cg004G1323900	CP12_g30933_DN3_SP7_c.t1
OG0013281	Cg004G1324500	CP12_g30989_DN3_SP7_c.t1
OG0013282	Cg004G1331100	CP12_g31068_DN3_SP8_c.t1
OG0013283	Cg004G1336500	CP12_g31140_DN3_SP8_c.t1
OG0013284	Cg004G1336400	CP12_g31139_DN3_SP2_c.t1
OG0013285	Cg004G1337200	CP12_g31144_DN3_SP1_c.t1
OG0013286	Cg004G1345000	CP12_g31655_DN3_SP6_c.t1
OG0013287	Cg004G1348200	CP17_g6000_DN3_SP8_c.t1
OG0013288	Cg004G1349900	CP17_g5134_DN3_SP6_c.t1
OG0013289	Cg004G1350000	CP17_g5135_DN3_SP0_c.t1
OG0013290	Cg004G1351700	CP17_g5404_DN3_SP3_c.t1
OG0013291	Cg004G1313700	CP12_g30824_DN3_SP0_c.t1
OG0013292	Cg004G1314800	CP17_g5986_DN3_SP8_c.t1
OG0013293	Cg004G1314900	CP12_g30831_DN3_SP0_c.t1
OG0013294	Cg004G1315000	CP12_g30832_DN3_SP8_c.t1
OG0013295	Cg007G2431800	CP9_g28214_DN3_SP7_c.t1
OG0013296	Cg007G2434200	CP9_g28231_DN3_SP0_c.t1
OG0013297	Cg005G1650900	CP1_g39139_DN1_SP0_c.t1
OG0013298	Cg007G2437200	CP39_g21143_DN3_SP8_c.t1
OG0013299	Cg007G2437400	CP39_g21145_DN3_SP2_c.t1
OG0013300	Cg007G2438400	CP9_g28255_DN3_SP0_c.t1
OG0013301	Cg007G2438500	CP9_g28256_DN3_SP0_c.t1
OG0013302	Cg007G2439500	CP9_g28270_DN3_SP8_c.t1
OG0013303	Cg007G2442400	CP9_g28311_DN3_SP8_c.t1
OG0013304	Cg007G2442800	CP9_g28318_DN3_SP1_c.t1
OG0013305	Cg007G2443200	CP9_g28324_DN3_SP4_c.t1
OG0013306	Cg007G2445100	CP9_g28350_DN3_SP0_c.t1
OG0013307	Cg007G2446600	CP9_g28367_DN3_SP8_c.t1
OG0013308	Cg007G2448300	CP9_g28382_DN3_SP4_c.t1
OG0013309	Cg007G2451900	CP9_g28410_DN2_SP0_c.t1
OG0013311	Cg001G0320700	CP5_g2008_DN3_SP7_c.t1
OG0013312	Cg004G1415500	CP10_g43723_DN3_SP0_c.t1
OG0013313	Cg004G1419100	CP10_g43685_DN3_SP7_c.t1
OG0013314	Cg004G1419700	CP10_g43682_DN3_SP0_c.t1
OG0013315	Cg001G0381900	CP19_g17943_DN3_SP0_c.t1
OG0013316	Cg004G1421300	CP10_g43665_DN2_SP4_c.t1
OG0013317	Cg004G1422700	CP10_g43648_DN3_SP0_c.t1
OG0013318	Cg004G1423400	CP10_g43644_DN3_SP6_c.t1
OG0013319	Cg004G1423500	CP10_g43643_DN3_SP8_c.t1, CP6_g8097_DN2_SP0_c.t1
OG0013320	Cg004G1426400	CP10_g43626_DN2_SP0_c.t1
OG0013321	Cg004G1426500	CP10_g43625_DN3_SP8_c.t1
OG0013323	Cg004G1429900	CP10_g43601_DN3_SP0_c.t1
OG0013324	Cg004G1430800	CP10_g43585_DN3_SP8_c.t1
OG0013325	Cg004G1432600	CP10_g43572_DN3_SP8_c.t1
OG0013326	Cg004G1433500	CP10_g43566_DN3_SP8_c.t1
OG0013327	Cg004G1434300	CP10_g43561_DN3_SP0_c.t1
OG0013328	Cg005G1518700	CP4_g24603_DN3_SP0_c.t1
OG0013329	Cg005G1518800	CP4_g24604_DN3_SP5_c.t1
OG0013330	Cg005G1519800	CP4_g24617_DN3_SP6_c.t1
OG0013331	Cg005G1519900	CP4_g24618_DN3_SP1_c.t1
OG0013332	Cg005G1520100	CP4_g24620_DN3_SP3_c.t1
OG0013333	Cg005G1520300	CP4_g24622_DN3_SP6_c.t1
OG0013334	Cg005G1521300	CP4_g24632_DN3_SP3_c.t1
OG0013335	Cg005G1521900	CP4_g24638_DN3_SP8_c.t1
OG0013337	Cg005G1525400	CP4_g24665_DN3_SP2_c.t1
OG0013338	Cg005G1525300	CP4_g24664_DN3_SP7_c.t1
OG0013339	Cg001G0292500	CP4_g24679_DN3_SP5_c.t1
OG0013340	Cg005G1529800	CP4_g24703_DN3_SP0_c.t1
OG0013341	Cg005G1531500	CP4_g24720_DN3_SP1_c.t1
OG0013342	Cg005G1532700	CP4_g24732_DN3_SP8_c.t1
OG0013343	Cg005G1534700	CP4_g24751_DN3_SP2_c.t1
OG0013344	Cg005G1535600	CP4_g24758_DN3_SP3_c.t1
OG0013345	Cg005G1536300	CP4_g24766_DN3_SP0_c.t1
OG0013346	Cg005G1539500	CP4_g24797_DN3_SP8_c.t1
OG0013347	Cg005G1540500	CP4_g24806_DN2_SP0_c.t1
OG0013348	Cg005G1540600	CP4_g24807_DN3_SP4_c.t1
OG0013349	Cg005G1653600	CP4_g24816_DN3_SP1_c.t1
OG0013350	Cg005G1541900, Cg007G2322000, Cg007G2321600	CP4_g24819_DN3_SP8_c.t1
OG0013351	Cg005G1542000	CP4_g24820_DN3_SP5_c.t1
OG0013352	Cg005G1545400	CP4_g24857_DN3_SP4_c.t1
OG0013353	Cg002G0554200	CP3_g14662_DN3_SP8_c.t1
OG0013354	Cg005G1746200	CP16_g55113_DN3_SP0_c.t1
OG0013355	Cg005G1547000	CP4_g24873_DN3_SP8_c.t1
OG0013356	Cg002G0597600	CP3_g15687_DN3_SP2_c.t1
OG0013357	Cg005G1558000	CP4_g24975_DN3_SP0_c.t1
OG0013358	Cg005G1549800	CP4_g24898_DN3_SP0_c.t1
OG0013359	Cg005G1552200	CP4_g24919_DN3_SP6_c.t1
OG0013360	Cg005G1552500	CP4_g24922_DN3_SP7_c.t1
OG0013361	Cg005G1554000	CP4_g24934_DN3_SP0_c.t1
OG0013362	Cg002G0693600	CP13_g19671_DN3_SP8_c.t1
OG0013363	Cg005G1556800	CP4_g24963_DN3_SP8_c.t1
OG0013364	Cg005G1557800	CP4_g24973_DN3_SP8_c.t1
OG0013365	Cg005G1559400	CP4_g24993_DN3_SP4_c.t1
OG0013367	Cg005G1560700	CP4_g25008_DN3_SP2_c.t1
OG0013369	Cg005G1563400	CP4_g25037_DN3_SP0_c.t1
OG0013370	Cg005G1563700	CP4_g25040_DN3_SP8_c.t1
OG0013372	Cg004G1272000	CP13_g20173_DN3_SP0_c.t1
OG0013373	Cg005G1564900	CP4_g25052_DN3_SP4_c.t1
OG0013374	Cg001G0144100	CP19_g18049_DN3_SP6_c.t1
OG0013375	Cg003G0746300	CP16_g55504_DN2_SP0_c.t1
OG0013376	Cg003G0745600	CP11_g31820_DN3_SP3_c.t1
OG0013377	Cg006G2200700	CP1_g36929_DN3_SP0_c.t1
OG0013378	Cg004G1264900	CP12_g30331_DN3_SP8_c.t1
OG0013379	Cg004G1265000	CP12_g30332_DN3_SP4_c.t1
OG0013380	Cg005G1761900	CP16_g54897_DN3_SP0_c.t1
OG0013381	Cg003G0857400, Cg003G0740300	CP11_g31873_DN3_SP1_c.t1
OG0013382	Cg003G0752900	CP20_g4408_DN3_SP4_c.t1
OG0013383	Cg003G0753200	CP20_g4405_DN3_SP1_c.t1
OG0013384	Cg003G0754700	CP20_g4392_DN3_SP3_c.t1
OG0013385	Cg003G0751400	CP20_g4429_DN3_SP8_c.t1
OG0013386	Cg003G0749100	CP20_g4458_DN1_SP0_c.t1
OG0013387	Cg005G1777400	CP16_g54740_DN3_SP8_c.t1
OG0013388	Cg005G1774400	CP16_g54773_DN3_SP3_c.t1
OG0013389	Cg005G1772600	CP16_g54790_DN3_SP5_c.t1
OG0013390	Cg005G1771800	CP16_g54800_DN3_SP6_c.t1
OG0013391	Cg005G1771400	CP16_g54803_DN3_SP3_c.t1
OG0013392	Cg005G1770300	CP16_g54822_DN3_SP5_c.t1
OG0013393	Cg005G1769800	CP16_g54826_DN2_SP0_c.t1
OG0013394	Cg005G1769600	CP16_g54828_DN3_SP8_c.t1
OG0013395	Cg005G1767700	CP16_g54840_DN3_SP8_c.t1
OG0013396	Cg005G1765900	CP16_g54855_DN3_SP1_c.t1
OG0013397	Cg005G1766200	CP16_g54857_DN3_SP7_c.t1
OG0013398	Cg005G1764500	CP16_g54876_DN2_SP0_c.t1
OG0013399	Cg005G1763100	CP16_g54889_DN3_SP6_c.t1
OG0013401	Cg005G1758900	CP16_g54935_DN3_SP7_c.t1
OG0013402	Cg005G1752700	CP16_g55028_DN1_SP0_c.t1
OG0013403	Cg005G1753000	CP16_g55025_DN3_SP0_c.t1
OG0013404	Cg005G1730800	CP16_g55276_DN3_SP8_c.t1
OG0013405	Cg036G3082500, Cg013G3025400	CP16_g55322_DN3_SP0_c.t1
OG0013406	Cg005G1733900	CP16_g55248_DN3_SP3_c.t1
OG0013407	Cg005G1718400	CP18_g12624_DN3_SP4_c.t1
OG0013408	Cg005G1717100	CP18_g12587_DN3_SP8_c.t1
OG0013409	Cg005G1713900	CP18_g12476_DN3_SP7_c.t1
OG0013410	Cg005G1703600	CP18_g11721_DN3_SP0_c.t1
OG0013411	Cg005G1734500	CP16_g55228_DN3_SP5_c.t1
OG0013412	Cg005G1735000	CP16_g55222_DN3_SP7_c.t1
OG0013413	Cg005G1735700	CP16_g55195_DN3_SP6_c.t1
OG0013414	Cg005G1708100	CP18_g12129_DN3_SP1_c.t1
OG0013415	Cg005G1722500	CP16_g55631_DN3_SP7_c.t1
OG0013416	Cg005G1722100	CP16_g55685_DN3_SP8_c.t1
OG0013417	Cg006G1870400	CP1_g38748_DN3_SP4_c.t1
OG0013418	Cg006G2000500	CP7_g45133_DN3_SP2_c.t1
OG0013419	Cg006G1879400	CP1_g39944_DN3_SP8_c.t1
OG0013420	Cg006G2002100	CP7_g45151_DN3_SP8_c.t1
OG0013421	Cg006G1885400	CP291_g50943_DN3_SP8_c.t1
OG0013422	Cg006G1884300	CP1_g40845_DN3_SP8_c.t1
OG0013423	Cg006G1868800	CP1_g39013_DN3_SP5_c.t1
OG0013424	Cg006G1869000	CP1_g39030_DN3_SP3_c.t1
OG0013425	Cg006G1903700	CP1_g41429_DN3_SP8_c.t1
OG0013426	Cg006G1911100	CP7_g44163_DN3_SP5_c.t1
OG0013427	Cg006G1912200	CP7_g44213_DN3_SP0_c.t1
OG0013428	Cg006G1915900	CP7_g44329_DN3_SP3_c.t1
OG0013429	Cg006G1915600	CP7_g44334_DN3_SP0_c.t1
OG0013430	Cg006G1916700	CP7_g44386_DN3_SP0_c.t1
OG0013431	Cg006G1923100, Cg006G1923200	CP7_g44459_DN2_SP0_c.t1
OG0013432	Cg006G1923900	CP7_g44465_DN3_SP0_c.t1
OG0013433	Cg006G1925700	CP7_g44484_DN3_SP3_c.t1
OG0013434	Cg006G1926000	CP7_g44487_DN3_SP1_c.t1
OG0013435	Cg007G2371400	CP5_g2123_DN3_SP0_c.t1, CP12_g30715_DN3_SP7_c.t1
OG0013436	Cg006G1933200	CP7_g44516_DN3_SP8_c.t1
OG0013437	Cg006G1935900	CP7_g44538_DN3_SP2_c.t1
OG0013438	Cg006G1936200	CP7_g44545_DN2_SP0_c.t1
OG0013439	Cg006G1936300	CP7_g44546_DN3_SP7_c.t1
OG0013440	Cg006G1937900	CP7_g44554_DN3_SP0_c.t1
OG0013441	Cg006G1938100	CP7_g44556_DN2_SP0_c.t1
OG0013442	Cg003G0784300	CP20_g4107_DN3_SP8_c.t1
OG0013443	Cg003G0791000	CP20_g3956_DN3_SP8_c.t1
OG0013444	Cg003G0777400	CP20_g4149_DN3_SP6_c.t1
OG0013445	Cg003G0776500	CP20_g4179_DN3_SP3_c.t1
OG0013446	Cg003G0776100	CP20_g4181_DN3_SP0_c.t1
OG0013447	Cg003G0773200	CP20_g4215_DN3_SP8_c.t1
OG0013448	Cg003G0767000	CP20_g4254_DN1_SP0_c.t1
OG0013449	Cg003G0765100	CP20_g4304_DN3_SP8_c.t1
OG0013450	Cg003G0764900	CP20_g4307_DN3_SP7_c.t1
OG0013452	Cg003G0760800	CP20_g4327_DN3_SP3_c.t1
OG0013453	Cg003G0760500	CP20_g4330_DN3_SP0_c.t1
OG0013454	Cg003G0759800	CP20_g4335_DN3_SP8_c.t1, CP59_g6668_DN2_SP0_c.t1
OG0013455	Cg008G2756200	CP8_g54421_DN3_SP8_c.t1
OG0013456	Cg008G2756500	CP8_g54418_DN3_SP3_c.t1
OG0013458	Cg008G2821000	CP2_g48540_DN3_SP8_c.t1
OG0013459	Cg008G2821800	CP2_g48548_DN3_SP7_c.t1
OG0013460	Cg008G2822000	CP2_g48550_DN3_SP0_c.t1
OG0013461	Cg008G2822200	CP2_g48552_DN3_SP0_c.t1
OG0013462	Cg008G2825500	CP2_g48577_DN3_SP6_c.t1
OG0013463	Cg008G2826300	CP2_g48583_DN3_SP8_c.t1
OG0013464	Cg008G2826700	CP2_g48588_DN3_SP2_c.t1
OG0013465	Cg008G2827100, Cg008G2827400	CP2_g48592_DN3_SP1_c.t1
OG0013466	Cg008G2827900	CP2_g48597_DN3_SP2_c.t1
OG0013467	Cg004G1354400	CP6_g7012_DN3_SP1_c.t1
OG0013468	Cg004G1438700	CP9_g28093_DN3_SP0_c.t1
OG0013469	Cg004G1439500	CP10_g43512_DN3_SP0_c.t1
OG0013470	Cg004G1443000	CP12_g29837_DN3_SP1_c.t1
OG0013471	Cg004G1445600	CP12_g29815_DN2_SP6_c.t1
OG0013472	Cg002G0565200	CP3_g14778_DN3_SP8_c.t1
OG0013473	Cg002G0570700	CP3_g14848_DN3_SP0_c.t1
OG0013474	Cg005G1450200	CP4_g23932_DN3_SP1_c.t1
OG0013475	Cg005G1450800	CP3_g14557_DN3_SP3_c.t1
OG0013476	Cg005G1451300	CP4_g23942_DN3_SP0_c.t1
OG0013477	Cg005G1451600	CP4_g23945_DN2_SP0_c.t1
OG0013478	Cg005G1452300	CP4_g23952_DN3_SP0_c.t1
OG0013479	Cg005G1453300	CP4_g23962_DN3_SP8_c.t1
OG0013480	Cg005G1453500	CP4_g23963_DN3_SP1_c.t1
OG0013481	Cg005G1454100	CP4_g23969_DN3_SP8_c.t1
OG0013482	Cg005G1454400	CP4_g23972_DN3_SP8_c.t1
OG0013483	Cg005G1456200	CP4_g23987_DN3_SP8_c.t1
OG0013484	Cg005G1456300	CP4_g23988_DN3_SP7_c.t1
OG0013485	Cg005G1456400	CP4_g23989_DN3_SP0_c.t1
OG0013486	Cg005G1458800	CP4_g24018_DN3_SP8_c.t1
OG0013487	Cg005G1458900	CP4_g24020_DN3_SP5_c.t1
OG0013488	Cg005G1459800	CP4_g24026_DN3_SP3_c.t1
OG0013489	Cg005G1461700	CP4_g24047_DN3_SP0_c.t1
OG0013491	Cg005G1463200	CP4_g24060_DN2_SP4_c.t1
OG0013492	Cg005G1463300	CP4_g24061_DN3_SP8_c.t1
OG0013493	Cg005G1463400	CP4_g24062_DN3_SP1_c.t1
OG0013494	Cg005G1464700	CP4_g24078_DN3_SP6_c.t1
OG0013495	Cg005G1465500	CP4_g24083_DN3_SP0_c.t1
OG0013496	Cg005G1465900	CP4_g24087_DN3_SP6_c.t1
OG0013497	Cg005G1466100	CP4_g24089_DN3_SP8_c.t1
OG0013498	Cg005G1466700	CP4_g24094_DN3_SP8_c.t1
OG0013499	Cg005G1467500	CP4_g24102_DN3_SP0_c.t1
OG0013500	Cg005G1469400	CP4_g24122_DN3_SP8_c.t1
OG0013501	Cg005G1469600	CP4_g24124_DN3_SP0_c.t1
OG0013502	Cg005G1470500	CP4_g24136_DN3_SP8_c.t1
OG0013503	Cg005G1470600	CP4_g24137_DN3_SP5_c.t1
OG0013504	Cg005G1473600	CP4_g24164_DN3_SP0_c.t1
OG0013505	Cg005G1474300	CP4_g24178_DN3_SP5_c.t1
OG0013506	Cg005G1476400	CP4_g24200_DN3_SP3_c.t1, CP16_g55204_DN3_SP1_c.t1
OG0013507	Cg005G1476800	CP4_g24204_DN3_SP8_c.t1
OG0013508	Cg005G1479500	CP2_g49332_DN3_SP0_c.t1, CP4_g24229_DN3_SP1_c.t1
OG0013510	Cg005G1483100	CP4_g24263_DN3_SP4_c.t1
OG0013511	Cg005G1483600	CP4_g24267_DN3_SP0_c.t1
OG0013512	Cg005G1483800	CP4_g24269_DN3_SP2_c.t1
OG0013513	Cg005G1485000	CP4_g24278_DN3_SP8_c.t1
OG0013514	Cg005G1485900	CP4_g24287_DN3_SP0_c.t1
OG0013515	Cg005G1486100	CP4_g24289_DN2_SP0_c.t1
OG0013516	Cg005G1486900	CP4_g24298_DN3_SP0_c.t1
OG0013518	Cg005G1489400	CP4_g24325_DN3_SP0_c.t1
OG0013519	Cg005G1492900	CP4_g24361_DN3_SP0_c.t1
OG0013520	Cg002G0570200	CP3_g14844_DN3_SP4_c.t1
OG0013521	Cg005G1494300	CP4_g24376_DN2_SP0_c.t1
OG0013522	Cg005G1495600	CP4_g24386_DN3_SP2_c.t1
OG0013523	Cg005G1497100	CP4_g24402_DN3_SP0_c.t1
OG0013525	Cg005G1499500	CP4_g24424_DN2_SP0_c.t1
OG0013526	Cg005G1499700	CP4_g24426_DN3_SP0_c.t1
OG0013527	Cg005G1500100	CP4_g24430_DN3_SP0_c.t1
OG0013528	Cg005G1502500	CP4_g24451_DN3_SP0_c.t1
OG0013529	Cg005G1503300	CP4_g24456_DN3_SP8_c.t1
OG0013530	Cg005G1503600	CP4_g24458_DN3_SP3_c.t1
OG0013531	Cg005G1506500	CP4_g24482_DN3_SP4_c.t1
OG0013532	Cg008G2850500, Cg008G2866000	CP2_g48741_DN3_SP8_c.t1
OG0013533	Cg005G1508200	CP4_g24498_DN3_SP5_c.t1
OG0013534	Cg005G1508600	CP4_g24502_DN3_SP7_c.t1
OG0013535	Cg005G1509500	CP4_g24513_DN3_SP4_c.t1
OG0013536	Cg005G1513800	CP4_g24555_DN3_SP8_c.t1
OG0013537	Cg005G1513700	CP4_g24554_DN3_SP8_c.t1
OG0013538	Cg005G1513600	CP4_g24553_DN2_SP3_c.t1
OG0013540	Cg005G1513300	CP4_g24551_DN3_SP3_c.t1
OG0013541	Cg005G1516600	CP4_g24582_DN3_SP8_c.t1
OG0013542	Cg005G1517000	CP4_g24586_DN3_SP0_c.t1
OG0013543	Cg004G1078200	CP10_g42162_DN3_SP5_c.t1
OG0013545	Cg004G1078600	CP10_g42166_DN3_SP0_c.t1
OG0013546	Cg004G1080100	CP10_g42182_DN3_SP0_c.t1
OG0013547	Cg003G0819000	CP30_g9994_DN3_SP8_c.t1
OG0013548	Cg004G1083800	CP10_g42216_DN3_SP3_c.t1
OG0013549	Cg004G1085500	CP10_g42238_DN3_SP0_c.t1
OG0013551	Cg004G1088800	CP10_g42265_DN3_SP2_c.t1
OG0013552	Cg004G1091300	CP10_g42289_DN3_SP7_c.t1
OG0013553	Cg004G1094500	CP10_g42324_DN3_SP0_c.t1
OG0013554	Cg004G1095000	CP10_g42329_DN3_SP0_c.t1
OG0013555	Cg004G1097100	CP10_g42348_DN3_SP6_c.t1
OG0013556	Cg004G1097800	CP10_g42356_DN3_SP7_c.t1
OG0013557	Cg004G1098400	CP10_g42361_DN3_SP0_c.t1
OG0013558	Cg004G1098500	CP10_g42362_DN3_SP8_c.t1
OG0013559	Cg004G1098600	CP10_g42363_DN3_SP5_c.t1
OG0013560	Cg004G1099500	CP10_g42372_DN3_SP3_c.t1
OG0013561	Cg004G1100100	CP10_g42383_DN3_SP0_c.t1
OG0013562	Cg004G1100300	CP10_g42386_DN3_SP6_c.t1
OG0013563	Cg004G1103800	CP10_g42423_DN3_SP0_c.t1
OG0013564	Cg004G1104300	CP10_g42428_DN3_SP0_c.t1
OG0013565	Cg004G1105800	CP10_g42441_DN3_SP0_c.t1
OG0013566	Cg004G1105900	CP10_g42442_DN3_SP4_c.t1
OG0013567	Cg004G1106800	CP10_g42452_DN2_SP0_c.t1
OG0013568	Cg004G1106900	CP10_g42453_DN3_SP8_c.t1
