Orthogroup	Cardamine_glauca	Alyssum_gmelinii
OG0014390	Cg006G2003900	Ag055G4926700
OG0014391	Cg002G0548800	Ag055G4930700
OG0014392	Cg002G0549500	Ag055G4931300
OG0014393	Cg002G0549700	Ag055G4932000, Ag055G4932100
OG0014394	Cg002G0697100	Ag074G5266400, Ag035G4082400
OG0014395	Cg002G0696400	Ag011G1166500, Ag074G5267700
OG0014396	Cg002G0686600	Ag074G5272200
OG0014397	Cg001G0376700	Ag005G0787500
OG0014399	Cg001G0375600	Ag005G0789200
OG0014400	Cg001G0095900	Ag047G4548100
OG0014401	Cg001G0309500	Ag013G1342500
OG0014402	Cg006G1857300	Ag013G1344000
OG0014403	Cg008G2743200	Ag013G1344800
OG0014405	Cg008G2740400	Ag013G1355700
OG0014406	Cg008G2740200	Ag013G1355900
OG0014407	Cg008G2739500	Ag013G1358400
OG0014409	Cg008G2737800	Ag013G1364700
OG0014410	Cg008G2737300	Ag013G1365300
OG0014411	Cg008G2736200	Ag013G1369100
OG0014412	Cg008G2732700	Ag013G1375000
OG0014413	Cg008G2732500	Ag013G1375200
OG0014414	Cg008G2732100	Ag013G1376500
OG0014415	Cg008G2731400	Ag013G1380700, Ag013G1380600
OG0014416	Cg008G2730300	Ag013G1383200
OG0014418	Cg008G2725800	Ag013G1396200
OG0014419	Cg008G2873300	Ag013G1397400
OG0014420	Cg008G2721500	Ag013G1407200
OG0014421	Cg001G0118000	Ag013G1409200
OG0014422	Cg008G2719600	Ag013G1412000
OG0014423	Cg008G2718900	Ag013G1413500
OG0014424	Cg008G2718200	Ag013G1416400
OG0014425	Cg008G2716700	Ag013G1419000
OG0014426	Cg008G2714200	Ag013G1425000
OG0014427	Cg008G2714000	Ag013G1425500
OG0014428	Cg008G2713900	Ag013G1425600
OG0014429	Cg008G2712000	Ag013G1433900
OG0014430	Cg008G2710800	Ag013G1439000
OG0014431	Cg008G2710600	Ag013G1441200
OG0014432	Cg008G2709800	Ag013G1442200
OG0014433	Cg001G0273300	Ag013G1443100
OG0014434	Cg008G2709600	Ag013G1443300
OG0014435	Cg008G2709400	Ag013G1443900
OG0014436	Cg008G2709200	Ag013G1444700
OG0014437	Cg008G2708100	Ag013G1446200
OG0014438	Cg008G2706800	Ag013G1448600
OG0014439	Cg008G2706100	Ag013G1450300
OG0014440	Cg008G2705400	Ag013G1452000
OG0014441	Cg008G2704900	Ag013G1452500
OG0014442	Cg008G2704600	Ag013G1452800
OG0014443	Cg008G2702600	Ag013G1455700
OG0014444	Cg008G2702500	Ag013G1455800
OG0014445	Cg008G2702000	Ag013G1456300
OG0014446	Cg008G2701400	Ag013G1459600
OG0014447	Cg008G2698000	Ag013G1467000
OG0014448	Cg008G2697900	Ag013G1467100
OG0014449	Cg008G2694900	Ag013G1476700
OG0014450	Cg008G2692900	Ag013G1480400
OG0014451	Cg003G0890700	Ag013G1482300, Ag013G1483100
OG0014453	Cg008G2689900	Ag013G1487200
OG0014454	Cg008G2688800	Ag013G1488700
OG0014455	Cg008G2688500	Ag013G1489300
OG0014456	Cg008G2684900	Ag013G1497200
OG0014457	Cg008G2684200	Ag013G1498400, Ag013G1498200
OG0014458	Cg001G0115900	Ag013G1499600
OG0014459	Cg008G2683100	Ag013G1499800, Ag013G1500000
OG0014460	Cg002G0639400	Ag013G1504300
OG0014461	Cg008G2680600	Ag013G1504500
OG0014462	Cg008G2679900	Ag013G1506400
OG0014463	Cg008G2678400	Ag013G1511400
OG0014464	Cg008G2677900	Ag013G1513000
OG0014465	Cg008G2677800	Ag013G1513100
OG0014466	Cg008G2677600	Ag013G1513300
OG0014467	Cg008G2676500	Ag013G1514900
OG0014468	Cg008G2676200	Ag013G1515200
OG0014469	Cg008G2675900	Ag013G1515800
OG0014470	Cg008G2674200	Ag013G1519500
OG0014471	Cg008G2674100	Ag013G1519600
OG0014472	Cg008G2673600	Ag013G1521000
OG0014473	Cg008G2672900	Ag013G1522500
OG0014474	Cg008G2672800	Ag013G1522600
OG0014475	Cg008G2672400	Ag013G1523600
OG0014476	Cg008G2670900	Ag013G1526000
OG0014477	Cg008G2668900	Ag013G1529100
OG0014479	Cg008G2668100	Ag013G1530600
OG0014480	Cg008G2666800	Ag013G1533200
OG0014482	Cg008G2663100	Ag013G1542400
OG0014483	Cg008G2661800	Ag013G1545200
OG0014484	Cg008G2661700	Ag013G1545300
OG0014485	Cg008G2659300	Ag013G1549500
OG0014486	Cg008G2658400	Ag013G1551200
OG0014487	Cg008G2657800	Ag013G1552600
OG0014488	Cg008G2656500	Ag013G1554600
OG0014489	Cg004G1320500	Ag013G1556100
OG0014490	Cg008G2655300	Ag013G1556900
OG0014491	Cg008G2655000	Ag013G1557200
OG0014493	Cg008G2652300	Ag013G1562000
OG0014494	Cg008G2651000	Ag013G1563100
OG0014495	Cg008G2648200	Ag013G1568400
OG0014496	Cg008G2647100	Ag013G1570700
OG0014497	Cg003G0870300, Cg003G0727600	Ag013G1571600
OG0014498	Cg001G0152700	Ag013G1577800
OG0014499	Cg001G0153200	Ag013G1578600
OG0014500	Cg001G0154300	Ag013G1579700
OG0014501	Cg001G0154500	Ag013G1579900
OG0014502	Cg001G0155800	Ag013G1581700
OG0014503	Cg001G0156300	Ag013G1581900
OG0014504	Cg001G0156800	Ag013G1582300
OG0014505	Cg005G1699600	Ag013G1582700
OG0014506	Cg002G0570300	Ag013G1584400
OG0014507	Cg005G1690500	Ag013G1584500
OG0014508	Cg005G1684700	Ag013G1585000
OG0014509	Cg005G1688700	Ag013G1585100
OG0014510	Cg005G1687500	Ag013G1585300
OG0014511	Cg005G1685600	Ag013G1586300
OG0014512	Cg005G1685300	Ag013G1586400
OG0014513	Cg005G1684000	Ag013G1587000
OG0014514	Cg005G1683600	Ag013G1587100
OG0014515	Cg005G1677900	Ag013G1590400
OG0014516	Cg005G1675500	Ag013G1590900
OG0014517	Cg005G1671700	Ag013G1593400
OG0014518	Cg005G1670800	Ag013G1593700
OG0014519	Cg005G1670500	Ag013G1593800
OG0014520	Cg005G1662900	Ag013G1596500
OG0014521	Cg005G1658900	Ag013G1598700
OG0014522	Cg005G1658100	Ag013G1599500
OG0014523	Cg005G1656600	Ag013G1601400
OG0014524	Cg005G1656200	Ag013G1601800
OG0014525	Cg005G1655400	Ag013G1602400
OG0014526	Cg005G1655000	Ag013G1602700
OG0014527	Cg005G1654300	Ag013G1603800
OG0014528	Cg005G1653200	Ag013G1604400
OG0014529	Cg005G1652600	Ag013G1604900
OG0014530	Cg005G1651200	Ag013G1606500
OG0014531	Cg005G1650000	Ag013G1607500
OG0014532	Cg005G1649500	Ag013G1608200
OG0014533	Cg005G1648800	Ag013G1608800
OG0014534	Cg005G1648600	Ag013G1608900
OG0014535	Cg005G1646600	Ag013G1610900
OG0014536	Cg005G1643200	Ag013G1613700
OG0014537	Cg005G1642900	Ag013G1614000
OG0014538	Cg005G1638600	Ag013G1620700
OG0014539	Cg005G1637600	Ag013G1621800
OG0014540	Cg005G1637300	Ag013G1622000
OG0014541	Cg005G1634200	Ag013G1624500
OG0014542	Cg005G1632800	Ag013G1625700
OG0014544	Cg005G1631400	Ag013G1631600
OG0014545	Cg005G1630200	Ag013G1633000
OG0014546	Cg005G1629700	Ag013G1633400
OG0014547	Cg005G1624200	Ag013G1639800
OG0014548	Cg008G2781600	Ag013G1643600
OG0014549	Cg002G0446900	Ag013G1645500
OG0014550	Cg005G1619100	Ag013G1645800
OG0014551	Cg005G1619000	Ag013G1645900
OG0014552	Cg005G1618800	Ag013G1646000
OG0014553	Cg005G1617600	Ag013G1647800
OG0014554	Cg005G1617300, Cg005G1617400	Ag013G1648600, Ag013G1648700, Ag031G3409100
OG0014555	Cg001G0161700	Ag013G1650400
OG0014556	Cg005G1613900	Ag013G1654400
OG0014557	Cg005G1613200	Ag013G1655500
OG0014558	Cg005G1612200	Ag013G1656900
OG0014559	Cg005G1611900	Ag013G1658300
OG0014560	Cg005G1611500	Ag013G1659000
OG0014561	Cg005G1606800, Cg006G2215500	Ag013G1660300
OG0014562	Cg005G1608100	Ag013G1661600
OG0014563	Cg005G1609600	Ag013G1663600
OG0014564	Cg005G1610200	Ag013G1664900
OG0014565	Cg005G1605200	Ag013G1668000
OG0014566	Cg005G1605000	Ag013G1668400
OG0014567	Cg005G1603700	Ag013G1670200
OG0014568	Cg005G1603600	Ag013G1670300
OG0014569	Cg005G1598700	Ag013G1675300
OG0014570	Cg008G2929600	Ag013G1677900
OG0014571	Cg008G2933700	Ag013G1681000
OG0014572	Cg008G2934900	Ag013G1682600
OG0014573	Cg008G2935200	Ag013G1682700
OG0014574	Cg008G2935400	Ag013G1682900
OG0014575	Cg008G2935600	Ag013G1683100
OG0014576	Cg008G2936600	Ag013G1684700
OG0014577	Cg008G2937400	Ag013G1685400
OG0014578	Cg008G2941100	Ag013G1688300
OG0014579	Cg008G2941200	Ag013G1688400
OG0014580	Cg008G2941400	Ag013G1688600
OG0014581	Cg008G2942200	Ag013G1689300
OG0014582	Cg001G0151000	Ag013G1694200
OG0014583	Cg001G0150400	Ag013G1694700
OG0014584	Cg001G0150000	Ag013G1695400
OG0014585	Cg001G0149300	Ag013G1696600
OG0014586	Cg001G0149200	Ag013G1696700
OG0014589	Cg006G1856000	Ag013G1702600
OG0014590	Cg006G1856400	Ag013G1703000
OG0014591	Cg006G1857000, Cg006G1856700	Ag013G1703800
OG0014592	Cg006G1860300	Ag013G1705500
OG0014593	Cg006G1860800, Cg006G1861100	Ag013G1706000
OG0014594	Cg006G1999500	Ag013G1707100
OG0014595	Cg006G1870800	Ag013G1707200
OG0014596	Cg007G2537600	Ag048G4654700, Ag013G1707800
OG0014597	Cg006G1871400	Ag013G1708200
OG0014598	Cg006G1872500	Ag013G1708700
OG0014599	Cg006G1865100	Ag013G1709600
OG0014600	Cg006G1864600	Ag013G1710100
OG0014601	Cg006G1998200	Ag013G1713300
OG0014602	Cg006G1998100	Ag013G1713400
OG0014603	Cg006G1997400	Ag013G1714100
OG0014604	Cg006G1996800	Ag013G1715000
OG0014605	Cg006G1995000	Ag013G1716900
OG0014606	Cg006G1993500	Ag013G1718100
OG0014607	Cg006G1991900	Ag013G1720300
OG0014608	Cg006G1991800	Ag013G1720400
OG0014609	Cg006G1990900	Ag013G1721400
OG0014610	Cg006G1987100	Ag013G1726100
OG0014611	Cg006G1984800	Ag013G1728500
OG0014612	Cg006G1980600	Ag013G1730700
OG0014613	Cg006G1979300	Ag013G1732600
OG0014614	Cg006G1978400	Ag013G1734200
OG0014615	Cg006G1976000	Ag013G1736400
OG0014616	Cg006G1975300	Ag013G1737500
OG0014617	Cg006G1974200	Ag013G1740200
OG0014618	Cg006G1973500	Ag013G1741000
OG0014619	Cg006G1973300	Ag013G1741200
OG0014620	Cg006G1969400	Ag013G1745700
OG0014621	Cg006G1969200	Ag013G1746000
OG0014622	Cg006G1969100	Ag013G1746200
OG0014623	Cg001G0158400	Ag013G1746600
OG0014624	Cg006G1968300	Ag013G1747200
OG0014625	Cg006G1968000	Ag013G1747800
OG0014626	Cg006G1967700	Ag013G1748300
OG0014627	Cg006G1965000	Ag013G1752100
OG0014628	Cg006G1964600	Ag013G1752300
OG0014629	Cg006G1964000	Ag013G1752900
OG0014630	Cg006G1962800	Ag013G1753900
OG0014631	Cg006G1962200	Ag013G1754900
OG0014632	Cg006G1962100	Ag013G1755000
OG0014633	Cg006G1960500	Ag013G1757100
OG0014634	Cg006G1959900	Ag013G1758000
OG0014635	Cg006G1958600	Ag013G1758400
OG0014636	Cg006G1958300	Ag013G1758800
OG0014637	Cg006G1958000	Ag013G1759100
OG0014638	Cg006G1955700	Ag013G1761300
OG0014639	Cg006G1955600	Ag013G1761400
OG0014640	Cg006G1955500	Ag013G1761500
OG0014641	Cg006G1953900	Ag013G1763000
OG0014642	Cg006G1951900	Ag013G1765000
OG0014643	Cg006G1951400	Ag013G1765100
OG0014644	Cg006G1950700	Ag013G1766100
OG0014645	Cg006G1950300	Ag013G1766600
OG0014646	Cg006G1949900	Ag013G1767000
OG0014647	Cg006G1947100	Ag013G1769000
OG0014648	Cg002G0683700	Ag062G5051900
OG0014649	Cg002G0683000	Ag062G5052400
OG0014650	Cg002G0681200	Ag062G5057300
OG0014651	Cg002G0680100	Ag062G5059500
OG0014652	Cg002G0677400	Ag062G5061400
OG0014653	Cg001G0154700	Ag062G5061500
OG0014654	Cg002G0677200	Ag062G5061900
OG0014655	Cg002G0675800	Ag062G5064300
OG0014656	Cg002G0675600	Ag062G5065200
OG0014657	Cg003G1060900	Ag004G0419000
OG0014658	Cg003G1060600	Ag004G0419300
OG0014659	Cg003G1058600	Ag004G0421100
OG0014660	Cg003G1056300	Ag004G0423700
OG0014661	Cg003G1056100	Ag004G0424000
OG0014662	Cg003G1056000	Ag004G0424200
OG0014663	Cg003G1055700	Ag004G0424600
OG0014664	Cg003G1055600	Ag004G0424700
OG0014665	Cg003G1054200	Ag004G0426300
OG0014666	Cg003G1053900	Ag004G0426600
OG0014667	Cg003G1053700	Ag004G0426800
OG0014668	Cg003G1052300	Ag004G0428800
OG0014669	Cg003G1051700	Ag004G0429700
OG0014670	Cg003G1051600	Ag004G0429800
OG0014671	Cg003G1051100	Ag004G0430600
OG0014672	Cg003G1049800	Ag004G0432200
OG0014673	Cg003G1048100	Ag004G0434100, Ag004G0433700
OG0014674	Cg003G1047400	Ag004G0435200
OG0014675	Cg003G1041900	Ag004G0440800
OG0014676	Cg003G1042300	Ag004G0441300
OG0014677	Cg003G1043900	Ag004G0442400
OG0014678	Cg003G1040900	Ag004G0446500
OG0014679	Cg003G1040400	Ag004G0447200
OG0014680	Cg003G1039000	Ag004G0448600
OG0014681	Cg003G1038100	Ag004G0449700
OG0014682	Cg003G1037400	Ag004G0450600
OG0014683	Cg003G1036100	Ag004G0452700
OG0014684	Cg003G1035800	Ag004G0453000
OG0014685	Cg003G1035700	Ag004G0453100
OG0014686	Cg003G1035000	Ag004G0453800
OG0014687	Cg003G1033900	Ag004G0454900
OG0014688	Cg003G1032900	Ag004G0456200
OG0014689	Cg003G1032300	Ag004G0456800
OG0014690	Cg003G1030500	Ag004G0459300
OG0014691	Cg003G1030100	Ag004G0459700
OG0014692	Cg003G1029800	Ag004G0460400
OG0014693	Cg003G1027000	Ag004G0465400
OG0014694	Cg003G1024900	Ag004G0468200
OG0014695	Cg003G1024800	Ag004G0468300
OG0014696	Cg003G1024700	Ag004G0469700
OG0014697	Cg003G1024500	Ag004G0469900
OG0014698	Cg003G1024400	Ag004G0470000
OG0014699	Cg004G1409500	Ag004G0470100
OG0014700	Cg003G1023500	Ag004G0471200
OG0014701	Cg003G1022100	Ag004G0472800
OG0014702	Cg003G1021900	Ag004G0473200
OG0014703	Cg003G1021700	Ag004G0473400
OG0014704	Cg003G1021000	Ag004G0475400
OG0014705	Cg003G1020900	Ag004G0475600
OG0014706	Cg003G1017900	Ag004G0478900
OG0014707	Cg003G1016200	Ag004G0482000
OG0014708	Cg003G1014000	Ag004G0486200
OG0014709	Cg003G1013900	Ag004G0486300
OG0014710	Cg003G1012000	Ag004G0488200
OG0014711	Cg003G1011700	Ag004G0488700
OG0014712	Cg003G1011600	Ag004G0488900
OG0014713	Cg003G1011300	Ag004G0489500
OG0014714	Cg003G1009800	Ag004G0490300
OG0014715	Cg003G1009600	Ag004G0490500
OG0014717	Cg003G1007400	Ag004G0495200
OG0014718	Cg003G1006600	Ag004G0496200
OG0014719	Cg003G1005500	Ag004G0497300
OG0014720	Cg003G1004600	Ag004G0499300
OG0014721	Cg003G1003400	Ag004G0500800
OG0014722	Cg003G1001900	Ag004G0503300
OG0014723	Cg002G0658500	Ag004G0505700
OG0014724	Cg003G1000100	Ag004G0505800
OG0014725	Cg003G0999900	Ag004G0506100
OG0014726	Cg003G0999000	Ag004G0508000
OG0014727	Cg008G2788400	Ag004G0510700
OG0014729	Cg008G2792100	Ag004G0516000
OG0014730	Cg008G2793700	Ag004G0518400
OG0014731	Cg008G2793900	Ag004G0519000
OG0014732	Cg008G2795000	Ag004G0520200
OG0014733	Cg006G1870500	Ag004G0521200
OG0014734	Cg008G2797100	Ag004G0524100
OG0014735	Cg002G0570400	Ag004G0525900
OG0014736	Cg008G2799200	Ag004G0526900
OG0014737	Cg008G2799300	Ag004G0527000
OG0014738	Cg008G2799400	Ag004G0527100
OG0014739	Cg008G2799700	Ag004G0527400
OG0014740	Cg008G2799900	Ag004G0527600
OG0014741	Cg008G2800200	Ag004G0528300
OG0014742	Cg008G2801500	Ag004G0529800
OG0014743	Cg008G2801600	Ag004G0529900
OG0014744	Cg003G0802400	Ag004G0530200
OG0014745	Cg008G2801700	Ag004G0530300
OG0014746	Cg008G2802300	Ag004G0532500
OG0014747	Cg008G2803600	Ag004G0533900
OG0014748	Cg008G2804400	Ag004G0534700
OG0014749	Cg008G2804500	Ag004G0534800
OG0014750	Cg008G2804900	Ag004G0535400
OG0014751	Cg008G2805400	Ag004G0536400
OG0014752	Cg008G2808900	Ag004G0541600
OG0014753	Cg008G2815300	Ag004G0548700
OG0014754	Cg008G2816700	Ag004G0549900
OG0014755	Cg008G2817000	Ag004G0550200
OG0014756	Cg008G2817200	Ag004G0550400
OG0014757	Cg008G2818200	Ag004G0551600
OG0014758	Cg008G2758500	Ag004G0554200
OG0014759	Cg008G2760600	Ag004G0554900
OG0014760	Cg008G2763600	Ag004G0558200
OG0014761	Cg008G2765400	Ag004G0562300
OG0014762	Cg008G2766000	Ag004G0562900
OG0014763	Cg008G2767400	Ag004G0565800
OG0014764	Cg008G2768800	Ag004G0568000
OG0014765	Cg008G2769000	Ag004G0568500
OG0014766	Cg008G2769100	Ag004G0568600
OG0014767	Cg008G2770200	Ag004G0571300
OG0014768	Cg008G2770300	Ag004G0571400
OG0014769	Cg008G2770900	Ag004G0572100
OG0014770	Cg008G2773500	Ag004G0579100
OG0014771	Cg008G2774900	Ag004G0581600
OG0014772	Cg008G2776500	Ag004G0583500
OG0014773	Cg008G2778200	Ag004G0585900
OG0014774	Cg008G2779000	Ag004G0586900
OG0014775	Cg008G2779100	Ag004G0587000
OG0014776	Cg006G2036800	Ag004G0588800, Ag034G4032100
OG0014777	Cg008G2780600	Ag004G0592600
OG0014778	Cg008G2781900	Ag004G0594700
OG0014779	Cg008G2782000	Ag004G0594800
OG0014780	Cg008G2782800	Ag004G0595900
OG0014781	Cg008G2784400	Ag004G0600700
OG0014782	Cg008G2785500	Ag004G0602500
OG0014783	Cg004G1317200	Ag029G3094900, Ag004G0605100
OG0014784	Cg008G2785800	Ag004G0605200
OG0014785	Cg008G2785900	Ag004G0605300
OG0014786	Cg008G2911400, Cg011G3013500	Ag004G0606200
OG0014787	Cg003G0919700	Ag004G0607200
OG0014788	Cg003G0997800	Ag004G0612000
OG0014790	Cg003G0996400	Ag004G0614500
OG0014791	Cg003G0996100	Ag004G0614900
OG0014792	Cg003G0995900	Ag004G0615200
OG0014793	Cg003G0992800	Ag004G0624200
OG0014795	Cg003G0988900	Ag004G0632400
OG0014796	Cg003G0988200	Ag004G0634300
OG0014797	Cg003G0984700	Ag004G0642200
OG0014798	Cg001G0352000	Ag004G0642500
OG0014799	Cg003G0984200	Ag004G0642800
OG0014800	Cg003G0983800	Ag004G0644300
OG0014802	Cg003G0982400	Ag004G0648000
OG0014804	Cg003G0980800	Ag004G0652700
OG0014805	Cg003G0977000	Ag004G0661700
OG0014806	Cg003G0976000	Ag004G0663500
OG0014807	Cg003G0975500	Ag004G0664600
OG0014808	Cg003G0975400	Ag004G0664700
OG0014809	Cg003G0974300	Ag004G0666000
OG0014810	Cg003G0973000	Ag004G0667800
OG0014811	Cg003G0972300	Ag004G0669700
OG0014812	Cg003G0972100	Ag004G0669900
OG0014813	Cg003G0971500	Ag004G0671000
OG0014814	Cg003G0971300	Ag004G0671200
OG0014815	Cg003G0966100	Ag004G0671400
OG0014816	Cg003G0971100	Ag004G0671500
OG0014817	Cg003G0970900	Ag004G0671800
OG0014818	Cg003G0969200	Ag004G0673900
OG0014819	Cg003G0969000	Ag004G0677400
OG0014821	Cg003G0967300	Ag004G0680400
OG0014822	Cg003G0967000	Ag004G0681000
OG0014823	Cg003G0966700	Ag004G0681800
OG0014824	Cg003G0966500	Ag004G0682100
OG0014825	Cg003G0964400	Ag004G0691000
OG0014826	Cg003G0964100	Ag004G0691800
OG0014827	Cg002G0690400	Ag004G0695200
OG0014828	Cg004G1418300	Ag004G0696600
OG0014829	Cg004G1388000, Cg004G1379600	Ag004G0696700
OG0014830	Cg003G0960100	Ag004G0698600
OG0014831	Cg003G0960200	Ag004G0698700
OG0014832	Cg003G0961600	Ag004G0701300
OG0014833	Cg003G0956200	Ag004G0710600
OG0014834	Cg003G0956100	Ag004G0710700
OG0014835	Cg003G0955000	Ag004G0712100
OG0014836	Cg003G0950500	Ag004G0722400
OG0014838	Cg003G0949200	Ag004G0727500
OG0014839	Cg003G0946300	Ag004G0729000, Ag004G0735000
OG0014840	Cg003G0947900	Ag004G0731500
OG0014841	Cg003G0947700	Ag004G0732100
OG0014842	Cg003G0947400	Ag004G0732700
OG0014844	Cg003G0947000	Ag004G0733300
OG0014845	Cg003G0946400	Ag004G0734500
OG0014846	Cg003G0944700	Ag004G0737200
OG0014847	Cg003G0943600	Ag004G0739600
OG0014848	Cg003G0943000	Ag004G0740700
OG0014849	Cg003G0936900	Ag004G0753600
OG0014850	Cg002G0532000	Ag004G0758600
OG0014851	Cg002G0533800	Ag004G0760700
OG0014852	Cg002G0534800	Ag004G0762100
OG0014853	Cg002G0536100	Ag004G0766200
OG0014854	Cg002G0537800	Ag004G0769400
OG0014855	Cg002G0537900	Ag004G0769600
OG0014856	Cg002G0539600	Ag004G0772800
OG0014857	Cg007G2367100	Ag022G2633900
OG0014858	Cg014G3031000, Cg003G0723700	Ag022G2639900
OG0014859	Cg008G2646900	Ag022G2652100
OG0014860	Cg008G2645900	Ag022G2654100
OG0014861	Cg005G1540200	Ag039G4253000, Ag022G2656000
OG0014862	Cg008G2643600	Ag022G2665600
OG0014863	Cg008G2642500	Ag022G2670600
OG0014864	Cg008G2641000	Ag022G2673900
OG0014865	Cg008G2640700	Ag022G2674800
OG0014866	Cg008G2640000	Ag022G2676800
OG0014867	Cg008G2639600	Ag022G2677500
OG0014869	Cg008G2635800	Ag022G2686300
OG0014870	Cg007G2386200	Ag022G2692200
OG0014871	Cg008G2632900	Ag022G2697100
OG0014872	Cg008G2632800	Ag022G2697300
OG0014873	Cg001G0162200	Ag022G2701200
OG0014874	Cg008G2631600	Ag022G2703400
OG0014875	Cg008G2631500	Ag022G2703500
OG0014876	Cg008G2631400	Ag022G2703600
OG0014877	Cg008G2631100	Ag022G2703800
OG0014878	Cg008G2630900	Ag022G2704300
OG0014879	Cg008G2630000	Ag022G2706000
OG0014880	Cg008G2629800	Ag022G2706600
OG0014881	Cg008G2629500	Ag022G2707500
OG0014882	Cg008G2628700	Ag022G2708400
OG0014883	Cg008G2628500	Ag022G2708800
OG0014884	Cg008G2625900	Ag022G2714800
OG0014885	Cg008G2624600	Ag022G2718400
OG0014886	Cg008G2624500	Ag022G2718500
OG0014887	Cg008G2623900	Ag022G2719100
OG0014888	Cg008G2623300	Ag022G2720300
OG0014889	Cg008G2621600	Ag022G2724100
OG0014890	Cg008G2621300	Ag022G2724400
OG0014891	Cg008G2619600	Ag022G2726900
OG0014892	Cg008G2618200	Ag022G2731600
OG0014893	Cg002G0686000	Ag022G2731900, Ag024G2880700, Ag014G1912100
OG0014894	Cg008G2617400	Ag022G2732200
OG0014895	Cg008G2616400	Ag022G2733100
OG0014896	Cg008G2615400	Ag022G2734000
OG0014897	Cg008G2614700	Ag022G2735300
OG0014898	Cg008G2614600	Ag022G2735400
OG0014899	Cg008G2613900	Ag022G2737900
OG0014900	Cg008G2612800	Ag022G2739300
OG0014901	Cg008G2612300	Ag022G2740000
OG0014902	Cg008G2611300	Ag022G2742700
OG0014903	Cg008G2611000	Ag022G2743400
OG0014905	Cg001G0315900	Ag022G2744800
OG0014906	Cg008G2608300	Ag022G2748400
OG0014907	Cg008G2607900	Ag022G2749200
OG0014908	Cg008G2607800	Ag022G2749500
OG0014909	Cg008G2607500	Ag022G2749800
OG0014910	Cg008G2605900	Ag022G2753400
OG0014911	Cg008G2604700	Ag022G2756100
OG0014912	Cg008G2604100	Ag022G2757300
OG0014913	Cg008G2602300	Ag022G2760400
OG0014914	Cg008G2599800	Ag022G2767200
OG0014915	Cg008G2599700	Ag022G2767300
OG0014916	Cg008G2599400	Ag022G2768800
OG0014917	Cg008G2598400	Ag022G2770900
OG0014918	Cg008G2595700	Ag022G2774200
OG0014919	Cg008G2594700	Ag022G2777100
OG0014920	Cg008G2594300	Ag022G2777600
OG0014921	Cg008G2594200	Ag022G2777700
OG0014922	Cg008G2593100	Ag022G2779500
OG0014923	Cg008G2592900	Ag022G2779700
OG0014924	Cg008G2592500	Ag022G2781600
OG0014926	Cg008G2591900	Ag022G2783000
OG0014927	Cg008G2591500	Ag022G2783800
OG0014928	Cg008G2590400	Ag022G2785700
OG0014929	Cg008G2589200	Ag022G2787800
OG0014930	Cg008G2589000	Ag022G2788000
OG0014931	Cg008G2588700	Ag022G2788300
OG0014932	Cg008G2588500	Ag022G2788500
OG0014933	Cg008G2588300	Ag022G2788700
OG0014934	Cg008G2587900	Ag022G2789200
OG0014935	Cg008G2587800	Ag022G2789300
OG0014936	Cg008G2587200	Ag022G2790200
OG0014937	Cg008G2587000	Ag022G2790400
OG0014938	Cg008G2586400	Ag022G2791200, Ag011G1247900
OG0014939	Cg008G2584200	Ag022G2794900
OG0014940	Cg008G2584000	Ag022G2795200
OG0014941	Cg008G2583900	Ag022G2795300
OG0014942	Cg008G2583600	Ag022G2795700
OG0014943	Cg004G1145400	Ag022G2796000
OG0014944	Cg008G2583300	Ag022G2796400
OG0014945	Cg001G0380500	Ag075G5288900
OG0014946	Cg001G0385100	Ag075G5295400
OG0014947	Cg001G0386300	Ag075G5296900
OG0014948	Cg001G0389100	Ag075G5301500
OG0014949	Cg007G2579700	Ag048G4554000
OG0014950	Cg007G2580200	Ag048G4554600
OG0014951	Cg007G2580800	Ag048G4556400
OG0014952	Cg007G2582500	Ag048G4557400
OG0014953	Cg007G2582300	Ag048G4557600
OG0014954	Cg007G2582200	Ag048G4557700
OG0014955	Cg007G2581800	Ag048G4558300
OG0014956	Cg007G2579400	Ag048G4559100
OG0014957	Cg007G2578700	Ag048G4560500
OG0014958	Cg007G2577700	Ag048G4561900
OG0014959	Cg007G2576600	Ag048G4563200
OG0014960	Cg007G2576300	Ag048G4563900
OG0014961	Cg007G2575600	Ag048G4565100
OG0014962	Cg007G2573300	Ag048G4572700
OG0014963	Cg007G2569600	Ag048G4579200
OG0014964	Cg007G2569100	Ag048G4580600
OG0014965	Cg008G2828000	Ag048G4582900
OG0014966	Cg007G2566800	Ag048G4584800
OG0014967	Cg007G2565800	Ag048G4587500
OG0014968	Cg007G2565500	Ag048G4587800
OG0014969	Cg006G2004200	Ag048G4590500
OG0014970	Cg007G2563100	Ag048G4591500
OG0014971	Cg007G2563000	Ag048G4591600
OG0014972	Cg007G2562300	Ag048G4592400
OG0014973	Cg005G1714300	Ag048G4593200
OG0014974	Cg007G2561100	Ag048G4594000
OG0014975	Cg007G2560500	Ag048G4595400
OG0014976	Cg007G2560200	Ag048G4595700
OG0014977	Cg007G2560100	Ag048G4595800
OG0014978	Cg007G2559000	Ag048G4597900
OG0014979	Cg007G2558600	Ag048G4598500
OG0014980	Cg007G2557000	Ag048G4605500
OG0014981	Cg007G2550700	Ag048G4621200
OG0014982	Cg007G2550500	Ag048G4621600
OG0014983	Cg007G2549900	Ag048G4622300
OG0014984	Cg007G2548200	Ag048G4629400
