Orthogroup	Cardamine_glauca	Raphanus_sativus
OG0018038	Cg001G0126800	XP_018470294.1
OG0018039	Cg001G0124300	XP_018458829.1
OG0018040	Cg001G0123100	XP_018485030.1
OG0018043	Cg006G2233100	XP_018441218.1
OG0018044	Cg006G2179800	XP_018438878.1
OG0018045	Cg006G2164400	XP_018436527.1
OG0018046	Cg006G2156000	XP_018489021.1
OG0018047	Cg006G2137800	XP_018449402.1
OG0018050	Cg006G2078200	XP_018464684.1, XP_018458998.1
OG0018051	Cg006G2035100	XP_018437941.1
OG0018052	Cg006G2022800	XP_018491692.1
OG0018053	Cg006G2018600	XP_018470427.1
OG0018054	Cg006G2015500	XP_018484184.1
OG0018055	Cg006G1972100	XP_018450027.1, XP_018485893.1
OG0018056	Cg006G1946600	XP_018488596.1
OG0018058	Cg006G1881100	XP_018453204.1
OG0018059	Cg006G1887000	XP_018448959.1, XP_018448730.1
OG0018060	Cg006G1869700	XP_018483816.1
OG0018061	Cg006G1865900, Cg006G1865800	XP_018433949.1
OG0018067	Cg007G2391500	XP_018446177.1
OG0018068	Cg007G2405300	XP_018461593.1, XP_018442504.1
OG0018069	Cg007G2419800	XP_018485600.1
OG0018070	Cg007G2425800	XP_018447161.1
OG0018071	Cg007G2448500	XP_018468727.1
OG0018074	Cg007G2462000	XP_018457130.1
OG0018075	Cg007G2481200	XP_018447793.1
OG0018076	Cg007G2490000	XP_018463812.1, XP_018455697.1
OG0018077	Cg007G2510300	XP_018455388.1
OG0018078	Cg007G2511800	XP_018444137.1, XP_018468930.1
OG0018079	Cg007G2514500, Cg007G2514800	XP_018445103.1
OG0018080	Cg007G2516700	XP_018446348.1
OG0018081	Cg007G2533600	XP_018444936.1
OG0018083	Cg007G2552600	XP_018455455.1
OG0018084	Cg007G2562900	XP_018454964.1
OG0018085	Cg007G2572300	XP_018468109.1
OG0018085	Cg008G2646500	XP_018439247.1
OG0018086	Cg008G2798200, Cg004G1082000	XP_018486361.1
OG0018088	Cg004G1139400	XP_018485771.1
OG0018090	Cg004G1245700	XP_018440766.1
OG0018091	Cg004G1250500	XP_018490125.1
OG0018092	Cg004G1254900	XP_018485952.1
OG0018093	Cg004G1255600	XP_018492007.1
OG0018094	Cg004G1302100	XP_018487659.1, XP_018487661.1
OG0018095	Cg004G1303000	XP_018487296.1, XP_018487298.1
OG0018096	Cg004G1323000	XP_018493152.1
OG0018098	Cg004G1363800	XP_018491584.1
OG0018099	Cg004G1372500	XP_018453932.1
OG0018100	Cg004G1071500	XP_018446538.1, XP_018446537.1
OG0018101	Cg004G1375800, Cg004G1384800	XP_018456043.1
OG0018102	Cg004G1398600	XP_018492363.1
OG0018103	Cg004G1407000	XP_018437363.1
OG0018104	Cg004G1421700	XP_018453039.1
OG0018105	Cg004G1444700	XP_018434256.1, XP_018440639.1
OG0018107	Cg005G1766300	XP_018479744.1, XP_018436205.1
OG0018108	Cg005G1761800	XP_018477322.1
OG0018109	Cg005G1761700	XP_018485107.1
OG0018110	Cg005G1760600	XP_018478351.1
OG0018111	Cg005G1758800	XP_018480933.1
OG0018112	Cg005G1756500	XP_018484835.1
OG0018114	Cg005G1754300	XP_018483178.1, XP_018480299.1
OG0018115	Cg005G1753700	XP_018438529.1, XP_018438640.1
OG0018117	Cg005G1750600	XP_018484932.1
OG0018118	Cg005G1748000	XP_018437280.1, XP_018437277.1
OG0018119	Cg005G1744800	XP_018482427.1
OG0018120	Cg005G1736900	XP_018483777.1
OG0018121	Cg005G1734900	XP_018441467.1
OG0018122	Cg005G1734300	XP_018437303.1
OG0018123	Cg005G1720800	XP_018487965.1
OG0018124	Cg005G1597900	XP_018437718.1, XP_018478980.1
OG0018125	Cg005G1592100	XP_018434979.1
OG0018126	Cg005G1560500	XP_018478172.1, XP_018478191.1
OG0018128	Cg005G1507900	XP_018477491.1
OG0018129	Cg005G1464500	XP_018437762.1
OG0018130	Cg002G0695900	XP_018464029.1, XP_018434358.1
OG0018132	Cg002G0694200	XP_018481402.1, XP_018441225.1
OG0018133	Cg002G0692900	XP_018461687.1, XP_018481360.1
OG0018134	Cg002G0688800	XP_018437737.1
OG0018135	Cg002G0687700	XP_018435161.1
OG0018136	Cg002G0684700	XP_018483417.1
OG0018137	Cg002G0682100	XP_018434093.1
OG0018138	Cg002G0668200	XP_018481168.1
OG0018139	Cg002G0662000	XP_018452335.1
OG0018140	Cg002G0652600	XP_018439071.1
OG0018141	Cg002G0650100	XP_018485084.1
OG0018142	Cg002G0629100	XP_018481534.1
OG0018145	Cg004G1323300	XP_018437803.1
OG0018146	Cg002G0589500	XP_018434812.1, XP_018434828.1
OG0018147	Cg002G0584200	XP_018436881.1
OG0018148	Cg002G0584100	XP_018493394.1
OG0018150	Cg002G0576900	XP_018436684.1
OG0018151	Cg003G0722800, Cg002G0544000	XP_018436644.1
OG0018153	Cg002G0539300	XP_018492449.1, XP_018492450.1
OG0018154	Cg002G0528000	XP_018469391.1
OG0018155	Cg002G0455300	XP_018489100.1, XP_018463852.1
OG0018157	Cg002G0474300	XP_018480133.1
OG0018158	Cg008G2609800	XP_018475425.1
OG0018159	Cg008G2645300	XP_018444595.1
OG0018160	Cg008G2652100	XP_018444395.1
OG0018161	Cg008G2669900	XP_018442587.1
OG0018163	Cg008G2680200	XP_018442760.1
OG0018165	Cg008G2709500	XP_018471670.1
OG0018166	Cg008G2754700	XP_018446488.1
OG0018168	Cg008G2811200, Cg008G2811300	XP_018454042.1, XP_018452424.1
OG0018169	Cg003G0806700	XP_018446868.1
OG0018170	Cg003G0792100	XP_018472503.1
OG0018171	Cg003G0787400	XP_018472666.1
OG0018172	Cg003G0777300	XP_018475550.1
OG0018173	Cg003G0766400	XP_018459673.1
OG0018174	Cg014G3041200, Cg003G0714400	XP_018473601.1, XP_018473605.1
OG0018175	Cg003G0699700	XP_018455884.1, XP_018454384.1
OG0018176	Cg001G0009500	XP_018446021.1
OG0018177	Cg001G0057500	XP_018470043.1
OG0018178	Cg001G0066700	XP_018468018.1
OG0018180	Cg001G0104800	XP_018471116.1, XP_018438588.1
OG0018181	Cg001G0110900	XP_018480775.1
OG0018182	Cg001G0113600	XP_018467914.1
OG0018183	Cg001G0116800	XP_018471171.1
OG0018184	Cg001G0117900	XP_018449790.1
OG0018185	Cg001G0120800	XP_018480680.1
OG0018187	Cg001G0127100	XP_018468852.1
OG0018188	Cg001G0134000	XP_018455995.1
OG0018189	Cg001G0136000	XP_018470773.1
OG0018190	Cg001G0138000	XP_018472262.1
OG0018191	Cg001G0138300	XP_018479086.1
OG0018192	Cg001G0141600	XP_018468402.1
OG0018193	Cg001G0147800	XP_018482344.1
OG0018194	Cg001G0159600	XP_018469917.1
OG0018196	Cg001G0187000	XP_018478775.1
OG0018197	Cg001G0196900	XP_018471225.1
OG0018198	Cg001G0217900	XP_018460178.1, XP_018450107.1
OG0018199	Cg001G0229500	XP_018451211.1
OG0018200	Cg001G0269600	XP_018477813.1
OG0018201	Cg001G0311300	XP_018458106.1
OG0018202	Cg001G0317500	XP_018445487.1
OG0018203	Cg001G0330600	XP_018442666.1
OG0018204	Cg001G0353800	XP_018481570.1
OG0018205	Cg001G0362000	XP_018459118.1, XP_018459121.1
OG0018206	Cg001G0362100	XP_018459122.1, XP_018459119.1
OG0018207	Cg001G0366500	XP_018463039.1, XP_018478461.1
OG0018208	Cg001G0383600	XP_018478730.1
OG0018209	Cg001G0389200	XP_018477834.1
OG0018210	Cg001G0390800	XP_018444289.1
OG0018211	Cg003G1006000	XP_018478770.1
OG0018212	Cg008G2983900	XP_018439043.1
OG0018213	Cg008G2935000	XP_018467188.1, XP_018481502.1
OG0018214	Cg008G2926300	XP_018455081.1
OG0018215	Cg008G2885500	XP_018480384.1
OG0018216	Cg008G2884700	XP_018435646.1
OG0018217	Cg008G2873600	XP_018433048.1
OG0018218	Cg008G2838200	XP_018484863.1, XP_018438314.1
OG0018219	Cg016G3060700	XP_018475848.1, XP_018449481.1
OG0018220	Cg003G0830200, Cg003G0878400	XP_018476577.1
OG0018221	Cg003G0889100	XP_018461128.1
OG0018222	Cg003G0891100	XP_018472881.1
OG0018223	Cg003G0899100	XP_018455046.1
OG0018224	Cg003G0899500	XP_018465003.1
OG0018225	Cg003G0900600	XP_018454950.1
OG0018226	Cg003G0911000	XP_018450809.1
OG0018227	Cg003G1004400	XP_018483727.1
OG0018228	Cg003G1009900	XP_018456409.1
OG0018229	Cg003G1045800	XP_018450324.1, XP_018450910.1, XP_018435557.1
OG0018230	Cg003G1063300	XP_018438343.1
OG0018232	Cg008G2747500	XP_018474142.1
OG0018236	Cg008G2822500	XP_018465782.1, XP_018478128.1
OG0018240	Cg004G1393600	XP_018435932.1
OG0018261	Cg001G0173400	XP_018458535.1
OG0018262	Cg002G0558600	XP_018489601.1
OG0018263	Cg001G0377000	XP_018484838.1
OG0018264	Cg008G2741200	XP_018444603.1
OG0018265	Cg008G2738800	XP_018459153.1, XP_018442111.1
OG0018266	Cg005G1704200, Cg005G1704500	XP_018474850.1
OG0018267	Cg008G2717500	XP_018445662.1
OG0018268	Cg008G2716400	XP_018443190.1
OG0018270	Cg008G2710500	XP_018446903.1
OG0018271	Cg001G0272900	XP_018484960.1
OG0018273	Cg008G2705600	XP_018473699.1
OG0018274	Cg008G2703100	XP_018471917.1
OG0018275	Cg008G2696700	XP_018445364.1
OG0018276	Cg008G2694000	XP_018445598.1
OG0018277	Cg008G2690500	XP_018446702.1, XP_018446710.1
OG0018279	Cg006G1950200	XP_018467521.1
OG0018280	Cg008G2672000	XP_018452567.1
OG0018281	Cg008G2669400	XP_018444098.1
OG0018282	Cg008G2665600	XP_018444715.1
OG0018283	Cg008G2665400	XP_018470983.1
OG0018284	Cg008G2663200	XP_018475991.1
OG0018285	Cg008G2660800	XP_018444349.1
OG0018286	Cg008G2659400	XP_018445864.1
OG0018287	Cg008G2657300	XP_018446592.1
OG0018288	Cg008G2654400	XP_018445872.1
OG0018289	Cg008G2647200	XP_018444955.1
OG0018292	Cg005G1675300	XP_018481808.1
OG0018293	Cg005G1674600	XP_018481912.1
OG0018294	Cg005G1674300	XP_018438596.1, XP_018479808.1, XP_018464893.1
OG0018296	Cg005G1643000	XP_018439723.1
OG0018297	Cg005G1642200	XP_018434174.1
OG0018299	Cg005G1635100	XP_018440163.1
OG0018300	Cg005G1634300	XP_018439091.1
OG0018301	Cg005G1625700	XP_018478970.1
OG0018302	Cg005G1625200	XP_018481521.1, XP_018476846.1
OG0018303	Cg005G1614400	XP_018439590.1
OG0018306	Cg001G0159500	XP_018469922.1
OG0018307	Cg001G0150800	XP_018484408.1
OG0018308	Cg001G0149800	XP_018478131.1
OG0018309	Cg001G0145800	XP_018468936.1, XP_018468932.1
OG0018310	Cg006G1855900	XP_018439751.1
OG0018312	Cg006G1976300	XP_018449442.1
OG0018314	Cg006G1968800	XP_018493395.1
OG0018316	Cg006G1953800	XP_018432965.1
OG0018318	Cg006G1948400	XP_018441345.1
OG0018319	Cg002G0680800	XP_018481133.1
OG0018320	Cg002G0677800	XP_018478996.1
OG0018322	Cg003G1043000	XP_018488886.1
OG0018323	Cg003G1036300	XP_018490685.1
OG0018324	Cg003G1026800	XP_018457899.1
OG0018326	Cg003G1012900	XP_018492070.1
OG0018328	Cg003G1010900	XP_018492792.1
OG0018329	Cg003G1009000	XP_018493051.1
OG0018330	Cg003G1004700	XP_018452351.1
OG0018331	Cg003G1004200	XP_018454083.1
OG0018333	Cg008G2791600	XP_018439795.1
OG0018334	Cg008G2796900	XP_018483101.1
OG0018337	Cg008G2812100	XP_018483158.1
OG0018338	Cg008G2812300	XP_018483155.1
OG0018339	Cg008G2813400	XP_018456151.1
OG0018340	Cg008G2760200	XP_018469234.1
OG0018341	Cg008G2762100	XP_018442175.1
OG0018342	Cg008G2771600	XP_018444621.1
OG0018343	Cg003G0986200	XP_018452465.1
OG0018345	Cg003G0981200	XP_018451990.1
OG0018346	Cg003G0979200	XP_018455594.1
OG0018347	Cg003G0976200	XP_018457652.1
OG0018348	Cg003G0969100	XP_018469760.1
OG0018349	Cg003G0966900	XP_018475398.1
OG0018350	Cg003G0964700	XP_018472612.1
OG0018352	Cg003G0951600	XP_018474763.1
OG0018353	Cg002G0531600	XP_018441652.1
OG0018354	Cg002G0534100	XP_018437953.1
OG0018355	Cg014G3029900, Cg003G0724800	XP_018452027.1
OG0018357	Cg008G2643400	XP_018446929.1
OG0018358	Cg008G2625300	XP_018444374.1
OG0018359	Cg008G2619900	XP_018475865.1
OG0018360	Cg008G2583000	XP_018475900.1
OG0018361	Cg008G2596100	XP_018469057.1
OG0018362	Cg008G2593200	XP_018463576.1
OG0018363	Cg008G2591400	XP_018446447.1
OG0018364	Cg008G2589700	XP_018469486.1
OG0018365	Cg008G2588000	XP_018442102.1
OG0018366	Cg008G2587700	XP_018466559.1
OG0018368	Cg008G2583700	XP_018475812.1
OG0018369	Cg004G1145500	XP_018459323.1
OG0018370	Cg001G0386100	XP_018482840.1
OG0018371	Cg001G0387300	XP_018444193.1, XP_018464599.1
OG0018372	Cg007G2580600	XP_018456728.1
OG0018373	Cg007G2581100	XP_018446451.1
OG0018374	Cg007G2568400	XP_018452594.1
OG0018375	Cg007G2565300	XP_018452543.1
OG0018376	Cg007G2564300	XP_018443807.1
OG0018379	Cg007G2547200	XP_018455741.1
OG0018380	Cg007G2544700	XP_018453205.1
OG0018381	Cg006G2035600	XP_018434339.1
OG0018382	Cg007G2543200	XP_018456379.1
OG0018383	Cg007G2542400	XP_018456194.1
OG0018384	Cg004G1391900	XP_018434698.1
OG0018385	Cg007G2535200	XP_018445391.1
OG0018386	Cg007G2534700	XP_018446586.1
OG0018387	Cg007G2522500	XP_018446494.1
OG0018389	Cg004G1411100	XP_018441384.1
OG0018390	Cg004G1412400	XP_018455878.1, XP_018457109.1
OG0018391	Cg006G1780700	XP_018450468.1
OG0018393	Cg006G1793600	XP_018451241.1
OG0018394	Cg006G1794900	XP_018439538.1, XP_018439550.1
OG0018395	Cg006G1797000	XP_018489463.1
OG0018396	Cg005G1570800	XP_018479910.1, XP_018481359.1
OG0018397	Cg005G1570000	XP_018476778.1, XP_018474073.1
OG0018398	Cg005G1566500	XP_018433708.1
OG0018402	Cg001G0301900	XP_018475456.1
OG0018403	Cg001G0301700	XP_018436125.1
OG0018404	Cg001G0294200	XP_018449445.1
OG0018405	Cg001G0280900	XP_018480956.1
OG0018406	Cg001G0272700	XP_018442416.1
OG0018407	Cg001G0270500	XP_018450686.1
OG0018410	Cg001G0260700	XP_018443179.1
OG0018411	Cg007G2503400	XP_018456765.1
OG0018412	Cg007G2505400	XP_018469420.1
OG0018413	Cg006G2003000	XP_018492622.1
OG0018415	Cg007G2516100	XP_018444184.1
OG0018416	Cg007G2517700	XP_018468133.1
OG0018417	Cg007G2517900	XP_018446273.1
OG0018419	Cg007G2457400	XP_018471274.1
OG0018420	Cg007G2460400	XP_018465727.1
OG0018421	Cg007G2463200	XP_018453438.1
OG0018423	Cg001G0117600	XP_018455380.1
OG0018424	Cg001G0114600	XP_018468997.1, XP_018468992.1
OG0018425	Cg001G0370300	XP_018479721.1, XP_018479719.1
OG0018427	Cg002G0591600	XP_018485518.1
OG0018428	Cg002G0629400	XP_018484373.1
OG0018429	Cg002G0596400	XP_018434684.1
OG0018430	Cg002G0631400	XP_018481776.1
OG0018431	Cg008G2965400	XP_018466609.1
OG0018433	Cg008G2955000	XP_018455731.1
OG0018434	Cg008G2954900	XP_018483949.1
OG0018435	Cg002G0637600	XP_018454109.1, XP_018454111.1
OG0018436	Cg006G1826600	XP_018484449.1, XP_018484415.1
OG0018437	Cg006G1822600	XP_018458562.1
OG0018438	Cg006G1815400	XP_018485692.1
OG0018440	Cg006G1812300	XP_018447210.1
OG0018441	Cg006G1811800	XP_018490222.1
OG0018442	Cg006G1807300	XP_018489431.1
OG0018443	Cg008G2923200	XP_018435793.1, XP_018435794.1
OG0018444	Cg005G1592400	XP_018474943.1
OG0018445	Cg005G1583000	XP_018440804.1
OG0018446	Cg005G1581400	XP_018437907.1
OG0018447	Cg005G1578600	XP_018438240.1
OG0018448	Cg005G1577800	XP_018439774.1
OG0018449	Cg001G0215200	XP_018451945.1
OG0018451	Cg001G0221200	XP_018483999.1
OG0018452	Cg001G0222200	XP_018470549.1
OG0018453	Cg001G0365100	XP_018484114.1
OG0018454	Cg001G0223300	XP_018458763.1
OG0018455	Cg001G0226000	XP_018449422.1, XP_018449421.1
OG0018456	Cg001G0228800	XP_018477686.1, XP_018481975.1, XP_018481977.1, XP_018479225.1, XP_018447198.1
OG0018458	Cg002G0519800	XP_018437918.1
OG0018459	Cg002G0523300	XP_018469585.1
OG0018460	Cg002G0689600	XP_018436811.1
OG0018461	Cg002G0526500	XP_018434822.1
OG0018462	Cg003G0905900	XP_018475051.1
OG0018463	Cg004G1362000	XP_018456008.1
OG0018465	Cg004G1364500	XP_018452378.1
OG0018466	Cg004G1404100	XP_018440959.1
OG0018467	Cg001G0176000	XP_018465416.1, XP_018465623.1
OG0018468	Cg001G0178500	XP_018444908.1
OG0018469	Cg002G0642900	XP_018480630.1, XP_018463893.1
OG0018470	Cg001G0202300	XP_018453652.1
OG0018471	Cg004G1075500	XP_018490989.1
OG0018472	Cg001G0200000	XP_018469617.1
OG0018473	Cg001G0198300	XP_018467965.1
OG0018474	Cg003G0790500	XP_018455669.1, XP_018455846.1
OG0018475	Cg001G0191400	XP_018482836.1
OG0018476	Cg001G0204400	XP_018455984.1
OG0018477	Cg001G0235300	XP_018457300.1
OG0018478	Cg001G0231700	XP_018449412.1
OG0018479	Cg004G1071200	XP_018438889.1
OG0018480	Cg004G1071700	XP_018486788.1
OG0018481	Cg004G1071900	XP_018486951.1
OG0018482	Cg004G1072100	XP_018489367.1
OG0018483	Cg004G1074000	XP_018491626.1
OG0018484	Cg004G1074200	XP_018492776.1
OG0018485	Cg004G1075800	XP_018490990.1
OG0018486	Cg004G1076300	XP_018486920.1, XP_018463042.1
OG0018487	Cg004G1076900	XP_018485947.1
OG0018489	Cg003G1066900	XP_018456210.1
OG0018490	Cg003G1067200	XP_018456209.1
OG0018493	Cg002G0397000	XP_018459642.1
OG0018494	Cg002G0397100	XP_018459644.1
OG0018496	Cg002G0409500	XP_018465459.1, XP_018486192.1
OG0018497	Cg003G0698400	XP_018458933.1
OG0018498	Cg002G0415200	XP_018491347.1
OG0018499	Cg002G0415800	XP_018493161.1, XP_018489761.1, XP_018466291.1
OG0018500	Cg002G0432500	XP_018486845.1
OG0018501	Cg002G0435600	XP_018460000.1
OG0018502	Cg002G0440200	XP_018491527.1
OG0018503	Cg002G0446400	XP_018451786.1
OG0018505	Cg002G0460100	XP_018446236.1
OG0018506	Cg002G0463100	XP_018491570.1
OG0018507	Cg002G0477000	XP_018491033.1
OG0018508	Cg002G0488800	XP_018464118.1
OG0018509	Cg002G0489400	XP_018483825.1
OG0018510	Cg002G0496300	XP_018483942.1
OG0018512	Cg002G0502000	XP_018483053.1
OG0018513	Cg004G1326500	XP_018432862.1
OG0018515	Cg007G2431200	XP_018459562.1, XP_018446577.1
OG0018517	Cg007G2444900	XP_018444776.1
OG0018519	Cg004G1424100	XP_018441843.1
OG0018520	Cg008G2919300	XP_018434152.1
OG0018521	Cg005G1520000	XP_018484916.1
OG0018523	Cg005G1537000	XP_018437448.1
OG0018524	Cg005G1551800	XP_018436375.1
OG0018525	Cg005G1555600	XP_018433682.1
OG0018526	Cg003G0753700	XP_018454923.1
OG0018527	Cg005G1774800	XP_018481837.1, XP_018438354.1
OG0018528	Cg005G1766600	XP_018478784.1
OG0018530	Cg006G1878000	XP_018476743.1
OG0018532	Cg006G1916600	XP_018490466.1
OG0018534	Cg006G1936400	XP_018469216.1
OG0018535	Cg003G0774800	XP_018475821.1
OG0018536	Cg003G0759700	XP_018452337.1
OG0018537	Cg008G2823400	XP_018465825.1, XP_018471904.1
OG0018538	Cg008G2824500	XP_018440659.1
OG0018539	Cg008G2826800	XP_018484967.1
OG0018540	Cg008G2828900	XP_018464007.1, XP_018480975.1
OG0018541	Cg008G2834100	XP_018462681.1
OG0018542	Cg004G1440500	XP_018439880.1
OG0018543	Cg004G1443500	XP_018436755.1
OG0018544	Cg008G2878300	XP_018488915.1
OG0018545	Cg005G1448400	XP_018470331.1
OG0018546	Cg005G1460300	XP_018434441.1
OG0018547	Cg005G1476100	XP_018440255.1
OG0018549	Cg004G1109800	XP_018470718.1
OG0018550	Cg001G0278900	XP_018477925.1
OG0018551	Cg005G1498600	XP_018434011.1
OG0018552	Cg005G1500000	XP_018440469.1
OG0018553	Cg005G1500600	XP_018440465.1
OG0018554	Cg005G1502200	XP_018439153.1
OG0018555	Cg005G1512000	XP_018483977.1
OG0018557	Cg005G1517500	XP_018472735.1, XP_018466532.1
OG0018558	Cg004G1082300	XP_018486410.1
OG0018559	Cg004G1084600	XP_018460311.1, XP_018433851.1
OG0018560	Cg004G1086200	XP_018489225.1
OG0018562	Cg004G1089400	XP_018489057.1
OG0018563	Cg004G1090300	XP_018493542.1
OG0018564	Cg004G1094700	XP_018492045.1
OG0018567	Cg004G1097300	XP_018487330.1
OG0018568	Cg004G1104800	XP_018486012.1
OG0018569	Cg004G1105700	XP_018491431.1
OG0018570	Cg004G1106500	XP_018492883.1
OG0018571	Cg004G1108300	XP_018486453.1
OG0018572	Cg004G1115300	XP_018434976.1
OG0018574	Cg004G1118100	XP_018486773.1
OG0018575	Cg004G1119700	XP_018486045.1
OG0018576	Cg004G1133700	XP_018491717.1, XP_018491718.1
OG0018577	Cg004G1136900	XP_018441875.1
OG0018579	Cg004G1147700	XP_018493173.1
OG0018580	Cg001G0288000	XP_018482606.1
OG0018581	Cg004G1155200	XP_018491239.1
OG0018583	Cg004G1170400	XP_018489348.1
OG0018584	Cg001G0364800	XP_018484112.1
OG0018585	Cg004G1177600	XP_018441555.1
OG0018586	Cg004G1185900	XP_018436862.1
OG0018587	Cg004G1186800	XP_018492788.1
OG0018588	Cg004G1188700	XP_018441737.1, XP_018438828.1
OG0018589	Cg004G1191800	XP_018434940.1
OG0018591	Cg004G1192700	XP_018490319.1
OG0018594	Cg004G1213000	XP_018489335.1
OG0018595	Cg004G1216900	XP_018437393.1, XP_018439757.1
OG0018597	Cg004G1229500	XP_018491620.1
OG0018598	Cg004G1235800	XP_018490447.1, XP_018489353.1
OG0018599	Cg004G1250300	XP_018441556.1
OG0018601	Cg004G1257400	XP_018491582.1
OG0018602	Cg004G1257900	XP_018487585.1
OG0018604	Cg004G1262200	XP_018437930.1
OG0018605	Cg004G1262300	XP_018491117.1, XP_018465648.1
OG0018607	Cg004G1266800	XP_018492589.1
OG0018608	Cg004G1277000	XP_018491809.1
OG0018609	Cg003G0909300	XP_018456721.1
OG0018611	Cg001G0360400	XP_018461177.1
OG0018612	Cg009G2993000, Cg008G2889500	XP_018481111.1
OG0018613	Cg004G1285900	XP_018491557.1, XP_018462098.1
OG0018614	Cg004G1281600	XP_018458242.1
OG0018615	Cg002G0688400	XP_018471619.1
OG0018618	Cg007G2366600	XP_018492714.1
OG0018619	Cg008G2754000	XP_018446988.1
OG0018620	Cg008G2747100	XP_018445264.1, XP_018444187.1
OG0018621	Cg002G0504300	XP_018463560.1
OG0018622	Cg002G0506500	XP_018458895.1
OG0018623	Cg006G2254300	XP_018489382.1
OG0018624	Cg006G2253700	XP_018490516.1
OG0018625	Cg006G2253600	XP_018490517.1
OG0018627	Cg006G2231400	XP_018447119.1
OG0018628	Cg006G2227900	XP_018464174.1
OG0018629	Cg006G2226100	XP_018448561.1, XP_018448560.1
OG0018630	Cg006G2225900	XP_018470349.1
OG0018631	Cg006G2223100	XP_018488081.1
OG0018632	Cg006G2217200	XP_018471147.1, XP_018471061.1
OG0018633	Cg006G2216100	XP_018441128.1
OG0018634	Cg006G2215400	XP_018489943.1
OG0018635	Cg006G2211200	XP_018435785.1
OG0018637	Cg006G2197400	XP_018472600.1
OG0018638	Cg006G2195400	XP_018489882.1
OG0018639	Cg006G2193300	XP_018492362.1
OG0018640	Cg006G2191300	XP_018488579.1
OG0018641	Cg006G2188200	XP_018493535.1
OG0018642	Cg006G2186500	XP_018465871.1, XP_018447831.1
OG0018644	Cg006G2183600	XP_018486702.1
OG0018645	Cg006G2174500	XP_018462336.1
OG0018646	Cg006G2172400	XP_018434571.1
OG0018647	Cg006G2170100	XP_018451097.1, XP_018451106.1
OG0018648	Cg006G2165800	XP_018437793.1
OG0018649	Cg006G2164500	XP_018470257.1
OG0018650	Cg006G2157300	XP_018441760.1, XP_018432898.1
OG0018651	Cg008G2926600	XP_018435049.1
OG0018652	Cg006G2150300	XP_018439963.1
OG0018653	Cg006G2146800	XP_018443328.1
OG0018654	Cg006G2141700	XP_018449755.1
OG0018655	Cg006G2130900	XP_018474969.1
OG0018657	Cg006G2119100	XP_018435465.1
OG0018659	Cg006G2110300	XP_018466222.1
OG0018660	Cg006G2108300	XP_018435989.1
OG0018661	Cg006G2108200	XP_018435982.1
OG0018662	Cg006G2106900	XP_018432563.1
OG0018664	Cg006G2095100	XP_018454626.1
OG0018666	Cg006G2093400	XP_018467120.1
OG0018667	Cg006G2088300	XP_018464010.1
OG0018668	Cg006G2069100	XP_018468527.1
OG0018671	Cg006G2063500	XP_018480019.1
OG0018672	Cg006G2063400	XP_018468929.1
OG0018673	Cg006G2063100	XP_018487618.1
OG0018674	Cg008G2909800	XP_018477919.1
OG0018675	Cg006G2038300	XP_018467067.1, XP_018473695.1
OG0018678	Cg001G0161100	XP_018445767.1
OG0018679	Cg006G1941800	XP_018484879.1, XP_018488777.1
OG0018680	Cg006G1824500	XP_018445270.1
OG0018681	Cg007G2270700	XP_018454891.1
OG0018684	Cg007G2275500	XP_018457635.1
OG0018686	Cg007G2281600	XP_018472380.1
OG0018688	Cg007G2302200	XP_018461933.1
OG0018689	Cg007G2306900	XP_018457572.1
OG0018691	Cg007G2331200	XP_018451968.1
OG0018693	Cg001G0375700	XP_018485204.1
OG0018694	Cg007G2261200	XP_018452264.1
OG0018695	Cg008G2977100	XP_018459935.1
OG0018696	Cg008G2987200	XP_018439857.1
OG0018698	Cg001G0104700	XP_018472273.1
OG0018699	Cg001G0245600	XP_018448552.1
OG0018701	Cg006G1846200	XP_018492085.1
OG0018702	Cg006G1842600	XP_018485173.1
OG0018706	Cg001G0000600	XP_018450823.1
OG0018708	Cg001G0004700	XP_018480210.1
OG0018709	Cg001G0013600	XP_018477316.1, XP_018459478.1
OG0018711	Cg001G0023900	XP_018468738.1, XP_018468751.1
OG0018712	Cg001G0024500	XP_018448374.1, XP_018479013.1, XP_018479014.1
OG0018713	Cg001G0024700	XP_018482011.1
OG0018714	Cg001G0026700	XP_018447251.1
OG0018715	Cg001G0027800	XP_018484880.1
OG0018716	Cg001G0029000	XP_018471617.1
OG0018717	Cg001G0030000	XP_018471772.1
OG0018718	Cg001G0040300	XP_018451527.1
OG0018719	Cg001G0042500	XP_018471728.1
OG0018722	Cg001G0049700	XP_018471340.1
OG0018723	Cg001G0052800	XP_018451780.1
OG0018724	Cg001G0053000	XP_018471681.1
OG0018725	Cg001G0060300	XP_018461190.1
OG0018726	Cg001G0084600	XP_018483921.1
OG0018728	Cg002G0549800	XP_018488782.1, XP_018488783.1
OG0018730	Cg004G1308300	XP_018492276.1
OG0018732	Cg007G2496500	XP_018442887.1
OG0018733	Cg006G2034000	XP_018480598.1
OG0018734	Cg006G2018000	XP_018473914.1
OG0018735	Cg014G3047800, Cg003G0707700	XP_018473436.1
OG0018736	Cg003G0698300	XP_018453218.1
OG0018737	Cg006G2248800	XP_018489082.1, XP_018489093.1
OG0018738	Cg006G2215800	XP_018471180.1
OG0018739	Cg001G0088800	XP_018487125.1
