Orthogroup	Cardamine_glauca	Eutrema_salsugineum
OG0016458	Cg007G2479400	XP_006390825.1
OG0016459	Cg007G2476800	XP_024012574.1
OG0016460	Cg007G2476100	XP_006390864.1
OG0016461	Cg007G2475300	XP_006390873.1
OG0016462	Cg007G2473400	XP_024009526.1
OG0016463	Cg007G2472400	XP_006390913.1
OG0016464	Cg007G2471800	XP_006390922.1
OG0016465	Cg007G2471300	XP_006390925.1
OG0016466	Cg007G2470900	XP_006390929.1
OG0016468	Cg001G0312900	XP_006415147.1
OG0016469	Cg006G1943200	XP_024008188.1
OG0016470	Cg006G1942500	XP_024008222.1
OG0016471	Cg006G1940700	XP_006415121.1
OG0016472	Cg006G1939600	XP_024009006.1
OG0016473	Cg006G1939400	XP_006415111.1, XP_006415114.1
OG0016474	Cg006G1939100	XP_006415109.1
OG0016476	Cg007G2269600	XP_024015677.1
OG0016477	Cg007G2270200	XP_006391747.1
OG0016478	Cg007G2270300	XP_006391748.1
OG0016479	Cg003G0992900	XP_024012557.1
OG0016480	Cg007G2273100	XP_006391785.1
OG0016481	Cg007G2274300	XP_006391715.1
OG0016482	Cg007G2275600	XP_024015569.1
OG0016483	Cg007G2276300	XP_006391818.1
OG0016484	Cg007G2276500	XP_006391823.1
OG0016485	Cg007G2276600	XP_006391824.1
OG0016486	Cg007G2276800	XP_006391825.1
OG0016488	Cg007G2277000	XP_006391827.1
OG0016489	Cg007G2278600	XP_006391855.1
OG0016490	Cg007G2278900	XP_006391865.1
OG0016491	Cg003G0808400	XP_006397315.1
OG0016492	Cg007G2285600	XP_006391948.1
OG0016493	Cg007G2286000	XP_006391955.1
OG0016494	Cg007G2286800	XP_006391966.1
OG0016495	Cg007G2288600	XP_006391989.1
OG0016496	Cg007G2290900	XP_006392008.1
OG0016497	Cg003G0778200	XP_006397122.1
OG0016499	Cg007G2292400	XP_006392029.2
OG0016500	Cg007G2292500	XP_024004100.1
OG0016501	Cg007G2295200	XP_006392061.1
OG0016502	Cg007G2297700	XP_006392105.1
OG0016503	Cg007G2296100	XP_024013652.1
OG0016504	Cg007G2301900	XP_006392143.1
OG0016505	Cg007G2302300	XP_006392152.1
OG0016506	Cg007G2303400	XP_006392163.1
OG0016507	Cg007G2303700	XP_024004010.1
OG0016508	Cg007G2304800	XP_006392177.1
OG0016509	Cg004G1441400	XP_006405973.1
OG0016510	Cg007G2306100	XP_006392187.1
OG0016511	Cg007G2306300	XP_006392190.1
OG0016512	Cg007G2308800	XP_006392220.1
OG0016513	Cg007G2309300	XP_006392225.1
OG0016514	Cg007G2311200	XP_006392247.1
OG0016515	Cg007G2312500	XP_006392274.1
OG0016516	Cg007G2313000	XP_024004915.1
OG0016517	Cg001G0125900	XP_006413043.1
OG0016518	Cg007G2314500	XP_006392287.1
OG0016519	Cg007G2316300	XP_024004449.1
OG0016520	Cg007G2316500	XP_006392202.1
OG0016521	Cg007G2318000	XP_024015246.1
OG0016522	Cg007G2318500	XP_006392326.1
OG0016523	Cg007G2320400	XP_006392342.1
OG0016524	Cg004G1364100	XP_006392386.1
OG0016525	Cg007G2324100	XP_006392382.1
OG0016526	Cg007G2382800	XP_006392024.1, XP_024014157.1
OG0016527	Cg007G2326200	XP_006392394.1
OG0016528	Cg007G2327000	XP_006392401.1
OG0016529	Cg007G2330900	XP_006392408.1
OG0016530	Cg007G2334900	XP_006392430.1
OG0016531	Cg007G2336900	XP_024015521.1
OG0016532	Cg007G2337000	XP_006392442.1
OG0016533	Cg007G2337600	XP_006392453.1
OG0016534	Cg007G2338400	XP_006392459.1
OG0016535	Cg007G2341000	XP_024004938.1
OG0016536	Cg007G2341200	XP_006392464.1
OG0016537	Cg007G2263400	XP_024003729.1
OG0016538	Cg007G2262500	XP_006391655.1
OG0016540	Cg008G2842400	XP_006395073.1
OG0016541	Cg007G2261900	XP_024004749.1
OG0016542	Cg007G2260700	XP_006391622.1
OG0016543	Cg007G2260200	XP_006391617.1
OG0016544	Cg007G2260100	XP_006391616.1
OG0016545	Cg007G2259400	XP_006391609.1
OG0016547	Cg007G2257900	XP_006391598.1
OG0016548	Cg007G2256800	XP_006391589.1
OG0016549	Cg008G2972600	XP_006398333.1
OG0016550	Cg008G2972700	XP_006398334.1
OG0016551	Cg002G0691000	XP_024007189.1
OG0016553	Cg008G2978000	XP_006398379.2
OG0016554	Cg008G2983300	XP_006398437.1
OG0016555	Cg001G0320400	XP_006398481.1
OG0016556	Cg007G2502000	XP_006398483.1
OG0016557	Cg008G2950900	XP_006398115.1
OG0016558	Cg008G2949900, Cg008G2950000	XP_024011117.1
OG0016559	Cg008G2950300, Cg008G2949600	XP_006398103.1
OG0016560	Cg001G0137400	XP_024005414.1
OG0016561	Cg008G2948700	XP_006398089.1
OG0016562	Cg008G2943900	XP_006403103.2
OG0016564	Cg003G0736500, Cg003G0861700	XP_006396620.1
OG0016565	Cg003G0859600, Cg003G0738400	XP_006396642.1
OG0016566	Cg003G0859000, Cg003G0739000	XP_024010026.1
OG0016567	Cg001G0108800	XP_006412852.1
OG0016568	Cg001G0106900	XP_024004610.1
OG0016569	Cg001G0106700	XP_006412824.1
OG0016570	Cg001G0105400	XP_006412813.1
OG0016571	Cg001G0105300	XP_006412812.1
OG0016572	Cg002G0558800	XP_006404445.2
OG0016573	Cg008G2875600	XP_006395187.2
OG0016574	Cg001G0242300	XP_006414370.2
OG0016575	Cg006G1852700	XP_006393502.1
OG0016576	Cg006G1851800	XP_006393479.1
OG0016577	Cg006G1851700	XP_006393478.1
OG0016578	Cg006G1851600	XP_006393476.1
OG0016579	Cg006G1850000	XP_024005950.1
OG0016580	Cg006G1849400	XP_024006654.1
OG0016581	Cg006G1849200	XP_006393420.1
OG0016582	Cg003G0726100, Cg014G3028600	XP_006393385.2
OG0016583	Cg006G1843900	XP_006393338.1
OG0016584	Cg006G1842000	XP_006393321.1
OG0016585	Cg006G1841000	XP_006393308.1
OG0016586	Cg003G0762100	XP_006396953.1
OG0016587	Cg006G1840500	XP_006393299.1
OG0016588	Cg006G1839300	XP_006393273.2, XP_006393280.1
OG0016589	Cg006G1837800, Cg006G1837700	XP_006393258.1
OG0016590	Cg006G1837500	XP_006393256.1
OG0016591	Cg006G1837400	XP_006393255.1
OG0016592	Cg006G1837300	XP_006393254.1
OG0016593	Cg006G1837000	XP_006393251.2
OG0016594	Cg006G1836900	XP_024006192.1
OG0016595	Cg007G2520600	XP_024011019.1
OG0016596	Cg007G2520400	XP_006390364.1
OG0016597	Cg007G2519800	XP_006390370.1
OG0016598	Cg001G0000200	XP_024005192.1
OG0016599	Cg001G0000300	XP_006411598.1
OG0016600	Cg001G0000400	XP_006394459.2
OG0016601	Cg001G0000700	XP_006411599.2
OG0016602	Cg001G0001900	XP_006411618.2
OG0016603	Cg001G0002100	XP_006411620.1
OG0016604	Cg001G0002400	XP_006395043.1
OG0016605	Cg001G0002500	XP_006411624.1
OG0016606	Cg001G0002600	XP_006411625.1
OG0016607	Cg001G0003400	XP_006411638.1
OG0016608	Cg001G0003500	XP_006411640.1
OG0016609	Cg001G0005100	XP_006411654.1
OG0016610	Cg001G0005200	XP_006411655.1
OG0016611	Cg001G0005300	XP_006411656.1
OG0016612	Cg001G0005400	XP_006411657.1
OG0016613	Cg001G0007100	XP_006411678.1
OG0016614	Cg001G0008300	XP_006411696.1
OG0016615	Cg001G0010800	XP_006411725.1
OG0016616	Cg001G0011400	XP_006411731.2
OG0016617	Cg001G0011900	XP_006411735.1
OG0016619	Cg001G0014100	XP_006411754.1
OG0016620	Cg001G0015100	XP_006411763.1
OG0016621	Cg001G0015300	XP_006411767.1
OG0016622	Cg001G0015900	XP_006411775.1
OG0016623	Cg001G0016300	XP_006411780.1
OG0016624	Cg001G0016600	XP_006411783.1
OG0016625	Cg001G0016700	XP_024005274.1
OG0016626	Cg001G0017000	XP_006411786.1
OG0016627	Cg001G0017900	XP_006411798.1, XP_006404949.1
OG0016628	Cg001G0019300	XP_006411809.1
OG0016629	Cg001G0020100	XP_006411817.1
OG0016630	Cg001G0021400	XP_006411831.1
OG0016631	Cg001G0021900	XP_006411837.1
OG0016632	Cg001G0023700	XP_006411851.1
OG0016633	Cg001G0025600	XP_024005383.1
OG0016634	Cg001G0028500	XP_006411907.1
OG0016635	Cg001G0028800	XP_006411910.1
OG0016636	Cg001G0029800	XP_006411923.1
OG0016638	Cg001G0032300	XP_006411949.1
OG0016639	Cg001G0041000	XP_006411953.1
OG0016640	Cg001G0032700	XP_006411955.1
OG0016641	Cg001G0032800	XP_006411956.1
OG0016642	Cg001G0033000	XP_006411957.1
OG0016643	Cg001G0033400	XP_006411961.1
OG0016644	Cg001G0036400	XP_006411997.1
OG0016645	Cg001G0036800	XP_006412003.1
OG0016646	Cg001G0036900	XP_006412005.1
OG0016647	Cg001G0038500	XP_024005640.1
OG0016648	Cg001G0039000	XP_024004592.1
OG0016649	Cg001G0039200	XP_024005494.1
OG0016650	Cg001G0039400	XP_024005770.1
OG0016651	Cg001G0039600	XP_006412030.1
OG0016652	Cg001G0040400	XP_006412038.1
OG0016653	Cg001G0040800	XP_006412041.1
OG0016654	Cg001G0041100	XP_006412046.1
OG0016655	Cg001G0041700	XP_006412050.1
OG0016656	Cg001G0079400	XP_006412483.1
OG0016658	Cg001G0044600	XP_006412078.1
OG0016659	Cg001G0044900	XP_024005481.1
OG0016660	Cg001G0045200	XP_006412085.1
OG0016661	Cg001G0046800	XP_006412105.1
OG0016662	Cg001G0046900	XP_006412106.1
OG0016663	Cg001G0047200	XP_024005241.1
OG0016664	Cg001G0048600	XP_006412128.1
OG0016666	Cg001G0047900	XP_006412119.1
OG0016667	Cg001G0047500	XP_006412113.1
OG0016668	Cg001G0049000	XP_024005102.1
OG0016669	Cg001G0054600	XP_006412204.1
OG0016670	Cg001G0054700	XP_006412205.1
OG0016671	Cg001G0055400	XP_006412216.1
OG0016672	Cg001G0057800	XP_006412238.1
OG0016673	Cg001G0058200	XP_006412244.1
OG0016674	Cg001G0058800	XP_006412252.1
OG0016675	Cg001G0079600	XP_006412485.1
OG0016676	Cg001G0078700	XP_024005132.1
OG0016677	Cg003G0874200, Cg016G3060800	XP_006402147.1
OG0016678	Cg003G0874300	XP_006402145.2, XP_006392081.2
OG0016679	Cg001G0075700	XP_024005703.1
OG0016680	Cg001G0073900	XP_006412431.1
OG0016681	Cg001G0072600	XP_006412415.1
OG0016682	Cg001G0072500	XP_006412412.1
OG0016683	Cg001G0069000	XP_024005650.1
OG0016684	Cg003G1061200	XP_006393876.1
OG0016685	Cg001G0067400	XP_006412355.1
OG0016686	Cg001G0067300	XP_006412354.1
OG0016687	Cg001G0067200	XP_006412352.1
OG0016688	Cg001G0067100	XP_006412351.1
OG0016689	Cg007G2460200	XP_006391059.1
OG0016690	Cg001G0066800	XP_006412348.1
OG0016691	Cg002G0630400	XP_006395388.1
OG0016692	Cg001G0066500	XP_006412345.1
OG0016693	Cg001G0120700	XP_024005611.1
OG0016694	Cg001G0062100	XP_006412294.1
OG0016695	Cg001G0082300	XP_006412519.1
OG0016696	Cg006G2187100	XP_006413425.1
OG0016697	Cg001G0082400	XP_024004669.1
OG0016698	Cg001G0083700	XP_006412535.1
OG0016699	Cg001G0083900	XP_006412537.1
OG0016700	Cg001G0084100	XP_006412539.1
OG0016701	Cg001G0085000	XP_006412552.1
OG0016702	Cg001G0085100	XP_006412551.1
OG0016703	Cg001G0086900	XP_006412571.1
OG0016704	Cg001G0120400	XP_006412986.1
OG0016705	Cg001G0089100	XP_006412594.1
OG0016706	Cg001G0090700	XP_024005264.1
OG0016707	Cg001G0090800	XP_024005430.1
OG0016708	Cg001G0091000	XP_006412617.1
OG0016709	Cg001G0092000	XP_006412633.1
OG0016710	Cg001G0093000	XP_006412645.1
OG0016711	Cg001G0094300	XP_006412660.1
OG0016712	Cg001G0094500	XP_006412664.1
OG0016713	Cg001G0094600	XP_006412666.2
OG0016714	Cg002G0550500	XP_024013479.1
OG0016715	Cg002G0550900	XP_006404351.2
OG0016716	Cg004G1308400	XP_024009228.1
OG0016717	Cg004G1309100	XP_024009743.1
OG0016718	Cg004G1310600	XP_024009546.1
OG0016719	Cg004G1310900	XP_024009539.1
OG0016720	Cg007G2497100	XP_006390634.1
OG0016721	Cg007G2494900	XP_006390652.1
OG0016722	Cg007G2494800	XP_006390653.1
OG0016723	Cg007G2490200	XP_006390707.1
OG0016724	Cg006G2034200	XP_006416117.1
OG0016725	Cg006G2031500	XP_006416081.1
OG0016726	Cg006G2028900	XP_006416059.1
OG0016727	Cg006G2027000	XP_006416034.1
OG0016728	Cg006G2026600	XP_006416030.1
OG0016729	Cg006G2019200	XP_006415967.1
OG0016730	Cg006G2018900	XP_024007725.1
OG0016731	Cg006G2018500	XP_006415954.1
OG0016732	Cg006G2017300	XP_006415943.1
OG0016733	Cg006G2015300	XP_006415925.1
OG0016734	Cg006G2014600	XP_006415913.1
OG0016735	Cg003G0712700, Cg014G3043300	XP_006396396.1
OG0016736	Cg003G0713600	XP_024009803.1
OG0016737	Cg014G3037600, Cg003G0718400	XP_024009965.1
OG0016738	Cg014G3045800, Cg003G0709900	XP_006396320.1
OG0016739	Cg003G0709000, Cg014G3046800	XP_024009807.1
OG0016740	Cg014G3047300, Cg003G0708300	XP_006396304.1
OG0016741	Cg014G3048500, Cg003G0707000	XP_024009785.1
OG0016742	Cg003G0706900, Cg014G3048600	XP_024009784.1
OG0016743	Cg014G3052700, Cg003G0703000	XP_006396247.1
OG0016744	Cg014G3054600, Cg003G0701300	XP_006396234.1
OG0016745	Cg003G0700100	XP_006396220.1
OG0016747	Cg003G0698800	XP_006396207.1
OG0016748	Cg003G0698600	XP_006396205.1
OG0016749	Cg001G0034900	XP_006404530.1
OG0016750	Cg005G1454900	XP_024013865.1
OG0016751	Cg006G2102300	XP_006404534.2
OG0016752	Cg005G1779000	XP_006404541.1
OG0016753	Cg005G1778800	XP_006404542.1
OG0016754	Cg005G1778600	XP_006409311.1
OG0016755	Cg006G2005400	XP_006415816.1
OG0016756	Cg006G2011900	XP_006415892.1
OG0016757	Cg001G0140400	XP_024004692.1
OG0016758	Cg001G0136700	XP_006413160.1
OG0016759	Cg001G0135100	XP_024005174.1
OG0016760	Cg001G0129400	XP_006413082.1
OG0016761	Cg001G0125600	XP_024005087.1
OG0016762	Cg001G0124900	XP_006413029.1
OG0016763	Cg001G0124800	XP_006413028.1
OG0016764	Cg001G0124600	XP_006413026.1
OG0016765	Cg001G0123900	XP_024005279.1
OG0016766	Cg001G0122700	XP_006413004.1
OG0016767	Cg001G0122100	XP_024005815.1
OG0016768	Cg001G0119900	XP_006412982.1
OG0016769	Cg001G0118600	XP_006412969.1
OG0016770	Cg002G0672600	XP_006395649.1
OG0016771	Cg006G2206300	XP_024008674.1
OG0016772	Cg006G2182400	XP_006417722.1
OG0016774	Cg006G2074400	XP_024008057.1
OG0016775	Cg006G2043100	XP_006416210.2
OG0016777	Cg006G2032200	XP_006416087.1
OG0016778	Cg006G2028700	XP_006416057.1
OG0016780	Cg006G2022600	XP_006415993.1
OG0016781	Cg006G2019000	XP_006415962.1
OG0016782	Cg006G2012700	XP_006415900.1
OG0016783	Cg006G2008700	XP_024008420.1
OG0016784	Cg006G2000100	XP_006415753.1
OG0016785	Cg006G2000000	XP_006415752.1
OG0016786	Cg006G1999900	XP_006415751.1
OG0016788	Cg006G1965200	XP_024007962.1
OG0016789	Cg006G1961500	XP_006415355.1
OG0016790	Cg006G1946200	XP_024009018.1
OG0016795	Cg006G1783700	XP_006392589.1
OG0016798	Cg007G2422900	XP_006391347.1
OG0016801	Cg007G2531500	XP_024012727.1
OG0016802	Cg007G2532400	XP_006390234.1
OG0016803	Cg007G2544100	XP_006390102.1
OG0016805	Cg004G1166800	XP_006407513.1
OG0016806	Cg004G1191300	XP_006407257.1
OG0016808	Cg004G1268700	XP_006406414.1
OG0016809	Cg004G1302200	XP_006406035.1
OG0016811	Cg004G1345900	XP_024009597.1
OG0016812	Cg004G1352300	XP_006396101.1
OG0016814	Cg004G1366100	XP_006409672.1
OG0016815	Cg004G1385400, Cg004G1377300	XP_006409602.1
OG0016817	Cg004G1413900	XP_006409245.1
OG0016818	Cg004G1415600	XP_006409215.1
OG0016819	Cg004G1440000	XP_006408944.2
OG0016820	Cg005G1778100	XP_006404547.1
OG0016822	Cg005G1761200	XP_006404738.2
OG0016823	Cg005G1743800	XP_006404924.1
OG0016824	Cg005G1745400	XP_006404956.1
OG0016825	Cg005G1727300	XP_024014007.1
OG0016826	Cg005G1727100	XP_006405155.1
OG0016827	Cg005G1713700	XP_006408862.1
OG0016828	Cg005G1632600	XP_006410063.1
OG0016829	Cg005G1622300	XP_006410228.1
OG0016830	Cg005G1613600	XP_024004218.1
OG0016831	Cg005G1596200	XP_006410513.1
OG0016832	Cg005G1574800	XP_006410755.2
OG0016833	Cg005G1572500	XP_006410781.1
OG0016835	Cg005G1540800	XP_006411136.1
OG0016836	Cg005G1487900	XP_006397599.1
OG0016837	Cg002G0551600	XP_006404358.1
OG0016838	Cg005G1468900	XP_006397789.1
OG0016839	Cg005G1450000	XP_006397988.2
OG0016840	Cg002G0690300	XP_006395857.1
OG0016841	Cg002G0674000	XP_006395668.1
OG0016842	Cg002G0671700	XP_006395639.1
OG0016843	Cg002G0666400	XP_006395584.1
OG0016847	Cg008G2776800	XP_006400696.1
OG0016849	Cg002G0590300	XP_006404466.1
OG0016850	Cg002G0589600	XP_024013723.1
OG0016851	Cg002G0576500	XP_006419053.1
OG0016852	Cg002G0563800	XP_006418884.1
OG0016853	Cg002G0558700	XP_024013770.1
OG0016854	Cg002G0556300	XP_006404416.1
OG0016855	Cg002G0553500	XP_006404375.1
OG0016856	Cg002G0528200	XP_006404080.1
OG0016857	Cg002G0521400	XP_006404010.1
OG0016858	Cg002G0504100	XP_006403804.2
OG0016859	Cg002G0493000	XP_006403697.1
OG0016860	Cg008G2593300	XP_006398674.1
OG0016862	Cg008G2767700	XP_006400593.2
OG0016863	Cg008G2804100	XP_006394730.2
OG0016864	Cg003G0787100	XP_006397190.2
OG0016865	Cg003G0778300	XP_006397126.1
OG0016866	Cg003G0768400	XP_024009880.1
OG0016867	Cg003G0760600	XP_006396925.1
OG0016868	Cg003G0753300	XP_024010102.1
OG0016869	Cg003G0871200, Cg003G0726700	XP_006396504.1
OG0016870	Cg003G0865800, Cg003G0732600	XP_006396570.1
OG0016871	Cg001G0006800	XP_006411674.1
OG0016872	Cg001G0034500	XP_006411973.1
OG0016873	Cg001G0112400	XP_024004448.1, XP_006412755.1, XP_024004655.1
OG0016874	Cg001G0122800	XP_006417292.1
OG0016875	Cg001G0128500	XP_006413072.1
OG0016876	Cg001G0133400	XP_006413123.2
OG0016877	Cg001G0134800	XP_006413140.2
OG0016878	Cg001G0138900	XP_006413186.2
OG0016879	Cg001G0141100	XP_006413218.1
OG0016881	Cg001G0141800	XP_006413223.1
OG0016882	Cg001G0142100	XP_006413231.1
OG0016883	Cg001G0142500	XP_006413237.1
OG0016884	Cg001G0143200	XP_006413244.1
OG0016885	Cg001G0143700	XP_006413250.1
OG0016886	Cg001G0145600	XP_006413273.1
OG0016887	Cg001G0158300	XP_006413417.1
OG0016888	Cg001G0168800	XP_024004508.1
OG0016889	Cg001G0169000	XP_006413549.1
OG0016890	Cg001G0192600	XP_006413807.1
OG0016891	Cg001G0207400	XP_006413984.1
OG0016892	Cg001G0209900	XP_024005874.1
OG0016893	Cg001G0213600, Cg001G0213500	XP_006414064.1
OG0016894	Cg001G0320000	XP_006405735.1
OG0016896	Cg001G0325500	XP_006405965.1
OG0016897	Cg001G0350100	XP_006405779.1
OG0016898	Cg001G0353000	XP_006405744.1
OG0016899	Cg001G0383100	XP_006405397.1
OG0016900	Cg008G2962000	XP_024011008.1
OG0016901	Cg008G2943600	XP_006403107.1
OG0016902	Cg008G2878400	XP_006395198.1
OG0016903	Cg008G2868600, Cg008G2852800	XP_006395139.1
OG0016904	Cg003G0874400, Cg016G3061000	XP_006402144.1
OG0016905	Cg003G0883300	XP_006402080.1
OG0016906	Cg003G0888000	XP_006402058.1
OG0016907	Cg003G0896900	XP_006401967.2
OG0016908	Cg003G0898400	XP_006401928.1
OG0016909	Cg003G0901400	XP_006401897.1
OG0016910	Cg003G0908600	XP_006401812.1
OG0016911	Cg003G0910100	XP_006401782.2
OG0016912	Cg003G0958900	XP_006401262.2
OG0016915	Cg003G1062900	XP_006393860.1
OG0016919	Cg001G0135000	XP_006413142.1
OG0016938	Cg002G0564100	XP_006418889.1
OG0016939	Cg002G0557600	XP_006404429.1
OG0016940	Cg002G0542700	XP_006404247.1
OG0016941	Cg002G0544700	XP_006404281.1
OG0016942	Cg002G0546400	XP_006404295.1
OG0016943	Cg002G0546000	XP_006404292.1
OG0016944	Cg002G0548500	XP_006404320.1
OG0016945	Cg002G0694700	XP_006398521.1
OG0016946	Cg002G0688700	XP_006395839.1
OG0016947	Cg001G0326300	XP_024014604.1
OG0016948	Cg008G2745100	XP_006400355.1
OG0016949	Cg008G2743900	XP_006400340.1
OG0016950	Cg008G2741700	XP_024012111.1
OG0016951	Cg008G2740500	XP_006400309.1
OG0016952	Cg008G2740100	XP_006400306.1
OG0016953	Cg003G0697900	XP_006396197.1
OG0016954	Cg008G2737500	XP_006400275.1
OG0016955	Cg008G2735600	XP_024012329.1
OG0016956	Cg008G2729300	XP_006400191.1
OG0016957	Cg008G2728400	XP_024011915.1
OG0016958	Cg008G2727000	XP_006400159.1
OG0016959	Cg008G2726400	XP_006400153.1
OG0016960	Cg008G2716000	XP_006400034.1
OG0016961	Cg008G2713800	XP_006400018.1
OG0016962	Cg004G1361100	XP_006409693.1
OG0016963	Cg001G0370200	XP_024014783.1
OG0016964	Cg008G2708500	XP_024011655.1
OG0016965	Cg006G1884800	XP_006393769.1
OG0016966	Cg008G2702300	XP_006399888.1
OG0016967	Cg008G2702100	XP_006399885.1
OG0016968	Cg008G2700600	XP_006399864.2
OG0016969	Cg008G2700500	XP_006399863.1
OG0016970	Cg008G2700000	XP_006399858.1
OG0016971	Cg008G2699700	XP_006399854.1
OG0016972	Cg001G0320100	XP_006395918.1
OG0016974	Cg008G2690700	XP_024012215.1
OG0016975	Cg008G2688400	XP_006399732.1
OG0016977	Cg008G2685700	XP_006399704.1
OG0016978	Cg008G2682800	XP_006399664.1
OG0016979	Cg008G2682400	XP_006399661.1
OG0016980	Cg008G2681500	XP_006399651.1
OG0016981	Cg008G2678800	XP_006399615.1
OG0016982	Cg008G2677100	XP_006399595.1
OG0016984	Cg008G2675700	XP_006399580.1
OG0016985	Cg008G2674300	XP_024012651.1
OG0016986	Cg008G2668800	XP_006399512.1
OG0016987	Cg008G2668700	XP_006399511.1
OG0016988	Cg008G2667700	XP_006399497.1
OG0016989	Cg008G2666700	XP_006399487.1
OG0016990	Cg008G2666500	XP_006399481.1
OG0016991	Cg008G2666300	XP_006397508.2
OG0016992	Cg008G2663600	XP_006399450.1
OG0016994	Cg008G2662700	XP_006399437.1
OG0016995	Cg008G2662500	XP_006399434.1
OG0016996	Cg008G2661200	XP_006399418.1
OG0016997	Cg008G2660500	XP_024012209.1
OG0016999	Cg008G2659800	XP_006399395.1
OG0017001	Cg008G2656800	XP_006399344.2
OG0017002	Cg008G2654800	XP_006399320.1
OG0017003	Cg008G2654000	XP_024011537.1
OG0017004	Cg008G2652700	XP_006399294.1
OG0017005	Cg008G2651900	XP_006399288.1
OG0017006	Cg008G2651600	XP_006399285.1
OG0017007	Cg008G2648800	XP_006399249.1
OG0017008	Cg001G0154000	XP_006413356.1
OG0017009	Cg005G1699500	XP_006398946.1
OG0017010	Cg005G1698600	XP_006398332.1, XP_024016729.1
OG0017011	Cg005G1697800	XP_006409726.1
OG0017012	Cg005G1691400	XP_006409728.1
OG0017013	Cg005G1691200	XP_006408722.1, XP_006392437.1
OG0017014	Cg005G1683000	XP_024015984.1
OG0017015	Cg005G1679500	XP_006408658.1
OG0017016	Cg005G1678600	XP_006408649.2
OG0017017	Cg005G1667300	XP_006409734.1
OG0017018	Cg005G1659600	XP_006409784.1
OG0017019	Cg005G1656100	XP_006409831.1
OG0017020	Cg005G1655500	XP_006409835.1
OG0017021	Cg005G1652100	XP_006409865.1
OG0017023	Cg005G1650100	XP_006409886.1
OG0017024	Cg005G1648900	XP_006409897.1
OG0017025	Cg005G1648200	XP_024004055.1
OG0017026	Cg005G1645100	XP_006409927.1
OG0017029	Cg005G1627000	XP_006410159.2
OG0017030	Cg005G1624400	XP_006410185.1
OG0017031	Cg005G1621600	XP_024003924.1
OG0017033	Cg005G1616300	XP_024004262.1
OG0017034	Cg005G1615200	XP_006410304.1
OG0017035	Cg005G1612000	XP_006410340.1
OG0017036	Cg005G1605700	XP_006410402.1
OG0017037	Cg008G2929300	XP_006403246.2
OG0017039	Cg008G2934000	XP_006403205.2
OG0017040	Cg006G2229200	XP_006418201.1
OG0017041	Cg008G2942300	XP_006403123.1
OG0017042	Cg001G0151500	XP_024005697.1
OG0017043	Cg001G0149000	XP_006413302.1
OG0017044	Cg003G0945800	XP_006401423.1
OG0017045	Cg008G2903500	XP_006403381.1
OG0017046	Cg006G1859000	XP_006393581.1
OG0017048	Cg006G1999000	XP_006415741.1
OG0017049	Cg006G1999100	XP_006415742.1
OG0017050	Cg006G1999200	XP_006415743.1
OG0017051	Cg006G1871000	XP_006393680.1
OG0017052	Cg006G1872400	XP_006393672.1
OG0017054	Cg002G0690200	XP_006395856.1
OG0017055	Cg006G1998900	XP_006415739.1
OG0017056	Cg006G1997900	XP_006415727.1
OG0017057	Cg006G1997200	XP_006415717.1
OG0017058	Cg006G1992100	XP_024008696.1
OG0017059	Cg006G1987800	XP_024009046.1
OG0017060	Cg006G1987700	XP_006415623.1
OG0017061	Cg006G1984000, Cg006G1982600, Cg006G1982200, Cg006G1981700, Cg006G1981300	XP_006415593.1
OG0017062	Cg006G1978000	XP_024008343.1
OG0017063	Cg006G1975900	XP_006415543.2
OG0017064	Cg006G1974400	XP_024008822.1
OG0017065	Cg006G1973900	XP_024007781.1
OG0017066	Cg006G1972600	XP_006415502.1
OG0017067	Cg006G1970100	XP_006415471.1
OG0017068	Cg001G0310500	XP_006395974.1
OG0017069	Cg006G1969300	XP_006415462.1
OG0017070	Cg006G1968400	XP_006415447.1
OG0017071	Cg006G1963600	XP_006415385.1
OG0017072	Cg006G1958800	XP_006415333.1
OG0017073	Cg006G1958200	XP_006415324.1
OG0017074	Cg006G1954900	XP_006415290.1
OG0017075	Cg006G1950000	XP_006415219.1
OG0017076	Cg006G1949400	XP_006415211.1
OG0017077	Cg006G1949200	XP_006415208.1
OG0017078	Cg006G1947300	XP_024008382.1
OG0017079	Cg002G0682200	XP_006395751.1
OG0017080	Cg002G0679800	XP_006395725.1
OG0017081	Cg002G0677600	XP_006395707.2
OG0017082	Cg002G0677100	XP_024007584.1
OG0017083	Cg002G0676500	XP_024007395.1
OG0017084	Cg003G1061400	XP_006393874.1
OG0017085	Cg003G1059600	XP_006393896.2
OG0017086	Cg003G1057500	XP_006393913.1
OG0017087	Cg003G1057100	XP_006393916.2
OG0017088	Cg003G1053100	XP_024006964.1
OG0017089	Cg003G1052800	XP_006393964.1
OG0017090	Cg003G1052000	XP_006393971.2
OG0017092	Cg003G1050700	XP_006393982.2
OG0017093	Cg003G1049500	XP_024007331.1
OG0017094	Cg003G1047800	XP_006394013.1
OG0017095	Cg003G1047300	XP_024007164.1
OG0017097	Cg003G1046100	XP_024007089.1
OG0017098	Cg003G1044900	XP_006394052.1
OG0017099	Cg003G1044300	XP_006394061.1
OG0017100	Cg003G1042400	XP_006394072.1
OG0017101	Cg003G1042500	XP_024007528.1
OG0017102	Cg003G1043500	XP_006394084.1
