Orthogroup	Cardamine_glauca	Rorippa_islandica
OG0016359	Cg006G2099900	Roisl.0007s0490.1.p
OG0016360	Cg006G2099600	Roisl.0007s0487.1.p
OG0016361	Cg006G2098500	Roisl.0007s0475.1.p
OG0016362	Cg006G2098200	Roisl.0007s0471.1.p
OG0016363	Cg006G2098000	Roisl.0007s0469.1.p
OG0016364	Cg006G2097800	Roisl.0007s0467.1.p
OG0016365	Cg006G2094800	Roisl.0007s0434.1.p
OG0016366	Cg006G2093900	Roisl.0007s0422.1.p
OG0016367	Cg006G2092700	Roisl.0007s0411.1.p
OG0016368	Cg006G2092600	Roisl.0007s0410.1.p
OG0016369	Cg006G2092400	Roisl.0007s0408.1.p
OG0016371	Cg006G2092000	Roisl.0007s0403.1.p
OG0016372	Cg006G2091400	Roisl.0007s0397.1.p
OG0016373	Cg008G2834700	Roisl.0046s0468.1.p
OG0016374	Cg006G2090300	Roisl.0007s0385.1.p
OG0016375	Cg006G2090000	Roisl.0007s0382.1.p
OG0016376	Cg006G2089800	Roisl.0007s0380.1.p
OG0016377	Cg006G2089700	Roisl.0007s0379.1.p
OG0016378	Cg006G2089200	Roisl.0007s0374.1.p
OG0016379	Cg006G2088800	Roisl.0007s0371.1.p
OG0016380	Cg006G2087400	Roisl.0007s0356.1.p
OG0016381	Cg006G2087300	Roisl.0007s0354.1.p
OG0016382	Cg006G2087200	Roisl.0007s0355.1.p
OG0016383	Cg005G1700800	Roisl.0029s0089.1.p
OG0016384	Cg006G2085100	Roisl.0007s0332.1.p
OG0016385	Cg006G2084900	Roisl.0007s0330.1.p
OG0016386	Cg006G2084300	Roisl.0007s0324.1.p
OG0016387	Cg006G2084100	Roisl.0007s0322.1.p
OG0016388	Cg006G2083900	Roisl.0007s0320.1.p
OG0016389	Cg006G2083700	Roisl.0007s0318.1.p
OG0016390	Cg006G2083200	Roisl.0007s0311.1.p
OG0016393	Cg006G2078700	Roisl.0007s0264.1.p
OG0016395	Cg006G2076900	Roisl.0007s0250.1.p
OG0016396	Cg006G2075600	Roisl.0007s0237.1.p
OG0016397	Cg006G2074700	Roisl.0007s0220.1.p
OG0016398	Cg006G2074300	Roisl.0007s0216.1.p
OG0016399	Cg006G2073600	Roisl.0007s0207.1.p
OG0016400	Cg006G2072500	Roisl.0007s0199.1.p
OG0016401	Cg006G2072200	Roisl.0007s0197.1.p
OG0016402	Cg006G2071900	Roisl.0007s0194.1.p
OG0016403	Cg006G2071600	Roisl.0007s0191.1.p
OG0016404	Cg006G2070700	Roisl.0007s0181.1.p
OG0016405	Cg006G2069300	Roisl.0007s0168.1.p
OG0016406	Cg006G2067900	Roisl.0007s0152.1.p
OG0016407	Cg004G1325400	Roisl.0053s0424.1.p
OG0016408	Cg006G2065200	Roisl.0007s0128.1.p
OG0016409	Cg006G2065100	Roisl.0007s0127.1.p
OG0016410	Cg006G2064500	Roisl.0007s0119.1.p
OG0016411	Cg006G2061300	Roisl.0007s0082.1.p
OG0016412	Cg006G2061000	Roisl.0007s0079.1.p
OG0016413	Cg006G2057800	Roisl.0007s0046.1.p
OG0016414	Cg006G2056100	Roisl.0007s0023.1.p
OG0016416	Cg005G1753500	Roisl.0006s0562.1.p
OG0016417	Cg006G2051100	Roisl.0049s0063.1.p
OG0016418	Cg006G2051000	Roisl.0049s0064.1.p
OG0016419	Cg006G2050700	Roisl.0049s0067.1.p
OG0016420	Cg006G2050400	Roisl.0049s0070.1.p
OG0016421	Cg006G2050300	Roisl.0049s0071.1.p
OG0016422	Cg006G2050200	Roisl.0049s0072.1.p
OG0016423	Cg006G2049200	Roisl.0049s0082.1.p
OG0016425	Cg006G2048800	Roisl.0191s0001.1.p
OG0016426	Cg006G2048600	Roisl.0191s0003.1.p
OG0016427	Cg006G2044800	Roisl.0191s0049.1.p
OG0016428	Cg006G2044600	Roisl.0191s0051.1.p
OG0016429	Cg006G2044500	Roisl.0191s0052.1.p
OG0016430	Cg006G2042100	Roisl.0191s0078.1.p
OG0016431	Cg006G2041900	Roisl.0191s0080.1.p
OG0016432	Cg006G2041300	Roisl.0191s0087.1.p
OG0016433	Cg006G2041200	Roisl.0191s0088.1.p
OG0016434	Cg006G2040300	Roisl.0191s0094.1.p
OG0016435	Cg006G2039500	Roisl.0191s0104.1.p
OG0016436	Cg006G2038800	Roisl.0191s0111.1.p
OG0016437	Cg006G2038600	Roisl.0191s0113.1.p
OG0016438	Cg006G2038500	Roisl.0191s0114.1.p
OG0016439	Cg006G2036200	Roisl.0191s0136.1.p
OG0016440	Cg006G2035700	Roisl.0191s0142.1.p
OG0016441	Cg007G2487400	Roisl.0019s0336.1.p
OG0016442	Cg007G2487100	Roisl.0019s0340.1.p
OG0016443	Cg007G2486500	Roisl.0019s0347.1.p
OG0016444	Cg007G2486400	Roisl.0019s0349.1.p
OG0016445	Cg007G2485600	Roisl.0019s0359.1.p
OG0016446	Cg007G2485200	Roisl.0019s0363.1.p
OG0016447	Cg007G2485100	Roisl.0019s0364.1.p
OG0016448	Cg007G2484900	Roisl.0019s0367.1.p
OG0016449	Cg007G2484600	Roisl.0019s0370.1.p
OG0016450	Cg007G2483300	Roisl.0019s0394.1.p
OG0016451	Cg007G2483000	Roisl.0019s0397.1.p
OG0016452	Cg007G2482700	Roisl.0019s0401.1.p
OG0016453	Cg006G1870700	Roisl.0179s0019.1.p
OG0016454	Cg007G2481800	Roisl.0019s0411.1.p
OG0016455	Cg007G2481600	Roisl.0019s0413.1.p
OG0016456	Cg007G2481500	Roisl.0019s0414.1.p
OG0016457	Cg007G2404500	Roisl.0213s0861.1.p
OG0016458	Cg007G2479400	Roisl.0019s0438.1.p
OG0016459	Cg007G2476800	Roisl.0019s0466.1.p
OG0016460	Cg007G2476100	Roisl.0019s0473.1.p
OG0016461	Cg007G2475300	Roisl.0019s0479.1.p
OG0016462	Cg007G2473400	Roisl.0019s0501.1.p
OG0016463	Cg007G2472400	Roisl.0019s0512.1.p
OG0016464	Cg007G2471800	Roisl.0019s0518.1.p
OG0016465	Cg007G2471300	Roisl.0019s0523.1.p
OG0016466	Cg007G2470900	Roisl.0019s0527.1.p
OG0016467	Cg006G1944000	Roisl.0209s0146.1.p
OG0016468	Cg001G0312900	Roisl.0043s0003.1.p
OG0016469	Cg006G1943200	Roisl.0209s0137.1.p
OG0016470	Cg006G1942500	Roisl.0209s0124.1.p
OG0016471	Cg006G1940700	Roisl.0209s0105.1.p
OG0016472	Cg006G1939600	Roisl.0040s0106.1.p
OG0016473	Cg006G1939400	Roisl.0040s0104.1.p
OG0016474	Cg006G1939100	Roisl.0040s0098.1.p
OG0016476	Cg007G2269600	Roisl.0010s0171.1.p
OG0016477	Cg007G2270200	Roisl.0010s0163.1.p
OG0016478	Cg007G2270300	Roisl.0010s0162.1.p
OG0016479	Cg003G0992900	Roisl.0080s0252.1.p
OG0016480	Cg007G2273100	Roisl.0010s0097.1.p
OG0016481	Cg007G2274300	Roisl.0010s0110.1.p
OG0016482	Cg007G2275600	Roisl.0010s0083.1.p
OG0016483	Cg007G2276300	Roisl.0010s0078.1.p, Roisl.0010s0079.1.p
OG0016484	Cg007G2276500	Roisl.0010s0076.1.p
OG0016485	Cg007G2276600	Roisl.0010s0075.1.p
OG0016486	Cg007G2276800	Roisl.0010s0074.1.p
OG0016487	Cg007G2276900	Roisl.0010s0073.1.p
OG0016488	Cg007G2277000	Roisl.0010s0072.1.p
OG0016489	Cg007G2278600	Roisl.0010s0038.1.p
OG0016490	Cg007G2278900	Roisl.0209s0554.1.p
OG0016491	Cg003G0808400	Roisl.0020s0035.1.p
OG0016492	Cg007G2285600	Roisl.0209s0636.1.p
OG0016493	Cg007G2286000	Roisl.0209s0641.1.p
OG0016494	Cg007G2286800	Roisl.0209s0653.1.p
OG0016495	Cg007G2288600	Roisl.0209s0685.1.p
OG0016496	Cg007G2290900	Roisl.0209s0721.1.p
OG0016497	Cg003G0778200	Roisl.0020s0059.1.p
OG0016498	Cg007G2292000	Roisl.0209s0726.1.p
OG0016499	Cg007G2292400	Roisl.0209s0732.1.p
OG0016500	Cg007G2292500	Roisl.0209s0733.1.p
OG0016501	Cg007G2295200	Roisl.0209s0752.1.p
OG0016502	Cg007G2297700	Roisl.0214s0546.1.p
OG0016503	Cg007G2296100	Roisl.0214s0565.1.p
OG0016504	Cg007G2301900	Roisl.0214s0582.1.p
OG0016505	Cg007G2302300	Roisl.0214s0584.1.p
OG0016506	Cg007G2303400	Roisl.0214s0597.1.p
OG0016507	Cg007G2303700	Roisl.0214s0601.1.p
OG0016508	Cg007G2304800	Roisl.0214s0617.1.p
OG0016509	Cg004G1441400	Roisl.0214s0446.1.p
OG0016510	Cg007G2306100	Roisl.0214s0626.1.p
OG0016511	Cg007G2306300	Roisl.0214s0629.1.p
OG0016512	Cg007G2308800	Roisl.0214s0652.1.p
OG0016513	Cg007G2309300	Roisl.0214s0657.1.p
OG0016514	Cg007G2311200	Roisl.0214s0674.1.p
OG0016515	Cg007G2312500	Roisl.0214s0692.1.p
OG0016516	Cg007G2313000	Roisl.0214s0697.1.p
OG0016517	Cg001G0125900	Roisl.0022s0438.1.p
OG0016518	Cg007G2314500	Roisl.0214s0708.1.p
OG0016519	Cg007G2316300	Roisl.0214s0734.1.p
OG0016520	Cg007G2316500	Roisl.0214s0735.1.p
OG0016521	Cg007G2318000	Roisl.0214s0756.1.p
OG0016522	Cg007G2318500	Roisl.0214s0764.1.p
OG0016523	Cg007G2320400	Roisl.0214s0770.1.p
OG0016524	Cg004G1364100	Roisl.0066s0436.1.p
OG0016525	Cg007G2324100	Roisl.0214s0828.1.p
OG0016526	Cg007G2382800	Roisl.0195s0017.1.p
OG0016527	Cg007G2326200	Roisl.0214s0855.1.p
OG0016528	Cg007G2327000	Roisl.0214s0864.1.p
OG0016529	Cg007G2330900	Roisl.0008s0059.1.p
OG0016530	Cg007G2334900	Roisl.0008s0025.1.p
OG0016531	Cg007G2336900	Roisl.0019s0003.1.p
OG0016532	Cg007G2337000	Roisl.0019s0004.1.p
OG0016533	Cg007G2337600	Roisl.0019s0022.1.p
OG0016534	Cg007G2338400	Roisl.0019s0067.1.p
OG0016535	Cg007G2341000	Roisl.0184s0074.1.p
OG0016536	Cg007G2341200	Roisl.0184s0070.1.p
OG0016537	Cg007G2263400	Roisl.0050s0085.1.p
OG0016538	Cg007G2262500	Roisl.0050s0075.1.p
OG0016539	Cg003G0883200	Roisl.0214s0240.1.p
OG0016540	Cg008G2842400	Roisl.0198s0043.1.p
OG0016541	Cg007G2261900	Roisl.0050s0066.1.p
OG0016542	Cg007G2260700	Roisl.0050s0053.1.p
OG0016543	Cg007G2260200	Roisl.0050s0048.1.p
OG0016544	Cg007G2260100	Roisl.0050s0047.1.p
OG0016545	Cg007G2259400	Roisl.0050s0038.1.p
OG0016547	Cg007G2257900	Roisl.0050s0018.1.p
OG0016548	Cg007G2256800	Roisl.0050s0004.1.p
OG0016549	Cg008G2972600	Roisl.0005s0175.1.p
OG0016550	Cg008G2972700	Roisl.0005s0174.1.p
OG0016551	Cg002G0691000	Roisl.0011s0065.1.p
OG0016553	Cg008G2978000	Roisl.0005s0106.1.p
OG0016554	Cg008G2983300	Roisl.0005s0038.1.p
OG0016555	Cg001G0320400	Roisl.0053s0113.1.p
OG0016556	Cg007G2502000	Roisl.0019s0166.1.p
OG0016557	Cg008G2950900	Roisl.0012s0342.1.p
OG0016558	Cg008G2949900, Cg008G2950000	Roisl.0012s0337.1.p
OG0016559	Cg008G2950300, Cg008G2949600	Roisl.0012s0335.1.p
OG0016560	Cg001G0137400	Roisl.0022s0315.1.p
OG0016561	Cg008G2948700	Roisl.0012s0325.1.p
OG0016562	Cg008G2943900	Roisl.0012s0268.1.p
OG0016564	Cg003G0736500, Cg003G0861700	Roisl.0082s0279.1.p
OG0016565	Cg003G0859600, Cg003G0738400	Roisl.0082s0258.1.p
OG0016566	Cg003G0859000, Cg003G0739000	Roisl.0082s0254.1.p
OG0016567	Cg001G0108800	Roisl.0044s0086.1.p
OG0016568	Cg001G0106900	Roisl.0044s0107.1.p
OG0016569	Cg001G0106700	Roisl.0044s0112.1.p
OG0016570	Cg001G0105400	Roisl.0044s0126.1.p
OG0016571	Cg001G0105300	Roisl.0044s0127.1.p
OG0016572	Cg002G0558800	Roisl.0209s0391.1.p
OG0016573	Cg008G2875600	Roisl.0014s0040.1.p
OG0016574	Cg001G0242300	Roisl.0002s0037.1.p
OG0016575	Cg006G1852700	Roisl.0013s0151.1.p
OG0016576	Cg006G1851800	Roisl.0013s0137.1.p
OG0016577	Cg006G1851700	Roisl.0013s0135.1.p
OG0016578	Cg006G1851600	Roisl.0013s0134.1.p
OG0016579	Cg006G1850000	Roisl.0013s0120.1.p
OG0016580	Cg006G1849400	Roisl.0013s0115.1.p
OG0016581	Cg006G1849200	Roisl.0013s0113.1.p
OG0016582	Cg003G0726100, Cg014G3028600	Roisl.0082s0397.1.p
OG0016583	Cg006G1843900	Roisl.0013s0065.1.p
OG0016584	Cg006G1842000	Roisl.0013s0050.1.p
OG0016585	Cg006G1841000	Roisl.0013s0037.1.p
OG0016586	Cg003G0762100	Roisl.0213s0620.1.p
OG0016587	Cg006G1840500	Roisl.0013s0032.1.p
OG0016588	Cg006G1839300	Roisl.0013s0021.1.p
OG0016589	Cg006G1837800, Cg006G1837700	Roisl.0006s0002.1.p
OG0016590	Cg006G1837500	Roisl.0006s0005.1.p
OG0016591	Cg006G1837400	Roisl.0006s0006.1.p
OG0016592	Cg006G1837300	Roisl.0006s0007.1.p
OG0016593	Cg006G1837000	Roisl.0006s0012.1.p
OG0016594	Cg006G1836900	Roisl.0006s0013.1.p
OG0016595	Cg007G2520600	Roisl.0004s0398.1.p
OG0016596	Cg007G2520400	Roisl.0004s0400.1.p
OG0016597	Cg007G2519800	Roisl.0004s0407.1.p
OG0016598	Cg001G0000200	Roisl.0115s0779.1.p
OG0016599	Cg001G0000300	Roisl.0115s0778.1.p
OG0016600	Cg001G0000400	Roisl.0115s0777.1.p
OG0016601	Cg001G0000700	Roisl.0115s0774.1.p
OG0016602	Cg001G0001900	Roisl.0115s0763.1.p
OG0016603	Cg001G0002100	Roisl.0115s0761.1.p
OG0016604	Cg001G0002400	Roisl.0115s0758.1.p
OG0016605	Cg001G0002500	Roisl.0115s0757.1.p
OG0016606	Cg001G0002600	Roisl.0115s0756.1.p
OG0016607	Cg001G0003400	Roisl.0115s0749.1.p
OG0016608	Cg001G0003500	Roisl.0115s0748.1.p
OG0016609	Cg001G0005100	Roisl.0115s0733.1.p
OG0016610	Cg001G0005200	Roisl.0115s0732.1.p
OG0016611	Cg001G0005300	Roisl.0115s0731.1.p
OG0016612	Cg001G0005400	Roisl.0115s0730.1.p
OG0016613	Cg001G0007100	Roisl.0115s0713.1.p
OG0016614	Cg001G0008300	Roisl.0115s0700.1.p
OG0016615	Cg001G0010800	Roisl.0115s0673.1.p
OG0016616	Cg001G0011400	Roisl.0115s0667.1.p
OG0016617	Cg001G0011900	Roisl.0115s0661.1.p
OG0016619	Cg001G0014100	Roisl.0001s0509.1.p
OG0016620	Cg001G0015100	Roisl.0001s0500.1.p
OG0016621	Cg001G0015300	Roisl.0001s0498.1.p
OG0016622	Cg001G0015900	Roisl.0001s0489.1.p
OG0016623	Cg001G0016300	Roisl.0001s0485.1.p
OG0016624	Cg001G0016600	Roisl.0001s0480.1.p
OG0016625	Cg001G0016700	Roisl.0001s0479.1.p
OG0016626	Cg001G0017000	Roisl.0001s0476.1.p
OG0016627	Cg001G0017900	Roisl.0001s0466.1.p
OG0016628	Cg001G0019300	Roisl.0001s0453.1.p
OG0016629	Cg001G0020100	Roisl.0001s0442.1.p
OG0016630	Cg001G0021400	Roisl.0001s0429.1.p
OG0016631	Cg001G0021900	Roisl.0001s0424.1.p
OG0016632	Cg001G0023700	Roisl.0001s0409.1.p
OG0016633	Cg001G0025600	Roisl.0001s0392.1.p
OG0016634	Cg001G0028500	Roisl.0001s0355.1.p
OG0016635	Cg001G0028800	Roisl.0001s0352.1.p
OG0016636	Cg001G0029800	Roisl.0001s0342.1.p
OG0016639	Cg001G0041000	Roisl.0001s0216.1.p
OG0016640	Cg001G0032700	Roisl.0001s0305.1.p
OG0016641	Cg001G0032800	Roisl.0001s0304.1.p
OG0016642	Cg001G0033000	Roisl.0001s0303.1.p
OG0016643	Cg001G0033400	Roisl.0001s0299.1.p
OG0016644	Cg001G0036400	Roisl.0001s0267.1.p
OG0016645	Cg001G0036800	Roisl.0001s0262.1.p
OG0016646	Cg001G0036900	Roisl.0001s0261.1.p
OG0016647	Cg001G0038500	Roisl.0001s0246.1.p
OG0016648	Cg001G0039000	Roisl.0001s0234.1.p
OG0016649	Cg001G0039200	Roisl.0001s0232.1.p
OG0016650	Cg001G0039400	Roisl.0001s0230.1.p
OG0016651	Cg001G0039600	Roisl.0001s0228.1.p
OG0016652	Cg001G0040400	Roisl.0001s0221.1.p
OG0016653	Cg001G0040800	Roisl.0001s0218.1.p
OG0016654	Cg001G0041100	Roisl.0001s0215.1.p
OG0016655	Cg001G0041700	Roisl.0001s0210.1.p
OG0016656	Cg001G0079400	Roisl.0003s0251.1.p
OG0016658	Cg001G0044600	Roisl.0001s0183.1.p
OG0016659	Cg001G0044900	Roisl.0001s0180.1.p
OG0016660	Cg001G0045200	Roisl.0001s0177.1.p
OG0016661	Cg001G0046800	Roisl.0001s0155.1.p
OG0016662	Cg001G0046900	Roisl.0001s0154.1.p
OG0016663	Cg001G0047200	Roisl.0001s0151.1.p
OG0016664	Cg001G0048600	Roisl.0001s0138.1.p
OG0016666	Cg001G0047900	Roisl.0001s0144.1.p
OG0016667	Cg001G0047500	Roisl.0001s0148.1.p
OG0016668	Cg001G0049000	Roisl.0001s0134.1.p
OG0016669	Cg001G0054600	Roisl.0001s0068.1.p
OG0016670	Cg001G0054700	Roisl.0001s0067.1.p
OG0016671	Cg001G0055400	Roisl.0001s0057.1.p
OG0016672	Cg001G0057800	Roisl.0001s0032.1.p
OG0016673	Cg001G0058200	Roisl.0001s0027.1.p
OG0016674	Cg001G0058800	Roisl.0001s0021.1.p
OG0016675	Cg001G0079600	Roisl.0003s0249.1.p
OG0016676	Cg001G0078700	Roisl.0003s0260.1.p
OG0016677	Cg003G0874200, Cg016G3060800	Roisl.0214s0143.1.p
OG0016678	Cg003G0874300	Roisl.0214s0142.1.p
OG0016679	Cg001G0075700	Roisl.0003s0283.1.p
OG0016680	Cg001G0073900	Roisl.0003s0309.1.p
OG0016681	Cg001G0072600	Roisl.0003s0324.1.p
OG0016682	Cg001G0072500	Roisl.0003s0325.1.p
OG0016683	Cg001G0069000	Roisl.0008s0270.1.p
OG0016684	Cg003G1061200	Roisl.0024s0591.1.p
OG0016685	Cg001G0067400	Roisl.0008s0288.1.p
OG0016686	Cg001G0067300	Roisl.0008s0289.1.p
OG0016687	Cg001G0067200	Roisl.0008s0290.1.p
OG0016688	Cg001G0067100	Roisl.0008s0291.1.p
OG0016689	Cg007G2460200	Roisl.0019s0639.1.p
OG0016690	Cg001G0066800	Roisl.0008s0293.1.p
OG0016691	Cg002G0630400	Roisl.0025s0025.1.p
OG0016692	Cg001G0066500	Roisl.0008s0297.1.p
OG0016693	Cg001G0120700	Roisl.0022s0489.1.p
OG0016694	Cg001G0062100	Roisl.0008s0343.1.p
OG0016695	Cg001G0082300	Roisl.0003s0221.1.p
OG0016696	Cg006G2187100	Roisl.0091s1046.1.p
OG0016697	Cg001G0082400	Roisl.0003s0220.1.p
OG0016698	Cg001G0083700	Roisl.0003s0210.1.p
OG0016699	Cg001G0083900	Roisl.0003s0208.1.p
OG0016700	Cg001G0084100	Roisl.0003s0206.1.p
OG0016701	Cg001G0085000	Roisl.0003s0197.1.p
OG0016702	Cg001G0085100	Roisl.0003s0196.1.p
OG0016703	Cg001G0086900	Roisl.0003s0181.1.p
OG0016704	Cg001G0120400	Roisl.0022s0491.1.p
OG0016705	Cg001G0089100	Roisl.0003s0155.1.p
OG0016706	Cg001G0090700	Roisl.0003s0138.1.p
OG0016707	Cg001G0090800	Roisl.0003s0137.1.p
OG0016708	Cg001G0091000	Roisl.0003s0135.1.p
OG0016709	Cg001G0092000	Roisl.0003s0125.1.p
OG0016710	Cg001G0093000	Roisl.0003s0113.1.p
OG0016711	Cg001G0094300	Roisl.0003s0095.1.p
OG0016712	Cg001G0094500	Roisl.0003s0093.1.p
OG0016713	Cg001G0094600	Roisl.0003s0092.1.p
OG0016714	Cg002G0550500	Roisl.0046s0677.1.p
OG0016715	Cg002G0550900	Roisl.0209s0485.1.p
OG0016716	Cg004G1308400	Roisl.0053s0291.1.p
OG0016717	Cg004G1309100	Roisl.0053s0282.1.p
OG0016718	Cg004G1310600	Roisl.0053s0267.1.p
OG0016719	Cg004G1310900	Roisl.0053s0264.1.p
OG0016720	Cg007G2497100	Roisl.0019s0227.1.p
OG0016721	Cg007G2494900	Roisl.0019s0248.1.p
OG0016722	Cg007G2494800	Roisl.0019s0249.1.p
OG0016723	Cg007G2490200	Roisl.0019s0307.1.p
OG0016724	Cg006G2034200	Roisl.0191s0157.1.p
OG0016725	Cg006G2031500	Roisl.0191s0186.1.p
OG0016726	Cg006G2028900	Roisl.0191s0207.1.p
OG0016727	Cg006G2027000	Roisl.0191s0232.1.p
OG0016728	Cg006G2026600	Roisl.0191s0254.1.p
OG0016729	Cg006G2019200	Roisl.0191s0323.1.p
OG0016730	Cg006G2018900	Roisl.0191s0333.1.p
OG0016731	Cg006G2018500	Roisl.0191s0338.1.p
OG0016732	Cg006G2017300	Roisl.0191s0349.1.p
OG0016733	Cg006G2015300	Roisl.0191s0369.1.p
OG0016734	Cg006G2014600	Roisl.0191s0380.1.p
OG0016735	Cg003G0712700, Cg014G3043300	Roisl.0191s0594.1.p
OG0016736	Cg003G0713600	Roisl.0191s0602.1.p
OG0016737	Cg014G3037600, Cg003G0718400	Roisl.0191s0652.1.p
OG0016738	Cg014G3045800, Cg003G0709900	Roisl.0191s0568.1.p
OG0016739	Cg003G0709000, Cg014G3046800	Roisl.0191s0560.1.p
OG0016740	Cg014G3047300, Cg003G0708300	Roisl.0191s0544.1.p
OG0016741	Cg014G3048500, Cg003G0707000	Roisl.0191s0531.1.p
OG0016742	Cg003G0706900, Cg014G3048600	Roisl.0191s0530.1.p
OG0016743	Cg014G3052700, Cg003G0703000	Roisl.0191s0484.1.p
OG0016744	Cg014G3054600, Cg003G0701300	Roisl.0015s0048.1.p
OG0016745	Cg003G0700100	Roisl.0015s0033.1.p
OG0016747	Cg003G0698800	Roisl.0015s0020.1.p
OG0016748	Cg003G0698600	Roisl.0015s0018.1.p
OG0016749	Cg001G0034900	Roisl.0001s0284.1.p
OG0016750	Cg005G1454900	Roisl.0067s0073.1.p
OG0016751	Cg006G2102300	Roisl.0007s0514.1.p
OG0016752	Cg005G1779000	Roisl.0063s0014.1.p
OG0016753	Cg005G1778800	Roisl.0063s0016.1.p
OG0016754	Cg005G1778600	Roisl.0063s0018.1.p
OG0016755	Cg006G2005400	Roisl.0015s0064.1.p
OG0016756	Cg006G2011900	Roisl.0191s0406.1.p
OG0016757	Cg001G0140400	Roisl.0022s0284.1.p
OG0016758	Cg001G0136700	Roisl.0022s0323.1.p
OG0016759	Cg001G0135100	Roisl.0022s0340.1.p
OG0016760	Cg001G0129400	Roisl.0022s0399.1.p
OG0016761	Cg001G0125600	Roisl.0022s0441.1.p
OG0016762	Cg001G0124900	Roisl.0022s0448.1.p
OG0016763	Cg001G0124800	Roisl.0022s0449.1.p
OG0016764	Cg001G0124600	Roisl.0022s0451.1.p
OG0016765	Cg001G0123900	Roisl.0022s0459.1.p
OG0016766	Cg001G0122700	Roisl.0022s0470.1.p
OG0016767	Cg001G0122100	Roisl.0022s0476.1.p
OG0016768	Cg001G0119900	Roisl.0022s0495.1.p
OG0016769	Cg001G0118600	Roisl.0022s0509.1.p
OG0016770	Cg002G0672600	Roisl.0011s0310.1.p
OG0016771	Cg006G2206300	Roisl.0091s0852.1.p
OG0016772	Cg006G2182400	Roisl.0091s1098.1.p
OG0016774	Cg006G2074400	Roisl.0007s0217.1.p
OG0016775	Cg006G2043100	Roisl.0191s0064.1.p
OG0016777	Cg006G2032200	Roisl.0191s0179.1.p
OG0016778	Cg006G2028700	Roisl.0191s0209.1.p
OG0016780	Cg006G2022600	Roisl.0191s0294.1.p
OG0016781	Cg006G2019000	Roisl.0191s0330.1.p
OG0016782	Cg006G2012700	Roisl.0191s0399.1.p
OG0016783	Cg006G2008700	Roisl.0191s0438.1.p
OG0016784	Cg006G2000100	Roisl.0015s0117.1.p
OG0016785	Cg006G2000000	Roisl.0015s0118.1.p
OG0016786	Cg006G1999900	Roisl.0015s0119.1.p
OG0016788	Cg006G1965200	Roisl.0213s0347.1.p
OG0016789	Cg006G1961500	Roisl.0213s0400.1.p
OG0016790	Cg006G1946200	Roisl.0209s0161.1.p
OG0016791	Cg008G2887000, Cg007G2356500, Cg002G0627200, Cg007G2356400, Cg004G1316800, Cg001G0326100, Cg001G0340700	Roisl.0027s0114.1.p
OG0016792	Cg006G1833300	Roisl.0006s0056.1.p
OG0016793	Cg001G0064600, Cg001G0065100	Roisl.0075s0189.1.p
OG0016795	Cg006G1783700	Roisl.0021s0501.1.p
OG0016798	Cg007G2422900	Roisl.0209s0086.1.p
OG0016801	Cg007G2531500	Roisl.0004s0289.1.p
OG0016802	Cg007G2532400	Roisl.0004s0280.1.p
OG0016803	Cg007G2544100	Roisl.0004s0167.1.p
OG0016805	Cg004G1166800	Roisl.0074s0940.1.p
OG0016806	Cg004G1191300	Roisl.0074s0682.1.p
OG0016808	Cg004G1268700	Roisl.0115s0333.1.p
OG0016809	Cg004G1302200	Roisl.0053s0351.1.p
OG0016810	Cg004G1308800	Roisl.0053s0286.1.p
OG0016811	Cg004G1345900	Roisl.0213s0674.1.p
OG0016812	Cg004G1352300	Roisl.0038s0021.1.p
OG0016814	Cg004G1366100	Roisl.0066s0448.1.p
OG0016815	Cg004G1385400, Cg004G1377300	Roisl.0047s0010.1.p
OG0016817	Cg004G1413900	Roisl.0066s0145.1.p
OG0016818	Cg004G1415600	Roisl.0066s0122.1.p
OG0016819	Cg004G1440000	Roisl.0214s0432.1.p
OG0016820	Cg005G1778100	Roisl.0063s0023.1.p
OG0016822	Cg005G1761200	Roisl.0046s0559.1.p
OG0016823	Cg005G1743800	Roisl.0004s0003.1.p
OG0016824	Cg005G1745400	Roisl.0004s0017.1.p
OG0016826	Cg005G1727100	Roisl.0023s0105.1.p
OG0016827	Cg005G1713700	Roisl.0082s0463.1.p
OG0016828	Cg005G1632600	Roisl.0033s0024.1.p
OG0016829	Cg005G1622300	Roisl.0033s0143.1.p
OG0016830	Cg005G1613600	Roisl.0017s0464.1.p
OG0016832	Cg005G1574800	Roisl.0028s1010.1.p
OG0016833	Cg005G1572500	Roisl.0028s1038.1.p
OG0016835	Cg005G1540800	Roisl.0017s0284.1.p
OG0016836	Cg005G1487900	Roisl.0028s0169.1.p
OG0016837	Cg002G0551600	Roisl.0209s0478.1.p
OG0016838	Cg005G1468900	Roisl.0035s0144.1.p
OG0016839	Cg005G1450000	Roisl.0067s0024.1.p
OG0016840	Cg002G0690300	Roisl.0011s0074.1.p
OG0016841	Cg002G0674000	Roisl.0011s0286.1.p
OG0016842	Cg002G0671700	Roisl.0011s0324.1.p
OG0016843	Cg002G0666400	Roisl.0011s0385.1.p
OG0016846	Cg002G0606400	Roisl.0185s0063.1.p
OG0016847	Cg008G2776800	Roisl.0210s1851.1.p
OG0016849	Cg002G0590300	Roisl.0037s0015.1.p
OG0016850	Cg002G0589600	Roisl.0037s0005.1.p
OG0016851	Cg002G0576500	Roisl.0019s0077.1.p
