Orthogroup	Arabis_alpina	Conringia_planisiliqua
OG0016306	Aa_G43360.h1.t1	CP1_g37386_DN3_SP8_c.t1
OG0016308	Aa_G151120.h1.t1	CP14_g23526_DN3_SP4_c.t1
OG0016309	Aa_G232700.h1.t1	CP1_g37416_DN3_SP3_c.t1
OG0016310	Aa_G356210.h1.t1	CP6_g8516_DN3_SP1_c.t1
OG0016311	Aa_G469920.h1.t1	CP1_g37451_DN3_SP8_c.t1
OG0016312	Aa_G307210.h1.t1	CP1_g37463_DN3_SP8_c.t1
OG0016314	Aa_G338970.h2.t1, Aa_G338970.h1.t1	CP1_g37476_DN3_SP0_c.t1
OG0016315	Aa_G739690.h1.t1	CP2_g49040_DN1_SP0_c.t1
OG0016316	Aa_G298890.h1.t1	CP1_g37513_DN3_SP8_c.t1
OG0016317	Aa_G193690.h1.t1	CP1_g37526_DN3_SP1_c.t1
OG0016318	Aa_G193660.h1.t1	CP1_g37527_DN3_SP7_c.t1
OG0016319	Aa_G246100.h1.t1	CP1_g37539_DN3_SP7_c.t1
OG0016320	Aa_G10870.h1.t1	CP1_g37544_DN3_SP8_c.t1
OG0016321	Aa_G10800.h1.t1	CP1_g37549_DN3_SP5_c.t1
OG0016323	Aa_G710450.h1.t1	CP1_g37559_DN3_SP8_c.t1
OG0016324	Aa_G319800.h1.t1	CP1_g37566_DN3_SP1_c.t1
OG0016325	Aa_G292040.h1.t1	CP1_g37581_DN3_SP5_c.t1
OG0016326	Aa_G26620.h1.t1	CP1_g37598_DN3_SP0_c.t1
OG0016327	Aa_G501030.h1.t1	CP1_g37616_DN3_SP3_c.t1
OG0016328	Aa_G726110.h1.t1	CP1_g37620_DN3_SP8_c.t1
OG0016329	Aa_G616300.h1.t1	CP1_g37625_DN3_SP0_c.t1
OG0016331	Aa_G109580.h1.t1	CP1_g37654_DN3_SP8_c.t1
OG0016332	Aa_G118460.h1.t1	CP1_g37665_DN3_SP8_c.t1
OG0016333	Aa_G118540.h1.t1	CP1_g37671_DN3_SP0_c.t1
OG0016334	Aa_G118570.h1.t1	CP1_g37674_DN3_SP8_c.t1
OG0016335	Aa_G437640.h1.t1	CP1_g37686_DN3_SP7_c.t1
OG0016336	Aa_G569550.h1.t1	CP1_g37691_DN3_SP8_c.t1
OG0016337	Aa_G599490.h1.t1	CP1_g37701_DN3_SP2_c.t1
OG0016338	Aa_G599480.h1.t1	CP1_g37700_DN3_SP8_c.t1
OG0016339	Aa_G592530.h1.t1	CP1_g37716_DN3_SP2_c.t1
OG0016340	Aa_G676730.h1.t1	CP1_g37719_DN3_SP3_c.t1
OG0016341	Aa_G658780.h1.t1	CP1_g37721_DN2_SP3_c.t1
OG0016342	Aa_G93010.h1.t1	CP1_g37732_DN3_SP0_c.t1
OG0016343	Aa_G93030.h1.t1	CP1_g37734_DN3_SP6_c.t1
OG0016344	Aa_G93040.h1.t1	CP1_g37735_DN3_SP8_c.t1
OG0016345	Aa_G117810.h1.t1	CP1_g37740_DN3_SP4_c.t1
OG0016346	Aa_G393280.h1.t1	CP1_g37760_DN3_SP8_c.t1
OG0016347	Aa_G393320.h1.t1	CP1_g37763_DN3_SP8_c.t1
OG0016348	Aa_G121140.h1.t1	CP1_g37824_DN3_SP2_c.t1
OG0016349	Aa_G121300.h1.t1	CP7_g46198_DN3_SP3_c.t1
OG0016350	Aa_G121370.h1.t1	CP7_g46191_DN2_SP0_c.t1
OG0016351	Aa_G163850.h1.t1	CP7_g46187_DN3_SP2_c.t1
OG0016353	Aa_G525770.h1.t1	CP7_g46164_DN3_SP0_c.t1
OG0016354	Aa_G606310.h1.t1	CP7_g46161_DN3_SP8_c.t1
OG0016355	Aa_G435920.h1.t1	CP5_g2162_DN3_SP2_c.t1
OG0016358	Aa_G65540.h1.t1	CP7_g46107_DN3_SP8_c.t1
OG0016359	Aa_G377610.h1.t1	CP7_g46099_DN3_SP0_c.t1
OG0016360	Aa_G377570.h1.t1, Aa_G1025850.h1.t1	CP7_g46098_DN3_SP0_c.t1
OG0016361	Aa_G103870.h1.t1	CP7_g46086_DN3_SP3_c.t1
OG0016363	Aa_G103840.h1.t1	CP7_g46082_DN3_SP2_c.t1
OG0016364	Aa_G103820.h1.t1	CP7_g46080_DN3_SP7_c.t1
OG0016365	Aa_G126430.h1.t1	CP7_g46050_DN3_SP8_c.t1
OG0016366	Aa_G274970.h1.t1	CP7_g46039_DN3_SP6_c.t1
OG0016367	Aa_G671580.h1.t1	CP7_g46028_DN3_SP0_c.t1
OG0016369	Aa_G349070.h1.t1	CP7_g46023_DN3_SP8_c.t1
OG0016371	Aa_G496820.h1.t1	CP7_g46020_DN3_SP8_c.t1
OG0016372	Aa_G495530.h1.t1	CP7_g46014_DN3_SP8_c.t1
OG0016373	Aa_G165910.h1.t1	CP2_g48652_DN3_SP1_c.t1
OG0016375	Aa_G188650.h1.t1	CP7_g46000_DN3_SP0_c.t1
OG0016376	Aa_G188630.h1.t1	CP7_g45998_DN3_SP4_c.t1
OG0016377	Aa_G788280.h1.t1	CP7_g45997_DN3_SP0_c.t1
OG0016379	Aa_G278540.h1.t1	CP7_g45989_DN3_SP7_c.t1
OG0016380	Aa_G454430.h1.t1	CP7_g45975_DN3_SP8_c.t1
OG0016382	Aa_G454410.h1.t1	CP7_g45973_DN3_SP8_c.t1
OG0016383	Aa_G363370.h2.t1, Aa_G363370.h1.t1	CP18_g11619_DN3_SP0_c.t1
OG0016384	Aa_G583600.h1.t1	CP7_g45950_DN3_SP5_c.t1
OG0016385	Aa_G583560.h1.t1	CP7_g45948_DN3_SP7_c.t1
OG0016386	Aa_G583540.h1.t1	CP7_g45945_DN3_SP2_c.t1
OG0016387	Aa_G190840.h1.t1	CP7_g45943_DN3_SP6_c.t1
OG0016388	Aa_G190810.h1.t1	CP7_g45940_DN3_SP8_c.t1
OG0016389	Aa_G379800.h1.t1	CP7_g45938_DN2_SP7_c.t1
OG0016390	Aa_G55180.h1.t1	CP7_g45932_DN2_SP0_c.t1
OG0016391	Aa_G142900.h1.t1	CP30_g10199_DN1_SP0_c.t1, CP30_g10198_DN1_SP0_c.t1
OG0016392	Aa_G247150.h1.t1	CP8_g53167_DN3_SP0_c.t1
OG0016393	Aa_G119150.h1.t1	CP7_g45886_DN3_SP6_c.t1
OG0016395	Aa_G548290.h1.t1	CP7_g45874_DN3_SP0_c.t1
OG0016396	Aa_G493840.h1.t1	CP7_g45859_DN3_SP1_c.t1
OG0016397	Aa_G313750.h1.t1	CP7_g45848_DN3_SP0_c.t1
OG0016398	Aa_G192230.h1.t1	CP7_g45844_DN3_SP7_c.t1
OG0016399	Aa_G371560.h1.t1	CP7_g45837_DN2_SP0_c.t1
OG0016400	Aa_G407810.h1.t1	CP7_g45827_DN3_SP0_c.t1
OG0016401	Aa_G407790.h1.t1	CP7_g45825_DN3_SP0_c.t1
OG0016402	Aa_G407760.h1.t1	CP7_g45821_DN3_SP2_c.t1
OG0016403	Aa_G407730.h1.t1	CP7_g45818_DN3_SP0_c.t1
OG0016404	Aa_G323750.h1.t1	CP7_g45808_DN3_SP1_c.t1
OG0016405	Aa_G93390.h1.t1	CP7_g45793_DN3_SP3_c.t1
OG0016406	Aa_G615520.h1.t1	CP7_g45780_DN2_SP0_c.t1
OG0016407	Aa_G204590.h1.t1	CP12_g30994_DN3_SP2_c.t1
OG0016408	Aa_G266440.h1.t1	CP7_g45761_DN3_SP3_c.t1
OG0016409	Aa_G266420.h1.t1	CP7_g45760_DN3_SP1_c.t1
OG0016410	Aa_G266360.h1.t1	CP7_g45753_DN3_SP1_c.t1
OG0016411	Aa_G148850.h1.t1	CP7_g45712_DN3_SP0_c.t1
OG0016412	Aa_G148890.h1.t1	CP7_g45709_DN2_SP3_c.t1
OG0016413	Aa_G334100.h1.t1	CP7_g45681_DN2_SP0_c.t1
OG0016414	Aa_G60700.h1.t1	CP7_g45665_DN3_SP1_c.t1
OG0016416	Aa_G11830.h1.t1	CP16_g55018_DN3_SP0_c.t1
OG0016417	Aa_G86960.h1.t1	CP7_g45624_DN2_SP0_c.t1
OG0016418	Aa_G86950.h1.t1	CP7_g45623_DN3_SP0_c.t1
OG0016420	Aa_G86870.h1.t1	CP7_g45617_DN3_SP8_c.t1
OG0016421	Aa_G86860.h1.t1	CP7_g45616_DN3_SP7_c.t1
OG0016422	Aa_G86850.h1.t1	CP7_g45615_DN3_SP1_c.t1
OG0016423	Aa_G458300.h1.t1	CP7_g45604_DN3_SP8_c.t1
OG0016424	Aa_G444720.h1.t1	CP7_g45602_DN3_SP4_c.t1
OG0016425	Aa_G444740.h1.t1	CP7_g45600_DN3_SP7_c.t1
OG0016426	Aa_G444750.h1.t1	CP7_g45598_DN3_SP8_c.t1
OG0016427	Aa_G479800.h1.t1	CP7_g45570_DN3_SP0_c.t1
OG0016429	Aa_G479840.h1.t1	CP7_g45567_DN3_SP0_c.t1
OG0016430	Aa_G198680.h1.t1	CP7_g45541_DN3_SP5_c.t1
OG0016431	Aa_G198690.h1.t1	CP7_g45539_DN2_SP1_c.t1
OG0016432	Aa_G528420.h1.t1	CP7_g45531_DN3_SP2_c.t1
OG0016434	Aa_G372720.h1.t1	CP7_g45524_DN2_SP0_c.t1
OG0016435	Aa_G371910.h1.t1	CP7_g45516_DN3_SP0_c.t1
OG0016436	Aa_G121780.h1.t1, Aa_G121780.h2.t1	CP7_g45506_DN3_SP8_c.t1
OG0016437	Aa_G121800.h1.t1, Aa_G121800.h2.t1	CP7_g45505_DN1_SP5_c.t1
OG0016438	Aa_G121810.h1.t1	CP7_g45504_DN3_SP8_c.t1
OG0016439	Aa_G653380.h1.t1	CP7_g45483_DN3_SP0_c.t1
OG0016440	Aa_G367210.h1.t1	CP7_g45478_DN3_SP0_c.t1
OG0016441	Aa_G160300.h1.t1	CP9_g28805_DN3_SP0_c.t1
OG0016442	Aa_G245820.h1.t1	CP9_g28796_DN3_SP8_c.t1
OG0016443	Aa_G245880.h1.t1	CP9_g28789_DN3_SP0_c.t1
OG0016444	Aa_G245900.h1.t1	CP9_g28786_DN3_SP0_c.t1
OG0016445	Aa_G149300.h1.t1	CP9_g28778_DN3_SP0_c.t1
OG0016446	Aa_G319470.h1.t1	CP9_g28774_DN3_SP8_c.t1
OG0016447	Aa_G319480.h1.t1	CP9_g28773_DN2_SP0_c.t1
OG0016448	Aa_G319510.h1.t1	CP9_g28771_DN3_SP0_c.t1
OG0016449	Aa_G319530.h1.t1	CP9_g28769_DN3_SP2_c.t1
OG0016450	Aa_G170790.h1.t1	CP9_g28755_DN3_SP0_c.t1
OG0016451	Aa_G170750.h1.t1	CP9_g28753_DN3_SP3_c.t1
OG0016452	Aa_G170720.h1.t1	CP9_g28747_DN3_SP0_c.t1
OG0016453	Aa_G415710.h1.t1	CP1_g38673_DN3_SP5_c.t1
OG0016454	Aa_G232190.h1.t1, Aa_G232200.h1.t1	CP9_g28739_DN3_SP3_c.t1
OG0016455	Aa_G232170.h1.t1	CP9_g28737_DN3_SP0_c.t1
OG0016456	Aa_G232160.h1.t1	CP9_g28736_DN3_SP0_c.t1
OG0016457	Aa_G350310.h1.t1	CP9_g27800_DN3_SP0_c.t1
OG0016458	Aa_G413020.h1.t1	CP9_g28720_DN3_SP8_c.t1
OG0016459	Aa_G437970.h1.t1	CP9_g28687_DN2_SP0_c.t1, CP11_g32477_DN3_SP0_c.t1
OG0016460	Aa_G17730.h1.t1	CP9_g28680_DN3_SP3_c.t1
OG0016461	Aa_G17620.h1.t1	CP9_g28670_DN2_SP0_c.t1
OG0016462	Aa_G521020.h1.t1	CP9_g28645_DN3_SP3_c.t1
OG0016463	Aa_G222000.h1.t1	CP9_g28632_DN3_SP0_c.t1
OG0016464	Aa_G221930.h1.t1	CP9_g28626_DN3_SP1_c.t1
OG0016465	Aa_G504910.h1.t1	CP9_g28617_DN3_SP0_c.t1
OG0016466	Aa_G295000.h1.t1	CP9_g28614_DN3_SP8_c.t1
OG0016467	Aa_G312260.h1.t1	CP7_g44615_DN3_SP8_c.t1
OG0016468	Aa_G376010.h1.t1	CP7_g44612_DN3_SP0_c.t1
OG0016469	Aa_G517730.h1.t1	CP7_g44600_DN3_SP8_c.t1
OG0016470	Aa_G380510.h1.t1	CP7_g44588_DN3_SP0_c.t1
OG0016472	Aa_G107890.h1.t1	CP7_g44571_DN3_SP4_c.t1
OG0016473	Aa_G107920.h1.t1	CP7_g44567_DN3_SP3_c.t1
OG0016474	Aa_G124960.h1.t1	CP7_g44564_DN3_SP8_c.t1
OG0016476	Aa_G462380.h1.t1	CP2_g48931_DN3_SP1_c.t1
OG0016477	Aa_G316670.h1.t1	CP2_g48938_DN3_SP1_c.t1
OG0016479	Aa_G125950.h1.t1	CP8_g52843_DN3_SP8_c.t1
OG0016480	Aa_G579360.h1.t1	CP2_g48968_DN3_SP5_c.t1
OG0016481	Aa_G274720.h1.t1	CP2_g48981_DN2_SP0_c.t1
OG0016482	Aa_G357220.h1.t1	CP2_g48994_DN3_SP4_c.t1
OG0016483	Aa_G357260.h1.t1	CP2_g48998_DN3_SP2_c.t1
OG0016484	Aa_G357340.h1.t1	CP2_g49001_DN3_SP0_c.t1
OG0016485	Aa_G357350.h1.t1	CP2_g49002_DN3_SP6_c.t1
OG0016486	Aa_G357360.h1.t1	CP2_g49003_DN2_SP3_c.t1
OG0016487	Aa_G357370.h1.t1	CP2_g49004_DN3_SP0_c.t1
OG0016488	Aa_G262930.h1.t1	CP2_g49005_DN3_SP8_c.t1
OG0016489	Aa_G321890.h1.t1	CP2_g49027_DN2_SP0_c.t1
OG0016490	Aa_G488320.h1.t1	CP2_g49033_DN3_SP0_c.t1
OG0016491	Aa_G151150.h1.t1	CP14_g23492_DN3_SP3_c.t1
OG0016492	Aa_G615110.h1.t1	CP2_g49083_DN3_SP0_c.t1
OG0016494	Aa_G593000.h1.t1	CP2_g49096_DN3_SP8_c.t1
OG0016495	Aa_G546270.h1.t1	CP2_g49115_DN3_SP5_c.t1
OG0016496	Aa_G177270.h1.t1	CP2_g49145_DN3_SP0_c.t1
OG0016497	Aa_G177280.h1.t1	CP20_g4145_DN3_SP5_c.t1
OG0016498	Aa_G177340.h1.t1	CP2_g49153_DN3_SP0_c.t1
OG0016499	Aa_G340770.h1.t1	CP2_g49158_DN3_SP0_c.t1
OG0016500	Aa_G340780.h1.t1	CP2_g49159_DN3_SP1_c.t1
OG0016501	Aa_G8540.h1.t1	CP2_g49179_DN3_SP0_c.t1
OG0016502	Aa_G392470.h1.t1	CP2_g49220_DN3_SP8_c.t1
OG0016504	Aa_G330580.h1.t1, Aa_G530920.h1.t1	CP2_g49245_DN3_SP4_c.t1
OG0016505	Aa_G330610.h1.t1	CP2_g49249_DN3_SP8_c.t1
OG0016506	Aa_G262050.h1.t1	CP2_g49267_DN3_SP7_c.t1
OG0016507	Aa_G645830.h1.t1	CP2_g49277_DN3_SP8_c.t1
OG0016508	Aa_G182580.h1.t1	CP2_g49294_DN3_SP8_c.t1
OG0016509	Aa_G436410.h1.t1	CP28_g34076_DN3_SP1_c.t1
OG0016510	Aa_G17430.h1.t1	CP2_g49301_DN3_SP8_c.t1
OG0016512	Aa_G5920.h1.t1	CP2_g49337_DN3_SP8_c.t1
OG0016513	Aa_G669520.h1.t1	CP2_g49346_DN3_SP4_c.t1
OG0016515	Aa_G79820.h1.t1, Aa_G282480.h1.t1	CP2_g49386_DN3_SP1_c.t1
OG0016516	Aa_G282530.h1.t1	CP2_g49392_DN3_SP8_c.t1
OG0016517	Aa_G578680.h1.t1	CP5_g1234_DN3_SP2_c.t1
OG0016519	Aa_G46420.h1.t1	CP2_g49431_DN3_SP7_c.t1
OG0016520	Aa_G46390.h1.t1	CP2_g49433_DN3_SP6_c.t1
OG0016521	Aa_G744440.h1.t1	CP2_g49491_DN3_SP6_c.t1
OG0016522	Aa_G100810.h1.t1	CP2_g49511_DN3_SP0_c.t1
OG0016523	Aa_G100890.h1.t1	CP2_g49517_DN3_SP0_c.t1
OG0016524	Aa_G57050.h1.t1	CP2_g49674_DN3_SP8_c.t1
OG0016525	Aa_G361940.h1.t1	CP2_g49666_DN3_SP8_c.t1
OG0016526	Aa_G133850.h1.t1, Aa_G133840.h1.t1	CP14_g22993_DN3_SP1_c.t1
OG0016527	Aa_G863360.h1.t1, Aa_G283240.h1.t1	CP2_g49744_DN3_SP6_c.t1
OG0016528	Aa_G253440.h1.t1	CP2_g49773_DN3_SP1_c.t1
OG0016529	Aa_G7650.h1.t1	CP2_g49846_DN3_SP8_c.t1
OG0016530	Aa_G123240.h1.t1	CP2_g49915_DN3_SP4_c.t1
OG0016531	Aa_G123190.h1.t1	CP2_g49949_DN3_SP4_c.t1
OG0016532	Aa_G123180.h1.t1	CP2_g49948_DN3_SP2_c.t1
OG0016533	Aa_G295490.h1.t1	CP2_g49977_DN3_SP1_c.t1
OG0016534	Aa_G229980.h1.t1	CP2_g50032_DN3_SP2_c.t1
OG0016535	Aa_G157820.h1.t1	CP2_g50042_DN3_SP0_c.t1
OG0016536	Aa_G261730.h1.t1	CP2_g50046_DN3_SP2_c.t1
OG0016537	Aa_G324240.h1.t1	CP2_g48875_DN3_SP8_c.t1
OG0016538	Aa_G135560.h1.t1	CP13_g19100_DN3_SP2_c.t1
OG0016539	Aa_G313130.h1.t1	CP8_g52906_DN3_SP5_c.t1
OG0016540	Aa_G4000.h1.t1	CP2_g48701_DN3_SP5_c.t1
OG0016541	Aa_G186150.h1.t1	CP13_g19089_DN3_SP0_c.t1
OG0016542	Aa_G186270.h1.t1	CP13_g19079_DN3_SP0_c.t1
OG0016543	Aa_G270090.h1.t1	CP13_g19074_DN3_SP8_c.t1
OG0016544	Aa_G270100.h1.t1	CP13_g19073_DN3_SP0_c.t1
OG0016545	Aa_G488510.h1.t1	CP13_g19066_DN3_SP5_c.t1
OG0016547	Aa_G277430.h1.t1	CP13_g19052_DN1_SP1_c.t1
OG0016548	Aa_G615260.h1.t1	CP13_g19042_DN3_SP7_c.t1
OG0016549	Aa_G208120.h1.t1	CP13_g19873_DN3_SP5_c.t1
OG0016550	Aa_G208110.h1.t1	CP13_g19872_DN3_SP0_c.t1
OG0016551	Aa_G692170.h1.t1	CP13_g19647_DN2_SP1_c.t1
OG0016552	Aa_G295550.h1.t1	CP13_g19821_DN1_SP0_c.t1
OG0016553	Aa_G295510.h1.t1	CP13_g19819_DN3_SP0_c.t1
OG0016554	Aa_G162890.h1.t1	CP13_g19751_DN3_SP8_c.t1
OG0016555	Aa_G63510.h1.t1	CP13_g19715_DN3_SP2_c.t1
OG0016556	Aa_G63530.h1.t1	CP13_g19713_DN3_SP3_c.t1
OG0016557	Aa_G616010.h1.t1	CP4_g23993_DN3_SP2_c.t1
OG0016558	Aa_G123690.h1.t1	CP13_g20106_DN3_SP2_c.t1
OG0016559	Aa_G123700.h1.t1	CP13_g20107_DN3_SP4_c.t1
OG0016560	Aa_G69740.h1.t1	CP19_g17983_DN3_SP5_c.t1
OG0016561	Aa_G123800.h1.t1	CP13_g20125_DN3_SP3_c.t1
OG0016562	Aa_G103130.h1.t1	CP13_g20165_DN2_SP0_c.t1
OG0016563	Aa_G536730.h1.t1	CP13_g19520_DN3_SP1_c.t1
OG0016566	Aa_G257010.h1.t1	CP11_g31889_DN3_SP8_c.t1
OG0016567	Aa_G141950.h1.t1	CP5_g1068_DN3_SP7_c.t1
OG0016568	Aa_G195730.h1.t1	CP5_g1046_DN3_SP8_c.t1
OG0016569	Aa_G195770.h1.t1	CP5_g1044_DN3_SP7_c.t1
OG0016570	Aa_G58760.h1.t1	CP5_g1034_DN3_SP3_c.t1
OG0016571	Aa_G58750.h1.t1	CP5_g1032_DN3_SP2_c.t1
OG0016572	Aa_G715870.h1.t1	CP3_g14718_DN3_SP8_c.t1
OG0016573	Aa_G102080.h1.t1	CP2_g48790_DN3_SP4_c.t1
OG0016574	Aa_G380700.h1.t1	CP6_g7221_DN3_SP8_c.t1
OG0016575	Aa_G418770.h1.t1	CP1_g38347_DN3_SP6_c.t1
OG0016576	Aa_G57550.h1.t1	CP1_g38334_DN3_SP8_c.t1
OG0016577	Aa_G57560.h1.t1	CP1_g38324_DN3_SP1_c.t1
OG0016578	Aa_G57570.h1.t1	CP1_g38328_DN3_SP1_c.t1
OG0016579	Aa_G110870.h1.t1	CP1_g38302_DN3_SP7_c.t1
OG0016580	Aa_G380730.h1.t1	CP1_g38294_DN3_SP3_c.t1
OG0016581	Aa_G110800.h1.t1	CP1_g38292_DN3_SP3_c.t1
OG0016583	Aa_G273750.h1.t1	CP1_g38226_DN3_SP0_c.t1
OG0016584	Aa_G237900.h1.t1	CP1_g38213_DN3_SP0_c.t1
OG0016585	Aa_G133550.h1.t1	CP1_g38201_DN3_SP0_c.t1
OG0016586	Aa_G331090.h1.t1	CP20_g4315_DN3_SP3_c.t1
OG0016587	Aa_G133520.h1.t1	CP1_g38196_DN3_SP4_c.t1
OG0016588	Aa_G689710.h1.t1	CP1_g38180_DN3_SP1_c.t1
OG0016590	Aa_G705460.h1.t1	CP1_g38165_DN3_SP0_c.t1
OG0016591	Aa_G581500.h1.t1	CP1_g38164_DN3_SP0_c.t1
OG0016592	Aa_G581490.h1.t1	CP1_g38163_DN3_SP0_c.t1
OG0016593	Aa_G513230.h1.t1	CP1_g38161_DN3_SP0_c.t1
OG0016594	Aa_G513240.h1.t1	CP1_g38160_DN3_SP0_c.t1
OG0016595	Aa_G476890.h1.t1	CP9_g29137_DN3_SP7_c.t1
OG0016596	Aa_G476920.h1.t1	CP9_g29135_DN1_SP0_c.t1
OG0016597	Aa_G477030.h1.t1, Aa_G201440.h1.t1	CP9_g29129_DN3_SP8_c.t1
OG0016598	Aa_G487030.h1.t1	CP2_g49142_DN3_SP7_c.t1, CP12_g29994_DN3_SP1_c.t1
OG0016602	Aa_G541080.h1.t1	CP5_g15_DN3_SP8_c.t1
OG0016603	Aa_G219390.h1.t1	CP5_g17_DN3_SP0_c.t1
OG0016604	Aa_G219360.h1.t1	CP5_g20_DN3_SP2_c.t1
OG0016605	Aa_G219350.h1.t1	CP5_g21_DN3_SP5_c.t1
OG0016606	Aa_G219340.h1.t1	CP5_g22_DN3_SP4_c.t1
OG0016607	Aa_G219260.h1.t1	CP5_g32_DN3_SP0_c.t1
OG0016608	Aa_G219250.h1.t1	CP5_g33_DN3_SP2_c.t1
OG0016609	Aa_G138060.h1.t1	CP5_g46_DN3_SP8_c.t1
OG0016610	Aa_G138050.h1.t1	CP5_g47_DN3_SP0_c.t1
OG0016611	Aa_G138040.h1.t1	CP5_g48_DN3_SP3_c.t1
OG0016612	Aa_G138030.h1.t1	CP5_g49_DN3_SP7_c.t1
OG0016613	Aa_G137870.h1.t1	CP5_g72_DN3_SP7_c.t1
OG0016614	Aa_G137750.h1.t1	CP5_g82_DN3_SP8_c.t1
OG0016615	Aa_G352010.h1.t1	CP5_g106_DN3_SP8_c.t1
OG0016616	Aa_G352060.h1.t1	CP5_g111_DN3_SP0_c.t1
OG0016617	Aa_G352100.h1.t1	CP5_g114_DN3_SP8_c.t1
OG0016618	Aa_G539080.h1.t1, Aa_G553670.h1.t1	CP5_g120_DN3_SP0_c.t1
OG0016619	Aa_G450570.h1.t1	CP5_g140_DN2_SP0_c.t1
OG0016620	Aa_G693490.h1.t1	CP5_g149_DN3_SP0_c.t1
OG0016621	Aa_G901630.h1.t1	CP5_g152_DN3_SP8_c.t1
OG0016622	Aa_G381710.h1.t1	CP5_g162_DN3_SP5_c.t1
OG0016623	Aa_G381670.h1.t1	CP5_g166_DN2_SP0_c.t1
OG0016624	Aa_G437440.h1.t1	CP5_g169_DN3_SP8_c.t1
OG0016625	Aa_G437430.h1.t1	CP5_g170_DN3_SP8_c.t1
OG0016626	Aa_G702350.h1.t1	CP5_g174_DN3_SP8_c.t1
OG0016627	Aa_G486270.h1.t1	CP5_g182_DN3_SP8_c.t1
OG0016628	Aa_G503350.h1.t1	CP5_g195_DN3_SP4_c.t1
OG0016629	Aa_G224750.h1.t1	CP6_g9288_DN3_SP2_c.t1
OG0016630	Aa_G294530.h1.t1	CP5_g215_DN3_SP6_c.t1
OG0016631	Aa_G237320.h1.t1	CP5_g219_DN3_SP5_c.t1
OG0016632	Aa_G95130.h1.t1	CP5_g232_DN3_SP8_c.t1
OG0016633	Aa_G561530.h1.t1	CP5_g248_DN3_SP3_c.t1
OG0016634	Aa_G402090.h1.t1	CP5_g282_DN3_SP8_c.t1
OG0016635	Aa_G402120.h1.t1	CP5_g285_DN2_SP0_c.t1
OG0016636	Aa_G139430.h1.t1	CP5_g296_DN3_SP8_c.t1
OG0016638	Aa_G363190.h1.t1	CP5_g323_DN3_SP3_c.t1
OG0016639	Aa_G363170.h1.t1	CP5_g327_DN3_SP3_c.t1
OG0016642	Aa_G223240.h1.t1	CP5_g330_DN3_SP0_c.t1
OG0016643	Aa_G223200.h1.t1	CP5_g337_DN3_SP6_c.t1
OG0016644	Aa_G179560.h1.t1	CP5_g370_DN3_SP8_c.t1
OG0016645	Aa_G179500.h1.t1	CP5_g375_DN2_SP0_c.t1
OG0016646	Aa_G179490.h1.t1	CP5_g376_DN3_SP8_c.t1
OG0016647	Aa_G453320.h1.t1	CP5_g392_DN3_SP6_c.t1
OG0016648	Aa_G285830.h1.t1	CP5_g400_DN3_SP1_c.t1
OG0016649	Aa_G285850.h1.t1	CP5_g402_DN3_SP8_c.t1
OG0016650	Aa_G285870.h1.t1	CP5_g404_DN3_SP2_c.t1
OG0016651	Aa_G285890.h1.t1	CP5_g406_DN3_SP0_c.t1
OG0016652	Aa_G514650.h1.t1	CP5_g413_DN3_SP4_c.t1
OG0016653	Aa_G514680.h1.t1	CP5_g416_DN3_SP1_c.t1
OG0016654	Aa_G514700.h1.t1	CP5_g419_DN3_SP4_c.t1
OG0016655	Aa_G514740.h1.t1	CP5_g423_DN3_SP0_c.t1
OG0016656	Aa_G790180.h1.t1	CP5_g772_DN3_SP0_c.t1
OG0016657	Aa_G376370.h1.t1	CP5_g434_DN2_SP3_c.t1
OG0016658	Aa_G157090.h1.t1	CP5_g446_DN3_SP8_c.t1
OG0016659	Aa_G157120.h1.t1	CP5_g448_DN3_SP6_c.t1
OG0016660	Aa_G590230.h1.t1	CP5_g452_DN3_SP0_c.t1
OG0016661	Aa_G527850.h1.t1	CP5_g467_DN3_SP6_c.t1
OG0016663	Aa_G739570.h1.t1	CP5_g472_DN3_SP8_c.t1
OG0016664	Aa_G105080.h1.t1	CP5_g485_DN3_SP8_c.t1
OG0016666	Aa_G293870.h1.t1	CP5_g478_DN3_SP8_c.t1
OG0016667	Aa_G548450.h1.t1	CP5_g474_DN3_SP8_c.t1
OG0016668	Aa_G118840.h1.t1	CP5_g488_DN3_SP5_c.t1
OG0016669	Aa_G503120.h1.t1	CP5_g545_DN3_SP6_c.t1
OG0016670	Aa_G503100.h1.t1	CP5_g546_DN3_SP0_c.t1
OG0016671	Aa_G614670.h1.t1	CP5_g553_DN3_SP1_c.t1
OG0016672	Aa_G258870.h1.t1	CP5_g573_DN1_SP0_c.t1
OG0016673	Aa_G258820.h1.t1	CP5_g578_DN3_SP2_c.t1
OG0016674	Aa_G499490.h1.t1	CP5_g585_DN3_SP3_c.t1
OG0016675	Aa_G724260.h1.t1	CP5_g774_DN3_SP0_c.t1
OG0016676	Aa_G9870.h1.t1	CP5_g765_DN3_SP2_c.t1
OG0016677	Aa_G415910.h1.t1	CP8_g52725_DN3_SP1_c.t1
OG0016678	Aa_G415920.h1.t1	CP8_g52726_DN3_SP7_c.t1
OG0016679	Aa_G153910.h1.t1	CP5_g744_DN3_SP0_c.t1
OG0016680	Aa_G631720.h1.t1	CP5_g730_DN3_SP0_c.t1
