Orthogroup	Arabis_alpina	Camelina_sativa
OG0015034	Aa_G207430.h1.t1	XP_010426185.1, XP_010515050.1, XP_010507281.1
OG0015035	Aa_G207420.h1.t1	XP_010503343.1, XP_010426184.1, XP_010515049.1
OG0015036	Aa_G487880.h1.t1	XP_010503351.1, XP_010515057.1, XP_010426193.1
OG0015037	Aa_G296260.h1.t1	XP_010515067.1, XP_010503365.1, XP_010426207.1
OG0015038	Aa_G205520.h1.t1	XP_019091730.1, XP_010480183.1, XP_010501259.1
OG0015039	Aa_G108910.h1.t1	XP_010501232.1, XP_010480161.1, XP_010462469.1
OG0015040	Aa_G109010.h1.t1	XP_010462455.1, XP_010501220.1, XP_010480151.1
OG0015041	Aa_G109040.h1.t1	XP_010462451.1, XP_010501215.1, XP_010480144.1
OG0015042	Aa_G378670.h1.t1	XP_010501206.1, XP_010480135.1, XP_010462446.1
OG0015043	Aa_G420920.h1.t1	XP_010462434.1, XP_010480125.1
OG0015044	Aa_G193180.h1.t1	XP_010480100.1, XP_010501176.1
OG0015046	Aa_G231470.h1.t1	XP_010462380.1, XP_010501144.1, XP_010480067.1
OG0015047	Aa_G375440.h1.t1	XP_010462361.1, XP_010480035.1, XP_010501124.1
OG0015048	Aa_G112370.h1.t1, Aa_G375390.h1.t1	XP_010480028.1, XP_010501121.1, XP_010462358.1
OG0015049	Aa_G184690.h1.t1	XP_010480027.1, XP_010462351.1, XP_010501117.1
OG0015050	Aa_G118210.h1.t1	XP_019094191.1, XP_010501097.1, XP_010462335.1
OG0015051	Aa_G504520.h1.t1	XP_010462279.1, XP_010479949.1, XP_010501030.2
OG0015052	Aa_G643170.h1.t1	XP_010479944.1, XP_010462273.1, XP_010501027.1
OG0015053	Aa_G613350.h1.t1	XP_010479932.1, XP_010462258.1, XP_010501014.1
OG0015054	Aa_G74110.h1.t1	XP_010462215.1, XP_010500974.1, XP_010479889.1
OG0015055	Aa_G501510.h1.t1	XP_019091833.1, XP_010500966.1, XP_010479884.1
OG0015056	Aa_G381980.h1.t1	XP_010500949.1, XP_010462182.1, XP_010479861.1
OG0015057	Aa_G381940.h1.t1	XP_010501266.1, XP_010501992.1, XP_019090836.1, XP_010479857.1, XP_010500944.1
OG0015059	Aa_G282210.h1.t1	XP_010509493.1, XP_010505160.1, XP_010516840.1
OG0015060	Aa_G282250.h1.t1	XP_010516842.1, XP_010505162.1, XP_010509489.1
OG0015061	Aa_G12290.h1.t1	XP_010509484.1, XP_010516845.1, XP_010505167.1
OG0015062	Aa_G12240.h1.t1	XP_010505173.1, XP_010516851.1, XP_010509482.1
OG0015063	Aa_G402620.h1.t1	XP_010516889.1
OG0015064	Aa_G25230.h1.t1	XP_010509436.1, XP_010505221.1, XP_010516899.1
OG0015065	Aa_G25350.h1.t1	XP_010516911.1, XP_010505230.1, XP_010509428.1
OG0015066	Aa_G597790.h1.t1	XP_010514896.1, XP_010496797.1
OG0015067	Aa_G436390.h1.t1	XP_010514879.1, XP_010425966.1
OG0015068	Aa_G436370.h1.t1	XP_010514870.1, XP_010425956.1
OG0015069	Aa_G636620.h1.t1	XP_010442855.1, XP_010482682.1, XP_010445467.1
OG0015072	Aa_G82870.h1.t1	XP_010472336.1, XP_010429290.1, XP_010417093.1
OG0015073	Aa_G96350.h1.t1	XP_010421524.1, XP_010438796.1, XP_010496489.1
OG0015074	Aa_G90040.h1.t1	XP_010455229.1, XP_010438614.1, XP_010421734.1
OG0015075	Aa_G177200.h1.t1	XP_019090212.1, XP_019084009.1, XP_010438651.1
OG0015076	Aa_G201710.h1.t1	XP_010441368.1, XP_010482299.1
OG0015077	Aa_G17360.h1.t1	XP_010482244.1, XP_010442431.1, XP_010440851.1
OG0015078	Aa_G298700.h1.t1	XP_010450338.1, XP_010435389.1, XP_010440687.1
OG0015079	Aa_G70880.h1.t1	XP_010450362.1, XP_010440701.1, XP_010435425.1
OG0015080	Aa_G70840.h1.t1	XP_019098539.1, XP_010440709.1, XP_010435432.1, XP_010450371.2
OG0015081	Aa_G246620.h1.t1	XP_010440752.1, XP_010450407.1, XP_010435458.1
OG0015082	Aa_G255320.h1.t1	XP_010496356.1, XP_019086773.1, XP_010450327.1
OG0015083	Aa_G391450.h1.t1	XP_010440628.1, XP_010450251.1
OG0015084	Aa_G573130.h1.t1, Aa_G531590.h1.t1	XP_010440643.1, XP_010435315.1, XP_010450266.1
OG0015085	Aa_G488450.h1.t1	XP_010455232.1, XP_019098250.1
OG0015086	Aa_G183990.h1.t1	XP_010421658.1, XP_010455158.1, XP_010450895.1
OG0015087	Aa_G126900.h1.t1	XP_010440608.1, XP_010435290.1, XP_010450318.1
OG0015088	Aa_G198100.h1.t1	XP_010450188.1, XP_010440561.1, XP_010435244.1
OG0015089	Aa_G79850.h1.t1	XP_010450177.1, XP_010440545.1, XP_010435233.1
OG0015090	Aa_G79840.h1.t1	XP_010440544.1, XP_010450175.1, XP_010435232.1
OG0015091	Aa_G341610.h1.t1	XP_010450121.1, XP_010435206.1, XP_010450142.1
OG0015092	Aa_G367920.h1.t1	XP_010450136.1, XP_010435209.1, XP_010450119.1
OG0015093	Aa_G518250.h1.t1	XP_010450064.1, XP_010440494.1, XP_010435151.1
OG0015094	Aa_G270810.h1.t1	XP_010435120.1, XP_010440460.1, XP_010450034.1
OG0015095	Aa_G270790.h1.t1	XP_010435119.1, XP_010440458.1, XP_010450033.1
OG0015096	Aa_G362620.h1.t1	XP_010435118.1, XP_010440457.1, XP_010450032.1
OG0015097	Aa_G418490.h1.t1	XP_010440356.1, XP_019086141.1, XP_010496120.1
OG0015098	Aa_G346170.h1.t1	XP_010440343.1, XP_010435013.1, XP_010495886.1
OG0015099	Aa_G795570.h1.t1	XP_010435021.1, XP_010495894.1, XP_010440340.1
OG0015100	Aa_G764520.h1.t1	XP_010495896.1, XP_010435023.1, XP_010440339.1
OG0015101	Aa_G295140.h1.t1	XP_010449941.1, XP_010434987.1, XP_010440310.1
OG0015102	Aa_G496660.h1.t1	XP_019087073.1, XP_010434326.1, XP_010434981.1
OG0015103	Aa_G37900.h1.t1	XP_010466401.1, XP_010488167.1, XP_010510338.1
OG0015104	Aa_G37880.h1.t1	XP_010440292.1, XP_010434967.1
OG0015105	Aa_G448990.h1.t1	XP_010424982.1, XP_010502206.1, XP_010513953.1
OG0015106	Aa_G105110.h1.t1	XP_019092457.1, XP_019096645.1, XP_019084144.1
OG0015107	Aa_G727550.h1.t1	XP_010434923.1, XP_010440252.1, XP_010449894.1
OG0015108	Aa_G565100.h1.t1	XP_010449891.1, XP_010434919.1, XP_010440249.1
OG0015109	Aa_G565090.h1.t1	XP_019087115.1, XP_010434918.1, XP_010449888.1
OG0015110	Aa_G550970.h1.t1	XP_010451486.1, XP_010445371.1, XP_019086937.1
OG0015111	Aa_G550990.h1.t1	XP_010440244.1, XP_010449885.1
OG0015113	Aa_G433610.h1.t1	XP_010471312.1, XP_010416043.1, XP_010428176.1
OG0015114	Aa_G579210.h1.t1	XP_010428199.1, XP_010471345.1, XP_010416074.1
OG0015115	Aa_G579200.h1.t1	XP_010428200.1, XP_010471341.1, XP_010416073.1
OG0015116	Aa_G341790.h1.t1	XP_010471356.1, XP_010428214.1, XP_010416085.1
OG0015117	Aa_G341800.h1.t1	XP_019084982.1, XP_010471354.1, XP_010416084.1
OG0015118	Aa_G341840.h1.t1	XP_010416097.1, XP_010428218.1, XP_010471363.1
OG0015119	Aa_G341850.h1.t1	XP_010428217.1, XP_010416101.1, XP_010471362.1
OG0015121	Aa_G708440.h1.t1	XP_010416126.1, XP_010471387.1, XP_010428243.1
OG0015122	Aa_G139080.h1.t1	XP_010482127.1, XP_010442317.1, XP_010439446.1
OG0015123	Aa_G303360.h1.t1	XP_019085047.1, XP_019083339.1, XP_010471395.1
OG0015124	Aa_G203200.h1.t1	XP_010428288.1, XP_010471424.1, XP_010416173.1
OG0015125	Aa_G203160.h1.t1	XP_010471429.1, XP_010428297.1, XP_010416176.1
OG0015126	Aa_G342670.h1.t1	XP_010416190.1, XP_010471439.1
OG0015127	Aa_G360410.h1.t1	XP_019089807.1, XP_010438549.1, XP_010433307.1, XP_010448093.1
OG0015128	Aa_G567820.h1.t1	XP_010416198.1, XP_010428311.1, XP_010471442.1
OG0015129	Aa_G30360.h1.t1	XP_010416206.1, XP_010471462.1, XP_010428326.1
OG0015130	Aa_G30480.h1.t1	XP_010428351.1, XP_010416225.1
OG0015131	Aa_G30530.h1.t1	XP_010471485.1, XP_010428356.1, XP_010416228.1
OG0015132	Aa_G30590.h1.t1	XP_010416237.1, XP_010428365.1, XP_010471494.1
OG0015133	Aa_G35850.h1.t1	XP_010472570.1, XP_010417329.1, XP_010429558.1
OG0015134	Aa_G155620.h1.t1	XP_010429474.1, XP_010417238.1, XP_010472498.1
OG0015135	Aa_G449840.h1.t1	XP_010471512.1, XP_010428406.1, XP_010416275.1
OG0015136	Aa_G639690.h1.t1	XP_010471523.1, XP_010416282.1, XP_010428413.1
OG0015137	Aa_G283760.h1.t1	XP_010416286.2, XP_010428416.2, XP_019093039.1
OG0015138	Aa_G283700.h1.t1	XP_010428426.1, XP_010471532.1
OG0015139	Aa_G492850.h1.t1	XP_010428447.1, XP_010471549.1
OG0015140	Aa_G609700.h1.t1	XP_010502180.1, XP_010424964.1, XP_010513918.1
OG0015141	Aa_G492800.h1.t1	XP_010428452.1, XP_010471554.1
OG0015142	Aa_G492790.h1.t1	XP_010428455.1, XP_019094029.1
OG0015143	Aa_G64600.h1.t1	XP_010471558.1, XP_010428458.1
OG0015144	Aa_G64540.h1.t1	XP_010471564.1, XP_010416328.1, XP_010428465.1
OG0015145	Aa_G64530.h1.t1	XP_010428468.1, XP_010416331.1
OG0015146	Aa_G64500.h1.t1	XP_010416334.1, XP_010471567.1, XP_010428471.1
OG0015147	Aa_G634600.h1.t1	XP_010470816.1, XP_010415490.1, XP_010511872.1
OG0015148	Aa_G634610.h1.t1	XP_010470818.1, XP_010511873.1, XP_010415491.1
OG0015149	Aa_G182950.h1.t1	XP_010511886.1, XP_010470866.1
OG0015150	Aa_G182960.h1.t1	XP_010470859.1, XP_010470864.1, XP_010511889.1
OG0015151	Aa_G395940.h1.t1	XP_010470853.1, XP_010511896.1, XP_010415520.1
OG0015152	Aa_G299430.h1.t1	XP_010415516.1, XP_010470845.1, XP_010511902.1
OG0015153	Aa_G405650.h1.t1	XP_010415509.1, XP_010511909.1, XP_010470839.1
OG0015154	Aa_G305280.h1.t1	XP_019093324.1
OG0015155	Aa_G305290.h1.t1	XP_019101633.1, XP_010470872.1
OG0015156	Aa_G283290.h1.t1	XP_010470883.1, XP_010415537.1, XP_010511933.1
OG0015157	Aa_G690520.h1.t1	XP_010415547.1, XP_010511942.1, XP_010470890.1
OG0015158	Aa_G538490.h1.t1	XP_010470894.1, XP_019101634.1, XP_010415548.1
OG0015159	Aa_G44700.h1.t1	XP_010433217.1, XP_010438449.1, XP_010447978.1
OG0015160	Aa_G339380.h1.t1	XP_010438425.1, XP_010447956.1
OG0015161	Aa_G339370.h1.t1	XP_010433197.1, XP_010447950.1
OG0015162	Aa_G317850.h1.t1	XP_010433191.1, XP_010447945.1, XP_010438416.1
OG0015163	Aa_G209140.h1.t1	XP_010497165.1, XP_010433179.1, XP_010447935.1
OG0015164	Aa_G182770.h1.t1	XP_010433168.1, XP_010447921.1, XP_010438389.1
OG0015165	Aa_G237180.h1.t1	XP_010433153.1, XP_010438368.1, XP_010447906.1
OG0015166	Aa_G186700.h1.t1	XP_010438365.1, XP_010447904.1, XP_010433152.1
OG0015167	Aa_G304540.h1.t1	XP_010438351.1, XP_010433139.1, XP_010447892.1
OG0015168	Aa_G2780.h1.t1	XP_010438336.1, XP_010433135.1, XP_010447889.1
OG0015169	Aa_G343410.h1.t1	XP_019089591.1, XP_019086438.1
OG0015170	Aa_G69570.h1.t1	XP_010438323.1, XP_010433121.1, XP_010447879.1
OG0015171	Aa_G378700.h1.t1	XP_010482704.1, XP_010445601.1, XP_010442873.1
OG0015172	Aa_G234470.h1.t1	XP_010418401.1, XP_010473617.1
OG0015174	Aa_G361600.h1.t1	XP_010430507.1, XP_010473637.1
OG0015175	Aa_G459980.h1.t1	XP_010435971.1, XP_010441106.1, XP_010450756.1
OG0015176	Aa_G151470.h1.t1	XP_010441117.1, XP_010435955.1, XP_019089603.1
OG0015177	Aa_G744220.h1.t1	XP_010435916.1, XP_010450683.1, XP_010441161.1
OG0015178	Aa_G247540.h1.t1	XP_010435913.1, XP_010441164.1, XP_010450681.1
OG0015179	Aa_G545960.h1.t1	XP_010450680.1, XP_010441165.1, XP_010435911.1
OG0015180	Aa_G252670.h1.t1	XP_010503021.1, XP_010425801.1
OG0015181	Aa_G337510.h1.t1	XP_010412484.1, XP_010503037.1, XP_019085465.1
OG0015182	Aa_G263600.h1.t1	XP_010425773.1, XP_010514679.1, XP_010503002.1
OG0015183	Aa_G185340.h1.t1	XP_010425627.1, XP_010514552.1, XP_010502848.1
OG0015184	Aa_G142420.h1.t1	XP_010425653.1, XP_010502941.1, XP_010514583.1
OG0015185	Aa_G34260.h1.t1	XP_010502803.1, XP_010514504.1, XP_010425576.1
OG0015186	Aa_G570780.h1.t1	XP_010514489.1, XP_010502784.1, XP_010425555.1
OG0015187	Aa_G27390.h1.t1	XP_010425536.1, XP_010502765.1, XP_010514472.1
OG0015188	Aa_G27510.h1.t1	XP_010425508.1, XP_010502737.1
OG0015189	Aa_G27530.h1.t1	XP_010502719.1, XP_010425493.1, XP_010514450.1
OG0015190	Aa_G437800.h1.t1	XP_010514442.1, XP_010502709.1, XP_010425487.1
OG0015191	Aa_G424610.h1.t1	XP_010506857.1, XP_010502694.1, XP_010425471.1, XP_010514419.1
OG0015192	Aa_G508050.h1.t1	XP_010502679.1, XP_010425456.1, XP_010514405.1
OG0015193	Aa_G508090.h1.t1	XP_019100099.1, XP_019085946.1, XP_010514399.1
OG0015194	Aa_G508100.h1.t1	XP_010502673.1, XP_010514397.1, XP_010425451.1
OG0015195	Aa_G120800.h1.t1	XP_010502670.1, XP_010425449.1, XP_010514393.1
OG0015196	Aa_G120850.h1.t1	XP_010514388.1, XP_010425444.1
OG0015197	Aa_G247920.h1.t1	XP_010425431.1, XP_010502649.1, XP_010514373.1
OG0015198	Aa_G248010.h1.t1	XP_010514358.1, XP_010425419.1, XP_010502634.1
OG0015199	Aa_G25530.h1.t1	XP_010502615.1, XP_010514338.1, XP_010425398.1
OG0015200	Aa_G25560.h1.t1	XP_010502612.1, XP_010514334.1, XP_010425391.1
OG0015201	Aa_G25570.h1.t1	XP_010514333.1, XP_010502611.1, XP_010425390.1
OG0015202	Aa_G25710.h1.t1	XP_010502589.1, XP_010425358.1, XP_010514301.1
OG0015203	Aa_G276880.h1.t1	XP_010502577.1, XP_019085967.1, XP_010514295.1
OG0015204	Aa_G83270.h1.t1	XP_010425287.1, XP_010502523.1, XP_010514257.1
OG0015205	Aa_G83330.h1.t1	XP_010502506.1, XP_010514245.2, XP_010425276.1
OG0015206	Aa_G83350.h1.t1	XP_010425270.1, XP_010514236.1, XP_019101920.1
OG0015207	Aa_G83360.h1.t1	XP_010506970.1, XP_010514234.1, XP_019085932.1
OG0015208	Aa_G132330.h1.t1	XP_010459455.1, XP_019095106.1, XP_019099071.1
OG0015209	Aa_G409710.h1.t1	XP_010425230.1, XP_010502458.1, XP_010514199.1
OG0015210	Aa_G409760.h1.t1	XP_010506960.1, XP_019085856.1, XP_010514194.1
OG0015211	Aa_G227100.h1.t1	XP_010514186.1, XP_010502454.1, XP_010425218.1
OG0015212	Aa_G510890.h1.t1	XP_010415661.1, XP_010470996.1, XP_010512059.1
OG0015213	Aa_G144570.h1.t1	XP_010512049.1, XP_019093741.1, XP_010415653.1
OG0015215	Aa_G335310.h1.t1	XP_010511989.1, XP_010470939.1, XP_010415595.1
OG0015216	Aa_G665520.h1.t1	XP_010470934.1, XP_010511978.1
OG0015217	Aa_G594600.h1.t1	XP_010440366.1, XP_010496133.1, XP_010435002.1
OG0015218	Aa_G553950.h1.t1	XP_010470921.1, XP_010511965.1, XP_010415581.1
OG0015220	Aa_G385530.h1.t1	XP_010494746.1, XP_010441651.1
OG0015221	Aa_G650020.h1.t1	XP_019097579.1, XP_010481529.1
OG0015222	Aa_G220200.h1.t1	XP_010441672.1, XP_010494701.1, XP_019095709.1
OG0015223	Aa_G117990.h1.t1, Aa_G118000.h1.t1	XP_010494675.1, XP_010441692.1
OG0015224	Aa_G149540.h1.t1	XP_010481609.1, XP_010441757.1, XP_010494622.1
OG0015225	Aa_G149550.h1.t1	XP_010441759.1, XP_010481610.1, XP_010494621.1
OG0015226	Aa_G149560.h1.t1	XP_010494620.1, XP_010481611.1, XP_010441760.1
OG0015227	Aa_G421720.h1.t1	XP_010515397.1, XP_010489348.1, XP_010467479.1
OG0015228	Aa_G254510.h1.t1	XP_019088613.1, XP_010481636.1, XP_010494594.1
OG0015229	Aa_G92650.h1.t1	XP_010461826.1, XP_010500528.1, XP_010481065.1
OG0015230	Aa_G92610.h1.t1	XP_010461834.1, XP_010479431.1
OG0015231	Aa_G92570.h1.t1	XP_010461838.1, XP_010500540.1, XP_010479426.1
OG0015232	Aa_G92520.h1.t1	XP_010500545.1, XP_010461843.1, XP_010479419.1
OG0015233	Aa_G92510.h1.t1	XP_010479409.1, XP_010461847.1, XP_010500549.1
OG0015234	Aa_G656540.h1.t1	XP_010461848.1, XP_010500550.1, XP_010479406.1
OG0015235	Aa_G656560.h1.t1	XP_010479405.1, XP_010500551.1, XP_010461849.1
OG0015236	Aa_G180980.h1.t1	XP_010479401.1, XP_010500553.1, XP_010461853.1
OG0015237	Aa_G459430.h1.t1	XP_010461865.1, XP_010479461.1
OG0015238	Aa_G416520.h1.t1	XP_010479482.1, XP_010500584.1, XP_010461874.1
OG0015239	Aa_G178270.h1.t1	XP_019091535.1, XP_010500614.1, XP_010479503.1
OG0015240	Aa_G178280.h1.t1	XP_010500611.1, XP_010479504.1, XP_010461897.1
OG0015241	Aa_G178390.h1.t1	XP_010461901.1, XP_010479514.1, XP_010500624.1
OG0015242	Aa_G178400.h1.t1	XP_010461909.1, XP_010500627.1, XP_010479517.1
OG0015243	Aa_G36860.h1.t1	XP_010500642.1, XP_010479530.1
OG0015244	Aa_G410600.h1.t1	XP_010461936.1, XP_010500667.1, XP_010479554.1
OG0015245	Aa_G431680.h1.t1	XP_010479567.1, XP_010500679.1, XP_010461943.1
OG0015246	Aa_G431670.h1.t1	XP_010479568.1, XP_010461944.1, XP_010500680.1
OG0015247	Aa_G415040.h1.t1	XP_010429162.1, XP_010416999.1, XP_010472229.1
OG0015248	Aa_G370050.h1.t1	XP_010479626.1, XP_010500719.1, XP_010461974.1
OG0015249	Aa_G370060.h1.t1	XP_010500720.1, XP_010461975.1, XP_010479627.1
OG0015250	Aa_G370070.h1.t1	XP_010479628.1, XP_010461977.1, XP_010500721.1
OG0015251	Aa_G21430.h1.t1	XP_010429938.1, XP_010472907.1, XP_019083563.1
OG0015252	Aa_G41520.h1.t1	XP_010429441.1, XP_010472467.1, XP_010417214.1
OG0015254	Aa_G166370.h1.t1	XP_019099483.1, XP_010479684.1, XP_010462022.1
OG0015255	Aa_G568110.h1.t1	XP_010479726.1, XP_010500819.1, XP_010462061.1
OG0015256	Aa_G256060.h1.t1	XP_010500829.1, XP_010462069.1, XP_010479736.1
OG0015257	Aa_G256030.h1.t1	XP_010500831.1, XP_010462070.1, XP_010479738.1, XP_010479739.1
OG0015258	Aa_G740.h1.t1	XP_010448363.1, XP_010438829.1, XP_010433586.1
OG0015259	Aa_G386180.h1.t1	XP_019099502.1, XP_010481145.1, XP_010462089.1
OG0015260	Aa_G386160.h1.t1	XP_010479758.1, XP_010462087.1, XP_010500850.1
OG0015261	Aa_G465570.h1.t1	XP_010479773.1, XP_010500862.1
OG0015262	Aa_G465550.h1.t1	XP_010479775.1
OG0015263	Aa_G465530.h1.t1	XP_010500873.1, XP_010462107.1, XP_010479776.1
OG0015264	Aa_G173640.h1.t1	XP_010462122.1, XP_010500887.1, XP_010479791.1
OG0015265	Aa_G173590.h1.t1	XP_010500893.1, XP_010462131.1, XP_010479798.1
OG0015266	Aa_G173580.h1.t1	XP_010479799.1, XP_019099494.1, XP_010462132.1
OG0015267	Aa_G625060.h1.t1	XP_010479810.1, XP_010500906.1, XP_010462134.1
OG0015268	Aa_G173500.h1.t1	XP_010479814.1, XP_010462139.1, XP_010500911.1
OG0015269	Aa_G173480.h1.t1	XP_010479816.1, XP_019090866.1, XP_010500913.1
OG0015270	Aa_G150480.h1.t1	XP_010481951.1, XP_010494222.1, XP_010442127.1
OG0015271	Aa_G150470.h1.t1	XP_010442123.1, XP_010481948.1, XP_010494225.1
OG0015272	Aa_G581120.h1.t1	XP_010494247.1, XP_010442108.1, XP_010481932.1
OG0015273	Aa_G492550.h1.t1	XP_010442095.1, XP_010481922.1, XP_010494257.1
OG0015274	Aa_G32670.h1.t1	XP_010494282.1, XP_010442066.1, XP_010481901.1
OG0015275	Aa_G32650.h1.t1	XP_019095825.1, XP_019097271.1, XP_019088058.1
OG0015276	Aa_G113360.h1.t1	XP_010509861.1, XP_010413837.1
OG0015277	Aa_G113430.h1.t1	XP_010469442.1, XP_010509848.1, XP_010413827.1
OG0015278	Aa_G113490.h1.t1	XP_010413818.1, XP_010509843.1, XP_010469436.1
OG0015279	Aa_G113500.h1.t1	XP_010509842.1, XP_010413820.1
OG0015280	Aa_G438770.h1.t1	XP_010469423.1, XP_010413804.1
OG0015281	Aa_G464410.h1.t1	XP_010509793.1, XP_010413777.1, XP_010473850.1
OG0015282	Aa_G464430.h1.t1	XP_010469394.1, XP_010413774.1, XP_010509791.1
OG0015283	Aa_G339560.h1.t1	XP_010509787.1, XP_010413771.1, XP_010469391.1
OG0015284	Aa_G339540.h1.t1	XP_010509786.1, XP_010413769.1, XP_010469386.1
OG0015286	Aa_G12140.h1.t1	XP_010509747.1, XP_010516594.1, XP_010504905.1
OG0015287	Aa_G713010.h1.t1	XP_010509728.1, XP_010504930.1, XP_010516614.1
OG0015288	Aa_G234260.h1.t1	XP_010425677.1, XP_019102231.1, XP_019099835.1
OG0015289	Aa_G263990.h1.t1	XP_010516670.1, XP_010504991.1, XP_010509678.1
OG0015290	Aa_G263960.h1.t1	XP_010509671.1, XP_010505002.1, XP_010412877.1
OG0015291	Aa_G263950.h1.t1	XP_010504999.1, XP_010516673.1, XP_010509672.1
OG0015292	Aa_G344510.h1.t1	XP_010516680.1, XP_010509660.1
OG0015293	Aa_G344530.h1.t1	XP_019101311.1, XP_010505013.1
OG0015294	Aa_G344550.h1.t1	XP_010509653.1, XP_019102465.1
OG0015295	Aa_G11130.h1.t1	XP_010509618.1, XP_010505047.1, XP_010516718.1
OG0015296	Aa_G11100.h1.t1	XP_010509615.1, XP_010505051.1, XP_010516720.1
OG0015297	Aa_G502530.h1.t1	XP_010516728.1, XP_010509610.1, XP_010505061.1
OG0015298	Aa_G24930.h1.t1	XP_010516735.1, XP_019101302.1
OG0015299	Aa_G39420.h1.t1	XP_010481998.1, XP_010442158.1, XP_010494170.1
OG0015300	Aa_G24600.h1.t1	XP_010505098.1, XP_019101297.1, XP_010516783.1
OG0015301	Aa_G286520.h1.t1	XP_010516798.1, XP_010509535.1, XP_010505118.1
OG0015302	Aa_G299710.h1.t1	XP_010439713.1, XP_010434414.1, XP_010449354.1
OG0015304	Aa_G659660.h1.t1	XP_019086240.1, XP_010445277.1, XP_010451367.1
OG0015305	Aa_G357030.h1.t1	XP_010449371.2, XP_010434432.2, XP_010439734.2
OG0015306	Aa_G78210.h1.t1	XP_010434438.1, XP_010449381.1
OG0015307	Aa_G78170.h1.t1	XP_010439752.1, XP_010434444.1, XP_010449389.1
OG0015308	Aa_G78120.h1.t1	XP_010449401.1, XP_010439767.1, XP_010434463.1
OG0015309	Aa_G244610.h1.t1	XP_010434475.1, XP_010439783.1, XP_010449435.1
OG0015310	Aa_G150230.h1.t1	XP_010449462.1, XP_010434491.1, XP_010439806.1
OG0015311	Aa_G150220.h1.t1	XP_010439809.1, XP_010449464.1, XP_010434492.1
OG0015312	Aa_G743150.h1.t1	XP_010439827.1, XP_010449485.1, XP_010434503.1
OG0015313	Aa_G345120.h1.t1	XP_010496253.1, XP_019086772.1, XP_010439833.1
OG0015314	Aa_G340000.h1.t1	XP_010434525.1, XP_010439848.1, XP_010496230.1
OG0015315	Aa_G155390.h1.t1	XP_010517549.1, XP_010434548.1, XP_010439866.1
OG0015316	Aa_G176500.h1.t1	XP_010517559.1, XP_010434555.1, XP_010439875.1
OG0015317	Aa_G176490.h1.t1	XP_019102025.1, XP_019086424.1, XP_019088186.1
OG0015318	Aa_G176350.h1.t1	XP_019087395.1, XP_019089111.1, XP_019086250.1
OG0015320	Aa_G176300.h1.t1	XP_010449502.1, XP_010434577.1
OG0015321	Aa_G169110.h1.t1	XP_010417276.1, XP_010472516.1, XP_010429507.1
OG0015322	Aa_G575620.h1.t1	XP_010434594.1, XP_010449535.1, XP_010439919.1
OG0015323	Aa_G267130.h1.t1	XP_010439945.1, XP_010434621.1, XP_010449563.1
OG0015324	Aa_G267150.h1.t1	XP_010449564.1, XP_010439946.1, XP_010434625.1
OG0015326	Aa_G520150.h1.t1	XP_010449588.1, XP_010434637.1, XP_010439975.1
OG0015327	Aa_G96160.h1.t1	XP_010449625.1, XP_010440014.1
OG0015328	Aa_G96370.h1.t1	XP_010434711.1, XP_010440044.1, XP_010449654.1
OG0015329	Aa_G96390.h1.t1	XP_010449663.1, XP_010440048.1, XP_010434713.1
OG0015330	Aa_G44230.h1.t1	XP_010450421.1, XP_010435470.1
OG0015331	Aa_G524900.h1.t1	XP_010481462.1, XP_019087753.1, XP_010495757.1
OG0015332	Aa_G486780.h1.t1	XP_010495862.1, XP_010502927.1, XP_010425708.1
OG0015334	Aa_G620610.h1.t1	XP_010426623.1, XP_010515450.1, XP_010426624.1, XP_010503747.1
OG0015335	Aa_G515870.h1.t1	XP_010426619.1, XP_010515448.1
OG0015336	Aa_G491060.h1.t1	XP_010503734.1, XP_010515438.1, XP_010426608.1
OG0015337	Aa_G109740.h1.t1	XP_010515402.1, XP_010503713.1, XP_010426585.1
OG0015338	Aa_G177180.h1.t1	XP_010431211.1, XP_010503710.1, XP_010515400.1
OG0015339	Aa_G177160.h1.t1	XP_010503705.1, XP_010515395.1, XP_010426580.1
OG0015340	Aa_G131540.h1.t1	XP_010426568.1, XP_010503694.1, XP_010515387.1
OG0015341	Aa_G131550.h1.t1	XP_010515384.2, XP_010503692.2, XP_010426566.2
OG0015342	Aa_G124690.h1.t1	XP_010515377.1, XP_010503678.1
OG0015343	Aa_G396930.h1.t1	XP_010446049.1, XP_010444786.1, XP_010482599.1
OG0015344	Aa_G247220.h1.t1	XP_010444597.1, XP_010482572.1
OG0015345	Aa_G247170.h1.t1	XP_010444518.1, XP_010482563.1
OG0015346	Aa_G310400.h1.t1	XP_010482558.1, XP_010444423.1, XP_010442731.1
OG0015347	Aa_G310390.h1.t1	XP_010442734.1, XP_010444448.1, XP_010482559.1
OG0015348	Aa_G375190.h1.t1	XP_019087839.1, XP_010482547.1, XP_010444213.1
OG0015349	Aa_G375220.h1.t1	XP_010482545.1, XP_010444191.1, XP_010442710.1
OG0015350	Aa_G348270.h1.t1	XP_010443940.1, XP_010442688.1, XP_010482525.1
OG0015351	Aa_G101910.h1.t1	XP_010443482.1
OG0015352	Aa_G101870.h1.t1	XP_010482504.1, XP_010443541.1, XP_010442671.1
OG0015353	Aa_G101850.h1.t1	XP_010482508.1, XP_010442675.1, XP_010443600.1
OG0015354	Aa_G101960.h1.t1	XP_010442665.1, XP_010482494.1, XP_010443453.1
