Orthogroup	Arabis_alpina	Noccaea_praecox
OG0017524	Aa_G286650.h1.t1	Np002G0896300
OG0017525	Aa_G468370.h1.t1	Np002G0892600, Np002G0892800
OG0017526	Aa_G99920.h1.t1	Np007G4194200, Np007G3747200
OG0017527	Aa_G325970.h1.t1	Np007G3745400
OG0017528	Aa_G185860.h1.t1	Np007G3737400
OG0017529	Aa_G268650.h1.t1	Np001G0601700
OG0017531	Aa_G102140.h1.t1	Np001G0177900
OG0017533	Aa_G281330.h1.t1	Np006G3309900
OG0017534	Aa_G401790.h1.t1	Np006G3311600
OG0017538	Aa_G431230.h1.t1	Np006G3318200
OG0017539	Aa_G478930.h1.t1, Aa_G478920.h1.t1	Np003G1271300, Np001G0398500
OG0017540	Aa_G224200.h1.t1	Np006G3323900
OG0017541	Aa_G224230.h1.t1	Np006G3324500
OG0017542	Aa_G461840.h1.t1	Np006G3335000, Np006G3335400
OG0017543	Aa_G461870.h1.t1	Np006G3335700
OG0017544	Aa_G632240.h1.t1	Np006G3339000
OG0017545	Aa_G202470.h1.t1	Np006G3341700
OG0017547	Aa_G486510.h1.t1	Np006G3346300
OG0017553	Aa_G272440.h1.t1	Np006G3367900
OG0017554	Aa_G272390.h1.t1	Np006G3368500
OG0017555	Aa_G197090.h1.t1	Np006G3370900
OG0017556	Aa_G300120.h1.t1	Np003G1826900
OG0017558	Aa_G337990.h1.t1	Np003G1828700
OG0017559	Aa_G337950.h1.t1	Np003G1829400
OG0017561	Aa_G561110.h1.t1	Np003G1830500
OG0017562	Aa_G94100.h1.t1	Np007G4001100
OG0017563	Aa_G637000.h1.t1	Np004G2092600
OG0017564	Aa_G10110.h1.t1	Np006G3710300
OG0017565	Aa_G10090.h1.t1	Np006G3567400
OG0017567	Aa_G157640.h1.t1	Np006G3706600
OG0017568	Aa_G50370.h1.t1	Np006G3705500
OG0017569	Aa_G287850.h1.t1	Np006G3699100
OG0017570	Aa_G145590.h1.t1	Np006G3695300
OG0017571	Aa_G100270.h1.t1	Np006G3693900
OG0017572	Aa_G311480.h1.t1	Np006G3687600
OG0017574	Aa_G373590.h1.t1	Np006G3641800
OG0017575	Aa_G515720.h1.t1	Np006G3632100
OG0017576	Aa_G290450.h1.t1	Np006G3629200
OG0017577	Aa_G363360.h1.t1, Aa_G363360.h2.t1	Np006G3624500
OG0017578	Aa_G35810.h1.t1	Np006G3636300
OG0017579	Aa_G112220.h1.t1	Np004G2032900
OG0017580	Aa_G529500.h1.t1	Np004G2046800
OG0017581	Aa_G507060.h1.t1	Np004G2040400
OG0017583	Aa_G377060.h1.t1	Np004G2085500
OG0017584	Aa_G27140.h1.t1	Np004G2084100
OG0017585	Aa_G300870.h1.t1	Np004G2064400
OG0017586	Aa_G353130.h1.t1	Np004G2063700
OG0017587	Aa_G353110.h1.t1	Np004G2063500
OG0017588	Aa_G107500.h1.t1	Np003G1788200
OG0017590	Aa_G36160.h1.t1	Np003G1796800
OG0017592	Aa_G352540.h1.t1	Np003G1809100
OG0017593	Aa_G352530.h1.t1	Np003G1809300
OG0017594	Aa_G362830.h1.t1	Np003G1472500
OG0017595	Aa_G146610.h1.t1	Np001G0144700
OG0017596	Aa_G430230.h1.t1	Np001G0150900
OG0017597	Aa_G251090.h1.t1	Np001G0152300
OG0017598	Aa_G251190.h1.t1	Np001G0154300
OG0017599	Aa_G166640.h1.t1	Np007G3724500
OG0017600	Aa_G422290.h1.t1	Np007G3721300
OG0017601	Aa_G194650.h1.t1	Np007G3718300
OG0017602	Aa_G440800.h1.t1	Np007G3716500
OG0017603	Aa_G601340.h1.t1	Np007G3715300
OG0017604	Aa_G13190.h1.t1	Np006G3204500
OG0017605	Aa_G13140.h1.t1	Np006G3205200
OG0017607	Aa_G241250.h1.t1	Np006G3211400
OG0017609	Aa_G226170.h1.t1	Np006G3213800
OG0017610	Aa_G177920.h1.t1	Np006G3221900
OG0017612	Aa_G332560.h1.t1	Np006G3227500
OG0017613	Aa_G381050.h1.t1	Np006G3231000
OG0017614	Aa_G16120.h1.t1	Np006G3241900
OG0017615	Aa_G289600.h1.t1	Np006G3244500
OG0017616	Aa_G175240.h1.t1	Np006G3249100
OG0017617	Aa_G317820.h1.t1	Np005G2761100
OG0017618	Aa_G100540.h1.t1	Np006G3259700
OG0017619	Aa_G100510.h1.t1	Np006G3260000
OG0017620	Aa_G100490.h1.t1	Np006G3260200
OG0017621	Aa_G360550.h1.t1	Np006G3262100
OG0017622	Aa_G360640.h1.t1	Np006G3263000
OG0017623	Aa_G440830.h1.t1	Np003G1440700
OG0017624	Aa_G125410.h1.t1	Np006G3270900
OG0017625	Aa_G125580.h1.t1	Np006G3272800
OG0017626	Aa_G401480.h1.t1	Np006G3273700
OG0017627	Aa_G230800.h1.t1	Np006G3288400
OG0017628	Aa_G67320.h1.t1	Np006G3290500
OG0017629	Aa_G67290.h1.t1	Np006G3290900
OG0017631	Aa_G670360.h1.t1	Np002G0794300
OG0017632	Aa_G71690.h1.t1	Np007G4238500
OG0017633	Aa_G71600.h1.t1	Np007G4237300
OG0017635	Aa_G250270.h1.t1	Np007G4229200
OG0017636	Aa_G111970.h1.t1	Np007G4229000
OG0017638	Aa_G267860.h1.t1	Np007G4223300
OG0017639	Aa_G267850.h1.t1	Np007G4223200
OG0017640	Aa_G47610.h1.t1	Np007G4221200
OG0017642	Aa_G44970.h1.t1	Np007G4217500
OG0017643	Aa_G147070.h1.t1	Np001G0011300
OG0017644	Aa_G4240.h1.t1	Np005G3187300, Np007G4204300
OG0017645	Aa_G4430.h1.t1	Np007G4201500
OG0017646	Aa_G11820.h1.t1	Np006G3668300
OG0017647	Aa_G4920.h1.t1	Np007G4192800
OG0017648	Aa_G5050.h1.t1	Np007G4191800
OG0017649	Aa_G75730.h1.t1	Np007G4187900
OG0017650	Aa_G163210.h1.t1	Np007G4176800
OG0017651	Aa_G163190.h1.t1	Np007G4176600
OG0017652	Aa_G431830.h1.t1	Np004G2095400
OG0017653	Aa_G47780.h1.t1	Np007G4172400
OG0017654	Aa_G49840.h1.t1	Np007G4170100
OG0017655	Aa_G49940.h1.t1	Np007G4169300
OG0017657	Aa_G47320.h1.t1	Np007G4167100
OG0017659	Aa_G47860.h1.t1	Np007G4162500
OG0017660	Aa_G78780.h1.t1	Np007G4159100
OG0017662	Aa_G174610.h1.t1	Np007G4154900
OG0017663	Aa_G174260.h1.t1	Np007G4151300
OG0017664	Aa_G174230.h1.t1	Np001G0183200
OG0017665	Aa_G258580.h1.t1	Np007G4147900
OG0017666	Aa_G258680.h1.t1	Np007G4146200
OG0017667	Aa_G302000.h1.t1	Np007G4145900
OG0017668	Aa_G24300.h1.t1	Np007G4142200
OG0017669	Aa_G24280.h1.t1	Np007G4141900
OG0017670	Aa_G24250.h1.t1	Np007G4140900
OG0017671	Aa_G196640.h1.t1	Np007G3892000
OG0017672	Aa_G34820.h1.t1	Np007G4133000
OG0017673	Aa_G34730.h1.t1	Np007G4131500
OG0017675	Aa_G34590.h1.t1	Np007G4128900
OG0017676	Aa_G616450.h1.t1	Np007G4125700
OG0017678	Aa_G322210.h1.t1	Np007G4121000
OG0017679	Aa_G322160.h1.t1	Np007G4120800
OG0017680	Aa_G338730.h1.t1	Np007G4119200
OG0017681	Aa_G137120.h1.t1	Np007G4115000
OG0017683	Aa_G216140.h1.t1	Np007G4103400
OG0017685	Aa_G40320.h1.t1	Np007G4088600
OG0017686	Aa_G40040.h1.t1	Np007G4085300
OG0017687	Aa_G374030.h1.t1	Np007G4079800
OG0017688	Aa_G175970.h1.t1	Np007G4077700
OG0017689	Aa_G606960.h1.t1	Np007G4073600
OG0017690	Aa_G207830.h1.t1	Np007G4069600
OG0017691	Aa_G327490.h1.t1	Np007G4067300
OG0017692	Aa_G327420.h1.t1	Np007G4067000
OG0017693	Aa_G237610.h1.t1	Np007G4060900
OG0017694	Aa_G237570.h1.t1	Np007G4060400
OG0017695	Aa_G56300.h1.t1	Np007G4057000
OG0017698	Aa_G105370.h1.t1	Np007G3799600
OG0017699	Aa_G1270.h1.t1	Np007G4047400
OG0017700	Aa_G1160.h1.t1	Np007G4046000
OG0017701	Aa_G1150.h1.t1	Np007G4045900
OG0017702	Aa_G1130.h1.t1	Np007G4045700
OG0017704	Aa_G234960.h1.t1	Np007G4040300
OG0017705	Aa_G507820.h1.t1	Np007G4029700
OG0017708	Aa_G223500.h1.t1	Np007G3905700
OG0017709	Aa_G97050.h1.t1	Np007G3914800
OG0017710	Aa_G97020.h1.t1	Np007G3915200
OG0017711	Aa_G587220.h1.t1	Np007G3927800
OG0017712	Aa_G176880.h1.t1	Np007G3932700
OG0017716	Aa_G164590.h1.t1	Np007G3974800
OG0017717	Aa_G164600.h1.t1	Np007G3974900
OG0017718	Aa_G38950.h1.t1	Np004G2556600
OG0017719	Aa_G164660.h1.t1	Np007G3975400
OG0017720	Aa_G70940.h1.t1	Np005G3097800
OG0017721	Aa_G133260.h1.t1	Np007G3805000
OG0017722	Aa_G116600.h1.t1	Np003G1651000
OG0017723	Aa_G779750.h1.t1	Np005G3161500
OG0017725	Aa_G512570.h1.t1	Np005G3156600, Np005G3156800
OG0017727	Aa_G253930.h1.t1	Np005G3134900
OG0017728	Aa_G253960.h1.t1	Np005G3134800
OG0017729	Aa_G505950.h1.t1	Np005G3124300
OG0017730	Aa_G481860.h1.t1	Np005G3124100
OG0017732	Aa_G512920.h1.t1	Np005G3121600
OG0017734	Aa_G65130.h1.t1	Np005G3109000
OG0017735	Aa_G428270.h1.t1	Np007G3852700
OG0017737	Aa_G330870.h1.t1	Np007G3842300
OG0017738	Aa_G427510.h1.t1, Aa_G312270.h1.t1	Np007G3839500
OG0017739	Aa_G96520.h1.t1	Np007G3832300
OG0017740	Aa_G538150.h1.t1	Np007G3827600
OG0017741	Aa_G698520.h1.t1	Np007G3827100
OG0017742	Aa_G858190.h1.t1	Np007G3824700
OG0017743	Aa_G266300.h1.t1	Np004G2353200
OG0017744	Aa_G229450.h1.t1	Np007G3814800
OG0017745	Aa_G227440.h1.t1	Np007G3812800
OG0017746	Aa_G549930.h1.t1	Np005G2741800
OG0017747	Aa_G172830.h1.t1	Np005G2742000
OG0017748	Aa_G172870.h1.t1	Np005G2742300
OG0017749	Aa_G543300.h1.t1	Np005G2742400
OG0017750	Aa_G506700.h1.t1	Np005G2744100
OG0017751	Aa_G572880.h1.t1	Np005G2744500
OG0017753	Aa_G149690.h1.t1	Np002G0953800
OG0017754	Aa_G32440.h1.t1	Np002G0976200
OG0017755	Aa_G32360.h1.t1	Np002G0977700
OG0017756	Aa_G704110.h1.t1, Aa_G182420.h1.t1	Np002G1005300
OG0017757	Aa_G714820.h1.t1	Np002G0995400
OG0017758	Aa_G474620.h1.t1	Np002G0993200
OG0017759	Aa_G474750.h1.t1	Np002G0985600
OG0017760	Aa_G62050.h1.t1	Np003G1607400
OG0017762	Aa_G510100.h1.t1	Np005G3175700
OG0017763	Aa_G256210.h1.t1	Np002G1060600
OG0017765	Aa_G83640.h1.t1	Np003G1469000
OG0017766	Aa_G726460.h1.t1	Np003G1467600
OG0017767	Aa_G280270.h1.t1	Np003G1464000
OG0017768	Aa_G410990.h1.t1	Np003G1457900
OG0017769	Aa_G325420.h1.t1	Np001G0161900
OG0017770	Aa_G414160.h1.t1	Np001G0157900
OG0017771	Aa_G509950.h1.t1	Np001G0176800
OG0017772	Aa_G64230.h1.t1	Np007G3726900
OG0017773	Aa_G339170.h1.t1	Np001G0541100
OG0017774	Aa_G300230.h1.t1	Np001G0539100
OG0017775	Aa_G122450.h1.t1	Np001G0529800
OG0017776	Aa_G122440.h1.t1	Np001G0529600
OG0017777	Aa_G106300.h1.t1	Np004G2599000
OG0017778	Aa_G106220.h1.t1	Np004G2598400
OG0017779	Aa_G106140.h1.t1	Np004G2597600
OG0017780	Aa_G94480.h1.t1	Np004G2595300
OG0017781	Aa_G94400.h1.t1	Np004G2594000
OG0017782	Aa_G94360.h1.t1	Np004G2593500
OG0017783	Aa_G161440.h1.t1	Np006G3688000
OG0017784	Aa_G687260.h1.t1	Np004G2582400
OG0017785	Aa_G452080.h1.t1	Np004G2581300
OG0017786	Aa_G358020.h1.t1	Np004G2572000
OG0017787	Aa_G135090.h1.t1	Np004G2571000
OG0017788	Aa_G134750.h1.t1	Np004G2567300
OG0017790	Aa_G400290.h1.t1	Np004G2563400
OG0017791	Aa_G400400.h1.t1	Np004G2562400
OG0017792	Aa_G400430.h1.t1	Np004G2562000
OG0017793	Aa_G423540.h1.t1	Np004G2560900
OG0017794	Aa_G341300.h1.t1, Aa_G341310.h1.t1	Np005G3086800
OG0017795	Aa_G217760.h1.t1	Np004G2553500
OG0017796	Aa_G286340.h1.t1	Np004G2551500
OG0017797	Aa_G534160.h1.t1	Np004G2549900
OG0017800	Aa_G219110.h1.t1	Np004G2545400
OG0017801	Aa_G79430.h1.t1	Np004G2543300
OG0017803	Aa_G220680.h1.t1	Np004G2539100
OG0017804	Aa_G139980.h1.t1	Np004G2538100
OG0017805	Aa_G140110.h1.t1	Np004G2537100
OG0017806	Aa_G517570.h1.t1	Np004G2536300
OG0017807	Aa_G23000.h1.t1	Np004G2535200
OG0017809	Aa_G22480.h1.t1	Np004G2530000
OG0017810	Aa_G275940.h1.t1	Np004G2523300
OG0017811	Aa_G275820.h1.t1	Np004G2522400
OG0017812	Aa_G375860.h1.t1	Np004G2517700
OG0017813	Aa_G481450.h1.t1	Np004G2515300
OG0017814	Aa_G481470.h1.t1	Np004G2515100
OG0017815	Aa_G368390.h1.t1	Np004G2510100
OG0017816	Aa_G188170.h1.t1	Np003G1656900
OG0017817	Aa_G512760.h1.t1	Np004G2509000
OG0017818	Aa_G442660.h1.t1	Np004G2507700
OG0017820	Aa_G19050.h1.t1	Np004G2499300
OG0017821	Aa_G394790.h1.t1	Np004G2498700
OG0017822	Aa_G394770.h1.t1	Np004G2498500
OG0017824	Aa_G193890.h1.t1	Np004G2497600
OG0017826	Aa_G635790.h1.t1	Np004G2492200
OG0017827	Aa_G165510.h1.t1	Np004G2487000
OG0017828	Aa_G446460.h1.t1	Np004G2485500
OG0017829	Aa_G318480.h1.t1	Np004G2484400
OG0017830	Aa_G43210.h1.t1	Np004G2478900
OG0017831	Aa_G43260.h1.t1	Np004G2478300
OG0017832	Aa_G43320.h1.t1	Np004G2478000
OG0017833	Aa_G43350.h1.t1	Np004G2477700
OG0017834	Aa_G457560.h1.t1	Np004G2476300
OG0017835	Aa_G89320.h1.t1	Np004G2470800
OG0017838	Aa_G298980.h1.t1	Np004G2460300
OG0017839	Aa_G292140.h1.t1	Np004G2446400
OG0017840	Aa_G164280.h1.t1	Np004G2440300
OG0017841	Aa_G393150.h1.t1	Np006G3647500
OG0017842	Aa_G666630.h1.t1	Np004G2433500
OG0017843	Aa_G118470.h1.t1	Np004G2432600
OG0017844	Aa_G437590.h1.t1	Np004G2431200
OG0017845	Aa_G585770.h1.t1	Np004G2428100
OG0017847	Aa_G658800.h1.t1	Np004G2425900
OG0017848	Aa_G117760.h1.t1	Np004G2423200
OG0017849	Aa_G115600.h1.t1	Np004G2418100
OG0017850	Aa_G121250.h1.t1	Np004G2410700
OG0017852	Aa_G355940.h1.t1	Np004G2407200
OG0017853	Aa_G179710.h1.t1	Np004G2402600
OG0017854	Aa_G179750.h1.t1	Np004G2402200
OG0017855	Aa_G66480.h1.t1	Np004G2400100
OG0017856	Aa_G274930.h1.t1	Np004G2391800
OG0017857	Aa_G349050.h1.t1	Np004G2389400
OG0017858	Aa_G631850.h1.t1	Np004G2387200
OG0017859	Aa_G278370.h1.t1	Np004G2383900
OG0017860	Aa_G80330.h1.t1	Np004G2381700
OG0017861	Aa_G557380.h1.t1	Np004G2380400
OG0017862	Aa_G725990.h1.t1	Np004G2375600
OG0017863	Aa_G718700.h1.t1	Np004G2375400
OG0017864	Aa_G132420.h1.t1	Np004G2373000
OG0017865	Aa_G271530.h1.t1	Np004G2372400
OG0017866	Aa_G119000.h1.t1	Np004G2372000
OG0017867	Aa_G271520.h1.t1	Np004G2372300
OG0017868	Aa_G119170.h1.t1	Np004G2370300
OG0017869	Aa_G580230.h1.t1	Np004G2366500
OG0017870	Aa_G192220.h1.t1	Np004G2365800
OG0017871	Aa_G93290.h1.t1	Np004G2359400
OG0017872	Aa_G544380.h1.t1	Np004G2357700
OG0017873	Aa_G246600.h1.t1	Np005G3104000
OG0017874	Aa_G119520.h1.t1	Np004G2348500
OG0017875	Aa_G33360.h1.t1	Np004G2345100
OG0017876	Aa_G374370.h1.t1	Np004G2339100
OG0017877	Aa_G454220.h1.t1	Np004G2336100
OG0017878	Aa_G454170.h1.t1	Np004G2335200
OG0017879	Aa_G454150.h1.t1	Np004G2335000
OG0017880	Aa_G444760.h1.t1	Np004G2333600
OG0017881	Aa_G272160.h1.t1	Np004G2328200
OG0017882	Aa_G166080.h1.t1	Np004G2326700
OG0017884	Aa_G589600.h1.t1	Np004G2320100
OG0017885	Aa_G372740.h1.t1	Np004G2319600
OG0017886	Aa_G372760.h1.t1	Np004G2317400
OG0017888	Aa_G121770.h1.t1	Np004G2315800
OG0017889	Aa_G121850.h1.t1	Np004G2313000
OG0017890	Aa_G245840.h1.t1	Np002G0834400
OG0017891	Aa_G149360.h1.t1	Np002G0835300
OG0017892	Aa_G297620.h1.t1	Np002G0838000
OG0017893	Aa_G170730.h1.t1	Np002G0839000
OG0017894	Aa_G232150.h1.t1	Np002G0840600
OG0017895	Aa_G610780.h1.t1	Np002G0843400
OG0017896	Aa_G367270.h1.t1	Np004G2309700
OG0017897	Aa_G163330.h1.t1	Np002G0845500
OG0017898	Aa_G163390.h1.t1	Np002G0846500
OG0017899	Aa_G17780.h1.t1	Np002G0850400
OG0017900	Aa_G17770.h1.t1	Np002G0850500
OG0017901	Aa_G17760.h1.t1	Np002G0850600
OG0017903	Aa_G376040.h1.t1	Np004G2057900
OG0017904	Aa_G380490.h1.t1	Np004G2059700
OG0017905	Aa_G693970.h1.t1	Np004G2060200
OG0017906	Aa_G107910.h1.t1	Np004G2061600
OG0017908	Aa_G460010.h1.t1, Aa_G460020.h1.t1	Np005G3161600
OG0017909	Aa_G211420.h1.t1	Np002G1199800
OG0017910	Aa_G580700.h1.t1	Np002G1199100
OG0017912	Aa_G489090.h1.t1	Np002G1197800
OG0017913	Aa_G222510.h1.t1	Np002G1196500
OG0017914	Aa_G222520.h1.t1	Np002G1196400
OG0017915	Aa_G548730.h1.t1	Np002G1193900
OG0017916	Aa_G615100.h1.t1	Np002G1189300
OG0017917	Aa_G218140.h1.t1	Np002G1188700
OG0017918	Aa_G8610.h1.t1	Np002G1173200
OG0017919	Aa_G635680.h1.t1	Np002G1172500
OG0017920	Aa_G72260.h1.t1	Np002G1171600
OG0017921	Aa_G392510.h1.t1	Np002G1166700
OG0017922	Aa_G262060.h1.t1	Np002G1160700
OG0017923	Aa_G748930.h1.t1	Np002G1160000
OG0017926	Aa_G202700.h1.t1	Np002G1138200
OG0017927	Aa_G100800.h1.t1	Np002G1131300
OG0017928	Aa_G253450.h1.t1	Np002G1115200
OG0017929	Aa_G350340.h1.t1	Np002G0978500
OG0017930	Aa_G365920.h1.t1	Np002G1110400
OG0017931	Aa_G123220.h1.t1	Np002G1079700
OG0017933	Aa_G247660.h1.t1	Np001G0189500
OG0017934	Aa_G395330.h1.t1	Np007G3792000
OG0017935	Aa_G615240.h1.t1	Np002G1248000
OG0017936	Aa_G160390.h1.t1	Np001G0345900
OG0017937	Aa_G160370.h1.t1	Np001G0345600
OG0017938	Aa_G26330.h1.t1	Np001G0344000
OG0017939	Aa_G41170.h1.t1	Np001G0337400
OG0017940	Aa_G63360.h1.t1	Np001G0321000
OG0017941	Aa_G194810.h1.t1	Np007G3720200
OG0017942	Aa_G480000.h1.t1	Np001G0396000
OG0017944	Aa_G41960.h1.t1	Np003G1848800
OG0017945	Aa_G41820.h1.t1	Np003G1847100
OG0017946	Aa_G141960.h1.t1	Np005G2752700
OG0017947	Aa_G409080.h1.t1	Np005G2751100
OG0017948	Aa_G301300.h1.t1	Np005G2746600
OG0017949	Aa_G301290.h1.t1	Np005G2746500
OG0017950	Aa_G380670.h1.t1	Np005G3007600
OG0017952	Aa_G149150.h1.t1	Np004G2036500
OG0017953	Aa_G57610.h1.t1	Np002G0886000
OG0017954	Aa_G110830.h1.t1	Np004G1996400
OG0017955	Aa_G110700.h1.t1	Np004G1994100
OG0017956	Aa_G110740.h1.t1	Np004G1994600
OG0017957	Aa_G255160.h1.t1	Np004G1991700
OG0017958	Aa_G273770.h1.t1	Np004G1987700
OG0017959	Aa_G273820.h1.t1	Np004G1986800
OG0017961	Aa_G487090.h1.t1	Np005G2600400
OG0017962	Aa_G541030.h1.t1	Np005G2600700, Np005G3187700
OG0017963	Aa_G219380.h1.t1	Np005G2601500
OG0017964	Aa_G219230.h1.t1	Np005G2603300
OG0017965	Aa_G676590.h1.t1	Np005G2603800
OG0017966	Aa_G138010.h1.t1	Np005G2605600
OG0017968	Aa_G137990.h1.t1	Np005G2605900
OG0017969	Aa_G137930.h1.t1	Np005G2606600
OG0017971	Aa_G351940.h1.t1	Np005G2612200
OG0017972	Aa_G374880.h1.t1	Np005G2617100
OG0017973	Aa_G436350.h1.t1	Np005G3072800
OG0017974	Aa_G450580.h1.t1	Np005G2617800
OG0017975	Aa_G693500.h1.t1	Np005G2618700
OG0017976	Aa_G662470.h1.t1	Np005G2622900
OG0017977	Aa_G503410.h1.t1	Np005G2623100
OG0017979	Aa_G294420.h1.t1	Np005G2626400
OG0017980	Aa_G306090.h1.t1	Np005G2693400
OG0017982	Aa_G590100.h1.t1	Np005G2689300
OG0017983	Aa_G604710.h1.t1	Np003G1413500
OG0017985	Aa_G179380.h1.t1	Np005G2679100
OG0017986	Aa_G564350.h1.t1	Np005G2667300
OG0017988	Aa_G752220.h1.t1	Np005G2653900
OG0017990	Aa_G570530.h1.t1	Np003G1538700, Np005G2644800
OG0017991	Aa_G9800.h1.t1	Np005G2702600
OG0017993	Aa_G631710.h1.t1	Np005G2628500
OG0017994	Aa_G58490.h1.t1	Np005G2631500
OG0017995	Aa_G328750.h1.t1	Np005G2636900
OG0017996	Aa_G397130.h1.t1	Np005G2637400
OG0017999	Aa_G274230.h1.t1	Np005G2642200
OG0018000	Aa_G45830.h1.t1	Np005G2712500
OG0018001	Aa_G74770.h1.t1	Np005G2713500
OG0018002	Aa_G241450.h1.t1	Np005G2716100
OG0018005	Aa_G222370.h1.t1	Np005G2720900
OG0018006	Aa_G32950.h1.t1	Np005G2721500
OG0018007	Aa_G556840.h1.t1	Np005G2723500
OG0018008	Aa_G190650.h1.t1	Np005G2726500
OG0018009	Aa_G305950.h1.t1	Np007G3857600
OG0018012	Aa_G187270.h1.t1	Np002G0821000
OG0018013	Aa_G187170.h1.t1	Np002G0822400
OG0018014	Aa_G199380.h1.t1	Np002G0824100
OG0018015	Aa_G273990.h1.t1	Np004G2292200
OG0018016	Aa_G274090.h1.t1	Np004G2288500
OG0018017	Aa_G469170.h1.t1	Np004G2263900
OG0018019	Aa_G160620.h1.t1	Np005G2802100
OG0018020	Aa_G371790.h1.t1	Np006G3625800
OG0018021	Aa_G35920.h1.t1	Np006G3637700
OG0018022	Aa_G191350.h1.t1	Np003G1871300
OG0018023	Aa_G78400.h1.t1	Np003G1881700
OG0018025	Aa_G67760.h1.t1	Np003G1882700
OG0018027	Aa_G299940.h1.t1	Np003G1894500
OG0018028	Aa_G36480.h1.t1	Np006G3713100
OG0018029	Aa_G10150.h1.t1	Np006G3711000
OG0018030	Aa_G684770.h1.t1	Np004G2091000
OG0018031	Aa_G127530.h1.t1	Np004G2037400
OG0018032	Aa_G86630.h1.t1	Np005G2787700
OG0018033	Aa_G512250.h1.t1	Np005G2784700
OG0018034	Aa_G107240.h1.t1	Np005G2780600
OG0018035	Aa_G107280.h1.t1	Np005G2781300
OG0018036	Aa_G217460.h1.t1	Np005G2778400
OG0018037	Aa_G217480.h1.t1	Np005G2776800
OG0018038	Aa_G291780.h1.t1	Np005G2774900
OG0018039	Aa_G159990.h1.t1	Np005G2771800
OG0018040	Aa_G489980.h1.t1	Np005G2769900
OG0018042	Aa_G777630.h6.t1, Aa_G777630.h4.t1, Aa_G777630.h2.t1, Aa_G777630.h3.t1, Aa_G777630.h1.t1, Aa_G777630.h7.t1, Aa_G777630.h5.t1	Np007G3925700
OG0018044	Aa_G368340.h1.t1	Np004G2509500
OG0018045	Aa_G550190.h1.t1, Aa_G307130.h1.t1	Np004G2491200
OG0018046	Aa_G353470.h1.t1	Np004G2479400
OG0018047	Aa_G319720.h1.t1	Np004G2451500
OG0018051	Aa_G367280.h1.t1	Np004G2309600
OG0018052	Aa_G126640.h1.t1	Np004G2279100
OG0018053	Aa_G579820.h1.t1	Np004G2268500
OG0018054	Aa_G539050.h1.t1	Np004G2258500
OG0018055	Aa_G417010.h1.t1	Np004G2135300
OG0018056	Aa_G16500.h1.t1	Np004G2054400
OG0018057	Aa_G614110.h1.t1	Np004G2036200
OG0018059	Aa_G169570.h1.t1	Np004G2032500
OG0018060	Aa_G82560.h1.t1	Np004G2024200
OG0018061	Aa_G128440.h1.t1	Np004G2018700
OG0018067	Aa_G628010.h1.t1	Np002G0998600
OG0018068	Aa_G350330.h1.t1	Np002G0978700
OG0018069	Aa_G85050.h1.t1	Np002G0969400
OG0018070	Aa_G536610.h1.t1	Np002G0952800
OG0018071	Aa_G131770.h1.t1	Np002G0899200
OG0018072	Aa_G609180.h1.t1	Np002G0896900
OG0018074	Aa_G446080.h1.t1	Np001G0074100, Np002G0872100
OG0018075	Aa_G232130.h1.t1	Np002G0840800
OG0018077	Aa_G30500.h1.t1	Np002G0800400
OG0018079	Aa_G283690.h1.t1	Np002G0792900
OG0018080	Aa_G492830.h1.t1	Np002G0805700, Np002G0790700
OG0018081	Aa_G87760.h1.t1	Np002G0767900
OG0018082	Aa_G447450.h1.t1	Np002G0755800
OG0018083	Aa_G687020.h1.t1	Np002G0736900
OG0018084	Aa_G80370.h1.t1	Np002G0725500
OG0018088	Aa_G174480.h1.t1	Np007G4153500
OG0018089	Aa_G745100.h1.t1	Np007G4083200
OG0018090	Aa_G63050.h1.t1	Np007G3936400
OG0018092	Aa_G342890.h1.t1	Np007G3952200
OG0018093	Aa_G108150.h1.t1	Np007G3953900
OG0018094	Aa_G538300.h1.t1	Np007G3845900
OG0018095	Aa_G87440.h1.t1	Np007G3847000
OG0018096	Aa_G86420.h1.t1	Np007G3879200
OG0018097	Aa_G190.h1.t1	Np007G3886500
OG0018098	Aa_G105310.h1.t1	Np007G3798600
OG0018099	Aa_G621340.h1.t1, Aa_G409890.h1.t1	Np007G3790400
OG0018100	Aa_G266690.h1.t1, Aa_G553510.h1.t1	Np005G3179100
OG0018101	Aa_G269120.h1.t1	Np007G3785100
OG0018102	Aa_G529380.h1.t1	Np007G3773900
OG0018103	Aa_G421740.h1.t1	Np007G3761900
OG0018104	Aa_G688020.h1.t1	Np007G3744100
OG0018105	Aa_G440880.h1.t1	Np007G3717000
OG0018106	Aa_G505080.h1.t1	Np006G3232500
OG0018108	Aa_G224770.h1.t1	Np006G3685200
OG0018109	Aa_G224790.h1.t1	Np006G3685000
OG0018110	Aa_G375030.h1.t1	Np006G3683400
OG0018111	Aa_G157400.h1.t1	Np006G3679700
OG0018112	Aa_G204740.h1.t1	Np006G3675200
OG0018114	Aa_G499150.h1.t1	Np006G3670600
OG0018116	Aa_G11840.h1.t1	Np006G3668100
OG0018117	Aa_G166840.h1.t1	Np006G3665800
OG0018118	Aa_G162590.h1.t1	Np006G3663400
OG0018119	Aa_G569060.h1.t1	Np006G3659700
OG0018120	Aa_G155580.h1.t1	Np006G3648900
