Orthogroup	Arabis_alpina	Cardamine_hirsuta
OG0013061	Aa_G2330.h1.t1	CARHR172340
OG0013062	Aa_G649770.h1.t1	CARHR160140
OG0013063	Aa_G555490.h1.t1	CARHR160100
OG0013064	Aa_G366030.h1.t1, Aa_G366060.h1.t1	CARHR160020
OG0013065	Aa_G109770.h1.t1	CARHR159940
OG0013066	Aa_G272560.h1.t1	CARHR159790
OG0013069	Aa_G55710.h1.t1	CARHR230910, CARHR112970
OG0013070	Aa_G411490.h1.t1	CARHR265270
OG0013071	Aa_G620250.h1.t1	CARHR264970
OG0013072	Aa_G265320.h1.t1	CARHR264680
OG0013073	Aa_G101880.h1.t1	CARHR264530
OG0013074	Aa_G101970.h1.t1	CARHR264360
OG0013075	Aa_G466550.h1.t1	CARHR264130
OG0013076	Aa_G84060.h1.t1	CARHR256750
OG0013077	Aa_G153080.h1.t1	CARHR257020
OG0013078	Aa_G83890.h1.t1	CARHR256890
OG0013079	Aa_G105290.h1.t1	CARHR104780
OG0013080	Aa_G105550.h1.t1	CARHR104890
OG0013081	Aa_G105100.h1.t1	CARHR105290
OG0013082	Aa_G269050.h1.t1	CARHR210470
OG0013083	Aa_G269140.h1.t1	CARHR105450
OG0013084	Aa_G284840.h1.t1	CARHR105640
OG0013085	Aa_G384580.h1.t1	CARHR105840
OG0013086	Aa_G384590.h1.t1	CARHR105850
OG0013087	Aa_G384680.h1.t1, Aa_G548590.h1.t1	CARHR106030
OG0013088	Aa_G347070.h1.t1	CARHR106180
OG0013089	Aa_G81740.h1.t1	CARHR106220
OG0013090	Aa_G81730.h1.t1	CARHR106240
OG0013091	Aa_G81640.h1.t1	CARHR106350, CARHR106360
OG0013092	Aa_G323480.h1.t1	CARHR106950
OG0013093	Aa_G655770.h1.t1	CARHR107150
OG0013094	Aa_G544670.h1.t1	CARHR033820
OG0013095	Aa_G124420.h1.t1	CARHR231290
OG0013096	Aa_G124410.h1.t1	CARHR231300
OG0013097	Aa_G124470.h1.t1	CARHR231240
OG0013098	Aa_G124480.h1.t1	CARHR231230
OG0013099	Aa_G417320.h1.t1	CARHR231110
OG0013101	Aa_G486330.h1.t1	CARHR246770
OG0013103	Aa_G19900.h1.t1	CARHR229870
OG0013104	Aa_G292430.h1.t1	CARHR229650
OG0013105	Aa_G147720.h1.t1	CARHR229550, CARHR229560
OG0013106	Aa_G660290.h2.t1, Aa_G660290.h1.t1	CARHR229390
OG0013107	Aa_G419750.h1.t1	CARHR229280
OG0013108	Aa_G380870.h1.t1	CARHR229090
OG0013109	Aa_G371060.h1.t1	CARHR228980
OG0013110	Aa_G2340.h1.t1	CARHR172350
OG0013111	Aa_G117500.h1.t1	CARHR228820
OG0013112	Aa_G117410.h1.t1	CARHR228770
OG0013113	Aa_G360780.h1.t1	CARHR228730
OG0013114	Aa_G204080.h1.t1	CARHR226760
OG0013115	Aa_G203980.h1.t1	CARHR226880
OG0013116	Aa_G203940.h1.t1	CARHR226930
OG0013117	Aa_G203930.h1.t1	CARHR226950
OG0013118	Aa_G203920.h1.t1	CARHR226960
OG0013119	Aa_G101140.h1.t1	CARHR036110
OG0013120	Aa_G422700.h1.t1	CARHR227330
OG0013121	Aa_G580390.h1.t1	CARHR227460
OG0013122	Aa_G97310.h1.t1	CARHR258370
OG0013123	Aa_G37680.h1.t1	CARHR227840
OG0013124	Aa_G59040.h1.t1	CARHR227880
OG0013125	Aa_G127590.h1.t1	CARHR292370
OG0013126	Aa_G398640.h1.t1	CARHR228220
OG0013127	Aa_G408940.h1.t1	CARHR228410
OG0013128	Aa_G408950.h1.t1	CARHR228430
OG0013129	Aa_G298580.h1.t1	CARHR228550
OG0013130	Aa_G148260.h1.t1	CARHR226490
OG0013131	Aa_G540030.h1.t1	CARHR260880
OG0013132	Aa_G61150.h1.t1	CARHR260100
OG0013133	Aa_G61180.h1.t1	CARHR260140
OG0013134	Aa_G61200.h1.t1	CARHR260220
OG0013135	Aa_G671970.h1.t1	CARHR184490
OG0013136	Aa_G39410.h1.t1	CARHR284930
OG0013137	Aa_G39430.h1.t1	CARHR284970
OG0013138	Aa_G39510.h1.t1	CARHR285120
OG0013139	Aa_G39520.h1.t1	CARHR285130
OG0013140	Aa_G39560.h1.t1	CARHR181890, CARHR181880
OG0013141	Aa_G39570.h1.t1	CARHR181870
OG0013142	Aa_G612990.h1.t1	CARHR181540
OG0013143	Aa_G150630.h1.t1	CARHR181570
OG0013144	Aa_G150610.h1.t1	CARHR181590
OG0013145	Aa_G49560.h1.t1	CARHR222720
OG0013146	Aa_G49520.h1.t1	CARHR222760
OG0013147	Aa_G49490.h1.t1	CARHR222780
OG0013148	Aa_G49360.h1.t1	CARHR222910
OG0013149	Aa_G49290.h1.t1	CARHR223040
OG0013150	Aa_G49280.h1.t1	CARHR223050
OG0013151	Aa_G296100.h1.t1	CARHR223310
OG0013152	Aa_G295930.h1.t1	CARHR223550, CARHR290510
OG0013153	Aa_G173280.h1.t1	CARHR223570
OG0013155	Aa_G52300.h1.t1	CARHR074850
OG0013156	Aa_G52310.h1.t1	CARHR074870
OG0013157	Aa_G52350.h1.t1	CARHR074900
OG0013158	Aa_G52410.h1.t1	CARHR074970
OG0013159	Aa_G52490.h1.t1	CARHR075020
OG0013160	Aa_G52580.h1.t1	CARHR075130
OG0013161	Aa_G52600.h1.t1	CARHR075150
OG0013162	Aa_G451720.h1.t1, Aa_G798460.h1.t1	CARHR075320
OG0013163	Aa_G593160.h1.t1	CARHR075450
OG0013164	Aa_G43720.h1.t1	CARHR281180
OG0013165	Aa_G43740.h1.t1	CARHR281200
OG0013166	Aa_G43780.h1.t1	CARHR281240
OG0013167	Aa_G43800.h1.t1	CARHR281270
OG0013168	Aa_G43910.h1.t1	CARHR281330
OG0013169	Aa_G43970.h1.t1	CARHR281360
OG0013170	Aa_G43990.h1.t1	CARHR195940
OG0013171	Aa_G113940.h1.t1	CARHR281540
OG0013172	Aa_G194770.h1.t1	CARHR111060
OG0013173	Aa_G113810.h1.t1	CARHR281680
OG0013175	Aa_G113670.h1.t1	CARHR281820
OG0013176	Aa_G113650.h1.t1	CARHR053030
OG0013177	Aa_G273260.h1.t1	CARHR291410
OG0013178	Aa_G273210.h1.t1, Aa_G38200.h1.t1	CARHR291460
OG0013179	Aa_G273200.h1.t1	CARHR291470
OG0013180	Aa_G273120.h1.t1	CARHR291540
OG0013181	Aa_G273080.h1.t1	CARHR291580
OG0013182	Aa_G273030.h1.t1	CARHR291630
OG0013184	Aa_G272990.h1.t1	CARHR291670
OG0013185	Aa_G336720.h1.t1	CARHR173470
OG0013186	Aa_G163710.h1.t1	CARHR173460
OG0013188	Aa_G364280.h1.t1	CARHR173080
OG0013189	Aa_G236550.h1.t1	CARHR172990
OG0013190	Aa_G236540.h1.t1	CARHR172980
OG0013191	Aa_G2490.h1.t1	CARHR172470
OG0013192	Aa_G2420.h1.t1	CARHR172410
OG0013193	Aa_G33570.h1.t1	CARHR172130
OG0013194	Aa_G33560.h1.t1	CARHR172120
OG0013195	Aa_G33420.h1.t1	CARHR171990
OG0013196	Aa_G572550.h1.t1	CARHR171860
OG0013197	Aa_G338430.h1.t1	CARHR264320
OG0013198	Aa_G57980.h1.t1	CARHR171390
OG0013199	Aa_G208940.h1.t1	CARHR170870
OG0013200	Aa_G77330.h1.t1	CARHR170710
OG0013201	Aa_G77410.h1.t1	CARHR170630
OG0013202	Aa_G418350.h1.t1	CARHR114390
OG0013204	Aa_G349500.h1.t1	CARHR170390
OG0013205	Aa_G132710.h1.t1, Aa_G132700.h1.t1	CARHR170190
OG0013206	Aa_G132800.h1.t1	CARHR170100
OG0013207	Aa_G322960.h1.t1	CARHR170060
OG0013208	Aa_G451520.h1.t1	CARHR186610, CARHR186570
OG0013209	Aa_G340550.h1.t1	CARHR169840
OG0013210	Aa_G252530.h1.t1	CARHR287540
OG0013211	Aa_G90370.h1.t1, Aa_G262270.h1.t1	CARHR169460
OG0013212	Aa_G705000.h1.t1	CARHR058040
OG0013213	Aa_G228020.h1.t1	CARHR234090
OG0013214	Aa_G345900.h1.t1	CARHR168980, CARHR184080
OG0013215	Aa_G433140.h1.t1	CARHR168870
OG0013216	Aa_G458650.h1.t1	CARHR156030
OG0013217	Aa_G98510.h1.t1	CARHR168540
OG0013218	Aa_G98530.h1.t1	CARHR168520
OG0013219	Aa_G45660.h1.t1, Aa_G98600.h1.t1	CARHR168440
OG0013220	Aa_G345840.h1.t1	CARHR168220
OG0013221	Aa_G345830.h1.t1	CARHR168210
OG0013222	Aa_G317210.h1.t1	CARHR168100
OG0013223	Aa_G114920.h1.t1	CARHR167700
OG0013224	Aa_G401950.h1.t1	CARHR167630
OG0013225	Aa_G369770.h1.t1	CARHR167500
OG0013226	Aa_G238710.h1.t1	CARHR167220
OG0013227	Aa_G483470.h1.t1	CARHR167040
OG0013228	Aa_G562500.h1.t1	CARHR166970
OG0013229	Aa_G174890.h1.t1	CARHR159450, CARHR166930
OG0013230	Aa_G174970.h1.t1	CARHR166810
OG0013231	Aa_G559700.h1.t1	CARHR166680
OG0013232	Aa_G660610.h1.t1	CARHR166640, CARHR166620
OG0013233	Aa_G224840.h1.t1	CARHR166430
OG0013234	Aa_G224850.h1.t1	CARHR166420
OG0013235	Aa_G268560.h1.t1	CARHR166360
OG0013236	Aa_G139050.h1.t1	CARHR183130
OG0013237	Aa_G287230.h1.t1	CARHR166140
OG0013238	Aa_G302270.h1.t1	CARHR166030
OG0013239	Aa_G742130.h1.t1	CARHR165590
OG0013240	Aa_G742120.h1.t1	CARHR165580
OG0013241	Aa_G306800.h1.t1	CARHR284680, CARHR165410
OG0013242	Aa_G427650.h1.t1, Aa_G137610.h1.t1	CARHR165350
OG0013243	Aa_G287630.h1.t1	CARHR164990
OG0013244	Aa_G381370.h1.t1	CARHR164840
OG0013245	Aa_G381360.h1.t1	CARHR164830
OG0013246	Aa_G381240.h1.t1	CARHR164720
OG0013247	Aa_G331290.h1.t1	CARHR164630
OG0013248	Aa_G319040.h1.t1	CARHR164410
OG0013249	Aa_G277030.h1.t1	CARHR164180
OG0013250	Aa_G277060.h1.t1	CARHR164150
OG0013251	Aa_G201310.h1.t1	CARHR292170
OG0013252	Aa_G266040.h1.t1	CARHR163980
OG0013253	Aa_G49460.h1.t1	CARHR222790
OG0013254	Aa_G297400.h1.t1	CARHR163710
OG0013255	Aa_G99960.h1.t1	CARHR215170
OG0013256	Aa_G14030.h1.t1	CARHR163340
OG0013257	Aa_G14080.h1.t1	CARHR163310
OG0013258	Aa_G14170.h1.t1	CARHR163210
OG0013259	Aa_G14180.h1.t1	CARHR163220
OG0013260	Aa_G212750.h1.t1	CARHR162930
OG0013261	Aa_G119280.h1.t1, Aa_G668310.h1.t1	CARHR162770
OG0013262	Aa_G111360.h1.t1	CARHR162750
OG0013263	Aa_G111410.h1.t1	CARHR162720
OG0013264	Aa_G235210.h1.t1	CARHR162320
OG0013265	Aa_G141210.h1.t1	CARHR267080
OG0013266	Aa_G141190.h1.t1	CARHR267070
OG0013267	Aa_G141180.h1.t1	CARHR267060
OG0013268	Aa_G141150.h1.t1	CARHR267020
OG0013269	Aa_G198290.h1.t1	CARHR266610
OG0013270	Aa_G134140.h1.t1	CARHR266490
OG0013272	Aa_G139290.h1.t1	CARHR222450
OG0013273	Aa_G139200.h1.t1	CARHR222420
OG0013275	Aa_G507520.h1.t1	CARHR290680
OG0013276	Aa_G806610.h1.t1	CARHR100960
OG0013277	Aa_G284640.h1.t1	CARHR101120
OG0013278	Aa_G86410.h1.t1	CARHR101590
OG0013279	Aa_G535130.h1.t1	CARHR101700
OG0013280	Aa_G535140.h1.t1	CARHR101710
OG0013281	Aa_G183470.h1.t1	CARHR101810
OG0013282	Aa_G220.h1.t1	CARHR102430
OG0013283	Aa_G211160.h1.t1	CARHR102860
OG0013284	Aa_G211150.h1.t1	CARHR102840
OG0013285	Aa_G211230.h1.t1	CARHR102900
OG0013286	Aa_G196620.h1.t1	CARHR103270
OG0013287	Aa_G116250.h1.t1	CARHR103580
OG0013288	Aa_G116310.h1.t1	CARHR103710
OG0013289	Aa_G116320.h1.t1	CARHR103720
OG0013290	Aa_G116380.h1.t1	CARHR103830
OG0013292	Aa_G116260.h1.t1	CARHR100520
OG0013293	Aa_G183140.h1.t1	CARHR100530
OG0013294	Aa_G183120.h1.t1	CARHR100540
OG0013295	Aa_G454580.h1.t1	CARHR058850
OG0013298	Aa_G21320.h1.t1	CARHR059480
OG0013299	Aa_G544040.h1.t1	CARHR059530
OG0013300	Aa_G108690.h1.t1, Aa_G108690.h2.t1	CARHR059630
OG0013301	Aa_G108700.h1.t1, Aa_G108700.h2.t1	CARHR059640
OG0013302	Aa_G567140.h1.t1	CARHR059760
OG0013303	Aa_G7190.h1.t1	CARHR060120
OG0013304	Aa_G7150.h1.t1	CARHR060160
OG0013305	Aa_G184450.h1.t1	CARHR058070, CARHR060210
OG0013306	Aa_G56030.h1.t1	CARHR058060, CARHR060420
OG0013307	Aa_G343260.h1.t1	CARHR060600
OG0013308	Aa_G131750.h1.t1	CARHR060770
OG0013309	Aa_G141420.h1.t1	CARHR061060
OG0013310	Aa_G81900.h1.t1	CARHR061260
OG0013311	Aa_G447110.h1.t1	CARHR216570
OG0013313	Aa_G99900.h1.t1	CARHR108870
OG0013314	Aa_G415550.h1.t1	CARHR108910
OG0013316	Aa_G325940.h1.t1	CARHR109080
OG0013317	Aa_G426620.h1.t1	CARHR109240
OG0013318	Aa_G141640.h1.t1, Aa_G426590.h1.t1	CARHR109290
OG0013319	Aa_G426580.h1.t1	CARHR109300
OG0013320	Aa_G190110.h1.t1	CARHR109480
OG0013321	Aa_G190120.h1.t1	CARHR109490
OG0013322	Aa_G259240.h1.t1	CARHR215810
OG0013323	Aa_G244860.h1.t1	CARHR109730
OG0013325	Aa_G143540.h1.t1	CARHR109990
OG0013326	Aa_G230180.h1.t1	CARHR110060
OG0013327	Aa_G726600.h1.t1	CARHR110160
OG0013328	Aa_G88470.h1.t1	CARHR136260
OG0013329	Aa_G88480.h1.t1	CARHR136250
OG0013330	Aa_G684890.h1.t1	CARHR136150
OG0013331	Aa_G684880.h1.t1	CARHR136140
OG0013332	Aa_G144300.h1.t1	CARHR136120
OG0013333	Aa_G144280.h1.t1	CARHR136090
OG0013334	Aa_G281390.h1.t1	CARHR135980
OG0013335	Aa_G281320.h1.t1	CARHR135920
OG0013336	Aa_G401700.h1.t1	CARHR135730
OG0013337	Aa_G371030.h1.t1, Aa_G144120.h1.t1	CARHR135670
OG0013338	Aa_G144140.h1.t1	CARHR135660
OG0013339	Aa_G560440.h1.t1	CARHR135520
OG0013341	Aa_G224290.h1.t1	CARHR134990
OG0013342	Aa_G38310.h1.t1	CARHR134850
OG0013343	Aa_G451130.h1.t1	CARHR134590
OG0013344	Aa_G359290.h1.t1	CARHR134520
OG0013345	Aa_G461850.h1.t1	CARHR134450
OG0013346	Aa_G509540.h1.t1	CARHR134020
OG0013347	Aa_G202450.h1.t1	CARHR133920
OG0013348	Aa_G202440.h1.t1	CARHR133910
OG0013349	Aa_G444110.h1.t1	CARHR121200
OG0013350	Aa_G216820.h2.t1, Aa_G216820.h1.t1	CARHR133790
OG0013351	Aa_G216830.h1.t1	CARHR133780
OG0013352	Aa_G783260.h1.t1, Aa_G955640.h1.t1	CARHR133350
OG0013353	Aa_G458680.h1.t1	CARHR156060
OG0013354	Aa_G310060.h1.t1	CARHR117670, CARHR151900
OG0013357	Aa_G197150.h1.t1	CARHR132040
OG0013358	Aa_G66220.h1.t1	CARHR132880
OG0013359	Aa_G150770.h1.t1	CARHR132640
OG0013360	Aa_G150800.h1.t1	CARHR132600
OG0013361	Aa_G150930.h1.t1	CARHR132470
OG0013363	Aa_G617050.h2.t1, Aa_G617050.h1.t1	CARHR131880
OG0013364	Aa_G197170.h1.t1	CARHR132010, CARHR131990
OG0013365	Aa_G249290.h1.t1	CARHR132170
OG0013366	Aa_G30070.h1.t1	CARHR132270
OG0013367	Aa_G30040.h1.t1	CARHR132300
OG0013369	Aa_G570380.h1.t1	CARHR131530
OG0013370	Aa_G570360.h1.t1	CARHR131500
OG0013372	Aa_G250560.h1.t1	CARHR096240
OG0013373	Aa_G159800.h1.t1	CARHR131360
OG0013375	Aa_G561130.h1.t1	CARHR253430
OG0013376	Aa_G320470.h1.t1	CARHR253340
OG0013377	Aa_G22820.h1.t1	CARHR006050
OG0013378	Aa_G50790.h1.t1	CARHR095380
OG0013379	Aa_G50780.h1.t1	CARHR095390
OG0013380	Aa_G224760.h1.t1	CARHR113920
OG0013381	Aa_G892700.h1.t1	CARHR252740
OG0013382	Aa_G35170.h1.t1	CARHR254200
OG0013383	Aa_G35230.h1.t1	CARHR254280
OG0013384	Aa_G546070.h1.t1	CARHR254440
OG0013385	Aa_G35040.h1.t1	CARHR254020
OG0013386	Aa_G93500.h1.t1	CARHR253750
OG0013387	Aa_G10140.h1.t1	CARHR112000
OG0013388	Aa_G74460.h1.t1	CARHR112350
OG0013390	Aa_G279250.h1.t1	CARHR112700
OG0013392	Aa_G145580.h1.t1	CARHR113020
OG0013393	Aa_G100340.h1.t1	CARHR113070
OG0013394	Aa_G100310.h1.t1	CARHR113090
OG0013395	Aa_G100230.h1.t1	CARHR113240
OG0013396	Aa_G91700.h1.t1	CARHR113500
OG0013397	Aa_G591390.h1.t1	CARHR113530
OG0013398	Aa_G313890.h1.t1	CARHR113650
OG0013399	Aa_G311500.h1.t1	CARHR113750
OG0013400	Aa_G224740.h1.t1	CARHR113860
OG0013401	Aa_G157410.h1.t1	CARHR114520
OG0013402	Aa_G531980.h1.t1	CARHR184810
OG0013403	Aa_G11890.h1.t1	CARHR114600
OG0013404	Aa_G373600.h1.t1	CARHR116280
OG0013405	Aa_G87260.h1.t1	CARHR115990
OG0013406	Aa_G321350.h1.t1	CARHR116480
OG0013407	Aa_G480950.h1.t1	CARHR115360
OG0013408	Aa_G480910.h1.t1	CARHR115280
OG0013409	Aa_G290430.h1.t1	CARHR114930
OG0013410	Aa_G363350.h1.t1	CARHR118500
OG0013411	Aa_G321390.h1.t1	CARHR116600
OG0013412	Aa_G393050.h1.t1	CARHR116660
OG0013413	Aa_G393110.h1.t1	CARHR116750
OG0013414	Aa_G506530.h1.t1	CARHR115240
OG0013415	Aa_G35770.h1.t1	CARHR115530
OG0013416	Aa_G35740.h1.t1	CARHR115480
OG0013417	Aa_G593950.h1.t1, Aa_G593980.h1.t1	CARHR036140
OG0013418	Aa_G92310.h1.t1	CARHR027060
OG0013419	Aa_G115070.h1.t1	CARHR035650
OG0013420	Aa_G475480.h1.t1	CARHR026900
OG0013421	Aa_G54760.h1.t1	CARHR035610
OG0013422	Aa_G462850.h1.t1	CARHR035400
OG0013423	Aa_G82620.h1.t1	CARHR036020
OG0013424	Aa_G753440.h1.t1	CARHR036050
OG0013425	Aa_G287830.h1.t1	CARHR034690
OG0013426	Aa_G472460.h1.t1	CARHR034420
OG0013427	Aa_G200340.h1.t1	CARHR034280
OG0013428	Aa_G737020.h1.t1	CARHR034170
OG0013431	Aa_G276610.h1.t1	CARHR033830
OG0013432	Aa_G60430.h1.t1	CARHR033770
OG0013433	Aa_G377070.h1.t1	CARHR033660
OG0013434	Aa_G397310.h1.t1	CARHR033620
OG0013435	Aa_G87470.h1.t1	CARHR103400
OG0013436	Aa_G433770.h1.t1	CARHR033210
OG0013437	Aa_G300880.h1.t1	CARHR032940
OG0013438	Aa_G300850.h1.t1	CARHR032910
OG0013439	Aa_G300830.h1.t1	CARHR032900
OG0013441	Aa_G124920.h1.t1	CARHR032750
OG0013442	Aa_G71390.h1.t1	CARHR260650
OG0013443	Aa_G61130.h1.t1	CARHR260080
OG0013444	Aa_G294850.h1.t1	CARHR260970
OG0013445	Aa_G453780.h1.t1	CARHR261150
OG0013446	Aa_G453800.h1.t1	CARHR261220
OG0013447	Aa_G414550.h1.t1	CARHR256270
OG0013448	Aa_G107430.h1.t1	CARHR255800
OG0013449	Aa_G275340.h1.t1	CARHR255580
OG0013450	Aa_G617990.h1.t1	CARHR255550
OG0013453	Aa_G318190.h1.t1	CARHR255280
OG0013454	Aa_G341460.h1.t1	CARHR255250
OG0013455	Aa_G128870.h1.t1	CARHR193820
OG0013456	Aa_G128840.h1.t1	CARHR193790
OG0013457	Aa_G255510.h1.t1	CARHR193740
OG0013458	Aa_G40930.h1.t1	CARHR186910
OG0013459	Aa_G189770.h1.t1	CARHR186850
OG0013460	Aa_G189790.h1.t1	CARHR186830
OG0013461	Aa_G189810.h1.t1	CARHR186810
OG0013462	Aa_G120170.h1.t1	CARHR186340
OG0013463	Aa_G26030.h1.t1	CARHR186250
OG0013464	Aa_G26080.h1.t1	CARHR186210
OG0013465	Aa_G26110.h1.t1	CARHR186180
OG0013466	Aa_G25930.h1.t1	CARHR186130
OG0013467	Aa_G354210.h1.t1	CARHR104080
OG0013469	Aa_G166560.h1.t1	CARHR110730
OG0013470	Aa_G194700.h1.t1	CARHR111170
OG0013471	Aa_G440780.h1.t1	CARHR111520
OG0013472	Aa_G99430.h1.t1	CARHR155380
OG0013473	Aa_G424440.h1.t1	CARHR154140
OG0013474	Aa_G12980.h1.t1	CARHR143300
OG0013477	Aa_G12850.h1.t1	CARHR143170
OG0013478	Aa_G206170.h1.t1	CARHR143090
OG0013479	Aa_G206060.h1.t1	CARHR142990
OG0013480	Aa_G241290.h1.t1	CARHR142980
OG0013481	Aa_G241240.h1.t1	CARHR142920
OG0013482	Aa_G241190.h1.t1	CARHR142890
OG0013483	Aa_G226100.h1.t1	CARHR142720
OG0013484	Aa_G226090.h1.t1	CARHR142710
OG0013485	Aa_G226080.h1.t1	CARHR142700
OG0013486	Aa_G593450.h1.t1	CARHR142390
OG0013487	Aa_G178010.h1.t1	CARHR142380
OG0013488	Aa_G177930.h1.t1	CARHR142280
OG0013489	Aa_G462220.h1.t1	CARHR142090
OG0013490	Aa_G332700.h1.t1	CARHR141990
OG0013491	Aa_G332620.h1.t1	CARHR141930
OG0013492	Aa_G332610.h1.t1	CARHR141920
OG0013493	Aa_G332600.h1.t1	CARHR141910
OG0013494	Aa_G196920.h1.t1	CARHR141770
OG0013495	Aa_G196820.h1.t1	CARHR141660
OG0013496	Aa_G536050.h1.t1	CARHR141620
OG0013497	Aa_G536070.h1.t1	CARHR141600
OG0013498	Aa_G381020.h1.t1	CARHR141540
OG0013499	Aa_G381100.h1.t1	CARHR141480
OG0013500	Aa_G16970.h1.t1	CARHR141260
OG0013501	Aa_G17000.h1.t1	CARHR141240
OG0013502	Aa_G17120.h1.t1	CARHR141130
OG0013503	Aa_G17130.h1.t1	CARHR141120
OG0013504	Aa_G16020.h1.t1	CARHR140820
OG0013505	Aa_G16130.h1.t1	CARHR140710
OG0013506	Aa_G289670.h1.t1	CARHR140520
OG0013507	Aa_G289710.h1.t1	CARHR140490
OG0013508	Aa_G175230.h1.t1	CARHR140260
OG0013510	Aa_G265060.h1.t1	CARHR139870
OG0013511	Aa_G265110.h1.t1	CARHR139820
OG0013512	Aa_G265130.h1.t1	CARHR139800
OG0013513	Aa_G484790.h1.t1	CARHR139680
OG0013514	Aa_G288470.h1.t1	CARHR139590
OG0013515	Aa_G288490.h1.t1	CARHR139570
OG0013516	Aa_G479510.h1.t1	CARHR139480
OG0013517	Aa_G100620.h1.t1	CARHR139390
OG0013518	Aa_G595210.h1.t1	CARHR139180
OG0013519	Aa_G284480.h1.t1	CARHR138830
OG0013520	Aa_G424480.h1.t1	CARHR154550, CARHR154220
OG0013521	Aa_G581330.h1.t1	CARHR138660
OG0013522	Aa_G125320.h1.t1	CARHR138510
OG0013523	Aa_G125530.h1.t1	CARHR138340
OG0013524	Aa_G401470.h1.t1	CARHR138250
OG0013525	Aa_G280550.h1.t1	CARHR138100, CARHR283820
OG0013526	Aa_G454700.h1.t1	CARHR138070
OG0013527	Aa_G454740.h1.t1	CARHR138030
OG0013528	Aa_G813060.h1.t1	CARHR137860
OG0013529	Aa_G374620.h1.t1	CARHR137800
OG0013530	Aa_G374640.h1.t1, Aa_G374650.h1.t1	CARHR057610
OG0013531	Aa_G599350.h1.t1	CARHR137490
OG0013532	Aa_G680930.h1.t1	CARHR182840
OG0013533	Aa_G230820.h1.t1	CARHR137300
OG0013534	Aa_G230780.h1.t1	CARHR137260
OG0013535	Aa_G67370.h1.t1	CARHR137170
OG0013536	Aa_G145880.h1.t1	CARHR136750
OG0013537	Aa_G145870.h1.t1	CARHR136760
OG0013538	Aa_G145860.h1.t1	CARHR136770
OG0013539	Aa_G145850.h1.t1	CARHR136790
OG0013540	Aa_G145840.h1.t1	CARHR136800
OG0013541	Aa_G124090.h1.t1	CARHR136490
OG0013542	Aa_G124050.h1.t1	CARHR136430
OG0013543	Aa_G14910.h2.t1, Aa_G14910.h1.t1	CARHR075610
OG0013544	Aa_G14900.h2.t1, Aa_G14900.h3.t1, Aa_G14900.h1.t1	CARHR075620
OG0013545	Aa_G14840.h1.t1	CARHR075690
OG0013546	Aa_G14690.h1.t1	CARHR075870
OG0013547	Aa_G90100.h1.t1	CARHR288440
OG0013548	Aa_G71590.h1.t1	CARHR076190
OG0013550	Aa_G42240.h1.t1	CARHR076670
OG0013551	Aa_G250410.h1.t1	CARHR076750
OG0013554	Aa_G267840.h1.t1	CARHR077360
OG0013555	Aa_G44860.h1.t1	CARHR077570
OG0013556	Aa_G44960.h1.t1	CARHR077680
OG0013557	Aa_G45000.h1.t1	CARHR077740
OG0013558	Aa_G45010.h1.t1	CARHR077750
OG0013559	Aa_G45020.h1.t1	CARHR077760
OG0013560	Aa_G438150.h1.t1	CARHR077860
OG0013561	Aa_G185520.h1.t1	CARHR077990
OG0013562	Aa_G185540.h1.t1	CARHR078010
OG0013563	Aa_G305000.h1.t1	CARHR078490
OG0013564	Aa_G304960.h1.t1	CARHR078540
OG0013565	Aa_G4200.h1.t1	CARHR078740
OG0013566	Aa_G4210.h1.t1	CARHR078730
OG0013568	Aa_G4320.h1.t1	CARHR078850
OG0013569	Aa_G4410.h1.t1	CARHR078970
OG0013570	Aa_G4480.h1.t1	CARHR079030
OG0013571	Aa_G4560.h1.t1	CARHR079140
OG0013572	Aa_G4580.h1.t1	CARHR079160
OG0013573	Aa_G4650.h1.t1	CARHR079260
OG0013574	Aa_G4740.h1.t1, Aa_G686360.h1.t1	CARHR079320
OG0013575	Aa_G5060.h1.t1	CARHR079590
OG0013576	Aa_G75570.h1.t1	CARHR079710
OG0013577	Aa_G75600.h1.t1	CARHR079740
OG0013578	Aa_G51070.h1.t1	CARHR080070
OG0013579	Aa_G51180.h1.t1	CARHR080180
OG0013580	Aa_G648160.h1.t1	CARHR080370
OG0013581	Aa_G205810.h1.t1	CARHR080410
OG0013582	Aa_G205840.h1.t1, Aa_G205830.h1.t1	CARHR080430
OG0013583	Aa_G163120.h1.t1	CARHR080610
OG0013584	Aa_G524320.h1.t1	CARHR080690
OG0013585	Aa_G49760.h1.t1	CARHR080920
OG0013587	Aa_G49960.h1.t1, Aa_G492890.h1.t1, Aa_G49970.h1.t1	CARHR081070
OG0013588	Aa_G47400.h1.t1	CARHR081120
OG0013589	Aa_G47290.h1.t1	CARHR081220
OG0013590	Aa_G47120.h1.t1	CARHR081390
OG0013591	Aa_G78860.h1.t1	CARHR081670
OG0013592	Aa_G78800.h1.t1	CARHR081730
OG0013593	Aa_G78790.h1.t1, Aa_G139070.h1.t1	CARHR081740
OG0013594	Aa_G78750.h1.t1	CARHR081820
OG0013595	Aa_G174620.h1.t1	CARHR082040
OG0013596	Aa_G174580.h1.t1	CARHR082100
OG0013597	Aa_G174220.h1.t1	CARHR082430
OG0013598	Aa_G174190.h1.t1	CARHR082450
OG0013599	Aa_G302030.h1.t1	CARHR082790
