Orthogroup	Arabis_alpina	Eutrema_salsugineum
OG0016562	Aa_G103130.h1.t1	XP_006403103.2
OG0016563	Aa_G536730.h1.t1	XP_006395728.1
OG0016566	Aa_G257010.h1.t1	XP_024010026.1
OG0016567	Aa_G141950.h1.t1	XP_006412852.1
OG0016568	Aa_G195730.h1.t1	XP_024004610.1
OG0016569	Aa_G195770.h1.t1	XP_006412824.1
OG0016570	Aa_G58760.h1.t1	XP_006412813.1
OG0016571	Aa_G58750.h1.t1	XP_006412812.1
OG0016572	Aa_G715870.h1.t1	XP_006404445.2
OG0016573	Aa_G102080.h1.t1	XP_006395187.2
OG0016574	Aa_G380700.h1.t1	XP_006414370.2
OG0016575	Aa_G418770.h1.t1	XP_006393502.1
OG0016576	Aa_G57550.h1.t1	XP_006393479.1
OG0016577	Aa_G57560.h1.t1	XP_006393478.1
OG0016578	Aa_G57570.h1.t1	XP_006393476.1
OG0016579	Aa_G110870.h1.t1	XP_024005950.1
OG0016580	Aa_G380730.h1.t1, Aa_G110820.h1.t1	XP_024006654.1
OG0016581	Aa_G110800.h1.t1	XP_006393420.1
OG0016582	Aa_G110600.h1.t1	XP_006393385.2
OG0016583	Aa_G273750.h1.t1	XP_006393338.1
OG0016584	Aa_G237900.h1.t1	XP_006393321.1
OG0016585	Aa_G133550.h1.t1	XP_006393308.1
OG0016586	Aa_G331090.h1.t1	XP_006396953.1
OG0016587	Aa_G133520.h1.t1	XP_006393299.1
OG0016588	Aa_G689710.h1.t1	XP_006393273.2, XP_006393280.1
OG0016590	Aa_G705460.h1.t1	XP_006393256.1
OG0016591	Aa_G581500.h1.t1	XP_006393255.1
OG0016592	Aa_G581490.h1.t1	XP_006393254.1
OG0016593	Aa_G513230.h1.t1	XP_006393251.2
OG0016594	Aa_G513240.h1.t1	XP_024006192.1
OG0016595	Aa_G476890.h1.t1	XP_024011019.1
OG0016596	Aa_G476920.h1.t1	XP_006390364.1
OG0016597	Aa_G477030.h1.t1, Aa_G201440.h1.t1	XP_006390370.1
OG0016598	Aa_G487030.h1.t1	XP_024005192.1
OG0016601	Aa_G487070.h1.t1	XP_006411599.2
OG0016602	Aa_G541080.h1.t1	XP_006411618.2
OG0016603	Aa_G219390.h1.t1	XP_006411620.1
OG0016604	Aa_G219360.h1.t1	XP_006395043.1
OG0016605	Aa_G219350.h1.t1	XP_006411624.1
OG0016606	Aa_G219340.h1.t1	XP_006411625.1
OG0016607	Aa_G219260.h1.t1	XP_006411638.1
OG0016608	Aa_G219250.h1.t1	XP_006411640.1
OG0016609	Aa_G138060.h1.t1	XP_006411654.1
OG0016610	Aa_G138050.h1.t1	XP_006411655.1
OG0016611	Aa_G138040.h1.t1	XP_006411656.1
OG0016612	Aa_G138030.h1.t1	XP_006411657.1
OG0016613	Aa_G137870.h1.t1	XP_006411678.1
OG0016614	Aa_G137750.h1.t1	XP_006411696.1
OG0016615	Aa_G352010.h1.t1	XP_006411725.1
OG0016616	Aa_G352060.h1.t1	XP_006411731.2
OG0016617	Aa_G352100.h1.t1	XP_006411735.1
OG0016618	Aa_G539080.h1.t1, Aa_G553670.h1.t1	XP_006411741.1
OG0016619	Aa_G450570.h1.t1	XP_006411754.1
OG0016620	Aa_G693490.h1.t1	XP_006411763.1
OG0016621	Aa_G901630.h1.t1	XP_006411767.1
OG0016622	Aa_G381710.h1.t1	XP_006411775.1
OG0016623	Aa_G381670.h1.t1	XP_006411780.1
OG0016624	Aa_G437440.h1.t1	XP_006411783.1
OG0016625	Aa_G437430.h1.t1	XP_024005274.1
OG0016626	Aa_G702350.h1.t1	XP_006411786.1
OG0016627	Aa_G486270.h1.t1	XP_006411798.1, XP_006404949.1
OG0016628	Aa_G503350.h1.t1	XP_006411809.1
OG0016629	Aa_G224750.h1.t1	XP_006411817.1
OG0016630	Aa_G294530.h1.t1	XP_006411831.1
OG0016631	Aa_G237320.h1.t1	XP_006411837.1
OG0016632	Aa_G95130.h1.t1	XP_006411851.1
OG0016633	Aa_G561530.h1.t1	XP_024005383.1
OG0016634	Aa_G402090.h1.t1	XP_006411907.1
OG0016635	Aa_G402120.h1.t1	XP_006411910.1
OG0016636	Aa_G139430.h1.t1	XP_006411923.1
OG0016638	Aa_G363190.h1.t1	XP_006411949.1
OG0016639	Aa_G363170.h1.t1	XP_006411953.1
OG0016641	Aa_G223260.h1.t1	XP_006411956.1
OG0016642	Aa_G223240.h1.t1	XP_006411957.1
OG0016643	Aa_G223200.h1.t1	XP_006411961.1
OG0016644	Aa_G179560.h1.t1	XP_006411997.1
OG0016645	Aa_G179500.h1.t1	XP_006412003.1
OG0016646	Aa_G179490.h1.t1	XP_006412005.1
OG0016647	Aa_G453320.h1.t1	XP_024005640.1
OG0016648	Aa_G285830.h1.t1	XP_024004592.1
OG0016649	Aa_G285850.h1.t1	XP_024005494.1
OG0016650	Aa_G285870.h1.t1	XP_024005770.1
OG0016651	Aa_G285890.h1.t1	XP_006412030.1
OG0016652	Aa_G514650.h1.t1	XP_006412038.1
OG0016653	Aa_G514680.h1.t1	XP_006412041.1
OG0016654	Aa_G514700.h1.t1	XP_006412046.1
OG0016655	Aa_G514740.h1.t1	XP_006412050.1
OG0016656	Aa_G790180.h1.t1	XP_006412483.1
OG0016657	Aa_G376370.h1.t1	XP_006412061.1
OG0016658	Aa_G157090.h1.t1	XP_006412078.1
OG0016659	Aa_G157120.h1.t1	XP_024005481.1
OG0016660	Aa_G590230.h1.t1	XP_006412085.1
OG0016661	Aa_G527850.h1.t1	XP_006412105.1
OG0016662	Aa_G527840.h1.t1	XP_006412106.1
OG0016663	Aa_G739570.h1.t1	XP_024005241.1
OG0016664	Aa_G105080.h1.t1	XP_006412128.1
OG0016666	Aa_G293870.h1.t1	XP_006412119.1
OG0016667	Aa_G548450.h1.t1	XP_006412113.1
OG0016668	Aa_G118840.h1.t1	XP_024005102.1
OG0016669	Aa_G503120.h1.t1	XP_006412204.1
OG0016670	Aa_G503100.h1.t1	XP_006412205.1
OG0016671	Aa_G614670.h1.t1	XP_006412216.1
OG0016672	Aa_G258870.h1.t1	XP_006412238.1
OG0016673	Aa_G258820.h1.t1	XP_006412244.1
OG0016674	Aa_G499490.h1.t1	XP_006412252.1
OG0016675	Aa_G724260.h1.t1	XP_006412485.1
OG0016676	Aa_G9870.h1.t1	XP_024005132.1
OG0016677	Aa_G415910.h1.t1	XP_006402147.1
OG0016678	Aa_G415920.h1.t1	XP_006402145.2, XP_006392081.2
OG0016679	Aa_G153910.h1.t1	XP_024005703.1
OG0016680	Aa_G631720.h1.t1	XP_006412431.1
OG0016681	Aa_G468840.h1.t1	XP_006412415.1
OG0016682	Aa_G468830.h1.t1	XP_006412412.1
OG0016683	Aa_G376660.h1.t1	XP_024005650.1
OG0016684	Aa_G147150.h1.t1	XP_006393876.1
OG0016685	Aa_G328860.h1.t1	XP_006412355.1
OG0016686	Aa_G328820.h1.t1	XP_006412354.1
OG0016687	Aa_G328810.h1.t1	XP_006412352.1
OG0016688	Aa_G328800.h1.t1	XP_006412351.1
OG0016689	Aa_G283300.h1.t1	XP_006391059.1
OG0016690	Aa_G328780.h1.t1	XP_006412348.1
OG0016691	Aa_G34250.h1.t1	XP_006395388.1
OG0016692	Aa_G592070.h1.t1	XP_006412345.1
OG0016693	Aa_G112230.h1.t1	XP_024005611.1
OG0016694	Aa_G432460.h1.t1	XP_006412294.1
OG0016695	Aa_G598860.h1.t1	XP_006412519.1
OG0016696	Aa_G112800.h1.t1	XP_006413425.1
OG0016697	Aa_G324890.h1.t1	XP_024004669.1
OG0016698	Aa_G325040.h1.t1	XP_006412535.1
OG0016699	Aa_G98610.h1.t1	XP_006412537.1
OG0016700	Aa_G45770.h1.t1	XP_006412539.1
OG0016701	Aa_G74840.h1.t1	XP_006412552.1
OG0016702	Aa_G74830.h1.t1	XP_006412551.1
OG0016703	Aa_G145100.h1.t1	XP_006412571.1
OG0016705	Aa_G59720.h1.t1	XP_006412594.1
OG0016707	Aa_G33000.h1.t1	XP_024005430.1
OG0016708	Aa_G33020.h1.t1	XP_006412617.1
OG0016709	Aa_G520610.h1.t1	XP_006412633.1
OG0016710	Aa_G120660.h1.t1	XP_006412645.1
OG0016711	Aa_G190550.h1.t1	XP_006412660.1
OG0016712	Aa_G190530.h1.t1	XP_006412664.1
OG0016713	Aa_G190510.h1.t1	XP_006412666.2
OG0016714	Aa_G254350.h1.t1	XP_024013479.1
OG0016715	Aa_G254310.h1.t1	XP_006404351.2
OG0016717	Aa_G227320.h1.t1	XP_024009743.1
OG0016718	Aa_G199050.h1.t1	XP_024009546.1
OG0016719	Aa_G199020.h1.t1	XP_024009539.1
OG0016720	Aa_G187280.h1.t1	XP_006390634.1
OG0016721	Aa_G199360.h1.t1	XP_006390652.1
OG0016722	Aa_G199350.h1.t1	XP_006390653.1
OG0016723	Aa_G475200.h1.t1	XP_006390707.1
OG0016724	Aa_G62640.h1.t1	XP_006416117.1
OG0016725	Aa_G62340.h1.t1	XP_006416081.1
OG0016726	Aa_G487220.h1.t1	XP_006416059.1
OG0016727	Aa_G274000.h1.t1	XP_006416034.1
OG0016728	Aa_G274040.h1.t1	XP_006416030.1
OG0016729	Aa_G255010.h1.t1	XP_006415967.1
OG0016730	Aa_G254970.h1.t1	XP_024007725.1
OG0016731	Aa_G579810.h1.t1	XP_006415954.1
OG0016732	Aa_G469120.h1.t1	XP_006415943.1
OG0016733	Aa_G539020.h1.t1	XP_006415925.1
OG0016734	Aa_G92130.h1.t1	XP_006415913.1
OG0016735	Aa_G191450.h1.t1, Aa_G191460.h1.t1	XP_006396396.1
OG0016736	Aa_G46610.h1.t1	XP_024009803.1
OG0016737	Aa_G53170.h1.t1	XP_024009965.1
OG0016738	Aa_G67800.h1.t1	XP_006396320.1
OG0016740	Aa_G67930.h1.t1	XP_006396304.1
OG0016741	Aa_G53290.h1.t1	XP_024009785.1
OG0016743	Aa_G511720.h1.t1	XP_006396247.1
OG0016744	Aa_G242190.h1.t1	XP_006396234.1
OG0016746	Aa_G416980.h1.t1	XP_006390441.1
OG0016747	Aa_G136150.h1.t1	XP_006396207.1
OG0016748	Aa_G136130.h1.t1	XP_006396205.1
OG0016749	Aa_G36360.h1.t1	XP_006404530.1
OG0016750	Aa_G36390.h1.t1	XP_024013865.1
OG0016751	Aa_G36400.h1.t1	XP_006404534.2
OG0016752	Aa_G36540.h1.t1	XP_006404541.1
OG0016753	Aa_G36560.h1.t1	XP_006404542.1
OG0016755	Aa_G545630.h1.t1	XP_006415816.1
OG0016756	Aa_G587370.h1.t1	XP_006415892.1
OG0016757	Aa_G38540.h1.t1	XP_024004692.1
OG0016758	Aa_G69800.h1.t1	XP_006413160.1
OG0016759	Aa_G86640.h1.t1	XP_024005174.1
OG0016760	Aa_G107230.h1.t1	XP_006413082.1
OG0016761	Aa_G133100.h1.t1	XP_024005087.1
OG0016763	Aa_G212550.h1.t1	XP_006413028.1
OG0016764	Aa_G360400.h1.t1	XP_006413026.1
OG0016766	Aa_G382880.h1.t1	XP_006413004.1
OG0016767	Aa_G231290.h1.t1	XP_024005815.1
OG0016768	Aa_G440810.h1.t1, Aa_G512400.h1.t1	XP_006412982.1
OG0016769	Aa_G44440.h1.t1	XP_006412969.1
OG0016770	Aa_G309830.h1.t1	XP_006395649.1
OG0016771	Aa_G220620.h1.t1, Aa_G220630.h1.t1	XP_024008674.1
OG0016772	Aa_G369390.h1.t1	XP_006417722.1
OG0016773	Aa_G121070.h1.t1	XP_006416941.1
OG0016774	Aa_G192240.h1.t1	XP_024008057.1
OG0016775	Aa_G292670.h1.t1	XP_006416210.2
OG0016777	Aa_G62420.h1.t1	XP_006416087.1
OG0016778	Aa_G487240.h1.t1	XP_006416057.1
OG0016780	Aa_G126660.h1.t1	XP_006415993.1
OG0016781	Aa_G254990.h1.t1	XP_006415962.1
OG0016782	Aa_G283500.h1.t1, Aa_G641490.h1.t1	XP_006415900.1
OG0016783	Aa_G797470.h1.t1	XP_024008420.1
OG0016785	Aa_G59010.h1.t1	XP_006415752.1
OG0016786	Aa_G593970.h1.t1, Aa_G593940.h1.t1	XP_006415751.1
OG0016787	Aa_G271080.h1.t1	XP_006395627.1
OG0016788	Aa_G216390.h1.t1	XP_024007962.1
OG0016789	Aa_G299250.h1.t1	XP_006415355.1
OG0016790	Aa_G16520.h1.t1	XP_024009018.1
OG0016794	Aa_G532950.h1.t1	XP_024006251.1
OG0016795	Aa_G109030.h1.t1	XP_006392589.1
OG0016798	Aa_G704990.h1.t1	XP_006391347.1
OG0016801	Aa_G410750.h1.t1, Aa_G294640.h1.t1	XP_024012727.1
OG0016802	Aa_G87840.h1.t1	XP_006390234.1
OG0016803	Aa_G104270.h1.t1	XP_006390102.1
OG0016804	Aa_G551340.h1.t1, Aa_G679050.h1.t1	XP_024006444.1, XP_024008780.1
OG0016805	Aa_G137020.h1.t1	XP_006407513.1
OG0016806	Aa_G374050.h1.t1	XP_006407257.1
OG0016808	Aa_G152590.h1.t1	XP_006406414.1
OG0016809	Aa_G538290.h1.t1	XP_006406035.1
OG0016810	Aa_G227300.h1.t1	XP_006418817.2
OG0016811	Aa_G302840.h1.t1	XP_024009597.1
OG0016812	Aa_G116410.h1.t1	XP_006396101.1
OG0016814	Aa_G105200.h1.t1	XP_006409672.1
OG0016815	Aa_G269150.h1.t1	XP_006409602.1
OG0016816	Aa_G347060.h1.t1, Aa_G347050.h1.t1	XP_024016610.1
OG0016817	Aa_G459710.h1.t1	XP_006409245.1
OG0016818	Aa_G197440.h1.t1	XP_006409215.1
OG0016819	Aa_G576230.h1.t1	XP_006408944.2
OG0016820	Aa_G638780.h1.t1	XP_006404547.1
OG0016821	Aa_G145560.h1.t1, Aa_G495370.h1.t1, Aa_G442650.h1.t1	XP_006404644.1
OG0016822	Aa_G251650.h1.t1	XP_006404738.2
OG0016823	Aa_G436800.h1.t1, Aa_G436840.h1.t1	XP_006404924.1
OG0016824	Aa_G670600.h1.t1	XP_006404956.1
OG0016826	Aa_G35880.h1.t1, Aa_G35910.h1.t1	XP_006405155.1
OG0016827	Aa_G290460.h1.t1	XP_006408862.1
OG0016828	Aa_G597540.h1.t1	XP_006410063.1
OG0016830	Aa_G154720.h1.t1	XP_024004218.1
OG0016831	Aa_G113440.h1.t1	XP_006410513.1
OG0016832	Aa_G286450.h1.t1	XP_006410755.2
OG0016833	Aa_G505630.h1.t1	XP_006410781.1
OG0016836	Aa_G100600.h1.t1	XP_006397599.1
OG0016837	Aa_G296270.h1.t1	XP_006404358.1
OG0016838	Aa_G16920.h1.t1	XP_006397789.1
OG0016839	Aa_G13000.h1.t1	XP_006397988.2
OG0016840	Aa_G244040.h1.t1	XP_006395857.1
OG0016842	Aa_G328990.h1.t1	XP_006395639.1
OG0016843	Aa_G83280.h1.t1	XP_006395584.1
OG0016844	Aa_G142440.h1.t1	XP_006395346.1
OG0016847	Aa_G9050.h1.t1	XP_006400696.1
OG0016849	Aa_G192410.h1.t1	XP_006404466.1
OG0016850	Aa_G115940.h1.t1	XP_024013723.1
OG0016851	Aa_G648010.h1.t1	XP_006419053.1
OG0016852	Aa_G99320.h1.t1	XP_006418884.1
OG0016853	Aa_G826280.h1.t1	XP_024013770.1
OG0016854	Aa_G88990.h1.t1	XP_006404416.1
OG0016855	Aa_G207480.h1.t1	XP_006404375.1
OG0016856	Aa_G446200.h1.t1	XP_006404080.1
OG0016857	Aa_G491070.h1.t1	XP_006404010.1
OG0016859	Aa_G14140.h1.t1	XP_006403697.1
OG0016860	Aa_G18830.h1.t1	XP_006398674.1
OG0016862	Aa_G68080.h1.t1	XP_006400593.2
OG0016863	Aa_G719350.h1.t1	XP_006394730.2
OG0016865	Aa_G294880.h1.t1	XP_006397126.1
OG0016866	Aa_G107490.h1.t1	XP_024009880.1
OG0016867	Aa_G318200.h1.t1	XP_006396925.1
OG0016868	Aa_G35240.h1.t1	XP_024010102.1
OG0016869	Aa_G188890.h1.t1	XP_006396504.1
OG0016870	Aa_G384400.h1.t1	XP_006396570.1
OG0016871	Aa_G137910.h1.t1	XP_006411674.1
OG0016872	Aa_G223080.h1.t1	XP_006411973.1
OG0016874	Aa_G76480.h1.t1	XP_006417292.1
OG0016875	Aa_G774590.h1.t1	XP_006413072.1
OG0016876	Aa_G234060.h1.t1	XP_006413123.2
OG0016878	Aa_G514880.h1.t1	XP_006413186.2
OG0016879	Aa_G42950.h1.t1	XP_006413218.1
OG0016881	Aa_G43050.h1.t1	XP_006413223.1
OG0016882	Aa_G43070.h1.t1	XP_006413231.1
OG0016883	Aa_G5840.h1.t1	XP_006413237.1
OG0016885	Aa_G404020.h1.t1	XP_006413250.1
OG0016886	Aa_G160650.h1.t1	XP_006413273.1
OG0016890	Aa_G37630.h1.t1	XP_006413807.1
OG0016892	Aa_G78060.h1.t1	XP_024005874.1
OG0016893	Aa_G587500.h1.t1	XP_006414064.1
OG0016894	Aa_G722720.h1.t1	XP_006405735.1
OG0016896	Aa_G403000.h1.t1	XP_006405965.1
OG0016897	Aa_G417780.h1.t1	XP_006405779.1
OG0016898	Aa_G110040.h1.t1	XP_006405744.1
OG0016899	Aa_G298360.h1.t1	XP_006405397.1
OG0016900	Aa_G118080.h1.t1	XP_024011008.1
OG0016901	Aa_G103160.h1.t1	XP_006403107.1
OG0016902	Aa_G102180.h1.t1	XP_006395198.1
OG0016904	Aa_G142830.h1.t1	XP_006402144.1
OG0016905	Aa_G313120.h1.t1	XP_006402080.1
OG0016906	Aa_G124300.h1.t1	XP_006402058.1
OG0016907	Aa_G338140.h1.t1	XP_006401967.2
OG0016908	Aa_G101890.h1.t1	XP_006401928.1
OG0016909	Aa_G375270.h1.t1	XP_006401897.1
OG0016910	Aa_G238100.h1.t1	XP_006401812.1
OG0016911	Aa_G116640.h1.t1	XP_006401782.2
OG0016912	Aa_G197810.h1.t1	XP_006401262.2
OG0016915	Aa_G146990.h1.t1	XP_006393860.1
OG0016917	Aa_G39810.h1.t1	XP_024004689.1
OG0016938	Aa_G99360.h1.t1	XP_006418889.1
OG0016939	Aa_G88890.h1.t1	XP_006404429.1
OG0016940	Aa_G197570.h1.t1	XP_006404247.1
OG0016941	Aa_G363990.h1.t1	XP_006404281.1
OG0016942	Aa_G561380.h1.t1	XP_006404295.1
OG0016943	Aa_G711580.h1.t1	XP_006404292.1
OG0016944	Aa_G658660.h1.t1	XP_006404320.1
OG0016945	Aa_G251460.h1.t1	XP_006398521.1
OG0016947	Aa_G378330.h1.t1	XP_024014604.1
OG0016948	Aa_G396230.h1.t1	XP_006400355.1
OG0016949	Aa_G85840.h1.t1	XP_006400340.1
OG0016950	Aa_G106540.h1.t1	XP_024012111.1
OG0016951	Aa_G325630.h1.t1	XP_006400309.1
OG0016952	Aa_G387530.h1.t1	XP_006400306.1
OG0016953	Aa_G136070.h1.t1	XP_006396197.1
OG0016954	Aa_G264850.h1.t1	XP_006400275.1
OG0016955	Aa_G309610.h1.t1	XP_024012329.1
OG0016956	Aa_G158010.h1.t1	XP_006400191.1
OG0016957	Aa_G539760.h1.t1	XP_024011915.1
OG0016958	Aa_G1045980.h1.t1, Aa_G96830.h1.t1	XP_006400159.1
OG0016959	Aa_G412310.h1.t1	XP_006400153.1
OG0016960	Aa_G240260.h1.t1	XP_006400034.1
OG0016961	Aa_G450440.h1.t1	XP_006400018.1
OG0016962	Aa_G105430.h1.t1	XP_006409693.1
OG0016964	Aa_G258100.h1.t1	XP_024011655.1
OG0016965	Aa_G54840.h1.t1	XP_006393769.1
OG0016968	Aa_G209470.h1.t1	XP_006399864.2
OG0016969	Aa_G209460.h1.t1	XP_006399863.1
OG0016970	Aa_G526430.h1.t1	XP_006399858.1
OG0016971	Aa_G526410.h1.t1	XP_006399854.1
OG0016972	Aa_G722730.h1.t1	XP_006395918.1
OG0016974	Aa_G138280.h1.t1	XP_024012215.1
OG0016975	Aa_G256510.h1.t1	XP_006399732.1
OG0016977	Aa_G278970.h1.t1	XP_006399704.1
OG0016978	Aa_G636340.h1.t1	XP_006399664.1
OG0016979	Aa_G116880.h1.t1	XP_006399661.1
OG0016980	Aa_G116790.h1.t1	XP_006399651.1
OG0016982	Aa_G486080.h1.t1	XP_006399595.1
OG0016983	Aa_G168810.h1.t1	XP_024012497.1
OG0016984	Aa_G168730.h1.t1	XP_006399580.1
OG0016985	Aa_G168580.h1.t1	XP_024012651.1
OG0016986	Aa_G356440.h1.t1	XP_006399512.1
OG0016987	Aa_G356450.h1.t1	XP_006399511.1
OG0016988	Aa_G458450.h1.t1	XP_006399497.1
OG0016989	Aa_G195970.h1.t1	XP_006399487.1
OG0016990	Aa_G195940.h1.t1	XP_006399481.1
OG0016991	Aa_G125340.h1.t1	XP_006397508.2
OG0016992	Aa_G516750.h1.t1	XP_006399450.1
OG0016994	Aa_G231090.h1.t1	XP_006399437.1
OG0016996	Aa_G365590.h1.t1	XP_006399418.1
OG0016997	Aa_G130510.h1.t1	XP_024012209.1
OG0016998	Aa_G130480.h1.t1, Aa_G130480.h2.t1	XP_024011518.1
OG0016999	Aa_G130430.h1.t1	XP_006399395.1
OG0017000	Aa_G130380.h1.t1	XP_006399389.1
OG0017002	Aa_G319170.h1.t1	XP_006399320.1
OG0017003	Aa_G319290.h1.t1	XP_024011537.1
OG0017004	Aa_G392830.h1.t1	XP_006399294.1
OG0017005	Aa_G541400.h1.t1	XP_006399288.1
OG0017006	Aa_G541370.h1.t1	XP_006399285.1
OG0017008	Aa_G130010.h1.t1	XP_006413356.1
OG0017009	Aa_G304000.h1.t1	XP_006398946.1
OG0017010	Aa_G536210.h1.t1	XP_006398332.1, XP_024016729.1
OG0017012	Aa_G205290.h1.t1	XP_006409728.1
OG0017013	Aa_G205320.h1.t1	XP_006408722.1, XP_006392437.1
OG0017014	Aa_G236330.h1.t1	XP_024015984.1
OG0017015	Aa_G624460.h1.t1	XP_006408658.1
OG0017019	Aa_G561370.h1.t1	XP_006409831.1
OG0017023	Aa_G59990.h1.t1	XP_006409886.1
OG0017024	Aa_G60280.h1.t1	XP_006409897.1
OG0017025	Aa_G578980.h1.t1	XP_024004055.1
OG0017026	Aa_G412160.h1.t1	XP_006409927.1
OG0017030	Aa_G85980.h1.t1	XP_006410185.1
OG0017031	Aa_G589120.h1.t1	XP_024003924.1
OG0017032	Aa_G653510.h1.t1, Aa_G251480.h1.t1	XP_006411819.1
OG0017034	Aa_G445720.h1.t1	XP_006410304.1
OG0017037	Aa_G219550.h1.t1	XP_006403246.2
OG0017039	Aa_G203740.h1.t1	XP_006403205.2
OG0017040	Aa_G134620.h1.t1	XP_006418201.1
OG0017041	Aa_G215370.h1.t1	XP_006403123.1
OG0017042	Aa_G90840.h1.t1	XP_024005697.1
OG0017043	Aa_G29840.h1.t1	XP_006413302.1
OG0017045	Aa_G39630.h1.t1	XP_006403381.1
OG0017046	Aa_G513970.h1.t1	XP_006393581.1
OG0017047	Aa_G438490.h1.t1	XP_006393594.1
OG0017048	Aa_G438560.h1.t1	XP_006415741.1
OG0017049	Aa_G438580.h1.t1	XP_006415742.1
OG0017050	Aa_G326510.h1.t1	XP_006415743.1
OG0017051	Aa_G533060.h1.t1	XP_006393680.1
OG0017052	Aa_G533100.h1.t1	XP_006393672.1
OG0017053	Aa_G128430.h1.t1	XP_006393646.1
OG0017054	Aa_G244030.h1.t1	XP_006395856.1
OG0017056	Aa_G130800.h1.t1	XP_006415727.1
OG0017058	Aa_G61920.h1.t1	XP_024008696.1
OG0017060	Aa_G408500.h1.t1	XP_006415623.1
OG0017061	Aa_G348130.h1.t1	XP_006415593.1
OG0017063	Aa_G108280.h1.t1	XP_006415543.2
OG0017064	Aa_G248870.h1.t1	XP_024008822.1
OG0017065	Aa_G248830.h1.t1	XP_024007781.1
OG0017066	Aa_G538610.h1.t1	XP_006415502.1
OG0017067	Aa_G138690.h1.t1	XP_006415471.1
OG0017068	Aa_G70980.h1.t1	XP_006395974.1
OG0017069	Aa_G138760.h1.t1	XP_006415462.1
OG0017071	Aa_G355720.h1.t1	XP_006415385.1
OG0017072	Aa_G414410.h1.t1	XP_006415333.1
OG0017073	Aa_G434730.h1.t1	XP_006415324.1
OG0017074	Aa_G194290.h1.t1	XP_006415290.1
OG0017075	Aa_G109230.h1.t1	XP_006415219.1
OG0017076	Aa_G109280.h1.t1	XP_006415211.1
OG0017078	Aa_G16440.h1.t1	XP_024008382.1
OG0017079	Aa_G146340.h1.t1	XP_006395751.1
OG0017080	Aa_G536740.h1.t1	XP_006395725.1
OG0017082	Aa_G480460.h1.t1	XP_024007584.1
OG0017083	Aa_G282020.h1.t1	XP_024007395.1
OG0017084	Aa_G147130.h1.t1	XP_006393874.1
OG0017085	Aa_G180850.h1.t1	XP_006393896.2
OG0017086	Aa_G165920.h1.t1	XP_006393913.1
OG0017087	Aa_G165870.h1.t1	XP_006393916.2
OG0017088	Aa_G23580.h1.t1	XP_024006964.1
OG0017089	Aa_G23550.h1.t1	XP_006393964.1
OG0017090	Aa_G23480.h1.t1	XP_006393971.2
OG0017092	Aa_G23360.h1.t1	XP_006393982.2
OG0017093	Aa_G500390.h1.t1	XP_024007331.1
OG0017094	Aa_G81440.h1.t1	XP_006394013.1
OG0017095	Aa_G81500.h1.t1	XP_024007164.1
OG0017096	Aa_G527030.h1.t1	XP_006394023.1
OG0017097	Aa_G292860.h1.t1	XP_024007089.1
OG0017098	Aa_G37310.h1.t1	XP_006394052.1
OG0017099	Aa_G37250.h1.t1	XP_006394061.1
OG0017101	Aa_G37140.h1.t1	XP_024007528.1
OG0017103	Aa_G20730.h1.t1	XP_006394093.1
OG0017104	Aa_G20850.h1.t1	XP_006394107.1
OG0017105	Aa_G306150.h1.t1	XP_006394145.1
OG0017106	Aa_G51580.h1.t1	XP_006394167.2
OG0017107	Aa_G268330.h1.t1	XP_024007519.1
OG0017108	Aa_G268250.h1.t1	XP_006394216.1
OG0017109	Aa_G76200.h1.t1	XP_006394227.1
OG0017110	Aa_G76180.h1.t1	XP_006394229.2
OG0017111	Aa_G76010.h1.t1	XP_006394245.2
OG0017112	Aa_G75360.h1.t1	XP_006394291.2
OG0017113	Aa_G492170.h1.t1	XP_024007057.1
OG0017114	Aa_G492210.h1.t1	XP_006394325.1
OG0017115	Aa_G406230.h1.t1	XP_006394339.1
OG0017116	Aa_G13770.h1.t1	XP_006394367.1
OG0017117	Aa_G131040.h1.t1	XP_024007570.1
OG0017118	Aa_G583410.h1.t1	XP_006394487.1
OG0017119	Aa_G401200.h1.t1	XP_024006811.1
OG0017120	Aa_G590900.h1.t1	XP_006394500.1
OG0017121	Aa_G97980.h1.t1	XP_006394572.1
OG0017122	Aa_G97930.h1.t1	XP_006394579.1
OG0017124	Aa_G104760.h1.t1	XP_006394605.1
OG0017126	Aa_G630870.h1.t1	XP_006394641.1
OG0017127	Aa_G377410.h1.t1	XP_024006679.1
OG0017128	Aa_G377420.h1.t1	XP_006394659.1
OG0017129	Aa_G45480.h1.t1	XP_006394695.1
OG0017130	Aa_G45310.h1.t1	XP_024009801.1, XP_006394710.1
OG0017131	Aa_G392300.h1.t1, Aa_G571960.h1.t1	XP_024007035.1
OG0017132	Aa_G169060.h1.t1	XP_006394735.1
OG0017133	Aa_G12900.h1.t1	XP_006394774.1
OG0017134	Aa_G550360.h1.t1	XP_006394801.1
OG0017135	Aa_G552770.h1.t1	XP_006394807.1
OG0017139	Aa_G181310.h1.t1	XP_006400514.1
OG0017140	Aa_G181260.h1.t1	XP_006400525.2
OG0017141	Aa_G230450.h1.t1	XP_006400543.2
OG0017142	Aa_G68380.h1.t1	XP_006400559.1
OG0017143	Aa_G68120.h1.t1	XP_006400589.1
OG0017144	Aa_G642590.h1.t1	XP_006400598.1
OG0017145	Aa_G15710.h1.t1	XP_006400603.1
